com.kumuluz.ee	kumuluzee-json-p-jsonp	3.0.0		33e4ff6724c7807ac2ad9ab03f36cecb073d6fab
com.kumuluz.ee	kumuluzee-json-p-jsonp	3.0.0-beta.1		0680c96572b054561f9fe3d2aab8943bf49b514c
com.kumuluz.ee	kumuluzee-json-p-jsonp	3.0.0-beta.2		b3fe7a2721a2a6b04b6517250efee71e6565910e
com.kumuluz.ee	kumuluzee-json-p-jsonp	3.0.0-beta.3		06321fd2d14c5fde879a9495bce7bbf6a8f0dded
com.kumuluz.ee	kumuluzee-json-p-jsonp	3.1.0		26761db063dac66ed390e3d7218e7d21b7c7901e
com.kumuluz.ee	kumuluzee-json-p-jsonp	3.10.0		d0d521307340c28c945350ca6e3f03311fc3db98
com.kumuluz.ee	kumuluzee-json-p-jsonp	3.11.0		4b1ea8f771bd07a29ac26c566633a7a930f1bc72
com.kumuluz.ee	kumuluzee-json-p-jsonp	3.12.0		6c2827584cc0712a8b89ad81ef0c6961261c10e6
com.kumuluz.ee	kumuluzee-json-p-jsonp	3.12.1		55cca804f756616bd1e485695a3a89f5dc8c3ffe
com.kumuluz.ee	kumuluzee-json-p-jsonp	3.12.2		150fbc5063fe7f0ba1e44e934b7527dcb7222977
com.kumuluz.ee	kumuluzee-json-p-jsonp	3.2.0		5d3ce5e796582e99dca562648d437d2157f9838d
com.kumuluz.ee	kumuluzee-json-p-jsonp	3.3.0		f6c661f9dc7d60f3e07dcbcafe6d90cc27927429
com.kumuluz.ee	kumuluzee-json-p-jsonp	3.4.0		aa06f8ba185b66bf55c09deb98fa3e5a0f21c65d
com.kumuluz.ee	kumuluzee-json-p-jsonp	3.4.1		09af4d974181f4dd3025a54beab68f4203e2c905
com.kumuluz.ee	kumuluzee-json-p-jsonp	3.5.0		ce4b7e4e1c939c71e9a99487a7ac47ef9a8d977b
com.kumuluz.ee	kumuluzee-json-p-jsonp	3.6.0		8003e00dbbf4af431e6437dc373825a57a47840c
com.kumuluz.ee	kumuluzee-json-p-jsonp	3.6.1		43575a843317024dbb71ebd2e61057c2781495f6
com.kumuluz.ee	kumuluzee-json-p-jsonp	3.7.0		ab7029d6f94140c408df91e33994119a04a0bb47
com.kumuluz.ee	kumuluzee-json-p-jsonp	3.8.0		039d6922742021a545b04f011dbec89ae5049125
com.kumuluz.ee	kumuluzee-json-p-jsonp	3.9.0		edf297eb0ec647c7be2099422183e2c7777ab557
com.kumuluz.ee	kumuluzee-json-p-jsonp	4.0.0		b66027b411cad091e3d26fb22ff9cc438b542d4a
com.kumuluz.ee	kumuluzee-json-p-jsonp	4.0.0-beta.1		06dfc9b550fd072b3aa33798dab580cc7c653638
com.kumuluz.ee	kumuluzee-json-p-jsonp	4.1.0		a4e5e6e0726622d7d45ad20450341b97fc86a809
com.masetta.spann	spann-spring	0.1.2		daf008bd15812f748865fec1a758afecbcd34c16
com.mayakapps.compose	window-styler-jvm	0.2.0		8b540221de9d778fdb09bbd41882de86ba33b064
com.mayakapps.compose	window-styler-jvm	0.3.0		7a664fe7297383f69b5c0852b9fc6e034d49e039
com.mayakapps.compose	window-styler-jvm	0.3.1		672fd89cdfb89403f4ab04c4bd80c06512c3ec7b
com.mayakapps.compose	window-styler-jvm	0.3.2		e1f6e778926d10c3b84b6280b70cb4b7333ee7af
com.metaring	framework-java-email	1.0.0		35591eb1f88979614fd45598b3612cd65b10c141
com.metaring	framework-java-email	1.0.1		b3098ab20274e8d2239279a73eabae1f49c1a39c
com.metaring	framework-java-email	1.0.3		64c64c99d38abbb7f855fdfe3063e73c03788b3d
com.metaring	framework-java-email	1.0.4		ed4b5822ca73a48e93e876c396aa328fb7773a7d
com.metaring	framework-java-email	1.0.5		9c95aaa8f97ee4409afb38747b551065932a46b5
com.metaring	framework-java-email	1.0.6		d99e2d790eb9e48522a035abf42a4eaff8142209
com.metaring	framework-java-email	1.0.7		49a2198540ed700717e67d62f4b5475b8ad463f3
com.metaring	framework-java-email	1.1.1		310066cc024e81f21ba484afa52c51bbcc7660d6
com.metaring	framework-java-email	1.1.5		ee05fdffe3e1f13aebfba1ca0562db627c4a4c7e
com.metaring	framework-java-email	1.1.6		a216d1312a3b1b0bb58574927aa1e3f0146d1f05
com.metaring	framework-java-email	1.1.7		5321e525916eec43bb25363f1cb75828bbd18646
com.metaring	framework-java-email	1.2.1		66a1464ae4595794e8b47d234b7475d91d5e95bd
com.metaring	framework-java-email	1.2.2		10cc15fec9cf38f6e1f2b17c7de8f57a1054ca65
com.metaring	framework-java-email	1.2.3		272f517018e92dcfe00163f299b6fe5c73019971
com.metaring	framework-java-email	1.2.7		cd201146ecfb6678197592bf126e4b5ba453fc73
com.metaring	framework-java-email	1.2.8		d9a42e7bafb855d765b575a5ff942a166c5ab4ae
com.metaring	framework-java-email	1.2.9		474fd2944c489c7b0b3883ec21a281677b5f875d
com.metaring	framework-java-email	1.3.0		8a57798b6f3f1c860047623cffc46b2fa35fdb51
com.metaring	framework-java-email	1.3.1		e7ac715171f1cce542fe67a6685403961cb1545b
com.metaring	framework-java-email	1.5.0		3a627fa1a35ffc817eb836586a65d9d8756e903f
com.metaring	framework-java-email	1.5.1		7fd78b6114e7df84cfe29153d8cd2d3161b230d3
com.metaring	framework-java-email	1.5.2		c54afe7f6c8e6c94cd19f139a33944122ddd49e8
com.metaring	framework-java-email	1.5.3		9403e7b5ba6db3eb034a2e6a2381327ccf32c429
com.metaring	framework-java-email	1.5.4		d6f2817b47eef21e4e707f4f5ece42a79d7d84d9
com.metaring	framework-java-email	1.5.5		483137091ab681120e3ef795af068cec8aa2d02e
com.metaring	framework-java-email	1.5.6		e26e983172ea08c2e50c50441e5af8f457a8cf35
com.metaring	framework-java-email	1.5.7		e3f310ecf876cfd82655bb1e7778f595bc63a243
com.metaring	framework-java-email	1.5.8		e7ea388f742f4ebce22a131100cf6b4e7c23af3b
com.metaring	framework-java-email	1.5.9		b9280d35a36747a675c3b009266fa7547786aaa9
com.pig4cloud.archetype	pig-gen	2.10.0		75d407ff55be02c46106442de989f32365ab358e
com.pig4cloud.archetype	pig-gen	2.10.1		569bff8601a54a5aafca9ac6f4312e7d0e686294
com.pig4cloud.archetype	pig-gen	2.10.2		f8a9098d45d041735ec67df970e655bf953d2b09
com.pig4cloud.archetype	pig-gen	2.10.3		76fb02d827e78ddc337cbc87ccfb92545c00d1ff
com.pig4cloud.archetype	pig-gen	2.4.3		26e91086330d6757420e8e4b09e52861c16c694f
com.pig4cloud.archetype	pig-gen	2.5.0		fc59c2db0262af22145895e4c86301273c3d32f4
com.pig4cloud.archetype	pig-gen	2.5.1		d9e45de6e6d01aa68554993bcdf5802e665ae0aa
com.pig4cloud.archetype	pig-gen	2.6.0		22c4f6964b35f5affa4e6afff523d50d7cc7db54
com.pig4cloud.archetype	pig-gen	2.6.1		bdeda893c2223f5a579991567b49df67967ef6e8
com.pig4cloud.archetype	pig-gen	2.6.2		6f186617e0503c5ebdf3475d6fd200596696524c
com.pig4cloud.archetype	pig-gen	2.6.3		a19017eb35fc33f1192c7fd671106d724fb0e6e4
com.pig4cloud.archetype	pig-gen	2.6.3.tmp		2ceaea8e77586f308add5e0c10b8af3b38d6b8f5
com.pig4cloud.archetype	pig-gen	2.6.3.tmp1		e2043e24030f89d133dd5d34862a20f8ab20b8bc
com.pig4cloud.archetype	pig-gen	2.6.3.tmp2		0276bd6df94a42dc714cc2fd53fd60def8cb4778
com.pig4cloud.archetype	pig-gen	2.6.3.tmp3		ad54c0a4fca362f4a6484cb006c9e419948d6ad2
com.pig4cloud.archetype	pig-gen	2.6.4		fd69b09379103e1ccd6cf475cd67ffb67296b689
com.pig4cloud.archetype	pig-gen	2.6.5		19d35f6e0cfb980c01321c10a06ec9f61d4705a6
com.pig4cloud.archetype	pig-gen	2.7.0		741394a574f4fb9627965030fafde64de17afc86
com.pig4cloud.archetype	pig-gen	2.7.1		3a63c473583e527739ef3484c33549e11fedadbe
com.pig4cloud.archetype	pig-gen	2.7.2		79a9d9ef3812a335dfb507eaaef88f366c55b074
com.pig4cloud.archetype	pig-gen	2.7.3		428da506b7b9d282230e8a3f0548308d79347706
com.pig4cloud.archetype	pig-gen	2.7.4		2cf48f7d62f5ee43d9bbf5d610ad6a4ef119d2ec
com.pig4cloud.archetype	pig-gen	2.7.5		8d9d377fb73a68a7462c7dcc83f02d51cc0798f1
com.pig4cloud.archetype	pig-gen	2.8.0		1ddd1e057b90935ae9c6d494a93f9fc247552986
com.pig4cloud.archetype	pig-gen	2.8.1		4506452d54fddd4d1c66a79e72598b4560411d03
com.pig4cloud.archetype	pig-gen	2.9.0		47dfba1346442f8ff358be813eaca43e3b36094d
com.pig4cloud.archetype	pig-gen	2.9.1		7f97a75c9189fbf0eeb9c4f2af05315f4ecc94be
com.pig4cloud.archetype	pig-gen	3.0.0		b83e351c69f864ad9cc83f925329ce38a2351698
com.pig4cloud.archetype	pig-gen	3.0.1		3818152d33c890661e772db220ade89a0d920450
com.pig4cloud.archetype	pig-gen	3.0.2		c1ad6b53394993b26ad61ec08af4fcde22b8a305
com.pig4cloud.archetype	pig-gen	3.0.3		f5ec732aeb6e424ecf41b5315d609165e46acea3
com.pig4cloud.archetype	pig-gen	3.0.4		72edc8bee5a5fca18ae9ff11c902f876506fda14
com.pig4cloud.archetype	pig-gen	3.0.5		e6f07af755c052ffa78537a875d1f0ea7c6c9291
com.pig4cloud.archetype	pig-gen	3.1.0		bfdec4fffdd40fe4349a886f7545268259de4deb
com.pig4cloud.archetype	pig-gen	3.1.1		b2eef6447d12ef5cbec157dbd3f56f60eba336fb
com.pig4cloud.archetype	pig-gen	3.1.2		ed5f616675a37ee5594b11fe47ab46bc16ffd746
com.pig4cloud.archetype	pig-gen	3.1.4		57a6790e5fd23b0d9d3a0d4136ba48a183641c5d
com.pig4cloud.archetype	pig-gen	3.2.0		a89129c29a23030686d5f74f81a1c346ae765d4c
com.pig4cloud.archetype	pig-gen	3.2.1		145cc6afa77ea610f7a145a7ed61d3b181c1ecc2
com.pig4cloud.archetype	pig-gen	3.2.2		ba7e04bc42ab62066c39b5eec1db5cc31605d684
com.pig4cloud.archetype	pig-gen	3.2.3		ec62dd7ad98e46043c4a10c51a13a4b200f4b55f
com.pig4cloud.archetype	pig-gen	3.3.0		370c595b5e6f799c242ac014f0d485aaf497beae
com.pig4cloud.archetype	pig-gen	3.3.1		516f1c8950a93bd99fd1522492fec87e033363a7
com.pig4cloud.archetype	pig-gen	3.3.2		3cef4d08833f3720018582c546fdb60c18d45145
com.pig4cloud.archetype	pig-gen	3.3.3		2e95a48ff4701031f3ceb373fd6cb314da05b97e
com.sdklite	oss	0.0.1		N/A
com.sdklite	oss	0.0.2		N/A
com.sdklite	oss	0.0.3		N/A
com.sdklite	oss	0.0.4		N/A
com.sdklite	oss	0.0.5		N/A
com.sdklite	oss	0.0.6		N/A
com.tangzc	mybatis-plus-ext-demo-actable-flyway	1.3.11		fd341c7804f0f4a996c7a405b5e1dff3a359e176
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.2-EXT140		8a404de9411a2db2b4147059016f1661fcb6a2db
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.2-EXT141		5ede4c8c7f874c926fd02ecb01d639fb58a01eb8
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.2-EXT142		1ec7283babcb0517380763247578bd7a7c68414d
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.2-EXT143		d9cbc405f5cb9ecb4f33883ebc389ca824f67311
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.2-EXT144		a4e02d9cea75cda0f8728bc37d9f421de28b6dab
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.2-EXT145		95d89f59e34eb6e5f5349e5d6554d629cfc33734
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.2-EXT146		cdf94d76c7e4cdb061925fd49e0bcdc7aac5edc2
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.2-EXT200		980a0bdc12f456be011b56d9088e0c1fce101001
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.2-EXT201		63aeeaa143c61cee87f07ed4079afd1476b40bc9
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.2-EXT202		053afab3e1bf0f2db2d7ab7111d3bdb7e46621b1
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.1-EXT300-alpha		9f902800f3cce8dfc7556beb2593b139986efa50
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.1-EXT301-alpha		fa5a691878273c488c4be6c7987188e92b54e6ec
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.1-EXT302-alpha		6a80b7876c4426d8d1c1fbefdaa88316da2bada0
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.1-EXT303-alpha		9d488f24e1d6ea9d7de5f33c963acdd0f78d3250
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.1-EXT304-alpha		a01c13aa1148627db083d88baaf25c9d2f2e64ad
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.1-EXT305-alpha		5fc754486dee25f499a8c7aab2c11f873b5ac981
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.1-EXT306		3e2e739f5a710d73ad9d0a7569d2b2a2fdf73bcf
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.1-EXT306.1		4eabc441635f52bcc060fdc947d1f0ca3eccc024
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.1-EXT307		3bb9d9b17593ae832f6511cc477e002465582f76
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.1-EXT307.1		ad407288d8d81c98d763d37ee30b940b6feca9e5
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.1-EXT307.2		0a832504be3a57e7cd0afa04c3249b28cbd8c9af
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.1-EXT307.3		612527b4a5cffe774f3981f1a5d31554ecccc060
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.1-EXT307.4		717659f06a408daddf1ee8aa97a5df205fcd3a0a
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.1-EXT400		d8a8bded3851291ef0a5ab1fb73dbb0536297980
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.1-EXT410		543f70cb6ea376b3d9a262bdca7f4fe5b95b94b3
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.1-EXT420		7b624332a23ef406d35563ef6cff324a0fb6b04f
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.1-EXT421		4d02f39aa001c76f84f35c36bb207920c3460bad
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.1-jdk17-EXT307.2		cc0357938524222e84733be69964b287a8f9fe05
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.1-jdk17-EXT307.3		e8f14d9c5b32441e75ad10139efb4cc247ae6a4a
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.1-jdk17-EXT307.4		368dcd4df922615345016cb6aeadc4eaeb6e9eb0
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.1-jdk17-EXT400		7ed71ac977a2af6f3c00c17e6c99723e8130c485
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.1-jdk17-EXT410		798f96bc79f217273c32465de682337399dcd8b8
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.1-jdk17-EXT420		68349d8085465bef61e0cf5e22dd899331645529
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.1-jdk17-EXT421		871b2f8851bdf6b26a17aa41086ef18cd27a2a55
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.2-EXT500		4594985a679c8bc2bf6a5b098b5436b712bf30dd
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.2-EXT501		17f27c8aee0701fff20b743f6e44b00a6321acb2
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.2-EXT501-jdk17		f384b9b7a4c303f12107febf5ad96313492e16c1
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.2-EXT510		1aa1c1fced2671c2ff69600676da54219fa703e3
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.2-EXT510-boot3		6699869e54907bf97c681184639d39da7f87123d
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.2-jdk17-EXT500		a4d99ab5eb181a694d6df82840f1c2652552250c
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.2-jdk17-EXT501		268b874f1638c9370f893b853549b47a7283d121
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.2.1-EXT520		ffca730f2e8c80826f95b0ee710f34fe412cc45e
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.2.1-EXT520-boot3		f28b7ccb609b03eb555d12ffc4571c270748f306
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.2.1-EXT530		feb59965c16320755ced0e3738e670f78881250f
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.2.1-EXT530-boot3		b2c75cfc719b576184e5b11709ef3dc28f9ccf59
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.2.1-EXT531		d5297daaaf83ba0fed61ddc99dc40c47495bfe53
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.2.1-EXT531-boot3		f0eeab6a41c2bf6e587aa38f4f53fd076355c4f7
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.2.1-EXT532		d22b21b0081bd38a5db0c7faaad9646e2e8815f8
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.2.1-EXT532-boot3		0a752bf0663f9775b2014aa47004463a0cee6a23
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.2.1-EXT533		dfab605cfed87e5f12f8d3d56b9070f777945141
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.3.2.1-EXT533-boot3		84372dbfe397691145f55a2aa71be6f6fccb8ac3
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.4-EXT540		d0a64769ea920265bd0285cb5dd12eca01df80a4
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.4-EXT540-boot3		4e1abb9ae15267aca5386a54104689e59c81ec63
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.4-EXT541		62ae0375274da7aa6d8b80be91d54eb9e7f2b6a2
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.4-EXT541-boot3		d8921bbc46df8c1a3657a77a32d3388db09210ed
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.4-EXT542		d1ad7dcd95bfb5e9ae822725e1025ffdbbdbc9d7
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.4-EXT542-boot3		b6c8efb02b2bd756bdc12a26838706a316bdd9a5
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.4-EXT543		ad1873a7d799aeb045be59b78cbb09df3307304a
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.4-EXT543-boot3		63b11ada1d21f9134461c146991da622d75feb99
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.4-EXT544		0056a6376c602c9265b22c79d530325147986f9e
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.4-EXT544-boot3		709defffb3071893520b2af76c1d9101fd5e8dee
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.5-EXT544		2dc1253d23bc4cf910c405cd7cc2d22b673d16ef
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.5-EXT544-boot3		444fc3b43ef99d95fc1b08da924fb68bd46fb080
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.5-EXT550		624d61ef1356739fe1341944313f8d39f709742a
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.5-EXT550-boot3		93ed71f3129097d3e825632175311d70687c183d
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.5-EXT560		5ca17d02a7d4b1f2912557db45216ea8c49cfd0b
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.5-EXT560-boot3		40f696193396f5d07ee6a38393655d2fa1d865e2
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.5-EXT561		ef31f9a4584cf3f03e936d9c849ad9ce27016591
com.tangzc	mybatis-plus-ext-demo-actable-flyway	3.5.5-EXT561-boot3		5932550254009894352bfc53f775519032fdc359
de.gofabian.jmigrate	jmigrate-jooq	0.1.0		3d86701ce4a71ae1e109b6f3e0f9870f775ef369
dev.jordond.compass	compass-geocoder-web-googlemaps-iossimulatorarm64	0.1.0		N/A
dev.jordond.compass	compass-geocoder-web-googlemaps-iossimulatorarm64	0.1.0	metadata	163808dcd72c1455540f205bd2ad24d7674802ae
dev.jordond.compass	compass-geocoder-web-googlemaps-iossimulatorarm64	0.1.1		N/A
dev.jordond.compass	compass-geocoder-web-googlemaps-iossimulatorarm64	0.1.1	metadata	24a0a83e6b3bfeafa9a1681c0ee65296c84f58de
dev.jordond.compass	compass-geocoder-web-googlemaps-iossimulatorarm64	0.1.3		N/A
dev.jordond.compass	compass-geocoder-web-googlemaps-iossimulatorarm64	0.1.3	metadata	f9f46e22af45bb58ab37bd55608f3e0fef8d9746
dev.jordond.compass	compass-geocoder-web-googlemaps-iossimulatorarm64	0.1.4		N/A
dev.jordond.compass	compass-geocoder-web-googlemaps-iossimulatorarm64	0.1.4	metadata	c1e7fe7a71fe6ce2de8c4ddcaf1aa59bca0da9a7
dev.jordond.compass	compass-geocoder-web-googlemaps-iossimulatorarm64	0.1.5		N/A
dev.jordond.compass	compass-geocoder-web-googlemaps-iossimulatorarm64	0.1.5	metadata	c83db858f6ecf8232c8de28bc903ec3e0a7a2bfc
dev.jordond.compass	compass-geocoder-web-googlemaps-iossimulatorarm64	0.1.6		N/A
dev.jordond.compass	compass-geocoder-web-googlemaps-iossimulatorarm64	0.1.6	metadata	e4ed41578333c48aab5dac7bf0e306ceaf10471d
dev.jordond.compass	compass-geocoder-web-googlemaps-iossimulatorarm64	0.1.7		N/A
dev.jordond.compass	compass-geocoder-web-googlemaps-iossimulatorarm64	0.1.7	metadata	ce2d41f86ab6417f6b211c8ebfe6f6f1e07f65c2
dev.jordond.compass	compass-geocoder-web-googlemaps-iossimulatorarm64	0.1.8		N/A
dev.jordond.compass	compass-geocoder-web-googlemaps-iossimulatorarm64	0.1.8	metadata	9b9ced7eaafdc92958529c3165f6042972971dd6
dev.jordond.compass	compass-geocoder-web-googlemaps-iossimulatorarm64	0.1.9		N/A
dev.jordond.compass	compass-geocoder-web-googlemaps-iossimulatorarm64	0.1.9	metadata	49308643f22882f7d89e7dde9bc4d979f61abf7a
dev.jordond.compass	compass-geocoder-web-googlemaps-iossimulatorarm64	1.6.7		N/A
dev.jordond.compass	compass-geocoder-web-googlemaps-iossimulatorarm64	1.6.7	metadata	6ba0482782c46c26521f47c733d21df29910fb84
eu.dariolucia.ccsds	eu.dariolucia.ccsds	0.1.0		N/A
eu.dariolucia.ccsds	eu.dariolucia.ccsds	0.2.0		N/A
eu.dariolucia.ccsds	eu.dariolucia.ccsds	0.2.1		N/A
eu.dariolucia.ccsds	eu.dariolucia.ccsds	0.3.0		N/A
eu.dariolucia.ccsds	eu.dariolucia.ccsds	0.3.1		N/A
eu.dariolucia.ccsds	eu.dariolucia.ccsds	0.3.2		N/A
eu.dariolucia.ccsds	eu.dariolucia.ccsds	0.3.3		N/A
eu.dariolucia.ccsds	eu.dariolucia.ccsds	0.3.4		N/A
eu.dariolucia.ccsds	eu.dariolucia.ccsds	0.3.5		N/A
eu.dariolucia.ccsds	eu.dariolucia.ccsds	0.3.6		N/A
eu.dariolucia.ccsds	eu.dariolucia.ccsds	0.4.0		N/A
eu.dariolucia.ccsds	eu.dariolucia.ccsds	0.4.1		N/A
eu.dariolucia.ccsds	eu.dariolucia.ccsds	0.5.0		N/A
eu.dariolucia.ccsds	eu.dariolucia.ccsds	1.0.0		N/A
eu.dariolucia.ccsds	eu.dariolucia.ccsds	1.0.1		N/A
eu.dariolucia.ccsds	eu.dariolucia.ccsds	1.0.2		N/A
eu.dariolucia.ccsds	eu.dariolucia.ccsds	1.0.3		N/A
eu.dariolucia.ccsds	eu.dariolucia.ccsds	1.0.4		N/A
eu.dariolucia.ccsds	eu.dariolucia.ccsds	1.0.5		N/A
eu.dariolucia.ccsds	eu.dariolucia.ccsds	1.0.6		N/A
io.gitee.litong	dict-spring-boot-starter	1.0.4		9f5688142c6155978cb8e21e4453de5ea142b2f7
io.gitee.litong	dict-spring-boot-starter	1.0.5		29621145b81297b1cf3292293976b8867f4ba530
io.gitee.litong	dict-spring-boot-starter	1.0.6		fba99acac731bf8740c65fa8c7b782eab055bc54
io.gitee.litong	dict-spring-boot-starter	1.0.7		879835f180575a27407bd2d2d2536abea93019d8
io.github.mrocigno	big-brother-database	0.0.10		N/A
io.github.mrocigno	big-brother-database	0.0.11		N/A
io.github.mrocigno	big-brother-database	0.0.12		N/A
io.github.mrocigno	big-brother-database	0.0.5		N/A
io.github.mrocigno	big-brother-database	0.0.6		N/A
io.github.mrocigno	big-brother-database	0.0.7		N/A
io.github.mrocigno	big-brother-database	0.0.8		N/A
io.github.mrocigno	big-brother-database	0.0.9		N/A
io.github.woody230	ktx-resource	4.0.1		63eab3b6e470e4c04bc2a6f180791cbf06dc1e08
io.github.woody230	ktx-resource-android-debug	4.0.1		N/A
io.github.yandroidua.kroute	lifecycle-koin-wasm-js	0.0.3-alpha		N/A
io.github.yandroidua.kroute	lifecycle-koin-wasm-js	0.1.0		N/A
io.quarkiverse.config	quarkus-config-hocon-parent	1.2.0		N/A
io.quarkiverse.config	quarkus-config-hocon-parent	1.2.1		N/A
io.quarkiverse.config	quarkus-config-hocon-parent	2.0.0		N/A
io.quarkiverse.config	quarkus-config-hocon-parent	2.0.1		N/A
io.quarkiverse.config	quarkus-config-hocon-parent	2.1.0		N/A
io.quarkiverse.config	quarkus-config-hocon-parent	2.2.0		N/A
io.quarkiverse.config	quarkus-config-hocon-parent	2.2.1		N/A
io.quarkiverse.config	quarkus-config-hocon-parent	2.2.2		N/A
io.quarkiverse.config	quarkus-config-hocon-parent	2.3.0		N/A
io.quarkiverse.config	quarkus-config-hocon-parent	2.3.1		N/A
io.quarkiverse.config	quarkus-config-hocon-parent	2.4.0		N/A
io.resys.hdes	hdes-projects-quarkus	0.1.1		61dd2946e80d5c28ce95c9119e50df6e0837433d
io.resys.hdes	hdes-projects-quarkus	0.1.10		98cf116f83a3c8ad91630893ff861b1b6a1801b6
io.resys.hdes	hdes-projects-quarkus	0.1.11		3a343bf93a234cff975254789daa923d59e59323
io.resys.hdes	hdes-projects-quarkus	0.1.2		0438e284eb335555743b82c1dc42325d19946b01
io.resys.hdes	hdes-projects-quarkus	0.1.3		d7bed975e8c09c11ca0a1b567220d8c93e6ea3e2
io.resys.hdes	hdes-projects-quarkus	0.1.4		c4d37d37ab684f46ab6e8f13759a3a5e909035ea
io.resys.hdes	hdes-projects-quarkus	0.1.5		f8d80919b154f2e8c7334cf95cb07bb1a5b4ee33
io.resys.hdes	hdes-projects-quarkus	0.1.6		9760a569916c512b1028af396a2fd1d831209243
io.resys.hdes	hdes-projects-quarkus	0.1.7		fe65b434537827296df8e07bee126264858b678d
io.resys.hdes	hdes-projects-quarkus	0.1.8		456b134122908884a129bb7fa64ab68ea7db55c4
io.resys.hdes	hdes-projects-quarkus	0.1.9		efeeca286e36bf1b144c5101432b5b7e4bc66a26
net.liftmodules	fobo-twitter-bootstrap_2.6_2.11	1.3		4d65634471d533efc6391953639b01a03fbd7f24
