ai.themsp	mintegral-adapter	0.1.0		N/A
edu.internet2.middleware.grouper	grouper-activemq	4.1.1		5fb003ad8cad27cfee9c634ed2e61464924183da
edu.internet2.middleware.grouper	grouper-activemq	4.1.2		7ae064a36d6b691a31858bc44a9ef11b66c78cdd
edu.internet2.middleware.grouper	grouper-activemq	4.1.3		a8277d655126c096178554dfdc1e2053a1edc001
edu.internet2.middleware.grouper	grouper-activemq	5.0.0		c56d147a9c910baf4f278529e609cab90a204e25
edu.internet2.middleware.grouper	grouper-activemq	5.0.1		9740cb208fb50ed74f1fc499b44af3dbb8bfcd6e
edu.internet2.middleware.grouper	grouper-activemq	5.0.2		d190c6466cca9a1c0ee1ea9b9505df2ff9e74034
edu.internet2.middleware.grouper	grouper-activemq	5.0.3		b827d31cb4801e0a902d3f2f774f0fd725190efa
eu.europa.ec.joinup.sd-dss	dss-test	5.10.2		ca810dd83aa4678513fb149bb827df90e0fc6b6f
eu.europa.ec.joinup.sd-dss	dss-test	5.11.1		e6df574f7b4c262f6cebcce3c5135110535a8310
eu.europa.ec.joinup.sd-dss	dss-test	5.12		8c81a5aaf269189d96bc91f13ed6a1eda5acbcbc
eu.europa.ec.joinup.sd-dss	dss-test	5.12.1		1b6921b2e88fb60b5593bd629ac48fac521108dc
eu.europa.ec.joinup.sd-dss	dss-test	5.12.RC1		afc5fea065a5081389dc85f03d8e8fa16eae645e
eu.europa.ec.joinup.sd-dss	dss-test	5.13		d093d3a368f803f2dca9eba078b1ddd040465031
eu.europa.ec.joinup.sd-dss	dss-test	5.13.1		dc2a835bc9ff53015a141771e613e7fc2577cb4e
eu.europa.ec.joinup.sd-dss	dss-test	5.13.RC1		c6cbf7e5e7ad08dc8588680229dd313e51342ab5
eu.europa.ec.joinup.sd-dss	dss-test	6.0		0b47a03a10522cdf72598f6fb1907a0e5b89107b
eu.europa.ec.joinup.sd-dss	dss-test	6.0.1		55fe0f73cf788caad37e35ed8d8221ccd8bcdacd
eu.europa.ec.joinup.sd-dss	dss-test	6.1		5f9e5cfb24aa558d0f1b42bd9c12d78b770a90a5
eu.europa.ec.joinup.sd-dss	dss-test	6.1.1		57a8788ba543198cd7a369491ab42912cb72cfe8
eu.europa.ec.joinup.sd-dss	dss-test	6.1.RC1		59cd45f8debde0557ac160b2bc76760ade1fbfdf
eu.europa.ec.joinup.sd-dss	dss-test	6.2		24af2426f7fcc1a3dd6c757b87753b1735e51b88
eu.europa.ec.joinup.sd-dss	dss-test	6.2.RC1		a118795caa775d6bdf6804a1c3d3127563b2fde3
garden.ephemeral.math	komplex-watchosx64	1.0.0		N/A
garden.ephemeral.math	komplex-watchosx64	1.0.0	metadata	2d400d215ea4ca1529175ed0a4276e6e8ee56cbd
io.exoquery	controller-native-iosx64	2.0.0		N/A
io.exoquery	controller-native-iosx64	2.0.0	metadata	7852cfb9011beb9b2173934d78dd0fdb6d5c45b4
io.exoquery	controller-native-iosx64	3.0.0		N/A
io.exoquery	controller-native-iosx64	3.0.0	metadata	88b7783703fd7671df1429b34412efe583d003a3
io.exoquery	controller-native-iosx64	3.1.0		N/A
io.exoquery	controller-native-iosx64	3.1.0	metadata	9f2476c1d7562ffc6a25077c34c573592e6ae862
io.exoquery	controller-native-iosx64	3.2.0		N/A
io.exoquery	controller-native-iosx64	3.2.0	metadata	f42882c8796ab020701de4ca5914b81d4e93927b
io.exoquery	controller-native-iosx64	3.2.1	metadata	01d50dab51c1844d8dc2bc972bad83fcf4fad95c
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.0.1		bb22b0fd9eef64b0f1dd67397c4c96c2293b343a
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.0.10		fdd3312a6cf33153e27a08e97e1cd09a160c9369
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.0.11		0eceb8d22208c04ff5d7b545f841c2fccefc797e
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.0.13		ddd80b065e9bc627fa10d568384ac8c92291c5e1
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.0.14		7a4180ad4c44c0abf7bd9e35ae87a49614e1aaa9
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.0.15		ef5a326b9aa7a62e56e4a072a00ad54c8b4e4c6c
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.0.16		410c76057ed391973a08c5b015c55e640cfc2ba5
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.0.17		982d52eddc60cb74d7ca1e29c11a84dc7374a43b
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.0.18		5b953a876ff675d37d64d2ee73aa1f7789244177
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.0.19		aa839d96b22c06d70538b290e17e95af35ee5328
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.0.2		a8d76575b3df928b825e5a5877f3273b8536fecf
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.0.20		b3346181b548b0db6fd90f4671416169f2dd9ca5
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.0.21		092c5f9d973c90f78821b74796b29c485a3a0824
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.0.22		cb861df687304186c2ed967a756d96abb91955db
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.0.23		4043c6c123985f1b3f09bdca427f0daee6e18844
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.0.24		6e97e3da3633dcfbfc8a2fb30bc87e667f35b37c
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.0.25		c105390b7e187220d10686263f0b2feaf8354bb8
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.0.26		dacee11a2a76ba2df551fc2e9a01933c6915ea7b
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.0.27		d9196ce413c1ee72684b4848836d9c8ac70a2628
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.0.28		34ca0fa723b56975385e91fb2cda44dacad3f6f1
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.0.29		4321f5c016b66f791353d768509c1a81d2aa76ba
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.0.3		cb3a00c3e4a0cb15aabe514ef20f7de27e20ec7b
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.0.30		ad35b55d53bb76a668a54de03ac4e4397eeca545
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.0.32		573a5df3c53bed2907adeab3c590728f12d81278
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.0.33		2669c4327d60d2776c6881fdf94b49045c9612f2
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.0.4		638dc2d966af5bc48c4e500d3a50b4d9a3801db0
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.0.5		c02281242c557fcacb9bbc6d198d8398bd4330b0
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.0.6		06fdfb437298c9ae2ed953239aa418a9e25cfc0d
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.0.7		e04db14503d5e018fd1a4cceb05d71c02bc3cae7
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.0.8		bb3d138b036bc907daf66be752c0171231da14d7
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.0.9		763fd0523ab7e97a647f8437378b051d55f99ceb
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.1.0		2328605f81a984000fe3245a8f023a99a9bcb864
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.1.1		c92be1625812aebfd16dda9223defd23eecc3db5
io.github.etspaceman	kinesis4cats-aws-v2-localstack_3	0.1.2		da972179a626d5996993353b6e4b9eedaea6179a
io.github.greycode	shardingsphere-postgresql-dialect-exception	5.3.1.1		8ad67bb90c0b0a51d686f92b721add3d0515c347
io.github.greycode	shardingsphere-postgresql-dialect-exception	5.3.1.2		ef469d2ef345c5b0512276f5cf87400786180fc9
io.github.greycode	shardingsphere-postgresql-dialect-exception	5.3.1.3		f0ed55ba3f0e6cd2868bff400f239b3ffda92b45
io.github.greycode	shardingsphere-postgresql-dialect-exception	5.3.2.1		d8e7b501546f5894ec9ce9cbd191e3b727d45f8a
io.github.greycode	shardingsphere-postgresql-dialect-exception	5.3.2.2		afaa9573b003334591ae08b8c99a965ddf8e6801
io.github.greycode	shardingsphere-postgresql-dialect-exception	5.3.2.3		e6718aa4c5ccc5fddb654f785a828b0198596cd2
io.github.greycode	shardingsphere-postgresql-dialect-exception	5.3.2.4		e0babf47491052e9ab178d038fef0a6c2d897221
io.github.greycode	shardingsphere-postgresql-dialect-exception	5.3.3.1		41f835de9799fb3ea956c099f5605e0a60b99353
io.github.ningpp	mmegp-maven-plugin-demo-xmlmapper	0.0.1		cacd2a77e85c85e1a0e4983a433d716a818f85a5
io.github.ningpp	mmegp-maven-plugin-demo-xmlmapper	0.0.2		6f32bf8709f246717b73d544c50576b170002537
io.github.ningpp	mmegp-maven-plugin-demo-xmlmapper	0.0.3		d3ed39db1f824f1d5aea5f61a52147d8c2df3cad
io.github.ningpp	mmegp-maven-plugin-demo-xmlmapper	1.0.0		7267eb2868ab216b9c076d5bd7a95245f969be52
io.github.ningpp	mmegp-maven-plugin-demo-xmlmapper	1.2.0		bfb333dd9691862ca67f31236b66ad685046180e
io.github.pityka	stringsplit_2.12	1.0.0		031197e8d4c248141db0e2e5c2f999a3e9534e44
io.github.pityka	stringsplit_2.12	1.1.0		e8f2d1f3a2f9c9ae4bbfdb6f50746ed64944d95a
io.github.pityka	stringsplit_2.12	1.1.1		b3800577ba2672ec1695cfeccd0366f053d86719
io.github.pityka	stringsplit_2.12	1.1.3		8efb3203ad313b1d38a1a73b58d5bcb4fd3b106b
io.github.vigoo	zio-aws-kafkaconnect_3	3.17.102.4		c8dc4544f2a8b89f3cc7d627a506800b2c794c34
io.github.vigoo	zio-aws-kafkaconnect_3	3.17.102.5		90543f142e0af282d99bc7ba579596fb9c0f0a54
io.github.vigoo	zio-aws-kafkaconnect_3	3.17.102.6		e9f65507d72d262187d73754be8cd81e793a5434
io.github.vigoo	zio-aws-kafkaconnect_3	3.17.103.1		2bb0960b5bf3b76cac002d2cd2a97b233ce93c21
io.github.vigoo	zio-aws-kafkaconnect_3	3.17.104.1		a22e649ade2aaa7373d199fd1fbb4e09282d5bef
io.github.vigoo	zio-aws-kafkaconnect_3	3.17.104.2		88fdffc9199032720a56af227f2a2e518475bd90
io.github.vigoo	zio-aws-kafkaconnect_3	3.17.104.3		17636e60cf23729d8faab03da59b7f69b9030361
io.github.vigoo	zio-aws-kafkaconnect_3	3.17.104.4		14cfc9a5e6b5df5c47edae5cf1e9bf1696c54bfd
io.github.vigoo	zio-aws-kafkaconnect_3	3.17.104.5		eb9fe2f24ce296742ca3f1f0d971b057544a418d
io.github.vigoo	zio-aws-kafkaconnect_3	3.17.104.7		de0c1138da468e90a25dbbeba3f99fa2a75ec732
io.github.vigoo	zio-aws-kafkaconnect_3	4.17.104.1		d8aab9fad5752627b0f758cbb839d63b1066f755
io.github.vigoo	zio-aws-kafkaconnect_3	4.17.104.2		65e84275815e246557013526d02d0a6ce74d5916
io.github.vigoo	zio-aws-kafkaconnect_3	4.17.280.4		5bf2388eed1cded2f33dab288e8a3da4a4a5a056
io.github.x-horizon	message-engine-client-rabbitmq	1.0		9b671fed21658d8a10bf92dd1c0e8f309a59b141
io.portalhq.android	portal-android	3.0.0-alpha02		N/A
io.portalhq.android	portal-android	3.0.0-alpha04		N/A
io.portalhq.android	portal-android	3.2.1		N/A
io.portalhq.android	portal-android	3.2.1-alpha01		N/A
io.portalhq.android	portal-android	3.2.2		N/A
io.portalhq.android	portal-android	3.2.3		N/A
io.portalhq.android	portal-android	3.2.4		N/A
io.portalhq.android	portal-android	3.2.5		N/A
io.portalhq.android	portal-android	3.2.6		N/A
io.portalhq.android	portal-android	3.2.7		N/A
io.portalhq.android	portal-android	3.2.8		N/A
io.portalhq.android	portal-android	3.2.9		N/A
io.portalhq.android	portal-android	3.3.0		N/A
io.portalhq.android	portal-android	3.3.1		N/A
io.portalhq.android	portal-android	3.3.2		N/A
io.portalhq.android	portal-android	4.0.0		N/A
io.portalhq.android	portal-android	4.0.1		N/A
io.portalhq.android	portal-android	4.0.2		N/A
io.portalhq.android	portal-android	4.0.3		N/A
io.portalhq.android	portal-android	4.1.0		N/A
io.portalhq.android	portal-android	4.1.1		N/A
io.portalhq.android	portal-android	4.1.2		N/A
io.portalhq.android	portal-android	4.1.3		N/A
io.portalhq.android	portal-android	4.1.4		N/A
io.portalhq.android	portal-android	4.1.5		N/A
io.portalhq.android	portal-android	4.1.6		N/A
io.portalhq.android	portal-android	4.1.7		N/A
io.portalhq.android	portal-android	4.2.0		N/A
io.portalhq.android	portal-android	5.0.0		N/A
io.portalhq.android	portal-android	5.1.0		N/A
io.portalhq.android	portal-android	5.2.0		N/A
io.scaleplan	argopt	0.1.0		25706bf9043a5995b56ecc99bbaae84b10a98d3c
io.scaleplan	argopt	0.1.1		c75176243d3eb151029225a6bffeacebd864db4f
io.scaleplan	argopt	0.1.2		9e3a8299b2e4b0c51920af0bb3c7253fee2fb4eb
io.scaleplan	argopt	0.1.3		37c71cf3c4dd62fcc8a9092cdb338f6061f10a81
io.wcm.maven	io.wcm.maven.global-build-tools-mixin	1		ec8d560655b8a537d6cbb3a1ad393dc0f3f94903
io.wcm.maven	io.wcm.maven.global-build-tools-mixin	2		18e8a4433aa04e17ed6df0a2528ab1d383defd8e
jp.pizzafactory.maven	s3-maven-wagon	3.3		4f5b3bbba3b87639e28614225e0464c4a783e04a
junit	junit-dep	4.10		64417b3bafdecd366afa514bd5beeae6c1f85ece
junit	junit-dep	4.11		N/A
junit	junit-dep	4.11-beta-1		N/A
junit	junit-dep	4.4		a7580ffb722a7fa34e3748e7139bc1db9312542c
junit	junit-dep	4.5		255a444eb09801bb7f57eeae1364b7d3c5ab7e01
junit	junit-dep	4.6		b52d31b29aed9f52644c36dd5446e949a5b906d7
junit	junit-dep	4.7		97455ebdb8fd65bd0743548a31349322e40fa391
junit	junit-dep	4.8		2068ce7462c60ce1c11cdae407e02410af60b7cf
junit	junit-dep	4.8.1		ce1a6addab7a33965c213511f2fce98d717b16d3
junit	junit-dep	4.8.2		127b170317b80223b74b5a17ffbe44bd4b12e532
junit	junit-dep	4.9		1013627e3993319870863a020034004717505815
org.apache.falcon	falcon-main	0.8		N/A
org.apache.falcon	falcon-main	0.9		N/A
org.apache.geronimo.configs	ldap-realm	1.2-beta		N/A
org.apache.streams.osgi.components	activity-registration	0.1-incubating		d656c705f53159d1c8b45a3908f85b344d30eb6a
org.apache.streams.osgi.components	activity-registration	0.2-incubating		61cab471bf46750d48c77e667948351cae7187d9
org.bithon	bithon-server-starter	1.0.0-RELEASE		04fb3a8fede9fd574494a889ba1c552ccdabb529
org.bithon	bithon-server-starter	1.1.0-RELEASE		db610697c39df832aaee98aedf07764cd3ccc3ae
org.camunda.community.migration	code-migration-detector-test	0.10.0		441fc3e5776a4ffd42528e653d3bf07308f8d765
org.camunda.community.migration	code-migration-detector-test	0.10.1		bf75c251c97bdf8e05ca0c444a5b1c829f8cd45b
org.camunda.community.migration	code-migration-detector-test	0.10.2		8da003c1fa36ffc3f7e6a0205162abb07515e724
org.camunda.community.migration	code-migration-detector-test	0.10.3		e5d418ecc6185ff9811dc0e10c0d37e73f074bfb
org.camunda.community.migration	code-migration-detector-test	0.10.4		90d842f910d28608951f94b9ee06ea1b4395140e
org.camunda.community.migration	code-migration-detector-test	0.11.0		fe35c7c8ae2cc0a6f1811cb399554158444d0775
org.camunda.community.migration	code-migration-detector-test	0.11.1		afe291106139027942c760c6e7de31b2a8e3823d
org.camunda.community.migration	code-migration-detector-test	0.8.2		be5e8a4c1b8122cf5a1dfc229feb8c4ae911b0f2
org.camunda.community.migration	code-migration-detector-test	0.8.3		9f9c54b8358bb0ae29355d992696c663a9a09728
org.camunda.community.migration	code-migration-detector-test	0.8.4		ea153c63a458fcd161457cf446ea689ab0b5fa48
org.camunda.community.migration	code-migration-detector-test	0.8.6		bda389047feb37d7cba5c7c6f39c19f4f527721b
org.camunda.community.migration	code-migration-detector-test	0.8.7		0cb1a9da7b49b814850937ee13665fe042a66388
org.camunda.community.migration	code-migration-detector-test	0.8.8		701d81a8d8b4b856c32adf0658c0495975fc07b8
org.camunda.community.migration	code-migration-detector-test	0.9.0		f9dd5df84b485017acb0cc2a9c48b9b60df889b4
org.camunda.community.migration	code-migration-detector-test	0.9.1		07eb7aabff58e97a903d01f30f7b1b13a8aedf86
org.dkpro.similarity	dkpro-similarity-algorithms-vsm-asl	2.2.0		09aa50ccde3eaa5c7da9a0ba3adb93dc03f61240
org.dkpro.similarity	dkpro-similarity-algorithms-vsm-asl	2.3.0		26259b5ccb8ad1478cb63d9ea6f20da1c413d6f8
org.endpoints4s	algebra-circe_sjs1_3	2.3.0		c33495d75cb23a7ce05e6cd7b51d95ca78e8fcc1
org.endpoints4s	algebra-circe_sjs1_3	2.4.0		ecd72bb6fec04662c572f7a9ed38b253a2d511bf
org.endpoints4s	algebra-circe_sjs1_3	2.5.0		e2540343c9578371b62ca8eed2eb2d986c00f6d8
org.endpoints4s	algebra-circe_sjs1_3	2.5.1		2ce262b4fbe3f9bc283545dd86eaaa0123143092
org.endpoints4s	algebra-circe_sjs1_3	2.6.0		a6e439eadb8aa54b1122583bd7ea811b694cf4d3
org.endpoints4s	algebra-circe_sjs1_3	2.6.1		b13c4bd52ce3a91ca4b9be50197b8dd5bb5f4a8e
org.endpoints4s	json-schema-playjson_sjs1_2.12	1.0.0		631a3eb17e8ca9ccb7ab55f5f31f7b9cf6aafb93
org.endpoints4s	json-schema-playjson_sjs1_2.12	1.0.0+sjs1		f86019847ecf43c652cc32adc059bcc63d5d760f
org.endpoints4s	json-schema-playjson_sjs1_2.12	1.1.0		d056e09c6c3b24959ad68ae18e057d1e0237264c
org.endpoints4s	json-schema-playjson_sjs1_2.12	1.10.0		14b7b796a503b9f2ae1a7630776753fa48158300
org.endpoints4s	json-schema-playjson_sjs1_2.12	1.11.0		68437207ad73c5f12017a19ea00efd5e664bc3b2
org.endpoints4s	json-schema-playjson_sjs1_2.12	1.11.1		b2528358e63856306aaee719bb9c99c7c6b42cac
org.endpoints4s	json-schema-playjson_sjs1_2.12	1.12.0		e817948b0ffad9b6e67e166f3bcfa290c17b91ce
org.endpoints4s	json-schema-playjson_sjs1_2.12	1.12.1		0e63767e1aa264f089edba7ce70c238bbb4826b2
org.endpoints4s	json-schema-playjson_sjs1_2.12	1.2.0		4d7dbac46f09379ff492a079ecf5d95d785e7a5c
org.endpoints4s	json-schema-playjson_sjs1_2.12	1.3.0		2fad5474e002a27a5c8fe68606de53607ac12b49
org.endpoints4s	json-schema-playjson_sjs1_2.12	1.4.0		03edf4ceafd8c05b17d49f4f4418ad43e613aae6
org.endpoints4s	json-schema-playjson_sjs1_2.12	1.5.0		1e0befcbd405f576444f73e0786d27901d76804e
org.endpoints4s	json-schema-playjson_sjs1_2.12	1.6.0		ceac7a5f7849221fcdf104cc8d6dde8a45bd4d88
org.endpoints4s	json-schema-playjson_sjs1_2.12	1.7.0		f94d327563315ab6ebcf97bb2a14ac176e75d800
org.endpoints4s	json-schema-playjson_sjs1_2.12	1.8.0		2e320632d9c592b68ef2b9c099c9ed3bd0273c1e
org.endpoints4s	json-schema-playjson_sjs1_2.12	1.9.0		3dcd9a01ebb5ebb0c66bb23f95ced20748c12b48
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2021.0.0		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2021.0.1		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2021.0.2		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2022.0.0		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2022.0.0-RC1		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2022.0.0-RC2		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2022.0.1		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2022.0.2		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2022.0.3		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2022.0.4		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2022.0.5		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2022.0.6		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2022.1.0		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2022.1.0-RC1		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2022.1.1		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2022.1.2		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2022.1.3		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2022.1.4		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2022.1.5		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2022.1.6		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2022.1.7		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2022.1.8		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2022.1.9		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2022.2.0		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2022.2.1		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2022.2.2		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2022.2.3		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2022.2.4		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2022.2.5		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2022.2.6		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2022.2.7		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2022.2.8		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2022.2.9		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2023.0.0		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2023.0.0-M1		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2023.0.0-M2		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2023.0.0-M3		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2023.0.0-M4		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2023.0.0-M5		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2023.0.0-M6		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2023.0.0-M7		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2023.0.0-RC1		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2023.0.0-RC2		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2023.0.1		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2023.0.2		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2023.0.3		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2023.1.0		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2023.1.0-M1		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2023.1.0-M2		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2023.1.0-M3		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2023.1.0-RC1		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2023.1.1		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2023.2.0		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2023.2.0-M1		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2023.2.0-M3		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2023.2.0-RC1		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2023.3.0-M1		N/A
org.graceframework.grace-web	org.graceframework.grace-web.gradle.plugin	2023.3.0-M2		N/A
org.grails.profiles	web	10.0.2		d9847ec27981c676661a654fd791adafa180f056
org.grails.profiles	web	5.0.0		e0bf4228aed0689db24263b04ad64d855d6990d2
org.grails.profiles	web	5.0.0.RC1		caeebfcddbcf0ea5747273f691e36ce5c01ea2da
org.grails.profiles	web	5.0.1		edc796fea6115abd05455b88b8236f64246f960a
org.grails.profiles	web	5.0.2		495b3a52ed54762e02df8ce0b97ef3cd449ec529
org.grails.profiles	web	5.0.3		e4374c3d77de28aac220291ed542fe91c834a1b7
org.grails.profiles	web	5.0.4		08ddb128e9b49679c264820bc1846b6d4fe3b9c8
org.grails.profiles	web	5.0.5		baa1947107b4244cb489a896c93ba79428367fc1
org.grails.profiles	web	6.0.0		80e5a29744df54b6d080786ceea052fae72a6406
org.grails.profiles	web	6.0.1		9d761aad75571b89458d457e073f1fc75a8d631c
org.grails.profiles	web	7.0.0		c353df1dd89211836512347e6d3eb1b5279fab65
org.grails.profiles	web	7.0.1		e4a95c9409a2c742052799bdb87db173a0ce9c29
org.hildan.blueprintjs	kotlin-blueprintjs-core	3.42.0-1		0e2758322f33a0c7622f0c5696f242bfdb9420b8
org.hildan.blueprintjs	kotlin-blueprintjs-core	3.42.0-2		e879817ee60ea69007c12f14dabbe114a5961779
org.hildan.blueprintjs	kotlin-blueprintjs-core	3.42.0-3		3a8b0051f0a6ef1680f68267a37834f78aa0236f
org.hildan.blueprintjs	kotlin-blueprintjs-core	3.49.1-4		b6f1649396e79fa4b4946e29041896fc430b4c7c
org.hildan.blueprintjs	kotlin-blueprintjs-core	3.49.1-5		e39376e74de5067b70f3a30842e4cf2fba92efcd
org.hildan.blueprintjs	kotlin-blueprintjs-core	3.49.1-6		54739d49ecd7836488446c4738eaedc8ca2e1668
org.hildan.blueprintjs	kotlin-blueprintjs-core	4.15.0-7		N/A
org.hildan.blueprintjs	kotlin-blueprintjs-core	4.15.0-8		N/A
org.hildan.blueprintjs	kotlin-blueprintjs-core	5.10.2-10		b3b8bf147a210c2f0912cf8f759f1daa4e93153b
org.hildan.blueprintjs	kotlin-blueprintjs-core	5.10.2-9		b3b8bf147a210c2f0912cf8f759f1daa4e93153b
org.jboss.shrinkwrap.descriptors	shrinkwrap-descriptors-impl-docker	1.0.0-alpha-1		f2ae3c64da9e0a2cef7e5ba05797deb397244e82
org.jboss.shrinkwrap.descriptors	shrinkwrap-descriptors-impl-docker	1.0.0-alpha-2		9e2094ad6d46f23cddae18cda8957d9cb637829f
org.jgrapes	org.jgrapes.http.freemarker	0.11.0		e62e4f87b88232527b6720fe270b45b02e9a5955
org.jgrapes	org.jgrapes.http.freemarker	0.12.0		c39c64dc920fab25f6ee293fb28d351da88a5b06
org.jgrapes	org.jgrapes.http.freemarker	0.12.1		2d156899923ab49c25b06f04bdc4d77214b96d9b
org.jgrapes	org.jgrapes.http.freemarker	0.13.0		b45be4dd6f260438b45660c69aa81e55089ea27f
org.jgrapes	org.jgrapes.http.freemarker	0.14.0		561e79574a379a67305e0bf043a4a0869d4fa0bc
