avalon-apps	avalon-apps-hsql	0.1		f253c9debc737dcecb7a325879f525d00edc331e
io.quarkus	quarkus-infinispan-cache-deployment	3.13.3		a0fbe6f6e7ce794ffad72c4bc94857fc10c070b0
io.quarkus	quarkus-infinispan-cache-deployment	3.14.0		c3821c90254d4f4f4981b916a021ed4cc99484d2
io.quarkus	quarkus-infinispan-cache-deployment	3.14.0.CR1		43bc1285a3d3a41eaa6af8e966b06845277d05f9
io.quarkus	quarkus-infinispan-cache-deployment	3.14.1		2a6ce7f0983dd78e0f876c3215285e3b309a90e4
io.quarkus	quarkus-infinispan-cache-deployment	3.14.2		b70717d6e392ec0df4eb77ae88002f9d3f3862c5
io.quarkus	quarkus-infinispan-cache-deployment	3.14.3		807b6ad08a2bf2d27a7eb2e264efa04d53d76838
io.quarkus	quarkus-infinispan-cache-deployment	3.14.4		aa814baae7bac7383ee2984c852ed34301fc0378
io.quarkus	quarkus-infinispan-cache-deployment	3.15.0		c28fcfe2bda5a22cb4b03825a370dfd08c6afdee
io.quarkus	quarkus-infinispan-cache-deployment	3.15.0.CR1		01299063cf9be9f3d5e5659588de7bbef79a8eab
io.quarkus	quarkus-infinispan-cache-deployment	3.15.1		55690653c590abef5b06ccae2beb1f7c659e3ed4
io.quarkus	quarkus-infinispan-cache-deployment	3.15.2		e734ea851bb5eaf8e439e0d48ea00c3e9d1f2eed
io.quarkus	quarkus-infinispan-cache-deployment	3.15.3		675d392a2f02662bdca1cd339c745ee94b9662c7
io.quarkus	quarkus-infinispan-cache-deployment	3.15.3.1		fb245149a4e23ead35dce1735fa8a4a8169d845e
io.quarkus	quarkus-infinispan-cache-deployment	3.15.4		0deb0e821b1d01531f71c1dd90edbbf1c44aa4e8
io.quarkus	quarkus-infinispan-cache-deployment	3.16.0		c528ef08a8779df753103690a10eb247f1dddec2
io.quarkus	quarkus-infinispan-cache-deployment	3.16.0.CR1		429550ee2f3b2135f55490dedcf9ba03710bd746
io.quarkus	quarkus-infinispan-cache-deployment	3.16.1		090f6fe939a141cbd18edb1e7eb77da0eaa0dda0
io.quarkus	quarkus-infinispan-cache-deployment	3.16.2		e33653c16cd7d6a25ef1e6196354db4e6a236171
io.quarkus	quarkus-infinispan-cache-deployment	3.16.3		e7c65c2c960eaf182a54b8ccd5734de16bc50346
io.quarkus	quarkus-infinispan-cache-deployment	3.16.4		b2500ddbd99f484c473934ba557a9a31d1b61b66
io.quarkus	quarkus-infinispan-cache-deployment	3.17.0		5a74566bd59e513330d76f3cde4f4498d31ab557
io.quarkus	quarkus-infinispan-cache-deployment	3.17.0.CR1		34898d1de97d52807a702b0c885871b213edfd3a
io.quarkus	quarkus-infinispan-cache-deployment	3.17.1		5a363c60ed490735776f0ab1f6541e0e84423ec3
io.quarkus	quarkus-infinispan-cache-deployment	3.17.2		ef28acb3828e6b77d4be2ab96c3926c1364bb647
io.quarkus	quarkus-infinispan-cache-deployment	3.17.3		7842bbe019a52103f7bed6eb121482834bb0493d
io.quarkus	quarkus-infinispan-cache-deployment	3.17.4		a127df274a404e77360b64c80361f24b500cb447
io.quarkus	quarkus-infinispan-cache-deployment	3.17.5		3dfdb49f4014a792121788fffe45c951f5d17dfc
io.quarkus	quarkus-infinispan-cache-deployment	3.17.6		60ca914ef01b5bbb60d1f604530b4884adb4a389
io.quarkus	quarkus-infinispan-cache-deployment	3.17.7		16f8b221b1d8e5021c1614a6d7d0606792eb00ce
io.quarkus	quarkus-infinispan-cache-deployment	3.17.8		0b5e2e6a955f762038f9e8814b6949e2ee6a9a6f
io.quarkus	quarkus-infinispan-cache-deployment	3.18.0		06a08ff251e5d8903d2959fd935bbf02af8364d1
io.quarkus	quarkus-infinispan-cache-deployment	3.18.0.CR1		05fa4ef8e91a926b9eb1b854c5a6a47cafe018c6
io.quarkus	quarkus-infinispan-cache-deployment	3.18.1		cbbadd28ec899b2f11b13b3119ce2afd8276bc96
io.quarkus	quarkus-infinispan-cache-deployment	3.18.2		d2222a452c8b04301a447964232aaa1ac0654ae0
io.quarkus	quarkus-infinispan-cache-deployment	3.18.3		2246604e51d52e821624d242fffd555831edc433
io.quarkus	quarkus-infinispan-cache-deployment	3.18.4		37f6a60ddcfc67a4e206039c2ea4a861ae9dbf83
io.quarkus	quarkus-infinispan-cache-deployment	3.19.0		6c9a5f34c885880cfac3f8d9cc34abd5fb6c6f88
io.quarkus	quarkus-infinispan-cache-deployment	3.19.0.CR1		feac911a8a209b86eaff01917a6daae0f5240738
io.quarkus	quarkus-infinispan-cache-deployment	3.19.1		e1e0cd482a2b0fe45dfa1dd9b16944dbb005100b
io.quarkus	quarkus-infinispan-cache-deployment	3.19.2		b1e8f518344ed5170d713ae6788605ef9b086943
io.quarkus	quarkus-infinispan-cache-deployment	3.19.3		965b27b85cadce58138afffe2b18a76f870b1ebb
io.quarkus	quarkus-infinispan-cache-deployment	3.19.4		164e27e46f756bdd95fb66e2a3cb1c95baf4d44a
io.quarkus	quarkus-infinispan-cache-deployment	3.20.0		12203fa6e5641f60d5f4e0065cd922694d89c995
io.quarkus	quarkus-infinispan-cache-deployment	3.20.0.CR1		9c0995b930b8141bcc733259d4acb0fa24dba34c
io.quarkus	quarkus-infinispan-cache-deployment	3.21.0		2628f068ee134b6da0d6a72b587708b315f96c63
io.quarkus	quarkus-infinispan-cache-deployment	3.21.0.CR1		3a14f91dfcb7aca375786ccccdb48c7609677b24
io.quarkus	quarkus-infinispan-cache-deployment	3.21.1		408a492fed011bfd1ad35ca1db8dc54278cdf727
io.quarkus	quarkus-infinispan-cache-deployment	3.21.2		3a7ea447eb9cdabecbf2e22a71ad92345caa00cf
io.quarkus	quarkus-infinispan-cache-deployment	3.21.3		68ad273e1e85dfc5f6218a076ed3b9ae38e2c4c6
io.quarkus	quarkus-infinispan-cache-deployment	3.21.4		be5c6fb46ede207b21925f0e34d7ac7ecb92eafa
io.quarkus	quarkus-infinispan-cache-deployment	3.22.0		6552e257114207d70301e4a6345aa05ae4627215
io.quarkus	quarkus-infinispan-cache-deployment	3.22.0.CR1		8e3697cc4148a2773f24b74e56ace60cbab96a0c
io.quarkus	quarkus-infinispan-cache-deployment	3.22.1		a07a8891e40a97ffc583f76d0201e556849b13ee
net.ontopia	webapp-ontopoly-standalone	5.3.0		N/A
net.ontopia	webapp-ontopoly-standalone	5.4.0		N/A
net.ontopia	webapp-ontopoly-standalone	5.5.0		N/A
net.sf.m-m-m	mmm-l10n-fr	1.0.0		6af3b303b091f8b48ce14ec6eef27bbaf5702c4f
net.sf.m-m-m	mmm-l10n-fr	1.1.0		9c38bd58c416c04f4d3e6eecf1f5123bde250d18
net.sf.m-m-m	mmm-l10n-fr	1.2.0		7cc84bb64b4efa6ebe991df2d4d6df105525101d
net.sf.m-m-m	mmm-l10n-fr	1.3.0		ede685640c8ade14017b759a7c37c54801f2d560
net.sf.m-m-m	mmm-l10n-fr	1.4.0		9e7fbb558e65388f4919ed0505ce09df695a22d0
net.sf.m-m-m	mmm-l10n-fr	1.5.0		e9b23f7ba11ab8952b3ccc317019f6f4386c9fd4
net.sf.m-m-m	mmm-l10n-fr	1.6.0		26a2268d7d0fe641a0efec2052588c64fc6ba17c
net.sf.m-m-m	mmm-l10n-fr	1.7.0		7a26c826c7317db994308ba12e9bd75207dd1e66
net.sickmc	sickapi	1.0.0		fc7c48944cc58384a5a4f533ce48603c28a4dc42
net.sickmc	sickapi	1.0.1		fa3073368fa6b9ddbf76dd04dac4c35d90b7d6a2
net.sickmc	sickapi	1.0.10		64a43afe2d9d0e407e852710f354085cbf3a7e1d
net.sickmc	sickapi	1.0.11		69e427b9f1d0124b9ca90dc049dc5f4ef5fde0f3
net.sickmc	sickapi	1.0.12		f34526ee2c3220818c8f8faa1c10a59b098ba9e4
net.sickmc	sickapi	1.0.2		203cda7c74c01c7fa6641a69568f5a52733f8591
net.sickmc	sickapi	1.0.3		920dcd6d0b9fdf381f163d7422a872140e1e6700
net.sickmc	sickapi	1.0.4		ffa923bbb618b8ead215cad09adf5fc0e1ed75a3
net.sickmc	sickapi	1.0.5		e6fa80b8b1b63273cf14b56d0cb5458a3b051b9c
net.sickmc	sickapi	1.0.6		4cd79e9315daf20d3af8062b343ac3d4d1f39465
net.sickmc	sickapi	1.0.7		ce1aa482cb092cdb27955b4efee3de8d3709e6fc
net.sickmc	sickapi	1.0.8		b590480131477b90e43075a0f76b5bb87091a21d
net.sickmc	sickapi	1.0.9		9d522cec25e78a4fd81190fa833e2439b6b781f3
net.wetheinter	xapi-core-log	0.4		d613b6ba6e7db552a2b441a6f4686f1bad3f9172
net.wetheinter	xapi-core-log	0.5		e8215d4926dad2ede2b3db6a51307cde7b75e217
org.apache.dubbo	dubbo-rpc-http	2.7.0		4c718b4f1d5d44c08e2a88882bd09c76dabb35dc
org.apache.dubbo	dubbo-rpc-http	2.7.1		7d726e83e8721fa650ec80948b9e9e14b08f138d
org.apache.dubbo	dubbo-rpc-http	2.7.10		6e4d230459d7cdf464012336c13b8e2ba756da66
org.apache.dubbo	dubbo-rpc-http	2.7.11		26dcc48aea2cdaf389dbadf5abe342c8cb4b0b2e
org.apache.dubbo	dubbo-rpc-http	2.7.12		14ddd74eb64b72ae124e6170e0549f719e2d567f
org.apache.dubbo	dubbo-rpc-http	2.7.13		77a7f13e40cb1561de61483c3027fe421ee81081
org.apache.dubbo	dubbo-rpc-http	2.7.14		1a4db3c31bc75b612a0373198bb75a5c3cb2f92b
org.apache.dubbo	dubbo-rpc-http	2.7.15		9b984452591b9852d5459bcd5451f9697516fd72
org.apache.dubbo	dubbo-rpc-http	2.7.16		3ff78a992c186433a1ad1db30b668728c9fc5b4a
org.apache.dubbo	dubbo-rpc-http	2.7.17		5911e1e1e4adb41c466c72e1f40309fdfbe487ec
org.apache.dubbo	dubbo-rpc-http	2.7.18		d8b7ab6366b2b9deb5e48254efd46ca0d8ca1c86
org.apache.dubbo	dubbo-rpc-http	2.7.19		be6d877a6f2c0bc7ee370b875f4f7f224eebceb6
org.apache.dubbo	dubbo-rpc-http	2.7.2		1d605d7dc702206ad8bbd1565fe5a7bf39e0b14e
org.apache.dubbo	dubbo-rpc-http	2.7.20		d974cf6254e4468aecbe08d5670a477d8d00fc32
org.apache.dubbo	dubbo-rpc-http	2.7.21		d291fabb6dce85652d3cecd07684b88926b93913
org.apache.dubbo	dubbo-rpc-http	2.7.22		24b40bcb4f51dd10ada688b97b3630beceef019d
org.apache.dubbo	dubbo-rpc-http	2.7.23		de3c03c73450ff9bbdcaacb113f0cf39a0cf29b5
org.apache.dubbo	dubbo-rpc-http	2.7.3		7ae43d14ebc18788f5c2a34fb0c31a9614088209
org.apache.dubbo	dubbo-rpc-http	2.7.4		da27fe50d1b09a306e365e752719b69dbe150bb0
org.apache.dubbo	dubbo-rpc-http	2.7.4.1		6fc6473d5fca0a8dbbd445ffbdec51697179ab83
org.apache.dubbo	dubbo-rpc-http	2.7.5		03b74fa468ddd0cd03c72bb55042e8f2de629615
org.apache.dubbo	dubbo-rpc-http	2.7.6		0a2810756263e19c974d7f9f67e964551783623d
org.apache.dubbo	dubbo-rpc-http	2.7.7		e8345351fc57bb8ea4897b36545c9b3cb6e6aec2
org.apache.dubbo	dubbo-rpc-http	2.7.8		adf17ec84101e8a4eea3eaa3423107090eb169a2
org.apache.dubbo	dubbo-rpc-http	2.7.9		4ef98c503b38994bd08a775c5a730c385112af11
org.apache.felix	org.apache.felix.ipojo.manipulator	0.8.0		53f733c3b197b6f1f8f08612bd8366959ade20c7
org.apache.felix	org.apache.felix.ipojo.manipulator	1.0.0		3953cba3e8eb0f6a9eac8a5cf88881324ca16337
org.apache.felix	org.apache.felix.ipojo.manipulator	1.10.0		9fcea657cde281ba12aff53efe095d31aca29e3c
org.apache.felix	org.apache.felix.ipojo.manipulator	1.10.1		b92ce53e3b94738672d5df446ce2ac28684c6303
org.apache.felix	org.apache.felix.ipojo.manipulator	1.11.0		932e8fd9d275b32977e30c45d51c94785787560e
org.apache.felix	org.apache.felix.ipojo.manipulator	1.11.1		57b44b46a229c18941fb7fec1cb61adfff1de784
org.apache.felix	org.apache.felix.ipojo.manipulator	1.11.2		fe474e5f1ac99b43ebc2787f4cc161133b6e9277
org.apache.felix	org.apache.felix.ipojo.manipulator	1.12.0		4f29d078fdafc3f68b6e89cf62b023b5c7a04ca7
org.apache.felix	org.apache.felix.ipojo.manipulator	1.12.1		907dc28c3895b0c121497dccd1e700a3f4ae3887
org.apache.felix	org.apache.felix.ipojo.manipulator	1.13.0		1421bd683f74a1978ec1fa2c55b44e795d3d3ab8
org.apache.felix	org.apache.felix.ipojo.manipulator	1.2.0		83979077a20b61cd48a96d25e3eb04f9032cbcd9
org.apache.felix	org.apache.felix.ipojo.manipulator	1.4.0		1d71596ad6e70767f214a9247dccf6be4bb5ed1f
org.apache.felix	org.apache.felix.ipojo.manipulator	1.4.2		36ca7ed3f101030a7c6fd46056ddee6cd4db82f2
org.apache.felix	org.apache.felix.ipojo.manipulator	1.6.0		909f919bcf9b88808e63f7855f24c684b2d41150
org.apache.felix	org.apache.felix.ipojo.manipulator	1.6.2		20c4c8cccf5032cdebfc3c558bd848733a64b4c0
org.apache.felix	org.apache.felix.ipojo.manipulator	1.6.4		58c4db8cbb147ff987737f153bc8c12daff3d5eb
org.apache.felix	org.apache.felix.ipojo.manipulator	1.8.0		7b9eb865186b809afbb68031c43a34a771c25284
org.apache.felix	org.apache.felix.ipojo.manipulator	1.8.2		e0bdc97fd2da8fbe42cdfab82836a517968e40b3
org.apache.felix	org.apache.felix.ipojo.manipulator	1.8.4		cd190b58d33cf95a1fd8f1d2783db31df8867b81
org.apache.felix	org.apache.felix.ipojo.manipulator	1.8.6		5181a74e89d1f084dffd60ee2833ead183bf35ce
org.apache.pulsar	pulsar-io-docs	2.10.0		71a0f249de30e8bee196bc967686818552ef1a35
org.apache.pulsar	pulsar-io-docs	2.10.1		fc4836dbf99486a25ec9f248546d27dd6327d8a1
org.apache.pulsar	pulsar-io-docs	2.10.2		8a917de8f79b2aca3046cd574976d9ea9e2eceec
org.apache.pulsar	pulsar-io-docs	2.10.3		4a995f8404f83567a6bccaf8187b255c828ba20b
org.apache.pulsar	pulsar-io-docs	2.10.4		c5a28e9e092f7787f2a5c4943906a4ac8de86c0a
org.apache.pulsar	pulsar-io-docs	2.10.5		9da405dae85a2fa77f49bfa8bb22570e0ececb05
org.apache.pulsar	pulsar-io-docs	2.10.6		b8ed0ee0f205fd9768e799af80fcc4fd59cdceb6
org.apache.pulsar	pulsar-io-docs	2.11.0		6e29dfc8b14c6f476479710083b0b3b43d294368
org.apache.pulsar	pulsar-io-docs	2.11.1		c7a4f97bc4655a8b63994d5be3f6295df8c0f163
org.apache.pulsar	pulsar-io-docs	2.11.2		df88bcf4c35926c7dccc3866f2fc82b985fb15be
org.apache.pulsar	pulsar-io-docs	2.11.3		c33c33d3112d12b7e1e0dc192ffcc51d282ccf98
org.apache.pulsar	pulsar-io-docs	2.11.4		9c8c29b47451936003ea3cdf2dc6c7be3a0c85f4
org.apache.pulsar	pulsar-io-docs	2.3.0		abb99f88c61d01e86a4179f172b26927c95f5f67
org.apache.pulsar	pulsar-io-docs	2.3.1		8eb06d096a8ed360045db1dae7051f26dde8b4fc
org.apache.pulsar	pulsar-io-docs	2.3.2		500fce2b51fff390daeb082840aa9df91abbc293
org.apache.pulsar	pulsar-io-docs	2.4.0		17730cabd9f2daec0da4c73d19d84436a6bffccf
org.apache.pulsar	pulsar-io-docs	2.4.1		097350ee92b9b5d4190640e1464eea38ca257cb9
org.apache.pulsar	pulsar-io-docs	2.4.2		6b7e2580274405e91915fa74e2bc970235d967f1
org.apache.pulsar	pulsar-io-docs	2.5.0		2bb9492b464877d6c0f9f1acbff7f55abc2a291e
org.apache.pulsar	pulsar-io-docs	2.5.1		421258826e3bcf4f44be4b58c81d77bd91583f85
org.apache.pulsar	pulsar-io-docs	2.5.2		16fb37e5dec4ee110aa0e33e7756771e15c3cc69
org.apache.pulsar	pulsar-io-docs	2.6.0		7085bdc7e7c3e082e9127a8c5839e24ec4abecae
org.apache.pulsar	pulsar-io-docs	2.6.1		a7139ed51a1c0862357964da5b7ef1cc3546a7e2
org.apache.pulsar	pulsar-io-docs	2.6.2		19481fabb433c3741065846eb06465b2e8b3d21a
org.apache.pulsar	pulsar-io-docs	2.6.3		d146cc5713336616251d2621be430fdfc726fe78
org.apache.pulsar	pulsar-io-docs	2.6.4		e2eec954526852e1507202e2f3b8510e7b25a452
org.apache.pulsar	pulsar-io-docs	2.7.0		4dfebff039a653394bce4d7368d41315fdc807ce
org.apache.pulsar	pulsar-io-docs	2.7.1		0f7a511d163a024774703edfc9621ba9b651a220
org.apache.pulsar	pulsar-io-docs	2.7.2		dc52e4f27fcc237ee0abc3f0d950ce3acdc93599
org.apache.pulsar	pulsar-io-docs	2.7.3		7d50c217034e88518c671eadac8303a34022c5bc
org.apache.pulsar	pulsar-io-docs	2.7.4		65bd132519449f4afe1dcb268c8ba4553c98c604
org.apache.pulsar	pulsar-io-docs	2.7.5		ca763a17828e1b5d9a080a16fbe9467677da3141
org.apache.pulsar	pulsar-io-docs	2.8.0		18e2d207d6a6fa444a38aae2e4bba67b06b43ad2
org.apache.pulsar	pulsar-io-docs	2.8.1		5558fb59afc146dfc84b5b547a08ada54dbef71b
org.apache.pulsar	pulsar-io-docs	2.8.2		bab960df9a6013d9000d454dc5839f6a6288444e
org.apache.pulsar	pulsar-io-docs	2.8.3		2594b4b2ccae543d5e3e496e7b24f80877498601
org.apache.pulsar	pulsar-io-docs	2.8.4		8383bbc7cf49747b407c7927446496a433fa8d5d
org.apache.pulsar	pulsar-io-docs	2.9.0		af89144be2cb0a9d2131a107aa42d9aeea1d05f9
org.apache.pulsar	pulsar-io-docs	2.9.1		b95506a67875f2e1c77f222bcc0b9c6ceaccbd02
org.apache.pulsar	pulsar-io-docs	2.9.2		606c049bb46a5a79e25f011a5d43b636d83457e2
org.apache.pulsar	pulsar-io-docs	2.9.3		8e6cfe111c8fd1177999b387ed1c8ee1407e6075
org.apache.pulsar	pulsar-io-docs	2.9.4		a87466deb7c11e69d74470230596b42a0edf96ee
org.apache.pulsar	pulsar-io-docs	2.9.5		219d4b37b348f1088759aeb06f6e60c65247556c
org.apache.pulsar	pulsar-io-docs	3.0.0		f1b6867c7a607c7bc8e94c6a14ec7ba8f980a0a4
org.apache.pulsar	pulsar-io-docs	3.0.1		fbde952ec8c3c7f565b129c88a449113c31dac44
org.apache.pulsar	pulsar-io-docs	3.0.10		57f1c721f9427dace1395f298b4ee7528794613a
org.apache.pulsar	pulsar-io-docs	3.0.11		66879dedf35ff40240eb541b46085d53c4de3368
org.apache.pulsar	pulsar-io-docs	3.0.2		32523188326b19b43ba8f2de9e3f47497808e0f9
org.apache.pulsar	pulsar-io-docs	3.0.3		d0657c3d1a78cfb928676ee1b99125ee87d9e46d
org.apache.pulsar	pulsar-io-docs	3.0.4		52fade27bc4e3baff6b2da43888bc1e4f8446c26
org.apache.pulsar	pulsar-io-docs	3.0.5		9d4ddebb98c561e05c29dcbe01de49bfaf3d00ce
org.apache.pulsar	pulsar-io-docs	3.0.6		e528e52a35bbbd46350177aa48b3c2e82a661523
org.apache.pulsar	pulsar-io-docs	3.0.7		bc8ca811fd68c4c6bae316d0174c2037ea7fca82
org.apache.pulsar	pulsar-io-docs	3.0.8		6d0be072f7c37efc6ef9e5113bddd120904ccf84
org.apache.pulsar	pulsar-io-docs	3.0.9		efbd5b16b815f3244b5b2fcab03ec0e49c10844c
org.apache.pulsar	pulsar-io-docs	3.1.0		445496d5a6560657d81d7a1887094707e3819132
org.apache.pulsar	pulsar-io-docs	3.1.1		d29882782c40775f913a86a9a6158db92bb52da2
org.apache.pulsar	pulsar-io-docs	3.1.2		93d0bcdd95a52221f942be229409ebf6370124dc
org.apache.pulsar	pulsar-io-docs	3.1.3		09a17dbafdbea937bb3e718dc9b1af61154a2e37
org.apache.pulsar	pulsar-io-docs	3.2.0		32b1a28cb7bd1c4e919802dc4518ea729b5c5330
org.apache.pulsar	pulsar-io-docs	3.2.1		b7c3f7325bfaaa224e333c4bf07672289b301c0d
org.apache.pulsar	pulsar-io-docs	3.2.2		3b18de7c62aa44b0eaf960afffc106fc7bf2f03d
org.apache.pulsar	pulsar-io-docs	3.2.3		24d27e72fadaafd2ea4c0616fbbc4b56ad216995
org.apache.pulsar	pulsar-io-docs	3.2.4		14df235ffd1b677fb2558ca80a38dc70c0d3d67f
org.apache.pulsar	pulsar-io-docs	3.3.0		fd84b76f38929127d847be6acf169168703ffbf7
org.apache.pulsar	pulsar-io-docs	3.3.1		c64525477bf2dea658e15273efc5736c515de87e
org.apache.pulsar	pulsar-io-docs	3.3.2		bf3572b7162ec31fc411fe328888253360355145
org.apache.pulsar	pulsar-io-docs	3.3.3		10511088738e9c74ec92f01ad6b077a4b8531ec1
org.apache.pulsar	pulsar-io-docs	3.3.4		e1d52915e499a6bd4e5dea3d526a0eae20b5c888
org.apache.pulsar	pulsar-io-docs	3.3.5		fe58454f762e7b4aa1873ebc71e691e85290ef82
org.apache.pulsar	pulsar-io-docs	3.3.6		2bc25f693498370e43f38ad8bbde647fbe867704
org.apache.pulsar	pulsar-io-docs	4.0.0		55eca43d0d2519688d9a85cb37ad189adf4e9353
org.apache.pulsar	pulsar-io-docs	4.0.0-preview.1		8959a656ae6fc7f362cb8e2101bae30ec2d61c80
org.apache.pulsar	pulsar-io-docs	4.0.1		b9413b01c70e8bf3ef86b8cf32208c9f404d413a
org.apache.pulsar	pulsar-io-docs	4.0.2		9845b525fc74b95372ef07568011f11f86711b35
org.apache.pulsar	pulsar-io-docs	4.0.3		209b5b6900b8848deae3470e5fa4288d7b0486e5
org.apache.pulsar	pulsar-io-docs	4.0.4		e393846adf83afbfccb69d7a6803a8c66561ab85
org.codehaus.sonar-plugins	sonar-switch-off-violations-plugin	1.0		2938591d674d38b535c9c602707c577e4812cc2a
org.codehaus.sonar-plugins	sonar-switch-off-violations-plugin	1.1		f3576a0e27393cabeac0253b395b575fddf5f808
org.codehaus.sonar-plugins	sonar-switch-off-violations-plugin	1.2		72e184796958671262eca5fda38d12d68310ab00
org.codehaus.sonar-plugins	sonar-switch-off-violations-plugin	1.3		4756e1478b690b513f46879247e67232abbe6860
org.jasig.service.persondir	person-directory-impl	1.5.0		7c9e55d8a124178ec4333b0b1915448b979a79d4
org.jasig.service.persondir	person-directory-impl	1.5.0-RC7		ff0e6417af5d2b59f2cc1a2df424234c878b620c
org.jasig.service.persondir	person-directory-impl	1.5.0-RC8		7c5e398f42ab86bcf9576fed630fda7138253ee5
org.jasig.service.persondir	person-directory-impl	1.5.1		d66397f5d342dc0619feb513f68cc974a9499619
org.jasig.service.persondir	person-directory-impl	1.5.2		a9b29856ce1b06769324ab26f8e27ee306e1d8bd
org.jasig.service.persondir	person-directory-impl	1.5.2-M1		6e087acde55a132500ff752f4e6c3911fb22b8d3
org.jasig.service.persondir	person-directory-impl	1.6.0		5f876f76ccb2226b4c0733c09a5f1446a0f12955
org.jasig.service.persondir	person-directory-impl	1.6.1		b06924a2a1f9ca214535d9e3002c35a2c128561e
org.jasig.service.persondir	person-directory-impl	1.7.0		f2b61e0f14bb77d2b74ea8c9f9a4fa00e8b4ca4e
org.jasig.service.persondir	person-directory-impl	1.7.1		b25bd38e1303ce57d640a70a68425798712acceb
org.jasig.service.persondir	person-directory-impl	1.7.1-M1		6ba33fef03887cef30dff645a9cf2019024dc81b
org.jasig.service.persondir	person-directory-impl	1.7.1-M2		b79024b3d485bed5defd17daf0c4d465b9eb5144
org.jasig.service.persondir	person-directory-impl	1.7.1-M3		329a64f5a925fcb1acd1418e471eec8967cc0dc6
org.jasig.service.persondir	person-directory-impl	1.7.1-M4		9e0f81c2d79d4c20aa4291e5dcfb87628b4ef508
org.jasig.service.persondir	person-directory-impl	1.7.2-M1		5e4d61352676ef35b44d70bb609b78f360273182
org.jasig.service.persondir	person-directory-impl	1.8.0		c64c5f794bf6ec7379478d61906060c5968b59ac
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.0.0.Beta2		e4089d0a2a51dd36243a41941d7c33bc4bcfdfa5
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.0.0.Beta3		2af4cb0ad5a526d97ba70dbf5dd57503e837d839
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.0.0.Beta4		668e58fae8bbcf75476c25f81210e546e04e7522
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.0.0.Beta5		5ec9de8419f38abb5641bdb13058236b781f1ca8
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.0.0.Beta6		b4faeea19b16e8b80dc2614344f1ea93eb33b45c
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.0.0.Beta7		0e16a42f9602a2b31fa9740bce9f8f795f1d8df3
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.0.0.Beta8		f479724ddd0f4c404ee79138d7f8e43595d91800
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.0.0.CR1		780a492a0c95cff624a3b2bd198d66406dfa0791
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.0.0.CR2		e449237b381e6f2ec4a4fb1d99650b685d36319b
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.0.0.CR3		26879c5df1ceec1872ea3584d5bfba6ad7624d1e
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.0.0.Final		f283cdbfadff508a524bc3291842a6216fbb59ab
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.1.0.Beta1		81034acf869c4d92c185dbd32307a22a3113f810
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.1.0.Beta2		79cbcca0dcb25338da3a91e34788e9cbf4ec75b0
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.1.0.Beta3		236be8bc65c44c6149a03766cc8156bcc1890d84
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.1.0.Final		3c1376523919bb7c0027f1dd121b3abbb6090d59
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.10.0.Final		aaf2066bbbbcef3eec3a7fb736c6de909588e493
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.11.0.Final		b7e86f9d0a2834d6b2a2083ce11a5885cc9632a8
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.12.0.Final		5f90f4304e6a5ef76479963463596ede1692fc52
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.13.0.Final		7b6d665875d960452c512e12c12d7eab1543099c
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.14.0.Final		1a34985bfcb7b2eb76ad808d3a7cc2a52a2f0001
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.15.0.Final		974daab797f53feec723ddab1b5fcc1c7bfeddd1
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.16.0.Final		796dee92342ca534c822dca26d2ffea1c8c99b3b
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.17.0.Final		42091f06b5dcf47d5a774233ff924c57b860ba11
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.18.0.Final		1ca7b5a967a09f6ef698356a4b5d780b49cd1a9b
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.19.0.Final		63d72c450be6101b2724db75e103a1b22c582ef4
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.2.0.Final		63425c5e23fa495ffed1eb083074c8ee71772ad5
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.20.0.Final		3de7278657ddc2bad5d0cd9d2bdcbc9060bb71e4
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.21.0.Final		8dda8e524114db5af5714886f5f7f2812078b305
