avalon-apps	avalon-apps-hsql	0.1		f253c9debc737dcecb7a325879f525d00edc331e
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.22.0.Final		e10a98e5478cc10351aba7cbb419bafe2165d87c
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.23.0.Final		1ba79f0b80264659f9bed4b6916f91cd9207de49
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.24.0.Final		252238787d196251a403d0349d39a715dd5c72ed
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.25.0.Final		4f63916978e9cad18d1981c502b03860f87c201b
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.26.0.Final		8d433311ac1b506107cd3f8f6dbbeba05c173691
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.27.0.Final		d4c26ee16e393f66cd117ac83ed16dcf15cb21f9
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.28.0.Final		b49dcef65d2ac0a58d1bb03237a2c8c1657a40c6
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.29.0.Final		f512b35ec3af0eaf5f6ecd4faf1f82315a974b08
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.3.0.Final		53c20f933293f3cbb9f3ed92a1287083994925b7
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.30.0.Final		3de2fe879af32530753d06cb5f709393266ac79f
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.31.0.Final		4704f3a72cd5b965b8dcf8dea4a06d69386773f0
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.32.0.Final		8cb9f547d8f86f944a82bc2eb4c7e10ba5e05245
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.33.0.Final		1861d16ce6ec12fa9e5262b5da721a383e12d0e8
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.34.0.Final		dde66b7c8e7ba3388de6cb1e63134b7f5a9b795d
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.35.0.Final		aae96250f7a2416b4ab52b57d4d0d484fe4e6c43
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.36.0.Final		3ead6285ec29ee9b510b6629646413cfbb1c4989
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.36.1.Final		b8eefa5f3ccb18e200577d1b04cabd08731b4105
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.37.0.Final		fc4b8319bdf8e8f23ed4260074b2867777449622
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.38.0.Final		a0c33b5232e4feb299498dea3734557a0ab7c230
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.39.0.Final		41c604962edbdd3fa4b9a5f3a09f51b3dcfaa744
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.4.1.Final		e1e25606b83261e3356f9772a469c6f28949dcfd
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.40.0.20200703		e2623020b47f24529d6a450e887f64efdb2cf28c
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.40.0.Final		d79eb48ac33b63029947d5059f7407ad2b455177
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.41.0.Final		1f26e8b0a71fdefe263f235ff409295542ed5f46
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.41.0.t20200723		5b29106383a5b4769339f4d6c04f9d642496962f
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.42.0.Final		920859f10af389fa0da24966cf9386d1aa4ef8d1
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.43.0.Final		c9ee5a8befb5d29e88e5d9deaecc3ab6127df036
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.43.1.Final		ec2d06e893cfa42ef6f83e8ccf4e8515af3dde58
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.44.0.Final		5cae0c60bcf04509c98e83936476e6edfc5b8636
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.45.0.Final		9fbbce0cbd9e8419c93b92d9c5ca0dfadc1d436a
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.45.0.t20201009		f0e0d27b6616abe334587889f9b56dccb9e68410
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.46.0.Final		442bfd7c7753ab4a232726ac40a850927c21dc0b
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.47.0.Final		9362c36cdb6bbd2468f076adefef5bf36fb7fb4e
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.48.0.Final		9d98a5c88d1163d09c3e9c46c9eb451458e80399
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.49.0.Final		1f0d1a297cda8e7df9a621a5ab2a9528cf5e907b
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.5.0.Final		4146726af546978f97843e7c51626f983f8153bd
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.50.0.Final		d0b4a32db50c79470e357a9fa260e47efddfae9c
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.51.0.Final		963d4445bbebcc243c4877b9a8a435d4bce1d04c
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.52.0.Final		7bf9079b77b6b22137340a239a6135decc9ac9f5
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.53.0.Final		a9b96f9264cac6504d4b47fbe02f327e9e40ba37
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.54.0.Final		717518f5752c00cf4c77dbb595586beacd3d129f
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.55.0.Final		a38bea17ab02642b3a9bd32daa408540f786700d
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.56.0.Final		32ccd8a4934e05141489ec5bcb6506771079f414
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.57.0.Final		3465f810803f986c9f48a0ddd925466f75b21fc4
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.58.0.Final		ab6fe5926c45e660d6a3151a4e46b266448d1d67
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.59.0.Final		eb5faf7392a58df7942c798499879e4137e894d9
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.6.0.Final		4eb32e40a01bbc943634f2f1955cf44fe7f6febb
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.60.0.Final		0e06df0e7ad7ee30ef9abfd3f6ea3534762e0576
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.61.0.Final		aee4cf0204188007296c1a6b9815fb1323a468b5
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.62.0.Final		e20dff699fdc8b4167ec29058a4175b68032fd49
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.63.0.Final		1a2fa91046b97ea3dff71eaee1366a6d3b4d730a
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.64.0.Final		911fa8f3f44638c240119f1a4af47092b0994d1e
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.65.0.Final		0470376d7cd85c2710afc3cd992c95e0b1d3381a
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.66.0.Final		717724c673113698c4a0632be3e655e4bae7f7a2
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.67.0.Final		ebce6f64b649e18f0ee4ef054870d31cc70500f5
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.68.0.Final		32d90145341d21b4564938e004f3e9e4ccf7e00a
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.69.0.Final		3673cb048126616ac5ebe84b07452b8248da6152
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.7.0.Final		8207b7917a2c814255cce893d251a29b80ff1aba
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.70.0.Final		fbe22c6c9ebede31686fac7874980ee300adaca4
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.71.0.Final		b92f1df49e7c1878bf2a5b9723d4bb463d92dfd4
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.72.0.Final		6233ae16d20623cb66801de6a90a414c7452c034
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.73.0.Final		e096f3d95e57e9da150c6115dbc457f3ffddcadd
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.74.0.Final		5acd59f7b2544c61512ab79bec376608d482e4d9
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.74.1.Final		da7f45af2ecbc4042fd812fee0cbefc7438032bd
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.8.0.Final		e83304f0d0216168486f008a069b7632eadb7c29
org.kie.workbench.forms	kie-wb-common-forms-editor-backend	7.9.0.Final		e076307687fb86416942b961e99ac718192579c6
org.kodein.type	kaverit-wasm	2.5.0		N/A
org.kodein.type	kaverit-wasm	2.6.0		N/A
org.kodein.type	kaverit-wasm	2.7.0		N/A
org.kotlincrypto.macs	hmac-sha3-iosx64	0.2.3		N/A
org.kotlincrypto.macs	hmac-sha3-iosx64	0.2.3	metadata	66d7ba3fad0ced3f0719bec83ac9ae34d62ccc75
org.kotlincrypto.macs	hmac-sha3-iosx64	0.2.4		N/A
org.kotlincrypto.macs	hmac-sha3-iosx64	0.2.4	metadata	c5a16c9d6aea50d11a3e3b408669cd14b43ad564
org.kotlincrypto.macs	hmac-sha3-iosx64	0.2.5		N/A
org.kotlincrypto.macs	hmac-sha3-iosx64	0.2.5	metadata	d5baf4dfa99048915a6f2cabf5eb64a3e0e1bed4
org.kotlincrypto.macs	hmac-sha3-iosx64	0.2.6		N/A
org.kotlincrypto.macs	hmac-sha3-iosx64	0.2.6	metadata	5917ffac02b60c3f5c2206860142a2e22287ca4d
org.kotlincrypto.macs	hmac-sha3-iosx64	0.2.7		N/A
org.kotlincrypto.macs	hmac-sha3-iosx64	0.2.7	metadata	4ed0b53137b728311c78d66622edc1eb1152c899
org.kotlincrypto.macs	hmac-sha3-iosx64	0.3.0		N/A
org.kotlincrypto.macs	hmac-sha3-iosx64	0.3.0	metadata	57d72caea07994392bed9e633fb1da124db0d139
org.kotlincrypto.macs	hmac-sha3-iosx64	0.4.0		N/A
org.kotlincrypto.macs	hmac-sha3-iosx64	0.4.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.macs	hmac-sha3-iosx64	0.5.1		N/A
org.kotlincrypto.macs	hmac-sha3-iosx64	0.5.1	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.macs	hmac-sha3-iosx64	0.5.3		N/A
org.kotlincrypto.macs	hmac-sha3-iosx64	0.5.3	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.macs	hmac-sha3-iosx64	0.5.4		N/A
org.kotlincrypto.macs	hmac-sha3-iosx64	0.5.4	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.macs	hmac-sha3-iosx64	0.5.5		N/A
org.kotlincrypto.macs	hmac-sha3-iosx64	0.5.5	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.macs	hmac-sha3-iosx64	0.5.6		N/A
org.kotlincrypto.macs	hmac-sha3-iosx64	0.5.6	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.macs	hmac-sha3-iosx64	0.6.0		N/A
org.kotlincrypto.macs	hmac-sha3-iosx64	0.6.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.macs	hmac-sha3-iosx64	0.6.1		N/A
org.kotlincrypto.macs	hmac-sha3-iosx64	0.6.1	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.macs	hmac-sha3-iosx64	0.7.0		N/A
org.kotlincrypto.macs	hmac-sha3-iosx64	0.7.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.locationtech.rasterframes	rasterframes-experimental_2.11	0.7.0		0a9032e8dc3bdcdaef2005440c88ac7c87371d45
org.locationtech.rasterframes	rasterframes-experimental_2.11	0.7.1		19a5cb0cf0c374139517479d99f4f9f1cea18ad7
org.locationtech.rasterframes	rasterframes-experimental_2.11	0.8.0		101634f059857079004afdf28537c87493889be1
org.locationtech.rasterframes	rasterframes-experimental_2.11	0.8.0-RC1		8a53feb941f0894186d594787cbc421b69ad53f1
org.locationtech.rasterframes	rasterframes-experimental_2.11	0.8.0-RC2		5805e87d6939d104a4a6d5667d8004e223fb7960
org.locationtech.rasterframes	rasterframes-experimental_2.11	0.8.0-RC3		3a41bd923effa279849fdb1e68aa69b84f987195
org.locationtech.rasterframes	rasterframes-experimental_2.11	0.8.0-RC4		5b0538c0f78e11e7be36466ad60c0645f5e1eb13
org.locationtech.rasterframes	rasterframes-experimental_2.11	0.8.1		3f570b33bf54ccd06ff23a17008080dbc3c681c0
org.locationtech.rasterframes	rasterframes-experimental_2.11	0.8.2		93b54f303fb229b411ed5e14a350d0e9c1585e40
org.locationtech.rasterframes	rasterframes-experimental_2.11	0.8.3		a50d68c3543fc4496f07aba2f51f452ca3b376eb
org.locationtech.rasterframes	rasterframes-experimental_2.11	0.8.4		5ca5416d26a3d9bf48f02392870e7aea437e6fd1
org.locationtech.rasterframes	rasterframes-experimental_2.11	0.8.5		5006430592cecfbe74ac53c52f118ee51885831d
org.locationtech.rasterframes	rasterframes-experimental_2.11	0.9.0		cfe1877fd0b4fa8df0b1bf4899807d20a45107ce
org.locationtech.rasterframes	rasterframes-experimental_2.11	0.9.0-RC1		dd3363dd6aa12ef8f7e203609000f31d4798aa1b
org.locationtech.rasterframes	rasterframes-experimental_2.11	0.9.0-RC2		abd58e3352d1e51aa2905afd1380c1add1a4eb7d
org.locationtech.rasterframes	rasterframes-experimental_2.11	0.9.1		f6e3578bab2524c9526d1102cbc1a25e873811d3
org.meridor.perspective	perspective-shell	1.0.0		e112f376e051ac1824be4122fdc68611ed4ccc0e
org.meridor.perspective	perspective-shell	1.1.0		89eb4e89060adf1ac60a9a0aa57125e3e4231efb
org.meridor.perspective	perspective-shell	1.1.1		373636834892f37a214dc3913e0c7039eac46050
org.meridor.perspective	perspective-shell	1.1.2		41d7fd3e12993316a043f3c36b6058076eca9964
org.meridor.perspective	perspective-shell	1.1.3		9db098ea9ed24dfc3b34d263d6f52ca409ade50b
org.meridor.perspective	perspective-shell	1.1.4		27415d016c90b867cd7d40d557055e4200bcf51b
org.meridor.perspective	perspective-shell	1.1.5		9ba13f6be5543cf35d2855a7f4dce45f1765c3dd
org.meridor.perspective	perspective-shell	1.1.6		df96d343ed6eba5373d6f1c4f0742ec550465d69
org.meridor.perspective	perspective-shell	1.2.0		1da763f5ba933524b587ebec231c7c8a8c4e50ac
org.meridor.perspective	perspective-shell	1.2.0-RC1		a1ef641d66f2a41b547c046de80fd64e9f35508e
org.meridor.perspective	perspective-shell	1.2.0-RC2		ee429c7bef11689f2ab9160642f3d5ebb48b16d2
org.meridor.perspective	perspective-shell	1.2.0-RC3		7f6ae895c242a122b331269f70e91203a2abfbf7
org.meridor.perspective	perspective-shell	1.2.0-RC4		96deb1748cfdee2b9284f992ca2d05b118450cf7
org.meridor.perspective	perspective-shell	1.2.1		3d3ed15fe0a28c9994c07024e799c94818c79c71
org.meridor.perspective	perspective-shell	1.2.2		443d12ed15b9f6cc66352a9e833fba8a6bd3f1f1
org.meridor.perspective	perspective-shell	1.3.0		a0b2968228cfebeaa7b8ffa0020fe4b648cb9901
org.meridor.perspective	perspective-shell	1.3.0-RC1		83454ff4a267a6d89664581f8b49fbc326b176d7
org.meridor.perspective	perspective-shell	1.3.0-RC2		f5226c4893f0a2926b9ed0e9bf763306f2332564
org.meridor.perspective	perspective-shell	1.3.1		c4330db96dd56a70c6957dba6423f4101e1fff7a
org.meridor.perspective	perspective-shell	1.3.2		c6334f9855bb2f0f5155f30145391ac5d3a70d02
org.meridor.perspective	perspective-shell	1.3.3		3ef8bda551565e58ebd9aee29fca8f6e75cd6526
org.meridor.perspective	perspective-shell	1.3.4		df2f240d13b7f7e109713626e4f2ed794748fb3a
org.meridor.perspective	perspective-shell	1.3.4-RC1		2f79d633872c2d6427999a601437bdf6f3417fec
org.meridor.perspective	perspective-shell	1.3.4.1		0cce98025f28aab0cfbd056b8343052db33b1b85
org.mvnpm.at.types	color-name	1.1.1		ee1935404ece2215e70cfbdd7e34d7b0050f7e7a
org.odpi.egeria	security-manager-spring	2.10		1ca3e5f538618ec52af31e20f4faddd0e1c98af4
org.odpi.egeria	security-manager-spring	2.11		3abee1bb7808f7a33d1d1ada211b181240f49b22
org.odpi.egeria	security-manager-spring	3.0		5183f9d055ee7c31569ab512b985c3bbc2c2aef1
org.odpi.egeria	security-manager-spring	3.1		024cc9702e549f539039a6fab7e6e7cf9d8fcfc6
org.odpi.egeria	security-manager-spring	3.10		498c4dd0ed5e41e2bef2128902ba92ef0b032285
org.odpi.egeria	security-manager-spring	3.10.1		d62da4fd640f87bc5a143813b4782fc16881a334
org.odpi.egeria	security-manager-spring	3.11		fc89066c6f1e80933c6d44c37eb63247f3260577
org.odpi.egeria	security-manager-spring	3.12		e2ee4e6180bce04d2969f02ab950409d11c95857
org.odpi.egeria	security-manager-spring	3.13		e379258d3dc9d1d811357d9db5a9db47fc400dff
org.odpi.egeria	security-manager-spring	3.14		61091d69d44581cf8edb0738b93d343898fa74a9
org.odpi.egeria	security-manager-spring	3.15		cb219fc23fbb7790698f609dd807a66ebf6dbe63
org.odpi.egeria	security-manager-spring	3.2		5091abd61c1275ca65a1d962a59535035e609260
org.odpi.egeria	security-manager-spring	3.3		f61036aa4d674bfbb2b6cc74426c61725a9d2624
org.odpi.egeria	security-manager-spring	3.4		3205e75da013c246b84d4b32b1dc5e151efaa658
org.odpi.egeria	security-manager-spring	3.5		3d35323ba089a1259f5bd7dfad3aea83f578554d
org.odpi.egeria	security-manager-spring	3.6		ed1a04913e4d7dd35b0ac3b7b2933efa953f4398
org.odpi.egeria	security-manager-spring	3.7		bf207f4c348c6def81241f1f7a2a6d0ce8612aac
org.odpi.egeria	security-manager-spring	3.8		1af4c30e46671e583a90cada585e3c5a59030cd1
org.odpi.egeria	security-manager-spring	3.9		83711c8e7d869e1edb2771e4ffe5f12a22d00825
org.odpi.egeria	security-manager-spring	4.0		f7cd5eb47cf2c70e204feddc462fc8b914d22f4e
org.odpi.egeria	security-manager-spring	4.1		b550945efef955ac5d9f7aa62ce5987f72be3d90
org.odpi.egeria	security-manager-spring	4.2		b7cc063122a3a3afb8428fe4d233dec37d103005
org.odpi.egeria	security-manager-spring	4.3		8c0ca74aca0212baad7cf164bad642b142818a4c
org.odpi.egeria	security-manager-spring	5.0		a0c984ca0c828a237e83f20964e30e327d477427
org.odpi.egeria	security-manager-spring	5.1		d30000cae7617190bf4c06f534b61ed37ca3ef4c
org.odpi.egeria	security-manager-spring	5.2		32df30c1f261dff245e0655528ec4e8f2dd608bb
org.odpi.egeria	security-manager-spring	5.2.1		57ed594188a0103c7c22bfabc081ba4eb9725fde
org.openl	org.openl.conf.ant	5.10.0		6fb68c7c7e3d25af663db3ad13d9a21b7356b91f
org.openl	org.openl.conf.ant	5.10.1		d98f54f87b8c082b020233a8fbfcb1b4ea4b8ce0
org.openl	org.openl.conf.ant	5.10.2		76aff4977592de0ef641265e1585bba5aa8ff079
org.openl	org.openl.conf.ant	5.10.3		c3b9a656c98fdc95307b0f7bc82e74ccd72d16ce
org.openl	org.openl.conf.ant	5.10.4		0009e883352365f423d1311ace06547e72caf033
org.openl	org.openl.conf.ant	5.11.0		e17958b86d8729cfd59aca324422dc6ca3cce9bd
org.openl	org.openl.conf.ant	5.11.1		5e8902ff9ec4cd9b1be6082e8de4e2ec8fe1cab1
org.openl	org.openl.conf.ant	5.11.2		67b93f5c20bf07ec127e5a3265e7098184da18c0
org.openl	org.openl.conf.ant	5.11.3		366fddc79caac450a8551c49caf19d0bda37cc59
org.openl	org.openl.conf.ant	5.11.4		acac8cee962afc29a21fd43fc939810896b823ea
org.openl	org.openl.conf.ant	5.11.5		310618fb321de00a65247533481f705bc292b8b7
org.openl	org.openl.conf.ant	5.11.6		bb05c206997438f84a750dfdacefc7821f7b28e4
org.openl	org.openl.conf.ant	5.11.7		2a18fcd70e9d674e225a80c9106401649b11c1a1
org.openl	org.openl.conf.ant	5.12.0		99c4b19ff04b53a7ed85acaad7e9c1607838e774
org.openl	org.openl.conf.ant	5.12.1		87a32486473ee2559262c87af6687fbb9896b5a1
org.openl	org.openl.conf.ant	5.12.1.1		39690b5027688d0c748ac0c1f82d3b367f76e4ed
org.openl	org.openl.conf.ant	5.12.1.2		227259ec43823687ecbe3043cbd20aaaec04133f
org.openl	org.openl.conf.ant	5.12.2		f2489b216ea87b36b2c179c88e2ec10757ee7d44
org.openl	org.openl.conf.ant	5.13.0		0d712695209d43eb3c435c3baa5f40dd5af41c47
org.openl	org.openl.conf.ant	5.13.1		9474e32f2ea57cd97c03c88830107b12acf5188d
org.openl	org.openl.conf.ant	5.13.2		b23ded25193d3c4ff5d08b30b5ec2ee6a9a0cd15
org.openl	org.openl.conf.ant	5.14.0		e4211623ea596d64e3f42708be85bd08f94df73c
org.openl	org.openl.conf.ant	5.15.0		c88c416f9ef3a7d4e09e9eb63710b7f5f9e23647
org.openl	org.openl.conf.ant	5.15.1		478327c2d1a3a64eb34a486eed9a309d5bd43f56
org.openl	org.openl.conf.ant	5.15.2		daa098f42f8ddc6c3350a0b56ff08c0b1a9bbc74
org.openl	org.openl.conf.ant	5.15.3		992852534e21876ff6a5600824391169e44a45a2
org.openl	org.openl.conf.ant	5.15.4		b28ad7c7acb7d3860f97cf4ad918ee8fb1a2773e
org.openl	org.openl.conf.ant	5.16.0		5ebb796ca101b440d691a773d7540a90dacba826
org.openl	org.openl.conf.ant	5.16.1		14053ef017bdc749b521198dc25af01dc85ddd59
org.openl	org.openl.conf.ant	5.16.2		846cd2d26f3ef07384d797ce1cafd58472d31c52
org.openl	org.openl.conf.ant	5.16.3		bbcf04b20185566f0f68a5855b4ab43004609170
org.openl	org.openl.conf.ant	5.16.4		e00ca71f7f190500c555e25b07eacd0babea24a8
org.openl	org.openl.conf.ant	5.16.5		8ac992e059091a04761d89be66ea0b0ae52c7aa6
org.openl	org.openl.conf.ant	5.17.0		fde51a51f1b7ed32c9d58b595cebfde6647c341c
org.openl	org.openl.conf.ant	5.17.1		cfab0e2e34fbb6fbc8fcc6143dededafd8af4885
org.openl	org.openl.conf.ant	5.17.2		8e67ea962539078bf80e296a2393612e3cb7652d
org.openl	org.openl.conf.ant	5.17.3		a36b263579bffa9b67a454d2647d1aa6a97b1221
org.openl	org.openl.conf.ant	5.17.4		29d5b63d058134598da0490da279c84169203c2f
org.openl	org.openl.conf.ant	5.18.0		f784d4beb00bf49b6ef0f583f76cef7f2dbb3402
org.openl	org.openl.conf.ant	5.18.1		793673981138414adc1c018f3b08231a976a6a12
org.openl	org.openl.conf.ant	5.18.2		31339e9a5089ea28516ed6032f9ea5cf89fb38f1
org.openl	org.openl.conf.ant	5.18.3		026c547cfcb75d9deb184a84ac7ae6938f2f6c8d
org.openl	org.openl.conf.ant	5.18.4		f37ab0065b4d25f7969cc7bb9e29bc842edc3eaa
org.openl	org.openl.conf.ant	5.18.5		837147dc52465093002d738df15e470ffdf9a759
org.openl	org.openl.conf.ant	5.7.0		f5897d283e8e589043b82c4d41219600dac9e91c
org.openl	org.openl.conf.ant	5.7.1		2b939c4144d60bc89abcd52c3c6ba0f9a32d86d6
org.openl	org.openl.conf.ant	5.7.1.1		adbb5e6a8b20d8c1b29bee673b258b0b6a16ad7e
org.openl	org.openl.conf.ant	5.7.1.2		09c6bffbf7d67f923492a5ffe200e90d9b797a01
org.openl	org.openl.conf.ant	5.7.2		c8b2c41f28a549b574361b2fc5133fd5fd9221fb
org.openl	org.openl.conf.ant	5.7.3		9b1d9b103a51e3aa7c7d676efa8feab4fc6df395
org.openl	org.openl.conf.ant	5.7.4		5adfabd304c1b9b316018831c0f0968da44e6855
org.openl	org.openl.conf.ant	5.7.5		b56c3f503888ce1aef6cbb5ce27874fe2c8f751c
org.openl	org.openl.conf.ant	5.8.0		20a575787c588ef2f116bd46abbc12b872ec4c79
org.openl	org.openl.conf.ant	5.8.1		623a507063cdd5d73c5826313ae8ace7016022dd
org.openl	org.openl.conf.ant	5.9.0		f84ae07cb847d61cf423a0f6d8a0343a3fd1d0e8
org.openl	org.openl.conf.ant	5.9.1		edec87e2a88b94aaa7ee09d4127952c9537374d4
org.openl	org.openl.conf.ant	5.9.1.1		e4d2f29d3617ca069595e55f38145754392d10c1
org.openl	org.openl.conf.ant	5.9.1.2		8485e5066ad701fdbe0a874bb32d222742321a7e
org.openl	org.openl.conf.ant	5.9.1.3		c6356e9b19663d13ba41ab13aaeb1610cc1b3334
org.openl	org.openl.conf.ant	5.9.3		e79b019c480b40be0c3d0f7e10a0134b79aab874
org.openl	org.openl.conf.ant	5.9.3.1		e7e1df2a7350b1d84895c3bd4eac57f4c600a024
org.openl	org.openl.conf.ant	5.9.3.2		c8438e9b7c816093f1ef97ec039a6cf22ab8a1f8
org.openl	org.openl.conf.ant	5.9.3.3		99dfd073b37a256c6e28f9dc3b7893413b0e7ac7
org.openl	org.openl.conf.ant	5.9.3.4		c572d005895481b748a5dc225f48deec29d5c567
org.openl	org.openl.conf.ant	5.9.4.1		83b47eca2fe309ed39baddbe0ffa635a953cf406
org.openurp.edu	openurp-edu-base	0.0.7		fa26c9c9d1ef85a197c24870bccb921ed38b5095
org.openurp.edu	openurp-edu-base	0.0.8		0678e18a4f153b2a02b42c565d3c2673d2c45171
org.ow2.weblab.webservices	xml-normaliser	1.1		N/A
org.rapidpm	rapidpm-selenium-webdriver-management-impl	01.00.00-RPM		04bae675d3080062ed0e4067196095aaf97375b0
org.rapidpm	rapidpm-selenium-webdriver-management-impl	01.00.01-RPM		ded1caa0c0f1fa72c074a866c80bccd8c2458bee
org.rapidpm	rapidpm-selenium-webdriver-management-impl	01.00.02-RPM		3f55b72389e425cb0529e8fe3b10a66e89f854e7
org.sisioh	scala-dddbase-lifecycle-repositories-forwarding_2.12	0.2.12		a037b57b4a1a9a5b56318f3d63e1931b3f930cea
org.spark-project	spark-core_2.9.3	0.7.1		15dd2c4065bc224d3b9fa9dfa2abb0b9037a535c
org.spark-project	spark-core_2.9.3	0.7.1	hadoop1	259d4226c96c1908c6e81c3a41fa122eaa40b313
org.spark-project	spark-core_2.9.3	0.7.1	hadoop2	598adfdcbaeb9cb86a12444c65b842db9e488f2d
org.spark-project	spark-core_2.9.3	0.7.2		aab2f6ca05eeff6899b38db56a54bfee5223b6b7
org.spark-project	spark-core_2.9.3	0.7.3		c5c1902188f7058605fff635c62f52ad38c7bdb5
org.springframework.cloud	spring-cloud-function-parent	1.0.0.RELEASE		N/A
org.springframework.cloud	spring-cloud-function-parent	1.0.1.RELEASE		N/A
org.springframework.cloud	spring-cloud-function-parent	1.0.2.RELEASE		N/A
org.springframework.cloud	spring-cloud-function-parent	2.0.0.RELEASE		N/A
org.springframework.cloud	spring-cloud-function-parent	2.0.1.RELEASE		N/A
org.springframework.cloud	spring-cloud-function-parent	2.0.2.RELEASE		N/A
org.springframework.cloud	spring-cloud-function-parent	2.1.0.RELEASE		N/A
org.springframework.cloud	spring-cloud-function-parent	2.1.1.RELEASE		N/A
org.springframework.cloud	spring-cloud-function-parent	3.1.0		N/A
org.springframework.cloud	spring-cloud-function-parent	3.1.1		N/A
org.springframework.cloud	spring-cloud-function-parent	3.1.2		N/A
org.springframework.cloud	spring-cloud-function-parent	3.1.3		N/A
org.springframework.cloud	spring-cloud-function-parent	3.1.4		N/A
org.springframework.cloud	spring-cloud-function-parent	3.1.5		N/A
org.springframework.cloud	spring-cloud-function-parent	3.1.6		N/A
org.springframework.cloud	spring-cloud-function-parent	3.1.7		N/A
