at.released.weh	bindings-chasm	0.1-alpha01		596cdea72ab4f8ae4d7a3b062147ba02596e7aac
com.guicedee.services	sl4j	1.0.13.4-jre12		7e2544e9c706370220681c767dbd7a915246b4c2
com.guicedee.services	sl4j	1.0.13.4-jre13		d29821fe1b2cdbbb40018e4dee74cb1975af7802
com.guicedee.services	sl4j	1.0.13.4-jre14		6b7ab99ff3ba2654ba50ad8f80e9e93417ff5e10
com.guicedee.services	sl4j	1.0.13.5		61073167cd9f966fa11edf80a15c2b45dc4663c9
com.guicedee.services	sl4j	1.0.13.5-jre12		03bc3f7eee84259ca0987419ae35455e4dce1dd5
com.guicedee.services	sl4j	1.0.13.5-jre14		4828561ff0ab998ddea1df60860a02d7afd50b6b
com.guicedee.services	sl4j	1.0.13.5-jre8		e89150b60f7c8ca9fd9be67f89279c969a6bbe37
com.guicedee.services	sl4j	1.0.9.10		899e208e1ad6525093313bdffb963ff5891dd254
com.guicedee.services	sl4j	1.0.9.10-jre14		8040425e95cfcdf1f12f275b13da9c83d7dc6072
com.guicedee.services	sl4j	1.0.9.11		7a04e87ef02f0dc489b402d8df5b476f973ddfed
com.guicedee.services	sl4j	1.0.9.11-jre14		b6fe273de0ecf008c61753ad53149afde538b3ca
com.guicedee.services	sl4j	1.0.9.13		8e01487308fd05def9d112da337111b2544a2376
com.guicedee.services	sl4j	1.0.9.13-jre14		3a8d1e2c4ba84b060f6a496b558a7bdd986ab6c9
com.guicedee.services	sl4j	1.0.9.14		249d915cb8e6679da911eab7b478d05309e2c311
com.guicedee.services	sl4j	1.0.9.14-jre14		243d4d08e2221730169908697db2a8f8dcfad41e
com.guicedee.services	sl4j	1.0.9.5-jre14		07c70421a87aac3ada4e02a28690809b204e869e
com.guicedee.services	sl4j	1.0.9.7-jre14		fd12a115ad99854555816db2e76600ac9929161c
com.hcl.domino	domino-jnx-commons-r145	1.42.0		0542aeedf5d86f637e0acd23ce55a2dc1165fb80
com.hcl.domino	domino-jnx-commons-r145	1.42.1		1c87c1cb63766b7d08f6b6284c9d7dfcc2f6b1ac
com.hcl.domino	domino-jnx-commons-r145	1.42.2		dfe057abdcc5b75eb28f95a170849b0c7dcfc49a
com.hcl.domino	domino-jnx-commons-r145	1.42.3		4ee3f0332a99d16153aac30c514bebb27fe21083
com.hcl.domino	domino-jnx-commons-r145	1.43.0		02e8c402411085eb5bfa21c23b9ade7c24011e46
com.hcl.domino	domino-jnx-commons-r145	1.44.0		13edf0c191858d7bdfb99b07b7d9ea9dddac16ce
com.hcl.domino	domino-jnx-commons-r145	1.45.0		bb553222e753568a6156329cc81d4ea49bb51802
com.hcl.domino	domino-jnx-commons-r145	1.46.0		6eccd7291fb1131063e6b17831e6208d751f062a
com.hydraql	hydraql-template_2.6	1.0.2		71b819e865e6fd75f05a73d0ea5fda36f9ce2062
com.hydraql	hydraql-template_2.6	1.0.3		9069afd70b1b128b5fd8502a1cd93aeab510d3ac
com.hydraql	hydraql-template_2.6	1.0.4		697d15cd96ca29571cfb2d76d0c2bbaa15a8d337
com.ibm.cos-aspera	cos-aspera	0.1.161123		968405686bff768e6fd678bf2f2b70e2c772643e
com.ibm.cos-aspera	cos-aspera	0.1.161418		f9f7a581d7cf89ccc26ffab6cfc918843d650217
com.ibm.cos-aspera	cos-aspera	0.1.162989		N/A
com.ibm.cos-aspera	cos-aspera	0.1.163444		N/A
com.ibm.cos-aspera	cos-aspera	0.1.163530		N/A
com.ibm.cos-aspera	cos-aspera	0.1.163682		N/A
com.linkedin.iceberg	iceberg-spark	0.11.1.1		ae63a2f3b535a99cdff4324ff23cda0db0f1159b
com.linkedin.iceberg	iceberg-spark	0.11.1.11		47213810cfab2435f60a66a5b28cef077b86222b
com.linkedin.iceberg	iceberg-spark	0.11.1.12		47213810cfab2435f60a66a5b28cef077b86222b
com.linkedin.iceberg	iceberg-spark	0.11.1.13		47213810cfab2435f60a66a5b28cef077b86222b
com.linkedin.iceberg	iceberg-spark	0.11.1.14		47213810cfab2435f60a66a5b28cef077b86222b
com.linkedin.iceberg	iceberg-spark	0.11.1.15		47213810cfab2435f60a66a5b28cef077b86222b
com.linkedin.iceberg	iceberg-spark	0.11.1.16		47213810cfab2435f60a66a5b28cef077b86222b
com.linkedin.iceberg	iceberg-spark	0.11.1.17		47213810cfab2435f60a66a5b28cef077b86222b
com.linkedin.iceberg	iceberg-spark	0.11.1.18		47213810cfab2435f60a66a5b28cef077b86222b
com.linkedin.iceberg	iceberg-spark	0.11.1.19		5dd3cd5a7b53e4b463df45b2970e714af48eb877
com.linkedin.iceberg	iceberg-spark	0.11.1.2		ae63a2f3b535a99cdff4324ff23cda0db0f1159b
com.linkedin.iceberg	iceberg-spark	0.11.1.20		5dd3cd5a7b53e4b463df45b2970e714af48eb877
com.linkedin.iceberg	iceberg-spark	0.11.1.22		5dd3cd5a7b53e4b463df45b2970e714af48eb877
com.linkedin.iceberg	iceberg-spark	0.11.1.23		5dd3cd5a7b53e4b463df45b2970e714af48eb877
com.linkedin.iceberg	iceberg-spark	0.11.1.24		5dd3cd5a7b53e4b463df45b2970e714af48eb877
com.linkedin.iceberg	iceberg-spark	0.11.1.25		5dd3cd5a7b53e4b463df45b2970e714af48eb877
com.linkedin.iceberg	iceberg-spark	0.11.1.26		5dd3cd5a7b53e4b463df45b2970e714af48eb877
com.linkedin.iceberg	iceberg-spark	0.11.1.27		cbade0bf0f055ea4b2e126d6e56568d7b32489b3
com.linkedin.iceberg	iceberg-spark	0.11.1.28		3f975448885cac4d708e5b0ea471e297f0efdcbf
com.linkedin.iceberg	iceberg-spark	0.11.1.29		3aee786f1ed4f7e0cbdb1265617907c297bf4913
com.linkedin.iceberg	iceberg-spark	0.11.1.3		ae63a2f3b535a99cdff4324ff23cda0db0f1159b
com.linkedin.iceberg	iceberg-spark	0.11.1.30		3aee786f1ed4f7e0cbdb1265617907c297bf4913
com.linkedin.iceberg	iceberg-spark	0.11.1.31		3aee786f1ed4f7e0cbdb1265617907c297bf4913
com.linkedin.iceberg	iceberg-spark	0.11.1.32		3aee786f1ed4f7e0cbdb1265617907c297bf4913
com.linkedin.iceberg	iceberg-spark	0.11.1.33		f7d03ffb62fd519f3b288adf2bdf45e85786fc92
com.linkedin.iceberg	iceberg-spark	0.11.1.4		47213810cfab2435f60a66a5b28cef077b86222b
com.linkedin.iceberg	iceberg-spark	0.11.1.8		47213810cfab2435f60a66a5b28cef077b86222b
com.linkedin.iceberg	iceberg-spark	0.11.1.9		47213810cfab2435f60a66a5b28cef077b86222b
com.linkedin.iceberg	iceberg-spark	0.14.1.1		7dc7338a0d544c7fc2354c09afbfcb6b59c1a847
com.linkedin.iceberg	iceberg-spark	0.14.1.2		bc92c332aed16ac88bf08486ffb6345e19bb24bf
com.linkedin.iceberg	iceberg-spark	0.14.1.3		3d8f5389938947dfe296231a9213840bfb36c35a
com.linkedin.iceberg	iceberg-spark	0.14.1.4		a5039eb6c8ebd7248d71459555b3341d85985a4d
com.linkedin.iceberg	iceberg-spark	1.0.0.1		bde59030d69ebae830c67170d335df07cc830b58
com.linkedin.iceberg	iceberg-spark	1.0.0.2		ba9200384500646319362a224e3fd063a9d14a2b
com.linkedin.iceberg	iceberg-spark	1.0.0.3		9bfeaaf2be7a669be97737cf0d6b07c6a58043fd
com.linkedin.iceberg	iceberg-spark	1.0.0.4		c0e31f53b941332cb2e9595294b56ad9154afe42
com.linkedin.iceberg	iceberg-spark	1.0.0.5		cb2eb65be27f9f46df6a1d414779d99f9c1066f9
com.linkedin.iceberg	iceberg-spark	1.0.0.7		fd850fb38e41724ad7f72b1221185a96cb72584d
com.linkedin.iceberg	iceberg-spark	1.0.0.8		da2fd3ff5fd9a93353e7af18e5bbd940904050b3
com.linkedin.iceberg	iceberg-spark3-runtime	0.11.1.1		a2de47906d1b056a0f0cceeef51ce0aa8948a705
com.linkedin.iceberg	iceberg-spark3-runtime	0.11.1.11		d742ce19922aee862e053227f07aff8c543fb455
com.linkedin.iceberg	iceberg-spark3-runtime	0.11.1.12		87bd16e7e3df72ce0f7547c988948556d9ac085b
com.linkedin.iceberg	iceberg-spark3-runtime	0.11.1.13		bd44e1e1a3e814fa9b00619a11991019b4d81302
com.linkedin.iceberg	iceberg-spark3-runtime	0.11.1.14		e6eb72a6cbe40a5039b0430df3477130c2f20401
com.linkedin.iceberg	iceberg-spark3-runtime	0.11.1.15		11600c9873028d238c0c81a69b182f2c81e1c659
com.linkedin.iceberg	iceberg-spark3-runtime	0.11.1.16		6e6119ff09cb7f214b0877e5e23a2100b0696a5a
com.linkedin.iceberg	iceberg-spark3-runtime	0.11.1.17		73510a22899422bacb5fc80f94cfff12f8351b27
com.linkedin.iceberg	iceberg-spark3-runtime	0.11.1.18		73510a22899422bacb5fc80f94cfff12f8351b27
com.linkedin.iceberg	iceberg-spark3-runtime	0.11.1.19		eef4a0651a8a13826a2fe4dd66bef2afcdd5af57
com.linkedin.iceberg	iceberg-spark3-runtime	0.11.1.2		995135449f241825dddbfc053fb0a90980641483
com.linkedin.iceberg	iceberg-spark3-runtime	0.11.1.20		ccefa29870a4929bc6d373c491118117678fedb0
com.linkedin.iceberg	iceberg-spark3-runtime	0.11.1.22		0808cfc0a34619177fa761ffce992982c4dd940c
com.linkedin.iceberg	iceberg-spark3-runtime	0.11.1.23		0808cfc0a34619177fa761ffce992982c4dd940c
com.linkedin.iceberg	iceberg-spark3-runtime	0.11.1.24		5f0aac23f5daf873bbece83ce9bf9b3b9434edab
com.linkedin.iceberg	iceberg-spark3-runtime	0.11.1.25		5f0aac23f5daf873bbece83ce9bf9b3b9434edab
com.linkedin.iceberg	iceberg-spark3-runtime	0.11.1.26		d7fb09796b0d26c275470e3e238c00b8b37691bc
com.linkedin.iceberg	iceberg-spark3-runtime	0.11.1.27		b7dae164d5c8330ac05104d02b396ffd50bb401e
com.linkedin.iceberg	iceberg-spark3-runtime	0.11.1.28		979f5ce3b365f2b9f8dd8fed296cc0f7e47470bb
com.linkedin.iceberg	iceberg-spark3-runtime	0.11.1.29		765c5fa245b29b08a429d99bf596cf8b4359d80b
com.linkedin.iceberg	iceberg-spark3-runtime	0.11.1.3		995135449f241825dddbfc053fb0a90980641483
com.linkedin.iceberg	iceberg-spark3-runtime	0.11.1.30		51616dd79bdfaf4e5679b7b4cbd9412c8ad3c23e
com.linkedin.iceberg	iceberg-spark3-runtime	0.11.1.31		30cb0b69b89c3b357a553c32dc2c2fd1ba2aaec3
com.linkedin.iceberg	iceberg-spark3-runtime	0.11.1.32		f0b07166e28474dbe4128b1141bba899a7dff525
com.linkedin.iceberg	iceberg-spark3-runtime	0.11.1.33		f67bbbda63968fa79537eef6bb889e7b5d49a632
com.linkedin.iceberg	iceberg-spark3-runtime	0.11.1.4		18e3864c03f3ba5915cc64828ed05dafd1f48701
com.linkedin.iceberg	iceberg-spark3-runtime	0.11.1.8		272430373c92555af837b155afd87e40e7e238f1
com.linkedin.iceberg	iceberg-spark3-runtime	0.11.1.9		44f0522b1753317cc9e697a99c31283bf7a82614
com.msabhi	flywheel	1.0.0-RC		125a9b9c6118f72d98b4ac6afe140d58c72ecb42
com.msabhi	flywheel	1.0.0-RC	all	4b655e900c8aae69af7df523fc41742348074c23
com.msabhi	flywheel	1.0.1-RC		1b9e30d4cf1254fa05a21d384612e63c792226d9
com.msabhi	flywheel	1.0.1-RC	all	062a42256fcd601b1ea8885edbe8ad3f48ec153d
com.msabhi	flywheel	1.0.2-RC		7854b79818c4b44c00525d150c6c4c95fbc63870
com.msabhi	flywheel	1.0.2-RC	all	c97cd675242a0b4e4fee959470cfe8d112a76a52
com.msabhi	flywheel	1.0.3-RC		d3551fdfba511b67acd187a81d0d89f1167f7577
com.msabhi	flywheel	1.0.3-RC	all	e05411fccaa4bb49e2f0b18c4974dff0f6e648ab
com.msabhi	flywheel	1.1.0-RC		82bff457f01e61d84d4daf672a9d6a67bff245d2
com.msabhi	flywheel	1.1.0-RC	all	311fc2c764b29545cc2eb5457d4bba0abc36f6cc
com.msabhi	flywheel	1.1.1-RC		7dab4a0ad163ba13343e9db6618e3aea1f863a15
com.msabhi	flywheel	1.1.1-RC	all	e6b7b50adbf04e0ef83691c06f3e39a40cbddf12
com.msabhi	flywheel	1.1.2-RC		fb9437cba74c5c5eb52be48e62048eafa03ec7c9
com.msabhi	flywheel	1.1.2-RC	all	af2212f2a5b0ddfa87e827122ba840c579ffbbb3
com.msabhi	flywheel	1.1.3-RC		4a5afd602a0da953857c4866f37dab35d57aa481
com.msabhi	flywheel	1.1.3-RC	all	e9a395460f7aee505318908541fc4ee1d88d0090
com.msabhi	flywheel	1.1.4-RC		3855ba2c6b98389725d09add4daf11112a908a9b
com.msabhi	flywheel	1.1.4-RC	all	98ebe813823545cade2aa0fed0bc218a3f4d0504
com.msabhi	flywheel	1.1.5-RC		a85b8939bb8ad92ae9bb250a5d8923c75ca6f1ac
com.oopsguy.kaptcha	kaptcha	1.0.0-beta		7cfbe5590c5203c1594561fe42c0bd57a1004c45
com.oopsguy.kaptcha	kaptcha	1.0.0-beta-2		738b00de9173fe6644cb2781637756da7d66c1eb
com.outr.net	outrnet-tomcat_2.11	1.1.2		a9f05aaf3610c595d13a23230862330c6e0824b7
com.outr.net	outrnet-tomcat_2.11	1.1.3		38c6c951bf0766733264ec7cd4466378f0c065b1
com.outr.net	outrnet-tomcat_2.11	1.1.4		3cb3242babf9c46e9b579081205b1e3de09fd031
com.outr.net	outrnet-tomcat_2.11	1.1.5		096755d6a2059ceaf880412c91c0863b40d24587
com.outr.net	outrnet-tomcat_2.11	1.1.6		636a4490cc4868ff66fad580350ef6fb94cdd295
com.pkware.filesystem	file-attribute-caching	1.0.0		a514b863a03b3c601fcd3bacfacde302cd39ad58
com.pkware.filesystem	file-attribute-caching	1.0.1		df9c493d16bd1d0692e54057a7f00d0c983a3d45
com.pkware.filesystem	file-attribute-caching	1.0.2		2caf574b468ad12c04fa3508c0878d818489ec14
com.pkware.filesystem	file-attribute-caching	1.0.3		c987c2d34e868831f67b044e59dcba217652664d
com.rover12421.AndroidHideApi	huawei	1.2		309c86ade636e4a1be4a89160cb84c65d0e60916
com.rover12421.AndroidHideApi	huawei	1.3		845c90fadda568f86b909dd8e96536d2807cf2d7
com.rover12421.AndroidHideApi	huawei	1.4		9df7413e44574a76a543563efd7ce4ab8f329bac
com.rusticisoftware.hostedengine.client	scormcloud-java-lib	1.1.2		365869a0282a73e287ec2a85827884a1bff6abc5
com.rusticisoftware.hostedengine.client	scormcloud-java-lib	1.1.3		1ea44c7d855295c083e747dc6b69adeec0b02f60
com.squareup.assertj	assertj-android-palette-v7	1.0.0		N/A
com.squareup.assertj	assertj-android-palette-v7	1.0.1		532d78d091a94a69362211ce0687c0acf83fa876
com.squareup.assertj	assertj-android-palette-v7	1.1.0		6c6d756ee8c55160a39b9350bbff0a4bf2eaf140
com.squareup.assertj	assertj-android-palette-v7	1.1.1		930c8738fa5cfa0961423c00d7e1e4ba790c0ffe
com.squareup.assertj	assertj-android-palette-v7	1.2.0		f5eff78731adf313ad24070a2ce3da56606eecb9
com.turtlequeue	sdk.proto.admin	1.0.0		b66db71bf1477afc2bd3b560c34f52581feac225
com.turtlequeue	sdk.proto.admin	1.0.2		e6893c86af804174e228ad1e2a4d3b8aaaa5c488
com.turtlequeue	sdk.proto.admin	1.0.4		cafeaf25275e5141305ecfd6277b2343a65dc794
com.turtlequeue	sdk.proto.admin	1.0.5		fb039a1ca993479593e537fa9b1b913e9480aee8
com.yelstream.topp.furnace	topp-furnace-vertx-addressing	0.1.1		87e0e0163ac0c2fc051fbb509d3bc633d3964985
com.zhufucdev.usearch	core	0.0.1		2da93167b98b902438be00729e303024df41d44e
com.zhufucdev.usearch	core	0.0.2		2587adcae259222c13b5464f71c364f24baba3c1
com.zhufucdev.usearch	core	0.1.0		35b1afba27db9100b31128491611409797887b85
com.zhufucdev.usearch	core	0.2.0		605d2eeb66e275b3730767882b907ae1529a5ad0
dev.zio	zio-test-sbt_0.19	1.0.0-RC15		d52dcc17d59d897b26527cc8fb3a34b36584cd37
dev.zio	zio-test-sbt_0.19	1.0.0-RC16		7b8552263c1b688022b7a1cf940bcb22a81cbd0c
icu.windea.breezeframework	breeze-dsl-critic-markup	3.0.0		416523a96ac33166e28a18450331cddaef4abfb6
int.esa.ccsds.mo	simple-mo-provider	11.0		98e94be276a292feb74d3e48fc81002eb5bdf166
int.esa.ccsds.mo	simple-mo-provider	11.0	jar-with-dependencies	95226fd313766a0973ef7aa41d1a2d42fc6218fb
int.esa.ccsds.mo	simple-mo-provider	11.1		f8bf880a705941b1611e7ff22ea3d769e9753fdc
int.esa.ccsds.mo	simple-mo-provider	11.1	jar-with-dependencies	9bb77c624547c960e8fed599a75190f5320c1c6c
int.esa.ccsds.mo	simple-mo-provider	11.2		0902553c9164988efb1202876938e6cfdb72a029
int.esa.ccsds.mo	simple-mo-provider	11.2	jar-with-dependencies	6f0a2cd7e1db59d0740686b03e5d347df41bd175
int.esa.ccsds.mo	simple-mo-provider	11.3		7ad591adbb622a84fe3172a8fad967a6e0cf2091
int.esa.ccsds.mo	simple-mo-provider	11.3	jar-with-dependencies	ca6a4d271c3e56c92b7187f321ac55e56f631fc3
int.esa.ccsds.mo	simple-mo-provider	12.0		a13992258eb5274e50eb48eaaba22945a88fe4b8
int.esa.ccsds.mo	simple-mo-provider	12.0	jar-with-dependencies	6fb840a46188d02ec3298959867cb87f6b9ac216
io.atomix	atomix-buffer	2.0.0		aa3fdce562612a5c38e88fad179b6189a99d0a8d
io.atomix	atomix-buffer	2.0.0-alpha1		16a8623ee21996880f915e235b113b65fa7e8493
io.atomix	atomix-buffer	2.0.0-raft-beta1		c9e6cc70cae6786557fa9848016086273e336953
io.atomix	atomix-buffer	2.0.0-raft-final		5fb853611ca72a12da8e2085b80508f4297a1b55
io.atomix	atomix-buffer	2.0.1		14c5824aeac099f9fda5e9db758bb5c51a8604b3
io.atomix	atomix-buffer	2.0.10		0b311a863b7daed58e42a1e9542fcdd894fce289
io.atomix	atomix-buffer	2.0.11		ded0d3dcdbf36d749b47e5ff8dc13fafa39080f5
io.atomix	atomix-buffer	2.0.12		2f2fc87b8d553ab7ddd873599634980b855e6422
io.atomix	atomix-buffer	2.0.13		7b19e1d33ba56c50ff5885ad519df69a3c2a9da6
io.atomix	atomix-buffer	2.0.14		de97135ca42a10919a815225e32d4ca2ab74be46
io.atomix	atomix-buffer	2.0.15		7ff8fd2debfd197559b46950528729dc7a143d91
io.atomix	atomix-buffer	2.0.16		32e05a1a2d28c21c2bf14058f7defcb959ace023
io.atomix	atomix-buffer	2.0.17		578621e4b3c64f55cf7e6d12d7b341645d2411e5
io.atomix	atomix-buffer	2.0.18		356e846c4084c7c3e9bba2f1ce2a4942ce859b73
io.atomix	atomix-buffer	2.0.19		1446412716611609f7b4861a25c582ec6c96303e
io.atomix	atomix-buffer	2.0.2		3e38abac6ac18a63ecb54b34ed0b52ed2b6ea9c2
io.atomix	atomix-buffer	2.0.20		bc95b2e8af84c5e29e1331ef67f211c4933dc44f
io.atomix	atomix-buffer	2.0.21		483a47cc767b88207b36cc64aed33aff8f173557
io.atomix	atomix-buffer	2.0.22		528c96d5cfcc684a835665a543b10f83372516bc
io.atomix	atomix-buffer	2.0.23		f55ec1edbd59fea7d0f81e84543cd632e1b19278
io.atomix	atomix-buffer	2.0.24		de8906bd0708485d3dc62aa2c47ef639ad3d64cf
io.atomix	atomix-buffer	2.0.25		5bffcaa189ef4ab98e78ff1585a7b18dcde34229
io.atomix	atomix-buffer	2.0.26		8edcbd6171dfec2c755635b7a5bc8b9030e3568c
io.atomix	atomix-buffer	2.0.27		808dd77eac592310eaf0dfd274cbf94ff64bc95b
io.atomix	atomix-buffer	2.0.28		e82931a13810bdf8a34d3a2a0fa18497a949bb2d
io.atomix	atomix-buffer	2.0.29		37604a33ee729f5f3006deda43a861ec3991d2f4
io.atomix	atomix-buffer	2.0.3		113b86ff237e3285d69962a6bcac384fa82d69cd
io.atomix	atomix-buffer	2.0.30		a76da652ee126a08d576fb037d3f229108c82174
io.atomix	atomix-buffer	2.0.4		aca4f94f44424d6da695cfa79a14b773882624c8
io.atomix	atomix-buffer	2.0.5		92c174156be4c35b45ba8328420cf7e9354c2159
io.atomix	atomix-buffer	2.0.6		0d753158cf65233c8d9864700b6c720efbe1e931
io.atomix	atomix-buffer	2.0.7		b01775d398a3b6c66015f2cd6f143532f67ce482
io.atomix	atomix-buffer	2.0.8		d22e165099c54423e52cf3e360dccb90d3b4fede
io.atomix	atomix-buffer	2.0.9		ec95fa846d10ba5dd1730640e3f54c304e249b3e
io.catappult	appcoins-contract-proxy	0.6.7.0		N/A
io.catappult	appcoins-contract-proxy	0.6.7.2		N/A
io.catappult	appcoins-contract-proxy	0.7.3.0		N/A
io.catappult	appcoins-contract-proxy	0.7.4.0		N/A
io.catappult	appcoins-contract-proxy	0.8.0.0		N/A
io.catappult	appcoins-contract-proxy	0.8.0.1		N/A
io.catappult	appcoins-contract-proxy	0.8.0.2		N/A
io.catappult	appcoins-contract-proxy	0.8.0.3		N/A
io.cdap.cdap	cdap-test	6.0.0		32965b3703dc9084fe4b02305599a61fc0a4b80b
io.cdap.cdap	cdap-test	6.1.1		88b73bbd126ee7b989da9d4cc329c2ce4a1151bb
io.cdap.cdap	cdap-test	6.1.2		fa205291804ae0ae3781d18429f5bec7a80c3d1f
io.cdap.cdap	cdap-test	6.1.3		a6d610b3f643026031c2892b035dcc9760393250
io.cdap.cdap	cdap-test	6.1.4		3cfc953714ec18801cdc838c6ece5113d2f6b7ff
io.cdap.cdap	cdap-test	6.10.0		311a0d5892ba6662add1beb108631481dd995250
io.cdap.cdap	cdap-test	6.10.1		870be3a61a4ad44888420f9473171e8b6a4288c3
io.cdap.cdap	cdap-test	6.11.0		ae4e625bbea805f161155a953d719db4350e0a93
io.cdap.cdap	cdap-test	6.2.0		c3bf9da7d0825a09b24a02589ab382aaddc078ed
io.cdap.cdap	cdap-test	6.2.1		0b97f236365e174a82dede235e3f7126384e35ea
io.cdap.cdap	cdap-test	6.2.2		3e5381ff0058fec7cc7967d1b4116b03d3d26042
io.cdap.cdap	cdap-test	6.2.3		76f8ef0231338d72f19b6c652ee06c3ebcf2ae43
io.cdap.cdap	cdap-test	6.3.0		1b7ebae595224f82cbaa1b8aaf8ff2af0d5f12c8
io.cdap.cdap	cdap-test	6.4.0		e6068af349a894646e8d58f52dbc3d8e473fc863
io.cdap.cdap	cdap-test	6.4.1		6059ddf951f40e8212a1506f0b8a11f7c118dd93
io.cdap.cdap	cdap-test	6.5.0		de92d4a12a96b212b59686b67e89cb1705fef728
io.cdap.cdap	cdap-test	6.5.1		5b61d85a4fc384946cfe78112a8ff40c05e1ee98
io.cdap.cdap	cdap-test	6.6.0		f38c8445b2b17a9daf326682a41f8fceb0b8e4dd
io.cdap.cdap	cdap-test	6.7.0		6c3c6bb7bb1e2fa9064361fff1662952610f02aa
io.cdap.cdap	cdap-test	6.7.1		7f54c29c0f6b4f7755cee1b0c5cec2a24408b694
io.cdap.cdap	cdap-test	6.7.2		c13e75bca826445d4950cd73808694d80ae54d5a
io.cdap.cdap	cdap-test	6.7.3		6f2d92624679eb89a832f79f1a84baf798dfbf8c
io.cdap.cdap	cdap-test	6.8.0		50f2c2ad4cfd7dce5d82114bc597a1db55bab7f2
io.cdap.cdap	cdap-test	6.8.1		fb865acca98ad5b8324e7c85b6f3e1c36c1d7e9a
io.cdap.cdap	cdap-test	6.8.3		2e7815b82820b13c4b00833fdd93e1634b228b91
io.cdap.cdap	cdap-test	6.9.0		8982e41fee740b0b60fb860435a98f5e7b0b3168
io.cdap.cdap	cdap-test	6.9.1		4acfa570512a1370035d1e57bd2e6244d61a888a
io.cdap.cdap	cdap-test	6.9.2		4701cdd25242617b3400d73522d8878290a78b50
io.chrisdavenport	process_sjs1_2.12	0.0.1		7c2c080ff9c02c9d504d2c289a04857d5cd2eaea
io.chrisdavenport	process_sjs1_2.12	0.0.2		3000cf9ebc51ad7b74a2ff4df6e2511324a2a5eb
io.geewit.weixin.api	api-mp	1.0.10		185dc7ca6fc2c7ed0e08429636aa8e7c7c809c9f
io.geewit.weixin.api	api-mp	1.0.9		bf84d675fbe7e7730e42683f22f81be6e5d715d0
io.github.aughtone	format-datetime-android	1.0.0		N/A
io.github.aughtone	format-datetime-android	1.0.0-alpha3		N/A
io.github.edgehub-repo	Java-SDK	1.0.7		bc5972830280b9261f64e1a022d2919794d95edd
io.github.pahinaa.kwhen	kwhen-iossimulatorarm64	0.0.1		N/A
io.github.pahinaa.kwhen	kwhen-iossimulatorarm64	0.0.1	metadata	48cc4cf3fd1060a0a0f6f43233c56432ae90c730
io.github.pahinaa.kwhen	kwhen-iossimulatorarm64	0.0.2		N/A
io.github.pahinaa.kwhen	kwhen-iossimulatorarm64	0.0.2	metadata	8d45847a7ac26ec63a1bc9d7ccb70d8a14a4137f
io.github.pahinaa.kwhen	kwhen-iossimulatorarm64	0.0.3		N/A
io.github.pahinaa.kwhen	kwhen-iossimulatorarm64	0.0.3	metadata	aa743ffb6744eaadb86282356d29a17d8f264831
io.github.pahinaa.kwhen	kwhen-iossimulatorarm64	0.0.4		N/A
io.github.pahinaa.kwhen	kwhen-iossimulatorarm64	0.0.4	metadata	8d82925f6162329c02b2e293536488e3b1d7d521
io.github.pahinaa.kwhen	kwhen-iossimulatorarm64	0.0.5		N/A
io.github.pahinaa.kwhen	kwhen-iossimulatorarm64	0.0.5	metadata	9f5458d3b0137a066ab916f8c4bade7f492f035d
io.kotest.extensions	kotest-assertions-arrow-watchosarm32	1.2.0		N/A
io.kotest.extensions	kotest-assertions-arrow-watchosarm32	1.2.1		N/A
io.kotest.extensions	kotest-assertions-arrow-watchosarm32	1.2.2		N/A
io.kotest.extensions	kotest-assertions-arrow-watchosarm32	1.2.3		N/A
io.kotest.extensions	kotest-assertions-arrow-watchosarm32	1.2.4		N/A
io.kotest.extensions	kotest-assertions-arrow-watchosarm32	1.2.5		N/A
io.kotest.extensions	kotest-assertions-arrow-watchosarm32	1.2.5	metadata	33a4faa8ea01c2a00c32fa1406ae8c29772e48ef
io.kotest.extensions	kotest-assertions-arrow-watchosarm32	1.3.0		N/A
io.kotest.extensions	kotest-assertions-arrow-watchosarm32	1.3.0	metadata	31d436f62b6fe0a8911a8d01c7cddffc79c02597
io.kotest.extensions	kotest-assertions-arrow-watchosarm32	1.3.2		N/A
io.kotest.extensions	kotest-assertions-arrow-watchosarm32	1.3.2	metadata	9c92724a719d7c8e4843c0af3f9df4228500fb90
io.kotest.extensions	kotest-assertions-arrow-watchosarm32	1.3.3		N/A
io.kotest.extensions	kotest-assertions-arrow-watchosarm32	1.3.3	metadata	b5f94b1bd90f7be8cf5f30003747dd3e3558e23a
io.kotest.extensions	kotest-assertions-arrow-watchosarm32	1.4.0		N/A
io.kotest.extensions	kotest-assertions-arrow-watchosarm32	1.4.0	metadata	24002e80472d6219da23390e7e16a7414d37d073
io.kotest.extensions	kotest-assertions-arrow-watchosarm32	2.0.0		N/A
io.kotest.extensions	kotest-assertions-arrow-watchosarm32	2.0.0	metadata	5cec7eb21414e54e280147086dd054f5e16b9070
io.matthewnelson.kmp-tor	common-core-mingwx64	2.1.0		N/A
io.matthewnelson.kmp-tor	common-core-mingwx64	2.1.1		N/A
io.matthewnelson.kmp-tor	common-core-mingwx64	2.1.2		N/A
io.matthewnelson.kmp-tor	common-core-mingwx64	2.2.0		N/A
io.micronaut.graphql	micronaut-graphql-gorm	1.1.1		bcb76f837a975c437ca90f13bfaf839e34f0342e
io.micronaut.graphql	micronaut-graphql-gorm	1.1.2		98712044faad8b28bcd169d229d9ba30f5931cac
