cn.com.tltim.pigx	pigx-common-security	5.0.0-20240820		9bd0b45aefb56bed9ab7b3ad9c0d730480c6fd62
io.dropwizard.archetypes	dropwizard-archetypes	1.3.0-rc4		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.0-rc5		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.0-rc6		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.0-rc7		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.1		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.10		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.11		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.12		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.13		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.14		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.15		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.16		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.17		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.18		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.19		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.2		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.20		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.21		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.22		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.23		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.24		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.25		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.25-beta.2		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.26		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.27		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.28		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.29		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.3		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.4		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.5		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.6		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.7		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.8		N/A
io.dropwizard.archetypes	dropwizard-archetypes	1.3.9		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.0		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.0-rc0+test8		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.0-rc1		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.0-rc10		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.0-rc11		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.0-rc12		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.0-rc13		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.0-rc14		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.0-rc2		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.0-rc3		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.0-rc4		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.0-rc5		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.0-rc9		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.1		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.10		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.11		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.12		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.13		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.14		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.15		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.16		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.17		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.18		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.19		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.2		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.20		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.21		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.22		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.23		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.24		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.25		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.26		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.27		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.28		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.29		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.3		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.30		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.31		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.32		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.33		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.34		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.35		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.4		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.5		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.6		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.7		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.8		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.0.9		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.1.0		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.1.0-beta.1		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.1.0-beta.2		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.1.0-beta.3		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.1.0-beta.4		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.1.0-beta.5		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.1.0-beta.6		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.1.0-beta.7		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.1.0-beta.8		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.1.0-beta.9		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.1.1		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.1.10		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.1.11		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.1.12		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.1.2		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.1.3		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.1.4		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.1.5		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.1.6		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.1.7		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.1.8		N/A
io.dropwizard.archetypes	dropwizard-archetypes	2.1.9		N/A
io.dropwizard.archetypes	dropwizard-archetypes	3.0.0		N/A
io.dropwizard.archetypes	dropwizard-archetypes	3.0.0-beta.1		N/A
io.dropwizard.archetypes	dropwizard-archetypes	3.0.0-beta.2		N/A
io.dropwizard.archetypes	dropwizard-archetypes	3.0.0-beta.3		N/A
io.dropwizard.archetypes	dropwizard-archetypes	3.0.0-beta.4		N/A
io.dropwizard.archetypes	dropwizard-archetypes	3.0.0-beta.5		N/A
io.dropwizard.archetypes	dropwizard-archetypes	3.0.1		N/A
io.dropwizard.archetypes	dropwizard-archetypes	3.0.10		N/A
io.dropwizard.archetypes	dropwizard-archetypes	3.0.11		N/A
io.dropwizard.archetypes	dropwizard-archetypes	3.0.12		N/A
io.dropwizard.archetypes	dropwizard-archetypes	3.0.13		N/A
io.dropwizard.archetypes	dropwizard-archetypes	3.0.2		N/A
io.dropwizard.archetypes	dropwizard-archetypes	3.0.3		N/A
io.dropwizard.archetypes	dropwizard-archetypes	3.0.4		N/A
io.dropwizard.archetypes	dropwizard-archetypes	3.0.5		N/A
io.dropwizard.archetypes	dropwizard-archetypes	3.0.6		N/A
io.dropwizard.archetypes	dropwizard-archetypes	3.0.7		N/A
io.dropwizard.archetypes	dropwizard-archetypes	3.0.8		N/A
io.dropwizard.archetypes	dropwizard-archetypes	3.0.9		N/A
io.dropwizard.archetypes	dropwizard-archetypes	4.0.0		N/A
io.dropwizard.archetypes	dropwizard-archetypes	4.0.0-beta.1		N/A
io.dropwizard.archetypes	dropwizard-archetypes	4.0.0-beta.2		N/A
io.dropwizard.archetypes	dropwizard-archetypes	4.0.0-beta.3		N/A
io.dropwizard.archetypes	dropwizard-archetypes	4.0.0-beta.4		N/A
io.dropwizard.archetypes	dropwizard-archetypes	4.0.1		N/A
io.dropwizard.archetypes	dropwizard-archetypes	4.0.10		N/A
io.dropwizard.archetypes	dropwizard-archetypes	4.0.11		N/A
io.dropwizard.archetypes	dropwizard-archetypes	4.0.12		N/A
io.dropwizard.archetypes	dropwizard-archetypes	4.0.13		N/A
io.dropwizard.archetypes	dropwizard-archetypes	4.0.2		N/A
io.dropwizard.archetypes	dropwizard-archetypes	4.0.3		N/A
io.dropwizard.archetypes	dropwizard-archetypes	4.0.4		N/A
io.dropwizard.archetypes	dropwizard-archetypes	4.0.5		N/A
io.dropwizard.archetypes	dropwizard-archetypes	4.0.6		N/A
io.dropwizard.archetypes	dropwizard-archetypes	4.0.7		N/A
io.dropwizard.archetypes	dropwizard-archetypes	4.0.8		N/A
io.dropwizard.archetypes	dropwizard-archetypes	4.0.9		N/A
io.dropwizard.archetypes	dropwizard-archetypes	5.0.0-rc.1		N/A
io.dropwizard.archetypes	dropwizard-archetypes	5.0.0-rc.2		N/A
io.github.jakepalanca.common	common-models	1.0.0		e78675aa154d2a61e5a92de69c687b134efd4134
io.github.jakepalanca.common	common-models	1.0.1		65e69a0df17f20db915acaeba55fd9a373f03351
io.github.jakepalanca.common	common-models	1.0.10		d919e53363c4c66f72f7971f4e5992732f61a373
io.github.jakepalanca.common	common-models	1.0.2		8d0724dfea41c6bdb63c334794fd731a21679180
io.github.jakepalanca.common	common-models	1.0.3		e3f1296edd146e9601b09ba5b7068ba6ee898cf3
io.github.jakepalanca.common	common-models	1.0.4		071312b27f3275bb4e98c1112d2cbe8577d6d6db
io.github.jakepalanca.common	common-models	1.0.5		72cc80f3dad62accb70ca06579e6548c2573f10d
io.github.jakepalanca.common	common-models	1.0.6		95891411c98b36eecf78426d7f277ecd132aa81b
io.github.jakepalanca.common	common-models	1.0.7		bceb5d3049bddcf7645bcb67015ba90b9451426b
io.github.jakepalanca.common	common-models	1.0.8		d1d502286a2af7f018abeafd417e3a49f45de913
io.github.jakepalanca.common	common-models	1.0.9		7e56befe3b8c6e8f003668af0a376626f35edb9d
io.github.jakepalanca.common	common-models	1.1.0		429cb40eaeaf36370a5693769ea3d91de18d7fb2
io.github.jakepalanca.common	common-models	1.1.1		68b39ec35bb1ea3c0026d6e67c3083e5c1e55d9c
io.github.jakepalanca.common	common-models	1.1.2		f0ccdbc778bae7c6b599433affb6c8d0e4267908
io.github.jakepalanca.common	common-models	1.1.3		c8e2176f46475639d39b6358a92063f4734f7c5d
io.github.jakepalanca.common	common-models	1.1.4		75859468fd479a94a1cfa8e8a6a2f9c963e42a3c
io.github.jakepalanca.common	common-models	1.1.5		e596de8b34f0de7da4c7df93eb0569a9d1089c3e
io.github.jakepalanca.common	common-models	1.1.6		0603c124210d5fdcb50b56a68d8d73b16166ffaa
io.github.jakepalanca.common	common-models	1.1.7		0c7cdce2b53032abc2a03c2b116856243f9bce2a
io.github.jakepalanca.common	common-models	1.1.8		e7337d262e705c7fd1d1c24168e767f1e927c225
io.github.jakepalanca.common	common-models	1.1.9		6e07167fe92a7e808178b865b4fccbe272b4e58c
io.github.jakepalanca.common	common-models	1.2.0		ed8cd70e88abd0ab310b8c4d60a61aed27f9f70e
io.github.jakepalanca.common	common-models	1.2.1		5742f11ad90a68891cbaf338190631908205f249
io.github.jakepalanca.common	common-models	1.2.2		4095a2e620517ee2c7f32d45bd3bc30ddd999762
io.github.jakepalanca.common	common-models	1.2.3		099ece2955fa5a186b7f980093ebb556336d1b9d
io.github.jakepalanca.common	common-models	1.2.4		8e7c94775c86b09ef8e8051696894527b1d12635
io.github.jakepalanca.common	common-models	1.2.5		2e33f4794eab1aafd03215ff7b6308e6b7469def
io.github.jakepalanca.common	common-models	1.2.6		4bd1892bd7f9a948d37203e10cb4a70dd32c0b40
io.github.jakepalanca.common	common-models	1.2.7		bcfa1a363c47ac0e15c40c3bfab228a9284a063b
io.github.jakepalanca.common	common-models	1.2.8		d65fe327d1571b8d19bac4d4a38619c7d8cb3424
io.github.jakepalanca.common	common-models	1.2.9		a9a635f3532acd21c7e17a3c34efea51dc97c81c
io.github.jakepalanca.common	common-models	1.3.0		247c14798e44d758bd1ef34a9b70a1f93734f17d
io.github.jakepalanca.common	common-models	1.3.1		e9bf5ce0ec942d296a2e027e57e330c36193c5a0
io.github.jakepalanca.common	common-models	1.3.2		a4f41c9f4c993a10f6e44a13f64a7a48defe3833
io.github.jakepalanca.common	common-models	1.3.3		ea91567f031fa02e37f2ed25a2f4555845cb4295
io.github.jakepalanca.common	common-models	1.3.4		74223e467f5aacf46b536a907cd4e332d0f6e472
io.github.lmikoto	mikoto-utils	1.0.0.RELEASE		f98aa4e0a57197b5f3e194f90f79b545b929e0d4
io.github.lmikoto	mikoto-utils	1.1.0.RELEASE		2fa637019fd6f7d764de5433de49782b1858ca86
io.github.zhangzih4n	compose-font-lxgw-wenkai-mono-bundled-wasm-js	1.511		N/A
io.github.zhul-cloud	zhul-component-core-all	1.3.0		01ae53d6b43194f4bee814493125df33559d3592
io.github.zhul-cloud	zhul-component-core-all	1.3.1		fc94371e086476abf3ffa8b4fc9e2ac31ddcf5e8
io.matthewnelson.kotlin-components	kmp-tor-binary-macosarm64-jvm	4.7.10-1		7343ae35592dd1b1f1b76e278c83784e5ace559f
io.matthewnelson.kotlin-components	kmp-tor-binary-macosarm64-jvm	4.7.11-0		53927d0dc7501afe08b4b90b823672cc5d41897c
io.matthewnelson.kotlin-components	kmp-tor-binary-macosarm64-jvm	4.7.12-0		9bfc274f423f110a9fe688598a359d51cad37c92
io.matthewnelson.kotlin-components	kmp-tor-binary-macosarm64-jvm	4.7.12-1		444ee407c27b8afc604b2a12c8425d638e964fdd
io.matthewnelson.kotlin-components	kmp-tor-binary-macosarm64-jvm	4.7.12-2		444ee407c27b8afc604b2a12c8425d638e964fdd
io.matthewnelson.kotlin-components	kmp-tor-binary-macosarm64-jvm	4.7.13-0		cf1863a444eae3f0e0788ae8c7e25e4c6638d10c
io.matthewnelson.kotlin-components	kmp-tor-binary-macosarm64-jvm	4.7.13-1		1f16389a9e807069ad7cc22825e10f5eb19f14d6
io.matthewnelson.kotlin-components	kmp-tor-binary-macosarm64-jvm	4.7.13-2		7ae7efc27c055ec630e9e143d819468f864ab436
io.matthewnelson.kotlin-components	kmp-tor-binary-macosarm64-jvm	4.7.13-3		465b741b952f3315813b5bd804382ba42e8248d3
io.matthewnelson.kotlin-components	kmp-tor-binary-macosarm64-jvm	4.7.13-4		465b741b952f3315813b5bd804382ba42e8248d3
io.matthewnelson.kotlin-components	kmp-tor-binary-macosarm64-jvm	4.8.10-0		9b2a17ce79741bfe5382313ad40b163b21b3d50e
io.matthewnelson.kotlin-components	kmp-tor-binary-macosarm64-jvm	4.8.6-0		e0335c785b24c4a33c22a4b2bf6b288dcd21543b
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.1.0-alpha		bbda7cea6250cb4cb86e4dffa595b461df6e98d1
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.1.0-alpha	all	9a948ec4bc3fed39271a4d7bbb4d49832de572db
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.10.0-alpha		bdce4a446cc701c0ffd9c7b3fd5a5a9140432ab4
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.10.1-alpha		db4fa9fbe726e4bf0579513de6f5ad9817cd2b9d
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.11.0-alpha		50ea694ea125d83ac7eb783571cf1d1b0f84759d
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.11.1-alpha		0f505595f9f22a7d01153bae0bfb062e7f8243dd
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.12.0-alpha		065c063e139f139caef884c18db66c0b1cf787b4
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.12.1-alpha		7341739997da4de3213549ac6e59430b7f0dc1ae
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.13.0-alpha		6c67518805ed7cf306f7d9f34e83302c50082016
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.13.1-alpha		3e482b1ec78d0cb87271e1061a70b157d72f730a
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.14.0-alpha		1c01c106d457f06f8811adf4112aef5026b9e807
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.15.0-alpha		ae540c82105ab727d04c5011b7e942fe88a25800
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.16.0-alpha		89a688f7a93c3cbde9cc8039027b82032b1c8818
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.17.0-alpha		e7b99523566d24f0096499eccbe8fe16697cc2c2
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.18.0-alpha		ab411ec89155381a5fd78fc26aa3e245b03844ae
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.19.0-alpha		609b3df1a4e98cbf795b5d32203ffa65727c03a5
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.19.1-alpha		e49f4ed3defc40bcef0640507ee7f19bcc46175e
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.19.2-alpha		deef43105fdb49a6252800be23ad6a28e6e306d6
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.2.0-alpha		e76bca311d9b03d87487269761050b21fff43e59
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.2.0-alpha	all	7bbca38e678345236da675bb94408a949478485e
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.20.0-alpha		85ccf9dead32e258d1f31bf7def71312f9b27064
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.20.1-alpha		d4c1fe5ae7c1d6366831f6b3ff62393d871fb65f
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.20.2-alpha		3b4ef84a780c08cb981edd85edfb6ef66959f4b7
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.21.0-alpha		55c024704c4abebf208bd157cb12cea2aa8ed1e4
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.22.0-alpha		601cd8da8c89df2ec483037b07480b0e6f5e7c94
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.22.1-alpha		e88f9b23f0da9858b74f7127437d6523464e08c9
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.23.0-alpha		c3804db6f9e14b397abb8970e10393b0b374fc8f
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.24.0-alpha		5c10b75c6544b15b412ae36508c6ccd1d9b26a18
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.25.0-alpha		2a1f3c0e21ddabee5c3f56ac9b62032d71f32150
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.25.1-alpha		ec914d136e8be990575e73e612be15c3bf6cb403
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.26.0-alpha		aefb5ec2e36ffd106464aad984967805134939af
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.27.0-alpha		80f7e4ef200f4a07effff9c67f7d105f54ca44e5
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.28.0-alpha		1c139c61849e611c44400c7121f360333dc0ea04
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.29.0-alpha		a0dd8c3cb152c0dc86c39946adc5d83ce654e7fe
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.3.0-alpha		6d18cc61def0c869c81fba099c39476281230f2f
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.3.0-alpha	all	c1555667b1347a829ba8a5edd249a5cbc6db8911
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.3.1-alpha		N/A
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.3.1-alpha	all	9395ed385b4c02668e8e33795314833b63ccc432
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.30.0-alpha		2bb1de8b5d7a5794c7bfb1092bf50bad7455cb4f
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.31.0-alpha		4366b611a6684605e5a2a84e3c7746e7ff6f3e1a
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.32.0-alpha		52fced5e918139f4c265816e00580dc2163e2e84
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.32.1-alpha		254e63a0d30a90cfd7a535c5f9464d02442264a8
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.33.0-alpha		c26b3f43f1df947b3d02cdd73b5756180f42152d
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.33.1-alpha		d51da9034852c2ca6f0b303585a7f4bc632bbf9e
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.33.2-alpha		0a22f695549618adc16bc38be828426623af34a4
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.33.3-alpha		54dc7a4d7e5f906a59f3490e1120c67d9ba14846
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.33.4-alpha		f7b07248fc6f7002029543dfb36777b6dc1a10eb
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.33.5-alpha		ff3d2b9c330fc1c9a0157cfc0544a3046a384c88
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.33.6-alpha		13e40588ffecd36f9fde3650c1628919e5a57744
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.4.0-alpha		3c94314ca642ebbbea77d2f796cf4ce94a8f5536
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.4.1-alpha		0c6beef8bcd2f54155173bb71ae097bdb2e6fedc
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.5.0-alpha		c75ed16ce0c4ad96bd3a9163caa252bee97e1ed7
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.5.1-alpha		6a1c8785bba1f6f4de92087aa63f3d9138401bfc
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.5.2-alpha		755c8dfc063f44c0a7782cdb24d6f99e112f2ad2
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.5.3-alpha		ca3d991a9ff0e81cacf5ca7b4d315d6e2b85e635
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.6.0-alpha		1682f23af74b11e2dc0cb0efbb24925fd00fedb5
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.6.1-alpha		5efe70ceef25fff5ef879d133ae9ec7b8d63d203
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.6.2-alpha		ee7fa3e4e83e2e42c748dd9c4ae7605b5fdc79cb
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.7.0-alpha		7f95cb83c2bbb8b6d414270f09ade7aec966ca4e
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.7.1-alpha		6d2835b633932240791ca29aec7c078644b95c5a
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.7.2-alpha		6083fdb05e9874e970ee19465550eae55af73174
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.8.0-alpha		d1b0ce2485b3b700eb51ca38a8891474cfa177c4
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.9.0-alpha		0b7108021968f861d9ea04462d9699a630f2f012
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.9.1-alpha		1f2ff587af0401fe2e34b1643e3adf308f1e36bd
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	1.9.2-alpha		9bb4aaa1370ae2b5b224b686b04a992bbada1ef7
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	2.0.0-alpha		cb1cb69758ad9888a97f54da56905bf82bd82602
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	2.1.0-alpha		fda9aa27551bae4cabb1410907ff37f2f0770a9c
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	2.10.0-alpha		ce0bb10537fe19b84015358e86c86d530f9c5d78
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	2.11.0-alpha		d5d10c6bb0056df34e8577fff84d6ec184031efe
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	2.12.0-alpha		eff3484be2305a109540e5d2f104867e6df67186
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	2.13.0-alpha		89bb9b5aaa977b7df341f5dd46b67a9db39ce988
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	2.13.1-alpha		87c4d351e9835ec631a298ff3150b059d36014b7
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	2.13.2-alpha		9dbcf4023086e3897d692f8c28bf18d5874b2d1a
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	2.13.3-alpha		43a9fdf2999b16a41c33c5a1e3ac991f83225335
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	2.14.0-alpha		ddcbdf9110b8900886b0032620e896482a945507
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	2.15.0-alpha		437ef7300635fa82334a8d32c3d2cc3ef6c9ef5b
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-mongo-4.0	2.2.0-alpha		f019e5c4bb59cad92cb29096e4b3f4777ee650cc
