ca.dsolutions	javafx	1.0		e870b2d60a98ab560e29dc7b91b5a26691d4bf77
com.liferay.commerce	com.liferay.commerce.initializer.util	6.0.14		4e8d8dc867a97d4d070ae146b324035722bcd7bb
com.liferay.commerce	com.liferay.commerce.initializer.util	6.0.15		f9fc3fe402f98f65952f29cb898489b6ed291bda
com.liferay.commerce	com.liferay.commerce.initializer.util	6.0.16		77d16dd8f6f4a8da0187f75ab84a106e50e2e53c
com.liferay.commerce	com.liferay.commerce.initializer.util	6.0.17		bc571d73080379bb8b03a64b6ac4eff30c873195
com.liferay.commerce	com.liferay.commerce.initializer.util	6.0.18		9553eaf4cddbe6670a96054193fba84529a9a3d8
com.liferay.commerce	com.liferay.commerce.initializer.util	6.0.19		91365014da8376944a1ce2b393377d5b6963b633
com.liferay.commerce	com.liferay.commerce.initializer.util	6.0.2		ad92016b54b8ddec042bc3522a44b93ae5ee5c98
com.liferay.commerce	com.liferay.commerce.initializer.util	6.0.20		08b481f63b1f055639e6d3b8fd54ee81913c8e49
com.liferay.commerce	com.liferay.commerce.initializer.util	6.0.21		7866d90d4128b813bf1a5a04dd30bb319d2978e7
com.liferay.commerce	com.liferay.commerce.initializer.util	6.0.22		2a16891c5f6dfc0c13837ac3c024d2debfa85aff
com.liferay.commerce	com.liferay.commerce.initializer.util	6.0.23		47f98cd86468d302f75fbf461c66b3abd18a4302
com.liferay.commerce	com.liferay.commerce.initializer.util	6.0.24		18a9766b7ffb16f3450ee279102d9647cc814b52
com.liferay.commerce	com.liferay.commerce.initializer.util	6.0.25		a8f2d75850a0b447c437a0348e23d1b86cda4587
com.liferay.commerce	com.liferay.commerce.initializer.util	6.0.26		4c9e30726ca1cfd3d4f49fdfbba3f089e615370a
com.liferay.commerce	com.liferay.commerce.initializer.util	6.0.3		ef3b16c66c33e549dda0fbd557f23dc490192f4d
com.liferay.commerce	com.liferay.commerce.initializer.util	6.0.4		7d88094eb8bbd109ac3add3fd58e17920173dc55
com.liferay.commerce	com.liferay.commerce.initializer.util	6.0.5		22b8c5c3b7ce71ca9106db261570aaaa7cb5d370
com.liferay.commerce	com.liferay.commerce.initializer.util	6.0.6		52ec3e46cfb668934993b51aaf9755500d92b172
com.liferay.commerce	com.liferay.commerce.initializer.util	6.0.7		b23a5c4a4e3e8a6fa6b3f83610e3d52171949533
com.liferay.commerce	com.liferay.commerce.initializer.util	6.0.8		fd695776b0a9b895f2b89c0d43d3ce53bb5f57bb
com.liferay.commerce	com.liferay.commerce.initializer.util	6.0.9		be1c67d052ca7d4f8e364d274e8a432027f5e741
com.liferay.commerce	com.liferay.commerce.initializer.util	7.0.0		3487c19061cb8058e3f9e687af69a9773871d7e1
com.liferay.commerce	com.liferay.commerce.initializer.util	7.0.1		47b912551a45bed56d1eb1705d60a7965ed40bb4
com.liferay.commerce	com.liferay.commerce.initializer.util	7.0.2		d808fcacb7ae1a8af6495bc243784f928eeb3cf3
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.0		fb4eba42490daaf4bc66d0e53aa6531834c908e5
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.1		4371aa93f5d1d420487b6c4bb5a3fc6b967d06f6
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.10		c5ddc1c364b32421b2e03f00d6d582748d2372aa
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.11		87c650944e7c513b78ee152ecdad96e70376ee18
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.12		dd0e11e9d06f7c4a9425e767fc40e8f986f992d2
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.13		e1928749b91e7ae951cc870fd50190453969bf31
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.14		63e5bec9a3b3a77181ec5fd81db9f5121a2c1a1c
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.15		a6f177dd3b2cde54fbbb19941a7e961b977f7a3a
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.16		acaf563258c1a067d23d72a51b26593cec1362ea
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.17		7b850fe5b312e4ddbb556ef732b17f783514209a
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.18		32cfc821b688260a6935aaf5621614fa6bdd978b
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.19		3b3e971c5297b596fc460f3da2d99c1c899a8b89
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.2		e2c7bf446819040c9e47301f842fb1dc1cb33499
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.20		b8c95b6b7dafcc2f62bea5eb2fd23efc431d376f
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.21		8897c89ae5e96a0824ef2a8f85ec4a517b7aa7a4
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.22		cd286a26d64f30d8c66276a5fce32bc14dcb0512
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.23		3004abe2a07d09e25c09431f96b634f4200b6f93
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.24		217b7755fc87ac0d304d3433867073674eaf852f
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.25		2799ef1b796c44d6b7f7f3cbcb62f002b18b1c13
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.26		28db50ac762baee1240854b3a6fd7b1d8d5bfb0c
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.27		496ad071e54eb105494826e59f5bde7bb55af03a
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.28		2f119c95629f1f3750685a357abbbb94f2395a8a
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.29		98d4c70145005ab90c5334970e9ab12ba5091a22
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.3		66281af8f110a1c783e5a4ff39e74c36f91d9929
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.30		b26fd3a0916b293d03bc773e985139a9e6d595bb
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.31		399457d7a592e194ea7ad84609d8e94fef393fd4
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.32		d3de47cec2ee026d9f5c46dc384bbb9b18e7fff6
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.33		a4c5fa95f2b079709be1654a3fa6ed5f2d35f663
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.34		6ecde89b373926bafa571f9bc9db6a3a29437e90
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.35		a80fb5db0f30413f3e9e0c5924df1ec0602d0081
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.36		4c12ef1f5e84c40e630d49d29097f523f84392c3
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.37		99ae5b60351a5904573f9c9d5a49790be513c6f9
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.38		a7e8ab84cfef0989c2558c62c5e10643bcbd5d31
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.39		d1e9e9cc1ae712393d96ba6ae2eb5d5720450332
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.4		bec34d36e1111194f217cec2383b01d2044b94fa
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.40		bc05ba7b277a607ebbcf73588198e4f537864aeb
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.41		6b386d555d85237a91630bf2afb058b80cd678dd
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.42		c8daf5e2bad33fa35fcc0ce8f29130b567b02e0b
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.43		e1b91b3d7a2251fc7732e77e47e73ed2c0acd053
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.44		88b5965453b55b2509f2cddb56426df3a8012049
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.45		4ae62a99da94d2e272bc24fe19367b5e64bc30b6
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.46		02579d60afcb3cc7d861c6eda108d2c780a404ca
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.47		e28700e9bd0bc4a36d8e65a074f0e32cd6a006a2
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.48		765d59a3191bcf32c20f54cf282defdaea08151e
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.49		c8684c0c89c58882cdaa5edd9c5ac964940762ef
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.5		edc3321b4058c5093e921288ddd2cd22bcd1d2cb
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.50		d0b484ef1267972b9413f9875574da1057bacea5
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.51		9134675b7208853afab6319979c4fbfc78833450
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.52		936717d8cb198f6fd017f4d982cd83244e4c87c2
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.53		cc9a78e956ea2f1da28d8f508520337c0df6ed12
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.54		d5018af50ae883852dae48d598fa1219180569c7
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.55		5eedd796f4d2fe31a68c4d664ffe40d50014f4a8
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.56		4b28f956ee723d28477132530afbc5bbecaace63
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.57		27364d3170f93d141c2f04ffc85608f34041884f
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.58		dd59309d5246ca6e52f4d43b04f45d47846d67cc
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.59		682bb8b84861b42d27d947284e1b4c2b4db7d281
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.6		a18959bfb5333e57da5865ce8dca4a99069ab967
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.60		9d6face14be6def861c8eda8b73d6e5255a90ba5
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.7		2ccbdaf7548454c00bcb66e024a8f49b3ec8366a
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.8		92221467165e1aa453ee433f17c3ebff873646d2
com.liferay.commerce	com.liferay.commerce.initializer.util	8.0.9		N/A
com.liferay.commerce	com.liferay.commerce.initializer.util	9.0.0		87a0fb1cf5aeadddecb87bb819474a13196ca273
com.liferay.commerce	com.liferay.commerce.initializer.util	9.0.1		a7fdf34d2b06fc3bc91670748e719716e0f95135
com.liferay.commerce	com.liferay.commerce.initializer.util	9.0.10		63f258cff69015799a6429bc5020fd93b7473fd2
com.liferay.commerce	com.liferay.commerce.initializer.util	9.0.11		673cd5d20583c472715cd814392ecc8b4bf1e637
com.liferay.commerce	com.liferay.commerce.initializer.util	9.0.12		4a6ec4c1268675ee4fb6ec95889337ab438a1485
com.liferay.commerce	com.liferay.commerce.initializer.util	9.0.13		e5e007dbf86d5cacefa53907c58c2874eedd968f
com.liferay.commerce	com.liferay.commerce.initializer.util	9.0.14		99cb6e5ae8144822040c9c9542f89780430958b7
com.liferay.commerce	com.liferay.commerce.initializer.util	9.0.15		297848c4413760d432db88902f1633c660989941
com.liferay.commerce	com.liferay.commerce.initializer.util	9.0.2		3740e6404781de408fa7bc778526ae64585a38dc
com.liferay.commerce	com.liferay.commerce.initializer.util	9.0.3		71c1672bfb3f83b24415848ae1e6d52da5b4444b
com.liferay.commerce	com.liferay.commerce.initializer.util	9.0.4		766ea0b38f074c12ce1d82f460daf2b65f6bf477
com.liferay.commerce	com.liferay.commerce.initializer.util	9.0.5		c50704e903d0c2f20ba35e2ed02bbf214c6eda81
com.liferay.commerce	com.liferay.commerce.initializer.util	9.0.6		24a9cf32392b568393c263820f025dfd3bd2646b
com.liferay.commerce	com.liferay.commerce.initializer.util	9.0.7		903e96acaeb138f5675d70f3e3d23d05311eb1e6
com.liferay.commerce	com.liferay.commerce.initializer.util	9.0.8		6a7f1790ff6f9c3b296c7fbadc4a645ca926f369
com.liferay.commerce	com.liferay.commerce.initializer.util	9.0.9		427dfbf9ac26eeff73dd37923d37e863a14136ee
com.microsoft.reef	reef-poison	0.4		df30f5e57dd248a4f1e83dd124ee90f5982866fd
com.microsoft.reef	reef-poison	0.5		6b22a69c7523c471b142d83bfb0b0b1d23f3d98a
com.microsoft.reef	reef-poison	0.6		bb7f7a472e65e787cec3a321a0f761846cb18731
com.microsoft.reef	reef-poison	0.7		068a3ef1c38519a28c93c7601521f5461416d99b
com.microsoft.reef	reef-poison	0.8		da71ad0fbbfe599fe3859043ebc450807d218509
com.microsoft.reef	reef-poison	0.9		a4d4559cb785f81c7d38e38705dcb789b5ed38a7
com.softwaremill.macwire	macros_sjs1_2.13	2.4.0		6c980a86873d35326587e650e9c004fa6d06fd6f
com.softwaremill.macwire	macros_sjs1_2.13	2.4.1		5698479e0c92e15d3cd1a267b6d9cb5f834e2d05
com.softwaremill.macwire	macros_sjs1_2.13	2.4.2		6de41141b954e1b523eac35e5fe028460ac89688
com.softwaremill.macwire	macros_sjs1_2.13	2.5.0		659696decd9575a113c61c519a012cc5ea927f21
com.softwaremill.macwire	macros_sjs1_2.13	2.5.2		f50cfb770a86cdd63ed39864652f0832797b4240
com.softwaremill.macwire	macros_sjs1_2.13	2.5.3		a9d0532568906f2571ad8cdc661d1d4589332c80
com.softwaremill.macwire	macros_sjs1_2.13	2.5.4		0b7d4d684b8a0db7974620550f48d39f59013b9b
com.softwaremill.macwire	macros_sjs1_2.13	2.5.6		43ed80babaa1e05c56c598961dd1bd6807f48a5d
com.softwaremill.macwire	macros_sjs1_2.13	2.5.7		4530c741f180c8f19ab7f42a24818ea5cfb2e899
com.softwaremill.macwire	macros_sjs1_2.13	2.5.8		f3ddc501133e76c6306c2174bf6b79a7d2171956
com.softwaremill.macwire	macros_sjs1_2.13	2.5.9		9d2ef753e0f75a04bce3804c9377d18294c6d549
com.softwaremill.macwire	macros_sjs1_2.13	2.6.0		1dc1ec3cc95429e3d94b1ae376ecfae708957801
com.softwaremill.macwire	macros_sjs1_2.13	2.6.1		a351ef4bca57cabe499bbf8bb9c57d6cb48dc5be
com.softwaremill.macwire	macros_sjs1_2.13	2.6.2		81cb9aa299cbd6646898f2389d0a70850e99cd93
com.softwaremill.macwire	macros_sjs1_2.13	2.6.3		a554aaae5c66f2a8035f7f0a9bdf056eb5f3561e
com.softwaremill.macwire	macros_sjs1_2.13	2.6.4		0feee865e8596659e57c6d9773fc63bf1d7c3373
com.softwaremill.macwire	macros_sjs1_2.13	2.6.5		a5654be38f036060da388af8375f638b9de50b35
com.softwaremill.macwire	macros_sjs1_2.13	2.6.6		0f102fdf611d7c899b9b0fb9482f5deca75a578e
com.sparkutils	shim_runtime_3.4.1.oss_3.4_2.13	0.0.1		8123f76e4cb3329fa323e37e3144e150a501688e
com.sparkutils	shim_runtime_3.4.1.oss_3.4_2.13	0.0.1-RC1		f15ef8fc9b6577b2192d91679185139b5acb08ae
com.sparkutils	shim_runtime_3.4.1.oss_3.4_2.13	0.0.1-RC2		3bc51389b646c246d6b9d674e76ae454f82bf36e
com.sparkutils	shim_runtime_3.4.1.oss_3.4_2.13	0.0.1-RC3		4d2615cad06f52adea92cddac41cdc07cbca76b5
com.sparkutils	shim_runtime_3.4.1.oss_3.4_2.13	0.0.1-RC4		8b641dd0e38be97ce9a018cab5827485f7c99c17
com.sparkutils	shim_runtime_3.4.1.oss_3.4_2.13	0.2.0-RC1		0c916db243c5b35002ce2214b236304234d54fab
com.threerings	tripleplay-tools	1.3		2b5c9a8ade44ca3d384a42f6fe4ed6ceb74e0906
com.threerings	tripleplay-tools	1.4		23e6df725b616473d8a874b04a4ed50cc7c992a6
com.threerings	tripleplay-tools	1.5		5a636e86f22e61ac0dae6f8b51d27938c9cfbb65
com.threerings	tripleplay-tools	1.5.1		b8c45329240b70dcbb4ec2867aae5b65e5cf9f6c
com.threerings	tripleplay-tools	1.6		e1c1e29b96cd19a7509656c069ca5f1b5f239208
com.threerings	tripleplay-tools	1.7		9fb13f36bc15dac00fd103343db69f0e609343cb
com.threerings	tripleplay-tools	1.7.1		80d538ad7eb7f07aafe8f65ea2489294604e703c
com.threerings	tripleplay-tools	1.7.2		f18b93bff4d1ab39bd87a3c44de46a96dc8033e8
com.threerings	tripleplay-tools	1.8		9707edc78d0b66fbf089d5d2660f109cc35bbd90
com.threerings	tripleplay-tools	1.8.5		26c12059790908269f244e3158603f0a02951cf5
com.threerings	tripleplay-tools	2.0		8af334dbb663d50fb33f59954e4e38a162df7c26
com.threerings	tripleplay-tools	2.0	jar-with-dependencies	cfe8e5cd3783143e6fa9269cd8997c3368facaad
com.threerings	tripleplay-tools	2.0-rc2		8ddd14f0f8fc5db03b1bd61491521cef002b3b7a
com.threerings	tripleplay-tools	2.0-rc2	jar-with-dependencies	d3ace82d022591aa363ea80f406930333cd8dceb
com.threerings	tripleplay-tools	2.0-rc3		de00c1b317d0aa4e1eb174d2f234c01f1ac57840
com.threerings	tripleplay-tools	2.0-rc3	jar-with-dependencies	dd3426b17410030d90a85dfc76e02f822eb94d29
com.threerings	tripleplay-tools	2.0.1		13325c0cc00b18b056bdd9aa367a65f1d761fc02
com.threerings	tripleplay-tools	2.0.1	jar-with-dependencies	270989c3a4805d8d3c79323fc2ae48e5ea6d6012
com.threerings	tripleplay-tools	2.0.2a		af1b294e5d624bc5b1ae8b4b1a230ffc74d2c68a
com.threerings	tripleplay-tools	2.0.2a	jar-with-dependencies	d1b44e8e061769f9d4ee27c9dba17c4d367de047
com.threerings	tripleplay-tools	2.0.3		4c5172cb8a4491d653dfdee3b3ea2e43d3631091
com.threerings	tripleplay-tools	2.0.3	jar-with-dependencies	12be0859ff2745366c9135a7c34548b575f4c64c
com.threerings	tripleplay-tools	2.0.4		26bc6865af741d834baff1332ee93942cb333c9c
com.threerings	tripleplay-tools	2.0.4	jar-with-dependencies	9d33ae9a27d8f66544d32c4d41cb24ae3833e469
com.threerings	tripleplay-tools	2.0.5		1ccef27c41141dc7e63912eb85afa5c6f3848fbe
com.threerings	tripleplay-tools	2.0.5	jar-with-dependencies	474957131bea9ea4240f507bb9295705af05687a
com.vladmihalcea	hibernate-types-5	1.0.0		9d2862eab5c27fc770adb6f92c910b8fb78e1e34
com.vladmihalcea	hibernate-types-5	1.1.0		7f5463ae52fcbbfd7164d8ba0b6ea064e7b63f24
com.vladmihalcea	hibernate-types-5	1.1.1		4a093e8e30c11ededb642dd00862f79e595d5825
com.vladmihalcea	hibernate-types-5	1.1.2		23b785b5ee3dfb813a50dd7b4524f2f3040bc123
com.vladmihalcea	hibernate-types-5	1.2.0		9a6d1797d2add2225c8c78a3b30e41876a0480fe
com.vladmihalcea	hibernate-types-5	2.0.0		186031abf4bbc68df5367aaae87ed1f512808b82
com.vladmihalcea	hibernate-types-5	2.1.0		aa0249ae68b1b07762b952693303d75e63b29905
com.vladmihalcea	hibernate-types-5	2.1.1		cfd997c139b48bcaece194fdf0dc869ae1691ae7
com.vladmihalcea	hibernate-types-5	2.10.0		80a262b1507bf42384e4dd7d5b1146547bfd5144
com.vladmihalcea	hibernate-types-5	2.10.1		89fa7099ea3eee736670b8dbb31f9fdaae8dade7
com.vladmihalcea	hibernate-types-5	2.10.2		d660cfec6766ea2b5c6cd30af919ff5249196a8a
com.vladmihalcea	hibernate-types-5	2.10.3		40b3b09ff11436200daa56984d3b858d7db1cf3b
com.vladmihalcea	hibernate-types-5	2.10.4		e996fa7d658888ac7dd5d99f7bd6cbbc6a91a6cd
com.vladmihalcea	hibernate-types-5	2.11.0		9e0d3e3945b88fa9482fbb4029d63096fbbc0916
com.vladmihalcea	hibernate-types-5	2.11.1		19c29b577fe5b2e4e49887bbb9e35224fc6f1492
com.vladmihalcea	hibernate-types-5	2.12.0		19cd6835a148c1bc98e7c53e4d504a08bd060795
com.vladmihalcea	hibernate-types-5	2.12.1		7903bfd32d3d9bb90f14fd9fcfd327a14e5b315f
com.vladmihalcea	hibernate-types-5	2.13.0		62efd0c54a6804934a7acf4c317ab088dce3b0eb
com.vladmihalcea	hibernate-types-5	2.14.0		519305660f3d09b6f5adc4b6fcf0322e0af62c89
com.vladmihalcea	hibernate-types-5	2.14.1		4cd06fabe9a77128b6cece99ebb472a2e3e0699c
com.vladmihalcea	hibernate-types-5	2.15.0		a0558b2e708cf42e35cbe7c4d178191e19f2c30d
com.vladmihalcea	hibernate-types-5	2.15.1		fc37ddf471b8d26019094008df2a7fb04c70d8dd
com.vladmihalcea	hibernate-types-5	2.15.2		4bdb5ab9d3a9c319ea6b2a112cc19584163d117b
com.vladmihalcea	hibernate-types-5	2.16.0		18acb7b598caa6ae141457fa4d29969874cff224
com.vladmihalcea	hibernate-types-5	2.16.1		5cf1011afbbd6ef24b0cb8b3fe3d8b871be1cd71
com.vladmihalcea	hibernate-types-5	2.16.2		4afaf6e0dd017002d08bff798c73d2ce4b4862a5
com.vladmihalcea	hibernate-types-5	2.16.3		38a781491f644999d3ea8277781469749f451553
com.vladmihalcea	hibernate-types-5	2.17.0		8c80a366c643f28f3e9e1fc00d3bf0370c0ed207
com.vladmihalcea	hibernate-types-5	2.17.1		36476078c41f69c100d0fe870beec1eea2481b25
com.vladmihalcea	hibernate-types-5	2.17.2		797dc8d17e114fdb4a75b2b89cf6ea0bf3fcdfe9
com.vladmihalcea	hibernate-types-5	2.17.3		1baa8ee76d3b9c230eeb903af8e1629c4e282eda
com.vladmihalcea	hibernate-types-5	2.18.0		f52bf58ab3c437f2a77d456392fe7474e133148f
com.vladmihalcea	hibernate-types-5	2.19.0		dd342902cc7ff4c01c653468769987b86bd83ca9
com.vladmihalcea	hibernate-types-5	2.19.1		c31ad1c180e9a4c894518c60097b412659efaee5
com.vladmihalcea	hibernate-types-5	2.19.2		a3e61e75f83d91eeec8dace853991673dbc7ccab
com.vladmihalcea	hibernate-types-5	2.2.0		69c3003c9d051d149e575db821d357ab99940df4
com.vladmihalcea	hibernate-types-5	2.2.1		2c5be13212c12b5a48f950d84c07017ea1bebce1
com.vladmihalcea	hibernate-types-5	2.2.2		b2c48a3c1ff8600de62a94592b37e3905432aff7
com.vladmihalcea	hibernate-types-5	2.2.3		b2d52a9450e54752974db10bca3ce23979c81f6f
com.vladmihalcea	hibernate-types-5	2.20.0		872ff23cacb39b8e9fbf7bc0de4b3f35c067f87b
com.vladmihalcea	hibernate-types-5	2.21.0		2132b11df6cfa87d1cd1cec39d1b7baa0ea7d9cd
com.vladmihalcea	hibernate-types-5	2.21.1		0592adfac144d0ef2ecd8f6e7fbcd503dc864f3b
com.vladmihalcea	hibernate-types-5	2.3.0		38138eb4f017bb3eb95fbafc24be8e60acb3fa54
com.vladmihalcea	hibernate-types-5	2.3.1		bbc087118d2586328abe8784fad5a4941e04d971
com.vladmihalcea	hibernate-types-5	2.3.2		942b98132efd4ae1589fd6a5cd0b8135286a062f
com.vladmihalcea	hibernate-types-5	2.3.3		a836fc2e44dfb99fbabe28a7793e8df3dee70d51
com.vladmihalcea	hibernate-types-5	2.3.4		cf652a9972b33962250dad82956d0b67d76e305a
com.vladmihalcea	hibernate-types-5	2.3.5		abc3aad281423dc0a176a4f1077e1f567bbbddd0
com.vladmihalcea	hibernate-types-5	2.4.0		ccead1c7acd559b8e294be61005760dfb3968d4a
com.vladmihalcea	hibernate-types-5	2.4.1		8026f120f4e48447a7536ef7dc8b9c25805d813b
com.vladmihalcea	hibernate-types-5	2.4.2		4b87e74f92ff79e695c5710ac3055ecceeb06c8a
com.vladmihalcea	hibernate-types-5	2.4.3		beee736e028311466f191d972822a15706311dd8
com.vladmihalcea	hibernate-types-5	2.4.4		2f41cfdf83eb2bc8aa54d262c573a8de7369b9a4
com.vladmihalcea	hibernate-types-5	2.5.0		b6b7d9e27e8ade2823ad6d31bfbab3af6f0a4723
com.vladmihalcea	hibernate-types-5	2.5.1		29002210205f93d738a67596de69342cc3ebc2c6
com.vladmihalcea	hibernate-types-5	2.6.0		4fb46e6c84214ffec5b91e6b4916353958d9634d
com.vladmihalcea	hibernate-types-5	2.6.1		6ecb3b122e43a99c667113515e2e8c280965b428
com.vladmihalcea	hibernate-types-5	2.7.0		4521d7b032e97369950ad6de6d507fd7b33b3b4e
com.vladmihalcea	hibernate-types-5	2.7.1		97affa938832ae67566217f12fff74ba331ea803
com.vladmihalcea	hibernate-types-5	2.8.0		fd940609e07d9dc2348a9309d1983acc2777f7be
com.vladmihalcea	hibernate-types-5	2.9.0		d7c8c0f0d34ede35854aa787e2f1a470d0f359e7
com.vladmihalcea	hibernate-types-5	2.9.1		ec1c3fba65d309f094822b76591c259f14692034
com.vladmihalcea	hibernate-types-5	2.9.10		94ec35d7778f6719bc42a590208e5f29db359ea0
com.vladmihalcea	hibernate-types-5	2.9.11		53acc0878371f009922bd0f2e1a0bc47f43e8974
com.vladmihalcea	hibernate-types-5	2.9.12		5e31b4f3c0c5fb01a3d1cb9bc1be07d5684f3184
com.vladmihalcea	hibernate-types-5	2.9.13		081cb42272985ed8a7552617f695fe08847f7c60
com.vladmihalcea	hibernate-types-5	2.9.2		af6edce8fd1be04aa0a82dc37886418cf53b4bfb
com.vladmihalcea	hibernate-types-5	2.9.3		35040fb6af0bc92b22d3c0a734512412748cc721
com.vladmihalcea	hibernate-types-5	2.9.4		4080506353f99e18936c56c79c1520cc5fc78442
com.vladmihalcea	hibernate-types-5	2.9.5		e3b2611dd69a13a50a49a74cf92053c76e203d63
com.vladmihalcea	hibernate-types-5	2.9.6		2412783c10ad1c5ee9480fd5774eb9e6ca004d63
com.vladmihalcea	hibernate-types-5	2.9.7		7930cd75f19521fd18354d08d48a840e4ed198af
com.vladmihalcea	hibernate-types-5	2.9.8		e8c956e7387b81a36ec4ffc6f44055df7160f20b
com.vladmihalcea	hibernate-types-5	2.9.9		2dd937611e353ffeb921ebfcc200b699acd9962d
com.wuriyanto	jvm-stash	1.0		dfedbc761d901c8e9a4afa66b6ca0f6dadf57e8d
com.yang-bo.dsl.domains.akka.actor	typed_sjs0.6_2.12	0.0.0+112-d62b792b		09ef6b9c7055bbfc7d64fb8a43fe5909167a37fa
com.yang-bo.dsl.domains.akka.actor	typed_sjs0.6_2.12	0.0.0+114-16d01536		e351f85c98c61fbf3ecc01a57c8d346dcfd56121
com.yang-bo.dsl.domains.akka.actor	typed_sjs0.6_2.12	0.0.0+115-bbb7db72		fba6c4f29bb2f65b1dcd6af70d2f23e3a8aab269
com.yang-bo.dsl.domains.akka.actor	typed_sjs0.6_2.12	0.1.0		ae2e4c565b5614f832402a53f583c26b648b723a
com.yang-bo.dsl.domains.akka.actor	typed_sjs0.6_2.12	0.1.0+1-18c44ced		235a7ee470d90c57d09cefa2af13795165aeb664
com.yang-bo.dsl.domains.akka.actor	typed_sjs0.6_2.12	0.1.0+2-66860c45		a529d3f1e993b304e92ad598afe2ba83c60c0bb1
com.yang-bo.dsl.domains.akka.actor	typed_sjs0.6_2.12	0.1.1		f4bf6b017eee70fd4edf41d122303f0f562178dd
com.yang-bo.dsl.domains.akka.actor	typed_sjs0.6_2.12	0.1.1+1-f1a03915		778a3a1f642aaa41b97e7b9b3ba8be82e3732f5a
com.yang-bo.dsl.domains.akka.actor	typed_sjs0.6_2.12	0.1.1+10-7c90566a		3ba2044613dff9c4b0d0604a72e462da210925f1
com.yang-bo.dsl.domains.akka.actor	typed_sjs0.6_2.12	0.1.1+10-a8104e95		c483ced1515e0d09e87e5fbfe356e755062ef5e4
com.yang-bo.dsl.domains.akka.actor	typed_sjs0.6_2.12	0.1.1+11-ca1165a5		50d6fc91a6fc4330a3f043154ff957c3dc15db10
com.yang-bo.dsl.domains.akka.actor	typed_sjs0.6_2.12	0.1.1+11-d218a6e7		c1605175aad13439e0b25af06ea62cfeea5dccee
com.yang-bo.dsl.domains.akka.actor	typed_sjs0.6_2.12	0.1.1+13-1804a156		c20e4498d68a9b66ab76d601aefcd17170a80b72
