br.com.jbugbrasil.bot	persistence-service	1.0-Beta		0e2083ba1639595cd4f89637dd8bfc4273521d0f
com.github.piemjean	db-scheduler-mongo	9.4.0		432154f04db14fb39fd222d8e161f4be0979d72e
com.github.rssh	cps-async-connect-cats-effect_sjs1_3.0.0-RC2	0.1.0		3458687078e786f18bf67aef1cd8957973fd92be
com.github.rssh	cps-async-connect-cats-effect_sjs1_3.0.0-RC2	0.2.0		05d50df1d259c12ae5aef60b7ba894de9b88e3ef
com.github.rssh	cps-async-connect-cats-effect_sjs1_3.0.0-RC2	0.3.0		ae71645df627e9cf0549b77f3c72bc0a802f7d12
com.github.tadukoo.util	TadukooUtil	0.2-Alpha		72d3157921381c703ed4122987746e566aff4e63
com.github.tadukoo.util	TadukooUtil	0.2.1-Alpha		991dd2614b7ea6a95e007d7c9535d3a2da2b5a3c
com.github.tadukoo.util	TadukooUtil	0.2.2-Alpha		648c2b10f89fbe628fe37f847fba24e8f2f51a31
com.github.tadukoo.util	TadukooUtil	0.3-Alpha		2586d6ad9e65253442e884e4c0279b8a11909b68
com.github.tadukoo.util	TadukooUtil	0.3.1-Alpha		62e846f454986b45b7e63894473a7abac808b19b
com.github.tadukoo.util	TadukooUtil	0.4-Alpha		fe0418694f965dad05ca3281bab0bd41111a746c
com.github.tadukoo.util	TadukooUtil	0.5-Beta		5732a9065694f29a3d3a94a05055f66c2aff6224
com.github.tadukoo.util	TadukooUtil	0.5.1-Beta		c4c96b4cd7b6a78835a89e4c437ef35058c82f47
com.github.tadukoo.util	TadukooUtil	0.6-Beta		057584d3acb325b77e48f4328e2074862dba9e44
com.github.tadukoo.util	TadukooUtil	0.6.1-Beta		7155e78a2ecd53f39ea0ab051068527338a647f4
com.github.ulwx	aka-dbutils-spring-resttemplate-starter	2.0		bdda7e5d946b58d967673a52f4c73d667f35aa1a
com.github.xiaozhiliaoo	refactor	0.0.1		8a6856bbcf7039773150161b4b1da1bda1a03fae
com.github.xiaozhiliaoo	refactor	0.0.2		ab2f185b37b9ba8ebc5bcf219c311c7577e3e2e2
com.godmonth.status	transitor-bean	0.2		11da2254cd80f884884c509613a3395370a67ff4
com.godmonth.status	transitor-bean	0.3.1		e7bfe8ec51d5eac6f61f9675df0177ccb95f1ee1
com.godmonth.status	transitor-bean	0.3.2		efe7ab1fafa07f7c4abd5eac04a2badfed211fca
com.godmonth.status	transitor-bean	0.4		1cb488281ac2f9a3754b66c18a964641eee8f9bc
com.godmonth.status	transitor-bean	0.4.1		b508facc2b64bc7e78d6842960eef8fda5abecf6
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.0.0-preview		c2b2b50bd5f2dac7f71ad411e53d503f19696590
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.1.0-preview		76c667f38d7fe6aa99b49ec28d526305166bf0d5
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.1.1-preview		0b0b867c13d46a3fae49673bd6f7c6760c41d89d
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.1.2-preview		1d9bc9aacdc832a96b91523a22eba4c9eca51658
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.1.3-preview		a030d0d55073ded623089190fe47e1364684907b
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.1.4-preview		3ce59b330cd8ee5a512d27ef7ca9ab3d2155cc35
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.10.0-preview		4b8b35db0f96dea8b30de522eadbe2caf1e5bc5c
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.10.1-preview		0da404b80ee4c6796bf115a58e78edfcbdda7497
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.10.10-preview		eef531b0b824ef3ccf0a84596294f750ad61faf2
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.10.11-preview		01eb821a176aa904a9a9422e8f483692bd7c5531
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.10.12-preview		3b98bd9fa3a7b292bf21b93a0622d8c267b78821
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.10.13-preview		634a5f2838164717edc717df8f815161e4685f0d
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.10.14-preview		6b1962f1b86b7679efa3422fa7c34a99f98efba2
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.10.15-preview		7675d2455981aaab444efb7e14c3901b0e60b094
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.10.16-preview		9c513af11409ef0d4dfcd26168e1d69cce1a06c3
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.10.17-preview		52ddc613a50704a1e22e353fa29e482f4c0160e2
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.10.18-preview		07aafa98e5521041300d551232cba3159035d31d
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.10.19-preview		535f0cbd3a8bd98a0dd3d090e2f37cbd259265aa
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.10.2-preview		c4bb0b8491d0d58aea63070b35c6e95d5b096549
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.10.3-preview		6d010ae75a1e3f4d8b6e43f0ec7c5de3b1ff5f63
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.10.4-preview		cdc2f59f7a0c3ef0c57d44eb16143fccb3d0d851
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.10.5-preview		b5e64dd9581d970c4ad73f30cb5b748cf8fc15ff
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.10.6-preview		00b91518efc09dbe8da547f05e5068fd7aa655fd
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.10.7-preview		528b4b7d392bccc910643c704ec838e165d3ef19
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.10.8-preview		7a6825b204be5b186fa41ad628a67f76a446ace7
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.10.9-preview		84ba5f7512c1a3108539795f23eb56727d96ba31
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.11.0-preview		5cd5f97535ae2142bc53ed6fba78aea7bdcf5bd1
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.2.0-preview		2cc440bca976af47d3a70fbbd493bcd3713706e3
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.3.0-preview		731eccbd47ee02849067bee7383932f26a39997e
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.3.1-preview		e2f9116eedead469231f48da6d7a31fa7efc3339
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.4.0-preview		3cd90a35a620d0aeedb62523f25312daeb9e59de
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.5.0-preview		faa2a478af9f7f3d6f8b7dda1e16ee18803e2751
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.5.1-preview		4ccb1f2157b1456596409e472208c2e6a8352084
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.6.0-preview		90cf1da6deeb14bae18c629358b1442493c26385
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.7.0-preview		47bebc638c743622812905f6c21f5e5d135ac4a7
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.7.1-preview		4d2fb5fea2bd2373c58e24fcf08a050b310a293c
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.7.2-preview		5e6dd5b50d38c7a8fbdd2a12d95b64cf4ed74917
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.8.0-preview		e810a7af4d17a00437600a261e6fecaddc82fa1a
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.8.1-preview		4a10f84c39186ae7312256f50b5e402a136c9c6b
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.8.2-preview		b24eff0a64293e579de672eff221824cf21d680e
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.8.3-preview		75ce3a16daa5286889ea562c68f280ae737e2968
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.8.4-preview		e5cee405d7ccc0fae00f30e25f00037ecee79b36
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.9.0-preview		bad4a14f4f1cf54931a001b7aadfd64c9a2a85b4
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.9.1-preview		1fdeaec37c5c334db0bc2da8a8e708956da5a3ae
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.9.2-preview		927fd1b418441779a06a8896f6ac11acf04f6028
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.9.3-preview		be4c811c6abae9d020194b465fc3f5e9cb23f86c
com.google.cloud	google-cloud-workflow-executions-spring-starter	4.9.4-preview		eb7fc0e9415c7b2860ff619407e8385847783668
com.google.cloud	google-cloud-workflow-executions-spring-starter	5.0.0-preview		a9c02782fe2381e9b15e95a077e87b4a8436f8c9
com.google.cloud	google-cloud-workflow-executions-spring-starter	5.0.2-preview		8d6c6c1ac1cde579ff5742bb92aae33bdfea7cb7
com.google.cloud	google-cloud-workflow-executions-spring-starter	5.0.3-preview		f4780629ccfb4fe58fb745f792a6f3b8d8cacd3d
com.google.cloud	google-cloud-workflow-executions-spring-starter	5.0.4-preview		426c3853fd5b9fc9ee48a5cead0891cb814ef711
com.google.cloud	google-cloud-workflow-executions-spring-starter	5.1.0-preview		ae1f1b7591e990f4820a54499cc07c327288f15e
com.google.cloud	google-cloud-workflow-executions-spring-starter	5.1.2-preview		13db797d24bfa8aa343c19d77c213747b2d3670f
com.google.cloud	google-cloud-workflow-executions-spring-starter	5.10.0-preview		738fbe1f480fae13f49f70fea929de966ba10017
com.google.cloud	google-cloud-workflow-executions-spring-starter	5.11.0-preview		c02b1aa5f2505ea25534799ed4b44d10ec755e2e
com.google.cloud	google-cloud-workflow-executions-spring-starter	5.11.1-preview		4c4a948f5841ca081083d8541813ccc00e0eff96
com.google.cloud	google-cloud-workflow-executions-spring-starter	5.11.2-preview		a1fe04296bf27676bae78b3e34df0663ad05196b
com.google.cloud	google-cloud-workflow-executions-spring-starter	5.11.3-preview		4591a0e933d8ba797b23032d11c645f159f58217
com.google.cloud	google-cloud-workflow-executions-spring-starter	5.12.0-preview		45e9105fbd43cc03a952f8881855e8f42043e3b3
com.google.cloud	google-cloud-workflow-executions-spring-starter	5.2.0-preview		ea52faa6cf5285e2a00f17a057cc304d80a4539e
com.google.cloud	google-cloud-workflow-executions-spring-starter	5.2.1-preview		f04cca6a66194ea7f113caecaca9e7326d762689
com.google.cloud	google-cloud-workflow-executions-spring-starter	5.3.0-preview		6ffe4a6f6bcb4ca7c60f22c18d43559c7153fabb
com.google.cloud	google-cloud-workflow-executions-spring-starter	5.4.0-preview		b9d9fdffefac5fb457cd3921fde85173303741c4
com.google.cloud	google-cloud-workflow-executions-spring-starter	5.4.1-preview		d3b348200c8b3a8903bb8741aff97a648f41bdf9
com.google.cloud	google-cloud-workflow-executions-spring-starter	5.4.3-preview		a8c246dc49dffc23e15836e6f88bb9c3ac75ab98
com.google.cloud	google-cloud-workflow-executions-spring-starter	5.5.0-preview		18a55b2c9f1281bfeca86884f0339638ded4c1fe
com.google.cloud	google-cloud-workflow-executions-spring-starter	5.5.1-preview		bb84566857d4cd2c24266318cf8e7dae4d02658b
com.google.cloud	google-cloud-workflow-executions-spring-starter	5.6.0-preview		562df5b7d68cd27e3e8a54ae2da347d616c16c54
com.google.cloud	google-cloud-workflow-executions-spring-starter	5.6.1-preview		10e1b4bcc4cb44a3418f437947e7fca92efe2ccd
com.google.cloud	google-cloud-workflow-executions-spring-starter	5.7.0-preview		3ba8e39978f3c657805d6e3545fbdb5779ae8008
com.google.cloud	google-cloud-workflow-executions-spring-starter	5.8.0-preview		185a092bd91fb690f37c9c02b4e859af35f62f27
com.google.cloud	google-cloud-workflow-executions-spring-starter	5.9.0-preview		1841b9eafd7648ff465b897eb0aa9692172fa2d8
com.google.cloud	google-cloud-workflow-executions-spring-starter	6.0.0-preview		3d06d4b21eece36b5463211887a12694e5af7f7d
com.google.cloud	google-cloud-workflow-executions-spring-starter	6.0.1-preview		3e72967fa7d6dc5d0b18fba64410feeafa5e7c7e
com.google.cloud	google-cloud-workflow-executions-spring-starter	6.1.0-preview		b07f580948deeae84b7ee90995e3f9fe3b53b076
com.google.cloud	google-cloud-workflow-executions-spring-starter	6.1.1-preview		2cc14ab8ce44f75ef9c4e500eeac291dcfe62265
com.google.cloud	google-cloud-workflow-executions-spring-starter	6.2.0-preview		fe626bfd317ad643c4e203568d92059f7777018b
com.hanhuy.android	protify	0.1		08ffb6848c67ddeb176d0ebe3fa2a3addb4565b0
com.hanhuy.android	protify	0.2		ffe49c97066bcc497e2c8298716ffe6f8496ba83
com.hanhuy.android	protify	0.3		cdeb1f5c30dfd38ddd3ca518244869b3693f7e85
com.hanhuy.android	protify	0.4		3407a4b6e6570659f31887b703e415c3294a84f1
com.hanhuy.android	protify	0.5		156c7b49a5cfbc3f87603d6c0405402a2af1a9d7
com.hanhuy.android	protify	0.6		b02966d58f24c75189195a83751b87902c258bd9
com.hanhuy.android	protify	0.7		5c6c945497a6478ac4dace44a6d868570ffd2842
com.hanhuy.android	protify	0.8		5d308956fd3bebebbf5a05de4bb921e3f881bf79
com.hanhuy.android	protify	0.9		05b4200b8f7a496cbba320568d13605567db5390
com.hanhuy.android	protify	0.9.1		b762c72796b0f4a6f9a88b34a938f5958477b76a
com.hanhuy.android	protify	1.0.0		fc89d7c3ed0bea0def8e3fdc48f559c1435bf1ae
com.hyperwallet.android	insight-sdk	1.0.0-beta01		N/A
com.hyperwallet.android	insight-sdk	1.0.0-beta02		N/A
com.m3	m3util_2.11	1.0.2		3502d6b934636ca558844bb4b897112e0637a28b
com.paritytrading.parity	parity-ticker	0.4.0		b9baa7abaa3c3f0a1d6af4c0bb9105c0293b7ad4
com.paritytrading.parity	parity-ticker	0.5.0		7a18fef762719439312eca5630795ae57411abc4
com.playtika.testcontainers	embedded-aerospike-enterprise	2.3.4		91674ba0f9eee898cbcfd41e4ce8fe55b77b42a5
com.playtika.testcontainers	embedded-aerospike-enterprise	2.3.5		f634b7981810edfe28b7ba6a8a97551397e5ff0d
com.playtika.testcontainers	embedded-aerospike-enterprise	2.3.6		12a1dca9903703e0bd2be7afc47f896b1b02395d
com.playtika.testcontainers	embedded-aerospike-enterprise	2.3.7		8f2653c86bbf64a129ba09e3df0550ca9f801736
com.playtika.testcontainers	embedded-aerospike-enterprise	2.3.8		0e87df2209b618b63e47509264660c364a3cec81
com.playtika.testcontainers	embedded-aerospike-enterprise	3.0.8		813d3abe6e610886ad166979b19061b84d80b5f3
com.playtika.testcontainers	embedded-aerospike-enterprise	3.1.10		f51368766e98f2a6ce7cad0b053146b12482dc4d
com.playtika.testcontainers	embedded-aerospike-enterprise	3.1.11		811804fa29bd9f74c50beaa3f032e727bd0935c0
com.playtika.testcontainers	embedded-aerospike-enterprise	3.1.12		eeb21f06a3074a9681ae108ad7126d515d167199
com.playtika.testcontainers	embedded-aerospike-enterprise	3.1.13		6a0442744475d60e6439afcad998add6ade02677
com.playtika.testcontainers	embedded-aerospike-enterprise	3.1.2		da8ad942507e2e288a3b3c4333ac5413788f32dc
com.playtika.testcontainers	embedded-aerospike-enterprise	3.1.3		c7ad56d608114c540537776c3aca8d18c5dd92ef
com.playtika.testcontainers	embedded-aerospike-enterprise	3.1.4		b9ffa2fda0067f3d2aba3ec376a2962763708e6a
com.playtika.testcontainers	embedded-aerospike-enterprise	3.1.5		da33508fcf98d32eabe5d37e6363e748c53a918a
com.playtika.testcontainers	embedded-aerospike-enterprise	3.1.6		48c50e0ff931cd06c679f57283c1c91089030f31
com.playtika.testcontainers	embedded-aerospike-enterprise	3.1.7		7fd8892939817b98dea22f596c7d5e2892600433
com.playtika.testcontainers	embedded-aerospike-enterprise	3.1.8		771233efb8967346dcfbdd457071438d87c49a6a
com.playtika.testcontainers	embedded-aerospike-enterprise	3.1.9		4f40091144a4a0183640b964019886b7fbfc6c28
com.purgeteam.cloud	spirng-cloud-purgeteam	0.3.0.RELEASE		N/A
com.purgeteam.cloud	spirng-cloud-purgeteam	0.3.11.RELEASE		N/A
com.purgeteam.cloud	spirng-cloud-purgeteam	0.4.0.RELEASE		N/A
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.1.2-ea		ad8f8c0fa6bb052650e38e78a17507fcb33c1a88
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.1.3-ea		965f37d084b40758306ec75562506398cb6fd587
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.1.4		1086110f3555d444afa81357bb138ebe9fba19d0
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.1.4.1		adff3c1eb54234131a2a141989e52f789b90c8a0
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.1.5		826749c3440babf47035644547d4466f95064ab0
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.1.5.1		6907f7c1cf355cb2e80afdef733eecc17f83cb25
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.1.5.2		869b3e46dfc48a962857b2707ce32cdbeace3ef3
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.10		08000ba6e4fceb67ace6b520e6b9e10213e23a1c
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.10-b01		1f35b442e71a2ed9bcedcf07795f46bd7b1501c4
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.10-b02		96b1119b1005d788bc797a6e63f6511176bb2679
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.10-b03		ffaca03a1ad3b5314cbd7548cca1d07d59bab57e
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.10-b04		8212f90484384606d6051d5f14b2db6e4f65c2b8
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.10-b05		8e1866e7b0ea54a67ba23eaa46c482c7ee55fdfb
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.11		8bc74aa8fb49d1189e1d4c660955bafde5a3712b
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.11-b01		3bb9bc5e913e53b63e066325ed4f16529567ab6a
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.11-b02		f9cc55a1ff735a8feb3f4bffe682fd051ef2788c
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.11-b03		cff23ad251c3ac42e92a5e99a165fcd2597ce6c9
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.11-b04		6a0d133b2c5bee4b18b82f1a64d4e60ef41dcb0a
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.11.1		b3bd10463e8e067cad8ddde75c65aa42800e3eb4
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.11.2		261de5e9983f59a6f786634d09546cbd68981958
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.12		043f48bda46891f56e777bf3c66d55b177500135
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.12-b01		63a144a04653af2c069f7906991b989e1de87c6c
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.13		8780088a03bd69fd79044ce234a2aabbbd157d10
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.13-b01		ee17a3f0a6cb313fdf23bd2313af27820220ff21
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.14		2773dfa168093916734f8c307e74773e59def0de
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.15		a9a19beac168dffc51abefaa73636fc92d302acd
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.16		d3158e898f5030cd5eed06626976c73e71a094d8
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.17		a61c7ec57a31b47118dbcec30199c86af180d2bf
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.17.1		a262a03b1341653f00bd2bea7659ad47742fffff
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.18		e6ae04cfabdb0e6324ff32318e92c8571c0022e4
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.18.1		339c609d4dbba84fe8aef3f37c0b7d1fe65c9087
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.18.2		cae73f1cbf8704f7e0df39875da861cecfbcfa81
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.18.3		e1ba3f6ae7cc56685fd9eca6ab171539024d6447
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.18.4		7c3862501beb3e081aeeddd0ace7c74439a9ee44
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.18.5		fb266825b04a67a9b4a4d5399e0766171310ea68
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.18.6		e333fef26ac77652b435359fdaab84c92105a465
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.19		1137e1a258a8a9a2e9614713fdcf92a21a6c172f
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.19.1		8b604671b894979f647aca1dfc5ccbcb9546a6aa
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.19.2		1b1d0c6cab5198e3d051a6ec44f0b1b604c97708
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.19.3		59215cf61e90037d1170d1abeba267832db9ba76
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.19.4		a4f7d64b760bc0fc6e57135e8a922fde9db41a41
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.2		f10d90614c4ec15b5923c2abed370096cb4901b7
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.3		ad1562363af8e931e4ae7d3346a9af25cca22b0e
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.4		d6711355dfab29e4f5a012b6e2fc0bc843fa45ec
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.4-ea01		933204d75ba1145a14934eee27c2d7ac61b1dc47
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.4-ea02		a898ea9efbee73ca9d6ccbf6b90432edf3f42656
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.4-ea03		f75e6bd1ceb1d2b4c8ff1dbc7f0fb94f55303ea7
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.4-ea04		138126502db93220f996308dba61df6a1d2fa899
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.4-ea05		152313f25d4c07dd22a0ce4241f55a9f75d3f6cb
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.4-ea06		d1689a0d1aaed04a1b033b96a83e364a60336d9c
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.5		6d159edc71f2d33265e4b1c08da3f4b6b50ad2be
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.5-ea01		479fa4b2ccec189502aaab5618b7138852a724e3
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.5-ea02		d25fe4a27070c70bdbd4c18230b44d7c9efb4170
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.5-ea03		32b1f8d35b2350fa281bcdf5f9b2169da8b44208
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.5-ea04		b21455e016b466c8dccf6de2d238481b45a82b7f
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.5-ea05		3ab1452bcd23326152848ab715063568e478a75d
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.5-ea06		c51082a38476847e17b3f39ef034d4c513c864b8
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.5-ea07		6725f9edb491e90b8d875ed82bc3c19f791582f6
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.5-ea08		d78a85597e52dd8ccafd39c20ff83edff0569e52
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.5-ea09		647e54094a3ef4497812cd60b4248445fd947db6
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.6		d831c68225aad9719735da7d5eff42a798273aba
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.6-ea01		c8239197482528f96b33924aada5cd6bdfa8efaf
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.6-ea02		a4d69996b4b0f0c11b7f8b00fb31b5a38778f128
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.6-ea03		45491e686c2158949d678a452d3ac76bc0bb76bc
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.6-ea04		475d413335a2729558f21d23f776fca337848d82
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.6-ea05		0d99ef26141b9187009856c32376cf3889518069
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.6-ea06		b13202266d72eadb75b88fa13021239f740da885
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.7		6d086efb9475441fa29eee20cab7d88fd0bba19f
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.7-ea01		6e5bf79fbeb27b9dc677401cff2ee15ce01a9a75
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.7-ea02		cf88a95b5ea0ceb913c2cb60d9533f716c1c0527
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.7-ea03		0c3da1674590d9fe7039a533d023194770caac52
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.7-ea04		bc5a45d64ab53ff3e1ab05d9d4a1f2ee90212f54
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.7-ea05		2ae9c48d78791dfbd8ff58269f3391a677ae0220
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.7-ea06		18195e40a5fcc0a1d5a351e11e34caca1f9b95cc
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.7-ea07		0f36cb649fd568985c49468864ae3f1638cb1960
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.8		cf314cac10197c00a8b3f4929eaabd02f8813552
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.8-ea01		2ef50852bf98bdd366e87cdaf4796f837c71238b
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.8-ea02		86b7b72061a99b97b2f48c9988d2ab2d5b69599a
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.8-ea03		e8611149ad3cc90297253c5d73c10b8361762d72
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.8-ea04		ba3dce2a88db0368cbb793f2bb8916f37ec5ac99
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.9		7373ba7656d1a601d0ecf7b1de998ae5ab038643
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.9-ea01		367e32c5806fd7be07f04aa15de4d2f62531f19c
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.9-ea02		3d49b2521543e18ed2eca9aed35158d5bd4da4c6
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.9-ea03		9d3bd1a0eae8f52c0e6b8de4763d4ed67819db2f
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.9-ea04		a7be2ac5ac555ff5fd20b8599b911372db82675d
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.9-ea06		986a3e323b5c2c504edc193c6be6fa76f9f7c32a
com.sun.jersey.glassfish.v3.osgi	jersey-gf-statsproviders	1.9-ea07		8bda2b1e73898c76b4021fce10d6a6e89856a607
