aspectwerkz	aspectwerkz-nodeps-jdk14	2.0		823c730aabb6e15a283a128dea9c2ad51db7768a
com.spotify	scio-elasticsearch8_2.12	0.11.11		788c04431a53a8bab3d177c7bd8507364bcd4f1b
com.spotify	scio-elasticsearch8_2.12	0.11.12		a610473e90fe351746635ad38d57a0052c361f33
com.spotify	scio-elasticsearch8_2.12	0.11.13		7b3fbfc727f5e495e7d5e076f1b16364df7ac2d8
com.spotify	scio-elasticsearch8_2.12	0.11.14		a750f93326c5cbc8b571fdfb3c880d193464f67c
com.spotify	scio-elasticsearch8_2.12	0.11.15		01690cfdb3891c1732814a33537330ee0bd2d462
com.spotify	scio-elasticsearch8_2.12	0.11.6		2a2fdaab7924711f4b6d204244e2ea0b06df2773
com.spotify	scio-elasticsearch8_2.12	0.11.7		4e01ed8059b5209c1fa7f2434119d226f9ddd097
com.spotify	scio-elasticsearch8_2.12	0.11.8		0c1dfdb2f1e6a9e383d0ab7af66d0f1dbf04cd2d
com.spotify	scio-elasticsearch8_2.12	0.11.9		2f0db8d352eca517b66f253219dabca2eed738d5
com.spotify	scio-elasticsearch8_2.12	0.12.0		11a833e3bb6ccc431b4c160df4e7cbe3947e9972
com.spotify	scio-elasticsearch8_2.12	0.12.0-RC1		cef287f6c61611973b12a209ba143480c08828ec
com.spotify	scio-elasticsearch8_2.12	0.12.0-RC2		8c6581309dba022f18546c0fc00871ea0c525ce6
com.spotify	scio-elasticsearch8_2.12	0.12.0-rc1		b0b53ed1c600622767c559aac28dab6623825796
com.spotify	scio-elasticsearch8_2.12	0.12.1		a1f8325b3b6449ab47da83b7b5cc6c496ad351cb
com.spotify	scio-elasticsearch8_2.12	0.12.2		53b821acab63ca0960c84d5e065455e92285968a
com.spotify	scio-elasticsearch8_2.12	0.12.3		e491f810431cb43420d51c747a1d1cc2bde609fa
com.spotify	scio-elasticsearch8_2.12	0.12.4		4c34e625c4b21c21188bcb0841aa0eec05547538
com.spotify	scio-elasticsearch8_2.12	0.12.5		60fc1f977ddbd93065e7b38437451e53c0d16f6a
com.spotify	scio-elasticsearch8_2.12	0.12.6		eae63ff6e0939b41ee6e39a0168415fa7e169482
com.spotify	scio-elasticsearch8_2.12	0.12.7		9dfd318bba9ee0538e097efd6d4262ccc0b65800
com.spotify	scio-elasticsearch8_2.12	0.12.8		ea4990225bccc20868fddb51a8c2f5f560a2cd91
com.spotify	scio-elasticsearch8_2.12	0.13.0		2e33487514d620f0a07de3ba75a96aea369b6484
com.spotify	scio-elasticsearch8_2.12	0.13.0-RC1		9e614d3472080e493c46e32e28e94f9a34295b0b
com.spotify	scio-elasticsearch8_2.12	0.13.1		198842ff0b92a15be30fb0618d8cc1d07306e872
com.spotify	scio-elasticsearch8_2.12	0.13.2		a3d0cf5c42b7165335c975c50a489400408b69ec
com.spotify	scio-elasticsearch8_2.12	0.13.3		03f306bb6f5cee3c81c39208ce3f4a6a740c9362
com.spotify	scio-elasticsearch8_2.12	0.13.4		2f433fd26887556743e8fb649804cc9c9f6dcf43
com.spotify	scio-elasticsearch8_2.12	0.13.5		0c733334ccfd4a665f664f361c626e7043e3e1e6
com.spotify	scio-elasticsearch8_2.12	0.13.6		3b41088d31d81f376cb59c49a9b5f0f926885e47
com.spotify	scio-elasticsearch8_2.12	0.14.0		1f1ad41bde71e54d7e37162c1c60bab333b2f1b0
com.spotify	scio-elasticsearch8_2.12	0.14.0-dev0		44abbb322c13d46fbfb50ee07e6d7032df15977b
com.spotify	scio-elasticsearch8_2.12	0.14.0-dev1		bc9fdbb27db93dc070f4615c9d163f6500abd4e0
com.spotify	scio-elasticsearch8_2.12	0.14.1		87d9bc1cea1ba70b79c9ba2e5654906301d27390
com.spotify	scio-elasticsearch8_2.12	0.14.10		72354d2bbc4fae610f4e7bf179e27f7bd4cc827b
com.spotify	scio-elasticsearch8_2.12	0.14.11		07cc2a4f074e3e81670f115d308414ad93c2f20f
com.spotify	scio-elasticsearch8_2.12	0.14.12		7e06ebe612496a84c4b52f221bab79941a78896e
com.spotify	scio-elasticsearch8_2.12	0.14.13		0cf993d1d1d5cd9ab38a9be9c2fb746b83e82179
com.spotify	scio-elasticsearch8_2.12	0.14.14		96a01c0f409b008fad46de087cb5c7cb77603e08
com.spotify	scio-elasticsearch8_2.12	0.14.15		47d0274d893295813ad87b51e578287f6fdd43e1
com.spotify	scio-elasticsearch8_2.12	0.14.16		e5fdbf857f3bc7a51983b0867074c35d9ccc8226
com.spotify	scio-elasticsearch8_2.12	0.14.2		7c2ca69c6bc7364302b7524633a48226301507c4
com.spotify	scio-elasticsearch8_2.12	0.14.3		aa5cb1e2363975a1e466d31ab4415d129406c41a
com.spotify	scio-elasticsearch8_2.12	0.14.4		7d3f62598f67f33ef8285558ec959b0377da1617
com.spotify	scio-elasticsearch8_2.12	0.14.5		5ed4dc67e382be055183cd34bad0787e6db79529
com.spotify	scio-elasticsearch8_2.12	0.14.6		0e17777bea65777dea3689b43c4e17cfa03c53b0
com.spotify	scio-elasticsearch8_2.12	0.14.7		921d1c68e60089b1b4080641f9df61d062df7f41
com.spotify	scio-elasticsearch8_2.12	0.14.8		c044a41daed87fc2d08cee8719a125f0dc3a8cac
com.spotify	scio-elasticsearch8_2.12	0.14.9		1ebf54307712a6c0f969bf00dfb020087baf55b9
com.zhjl37.gaugeview	gaugeview	1.0.0		N/A
de.jensklingenberg.ktorfit	ktorfit-lib-ktor-3.0.0-beta-2-linuxarm64	2.0.1		N/A
de.jensklingenberg.ktorfit	ktorfit-lib-ktor-3.0.0-beta-2-linuxarm64	2.1.0		N/A
de.kaufhof	ha-jobs_2.12	1.8.0		20b4bd94a80f1b2003754cff035d3236466a05e0
de.kaufhof	ha-jobs_2.12	1.8.1		c8154856739ac60396cf8f9bb4bd95928a713532
dev.hnaderi	yaml4s-zio-json_2.13	0.1.0		c241a3a296c64a232792b01f4f0ef7934c4e4f88
dev.hnaderi	yaml4s-zio-json_2.13	0.1.1		fec826bf382c690d417c31cfca0af8be4adf7928
dev.hnaderi	yaml4s-zio-json_2.13	0.2.0		208cbbd1d0f31f704dc49cf2f085d91899d1bc2b
dev.hnaderi	yaml4s-zio-json_2.13	0.2.1		fa014f88a9cb2a8dd1b18fdf857e446d53992ba9
dev.hnaderi	yaml4s-zio-json_2.13	0.2.2		c34e7d1a6520819f994787aad41ee8bcc492218e
dev.hnaderi	yaml4s-zio-json_2.13	0.3.0		a2684a4ff3c8e4569c2c5828d1414aa9281fe59d
dev.petuska	kmdc-segmented-button	0.0.2		d40852d55f546e3fbb24469a67528694a4660fff
dev.petuska	kmdc-segmented-button	0.0.2	all	e1fc502b563356978595e02754fc72f3656329ab
dev.petuska	kmdc-segmented-button	0.0.3		b2a73770acc1db5386c83996c5361baa3cf940d9
dev.petuska	kmdc-segmented-button	0.0.4		f2d7b39d2b0ae1c14eaf9b1451683005e5e2fafc
dev.petuska	kmdc-segmented-button	0.0.5		260f74b205dc9b2d9afaac9374f038169161f8f6
dev.petuska	kmdc-segmented-button	0.1.0		3d4f5d55e9883e87c7360076d1adaf2f4d4b488b
dev.petuska	kmdc-segmented-button	0.1.1		N/A
dev.petuska	kmdc-segmented-button	0.1.2		bff385d80a6485bf9fd8d2fd1516c15b94ea44d0
dev.zio	zio-aws-bedrockruntime_2.13	7.21.15.1		1d112bc73f328ecebc2393bd688dccdf55f3a390
dev.zio	zio-aws-bedrockruntime_2.13	7.21.15.10		e0197b3504a4e0a90b4096162732959d5eeb845a
dev.zio	zio-aws-bedrockruntime_2.13	7.21.15.11		3d7ff249f34a6b7886526eecbeb076b295c6eb7d
dev.zio	zio-aws-bedrockruntime_2.13	7.21.15.12		afc56e5dbeee25432f0ce17a140b1d5bd35ff8a6
dev.zio	zio-aws-bedrockruntime_2.13	7.21.15.13		d616095d6816b99cd065bf590e39972be266e8bb
dev.zio	zio-aws-bedrockruntime_2.13	7.21.15.15		a3575fc244f3bd180b4a4a1c8e644f7be8ea5076
dev.zio	zio-aws-bedrockruntime_2.13	7.21.15.2		48b157907c451b73877fbfe2449ebf8df6815077
dev.zio	zio-aws-bedrockruntime_2.13	7.21.15.3		1cd60874d05f92b6fb095e02ae4d9688cfcfab85
dev.zio	zio-aws-bedrockruntime_2.13	7.21.15.4		002eb95a95352f6a32c9491039631f6ab014eb60
dev.zio	zio-aws-bedrockruntime_2.13	7.21.15.5		e22209db20754ae5e27d66e37c0015fef7285a0f
dev.zio	zio-aws-bedrockruntime_2.13	7.21.15.7		1301f62c6964e287b0ff604a0618f9cfa656f46f
dev.zio	zio-aws-bedrockruntime_2.13	7.21.15.8		fc74494f6aa2f96ada49217c11df6144aff34a72
dev.zio	zio-aws-bedrockruntime_2.13	7.21.15.9		76b766baa9f3b5324b19d9b9431d9a13bc17c36f
dev.zio	zio-aws-bedrockruntime_2.13	7.28.24.2		9aa57a37ec577e748d6186f2f1004d6155de2986
dev.zio	zio-aws-bedrockruntime_2.13	7.28.26.1		a47056728d2ac1a1296b51e8e14c6dce8f2970fb
dev.zio	zio-aws-bedrockruntime_2.13	7.28.29.1		863487038fd08a40d2f2d1743a1554b3575877d1
dev.zio	zio-aws-bedrockruntime_2.13	7.28.29.10		6a2d59627d50290685f0f21c403af9aec1e2326d
dev.zio	zio-aws-bedrockruntime_2.13	7.28.29.11		45f68599c7c80042adbfbbeec4e826ce2233cf7b
dev.zio	zio-aws-bedrockruntime_2.13	7.28.29.12		771a167f3e4fdb9ec7cf9310dcfbbbb55882af44
dev.zio	zio-aws-bedrockruntime_2.13	7.28.29.13		15a02304fd47114757b1cce7d8cd1d64d8aa1d21
dev.zio	zio-aws-bedrockruntime_2.13	7.28.29.14		237b2c170a7e88c0466bac1dbdefc48a10a0a94a
dev.zio	zio-aws-bedrockruntime_2.13	7.28.29.15		3f7f83aa019bee3b3cbb4965085eb9be4f27b180
dev.zio	zio-aws-bedrockruntime_2.13	7.28.29.16		bfcbf95597ee379dd3cab807d99461327bef0972
dev.zio	zio-aws-bedrockruntime_2.13	7.28.29.17		e63257359f6e4970ed61d01e8b7b3c94c0643497
dev.zio	zio-aws-bedrockruntime_2.13	7.28.29.18		30debdcd0086fe3a33fff678b9560f9f9cea1e01
dev.zio	zio-aws-bedrockruntime_2.13	7.28.29.19		4a1c1ae5c7f13c3584131be51522cefd0b128edd
dev.zio	zio-aws-bedrockruntime_2.13	7.28.29.2		cd3df568ffdadce3a6831f36f2d567fc1bcdc708
dev.zio	zio-aws-bedrockruntime_2.13	7.28.29.3		f45392a68c34916982dadbaefcbd94e93fcbab26
dev.zio	zio-aws-bedrockruntime_2.13	7.28.29.4		02358479cdc4aa0b324db1e3e0d47b57bce6987f
dev.zio	zio-aws-bedrockruntime_2.13	7.28.29.5		3395dfd16a19390e64f4618124619da8bcfcbf99
dev.zio	zio-aws-bedrockruntime_2.13	7.28.29.6		acb5b353676d0e16a1ad31b6f05b8e4f6829c2b5
dev.zio	zio-aws-bedrockruntime_2.13	7.28.29.7		3723b4d32fc7cb897d47c6b57b34798a0b40ed8c
dev.zio	zio-aws-bedrockruntime_2.13	7.28.29.8		481b66160a6ff1065fc85db4a4a940be0cd6eeca
dev.zio	zio-aws-bedrockruntime_2.13	7.28.29.9		ed34f4bf9c9e7628707e152897d1e8fad2cbdc5d
dev.zio	zio-aws-bedrockruntime_2.13	7.30.15.1		890b5bf14d559bb2938464f9b42b78095cc37c5a
dev.zio	zio-aws-bedrockruntime_2.13	7.30.15.2		6a57e8fa75bd8b9f0d119070feb245f1f4d71edc
dev.zio	zio-aws-bedrockruntime_2.13	7.30.16.1		a95b5114a0dc73d1adc96a1acfcb3059b0ce5ddc
dev.zio	zio-aws-bedrockruntime_2.13	7.30.16.2		3afde54a97a9a41f048aaeac2789e6558e47f1ac
dev.zio	zio-aws-bedrockruntime_2.13	7.30.16.3		abaf919812db6ad9df6c635dec14a9884f1b2787
dev.zio	zio-aws-bedrockruntime_2.13	7.30.16.4		226b7e68b097181423f3c655d11430c8e2d05504
dev.zio	zio-aws-bedrockruntime_2.13	7.30.20.1		77cbdbe18e85a86b785e5d2ec04f860d101ebcbf
dev.zio	zio-aws-bedrockruntime_2.13	7.30.22.1		43cd3f71dd56bd609dbe228eae97d50b9d5b9268
dev.zio	zio-aws-bedrockruntime_2.13	7.30.22.2		59de8cad1679087ae8a12f980a56a387afdfa5b3
dev.zio	zio-aws-bedrockruntime_2.13	7.30.23.1		4f8b0a574e93cf80b31c5adc8ffaf2da074c2d8c
dev.zio	zio-aws-bedrockruntime_2.13	7.30.24.1		d3036b11b9bf36a67dd1b82cb12c95f955b22d19
dev.zio	zio-aws-bedrockruntime_2.13	7.30.24.2		c5f0804cbe77c51682ab6b52dd7ee39aa465f52e
dev.zio	zio-aws-bedrockruntime_2.13	7.30.25.1		875326b57dd67f666a659609db9247da5062abb0
dev.zio	zio-aws-bedrockruntime_2.13	7.30.26.1		a313f2b7258d74f6cdfa91b8c2673cef3c9b14d9
dev.zio	zio-aws-bedrockruntime_2.13	7.30.27.1		fd752fd73374ac920b737c1d77f25009030b922f
dev.zio	zio-aws-bedrockruntime_2.13	7.30.27.2		45d9ed658155fc5a01ea801539b7dda88416bac7
dev.zio	zio-aws-bedrockruntime_2.13	7.30.29.1		1bf4a30a272837294b53d91df304ca05edb6ba59
dev.zio	zio-aws-bedrockruntime_2.13	7.30.30.1		f87b698e9c7369fb04f819bb1043b1fd26feab66
dev.zio	zio-aws-bedrockruntime_2.13	7.30.31.1		22b480c0b58507f00f80a1738f0d33244f43b872
dev.zio	zio-aws-bedrockruntime_2.13	7.30.31.2		900d35ee2163b4eeb0cd8927eee3b76bb6820480
dev.zio	zio-aws-bedrockruntime_2.13	7.30.32.1		93083c9daa2e5a9f9714ccf2a24073edc0fb35c6
dev.zio	zio-aws-bedrockruntime_2.13	7.30.33.1		b467bab75e5792d801ae1ad5984474cd3781f29b
dev.zio	zio-aws-bedrockruntime_2.13	7.30.34.1		937361c79a5bfcc46f59919168b9179dcb557ae5
dev.zio	zio-aws-bedrockruntime_2.13	7.30.34.2		56de2433c1d6249593be3a65c04a49eac2b84553
dev.zio	zio-aws-bedrockruntime_2.13	7.30.35.1		7981e89a962d4bf53505187a5e552d9aa47d44fc
dev.zio	zio-aws-bedrockruntime_2.13	7.30.36.1		692fd7e743ebfc49b14d1402abfc32cdce0b9994
dev.zio	zio-aws-bedrockruntime_2.13	7.30.37.1		145b31a7a9bec38370a29153207e50ada57b7abf
dev.zio	zio-aws-bedrockruntime_2.13	7.30.38.1		34760d58202b11ee54e882785dc9ecbcb2fb82f7
dev.zio	zio-aws-bedrockruntime_2.13	7.30.38.2		b38c430fa0309019392960321e0773e7d5528467
dev.zio	zio-aws-bedrockruntime_2.13	7.31.0.1		aeecfa039de8539e761d33f834b8c400b7c3882f
dev.zio	zio-aws-bedrockruntime_2.13	7.31.1.1		7ff228a42ce826abe16d52404256acb8cdf65cfc
dev.zio	zio-aws-bedrockruntime_2.13	7.31.1.3		bcd934e71353f4502af1315b81a9862c6a6d3fb4
dev.zio	zio-aws-bedrockruntime_2.13	7.31.1.4		43c109f4432f54d59695d6bc649fa88a217e144a
dev.zio	zio-aws-bedrockruntime_2.13	7.31.1.5		b9ea16374a59561f97fdf8c452c29a25a8922960
dev.zio	zio-aws-bedrockruntime_2.13	7.31.10.1		8534f934add5b222ee9ca7d29b270ffecdb8cbb3
dev.zio	zio-aws-bedrockruntime_2.13	7.31.11.1		eefea0c1eb572b32c2fb7401c7713c2cf7b4b909
dev.zio	zio-aws-bedrockruntime_2.13	7.31.13.1		10fbf3c0e49dac206f27a6b137c2cca1d6e52cdd
dev.zio	zio-aws-bedrockruntime_2.13	7.31.14.1		1b2c0c2c94094f75a63cc88d1ce67da3ac7049ba
dev.zio	zio-aws-bedrockruntime_2.13	7.31.15.1		12410e287252a90166620d0be31f5415ba948b5b
dev.zio	zio-aws-bedrockruntime_2.13	7.31.16.1		e782038387393e0a63da081b7b4ad876e3aeb697
dev.zio	zio-aws-bedrockruntime_2.13	7.31.16.2		00e54a749cb3491d4aec4707a0812386a15466de
dev.zio	zio-aws-bedrockruntime_2.13	7.31.17.1		55d4da88d8c63d0eae43c6397d196ddd5a90bef7
dev.zio	zio-aws-bedrockruntime_2.13	7.31.18.1		1a92868c2dc0fc6eeda72002ab9095ae6a1741cc
dev.zio	zio-aws-bedrockruntime_2.13	7.31.19.1		7b40854e7f46a9cba96fd2bce4f076f2c897200a
dev.zio	zio-aws-bedrockruntime_2.13	7.31.2.1		a1cb53b51e5e3411aaf103a8a79e1d7678d35424
dev.zio	zio-aws-bedrockruntime_2.13	7.31.20.1		04e061538aba6208e18c20917d93a78aee1bc6d3
dev.zio	zio-aws-bedrockruntime_2.13	7.31.21.1		3b8f3594f0783df7d7724fbe1b6e15ec687ecdaf
dev.zio	zio-aws-bedrockruntime_2.13	7.31.22.1		a3c6ffba04a3a3ad71a56d96930838b29619e6eb
dev.zio	zio-aws-bedrockruntime_2.13	7.31.22.2		0d10bf9d8a446f056e401cd323a290b7da53bd2a
dev.zio	zio-aws-bedrockruntime_2.13	7.31.24.1		d480238cf1645bf0786513b166bb84e363f13dcf
dev.zio	zio-aws-bedrockruntime_2.13	7.31.25.1		b3172459f3f7b3f04c99437c8a0132f0251e704f
dev.zio	zio-aws-bedrockruntime_2.13	7.31.26.1		ba3c810d3544fb04e2048db91a75aca19b43fec2
dev.zio	zio-aws-bedrockruntime_2.13	7.31.26.2		f4f084a55868b968c8c473e6220520ba39e176bb
dev.zio	zio-aws-bedrockruntime_2.13	7.31.27.1		9e930ecbdbe65cac4dd2e28a90a5c3349ed998dd
dev.zio	zio-aws-bedrockruntime_2.13	7.31.28.1		b27b002f9e7ba0d60362687ef7ed24b90c6f490b
dev.zio	zio-aws-bedrockruntime_2.13	7.31.3.1		69ce0bb7737184ce07006f45cdec93ef0d964974
dev.zio	zio-aws-bedrockruntime_2.13	7.31.30.1		085a4938ac90a375c49b8183fd3accd71f90b81f
dev.zio	zio-aws-bedrockruntime_2.13	7.31.4.1		837d5712f081e32f53271b71b1f60d927437f2a4
dev.zio	zio-aws-bedrockruntime_2.13	7.31.6.1		4b1db68cb3518993638ed073b00e34a02eb4e10c
dev.zio	zio-aws-bedrockruntime_2.13	7.31.6.2		774495070cd782f64372212cb2825e8e06c3379d
dev.zio	zio-aws-bedrockruntime_2.13	7.31.6.3		2ded784208779863be735a4e33ab8cb366bf3674
dev.zio	zio-aws-bedrockruntime_2.13	7.31.7.1		7444a22d3b7817cd0011a9e6b7d6ee1ad1fc6dc1
dev.zio	zio-aws-bedrockruntime_2.13	7.31.8.1		b402e5399854a05aa538ea7b462170f575a6bc35
dev.zio	zio-aws-bedrockruntime_2.13	7.31.9.1		8f539f589ec358770b7b3c8b8a2c86bd5bdce523
dk.alexandra.fresco	demos-common	1.0.0		a088a8fa41511c6b24ed95c4cc57520ce6650923
dk.alexandra.fresco	demos-common	1.1.0		b45f2b114eb92ea997cc34d9710f3981b3b5459e
dk.alexandra.fresco	demos-common	1.1.1		2cf96e7a6200d67c79fd0a4c3782220ded5e8c65
dk.alexandra.fresco	demos-common	1.1.2		0b5c10749f6f05c8441d4c23f779a3c3c138072e
dk.alexandra.fresco	demos-common	1.1.3		1a773a87272b79bbdb73909a34aa88732f29add0
dk.alexandra.fresco	demos-common	1.2.0		00740a79a5f86ec9bb5cbcb4ae5906b270a34a8e
dk.alexandra.fresco	demos-common	1.2.1		d8502cc1b295d73411a9c70f41419a410507f04d
dk.alexandra.fresco	demos-common	1.3.0		f3faab2355fedadf4366fa75aa4a36c6f3388526
dk.alexandra.fresco	demos-common	1.3.1		a36494dfbaf6ac576bca228e9f5f831541548834
dk.alexandra.fresco	demos-common	1.3.2		06b9da0c68a5fc6b05e432a9d7ea4f771fa76f51
dk.alexandra.fresco	demos-common	1.3.3		8f22a53cc3b44191f20d3e510774ed4d5e2d90a6
dk.alexandra.fresco	demos-common	1.3.4		99ce723bc40d2ad6e51f165dc44e1041802fbc75
dk.alexandra.fresco	demos-common	1.3.5		ec1100ec397d986bb84c4c6ede0ba54943edce1e
dk.alexandra.fresco	demos-common	1.3.6		eb0be21f0584b8ef0275451e1a153ae878957a0b
dk.alexandra.fresco	demos-common	1.3.7		4e24619c536af49ccd130de545eda1c56a2a51a1
dk.alexandra.fresco	demos-common	1.3.8		29be1ef29e7b4828d5ffd4f271d67d389001fbc1
edu.gemini	gsp-core_2.12	0.1.1		f5f9a09424fe8006ccca1bb6c96ae72f22d68cf7
edu.gemini	gsp-core_2.12	0.1.2		891053b4530d4bfe65b3679bd40920229cd33bb1
geronimo	upgrade-cli	1.1		N/A
geronimo	upgrade-cli	1.1.1		N/A
im.nll.data	simaple-properties	0.9.0		1a150de8bdcfefde27c56b704ebdfb8674954f18
in.kyle.mcspring	mcspring-annotations	0.0.6		973ab0dbffbfe6016100ad64729be348ecc6980e
in.kyle.mcspring	mcspring-annotations	0.0.7		ba6a225a7f5f11b0abf5b5f4bef528f81aa69eda
in.kyle.mcspring	mcspring-annotations	0.0.8		f8817e2331bd32d1d1fee8a50838eb92303a8606
io.acryl	data-testutils	29.22.16		586493192e40d32bd22d3de75c64b361f162a95b
io.github.ZJU-ACES-ISE	chatunitest-core	1.0.0		897ab2be3609d400151b73bed73e6bbb52ba6566
io.github.ZJU-ACES-ISE	chatunitest-core	1.0.1		45acc620248b2e6138fe5d0791a1570f7ade8f9a
io.github.ZJU-ACES-ISE	chatunitest-core	1.0.2		06f0100cb62c05fdbd988011e3c8a6299898295c
io.github.ZJU-ACES-ISE	chatunitest-core	1.1.0		53ab4bde7b33a375c737c571fc3f15098b01edc2
io.github.flowersinthesand	wes-test	0.2.0		fb9f31b382aec098458d38a422f4456bea62033a
io.github.flowersinthesand	wes-test	0.2.1		b45a04fb0ac754a16f8e32f97a6341adbdfedb44
io.github.funicornframework	funicorn-framework-parent	1.0.0		N/A
io.github.funicornframework	funicorn-framework-parent	1.0.1		N/A
io.github.funicornframework	funicorn-framework-parent	1.1.0		N/A
io.github.kevenzxd	adsdk-tools	2.6.0		N/A
io.github.open-accelerators	credit-management-client	1.0.2		0b6918ff8b8d9bf51451858a19b1416c74e2a41e
io.github.open-accelerators	reward-points-account-client	1.0.2		19c6ffbe8b95673ee20744efe113fd6a80cafb5b
io.github.paladitya	parser-library	0.1		fa1007019c4629aee9aa2d8048101eedc398ed2c
io.github.paulmarcelinbejan.toolbox	toolbox-utils-pdf	1.0.0		b9da1dae7f1df31b80ef5d8c41afb135b3c807aa
io.github.paulmarcelinbejan.toolbox	toolbox-utils-pdf	1.0.1		6db72715c83254dff238c8f6caaf383edab8a7b5
io.github.paulmarcelinbejan.toolbox	toolbox-utils-pdf	1.0.2		cfcad59306e5f410938be2c39b70331f7c8c0f32
io.github.paulmarcelinbejan.toolbox	toolbox-utils-pdf	1.0.3		f5a0387aebb6d09a5463faf4a8b8c4885e27e034
io.github.penggle	codeforce-common-model	2.4		aaf7309d07f7e3e9e2888d7849e782f4d9cd7862
io.github.penggle	codeforce-common-model	2.5		15de46d4fe30d36895113791bc0c5fbe4d7dc798
io.github.qsy7.java.modules.compression	modules	0.1.0		N/A
io.github.qsy7.java.modules.compression	modules	0.1.2		N/A
io.github.qsy7.java.modules.compression	modules	0.3.2		N/A
io.github.qsy7.java.modules.compression	modules	0.3.3		N/A
io.github.repir	repir	0.26		3d82564de1943a6ffbc33855755f7e50c155ee96
io.github.rothschil	arda-common	1.2.7.RELEASE		N/A
io.github.rothschil	arda-common	1.2.8.RELEASE		N/A
io.github.std-uritemplate	std-uritemplate	0.0.1		e5d006546eb1bdb5680b51414ada24f59363423e
io.github.std-uritemplate	std-uritemplate	0.0.11		b44beb03d54af6bbbc3c9640ea34a4a2ffbce356
io.github.std-uritemplate	std-uritemplate	0.0.14		7012729e5ea07f48970693c2ab0b297d5e1151cf
io.github.std-uritemplate	std-uritemplate	0.0.15		dd343cf4f785874b47a36919f4d9b906cedd3c7a
io.github.std-uritemplate	std-uritemplate	0.0.3		7a81546dfb41f90ae1f9f442e30597a20ddbd62f
io.github.std-uritemplate	std-uritemplate	0.0.30		e34951f6eabd62caea144fe77eddeb60c55822bb
io.github.std-uritemplate	std-uritemplate	0.0.31		a1f84b1d16f727e94652ea7072c7a56830a131a6
io.github.std-uritemplate	std-uritemplate	0.0.32		2429bafc293b6b258723ab237edde9ef99baa822
io.github.std-uritemplate	std-uritemplate	0.0.33		1e0babcbb1c5375962ea3c7b64bb8f9919bcd84f
io.github.std-uritemplate	std-uritemplate	0.0.34		255e3ef6f8c337c7b6f97b6b778fd6a08fe56090
io.github.std-uritemplate	std-uritemplate	0.0.35		ef17fb3ea6cc2a886aa72afa7e7340f65c94899e
io.github.std-uritemplate	std-uritemplate	0.0.36		0abee6b17f3584bc356254e701005944ca263ff8
io.github.std-uritemplate	std-uritemplate	0.0.38		a186ab966bbfee15584bcc12c7bfbdd3e70e00b7
io.github.std-uritemplate	std-uritemplate	0.0.39		076dd10fe109d9d8d35e52a98576404ee7327339
io.github.std-uritemplate	std-uritemplate	0.0.40		89c780b8a7800f14ab1df7573c69cdbce13d0d5e
io.github.std-uritemplate	std-uritemplate	0.0.41		e6596b8dddc9226078b61d48b80d15f14d61c998
io.github.std-uritemplate	std-uritemplate	0.0.42		e14bdc629463bea40887103f918a35e85553e96d
io.github.std-uritemplate	std-uritemplate	0.0.43		b2ea0f20c6cb6c85c7db2e33bcd4d7a6647fa780
io.github.std-uritemplate	std-uritemplate	0.0.44		8e487c3af5e6dcc10f35f9c998e061cf1d22e2d0
io.github.std-uritemplate	std-uritemplate	0.0.45		9d36ef162964de210e650b65db91f2c2ab068c05
io.github.std-uritemplate	std-uritemplate	0.0.46		163882f4820c235fd483df7f106a4a4cc881bec0
io.github.std-uritemplate	std-uritemplate	0.0.47		4e90f18fa263ee9258c85b90dd67dadd8e193c4d
io.github.std-uritemplate	std-uritemplate	0.0.48		d92de05fb106347f2ee90e85b34c2eaed961f9b1
io.github.std-uritemplate	std-uritemplate	0.0.49		bccd154da5653dd5cba5d9d17f5ac09a75449ef6
io.github.std-uritemplate	std-uritemplate	0.0.50		7d0ab574846b0d218bb65f8d51393e2fe14f0e7d
io.github.std-uritemplate	std-uritemplate	0.0.52		97bcebd98f6deb6b34d230fda1418c1ef532875c
io.github.std-uritemplate	std-uritemplate	0.0.53		1446d48c5dbcbb800cf739c51bb654c024a43bda
io.github.std-uritemplate	std-uritemplate	0.0.54		3ff86e5b0bfb5bafff0b92af04408cf5d4adccec
io.github.std-uritemplate	std-uritemplate	0.0.55		a466288dd89cd673da359b1dd041625bc389790c
io.github.std-uritemplate	std-uritemplate	0.0.56		439b68c218935e761036721a1411887c50923a37
io.github.std-uritemplate	std-uritemplate	0.0.57		7df7722fa93a570a6579d2dcf07c2152bc9ae27d
io.github.std-uritemplate	std-uritemplate	0.0.58		7b7631984e8b3ffbcc0712cea26fee7a1e8b928d
io.github.std-uritemplate	std-uritemplate	0.0.59		908800ab52b23b7681f197877d3c5cbe78d914b0
io.github.std-uritemplate	std-uritemplate	0.0.6		bc1398b74df059b2358df1a0508394bd04614122
io.github.std-uritemplate	std-uritemplate	0.0.7		2b07165031356a10c7094ef9556eddfcd1e3e70d
io.github.std-uritemplate	std-uritemplate	0.0.9		5406e317bb04b036923ae4c1ec06e862383a42c3
io.github.std-uritemplate	std-uritemplate	1.0.0		6310c0a5c9ddc3f3a5608b50bcdd7c222658ea49
io.github.std-uritemplate	std-uritemplate	1.0.1		a396206cd53b00286789f88d55471bb769ecf3a6
io.github.std-uritemplate	std-uritemplate	1.0.2		152673cd698a7f18ffb6a9754603ced303708f09
