cc.co.scala-reactive	reactive-web_2.8.1	0.1		906e210cfef063412dfdcc32af1c350bae37f25b
com.visionarts	power-jambda-events	0.9.10		ea15b1f1f2dd2560ca7aa198b294a0628227081c
com.visionarts	power-jambda-events	0.9.11		8bb0046d7f7bd2145afa3c9925508c6b7cae2eed
com.visionarts	power-jambda-events	0.9.12		3f3f086989fca89a356949d9f5386225ca26f2f3
com.visionarts	power-jambda-events	0.9.13		519795882caa2d8b5d37955506ba8e92bc04c65c
com.visionarts	power-jambda-events	0.9.14		cbc0dc52b54ee20b77e4c439ec489f51f9457801
com.visionarts	power-jambda-events	0.9.15		4d7463d5a4ba993afcc4c6827bf3c91293a7cb29
com.visionarts	power-jambda-events	0.9.16		8f8a8d35c258f594e1db282243809f13f9f42364
com.visionarts	power-jambda-events	0.9.17		41f0778a23a3e3c239943af3e147f447d79e3b98
com.visionarts	power-jambda-events	0.9.2		68a85c8d91efa0621a730c14dae3f12da78280d7
com.visionarts	power-jambda-events	0.9.3		944db2d9b866d33ab1c3c874a613a76415a95ce1
com.visionarts	power-jambda-events	0.9.4		468b8c3cac03310bc0b3fc776bc79915f6795294
com.visionarts	power-jambda-events	0.9.5		740066e86c701726f36ecae277d4af77b4327948
com.visionarts	power-jambda-events	0.9.6		3b265e1871a01cd2563863c165d2de82ca3514cb
com.visionarts	power-jambda-events	0.9.7		2f802f7c3a604ae0ac4367c8323412ccc568095b
com.visionarts	power-jambda-events	0.9.8		5c68a77b66e3057b81dd86d2630b4bfee43e2313
com.visionarts	power-jambda-events	0.9.9		dbc740379b6f43735d5b0f233bafcfa3298fb985
com.websudos	util-parsers_2.10	0.4.0		25a7a8efb7f79266738782d29908f1cb536491a0
com.websudos	util-parsers_2.10	0.7.0		0aee3ff83927c2fa86fe693b517a0bc6bcb39634
com.websudos	util-parsers_2.10	0.7.2		c045bd573caac598a16280f8d6ab37bb048a639d
com.websudos	util-parsers_2.10	0.7.5		610bbc17f926aa27fbaf3f21249ab38aed0caf95
com.websudos	util-parsers_2.10	0.8.0		452ed995e496c1d82b6639e42df507ea17d3aa34
com.websudos	util-parsers_2.10	0.8.4		48fffd4ea03cc9b8374ebb8e4b00c271c0c82969
com.websudos	util-parsers_2.10	0.8.8		ffd2b6b07c8f6db916dbd1ac6d69f7734067a64a
com.websudos	util-parsers_2.10	0.9.11		71d7d73f664a7a291a65ed0167ab9ad640b2e418
com.xiaoazhai	easy-pay	0.1.2		N/A
com.xiaoazhai	easy-pay	0.1.6		N/A
com.xiaoazhai	easy-pay	0.1.7		N/A
com.yandex.scout	scout-gradle-plugin	0.9.0		c87232ff954caacf91adfc61cb0a46a882dbd0c1
com.yandex.scout	scout-gradle-plugin	0.9.1		100db313076f8484e5fa052198ef7b8c97c3b2b8
com.yandex.scout	scout-gradle-plugin	0.9.2		70412087b115d2dde21792f242eadbe7a09eb796
com.yandex.scout	scout-gradle-plugin	0.9.3		e06fa6fbf4dd7ff7f457b67e29b07dc5ffe3c1cd
cz.o2.proxima	proxima-direct-io-http	0.10.0		203fce1ef96b55abb7560f79f33ecd7ccccb7f29
cz.o2.proxima	proxima-direct-io-http	0.10.0-jdk11		d2b595dad919787178e2a676cc8c0f29efdbf5a0
cz.o2.proxima	proxima-direct-io-http	0.11.0		3b8a6e97bc59841c40807bbf3e39b70f86b43b47
cz.o2.proxima	proxima-direct-io-http	0.12.0		59bda62e632503a2b5ae7b4868c25b2f0bd4ded1
cz.o2.proxima	proxima-direct-io-http	0.13.0		ffb4489e4b3f2ddd9a79f611cc2c9bd6c8159a57
cz.o2.proxima	proxima-direct-io-http	0.14.0		c5427c00d51f6dfdf837e7952fbb96873229eba4
cz.o2.proxima	proxima-direct-io-http	0.15.0		9959d7a5bee1d25238ab244a25d2e2b11f9d698b
cz.o2.proxima	proxima-direct-io-http	0.3.0		60c0eec5a88092fa1aa51d0c8849a8caa34d9436
cz.o2.proxima	proxima-direct-io-http	0.3.0-rc1		b2c402663a35903752bde77dc2fcdf75d14b7054
cz.o2.proxima	proxima-direct-io-http	0.3.0-rc2		7de66db2fdce6bda0e7e8243f07d10e391b3fef1
cz.o2.proxima	proxima-direct-io-http	0.3.1		55ed1c9039d73596abea6ca431ff6458630a528e
cz.o2.proxima	proxima-direct-io-http	0.4.0		30d022b664f7e5f7394bdf5407943b7bfb13005c
cz.o2.proxima	proxima-direct-io-http	0.5.0		f663b92258a5d3fa375bcde14440f8b47b2702bf
cz.o2.proxima	proxima-direct-io-http	0.5.1		f10a419e31eff4d42872e7d407311e2532dc9ae2
cz.o2.proxima	proxima-direct-io-http	0.6.0		a397c8b34aea7b364d74486eac1845ffc16dfa9f
cz.o2.proxima	proxima-direct-io-http	0.6.0-jdk11		e58998e762febaca0bf63745660cfc56aba660e8
cz.o2.proxima	proxima-direct-io-http	0.6.1		9affe3bea19a672006776d45fdac60655adf1100
cz.o2.proxima	proxima-direct-io-http	0.6.1-jdk11		3c6bf1e0626b7c91bfbf9a2be23556b1b7924f75
cz.o2.proxima	proxima-direct-io-http	0.7.0		270434c4244ad55cbe6ee3820e2c80ff751cf671
cz.o2.proxima	proxima-direct-io-http	0.7.0-jdk11		a82a4233e2ba4a8e9fe7e31bd3d3b3fa7c2ecf78
cz.o2.proxima	proxima-direct-io-http	0.8.0		2cba26d3af746a3e806dfcec6354e2762e62fe58
cz.o2.proxima	proxima-direct-io-http	0.8.0-jdk11		8ee5dc841924a350bca0d62888a972c472bf5552
cz.o2.proxima	proxima-direct-io-http	0.9.0		df0aa289297482a9b2d649c4b9f1adc70a97c54c
cz.o2.proxima	proxima-direct-io-http	0.9.0-jdk11		a40f73f9f137d5a1cdb049dee062c6c796f6bf4f
de.flapdoodle.kfx	de.flapdoodle.kfx	1.3.0		8ec393fcaeaae50a4a4ade1dbf07e54f49eeb9f0
de.flapdoodle.kfx	de.flapdoodle.kfx	1.4.0		61f978dbeef4119ac1c47ac87a047e1135defd3e
de.flapdoodle.kfx	de.flapdoodle.kfx	1.4.1		7d82e7cdb4252f426d4d71737fe32be75c60fa36
de.flapdoodle.kfx	de.flapdoodle.kfx	1.5.0		2acbca0c9a067132391e8fcb07f917a4515f7ec4
de.flapdoodle.kfx	de.flapdoodle.kfx	1.5.1		9f4c2a7a9b39cb9b23aafddf2f0c8b0bc487b2ef
de.flapdoodle.kfx	de.flapdoodle.kfx	1.6.0		b274090ce2ad1156d2b3014344cf1f7dfc75fd84
de.flapdoodle.kfx	de.flapdoodle.kfx	1.6.1		b18963e0bf1bb95e02e5dd51203ca30bd0f8511f
de.m3y.libmobi	libmobi-standalone	1.0		706291a40b7a5a7400afc3d5730d1f179be66199
de.m3y.libmobi	libmobi-standalone	1.0.1		724f4c52e283ba55d53e4ed5c498835df4f584f7
de.m3y.libmobi	libmobi-standalone	1.0.2		f1099cee4c96fd6071f443d49257fd92371659df
de.oberdorf-itc	oitc-textproc	0.2.0		111952d0f48932e25f07c75e7a1847701280735f
de.oberdorf-itc	oitc-textproc	0.3.0		0904631113c43b6a684e26361df20a5f7bd17780
de.oberdorf-itc	oitc-textproc	0.4.0		a8a3174ebd9a12b4d08e87551a3d53714616334e
de.oberdorf-itc	oitc-textproc	0.5.0		06c14ca55ab364d15905af9145be5b9b738da43a
de.oberdorf-itc	oitc-textproc	0.6.0		22d38a935a8d79bf261d5ded1a39bfe611b1cf23
de.oberdorf-itc	oitc-textproc	0.6.1		3e4c3c1fb784dc68e9ef12543453fb9ab68453bd
de.oberdorf-itc	oitc-textproc	0.7.0		70d1110c107454c285d7b848096d2b42278cee09
de.oberdorf-itc	oitc-textproc	0.8.0.1460		de89fcc800eb937e91ff516aae25adbc8dcb4962
de.oberdorf-itc	oitc-textproc	0.8.1.1674		c5b8e5413e41d69de8dc0141dea077189088de2c
de.sciss	kollflitz_sjs1_2.13	0.2.4		08d0db9ca213d6bfd39466546f2c575c0103200d
de.sciss	lucrestm-core_2.11	2.0.4		dfe567d2b622f46bdf939dfb55ba12d8477989a4
de.sciss	lucrestm-core_2.11	2.1.0		c577077df0ef69abea430960214ea406a5a8e8a7
de.sciss	lucrestm-core_2.11	2.1.1		fb1883a40ca4f40c4653767924e82b86d9f503c6
de.sciss	lucrestm-core_2.11	2.1.2		ecfa385319d5bc41128904258011dde229a6f305
de.tu-darmstadt.stg	sootconfig	1.0		1a65dc6f348409a48ae9694e14ec9a11e3eb9757
de.tu-darmstadt.stg	sootconfig	1.1		d5d302f561e15687c7125e82ca6547828b41b5f0
dev.bluepitaya	laminar-contenteditable_sjs1_2.13	0.1		8c9bca585614de6ebdc442005bc92bd062c60a26
dev.programadorthi.routing	resources-tvosx64	0.0.10		N/A
dev.programadorthi.routing	resources-tvosx64	0.0.10	metadata	73e9212fda0290f337465de8d3ad06e5b456fc45
dev.programadorthi.routing	resources-tvosx64	0.0.11		N/A
dev.programadorthi.routing	resources-tvosx64	0.0.11	metadata	571c8dc79368514a58548969c11d971cc1cfc47e
dev.programadorthi.routing	resources-tvosx64	0.0.12		N/A
dev.programadorthi.routing	resources-tvosx64	0.0.12	metadata	00eda5208fa7b38e1250be8c3dda007a7939de55
dev.programadorthi.routing	resources-tvosx64	0.0.13		N/A
dev.programadorthi.routing	resources-tvosx64	0.0.13	metadata	145db00112d951da6d409571307caa58d4938e0e
dev.programadorthi.routing	resources-tvosx64	0.0.14		N/A
dev.programadorthi.routing	resources-tvosx64	0.0.14	metadata	cfbc5783f78db8586f6521cb32e4d6874ac7f2fd
dev.programadorthi.routing	resources-tvosx64	0.0.15		N/A
dev.programadorthi.routing	resources-tvosx64	0.0.15	metadata	430d9bf22c7991dca691cc6b076ff91961ed1e11
dev.programadorthi.routing	resources-tvosx64	0.0.16		N/A
dev.programadorthi.routing	resources-tvosx64	0.0.16	metadata	78a7580ba2b34c7c11e6d0740ee79a4cbe37f9c4
dev.programadorthi.routing	resources-tvosx64	0.0.17		N/A
dev.programadorthi.routing	resources-tvosx64	0.0.17	metadata	de03c21411ef50fb1ad64cf2445ee654c46c5769
dev.programadorthi.routing	resources-tvosx64	0.0.18		N/A
dev.programadorthi.routing	resources-tvosx64	0.0.18	metadata	29b3fc36fdc23abd373e1e9a7256e0549dc571fb
dev.programadorthi.routing	resources-tvosx64	0.0.19		N/A
dev.programadorthi.routing	resources-tvosx64	0.0.19	metadata	b853c0e823bf1dd7c177c5a86cef54bc081a72bb
dev.programadorthi.routing	resources-tvosx64	0.0.2		N/A
dev.programadorthi.routing	resources-tvosx64	0.0.2	metadata	21f421edad80b6ea438a508f8398534156dc5386
dev.programadorthi.routing	resources-tvosx64	0.0.20		N/A
dev.programadorthi.routing	resources-tvosx64	0.0.20	metadata	61cab4fda2070fd88d1ad220b3bd038ad3d31a7c
dev.programadorthi.routing	resources-tvosx64	0.0.21		N/A
dev.programadorthi.routing	resources-tvosx64	0.0.21	metadata	8c026fa33534d963791d62f9064d0dec8e0f3dd7
dev.programadorthi.routing	resources-tvosx64	0.0.3		N/A
dev.programadorthi.routing	resources-tvosx64	0.0.3	metadata	887826d52f0e9686441bafad553f1af6b46946ac
dev.programadorthi.routing	resources-tvosx64	0.0.4		N/A
dev.programadorthi.routing	resources-tvosx64	0.0.4	metadata	566d776544679e182a5962a02f13c7b899f8d3f7
dev.programadorthi.routing	resources-tvosx64	0.0.5		N/A
dev.programadorthi.routing	resources-tvosx64	0.0.5	metadata	52ff77f143f8ce12af90752a7cb4c94df3991bf9
dev.programadorthi.routing	resources-tvosx64	0.0.6		N/A
dev.programadorthi.routing	resources-tvosx64	0.0.6	metadata	6c28d7a3f3464f22b00a203354d118d3349dcbcb
dev.programadorthi.routing	resources-tvosx64	0.0.7		N/A
dev.programadorthi.routing	resources-tvosx64	0.0.7	metadata	ac992aab9a03401debeb8d01d8614314adf1f4a2
dev.programadorthi.routing	resources-tvosx64	0.0.8		N/A
dev.programadorthi.routing	resources-tvosx64	0.0.8	metadata	a50d2705c270f25e5caf7e4298fe514dd8603b73
dev.programadorthi.routing	resources-tvosx64	2.0.0-alpha01		N/A
dev.programadorthi.routing	resources-tvosx64	2.0.0-alpha01	metadata	8131bba6391016cdaf027291eaabd9f0235606a6
dev.programadorthi.routing	resources-tvosx64	2.0.0-alpha02		N/A
dev.programadorthi.routing	resources-tvosx64	2.0.0-alpha02	metadata	98992d8b95ca8947a8ccdd8f69414f30d8e89d25
dev.programadorthi.routing	resources-tvosx64	2.0.0-alpha03		N/A
dev.programadorthi.routing	resources-tvosx64	2.0.0-alpha03	metadata	000e261b8beb773d7124d03fd421ffc7f9c8b869
dev.programadorthi.routing	resources-tvosx64	v0.0.1		N/A
dev.programadorthi.routing	resources-tvosx64	v0.0.1	metadata	8964cbbd04047e817a56753b1e9f95ad87d12d9a
group.springframework.ai	spring-ai-azure-openai-spring-boot-starter	1.0.3		11a6e86efded4375495e24baeea135171601958d
group.springframework.ai	spring-ai-azure-openai-spring-boot-starter	1.0.4		aa3fd34adde47d53a140b060fa283c69b2b840e9
group.springframework.ai	spring-ai-azure-openai-spring-boot-starter	1.1.0		c4d3e0030da0e4eb103a0260ea12d0338d3c8c13
io.arrow-kt	arrow-platform-macosarm64	2.0.0		N/A
io.arrow-kt	arrow-platform-macosarm64	2.0.0	metadata	4617acc1330007c31e7e80e7f0810671b3a89973
io.arrow-kt	arrow-platform-macosarm64	2.0.0-beta.1		N/A
io.arrow-kt	arrow-platform-macosarm64	2.0.0-beta.1	metadata	371853c85137b5ca3008ea50f792c172ae63e643
io.arrow-kt	arrow-platform-macosarm64	2.0.0-beta.2		N/A
io.arrow-kt	arrow-platform-macosarm64	2.0.0-beta.2	metadata	6b1b6461c13d4c721d18b6d12c09ddb1489382ea
io.arrow-kt	arrow-platform-macosarm64	2.0.0-beta.3		N/A
io.arrow-kt	arrow-platform-macosarm64	2.0.0-beta.3	metadata	d189bbf73c24fd7e5013643608c16fb72f0f49eb
io.arrow-kt	arrow-platform-macosarm64	2.0.0-rc.1		N/A
io.arrow-kt	arrow-platform-macosarm64	2.0.0-rc.1	metadata	82dbe04620c9251275f101ba5aece9873d9b2c66
io.arrow-kt	arrow-platform-macosarm64	2.0.1		N/A
io.arrow-kt	arrow-platform-macosarm64	2.0.1	metadata	dd99a45bc564db12fef06f36f6c55d992da84c9a
io.arrow-kt	arrow-platform-macosarm64	2.0.1-alpha.1		N/A
io.arrow-kt	arrow-platform-macosarm64	2.0.1-alpha.1	metadata	8aa5b4d9674650cff653284dd6332b94d7f8990f
io.arrow-kt	arrow-platform-macosarm64	2.1.0		N/A
io.arrow-kt	arrow-platform-macosarm64	2.1.0	metadata	f120ad9aa202cb25fcc82ebd324f5bab9558a61d
io.arrow-kt	arrow-platform-macosarm64	2.1.1		N/A
io.arrow-kt	arrow-platform-macosarm64	2.1.1	metadata	76ee50ff9685e0835139a3863122d6b619749305
io.burkard	aws-cdk-scala-codebuild_3	0.1.2		439bcd6bd668912024e57503fbd8e66b4ac37940
io.burkard	aws-cdk-scala-codebuild_3	0.1.3		1be7f93fbef9e503f348c35ee0ce0f12a3fdb836
io.burkard	aws-cdk-scala-codebuild_3	0.1.4		c6626b933ace4fbe57613c316bfc9d8b69e99893
io.burkard	aws-cdk-scala-codebuild_3	0.1.5		214c1307071e0366f84f6b0ac6bcd6f9a4aa8d52
io.burkard	aws-cdk-scala-codebuild_3	0.1.6		1da1a8fe668cb2aa89e83ec2e9829839fb503e76
io.burkard	aws-cdk-scala-codebuild_3	0.1.7		c486095f5dc628231e4cf22c2d0c114209903645
io.burkard	aws-cdk-scala-codebuild_3	0.2.0		6c102fdc66afaa5436234d1a418d408fef919eda
io.burkard	aws-cdk-scala-codebuild_3	0.3.0		96542075eacd24884dd1fafe9cdcfa1d13a928ec
io.burkard	aws-cdk-scala-codebuild_3	0.4.0		aea4780c7e77c82dd275cbcdf9728c7430567967
io.burkard	aws-cdk-scala-codebuild_3	0.4.1		bdd00fad52199978ecbdfbec785589d0504a6a10
io.burkard	aws-cdk-scala-codebuild_3	0.5.0		f0c13000f69de716e8a60d40ba32aba739118d17
io.github.alexarchambault.scala-cli.signing	shared_3	0.1.12		34fefd684803a2006530bb3bdcfaf7a71879d133
io.github.alexarchambault.scala-cli.signing	shared_3	0.1.13		9a469bfe0c2376f8cb8463faf62f270dca503fff
io.github.alexarchambault.scala-cli.signing	shared_3	0.1.14		7f3cbd5c8d27dbad5bb4c8b9b117bdea55088115
io.github.chengzis	bluetooth-player	0.0.1-beta		N/A
io.github.chengzis	bluetooth-player	0.0.4-beta		N/A
io.github.elf4j	jpl-elf4j	1.0.0		4d54ca31d925ecf4b2b3cc07e70d73966fc16748
io.github.elf4j	jpl-elf4j	1.0.1		8ee9bb0d55566c60d29f9e75b7cb99e22684a22b
io.github.elf4j	jpl-elf4j	1.0.2		2cbefcbebc37d2cb30fda0b917df6f6f10e7eb5f
io.github.elf4j	jpl-elf4j	1.0.3		3195928464771d7b24e91ddd1843c906bf8672fa
io.github.elf4j	jpl-elf4j	1.0.4		b424caf428176a14ccd4237ecc2d6823320f8c7a
io.github.elf4j	jpl-elf4j	2.0.0		36a47f52bd794fc93594303df49f30505458abb8
io.github.elf4j	jpl-elf4j	2.0.1		7aa5ea08b13ceed75c9b9b7c1fa14953c9f0a8ed
io.github.elf4j	jpl-elf4j	2.0.10		09469b1cf5e3643417ae6833d5d39103106e25fb
io.github.elf4j	jpl-elf4j	2.0.11		abde0daa8def2a4f17abbe5551010ded9cf4d1e6
io.github.elf4j	jpl-elf4j	2.0.12		19a124dc720c7e022350c42a1d1e08aa8229fd98
io.github.elf4j	jpl-elf4j	2.0.13		9257fbd2a16b54299f551f3329f78723a013a14a
io.github.elf4j	jpl-elf4j	2.0.14		9f552f30327abba2a3ed64f91ef095ce9afbc406
io.github.elf4j	jpl-elf4j	2.0.2		338abb9345c3e1afbee7ffd84b2df160e2419ae0
io.github.elf4j	jpl-elf4j	2.0.3		ccaec7bb2c15b727cee56446d8dee2f012239615
io.github.elf4j	jpl-elf4j	2.0.4		b590f69ec95715ada55bdeaafcb69046c13aefcc
io.github.elf4j	jpl-elf4j	2.0.5		ea2db23be5613ee5c3a20af9cf8acf804b82ad89
io.github.elf4j	jpl-elf4j	2.0.6		9d342027e3ce5c0dcb9607b5ffafa1d949450bbf
io.github.elf4j	jpl-elf4j	2.0.7		ff8554553e0dc3412179a4aa990689ceb908c86b
io.github.elf4j	jpl-elf4j	2.0.8		01a35f91c95bc244ec67e02b01ff7861287f2d19
io.github.elf4j	jpl-elf4j	2.0.9		8369495717e9093f42e6e534e7b868afe82eb21f
io.github.elf4j	jpl-elf4j	3.0.0		42cb980a49b500ed343916884162e0726a7e897f
io.github.elf4j	jpl-elf4j	4.0.0		6dfb0618d3341323643ecfba4a57e3b8a4a0e318
io.github.elf4j	jpl-elf4j	4.0.1		3730dca761d3c8687d9df00e0dc01ffe30eb0a94
io.github.elf4j	jpl-elf4j	5.0.0		f6e0105e7182e8ccd3b51d536ffb3e3b108c2cf4
io.github.elf4j	jpl-elf4j	5.1.0		7e96a4b595b9798f0b9c855575ea6ad4c4214305
io.github.elf4j	jpl-elf4j	5.1.1		afd63822c71e8edad6939ce1040bdb2e904671a5
io.github.elf4j	jpl-elf4j	6.0.0		ca9025977e974744329faab31e0500977254b040
io.github.elf4j	jpl-elf4j	6.0.1		ec5660abb6ff494c8c00b2f012defdbee1c96f29
io.github.elf4j	jpl-elf4j	7.0.0		dd764fff1ae1f03a29704ec97a762783d68d9f20
io.github.elf4j	jpl-elf4j	7.0.1		fe8528b8b23c0b982346ecae5192e0a37dc13dac
io.github.elf4j	jpl-elf4j	7.0.2		2799181e40ef00383c321820352730f8ce71eec4
io.github.elf4j	jpl-elf4j	7.0.3		c1102d9f2da1e5f9e858784d931b2f7e1cdc17a1
io.github.elf4j	jpl-elf4j	7.0.4		6704c0eef1d1b3ad2c5061ccae3a9b343786b118
io.github.elf4j	jpl-elf4j	7.0.5		0c55ef6008138bc7c2a4c8bf5630250849fe4d37
io.github.elf4j	jpl-elf4j	7.0.6		ea1988e38fcab2e37c1bb0a24c269da19ca45dbb
io.github.elf4j	jpl-elf4j	7.0.7		cd029026e2522f242af67bc9ece9011af8886e59
io.github.elf4j	jpl-elf4j	7.0.8		6d32e466b2a83d4763ad6cd31b8921e93db42f5f
io.github.elf4j	jpl-elf4j	8.0.0		509aa9c97ebad54a5fe756b09881d9bee62e9934
io.github.elf4j	jpl-elf4j	8.1.0		da2aabf60387153d97fd1e2dbecfda69ec8ae00a
io.github.elf4j	jpl-elf4j	8.2.0		669d133c5bf11cc7ef7943d94a73f48078a11a8e
io.github.elf4j	jpl-elf4j	8.2.1		1946edd66344a6fabcfd6cdaa9b5b42fd5f36a70
io.github.guoshiqiufeng	file-all-spring-boot-starter	1.0.0		9b28d38e1fe27d42b6598085542623823f41988e
io.github.imzix	commons	0.0.1		d6fc3344fb5dd686c4ea2bed8352974edc440f9b
io.github.imzix	commons	1.0.0		f764f33df363923ea12e3cdf6863fd5a27629bd5
io.github.imzix	commons	1.1.0		c21f82e78c687779abf74dbf7bdd7fe82b09e7a9
io.github.imzix	commons	1.2.0		e56e9fbe59c45f382ed761596bf68ee8fd666960
io.github.imzix	commons	1.3.0		0a2f13e856712cffc9fe8c8ce51c29f61042280a
io.github.imzix	commons	2.0.0		724b7dfc3e2f5853743e0bde4ac51bb70d4673fb
io.github.imzix	commons	2.0.0-alpha.1		70dcfb7d1daf65620e6735cdbc25d858250c5e7d
io.github.imzix	commons	3.0.1		9cb4abf182436500be508ec8414fc3dbfce000c1
io.github.imzix	commons	3.1.0		1bc3770dec14279c53a02c6bc7dc14b377e112d4
io.github.imzix	commons	3.2.0		3aa17ee7c2e626cda01bd151be585c5f6162d53a
io.github.imzix	commons	3.2.1		ca55912b4367697fa2fbd2a881f0ab18e851ad70
io.github.lystrosaurus	druid-metrics-spring-boot-starter	0.0.1		21a93cf1b91cca56965d6b66e1ea953826615089
io.github.matteobertozzi	tashkewey-netty	0.1.0		bc6e6d47e3f29ea02d2d419ff3a0a39a43d982e2
io.github.matteobertozzi	tashkewey-netty	0.1.1		b371dd721fea414317e5a3f3bb93334f29a0d1aa
io.github.matteobertozzi	tashkewey-netty	0.1.2		4e0cc616429e2170d6e5497b4ce33c7573c45db4
io.github.matteobertozzi	tashkewey-netty	0.1.3		cb46ba1a53c08dda74b9f61473ad65c8738d6660
io.github.matteobertozzi	tashkewey-netty	0.1.4		8477c4d5da944298bd9312829126dac6bb180fa9
io.github.matteobertozzi	tashkewey-netty	0.1.5		3d1005a5eae140536a1a6bcb532cc25c4834eedd
io.github.matteobertozzi	tashkewey-netty	0.1.6		9d06e49358827d51779dc333a9ce4c8f40db8895
io.github.matteobertozzi	tashkewey-netty	0.1.7		c34bf9b3b302a1c9600895317ed65960f78feca1
io.github.matteobertozzi	tashkewey-netty	0.1.8		3e73b5ff34a794a94457da89333b423f649a9227
io.github.matteobertozzi	tashkewey-netty	0.1.9		e81ea48364b9c70ce1d658ba7b0fdeb43bb194cb
io.github.matteobertozzi	tashkewey-netty	0.2.0		b2fba638caa263506f97995911c60ad5370be35d
io.github.nafg.dialogue-state	twilio_2.13	0.1.0		f6c45a58a2cb5c09d6b08fbc282905262afc6bb5
io.github.nafg.dialogue-state	twilio_2.13	0.1.1		d835ace5bc1d3b8741d734f421e5aa6e25186f8f
io.github.nafg.dialogue-state	twilio_2.13	0.1.2		c8c5925e72c235f0593044c457dd23067d683b48
io.github.nafg.dialogue-state	twilio_2.13	0.1.3		ba05ef66d2e7732cc6ef51cf695f33ced7a779b5
io.github.nafg.dialogue-state	twilio_2.13	0.1.4		54b88d7c83684b4d8b7f2e8f554e435cc490ccb5
io.github.nafg.dialogue-state	twilio_2.13	0.10.0		714724889d4f1263bd66ac5760892aeb22030208
io.github.nafg.dialogue-state	twilio_2.13	0.11.0		b4219b320fb0364508afd4c34e7f62449832a052
io.github.nafg.dialogue-state	twilio_2.13	0.2.0		d917f5281c74b60fe41c00d6263c1f3462b1323e
io.github.nafg.dialogue-state	twilio_2.13	0.2.1		aa4d69c0f8ac5323c6145fb7555b1e45aec083e0
io.github.nafg.dialogue-state	twilio_2.13	0.3.0		bfdcf85328eb400d46c3309d093e0c6bbbcccf00
io.github.nafg.dialogue-state	twilio_2.13	0.3.1		86b318718a9bf70eedb179e0ada37066ba69e7bb
io.github.nafg.dialogue-state	twilio_2.13	0.3.2		05805184b4b22cbc6208dfecbe914d3cf80331be
io.github.nafg.dialogue-state	twilio_2.13	0.4.0		cf2dce0f297100829ebb65ca5afe246ba8ef00ef
io.github.nafg.dialogue-state	twilio_2.13	0.5.0		b85124eb57dbbcad3ec17d901082b35b231c6b46
io.github.nafg.dialogue-state	twilio_2.13	0.6.0		7d74848ca6c2273e1c34c1765af2131e18a858d8
io.github.nafg.dialogue-state	twilio_2.13	0.7.0		adfa1873c704651b828caee4bbfa78abb3b98c7f
io.github.nafg.dialogue-state	twilio_2.13	0.8.0		1bc705c43571115c71d93f7890021c57e4cb510c
io.github.nafg.dialogue-state	twilio_2.13	0.9.0		18ccd938fa51e89b545957c593f08aefccf9d424
io.github.nafg.dialogue-state	twilio_2.13	0.9.1		32b36bdb4d068a40c95a6aee38ecdd58e4f94c44
io.github.portlek	bungeecord	4.1		dca428e7d2044a2d93d3773e5b5cc4a7095ac680
io.github.portlek	bungeecord	4.2		7096a73ad547e0df422c0101045938f7d5b223f3
io.github.portlek	bungeecord	4.3		912cfae0eee6fb2021849ae73a19e9cd1ecafd55
io.github.rothschil	persistence-elasticsearch	1.1.10.RELEASE		c7dbecc0d1d01ee887419066302501198a09d906
io.github.rothschil	persistence-elasticsearch	1.1.11.RELEASE		8926aaba49141cc9f888927ed872355ff0629d22
io.github.rothschil	persistence-elasticsearch	1.1.13.RELEASE		cdfb936d60faf8cc9e7e851451dc11932c758803
io.github.rothschil	persistence-elasticsearch	1.1.14.RELEASE		7e109dbc4ef320e481ceed261c66999373fc2fa7
io.github.rothschil	persistence-elasticsearch	1.1.15.RELEASE		7b83dda07416192b13b68721faab76501968e301
io.github.rothschil	persistence-elasticsearch	1.1.16.RELEASE		2dd7deb61bc72426dd76231df7c6271721cab387
io.github.rothschil	persistence-elasticsearch	1.2.0.RELEASE		04dbafebd91fc7d4074e5b41455f9de54f8a58bd
io.github.rothschil	persistence-elasticsearch	1.2.1.RELEASE		2520cf0f89fc05c328d41d6e80f322e136d691ec
io.github.rothschil	persistence-elasticsearch	1.2.2.RELEASE		fba05881aa25cb3c30a4d4c994062ffe52890c71
io.github.rothschil	persistence-elasticsearch	1.2.3.RELEASE		3cf0cbbf234cd4f6db526c69136ee7db462ae933
io.github.rothschil	persistence-elasticsearch	1.2.4.RELEASE		1689b9fc7de2a273caf0a619054834bedbf91d15
io.github.rothschil	persistence-elasticsearch	1.2.5.RELEASE		adc718717f331d192bfee26a4c802169f7854cbd
io.github.rothschil	persistence-elasticsearch	1.2.6.RELEASE		4468e3a345afe15b2865f08435a73dd486afd4ce
io.github.rothschil	persistence-elasticsearch	1.2.7.RELEASE		fe5e443a5073760ad93031515bcdfa26b39f9345
io.github.rothschil	persistence-elasticsearch	1.2.8.RELEASE		7f05d09f730d2223d89dd6c28093780c0c57b752
io.helidon.service-common	helidon-service-common-rest	2.3.0		37a957c2081858048f2267e6bb4b94fe58846b90
io.helidon.service-common	helidon-service-common-rest	2.3.1		4d413ba5ef49f4680514cf5d619690d9d92f4573
io.helidon.service-common	helidon-service-common-rest	2.3.2		f6ded36b0ca16f2841a54a0de8969929e9968cf5
io.helidon.service-common	helidon-service-common-rest	2.3.3		e320c7912e11250ce3baf2f29b98d24469f1a1a1
io.helidon.service-common	helidon-service-common-rest	2.3.4		d0c6f3a2703c384f003c9dc913ff35dcc5080be0
