at.a-sit	grapheme-clusters-mingwx64	0.0.1		N/A
it.unibo.tuprolog	ide-plp	0.31.0	redist	da06c365add48388f69bce3efca66d872f53a169
it.unibo.tuprolog	ide-plp	0.31.1		c0c1ec4df40fc03fc153d0f002d3eb07bf04771e
it.unibo.tuprolog	ide-plp	0.31.1	redist	2ad03f000c4a1ea19450d3b0f98f187f5e8e0403
it.unibo.tuprolog	ide-plp	0.31.1-dev01+f8b39929b		b5c32096bf4c3871156d6dd8a2612ec95b84725d
it.unibo.tuprolog	ide-plp	0.31.1-dev01+f8b39929b	redist	dab47f289e5a8b146ef4f785248165df6f2d3773
it.unibo.tuprolog	ide-plp	0.31.1-dev02+0cd8a1ae6		b4b3ecf3d5af60f568ed0acef0c74b8584ca41e0
it.unibo.tuprolog	ide-plp	0.31.1-dev02+0cd8a1ae6	redist	8cbd4d8cd6284a424a167cd7bd4397f768b1a100
it.unibo.tuprolog	ide-plp	0.31.10		8ab95c9b6dce1e72639f16d489426a122eeaeff4
it.unibo.tuprolog	ide-plp	0.31.10	redist	44c31f1f936b6f769e8f57c0f55a8629ed8e989c
it.unibo.tuprolog	ide-plp	0.31.11		5cd5bb8270cd5cf8fe827e7e1ab428f9864c3a0c
it.unibo.tuprolog	ide-plp	0.31.11	redist	cab305d93d32ac2d57a8461a3482689bd9986552
it.unibo.tuprolog	ide-plp	0.31.12		73ec1f8e0c0049b41165042dacf75ef06ef134d6
it.unibo.tuprolog	ide-plp	0.31.12	redist	a34a1be202ea54b1e6028389118c941e6baff460
it.unibo.tuprolog	ide-plp	0.31.13		17e40e8449c4966c7bd22729ef9b5a09e2091a3b
it.unibo.tuprolog	ide-plp	0.31.13	redist	3bef026bd37a89cf0796ea2abf72c80bdff1d532
it.unibo.tuprolog	ide-plp	0.31.14		f123da95fdc8dce8412d14d21383ab3aefbca74e
it.unibo.tuprolog	ide-plp	0.31.14	redist	1a7642d21ace9bf77df4cdc0b1f096ef4a828916
it.unibo.tuprolog	ide-plp	0.31.15		f4d7937d75eeb78ecac886e602a65980cec34ef1
it.unibo.tuprolog	ide-plp	0.31.15	redist	7c757296045c67712e8f2d1cbd5f2395cf57986a
it.unibo.tuprolog	ide-plp	0.31.16		3c658621445cccecb10054237a3890cee0a35bde
it.unibo.tuprolog	ide-plp	0.31.16	redist	f4ed6e67a3b33ed713f36d1c11892ddbd976318f
it.unibo.tuprolog	ide-plp	0.31.17		a9e6291082fe7bf6c902d02eb0446167a131d321
it.unibo.tuprolog	ide-plp	0.31.17	redist	252b5f9269fd5a97f50d638b078ab1bfe5924a38
it.unibo.tuprolog	ide-plp	0.31.18		b469239c777210856a67a458419984cdea74018e
it.unibo.tuprolog	ide-plp	0.31.18	redist	00e2e73f999402b10638a5c48564191ad6092714
it.unibo.tuprolog	ide-plp	0.31.19		12c4fc012076cdf07717b1e9a04fa5e967fff303
it.unibo.tuprolog	ide-plp	0.31.19	redist	932fa5aa08a93cd0d1c23c188621c484a7dd4d15
it.unibo.tuprolog	ide-plp	0.31.2		ac88e2c20c9da0a30976e5594056a1b4d82c0a0e
it.unibo.tuprolog	ide-plp	0.31.2	redist	aef248be216951bc056dd97a8c2c446b05de19f2
it.unibo.tuprolog	ide-plp	0.31.20		1f8cc18d287bf579795bfe144eb233e7d349e5fc
it.unibo.tuprolog	ide-plp	0.31.20	redist	2b5a89ef0a88ac0a6fa3044dca691e504ba4aeb0
it.unibo.tuprolog	ide-plp	0.31.21		9ee395e317be8a607127c273c76a940922fca59f
it.unibo.tuprolog	ide-plp	0.31.21	redist	294973ed913710b6bb9ace3d2f5644291cc4a7b6
it.unibo.tuprolog	ide-plp	0.31.3		3a3414e84679fa74a328d0be47ddfcd80f9afb41
it.unibo.tuprolog	ide-plp	0.31.3	redist	97607bc03f652d11d5ceb5ccd58b4136a59cc06d
it.unibo.tuprolog	ide-plp	0.31.4		6dd5165256b04d5a7e9e284067d2a604a7a4e673
it.unibo.tuprolog	ide-plp	0.31.4	redist	ba8e8c1e239277edf367255d65d8354d11d6db62
it.unibo.tuprolog	ide-plp	0.31.4-dev01+3caf83203		e4c5e8818f0c9fa02974a87350a88d7bfb38787c
it.unibo.tuprolog	ide-plp	0.31.4-dev01+3caf83203	redist	1e12befc712f27bbc75bd3e2878a29828b63ba17
it.unibo.tuprolog	ide-plp	0.31.5		8366061f334377daa1694511dc0d9f0708acd85a
it.unibo.tuprolog	ide-plp	0.31.5	redist	07a05ffc110d9b38def61de291a5666efb41db2c
it.unibo.tuprolog	ide-plp	0.31.5-dev01+75e0f28ea		26f18e152ee230b583601f2cf1a87d24559e9e4b
it.unibo.tuprolog	ide-plp	0.31.5-dev01+75e0f28ea	redist	36fe73033efb156a660261759098d6c28572bdba
it.unibo.tuprolog	ide-plp	0.31.5-dev02+b65f8712e		1ceac057b543755ce9f54bb101b79f30529b3b7b
it.unibo.tuprolog	ide-plp	0.31.5-dev02+b65f8712e	redist	d46c33190dc9cef21c31d6f5e795715688e52192
it.unibo.tuprolog	ide-plp	0.31.5-dev0c+d53549ad7		3d67ffb41f4fe41a07b05fb545063a702920cb87
it.unibo.tuprolog	ide-plp	0.31.5-dev0c+d53549ad7	redist	c45af8d4c49141ab3f9d6851e4e672237a1c6204
it.unibo.tuprolog	ide-plp	0.31.5-dev0f+5a2ad7593		4a6fba8d70d3b014d7bda7cdecc283579c011b48
it.unibo.tuprolog	ide-plp	0.31.5-dev0f+5a2ad7593	redist	7b6fde56f16ae1f0e9ae756d3230159b8012acd3
it.unibo.tuprolog	ide-plp	0.31.5-dev0m+0c07eb350		59276ff55425600ec5ebfdc085ba5fa55dd7bd5b
it.unibo.tuprolog	ide-plp	0.31.5-dev0m+0c07eb350	redist	6f4d0a5ca11ce5af68731e7e99f5f61896fddf81
it.unibo.tuprolog	ide-plp	0.31.7		9c3a85413bb43c94c65e404e870b5ab56aa356f7
it.unibo.tuprolog	ide-plp	0.31.7	redist	9aaff3ea4925f84784c1304e9d965a0a6185d991
it.unibo.tuprolog	ide-plp	0.31.8		433d5ac817816c6806fec9fc151a2694a2d44c25
it.unibo.tuprolog	ide-plp	0.31.8	redist	6120722160cdfb746cd59076ffdb916031cfcd85
it.unibo.tuprolog	ide-plp	0.31.9		78012d9a518426f7801fbabff1e770d2d9252cb7
it.unibo.tuprolog	ide-plp	0.31.9	redist	104db192a0e6c5ba310fb25b7e582d125b2e23fc
it.unibo.tuprolog	ide-plp	0.32.0		7ce69441e8e8f8ead292a54d2dbf9c5d8d1b63d8
it.unibo.tuprolog	ide-plp	0.32.0	redist	54a58ab4052e0c1ad7617d38dbef24f6ccde1155
it.unibo.tuprolog	ide-plp	0.32.1		5977cdd87d518dba62753610cafde3d6153f200f
it.unibo.tuprolog	ide-plp	0.32.1	redist	0764943716cbf38c7d9aa50b59892aad29e42a5b
it.unibo.tuprolog	ide-plp	0.32.2		7f30a97e11a864cf717000fde4242e0e42939166
it.unibo.tuprolog	ide-plp	0.32.2	redist	aa3531e5ec94cb5e0ffd047f6b8492b66d422b9f
it.unibo.tuprolog	ide-plp	0.32.3		8d2429b537412150d49ee7da0a21935ad3e87e23
it.unibo.tuprolog	ide-plp	0.32.3	redist	7bd4515087705eeb589b0bfb8c4c8b52ca50f4d5
it.unibo.tuprolog	ide-plp	0.32.4		0c0901df2d820fd09e5aa0229b118f2f437787aa
it.unibo.tuprolog	ide-plp	0.32.4	redist	b4670e4dde171e982c15b8012c327d36ceac8746
it.unibo.tuprolog	ide-plp	0.32.5		237ed5d48944d1dcbadf50985a63b02bcf8c5407
it.unibo.tuprolog	ide-plp	0.32.5	redist	a041ad4f1ea6f0f901d4ef7f648f8ffc5acfd42d
it.unibo.tuprolog	ide-plp	1.0.0		a231174c0242530d49588e32e29a9766e0a53d99
it.unibo.tuprolog	ide-plp	1.0.0	redist	792724c94c0dd9ad222c438e0c4ed21af33ae995
it.unibo.tuprolog	ide-plp	1.0.1		d4f85d33d098e103418da6e62c5b9d7e424b118e
it.unibo.tuprolog	ide-plp	1.0.1	redist	5a7b0fd7a67947e6a7dd45425e9a96edeb5fa18a
it.unibo.tuprolog	ide-plp	1.0.2		c91ea039aeb0d1f57679ca0e35a2d178efe9eb7d
it.unibo.tuprolog	ide-plp	1.0.2	redist	7e3fe0b354be3b470da03c62324ec62954fe25a6
it.unibo.tuprolog	ide-plp	1.0.3		399c2576e6276d253295d0765f652a7625a9053b
it.unibo.tuprolog	ide-plp	1.0.3	redist	cdde7eeccd32972357fe3d71cc6d2456e754268c
it.unibo.tuprolog	ide-plp	1.0.4		4ebeabfcec2d77a2976a3d53a5bc54bac23a8b1e
it.unibo.tuprolog	ide-plp	1.0.4	redist	97cffeecc5329e8795a3ef6acea370032ef547d8
kr.jclab.mux	mplex	0.0.1-rc1		af319898bdabddc6bdacdae7bd5b54b1acd90440
kr.jclab.mux	mplex	0.0.1-rc2		4b5407c5087b374886a92bed12e261cdd9fc2658
kr.jclab.mux	mplex	0.0.1-rc3		c3e4703381495087acbd8046bf0e0314e6ff857b
kr.jclab.mux	mplex	0.0.1-rc4		46e5e6c3d8e6f1e28686ac62b4f7c8c083e79f09
kr.jclab.mux	mplex	0.0.1-rc5		c607ec5e7f63b59f9dd790964da0370625ff9cf7
kr.jclab.mux	mplex	0.0.2		08fd567f806e8c2cc2e8a91a885b774713d984da
kr.jclab.mux	mplex	0.0.2-rc1		5a24d443d8779f5a9a8156e7cd94f2aabeb0aff9
kr.jclab.mux	mplex	0.0.2-rc11		6d5db8fca753a35bbf0a5c7ee024f41fa826ba26
kr.jclab.mux	mplex	0.0.2-rc2		3155705df7a412f0a007ac83e90918b74620801e
kr.jclab.mux	mplex	0.0.2-rc4		5704d21ae758b3e66a98ec60f60e7d81695ac173
kr.jclab.mux	mplex	0.0.2-rc5		15e68da64d8bb362e5a0bc66980537abf84237da
kr.jclab.mux	mplex	0.0.2-rc6		8c80367e71c87908d2e181255446e4965c706b8b
kr.jclab.mux	mplex	0.0.2-rc7		492b84b6c2aa0294782450c37818b69d67c609a0
kr.jclab.mux	mplex	0.0.2-rc8		880b6adea7103d56b80d19898a16cbd94d8dcddc
kr.jclab.mux	mplex	0.0.2-rc9		f0e0d535893832ebf9a0eb7bce6196e0c4851698
kr.jclab.mux	mplex	0.1.0		eef6f88c38099489c58bef71340a0f7c13bbfacc
me.legrange	mikrotik	1.1.6		41230d4cabfea14e307f79de4fc271c2d7d68352
me.legrange	mikrotik	2.0.0		4d573fd64343d608b14a181962513f0f26ae8f4b
me.legrange	mikrotik	2.0.1		77dbb3c72ce5327df96ec078c14e1b32a20f3bea
me.legrange	mikrotik	2.0.2		b3ee7f2836273c427a19d81a46cffe3c16b48c4d
me.legrange	mikrotik	2.0.3		998f50c21c868c3c077af988662c92d34f355e8f
me.legrange	mikrotik	2.1		48c9de94bff1585154ecf2bd430c9ce9f4e79718
me.legrange	mikrotik	2.2		4085dfecba04d61336e23cd03a3510a66d83ffa6
me.legrange	mikrotik	3.0		05cf463f04fd9098c243eacb837d6c0428f60a28
me.legrange	mikrotik	3.0.1		55054e4783332ed0b7e34d69c48163c9706fc96f
me.legrange	mikrotik	3.0.3		c9dbb16351bd9a7a11f1ad93b5232f116cf0a9aa
me.legrange	mikrotik	3.0.4		aa1eccbe77d6dac275d7bd8474a7a6f0b9850c20
me.legrange	mikrotik	3.0.5		9bac22010516e72c00d89f2beb59682b46335b80
me.legrange	mikrotik	3.0.6		4397128e20a10cc9183e1174df555583bdf31bd3
me.legrange	mikrotik	3.0.7		b8f8f9cc3b0f77d94b34729904d526510fd89f1d
me.legrange	mikrotik	3.0.8		301890e9e3ce207f367d31a6adca93b01a357eed
me.matsumo.fankt	fantia-iossimulatorarm64	0.0.10		N/A
me.matsumo.fankt	fantia-iossimulatorarm64	0.0.10	metadata	dfc97b6a9bf1971dd6b5364a27aafcb7043a0742
me.matsumo.fankt	fantia-iossimulatorarm64	0.0.11		N/A
me.matsumo.fankt	fantia-iossimulatorarm64	0.0.11	metadata	369eccba1ed1807eab928b4f2ec0a95393449243
me.matsumo.fankt	fantia-iossimulatorarm64	0.0.12		N/A
me.matsumo.fankt	fantia-iossimulatorarm64	0.0.12	metadata	a3acf60a5544d97d201c53b802d719cf419d32a2
me.matsumo.fankt	fantia-iossimulatorarm64	0.0.13		N/A
me.matsumo.fankt	fantia-iossimulatorarm64	0.0.13	metadata	b31adb341e7ed08f77b85f05fe6bffb61384f270
me.matsumo.fankt	fantia-iossimulatorarm64	0.0.3		N/A
me.matsumo.fankt	fantia-iossimulatorarm64	0.0.3	metadata	9bfc15d6e8af59758158b6cc5fca152e5b5e3000
me.matsumo.fankt	fantia-iossimulatorarm64	0.0.4		N/A
me.matsumo.fankt	fantia-iossimulatorarm64	0.0.4	metadata	002b77a0abfa10664b8fa5d4fb02524ba8f017bc
me.matsumo.fankt	fantia-iossimulatorarm64	0.0.5		N/A
me.matsumo.fankt	fantia-iossimulatorarm64	0.0.5	metadata	b5ca1f15dbec4bb2db2eb2e88438b029e872b7d3
me.matsumo.fankt	fantia-iossimulatorarm64	0.0.6		N/A
me.matsumo.fankt	fantia-iossimulatorarm64	0.0.6	metadata	9c1ae0ecbc88213b25edec5f9adde6bec2ca3edb
me.matsumo.fankt	fantia-iossimulatorarm64	0.0.7		N/A
me.matsumo.fankt	fantia-iossimulatorarm64	0.0.7	metadata	440827ae1a1155038947546820f95a3dd6356804
me.matsumo.fankt	fantia-iossimulatorarm64	0.0.8		N/A
me.matsumo.fankt	fantia-iossimulatorarm64	0.0.8	metadata	24402585c44ffe16aec9cb5875d83cdb6bab2c70
me.matsumo.fankt	fantia-iossimulatorarm64	0.0.9		N/A
me.matsumo.fankt	fantia-iossimulatorarm64	0.0.9	metadata	1de5c47e90d0ff004b5e89293b523dac7b4251cd
org.aksw.sparql-integrate	sparql-integrate-web-service	1.0.0		c90d6201624ca0b42e6d68464719bcc741fb4164
org.apache.camel.kafkaconnector	camel-aws2-s3-kafka-connector	0.10.0		7fc777434c1a681fb45812464f5551e417490971
org.apache.camel.kafkaconnector	camel-aws2-s3-kafka-connector	0.10.1		abd98ffac1b20c0791e71b1e84a8392f3209a033
org.apache.camel.kafkaconnector	camel-aws2-s3-kafka-connector	0.11.0		32180035d1399833e226eb3e968bccb3ff030818
org.apache.camel.kafkaconnector	camel-aws2-s3-kafka-connector	0.11.5		ec4a8d181740a803a54908ffe29c587309a08881
org.apache.camel.kafkaconnector	camel-aws2-s3-kafka-connector	0.2.0		b2abbd0b30c2437141799355299360f384886ae0
org.apache.camel.kafkaconnector	camel-aws2-s3-kafka-connector	0.3.0		3ec0aad5fe1c08720bb64a9fe37965219f1c8ddb
org.apache.camel.kafkaconnector	camel-aws2-s3-kafka-connector	0.4.0		f80c771154ab9dc4143d4f7d02ca7b58fdeacb95
org.apache.camel.kafkaconnector	camel-aws2-s3-kafka-connector	0.4.4		5a19bd895f0b37c17ba2ca001ecfd92e0b87482d
org.apache.camel.kafkaconnector	camel-aws2-s3-kafka-connector	0.5.0		45828baae14835127257ab6201c44289095177e0
org.apache.camel.kafkaconnector	camel-aws2-s3-kafka-connector	0.6.0		f2f0178bb94b9a60f62424aa63750accc45634d4
org.apache.camel.kafkaconnector	camel-aws2-s3-kafka-connector	0.6.1		e7fe05f5ecf7602efa9371872cb17f3e3d8533e0
org.apache.camel.kafkaconnector	camel-aws2-s3-kafka-connector	0.7.0		9eaea8e7b630dd5b5674a55d9bdefc6872a6f364
org.apache.camel.kafkaconnector	camel-aws2-s3-kafka-connector	0.7.1		f36dfe66a3ecb04a8e4b013054e48d871b28b316
org.apache.camel.kafkaconnector	camel-aws2-s3-kafka-connector	0.7.2		96a8ce953af3eecb266f8eb87a8f8eece46bd1de
org.apache.camel.kafkaconnector	camel-aws2-s3-kafka-connector	0.7.3		ab0328cbc27350c37f56c81436c2391482558f7d
org.apache.camel.kafkaconnector	camel-aws2-s3-kafka-connector	0.8.0		8c4166c6ccc562f11ad6fd53130963c838a4566e
org.apache.camel.kafkaconnector	camel-aws2-s3-kafka-connector	0.9.0		36ee34ffb58b06f4533c50834e9d26ece837587c
org.apache.camel.springboot	camel-jbpm-starter	3.0.0		9a85c8d58e0f282762768820cd6861babd0001c6
org.apache.camel.springboot	camel-jbpm-starter	3.0.1		11ca199506b6b472385308e83ddddc7f9d520832
org.apache.camel.springboot	camel-jbpm-starter	3.1.0		1752ccb5954d543ca861c360e7ebc61c52012f1d
org.apache.camel.springboot	camel-jbpm-starter	3.10.0		6bdb70ad131fb514d2d54ea4337f55569df42504
org.apache.camel.springboot	camel-jbpm-starter	3.11.0		894d94cd276e5bef40f8dbabebc9b51ff0de20ad
org.apache.camel.springboot	camel-jbpm-starter	3.11.1		a46e0c7ffddeec4d2fd9ce6cb29955570bc728b3
org.apache.camel.springboot	camel-jbpm-starter	3.11.2		22456a67ecc8cf50fce4525e1b8d770f722b1d81
org.apache.camel.springboot	camel-jbpm-starter	3.11.3		e9e6658d3b8582709a19d198f11e5acdff98f125
org.apache.camel.springboot	camel-jbpm-starter	3.11.4		1d3770936376078ff2d0bf5af2a19411a17211ee
org.apache.camel.springboot	camel-jbpm-starter	3.11.5		b6fbd7c2b7a527ec411f8318354ee10e3be9e556
org.apache.camel.springboot	camel-jbpm-starter	3.11.6		31c4ebb63913347ff82cc11fa8aee787311585a9
org.apache.camel.springboot	camel-jbpm-starter	3.11.7		a865bb687ab08454b695fa210f3f8d78f6f98ad4
org.apache.camel.springboot	camel-jbpm-starter	3.12.0		bbb78164cb678ee072d906733777a367d7908cc5
org.apache.camel.springboot	camel-jbpm-starter	3.13.0		5f111304e77017b6ff559dbb317be4552efde06a
org.apache.camel.springboot	camel-jbpm-starter	3.14.0		52f83db07ad1077ecf4248195cbcded6e892f179
org.apache.camel.springboot	camel-jbpm-starter	3.14.1		34393068c29710d54ba16069728af12065055902
org.apache.camel.springboot	camel-jbpm-starter	3.14.10		257aa33fab878bc7b14d85680533ce25bfd280c0
org.apache.camel.springboot	camel-jbpm-starter	3.14.2		9603e997b75ffffc8fa43cfb89ba6684fc71c009
org.apache.camel.springboot	camel-jbpm-starter	3.14.3		38afbfcb2189205ca76ab417d571df13951aed65
org.apache.camel.springboot	camel-jbpm-starter	3.14.4		286090708eb3018d5bd54d3c84c314fa46269044
org.apache.camel.springboot	camel-jbpm-starter	3.14.5		7bc9d3f7b9252c4e3518f7ed971e5c06b1475d5e
org.apache.camel.springboot	camel-jbpm-starter	3.14.6		e4d0d2effbdcc7586d7acb512775bb0b03cd4db7
org.apache.camel.springboot	camel-jbpm-starter	3.14.7		2326cd697452ecdb88ba896d8aac6cdf939c0472
org.apache.camel.springboot	camel-jbpm-starter	3.14.8		bce8cb1ac3f99a4c90a715172e65ed33fa109c0e
org.apache.camel.springboot	camel-jbpm-starter	3.14.9		9d131fadb5e631c8de204a9930ca7f510cf54d1e
org.apache.camel.springboot	camel-jbpm-starter	3.15.0		9d4a20b41c204ad33bbd571c606a9fbd188041ea
org.apache.camel.springboot	camel-jbpm-starter	3.16.0		dcd16dc93108dfbeebcc51b537c6645ed6fe2957
org.apache.camel.springboot	camel-jbpm-starter	3.17.0		c4c716e347873d49c28ecebaa797dfc01cfc0282
org.apache.camel.springboot	camel-jbpm-starter	3.18.0		59410c19503a4e9f059c843d42c35b61363b1698
org.apache.camel.springboot	camel-jbpm-starter	3.18.1		32542ed81d1493eb907edd3ade082d6d08110781
org.apache.camel.springboot	camel-jbpm-starter	3.18.2		a3e3a2a611d9c273b50916ef2bd37116456920ff
org.apache.camel.springboot	camel-jbpm-starter	3.18.3		be19a367224738580fb7be161b9378a71ae62c62
org.apache.camel.springboot	camel-jbpm-starter	3.18.4		4d33fd9d156c68e3176c756490b3fa2e0974ef2c
org.apache.camel.springboot	camel-jbpm-starter	3.18.5		13a16e6953d794384c557db1ee63273256aa96fb
org.apache.camel.springboot	camel-jbpm-starter	3.18.6		d1228a58aec1905e979220323e15008b7ecdc1f0
org.apache.camel.springboot	camel-jbpm-starter	3.18.7		8e0b7d74b0cf8122de81127a8ffbd8a964113679
org.apache.camel.springboot	camel-jbpm-starter	3.18.8		55b819f748f63b0e887337b0903513ce8cdc813e
org.apache.camel.springboot	camel-jbpm-starter	3.19.0		2ab6a2a3061e8913b2a128cc524dffeea9837d58
org.apache.camel.springboot	camel-jbpm-starter	3.2.0		cd4d6092863e0aad01664f62f6d94075960b6d49
org.apache.camel.springboot	camel-jbpm-starter	3.20.0		7ad45c1866e40816eb6ee3c864c5da7699537d3c
org.apache.camel.springboot	camel-jbpm-starter	3.20.1		99b45ad1ce84a2fa850f111865d30573e2ffadb3
org.apache.camel.springboot	camel-jbpm-starter	3.20.2		1e68aa7a40fa2c41c4cd5cef915ed95bc581d540
org.apache.camel.springboot	camel-jbpm-starter	3.20.3		b75791c0aa9b320cef2113372164de5cfe4c694c
org.apache.camel.springboot	camel-jbpm-starter	3.20.4		a4ffc6e356c4fac022a61dbd5a1fbfb8beafcb50
org.apache.camel.springboot	camel-jbpm-starter	3.20.5		c5d14c7e2a0c74a481f6cd89ae73a3292d8bcd5e
org.apache.camel.springboot	camel-jbpm-starter	3.20.6		a9b166b47640826113829ea4295bb96f921e253b
org.apache.camel.springboot	camel-jbpm-starter	3.20.7		aa512bf0b596494273e958efb46052166cd63f05
org.apache.camel.springboot	camel-jbpm-starter	3.20.8		075187ead4c0044f74a99e13e0194d7f5a8cc651
org.apache.camel.springboot	camel-jbpm-starter	3.20.9		69f3a61a71d57eeea851e4396bceec1c7df20f65
org.apache.camel.springboot	camel-jbpm-starter	3.21.0		03dec0bdad909f877c4f01706094b22bb609f6d0
org.apache.camel.springboot	camel-jbpm-starter	3.21.1		aef25ebee0187c8efdd2708a09b099f2efd74361
org.apache.camel.springboot	camel-jbpm-starter	3.21.2		257550859097600d0254976640566df5ebaeabb8
org.apache.camel.springboot	camel-jbpm-starter	3.21.3		5220f6f5660aff353c0df9ef4978bf085e36c93e
org.apache.camel.springboot	camel-jbpm-starter	3.21.4		f9337ec0e50e9438b9a8d8ac46940ddfbcb6f0fe
org.apache.camel.springboot	camel-jbpm-starter	3.21.5		b839e12de309e476be231c9c4d3f8912f79e4bba
org.apache.camel.springboot	camel-jbpm-starter	3.22.0		87dc1507962932d4b4b88392a91492c54a2b0e31
org.apache.camel.springboot	camel-jbpm-starter	3.22.1		6093e4ffcf8cfb1967f6ed4bf1f07ad60cc105f9
org.apache.camel.springboot	camel-jbpm-starter	3.22.2		8fbc986e16423817869e3a99667e367cd130b37c
org.apache.camel.springboot	camel-jbpm-starter	3.22.3		b068edbcf0a3131d61b3eecedb01daa386665e5d
org.apache.camel.springboot	camel-jbpm-starter	3.22.4		7283ccb4171ac7813f0c583d7b77e20022300b82
org.apache.camel.springboot	camel-jbpm-starter	3.3.0		b916bacad1cbfb7ed0f4a73ad70488a549deff57
org.apache.camel.springboot	camel-jbpm-starter	3.4.0		032dcbab276ac260a708c7cff674e2161002ab2a
org.apache.camel.springboot	camel-jbpm-starter	3.4.1		570c30dd9e68ebf91b1b3d75feadf2e6a4937e7a
org.apache.camel.springboot	camel-jbpm-starter	3.4.2		ac004d2194ce5d0028ec4fcf7c0bea9b9c271828
org.apache.camel.springboot	camel-jbpm-starter	3.4.3		7b0a29f5e03b0809182330cb7917a478272054a7
org.apache.camel.springboot	camel-jbpm-starter	3.4.4		4590c559aec13ead37062bfadc455a9ef14b04f2
org.apache.camel.springboot	camel-jbpm-starter	3.4.5		63cd7ddeb2565f71e24d7b9ac0634d208a1a2bb2
org.apache.camel.springboot	camel-jbpm-starter	3.4.6		e2e90a775f75258253fed985ee9adbd1b2627d89
org.apache.camel.springboot	camel-jbpm-starter	3.5.0		d2f918d32082156caa872fae93f1266be386ce54
org.apache.camel.springboot	camel-jbpm-starter	3.6.0		6cb4fae19a1a119e2e454376a48fb49907b9b850
org.apache.camel.springboot	camel-jbpm-starter	3.7.0		ef22d0aa3346f016a1c2d66250c64141f8a53cfc
org.apache.camel.springboot	camel-jbpm-starter	3.7.1		0e388a5621a4347cf901485438602d8855c531ee
org.apache.camel.springboot	camel-jbpm-starter	3.7.2		4e5541b805c3603a2fa51d67f4370cf9dc4d85c1
org.apache.camel.springboot	camel-jbpm-starter	3.7.3		72449ae82e822d4e18caabf7e3a630a3ca45da01
org.apache.camel.springboot	camel-jbpm-starter	3.7.4		4d1bfa11aa1ce30ccdb5d7d15665b6f3f02297fd
org.apache.camel.springboot	camel-jbpm-starter	3.7.5		0c5786a765bde547109cc930f4527522ad24ecd9
org.apache.camel.springboot	camel-jbpm-starter	3.7.6		0c1f9b9b55e2ac9f2bf78cee0c4604151b4d16ac
org.apache.camel.springboot	camel-jbpm-starter	3.7.7		88ebd409d84ec8dbd091c2ff521d4fed44246be3
org.apache.camel.springboot	camel-jbpm-starter	3.8.0		520e52356a5da38566bd4f9b5be72e616cfe92d3
org.apache.camel.springboot	camel-jbpm-starter	3.9.0		2346cb92a7e57ebc98471e348e5408fd3e099d19
org.apache.geronimo.devtools	org.apache.geronimo.runtime.v21	2.1.5		b20b92ef2396efa410062fccd5e93c798b799d0e
org.apache.opennlp	opennlp-models-lemmatizer-kk	1.2.0		4a0038e84d7286df1745ad11f9cc1784c4305ae0
org.apache.servicecomb.pack	alpha-spec-saga-db	0.7.0		61df97aacff0dcc24fd11e5f822be907bbea5b54
org.apache.servicecomb.pack	alpha-spec-saga-db	0.7.1		34e3982cf54587b2283edc3dcc3b5abbd1befd90
org.eclipse.dataspaceconnector	transaction-datasource-spi	0.0.1-milestone-4		239d0cdb2cdc45103b75cbc9977e4d1ba006f37a
org.eclipse.dataspaceconnector	transaction-datasource-spi	0.0.1-milestone-5		3e32477269c4426c8655a3a2b08329aa157de037
org.eclipse.dataspaceconnector	transaction-datasource-spi	0.0.1-milestone-5.1		541864f3687c1cc813a013b5e758dffabffaf8cc
org.eclipse.dataspaceconnector	transaction-datasource-spi	0.0.1-milestone-6		c7be657db91b5d04610f11d79dc956936fccc036
org.eclipse.jst.server.websphere	core	1.0.201-v20070608		244b3d5729b9cc6db4c2ef4cea4719b46e5bbbe4
org.effects4s	effects4s-laws_sjs0.6_2.10	0.1.0		9f60b58535b286132e8f907b794c77925cf5f903
org.effects4s	effects4s-laws_sjs0.6_2.10	0.1.0-M2		535452c65c3523d53da07f539421d1071197e9d3
org.glassfish.main.packager	glassfish-ha	3.1.2		N/A
org.glassfish.main.packager	glassfish-ha	3.1.2.2		N/A
org.glassfish.main.packager	glassfish-ha	4.0		N/A
org.glassfish.main.packager	glassfish-ha	4.0-b33		N/A
org.glassfish.main.packager	glassfish-ha	4.0-b90		N/A
org.glassfish.main.packager	glassfish-ha	4.1		N/A
org.glassfish.main.packager	glassfish-ha	4.1.1		N/A
org.glassfish.main.packager	glassfish-ha	4.1.2		N/A
org.glassfish.main.packager	glassfish-ha	5.0		N/A
org.hibernate.gson-jbossmodules	gson-jbossmodules-parent	2.8.2.hibernate01		N/A
org.hibernate.gson-jbossmodules	gson-jbossmodules-parent	2.8.2.hibernate02		N/A
org.hibernate.gson-jbossmodules	gson-jbossmodules-parent	2.8.2.hibernate03		N/A
org.hibernate.gson-jbossmodules	gson-jbossmodules-parent	2.8.5.hibernate01		N/A
org.hibernate.gson-jbossmodules	gson-jbossmodules-parent	2.8.5.hibernate02		N/A
org.http4s	http4s-fabric_2.13	1.0.0-M30		c6d2f18ac8d21e726287b6362518907ffbc67657
org.http4s	http4s-fabric_2.13	1.0.0-M31		440602ebb78661862ad7a798647596eb679fadcc
org.http4s	http4s-fabric_2.13	1.0.0-M32		875826b7e499c2bbb8175c97c2e5971863a72537
org.imixs.workflow	imixs-archive-backup	2.4.0		N/A
