ai.wanaku	core-persistence	0.0.4		N/A
io.github.dawdler-series	dawdler-web-dependencies	17.4-jdk17-RELEASES		N/A
io.github.dawdler-series	dawdler-web-dependencies	21.2-jdk21-RELEASES		N/A
io.github.dawdler-series	dawdler-web-dependencies	21.4-jdk21-RELEASES		N/A
io.github.dddframework	ddd-boot-common	1.0.0		2a8b83f66ec534a96826110c4dc90da6a7571cf9
io.github.dddframework	ddd-boot-common	1.1.0		22fdff844dd173efb943137dd775469e758891e6
io.github.it346	gg-core-tool	1.0.1		633f01a88d370a56ac3f07cfccf6155470ba7655
io.github.it346	gg-core-tool	1.0.10		bdb1829e509926b1f0eb64c4b27c553210dc1c9c
io.github.it346	gg-core-tool	1.0.11		be27ab57e8385717248ae0f31b5cf257207581ff
io.github.it346	gg-core-tool	1.0.12		b93e7a9205cf34465e3491e8208e653ba86ce0f6
io.github.it346	gg-core-tool	1.0.2		96547a7af5512d39cb359f47bd5e5ec5714dc216
io.github.it346	gg-core-tool	1.0.3		6211338179d89d8a76276ec60669b4e92dd1b222
io.github.it346	gg-core-tool	1.0.4		922409db031760226ad8b05c400735afd72f341f
io.github.it346	gg-core-tool	1.0.5		b8f2d7d1db959a6c11f57f818129dbd72f098d8a
io.github.it346	gg-core-tool	1.0.6		36a094969b4eaa3fb83dd698950c005a845b3768
io.github.it346	gg-core-tool	1.0.7		df6172d97497b742c2cfdc9a2343a7c1e2b55d93
io.github.it346	gg-core-tool	1.0.8		55ead611d765657b516a9d8688a7be8200a85d8b
io.github.it346	gg-core-tool	1.0.9		fe8a01a3717d67b0f5920f80fee7ef3474ad3a8f
io.github.it346	gg-core-tool	1.1.0		1bd3e97f47b68dac7f86f273ac24dd4bc7c90d14
io.github.it346	gg-core-tool	1.1.1		55176085d5ce9e55a7634bdbcbe09322c662cfc0
io.github.sanyavertolet.jswrappers	i18next-browser-languagedetector	0.1.0		b3b8bf147a210c2f0912cf8f759f1daa4e93153b
io.github.sanyavertolet.jswrappers	i18next-browser-languagedetector	0.2.0		b3b8bf147a210c2f0912cf8f759f1daa4e93153b
io.github.shogowada	scalajs-reactjs_sjs0.6_2.11	0.1.0		e4bfa9a293c3bdb29510f055041a31c00015bc41
io.github.shogowada	scalajs-reactjs_sjs0.6_2.11	0.2.0		22d69e9589dda3ebeab49b9d69161afffbd5dd0b
io.github.shogowada	scalajs-reactjs_sjs0.6_2.11	0.3.0		e4f2c3d35dd21972cd26e6babadbef215c118d79
io.github.shogowada	scalajs-reactjs_sjs0.6_2.11	0.4.0		ec9e8f4dfec0ba1489d42ac9d0e9a5ad43c9a742
io.github.shogowada	scalajs-reactjs_sjs0.6_2.11	0.4.1		81ec47443ab698b9fd2d1ad3b3de5308dde62563
io.github.shogowada	scalajs-reactjs_sjs0.6_2.11	0.4.2		acb1fc67e0b533c3ebc17f7e3fe9661b9a21d2f2
io.github.shogowada	scalajs-reactjs_sjs0.6_2.11	0.4.3		a7619bd2fe64424e84aa27d0afe474ce7312df0b
io.github.shogowada	scalajs-reactjs_sjs0.6_2.11	0.4.4		56b1a57f3d2c57f3ea3ed6d90e2943e9883fa4ae
io.github.shogowada	scalajs-reactjs_sjs0.6_2.11	0.5.0		1942753b31c1ba330301fcaa831bc61ea690a01a
io.github.shogowada	scalajs-reactjs_sjs0.6_2.11	0.5.1		b291bf9a881579730b41fa6ee534deb1c3289954
io.github.shogowada	scalajs-reactjs_sjs0.6_2.11	0.6.0		b31bd2944c74da45a3f001b4cf379b7ddfae6f4d
io.github.shogowada	scalajs-reactjs_sjs0.6_2.11	0.6.1		04b15c86c7d1138a91d0721ab0df87d33c8b4881
io.github.shogowada	scalajs-reactjs_sjs0.6_2.11	0.6.2		0d10b813c620fa7ac48cf90d2cbefc2911ed1299
io.github.shogowada	scalajs-reactjs_sjs0.6_2.11	0.6.3		34189bb318b633c18caec26797846dcc5dc71046
io.github.shogowada	scalajs-reactjs_sjs0.6_2.11	0.6.4		fa77fe83c15701e599b746ef6f4e77e682abd18b
io.github.shogowada	scalajs-reactjs_sjs0.6_2.11	0.6.5		2bffa1c5284fc2b40c8674ceafc0e4db56c7ff85
io.github.shogowada	scalajs-reactjs_sjs0.6_2.11	0.6.6		3bc93037acec3435372c4e9fe86812ad6f4ead0f
io.github.shogowada	scalajs-reactjs_sjs0.6_2.11	0.7.0		cb39ecc176148ece910ef5fe2a79af7aaac58423
io.github.shogowada	scalajs-reactjs_sjs0.6_2.11	0.7.1		00127cf0de007bc5ed1e61dfa13ccf8d55315711
io.github.starlangsoftware	Classification	1.0.1		2205215dad38451c61c80c506c5be3450c943457
io.github.starlangsoftware	Classification	1.0.10		f5fe25a0554822f8fff68697f70c4d38a3037f42
io.github.starlangsoftware	Classification	1.0.11		c3167bfdeb8dbb503ed15c37ea06d963507f2f7d
io.github.starlangsoftware	Classification	1.0.12		717fe39ca602457af884bd43ed36b08e29e8162d
io.github.starlangsoftware	Classification	1.0.13		195edb5f0132f1d0378d289abdcad34774a87f06
io.github.starlangsoftware	Classification	1.0.14		7f4f46ae845e7ccc0b8e8fa3862837e83d8ae801
io.github.starlangsoftware	Classification	1.0.15		a6f558a7d2ce7f65ef4999629157854d0b43326e
io.github.starlangsoftware	Classification	1.0.16		86bdad344ce494311c6387aa6b829b4f73d0aaa4
io.github.starlangsoftware	Classification	1.0.17		3283cf053bcf6d2d125e52580bc8f0daa38cb6a5
io.github.starlangsoftware	Classification	1.0.18		e5de5d3807084cf380db1fe75143ef4465e752f1
io.github.starlangsoftware	Classification	1.0.2		775885a0dd97ee30e9beeee305abdbac9bf570cf
io.github.starlangsoftware	Classification	1.0.3		a022160de35f2761f210310f7ec72e9df2a6e090
io.github.starlangsoftware	Classification	1.0.4		5eba987d58547b49346d281485431ed1470c0d7f
io.github.starlangsoftware	Classification	1.0.5		b06d9f1ab0bb1d88e1d37209ff42cc1fb2d4aa1d
io.github.starlangsoftware	Classification	1.0.6		8c097e5db6d775006527bb82bf39ffb88c009945
io.github.starlangsoftware	Classification	1.0.7		a43e737de47675273219e3d02fc470de77ec21a1
io.github.starlangsoftware	Classification	1.0.8		8c0757b6bccb99aa957e4c7383519800ee71dda4
io.github.starlangsoftware	Classification	1.0.9		c616d1ad121e47587cd4c41ba40fbd48ce82f329
io.github.thearchitect123	atlas-live-data-watchossimulatorarm64	0.0.2		N/A
io.github.thearchitect123	atlas-live-data-watchossimulatorarm64	0.0.2	metadata	32c00097bc44b3210e2aaa5554d4c63197acad3f
io.github.thearchitect123	atlas-live-data-watchossimulatorarm64	0.0.3		N/A
io.github.thearchitect123	atlas-live-data-watchossimulatorarm64	0.0.3	metadata	3e05d2a8da53af08a90073894b7ea8e207642d23
io.github.yandroidua.kroute	lint-utils-iosarm64	0.0.2-alpha		N/A
io.github.yandroidua.kroute	lint-utils-iosarm64	0.0.2-alpha	metadata	e34813c002e627af39114e6b2939663b49522cd1
io.github.yandroidua.kroute	lint-utils-iosarm64	0.0.3-alpha		N/A
io.github.yandroidua.kroute	lint-utils-iosarm64	0.0.3-alpha	metadata	fc368397fe2d593b0e8420c49e1552107facb9c2
io.github.yandroidua.kroute	lint-utils-iosarm64	0.1.0		N/A
io.github.yandroidua.kroute	lint-utils-iosarm64	0.1.0	metadata	f264ab85d8b6659c30023872c138a36b6c080d75
io.holunda.camunda-api	camunda-dmn-engine-api	7.14		28493beca45aad5153f23f6d3301d55e6bc7bf12
io.holunda.camunda-api	camunda-dmn-engine-api	7.14.0		b0d3d78c00247870ec0395acedc54e5465084018
io.holunda.camunda-api	camunda-dmn-engine-api	7.15		ff5f415a278cc2e8126f5e3af9346b693b3b1f3d
io.holunda.camunda-api	camunda-dmn-engine-api	7.15.0		811245ac122b5e102f74fc87a2b0955033eea6de
io.holunda.camunda-api	camunda-dmn-engine-api	7.16.0		836a72a43956f22e1fc5d6473bac14daaff69bde
io.holunda.camunda-api	camunda-dmn-engine-api	7.17.0		13cb845b42bef122d943b3dfac44e88a8a43518b
io.holunda.camunda-api	camunda-dmn-engine-api	7.18.0		7e54fbd625bef0c537021d66956293c3adc14b14
io.holunda.camunda-api	camunda-dmn-engine-api	7.19.0		6f2516bca95a8a4e8c923411c852948645edf9d8
io.holunda.camunda-api	camunda-dmn-engine-api	7.20.0		f1052045769993026dde07731f23d9f5b1ee1961
io.holunda.camunda-api	camunda-dmn-engine-api	7.21.0		fc5cada55b7169d8ffc67a5c7b7da3dbd0f2692b
io.holunda.camunda-api	camunda-dmn-engine-api	7.22.0		b8d01d9c9c5ff98f8c7351dcf6ccbe9f39590e7b
io.holunda.camunda-api	camunda-dmn-engine-api	7.23.0		c2c12373ec06c06021defad87fdb0a90d3b2bd7f
io.ktor	ktor-serialization-wasm-js	3.0.0		N/A
io.ktor	ktor-serialization-wasm-js	3.0.0-beta-2		N/A
io.ktor	ktor-serialization-wasm-js	3.0.0-rc-1		N/A
io.ktor	ktor-serialization-wasm-js	3.0.0-rc-2		N/A
io.ktor	ktor-serialization-wasm-js	3.0.1		N/A
io.ktor	ktor-serialization-wasm-js	3.0.2		N/A
io.ktor	ktor-serialization-wasm-js	3.0.3		N/A
io.ktor	ktor-serialization-wasm-js	3.1.0		N/A
io.ktor	ktor-serialization-wasm-js	3.1.1		N/A
io.ktor	ktor-serialization-wasm-js	3.1.2		N/A
io.moia	scala-pekko-http-client_2.12	1.0.0		1d498844ea6222a06d2f8fcd2f5ea4c4661aafaa
io.muenchendigital.digiwf	digiwf-verification-integration-core	0.15.0		55097c38a7ef47d483e3433a539931c8c1ee7d3a
io.muenchendigital.digiwf	digiwf-verification-integration-core	0.17.10		c033a062db5c12199c5138d1c7629e722e4194fa
io.muenchendigital.digiwf	digiwf-verification-integration-core	0.17.11		9aa1138cc040142f63405f258192c508afa2b08b
io.muenchendigital.digiwf	digiwf-verification-integration-core	0.17.12		2487b1e2730a06e6c3fbb4933ccc10ab0abe8a08
io.muenchendigital.digiwf	digiwf-verification-integration-core	0.17.13		de286731971142150c9040251f23257cca50ffa8
io.muenchendigital.digiwf	digiwf-verification-integration-core	0.17.14		a79918ad5ba117b7434db1c21669ab2d0eab624f
io.muenchendigital.digiwf	digiwf-verification-integration-core	0.17.15		87ddfd9607c85307ee9af7fe5cc6d9e8e131cf69
io.muenchendigital.digiwf	digiwf-verification-integration-core	0.17.16		e0a55836a2a4a624531e21bdae79d28fe2ae7801
io.muenchendigital.digiwf	digiwf-verification-integration-core	0.17.18		fb3042242f584e3c30b194201aae1144f9e06c0a
io.muenchendigital.digiwf	digiwf-verification-integration-core	0.17.20		398834d300e2670ad025299cec516d09f7812ed9
io.muenchendigital.digiwf	digiwf-verification-integration-core	0.17.21		23f63a82872ed0209e59a85709476a5b49ecbec9
io.muenchendigital.digiwf	digiwf-verification-integration-core	0.17.22		2491128af2e2425549b48f3170940d443d2de259
io.muenchendigital.digiwf	digiwf-verification-integration-core	0.17.9		abcc706e073f644b3a28310fb32bc4225355e314
io.muenchendigital.digiwf	digiwf-verification-integration-core	0.18.0		6361f2a079b4843db4a781248eded367e61e69bc
io.netty	netty5-handler	5.0.0.Alpha1		b5a8989496a6d68182c22e7898cebb46c841021d
io.netty	netty5-handler	5.0.0.Alpha2		8f5fde6fbe0a852787a1035de85c2efc874e84fe
io.netty	netty5-handler	5.0.0.Alpha3		aaf32122b8d4eb39cf6da1c725f581c4a09c67d2
io.netty	netty5-handler	5.0.0.Alpha4		99ea63889e63f543fa675ca146991f4e14fc34b3
io.netty	netty5-handler	5.0.0.Alpha5		7f90063106e59836d04c1a906cdadfe01b95d341
io.opencaesar.owl	owl-query-gradle	0.9.1		d7e42b61d9e8001fac524351f7639f1ca1f7cbf8
io.opencaesar.owl	owl-query-gradle	0.9.10		905abbc6a962a7d444dcdd7eb7889a0c2917fef0
io.opencaesar.owl	owl-query-gradle	0.9.11		7f8ad33236f663685ce87a5feccaa2f1cec66292
io.opencaesar.owl	owl-query-gradle	0.9.12		92f5a8ab594dd16a699980b615d3a43ba777e013
io.opencaesar.owl	owl-query-gradle	0.9.13		035dcd4a991f0ffb2cf6ea132b962732bdb77d12
io.opencaesar.owl	owl-query-gradle	0.9.14		b6a0ba3f3fdd6a09ad50fc6bb02f2b4f465dab61
io.opencaesar.owl	owl-query-gradle	0.9.15		62dc6266159e62734631ad4c3f341d0af9978e30
io.opencaesar.owl	owl-query-gradle	0.9.16		86af0495b8d98fc75ca721eca8d1eec92a1a4636
io.opencaesar.owl	owl-query-gradle	0.9.2		b11d610d221f093cd2966d832eb2bf1da040a46d
io.opencaesar.owl	owl-query-gradle	0.9.3		2d718be0884d57508fdb67df07aa991805d87dae
io.opencaesar.owl	owl-query-gradle	0.9.4		5756fb0c0a91dff48b0b7b78a9555ed3be3a61a2
io.opencaesar.owl	owl-query-gradle	0.9.5		9ba1303374bc989587bf8ec757f5c2533d58828b
io.opencaesar.owl	owl-query-gradle	0.9.6		815df949baaa87636e4abdeeca99c86cbdc5a677
io.opencaesar.owl	owl-query-gradle	0.9.7		2c8f2dd526de4ddbed5df1c75938e3d9f32aef78
io.opencaesar.owl	owl-query-gradle	0.9.8		4f9e1a65607bf0d1a998eea05449240a954caccb
io.opencaesar.owl	owl-query-gradle	0.9.9		551f32ccca09ac215ecf02571b9aa6717c5ddf2a
io.opencaesar.owl	owl-query-gradle	1.0.0		0cebac8dda3f9f34b3753a8dc901926a60b53741
io.opencaesar.owl	owl-query-gradle	1.0.1		61e4f1947818df52e9daa519240c49af0e20940b
io.opencaesar.owl	owl-query-gradle	1.0.10		60457c047b2bfa4cb0dbd7cd08895150e038fea3
io.opencaesar.owl	owl-query-gradle	1.0.11		eb3c990dacf996c24c82f94d86ce165de7d4a9b2
io.opencaesar.owl	owl-query-gradle	1.0.2		bc16e11339e308693aebd4eac797a8d736ff63eb
io.opencaesar.owl	owl-query-gradle	1.0.3		84ee874fd06a36037ea5e5929a570c852db4041e
io.opencaesar.owl	owl-query-gradle	1.0.4		7602fb61a58640d1d860a58cb65f79fe4495f050
io.opencaesar.owl	owl-query-gradle	1.0.5		22405f81f7f84d35b1116e958e0240736454a38e
io.opencaesar.owl	owl-query-gradle	1.0.6		fb9b3179769cace3b6e2d6e31657a0fd3ce16913
io.opencaesar.owl	owl-query-gradle	1.0.7		60c128b93d74632e054912309918480f68a62b87
io.opencaesar.owl	owl-query-gradle	1.0.8		c06acfc6b604b36dbead48d11a1e33009e8c078e
io.opencaesar.owl	owl-query-gradle	1.0.9		e9d4ba23c52264e774e898d9ad4fdff184e77954
io.opencaesar.owl	owl-query-gradle	1.1.0		fa08d7b61af4507de0d518802d263056e4b36e2d
io.opencaesar.owl	owl-query-gradle	1.1.1		2d4d91bf8b6149009bdbc4f8e9c48ee514d46cd0
io.opencaesar.owl	owl-query-gradle	1.1.2		5b3016e2758848bc22107463147a939401285154
io.opencaesar.owl	owl-query-gradle	1.1.3		a97480ef5cd7a593394b4efd4ced92f6e5a55ceb
io.opencaesar.owl	owl-query-gradle	1.1.4		28b311d17520243e746c6d7150b3c012e315cae1
io.opencaesar.owl	owl-query-gradle	1.1.5		96eb4a111a25f37f4d3d03393d8db311a2e33607
io.opencaesar.owl	owl-query-gradle	2.0.0		0143a7b6d3564c343eea6c4973b73eec7ba2f6b1
io.opencaesar.owl	owl-query-gradle	2.1.0		b68080b46e2ff6541c3ad242b17cf905399c4b78
io.opencaesar.owl	owl-query-gradle	2.10.0		08fdf38fa89360f5909abb13269f9604f0e8d907
io.opencaesar.owl	owl-query-gradle	2.11.0		0861a36d7e2c03b82c450d2a493664d7157431a8
io.opencaesar.owl	owl-query-gradle	2.12.0		9c6554d0ecd690ee15d3af7762b2100cb9317404
io.opencaesar.owl	owl-query-gradle	2.13.0		37ef00d87bfb5fd8d28c772842d3f7bec3d03ec1
io.opencaesar.owl	owl-query-gradle	2.14.0		9a27c2c45d1ccc9c3a8845842ad947d123969c99
io.opencaesar.owl	owl-query-gradle	2.15.0		5e023b802e8c582f6fd8228e980e3d02e923c7c3
io.opencaesar.owl	owl-query-gradle	2.2.0		13783660c301ccfd689e4809516069a5fdb5a86e
io.opencaesar.owl	owl-query-gradle	2.3.0		c5640d37fbebda199fc06d31ca64f53fe1555183
io.opencaesar.owl	owl-query-gradle	2.4.0		f7f49ed57e1679fa7d48a5eee2015b0e26698e28
io.opencaesar.owl	owl-query-gradle	2.5.0		850f33122ffc56907cdbfa8acc6c69912dca9c90
io.opencaesar.owl	owl-query-gradle	2.6.0		8bcd2a8ccb3fdfd92c8f23c49c852240c8745cbd
io.opencaesar.owl	owl-query-gradle	2.7.0		8821b596043835cd99deec5dfc9496c8666c0e4e
io.opencaesar.owl	owl-query-gradle	2.8.0		e99ccb2c0cbeac086d1e605d690070adad36a3b2
io.opencaesar.owl	owl-query-gradle	2.8.1		af6b13562d9e7520404820e12602dfc16a82411a
io.opencaesar.owl	owl-query-gradle	2.9.0		ae23eca6cb77ecbc391f5a90f260ec1a58619f3a
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	21.0.0.12		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	22.0.0.1		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	22.0.0.10		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	22.0.0.11		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	22.0.0.12		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	22.0.0.13		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	22.0.0.2		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	22.0.0.3		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	22.0.0.4		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	22.0.0.5		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	22.0.0.6		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	22.0.0.7		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	22.0.0.8		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	22.0.0.9		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	23.0.0.1		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	23.0.0.10		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	23.0.0.11		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	23.0.0.12		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	23.0.0.2		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	23.0.0.3		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	23.0.0.4		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	23.0.0.5		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	23.0.0.6		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	23.0.0.7		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	23.0.0.8		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	23.0.0.9		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	24.0.0.1		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	24.0.0.10		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	24.0.0.11		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	24.0.0.12		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	24.0.0.2		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	24.0.0.3		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	24.0.0.4		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	24.0.0.5		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	24.0.0.6		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	24.0.0.7		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	24.0.0.8		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	24.0.0.9		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	25.0.0.1		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	25.0.0.2		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	25.0.0.3		N/A
io.openliberty.features	io.openliberty.globalhandler1.0.internal.ee-9.0	25.0.0.4		N/A
io.quarkus	quarkus-jsonb-runtime	0.12.0		6038fdbfbe51d7f481cdefdad0e3a0c3961260cf
io.zipkin	zipkin-aggregate	1.2.1-rc24		4050e024b95b1f7ccba49b56da5f28ab3700b784
io.zipkin	zipkin-aggregate	1.2.1-rc24	all	679a5397b41e6f4d907c73daf847807c64f32b29
it.techgap	tgi-commons-all	1.2.1		610a949632cdebe3b238f2468518bc830e4a30f7
jotm	jotm	1.5.3		5ab1b8bb44a1800f78c6b2bd2d951c3292182e2f
jotm	jotm	2.0.10		2d2aa27975867ca04161e29ca52795d504a8cbbb
net.jockx	protractor4j	1.0		86f9f339ff7afe3d7b483fb8f55e3b3b161f8ecf
net.orandja.kt	stylized-wasm-js	0.0.1		N/A
net.solarnetwork.common	net.solarnetwork.common.s3.sdk2	1.0.0		e8c52e11a3e57fd517d82c516a5cbb1ff52629d7
nl.orange11.healthcheck	orange11-ping-executors	0.2.0		b0d714a4f1dcdaa3f7daae1991e8897c810b4f36
nl.orange11.healthcheck	orange11-ping-executors	0.2.1		86b016051bc2f3122ef62b925fd63b95dd247038
nl.orange11.healthcheck	orange11-ping-executors	0.2.2		7baa1af3f5767f288ff5951e36556fdd81d9849a
nl.orange11.healthcheck	orange11-ping-executors	0.3.0		ae381e92e90a1a7810528e33e6e6fc778e856e8d
nl.orange11.healthcheck	orange11-ping-executors	0.3.1		fa9fb31c443eebc1ac16c292538097eff594e33b
nl.orange11.healthcheck	orange11-ping-executors	0.3.2		628a24af0c8c062babb13808e63d13a075622fa8
org.apache.tapestry	commons	5.4-beta-26		e5c16285c505ffca68ecfa2d02ff5c29a8d3a779
org.apache.tapestry	commons	5.4-beta-35		1a61b4107c6225a8042b9cd620432264a05dfe87
org.apache.tapestry	commons	5.4-rc-1		ed904626e278179029411e469867702312b3bac1
org.apache.tapestry	commons	5.4.0		20b65446fa866667bbefde468622dcd1214d6409
org.apache.tapestry	commons	5.4.1		b2c041518eb3509955d284abdf7102348cc85455
org.apache.tapestry	commons	5.4.2		628162b3e8dca891da5af0f43c7f67d758a0821c
org.apache.tapestry	commons	5.4.3		e4488f69993a1e74dcc1876a0bffaf6632bd3194
org.apache.tapestry	commons	5.4.4		99a41fd80bcba099f266be097ec831e69716acc7
org.apache.tapestry	commons	5.4.5		9bb451fd31af8686e2f1debeec4a2bae1b210c5c
org.apache.tapestry	commons	5.5.0		c325ee2648dea8361498d93b4f833fab4bcc6a2b
org.apache.tapestry	commons	5.5.0-beta-3		b7de7229964758bbaf412e6c594aa2c021cedc75
org.apache.tapestry	commons	5.6.0		65373dfa65c81e9638db1df2aa5e10cf819abab5
org.apache.tapestry	commons	5.6.1		95efbe4e4d918bb832c7f639e17e6db33cda41a5
org.apache.tapestry	commons	5.6.2		1d6909aabeba3d5a832f3e863d21b5f92b15d072
org.apache.tapestry	commons	5.6.3		81be7a19ec15a11c8c05930311fa2d11af3b8394
org.apache.tapestry	commons	5.6.4		ed5c5f15acc409c11ba9fe10c8faedb5b7ebadf1
org.apache.tapestry	commons	5.7.0		afa95c89d7934b81c9a1e01f098ffe605ba16871
org.apache.tapestry	commons	5.7.1		a041c6b5333ce7037739e5e36d6187b399e37b6b
org.apache.tapestry	commons	5.7.2		eb0d5fa4a5d9831ade4338797412ce6fb92d7558
org.apache.tapestry	commons	5.7.3		715a689be8f4865b9d675ce562027f218361f7d7
org.apache.tapestry	commons	5.8.0		d8e77000377914b96cb9049f4674ae97303c6dd0
org.apache.tapestry	commons	5.8.1		820ac4d678e70f419b6bb95cd570ccf8a3317660
org.apache.tapestry	commons	5.8.2		62989d0430656f27fa3c52e2e674886fc822b742
org.apache.tapestry	commons	5.8.3		f0c8d7de57e8ab2248a48697da2baed0d99954f0
org.apache.tapestry	commons	5.8.4		5b8f20a979b8d3d427b31442322b2b61c9a686c0
org.apache.tapestry	commons	5.8.5		87e00270cfc4517269be089a0b9ca7e24a01014f
org.apache.tapestry	commons	5.8.6		b7a1e273000898c2f8bd798889d5e4c5d1884d3c
org.apache.tapestry	commons	5.8.7		7d9aeacdf40c5b2b2c6d41ab892c1d96ad7a140d
org.apache.tapestry	commons	5.9.0		5deb3595c166c70f4f8bdcb57456357d533e3ccc
org.apache.tapestry	commons	5.9.0-preview		c6d63f17e9df9ce0226787fe0426cfb767f999e3
org.apache.tapestry	commons	5.9.0-preview-2		5f4e247e070c675228ad6d4362f9604f231dcabc
org.cleartk	cleartk	2.0.0		N/A
org.cleartk	cleartk	3.0.0		N/A
org.danbrough	stately-concurrency-watchosx86	1.2.2		N/A
org.danbrough	stately-concurrency-watchosx86	1.2.2	metadata	d8fc4b2b0265eb56c52b3ce9496559ce3c5d2cf6
org.danbrough.kotlinxtras	sqlite-mingwx64	0.0.1-beta04		N/A
org.danbrough.kotlinxtras	sqlite-mingwx64	3.39.4		N/A
org.danbrough.kotlinxtras	sqlite-mingwx64	3.39.4a		N/A
org.danbrough.okio	okio-js	3.3.0-alpha01		be23555a2654d0c2c76569c484c8ca573ea09e6c
org.eclipse.swt.org.eclipse.swt.gtk.linux.x86_64.4.3.swt	org.eclipse.swt.gtk.linux.x86_64	4.3		2e9dff738c66efa2a31b048ac608e454715cf3eb
org.flinkextended	dl-on-flink-pytorch	0.4.0		07d7c2668406aef66bd17dbbe93dbd75177c4228
org.flinkextended	dl-on-flink-pytorch	0.5.0		0ffdc1988dcf7d193c1a38ad7b0c86511bb61bb9
org.flinkextended	dl-on-flink-pytorch	0.5.0	jar-with-dependencies	eca03c764f05def33e80f3e39a808ab640d403c5
org.fugerit.java	fj-core	0.1.0		38c0de4aaaaa462459a53fa667503b9f32ddbc0b
org.fugerit.java	fj-core	0.1.1		9341ca64484a7f5c94804ee913944bed253d5f5b
org.fugerit.java	fj-core	0.1.2		456c5a4842be7a3ee9592872162c0a690afdbebf
org.fugerit.java	fj-core	0.1.3		fa838dbd5fbd0bddda9a0a7bae06b4bbe15156e9
org.fugerit.java	fj-core	0.1.4		261964fa7bcf3ae811e3bba53a98f909690f5858
org.fugerit.java	fj-core	0.1.5		d28d6bc92f13d389c4041fa548433026eeac0411
org.fugerit.java	fj-core	0.1.6		06e61146f9e26c4feb8b404fd0b6df4754a48846
org.fugerit.java	fj-core	0.1.7		c42febedcedf04c0bc8b72caab0bf1fb082fc6f1
org.fugerit.java	fj-core	0.1.8		daa2a834fcca05909cfb5d05ed5d7f6f21d62fe3
org.fugerit.java	fj-core	0.1.9		dee8e203ba4d7c97b69e45a5a447838f6e13a5f8
org.fugerit.java	fj-core	0.2.0		fac7d200d198f94d9333ac03e01aa534e66c43c2
org.fugerit.java	fj-core	0.2.1		b5d398b6b8abb2959100dd10285e8ebcac0996c8
org.fugerit.java	fj-core	0.2.2		6b3cb7b620a5d36d048dc9a771248ee22c203ae6
org.fugerit.java	fj-core	0.2.2.1		4040409e5167735354f0df507cc9d87ba3d0d8db
