cloud.altemista.fwk.framework	cloud-altemistafwk-bom-tsf-custom	3.1.0.RELEASE		N/A
com.imsweb	validation-edits-ncfd-translated	015-01		97f98f1757d9e5696f4f0d9b7e08c0f4c8eeec36
com.imsweb	validation-edits-ncfd-translated	016-01		0d3b958d2e5f814b56bc25ff437f48605225f47c
com.imsweb	validation-edits-ncfd-translated	017-01		e780cc9218d26814b852e2ee2308bfb657e3268f
com.imsweb	validation-edits-ncfd-translated	018-01		9790cd02cadf88809e759e43ee364218f6f812aa
com.imsweb	validation-edits-ncfd-translated	019-01		4ac65c7902ca6934bb8a5084279eaf3279d97e0d
com.imsweb	validation-edits-ncfd-translated	020-01		8c3e824215ca148d0e4789a71f08dcf3f16a45a1
com.imsweb	validation-edits-ncfd-translated	021-01		e6cbaf9ef44fe59a3dbf7677cbb0752e2b168b86
com.imsweb	validation-edits-ncfd-translated	022-01		038b250c60177244255a9e7222d05280bfd0aaa3
com.imsweb	validation-edits-ncfd-translated	023-01		0e890849e4d20c327d65970ead78ace9991ed131
com.kitakkun.suspendkontext	core-watchosarm32	0.1.0-alpha01		N/A
com.kitakkun.suspendkontext	core-watchosarm32	0.1.0-alpha01	metadata	8989a2475542f58da650d786fd112a9c8d72982f
com.kitakkun.suspendkontext	core-watchosarm32	0.1.0-alpha02		N/A
com.kitakkun.suspendkontext	core-watchosarm32	0.1.0-alpha02	metadata	43d6a8c1ca3534a5198b05f650c3751e6b74a281
com.landoop	kafka-testing_2.11	0.1		054b7d5df98700eea4eb6c3fead3a9cb99291407
com.landoop	kafka-testing_2.11	0.1	scaladoc	945b53c55d05faa8ccd353b1ff728c335ffa444e
com.landoop	kafka-testing_2.11	1.0		143beb737f18e3fa57683d46615427df8d4d28d8
com.landoop	kafka-testing_2.11	1.0	scaladoc	a8467b7580308977406942631dcbb178175a3a92
com.landoop	kafka-testing_2.11	1.0.1		25d4229311daabd5d1924b8cd98904b8f34d85c5
com.landoop	kafka-testing_2.11	1.0.1	scaladoc	b087121add71dfc6a7ac2036ecf72cdc07f0137e
com.landoop	kafka-testing_2.11	2.1		a3bce1f2088bd108169af3c99ad0219c0492edc1
com.landoop	kafka-testing_2.11	2.1	scaladoc	cbae899cbd66641c095fb5bab08823c6f6ae6af8
com.liferay	com.liferay.portal.uad	1.0.0		46b430ce6cf06f438755cd202403cccc66f958a6
com.liferay	com.liferay.portal.uad	1.0.1		380bf62118d8e7e64af7f82afbd298f7867fb092
com.liferay	com.liferay.portal.uad	1.0.2		377c59602dbe757a8f18b5d388da863d6bf2a59c
com.liferay	com.liferay.portal.uad	1.0.3		41510869736ffdbf3fe4649cb1fca3bdd7114f4f
com.liferay	com.liferay.portal.uad	1.0.4		253aaec3532e18d4d676e3a5b1581a741901ab7b
com.liferay	com.liferay.portal.uad	1.0.5		9917e8a2c17b3688c74deee2667d059ad0d0ca05
com.liferay	com.liferay.portal.uad	2.0.0		804a26612096c96b1344e95df6c0d7291cc02a4b
com.liferay	com.liferay.portal.uad	2.0.1		aee3404b5158d1f1f9afa2352a58f347734d6bad
com.liferay	com.liferay.portal.uad	2.0.2		d1c8f517da90a67bef8d61e21daefe329fa92bad
com.liferay	com.liferay.portal.uad	2.0.3		1fcaf4b035aa10028758f6d3c3f73844c44ddb18
com.liferay	com.liferay.portal.uad	2.0.4		58e4af1251a8958edccea5cf51175ed721ed3f4e
com.liferay	com.liferay.portal.uad	2.0.5		d496dcab90be380b76d521f5da159d8c83422aec
com.liferay	com.liferay.portal.uad	2.0.6		52f15fffd0f773748e12cb73ad22ecc863808a2c
com.liferay	com.liferay.portal.uad	2.0.7		fda67af25f03c2cba7086324b459fe837f8b7cb3
com.liferay	com.liferay.portal.uad	3.0.0		1173f88b396b644685080d06705e00998f929e36
com.liferay	com.liferay.portal.uad	3.0.1		de29c300dde31f93f59245174c32525012a2ce29
com.liferay	com.liferay.portal.uad	3.0.2		76fc67721cbd87b774d569c25628cd5f429f61e7
com.liferay	com.liferay.portal.uad	3.0.3		5316cf583feedc4eef8cecf26c5bf86089489346
com.liferay	com.liferay.portal.uad	3.0.4		e6ca353934928325488e6da802f3c99e42fa32c1
com.liferay	com.liferay.portal.uad	3.0.5		3ee2371f33e282a18f45a82060ad6527f53bb156
com.liferay	com.liferay.portal.uad	3.0.6		99518af29a3769841598ec9087762b030f3f1a55
com.liferay	com.liferay.portal.uad	3.0.7		3bb7d2a16e866319e3402205f10ebe9f191b6a22
com.liferay	com.liferay.portal.uad	3.0.8		ccea692208476b8f951c23f068fef35e682f6188
com.liferay	com.liferay.portal.uad	3.0.9		228b5e3845ee90f24dfcf0365384f667fbb1b946
com.liferay	com.liferay.portal.uad	4.0.0		9b5f47906fe73ef71cb6c027a29e36e63a8c0226
com.liferay	com.liferay.portal.uad	4.0.1		52ad6f6f8f97b3ab3b81df7f8f40727958da67b1
com.liferay	com.liferay.portal.uad	4.0.10		3dd652f8f4354ac0dc6d145e35641b73b1bde0f1
com.liferay	com.liferay.portal.uad	4.0.11		0dcb859b9966099c84cacecd54bcb1ae3167d73f
com.liferay	com.liferay.portal.uad	4.0.12		09c5e96fbc7f969a2521022e2e21d4ec88d27b19
com.liferay	com.liferay.portal.uad	4.0.13		e137e4753e0e88d81b0a6bbce1213932f7933208
com.liferay	com.liferay.portal.uad	4.0.14		7a94f4e9cee5cc234c2a50412a1aa955ef52262f
com.liferay	com.liferay.portal.uad	4.0.15		2c011a487471dc5d378ddff1273f82038d6d4ccb
com.liferay	com.liferay.portal.uad	4.0.16		71a14cffec98955989e372b4d89366ebfa1e65c2
com.liferay	com.liferay.portal.uad	4.0.17		ee31e429c2ec873a26ce2751e20c17b03be13e6e
com.liferay	com.liferay.portal.uad	4.0.18		c52d8cf8a788693940099ccc696a533f1ef56d95
com.liferay	com.liferay.portal.uad	4.0.19		ffe69b282493b4dbaf85a40135b7dbf41071d6d1
com.liferay	com.liferay.portal.uad	4.0.2		bd16c501e1ffb1154725e289681a5dc74530a843
com.liferay	com.liferay.portal.uad	4.0.20		9a2a8961a645119c4a72e543c88eb96772a5b964
com.liferay	com.liferay.portal.uad	4.0.21		7c361bda51130d0322fad704bdb0c850a2de347e
com.liferay	com.liferay.portal.uad	4.0.22		e0ea7036f3a23aa223fa3fff00d831645cd46d63
com.liferay	com.liferay.portal.uad	4.0.3		dcce4ad85d4d8624d01a3b89b703621f6c03c8bf
com.liferay	com.liferay.portal.uad	4.0.4		39452ba7945c0cb150b41db87b91fa4b1c64cd81
com.liferay	com.liferay.portal.uad	4.0.5		1dd4087a557ce80a10bc379225b8d15c4580c26c
com.liferay	com.liferay.portal.uad	4.0.6		a3a330615e38d4c00d6e0f29edebd168b9e844b5
com.liferay	com.liferay.portal.uad	4.0.7		0b3027f3a6f26e366cb571f1bb300811b45472ba
com.liferay	com.liferay.portal.uad	4.0.8		5e738e5236994f4e22789bd34fdf57218aa1514a
com.liferay	com.liferay.portal.uad	4.0.9		c61d966501b3d061d2f6dc2f249463a56917f640
com.liferay	com.liferay.portal.uad	5.0.0		9896ed1db77e23bfc34aa443d66db0020791a405
com.liferay	com.liferay.portal.uad	5.0.1		a3719518bcea7699235e7e36f64f5c0aae5b3364
com.liferay	com.liferay.portal.uad	5.0.10		9055072262abd716a9042d5d1f8001e8ee3271b8
com.liferay	com.liferay.portal.uad	5.0.11		a239a1e080fbebb4c2b9889590cfd55f7a8e345a
com.liferay	com.liferay.portal.uad	5.0.12		c1bded61d6d971dc94d5824632a7d335d032363b
com.liferay	com.liferay.portal.uad	5.0.13		b6e1595ce5270c6460fca69c08dc7218a35133e7
com.liferay	com.liferay.portal.uad	5.0.14		95f128ba1359ac85bd198dcc76b569abb8436b4e
com.liferay	com.liferay.portal.uad	5.0.15		d3c278ca12496061c3c87f7ef8f3503ba2d3188e
com.liferay	com.liferay.portal.uad	5.0.16		7c21a122a3d39ee1d175365a5b1780830cda6c17
com.liferay	com.liferay.portal.uad	5.0.17		aa52620ec51a7ccd481fe9c1bc35953b578a9d14
com.liferay	com.liferay.portal.uad	5.0.18		06af20e1dd4f06a9c83c3c92f06bd0d7b9b61c97
com.liferay	com.liferay.portal.uad	5.0.19		631d8bdc48c168271f98e6f01068db6639d8a3ae
com.liferay	com.liferay.portal.uad	5.0.2		2584bb2647e61892b37a8fca1805a8043e284d18
com.liferay	com.liferay.portal.uad	5.0.20		559d93279b49be7ffda260a33daea50ed7292fa9
com.liferay	com.liferay.portal.uad	5.0.21		0e2098b624f56a919ecdf167b12a0f0ee2b362c1
com.liferay	com.liferay.portal.uad	5.0.22		07229f31515c156850479d2084b879ef8d285198
com.liferay	com.liferay.portal.uad	5.0.23		0e5230cfe1c412ead8d26ecb463ba3be027e63f0
com.liferay	com.liferay.portal.uad	5.0.24		42ceb0657576296c8f3d96e8a1cce7cde6cc92b3
com.liferay	com.liferay.portal.uad	5.0.25		ce8920a33ec712e3603d8db20848b7faf34fc210
com.liferay	com.liferay.portal.uad	5.0.3		ae2aa66abca2c90309ab52524a24da4bfdfe25e1
com.liferay	com.liferay.portal.uad	5.0.4		7684f5d1849ff5ab1f951273814d7dddb6c46577
com.liferay	com.liferay.portal.uad	5.0.5		261853492423b494f3294379b01c979fe805efe8
com.liferay	com.liferay.portal.uad	5.0.6		ea0645f9b27e7d4bdb8474e8bc06f53dd0df7bc6
com.liferay	com.liferay.portal.uad	5.0.7		742b9369856db8dbb3b67a62d28b93d19b951dd5
com.liferay	com.liferay.portal.uad	5.0.8		abcbac6bd3447ebdac100ac91c64c6fcb388d192
com.liferay	com.liferay.portal.uad	5.0.9		60b7129aa9a9b6d93430911f9771f5d7b2a57842
com.liferay	com.liferay.portal.uad	6.0.0		65a95cd4bae071db5825d3edaaa3bf5fd8d9d973
com.liferay	com.liferay.portal.uad	6.0.1		41024e7397d2f1af12cf747eb4633022b7db8a6f
com.liferay	com.liferay.portal.uad	6.0.10		025402dc8b9fc916eefb4ccd844bdc730eefd21b
com.liferay	com.liferay.portal.uad	6.0.11		2c4f2d3d282af26251739ecfd9818dd1261eee17
com.liferay	com.liferay.portal.uad	6.0.12		3a41dd5237c3d7f9ec8cd836243f283ddcd63c53
com.liferay	com.liferay.portal.uad	6.0.13		255993d576e03184ee6c71a911ae9cb2331a53e0
com.liferay	com.liferay.portal.uad	6.0.2		aab327252113c1e1539ef67dde1baf36a9b81134
com.liferay	com.liferay.portal.uad	6.0.3		6e4d3ef9027400924e685a3220beccab73378d5f
com.liferay	com.liferay.portal.uad	6.0.4		0ec8cd483b14a0f4c721bdbe0308c8fe49bed6ba
com.liferay	com.liferay.portal.uad	6.0.5		fa46b63891c727a4de325d09740067f5aba5bc2d
com.liferay	com.liferay.portal.uad	6.0.6		6d0c5b482fcc375e1939fab4e075649b89b4c9b6
com.liferay	com.liferay.portal.uad	6.0.7		813b0df1184ccc4768d7ea9d5d4e2ab76eda963a
com.liferay	com.liferay.portal.uad	6.0.8		e9db99d8dad07ac30375a3d36d3d096125c1ce1c
com.liferay	com.liferay.portal.uad	6.0.9		0b10e230e4ca8f9565ccb1ed531446984820b546
com.oradian.util	jaxb-for-scalac_2.12	2.3.1		b8065f2518e84d71c2370a26a741be8bb2bc7dd7
com.oradian.util	jaxb-for-scalac_2.12	2.3.1-0		5a1ffb0befcd04f7fc1003352c3bc6ae75bac04a
com.pokebattler	pogoprotos	2.34.12		7e235b34c25075019dffbcc2ed8f131cb2e732ad
com.pokebattler	pogoprotos	2.35.0		1c3051fc01d62d1c0aa0c340ddfb6ae0b850fac6
com.pokebattler	pogoprotos	2.36.0		e728a59109a25bab939e3da4fda48953d3acf301
com.pokebattler	pogoprotos	2.38.0		ae91b10de15d4d3bcb2c0ea530ac40ebf9083e97
com.pokebattler	pogoprotos	2.38.10		b543aabaec0938ac2a23399c88d51af76cb4f5c9
com.pokebattler	pogoprotos	2.38.3		66b8d5962f6e2010edf6177eedcfc33b190ba321
com.pokebattler	pogoprotos	2.38.5		18ae82688cabbca959bc60f2190a63a2e9288fa7
com.pokebattler	pogoprotos	2.38.6		af5e0d220ead53f863fd128344281f308292c729
com.pokebattler	pogoprotos	2.38.7		32a2fd343abf9e059faf665060721e416256272a
com.pokebattler	pogoprotos	2.38.8		d642cf3855d87afb89bff3d88ccfa06f44991acd
com.pokebattler	pogoprotos	2.38.9		b104f2aa6f13e02f6086010197a4b2908ef2e430
com.pokebattler	pogoprotos	2.43.0		9ce6e16b5aa496388f01d033feceeca7a33fd6a5
com.pokebattler	pogoprotos	2.44.0		65ab70a1630a68a4f9b6a758e2b04dcf4453e4a2
com.pokebattler	pogoprotos	2.46.0		3ce301557ff9fdf4f3c3fbf8a0bc63eafcf95199
com.softwaremill.sttp.client3	jsoniter_native0.5_2.12	3.10.0		a7609f69c240f666f37fd6fad309ac777afe3c22
com.softwaremill.sttp.client3	jsoniter_native0.5_2.12	3.10.1		7a41c0e4378d94cdae6ec430d0e3497a7b0c9adf
com.softwaremill.sttp.client3	jsoniter_native0.5_2.12	3.10.2		a5f84c6490413f000dea40246a6ea4b9e067f2d3
com.softwaremill.sttp.client3	jsoniter_native0.5_2.12	3.10.3		388c29ce7f09a10be8446f59715d7a68b34ec563
com.softwaremill.sttp.client3	jsoniter_native0.5_2.12	3.11.0		9032bbbcb63142eab8b1f737a085ba14ce909f16
com.tencent.matrix	matrix-gradle-plugin	0.4.10		d53d7bac943cdb8ac60cef0ba078a8ea659a7d6f
com.tencent.matrix	matrix-gradle-plugin	0.4.10.1		3fd3cb324d3db46db94aaf6f6f74238818a4bcda
com.tencent.matrix	matrix-gradle-plugin	0.4.10.2		fc30798e08790afd73fed37a346838d6d50bb9c3
com.tencent.matrix	matrix-gradle-plugin	0.4.10.3		248d3ffd79501f6ce6d090c7a8484216f7e623bd
com.tencent.matrix	matrix-gradle-plugin	0.4.7		ce866fa4102cae78b293140ee98e187362654c38
com.tencent.matrix	matrix-gradle-plugin	0.4.8		4b2f575a34659829f1967a2156469996f0b2e027
com.tencent.matrix	matrix-gradle-plugin	0.4.8.1		ed65636c27796a2d9bb7d1d489605e680105687f
com.tencent.matrix	matrix-gradle-plugin	0.4.8.2		2877d5889d02aab3dddf7e38adf9977456499429
com.tencent.matrix	matrix-gradle-plugin	0.4.9		2c9b1cc5cdfcfa2101d2fd094a31c146db44487e
com.tencent.matrix	matrix-gradle-plugin	0.5.1		9f01b2acba9b50d469232498ae4d1b34c686d4cd
com.tencent.matrix	matrix-gradle-plugin	0.5.2		e53a3f5a626a2a4f3df6b4193a4adc7d65f32276
com.tencent.matrix	matrix-gradle-plugin	0.5.4		248b11b6df4cac232e6960e3292d728ee7c44998
com.tencent.matrix	matrix-gradle-plugin	0.6.0		015696696541a1effedf198282eee696a9ea99a8
com.tencent.matrix	matrix-gradle-plugin	0.6.5		eb4a8892d46f8bdefe0834f1ae9551f4c474c808
com.tencent.matrix	matrix-gradle-plugin	0.6.6		d91609788ef524f6a0bf8c38967edaf8a406d450
com.tencent.matrix	matrix-gradle-plugin	0.8.0		8fd220f5dc685adec3797150e8bad6f5a257fb22
com.tencent.matrix	matrix-gradle-plugin	0.8.1		9815087bf558cc9360397b8f10dabc5d25f0e870
com.tencent.matrix	matrix-gradle-plugin	0.9.0		e23c753c836cc0d0f49d867d78af5c452818eb04
com.tencent.matrix	matrix-gradle-plugin	1.0.0		737b8df0eaf79c5c14d2f3495b9ad735d85ffec9
com.tencent.matrix	matrix-gradle-plugin	2.0.0		1162697098a914b5660454ebaeee46846cad6f1a
com.tencent.matrix	matrix-gradle-plugin	2.0.0-beta		d6d5075abcade677d4d976a01f6aed13c93e7f4c
com.tencent.matrix	matrix-gradle-plugin	2.0.1		7cbfee97c47beb18d69dd2cba8b4e20e80cc0b5a
com.tencent.matrix	matrix-gradle-plugin	2.0.2		aaa931ed5755a3770abbc11951acb6b99b9411c8
com.tencent.matrix	matrix-gradle-plugin	2.0.5		a98fb3d360028d42a158f21073a9fa728fb0e1c1
com.tencent.matrix	matrix-gradle-plugin	2.0.8		f5816139bfc1a939f57d1d10e44e79503390d331
com.tencent.matrix	matrix-gradle-plugin	2.1.0		0f07095dc5933abd331edad62260a39ef1d8c8c4
com.varabyte.kobweb	kobweb-ksp-ext	0.20.1		e7fd3e69214d3a7973d4658ef415fd756d896164
com.varabyte.kobweb	kobweb-ksp-ext	0.20.2		d21210d3e5d916cd79c32419426e0b1eca4f9aba
com.varabyte.kobweb	kobweb-ksp-ext	0.20.3		a09b10df4c677056dcb44ed69b27b9a58db75bcb
com.varabyte.kobweb	kobweb-ksp-ext	0.20.4		6b0347e0c1fe22f4cf4cd094ed8488d4562d2002
com.varabyte.kobweb	kobweb-ksp-ext	0.20.5		e1eb6f65b3be0674a6f6116371516ca3cf9c3d0f
com.varabyte.kobweb	kobweb-ksp-ext	0.20.6		c759f25004a65a2db49f4ccce0c337530d055cc5
com.varabyte.kobweb	kobweb-ksp-ext	0.21.0		07f37e1b4cbc3363c0b31125f5bf39b3c5c8771a
com.varabyte.kobweb	kobweb-ksp-ext	0.21.1		3ddc2af2d98e06af20b3a7f8e6dacf9375f9ff68
com.vmware.pscoe.maven	iac-assembly	2.30.0		6a67f675226150d875d5a743461a06e423beaaed
com.vmware.pscoe.maven	iac-assembly	2.31.0		549fb298e12ea33d845c8756772f9917057299c4
com.vmware.pscoe.maven	iac-assembly	2.31.1		52a365c7f88b3a11aec1ce0271a41244349e47d0
com.vmware.pscoe.maven	iac-assembly	2.31.2		6d6a3e8c5940eecc45e4dd678ecb0b8cfc3ac9a5
com.vmware.pscoe.maven	iac-assembly	2.32.0		dce33cb35d53c012d7a98e7a75347440ffefa914
com.vmware.pscoe.maven	iac-assembly	2.33.0		caab1cb050815c76132e79eec6abcf369d3e43b6
com.vmware.pscoe.maven	iac-assembly	2.34.0		29a5fc7f9efc46ce95300e9d19065b644e041a5c
com.vmware.pscoe.maven	iac-assembly	2.35.0		1a25edd11710bf2b9e23fb9a2939734a0e67e17b
com.vmware.pscoe.maven	iac-assembly	2.35.1		d6bf4c977c223ee9d16d429c14f1270dd893114a
com.vmware.pscoe.maven	iac-assembly	2.36.0		05310a32936e68767082c4784c1921e21cd9a874
com.vmware.pscoe.maven	iac-assembly	2.37.0		535a5e8a4f063e8d594674d0207feeb7f28375ea
com.vmware.pscoe.maven	iac-assembly	2.38.0		eb57a60f4464b2993ae98a318687e243abdac5ce
com.vmware.pscoe.maven	iac-assembly	2.38.1		099cc3a02ca0ff7d91c865dacea604a89be5ef18
com.vmware.pscoe.maven	iac-assembly	2.39.0		832cae2c8bf4be224b5a074447d3518ace4f2056
com.vmware.pscoe.maven	iac-assembly	2.40.0		8e79e973122db3be153fd094a9850cf71ceb8685
com.vmware.pscoe.maven	iac-assembly	2.41.0		08f7da076eae8fc70723489aa32bc7a70c0a7c3f
com.vmware.pscoe.maven	iac-assembly	2.42.0		bcbcbbb891b0053c19234e719f282bb99f4bcac5
com.vmware.pscoe.maven	iac-assembly	2.43.0		7fba6669909abf1e96a269b51811455f6bd28381
com.vmware.pscoe.maven	iac-assembly	2.44.0		81cd5debcc0cc012b06864e9dce8daf0d6d59bb0
com.vmware.pscoe.maven	iac-assembly	3.0.0		ecc35f439814198339861b9da4630681c18c4695
com.vmware.pscoe.maven	iac-assembly	3.1.0		7fb5dd86644cc6fae1c4e8acdd3547909ebcd966
com.vmware.pscoe.maven	iac-assembly	3.1.1		2d50cfc09f0d6c4bb0f46cc52fa28a1acc3a59f6
com.vmware.pscoe.maven	iac-assembly	3.2.0		ead4683bf8cf2481dd4e3ceaf7b1645dcca8e33c
com.vmware.pscoe.maven	iac-assembly	4.0.0		126c43a73e33860599ec4b4163c6360eaef5759a
com.vmware.pscoe.maven	iac-assembly	4.1.0		7287e36e84230458b565e390711ab597bae72da3
com.vmware.pscoe.maven	iac-assembly	4.2.0		231c8ab1635b0914fa03d38be1169dcb941e0b67
com.vmware.pscoe.maven	iac-assembly	4.2.1		148ef652a0addac3b436ed01fadb662e2b677292
com.vmware.pscoe.maven	iac-assembly	4.3.0		6ead802bfba69b31b2bc692566a9fcfd039d05cb
com.vmware.pscoe.maven	iac-assembly	4.4.0		29a187e63fc2369d35e16c71b0ba2fcd3b159acd
com.vmware.pscoe.maven	iac-assembly	4.4.1		f67338a1fbcc9986a5bd93073624c962b133791f
com.vmware.pscoe.maven	iac-assembly	4.5.0		cc2ea2e304b21893c1bc94ac2ff91b9e5b96331e
com.weicoder.fork	sofa-rpc-all-jdk11	5.6.5		27abed9ca8099e76039a9b8b0448468cc70ec97a
com.yahoo.vespa	testutil	6.143.177		1d72eb0d7d5997a6d6c3559d2d5a558c19dd8ab8
com.yahoo.vespa	testutil	6.143.255		9b0860ee25c2f52ad64b4e22718f1ef89d470ef4
com.yahoo.vespa	testutil	6.144.26		313a238309707f09556f884e96112ab8dbba9f88
com.yahoo.vespa	testutil	6.145.90		df598fc2186ffc06d91340c0ee5e31ad4fe02507
com.yahoo.vespa	testutil	6.147.49		44890c8c10072fbd9939da5e24ed8656338c84d6
com.yahoo.vespa	testutil	6.148.85		7b87c56d20faf1eb68cc17d05479b552df45923d
com.yahoo.vespa	testutil	6.149.44		9eafa58e603c24af3cda215c33b45e5f816fef1f
com.yahoo.vespa	testutil	6.151.17		2693ab87108dc78fb20367f9852804a763742bbf
com.yahoo.vespa	testutil	6.152.7		2a7620e7fe2f4867f2b90ccc327dcfd72bc08540
com.yahoo.vespa	testutil	6.153.29		f58b8caab78932c4bb52a9ce1ef164a13e8bbd52
com.yahoo.vespa	testutil	6.154.156		00a3d5ac0e9ec5363e705df3ea7d665308c31a34
com.yahoo.vespa	testutil	6.155.29		2a6ebaf2fecf843ffe2fae1034429021420d05c4
com.yahoo.vespa	testutil	6.156.17		4862a366cd8b5a5200f68710bdf6096c8d2b47c3
com.yahoo.vespa	testutil	6.157.201		8911451e7ba8f88ea5f0b83cb1a0dd5812cd1cc0
com.yahoo.vespa	testutil	6.158.42		5644725de16ff7e0fe4c2b366579d123383946e2
com.yahoo.vespa	testutil	6.159.25		0374fddb474e58fcc0a981a7c0ec0017192c77c9
com.yahoo.vespa	testutil	6.160.31		63ef96cf6fd36646273917f718760a142bbbea9a
com.yahoo.vespa	testutil	6.161.146		f8546e8f3826bd3f8e70d5a0ed9d81689e9475ef
com.yahoo.vespa	testutil	6.162.10		9f57307c589c36c626d2faaef64ae8b8edf09d77
com.yahoo.vespa	testutil	6.163.28		fd7f940db05c22e44b4ad2505d5b0aa5697281f2
com.yahoo.vespa	testutil	6.164.88		84d7ee86743057bc08622aa1ed5ab149909077d9
com.yahoo.vespa	testutil	6.165.94		bda8c15d0fe656d25173bcd886f498d793e093b4
com.yahoo.vespa	testutil	6.167.24		03ef8e43103981b66b2a9a30e3ed76fa1e2ef678
com.yahoo.vespa	testutil	6.169.41		9dd6d11495f2520b66f5491eb0a34da861103036
com.yahoo.vespa	testutil	6.170.46		8de1b57e62f9e358813a815078bfb6ba6ec81a8a
com.yahoo.vespa	testutil	6.171.12		ff02f1d7c41da11fff2e2f0aa73e547e8d541e8a
com.yahoo.vespa	testutil	6.172.31		cc12be1496592e23c4da1bc31a44048c70a88fff
com.yahoo.vespa	testutil	6.173.62		2562d6b831baef9c5615d99e07f3eb21a78d6b18
com.yahoo.vespa	testutil	6.175.31		62d7adf65875c534bfcaf693333769f3456f8e53
com.yahoo.vespa	testutil	6.176.233		eb391aed9f8497755b07282d440b661c92a7dcfc
com.yahoo.vespa	testutil	6.177.31		da284fb5c16b873a980dfac91d1b2afa3e172d8c
com.yahoo.vespa	testutil	6.178.22		9d17e8c70de3c1c3a40c21931fb53d8b09809fa7
com.yahoo.vespa	testutil	6.179.30		419feee58517442ac07f660bc0600442d3e69d40
com.yahoo.vespa	testutil	6.182.28		dd184570a151e560eaf3215dae81bcba65e9593a
com.yahoo.vespa	testutil	6.183.169		0651528464d4fecabc8a63b0a9052aea79edd267
com.yahoo.vespa	testutil	6.184.43		d7f4b3216106471872e8f2c772d4f1e08799ae7d
com.yahoo.vespa	testutil	6.185.9		3d43c84dbf3420303529d42f50f7c13c1017e1a7
com.yahoo.vespa	testutil	6.186.84		e1f76b5adffd2f43f798cfcd5fd749772f8beef0
com.yahoo.vespa	testutil	6.187.27		cd5f29f0e1ed03e6a55ae081e628cb4ad88b052d
com.yahoo.vespa	testutil	6.188.3		dd59179db2352b49860eb11d5b32743df7781d8c
com.yahoo.vespa	testutil	6.189.17		923d1bab681bbf1c698cec225d79e910a9d068bf
com.yahoo.vespa	testutil	6.191.14		4e410f76515ac209cf3033096eb2e699c963c33c
com.yahoo.vespa	testutil	6.192.4		7a443c2e271893eae04ef7850e1df0dc3defd59c
com.yahoo.vespa	testutil	6.193.124		6673b505112aeb1b57b5f0d8a68f16e477dd3b6c
com.yahoo.vespa	testutil	6.194.21		89d95c731dcaccc1987b68cc0135cb6fe00c31f8
com.yahoo.vespa	testutil	6.195.55		c8921a19f516275a7bed2e179c8ec2479f1c9e62
com.yahoo.vespa	testutil	6.196.148		f69d84c3a42cd63c211184a9669177ac1270af54
com.yahoo.vespa	testutil	6.197.154		a05f35b1034306967cfa1d66cbffa9c040d1fd69
com.yahoo.vespa	testutil	6.198.37		583b6ae4d6c601221dd4bf806eef1133d1365cef
com.yahoo.vespa	testutil	6.199.105		0435e51b9ab79d840de1d2c5b6733ec6d06afbab
com.yahoo.vespa	testutil	6.200.24		446f8fa1222442e3ca63a0b04c314805869dacc4
com.yahoo.vespa	testutil	6.201.10		5166ba2c976f20176780d3ed5048bb97c0314190
com.yahoo.vespa	testutil	6.202.135		cd671481d1705aea7daffd2f48e27ce750f192fa
com.yahoo.vespa	testutil	6.204.21		388f38ab1fd5556870232b4f7f8bdecd1ea3957f
com.yahoo.vespa	testutil	6.205.22		0ad051c21cd7f702ff9a6d36e926427f5fcaf77a
com.yahoo.vespa	testutil	6.206.147		bdc1d7599e57a79ecb795a9e3d4c16c0e7c31578
com.yahoo.vespa	testutil	6.207.23		c8bea25a13ce4426acbf6a9b8d526bc2889fdf4f
com.yahoo.vespa	testutil	6.208.4		c9ba077b5600eb0087c495554c1d22f86320e44c
com.yahoo.vespa	testutil	6.209.26		ee09896b103baa29598cc5b1d0b400e3b1b4f10c
com.yahoo.vespa	testutil	6.211.26		918069b64c0ad742e26f2e8c02d97a46dbcb1f2c
com.yahoo.vespa	testutil	6.212.47		9187946e8a0b469479d0c4f5cc31c04d44a462ea
com.yahoo.vespa	testutil	6.213.147		0a4491a995a5410eca6639de12577c14ba9a60d1
com.yahoo.vespa	testutil	6.214.72		92296bd37c03300ecdc478ef9b206a9df66e451a
com.yahoo.vespa	testutil	6.215.9		97cd3002aa90cd7bc76bf039669c654229f95070
com.yahoo.vespa	testutil	6.218.63		904b5a934d35ec3b05583e7f293ac74528141bd7
com.yahoo.vespa	testutil	6.219.12		8709237f4b460c1f62a510a1820969d320741b84
com.yahoo.vespa	testutil	6.220.20		a996c6c4b2660e3661dc213f5152625e5a5c8326
com.yahoo.vespa	testutil	6.221.26		bada5ceb894b336dfff3fd2204f8e3e6a28ad1a6
com.yahoo.vespa	testutil	6.222.24		69fcf4f1e17dd526ae7468ef02a0806d1892bf38
com.yahoo.vespa	testutil	6.223.147		d59b20b79f7be9197fa42819bac498eb81857fc7
com.yahoo.vespa	testutil	6.224.75		57182ec8f3077b1f625c3791a824f50694c3dc4d
com.yahoo.vespa	testutil	6.225.3		b27f658248452a7fc2bfd277c9afacc584aaa85b
com.yahoo.vespa	testutil	6.226.445		de3756344adaf615f15b157a493648cfb26ab268
com.yahoo.vespa	testutil	6.227.36		bbbea578898b71c2a558c3a21acde8f53eb11b70
com.yahoo.vespa	testutil	6.228.142		8880747135a8d1d954dd98a2d877fd5071c6c87a
