au.com.domain	accounts-autocomplete	1.0.0		N/A
org.apache.camel.quarkus	camel-quarkus-arangodb	3.8.2		d933ea3d187a011aed3a724c264068284e183a11
org.apache.camel.quarkus	camel-quarkus-arangodb	3.8.3		13ee26e06ec696976ed29950afb0f6c23a57ccca
org.apache.camel.quarkus	camel-quarkus-arangodb	3.8.4		948f63f07c5bd4a31f1adbae1975150dadf34fe9
org.apache.camel.quarkus	camel-quarkus-arangodb	3.9.0		b055f7982a36b90f627cf4d078055e2b18b765d1
org.chromattic	chromattic.api	1.0.0		d9cb24140b4bc6724b273eab39fd189d12338073
org.chromattic	chromattic.api	1.0.0-beta1		9f40892ddc814b2cc4b4fac254f4cfdadb3fd051
org.chromattic	chromattic.api	1.0.0-beta10		f0c180383a416ed5527924e1b58e0bb786baafec
org.chromattic	chromattic.api	1.0.0-beta11		5b402710d434e083589417d2d5846c79cd22de89
org.chromattic	chromattic.api	1.0.0-beta12		c7f678f929e07e49a40dd4b948a78ac622f42909
org.chromattic	chromattic.api	1.0.0-beta13		e676d8a72de29b2f04a58be61cb4b048ed9bc7a2
org.chromattic	chromattic.api	1.0.0-beta14		dc8db94f0ca9edd22aee39b9bf43794e2be71dd2
org.chromattic	chromattic.api	1.0.0-beta15		201dfd954f06790522cc060b4ef47eb45c71001b
org.chromattic	chromattic.api	1.0.0-beta16		7bb99112133cac83ceb23bdb147352ae493a3718
org.chromattic	chromattic.api	1.0.0-beta17		bfbe7b9d434b0e181e0e8f6c725eee889065f4b0
org.chromattic	chromattic.api	1.0.0-beta2		46f9a128905cf68df7398dfc97968adb09fc25e7
org.chromattic	chromattic.api	1.0.0-beta3		4e1e6e51f68b8ea051de3f5d0e2de444c08e440c
org.chromattic	chromattic.api	1.0.0-beta4		71fe5f57a5d3721c67e837b1ba53eee707294b3a
org.chromattic	chromattic.api	1.0.0-beta5		611270bc35580b543d4a2bd047e16d3443f4a8fa
org.chromattic	chromattic.api	1.0.0-beta6		e165b59d47b9111aef5de5286fb8200220790055
org.chromattic	chromattic.api	1.0.0-beta7		37ea00b8482cd1a5c0aa2160743ec286350e00d6
org.chromattic	chromattic.api	1.0.0-beta8		8b6c8557b9f28d1b2b929cb7fb6292ae80401b00
org.chromattic	chromattic.api	1.0.0-beta9		e5713b20b04a1863226d67f94b7a4266d8f51055
org.chromattic	chromattic.api	1.0.0-cr1		4d146a99bc199f6e88bb8a801c6d013551fcecf4
org.chromattic	chromattic.api	1.0.0-cr2		58dd291aa4c37e6744ebf867d194654f90577514
org.chromattic	chromattic.api	1.0.1		c44f66d1a1171a0f45364fbc9b3413efa2f7d8a9
org.chromattic	chromattic.api	1.0.1-cr1		d7cd6d00123626b079dd0df93322648edc7fd75c
org.chromattic	chromattic.api	1.0.1-cr2		3791e1c254ffb1aba5704683a8b1e32fe0fa00e2
org.chromattic	chromattic.api	1.0.2		f916cc772be7bc3076599e95c261ac681a6bb077
org.chromattic	chromattic.api	1.0.3		618049182766002a49bbe093ad4ee7a931528467
org.chromattic	chromattic.api	1.0.4		835379460ce348f8761c636f076bbe32ffd91cf9
org.chromattic	chromattic.api	1.0.5		1773d086592b02e4383943b17147c57beb564fc4
org.chromattic	chromattic.api	1.0.6		c8e958e844356b7aa96905dee9c97530c1f7db85
org.chromattic	chromattic.api	1.0.7		d4b14008e00d1dc9dd11ab82d0acb828c2cef824
org.chromattic	chromattic.api	1.0.8		1db0eb84d25a940cbbb5e5172c93d8b6bb854484
org.chromattic	chromattic.api	1.1.0		75a5825c5718e6efe8c5515d229ae30802d12716
org.chromattic	chromattic.api	1.1.0-beta1		3eb29af5a117ff5d5bc2f655036482d71fdf7a3c
org.chromattic	chromattic.api	1.1.0-beta2		d8c09609669c4d6c37ae57221c4e75dfb2843134
org.chromattic	chromattic.api	1.1.0-beta3		a729d17e71a84c05fe1c7080ce7ec372f8621937
org.chromattic	chromattic.api	1.1.0-beta4		203a6cbb0b84a0e17d3e1f007492f1bc42f29d67
org.chromattic	chromattic.api	1.1.0-beta5		bc7438fa2dd65b54d051b8b0a664dd1b96efd131
org.chromattic	chromattic.api	1.1.0-beta6		43ac68017cf876c8673fc1debb2056c6247a68fd
org.chromattic	chromattic.api	1.1.0-beta7		82e53495d626cb90c4449ae2fb1d88d9b908c6b6
org.chromattic	chromattic.api	1.1.1		ca1c0ea28ae3997779075b0b2a48aa400955993a
org.chromattic	chromattic.api	1.1.2		636d6162e2299fb638cca49e0cf3d9ce6302acac
org.chromattic	chromattic.api	1.1.3		f3d9c17a35e705b5b984e3f5433a38465125028a
org.chromattic	chromattic.api	1.1.4		d374ef8ad2ca75572d5400065a4e614df574198e
org.chromattic	chromattic.api	1.1.5		0861eea4cbc6464d69cefe0bb66a83108a4206a0
org.chromattic	chromattic.api	1.2.0		17a61ce1c321e2f3f31e028b1b13fca96b699fe6
org.chromattic	chromattic.api	1.2.0-beta1		677f5e564d697d924f41f4244109a03521b99e16
org.chromattic	chromattic.api	1.2.0-beta2		258d31e2b346ad3880e6e41614948e7259e0fa5d
org.chromattic	chromattic.api	1.2.1		d4a94701159aa212d1a891a0323b04a3c96bb63b
org.chromattic	chromattic.api	1.2.2		ac7064ef25e1fa916ddcd8e07bd6972244302500
org.chromattic	chromattic.api	1.2.3		5082247b6ae939f8398a454cde289e2c4ed09090
org.chromattic	chromattic.api	1.2.4		d3939f14a50076aff3613f41e2ff356f02f5c36e
org.chromattic	chromattic.api	1.2.5		f0a3d0799ae1340628605fa483169854daaad897
org.chromattic	chromattic.api	1.3.0		4f60a9585bd6e68833eaaea1f1a615c682adbe27
org.chromattic	chromattic.api	1.3.0-beta1		fedbf429579867fd0531c9d78384708dc1b6f630
org.chromattic	chromattic.api	1.3.0-beta2		84a78efbfa84db4e840800b91d03d16db59dffd8
org.chromattic	chromattic.api	1.3.0-beta3		cef0a0f748b458d9b9aaef1b9ab1f97bbf7dbef3
org.chromattic	chromattic.api	1.3.0-beta4		75195780dee8d6d24de5be76e059439d5c3185b2
org.codelibs.fesen.lib	fesen-dissect	0.10.0		f10345fbcba8e0c707fad6efc3b76b3616cc9575
org.codelibs.fesen.lib	fesen-dissect	0.11.0		b6bb54276a03348ca068eefd007a174d32d6abbe
org.codelibs.fesen.lib	fesen-dissect	0.12.0		96fb6232f428ae6c7037d26f625f72b89dc7fb88
org.codelibs.fesen.lib	fesen-dissect	0.13.0		847e027e60f93ac1796b29c96ae968f29f95e241
org.codelibs.fesen.lib	fesen-dissect	0.14.0		15f99bc6d2d0669bd52948ee6088fcc859f94ede
org.codelibs.fesen.lib	fesen-dissect	0.15.0		5e2f98a3c5a85bac20bb82fb64292516a32d049f
org.codelibs.fesen.lib	fesen-dissect	0.16.0		bdd228040817b73fb62bc13cd90205b68c049ec3
org.eccosolutions.osaf.cosmo	cosmo-core-parent	1.2.0.RELEASE		N/A
org.eccosolutions.osaf.cosmo	cosmo-core-parent	1.2.1.RELEASE		N/A
org.eccosolutions.osaf.cosmo	cosmo-core-parent	1.3.0.RELEASE		N/A
org.eccosolutions.osaf.cosmo	cosmo-core-parent	1.4.0.M1		N/A
org.eccosolutions.osaf.cosmo	cosmo-core-parent	1.4.0.M2		N/A
org.eccosolutions.osaf.cosmo	cosmo-core-parent	1.4.0.M3		N/A
org.eccosolutions.osaf.cosmo	cosmo-core-parent	1.4.0.M4		N/A
org.eccosolutions.osaf.cosmo	cosmo-core-parent	1.4.0.M5		N/A
org.eccosolutions.osaf.cosmo	cosmo-core-parent	1.4.0.M6		N/A
org.eccosolutions.osaf.cosmo	cosmo-core-parent	1.4.0.M7		N/A
org.eccosolutions.osaf.cosmo	cosmo-core-parent	2.0.0.RC1		N/A
org.jboss.weld	weld-junit4	1.0.0.Beta1		d9ca56e6db7cfcb3f0146a761a6b0deec9513f6f
org.jboss.weld	weld-junit4	1.0.0.Final		874e7e87f9f50724d4f74c69ea383b211e23f2fa
org.jboss.weld	weld-junit4	1.1.0.Final		46448868122d8dad82cc95652697b76af132ff4e
org.jboss.weld	weld-junit4	1.2.0.Final		f39080ac0473e766b168d0d3b5145c4037d09c88
org.jboss.weld	weld-junit4	1.2.1.Final		b4dd540f556242280c212359dee6176d2296981a
org.jboss.weld	weld-junit4	1.2.2.Final		448121ad8fabdbcfb8de53117e84b4fa0531f12e
org.jboss.weld	weld-junit4	1.3.0.Final		d18f478ce099c51aee618c71bccc198d6388058f
org.jboss.weld	weld-junit4	1.3.1.Final		479a41bcc54d9dd807c9c7bdf86ed66e421d994c
org.jboss.weld	weld-junit4	2.0.0.Final		a0bf88ddaf8b917cd9b5733fe6d5a6c2308890d9
org.jboss.weld	weld-junit4	2.0.1.Final		7dca6f44ab0f2d7bd7cded2ca7935f4192236245
org.jboss.weld	weld-junit4	2.0.2.Final		a6dc68ef790b6869ac7309fc57c70dbc76ac0718
org.jboss.weld	weld-junit4	3.0.0.Final		ef0f6a930fbb53025ecb27bc1ed8d9e2dc8931ae
org.jboss.weld	weld-junit4	3.1.0.Final		08c7366e5508ef3b2fb8beb8b2bdf59fc32f3c42
org.jboss.weld	weld-junit4	4.0.0.CR1		210003a0c18b80106359c8e319ef0dff1ca4bb73
org.jboss.weld	weld-junit4	4.0.0.Final		e70775efd63fd4611785fd4c18fa23a5ed542f46
org.jboss.weld	weld-junit4	4.0.1.Final		9cf90374d6bea5d08047bcdb9bb6eb3053fa04c2
org.jboss.weld	weld-junit4	4.0.2.Final		f0ca88383ded1c99a75804dae796f229c2d42eb4
org.jboss.weld	weld-junit4	4.0.3.Final		eda0d87cbc426affaca43a1172a7784c49329178
org.jboss.weld	weld-junit4	4.0.4.Final		461ce6c5807eae8aef2cdc3546cd138df27a5354
org.jboss.weld	weld-junit4	5.0.0.Beta1		2af21ac8d7e1cb81c00ca15cc77b1286ce80044b
org.jboss.weld	weld-junit4	5.0.0.Final		8afa125cda16010126e5f8fc1f8b093bb506ca95
org.jbundle.config	jbundle-project	0.7.7		N/A
org.jbundle.config	jbundle-project	0.7.8		N/A
org.jbundle.config	jbundle-project	1.0.1		N/A
org.jbundle.config	jbundle-project	1.0.10		N/A
org.jbundle.config	jbundle-project	1.0.11		N/A
org.jbundle.config	jbundle-project	1.0.2		N/A
org.jbundle.config	jbundle-project	1.0.3		N/A
org.jbundle.config	jbundle-project	1.0.4		N/A
org.jbundle.config	jbundle-project	1.0.5		N/A
org.jbundle.config	jbundle-project	1.0.6		N/A
org.jbundle.config	jbundle-project	1.0.7		N/A
org.jbundle.config	jbundle-project	1.0.9		N/A
org.jetbrains.kotlinx	kotlinx-io-core-androidnativearm64	0.2.0		N/A
org.jetbrains.kotlinx	kotlinx-io-core-androidnativearm64	0.2.1		N/A
org.jetbrains.kotlinx	kotlinx-io-core-androidnativearm64	0.3.0		N/A
org.jetbrains.kotlinx	kotlinx-io-core-androidnativearm64	0.3.1		N/A
org.jetbrains.kotlinx	kotlinx-io-core-androidnativearm64	0.3.2		N/A
org.jetbrains.kotlinx	kotlinx-io-core-androidnativearm64	0.3.3		N/A
org.jetbrains.kotlinx	kotlinx-io-core-androidnativearm64	0.3.4		N/A
org.jetbrains.kotlinx	kotlinx-io-core-androidnativearm64	0.3.5		N/A
org.jetbrains.kotlinx	kotlinx-io-core-androidnativearm64	0.4.0		N/A
org.jetbrains.kotlinx	kotlinx-io-core-androidnativearm64	0.5.0		N/A
org.jetbrains.kotlinx	kotlinx-io-core-androidnativearm64	0.5.1		N/A
org.jetbrains.kotlinx	kotlinx-io-core-androidnativearm64	0.5.2		N/A
org.jetbrains.kotlinx	kotlinx-io-core-androidnativearm64	0.5.3		N/A
org.jetbrains.kotlinx	kotlinx-io-core-androidnativearm64	0.5.4		N/A
org.jetbrains.kotlinx	kotlinx-io-core-androidnativearm64	0.6.0		N/A
org.jetbrains.kotlinx	kotlinx-io-core-androidnativearm64	0.7.0		N/A
org.krproject.ocean.archetypes.octopus	octopus-archetype	2.5.0		N/A
org.krproject.ocean.archetypes.octopus	octopus-archetype	2.5.2		N/A
org.librarysimplified	org.librarysimplified.books.api	4.0.0		N/A
org.librarysimplified	org.librarysimplified.books.api	5.0.0		N/A
org.librarysimplified	org.librarysimplified.books.api	5.1.0		N/A
org.librarysimplified	org.librarysimplified.books.api	5.1.1		N/A
org.librarysimplified	org.librarysimplified.books.api	5.2.0		N/A
org.librarysimplified	org.librarysimplified.books.api	5.3.0		N/A
org.librarysimplified	org.librarysimplified.books.api	5.3.1		N/A
org.librarysimplified	org.librarysimplified.books.api	5.4.1		N/A
org.librarysimplified	org.librarysimplified.books.api	5.4.2		N/A
org.librarysimplified	org.librarysimplified.books.api	5.5.1		N/A
org.librarysimplified	org.librarysimplified.books.api	6.1.0		N/A
org.librarysimplified	org.librarysimplified.books.api	6.2.0		N/A
org.librarysimplified	org.librarysimplified.books.api	6.3.0		N/A
org.librarysimplified	org.librarysimplified.books.api	6.3.1		N/A
org.librarysimplified	org.librarysimplified.books.api	6.4.0		N/A
org.librarysimplified	org.librarysimplified.books.api	6.4.1		N/A
org.librarysimplified	org.librarysimplified.books.api	6.5.0		N/A
org.librarysimplified	org.librarysimplified.books.api	6.6.3		N/A
org.librarysimplified	org.librarysimplified.books.api	7.0.2		N/A
org.mule.runtime	mule-ce-sources	4.0.0-rc		N/A
org.mule.runtime	mule-ce-sources	4.1.1		N/A
org.nbone	nbone-toolbox	1.0.0.RELEASE		1f81e9c81634ec8d45e629d95320605faafab73e
org.opendaylight.aaa	aaa-shiro	0.10.0		620718d22974c3385418330eb4da6897da23529a
org.opendaylight.aaa	aaa-shiro	0.10.1		596d0fd488f6df7cbdb5487eed47a71a198027f5
org.opendaylight.aaa	aaa-shiro	0.10.2		f0e720953e2de18d2460c98977b0ac693a1ec649
org.opendaylight.aaa	aaa-shiro	0.10.3		422516b3d2ed662094a0305973f529e56c9cb10b
org.opendaylight.aaa	aaa-shiro	0.10.4		899fe29997a285a7be608f906df2db6279963bb2
org.opendaylight.aaa	aaa-shiro	0.11.0		6b5572dfe7a36c9e51319833b3d72ddeb9168d1b
org.opendaylight.aaa	aaa-shiro	0.11.1		9f7020a8382035f49d9872569d73205241a2d7ba
org.opendaylight.aaa	aaa-shiro	0.11.2		c09d31e400a68e572a0fd676af281e9176471c20
org.opendaylight.aaa	aaa-shiro	0.11.3		c0bddb66fc1bb26a3193660bd54340ae18e2caa4
org.opendaylight.aaa	aaa-shiro	0.12.0		4d1c50d6f4aa8f0175188450dea862683a04233c
org.opendaylight.aaa	aaa-shiro	0.12.1		03493913a0a30b79f58c1cfc13ed383d950234e0
org.opendaylight.aaa	aaa-shiro	0.12.2		b04920e063335ae3caf66cefef03ba47fe3d3b8d
org.opendaylight.aaa	aaa-shiro	0.12.3		26f1e73639ae2a5601b0e26a8afa67896244501d
org.opendaylight.aaa	aaa-shiro	0.12.4		df8ec293687b3df0b76fee3bd2843d3ad3cc0644
org.opendaylight.aaa	aaa-shiro	0.13.0		03e0e2a4b8a4cdb87394f1fde7526fd93e1a7505
org.opendaylight.aaa	aaa-shiro	0.13.1		6fd4bb3f53e5c895181f7d27a993be97cd3c8bd6
org.opendaylight.aaa	aaa-shiro	0.13.10		24d6ea3cf530b41ad753d4d93791c5b42cd75a87
org.opendaylight.aaa	aaa-shiro	0.13.11		77573bd2951a7cc24f9931d87c674a17e7cac91b
org.opendaylight.aaa	aaa-shiro	0.13.2		ade1659aee9f07d2f5bbd3ead5ad5c2b1522cc17
org.opendaylight.aaa	aaa-shiro	0.13.3		7050a44b027b75151955b60ba7bb43a4b026f3de
org.opendaylight.aaa	aaa-shiro	0.13.4		e1dac5c22e5676eb9b77a31d938578d8a8d500e7
org.opendaylight.aaa	aaa-shiro	0.13.5		752b45277183f009b6a32f61052bd0e84666435d
org.opendaylight.aaa	aaa-shiro	0.13.6		2fe2920e623883beaf002870d4e6287997dc5d57
org.opendaylight.aaa	aaa-shiro	0.13.7		551304d7c997c00f1f660fdbf1b7d442a2a76ccd
org.opendaylight.aaa	aaa-shiro	0.13.8		b49bd5f4cf21eba8442436ddfc45e501000bbfdc
org.opendaylight.aaa	aaa-shiro	0.13.9		1b7a03af48a6d81584985091e4f19883b6d685dd
org.opendaylight.aaa	aaa-shiro	0.14.0		7b59fdeb7ba527d12b69a1d35957dc6c89cb1759
org.opendaylight.aaa	aaa-shiro	0.14.1		7e6b1663a0af76ad6a1079370249fe6daac1db2d
org.opendaylight.aaa	aaa-shiro	0.14.10		071884fd526390c520d6ac93a57432d558e3ae70
org.opendaylight.aaa	aaa-shiro	0.14.11		b4f6b7ea7e88838350cb621a1f7022a0dd8639ef
org.opendaylight.aaa	aaa-shiro	0.14.12		2f4f9d276123037a715a8dd72a25613214c804a7
org.opendaylight.aaa	aaa-shiro	0.14.13		f2be9617b4e938e66c709c539979be0031dd0144
org.opendaylight.aaa	aaa-shiro	0.14.14		9713e6db00b5ebf13839aa25a1244c0ee358a1cb
org.opendaylight.aaa	aaa-shiro	0.14.2		3c6c10ddf1393e978014ad54a280344a5191c68e
org.opendaylight.aaa	aaa-shiro	0.14.3		55bad7b253cc81c6d4169f9cf1cf98488d5b6cc2
org.opendaylight.aaa	aaa-shiro	0.14.4		501b20d7b21f1bfac762c5a1fedcb3dc40e616b1
org.opendaylight.aaa	aaa-shiro	0.14.5		5f4c253e544c2b102b5ec7e31149791206ce7787
org.opendaylight.aaa	aaa-shiro	0.14.6		00bea647eb23696c158b932db49172a538316d93
org.opendaylight.aaa	aaa-shiro	0.14.7		f9768130c84cdc23f0a454369fe2ca32c18da430
org.opendaylight.aaa	aaa-shiro	0.14.8		0b37e6ed260798dbd98a6d14c67b8c8fe84e525c
org.opendaylight.aaa	aaa-shiro	0.14.9		4c11c9501fa931a2e8235fc7539ce7f3c2aca61b
org.opendaylight.aaa	aaa-shiro	0.15.0		5bc8e4c87aad619b471f26312adea819e4eb9f43
org.opendaylight.aaa	aaa-shiro	0.15.1		3130066a858915120c4135a9ab22ce6523728243
org.opendaylight.aaa	aaa-shiro	0.15.2		df4ba2bdef2193f0178bb7ac16f80d87c3657c14
org.opendaylight.aaa	aaa-shiro	0.15.3		702dd956b9966eddf68d99bb7498e37a320c4b6a
org.opendaylight.aaa	aaa-shiro	0.15.4		071010a6c9e7cc49612356827ed18377d869f7ce
org.opendaylight.aaa	aaa-shiro	0.15.5		dc4ec41ff49a24260537c96e5e83a413ef391d4d
org.opendaylight.aaa	aaa-shiro	0.15.6		8f0425c5b4a6a5cd08c7789a64f1b0384ff41286
org.opendaylight.aaa	aaa-shiro	0.15.7		097767c999961ecf147620a6316a08d02beb3159
org.opendaylight.aaa	aaa-shiro	0.15.8		fc358cbf055996c71dcb0f663bef64c3ee2396e7
org.opendaylight.aaa	aaa-shiro	0.15.9		b7d4420b2f82ef56124fb1ce2b85e366e5e17877
org.opendaylight.aaa	aaa-shiro	0.16.0		2d873f1474d4940a2717642b2311274442cd9e2f
org.opendaylight.aaa	aaa-shiro	0.16.1		b7a41632f13e153fe2ae6ee0ada93b9dc95ac6ec
org.opendaylight.aaa	aaa-shiro	0.16.10		11f8e5ed5873d8eedded90489efc92bac9ad8c4c
org.opendaylight.aaa	aaa-shiro	0.16.11		3373a5a1acebb369a7460e804d3c80ffc0a7f307
org.opendaylight.aaa	aaa-shiro	0.16.2		f92f7a701d6d75cb8cb21b76d3618cbacbbd00ce
org.opendaylight.aaa	aaa-shiro	0.16.3		9f0b243e998c27abdbd0bef1c79163b7220e22db
org.opendaylight.aaa	aaa-shiro	0.16.4		48b8964b534f6547404bab03043f5975d889a346
org.opendaylight.aaa	aaa-shiro	0.16.5		fd80edd0afa92dcd0970bd44427dda566b93e74f
org.opendaylight.aaa	aaa-shiro	0.16.6		030f784464a347bad1c78175a6a112da2581dd7b
org.opendaylight.aaa	aaa-shiro	0.16.7		305ca111b1af715962cfd3c0076ad984a2efdb96
org.opendaylight.aaa	aaa-shiro	0.16.8		efe35fbe867d02cc12dbb4b12068c39eae61a6aa
org.opendaylight.aaa	aaa-shiro	0.16.9		6a678009862ec3f7ab2c496768fbc129ff0efb3b
org.opendaylight.aaa	aaa-shiro	0.17.0		ac14ec93f54515f1a23cf020f7d1278ace2e692d
org.opendaylight.aaa	aaa-shiro	0.17.1		686c3e50b5ea1fa15fb03080f005b51935062690
org.opendaylight.aaa	aaa-shiro	0.17.10		9ea14c9ee0b94a785347bac1f7dae00141fe3315
org.opendaylight.aaa	aaa-shiro	0.17.11		3bc900948ec34a5cecb1eb93c9a706dd132fee83
org.opendaylight.aaa	aaa-shiro	0.17.12		9fb90519665f0554f47a3833c868585e02ec3684
org.opendaylight.aaa	aaa-shiro	0.17.13		d0c05ea96ee6d4327992eb17211aa609adf38fb4
org.opendaylight.aaa	aaa-shiro	0.17.14		6ac672601d19cd43cc001ebadcaeed627087f94f
org.opendaylight.aaa	aaa-shiro	0.17.15		699effc47983b9fffd21c70a951e0fb07243ff54
org.opendaylight.aaa	aaa-shiro	0.17.16		43548bc095729c4343c59cd22a2348c7bb4d5df5
org.opendaylight.aaa	aaa-shiro	0.17.2		199d59f6a70379909df08176ae01a99063858537
org.opendaylight.aaa	aaa-shiro	0.17.3		aa2dd0202abc8d39cc0d414c9d6346ba94a74b9e
org.opendaylight.aaa	aaa-shiro	0.17.4		a8be2890da8d4c41c9aefba677e70cf4c789949b
org.opendaylight.aaa	aaa-shiro	0.17.5		caacb51332f73898bc190ff7f8d144de4c28c439
org.opendaylight.aaa	aaa-shiro	0.17.6		c473adefde628356b629ba73a0aa10a331c8d026
org.opendaylight.aaa	aaa-shiro	0.17.7		c743e68c5cf4da3089272740c950d858314b6996
org.opendaylight.aaa	aaa-shiro	0.17.8		2d85f51b34e537a519017abba5d7b3410c21d0cf
org.opendaylight.aaa	aaa-shiro	0.17.9		f2862c73dafba97169c517f2c7fa9860f0f49db4
org.opendaylight.aaa	aaa-shiro	0.18.0		417296bce861bdf41dbb9bd729a623f84313cd68
org.opendaylight.aaa	aaa-shiro	0.18.1		44f757cfcc43b7ca2348354d782e038ac7fdb49f
org.opendaylight.aaa	aaa-shiro	0.18.2		94741966be29e44bfd60e5638012d8a08cf074e1
org.opendaylight.aaa	aaa-shiro	0.18.3		03c364551214c2922851185fece31b6432ece7ee
org.opendaylight.aaa	aaa-shiro	0.18.4		c8be91c433f841ff4495cfba53cc4dffbd46f219
org.opendaylight.aaa	aaa-shiro	0.18.5		d5d0fb34e3da2ae516757a20b500c4d35e164a03
org.opendaylight.aaa	aaa-shiro	0.18.6		f79cbacdbe266e1ab63379ad6503f784bc77daef
org.opendaylight.aaa	aaa-shiro	0.18.7		bd11db32155a505d0bc4ba89f289b5823f7cd05d
org.opendaylight.aaa	aaa-shiro	0.18.8		1811fa6749cb2f9ca7a3c1cfd431fa2f9ca62535
org.opendaylight.aaa	aaa-shiro	0.19.0		eea1ef5d60975d72a5c09aec24f550b6147cdcc9
org.opendaylight.aaa	aaa-shiro	0.19.1		c3602c2cd1e0a7d4de2535faa64bab2fad65359f
org.opendaylight.aaa	aaa-shiro	0.19.2		0bf46be51e7fe8e66451416c56848a364210d0a3
org.opendaylight.aaa	aaa-shiro	0.19.3		716690dee969316b606cc85a695ad9426f0b9c62
org.opendaylight.aaa	aaa-shiro	0.19.4		3ea0dc8ffdd44df7e9ecb285f6010f84d5589824
org.opendaylight.aaa	aaa-shiro	0.19.5		8c708fbe9c6e9bfe3a505205d7d1cf8398393554
org.opendaylight.aaa	aaa-shiro	0.19.6		efd9e172e136ed91eca9810bb337e1f10ae23773
org.opendaylight.aaa	aaa-shiro	0.19.7		80defb49d86aec5ce1c8455c673fc3a2240707f3
org.opendaylight.aaa	aaa-shiro	0.19.8		256279a654d587c7e9fb3b1d84134f9d8d322bbf
org.opendaylight.aaa	aaa-shiro	0.20.0		39ca318ee6f70fff940e34ace73ddac978865ba3
org.opendaylight.aaa	aaa-shiro	0.20.1		b31b2ce11f9f5c465a8871eccc48ca56d443ddda
org.opendaylight.aaa	aaa-shiro	0.20.2		bef72e20bc631967034bd86cdd6f907c78ce2a83
org.opendaylight.aaa	aaa-shiro	0.20.3		7ba7ccec599c663cfd8bab835a11b341d6152f96
org.opendaylight.aaa	aaa-shiro	0.20.4		51585c3b733fbc8643c115d6fc8c14b1e7f1562e
org.opendaylight.aaa	aaa-shiro	0.20.5		ef35b261a6377071a5802156f2cf5f8719a22825
org.opendaylight.aaa	aaa-shiro	0.20.6		970d0b47656f13d385b85cd7a1b6f671922ab260
org.opendaylight.aaa	aaa-shiro	0.20.7		08ce005a52356298e0a2c09ca5cbe3400648b02d
org.opendaylight.aaa	aaa-shiro	0.20.8		0b89991eecf5f580eaf1bd5adaf6c3947092e6d1
org.opendaylight.aaa	aaa-shiro	0.3.0-Beryllium		a0def52df9ede2ed20272dd5693156e257454c54
org.opendaylight.aaa	aaa-shiro	0.3.1-Beryllium-SR1		e47ad8c6e392fe1c45d13442ac0789c15fdd5d35
org.opendaylight.aaa	aaa-shiro	0.3.2-Beryllium-SR2		4349176eacc8efd43b2d923dbade2eacc90b5943
org.opendaylight.aaa	aaa-shiro	0.3.3-Beryllium-SR3		7bf4f1b6a921a9c1c9a99bdc0a34f6343ce4c81d
org.opendaylight.aaa	aaa-shiro	0.3.4-Beryllium-SR4		7f4028286e6db92fa5d6d8e63805a0206645ea73
org.opendaylight.aaa	aaa-shiro	0.4.0-Boron		b3172368feaf32a872c721ae56462790510e4cef
org.opendaylight.aaa	aaa-shiro	0.4.1-Boron-SR1		872558382de08478ec9b12ec5904f12950f2ecd8
org.opendaylight.aaa	aaa-shiro	0.4.2-Boron-SR2		7fd9cc653a66da12f3e30e287e9586d5b17db318
org.opendaylight.aaa	aaa-shiro	0.4.3-Boron-SR3		a8ea81774de36ce1ed092dccf228d43f8c992120
org.opendaylight.aaa	aaa-shiro	0.4.4-Boron-SR4		823736e34bc0020654af46449e226a2ce83de1bd
org.opendaylight.aaa	aaa-shiro	0.5.0-Carbon		a1cbcf6f63bddaac259c4b6c822d2267cc4552f6
org.opendaylight.aaa	aaa-shiro	0.5.1-Carbon		5166546b60e72021c9b4f9e6d77bf7fc2740ae79
org.opendaylight.aaa	aaa-shiro	0.5.2-Carbon		16df073332c2849f6cfb2aa42644bf54744b8bd1
org.opendaylight.aaa	aaa-shiro	0.5.3-Carbon		1a75fc8adb1870e071bc4462d7edb0455f941908
org.opendaylight.aaa	aaa-shiro	0.5.4-Carbon		b02d3327d36a45100787ed4aca640a7e40f234ed
org.opendaylight.aaa	aaa-shiro	0.6.0		79087296d02e55a20263f625f1e0f0a5c1fd901e
org.opendaylight.aaa	aaa-shiro	0.6.1		3634fe4576ed2ebd33fa94f744e989b94b5cab3f
org.opendaylight.aaa	aaa-shiro	0.6.2		1bb3acf7171594444ff24cda380408b0c6be146a
org.opendaylight.aaa	aaa-shiro	0.6.3		c3b2c45f908890e0910d1a939beb2e838f2d8449
org.opendaylight.aaa	aaa-shiro	0.7.0		d2b079803d259eb6e2760b3fb7bcdd7e42f62895
org.opendaylight.aaa	aaa-shiro	0.7.1		4b6428aa2e1e175d82402f2883deda86cdde3206
org.opendaylight.aaa	aaa-shiro	0.7.2		b29f2d1e04e92d80fb3ec750c36e6ee2706866d9
org.opendaylight.aaa	aaa-shiro	0.7.3		900f65b348c0e27a082e4a638dd0361fbbafd119
