cc.aicode.java.e2e	ExcelToEntity	1.0.0.3		6ad1296b1a88345c4733eb78757a9c4111309219
com.soywiz.korlibs.korim	korim-iosarm64	4.0.7		N/A
com.soywiz.korlibs.korim	korim-iosarm64	4.0.7	metadata	371d2ec96162d23fabe070f1ff1940eb6d111d91
com.soywiz.korlibs.korim	korim-iosarm64	4.0.8		N/A
com.soywiz.korlibs.korim	korim-iosarm64	4.0.8	metadata	163787bddd5a09cc847eba11cc7008bdc109b507
com.soywiz.korlibs.korim	korim-iosarm64	4.0.9		N/A
com.soywiz.korlibs.korim	korim-iosarm64	4.0.9	metadata	5ec81ba1add2920dfb21bfb5b363152e2d4ed3f6
com.squareup.sqldelight	android-paging3-extensions	1.5.0		N/A
com.squareup.sqldelight	android-paging3-extensions	1.5.1		N/A
com.squareup.sqldelight	android-paging3-extensions	1.5.2		N/A
com.squareup.sqldelight	android-paging3-extensions	1.5.3		33beddb6da835476bd4b2a418b92054e1e15415b
com.squareup.sqldelight	android-paging3-extensions	1.5.4		e0c7551d2a59fa9839bbb8c787f80a27ece0e1a2
com.squareup.sqldelight	android-paging3-extensions	1.5.5		44202014e9d1d593897981d444985728c0c55291
com.tersesystems.blindsight	blindsight-scripting_3	1.5.2		26ddf4d3ac4c211ff74621d822b59d27b583288d
com.tersesystems.blindsight	blindsight-scripting_3	2.0.0		295b04bdc49c9a7c5e8735d9a4ad2a6425e0aae0
com.toasttab	test-jdbishard-dropwizard	0.0.2		919c259fe8d3f36fada95c772e9e4b01b2156b57
com.typesafe.akka	akka-cluster-metrics_2.12.0-RC1	2.4.10		5b0763acf3d7b135b44d0abf27691e511ac2255b
com.typesafe.akka	akka-cluster-metrics_2.12.0-RC1	2.4.11		f7916eefb422acd0bb5e16b32db85c7671c59d8b
de.comhix.commons	utils	3.4.192		b62e2b2316b5ed3b44653f2555afdd8aa1c16c93
de.comhix.commons	utils	3.4.193		ab07da9c5272026aef83330c7e94d1486f46514e
de.comhix.commons	utils	3.5.194		3e75acec3f44f0383aa15efc9afd7806674f73e8
io.arrow-kt	arrow-analysis-types-watchosarm32	2.0		N/A
io.arrow-kt	arrow-analysis-types-watchosarm32	2.0-RC		N/A
io.arrow-kt	arrow-analysis-types-watchosarm32	2.0-RC3		N/A
io.arrow-kt	arrow-analysis-types-watchosarm32	2.0.2		N/A
io.arrow-kt	arrow-analysis-types-watchosarm32	2.0.2	metadata	fef9ba148f25529984a3cfcb8eeb0f9436f5479b
io.arrow-kt	arrow-analysis-types-watchosarm32	2.0.2-alpha.10		N/A
io.arrow-kt	arrow-analysis-types-watchosarm32	2.0.2-alpha.11		N/A
io.arrow-kt	arrow-analysis-types-watchosarm32	2.0.2-alpha.12		N/A
io.arrow-kt	arrow-analysis-types-watchosarm32	2.0.2-alpha.13		N/A
io.arrow-kt	arrow-analysis-types-watchosarm32	2.0.2-alpha.14		N/A
io.arrow-kt	arrow-analysis-types-watchosarm32	2.0.2-alpha.15		N/A
io.arrow-kt	arrow-analysis-types-watchosarm32	2.0.2-alpha.16		N/A
io.arrow-kt	arrow-analysis-types-watchosarm32	2.0.2-alpha.16	metadata	ba4ddf7027ceadbf2ce2a86e14827f9faaff5294
io.arrow-kt	arrow-analysis-types-watchosarm32	2.0.2-alpha.17		N/A
io.arrow-kt	arrow-analysis-types-watchosarm32	2.0.2-alpha.17	metadata	c00af867bc2e699a73b0908df780a4a834aa900b
io.arrow-kt	arrow-analysis-types-watchosarm32	2.0.2-alpha.18		N/A
io.arrow-kt	arrow-analysis-types-watchosarm32	2.0.2-alpha.18	metadata	88db502a7fc8937a748b6c6f5d774bd5a0cbdcd2
io.arrow-kt	arrow-analysis-types-watchosarm32	2.0.2-alpha.19		N/A
io.arrow-kt	arrow-analysis-types-watchosarm32	2.0.2-alpha.19	metadata	f75d38f2926255fbb2105ee1fb8494eb0d60522d
io.arrow-kt	arrow-analysis-types-watchosarm32	2.0.2-alpha.20		N/A
io.arrow-kt	arrow-analysis-types-watchosarm32	2.0.2-alpha.20	metadata	dc16be5e1009fd654dc4e7a9a603df3f7feac84d
io.arrow-kt	arrow-analysis-types-watchosarm32	2.0.2-alpha.7		N/A
io.arrow-kt	arrow-analysis-types-watchosarm32	2.0.2-alpha.9		N/A
io.arrow-kt	arrow-analysis-types-watchosarm32	2.0.3-alpha.1		N/A
io.arrow-kt	arrow-analysis-types-watchosarm32	2.0.3-alpha.1	metadata	9b2c3ae4ecaf133b3bd2b611d4ef74b73ee55494
io.arrow-kt	arrow-analysis-types-watchosarm32	2.0.3-alpha.2		N/A
io.arrow-kt	arrow-analysis-types-watchosarm32	2.0.3-alpha.2	metadata	2368f105c62eed193b30acd2532dcc68a45ff7f1
io.cronapp	cronapp-plugin-chatgpt	3.2.0		e610de274ffc66bc671fcd0a58be95e1487e68d2
io.cronapp	cronapp-plugin-chatgpt	3.2.0-SP.1		423b5cb6cf96df8afd73f5f8b975677e3c2aff63
io.cronapp	cronapp-plugin-chatgpt	3.2.0-SP.10		9bd0c173bc5d272111f98f72aa906add5b20ead1
io.cronapp	cronapp-plugin-chatgpt	3.2.0-SP.11		63fe1399b2bcd374571f1b0b78864eb311c0e397
io.cronapp	cronapp-plugin-chatgpt	3.2.0-SP.12		7c6ac8021c8ba48b4856ea300a81fe0f28dcb01c
io.cronapp	cronapp-plugin-chatgpt	3.2.0-SP.13		27a6e3dfc094e53ebeb370f42f0754c705d0651c
io.cronapp	cronapp-plugin-chatgpt	3.2.0-SP.2		7cb6514189a1e2889165cc5b35143cdc0489ecb9
io.cronapp	cronapp-plugin-chatgpt	3.2.0-SP.3		69918134db2fa527391587c7315cc2057ba7c36d
io.cronapp	cronapp-plugin-chatgpt	3.2.0-SP.4		1359d175cdcbaff769a1783232e77bdd612c24ec
io.cronapp	cronapp-plugin-chatgpt	3.2.0-SP.5		e5621d3d327582020c67b98b858091146b44a45e
io.cronapp	cronapp-plugin-chatgpt	3.2.0-SP.6		b1a45a94997e112805daf0554219eec9c12209cb
io.cronapp	cronapp-plugin-chatgpt	3.2.0-SP.7		61907de3f5d714c553479548fa428ccf1c36a930
io.cronapp	cronapp-plugin-chatgpt	3.2.0-SP.8		c35056e154fd3ab4ea31031a13151c34afda08d9
io.cronapp	cronapp-plugin-chatgpt	3.2.0-SP.9		a16c4d9275df0472cff819d515891076a61dead5
io.cronapp	cronapp-plugin-chatgpt	3.2.1		bdc4e15416165d3e0f9c77b129068fe0e3ded5df
io.cronapp	cronapp-plugin-chatgpt	3.2.1-SP.1		934da3d4b2f442440507c7ec1a9bca14869805c3
io.cronapp	cronapp-plugin-chatgpt	3.2.1-SP.2		0f09d06a332bbe38bc54b7587573f0f527998e6f
io.cronapp	cronapp-plugin-chatgpt	3.2.1-SP.3		8126f92d02bf612ecfb6e53f05527b979d6944d7
io.cronapp	cronapp-plugin-chatgpt	3.2.1-SP.4		10dd1e9c4d5fca6de4e3d885b63adc214f1a6bbf
io.cronapp	cronapp-plugin-chatgpt	3.2.1-SP.5		044522cf15508884d2850182bc69f6971271aa0e
io.cronapp	cronapp-plugin-chatgpt	4.0.0		b88e9da90fc2d0f596f537189a997e92da28f1e5
io.cronapp	cronapp-plugin-chatgpt	4.0.1		09a8744cec78019e8797f9d37266fd586b04d7e4
io.cronapp	cronapp-plugin-chatgpt	4.0.2		29ef30acd16f2c7da3032cc39aee5f7f92b0161b
io.cronapp	cronapp-plugin-chatgpt	4.0.3		e6cf5f385e0f955b4f75fdf610795e43a1df2c33
io.github.awtg-ltd	kai-api-sdk-prod	0.0.1		N/A
io.github.chichengyu	java-image-combiner	1.0.0		55c2c78ad94309a0f7f27649f3394ed011796672
io.github.chichengyu	java-image-combiner	1.1.0		de388b0fbe03767886ae90e74b8821d93a400398
io.github.cooperlyt	uid-reactive-generator-db-spring-boot-starter	1.1.1		e6665006db8d5ff1f9eaaad0bb1f78654f096bfa
io.github.cooperlyt	uid-reactive-generator-db-spring-boot-starter	1.2.1		18d3d7cb6e831a2c00e0557fa97aabb909ad3fe2
io.github.cooperlyt	uid-reactive-generator-db-spring-boot-starter	1.2.2		d0f243535652fb4774ae8aa4eebbebe617cff728
io.github.elki-project	elki-3dpc	0.8.0		6c30e479504e8df8af00ee7c091bf6353e4d9d5e
io.github.iamthevoid.reactivebinding	core	1.0.0-beta08		N/A
io.github.iamthevoid.reactivebinding	core	1.0.0-beta09		N/A
io.github.iamthevoid.reactivebinding	core	1.0.0-beta10		N/A
io.github.iamthevoid.reactivebinding	core	1.0.0-beta11		N/A
io.github.iamthevoid.reactivebinding	core	1.0.0-beta12		N/A
io.github.nurujjamanpollob.androidmailer	androidmailer	2.2.0		N/A
io.github.nurujjamanpollob.androidmailer	androidmailer	2.2.1		N/A
io.github.nurujjamanpollob.androidmailer	androidmailer	2.2.2		N/A
io.github.nurujjamanpollob.androidmailer	androidmailer	2.2.3		N/A
io.github.pacdaemon	slick-repo_2.12	1.6.2		79a232e6358f82b77c837a7e3b86277596c5ac59
io.github.pacdaemon	slick-repo_2.12	1.6.3		39941647bf91635165e633f8be6c2a027c042d0e
io.github.pacdaemon	slick-repo_2.12	1.6.4		579d516952446513fc19fbea67c9622e8ec5b4a3
io.github.qsy7.java.infrastructure.datastore.providers.jpa.providers	google-guice-persist-criteria-builder	0.1.0		7c76d0a5108788681fcb9395f5e908e30d2224e4
io.github.ryunen344.mutton	auto-mutton-recipe-macosx64	1.0.0		N/A
io.github.ryunen344.mutton	auto-mutton-recipe-macosx64	1.0.0	metadata	b81d24590679d3daa1dbebc821e428be2e7e24a8
io.github.ryunen344.mutton	auto-mutton-recipe-macosx64	1.0.0-alpha01		N/A
io.github.ryunen344.mutton	auto-mutton-recipe-macosx64	1.0.0-alpha01	metadata	4ac5032697937314212661a71ae2f775aed42bf5
io.github.ryunen344.mutton	auto-mutton-recipe-macosx64	1.0.1		N/A
io.github.ryunen344.mutton	auto-mutton-recipe-macosx64	1.0.1	metadata	c43680c1345a56bd1cb7feb7e961444315aeef30
io.github.ryunen344.mutton	auto-mutton-recipe-macosx64	1.0.2		N/A
io.github.ryunen344.mutton	auto-mutton-recipe-macosx64	1.0.2	metadata	e7d7d79fac42fae0138af8eb1ff35e624c2cf0c5
io.github.ryunen344.mutton	auto-mutton-recipe-macosx64	1.1.0		N/A
io.github.ryunen344.mutton	auto-mutton-recipe-macosx64	1.1.0	metadata	6661040c0a7dd47dc3b22bae6b4e008ec5e873a2
io.github.ryunen344.mutton	auto-mutton-recipe-macosx64	1.1.1		N/A
io.github.ryunen344.mutton	auto-mutton-recipe-macosx64	1.1.1	metadata	6be8c6b7ae8893d24f9a4d5148ae8980fb6c7dcf
io.github.rzo1.org.apache.cxf	cxf-rt-frontend-jaxrs	4.1.0-tomee-M1		3bc4b6835a5b69bf64cbbd36b4adecf57c6c8479
io.github.rzo1.org.apache.cxf	cxf-rt-frontend-jaxrs	4.1.0-tomee-M2		63663d190add50377b2c04867a0a533704b14e9e
io.github.the-best-is-best	compose-utils-navigation-android	1.0.0		N/A
io.github.the-best-is-best	compose-utils-navigation-android	3.0.0		N/A
io.github.thinkiny	sbt-gluon-plugin_2.12_1.0	0.1.0		d359bda73cae17f568dc678390435b37f5729daa
io.github.thinkiny	sbt-gluon-plugin_2.12_1.0	0.1.1		98aa52dda0c221165ccae0063291e8a577f7f7f2
io.github.thinkiny	sbt-gluon-plugin_2.12_1.0	0.2.1		2b8a5921c162ab9e4f654e5ae190e5157997ac50
io.github.thinkiny	sbt-gluon-plugin_2.12_1.0	0.2.2		2d8aec2706306282db300d1e853998a3636f58dd
io.github.thinkiny	sbt-gluon-plugin_2.12_1.0	0.3.0		8b5ebb23521f673bdaa39fdcb308d77557bcc414
io.github.thinkiny	sbt-gluon-plugin_2.12_1.0	0.3.1		90a52e10a663561db4789378f2deecf85347f728
io.github.thinkiny	sbt-gluon-plugin_2.12_1.0	0.3.2		fe9d410f2a7b0a4c0b945a87f00187312154a300
io.github.thinkiny	sbt-gluon-plugin_2.12_1.0	0.3.3		aacb2d478346600c1aab5e5683299a6a9d39827a
io.github.thinkiny	sbt-gluon-plugin_2.12_1.0	0.3.4		144636b20d1f783c889c5d961333269807c7a959
io.github.thinkiny	sbt-gluon-plugin_2.12_1.0	0.3.5		8367db4836cf47cf18a42acc8220a9e5505c1453
io.github.thinkiny	sbt-gluon-plugin_2.12_1.0	0.3.6		20d8dcaf1edaf4f7e6ef38900729844e7813af28
io.monix	newtypes-pureconfig-v0-17_2.13	0.2.2		c0182988c9cdb1a10eb485155aa0ad9ace925686
io.monix	newtypes-pureconfig-v0-17_2.13	0.2.3		6456c767e1524ac21b7c9d643589645aefa91010
io.monix	newtypes-pureconfig-v0-17_2.13	0.3.0		8d736835821688964d1584ce5e11b8c03302e84e
io.pythagoras.messagebus	core	1.0.0		36a94bf0ced6f38b5ec6b2ce81bb934b3c5fb1b1
io.pythagoras.messagebus	core	1.0.1		83bdd0b634e9552afdb86d52114c1f21e0e0f83b
io.pythagoras.messagebus	core	1.1.0		ed41b11dad75c02eb0fc1865f4176d915d81500d
io.pythagoras.messagebus	core	1.2.0		4ee587485bd9143558c500b2e6903eafe13ce0f6
io.pythagoras.messagebus	core	1.3.0		31e29c1a6f504757ceb13539f68f379c8acbdbe2
io.pythagoras.messagebus	core	1.4.0		694d5ffda9411a4480ef95c15afd079d0a326d3e
io.pythagoras.messagebus	core	1.4.1		2c6773d281b276dbb134d71943bd9e52e1349726
io.pythagoras.messagebus	core	1.4.2		8fc8df17695ad91346a5aae1d1c4846b61103bb1
io.pythagoras.messagebus	core	1.4.3		12a7f6ea11530489d674769ecdc96562048fd963
io.pythagoras.messagebus	core	1.4.4		1b1696649a623517dda72c4a7f762b74464cd11a
io.pythagoras.messagebus	core	1.5.0		64097fc1e6c95c66483fbc5bade6f3b161e1c837
io.pythagoras.messagebus	core	1.5.1		0ca51d81319c4ee0787782ce086717a7634b9090
io.pythagoras.messagebus	core	1.6.0		e51b9545151dce6976530955e84720b9d880620c
io.pythagoras.messagebus	core	1.7.0		6d3a759564ab904bdc4807e4cd46ac24c5756bf9
io.pythagoras.messagebus	core	1.7.1		1cff42ee47c50f3e0d63a39ebf22fcc5d91b4f7c
io.pythagoras.messagebus	core	1.7.2		e49d2c299f52fdc125a58df33d710ce159a94f41
io.pythagoras.messagebus	core	1.7.3		14be4621ed584ab83ca6db241c82703ce34b821a
io.pythagoras.messagebus	core	1.8.0		02512c569d26ccf06eb20e3d443d927fd89665cc
io.pythagoras.messagebus	core	1.8.1		07ca565ed1c32d6dfa72f407c2f8d6f4ecfd8a90
io.pythagoras.messagebus	core	1.8.2		6c0b3ac3e78efbde7ceeca2bf0cac48150b91dab
io.pythagoras.messagebus	core	1.8.3		5f1d27688a4c2ae9d1011db910bd6de8f9c42fa0
io.qtjambi	qtjambi-texttospeech-native-windows-arm64	6.6.3		0d28bebd40f4d6b86e3b8208a93af7e1cc955384
io.qtjambi	qtjambi-texttospeech-native-windows-arm64	6.7.3		5783474911f2a79ad520a15fecdc82c4a077e792
io.sreworks	sreworks-base	1.0.0		N/A
io.sreworks	sreworks-base	1.0.1		N/A
io.sreworks	sreworks-base	1.0.2		N/A
io.sreworks	sreworks-base	1.0.3		N/A
io.sreworks	sreworks-base	1.0.4		N/A
io.sreworks	sreworks-base	1.0.5		N/A
io.sreworks	sreworks-base	1.0.6		N/A
io.sreworks	sreworks-base	1.0.7		N/A
io.sreworks	sreworks-base	1.0.8		N/A
io.sreworks	sreworks-base	1.1.3		N/A
io.sreworks	sreworks-base	1.1.5		N/A
io.sreworks	sreworks-base	1.1.6		N/A
io.sreworks	sreworks-base	1.1.7		N/A
io.taig	scala-pygments-cli_3	0.0.13		85b279a3bfb0aaafe2fd44dd8df8525de985a25c
io.taig	scala-pygments-cli_3	0.0.14		1937d39bd4cac7801dcea060e88e266183e944d0
io.taig	scala-pygments-cli_3	0.0.15		8b1c4a898c8c44260b882d09354dcb86f930c7cc
jetty	org.mortbay.jetty.plus	4.2.20		b1bbe1375b0d35ab97cda61535a2b283b1a65a91
jetty	org.mortbay.jetty.plus	4.2.23		63ae0274f9eff2ed312eb5f9b5552b79eada9a43
jetty	org.mortbay.jetty.plus	4.2.23RC0		3278f94fad7d3576476141e0a93043f5461b6f3f
jetty	org.mortbay.jetty.plus	4.2.24		6cc4f71310fc6f762f0f576038e3d69903397ebf
jetty	org.mortbay.jetty.plus	4.2.25		d6e6da1d6b5497eae3cd44fb953a303bc63cf074
jetty	org.mortbay.jetty.plus	5.0.RC0		439b8b0b79382a4f7fedf40136be276d43d21dfd
jetty	org.mortbay.jetty.plus	5.1.0		634d394f061623d21ab52af0a418f1fa7be4a2b0
jetty	org.mortbay.jetty.plus	5.1.1		7569234eaf1a4e89a7ffff141675865173ea508c
jetty	org.mortbay.jetty.plus	5.1.10		aa0e5df2c74829783379c0cba6d6631d97172aa2
jetty	org.mortbay.jetty.plus	5.1.1RC0		e748b4d6d2d03612f4019f669b2271bbc4f7517a
jetty	org.mortbay.jetty.plus	5.1.2		366c4804b87afb39bebc0d41dc1967eee3c16a89
jetty	org.mortbay.jetty.plus	5.1.2pre0		da6460fa1383239a1891b5555844c9d37c5517bf
jetty	org.mortbay.jetty.plus	5.1.3		c663240d35aa754d6ef93f7294e7fc5c9fe1d57a
jetty	org.mortbay.jetty.plus	5.1.3rc2		5daa045b12f6d1c46baf71d7ff19bb4b510d5a73
jetty	org.mortbay.jetty.plus	5.1.3rc3		d604e78e0a62285cc154ee4a75163da025376c31
jetty	org.mortbay.jetty.plus	5.1.3rc4		a4091919df2c5a4edc6f33e8e52b56eb2517e809
jetty	org.mortbay.jetty.plus	5.1.4		9af574f91a38c6251180c6cb1e5e67a8f822a5e6
jetty	org.mortbay.jetty.plus	5.1.4rc0		8debd9e8a0b8fe9bd2bd52a3831671156cec9db2
jetty	org.mortbay.jetty.plus	5.1.5		2f20c89034db80403e634c79f00b59de059118a2
jetty	org.mortbay.jetty.plus	5.1.5rc0		5ac4db2b351c7dc90f70d0b0157e314fbe95923f
jetty	org.mortbay.jetty.plus	5.1.5rc1		19728d822cce4f483422c3269e086181cdc570d9
jetty	org.mortbay.jetty.plus	5.1.5rc2		cfd200df3a0287a5bc007d3ae82333742b81c82f
jetty	org.mortbay.jetty.plus	5.1.5rc3		b8baa0d3bcd910d088864242e369e5bd9f142082
jetty	org.mortbay.jetty.plus	5.1.6		3bd4bbfe6a8355d202640d57bb583d7dd9cc01cb
jetty	org.mortbay.jetty.plus	5.1.7		0ef13bca2b27868ca047c63624b7bc4c5979426e
jetty	org.mortbay.jetty.plus	5.1.7rc0		4ae4f9abfe6fdbf80785f5e1e6cad2efdbbf0195
jetty	org.mortbay.jetty.plus	5.1.8		b23ace7f832b6b46f25db48efcf38cb987a4d391
jetty	org.mortbay.jetty.plus	5.1.9		9c1c92645a5d5101b2cd82b90a42c3c65844d5e7
net.guerlab.cloud	guerlab-cloud-idempotent	2022.1.0		802198ac86963b51c2c84b83474d15b51b28e220
net.guerlab.cloud	guerlab-cloud-idempotent	2022.2.0		ce01a4b9bcd303e24b397c29de913ce7933f5771
net.guerlab.cloud	guerlab-cloud-idempotent	2022.2.1		e9b90e274506c60b506778766e30a7cb0bd3cce6
net.guerlab.cloud	guerlab-cloud-idempotent	2022.2.2		9a1a60aa8907936ff2e3ec3b96fcda0c2cded089
net.guerlab.cloud	guerlab-cloud-idempotent	2022.2.3		7ee734e5fff2176cad4a8999dc3ac13f4a5fbaa1
net.guerlab.cloud	guerlab-cloud-idempotent	2022.3.0		956d649a9a81b8d876e254309a24b50a096440e3
net.guerlab.cloud	guerlab-cloud-idempotent	2022.4.0		ee3b972caad6e1bb91d47932347378abd36ca10c
net.guerlab.cloud	guerlab-cloud-idempotent	2022.4.1		74ac381929fa3660a964953c51be1de6e808e366
net.guerlab.cloud	guerlab-cloud-idempotent	2022.5.0		25060c93a06f755a407f2cc128ed79384d37d589
net.guerlab.cloud	guerlab-cloud-idempotent	2022.5.1		5cf51ca11a0c3c7f04b8c98486cf0fff3ab644ee
net.guerlab.cloud	guerlab-cloud-idempotent	2022.6.0		b6c0908d51e1b4e639815ca367e75b1d2740d292
net.guerlab.cloud	guerlab-cloud-idempotent	2022.6.1		a568bf772ce01124a2aadfb9a2932be8ef443696
net.guerlab.cloud	guerlab-cloud-idempotent	2023.0.0		bafe9b86caf88fb85b0a5cdf840dfe29bef4dfa3
net.guerlab.cloud	guerlab-cloud-idempotent	2023.2.0		f8d75a2596347627fa9d89c59c4d747d9ee75ff2
net.guerlab.cloud	guerlab-cloud-idempotent	2023.3.0		f3260d3dacb8a2d44b8b41bbeffb0e552ebb757a
net.redpipe	redpipe-templating-freemarker	0.0.1		785939bb17a9cd323b7b68ab2f197de3872d28e3
net.redpipe	redpipe-templating-freemarker	0.0.2		79ec1beaa08c01e3f66afe76909b46c6f25932da
net.redpipe	redpipe-templating-freemarker	0.0.3		efa9d110a856f2d46d455fe8ed06a653a2a0b704
net.redpipe	redpipe-templating-freemarker	0.0.4		f6b6f9f9095d9d4124be3abd1be91548cabe5cb6
net.smartcosmos	smartcosmos-extension-api	2.10.10		4cefc900048882582e818f19bcae44a55172908a
net.smartcosmos	smartcosmos-extension-api	2.10.11		3ac0355868a6e3a6d606d0c23fddf81b181f291f
net.smartcosmos	smartcosmos-extension-api	2.10.13		8713a4e123643545e513bbc560e367697949dfae
net.smartcosmos	smartcosmos-extension-api	2.10.14		0ac112deec8c2d616fa4626fbed616b39607eaac
net.smartcosmos	smartcosmos-extension-api	2.10.15		31c77afb1f6246f11cee1abb2b83d731e8d12730
net.smartcosmos	smartcosmos-extension-api	2.10.16		7e7010b546c9456f829bb04d8166f97fa66c1398
net.smartcosmos	smartcosmos-extension-api	2.11.1		a9271be2f0cc0fbea0291a3a1d8e0573a6d5774e
net.smartcosmos	smartcosmos-extension-api	2.12.0		fed44d07422d2111974208813bf16a37dfe497d2
net.smartcosmos	smartcosmos-extension-api	2.12.1		71a571b24641e228f6e017a920739e2eb8002a87
net.smartcosmos	smartcosmos-extension-api	2.13.0		a49b18e83f9139ba1798c6714532d5926d7f37c0
net.smartcosmos	smartcosmos-extension-api	2.13.1		e0165977e73bc9b8d9e13e9ccdde7af60913940c
net.smartcosmos	smartcosmos-extension-api	2.14.0		f6980d773894df2ed6e983629c5b6f6d050b7f5c
no.telenor.sdk	business-mobileorder-sdk	0.0.1		c0c89893ee151901bba882a2c1dc423d5aeb73e2
org.aiddl	aiddl-external-grpc-scala	0.1.0		c7148a02feab31dc3355426f8bd30507577a3c93
org.aiddl	aiddl-external-grpc-scala	0.2.0		761480f1b80a5188be1c0eb85efae8b146c75635
org.aiddl	aiddl-external-grpc-scala	0.3.0		547b681332800a8644745a870bc8bc756426c408
org.aiddl	aiddl-external-grpc-scala	0.3.1		88d3670cb8b3e69b412bb5a489b9c763adb5a611
org.apache.eventmesh	eventmesh-registry	1.11.0-release		714a461f4caaf9d7ac284118fd5d25cc1a8fbe14
org.apache.hudi	hudi-spark-bundle_2.11	0.10.0		360b26424b2f2d5f473b3e3cc31aae10614a1c1e
org.apache.hudi	hudi-spark-bundle_2.11	0.10.1		9a2301a8c5876967668cc09d2000634cb5875d40
org.apache.hudi	hudi-spark-bundle_2.11	0.11.0		a98809310175095ea9e73d383912b95b2c863922
org.apache.hudi	hudi-spark-bundle_2.11	0.11.0-rc3		1f267b803a0e8042315829a286ba13d8f519147a
org.apache.hudi	hudi-spark-bundle_2.11	0.11.1		a7c7b73c35b9771dfad55018ec8631ca9b3583ea
org.apache.hudi	hudi-spark-bundle_2.11	0.12.0		60aabf9acbcfeb9075f47780d65473886e971725
org.apache.hudi	hudi-spark-bundle_2.11	0.12.1		434ebfdc3b6541438f4698aff6a96a36d0b696cb
org.apache.hudi	hudi-spark-bundle_2.11	0.12.1-rc2		14c846ddb3edeef50e0f86d2977031c7c2787441
org.apache.hudi	hudi-spark-bundle_2.11	0.12.2		8f8c1eee9a7777eabc9a9dcd2016aa384645bc3c
org.apache.hudi	hudi-spark-bundle_2.11	0.12.3		bb58bf5608d4c02593a319f84efd6e1051b7dc1d
org.apache.hudi	hudi-spark-bundle_2.11	0.13.0		96f170c86de85a8b52ec02ffbb50184ad60b2ec8
org.apache.hudi	hudi-spark-bundle_2.11	0.13.1		3622d0c92cbf75a7c5a9c803c1329d3acfaaba67
org.apache.hudi	hudi-spark-bundle_2.11	0.14.0		355db75330d31f3deef2f62d88ae2073f170c331
org.apache.hudi	hudi-spark-bundle_2.11	0.14.1		07000b11f383f43c26bd995cf8ea249d5b5235b7
org.apache.hudi	hudi-spark-bundle_2.11	0.15.0		5009ae54a315d71341a09d086f115156ea2cbbd5
org.apache.hudi	hudi-spark-bundle_2.11	0.5.1-incubating		a692f311265a8f6c3439ab997d557aecb22c71fe
org.apache.hudi	hudi-spark-bundle_2.11	0.5.2-incubating		29b213bb58ef998227b4c5aa8b82ed3258637b5f
org.apache.hudi	hudi-spark-bundle_2.11	0.5.3		cfb4a49040ca1ac8d753578fcd921a9b50e8eb46
org.apache.hudi	hudi-spark-bundle_2.11	0.6.0		0a4cb9ad8d97d25e4e7e3bd944396363bea21aab
org.apache.hudi	hudi-spark-bundle_2.11	0.7.0		37aca3eb2ac19b813c66c3f068ca22b85f35c367
org.apache.hudi	hudi-spark-bundle_2.11	0.8.0		62d226f9897ccf89f4ebc3ba282b62c25fcb6ece
org.apache.hudi	hudi-spark-bundle_2.11	0.9.0		75eeb386f6afdf8ff173ead3eac04c4ea0b5e066
org.apache.hudi	hudi-spark-bundle_2.11	1.0.0-beta1		3e87bcc5474c5d6cd6d2b36ad63c23c39e0f2bd7
org.apache.hudi	hudi-spark-bundle_2.11	1.0.0-beta2		762f7a610b645adee3be7c76c012d12f2665434a
org.bitbucket.bradleysmithllc.etlunit	java-unit-executor-integration-test	4.1.10		ffb0eb70602ad61e732b5cfb793a136eee0d749d
org.bitbucket.bradleysmithllc.etlunit	java-unit-executor-integration-test	4.1.11		fe45c0ea28c11767260eb598c70fb432e57f6d91
org.bitbucket.bradleysmithllc.etlunit	java-unit-executor-integration-test	4.1.12		cba247d5cd59fa57215264c752170d999c9fd776
org.bitbucket.bradleysmithllc.etlunit	java-unit-executor-integration-test	4.1.13		ced4eecb5241ff78ea0845574216b56916a54b69
org.bitbucket.bradleysmithllc.etlunit	java-unit-executor-integration-test	4.1.14		4c45c3079739746ec5d0e3eafaca9e13e88e8348
org.bitbucket.bradleysmithllc.etlunit	java-unit-executor-integration-test	4.1.15		dbf72e90bb5f805782697c3ec69f02b7daa32a12
org.bitbucket.bradleysmithllc.etlunit	java-unit-executor-integration-test	4.1.16		ae3079d461ad42020519d35d375a11f1e972354c
org.bitbucket.bradleysmithllc.etlunit	java-unit-executor-integration-test	4.1.6		bc97aec6da6d011199287bb369e2fd656d8d8287
org.bitbucket.bradleysmithllc.etlunit	java-unit-executor-integration-test	4.1.7		ec383eba3b81b0f40e6acd58ba3902f95540c6dd
org.bitbucket.bradleysmithllc.etlunit	java-unit-executor-integration-test	4.1.8		c6fdea2e322f92dda6a7db97f01273e1e71c8faa
org.bitbucket.bradleysmithllc.etlunit	java-unit-executor-integration-test	4.1.9		e01b4a0f4cd26171cb5c630212d797633913e99e
org.bitbucket.bradleysmithllc.etlunit	java-unit-executor-integration-test	4.2.0		4829d4f7d4ca13297e1da450cddf7688d83f7314
org.bitbucket.bradleysmithllc.etlunit	java-unit-executor-integration-test	4.3.0-eu		6ab730d42a9c5306d8b97d30cdab639605d191ae
org.bitbucket.bradleysmithllc.etlunit	java-unit-executor-integration-test	4.3.1-eu		d4f271cdd94f40e114709fddaae72976a4203b85
