at.logic	skeptik_2.9.1	0.1		c275b8ca882a2754cef419c628bf91ea9015bbfd
cn.jonay	easyapp-archetype	1.0.0		e73a7c3e419b2b44fa521aa8345d221cf05dd06b
com.adobe.granite	com.adobe.granite.auth.oauth	0.0.12		eb85a546a45cc92d47b5d81eaa1108d10bce1d73
com.adobe.granite	com.adobe.granite.auth.oauth	0.0.20		d06040bffa2918764df65fc873b08d2aab88f4d1
com.adobe.granite	com.adobe.granite.auth.oauth	1.0.0		dfcb4ae7c7ffc1a445301ac1c15633202f39594a
com.adobe.granite	com.adobe.granite.auth.oauth	1.0.0-R201304291556		2eea280e2de693b0cc16d8c0c68d3433a8c87477
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1000		1c9942b04e323fbe7912b26aaa6c082c552da79a
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1001		f35ea089f1b54fb7f280b7e57dea4db9ebadc5db
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1002		2d79f4f04cb0c86ceae979f3d31e344e238a95c4
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1003		a47545152761e4d9608a2207f25b492407f8ed2d
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1004		b9d58abd3cc04d0c62708c7f84c97052081585e8
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1005		ebf8267ee7eb61a075ec616795f99e759ad1abcc
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1006		bc90da3e2a510aeb3a255f753522edb5eb650ad1
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1007		a2801f29b82432900da1080772495043f54b79d9
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1008		7800065e62863d71f7da49558912e82a0d13bf53
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1009		727ab9a89792afc13dee7d8bc5a61cb8cf70963c
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1010		4fd58c8c328b7c78503081a81644a2a50db554f0
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1011		b48774a42cbfb1e2c30a041c26559627a2ebd022
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1012		8f384648d6ed7a3b9f8519fb4450b4f2c92644df
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1013		08586c773344d05a1d05338ab923c4f7a857affc
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1014		7a0aa9a1f43da56a741800ac20316649e70a599d
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1015		990bd9a04884330a9c65a92745c8cca0474812c5
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1016		2c7698bc718da28ff2f0a870f2e259b26815d55d
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1017		63ef1f6974c299c779c67cb2abaeeda8e5335df9
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1018		0f80850374e0d7a46e010cee38ed1f2a9445942a
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1019		3995ecd0433e6ac846f7767ffdd3bb1205b4382d
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1020		403abf839f03e56618a5fc2f8b06221f6672452d
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1021		b879ad6997c8b3dc713a7786badf3683dea9c09f
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1022		1e04b1eb159574d0169ba027a4eeb38ed11cf604
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1023		cbc4fb609d38af35bf99106bd982c1f07adb85f4
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1024		bea1d02bf02d266b602e6239e57883e0c0000d48
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1025		a5ae40920445f1c11bc01a2163a129b414066b2b
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1026		378bc9aa106191190576a6fea67bc7803a5dc962
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1027		3d7d7c2241aad3e78ab57e42fd520493c7568cf5
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1028		2df53b3d9268559c1aef7e8bf435db6d92a19838
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1029		48ac97d787baf78535c761c71a71e431b81236bb
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1030		9b66df0bddab4fe6d4d7c55a9315f79aeb203a83
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1031		297880ae1b6fb3aaaa807b375508d7017db3dea9
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1032		8c213f59b7e184761269e5df52bd16bbf94b3c20
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1033		b6bbd690e9aab3d301b385139ff26744b5569c2f
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.1034		b5933f802cb84505536222af715d1e456d0ea06f
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.686		358e2319790b067dc8673b7f3803ba20251d0841
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.687		384d7fdbe5a1cd6453ddec499d08b14c11eeb3b6
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.688		506b73c8d8edbdd2256ddf0c3accdc6a42b7e338
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.689		7f7331b02458519ca797d0798a1bf1e8bdd769be
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.690		e6328c22c8eb3d136fd40160783b834f92fd4ddb
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.691		8d2429e44223f2edb0933225397012b577c78c29
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.692		c3392100b1c8274ea1b651bf63ef224e4034ee68
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.693		dfdae482e57075b21e1f89bed9c0a2e1d8c7fb98
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.694		a6d57960fdcc96048a36ee5461ab6db2323838bd
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.695		39e0fb4eb2be7270beeba424a5aa3265b11a2385
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.696		b97764733693ae390dcdd4568224141a8939cd31
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.697		7a34eaf1fb246b258491c583200ec3fafc6fad08
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.698		cebefa5ccb8f957fdf28ba9486aeb770368cf9f0
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.699		bb0a89cb1f6ff634513cf2fc8ae7d0c7d1477304
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.700		e00152ff94868ada360b30d426759900e9206fcf
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.701		820b773abbf1716495f1831fc25b69601f9d1f71
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.702		f2532226115ce1730b8f2897f3486e61db685cc6
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.703		2cf00debb139fbf0084c77d24b07752fcd39631e
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.704		5be6e3de5cdee5da0fb8deb7f37f49c7dd25b6c7
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.705		738f8630bcf9a4aacda213d8d12569cbb153376f
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.706		a879cf41c95d4cd1c8319b5708904515403c3d04
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.707		1afc193cb516f5954e2a2c5d146d33927b13753b
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.708		9edf01e873894ee44d4637ce84a3d67ad336b8e7
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.709		1aec15a6a60141ff032d8390900f60ea7bb7683e
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.710		b1419b1dd031effbe0bf72b80b33771fb48d872e
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.711		5b51d66b9d5019f7e13acc68fb9ad6ca0bafe355
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.712		c60908e0f5d6fc39b86468f9df38abd5201c0241
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.713		fb6f11fd95677e135d400643c7a07abccd8579b7
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.714		985e24dbafab7a4aef08dd229d8cd59c74107a9c
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.715		dea00f718eddcc8d2d954d23501033c2ceeac16c
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.716		6c276d8bc05318480685ce9e31a0af8b3b1eeba1
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.717		ff9af89ee5af305e168db1e3ec49d11716eb0cfa
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.718		c350fade8f47114c3fda4d261f6d494ab4ed66cf
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.719		3e2cd1c0b399bea5739a63612b1adadc415cba52
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.720		dbe4a278e91fc60271e663184b367b7697136f59
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.721		4c83ceb72466fda69362a1b1bc8a3a9249a0b449
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.722		352d5d4913a08fdcfb3747b8ffd4d09d15a8247f
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.723		66a05fadca23b2666cb97fae74963a2007c0956a
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.724		3622c3297fd518d75ad972474ecabf3d17ea54a0
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.725		487a4d383181b9c7b533ce6d1d7fa5565a3b58eb
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.726		6fa042d5eaa055ae06542de42c00def3ecf57b95
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.727		51d2d07bbf20749fcbd98f508fe78f49183d917b
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.728		493229139708420454c4b74c03e9de9de93b8d83
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.729		d3f9f5051c89823c40e4c491cc4e2bc3402b4304
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.730		4f1fdb4bce6979e53449d723ac13e96ecaf479fc
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.731		e3135842ea3e25720930e814168eae98634a3171
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.732		140b3cd12af9422c300f1929927d2d7997b22c9c
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.733		3cf760cdec78c7018693ba46e9d26dcc933e7008
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.734		c26055bce9285b5fa13e5263f26b6dfbaa40c33e
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.735		8966d027ece80f6d50422500c602828b91abe923
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.736		74a4d100ef997f9c598340d37e3177fead3a034b
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.737		bfe27e954ec79f3dbedb23d7f198f863c42a2087
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.738		165953913cf951af750595e4bfc1fb6e58b7510c
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.739		10b7c372853310413aa9753f6552467a85568cd9
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.740		7ef81906d7eb5e8fdb059fe7fb287efff9aa0198
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.741		3c6d833e9195d219b749c4c29d374ff21fb8202b
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.742		1b23d9f2b9f02da3e49fa4aad05832b2f4e4fd23
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.743		c6bb4062fd8cb0e915386dcea40ab6ef4bd4f55e
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.744		d859903806661971f704172bc86c88563442f519
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.745		0992b12d74c7465aac1802dfde73fe4ebc4b0951
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.746		dc0589f668e3950cd0805175df98df6e9ed604ea
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.747		0fe98306e8b8251308caad4ac5bb4bc3efac3857
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.748		17487a36d8d77a49339508d1eabc01bcf5c06f53
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.749		81b182b20742128d81d154b489afefd93892ff4d
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.750		242b185104f99f67427ce9b6f7ea2f9b866b92f2
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.751		f21061ccccc528957cec1aabd6e45abb19da0eae
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.752		821bb5adebcd1388bb125d2c9d486c695da141da
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.753		855b5bea406b467b03315cf018d4929908a30c23
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.754		3dcbd9cc748f5fe3d8f8ef1e831f55a1aa05fe9b
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.755		542fb46ba63ef9d5d5d3bfe0dc93364b5511f070
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.756		0b4967b9ed7cf7efab12cceb0ffa1cead31dc55a
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.757		8b19f5dc3392b16fd5f6a0c909fcfe76305d7db5
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.758		fcc1f007c56a532011f9ee4899ad3068295acf7b
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.759		6d71dc359fb857c35f51832b034a774b374a7fa7
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.760		cd986bea27081fbf0f9157a2d6a783a5b78c8c86
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.761		2b541c17391b0c8bfeb0cb2adc989e7cb04fac7f
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.762		44d78c87cf2b680b6dcc9e21c49d9c46bb022c93
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.763		dde4ee214090eb04f12aa4811171807b935c48d6
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.764		cb20a171b7542b9f346c00a6b4e8ed63ebd75e0b
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.765		c0b303a66546b6961ee6719a4ce7c5b8ab5e1c61
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.766		5b4e5b047371dd1a39250987f6fed86f68fff021
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.767		0da5190aba6f3b9d6b0b127355ca4a19f9e9c4be
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.768		240f340eca49bcdafd57af3f8e8bd288cb68fb71
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.769		08b5c8c4e60eef3800a4c03afc00b1596f97f273
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.770		f07967c13fb7c735a9bef4e469c4dd38004494e9
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.771		320199cb3e6d6ee66c030f6b99fd6154e788a3bd
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.772		2ffaab6a2ff8c976445c0ee0d83bf56c390a31dc
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.773		10dad1419b5f6eb86d1dfc41b310a8f84cfc0a15
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.774		1d9f48fb0d95422eb329b0f5e1f0f32fb1be3499
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.775		9b4c04dd7230efa7994336d17ecc7d5add63a5df
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.776		d5e80735d4e7af79f4dace18a892101bb8b48c65
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.777		c6bec949997b1f3fa7296f4ee962670d09e2b222
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.778		3b05db3bea5c7798bd89b6084d066ae117ee206d
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.779		e2c75a3c67f9db2856ef53a325b6d175675d1798
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.780		e07fdafc45aeb636b2b796b9cbd7769f79131e1f
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.781		f95adbf955cfda3bc3a55ac5fa7ff0c68726ac11
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.782		cef6ffb2396464dc41dc001d1aa4ce20cff9d873
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.783		70ac54f009e6a0c6f91900d0acc64720c388b275
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.784		ad9418c284ae303dccef9d00fd12f96112bb8cc2
com.amazonaws	aws-java-sdk-codeguruprofiler	1.11.785		f59a68e6b04e2c4e2b5f0ddc659bd9f9519d2e35
