beehive	controls	1.0-alpha		eadb1603726c947c0f1e3e6d966fdcf23f7fcbdb
io.micronaut	micronaut-jackson-core	3.2.3	all	742e469bd273659fa50c2cc09b679ce4673a8b1b
io.micronaut	micronaut-jackson-core	3.2.4		6fee15f4743ee1b416bb92ca3a67082d8b1395d0
io.micronaut	micronaut-jackson-core	3.2.4	all	57a228d72bd9b1ed564721c5b4443456b4640a83
io.micronaut	micronaut-jackson-core	3.2.5		97861571bc1034a4785e097ba1f6877c5654cbf4
io.micronaut	micronaut-jackson-core	3.2.5	all	c86b77f6372c6acf3821b410b27fa0d92347b1f0
io.micronaut	micronaut-jackson-core	3.2.6		5d26f5d59bd36f67c541bb122e910e7e394cae78
io.micronaut	micronaut-jackson-core	3.2.6	all	97ee45e094fb680c5f065a860854c4ecd844fb38
io.micronaut	micronaut-jackson-core	3.2.7		22be1ba88b165db63bc5e9cee1990a908a41bfe1
io.micronaut	micronaut-jackson-core	3.2.7	all	7dc134c6a36fd39df402189e50bb77018d5abbe1
io.micronaut	micronaut-jackson-core	3.3.0		14a739eb01bedb8ed4a27bcabb1ebe71e10a44ab
io.micronaut	micronaut-jackson-core	3.3.0	all	0f38f2daf8a141b0aad57455e54047316a71de5d
io.micronaut	micronaut-jackson-core	3.3.0-M1		ae01bd5edfeea160454bb25fa395174062c52f45
io.micronaut	micronaut-jackson-core	3.3.0-M1	all	5b213e93df52fdbbd0f582ead3e288ec4166622a
io.micronaut	micronaut-jackson-core	3.3.1		d6fe566b1d9f251f22beae775164a4fe8cdae842
io.micronaut	micronaut-jackson-core	3.3.1	all	eb4100b1d49df1be2ea8eab48a02463bad62b52e
io.micronaut	micronaut-jackson-core	3.3.2		166f0769f4aa7b249ac3f7d9afe9d777decace45
io.micronaut	micronaut-jackson-core	3.3.2	all	d1f5ca19137c1e69277f82cd8089db0ef9522420
io.micronaut	micronaut-jackson-core	3.3.3		1c59f9159661623abf9bdfbebb732642e65c03aa
io.micronaut	micronaut-jackson-core	3.3.3	all	99e7de77ffba51b06ec1ee29cc04a2f43b058d38
io.micronaut	micronaut-jackson-core	3.3.4		d838c891c766adadde3e73daf0a0aa1ff0a26ccb
io.micronaut	micronaut-jackson-core	3.3.4	all	01ecb75f20a306fe6f8be9e9836a7b9e5ffd5f4c
io.micronaut	micronaut-jackson-core	3.4.0		6504deb773b035c2d56f18e684e77cbccb7e925f
io.micronaut	micronaut-jackson-core	3.4.0	all	9040297706e58f36408b404447a4cb6367019499
io.micronaut	micronaut-jackson-core	3.4.1		2c65c8b964b470f4e707d28846aa759335610d32
io.micronaut	micronaut-jackson-core	3.4.1	all	19dc9024d56cfb4dd79d57fd3f6245fa753751a8
io.micronaut	micronaut-jackson-core	3.4.2		3a8d8b5c904832a2a2a95e84a664fe5bb777ce56
io.micronaut	micronaut-jackson-core	3.4.2	all	dc0a365a7534b8d7278d83440a4291b89542c466
io.micronaut	micronaut-jackson-core	3.4.3		3c657cb45b4f6eae4e923f7734a8606107129ae2
io.micronaut	micronaut-jackson-core	3.4.3	all	e228853128f820c89a296df71eb10e1091b0a87e
io.micronaut	micronaut-jackson-core	3.4.4		6a743e0967c62f83561e1fd2d781097c2d7c2d1c
io.micronaut	micronaut-jackson-core	3.4.4	all	e1910ea1b716e517a5319a83c6becc49ebe12ef9
io.micronaut	micronaut-jackson-core	3.5.0		db5c1d60561ce72c2692b75f957e6892f2428254
io.micronaut	micronaut-jackson-core	3.5.0	all	d933afbdb8462fda36e79490d6a5bc0171a6db29
io.micronaut	micronaut-jackson-core	3.5.1		104481ed3242519cd3b345317ae1cd64eb60e84b
io.micronaut	micronaut-jackson-core	3.5.1	all	541fd15ef457f02334eb34b4f156226e322ee89e
io.micronaut	micronaut-jackson-core	3.5.2		1f7b96e75ed6da56ca71b1960e8495ad577d07d3
io.micronaut	micronaut-jackson-core	3.5.2	all	5fb053eac82b3752efe5d057821894eaba873bb0
io.micronaut	micronaut-jackson-core	3.5.3		02ebc28ca84bc9fe83e9762edad14739817e32c0
io.micronaut	micronaut-jackson-core	3.5.3	all	002ca563a0cd6da4ff547f967ea4fa8171fee6b8
io.micronaut	micronaut-jackson-core	3.5.4		0781988c0c696248fab8b1126aa5da80f52c8316
io.micronaut	micronaut-jackson-core	3.5.4	all	8375c285f440803d49c3bf15de08e06c9fa2ae11
io.micronaut	micronaut-jackson-core	3.5.5		9115f72893dd2fa9fa4d5b37a8be048d370b6125
io.micronaut	micronaut-jackson-core	3.5.5	all	4401b385011810322e2fc5b472fc1229b4b88e07
io.micronaut	micronaut-jackson-core	3.5.6		8be01f3ffb10a87a90360cc691b2e638a79473d2
io.micronaut	micronaut-jackson-core	3.5.6	all	c4ebc93b9c67b097c71de8e49b8b59d261f9a759
io.micronaut	micronaut-jackson-core	3.5.7		a35f4c4295269acb3927a641786433ecf9d1d0d0
io.micronaut	micronaut-jackson-core	3.5.7	all	7f7c4d6064d2c2c084552983f878286363e61b7c
io.micronaut	micronaut-jackson-core	3.6.0		70fa8fde174b0687320ac3720e4ea73b95da145f
io.micronaut	micronaut-jackson-core	3.6.0	all	6e7adc946f7a75ffa71704c00f41dd1c208fe749
io.micronaut	micronaut-jackson-core	3.6.1		e6a0149107e8c5482f97b9028f80cce0bb71504c
io.micronaut	micronaut-jackson-core	3.6.1	all	1dc279ff755f3beeef93ebfda6f77978b68ba312
io.micronaut	micronaut-jackson-core	3.6.2		81f21c35374689ece7a38b8e10ea8691aedd8f32
io.micronaut	micronaut-jackson-core	3.6.2	all	0806195a93bd68f4e3664bb0ca48e463d29acd98
io.micronaut	micronaut-jackson-core	3.6.3		5c4679264bc60588c25c048dd90544bc9e8fdb09
io.micronaut	micronaut-jackson-core	3.6.3	all	797a48854ef0e09e36b723afaaad79e0d95bb880
io.micronaut	micronaut-jackson-core	3.6.4		e611b1709a56360b62580ce315ac4e316e0e5853
io.micronaut	micronaut-jackson-core	3.6.4	all	98076cd4a84d3ead731fbe43f703a4a8d6de2430
io.micronaut	micronaut-jackson-core	3.6.5		72cf95f72ce98f911693d7fd3815775846af1738
io.micronaut	micronaut-jackson-core	3.6.5	all	a3b6d83017be275951d25d7251f2a8861b6f3fe7
io.micronaut	micronaut-jackson-core	3.6.6		dc26a98f1cdfa382bf15f36dbcd1d8d42ab80f5e
io.micronaut	micronaut-jackson-core	3.6.6	all	963a6877e8f2c133b8974b08146cddf694f9d078
io.micronaut	micronaut-jackson-core	3.7.0		643c8d3e11702722894758aa371bc444b0ecc60f
io.micronaut	micronaut-jackson-core	3.7.0	all	f7f78a56105bc70d3e3910108f3dc17ab4bbbe9b
io.micronaut	micronaut-jackson-core	3.7.1		755669fa4e1d4236f9e4d253b1483f6eb0f1a7f0
io.micronaut	micronaut-jackson-core	3.7.1	all	6a4d8e40432c5158a3e978d523f5ad4f7acd1aa5
io.micronaut	micronaut-jackson-core	3.7.2		15d300138995fb0d447faf48f1c353a86b0c4983
io.micronaut	micronaut-jackson-core	3.7.2	all	b72ef883dbf09e9104bb89be2728ff4c3b6f4153
io.micronaut	micronaut-jackson-core	3.7.3		4143223ac9ac2ff38fac37f21b69875ecff7bd0b
io.micronaut	micronaut-jackson-core	3.7.3	all	48485daa27e27e10563c8c7c0f92250e549dc51f
io.micronaut	micronaut-jackson-core	3.7.4		a8b384231738dada81731179c0b15cae5f3657f5
io.micronaut	micronaut-jackson-core	3.7.4	all	ef45999e7612052a3db03b75e19b1c798eebd848
io.micronaut	micronaut-jackson-core	3.7.5		cf260295ce414497570f699fbc3f92e6bb3534f7
io.micronaut	micronaut-jackson-core	3.7.5	all	d81dfdc96de1c495521e9ba7e3f3b1ac81792a07
io.micronaut	micronaut-jackson-core	3.7.6		6881823267b90b2e2931091fb7595cd50590bfd2
io.micronaut	micronaut-jackson-core	3.7.6	all	811f1322d858806ebc7f0bc98e22e273f495357e
io.micronaut	micronaut-jackson-core	3.7.7		96c98cd1f6afe2db22e9629bb9814b38388eb29d
io.micronaut	micronaut-jackson-core	3.7.7	all	859bd8a41b4f2caf4b72245ff6f559333ee0ba0a
io.micronaut	micronaut-jackson-core	3.8.0		34414731e09a83b538262acab2dbab4565c4a5d9
io.micronaut	micronaut-jackson-core	3.8.0	all	15f3ce6d1a082a06f3ace9721b138364d86a0d0c
io.micronaut	micronaut-jackson-core	3.8.1		4fa728b2f787558df93f93885666360d71d43206
io.micronaut	micronaut-jackson-core	3.8.1	all	3d8beb5bcb4708b6b601665ace3677708119ea11
io.micronaut	micronaut-jackson-core	3.8.10		20c451a33655e1e6885d5c2f3c61823ebc569abd
io.micronaut	micronaut-jackson-core	3.8.10	all	a43aacb0807d823eced8816c7b4ca9acf85bcc7f
io.micronaut	micronaut-jackson-core	3.8.11		d60412420ae4b3c538d785fb29a09f49cb516fb5
io.micronaut	micronaut-jackson-core	3.8.11	all	99c298c15f544dba5231b934e5ec5957561a32f4
io.micronaut	micronaut-jackson-core	3.8.12		b7307eeb5dbe267ec3e634063c38e391df98f483
io.micronaut	micronaut-jackson-core	3.8.12	all	cfb87f088ff546542caf633e5e828e4c2aee8b99
io.micronaut	micronaut-jackson-core	3.8.2		af50fa4d989da494dfdfd5b84daf6cb0c0569d1c
io.micronaut	micronaut-jackson-core	3.8.2	all	2996378260955f4a6a17fa094a8e70bf33f4eba7
io.micronaut	micronaut-jackson-core	3.8.3		0ffddb914f9247f2b07da5939a10f75fdaa22fe6
io.micronaut	micronaut-jackson-core	3.8.3	all	f9400a74a715da53686141d60972ee5b17e3836e
io.micronaut	micronaut-jackson-core	3.8.4		39d12e768ccc7565c37aac81465fb254ea444536
io.micronaut	micronaut-jackson-core	3.8.4	all	956fe308c06a282e78719981badbc53ba78327a2
io.micronaut	micronaut-jackson-core	3.8.5		e4a3c4147494ecfb8b15e5024f5f34f513123b45
io.micronaut	micronaut-jackson-core	3.8.5	all	b1d289ec948cd5e1a77ba7278f8f2361563f69bf
io.micronaut	micronaut-jackson-core	3.8.6		a51689e8bf27cb952fa5b3a7ce8f380bb02bc808
io.micronaut	micronaut-jackson-core	3.8.6	all	4183cb21a7399fb795c110110c35ac6d719e9319
io.micronaut	micronaut-jackson-core	3.8.7		a16a68e60995e2ca57102b016256048ba058d5a0
io.micronaut	micronaut-jackson-core	3.8.7	all	86a3db8e70b4b3f1b6e2062d3929791f1eb1d5bc
io.micronaut	micronaut-jackson-core	3.8.8		66d013b41e5eb4ec3a4e3e1ff3ea55a8418befca
io.micronaut	micronaut-jackson-core	3.8.8	all	7614b842ae0be8fe5e1c4822ba2eae9a9d0a872e
io.micronaut	micronaut-jackson-core	3.8.9		6a5ccdbc5f9775b2b7b1241b209ff2a946d06076
io.micronaut	micronaut-jackson-core	3.8.9	all	b548d46ebee7c582e2e067c7d3657274d9cca0c7
io.micronaut	micronaut-jackson-core	3.9.0		36a83e83caa1a5f3d4576dce351808e7de96ba90
io.micronaut	micronaut-jackson-core	3.9.0	all	cf31e43e365bc188d82911bfcb1397a9eeaf96b7
io.micronaut	micronaut-jackson-core	3.9.1		fa577eadc7fb9ee51702816a097128f7604f6aac
io.micronaut	micronaut-jackson-core	3.9.1	all	e3abb432929b27587ade6b64b7713fb4be648da4
io.micronaut	micronaut-jackson-core	3.9.2		6a27d5f555eedb88d608a1e96f826610d5898735
io.micronaut	micronaut-jackson-core	3.9.2	all	5c2a85d124849df3b697daefc6a2a44afdb10c3f
io.micronaut	micronaut-jackson-core	3.9.3		fe1cc49514e2bb0bbe4ab491411374162541e2ac
io.micronaut	micronaut-jackson-core	3.9.3	all	fc8a8ec141ea91535374f6ab9b4774526d38a271
io.micronaut	micronaut-jackson-core	3.9.4		8336ce025f3437cfc11df9d0bc64f2a228105588
io.micronaut	micronaut-jackson-core	3.9.4	all	86cabd80cf96941d9873574056aac69d85fc01af
io.micronaut	micronaut-jackson-core	3.9.5		58a5634cda7339c675821a86d614910a4ef0dd3d
io.micronaut	micronaut-jackson-core	3.9.5	all	4dea4f0b0f1527c2447022b7b8bbdc76d5c44b11
io.micronaut	micronaut-jackson-core	3.9.6		a836b784d9ea62b81dfc332f1b79063071098878
io.micronaut	micronaut-jackson-core	3.9.6	all	255fea2fc2ded0ce39efec8da656ee3dd9859651
io.micronaut	micronaut-jackson-core	3.9.7		7c2fece865bc758e59d0c54b78f8a334125c56ac
io.micronaut	micronaut-jackson-core	3.9.7	all	1957492fc1ea7516066e201ff8e19f2f0e356426
io.micronaut	micronaut-jackson-core	4.0.0		3702449137d499574cff928ee2316a6e28ed21cb
io.micronaut	micronaut-jackson-core	4.0.0-M1		0873d4bfe2f7c90a53c11fdcf3ad1aebd86d3637
io.micronaut	micronaut-jackson-core	4.0.0-M2		0911d5b526cfdc758cec70f8e792a993dc69fd48
io.micronaut	micronaut-jackson-core	4.0.0-M3		696571e7ef856606f7980846c0c24c5e0d363a5b
io.micronaut	micronaut-jackson-core	4.0.0-M4		ceb8fe3c00b650e7753ff728987ee14f14853ef0
io.micronaut	micronaut-jackson-core	4.0.0-M5		fe4221d69c26103ff1372d3e4040edb68bed5c2e
io.micronaut	micronaut-jackson-core	4.0.0-M6		04e5025c0504b3d2345f6330615e1c10eca90fd2
io.micronaut	micronaut-jackson-core	4.0.0-M7		1fecc8a267d4eba56e03a716db6c9d65d135f199
io.micronaut	micronaut-jackson-core	4.0.0-RC1		a6e5899460fd0423b309563b904a3e79b3054a04
io.micronaut	micronaut-jackson-core	4.0.0-RC2		fe595a8028792f205378838cebc783da7f2b9a16
io.micronaut	micronaut-jackson-core	4.0.0-RC3		b99ce8f6c0f6da65e8a8a94b931ef9a234c21892
io.micronaut	micronaut-jackson-core	4.0.0-RC4		50f73a2acd8591dd8a85f89eb29c73cc789a3a17
io.micronaut	micronaut-jackson-core	4.0.0-RC5		5424da2cd1211c7204b16b8a2b294bb977ac7ad7
io.micronaut	micronaut-jackson-core	4.0.1		e52e68415f7796baf2baec58f0e33130d54fccc6
io.micronaut	micronaut-jackson-core	4.0.2		0381d886f0fe17c7022c9c0b5a757e39cd7b587f
io.micronaut	micronaut-jackson-core	4.0.3		a1899969003720f5960dbed444fcc02c225323bf
io.micronaut	micronaut-jackson-core	4.0.4		eed836c36646b76039e0c4bcb87b1d34b4ab5723
io.micronaut	micronaut-jackson-core	4.0.5		9773f0c99067f8a3e2a652211447e5a23393e09b
io.micronaut	micronaut-jackson-core	4.0.6		a3ad7d1a085a6f8e8832bb34cfd05540e7dcfe44
io.micronaut	micronaut-jackson-core	4.0.7		9c0425490f593c9352776b3a37e95b33035b20e1
io.micronaut	micronaut-jackson-core	4.1.0		548fd81be9fe5b65506025b19c0b5e546c56d65e
io.micronaut	micronaut-jackson-core	4.1.1		76b6752d9c62a8c42daf059ca3213f936f66034b
io.micronaut	micronaut-jackson-core	4.1.10		627d527a3feccfea13722894e65326181b3d39a7
io.micronaut	micronaut-jackson-core	4.1.11		8ce78861d298a7bc7ab7ea125c8f98989b9f4bf2
io.micronaut	micronaut-jackson-core	4.1.12		7f3385806ade6948680bdf92e526168c60733bc0
io.micronaut	micronaut-jackson-core	4.1.2		800bd4ebbb9de26c181df25c5bd4a4d9fa6c3ada
io.micronaut	micronaut-jackson-core	4.1.3		7849a36261f2fce592ebb85c241b0c583f2f7559
io.micronaut	micronaut-jackson-core	4.1.4		2b5518cba6ea5b1e7edc54da6d307cd5c13eb711
io.micronaut	micronaut-jackson-core	4.1.5		7305e599bcc459a2fdf502d05a8ef9dda9898f83
io.micronaut	micronaut-jackson-core	4.1.6		e0450ffc50b1533645d29658a46cd5e186ff925a
io.micronaut	micronaut-jackson-core	4.1.7		65f70dde84b0e5e1234ea1a4780235bd822f7096
io.micronaut	micronaut-jackson-core	4.1.8		e9e3f461525b39903535c6704a3e2d7710527a04
io.micronaut	micronaut-jackson-core	4.1.9		d7fd94ced636d86d4313c698a2fa6de111679a9c
io.micronaut	micronaut-jackson-core	4.2.0		24e4125e79e8c047a704d8d948954f1c3a6eff1f
io.micronaut	micronaut-jackson-core	4.2.1		b48f9cf814117966665ecb783e5bcffecace38e7
io.micronaut	micronaut-jackson-core	4.2.2		b24013823a40a924052941d51fe68303a88b00e0
io.micronaut	micronaut-jackson-core	4.2.3		2e8f3d01e221007f17e85b76d93e142102dd6e28
io.micronaut	micronaut-jackson-core	4.2.4		1cbcfaff72eaf69708caf0419e78dec64404bfce
io.micronaut	micronaut-jackson-core	4.3.0		c5d2a4df2c3f8b1e57c3ae6b6c76e82d51a8bfca
io.micronaut	micronaut-jackson-core	4.3.1		3f2ab798c32a94f9e7375742f1bdfa923ef87533
io.micronaut	micronaut-jackson-core	4.3.10		0ba9e95587946eec23c0eeb7a8b662eace13a09d
io.micronaut	micronaut-jackson-core	4.3.11		133dc42cc72975e9ea027d9a3c133235919ccff8
io.micronaut	micronaut-jackson-core	4.3.12		dd7d0e7b34600707f0e9b1a22eabfe86a0579ecb
io.micronaut	micronaut-jackson-core	4.3.13		dd77e2050094cac1f1a9a1dbf3639f5927f9e2e3
io.micronaut	micronaut-jackson-core	4.3.14		51149fd6e6f0688219b84f913a87173b0d356e52
io.micronaut	micronaut-jackson-core	4.3.15		f82cea94da5feff45842367d37325465e5fe5618
io.micronaut	micronaut-jackson-core	4.3.16		1b4d2ceeb577e9eb03d2a36f1df4ff867fa81315
io.micronaut	micronaut-jackson-core	4.3.17		7f10cc32bf7ff346b0a1d8b66d91cdeab00cb5c1
io.micronaut	micronaut-jackson-core	4.3.2		5bb10cd2b846146b312c1139bbd485c3cad70871
io.micronaut	micronaut-jackson-core	4.3.3		5157864ffb003b3434e4f408619618882c6d65f9
io.micronaut	micronaut-jackson-core	4.3.4		76646a6d43d9d44cfcbaed5986d11224864cebfd
io.micronaut	micronaut-jackson-core	4.3.5		739398b48ed351d66208667137f71e1644be2460
io.micronaut	micronaut-jackson-core	4.3.6		b16cb2e4ffc95fd0dc1c368ed17d09644dbf43d7
io.micronaut	micronaut-jackson-core	4.3.7		db6ed2d65fc94920a90e453db3abd8f8bab5160f
io.micronaut	micronaut-jackson-core	4.3.8		19baacdbc1ebe79471e275ae508dbb6b9de9c0cb
io.micronaut	micronaut-jackson-core	4.3.9		c86779de9699216b580c3b58a2f84d7fa0bb3b40
io.micronaut	micronaut-jackson-core	4.4.0		f4cc4aba3b5286c6b840a0988237d86ea48eedc8
io.micronaut	micronaut-jackson-core	4.4.1		adecc7cdad9e7d676e0b93e4763f9c95364c5e03
io.micronaut	micronaut-jackson-core	4.4.10		22be263cddd8db96fcd5729346fcd8631be427fb
io.micronaut	micronaut-jackson-core	4.4.2		ff9ceb07f52b215bd1428c5d0a28ee39e8b2bf7d
io.micronaut	micronaut-jackson-core	4.4.3		e6f6b526379458b4d960dbee354cbc71211193e0
io.micronaut	micronaut-jackson-core	4.4.4		54ff6f459ad0eb6204f6505d3e7f1c12bb828be0
io.micronaut	micronaut-jackson-core	4.4.5		e3d3403de0fc91ef3ff4013b58ed998625f72829
io.micronaut	micronaut-jackson-core	4.4.6		8db16afa0edb89ea36d375d0955183bb869b0007
io.micronaut	micronaut-jackson-core	4.4.7		9790ba9d798012b758ddbe5f58cd0d21c1304c50
io.micronaut	micronaut-jackson-core	4.4.8		ad7b7c5cf9e6d0ebaa2ffaede6439a6875019b80
io.micronaut	micronaut-jackson-core	4.4.9		9c49b2455ad2a77a02437851b44e2e1d648f796e
io.micronaut	micronaut-jackson-core	4.5.0		f98b494e009ef5c4d2b6dbd25c7aa4635e6a1d79
io.micronaut	micronaut-jackson-core	4.5.1		7333a76bf740f964f55d093f8c2c127bec395e67
io.micronaut	micronaut-jackson-core	4.5.2		7e0272d22263d05d59e55d8c36806c5138aa7ee3
io.micronaut	micronaut-jackson-core	4.5.3		b2a4448b967fe486c491c36c0ddb190462aef94f
io.micronaut	micronaut-jackson-core	4.5.4		a223094d2ab8b08b1a29ed0c9056641e4cd278c0
io.micronaut	micronaut-jackson-core	4.6.0		9fee0f6322637e7251a21a016d4acf01c31b581e
io.micronaut	micronaut-jackson-core	4.6.1		90699f5d536a885899643554308460483a3a875f
io.micronaut	micronaut-jackson-core	4.6.2		4d89693a8474784f08c4c94a16f5b6011558734d
io.micronaut	micronaut-jackson-core	4.6.3		0a2bf1887ca53a8600c74c31f9321a7bc3c655ba
io.micronaut	micronaut-jackson-core	4.6.4		0e4e895d6043abe942148003508f41352f94d670
io.micronaut	micronaut-jackson-core	4.6.5		bdcf660e02a504d401ff88104b3b97f0c2617bd7
io.micronaut	micronaut-jackson-core	4.6.6		4ddcdd38d3814fb2b5c2f43581227909c2e0f8fa
io.micronaut	micronaut-jackson-core	4.6.7		57b2dacf0b26eeb3dfa2f4e03b1e54c1c4674c34
io.micronaut	micronaut-jackson-core	4.6.8		12051b08727e384737301c22fd5be0ac4bdfe811
io.micronaut	micronaut-jackson-core	4.7.0		82494d95e314cb31824951861b9c17788786972e
io.micronaut	micronaut-jackson-core	4.7.1		d4aefd4ad46fbb2cd34776db6b193b5412df1127
io.micronaut	micronaut-jackson-core	4.7.10		55fcc24e8c6efe26c741c17b0970d971afeef10f
io.micronaut	micronaut-jackson-core	4.7.11		0530f0924de9ab3109509e46f4e77b013724e823
io.micronaut	micronaut-jackson-core	4.7.12		4db9847cf45d3fd86a75ad1831c56e96cb0beb03
io.micronaut	micronaut-jackson-core	4.7.13		b185e25058ced53371d6ededddcf5bfec614a659
io.micronaut	micronaut-jackson-core	4.7.14		de79904dc95af56c33a652ff2cbd9a6810173944
io.micronaut	micronaut-jackson-core	4.7.15		9729c2700211f6eee7f1685a9618b22b57628725
io.micronaut	micronaut-jackson-core	4.7.16		5493d08197633ed8f563e8b48e19983be1383e9c
io.micronaut	micronaut-jackson-core	4.7.17		c2444cc908f35daa614809d98433f66d647406b4
io.micronaut	micronaut-jackson-core	4.7.18		773131e46b46ba6737076fb2bcaae80d71775e3d
io.micronaut	micronaut-jackson-core	4.7.19		ad1185160c6a979e0d64340336277424a9ac7b01
io.micronaut	micronaut-jackson-core	4.7.2		e0f3ca173ffb301b0ca648c9fe3a6aaf09b8cbf4
io.micronaut	micronaut-jackson-core	4.7.20		9f5ea5496fd24c7aa27cd014e151d9a4a19d918e
io.micronaut	micronaut-jackson-core	4.7.21		0d979e00c0d680e6d4b98a1fb2b82cfd9056dbe3
io.micronaut	micronaut-jackson-core	4.7.22		c16706c980b951f545ad8fe6a726e8bad2c0ba5b
io.micronaut	micronaut-jackson-core	4.7.23		229d74766d9c8bd703711547c981c319cea7363e
io.micronaut	micronaut-jackson-core	4.7.3		dfb86c1c05790658cc964d0c6fb72b7c5a1e4a2c
io.micronaut	micronaut-jackson-core	4.7.4		c834142d0c8efa22e64de363209260ab289e69fa
io.micronaut	micronaut-jackson-core	4.7.5		a64a474e81189d594c62660cfa39b24a6686f385
io.micronaut	micronaut-jackson-core	4.7.6		3eb32eb517a0871bb232cc6b9fd6ed4efe450ef5
io.micronaut	micronaut-jackson-core	4.7.7		30c618ff2ac05fac5190129ec0f15d0a61526fc2
io.micronaut	micronaut-jackson-core	4.7.8		38fb5179a15b7a1bbd4442368dc0aa45d220f4f2
io.micronaut	micronaut-jackson-core	4.7.9		202d1cb88f487212ec5a6016aae1ee8b54731ee2
io.micronaut	micronaut-jackson-core	4.8.0		82fbe43fdfa4745f36fb094841ba9ec460ca2fc8
io.micronaut	micronaut-jackson-core	4.8.1		de5c42fd1775ae493654dce5ffeb830935524fca
io.micronaut	micronaut-jackson-core	4.8.10		5b6462e433275a9baa795f4d0d53a29805370b2d
io.micronaut	micronaut-jackson-core	4.8.11		cb84a868a66e43b86f9f7a3f13caa74ca4db0db6
io.micronaut	micronaut-jackson-core	4.8.12		52b60240d7c6fcd1df7729e89c3bfbdcc0838590
io.micronaut	micronaut-jackson-core	4.8.13		79e60cf1a437def3e86307e1405ab65e1ae24e52
io.micronaut	micronaut-jackson-core	4.8.2		7e819eaedbbdd0300f76ed306513ed0fc3cb6ba4
io.micronaut	micronaut-jackson-core	4.8.3		ab891c7d351a642e14719cfddc5f3d73fa2d8eac
io.micronaut	micronaut-jackson-core	4.8.4		b885452a2a60eabef2f82dcc4ae3f01a30da62aa
io.micronaut	micronaut-jackson-core	4.8.5		5c4a5f3263658e7900a5a562887bbe326097c521
io.micronaut	micronaut-jackson-core	4.8.6		ea7bdc215f71a617e4cd9d5528a13a0bf042c05f
io.micronaut	micronaut-jackson-core	4.8.7		bf9853be3433cf48fc1483aac670eb8e69ffcf39
io.micronaut	micronaut-jackson-core	4.8.8		0d3c53208f0b98589c8ddd5086dfb640a79422a1
io.micronaut	micronaut-jackson-core	4.8.9		37a066e4050ddc737e4c6932ba06807e1588bb04
io.quarkiverse.reactivemessaging.nats-jetstream	quarkus-reactive-messsaging-nats-jetstream	1.1.2		53cd4435b3f5d336a2beb5c06f2c6cb261a99f83
io.quarkiverse.reactivemessaging.nats-jetstream	quarkus-reactive-messsaging-nats-jetstream	1.1.3		00d3170bcfaff2a41b187e60a8159e00ebb82e21
io.quarkiverse.reactivemessaging.nats-jetstream	quarkus-reactive-messsaging-nats-jetstream	1.10.0		5f05cf48a344e4bc195cc8b9be0e09ac26a32d53
io.quarkiverse.reactivemessaging.nats-jetstream	quarkus-reactive-messsaging-nats-jetstream	1.10.1		90d7d89191a211275f06445a0fcf3d99163a88a8
io.quarkiverse.reactivemessaging.nats-jetstream	quarkus-reactive-messsaging-nats-jetstream	1.10.2		14f6be6ca5c6fcdaa319f1d72f09238d9205fc48
io.quarkiverse.reactivemessaging.nats-jetstream	quarkus-reactive-messsaging-nats-jetstream	1.10.3		71f729cad04efb12813be8e0976883c247582137
io.quarkiverse.reactivemessaging.nats-jetstream	quarkus-reactive-messsaging-nats-jetstream	1.10.4		fb2e06b3bc964aabf4661ec54f7b9e4ed4788f86
io.quarkiverse.reactivemessaging.nats-jetstream	quarkus-reactive-messsaging-nats-jetstream	1.10.5		c1e90aad4c5d7e1abd2427608bdd5dd3faf60277
io.quarkiverse.reactivemessaging.nats-jetstream	quarkus-reactive-messsaging-nats-jetstream	1.11.0		11a2ccfcae384175a6ea1886e91ed613cb6703cb
io.quarkiverse.reactivemessaging.nats-jetstream	quarkus-reactive-messsaging-nats-jetstream	1.12.0		bdaba020287f16ac3922f4c4834c6594eba0db60
io.quarkiverse.reactivemessaging.nats-jetstream	quarkus-reactive-messsaging-nats-jetstream	1.12.1		ef3091c1cd44c14870f6fdc7d9ac318d599b87e8
io.quarkiverse.reactivemessaging.nats-jetstream	quarkus-reactive-messsaging-nats-jetstream	1.13.0		bc07d69e78bfe2361e45a12d2f6b998741c97c63
io.quarkiverse.reactivemessaging.nats-jetstream	quarkus-reactive-messsaging-nats-jetstream	1.13.1		aca408b4ea96ac4b2fc3fd535cd204069e9e662f
io.quarkiverse.reactivemessaging.nats-jetstream	quarkus-reactive-messsaging-nats-jetstream	1.13.2		ac212d2599799c723fc7738f896fab846d169bde
io.quarkiverse.reactivemessaging.nats-jetstream	quarkus-reactive-messsaging-nats-jetstream	1.13.3		f13f7fe05fe7ebe63e05dd731a3ba77805aafe30
io.quarkiverse.reactivemessaging.nats-jetstream	quarkus-reactive-messsaging-nats-jetstream	1.14.0		6da248b2f031f9bb4f67f363d37992a14a4685b1
io.quarkiverse.reactivemessaging.nats-jetstream	quarkus-reactive-messsaging-nats-jetstream	1.2.0		03ee1af200e8bcd40f56ef125f5ad2563388a1e3
io.quarkiverse.reactivemessaging.nats-jetstream	quarkus-reactive-messsaging-nats-jetstream	1.2.1		391d8e2f4e9cdc58dd5a6a58c44d47acd1d3602d
io.quarkiverse.reactivemessaging.nats-jetstream	quarkus-reactive-messsaging-nats-jetstream	1.3.0		ad55579c877b8ba162e33e5fe97be06e8489fb83
