by.exonit.redmine.client	client-play-ws-standalone-2_2.12	6.0.0-M5		81d93357058405f4e1b408c46b54586fbfeff966
io.github.lyoubo	remapper	2.3.4		85d6129ab2dc651b89590b9f333183745cce2729
io.github.lyoubo	remapper	2.3.5		bff1b0d6b14c1d069a045dbd355ddfffbef9765d
io.github.lyoubo	remapper	2.3.6		39b5b3e4279310984544c3c25180e43b97b0e9a8
io.github.lyoubo	remapper	2.3.7		76a5280971580585cd64aa980457af59278b99b9
io.github.lyoubo	remapper	2.4.0		1d35ce3ce2d051afac41e3f9bfb1f803c907076f
io.github.lyoubo	remapper	2.4.1		44edc68c45af047fe30ecd46acb103f4eb81b801
io.github.lyoubo	remapper	2.4.2		cdc4529adb98f7f965eb82df72beb1022336f69b
io.github.lyoubo	remapper	2.4.3		af6149493c935f206d05c68228abfea8d22d7030
io.github.lyoubo	remapper	2.4.4		0e50502b5fabcb080e487e0ec64bd0b6ba0bc67f
io.github.open-accelerators	order-allocation	1.0.2		N/A
io.github.stefankoppier.openapi.validator	core	0.1.0		1c58a648b80750f197504cc04c24258c462f92ba
io.github.uoooo	simple-volley-extensions	0.1.3		N/A
io.github.uoooo	simple-volley-extensions	0.1.4		N/A
io.github.x-horizon	test-container	1.0		be9a148f26ff761e2e09db795104403f844d93c1
io.github.xuexixuexijpg	router-compiler	0.0.1		N/A
io.github.xuexixuexijpg	router-compiler	0.0.2		acdefd81e6f30d7726483826c93a7836c108579b
io.github.xuexixuexijpg	router-compiler	0.0.3		acdefd81e6f30d7726483826c93a7836c108579b
io.github.xuexixuexijpg	router-compiler	0.0.4		6ba5da56e960e5ea5c67a2b85b3ccda731907d62
io.github.xuexixuexijpg	router-compiler	0.0.5		7bb7717da07283ca882083d36e33a4deb3797b29
io.ktor	ktor-server-core-androidnativex64	3.0.0		dacde2f68c95295dac1b0a870735a6804eb7a84b
io.ktor	ktor-server-core-androidnativex64	3.0.1		N/A
io.ktor	ktor-server-core-androidnativex64	3.0.2		5ea7352abbaca748ddaa9c076353b93d162adc00
io.ktor	ktor-server-core-androidnativex64	3.0.3		0303d335ae93225c697628d39c9ee4130896534b
io.ktor	ktor-server-core-androidnativex64	3.1.0		09fcdd848f4992fb3e300fc99a86501049499b11
io.ktor	ktor-server-core-androidnativex64	3.1.1		2edd153fe1d2d9c22912f420e6adb8d139d7ed7e
io.ktor	ktor-server-core-androidnativex64	3.1.2		96baa8d8e5bd64f6760e60ff62a99ccc85264647
io.ktor	ktor-server-core-androidnativex64	3.1.3		9a040bc0af6e6f986861d98f7bf1dc6ba9e646dc
io.quarkus.qute	qute-parent	1.1.0.CR1		N/A
io.quarkus.qute	qute-parent	1.1.0.Final		N/A
io.quarkus.qute	qute-parent	1.1.1.Final		N/A
io.quarkus.qute	qute-parent	1.10.0.CR1		N/A
io.quarkus.qute	qute-parent	1.10.0.Final		N/A
io.quarkus.qute	qute-parent	1.10.1.Final		N/A
io.quarkus.qute	qute-parent	1.10.2.Final		N/A
io.quarkus.qute	qute-parent	1.10.3.Final		N/A
io.quarkus.qute	qute-parent	1.10.4.Final		N/A
io.quarkus.qute	qute-parent	1.10.5.Final		N/A
io.quarkus.qute	qute-parent	1.11.0.Beta1		N/A
io.quarkus.qute	qute-parent	1.11.0.Beta2		N/A
io.quarkus.qute	qute-parent	1.11.0.CR1		N/A
io.quarkus.qute	qute-parent	1.11.0.Final		N/A
io.quarkus.qute	qute-parent	1.11.1.Final		N/A
io.quarkus.qute	qute-parent	1.11.2.Final		N/A
io.quarkus.qute	qute-parent	1.11.3.Final		N/A
io.quarkus.qute	qute-parent	1.11.4.Final		N/A
io.quarkus.qute	qute-parent	1.11.5.Final		N/A
io.quarkus.qute	qute-parent	1.11.6.Final		N/A
io.quarkus.qute	qute-parent	1.11.7.Final		N/A
io.quarkus.qute	qute-parent	1.12.0.CR1		N/A
io.quarkus.qute	qute-parent	1.12.0.Final		N/A
io.quarkus.qute	qute-parent	1.12.1.Final		N/A
io.quarkus.qute	qute-parent	1.12.2.Final		N/A
io.quarkus.qute	qute-parent	1.13.0.CR1		N/A
io.quarkus.qute	qute-parent	1.13.0.Final		N/A
io.quarkus.qute	qute-parent	1.13.1.Final		N/A
io.quarkus.qute	qute-parent	1.13.2.Final		N/A
io.quarkus.qute	qute-parent	1.13.3.Final		N/A
io.quarkus.qute	qute-parent	1.13.4.Final		N/A
io.quarkus.qute	qute-parent	1.13.5.Final		N/A
io.quarkus.qute	qute-parent	1.13.6.Final		N/A
io.quarkus.qute	qute-parent	1.13.7.Final		N/A
io.quarkus.qute	qute-parent	1.2.0.CR1		N/A
io.quarkus.qute	qute-parent	1.2.0.Final		N/A
io.quarkus.qute	qute-parent	1.2.1.Final		N/A
io.quarkus.qute	qute-parent	1.3.0.Alpha1		N/A
io.quarkus.qute	qute-parent	1.3.0.Alpha2		N/A
io.quarkus.qute	qute-parent	1.3.0.CR1		N/A
io.quarkus.qute	qute-parent	1.3.0.CR2		N/A
io.quarkus.qute	qute-parent	1.3.0.Final		N/A
io.quarkus.qute	qute-parent	1.3.1.Final		N/A
io.quarkus.qute	qute-parent	1.3.2.Final		N/A
io.quarkus.qute	qute-parent	1.3.3.Final		N/A
io.quarkus.qute	qute-parent	1.3.4.Final		N/A
io.quarkus.qute	qute-parent	1.4.0.CR1		N/A
io.quarkus.qute	qute-parent	1.4.0.Final		N/A
io.quarkus.qute	qute-parent	1.4.1.Final		N/A
io.quarkus.qute	qute-parent	1.4.2.Final		N/A
io.quarkus.qute	qute-parent	1.5.0.CR1		N/A
io.quarkus.qute	qute-parent	1.5.0.Final		N/A
io.quarkus.qute	qute-parent	1.5.1.Final		N/A
io.quarkus.qute	qute-parent	1.5.2.Final		N/A
io.quarkus.qute	qute-parent	1.6.0.CR1		N/A
io.quarkus.qute	qute-parent	1.6.0.Final		N/A
io.quarkus.qute	qute-parent	1.6.1.Final		N/A
io.quarkus.qute	qute-parent	1.7.0.CR1		N/A
io.quarkus.qute	qute-parent	1.7.0.CR2		N/A
io.quarkus.qute	qute-parent	1.7.0.Final		N/A
io.quarkus.qute	qute-parent	1.7.1.Final		N/A
io.quarkus.qute	qute-parent	1.7.2.Final		N/A
io.quarkus.qute	qute-parent	1.7.3.Final		N/A
io.quarkus.qute	qute-parent	1.7.4.Final		N/A
io.quarkus.qute	qute-parent	1.7.5.Final		N/A
io.quarkus.qute	qute-parent	1.7.6.Final		N/A
io.quarkus.qute	qute-parent	1.8.0.CR1		N/A
io.quarkus.qute	qute-parent	1.8.0.Final		N/A
io.quarkus.qute	qute-parent	1.8.1.Final		N/A
io.quarkus.qute	qute-parent	1.8.2.Final		N/A
io.quarkus.qute	qute-parent	1.8.3.Final		N/A
io.quarkus.qute	qute-parent	1.9.0.CR1		N/A
io.quarkus.qute	qute-parent	1.9.0.Final		N/A
io.quarkus.qute	qute-parent	1.9.1.Final		N/A
io.quarkus.qute	qute-parent	1.9.2.Final		N/A
io.quarkus.qute	qute-parent	2.0.0.Alpha1		N/A
io.quarkus.qute	qute-parent	2.0.0.Alpha2		N/A
io.quarkus.qute	qute-parent	2.0.0.Alpha3		N/A
io.quarkus.qute	qute-parent	2.0.0.CR1		N/A
io.quarkus.qute	qute-parent	2.0.0.CR2		N/A
io.quarkus.qute	qute-parent	2.0.0.CR3		N/A
io.quarkus.qute	qute-parent	2.0.0.Final		N/A
io.quarkus.qute	qute-parent	2.0.1.Final		N/A
io.quarkus.qute	qute-parent	2.0.2.Final		N/A
io.quarkus.qute	qute-parent	2.0.3.Final		N/A
io.quarkus.qute	qute-parent	2.1.0.CR1		N/A
io.quarkus.qute	qute-parent	2.1.0.Final		N/A
io.quarkus.qute	qute-parent	2.1.1.Final		N/A
io.quarkus.qute	qute-parent	2.1.2.Final		N/A
io.quarkus.qute	qute-parent	2.1.3.Final		N/A
io.quarkus.qute	qute-parent	2.1.4.Final		N/A
io.quarkus.qute	qute-parent	2.10.0.CR1		N/A
io.quarkus.qute	qute-parent	2.10.0.Final		N/A
io.quarkus.qute	qute-parent	2.10.1.Final		N/A
io.quarkus.qute	qute-parent	2.10.2.Final		N/A
io.quarkus.qute	qute-parent	2.10.3.Final		N/A
io.quarkus.qute	qute-parent	2.10.4.Final		N/A
io.quarkus.qute	qute-parent	2.11.0.CR1		N/A
io.quarkus.qute	qute-parent	2.11.0.Final		N/A
io.quarkus.qute	qute-parent	2.11.1.Final		N/A
io.quarkus.qute	qute-parent	2.11.2.Final		N/A
io.quarkus.qute	qute-parent	2.11.3.Final		N/A
io.quarkus.qute	qute-parent	2.12.0.CR1		N/A
io.quarkus.qute	qute-parent	2.12.0.Final		N/A
io.quarkus.qute	qute-parent	2.12.1.Final		N/A
io.quarkus.qute	qute-parent	2.12.2.Final		N/A
io.quarkus.qute	qute-parent	2.12.3.Final		N/A
io.quarkus.qute	qute-parent	2.13.0.CR1		N/A
io.quarkus.qute	qute-parent	2.13.0.Final		N/A
io.quarkus.qute	qute-parent	2.13.1.Final		N/A
io.quarkus.qute	qute-parent	2.13.2.Final		N/A
io.quarkus.qute	qute-parent	2.13.3.Final		N/A
io.quarkus.qute	qute-parent	2.13.4.Final		N/A
io.quarkus.qute	qute-parent	2.13.5.Final		N/A
io.quarkus.qute	qute-parent	2.13.6.Final		N/A
io.quarkus.qute	qute-parent	2.13.7.Final		N/A
io.quarkus.qute	qute-parent	2.13.8.Final		N/A
io.quarkus.qute	qute-parent	2.13.9.Final		N/A
io.quarkus.qute	qute-parent	2.14.0.CR1		N/A
io.quarkus.qute	qute-parent	2.14.0.Final		N/A
io.quarkus.qute	qute-parent	2.14.1.Final		N/A
io.quarkus.qute	qute-parent	2.14.2.Final		N/A
io.quarkus.qute	qute-parent	2.14.3.Final		N/A
io.quarkus.qute	qute-parent	2.15.0.CR1		N/A
io.quarkus.qute	qute-parent	2.15.0.Final		N/A
io.quarkus.qute	qute-parent	2.15.1.Final		N/A
io.quarkus.qute	qute-parent	2.15.2.Final		N/A
io.quarkus.qute	qute-parent	2.15.3.Final		N/A
io.quarkus.qute	qute-parent	2.16.0.CR1		N/A
io.quarkus.qute	qute-parent	2.16.0.Final		N/A
io.quarkus.qute	qute-parent	2.16.1.Final		N/A
io.quarkus.qute	qute-parent	2.16.10.Final		N/A
io.quarkus.qute	qute-parent	2.16.11.Final		N/A
io.quarkus.qute	qute-parent	2.16.12.Final		N/A
io.quarkus.qute	qute-parent	2.16.2.Final		N/A
io.quarkus.qute	qute-parent	2.16.3.Final		N/A
io.quarkus.qute	qute-parent	2.16.4.Final		N/A
io.quarkus.qute	qute-parent	2.16.5.Final		N/A
io.quarkus.qute	qute-parent	2.16.6.Final		N/A
io.quarkus.qute	qute-parent	2.16.7.Final		N/A
io.quarkus.qute	qute-parent	2.16.8.Final		N/A
io.quarkus.qute	qute-parent	2.16.9.Final		N/A
io.quarkus.qute	qute-parent	2.2.0.CR1		N/A
io.quarkus.qute	qute-parent	2.2.0.Final		N/A
io.quarkus.qute	qute-parent	2.2.1.Final		N/A
io.quarkus.qute	qute-parent	2.2.2.Final		N/A
io.quarkus.qute	qute-parent	2.2.3.Final		N/A
io.quarkus.qute	qute-parent	2.2.4.Final		N/A
io.quarkus.qute	qute-parent	2.2.5.Final		N/A
io.quarkus.qute	qute-parent	2.3.0.CR1		N/A
io.quarkus.qute	qute-parent	2.3.0.Final		N/A
io.quarkus.qute	qute-parent	2.3.1.Final		N/A
io.quarkus.qute	qute-parent	2.4.0.CR1		N/A
io.quarkus.qute	qute-parent	2.4.0.Final		N/A
io.quarkus.qute	qute-parent	2.4.1.Final		N/A
io.quarkus.qute	qute-parent	2.4.2.Final		N/A
io.quarkus.qute	qute-parent	2.5.0.CR1		N/A
io.quarkus.qute	qute-parent	2.5.0.Final		N/A
io.quarkus.qute	qute-parent	2.5.1.Final		N/A
io.quarkus.qute	qute-parent	2.5.2.Final		N/A
io.quarkus.qute	qute-parent	2.5.3.Final		N/A
io.quarkus.qute	qute-parent	2.5.4.Final		N/A
io.quarkus.qute	qute-parent	2.6.0.CR1		N/A
io.quarkus.qute	qute-parent	2.6.0.Final		N/A
io.quarkus.qute	qute-parent	2.6.1.Final		N/A
io.quarkus.qute	qute-parent	2.6.2.Final		N/A
io.quarkus.qute	qute-parent	2.6.3.Final		N/A
io.quarkus.qute	qute-parent	2.7.0.CR1		N/A
io.quarkus.qute	qute-parent	2.7.0.Final		N/A
io.quarkus.qute	qute-parent	2.7.1.Final		N/A
io.quarkus.qute	qute-parent	2.7.2.Final		N/A
io.quarkus.qute	qute-parent	2.7.3.Final		N/A
io.quarkus.qute	qute-parent	2.7.4.Final		N/A
io.quarkus.qute	qute-parent	2.7.5.Final		N/A
io.quarkus.qute	qute-parent	2.7.6.Final		N/A
io.quarkus.qute	qute-parent	2.7.7.Final		N/A
io.quarkus.qute	qute-parent	2.8.0.CR1		N/A
io.quarkus.qute	qute-parent	2.8.0.Final		N/A
io.quarkus.qute	qute-parent	2.8.1.Final		N/A
io.quarkus.qute	qute-parent	2.8.2.Final		N/A
io.quarkus.qute	qute-parent	2.8.3.Final		N/A
io.quarkus.qute	qute-parent	2.9.0.CR1		N/A
io.quarkus.qute	qute-parent	2.9.0.Final		N/A
io.quarkus.qute	qute-parent	2.9.1.Final		N/A
io.quarkus.qute	qute-parent	2.9.2.Final		N/A
io.quarkus.qute	qute-parent	3.0.0.Alpha1		N/A
io.quarkus.qute	qute-parent	3.0.0.Alpha2		N/A
io.quarkus.qute	qute-parent	3.0.0.Alpha3		N/A
io.quarkus.qute	qute-parent	3.0.0.Alpha4		N/A
io.quarkus.qute	qute-parent	3.0.0.Alpha5		N/A
io.quarkus.qute	qute-parent	3.0.0.Alpha6		N/A
io.quarkus.qute	qute-parent	3.0.0.Beta1		N/A
io.quarkus.qute	qute-parent	3.0.0.CR1		N/A
io.quarkus.qute	qute-parent	3.0.0.CR2		N/A
io.quarkus.qute	qute-parent	3.0.0.Final		N/A
io.quarkus.qute	qute-parent	3.0.1.Final		N/A
io.quarkus.qute	qute-parent	3.0.2.Final		N/A
io.quarkus.qute	qute-parent	3.0.3.Final		N/A
io.quarkus.qute	qute-parent	3.0.4.Final		N/A
io.quarkus.qute	qute-parent	3.1.0.CR1		N/A
io.quarkus.qute	qute-parent	3.1.0.Final		N/A
io.quarkus.qute	qute-parent	3.1.1.Final		N/A
io.quarkus.qute	qute-parent	3.1.2.Final		N/A
io.quarkus.qute	qute-parent	3.1.3.Final		N/A
io.quarkus.qute	qute-parent	3.10.0		N/A
io.quarkus.qute	qute-parent	3.10.0.CR1		N/A
io.quarkus.qute	qute-parent	3.10.1		N/A
io.quarkus.qute	qute-parent	3.10.2		N/A
io.quarkus.qute	qute-parent	3.11.0		N/A
io.quarkus.qute	qute-parent	3.11.0.CR1		N/A
io.quarkus.qute	qute-parent	3.11.1		N/A
io.quarkus.qute	qute-parent	3.11.2		N/A
io.quarkus.qute	qute-parent	3.11.3		N/A
io.quarkus.qute	qute-parent	3.12.0		N/A
io.quarkus.qute	qute-parent	3.12.0.CR1		N/A
io.quarkus.qute	qute-parent	3.12.1		N/A
io.quarkus.qute	qute-parent	3.12.2		N/A
io.quarkus.qute	qute-parent	3.12.3		N/A
io.quarkus.qute	qute-parent	3.13.0		N/A
io.quarkus.qute	qute-parent	3.13.0.CR1		N/A
io.quarkus.qute	qute-parent	3.13.1		N/A
io.quarkus.qute	qute-parent	3.13.2		N/A
io.quarkus.qute	qute-parent	3.13.3		N/A
io.quarkus.qute	qute-parent	3.14.0		N/A
io.quarkus.qute	qute-parent	3.14.0.CR1		N/A
io.quarkus.qute	qute-parent	3.14.1		N/A
io.quarkus.qute	qute-parent	3.14.2		N/A
io.quarkus.qute	qute-parent	3.14.3		N/A
io.quarkus.qute	qute-parent	3.14.4		N/A
io.quarkus.qute	qute-parent	3.15.0		N/A
io.quarkus.qute	qute-parent	3.15.0.CR1		N/A
io.quarkus.qute	qute-parent	3.15.1		N/A
io.quarkus.qute	qute-parent	3.15.2		N/A
io.quarkus.qute	qute-parent	3.15.3		N/A
io.quarkus.qute	qute-parent	3.15.3.1		N/A
io.quarkus.qute	qute-parent	3.15.4		N/A
io.quarkus.qute	qute-parent	3.16.0		N/A
io.quarkus.qute	qute-parent	3.16.0.CR1		N/A
io.quarkus.qute	qute-parent	3.16.1		N/A
io.quarkus.qute	qute-parent	3.16.2		N/A
io.quarkus.qute	qute-parent	3.16.3		N/A
io.quarkus.qute	qute-parent	3.16.4		N/A
io.quarkus.qute	qute-parent	3.17.0		N/A
io.quarkus.qute	qute-parent	3.17.0.CR1		N/A
io.quarkus.qute	qute-parent	3.17.1		N/A
io.quarkus.qute	qute-parent	3.17.2		N/A
io.quarkus.qute	qute-parent	3.17.3		N/A
io.quarkus.qute	qute-parent	3.17.4		N/A
io.quarkus.qute	qute-parent	3.17.5		N/A
io.quarkus.qute	qute-parent	3.17.6		N/A
io.quarkus.qute	qute-parent	3.17.7		N/A
io.quarkus.qute	qute-parent	3.17.8		N/A
io.quarkus.qute	qute-parent	3.18.0		N/A
io.quarkus.qute	qute-parent	3.18.0.CR1		N/A
io.quarkus.qute	qute-parent	3.18.1		N/A
io.quarkus.qute	qute-parent	3.18.2		N/A
io.quarkus.qute	qute-parent	3.18.3		N/A
io.quarkus.qute	qute-parent	3.18.4		N/A
io.quarkus.qute	qute-parent	3.19.0		N/A
io.quarkus.qute	qute-parent	3.19.0.CR1		N/A
io.quarkus.qute	qute-parent	3.19.1		N/A
io.quarkus.qute	qute-parent	3.19.2		N/A
io.quarkus.qute	qute-parent	3.19.3		N/A
io.quarkus.qute	qute-parent	3.19.4		N/A
io.quarkus.qute	qute-parent	3.2.0.CR1		N/A
io.quarkus.qute	qute-parent	3.2.0.Final		N/A
io.quarkus.qute	qute-parent	3.2.1.Final		N/A
io.quarkus.qute	qute-parent	3.2.10.Final		N/A
io.quarkus.qute	qute-parent	3.2.11.Final		N/A
io.quarkus.qute	qute-parent	3.2.12.Final		N/A
io.quarkus.qute	qute-parent	3.2.2.Final		N/A
io.quarkus.qute	qute-parent	3.2.3.Final		N/A
io.quarkus.qute	qute-parent	3.2.4.Final		N/A
io.quarkus.qute	qute-parent	3.2.5.Final		N/A
io.quarkus.qute	qute-parent	3.2.6.Final		N/A
io.quarkus.qute	qute-parent	3.2.7.Final		N/A
io.quarkus.qute	qute-parent	3.2.8.Final		N/A
io.quarkus.qute	qute-parent	3.2.9.Final		N/A
io.quarkus.qute	qute-parent	3.20.0		N/A
io.quarkus.qute	qute-parent	3.20.0.CR1		N/A
io.quarkus.qute	qute-parent	3.21.0		N/A
io.quarkus.qute	qute-parent	3.21.0.CR1		N/A
io.quarkus.qute	qute-parent	3.21.1		N/A
io.quarkus.qute	qute-parent	3.21.2		N/A
io.quarkus.qute	qute-parent	3.21.3		N/A
io.quarkus.qute	qute-parent	3.21.4		N/A
io.quarkus.qute	qute-parent	3.22.0		N/A
io.quarkus.qute	qute-parent	3.22.0.CR1		N/A
io.quarkus.qute	qute-parent	3.22.1		N/A
io.quarkus.qute	qute-parent	3.3.0		N/A
io.quarkus.qute	qute-parent	3.3.0.CR1		N/A
io.quarkus.qute	qute-parent	3.3.1		N/A
io.quarkus.qute	qute-parent	3.3.2		N/A
io.quarkus.qute	qute-parent	3.3.3		N/A
io.quarkus.qute	qute-parent	3.4.0		N/A
io.quarkus.qute	qute-parent	3.4.0.CR1		N/A
io.quarkus.qute	qute-parent	3.4.1		N/A
io.quarkus.qute	qute-parent	3.4.2		N/A
io.quarkus.qute	qute-parent	3.4.3		N/A
io.quarkus.qute	qute-parent	3.5.0		N/A
io.quarkus.qute	qute-parent	3.5.0.CR1		N/A
io.quarkus.qute	qute-parent	3.5.1		N/A
io.quarkus.qute	qute-parent	3.5.2		N/A
io.quarkus.qute	qute-parent	3.5.3		N/A
io.quarkus.qute	qute-parent	3.6.0		N/A
io.quarkus.qute	qute-parent	3.6.0.CR1		N/A
io.quarkus.qute	qute-parent	3.6.1		N/A
io.quarkus.qute	qute-parent	3.6.2		N/A
io.quarkus.qute	qute-parent	3.6.3		N/A
io.quarkus.qute	qute-parent	3.6.4		N/A
io.quarkus.qute	qute-parent	3.6.5		N/A
io.quarkus.qute	qute-parent	3.6.6		N/A
io.quarkus.qute	qute-parent	3.6.7		N/A
io.quarkus.qute	qute-parent	3.6.8		N/A
io.quarkus.qute	qute-parent	3.6.9		N/A
io.quarkus.qute	qute-parent	3.7.0		N/A
io.quarkus.qute	qute-parent	3.7.0.CR1		N/A
io.quarkus.qute	qute-parent	3.7.1		N/A
io.quarkus.qute	qute-parent	3.7.2		N/A
io.quarkus.qute	qute-parent	3.7.3		N/A
io.quarkus.qute	qute-parent	3.7.4		N/A
io.quarkus.qute	qute-parent	3.8.0		N/A
io.quarkus.qute	qute-parent	3.8.0.CR1		N/A
io.quarkus.qute	qute-parent	3.8.1		N/A
io.quarkus.qute	qute-parent	3.8.2		N/A
io.quarkus.qute	qute-parent	3.8.3		N/A
io.quarkus.qute	qute-parent	3.8.4		N/A
io.quarkus.qute	qute-parent	3.8.5		N/A
io.quarkus.qute	qute-parent	3.8.6		N/A
io.quarkus.qute	qute-parent	3.8.6.1		N/A
io.quarkus.qute	qute-parent	3.9.0		N/A
io.quarkus.qute	qute-parent	3.9.0.CR1		N/A
io.quarkus.qute	qute-parent	3.9.0.CR2		N/A
io.quarkus.qute	qute-parent	3.9.1		N/A
io.quarkus.qute	qute-parent	3.9.2		N/A
io.quarkus.qute	qute-parent	3.9.3		N/A
io.quarkus.qute	qute-parent	3.9.4		N/A
io.quarkus.qute	qute-parent	3.9.5		N/A
jfree	jcommon	0.9.6		aab200461af55eec058314f2023dc33da8af2ad4
jfree	jcommon	1.0.0		25b1bfc1bb224a270e30cc8c19c4b8f63108ada0
jfree	jcommon	1.0.0-pre2		8b9f90b55a93b999ef5c85fe720abb2f5440c3fa
jfree	jcommon	1.0.0-pre3		N/A
jfree	jcommon	1.0.0-rc1		fce8e15dc5390f9b11d002d21e1f64cf6165b9bf
jfree	jcommon	1.0.12		737f02607d2f45bb1a589a85c63b4cd907e5e634
jfree	jcommon	1.0.14		b3419451d0513b6b6ddfceeb303709caac1d7add
jfree	jcommon	1.0.15		6495e4f3777a24fd34c1544a8606243a600365c3
jfree	jcommon	1.0.16		376f19a7c317509a57dfc684cdfd4081db7c082c
jfree	jcommon	1.0.2		b4793ca2d1c0ab41fd610f28fb2fff944c0b564d
jfree	jcommon	1.0.4		b6427690b5cc17e5c0ade274fb46286c102d4a76
jfree	jcommon	1.0.5		90647de5b411e0cd298373459f5c1cead410893d
jfree	jcommon	1.0.6		234dbf1c5cb74899c9f9764b58e48b3359a7ba51
jfree	jcommon	1.0.7		1a1680503b6efaf5378f80cf14fdabfdbfd87269
jfree	jcommon	1.0.8		6991b5ec8c17d415b22c3b8662be58392ef77ad8
jfree	jcommon	1.0.9		4ca8a173abdf7fd3e1c7e69701bab26e25ec996b
love.forte.simbot.boot	simboot-core	3.0.0		1a8218dc3624e85a698dae9a971ce46eeea414dd
love.forte.simbot.boot	simboot-core	3.0.0-M1		7f47b9ac8922eb34f20d4357a77ffc3f47dbeb74
love.forte.simbot.boot	simboot-core	3.0.0-M2		c91f9d8e614ca8b60d80bf4cb9e1f43265a33b24
love.forte.simbot.boot	simboot-core	3.0.0-M3		d5d42139207e8c3561e93348deb9a7baa5508138
love.forte.simbot.boot	simboot-core	3.0.0-M4		7d47bdcee32e72a395b204ada0151312a0f9e473
love.forte.simbot.boot	simboot-core	3.0.0-M5		5d28434759bd1ea65496055c761f8a5bb370e72b
love.forte.simbot.boot	simboot-core	3.0.0-M6		da311a47c85e29a62889a74aa007a424d9a65eac
love.forte.simbot.boot	simboot-core	3.0.0-RC		8c078974ca9bb582937d992962deea5b6102ec32
love.forte.simbot.boot	simboot-core	3.0.0-RC.2		589a6ed6475cd195e382f3111d7043b8c9de790b
love.forte.simbot.boot	simboot-core	3.0.0-RC.3		845dc6b86b17e025f1eddbe6e07db63f58aea25d
love.forte.simbot.boot	simboot-core	3.0.0-beta		d876bca03ee87aa29265697e0233d55f0b587e03
love.forte.simbot.boot	simboot-core	3.0.0-beta-M1		0abd9da7b474b68dd71bb8d9b05520dad15300d6
love.forte.simbot.boot	simboot-core	3.0.0-beta-M2		25a2326537e2c49ee48e12ba99ad8ffda5165529
love.forte.simbot.boot	simboot-core	3.0.0-beta-M3		c0c3abcf794b45afc21f0941ed42e2aa9a68a97b
love.forte.simbot.boot	simboot-core	3.0.0-beta-RC.1		411600484959599a4edd1e408be01b29d000d45f
love.forte.simbot.boot	simboot-core	3.0.0-beta-RC.2		6df205ee1ea7aea0e04ddebf1cfb613111ef9894
love.forte.simbot.boot	simboot-core	3.0.0-beta.2		213ed832c3fc0a14590046befc82ff9e9a0c04b7
love.forte.simbot.boot	simboot-core	3.0.0-beta.3		1ba5608631c3237e2c98820dac37dc93d40ec205
love.forte.simbot.boot	simboot-core	3.0.0-beta.3-dev.1		82b523b09d7ed60c2470b3ac1af625a6bf628331
love.forte.simbot.boot	simboot-core	3.0.0-beta.3-dev.2		71c9d896ce3e35392dba23e2689a5b1e6994da26
love.forte.simbot.boot	simboot-core	3.0.0-beta.3-dev.3		e74d0b4c22b1b1eb57737f056b0f3c12c092ebcd
love.forte.simbot.boot	simboot-core	3.0.0-beta.3-dev.4		70d696013bfb612106735458c9336d74e153e32d
love.forte.simbot.boot	simboot-core	3.0.0-beta.3-dev.5		ff52569f9ee732eecad9e2d27763b5b652037bde
love.forte.simbot.boot	simboot-core	3.0.0-beta.3-dev.6		03f71c0cc0c8791d2828374e4791876b50d60217
love.forte.simbot.boot	simboot-core	3.0.0-beta.3-dev.7		3c3b6c300d3a3f62696581498330915bedcd13cf
love.forte.simbot.boot	simboot-core	3.0.0-beta.3-dev.8		b4081597294b6ac7d96b8d5643e3cc4efa0374a2
love.forte.simbot.boot	simboot-core	3.0.0-beta.3-dev.9		a74270d4f5381d0e8bd9c84f0a86bdd7d856f3d6
love.forte.simbot.boot	simboot-core	3.0.0.preview.0.5		bcf72702ba82d39ecbfb1e1218efaa5c02556a5b
love.forte.simbot.boot	simboot-core	3.0.0.preview.0.6		87ea94958c429004da88ee5342d94ba5016d6f5d
love.forte.simbot.boot	simboot-core	3.0.0.preview.1.0		f843810b3efd078df9af9b8e840e3f4f5fb4954b
love.forte.simbot.boot	simboot-core	3.0.0.preview.10.0		bbf01e401553fb4e6a63b7f6a54177da19a9075a
love.forte.simbot.boot	simboot-core	3.0.0.preview.10.1		cda3480bccba66440197b6338fe68d5d17cfbd26
love.forte.simbot.boot	simboot-core	3.0.0.preview.10.2		1350ace1a6cc5258deac5919483ec67ef5a57123
love.forte.simbot.boot	simboot-core	3.0.0.preview.11.0		7d93c6030479a0a78ba21364f87cbe6d352bc8e8
love.forte.simbot.boot	simboot-core	3.0.0.preview.11.1		fdfb42cd7e0b36997ea453438f6d2bed6b342774
love.forte.simbot.boot	simboot-core	3.0.0.preview.12.0		e539e9a803159d1d43727f6553f6f143a9a79087
love.forte.simbot.boot	simboot-core	3.0.0.preview.13.0		fdeef219459281d09d14f3ccb9648aff821691cd
love.forte.simbot.boot	simboot-core	3.0.0.preview.14.0		4e580325afa61fe67c4bd1d7153acbbd54d480ef
love.forte.simbot.boot	simboot-core	3.0.0.preview.15.0		9c84756145f846b6f68ce6061634f266a54e4df3
love.forte.simbot.boot	simboot-core	3.0.0.preview.16.0		88efae6205eaf0bcda3e4610feac51bbce9ca512
love.forte.simbot.boot	simboot-core	3.0.0.preview.17.0		079aaef123ba8bdcb96edc843db71f9c74656da5
love.forte.simbot.boot	simboot-core	3.0.0.preview.17.1		7e1e77c7b58c469309d15c3164a99aaad594ed37
