app.cash.copper	copper	1.0.0		N/A
io.kotest.extensions	kotest-assertions-arrow-fx-coroutines-iosarm32	1.3.2	metadata	417d79c31eea7cb744941e7ca14c85137f340039
io.kotest.extensions	kotest-assertions-arrow-fx-coroutines-iosarm32	1.3.3		N/A
io.kotest.extensions	kotest-assertions-arrow-fx-coroutines-iosarm32	1.3.3	metadata	05e36591877b157f0fd8dbd0355be1f5a3a2e83b
io.kotest.extensions	kotest-assertions-arrow-fx-coroutines-iosarm32	1.4.0		N/A
io.kotest.extensions	kotest-assertions-arrow-fx-coroutines-iosarm32	1.4.0	metadata	da1e8da2a8221a7fe0a412187a6367b1ca6974dc
io.ktor	ktor-client-auth-androidnativearm64	3.0.0		7ab3cf2ce807d4fe89b6b8375e2121d8b470cc4e
io.ktor	ktor-client-auth-androidnativearm64	3.0.1		2179a35a55e0f9c8923495d5ac44df3b4eb1fbeb
io.ktor	ktor-client-auth-androidnativearm64	3.0.2		5ea7352abbaca748ddaa9c076353b93d162adc00
io.ktor	ktor-client-auth-androidnativearm64	3.0.3		0303d335ae93225c697628d39c9ee4130896534b
io.ktor	ktor-client-auth-androidnativearm64	3.1.0		9c7456da174d38dc8cfa227d13bfbbe79543366f
io.ktor	ktor-client-auth-androidnativearm64	3.1.1		2edd153fe1d2d9c22912f420e6adb8d139d7ed7e
io.ktor	ktor-client-auth-androidnativearm64	3.1.2		96baa8d8e5bd64f6760e60ff62a99ccc85264647
io.oasp.java.modules	oasp4j-jpa-spring-data	3.0.0		90433e790c619e0effc6bc19d8f6a7fdf2978140
io.oasp.java.modules	oasp4j-jpa-spring-data	3.0.0-alpha.1		c91cc255ad91ac5cd98ee3614a16131eb6fd8f00
io.telereso.kmp	core-ui-test-js	0.10.0-alpha.1		N/A
io.telereso.kmp	core-ui-test-js	0.20.0-wasm.1		N/A
io.telereso.kmp	core-ui-test-js	0.6.0		N/A
io.telereso.kmp	core-ui-test-js	0.7.0-alpha.1		N/A
io.telereso.kmp	core-ui-test-js	0.7.0-wasm.2		N/A
io.telereso.kmp	core-ui-test-js	0.8.0		N/A
io.telereso.kmp	core-ui-test-js	0.8.0-alpha.1		N/A
io.telereso.kmp	core-ui-test-js	0.8.0-alpha.2		N/A
io.telereso.kmp	core-ui-test-js	0.8.1-wasm.1		N/A
io.telereso.kmp	core-ui-test-js	0.9.0		N/A
io.telereso.kmp	core-ui-test-js	0.9.0-alpha.255		N/A
io.toast-tk	toast-tk-runtime-api	0.1.3.RC1		2d3056b3ee4a510c2ef465265f4bfca5b8df89f1
io.toast-tk	toast-tk-runtime-api	0.1.4		736bb3ccc841228893ea7746f8e2781c4949db69
io.toast-tk	toast-tk-runtime-api	0.1.5		2392ec9eef8e5848a336fc3ab804edc75001d565
kr.jadekim	chameleon-terra-classic-jvm	0.1.0		c400f37bf17a471db6328bf1cd9fc15fc3c74169
kr.jadekim	chameleon-terra-classic-jvm	0.1.1		c400f37bf17a471db6328bf1cd9fc15fc3c74169
kr.jadekim	chameleon-terra-classic-jvm	0.1.2		8caf0071a8d2fda1a1371bc8e376b240b066f5f3
kr.jadekim	chameleon-terra-classic-jvm	0.1.3		8caf0071a8d2fda1a1371bc8e376b240b066f5f3
kr.jadekim	chameleon-terra-classic-jvm	0.1.4		8caf0071a8d2fda1a1371bc8e376b240b066f5f3
kr.jadekim	chameleon-terra-classic-jvm	0.1.5		8caf0071a8d2fda1a1371bc8e376b240b066f5f3
kr.jadekim	chameleon-terra-classic-jvm	0.2.0		640565511100da5f6f362c1b0d31e3900ad5bf18
kr.jadekim	chameleon-terra-classic-jvm	0.3.1		10a4ded5ba892e7534a6a064a3c847199c3f32e7
kr.jadekim	chameleon-terra-classic-jvm	0.3.2		10a4ded5ba892e7534a6a064a3c847199c3f32e7
kr.jadekim	chameleon-terra-classic-jvm	0.3.3		10a4ded5ba892e7534a6a064a3c847199c3f32e7
kr.jadekim	chameleon-terra-classic-jvm	0.3.4		10a4ded5ba892e7534a6a064a3c847199c3f32e7
kr.jadekim	chameleon-terra-classic-jvm	0.4.0		4b2ed498a462c22445fb88d93c957a6cab7f2c9a
kr.jadekim	chameleon-terra-classic-jvm	0.4.1		4b2ed498a462c22445fb88d93c957a6cab7f2c9a
kr.jadekim	chameleon-terra-classic-jvm	0.4.2		9441639e7628a2c198ec782bd7791687722b5e5b
kr.jadekim	chameleon-terra-classic-jvm	0.4.3		6793b8c9db6f1b6adb33d616d0304ce17a6ecd75
kr.jadekim	chameleon-terra-classic-jvm	0.4.4		6793b8c9db6f1b6adb33d616d0304ce17a6ecd75
kr.jadekim	chameleon-terra-classic-jvm	0.4.6		6793b8c9db6f1b6adb33d616d0304ce17a6ecd75
me.jlurena	revolvingweekview	1.0.0		N/A
me.jlurena	revolvingweekview	1.0.1		N/A
me.jlurena	revolvingweekview	1.0.2		N/A
me.jlurena	revolvingweekview	1.1.0		N/A
me.jlurena	revolvingweekview	1.2.0		N/A
me.jlurena	revolvingweekview	2.0.0		N/A
me.jlurena	revolvingweekview	3.0.0		N/A
net.dankito.dav	webdav4k-js	0.9.0		N/A
net.lapismc	LapisCore	1.10.0		859bc0789365446e87343b8671008e1c09fcbe8b
net.lapismc	LapisCore	1.11.0		4367a47e93efbc92a1b0a70de3b1543e38e7d8c7
net.lapismc	LapisCore	1.12.0		64338b6ee71e0228fff0d492851ea712d450e81c
net.lapismc	LapisCore	1.12.1		a45179867534b320903e376cd78a200a58b97ec0
net.lapismc	LapisCore	1.12.2		1f59688d79873e0a49cedc0df41f6eedc5b95378
net.lapismc	LapisCore	1.12.3		102307bbc92f8a72bab282ad94f816ee91e0e36a
net.lapismc	LapisCore	1.12.4		9d8a62a7279c995583866c7bc6ede3d77988be5b
net.lapismc	LapisCore	1.12.5		3c82a8e452274098acb99a8786a33ba380a383b4
net.lapismc	LapisCore	1.5.1		5747dd3f0dafe9d9d293c2d345170e576c1c45aa
net.lapismc	LapisCore	1.6.0		b60bef2f58e271bbb7a8495ca65de6a5b6f9f575
net.lapismc	LapisCore	1.6.1		c516f294ed322a0aa37fb5cb822e24eeeafdd798
net.lapismc	LapisCore	1.7.0		c0d957a0aa646615f3342f680a04b511e36f299d
net.lapismc	LapisCore	1.7.1		331c47b8747f4c3fcb73f51e7d6ddf78fbe0331d
net.lapismc	LapisCore	1.7.12		45b19a893449d6eb0ed48fbdcfa8d60bdbafdcf2
net.lapismc	LapisCore	1.7.2		f20f59a4285aa5c09f2e845ba60cfcdcb738882a
net.lapismc	LapisCore	1.7.5		51fbae3ea38cac0d3220adb7c6adaddd58e768ee
net.lapismc	LapisCore	1.8.0		2514507a92c371255dd6dd626fe30672dc3ef721
net.lapismc	LapisCore	1.8.2		38d028f7a2e79d1f8dd2b86e7d25062debe91336
net.lapismc	LapisCore	1.8.3		2632b0ad9908042dcd9db585f99f8cd1d8909aca
net.lapismc	LapisCore	1.9.0		0f52ce4d3fb6690df6dcb8243d8eb34cee11041a
net.lapismc	LapisCore	1.9.1		c02ab2929a93783d2b666294c37ec57865336679
net.lapismc	LapisCore	1.9.2		6fe3a576874569dd91249c05afb5e837d622c2b2
net.lapismc	LapisCore	1.9.4		a63e63d61632c109b2918e23929694238d3a5acd
net.lapismc	LapisCore	1.9.5		29147cb51cd5c5926b6c08ab0bba530320974ce5
net.lapismc	LapisCore	1.9.6		7d38be269f83bdb1ed76d0966a9a102f9f4b4b6f
net.lapismc	LapisCore	1.9.7		c64ed988115c0a253a53c42cc8548c7c6124ca23
net.liftmodules	openid_2.5_2.9.2	1.2		55cafeca76179f210dc7a4dd3399fa1d845556c2
net.orivis	orivis-dbupdater-mongo	0.0.1		1d2d78efb95dda8a31c54629369831b85ff0802d
net.orivis	orivis-dbupdater-mongo	0.0.2		b026c2c7f7d767e05f9efd0dc93797be3efed599
net.orivis	orivis-dbupdater-mongo	0.0.3		e016ce90ef7c5c5c4fb8fbe4093f0438a3eb8e0b
net.sourceforge.jfacets	jfacets-groovy	3.1		666f29aae00bca98cae34e842ffaac19c34f2f27
net.sourceforge.jfacets	jfacets-groovy	3.2		e0ced2314e6fa56ea95d9ff8804dc7775f02bcf0
net.sourceforge.jfacets	jfacets-groovy	3.2.1		95d7c036bee9afb90f9bae6a3d7c4744f0d76ac7
nl.knaw.meertens.mtas	mtas	7.0.1.0		56cd5fafd175cde78d1a0260e473d329d6d069a3
nl.knaw.meertens.mtas	mtas	7.0.1.1		c29fce99f14c6cd5709061eb388f57f9af97fe78
nl.knaw.meertens.mtas	mtas	7.0.1.2		754284afe648158a348768dbf58deb5c19530aa1
nl.knaw.meertens.mtas	mtas	7.1.0.0		899ed86d4e703ca1e8c08a49e0290c34f406da2f
nl.knaw.meertens.mtas	mtas	7.1.0.1		431149f7ae3c5c6a9ed7d223f4e9c63b7f315c0f
nl.knaw.meertens.mtas	mtas	7.1.0.2		b61e3a9e6df2650460aa28fc81409d8b5a23327d
nl.knaw.meertens.mtas	mtas	7.1.0.3		261111144c5aec0ce72c2dbc4e2132c598cf5202
nl.knaw.meertens.mtas	mtas	7.1.0.4		864dd4fe4923f432c51cd1d9fa54652cbde0ad24
nl.knaw.meertens.mtas	mtas	7.1.0.5		d4efaace3b045612361c9e09308ef8f496c8032a
nl.knaw.meertens.mtas	mtas	7.2.1.0		d54f49b007985a1adb0f48c79525cc35d1c5d62f
nl.knaw.meertens.mtas	mtas	7.2.1.1		60826fedd196da1625331d11adf5b38f980328da
nl.knaw.meertens.mtas	mtas	7.2.1.2		76f44821fae2f756ffbf6282c70632869b8c6391
nl.knaw.meertens.mtas	mtas	7.3.0.0		3739ec6a5ace174535c96af542b2c7db26b0e865
nl.knaw.meertens.mtas	mtas	7.3.0.1		19da0592b82f20eca79197c466d35030d5a2a148
nl.knaw.meertens.mtas	mtas	7.3.0.2		279066b1110036783d81912aaf71cb9b9a5349c7
nl.knaw.meertens.mtas	mtas	7.3.0.3		00ed2ee32c21a4d31f7082968d69e21ac23a7593
org.apache.camel	camel-azure-storage-blob	3.10.0		d21c6871a5321b07bc5109c01875ea01190a9754
org.apache.camel	camel-azure-storage-blob	3.11.0		884ab967b9e2ce4ba4372f2919151b29d99f7ee7
org.apache.camel	camel-azure-storage-blob	3.11.1		cca974f46fc2b803eb5ded9cedc717f1ed96a8a2
org.apache.camel	camel-azure-storage-blob	3.11.2		45d5c232e648f5956f0178a1d4d0fe740a52f192
org.apache.camel	camel-azure-storage-blob	3.11.3		038ebd42660ddd271e85cc67fd6f4e1fc9f13706
org.apache.camel	camel-azure-storage-blob	3.11.4		a62b2292f059951c0bf984e2ac9769437fa2a86e
org.apache.camel	camel-azure-storage-blob	3.11.5		257b2af60a6f3df9f7bc8b1aa45174f0e2bb052e
org.apache.camel	camel-azure-storage-blob	3.11.6		a97c6b5824df22c995b6b6675995248ead0bc059
org.apache.camel	camel-azure-storage-blob	3.11.7		0d859c96501b7392f82db72c42005ce38cfd069b
org.apache.camel	camel-azure-storage-blob	3.12.0		6d8e03ad62fefa73a3cf18a9e5583184b4ae512f
org.apache.camel	camel-azure-storage-blob	3.13.0		1bb589ab1c2486f26d49480863cf143ba74ee742
org.apache.camel	camel-azure-storage-blob	3.14.0		a9d8ec4e0c0b089f61f2b3156ec4b14ba597de3b
org.apache.camel	camel-azure-storage-blob	3.14.1		81127eaf0bfd68397d3d35ef140e61edcc2f4f2f
org.apache.camel	camel-azure-storage-blob	3.14.10		89db9f5977dd212c4b71e2ea51498e912c20ec5f
org.apache.camel	camel-azure-storage-blob	3.14.2		0c522a3d0bb1504e5868e6cf09292280a8afb551
org.apache.camel	camel-azure-storage-blob	3.14.3		62f092d902f81cc28a2da7b56ed858501c2354fd
org.apache.camel	camel-azure-storage-blob	3.14.4		91f50cc0b05af72e1c3bbe6527b052cbb1741f27
org.apache.camel	camel-azure-storage-blob	3.14.5		c9430b474856262ee47de130c9ece678da19a333
org.apache.camel	camel-azure-storage-blob	3.14.6		c8df117fd7efa08932fc3f499d9c383b05b6841f
org.apache.camel	camel-azure-storage-blob	3.14.7		3752d8b1955b5a362d5a620bfd5d544ea566253d
org.apache.camel	camel-azure-storage-blob	3.14.8		42186f809d4bea0cadca00f834f515b50402fae4
org.apache.camel	camel-azure-storage-blob	3.14.9		84c578776a566bc29c3ea09ebc02a22d4985927a
org.apache.camel	camel-azure-storage-blob	3.15.0		454c56fb9a1b705d7eeed5f5f74821e50c69c884
org.apache.camel	camel-azure-storage-blob	3.16.0		5192e62b3b907c109c98e982d70dd6c7dcf63dc1
org.apache.camel	camel-azure-storage-blob	3.17.0		5fc97b78a9f90c86e5da548912af52b318266efa
org.apache.camel	camel-azure-storage-blob	3.18.0		b5f1cb998373573b63a87289b47a41fc788d2328
org.apache.camel	camel-azure-storage-blob	3.18.1		644fe5921b8107b79b39a6ce3267bbb3ca42f8e9
org.apache.camel	camel-azure-storage-blob	3.18.2		d79382a6cf8ef29e4ee05a15c93c278f4c0d808f
org.apache.camel	camel-azure-storage-blob	3.18.3		8e5e347a892c1e4a9cc957498e65eb7d03aa4ed5
org.apache.camel	camel-azure-storage-blob	3.18.4		32225758bb08eff16e25d1133e8dcba054655be9
org.apache.camel	camel-azure-storage-blob	3.18.5		00681f3d7dfd2a6728f322a57bb26686706a862e
org.apache.camel	camel-azure-storage-blob	3.18.6		b85574d73d7eb5ba8127cf281b1d91eb893165d9
org.apache.camel	camel-azure-storage-blob	3.18.7		ee226adb1c41e64da69287d9d3a39c73e14a3fda
org.apache.camel	camel-azure-storage-blob	3.18.8		70cea97d4f2ef6568987c3c4603fe2aeef5e987e
org.apache.camel	camel-azure-storage-blob	3.19.0		5849fe3b816f7569dd83a9199276040779d796e8
org.apache.camel	camel-azure-storage-blob	3.20.0		0d36a6f55c14be280cd2a7dc54925cf1853997fe
org.apache.camel	camel-azure-storage-blob	3.20.1		774f8509fa3441a82e6eae751b088a9ddcb796c9
org.apache.camel	camel-azure-storage-blob	3.20.2		71d10627bd16f7ff7d8bc045c5770d3bd61c7d02
org.apache.camel	camel-azure-storage-blob	3.20.3		502946f623b43f0b75d5275c1b39b625b1cbf4c7
org.apache.camel	camel-azure-storage-blob	3.20.4		4db7f95cddbf147ac380ff1815756d4f84cdc1ac
org.apache.camel	camel-azure-storage-blob	3.20.5		2e1301a61195ece541ba4e9c9c25eb8a6dcf738b
org.apache.camel	camel-azure-storage-blob	3.20.6		c44e6c37b5f6f295107389004166631fe094c071
org.apache.camel	camel-azure-storage-blob	3.20.7		a5f03d9030e3d69203f0cf5decd7921ad5f6a3d3
org.apache.camel	camel-azure-storage-blob	3.20.8		167b9caebe89b0c6dda5f0c9e84f66353d8e67a4
org.apache.camel	camel-azure-storage-blob	3.20.9		f0ea8ad933aa26b4ff69a439c494b0fad067ae60
org.apache.camel	camel-azure-storage-blob	3.21.0		ae3f8da930265f19362ff6461d4b7c5ff582a43d
org.apache.camel	camel-azure-storage-blob	3.21.1		18d21b0a290d040fe6eb58fd2e24245638d1d2e2
org.apache.camel	camel-azure-storage-blob	3.21.2		83df1032f48843de70f572da6e137d846baef0ed
org.apache.camel	camel-azure-storage-blob	3.21.3		2d6d14e47e9431fd498a5cf6facaf1ebf114bb07
org.apache.camel	camel-azure-storage-blob	3.21.4		35c770c4b724792bf72e2441eebf643644232897
org.apache.camel	camel-azure-storage-blob	3.21.5		1b0983e9da87a9eddfe8e151d20b8fd0286385ea
org.apache.camel	camel-azure-storage-blob	3.22.0		d2e8a34f3e14c3891666fcd8eba871ee244b60d6
org.apache.camel	camel-azure-storage-blob	3.22.1		b39692f5e1e40e3e8630d6a59f0d2fdc84a1dfc8
org.apache.camel	camel-azure-storage-blob	3.22.2		0fd6d15d1c6276c4a8c104c436c2dd3289f255fa
org.apache.camel	camel-azure-storage-blob	3.22.3		3870b70faf4bc3738742bf12acc16207e7921a08
org.apache.camel	camel-azure-storage-blob	3.22.4		1925a5b056e35166fdfee4b5e466ce6d7392fb72
org.apache.camel	camel-azure-storage-blob	3.3.0		01ec32dc1e3fdabcc0e166e48a00b921e69c8b33
org.apache.camel	camel-azure-storage-blob	3.4.0		d8f8c77589dbb97962a6ed35594ab04352022715
org.apache.camel	camel-azure-storage-blob	3.4.1		de73728c48edbbf1c522f7a75fe76b784d618cb1
org.apache.camel	camel-azure-storage-blob	3.4.2		3128bc8a19634e9880721af14aee390320c7e457
org.apache.camel	camel-azure-storage-blob	3.4.3		31d1864f6120c21d17424689ab25eb877a740baa
org.apache.camel	camel-azure-storage-blob	3.4.4		d6a665d61ab1adc6c28356c70871e8f8660df26e
org.apache.camel	camel-azure-storage-blob	3.4.5		47967aa26e3a2ed192899af914705c1b7100dc46
org.apache.camel	camel-azure-storage-blob	3.4.6		ae89d62aff36a7a92c6e16173bd292399a6da4df
org.apache.camel	camel-azure-storage-blob	3.5.0		bad6e76531561344787fe4ccd077681a293a6c50
org.apache.camel	camel-azure-storage-blob	3.6.0		c99a062a8fec7e6afe0342e274fb2d80d5b194dd
org.apache.camel	camel-azure-storage-blob	3.7.0		cbbde4bbe6de87e3533d79dfff10acfc705e1f1a
org.apache.camel	camel-azure-storage-blob	3.7.1		a9e7e4ff60d47e3eb4a36d746a9400cea43c2204
org.apache.camel	camel-azure-storage-blob	3.7.2		8bf56cf96bf8d8e0b0ef65ef754806ab6f3c3c40
org.apache.camel	camel-azure-storage-blob	3.7.3		5a66a72fcba7d6afe63aa7ed4359bf54c9ed7c27
org.apache.camel	camel-azure-storage-blob	3.7.4		0e3477fbde0aac06a8fddf3c29eb318ccd5525d1
org.apache.camel	camel-azure-storage-blob	3.7.5		f86595f884e08b89c25097d3274861a1e6ef7e54
org.apache.camel	camel-azure-storage-blob	3.7.6		e423f24041e1b453d81d5d26be0357cb506268eb
org.apache.camel	camel-azure-storage-blob	3.7.7		69cece0524d6d04b3536896bc1d267f3cd6ff12f
org.apache.camel	camel-azure-storage-blob	3.8.0		5b216f44866751a3f539be0ef77237811e9ed142
org.apache.camel	camel-azure-storage-blob	3.9.0		0cb1e4f908ff2e32c5d9b4dd520372ac2352ef88
org.apache.camel	camel-azure-storage-blob	4.0.0		97826f31c5171f6601dc246bc6a341dd50afd1c9
org.apache.camel	camel-azure-storage-blob	4.0.0-M1		6407b6542de39db00eac8fa21a58f022920b6fb4
org.apache.camel	camel-azure-storage-blob	4.0.0-M2		a7e6a85d72994b342adc783007264ed4372171fd
org.apache.camel	camel-azure-storage-blob	4.0.0-M3		a426ee9bd9a614f40921f9ce425ec699423be73f
org.apache.camel	camel-azure-storage-blob	4.0.0-RC1		1bb2ed84715b4ae7f394f80edd6eb7291cd953cc
org.apache.camel	camel-azure-storage-blob	4.0.0-RC2		1e5ba03c2bb29d8a20facab6d219376f82d32e03
org.apache.camel	camel-azure-storage-blob	4.0.1		89520c8123eccb3cbb63d645fff2cbefbe238ec2
org.apache.camel	camel-azure-storage-blob	4.0.2		ba168cab33cc69fa439bbb93defcdca722871a00
org.apache.camel	camel-azure-storage-blob	4.0.3		406040191fff816deaa03f535a16dd1fc55d6634
org.apache.camel	camel-azure-storage-blob	4.0.4		7b8c6a54d41542c18646a56b7662bf6967ab3258
org.apache.camel	camel-azure-storage-blob	4.0.5		1bfbee145342a239306da7e2b1dd7762455a87dc
org.apache.camel	camel-azure-storage-blob	4.0.6		d943fca16e7350ea5a0b39de88e013318fefe63e
org.apache.camel	camel-azure-storage-blob	4.1.0		caecb979181adcfb895848fc4d6966cfb29f2c46
org.apache.camel	camel-azure-storage-blob	4.10.0		069d608d40a9e9cf23a3e4c820f2f1872fd6fa83
org.apache.camel	camel-azure-storage-blob	4.10.1		0b845d520df54628406207004bb3fce13df22383
org.apache.camel	camel-azure-storage-blob	4.10.2		43a5bd8e31ec7dccb09a45600e9e295432000f43
org.apache.camel	camel-azure-storage-blob	4.10.3		f024d00946cd26c74953481849df9702c945fa6f
org.apache.camel	camel-azure-storage-blob	4.10.4		3482f580236da5f9b18d5ff03c3257fe69c13fb7
org.apache.camel	camel-azure-storage-blob	4.11.0		4e94c49378153a5e26a57bdb275b5efab45d5b4b
org.apache.camel	camel-azure-storage-blob	4.2.0		ee5ef7d23725529bb6241cece8a0dd7e31d14629
org.apache.camel	camel-azure-storage-blob	4.3.0		a8d84fbf82db51d411ea8c404f9c6d52d3f5d0c1
org.apache.camel	camel-azure-storage-blob	4.4.0		820f5c830c135c7b701c7cbc22c01469ec61560e
org.apache.camel	camel-azure-storage-blob	4.4.1		8e6ef2b0b1435f4afd5340b8d85ed5c28a0cf4c8
org.apache.camel	camel-azure-storage-blob	4.4.2		98e875706533dcbe2f28bac47e3d67fcebb32a8b
org.apache.camel	camel-azure-storage-blob	4.4.3		8151d1e7129ea729dfffc17bd0ab394ae547c111
org.apache.camel	camel-azure-storage-blob	4.4.4		66289eb7ec9ec89dc5a4324ac20373fcd91e0f44
org.apache.camel	camel-azure-storage-blob	4.4.5		a8eaf306c26da076060c4f915bea357e8ff1ceb5
org.apache.camel	camel-azure-storage-blob	4.5.0		9985b755c2eb170bfd336c5d5491d2d966622444
org.apache.camel	camel-azure-storage-blob	4.6.0		28339ee4e6eee290dd0e62b1bebdfbb4c263a605
org.apache.camel	camel-azure-storage-blob	4.7.0		c9335cb8e06a1a8b1e206bffd89bc37ecfde49f5
org.apache.camel	camel-azure-storage-blob	4.8.0		c2eed5069f6ed62dd6b4552c02b3783c9c8e3257
org.apache.camel	camel-azure-storage-blob	4.8.1		0d00942c3235893c364599596f62c8747f2129e3
org.apache.camel	camel-azure-storage-blob	4.8.2		827f2f99137115dfaeac727fd277acd1f0313322
org.apache.camel	camel-azure-storage-blob	4.8.3		e6fd51fd40ed86d3b7843bf1a63142e86c9d5a8e
org.apache.camel	camel-azure-storage-blob	4.8.4		e79181db09557699d84f9839c2fcfb3535c39f42
org.apache.camel	camel-azure-storage-blob	4.8.5		c54d82b315c40265eed152043d302e8ec9a4202d
org.apache.camel	camel-azure-storage-blob	4.8.6		7d86044d571207b3af0dfcd12c8e56095fa3658a
org.apache.camel	camel-azure-storage-blob	4.9.0		d624314d9d2aec86ac96886910a5a78443aefeb7
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.config	2.2.10		2a7699942bc0d3e50e88eda8355013009b02a7a5
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.config	2.2.11		9d7e7b1b5fa3248c1bb01e9cb230bf91cb3770a8
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.config	2.2.4		6e9902c18992ce9b7b4b1b379f7ac182d622292a
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.config	2.2.5		ef204e85bcf3b9af62c0880f90d67f5af5be4f8f
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.config	2.2.6		79746c59dc0baf0e314fecc7ec30037e6652218d
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.config	2.2.7		8b66238057272238cb51ca4603fddd6e92d7ac04
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.config	2.2.8		cc24b9dbd7e68cb730c280edb4fe865b53a4b97a
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.config	2.2.9		544ea8c142326aeed4153a64bedf5492b0c9d9c7
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.config	2.3.0		f5189cabf2c96367f4c75bc16d44e2ad0d609bed
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.config	2.3.1		353124079cd7490d08a09a35bf37ad5075fd8b51
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.config	2.3.10		3cc59da174a0291ad6e89e92c9d49b66b77c694e
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.config	2.3.11		8acc89ad5307a5c5ec410c8d3eea200c9bc3d934
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.config	2.3.12		e833c62d3e8fb9d780fcb1ba666484aaeedec6a7
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.config	2.3.2		9509c2aa9491ea679a3a86e4707c6e265cbcee60
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.config	2.3.3		3de63d9ea535ef08b9fba4146463534791b32eb5
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.config	2.3.4		b475f9659bec8c41cc2096552938ddc51ec8ffdd
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.config	2.3.5		38652fe1162766aac6be9e6eb5a4e43e519b2990
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.config	2.3.6		d241fd732853cfd49d3341c023000aec577a8a21
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.config	2.3.7		ddd806a59f44f1d91340d66bd2cbbc08841af03e
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.config	2.3.8		232eddcbf236690501da319a235c1bb0bf6c5237
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.config	2.3.9		05f014b55cd0bef39a210f70f05b70615f0d5c2b
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.config	2.4.0		830390b98a17d6fde70761491775d4e0556dabe7
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.config	2.4.1		fadbf44463d634f607d81b36a87707b2da8136aa
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.config	2.4.2		823bb2d663b803894b4e38e3e6ca3d23e4a5d80e
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.config	2.4.3		26bcc9821428fd834c66c562934cdaebf5d4dc25
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.config	2.4.4		f36ffe90a68ed65ae729dc7876c2940667de7bfe
org.apache.seatunnel	seatunnel-transform-spark-split	2.1.0		6a34b2560dd157f981cf64bd55e62aab2b7d405b
org.apache.seatunnel	seatunnel-transform-spark-split	2.1.1		8d16ad70ba22bb36296be4285e22b1ec80287f5e
org.apache.seatunnel	seatunnel-transform-spark-split	2.1.2		a19307af481a860f2c0cba0b142daa4095044632
org.apache.seatunnel	seatunnel-transform-spark-split	2.1.3		8fe3fdb8762d0a6833a6e2a743eb4b580ae9c247
org.apache.seatunnel	seatunnel-transform-spark-split	2.2.0-beta		7fa2110e44157833c778edf9f3e5dcff1db9f485
org.apache.seatunnel	seatunnel-transform-spark-split	2.3.0		71b909227b48a457afe2bf3f33a5c9dcadb7b3ba
org.apache.seatunnel	seatunnel-transform-spark-split	2.3.0-beta		edb79259c65957c9cae0f0efe0c928857fb89485
org.apache.xbean	xbean-reflect	2.2		0d5b1a7dcb44e3ecfc6d89c3ac49916e2d6d3f63
org.apache.xbean	xbean-reflect	2.3		bc2aef3282d8d56156dbb6fdf138648db6c04d47
org.apache.xbean	xbean-reflect	2.4		7058d8ff980ef44c5d989b13951ef78bcbfe90cb
org.apache.xbean	xbean-reflect	2.5		ed47d5afcffcc44143163d024edde5c16dbcfdba
org.apache.xbean	xbean-reflect	2.6		d2a8c9c29732b5b7a7a0b14edacd1840fa9ba72a
org.apache.xbean	xbean-reflect	2.7		a7b0b4149e15a7b4e2d6b28ef89f502b5d2fdc2a
org.apache.xbean	xbean-reflect	2.8		2bb8149f5a99c12ca81b1767cd4a3cfe329420dc
org.apache.xbean	xbean-reflect	3.0		5010b62f782311635e5dbe477ee9bd62804d756e
org.apache.xbean	xbean-reflect	3.0.1		0d985344b11925ee163a29e721a420681ac460ef
org.apache.xbean	xbean-reflect	3.1		b2fb5be2e584062e33d5859f77c2ff6eb319a03e
org.apache.xbean	xbean-reflect	3.10		d5ad51341eae62d511f5b014855b90f5fcd75239
org.apache.xbean	xbean-reflect	3.11		e793c2637e756442b52efcdd6acf5344ead08908
org.apache.xbean	xbean-reflect	3.11.1		be2d5128bb4dc55d8a3b4b022e5156e07587b3da
org.apache.xbean	xbean-reflect	3.12		5e77db74f7c8411a95743243e838e9f7d1049fc1
