app.softwork.serviceloader	runtime-wasm-wasi	0.0.15		N/A
org.smartboot.servlet	smart-servlet-spring-boot-starter	1.1		ae5fe9d84ecbd49f20bd9ba170d56002108fcc8b
org.smartboot.servlet	smart-servlet-spring-boot-starter	1.2		31615c521bba8df33967349eeb1589ca9c34b9f0
org.smartboot.servlet	smart-servlet-spring-boot-starter	1.3		865d4a248ea186d37550192405f174eef0cd3c2e
org.smartboot.servlet	smart-servlet-spring-boot-starter	1.4		91b2913c38fb148b1267b8bda82a845bbf39c3bc
org.smartboot.servlet	smart-servlet-spring-boot-starter	1.5		25eff7ec27f9efbdcc62c40e7fa6da4766b25619
org.sonarsource.orchestrator	orchestrator-maven-plugin	3.10		12fdaac7b769a47329386763e548d550b74c58e9
org.sonarsource.orchestrator	orchestrator-maven-plugin	3.10.1		be7cec3f5cec2dd2aa4224db76e64e8b941365e1
org.sonarsource.orchestrator	orchestrator-maven-plugin	3.11		9e63a9a782c93c1b7d35cfc5cae3ef10eddbbd58
org.sonarsource.orchestrator	orchestrator-maven-plugin	3.12		44b427e44e076cf306add769b14b786eb4175c26
org.sonarsource.orchestrator	orchestrator-maven-plugin	3.13		cee80695bbaef3a17e255247c2a29e30ba8cee0f
org.sonarsource.orchestrator	orchestrator-maven-plugin	3.14.0.887		bbb1575755b2f394e5609396d6ccb3ddbac5ad8f
org.sonarsource.orchestrator	orchestrator-maven-plugin	3.15.0.1256		5bce045612fb20f865de702b0dd5e9e3cbe4d6d0
org.sonarsource.orchestrator	orchestrator-maven-plugin	3.15.1.1274		d60d5bcff7bfe61854a0eeabbc215c24cf5ae571
org.sonarsource.orchestrator	orchestrator-maven-plugin	3.15.2.1322		da4abd6e10053c437d2c1117306c0c9bf8c21280
org.sonarsource.orchestrator	orchestrator-maven-plugin	3.4.1		6c7e1c5afd5f44aa4a5546f0479367e91cd42f9d
org.sonarsource.orchestrator	orchestrator-maven-plugin	3.5		3c9b04cf79db5f49cc115e9ec8e2952556560c98
org.sonarsource.orchestrator	orchestrator-maven-plugin	3.6		f5277c29b4be6d63ecf11e54e9f528df4dc660ce
org.sonarsource.orchestrator	orchestrator-maven-plugin	3.7		6e7f242e80d9a29f515c94f6a84ce65d04c948dd
org.sonarsource.orchestrator	orchestrator-maven-plugin	3.8		16de0be9c2fbd11bd15bb1ef16debf8f5ab1f80c
org.sonarsource.orchestrator	orchestrator-maven-plugin	3.9		1a6b84731154a7562cad17f467a074182a36eb9b
org.webjars.npm	micromark-factory-destination	1.0.0		25341f56b57cc482f551cec2e78fe8e77895c39d
org.webjars.npm	micromark-factory-destination	1.1.0		66425ebf06d7c558733d0ba581f19d2150d99c01
org.webjars.npm	micromark-factory-destination	2.0.1		3c97b5844715842676a29a426b857df4063b5cd2
org.webjars.npm	uuid	10.0.0		63fe67cbba33958740c1a75574dc59bab81f8e9a
org.webjars.npm	uuid	11.0.2		1d14d78bf79e60947fb7d7770a375d7e46cec490
org.webjars.npm	uuid	2.0.2		95a172c6f14df6556b7e15f6f61aa6048ca83950
org.webjars.npm	uuid	2.0.3		a4cc4892a9fb25c196e39310d943009908878251
org.webjars.npm	uuid	3.0.0		41a2daf2f18aef2d3ba4f1aeb9c4bc750c55e1c8
org.webjars.npm	uuid	3.0.1		d9c066ac2433aafc9f5a090b1089369ea413d4d2
org.webjars.npm	uuid	3.1.0		140294ce004ce09e24d66141470acaa1a62e59ec
org.webjars.npm	uuid	3.2.1		466d8974ca56fc927441bb6b65f7973d25f5fab0
org.webjars.npm	uuid	3.3.0		1fe0dfce7c6efd5238996c4dff561154831ea621
org.webjars.npm	uuid	3.3.2		29bce7268b8f19e9fd335500d923227e36262f23
org.webjars.npm	uuid	3.3.3		8515adc8e3992a9b95a11afa9ba522c81280391f
org.webjars.npm	uuid	3.4.0		f742d481d752a4443f449719c639f48d4a4117c0
org.webjars.npm	uuid	7.0.2		66cffc1bd9d8ed96f57aaecb8636f3b5c1c86954
org.webjars.npm	uuid	8.0.0		c74508a64fb850a7889e7c2d81449945cedf3edb
org.webjars.npm	uuid	8.0.0-beta.0		4a515b6ba76a75b5e5a4f73a7be49595107e0109
org.webjars.npm	uuid	8.3.0-beta.0		d4d12767cfe4a90c0a4ad9b65e5f901a880d92fd
org.webjars.npm	uuid	8.3.1		4f47348ca200eb510c7cac959b83861bb6578a8a
org.webjars.npm	uuid	8.3.2		2e61ce724b460bd776f692776e80f0c3f4020558
org.webjars.npm	uuid	9.0.0		3b532d1798b7d7a2496b5c98a92e7134c95cdef3
org.webjars.npm	uuid	9.0.0-beta.0		57d6cff324d986a11696cbd7b55b2819aba0fb4a
org.webjars.npm	uuid	9.0.1		02771de5aed47283eeec44c2163e270d6e73d4ae
org.webjars.npm	vuex-map-fields	1.4.0		c1508834adf83fdaf9df024e9a850c169940b102
org.webjars.npm	whatwg-node__fetch	0.10.7		59b928bfbbce06448499278fca960572cd743c81
pl.touk.nussknacker	nussknacker-test-util_2.11	0.0.12		00e205cec1af7f7facd5973b89980fbc4e87b0dc
pl.touk.nussknacker	nussknacker-test-util_2.11	0.1.0		dc7bd35c9af0f9baad06d2aed10cf729c42b8616
pl.touk.nussknacker	nussknacker-test-util_2.11	0.1.1		d10a076fd597315dee875e94da0d5ff5942aaac7
pl.touk.nussknacker	nussknacker-test-util_2.11	0.1.2		65c252b107cc2b698b110c041bb6a4f65813d7cd
pl.touk.nussknacker	nussknacker-test-util_2.11	0.2.0		f7f0ae4dfbb9b0c26bd7edfbbc42efc8a6612508
pl.touk.nussknacker	nussknacker-test-util_2.11	0.2.1		57ca0c9fcf15c04aa8e918065d0a3632dd8e5eff
pl.touk.nussknacker	nussknacker-test-util_2.11	0.2.2		fc1bff160b765f8736938c884c085f7ba3280d2e
pl.touk.nussknacker	nussknacker-test-util_2.11	0.3.0		e790838ce7e9071be1be6e411053ca5fd10a5682
pl.touk.nussknacker	nussknacker-test-util_2.11	0.4.0		460e76fb6eca246c023fc0d02653616b712442d0
pl.touk.nussknacker	nussknacker-test-util_2.11	0.4.0-RC1		352c9365480dfd4e0403868431192474b3295dd5
pl.touk.nussknacker	nussknacker-test-util_2.11	0.4.1		4963416a6402efa6b148e02273e080b2c3cc6aa7
pl.touk.nussknacker	nussknacker-test-util_2.11	0.4.2		307ee49fecc5b606270ce2449e9d8355b055c3f3
pl.touk.nussknacker	nussknacker-test-util_2.11	0.4.3		2ef3c27022064ef57136489ffd67f54f0cf07014
software.amazon.awssdk	iotwireless	2.15.47		9ef322a47a8d9ea0b8c0e6cd5387a593a022f4ae
software.amazon.awssdk	iotwireless	2.15.48		67c6b74957dc1a508fc9735eb17aee33d16f286b
software.amazon.awssdk	iotwireless	2.15.49		1df4c289599bd45fc784572b3fcaaa4d59639e35
software.amazon.awssdk	iotwireless	2.15.50		cfec02553a6493efe019fde120461d953a4bfd07
software.amazon.awssdk	iotwireless	2.15.51		039753cdf4b85c990732c5e476ddfcebb5b25a7b
software.amazon.awssdk	iotwireless	2.15.52		2989202e068844ed4c2b6b675eb7615021c662b4
software.amazon.awssdk	iotwireless	2.15.53		ff713235e29ccc1cd3de61d03912ce7cca7339a0
software.amazon.awssdk	iotwireless	2.15.54		70856d785cece130184dee1369739e218e723b56
software.amazon.awssdk	iotwireless	2.15.55		e44b11710ca13a73d379338ad935ca1afff0500d
software.amazon.awssdk	iotwireless	2.15.56		4b6bf9408c288ec5f0ff6b65dd80d83733ca5612
software.amazon.awssdk	iotwireless	2.15.57		1058b9cb78d2f380db8a6c50047f5a1397372a4a
software.amazon.awssdk	iotwireless	2.15.58		f491800b81f6945e4ed38fda4c59d1e365890c49
software.amazon.awssdk	iotwireless	2.15.59		9c80956675fa0fa4196060abcf7586bfbeb89c77
software.amazon.awssdk	iotwireless	2.15.60		3e2c9473de343e4feb6e7f30e4afbd7ae936783f
software.amazon.awssdk	iotwireless	2.15.61		99de07bd0d8e73ed8669b5456093c77469eb44a0
software.amazon.awssdk	iotwireless	2.15.62		d96eb4e269fb2d2fccb62d0ac8551b7247cade70
software.amazon.awssdk	iotwireless	2.15.63		1ba2de78278563f7240fc4e2430aa5ec48ec1aa0
software.amazon.awssdk	iotwireless	2.15.64		6b009379a4e2e3a29299cdd685e0a8ee68e14345
software.amazon.awssdk	iotwireless	2.15.65		f3dbba9fa7d438f6bc8ec04abc34456f13ff9087
software.amazon.awssdk	iotwireless	2.15.66		06dcb59bfd12113e36b47106f70094a4a9e0dfa6
software.amazon.awssdk	iotwireless	2.15.67		3dd836ff7b16666f94bbf429bc8ae7b8c513576d
software.amazon.awssdk	iotwireless	2.15.68		7fcbc6b198861152ffac272ec97c63e274d72f22
software.amazon.awssdk	iotwireless	2.15.69		612b876b015ddad1f70c8f9535f972a2b85f71e4
software.amazon.awssdk	iotwireless	2.15.70		04feed98836ff733291d910e52f8641a1ebd3a88
software.amazon.awssdk	iotwireless	2.15.71		a1a3a648b1420d8ed0d9fbe9b6be0a63d413f607
software.amazon.awssdk	iotwireless	2.15.72		4fd57523be826d459f315f8d3e30f5161a566ccc
software.amazon.awssdk	iotwireless	2.15.73		66b1d6670c65ce6ccc4e97b6a6f42e48674ac16a
software.amazon.awssdk	iotwireless	2.15.74		30bc19bfd87cae9210ee9c0d262d48ab24e2d553
software.amazon.awssdk	iotwireless	2.15.75		32976e857a3c0e9299309571f2b166f249131a5b
software.amazon.awssdk	iotwireless	2.15.76		4bbc722a16bef29baf3f668ffa35efab54c39380
software.amazon.awssdk	iotwireless	2.15.77		beb6952b1ec9161b9190c6f372beab215a9c5b8e
software.amazon.awssdk	iotwireless	2.15.78		7049184631437e9ab397a3b068f44f3be76ec1d4
software.amazon.awssdk	iotwireless	2.15.79		787cd623a351b309f4da7376827ba7dbdd18d72b
software.amazon.awssdk	iotwireless	2.15.80		ae65a513943fc688de808cda7c3704a5b65ef44e
software.amazon.awssdk	iotwireless	2.15.81		69fa3b17af0a1f8568227d717c6376d4a058cb95
software.amazon.awssdk	iotwireless	2.15.82		80bccf3f6027b364b8dae54b2c6db4b6d0669a9b
software.amazon.awssdk	iotwireless	2.16.0		6770306be0cdd8492dfb1c28836439c00739dcf4
software.amazon.awssdk	iotwireless	2.16.1		22f5328de68944823607a7d2f7d49c9cbc6de2a3
software.amazon.awssdk	iotwireless	2.16.10		2026e824e4e01214a019cf7581b8c625bdef5f08
software.amazon.awssdk	iotwireless	2.16.100		e2a4a78e4293d0be6090b58fe8a6d5451858b71c
software.amazon.awssdk	iotwireless	2.16.101		59d8c84af0029f66af6956216b1491dcc0ab0b2d
software.amazon.awssdk	iotwireless	2.16.102		2c4a22384a00c022cb4fe00ff58e79a5a5a3864d
software.amazon.awssdk	iotwireless	2.16.103		33e1f2c24878300e612684fb743d869d08272f83
software.amazon.awssdk	iotwireless	2.16.104		5950fbeb7b82efad040e2d9c9c3634b9d97d5567
software.amazon.awssdk	iotwireless	2.16.11		1fff0cbc9838691454f416f2925cdbed9a400d7d
software.amazon.awssdk	iotwireless	2.16.12		4dd595aade2202e61020d93ac18e7e3854413d81
software.amazon.awssdk	iotwireless	2.16.13		300285fd83946ff2df30ef595880c286a7520996
software.amazon.awssdk	iotwireless	2.16.14		6380c8162991ae04ac59271fd736adb8d87fe2bb
software.amazon.awssdk	iotwireless	2.16.15		a885abca44ffa8cb0279b64d9f30bd48c13cc5d5
software.amazon.awssdk	iotwireless	2.16.16		3750330015fb8a3d3b7bf04a43bf1a6d1c0924ad
software.amazon.awssdk	iotwireless	2.16.17		16a8f1ed926952e105082aa72c52e11aea7efec4
software.amazon.awssdk	iotwireless	2.16.18		4c5f18dc94663bafd6db1a1a26a5d4591bfaeda8
software.amazon.awssdk	iotwireless	2.16.19		0dc48b310515bd7bac93f48d5a6e9925e868423c
software.amazon.awssdk	iotwireless	2.16.2		d55755ff7a69c6edd4ce9b06e6ec0f2d2ff0f548
software.amazon.awssdk	iotwireless	2.16.20		5eabec6359dd9055f3f10bb3d6250dadaf082b12
software.amazon.awssdk	iotwireless	2.16.21		63ad8ffe8df9a44768a9eb9bc4298fba06e29cab
software.amazon.awssdk	iotwireless	2.16.22		75b0d7baf8062866ff460ccc5924592c928cf24b
software.amazon.awssdk	iotwireless	2.16.23		2ad049eea8446c9df64d32b71dc3d7a14f3c7e50
software.amazon.awssdk	iotwireless	2.16.24		8dab1215495888093d34d499d18778909be1b179
software.amazon.awssdk	iotwireless	2.16.25		d8c6698db727179a9c1ab63dd31bc510c8870749
software.amazon.awssdk	iotwireless	2.16.26		43ce40f1172991a5b64bb152e2b704e824e5e6e5
software.amazon.awssdk	iotwireless	2.16.27		3557790465c504ecb64291c7940d71ac1f8663f3
software.amazon.awssdk	iotwireless	2.16.28		768c3d7a0375e102c1c8393c33a95f88f430ebf7
software.amazon.awssdk	iotwireless	2.16.29		734217500f42d6a488a483c4666fc542f352f620
software.amazon.awssdk	iotwireless	2.16.3		0dec0538605e93dd86bbefc783c6f3e32cbc7d55
software.amazon.awssdk	iotwireless	2.16.30		eaea8700f4d0e6ba5d0e49e4f1df9b672e491502
software.amazon.awssdk	iotwireless	2.16.31		c1b5fb608bf4bc18becf1dca634531e330b8b070
software.amazon.awssdk	iotwireless	2.16.32		58b00c7fe40f3bd8cc2a895ccd021be19b36b1c5
software.amazon.awssdk	iotwireless	2.16.33		4a3fb6664f24e02d5297d18729e7b819c643be5e
software.amazon.awssdk	iotwireless	2.16.34		5c3b7f80ab31b6b82bbe4f5037f736b9a8e6cb74
software.amazon.awssdk	iotwireless	2.16.35		121ada6851c00c9fa6fcfcb8fd4c76650e9684d1
software.amazon.awssdk	iotwireless	2.16.36		8f711ee62314c9cb93da3a007ecb93a348c560fc
software.amazon.awssdk	iotwireless	2.16.37		e349ec831d69ad3354e4cf98bb7815788fd73430
software.amazon.awssdk	iotwireless	2.16.38		8ce98728bc371534660e8cd5b808344f3b9acf04
software.amazon.awssdk	iotwireless	2.16.39		173a9e41e4560d9e0e5a76a4555d652f73c08e1f
software.amazon.awssdk	iotwireless	2.16.4		f69a789bc72a7e92b26f5514ffb1445f9f294c76
software.amazon.awssdk	iotwireless	2.16.40		b945309a4802750be6cf044a2d9a95a2269dbf27
software.amazon.awssdk	iotwireless	2.16.41		c4052e529d74fb1eddd7f83ef3ce0a3fcfc3e56a
software.amazon.awssdk	iotwireless	2.16.42		d12b56d9a708bc875a31c7163d8886486c8f5808
software.amazon.awssdk	iotwireless	2.16.43		0f2f23adcf8b344d7fef513b3389fb913f68ca80
software.amazon.awssdk	iotwireless	2.16.44		3b067fd43f8b746af6b880ff69ad52323cbcd18c
software.amazon.awssdk	iotwireless	2.16.45		deb1708ab0fe2e2fd19b0d0a1f7b0c6ce7924f49
software.amazon.awssdk	iotwireless	2.16.46		16b4c1423b0e64fac1c1964f850133f711af54a7
software.amazon.awssdk	iotwireless	2.16.47		dcf63c3cb9a060a48c502ee0d9eae85ebb61154b
software.amazon.awssdk	iotwireless	2.16.48		45dc0af182c8d18fd5ac56b8b28027c43aee2c65
software.amazon.awssdk	iotwireless	2.16.49		fea8eefe1748c3fb4a612ecd1999dbdac99a1ee6
software.amazon.awssdk	iotwireless	2.16.5		a33d8fdccf9caa20e966e9a9f8d158402b6c59fe
software.amazon.awssdk	iotwireless	2.16.50		5dbb598e217426b0c4759238c28e64480d650ce7
software.amazon.awssdk	iotwireless	2.16.51		4f80ff6dc3498207d339969b12b1e2e7284b7b2a
software.amazon.awssdk	iotwireless	2.16.52		43e242d8305f83ebc04d72750a4de01e0b409a81
software.amazon.awssdk	iotwireless	2.16.53		e3dedc01c984f6d632eb8d43248786c669e5c485
software.amazon.awssdk	iotwireless	2.16.54		4e627b815c0a3ef37aef81ee12bfd2a08a96d128
software.amazon.awssdk	iotwireless	2.16.55		ee9d9f85da5de92052dcb5cfab1ea7c1f802f338
software.amazon.awssdk	iotwireless	2.16.56		a00873248981bb7d69a4112aa9f94b21c8a25c73
software.amazon.awssdk	iotwireless	2.16.57		1ce8da29e0a0ea907364cd9724301f2456adccef
software.amazon.awssdk	iotwireless	2.16.58		128d7713a5640759fddea6bad3dce7d4c0209ec2
software.amazon.awssdk	iotwireless	2.16.59		16c7788d53591c05827d546b7c8cda894bfc7edb
software.amazon.awssdk	iotwireless	2.16.6		11b7ef10e632d9c19024faa7b0b382f89198fb40
software.amazon.awssdk	iotwireless	2.16.60		f43eea14e50714faeba09c16e0c3b8d6e7b3b927
software.amazon.awssdk	iotwireless	2.16.61		bfa9c204a01f08f4f1e6c65c98882823c5542f8e
software.amazon.awssdk	iotwireless	2.16.62		dbd4c2a05a77335983ac46afe3a6774828c102a3
software.amazon.awssdk	iotwireless	2.16.63		4c0658970fd557afd2d385da0099c429cba399a0
software.amazon.awssdk	iotwireless	2.16.64		86fc677addd3397432f4c7e5be2ec082a6dca145
software.amazon.awssdk	iotwireless	2.16.65		3a50aeced1d5bf9054317fef9b99e0f64a75e683
software.amazon.awssdk	iotwireless	2.16.66		7d23520b02771a09464b76042a063ec052995c85
software.amazon.awssdk	iotwireless	2.16.67		8a3817a4bf8fd20c446492bf2de9cc9a06700ba1
software.amazon.awssdk	iotwireless	2.16.68		bd500bc164ddbeee76fc1be300f3d8e82b8120a3
software.amazon.awssdk	iotwireless	2.16.69		b6649cdfa46f63d5c8dc93bccea0382e103d7cf5
software.amazon.awssdk	iotwireless	2.16.7		19bd13dc0b97df159d864dd14021fbe8b458490b
software.amazon.awssdk	iotwireless	2.16.70		083a0917e38aa888f2ed585461ed03e0e2f582ab
software.amazon.awssdk	iotwireless	2.16.71		978e5df380627516a048a2eee1a42a7eb7502e58
software.amazon.awssdk	iotwireless	2.16.72		ab3a351fd5398410650090b82597624eefda450e
software.amazon.awssdk	iotwireless	2.16.73		03c92b61a371e7c6c87e8f33fe6e42f04af46083
software.amazon.awssdk	iotwireless	2.16.74		32747ca3572ba69c29146e959d141cb2002a9700
software.amazon.awssdk	iotwireless	2.16.75		b16f266bc07ff7b42f36fb122a8cbee4a1e513b4
software.amazon.awssdk	iotwireless	2.16.76		ab94717bc3e649989fe8a8fbb62941d14c21f153
software.amazon.awssdk	iotwireless	2.16.77		f6ed05ebf4c5eee74282857d4a78db8189e80257
software.amazon.awssdk	iotwireless	2.16.78		d764c15c667f47889259fb1b87acb7ec8bc12724
software.amazon.awssdk	iotwireless	2.16.79		490db869e9c7cd81a3792f0c000bbcb55267f9db
software.amazon.awssdk	iotwireless	2.16.8		344ed0493e0674daaaf1fc800f7bb9e150bd28be
software.amazon.awssdk	iotwireless	2.16.80		d922d0e878f3fc980050445bd1371323a905b361
software.amazon.awssdk	iotwireless	2.16.81		017e0170dd432c71f06cbd5e3463803634e6a9df
software.amazon.awssdk	iotwireless	2.16.82		a33008621566c11977e39f1ee522940f9136f3f7
software.amazon.awssdk	iotwireless	2.16.83		c3f436b736d979a7f7cd564dffb8da1d9699969d
software.amazon.awssdk	iotwireless	2.16.84		6ec6df626f9a1f83efb1c31e78fa38a4130c14ff
software.amazon.awssdk	iotwireless	2.16.85		e8fdf0f49cb1735e9f6d8e9127898e7270a5eeaa
software.amazon.awssdk	iotwireless	2.16.86		22a069d9ab7f7786a52082713342e27405c5c8ba
software.amazon.awssdk	iotwireless	2.16.87		95a147db2265995a5bc98fc8d5811886ccbca30b
software.amazon.awssdk	iotwireless	2.16.88		91e305a7d40cb73be238510e46c0890d9025530b
software.amazon.awssdk	iotwireless	2.16.89		19d9ac13faf826f769fe16c74ecfa840816dc831
software.amazon.awssdk	iotwireless	2.16.9		1c3b1705cba785c10ecd5807a03c45c8c8a3ab91
software.amazon.awssdk	iotwireless	2.16.90		799444b9bd98ccd9af957d3d67972b083bca9875
software.amazon.awssdk	iotwireless	2.16.91		c2f1536f26d1288f00ad78cb860df016b0939de1
software.amazon.awssdk	iotwireless	2.16.92		2cfcff02139c124e1909c27bddff8b0afa0c0c99
software.amazon.awssdk	iotwireless	2.16.93		d558ba25d40335569b012cd8a8e2261c67da3172
software.amazon.awssdk	iotwireless	2.16.94		81320800abe1f988c3cb3266357be0280b4661e0
software.amazon.awssdk	iotwireless	2.16.95		754bfd2dc446fffa6edcc1477eea97e7093ae5a3
software.amazon.awssdk	iotwireless	2.16.96		3f5975da4bf5dde4e057db65e154e6c7b1041809
software.amazon.awssdk	iotwireless	2.16.97		e53363601e0c7bb83aa8e60f47910922c2100ae2
software.amazon.awssdk	iotwireless	2.16.98		c1c7625080550d4a19937622a1170f203036c0b5
software.amazon.awssdk	iotwireless	2.16.99		144361b3ac7093ec00bc3f12d96049d9690b5adc
software.amazon.awssdk	iotwireless	2.17.0		be2126ef4db678be771e8141997a4ed734ac018b
software.amazon.awssdk	iotwireless	2.17.1		a30f0ba991f78776c7b30b97ae8a9756427f9cdc
software.amazon.awssdk	iotwireless	2.17.10		64aabc6de868d69ff963fce76540d766bccb9244
software.amazon.awssdk	iotwireless	2.17.100		f208246499895d1219c27d86acba3ce35fff59bb
software.amazon.awssdk	iotwireless	2.17.101		fc632875823f4b2efcb972dd010e0dc044aa221b
software.amazon.awssdk	iotwireless	2.17.102		51620f5fb6ae64c8c237bd67a190ff01b87a8210
software.amazon.awssdk	iotwireless	2.17.103		94295d5fbb1c6b552b1a8c6bf6ed989cb2a4aae6
software.amazon.awssdk	iotwireless	2.17.104		655a44b607f18aaaea7a2ed5e597191bbadcf0ad
software.amazon.awssdk	iotwireless	2.17.105		d0cd3db220ab62fe8af4cfd802da616bdfa38385
software.amazon.awssdk	iotwireless	2.17.106		96b45d94e4a71d95162bdb15d5866311a52118db
software.amazon.awssdk	iotwireless	2.17.107		f0fe5b9cfa1bf549277e3fac7712f148546e2d4e
software.amazon.awssdk	iotwireless	2.17.108		148debbff9a3e0c79f1191ab11a6af15bfb234cf
software.amazon.awssdk	iotwireless	2.17.109		ce2d5992a60ac148ec35cc6fc26abdc3ca2c51d0
software.amazon.awssdk	iotwireless	2.17.11		53148645f6df2d347ab125da9204e53cdb88c3f3
software.amazon.awssdk	iotwireless	2.17.110		074c066e28936ae780bfc104015b4408576dd22f
software.amazon.awssdk	iotwireless	2.17.111		d9e8008489a4b25e8952ff11e362ed5706ddc762
software.amazon.awssdk	iotwireless	2.17.112		27de6fd34dee2b408a0db7aab63ecfc761d3d7b2
software.amazon.awssdk	iotwireless	2.17.113		db23fcc6576cd57b769b01daff418fa1d9613f01
software.amazon.awssdk	iotwireless	2.17.114		14c3a11a6fcc04237ecb9a34a9fb4d782ed321d8
software.amazon.awssdk	iotwireless	2.17.115		396b5faab16d85379b8125cdc8b49875584fc8c8
software.amazon.awssdk	iotwireless	2.17.116		689dcf31b303a2b52911bee47b2af457fd1de22e
software.amazon.awssdk	iotwireless	2.17.117		d2aa8b0bf615f802de81e878894fb43937c6534b
software.amazon.awssdk	iotwireless	2.17.118		feb8d888e40de39b841a61e8e544f1998aa9750b
software.amazon.awssdk	iotwireless	2.17.119		94360653deacbe3f1ab997fbc744c58b0d90ba3f
software.amazon.awssdk	iotwireless	2.17.12		0547752471337bdb2f0a84b309a0609020be785b
software.amazon.awssdk	iotwireless	2.17.120		e769cc659aab42e7e78e94822d64d3d4bdcd2279
software.amazon.awssdk	iotwireless	2.17.121		6af9306a9fd5b7b3d310d5eb51909ca275abf752
software.amazon.awssdk	iotwireless	2.17.122		1e26c6140585b3f75ae93d9218f55ec6d10536db
software.amazon.awssdk	iotwireless	2.17.123		0b75165bef1eb0feee61ca330c5376ab1dfbb0ea
software.amazon.awssdk	iotwireless	2.17.124		02d702da1edc688535714e36208e25a66cc55f90
software.amazon.awssdk	iotwireless	2.17.125		4297b50a53152da64882e70994b916f97197994a
software.amazon.awssdk	iotwireless	2.17.126		4a46b2602b28796de18c380f27db906eb6cce6ac
software.amazon.awssdk	iotwireless	2.17.127		92362036abd20dbcf19870ecb251f196ad9fcd38
software.amazon.awssdk	iotwireless	2.17.128		4d07e2d9761eaf4493afc88aa70b5565afd2e113
software.amazon.awssdk	iotwireless	2.17.129		28ccae9f0ed26d190a2f5557a9e0b7c685030316
software.amazon.awssdk	iotwireless	2.17.13		1670adb70c74243af4088094761784f927ca91f2
software.amazon.awssdk	iotwireless	2.17.130		45ca622d74155a06085295859da58b25dd14e52b
software.amazon.awssdk	iotwireless	2.17.131		fb900cf9db953f78d601cbde87b5c399b3fab222
software.amazon.awssdk	iotwireless	2.17.132		237e65dba9bcd93c030c5099da767f44f91e8d3b
software.amazon.awssdk	iotwireless	2.17.133		a48a66a97d6be9eaab6b93e95ebdbe12b22be63d
software.amazon.awssdk	iotwireless	2.17.134		4640f0b14dff85209bf9b6da4b9119ea23c4ce34
software.amazon.awssdk	iotwireless	2.17.135		4ad99a25f705f1cf17ab1d929bf0e78046b8debb
software.amazon.awssdk	iotwireless	2.17.136		830319ee5180ec053493850ae27082c4aaea3cb1
software.amazon.awssdk	iotwireless	2.17.137		b2800a4ff806f4817efd27df8c464ebf1d0749ab
software.amazon.awssdk	iotwireless	2.17.138		cba460a85d96633868dea6aeec4dce97248dde0d
software.amazon.awssdk	iotwireless	2.17.139		e8061cf8fcd79b1526981473501e3e94d862afb3
software.amazon.awssdk	iotwireless	2.17.14		731d53852975fd3aa2ecc0d7f8c0c9e1cc2f756d
software.amazon.awssdk	iotwireless	2.17.140		4f52898ed024cebec29f0d4d85cb195252850b53
software.amazon.awssdk	iotwireless	2.17.141		913003012ebad5608b9aca4e6262ccbefe0fd111
software.amazon.awssdk	iotwireless	2.17.142		5cfc3fb347dd3b09ae82f0d7f46c25b49696cfc7
software.amazon.awssdk	iotwireless	2.17.143		244d501f473c33b1f0fd579f02ba55120f89c741
software.amazon.awssdk	iotwireless	2.17.144		caf14862c7a2e1a170e4032b62b8b98fc3c589cd
software.amazon.awssdk	iotwireless	2.17.145		7dcc24ce2b50b083c23f1aa48d8dcecb3226eae7
software.amazon.awssdk	iotwireless	2.17.146		16e816996de71612394fd037fe4b1c8532e3cda0
software.amazon.awssdk	iotwireless	2.17.147		073dbef2106630ae4adf90ce6bb6e544e7f504cd
software.amazon.awssdk	iotwireless	2.17.148		f44405930ce603441b23448d7705ca0995a2f289
software.amazon.awssdk	iotwireless	2.17.149		b4b04f0570b1b36ed4584fd03e961cdd7fbf0d0a
software.amazon.awssdk	iotwireless	2.17.15		22a8a1624d29f3c252a95514aecd21aac61482fc
software.amazon.awssdk	iotwireless	2.17.150		28a8abe724d2325cce80e006e30409611c632db0
software.amazon.awssdk	iotwireless	2.17.151		c2c50a9dbdbdfa597855807e1ee72182b095c9d4
software.amazon.awssdk	iotwireless	2.17.152		44a0b2b7c8302120760aa187f017fd108ed8e38c
software.amazon.awssdk	iotwireless	2.17.153		3a95dbfba1cdfe058dddec8056328ec0910708fb
software.amazon.awssdk	iotwireless	2.17.154		ad039214a69271c0d95e54146d43d27e87fe996e
software.amazon.awssdk	iotwireless	2.17.155		09d901429082d6a86eae18696f135dbf3b7ce6af
software.amazon.awssdk	iotwireless	2.17.156		bc025c4c534bde924491c116b4470e7f17003fd4
software.amazon.awssdk	iotwireless	2.17.157		ea990538530cb105b5f4b55231d023d5205dd9f0
software.amazon.awssdk	iotwireless	2.17.158		3e62cdada8bd237bc5e0de77da5f603e9fab09e4
software.amazon.awssdk	iotwireless	2.17.159		fb7367c4aa2e6e2bce22aef267a578b3df126bdd
software.amazon.awssdk	iotwireless	2.17.16		111d03db91b1e81aa0c83e69919621e0b1399c1a
software.amazon.awssdk	iotwireless	2.17.160		e691beea1b074f80cdf3ce32a88ebbddc9b3053c
software.amazon.awssdk	iotwireless	2.17.161		ac8ad5fe84a510c5ee55b4d17d4cf8cb571bfad9
software.amazon.awssdk	iotwireless	2.17.162		58a7429bd7cf7f755143e62b3b0fdcc8eb91fafa
