at.released.cassettes	cassettes-common-xdg-js	0.1-alpha01		N/A
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.22		ef5e42166e9b4fea62334d29877c15fb5a3c1b11
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.23		24721a338333f9d23300ffbefd29e953acae7c27
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.24		a24d0c2f360fee3c1a904f1005fbcf22c3386e91
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.25		c61176c2bfc4d8502491503378fbd2aee2b80b8d
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.26		1987be3fdc8c96ce1ed8985d0d877d61fdb38fa6
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.27		fea0199c9befe167c219f394b23b7e3c49d1e297
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.28		73c9edc0686832b9bb89b33e228bd14aeded7cac
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.29		24448ee9bd314d2b3a58419e9688e8ae96da6627
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.30		a9233101c865269a115de027f259dabbffbb1c63
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.31		fb06231e30e2950297a263ecf8c5c56729f22463
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.32		85c9828be3ede6f53dfa098f5d3d6fea3069a077
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.33		ebfb7ab1557e20bad6d1a50814263d14896e344a
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.34		db348a02a8262f6e9854f9cb5fcbf4d9996ec131
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.35		06ceb626d23a019819cabf0e70c499713171c3b3
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.36		e8840fafe6d7c924173ab98492a1936290d36e22
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.39		2d150ef60031019827809d9f2294458d8f412441
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.40		2d32dd4274df825e1d0eaa7ce76fb559ecba2662
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.41		becff0e39d128c79f99547ced2644fd5e524a0e4
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.42		62f9966e92ccd79237019aba9550c988782efc3b
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.43		ef0342e9abd0233cdf7ad4cbfd6984092e9c0f08
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.44		91771616a9d141e37de95cf342a7c9e98acdfb58
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.45		7dec571f1961368248eaeae3b8052ce2dde83938
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.46		ca77f53188b80a6485f75b8b3009423ea0b96ca9
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.47		e72e3947c7688231e4d3505d3c9b94a591520662
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.48		4d011ebbe170b5ca1a5dfe6fa8dfaa81c564622f
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.49		6b78c0f2a10788ab5e4730b2e46b1a43fd3197f6
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.50		7d0a593a288e20e6b406ba923ba8354e4e9c6ede
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.51		83354aa615e6e1d199921b40cba9bc1b26032aed
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.52		bcb6d1ba13a1d8719024267928f3996ae6bb09c2
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.53		39de0b1b43d257fc0bcbc765e8529972156683f5
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.55		d14c69fd6feeb4107723f252b270089e855fcb4f
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.56		e5a148a6533ee13e68c963e185de6d74c914d4a1
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.57		ebe858b97ead6f511019854774222e953d8a1c89
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.58		ae1411c9959b177b18c4034c7a6a49e961199eb3
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.59		f44a4168bb3bbc02d7f410bec6b5f342bc7dd8b2
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.60		79bb2222595d6ba57dcab22ecfb59d7b16eaf1a4
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.61		3322dab02452409c836e486834b60b99d7127baf
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.62		616856ff609e0f8158b1ce12f0e7d39bf40fca85
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.63		f353d907a2c83623056aa2a4fb85dadd34c4071f
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.64		24093bf419658ab1e21cf4a550f221b3a78528ae
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.65		c6242421d01eafa8b3f88e2cbd34ed954fd8af27
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.66		8689df8ca355d548c1e4decbdd4e394614337a36
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.68		9a3aa6a488d84fa63a828a45be971cf32b320ad6
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.69		19ad908d5b8fbf2181856916cf1aaca9eb1e60f6
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.70		504d535dc51eff55d62d400c33abca7a3634be8a
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.71		22a293a9949de4d47c4fbc4902fb7bd8332d295f
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.72		345610966664d7a5578021eb8775847fac5dbf19
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.73		e20a6a0083424ed0ff66dcfdb74f90786aca1a47
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.74		c41386b1f2283c953e322eb2445dfde4312ab7f2
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.75		88c4fda337ee50c2eb5906f85da7dd574fbece18
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.76		b5098443408b03b3c5acf2299b7de9b99d6a832f
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.77		0c9b93c875a38c1310007966976c27e61c509640
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.78		158fb5681bcc0edf925a014ba42ef326770f5e57
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.79		1dafa59cf1aa4b6e5a82e93fa52f71b58c650f82
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.8		e328a8b928eba3733de3b050129605d20bcdf65a
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.80		67318c511a68dd205114af0f6cea24754275efb5
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.81		81d2bc02cf04be1c3fb0230b45d5ac996955a1cf
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.82		21c567d49fa51d1fc1a78ecdcbcd3305c98e31b6
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.83		0b60b9ce1f0f2ff0c99a774caa32ed65a83c7374
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.84		0936dc2747cfbc7e5cb7b1debdfa6c14407ec8d0
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.85		514062c9b3e8975eaddf663a41043d46bab0b72b
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.86		be323cd0baaa4fd044142152b7271f5799e69bd4
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.87		2fa37676a33e3f81a9b30387bc50ed6883a61352
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.88		4f284026bf8cad82b78e3cb0073631212b25aaac
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.9		fb56edb0ac025369ca73cdb42e005a108f28fac3
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.90		031b8f22770996998d76a8a145e403435dd4c6ea
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.91		4c18cc8711f953061ffccac9e06bfdc1ca197794
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.92		c4634a843352c72c29148833c02dd446340ae9e7
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.93		5ae518b64dfd24440c8d6d4eb92cb1083ccb9c82
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.94		25a735a26beb87089ac0bf1ab4d524c32913b674
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.95		dfee8cd170f1212461abbc4e13556656985eb883
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.96		866dbddf5329c0819d57fb12e0190d39e39fdcd1
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.97		1845ea946af18bb80baebe44889cc2daa1beaf8f
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.98		8b1f9e1c81c4b11ec9a15c1a4459c9fc4de03901
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.8.99		656a3ec4c1434d479294b9963059458ae82601b9
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.9.131		9cfcb94556ccc56c8702363224054fbb071f7385
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.9.132		61155835eff1bf8d5b6f8cc8597b43e1e0a8d534
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	2.9.133		27b6da1010668ec2c75dbb452df51416af000a8d
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	3.0.1		eb6656da3c078ab4bcb06a38de8abc54342f1e39
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	3.0.2		7a5e1b83653eac0e9160b00c507ff8ec7a457e97
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	3.0.3		3453b5b31c4f8a0813e4bd95cf60217ffac17d73
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	3.0.4		520c7e9144455e3a6c2d65c1588444d84ad02965
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	7.0.5		dc520a4bd4de08f9c8c6ba8e7737429567517413
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	7.0.6		ee29a7f71ec4b1f7f7acb398d8128f0e70bd4d8e
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	7.1.10		3ce630dc1dc5670a3a94ae6b0f3557438418ebae
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	7.1.11		daa7872b69ede3ce1358d7b7e831a3261d866c7e
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	7.1.12		4cef7b51485fb529fa181cbdea6b1d10d3dae52f
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	7.1.13		3e0b4038e51f8f07a7efbed2fd98b04b0918cbb7
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	7.1.7		76f27c0fcf5e3fa0d9fa58fa507d9241875eb94b
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	7.1.8		9be7d047a84cbca0605a6be5501de6efe93714e5
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-docs-sources-restcomm	7.1.9		b96ffd8e7a4ac2881a67c2418d5714acd26b5abd
org.mvnpm	get-package-type	0.1.0		24e88759ff90747712aa553d7e5d30e9d9fd66af
org.opendaylight.mdsal.binding.model.ietf	rfc8530	1.0.10		4c9d19e89a12e355c9ed6bb77b52c6d0074ab645
org.opendaylight.mdsal.binding.model.ietf	rfc8530	1.0.11		25a311c8b66b131c6d7ecd4d8690d382fe7f1f60
org.opendaylight.mdsal.binding.model.ietf	rfc8530	1.0.12		5c197e90b4ff5da3cbc20135c2c73b40e4f4ce5c
org.opendaylight.mdsal.binding.model.ietf	rfc8530	1.0.13		b6d8904a1c6b7400ecfbf282027b6d53440b4287
org.opendaylight.mdsal.binding.model.ietf	rfc8530	1.0.14		3c5cde8c8f871599156abd33a8d381a415a9999d
org.opendaylight.mdsal.binding.model.ietf	rfc8530	1.0.15		24342a951f16adefe68f776981f8ae526d3b0534
org.opendaylight.mdsal.binding.model.ietf	rfc8530	1.0.16		2074479392f2313e618f7961270e2b656dc8d2ea
org.opendaylight.mdsal.binding.model.ietf	rfc8530	1.0.7		999e040cd2d13fb832599d93271fb85156f49141
org.opendaylight.mdsal.binding.model.ietf	rfc8530	1.0.8		e13057521d2c2a18905baec80bf4fca6cf9c12a6
org.opendaylight.mdsal.binding.model.ietf	rfc8530	1.0.9		be3a914b3bd891c40b620e76dc30f8e74c7daed2
org.opendaylight.mdsal.binding.model.ietf	rfc8530	10.0.0		3180c6ac8e122c3f6349ae58a748ced39125c979
org.opendaylight.mdsal.binding.model.ietf	rfc8530	10.0.1		6572e82a318329a59f100bb78f324a15d37d2252
org.opendaylight.mdsal.binding.model.ietf	rfc8530	10.0.2		b4905111773aa066d288994d93fb2f422ad0f55d
org.opendaylight.mdsal.binding.model.ietf	rfc8530	10.0.3		160e5a262b373645bdf6f37bf21f7ea646085414
org.opendaylight.mdsal.binding.model.ietf	rfc8530	10.0.4		9c7f8e627f89a17428d2b97c1ff5377431867529
org.opendaylight.mdsal.binding.model.ietf	rfc8530	10.0.5		e995ff06a2b6f9e1738e54d21365664eaea3a787
org.opendaylight.mdsal.binding.model.ietf	rfc8530	10.0.6		8d54ac8f1cb842ad8181b5d5b7a55d573f00941a
org.opendaylight.mdsal.binding.model.ietf	rfc8530	10.0.7		d9b2bb4b7beea468729d58a4a05c7f0e8887cec4
org.opendaylight.mdsal.binding.model.ietf	rfc8530	10.0.8		cf9782212e2e8a11ed5768935ae3b51656ca71cc
org.opendaylight.mdsal.binding.model.ietf	rfc8530	10.0.9		b3a243327dd4523ed344c603cb4adfd9344407e6
org.opendaylight.mdsal.binding.model.ietf	rfc8530	11.0.0		6288f979ebd61093b8fd4e1adbfc509b181cacd3
org.opendaylight.mdsal.binding.model.ietf	rfc8530	11.0.1		5620d982252b183cc0dc781e8a3d4b495869580e
org.opendaylight.mdsal.binding.model.ietf	rfc8530	11.0.10		2ddbcc55279b32cb399f170ea59599211cfc1b47
org.opendaylight.mdsal.binding.model.ietf	rfc8530	11.0.11		74e8d1e3af82269e44cf7db7675e2ba1b5435703
org.opendaylight.mdsal.binding.model.ietf	rfc8530	11.0.12		1e9b9c740ea36f21ad63ab1864d0d82b00f044d0
org.opendaylight.mdsal.binding.model.ietf	rfc8530	11.0.13		cd218ed2773843c8afbff0434a0a9e6cbea8a872
org.opendaylight.mdsal.binding.model.ietf	rfc8530	11.0.14		4af594ab280fe8e86b20b4ba7738fdca01a93337
org.opendaylight.mdsal.binding.model.ietf	rfc8530	11.0.15		ac6c7c4f9caa03d69e4c5a03ee46b97bef547dfd
org.opendaylight.mdsal.binding.model.ietf	rfc8530	11.0.16		7a005c3646ba9b7e44dcbe6960eac23b7c0f415c
org.opendaylight.mdsal.binding.model.ietf	rfc8530	11.0.2		24ae20f33bb4088e0c017379e3c3e8c49181b382
org.opendaylight.mdsal.binding.model.ietf	rfc8530	11.0.3		9199c6f17bf078d4263b27e6e8ddd0c6720857d3
org.opendaylight.mdsal.binding.model.ietf	rfc8530	11.0.4		19fb592ecd1082ffe16e8e008cca3dec0c23fa92
org.opendaylight.mdsal.binding.model.ietf	rfc8530	11.0.5		2490ee0ccabcc9932e37adbcee62186dc2ea6dcc
org.opendaylight.mdsal.binding.model.ietf	rfc8530	11.0.6		50668bff94765c3c927b01cd40b90c860cb21bc4
org.opendaylight.mdsal.binding.model.ietf	rfc8530	11.0.7		32fe3d5e6dfad6014a7b6f1c1f478b7ad4f665ce
org.opendaylight.mdsal.binding.model.ietf	rfc8530	11.0.8		bf716accfe45734eb1f6e7249ce95ff114e3bacc
org.opendaylight.mdsal.binding.model.ietf	rfc8530	11.0.9		6994c5286d6c56ed7e012cfc109cc5ede597a40d
org.opendaylight.mdsal.binding.model.ietf	rfc8530	12.0.0		7ae96e43bef0ff54925c4d9f6723bc8b68022782
org.opendaylight.mdsal.binding.model.ietf	rfc8530	12.0.1		47eeb7da5f2d9656a42e3e176439ee3b9248d514
org.opendaylight.mdsal.binding.model.ietf	rfc8530	12.0.2		449c86dddb5a153e12fc8598208afee74f7f204f
org.opendaylight.mdsal.binding.model.ietf	rfc8530	12.0.3		94b559285457e59488b780c3f4ecb15ee4fab763
org.opendaylight.mdsal.binding.model.ietf	rfc8530	12.0.4		4709418ebbd08f2b4f628cdc89a362668b1f02c4
org.opendaylight.mdsal.binding.model.ietf	rfc8530	12.0.5		f6a7345b52f02a1d3c10bf46ea7b4e8a54a260da
org.opendaylight.mdsal.binding.model.ietf	rfc8530	12.0.6		ec6a68088f1dad9cd504fd04a2b3200bdd6e3daa
org.opendaylight.mdsal.binding.model.ietf	rfc8530	12.0.7		8f042ffeb4a0f2d64e6142d2b3253dfb6e65b93e
org.opendaylight.mdsal.binding.model.ietf	rfc8530	12.0.8		d1032181f334b5d83fb7ada0264255326f5d9193
org.opendaylight.mdsal.binding.model.ietf	rfc8530	13.0.0		66c47f95ff5f2560dee1ba408d9ac57182e09c1e
org.opendaylight.mdsal.binding.model.ietf	rfc8530	13.0.1		01e49e33bca6d34a1ecb8bd64d907c3324316246
org.opendaylight.mdsal.binding.model.ietf	rfc8530	13.0.2		b30b88072f26145b34758fd15e8cd648e82ce1da
org.opendaylight.mdsal.binding.model.ietf	rfc8530	13.0.3		7b4d16362a9c5d698f3f999e43029928a12ee2e3
org.opendaylight.mdsal.binding.model.ietf	rfc8530	13.0.4		21d5e3d01ece38db552619481b7205f50922ba2c
org.opendaylight.mdsal.binding.model.ietf	rfc8530	13.0.5		d23300fbf026cfacd2117b052daa1aad4b8b8aea
org.opendaylight.mdsal.binding.model.ietf	rfc8530	13.0.6		165438f70792e47e33c7ac440d3b1605c2549597
org.opendaylight.mdsal.binding.model.ietf	rfc8530	13.0.7		ba1f38e2099c8f3da0def0eefe4567ddeca66cb9
org.opendaylight.mdsal.binding.model.ietf	rfc8530	13.0.8		1f5f7d1bbffc20ed41bd3567f099bfc5c9476402
org.opendaylight.mdsal.binding.model.ietf	rfc8530	14.0.0		307a621c3c0c53af5c6ae10092cee62a4d2389c9
org.opendaylight.mdsal.binding.model.ietf	rfc8530	14.0.1		fa56b36308e02bfd292c57cf39cc883ea44c01f2
org.opendaylight.mdsal.binding.model.ietf	rfc8530	14.0.10		5fbb3624b7d7913b4ed17c0241f4e47388fea647
org.opendaylight.mdsal.binding.model.ietf	rfc8530	14.0.11		7310af78364b498ad19be0c91d4fd890b24dae55
org.opendaylight.mdsal.binding.model.ietf	rfc8530	14.0.12		6d7c3258daa33df0d0e820c4158dea0ee6a29e29
org.opendaylight.mdsal.binding.model.ietf	rfc8530	14.0.2		e5e2a336a68e5f7ba1c0fdc1de5dbafaf41850e4
org.opendaylight.mdsal.binding.model.ietf	rfc8530	14.0.3		c34113236bbf0271ea78a1d35439849a2e8d85f2
org.opendaylight.mdsal.binding.model.ietf	rfc8530	14.0.4		278ce9b6877570b7b4e1003517a3b53e583c6117
org.opendaylight.mdsal.binding.model.ietf	rfc8530	14.0.6		2639b3f681f287e89bd2aaaeeae92ee79623ce16
org.opendaylight.mdsal.binding.model.ietf	rfc8530	14.0.8		c0e1b22626c27e58b10acca97ceac2b294650c44
org.opendaylight.mdsal.binding.model.ietf	rfc8530	14.0.9		7ac0f5f427c0e5225f5fb8687de570fa7d05f9fc
org.opendaylight.mdsal.binding.model.ietf	rfc8530	2.0.0		6cf107c83f58c4ddcaf7f41755076a2b92333e58
org.opendaylight.mdsal.binding.model.ietf	rfc8530	2.0.1		5e746b50997c5ffa79a4234d2bd8f65d1551cd3f
org.opendaylight.mdsal.binding.model.ietf	rfc8530	2.0.10		1543a67cc89d5f149cdbc830d3bdb874cc69a307
org.opendaylight.mdsal.binding.model.ietf	rfc8530	2.0.11		a237cae854d288d8dc11c22c8618705fd9ac6092
org.opendaylight.mdsal.binding.model.ietf	rfc8530	2.0.12		f7d46c1ec6895e96db46072ac535fd2d10eea1ae
org.opendaylight.mdsal.binding.model.ietf	rfc8530	2.0.13		8333cae4be78e0108c05e118bdaf5109064e8be6
org.opendaylight.mdsal.binding.model.ietf	rfc8530	2.0.14		e4e00c24177e2359ece3c2b1c820498759291d30
org.opendaylight.mdsal.binding.model.ietf	rfc8530	2.0.15		e7f5ccfaa964ada5ae059ffb456e4f70a6a8d51f
org.opendaylight.mdsal.binding.model.ietf	rfc8530	2.0.16		0f4a5af778fbe2f0bc76209e7c9b5b728741f16d
org.opendaylight.mdsal.binding.model.ietf	rfc8530	2.0.17		3491c58854c7e5008af6118509cb1cce28b58643
org.opendaylight.mdsal.binding.model.ietf	rfc8530	2.0.2		f3f52074df0ce5d6ec8e18b4bdf7b8d6759e1803
org.opendaylight.mdsal.binding.model.ietf	rfc8530	2.0.3		0a453ef451d61f4132744a49bc72a96ca70b1010
org.opendaylight.mdsal.binding.model.ietf	rfc8530	2.0.4		00b33faf41da8a1977a235bb1f58f5d1eaaf3eb9
org.opendaylight.mdsal.binding.model.ietf	rfc8530	2.0.5		eeb96a7799e911676bc2c8c08ec86a44041ca0a1
org.opendaylight.mdsal.binding.model.ietf	rfc8530	2.0.6		8d6797eb4227a83f7fe998b7323ef67cb6a52180
org.opendaylight.mdsal.binding.model.ietf	rfc8530	2.0.7		b3c0d9c9d61742c1f37b0f733a0ee7f5a0a2091e
org.opendaylight.mdsal.binding.model.ietf	rfc8530	2.0.8		dd25923251c5c1fb2b1485f2fda50e4c7f0d2d08
org.opendaylight.mdsal.binding.model.ietf	rfc8530	2.0.9		187163691d8d5f7a6a9ab545ca7a6b1df13fffb5
org.opendaylight.mdsal.binding.model.ietf	rfc8530	3.0.0		fa08f54fc526ff1485fb74362dfa4deea27ff194
org.opendaylight.mdsal.binding.model.ietf	rfc8530	3.0.1		88d75df07e4599eb028856660186fd703432b9b6
org.opendaylight.mdsal.binding.model.ietf	rfc8530	3.0.10		e416680c5d61a33111dcafc2e567e9d163a425bf
org.opendaylight.mdsal.binding.model.ietf	rfc8530	3.0.11		0fdbfe3d6b759daa508e4c5e284102c48ca2840a
org.opendaylight.mdsal.binding.model.ietf	rfc8530	3.0.12		5c318d556d273f8b26dec17170cad75168e13090
org.opendaylight.mdsal.binding.model.ietf	rfc8530	3.0.13		fdabc5173d54d9ccb5c3610098baec22dc8f98ae
org.opendaylight.mdsal.binding.model.ietf	rfc8530	3.0.14		d42f7c471ae8f8959db99d76a2e393498fd64bf6
org.opendaylight.mdsal.binding.model.ietf	rfc8530	3.0.15		d28a2e05fdaea50aff5308fcc47a6fc41b9e46da
org.opendaylight.mdsal.binding.model.ietf	rfc8530	3.0.16		6352f791f77711d19c64859ecd2cdcd410c380cf
org.opendaylight.mdsal.binding.model.ietf	rfc8530	3.0.17		ea000b2ea063f70bdbf79264033b12fb4d6a9e74
org.opendaylight.mdsal.binding.model.ietf	rfc8530	3.0.2		e72eb55d215929ed0bfa34cb02a853a3c2002fcf
org.opendaylight.mdsal.binding.model.ietf	rfc8530	3.0.3		d5a83608f9ac8a7778acc484a665d7dfd9202c7b
org.opendaylight.mdsal.binding.model.ietf	rfc8530	3.0.4		6ebaa8c5d7ebb07d12ee48f8c04b82101aafda2a
org.opendaylight.mdsal.binding.model.ietf	rfc8530	3.0.5		a8da8c860b1b12737f67eafb5d4136107130d836
org.opendaylight.mdsal.binding.model.ietf	rfc8530	3.0.6		25f78d265b2dbe495d74845d4c45be24b55c4528
org.opendaylight.mdsal.binding.model.ietf	rfc8530	3.0.7		d63d181bd191453da570e692ea55a2f585f8d8c8
org.opendaylight.mdsal.binding.model.ietf	rfc8530	3.0.8		cafab34eb384c8a3c731d4667175c17fb2ea536d
org.opendaylight.mdsal.binding.model.ietf	rfc8530	3.0.9		7854ea8e84f5723769b2087a2f43c9d2338fd346
org.opendaylight.mdsal.binding.model.ietf	rfc8530	6.0.0		46b6962506a8b1dce7a34f61a35b0b087bac0794
org.opendaylight.mdsal.binding.model.ietf	rfc8530	6.0.1		0809b6e4e0aa69af1d6616199dc9c7ebf13f5f73
org.opendaylight.mdsal.binding.model.ietf	rfc8530	6.0.10		e229ec7da95049e8314a61ccf74d213332e319e7
org.opendaylight.mdsal.binding.model.ietf	rfc8530	6.0.11		fa6ef425e64f1d49bceabf35072bda52848724b8
org.opendaylight.mdsal.binding.model.ietf	rfc8530	6.0.12		a4ddbffd4bf0c8b05b7c0fb9adc1106a65acfbc1
org.opendaylight.mdsal.binding.model.ietf	rfc8530	6.0.2		157622d0498af4a5d288574978fa8e3062d8767e
org.opendaylight.mdsal.binding.model.ietf	rfc8530	6.0.3		928c6f9815778cbe9f2a7bbd29323ab18fdd5661
org.opendaylight.mdsal.binding.model.ietf	rfc8530	6.0.4		7e10d452b5201fc7ed331acdb9ec02f5ed7f3cff
org.opendaylight.mdsal.binding.model.ietf	rfc8530	6.0.5		780331ffb25572cfe395d631377933195aeea028
org.opendaylight.mdsal.binding.model.ietf	rfc8530	6.0.6		f2fb91324c662315bc335f3040eedb91b88d78d5
org.opendaylight.mdsal.binding.model.ietf	rfc8530	6.0.7		04176523ee3acf4e256688638165203cf7699335
org.opendaylight.mdsal.binding.model.ietf	rfc8530	6.0.8		476a636c2ecc05b26e4bd47b0d6cbc1567eae805
org.opendaylight.mdsal.binding.model.ietf	rfc8530	6.0.9		b5a0ced4e34b8ff6d8fae162924b548cf4731c8e
org.opendaylight.mdsal.binding.model.ietf	rfc8530	7.0.0		25bb25b5a8d12dbf85fc015a725738995fbcfaa5
org.opendaylight.mdsal.binding.model.ietf	rfc8530	7.0.1		4c5b51a17ed0c1be48234648f8117013e5457ea0
