com.alibaba.cloud	aliyun-redis-spring-boot-starter	1.0.0		a0b8a53d5955cd49130be470a94f9ffdf54f7883
com.amazonaws	aws-java-sdk-directory	1.10.52		0e5f0980fad14c19335e524a30b74076c6fc5839
com.amazonaws	aws-java-sdk-directory	1.10.53		6f5768932bf739861698aa86d7fa566e75037e7c
com.amazonaws	aws-java-sdk-directory	1.10.54		af634c8679f4bb088912c6a292c9193b430690e9
com.amazonaws	aws-java-sdk-directory	1.10.55		bb6b76527837901e5fdf957e5a6d0e245026a8da
com.amazonaws	aws-java-sdk-directory	1.10.56		2e4bd5a63dfe4210b58b5bcead608563159a50ba
com.amazonaws	aws-java-sdk-directory	1.10.57		02572b028760b12ada24e4fe41e13996d6ab1a1a
com.amazonaws	aws-java-sdk-directory	1.10.58		7aa4035474c402860841932a72f833ddd6260843
com.amazonaws	aws-java-sdk-directory	1.10.59		7b946b1149feafa96059e4d154501db3d96b6bcb
com.amazonaws	aws-java-sdk-directory	1.10.6		15eaec68b8aa2f075adfc2617dd372cf55115f0b
com.amazonaws	aws-java-sdk-directory	1.10.60		e69a23c7685bddfbea7a7bab2ab490ba7525ed46
com.amazonaws	aws-java-sdk-directory	1.10.61		cc5053eee249501abc1f24d1de0104f06e6758d0
com.amazonaws	aws-java-sdk-directory	1.10.62		876e0f78a0aabef02e17eaacaa2badfee9f54cdb
com.amazonaws	aws-java-sdk-directory	1.10.63		bb6de155da72b54016382326819c8442438ee2f1
com.amazonaws	aws-java-sdk-directory	1.10.64		8942b0215c1a19a9210dbf11daffb97797f146ba
com.amazonaws	aws-java-sdk-directory	1.10.64.1		b19b96a7a36f8ea7706320a371a5bb202d09c546
com.amazonaws	aws-java-sdk-directory	1.10.65		4db9322947b170d16128790a69b3e40010846c61
com.amazonaws	aws-java-sdk-directory	1.10.66		ca215af665c11bcfc047c8be5c0d479fb17d2e4e
com.amazonaws	aws-java-sdk-directory	1.10.67		db1ed49ef4ce11c25cb47f46c547da6bbb63bdee
com.amazonaws	aws-java-sdk-directory	1.10.68		d72ac62f2f9d6315991c380a5f7d51c83d96bf66
com.amazonaws	aws-java-sdk-directory	1.10.69		e8c1a82210b64eb3b2ee64825ff2a5f6814dc23b
com.amazonaws	aws-java-sdk-directory	1.10.7		c33b6fb1140d8ea5606e937cf462a66f21ce4dec
com.amazonaws	aws-java-sdk-directory	1.10.70		eb84b928f51e8b4baacd0ad70d617575881700a0
com.amazonaws	aws-java-sdk-directory	1.10.71		bc05f6431babdc541523206fbc4ea52d1bd55f0f
com.amazonaws	aws-java-sdk-directory	1.10.72		112b0a0d92322923b065f3d1e0f13ae4901f63a9
com.amazonaws	aws-java-sdk-directory	1.10.73		70a1dce4ac9e245c0eea26d66136f6a7c035c39a
com.amazonaws	aws-java-sdk-directory	1.10.74		a1aa139b3a903b85c904dcd6d4bd22a5b044cb9a
com.amazonaws	aws-java-sdk-directory	1.10.75		63e4611e73bc7a1ea675e331689d3cbd21784e09
com.amazonaws	aws-java-sdk-directory	1.10.75.1		00fb20e2c4e4e133d5925a64c728fca9fd49526f
com.amazonaws	aws-java-sdk-directory	1.10.75.2		09954d773a8cda2dae26521087ee41a361d6a8fd
com.amazonaws	aws-java-sdk-directory	1.10.76		81e24d1b15d2aa5acdaafaed7ccdb05089665aa9
com.amazonaws	aws-java-sdk-directory	1.10.77		5a6587c61bcd1474b8ec8d33490fcb26fa519c72
com.amazonaws	aws-java-sdk-directory	1.10.8		2324797f3bd01a5b3ce643c6b395bfcd6a055935
com.amazonaws	aws-java-sdk-directory	1.10.9		67347e04375f47dbdb256509b44c4a53fb4b2998
com.amazonaws	aws-java-sdk-directory	1.11.0		7affa254536179cea6480b0da0a80ee70ee91d30
com.amazonaws	aws-java-sdk-directory	1.11.1		2e7d08f51bc5c375462e9d7240f55e54f772dca4
com.amazonaws	aws-java-sdk-directory	1.11.10		4889d2e0700ff6588208e4e4de3130c7f02afffc
com.amazonaws	aws-java-sdk-directory	1.11.100		527e593c1e828bce2fc3e39a50887bdefa868fad
com.amazonaws	aws-java-sdk-directory	1.11.1000		c4ff5799bba0e52b93cd5ed3daca5855a8af0bfb
com.amazonaws	aws-java-sdk-directory	1.11.1001		bf76ddfa591a9fad4237c275666673c119e7bd80
com.amazonaws	aws-java-sdk-directory	1.11.1002		95b086808778a608afcf6a496317127abb307f53
com.amazonaws	aws-java-sdk-directory	1.11.1003		dc83d08398436a3552ccb161c24e0145a1f6efba
com.amazonaws	aws-java-sdk-directory	1.11.1004		25fd8b00796858985a566cebb7e17e55dae13892
com.amazonaws	aws-java-sdk-directory	1.11.1005		b0fe1ae87f6036a69ebdcc947f258af0929e2370
com.amazonaws	aws-java-sdk-directory	1.11.1006		02a1521ddf5ff3fff70e86e2719af1734e82e523
com.amazonaws	aws-java-sdk-directory	1.11.1007		8a99a1ca854ad8749b701d6307e7460c5b7346b3
com.amazonaws	aws-java-sdk-directory	1.11.1008		c836582e7ab8deced1bc31559f87255e244bbe2a
com.amazonaws	aws-java-sdk-directory	1.11.1009		2040fe256df9f2590627ae1b82a3aaa3f499704c
com.amazonaws	aws-java-sdk-directory	1.11.101		bc32c47af996aecf5b3b944f867718c2193e420c
com.amazonaws	aws-java-sdk-directory	1.11.1010		af81d13765f3bb88cee96dc59cfd7178bd15cafc
com.amazonaws	aws-java-sdk-directory	1.11.1011		29d0442d3f0568afd44e5e5df14d6491ee7adac9
com.amazonaws	aws-java-sdk-directory	1.11.1012		d365520472f4b2ce28c0c5f7c775482a0e327592
com.amazonaws	aws-java-sdk-directory	1.11.1013		801c069ce121955c45c2f6ceeb5efad5a8626e70
com.amazonaws	aws-java-sdk-directory	1.11.1014		e955de9ba71346b6eba1d18777b8daae9121f12c
com.amazonaws	aws-java-sdk-directory	1.11.1015		7e673702eb127945be4dffcf42411d006e32304f
com.amazonaws	aws-java-sdk-directory	1.11.1016		75ab728bcc3768be427ac214127946e81bd11c2c
com.amazonaws	aws-java-sdk-directory	1.11.1017		ab291da54aaed2564ac59232cf3e8130a13f4e33
com.amazonaws	aws-java-sdk-directory	1.11.1018		65a437bb13045709394236e16786935087b242be
com.amazonaws	aws-java-sdk-directory	1.11.1019		20b6b9859c386016d10318c15037d201b5391810
com.amazonaws	aws-java-sdk-directory	1.11.102		163ecab611f3c5b0d6bd99a13774eb57437276eb
com.amazonaws	aws-java-sdk-directory	1.11.1020		47c6c3b95e18c3fda6ec016f8d575acd135d4e81
com.amazonaws	aws-java-sdk-directory	1.11.1021		48f7860c478d0a87ee34f0a5a724acafa300fd68
com.amazonaws	aws-java-sdk-directory	1.11.1022		247aece2ab7ae4c534cd5bd24e40f2214d399042
com.amazonaws	aws-java-sdk-directory	1.11.1023		ae0d905334936a401c09f5d5e407255d16231ac3
com.amazonaws	aws-java-sdk-directory	1.11.1024		b4b282520ef5349a935c46615402c43a23749c50
com.amazonaws	aws-java-sdk-directory	1.11.1025		c4aa453e3384bf000b544ecb9bb6298989feb9a2
com.amazonaws	aws-java-sdk-directory	1.11.1026		5b0e6e2c49381b68a9c8604f9596c63a828eaee1
com.amazonaws	aws-java-sdk-directory	1.11.1027		e464aa062f518fd700effc0ce628e0c0b8c6236c
com.amazonaws	aws-java-sdk-directory	1.11.1028		27370b702c85542e7f7541fc4e458b03d0700e05
com.amazonaws	aws-java-sdk-directory	1.11.1029		b07a48cf489112f7b7d1bb5fd01b42ce1da99054
com.amazonaws	aws-java-sdk-directory	1.11.103		61979fc289ab53d1ac49ab8272e53aa6407ed392
com.amazonaws	aws-java-sdk-directory	1.11.1030		f9ba7f64d9e8d79397fce13fe34a5c5f13854175
com.amazonaws	aws-java-sdk-directory	1.11.1031		d3885d511ba4983f38a77b9d28d1ea710bd3e1e1
com.amazonaws	aws-java-sdk-directory	1.11.1032		b9b060033ae6f08383e6bdf38149993f2dd40098
com.amazonaws	aws-java-sdk-directory	1.11.1033		96a8ae3031a482f2e6a641104601e1c8cb51a542
com.amazonaws	aws-java-sdk-directory	1.11.1034		8d9ec901eb94aede0035a455f798a952085f7483
com.amazonaws	aws-java-sdk-directory	1.11.104		dc5cb3b5bb869dcddd0c7f65be8dd9aaced81a93
com.amazonaws	aws-java-sdk-directory	1.11.105		a32e22843ec3f420d6e8694b05ff1da94f4a767a
com.amazonaws	aws-java-sdk-directory	1.11.106		aed1e88b9fa0d412cefec3ff6f6611a427f0f228
com.amazonaws	aws-java-sdk-directory	1.11.107		0191bf466fb74ab56f3b394a9d3c6ca2e43ae647
com.amazonaws	aws-java-sdk-directory	1.11.108		c7dcaa50aa2d3539586a7967fdfba3badaef7907
com.amazonaws	aws-java-sdk-directory	1.11.109		e14e59d85546736f423fd8a1e5f94ca3458dabbe
com.amazonaws	aws-java-sdk-directory	1.11.11		0e0b8e105a022a8b3d829c2574db2155ae83aa09
com.amazonaws	aws-java-sdk-directory	1.11.110		7f09d19f4fe5be9ca06aae198bb67e80be474353
com.amazonaws	aws-java-sdk-directory	1.11.111		9176ba42b3ea85251a6af086e99f0f889563fcb2
com.amazonaws	aws-java-sdk-directory	1.11.112		d5fe5a9987acfc6170ea16116443e7c65de05fd8
com.amazonaws	aws-java-sdk-directory	1.11.113		918a151904ee5d1e586df128587e2a02250c2a09
com.amazonaws	aws-java-sdk-directory	1.11.114		8ebfc1992da7b3eed04a0efe3161f681f8ae2f07
com.amazonaws	aws-java-sdk-directory	1.11.115		86f4808c266a3d0f2cb3a49029462ebdd1965c18
com.amazonaws	aws-java-sdk-directory	1.11.116		0a7a3b89a0e3542efb90e6b1b916af9a74ad2127
com.amazonaws	aws-java-sdk-directory	1.11.117		898d28d337466b6a9566585d21a4abfaa0246735
com.amazonaws	aws-java-sdk-directory	1.11.118		9c1dc12711366e59181d3f301fec34792e8f7ce9
com.amazonaws	aws-java-sdk-directory	1.11.119		3df25ab6b585086705290f0934e08fd69c23ac86
com.amazonaws	aws-java-sdk-directory	1.11.12		de4bf52a388e3b65c067cda582e7270110597d38
com.amazonaws	aws-java-sdk-directory	1.11.120		0544dbf24c47319364bdec0fdf68de837d1fcfc1
com.amazonaws	aws-java-sdk-directory	1.11.121		9e99629da210d3b026f592c589276d18f976f3bb
com.amazonaws	aws-java-sdk-directory	1.11.122		fae9d9042f7c61ccf192dc0854fee98b14c00f93
com.amazonaws	aws-java-sdk-directory	1.11.123		545ee975b9e2d4b606d28e5924ad56283d2bfb22
com.amazonaws	aws-java-sdk-directory	1.11.124		4608266d1f242ed8c5fc5b968bb5271a49d786ed
com.amazonaws	aws-java-sdk-directory	1.11.125		2316525e4647e34e5cd68a8bc37ceb402d01ad27
com.amazonaws	aws-java-sdk-directory	1.11.126		c8e67d755c8e5a6e2e1112a9e87a695ee1da42bf
com.amazonaws	aws-java-sdk-directory	1.11.127		d588ba35cf1c5ba54ad361a1182caaa4bee35f62
com.amazonaws	aws-java-sdk-directory	1.11.128		c70ad2e4998c8b9d2bcc9d5c0cddf0e9c89b0c47
com.amazonaws	aws-java-sdk-directory	1.11.129		6cd35f7218785a9ba3eff99cc1a1df673d52b334
com.amazonaws	aws-java-sdk-directory	1.11.13		d5c248ff4e17e18aae69ded3d1c6c3d56100a045
com.amazonaws	aws-java-sdk-directory	1.11.130		d157fe025acc5a2d971a2f5a61c6174046660685
com.amazonaws	aws-java-sdk-directory	1.11.131		d533476d04b77f8d402fa0bc950a8301da845a19
com.amazonaws	aws-java-sdk-directory	1.11.132		a1a497a42bad93c47c1ef43972eaa690d95c0452
com.amazonaws	aws-java-sdk-directory	1.11.133		a5fb9c4688b76abdefcadb25e1e13aa2c21414b8
com.amazonaws	aws-java-sdk-directory	1.11.134		0c0ad326d2230895c653362ba9cc1f66ae168827
com.amazonaws	aws-java-sdk-directory	1.11.135		d4b6a16d987eb467b0effa24e84d00238e44ce73
com.amazonaws	aws-java-sdk-directory	1.11.136		9cfe242f292f6d02e91910c15d1d35cfef366dc4
com.amazonaws	aws-java-sdk-directory	1.11.137		deb4b1513903e5c66e6687e63a53f2f342219580
com.amazonaws	aws-java-sdk-directory	1.11.138		d1f1ce2b833a3783ab77d654a9abfaa92c364e55
com.amazonaws	aws-java-sdk-directory	1.11.139		fa16b62be200e2c43cf35a29cee865f5b30d58bf
com.amazonaws	aws-java-sdk-directory	1.11.14		08bdd93c7456e8b3c56008f9569a595a567d2620
com.amazonaws	aws-java-sdk-directory	1.11.140		e45ad2f7ca1184e250f75b4c84f882d70ee1aab6
com.amazonaws	aws-java-sdk-directory	1.11.141		f33d427335a833b4e330ccec8139dcff577618d1
com.amazonaws	aws-java-sdk-directory	1.11.142		62a5045063bf2376b947484bf150c61d48051072
com.amazonaws	aws-java-sdk-directory	1.11.143		5ab5ffe4bf5990eb67264e350e1ad094b13529cf
com.amazonaws	aws-java-sdk-directory	1.11.144		3b3a7ba7ee5da0fb11feb3902b7707f1f4fab2dd
com.amazonaws	aws-java-sdk-directory	1.11.145		0b6043af85daca9fcd862031e39b4d638d9ff93a
com.amazonaws	aws-java-sdk-directory	1.11.146		9927fcd3437e6bb94d4abb88b87b41622344ee5e
com.amazonaws	aws-java-sdk-directory	1.11.147		ce9c9ef0a69ef824b7a32e3d0926758e6a758c77
com.amazonaws	aws-java-sdk-directory	1.11.148		369eaf92d334449403ed45569a40be3688152919
com.amazonaws	aws-java-sdk-directory	1.11.149		49028eaf1d1749095441b5b7601eaf50b45a4ee6
com.amazonaws	aws-java-sdk-directory	1.11.15		f4211491e23c77e25554cc5be39900ff9bfb951b
com.amazonaws	aws-java-sdk-directory	1.11.150		23e5486a96b40476f0286e08bd3af91849d91a98
com.amazonaws	aws-java-sdk-directory	1.11.151		bacdaec8af5828da6c571ba37068d35847e78f6e
com.amazonaws	aws-java-sdk-directory	1.11.152		7e0fd245a39a787eea82f09c9b343ff03b993a54
com.amazonaws	aws-java-sdk-directory	1.11.153		addb28343aa2f9827fd093fda4a896009e86f95b
com.amazonaws	aws-java-sdk-directory	1.11.154		417a5d60b0caf6bdb8ecf31a1c2e5b47c3cf5b66
com.amazonaws	aws-java-sdk-directory	1.11.155		7defc3f3b235f96a8a033e5f5067bb9bf16feeda
com.amazonaws	aws-java-sdk-directory	1.11.156		48209c003bd22bed3cb6d4fcb2837553965a7059
com.amazonaws	aws-java-sdk-directory	1.11.157		0ff310632980f389246a7f3c72e655753bbab636
com.amazonaws	aws-java-sdk-directory	1.11.158		9779d3fbdada414860a88a980dd16f6b96b24170
com.amazonaws	aws-java-sdk-directory	1.11.159		39f5641ef3a144d309476129a38ba6d242532bd5
com.amazonaws	aws-java-sdk-directory	1.11.16		7290a053023ce58adef331015312a01837c96adf
com.amazonaws	aws-java-sdk-directory	1.11.160		b674e2c69191004a9d219d8667d2ce479b29162a
com.amazonaws	aws-java-sdk-directory	1.11.161		b08c9647b6b489c521e08a80b843b340d08beceb
com.amazonaws	aws-java-sdk-directory	1.11.162		b9424783bac51b6fbb886503f7bae920e430c8c8
com.amazonaws	aws-java-sdk-directory	1.11.163		65adf4e9ab3a994976bd9e52a72d07a36ef01c16
com.amazonaws	aws-java-sdk-directory	1.11.164		ef746e609a3751157f7da37284ba2244c59e3de0
com.amazonaws	aws-java-sdk-directory	1.11.165		313348785d32f91f3babfe169740847a422d25bf
com.amazonaws	aws-java-sdk-directory	1.11.166		e9d5728a5efa5911ed9f7d8086708bae35f39593
com.amazonaws	aws-java-sdk-directory	1.11.167		2593d2ba2f5adc2e340ab6f6f814411e875f5e29
com.amazonaws	aws-java-sdk-directory	1.11.168		088d6011d215d7b78fd1138e2aba8da7ef82c1b9
com.amazonaws	aws-java-sdk-directory	1.11.169		9e9a7feaa649c4cbc585f5175ef54f38004b3f9f
com.amazonaws	aws-java-sdk-directory	1.11.17		02a41aee14981c28b9d012f5bc5ec8358a57f789
com.amazonaws	aws-java-sdk-directory	1.11.170		4f81194420dfe303f542a65a56fd46a37f65a4ea
com.amazonaws	aws-java-sdk-directory	1.11.171		ae4f12990ae277ca131239616dec52e45ed99343
com.amazonaws	aws-java-sdk-directory	1.11.172		6fa19debdf4f28920c7849209052cf19d2fb6e70
com.amazonaws	aws-java-sdk-directory	1.11.173		0faf9493b8342213e0aa0d3a2a1dadb2140373f6
com.amazonaws	aws-java-sdk-directory	1.11.174		525bfe2a86104491b05372654012c0ffe7234617
com.amazonaws	aws-java-sdk-directory	1.11.175		bffab6f0b6ee9b4700b7393363c8a59eae6aba20
com.amazonaws	aws-java-sdk-directory	1.11.176		1c7d83c94bcaadd05bb663d23ad873b49176334c
com.amazonaws	aws-java-sdk-directory	1.11.177		9aa78b1c41e5fb7850ebb2a80d921036ed7279d9
com.amazonaws	aws-java-sdk-directory	1.11.178		10c307e8f01f40a0f6d3d6d2026315d4f828c38a
com.amazonaws	aws-java-sdk-directory	1.11.179		c12afc144865d29512e3a646019a8e217fab7fd7
com.amazonaws	aws-java-sdk-directory	1.11.18		07de569386c1ef7e935fdd7e70cdb043e648d3fc
com.amazonaws	aws-java-sdk-directory	1.11.180		70c1d4cd64a344b66c964165985f14c6f3ba3f92
com.amazonaws	aws-java-sdk-directory	1.11.181		7810e15552525e59097639799df4bc53186c42e2
com.amazonaws	aws-java-sdk-directory	1.11.182		0d7c3efb515cb200881b6504bedeb1e41a75c94f
com.amazonaws	aws-java-sdk-directory	1.11.183		9ac764ada8df2962b76469a83648194895b136cf
com.amazonaws	aws-java-sdk-directory	1.11.184		5a30e6c1118ce3d9df87b860dfe236516ea1df5c
com.amazonaws	aws-java-sdk-directory	1.11.185		789e462e37f1fe887e5a31d209db7aef09712a80
com.amazonaws	aws-java-sdk-directory	1.11.186		1c55be4eecf817cdd8322e05d9ce4580e88f659e
com.amazonaws	aws-java-sdk-directory	1.11.187		4826ff5159761e04e391ff8e6b8a0046294979f2
com.amazonaws	aws-java-sdk-directory	1.11.188		6a328996e19e88fba977384050c347a9ccbecbb3
com.amazonaws	aws-java-sdk-directory	1.11.189		cea19c0043456fe3c948c39f418f39e9af6fc4ae
com.amazonaws	aws-java-sdk-directory	1.11.19		daa4b3f1df2584256425a5638a63491a8cc22aa6
com.amazonaws	aws-java-sdk-directory	1.11.190		f7749c04f74fff86f203026734ec47b04b0e5895
com.amazonaws	aws-java-sdk-directory	1.11.191		9a16b3697b9c4d4e5dc726d8a97612e85f1aace6
com.amazonaws	aws-java-sdk-directory	1.11.192		c54ea1ee6adc38e5df24c757acbef7bf9a7f5002
com.amazonaws	aws-java-sdk-directory	1.11.193		079928d7df8429fe04486414a3030cb14fb82453
com.amazonaws	aws-java-sdk-directory	1.11.194		379bbac07288f4c679f8e04b416623a1032ba8e7
com.amazonaws	aws-java-sdk-directory	1.11.195		3aad8dbd3a26e6ba2b4845927e8edce55a720a6a
com.amazonaws	aws-java-sdk-directory	1.11.196		ee96f3f5e05bcccde91ecdf5634b48aa68da7a52
com.amazonaws	aws-java-sdk-directory	1.11.197		8b1ad7a81cc5fc3c5a5a6fe93d306667e438b5f0
com.amazonaws	aws-java-sdk-directory	1.11.198		4eb7c4fea12bbc1970adab73412298b2f8fe6526
com.amazonaws	aws-java-sdk-directory	1.11.199		070190d0293f08cb02ce5942de18ded2b237933c
com.amazonaws	aws-java-sdk-directory	1.11.2		54b9ef65a60726752554812cda25082a083c61b6
com.amazonaws	aws-java-sdk-directory	1.11.20		75474d459f4114d870e62255b47dc2706c585a55
com.amazonaws	aws-java-sdk-directory	1.11.200		98cbf14234dd97aa055dfa0978f156ceb58bd13d
com.amazonaws	aws-java-sdk-directory	1.11.201		e4ea42f3d894f4758fde3934bed836f80f822dae
com.amazonaws	aws-java-sdk-directory	1.11.202		16cc69f19e0a59b03f5b8106021b20ba65c4ad10
com.amazonaws	aws-java-sdk-directory	1.11.203		ebc22dcbb0b4db602bd014e4e75c2baa9fa190de
com.amazonaws	aws-java-sdk-directory	1.11.204		37f7b3c2dfc524e435c7777313bb3a3e107ed3f0
com.amazonaws	aws-java-sdk-directory	1.11.205		6fcf00f18b6f3c05061bae683b36fd75229a91d6
com.amazonaws	aws-java-sdk-directory	1.11.206		0e5f0e85ace811eaf6f1b3d7ae62ef7f620d5b8b
com.amazonaws	aws-java-sdk-directory	1.11.207		5b7ea1e7f1b25a4c476cb9ee30531cf0aa4cb1cf
com.amazonaws	aws-java-sdk-directory	1.11.208		dacee9e87e0cbadec78f888d3d39a6e271127571
com.amazonaws	aws-java-sdk-directory	1.11.209		ab47d0a2cd1cb1d16fbc16b3365fbddb152d696e
com.amazonaws	aws-java-sdk-directory	1.11.21		9959d17c3f5298952f879dde4c1af2c792030c0d
com.amazonaws	aws-java-sdk-directory	1.11.210		5382f234a27229e9262388bdf26d24b40761ece0
com.amazonaws	aws-java-sdk-directory	1.11.211		9be4069f03caf9c9e6e841ac4242ffec1037f6e5
com.amazonaws	aws-java-sdk-directory	1.11.212		86733251a96337d65c5a7a855ba89dd46f5d3baf
com.amazonaws	aws-java-sdk-directory	1.11.213		083da7292593f3d9c2205e3a7d7da13e64e5efd2
com.amazonaws	aws-java-sdk-directory	1.11.214		9adb3b5a5cc252396e83d26e1357b277190796f5
com.amazonaws	aws-java-sdk-directory	1.11.215		f1b1016455ef790875f7411a33d363459fbdf343
com.amazonaws	aws-java-sdk-directory	1.11.216		6a39bb2485f0642897a425071b0efb163f2c9c37
com.amazonaws	aws-java-sdk-directory	1.11.217		3cf9d1bfd7907e27ff5d4eb0374d2303552d771d
com.amazonaws	aws-java-sdk-directory	1.11.218		b10f5e57922d7c6c492bbdc7c802b6c441c17272
com.amazonaws	aws-java-sdk-directory	1.11.219		3a52c9936ee7300c1ac175924db380317371506d
com.amazonaws	aws-java-sdk-directory	1.11.22		452eebfdfbe69a8e8dfc0fdcd7c3a03b914627de
com.amazonaws	aws-java-sdk-directory	1.11.220		b246db1f6ed8fed9aaf20e968ab7c2bfc1d04acf
com.amazonaws	aws-java-sdk-directory	1.11.221		6281a9ec07562b62287849a0eeeeecbe5eafa20f
com.amazonaws	aws-java-sdk-directory	1.11.222		f516a2b78869eac185b67707eac7b1156e79ef0d
com.amazonaws	aws-java-sdk-directory	1.11.223		a536f1ecda167c7383102d67f886d08ad38f70be
com.amazonaws	aws-java-sdk-directory	1.11.224		5c1a8849ea38bca915faf0d26e85ecf5805a2697
com.amazonaws	aws-java-sdk-directory	1.11.225		12c848e9c2ea531650b745a758622837f6f7de72
