at.crea-doo.homer	decanter.feature	1.0.11		N/A
dev.bombinating	xml-deserializer	1.0.2		2559fbf6b537f9f7914bae6baf12dbc6faf8f9cb
dev.bombinating	xml-deserializer	1.0.3		2157f1e710f1d243636a3e742b5e6e821fbee9d6
dev.bombinating	xml-deserializer	1.1.0		dc3b7ee99016ec9d743bb5784cecd5176bc745b2
dev.datlag.skeo	skeo-macosx64	0.1.0		N/A
dev.datlag.skeo	skeo-macosx64	0.1.0	metadata	fb21db35ecdd951a37cb0de782d2ec948104735f
dev.datlag.skeo	skeo-macosx64	0.1.1		N/A
dev.datlag.skeo	skeo-macosx64	0.1.1	metadata	24afedaece3c3e28173d53bfa23eaadb0e427b42
dev.datlag.skeo	skeo-macosx64	0.2.0		N/A
dev.datlag.skeo	skeo-macosx64	0.2.0	metadata	65091d018daca525ed91f494533fdf0c87b8731a
dev.datlag.skeo	skeo-macosx64	0.2.1		N/A
dev.datlag.skeo	skeo-macosx64	0.2.1	metadata	dde9babd7f4f3c57cfa750b095e8579b3210e083
dev.datlag.skeo	skeo-macosx64	0.2.2		N/A
dev.datlag.skeo	skeo-macosx64	0.2.2	metadata	cbf2dea8c5c28a8438492429141e7700b9c2e245
dev.datlag.skeo	skeo-macosx64	0.2.3		N/A
dev.datlag.skeo	skeo-macosx64	0.2.3	metadata	c9bc5a676672bc26a1db74346321663dd217d247
dev.datlag.skeo	skeo-macosx64	0.2.4		N/A
dev.datlag.skeo	skeo-macosx64	0.2.4	metadata	9a1c6f9b705edb91188a32c237e7e0367a50d91a
dev.mbo	spring-kotlin-jpa	1.0.0		323b7d7da31d8b79a70146235bb4b03842bedce0
dev.mbo	spring-kotlin-jpa	1.1.0		23b6e8289a4b55d6cb62d9cbd902f89548b250fa
dev.mbo	spring-kotlin-jpa	1.2.0		a62380d28aec7813aae489fe38b8a77313dbf405
dev.mbo	spring-kotlin-jpa	1.2.1		17ddaad430f9a019d980e33113a98baaebbcc0d4
dev.mbo	spring-kotlin-jpa	1.2.2		30b80b379f5aa6cee568092ec58733bea189e42c
dev.mbo	spring-kotlin-jpa	1.2.3		ebc65cfde3d83aca9b8230dc695a9dd5a7aab553
dev.mbo	spring-kotlin-jpa	1.2.4		bae307a04993cc94ec4466746ff3bed2be13f2c3
dev.mbo	spring-kotlin-jpa	1.2.5		015d3deea2053ab8fef3a96a8387da4aeb992765
dev.mbo	spring-kotlin-jpa	1.2.6		49ecb2aef97a346b31e8681355c24f0a83a236ec
dev.mbo	spring-kotlin-jpa	1.2.7		7092eb033fd6a09fb7cdd01cded25f8ea7107ccb
dev.mbo	spring-kotlin-jpa	1.3.2		a390f1a9af75a0806eb7e160231b891cd8233b2b
dev.mbo	spring-kotlin-jpa	2025.4.1		1c8fd01f19793d797505551c99f89319cb3e31cc
dev.mbo	spring-kotlin-jpa	2025.4.2		653277ce71442f0ef014da98b55bdc6f000da9d1
dev.mbo	spring-kotlin-jpa	2025.4.3		edc6379f0187454fc5d8be41fc17b4d25220275b
dev.mbo	spring-kotlin-jpa	2025.5.1		c99d0c47108c8e41cbd96cf952457becdeffc96c
dev.mbo	spring-kotlin-jpa	2025.5.2		f02f8884d752010d73a5668607f409e198ea16fc
dev.morphia.morphia	core	1.4.1		676d15490517311880b2495f91d7fdad8e18d520
dev.morphia.morphia	core	1.5.0		da237bc82ebf927fac40b94e5e404854c0f1530c
dev.morphia.morphia	core	1.5.1		8dfde44e8d7bb4f9be9e86dec62fefa11a116f13
dev.morphia.morphia	core	1.5.2		751f66f2c8cead01a69b08ca6810237dbe6cbf6a
dev.morphia.morphia	core	1.5.3		83b2e398fb38867b2c647b7775e8e1f2dc844a93
dev.morphia.morphia	core	1.5.4		5ab565f5e1fed069fc31cfd23ecde6265cd22f84
dev.morphia.morphia	core	1.5.5		f6e0cb45a3563fd469889947c146942c9442b6d9
dev.morphia.morphia	core	1.5.6		7be2bd3b0e66ef8eda2c5e53c2ade9941facc5bc
dev.morphia.morphia	core	1.5.7		69ab1ecd2eb2431aca3fdb9e47914c68a5cf85b9
dev.morphia.morphia	core	1.5.8		c5b656ba98172a6508ac1a6f1da692c4bf40f1c1
dev.morphia.morphia	core	1.6.0		9cdb541cc0914213081ed379fe7647376687c328
dev.morphia.morphia	core	1.6.0-RC1		6bd7a11b8d0abbe739dc5b71ff7d244e52af727a
dev.morphia.morphia	core	1.6.1		1533d1f67f57e68cf4b32bfe3af54f7d5960f491
dev.windly	limbo-utility	5.0.2		N/A
eu.timepit	singleton-ops_sjs0.6_2.13	0.4.0		ca5993d87188bb4c9cb23e144f77434ed7260397
eu.timepit	singleton-ops_sjs0.6_2.13	0.4.1		4ca18e43427bb367a09c3716394c50d64aa645e4
eu.timepit	singleton-ops_sjs0.6_2.13	0.4.2		55954e7f6255e12508577ef83fb7e69a73a3b076
eu.timepit	singleton-ops_sjs0.6_2.13	0.4.3		5bbfda669b477d2f6b5a4092464e0aa73fbe84f2
io.github.aghajari	AXEmojiView-FacebookProvider	1.5.0		N/A
io.github.aghajari	AXEmojiView-FacebookProvider	1.5.2		N/A
io.github.json4s	json4s-ast_sjs1_3	4.1.0-M9		cd650eb2c01320baeac2ebb856668d8deba10cde
io.github.kitlangton	neotype-upickle_sjs1_3	0.3.10		84ba380906290929de3c455cd47e7ab5b0863c15
io.github.kitlangton	neotype-upickle_sjs1_3	0.3.11		1bbe770504b79fab2b98a91ab3901e641f8ad0e1
io.github.kitlangton	neotype-upickle_sjs1_3	0.3.13		bec8068ea043738a054ccaf46c0c9c1c8a63166d
io.github.kitlangton	neotype-upickle_sjs1_3	0.3.14		058c57f0ce3136c09536b8909693046e0178871e
io.github.kitlangton	neotype-upickle_sjs1_3	0.3.15		d3b775060802e7ea5c75e25fa6a2d5e001ce97e5
io.github.kitlangton	neotype-upickle_sjs1_3	0.3.16		64f3f3b7f9af4146fa65b606cae97057d73bbdc3
io.github.kitlangton	neotype-upickle_sjs1_3	0.3.17		0f3e250e1714b2f260ec6b334140885ddc192bfb
io.github.kitlangton	neotype-upickle_sjs1_3	0.3.18		52bc774f64c542408dbc1f344fef57134620ed80
io.github.kitlangton	neotype-upickle_sjs1_3	0.3.19		0746340b2226285381a28cdecc1241c816915992
io.github.kitlangton	neotype-upickle_sjs1_3	0.3.20		80fa7f90dae9ce3b50580c97882dac0b2de69a9f
io.github.kitlangton	neotype-upickle_sjs1_3	0.3.21		e717d9932ff55712e85361632c6526567afb4176
io.github.kitlangton	neotype-upickle_sjs1_3	0.3.23		73a3be030b494396486a3d1b6fa4d63c7e4f9133
io.github.kitlangton	neotype-upickle_sjs1_3	0.3.24		943d2340d770bc49e76e534948402308025eed60
io.github.openfeign.cdi	parent	0.1.5		N/A
io.github.openfeign.cdi	parent	0.1.6		N/A
io.github.panpf.tools4a	tools4a-graphics-ktx	1.0.0		N/A
io.github.panpf.tools4a	tools4a-graphics-ktx	1.0.0-rc03		N/A
io.github.pityka	tasks-upickle_2.13	0.3.1		48c5cc208b540fd2a984709c2348bf9f9bebab15
io.github.pityka	tasks-upickle_2.13	0.3.2		204f0f2d2cab2b1c2895a37416ee6e632928804a
io.github.pityka	tasks-upickle_2.13	1.0.0		0b829df9b6c7c6528919092e942836ff72895e61
io.github.pityka	tasks-upickle_2.13	1.0.0-M1		d8167e831cb39cb8d3edbc7b2ac4c37a454a88da
io.github.pityka	tasks-upickle_2.13	1.0.0-M2		7e4151717791207883b5b12e7df8c74ca837e1aa
io.github.pityka	tasks-upickle_2.13	1.0.0-M3		c118d99c5139c90999df2d046e7c57210f932b46
io.github.pityka	tasks-upickle_2.13	1.0.0-M4		1c819412e472d8111dd3c018aecc2d8d16294452
io.github.pityka	tasks-upickle_2.13	1.0.0-M6		413e5735fa998f0afa34cb3b3ce008df38fe0b35
io.github.pityka	tasks-upickle_2.13	1.0.0-M7		4a1d8cc6efaf1ff2463f3cfcb92e6e99c2dfccd5
io.github.pityka	tasks-upickle_2.13	2.0.0-M1		9abe540293a739b42ae215df84eb21c72238a0e5
io.github.pityka	tasks-upickle_2.13	2.0.0-M11		212092ef1d59867a349cd5df1600a634a8189dc5
io.github.pityka	tasks-upickle_2.13	2.0.0-M12		8dd3ee04e67147373e6197fb4068b194b00d4f74
io.github.pityka	tasks-upickle_2.13	2.0.0-M13		17d67fcd7c19fecdb987e8165b51641ac2019579
io.github.pityka	tasks-upickle_2.13	2.0.0-M14		4d19891855c36335bbf8050170c9f9c740c53445
io.github.pityka	tasks-upickle_2.13	2.0.0-M15		55d5b2c13e07d2055418752ba57b25d65d88873b
io.github.pityka	tasks-upickle_2.13	2.0.0-M16		7b15cf2cd880fdeb1a47e2a3f6f920790f9f9a21
io.github.pityka	tasks-upickle_2.13	2.0.0-M18		1ce11847c1712c1104f67a803b2f752de2087cd5
io.github.pityka	tasks-upickle_2.13	2.0.0-M3		ddfc7bd3f891f01e6e0dbdc05a646e19aa3d65f2
io.github.pityka	tasks-upickle_2.13	2.0.0-M5		e209868af42def3d24975668e2c42db352231e21
io.github.pityka	tasks-upickle_2.13	2.0.0-M6		24a5bcfc9b317ea3d203b8e3ff3275aea2c6d9ac
io.github.pityka	tasks-upickle_2.13	2.0.0-M7		f643a5a5e00fcec82f71fd6eb98b42009dcea4d7
io.github.pityka	tasks-upickle_2.13	2.0.0-M8		f40401c6bae067ad97bf130fed03f8a727d14ca8
io.github.pityka	tasks-upickle_2.13	3.0.0-M10		742243d07569c6c13954f58f1ca1794a96157b34
io.github.pityka	tasks-upickle_2.13	3.0.0-M11		8e736670662fbcc966f8a0e69436cd7f7bd6419a
io.github.pityka	tasks-upickle_2.13	3.0.0-M12		955c3a71f63cdb17c3ccd05392f6112d67b6b692
io.github.pityka	tasks-upickle_2.13	3.0.0-M13		b7a3a56b34fa35b612ef5661de5250b69f1b8582
io.github.pityka	tasks-upickle_2.13	3.0.0-M14		a155cd68be87823d180304e077136275e5a1ef12
io.github.pityka	tasks-upickle_2.13	3.0.0-M15		dbf388c79fa424c24b6ccf77398cde9c502cc792
io.github.pityka	tasks-upickle_2.13	3.0.0-M16		7eb290564b0925b5a0b8d8ff3b73473764fa096a
io.github.pityka	tasks-upickle_2.13	3.0.0-M17		0fbde036f2c19a1f58a69189375a883887424a59
io.github.pityka	tasks-upickle_2.13	3.0.0-M2		c4ae78f2b3d57af36b7728afe97e7a62ce453a86
io.github.pityka	tasks-upickle_2.13	3.0.0-M3		24a7ced8f65a0424766190920352afa4abe0b908
io.github.pityka	tasks-upickle_2.13	3.0.0-M4		a7867ed6ddef8d2f4a50612513ad38761d00ad0c
io.github.pityka	tasks-upickle_2.13	3.0.0-M5		fb98e815c5ccde37a9de2dc89c88e569c103cc60
io.github.pityka	tasks-upickle_2.13	3.0.0-M6		a98372c8d3a02526effd47b50f09776c497984a5
io.github.pityka	tasks-upickle_2.13	3.0.0-M7		58e6fa2fdf89570a767788a6601d0a183ea25e89
io.github.pityka	tasks-upickle_2.13	3.0.0-M8		9dde0a5592f354c0b7cc277c87dab2bf6f1a6c4c
io.github.pityka	tasks-upickle_2.13	4.0.0-M1		71380e5b0c2475a47212000412d33f7457987c44
io.github.pityka	tasks-upickle_2.13	4.0.0-M2		057a4472b9e797b0ab85fe421e728dc24a761a51
io.github.pityka	tasks-upickle_2.13	4.0.0-M3		4084021d2deab7a5360b0a1b5b82cbc2ebda8f41
io.github.pityka	tasks-upickle_2.13	4.0.0-M4		e8a9179b8553f5005120edb2f05cb7d6f900ce7c
io.github.pityka	tasks-upickle_2.13	4.0.0-M5		7a60e3932d7682f76325af7a927801326b6f45c4
io.github.pityka	tasks-upickle_2.13	4.0.0-M6		2771f94edb62911a69c9799d991842226b6d2776
io.github.pityka	tasks-upickle_2.13	4.0.0-M7		715839030c934b356200fb435d1f2ed860dcb668
io.github.pityka	tasks-upickle_2.13	4.0.0-M8		a2b7ec9ff5d1126ae7d6551ee69c08496543bc7d
io.github.sugakandrey	scala-compiler-indices-protocol_2.10	0.1.0		b2be2470ff552763f4b4c117560efc461d01fcf9
io.github.sugakandrey	scala-compiler-indices-protocol_2.10	0.1.1		438b0eff2df9cd1cd46c83721438cd6a302f0c0c
io.github.vigoo	zio-aws-gamelift_2.13	1.13.69.0		59aa347f7c7b29b5fa019a75e1da5efd51c0bbf0
io.github.vigoo	zio-aws-gamelift_2.13	1.13.69.1		ff163ae7ca122c3663e19ab69492570469d02e66
io.github.vigoo	zio-aws-gamelift_2.13	2.14.3.0		bfcfdea4dcfba5f8805f4f1c1eb63074b5690a7c
io.github.vigoo	zio-aws-gamelift_2.13	2.14.7.0		ba70dec3718faee565e138e4f6bac71b43fa5397
io.github.vigoo	zio-aws-gamelift_2.13	3.15.16.3		1be5fd0598eb8ce41673accd104533dbff2d53c8
io.github.vigoo	zio-aws-gamelift_2.13	3.15.16.5		82cab3f41e483ca5715ceca2264252264e500025
io.github.vigoo	zio-aws-gamelift_2.13	3.15.16.7		b97b949031fc9ce27b193d22bdb679d845bf5d8e
io.github.vigoo	zio-aws-gamelift_2.13	3.15.16.8		49ac3bdb7434f943050174fd80a1d6bfd42b4c0a
io.github.vigoo	zio-aws-gamelift_2.13	3.15.19.1		7910042b2daf9cd34e5dc02f8de317a90166d447
io.github.vigoo	zio-aws-gamelift_2.13	3.15.19.10		0f4c2280337503225b5b0c9b18fa1433ebd15be0
io.github.vigoo	zio-aws-gamelift_2.13	3.15.19.11		020613b83f6f96c6e77aee0c00aed6c5eb9b3830
io.github.vigoo	zio-aws-gamelift_2.13	3.15.19.2		6f8098bb69211536dd2ab481bfe57fa59952aa18
io.github.vigoo	zio-aws-gamelift_2.13	3.15.19.3		f26a28c2918326f60266b5f4b07d0bc910361a36
io.github.vigoo	zio-aws-gamelift_2.13	3.15.19.6		5a3633e19b3402f5a1c0e1b7dbf43c39fc5ad8d8
io.github.vigoo	zio-aws-gamelift_2.13	3.15.19.7		142436fe7437832c7f0d208d700d2998f6f4a826
io.github.vigoo	zio-aws-gamelift_2.13	3.15.19.8		062ec9c4a6bcfb28e99b37b5f6ebc5466847bd8e
io.github.vigoo	zio-aws-gamelift_2.13	3.15.19.9		44e038ca336430b898707e763d41f62f3ce4f805
io.github.vigoo	zio-aws-gamelift_2.13	3.15.31.3		5feca42c8bc048b7458e1b763a2ac6622bbf4983
io.github.vigoo	zio-aws-gamelift_2.13	3.15.32.1		47b29032ed3743180d6a749061b359f3844be692
io.github.vigoo	zio-aws-gamelift_2.13	3.15.32.2		8e2e67c39a8ef630467345f00eff69e55195ac38
io.github.vigoo	zio-aws-gamelift_2.13	3.15.33.2		94a4e9062d508597b48e1306a72b9198fda6dfa5
io.github.vigoo	zio-aws-gamelift_2.13	3.15.33.3		d2953f81daa62e77fdd34ce1f5bdda5ae12f145d
io.github.vigoo	zio-aws-gamelift_2.13	3.15.33.4		c3ffa4ffdd0a2ece62b006edf16bccdb46ed2683
io.github.vigoo	zio-aws-gamelift_2.13	3.15.34.1		82563161aa0512f32196d83a8b811cb1eb9e21bf
io.github.vigoo	zio-aws-gamelift_2.13	3.15.34.2		2ca91593eea66deaf7a388d051b15881a97b99a0
io.github.vigoo	zio-aws-gamelift_2.13	3.15.34.3		3f0344d9a5b3acb31ae4e3fdeb45f229ca80f98a
io.github.vigoo	zio-aws-gamelift_2.13	3.15.35.1		956192ee92ee08ec2a768518ee1b8251046ccc21
io.github.vigoo	zio-aws-gamelift_2.13	3.15.35.2		75f8316c5a5c0daebedca9f7508d0c168ee81002
io.github.vigoo	zio-aws-gamelift_2.13	3.15.35.3		c281ba971e7743ca855d02fe49ec1477b26e4929
io.github.vigoo	zio-aws-gamelift_2.13	3.15.35.4		ba53c78563ebc8a866a54e8f5fa8c97a4ec404f2
io.github.vigoo	zio-aws-gamelift_2.13	3.15.35.5		fcf7df71910dc13172eef7aafc5e5e7dfb7bc07c
io.github.vigoo	zio-aws-gamelift_2.13	3.15.38.1		8136b8f8f7deabd5728217498a1cfa4b59fc56e2
io.github.vigoo	zio-aws-gamelift_2.13	3.15.40.1		4987d100ade5fbcd6079f719151f58cd1916d1ed
io.github.vigoo	zio-aws-gamelift_2.13	3.15.40.2		87d32e7c641f6c80a2e37d55aff5a56b0fa1bf8a
io.github.vigoo	zio-aws-gamelift_2.13	3.15.40.3		3b9fd186a5f0ffab138a359b55994522c7365f71
io.github.vigoo	zio-aws-gamelift_2.13	3.15.42.1		03f81e10ff25d347c3f0feeef96055ecb151d1b6
io.github.vigoo	zio-aws-gamelift_2.13	3.15.42.12		f3498d61eac7894463463bb1f0bc8d9047c8d128
io.github.vigoo	zio-aws-gamelift_2.13	3.15.42.2		1da87b08b6d0a70dd70bc7055d00f5d82774f5a6
io.github.vigoo	zio-aws-gamelift_2.13	3.15.42.3		33b429daf61f4319b078d6a9402844be3b42edf1
io.github.vigoo	zio-aws-gamelift_2.13	3.15.45.1		b3da00ed74828c6cf46c7ab38e65655421a9aeef
io.github.vigoo	zio-aws-gamelift_2.13	3.15.45.2		c6a5623e9876642bd12ffb0c5d0bbb351df5f6f2
io.github.vigoo	zio-aws-gamelift_2.13	3.15.45.3		04fb3bfc4ce34c08157197b714e78d92b29bc13f
io.github.vigoo	zio-aws-gamelift_2.13	3.15.48.1		a340939d30475bbe04256b80fb95ebade7c2e751
io.github.vigoo	zio-aws-gamelift_2.13	3.15.48.2		cc9c9baa62ea46738f59b7480e5576737d88b5f3
io.github.vigoo	zio-aws-gamelift_2.13	3.15.49.1		41984dc3abd745cac8ae9c04a09cdde357c43663
io.github.vigoo	zio-aws-gamelift_2.13	3.15.49.2		ffacb31672b566ffe20de36361e55cfaff25d332
io.github.vigoo	zio-aws-gamelift_2.13	3.15.50.2		b35933a46cb498671c6a321f5c483d4aa8371cd3
io.github.vigoo	zio-aws-gamelift_2.13	3.15.51.1		150e1104084d8ef98953acd2a844c1dd849a324d
io.github.vigoo	zio-aws-gamelift_2.13	3.15.51.2		e17161acff0d1c8bf4da074f96f937b10896f8cb
io.github.vigoo	zio-aws-gamelift_2.13	3.15.53.1		d21d3a51bc4e7ea47ad7fd7662f86c736d1c8fec
io.github.vigoo	zio-aws-gamelift_2.13	3.15.53.2		37be3327551214ec6a494fa38e76dbaf75493431
io.github.vigoo	zio-aws-gamelift_2.13	3.15.53.3		0951e1979f81fc145d81db049cff73a32f06b623
io.github.vigoo	zio-aws-gamelift_2.13	3.15.57.1		19ffe4df9c96ee79d5eb8ad39f9d01f4ca5003d9
io.github.vigoo	zio-aws-gamelift_2.13	3.15.58.1		0d4b20f1249630c9c80c0602278d7f2a65928fba
io.github.vigoo	zio-aws-gamelift_2.13	3.15.60.1		d2d4f32ca7e31969e6619c33b1d645eff5b74433
io.github.vigoo	zio-aws-gamelift_2.13	3.15.61.1		f201126295c6b560ebe1c60f53bbb0d8b4b55572
io.github.vigoo	zio-aws-gamelift_2.13	3.15.63.1		84a318bceeccafea24de62153c538382ab5209ed
io.github.vigoo	zio-aws-gamelift_2.13	3.15.65.2		1c749785d478008b2215a08577888cbb43d67efb
io.github.vigoo	zio-aws-gamelift_2.13	3.15.65.3		1ac717259f88ded555287229165fe07082de7259
io.github.vigoo	zio-aws-gamelift_2.13	3.15.66.2		e49cbbf2dfa8aecabd1868376a29b9ed804f03cc
io.github.vigoo	zio-aws-gamelift_2.13	3.15.66.3		6589ae7f75df36b2131588564010c583a12ef178
io.github.vigoo	zio-aws-gamelift_2.13	3.15.67.1		502308322be13ce7d1c6578a736cf1a01afd36b2
io.github.vigoo	zio-aws-gamelift_2.13	3.15.68.2		22c75dff342d64a684510e7a077ad837a2ec1ba3
io.github.vigoo	zio-aws-gamelift_2.13	3.15.68.3		3bfd6ab1d442aeaa1b117764b4e520967c417a14
io.github.vigoo	zio-aws-gamelift_2.13	3.15.69.1		1925c0484da76d0bca6e46a48290e260301ebfb5
io.github.vigoo	zio-aws-gamelift_2.13	3.15.69.2		8d8b72fd14f7607abc9206d80993774283ced16d
io.github.vigoo	zio-aws-gamelift_2.13	3.15.69.3		8d695aeec9c86c5e4e73d0b260e0d4af51252598
io.github.vigoo	zio-aws-gamelift_2.13	3.15.70.1		b442c2f082a79d5d737c7128f0c361b815b44fac
io.github.vigoo	zio-aws-gamelift_2.13	3.15.71.1		6b095ee1f36fa4bd610c93dd099a61c58c512f42
io.github.vigoo	zio-aws-gamelift_2.13	3.15.71.2		680d7d98bb1d642dbd73166254a061f461a97d8f
io.github.vigoo	zio-aws-gamelift_2.13	3.15.71.3		817cbbb69f865a39bc4f7a04ef9a10e25eba58ae
io.github.vigoo	zio-aws-gamelift_2.13	3.15.73.1		b6b412cb285e7a2cbf8b4a9cdfaf94523fe3c282
io.github.vigoo	zio-aws-gamelift_2.13	3.15.73.2		80227d28d9d7fece5f3dc1ff12d17eeaff4f104f
io.github.vigoo	zio-aws-gamelift_2.13	3.15.73.3		6f57581644a3c0d465f290764bfd444cc36a6969
io.github.vigoo	zio-aws-gamelift_2.13	3.15.73.4		ab924c8a16c41fda9916292959a74f3beb841b72
io.github.vigoo	zio-aws-gamelift_2.13	3.15.74.1		aa11e7cbb032659cdbf421064ed0bb445224a93f
io.github.vigoo	zio-aws-gamelift_2.13	3.15.74.2		4d56e26149744b4edaedec5633be06db2611266f
io.github.vigoo	zio-aws-gamelift_2.13	3.15.77.1		083fbec82fac34e09a00da37b214245579d6647e
io.github.vigoo	zio-aws-gamelift_2.13	3.15.77.2		78a1a92eff9b8accfb324e84d6fb496dd75e669d
io.github.vigoo	zio-aws-gamelift_2.13	3.15.79.1		11bbef96e8ef8021dca0d55e082144212cabb8b5
io.github.vigoo	zio-aws-gamelift_2.13	3.15.80.1		25789b093570a9987eb1202d8e6d50c6e7218f7e
io.github.vigoo	zio-aws-gamelift_2.13	3.15.80.2		b9f870e24af58bbfd1227eee0f3d51b9a3f25823
io.github.vigoo	zio-aws-gamelift_2.13	3.15.81.1		1929aeb077dc5f34ef56f4f023a62a2c7a991661
io.github.vigoo	zio-aws-gamelift_2.13	3.15.81.2		79e1750ed2cd6ab758cfd4237ca7a2ca83aedef9
io.github.vigoo	zio-aws-gamelift_2.13	3.15.82.1		4980e42d5db6145647a4465e680680f87ba93907
io.github.vigoo	zio-aws-gamelift_2.13	3.15.82.2		6488f59f408a8c78000dc0ec2479b87d9ba2bce2
io.github.vigoo	zio-aws-gamelift_2.13	3.15.82.3		9d9d11f37fee1d816a743a553a7201df44c2c667
io.github.vigoo	zio-aws-gamelift_2.13	3.16.0.1		19e48a376bf8a49757c166410237d3417b76f451
io.github.vigoo	zio-aws-gamelift_2.13	3.16.0.2		48509e4366baffd1ae064d701aa2fd3b68a118da
io.github.vigoo	zio-aws-gamelift_2.13	3.16.1.1		7e1a1be3b31c2353f0ef650c08c4181efed90262
io.github.vigoo	zio-aws-gamelift_2.13	3.16.1.2		ba0978fefe600b35c00a4c5efb78f0f2b3db7185
io.github.vigoo	zio-aws-gamelift_2.13	3.16.100.1		52bed4b13c970f1701a29f1d508009fe77d0d2ad
io.github.vigoo	zio-aws-gamelift_2.13	3.16.101.1		abfaa4300ff05f72a81e5e225eea26695bf36409
io.github.vigoo	zio-aws-gamelift_2.13	3.16.102.1		ada8fa1932274ae13316dc83d63e5f85c14b46fe
io.github.vigoo	zio-aws-gamelift_2.13	3.16.102.2		d23a51f53cb3aea77fd2443274ab52bc4dbfc7ca
io.github.vigoo	zio-aws-gamelift_2.13	3.16.104.1		2b32f2a7b2fb19755bdd718c633bf9324361d60a
io.github.vigoo	zio-aws-gamelift_2.13	3.16.13.1		063ac328c8d3252a6c59b13ccfa56bec98956db6
io.github.vigoo	zio-aws-gamelift_2.13	3.16.13.2		ce31f1bd03707a1ed1bff06443d802caf0da5f07
io.github.vigoo	zio-aws-gamelift_2.13	3.16.14.1		9e789ba122ed3c2cbfd1a250e31404fb72ed37ce
io.github.vigoo	zio-aws-gamelift_2.13	3.16.14.2		221e54fc0f365c0e33e5ce9dc72911cd87ff7bcb
io.github.vigoo	zio-aws-gamelift_2.13	3.16.16.1		39db70704f20747736750bd869434bc5925dcd5e
io.github.vigoo	zio-aws-gamelift_2.13	3.16.17.1		1a6a72708bae6bb7f9d773ee455c4afab029fe46
io.github.vigoo	zio-aws-gamelift_2.13	3.16.17.2		2de8ba1e43c8da909dc07255c174c624316e3b84
io.github.vigoo	zio-aws-gamelift_2.13	3.16.18.1		9d14a18c598c9d906967ce7de4f5dae8a425b7cf
io.github.vigoo	zio-aws-gamelift_2.13	3.16.18.2		83af16f59a6c8cc2ea8f188bddc872f364a18939
io.github.vigoo	zio-aws-gamelift_2.13	3.16.18.3		6f524457cbd3698fd1b3e80cb210d412d1a4f6ae
io.github.vigoo	zio-aws-gamelift_2.13	3.16.20.2		845d4726ce404dd0e5c360624bdcc2cff4d0eb18
io.github.vigoo	zio-aws-gamelift_2.13	3.16.20.3		f463edbef59ba6ef663e119d34abeb2fac908d8c
io.github.vigoo	zio-aws-gamelift_2.13	3.16.20.4		00e82aee4f16e529221f07409097d1c29a75ad75
io.github.vigoo	zio-aws-gamelift_2.13	3.16.20.5		55323982925eae81b5a99f9a3013036221cce727
io.github.vigoo	zio-aws-gamelift_2.13	3.16.20.6		ec19affbfa5f8d6068842e4b65c5f648266f5a06
io.github.vigoo	zio-aws-gamelift_2.13	3.16.20.7		b768a0ba9eff4cccd0aedd676076ec9fd85fe3a4
io.github.vigoo	zio-aws-gamelift_2.13	3.16.3.1		c29259ac2004904bee9e9579af7db19385765733
io.github.vigoo	zio-aws-gamelift_2.13	3.16.3.2		fa2095872b6e4bc3bd84d0e0d71c1fd61f432ae4
io.github.vigoo	zio-aws-gamelift_2.13	3.16.34.1		3bc1104f497231b56a83bf30800d950d4b146a38
io.github.vigoo	zio-aws-gamelift_2.13	3.16.34.2		0b86977e17b9bef9be42f9f9e01db853b5292479
io.github.vigoo	zio-aws-gamelift_2.13	3.16.35.1		4b0280f65b93c54ec499cffe5fd126eba79b7026
io.github.vigoo	zio-aws-gamelift_2.13	3.16.36.1		00af21c1efe2ed0103f49b7f5dac28ca01653a53
io.github.vigoo	zio-aws-gamelift_2.13	3.16.36.2		ada7d3aea22516e879b48ad8934a4d3b707919f9
io.github.vigoo	zio-aws-gamelift_2.13	3.16.37.1		044b3962a3e3ab22eebf8aa7972071f318f46227
io.github.vigoo	zio-aws-gamelift_2.13	3.16.37.2		a997a2a3490fb2d2e21638b409d454631881931f
io.github.vigoo	zio-aws-gamelift_2.13	3.16.38.1		dd5759a617651221794a05d7c950ab679b524fe5
io.github.vigoo	zio-aws-gamelift_2.13	3.16.39.1		437a430af957aebdb62fff32d4240fc6d6778db1
io.github.vigoo	zio-aws-gamelift_2.13	3.16.39.2		638fb6fc41421068b61add766509577a3f0568d2
io.github.vigoo	zio-aws-gamelift_2.13	3.16.4.1		edc95620bf4e18a64669f1c1b7fc5dcf1ada9da4
io.github.vigoo	zio-aws-gamelift_2.13	3.16.4.2		dfcf4ffe28c2293e89423cd77d9a832a9f6a2128
io.github.vigoo	zio-aws-gamelift_2.13	3.16.40.1		4e057bfc486c322244c6745d9d9402cb4f5bd828
io.github.vigoo	zio-aws-gamelift_2.13	3.16.42.1		b358ab4a85ba74e8af2173663f165a7a11678258
io.github.vigoo	zio-aws-gamelift_2.13	3.16.43.1		b25897d9ce0174918bb8378040c8e37c65cdfdc4
io.github.vigoo	zio-aws-gamelift_2.13	3.16.43.2		40132430cdd6d3e64d44e8e1983c1926b64697fd
io.github.vigoo	zio-aws-gamelift_2.13	3.16.44.1		838d7d2b899f7e8f40f317d9df44c009546f5421
io.github.vigoo	zio-aws-gamelift_2.13	3.16.44.3		80a4f2e6a7fb48b60eace0405e641c802303b3c7
