at.released.tempfolder	tempfolder-sync-linuxarm64	0.1		N/A
org.cometd.archetypes	cometd-archetypes-project	3.1.0-BETA1		N/A
org.cometd.archetypes	cometd-archetypes-project	3.1.0-BETA2		N/A
org.connectorio.dropwizard.autobundle	datasource	2.0.6		bd86cabdce4ec4192de0f2b2ae2f7de88524351a
org.daisy.pipeline.modules	nlp-ruled-lexer	1.0.0		f695fc2ca0295ac45fb61cfaced5fb4a4d49ede2
org.daisy.pipeline.modules	nlp-ruled-lexer	1.0.1		12c80e94fbd67aca6128737ae12f0f9ac36291bc
org.daisy.pipeline.modules	nlp-ruled-lexer	1.0.1	doc	e6fc83a4e4ade44104cebf7e5b8d24ffddd99692
org.daisy.pipeline.modules	nlp-ruled-lexer	1.0.2		c63805138f425d879940eb5b464935fa31e9f889
org.daisy.pipeline.modules	nlp-ruled-lexer	1.0.2	doc	3d395a27478457347fb5e6a18162fd3e5a79a712
org.daisy.pipeline.modules	nlp-ruled-lexer	1.0.3		158b0774bd341a9331e00e3eae0c074bd601d0dd
org.daisy.pipeline.modules	nlp-ruled-lexer	1.0.3	doc	2d73261ad1a504b40b2c75c69ac119db482c63aa
org.daisy.pipeline.modules	nlp-ruled-lexer	1.0.4		f7758ff9e8fcf122318a9d806e528937be5a61f4
org.daisy.pipeline.modules	nlp-ruled-lexer	1.0.4	doc	4ec8a93e70852197099ffd3888d98e45de651c4d
org.eclipse.jetty.tests	test-webapp-logging-commons	7.0.0.RC0		N/A
org.eclipse.jetty.tests	test-webapp-logging-commons	7.0.0.RC1		N/A
org.eclipse.jetty.tests	test-webapp-logging-commons	7.0.0.RC2		N/A
org.eclipse.jetty.tests	test-webapp-logging-commons	7.0.0.RC3		N/A
org.eclipse.jetty.tests	test-webapp-logging-commons	7.0.0.RC4		N/A
org.eclipse.jetty.tests	test-webapp-logging-commons	7.0.0.RC5		N/A
org.eclipse.jetty.tests	test-webapp-logging-commons	7.0.0.RC6		N/A
org.eclipse.jetty.tests	test-webapp-logging-commons	7.0.0.v20091005		N/A
org.eobjects.datacleaner	DataCleaner-desktop-api	4.0		649b61bd4ba0133556c7380d5eac1514c7c2d30d
org.eobjects.datacleaner	DataCleaner-desktop-api	4.0-RC1		4270101faaefbf9c90362645abdcd28ac6e710e6
org.eobjects.datacleaner	DataCleaner-desktop-api	4.0-RC2		c287c203d91ad9dd0577b5298e4156a747b105eb
org.eobjects.datacleaner	DataCleaner-desktop-api	4.0-RC3		3caaf267e5f14a9066fb2622d539c677a6f8c727
org.eobjects.datacleaner	DataCleaner-desktop-api	4.0-RC4		7b4bd04fff1bac3577cae087793f0fd4726c808f
org.eobjects.datacleaner	DataCleaner-desktop-api	4.0-RC5		0c95aa5f7ef1931108e7c5f1cdada3d3168736e6
org.eobjects.datacleaner	DataCleaner-desktop-api	4.0.1		fdd03bc7264f0ff49b7105eb6fff3034e69ad95d
org.eobjects.datacleaner	DataCleaner-desktop-api	4.0.10		7264ee1f47a6a962f7009b8a1b7bc721c6070175
org.eobjects.datacleaner	DataCleaner-desktop-api	4.0.11		2425f0428ab095dc43760f38954a4ddd1c917319
org.eobjects.datacleaner	DataCleaner-desktop-api	4.0.2		fb0541a0b3fa29037555f12f81542c1ccb51f947
org.eobjects.datacleaner	DataCleaner-desktop-api	4.0.3		0112a8fe4fb9e6e31c4303a13474b447c99befc5
org.eobjects.datacleaner	DataCleaner-desktop-api	4.0.4		22f8777bc0dc02ff22a0de5ae2b47e8a26f0fdb8
org.eobjects.datacleaner	DataCleaner-desktop-api	4.0.5		20f4568bfbb73eff969791f66ae3b25842d6d849
org.eobjects.datacleaner	DataCleaner-desktop-api	4.0.6		0aa0c5e6bb21fbf6332f12e67772990b8aa74643
org.eobjects.datacleaner	DataCleaner-desktop-api	4.0.7		07a9a03fdc65e096b51a1639123a8961cfe1211c
org.eobjects.datacleaner	DataCleaner-desktop-api	4.0.8		75670c08b0477c4002389e307d330affb72151c6
org.eobjects.datacleaner	DataCleaner-desktop-api	4.0.9		8a6c138ccd08792ac4ed37c671ccf21b90c4c2e3
org.eobjects.datacleaner	DataCleaner-desktop-api	4.5		ef3c88c6d6ad40584707dc116480ca0ec2f22d3c
org.eobjects.datacleaner	DataCleaner-desktop-api	4.5-RC1		e96832b4b5ffb3b61dc795b4221e177bf3656b52
org.eobjects.datacleaner	DataCleaner-desktop-api	4.5-RC2		55053fb7246301ac1b3faba8fc880c79d05340e1
org.eobjects.datacleaner	DataCleaner-desktop-api	4.5.1		0dfbcd7052a2dec7db9fadfbfc900c31536bb31c
org.eobjects.datacleaner	DataCleaner-desktop-api	4.5.2		56c7f9ed7d230febff90bc997a1816b3b32473c5
org.eobjects.datacleaner	DataCleaner-desktop-api	4.5.3		3c9e136bb25701516d8893b8541da95edbcaa824
org.eobjects.datacleaner	DataCleaner-desktop-api	4.5.4		a303deef6df65bb1b16ffca6c5f72b59ea94a94b
org.eobjects.datacleaner	DataCleaner-desktop-api	5.0		c5ae53db26e61911baafce4d28e6f7b5addc0d80
org.eobjects.datacleaner	DataCleaner-desktop-api	5.0-RC1		8b6ecb34c7cc6c114046dfb41fac27d800b5a3b6
org.eobjects.datacleaner	DataCleaner-desktop-api	5.0-RC2		e804e3d0a1299247ab87b752455284ee3734a1df
org.eobjects.datacleaner	DataCleaner-desktop-api	5.0-RC3		d50fea0c1dec8ec3a776c168ca34416d84fc60d3
org.eobjects.datacleaner	DataCleaner-desktop-api	5.0-RC4		da58770a5a9e65a928dbd1b2886cf918fdf66f79
org.eobjects.datacleaner	DataCleaner-desktop-api	5.0-RC5		d52360809329e7bac23b6af9b5ffe1a7fcfe2c12
org.eobjects.datacleaner	DataCleaner-desktop-api	5.0.2		44a29965b7fdfcdb8fac4b2ebf5f909ca0a3e2d0
org.eobjects.datacleaner	DataCleaner-desktop-api	5.0.3		011c8515d899295a36744ffa383e7072b9221719
org.eobjects.datacleaner	DataCleaner-desktop-api	5.1.0		7c61cec941eae16652be9eb36638d5aaaf4fb6a7
org.eobjects.datacleaner	DataCleaner-desktop-api	5.1.1		d3d511c7a96a99b8160f0eeac32fc3deeec8d44a
org.eobjects.datacleaner	DataCleaner-desktop-api	5.1.2		54d4e1b1293be63311fac950cc029d8014fa49db
org.eobjects.datacleaner	DataCleaner-desktop-api	5.1.3		e4ef6a6045199dd87cc3cf8f57b7ca8a19aa18f0
org.eobjects.datacleaner	DataCleaner-desktop-api	5.1.4		d01feb936e41ff46e8085184014902613d2daf77
org.eobjects.datacleaner	DataCleaner-desktop-api	5.1.5		dcbae791443c4a5ab469b8da5f5d3c390e311058
org.eobjects.datacleaner	DataCleaner-desktop-api	5.1.5.1		11db1ebe928cd182166632bf97113a9009cd4ead
org.eobjects.datacleaner	DataCleaner-desktop-api	5.1.5.2		bc4c4e699ddbd61481c7080e6e310bcbea1fee4b
org.eobjects.datacleaner	DataCleaner-desktop-api	5.1.5.3		c67d3086b4bd20aff5f36de0a6d92deeac1f4db2
org.eobjects.datacleaner	DataCleaner-desktop-api	5.2.0		290634fb1ef5a2b8e4b4254c2de4fd3bbcdb87bb
org.eobjects.datacleaner	DataCleaner-desktop-api	5.2.0-RC1		88203bb7cce58bd815c17f500cdd9c18a37fd3d1
org.eobjects.datacleaner	DataCleaner-desktop-api	5.2.0-RC2		dcdbf3f536c886a9fbd85619a3f3ef590fa8345c
org.eobjects.datacleaner	DataCleaner-desktop-api	5.2.1		ddfd850772fd4f80f2fcc06ac8b3a511cf3ec5c3
org.eobjects.datacleaner	DataCleaner-desktop-api	5.4.1		1588f902d2d49ccbbc9acf239bf8bd6df5ce3f00
org.eobjects.datacleaner	DataCleaner-desktop-api	5.4.2		2b2122ab237a4e1e41add37aed2508ad6e435356
org.eobjects.datacleaner	DataCleaner-desktop-api	5.5.0		c71b89802af2b58c3905315e5f1d74fd2e7ab900
org.eobjects.datacleaner	DataCleaner-desktop-api	5.6.0		96efe8a267c5a15c04f53a0d933ad288bbbce091
org.eobjects.datacleaner	DataCleaner-desktop-api	5.7.0		ed8bd80b54478b6d57973d0eaad7dbc0fcb97a3d
org.eobjects.datacleaner	DataCleaner-desktop-api	5.7.1		a9b7994c5b8deb4e448a7d15cb6e33cb50f45209
org.eobjects.datacleaner	DataCleaner-desktop-api	5.8.1		32a5e7d2c1095d9e49508f105cc420ac1cbbc33c
org.eobjects.datacleaner	DataCleaner-desktop-api	6.0.0		881709cf94c4f6ada8cf92cd84c0be92cdb0fd34
org.fudaa.soft.fudaa-refonde	fudaa-refonde	5.15f-rc4		N/A
org.http4k	http4k-connect-kafka-rest	3.30.0.0		e858ae36c5221b14fffd7f6f2fbe099102656bb2
org.http4k	http4k-connect-kafka-rest	3.31.0.0		467225eed164eb3ef1246d023e243d42bd86b35f
org.http4k	http4k-connect-kafka-rest	3.31.1.0		c0a24e5401dbc2faf8d5c876fdf98aa657a9f531
org.http4k	http4k-connect-kafka-rest	3.32.0.0		e247a19a885b6e4eb7b18b876eaf5b1124ae5a95
org.http4k	http4k-connect-kafka-rest	3.33.0.0		1048bac619b18163216e4bfd99066f920eff3852
org.http4k	http4k-connect-kafka-rest	3.33.1.0		a2b54e4e3f125d108a8dc45590f6b479fe6fcf3c
org.http4k	http4k-connect-kafka-rest	3.33.2.0		5d33ef0e7da2d8e75a5fe05c6259c19fc27d4e4e
org.http4k	http4k-connect-kafka-rest	3.33.3.0		8fa4be92d99aee002be844a545e979db959ab4c3
org.http4k	http4k-connect-kafka-rest	3.33.4.0		9b02d4d61973657eea8aac0431ebcfda84cf443e
org.http4k	http4k-connect-kafka-rest	3.34.0.0		504d648fe677b61d0834061b72e99bdc93975b17
org.http4k	http4k-connect-kafka-rest	3.34.0.1		3f3dc8801ec0f7daebd46ac15f301b60e414a3ec
org.http4k	http4k-connect-kafka-rest	3.35.0.0		0633dfbbd1a1bc41b21b6a15a7e44be6166410b4
org.http4k	http4k-connect-kafka-rest	3.36.0.0		4ec497d8acd9f762cad378006391aeecee144b47
org.http4k	http4k-connect-kafka-rest	3.37.0.0		738798d04198180cd7e0b8c94afca3db611079d5
org.http4k	http4k-connect-kafka-rest	3.37.0.1		760e4a1e922ac584078e1a50095fe2229e6b32d9
org.http4k	http4k-connect-kafka-rest	3.37.1.0		668d1ed64b4b62fb50dae58f96b91ce5f5b388ea
org.http4k	http4k-connect-kafka-rest	3.38.0.0		b3d042fcbe551a73541d384038acd8f91ceb0631
org.http4k	http4k-connect-kafka-rest	3.38.0.1		4a39a2dd76dfe0668c7ac53579ff0566e4cbc62d
org.http4k	http4k-connect-kafka-rest	3.38.1.0		b2167a9f8544a1fc04d89757ef856b2445815650
org.http4k	http4k-connect-kafka-rest	3.39.0.0		5179558197a8c513bbbd82ce00e892cd8375567d
org.http4k	http4k-connect-kafka-rest	3.39.0.1		6a3a40ea3d94296f8fa40e943ba24c1392da597e
org.http4k	http4k-connect-kafka-rest	3.39.1.0		70f70700b9c1036d2006c8c9e708e2131edf0e83
org.http4k	http4k-connect-kafka-rest	3.39.2.0		cefd4014504e53807296751ccb33f3cf68b86233
org.http4k	http4k-connect-kafka-rest	3.40.0.0		04faee77d79c556f9453aa17d756ae41d2c81ca5
org.http4k	http4k-connect-kafka-rest	3.40.1.0		aed508d186049dae0948b1c976b22cdc809012cc
org.http4k	http4k-connect-kafka-rest	3.40.1.1		628501d5fdc29be101620ef9b6fa6de57987a729
org.http4k	http4k-connect-kafka-rest	3.40.1.2		ddcb421e5a4d10fef1547fcbf64685e46fe290b5
org.http4k	http4k-connect-kafka-rest	3.40.2.0		7684774a38c15757eb7bd628614f09952714d4f4
org.http4k	http4k-connect-kafka-rest	3.40.3.0		f63ed1f0e452340e030a8d74ce93c285480ab73f
org.http4k	http4k-connect-kafka-rest	3.40.4.0		df489882db0d61ca798a9185680fe81fc057d8e6
org.http4k	http4k-connect-kafka-rest	3.40.5.0		e8c3cf011f291bffe03ba2358c7b18d459ab7649
org.http4k	http4k-connect-kafka-rest	3.41.0.0		578c38b43331007dbab0ee52ea17c9a8f1403c8b
org.http4k	http4k-connect-kafka-rest	3.42.0.0		61145b453f8afdafeb17e6d685a361c2440d901e
org.http4k	http4k-connect-kafka-rest	3.42.1.0		5ab926885b490c7555ed364ce133296dfc0d8aec
org.http4k	http4k-connect-kafka-rest	3.43.0.0		0c282f4afaec2e295946d9ea3f18035878bf307f
org.http4k	http4k-connect-kafka-rest	3.43.1.0		e318d798a403b4415361b32e5e58209a00e02ce9
org.http4k	http4k-connect-kafka-rest	5.0.0.0		915b497b63fa5cdd90d16dc5b27e68a6f0bd64be
org.http4k	http4k-connect-kafka-rest	5.0.1.0		c218231043f0088f0c55a6cd37f7b64371621f35
org.http4k	http4k-connect-kafka-rest	5.1.0.0		7e3c4ef2bce86bdd1cfb92b7c83098bd55075bdd
org.http4k	http4k-connect-kafka-rest	5.1.1.0		f09e9be64bea7d19f0dea24973dd07371fef65cf
org.http4k	http4k-connect-kafka-rest	5.1.2.0		fdb932cefe320c3d6dba98f515b7f796caba42bc
org.http4k	http4k-connect-kafka-rest	5.1.3.0		719f233f280c6887503e62d3977d592c7b4b7aff
org.http4k	http4k-connect-kafka-rest	5.1.4.0		22de308ed418f6ddb494734ce0913fda47483263
org.http4k	http4k-connect-kafka-rest	5.1.5.0		1fbf601d990c5ea34b0ae8713eb0a73edda38ffd
org.http4k	http4k-connect-kafka-rest	5.1.6.0		644915f94191edc79f546b1b386da43e3d8ec938
org.http4k	http4k-connect-kafka-rest	5.1.6.1		231cb332f20b634769349f1dc4d746866ef64a4e
org.http4k	http4k-connect-kafka-rest	5.1.6.2		35b34c3485194333e1c4d63c105ca4b15fd1f975
org.http4k	http4k-connect-kafka-rest	5.10.0.0		6a9387a6432e1076a1e55f38ace4dae7e21b87c9
org.http4k	http4k-connect-kafka-rest	5.10.1.0		36374d746145ff026de17973c954e33fd3fbe0fd
org.http4k	http4k-connect-kafka-rest	5.11.0.0		187272fc6b8f595515d6114d1bee4c35c6bb4bb8
org.http4k	http4k-connect-kafka-rest	5.12.0.0		4d265d3a0c59bb856de1f93d4dc153f38d7e14bd
org.http4k	http4k-connect-kafka-rest	5.12.1.0		be9e0b578c61737906eae1bf4d9ebc69fb851e7a
org.http4k	http4k-connect-kafka-rest	5.12.2.0		5d2141bef1c639129bde262ca2b3e506b03dc2de
org.http4k	http4k-connect-kafka-rest	5.13.0.0		7069bf640f5ca884a04d5085ffca24bd85fe1817
org.http4k	http4k-connect-kafka-rest	5.14.0.0		1fe14e65ccc4d7e2aa24efc6a6cf72d794aa66de
org.http4k	http4k-connect-kafka-rest	5.15.0.0		7395ad5606964efdae92fb17215d6b3ffd5c3472
org.http4k	http4k-connect-kafka-rest	5.16.0.0		ea64b6e605b859414917d39b3da06701a34174db
org.http4k	http4k-connect-kafka-rest	5.16.0.1		f81c7bf478baa5437fc9adf9d5885946c199e667
org.http4k	http4k-connect-kafka-rest	5.16.0.2		5fe7920d14b7fa08a3b16ec62fe6b6129c3ffede
org.http4k	http4k-connect-kafka-rest	5.17.0.0		29695194042a538664cbf0f70705116959c1066a
org.http4k	http4k-connect-kafka-rest	5.17.0.1		d131de6d1ec006eec27b3aa0525d95ef04a8e38d
org.http4k	http4k-connect-kafka-rest	5.17.0.2		0f2e94541c6d9aea0bbf8b727b68ec1129ea8879
org.http4k	http4k-connect-kafka-rest	5.17.1.0		5d9d623e37c0d555920cd3f07892e1462b94d586
org.http4k	http4k-connect-kafka-rest	5.17.1.1		ab3412070b8246c4d8948fb217032359f2351e5b
org.http4k	http4k-connect-kafka-rest	5.18.0.0		ac71d49e7cc5cc449450351421c36caf34fe063a
org.http4k	http4k-connect-kafka-rest	5.19.0.0		436cb32e2e56ed0ef66d002e855456bcd5f6d3de
org.http4k	http4k-connect-kafka-rest	5.19.0.1		d83c61a036cc16ea1e7db98145dbeed58451a111
org.http4k	http4k-connect-kafka-rest	5.19.0.2		61f6b03e19bef14fb1ab1874ab3a7c0757f3427e
org.http4k	http4k-connect-kafka-rest	5.2.0.0		f74b9b6c930abddd61e8916f9c971eabcae0db7d
org.http4k	http4k-connect-kafka-rest	5.2.2.0		5e0f68c9173c1fe46e247fd5351e62a2289d45fa
org.http4k	http4k-connect-kafka-rest	5.2.3.0		c71828415efa75c7aa1d82f63e2c626058a2468a
org.http4k	http4k-connect-kafka-rest	5.2.4.0		178d400d3c387ed71b801ffbdf1972e0014013fd
org.http4k	http4k-connect-kafka-rest	5.2.5.0		cdba6248dcbf4f017043d19ddd546efffdba804d
org.http4k	http4k-connect-kafka-rest	5.20.0.0		d2a7cc47213774b0720e95242075005c6dbc57c3
org.http4k	http4k-connect-kafka-rest	5.21.0.0		b8383c50d92b619d956e412c9b70c6949b62d0b0
org.http4k	http4k-connect-kafka-rest	5.22.0.00		040ef750da60d877cc6a963fcefb762eaee05391
org.http4k	http4k-connect-kafka-rest	5.22.1.0		e6724ca59d07c13520a949f6486326a709859968
org.http4k	http4k-connect-kafka-rest	5.23.0.0		7aff7a11ed8ec1b58f670eed912882394d23f0e5
org.http4k	http4k-connect-kafka-rest	5.24.0.0		646374ce934c0a07ba93c762bf4412186f4aa43f
org.http4k	http4k-connect-kafka-rest	5.24.1.0		44952bb94f7a84412c862fdf686703f9c59a426f
org.http4k	http4k-connect-kafka-rest	5.25.0.0		3f2f2cf0d48a452b84a3bcc7f78e61b1276c8f52
org.http4k	http4k-connect-kafka-rest	5.25.1.0		20f299e18320b5d6abf3d79c0c0177fff716d892
org.http4k	http4k-connect-kafka-rest	5.26.0.0		93b3c67e72deadccc2d9fd05294659d06d178da5
org.http4k	http4k-connect-kafka-rest	5.26.0.1		f9f2c5cd7b07435160aabcdf99dd4b663a31d53b
org.http4k	http4k-connect-kafka-rest	5.26.0.2		3ae75d891ad532c0662cb965bffb962c9be4ceeb
org.http4k	http4k-connect-kafka-rest	5.3.0.0		d627f28afd976f2a3af46c3b705f75d7e5c496da
org.http4k	http4k-connect-kafka-rest	5.35.0.0		38108645f07952a952a75b8027277db946257710
org.http4k	http4k-connect-kafka-rest	5.35.1.0		4a177abb84cd27a7657c8601066628bc3950e86b
org.http4k	http4k-connect-kafka-rest	5.35.2.0		06742d5a1f772ff80eb18c56098537210d65b444
org.http4k	http4k-connect-kafka-rest	5.35.3.0		640cbee329116543362daaf5d16d35042d0936ab
org.http4k	http4k-connect-kafka-rest	5.35.4.0		c32569c8dff015a87edaaf1cf95b957bbe87f1f0
org.http4k	http4k-connect-kafka-rest	5.35.5.0		e720ebc6ffc718ee26095a42b000e8b623b59005
org.http4k	http4k-connect-kafka-rest	5.36.0.0		1a0b9864ba39008f382bbe7fbda743e17737eec9
org.http4k	http4k-connect-kafka-rest	5.37.0.0		68686f1b21ed9d0b76d01377457fdf7f2d121206
org.http4k	http4k-connect-kafka-rest	5.37.1.0		700863a11f50d5379e37834891b933b1bd52550a
org.http4k	http4k-connect-kafka-rest	5.37.1.1		9c97b069117c53c70553149bcb2b16e2094dfb3c
org.http4k	http4k-connect-kafka-rest	5.38.0.0		3dfa8e6df63f05f39834ab130905fb4667cf6ddd
org.http4k	http4k-connect-kafka-rest	5.39.0.0		ea527eeef7f7d9e9d95fb74beacd1e7a3428ae04
org.http4k	http4k-connect-kafka-rest	5.4.0.0		a2db4057570de20932620c0d4968a271587c874c
org.http4k	http4k-connect-kafka-rest	5.40.0.0		cf0015a34d586ba20f28fe7afe52a0c3d1cdb70b
org.http4k	http4k-connect-kafka-rest	5.41.0.0		fbf4cd7c9925d04eddb33d67a3d53a664f7e9550
org.http4k	http4k-connect-kafka-rest	5.42.0.0		7508c84ac0e04a09a0ca72ccb5667e8cf9c00f57
org.http4k	http4k-connect-kafka-rest	5.43.0.0		25d211565738e5801ca6e8f7dcb0e0ac2553c9e6
org.http4k	http4k-connect-kafka-rest	5.44.0.0		775b73442e13d39f67993ae984d49e3a8fcd8386
org.http4k	http4k-connect-kafka-rest	5.44.1.0		943cbccd3304e4d6c0f418e1b6f7c0cff39c2329
org.http4k	http4k-connect-kafka-rest	5.44.2.0		9a6dbe74968c0af5da4800f67058ad2055ddb78c
org.http4k	http4k-connect-kafka-rest	5.44.3.0		839f1ad91d5ffd7dc0aed461a7700466f2636eaa
org.http4k	http4k-connect-kafka-rest	5.45.0.0		1cb94cb4c8c30497bc10ea086275f267b2467a0a
org.http4k	http4k-connect-kafka-rest	5.45.1.0		5f68fe335aa0e292200100e17a0971772ed43334
org.http4k	http4k-connect-kafka-rest	5.45.2.0		a6f985dbf0e5f23eb47a40d7ea031b6d9ddb821a
org.http4k	http4k-connect-kafka-rest	5.46.0.0		8e7dd714e9b03b46646d680fdb1c2ff2a5b7e803
org.http4k	http4k-connect-kafka-rest	5.47.0.0		497f89a891e29002dfe829641790ce091b50f035
org.http4k	http4k-connect-kafka-rest	5.5.0.0		0824f2a8456df45edbfb3e05091cb9c6a5024a47
org.http4k	http4k-connect-kafka-rest	5.5.0.1		7c5b88b87f5163c786bcdf772ba8815ea2f14b65
org.http4k	http4k-connect-kafka-rest	5.5.1.0		13075e7b9c87688021840483b4bd00976dd7b982
org.http4k	http4k-connect-kafka-rest	5.6.0.0		cb0c9178e261c35d0beb572a594aaf640db2e23d
org.http4k	http4k-connect-kafka-rest	5.6.10.0		dc04a8bee06c50e543c9bfb734f37b6740e5bc9d
org.http4k	http4k-connect-kafka-rest	5.6.11.0		8d67afa36f9de00058ebf1efdb30f445c85eefc9
org.http4k	http4k-connect-kafka-rest	5.6.12.0		2d82d24b6cd0daf408e797eec4dc16160853f45d
org.http4k	http4k-connect-kafka-rest	5.6.13.0		6d5ec8d1cb9864c998feb90320bc58ac0a8d97a2
org.http4k	http4k-connect-kafka-rest	5.6.14.0		ca2bff04128208e6da2e9874d67f8022dca683c8
org.http4k	http4k-connect-kafka-rest	5.6.15.0		6f3c45dca67fd233b92b602f813d2965b7014f26
org.http4k	http4k-connect-kafka-rest	5.6.2.0		5cece0bc72c02c23a46a2872c72590ed391f5345
org.http4k	http4k-connect-kafka-rest	5.6.3.0		cd4547fb73f0acea0fbcda6fef7e4c1d393d3ad6
org.http4k	http4k-connect-kafka-rest	5.6.4.0		640d64072be45f5500edbc52b6d3783ac979d293
org.http4k	http4k-connect-kafka-rest	5.6.5.0		9cfdefb8df44181ea3d86acf16e4d67d03376460
org.http4k	http4k-connect-kafka-rest	5.6.6.0		022edc3494e606dcde3c8a982f7dd6b6ac38ac2b
org.http4k	http4k-connect-kafka-rest	5.6.7.0		90e36042ae17e9afca300085969d9db642248a30
org.http4k	http4k-connect-kafka-rest	5.6.8.0		207f290e3f97f691d2756fba52a90bdb9c21807c
org.http4k	http4k-connect-kafka-rest	5.6.8.2		840962ccd0427e6e860d5a74aa416f5ca7c689e2
org.http4k	http4k-connect-kafka-rest	5.6.9.0		95fe1586abc3088841ae256fa6106d9f1a35217d
org.http4k	http4k-connect-kafka-rest	5.7.0.0		e29c268abada1d03cf89c6d82260bfd6f6297a52
org.http4k	http4k-connect-kafka-rest	5.8.0.0		a4597640df49468ab58d1abe16393f0dd2d247d6
org.http4k	http4k-connect-kafka-rest	5.9.0.0		902814a1d09330068fc2d9333a34a1dd2a9151e9
org.http4k	http4k-connect-kafka-rest	6.0.0.0		fe877ddd54d177a19bcc35774ad26e2d83730e92
org.http4k	http4k-connect-kafka-rest	6.0.1.0		074c58f39107c933877df60498a0fd6391117117
org.http4k	http4k-connect-kafka-rest	6.1.0.0		b227ff034590a38f92406f74c5429c78f31e219f
org.http4k	http4k-connect-kafka-rest	6.1.0.1		188e5c02cddd1d26241a36c7a27f09281faac403
org.http4k	http4k-connect-kafka-rest	6.2.0.0		ed714b1732b92edf23eba983288164b70c69cb0d
org.http4k	http4k-connect-kafka-rest	6.4.0.0		8f9fd31981586997e73785bb4cb4c33e06d9ab9b
org.http4k	http4k-connect-kafka-rest	6.4.1.0		e7bb9e96b24b2a51933f646238f9572cceb70114
org.http4k	http4k-connect-kafka-rest	6.5.0.0		4cb076a854d13121878d553afab3a7c8c0606da4
org.http4k	http4k-connect-kafka-rest	6.5.1.0		50d9838237bf0510a5ac77f3931569e07de2cabe
org.http4k	http4k-connect-kafka-rest	6.5.2.0		6a4117e75f31e7878785c05fe86ccde2d9289129
org.http4k	http4k-connect-kafka-rest	6.5.3.0		57fb25321a0519b8130f386e1d563ebfe538407a
org.http4k	http4k-connect-kafka-rest	6.5.4.0		81dc77ff1d59403af5740812db2aeba915a5ff00
org.http4k	http4k-connect-kafka-rest	6.5.5.0		6f7174218ec565f43f98d4850e7dc60ce7e40d7c
org.http4k	http4k-connect-kafka-rest	6.5.5.1		be3e0461abece6d651b38937aa279139a38318b9
org.http4k	http4k-connect-kafka-rest	6.5.6.0		9e76504364f248e774e0b8e7280f5ad9fedaf47f
org.http4k	http4k-connect-kafka-rest	6.5.6.1		6393c05c663e49f2bda651e99592b698cb60afe5
org.http4k	http4k-connect-kafka-rest	6.6.0.0		95d4f3f096d61df77326efc1c9ceaa9b6492e193
org.http4k	http4k-connect-kafka-rest	6.6.0.1		5c6ee61eaecf0105ddf35f16b2648d704bbb2088
org.http4k	http4k-connect-kafka-rest	6.6.1.0		40cd3775e5e2be7f91fda1a0f8684cfef38bbbb4
org.http4k	http4k-connect-kafka-rest	6.7.0.0		0420c0c340e6efef7dea5c5c2b514c34d214e658
org.http4k	http4k-connect-kafka-rest	6.8.0.0		c7f9f8307e3428472d400f3a3970c6f9494556ed
org.http4k	http4k-connect-kafka-rest	6.8.1.0		4d297fbd106a9923d84f3123adc9f98e8b03e0c2
org.http4k	http4k-connect-kafka-rest	6.9.0.0		09863cf776335b1f2927859958663a3fa03719ae
org.http4k	http4k-connect-kafka-rest	v6.3.0.0		d23368286a8a6ad1bea1ede28d878a75c685412e
org.http4k	http4k-connect-kafka-rest	v6.4.1.0		58a0a8dfe96834d0b54513c68779056967d9d5e7
org.jbundle.config.dep	jbundle-config-dep-base-db-all	0.7.7		N/A
org.jbundle.config.dep	jbundle-config-dep-base-db-all	0.7.8		N/A
org.jbundle.config.dep	jbundle-config-dep-base-db-all	1.0.1		N/A
org.jbundle.config.dep	jbundle-config-dep-base-db-all	1.0.10		N/A
org.jbundle.config.dep	jbundle-config-dep-base-db-all	1.0.11		N/A
org.jbundle.config.dep	jbundle-config-dep-base-db-all	1.0.2		N/A
org.jbundle.config.dep	jbundle-config-dep-base-db-all	1.0.3		N/A
org.jbundle.config.dep	jbundle-config-dep-base-db-all	1.0.9		N/A
org.kie.kogito	kogito-addons-springboot-persistence-jdbc	1.21.0.Final		c49f0639366ccc6601317e3cf4c3e49774f678a7
org.kie.kogito	kogito-addons-springboot-persistence-jdbc	1.22.0.Final		5788d2e9cffa145672f72a0d844bd6c131944d27
org.kie.kogito	kogito-addons-springboot-persistence-jdbc	1.22.1.Final		ff018232d551b82a3944a6ee1beafdf6b3317c08
org.kie.kogito	kogito-addons-springboot-persistence-jdbc	1.23.0.Final		fb9052fdbfe5bfa51f202ecfff94ad77acc04b45
org.kie.kogito	kogito-addons-springboot-persistence-jdbc	1.24.0.Final		04ffdf72bde27173ad3daf0a4cd6dc78f2604f95
org.kie.kogito	kogito-addons-springboot-persistence-jdbc	1.24.1.Final		a6c7dcc7f8cce78f6eff5feed7e7d8d4f8883384
org.kie.kogito	kogito-addons-springboot-persistence-jdbc	1.25.0.Final		be8ee5a8ae28fc49dd7c0b758665aad36c368824
org.kie.kogito	kogito-addons-springboot-persistence-jdbc	1.26.0.Final		0193c182e59f672c1026b0e77861742bd98daa52
org.kie.kogito	kogito-addons-springboot-persistence-jdbc	1.27.0.Final		9f26da16df9a78ddc4f391de09d6ab60b9466fd1
