cc.kebei	onion-easy-orm	3.0.0		N/A
io.github.mflisar.composethemer	core-js	1.0.0-test09		N/A
io.github.mflisar.composethemer	core-js	1.0.0-test10		N/A
io.github.mflisar.composethemer	core-js	1.0.0-test11		N/A
io.github.mflisar.composethemer	core-js	1.0.0-test12		N/A
io.github.mflisar.composethemer	core-js	1.0.0-test13		N/A
io.github.net-a-porter	productsup-client-spring-boot-starter	1.0.0		213f616bcc34dfc3688f83dc71a9976b2122a3f4
io.github.palexdev	mfxeffects	11.0.1		ac3d20066ec63265c59dfc3998fb29b989bcad5e
io.github.palexdev	mfxeffects	11.0.4		b278ae5c7b675a13f9892756de6646d8bb29bfaf
io.github.palexdev	mfxeffects	11.0.5		474e7a69739ac52aca579946788249412666c4c7
io.github.palexdev	mfxeffects	11.1.0		0914a213311465b0d44df9048c6499207a44aaea
io.github.palexdev	mfxeffects	11.1.1		b3bb54b7bd33f1e3e43d5500f9185ff6ca8320fb
io.github.palexdev	mfxeffects	11.2.0		76edf0b3683b8971b67746fb7413ef8f0cb4fb41
io.github.palexdev	mfxeffects	11.2.1		753058f9339ce5d218304b78a1bcfbe5ab6a4590
io.github.palexdev	mfxeffects	11.3.0		81c9a5ed8c9d375c27614df0fe6797a67003d936
io.github.palexdev	mfxeffects	11.3.1		985f12c2bc7d7c557d8a619857e734ee1898a9cd
io.github.palexdev	mfxeffects	11.4.0		9ea224db86176dbddf8e3cc456b983401d5ed172
io.github.palexdev	mfxeffects	11.4.1		7302c90cf8f85a1bb4c67a050ee323bd2041461c
io.github.palexdev	mfxeffects	11.4.2		1b7bb13df6244438ab9a0be9a6b9135deb2c237b
io.github.palexdev	mfxeffects	11.5.0		a40dce645d53d370b34a4e669865336c939749f0
io.github.pavelannin	monadic-monad-either-androidnativex64	0.1.0		N/A
io.github.pavelannin	monadic-monad-either-androidnativex64	0.2.0		N/A
io.janstenpickle	trace4cats-base-laws_3	0.12.0		cb3f48c492662159c9aa87aad680b34a51094a04
io.janstenpickle	trace4cats-base-laws_3	0.12.0+111-8d6ea03c		1fca07bb20ca659e72e858e112c6dbae6d6df07a
io.janstenpickle	trace4cats-base-laws_3	0.12.0+65-90737804		1017fbda442bcb211ecc8bc6b9ead5f5395f2dde
io.janstenpickle	trace4cats-base-laws_3	0.12.0-RC2+17-d73c7ff3		d954590764a8846631e1695d5fd0a4992179b804
io.janstenpickle	trace4cats-base-laws_3	0.12.0-RC2+18-2de6b68e		c6ad81ea3b98ab248a97e5bc0e9c78f99f3c954c
io.janstenpickle	trace4cats-base-laws_3	0.13.0		3e33e47ed4447dc0787b821e462c0018df026611
io.janstenpickle	trace4cats-base-laws_3	0.13.1		ef5946faba3688c280f074a2e2802958992392ff
io.janstenpickle	trace4cats-base-laws_3	0.13.1+12-491cff7e		983cfd437c684fc07bc5a5fd3df0bda55e5fbfc4
io.janstenpickle	trace4cats-base-laws_3	0.13.1+16-78f06e87		a1842a84a6f635abed8fa5bba20589e1a7a413e3
io.janstenpickle	trace4cats-base-laws_3	0.13.1+20-973c3271		3bc4fe11031f2496390ea71a5a7ff89e718cb506
io.janstenpickle	trace4cats-base-laws_3	0.13.1+21-b3ad01df		f26c4a3fcbd204c2da6e8208fa3c1021f6d0d469
io.micronaut.r2dbc	micronaut-r2dbc-core	1.0.0		f591f23ce9fa21a5c2f4910e9d3303fa385c88c3
io.micronaut.r2dbc	micronaut-r2dbc-core	1.0.0.M1		f22555d04d3870bc281bf1655051d8ad6af0739c
io.micronaut.r2dbc	micronaut-r2dbc-core	1.0.0.M2		93cbb0ebade80dd06ff4f0e1704b27c8f26024b0
io.micronaut.r2dbc	micronaut-r2dbc-core	1.0.1		a2491fe11ca99448bb99e405e4301c562e4b7821
io.micronaut.r2dbc	micronaut-r2dbc-core	1.1.0		27e53d426adcf324d21202ad133da666ae22d3fa
io.micronaut.r2dbc	micronaut-r2dbc-core	1.1.1		d09d756157056d9e2110dab586650f98a9b56532
io.micronaut.r2dbc	micronaut-r2dbc-core	2.0.0		83f693d417a51cfdde79f7d69ebd6ab977d74963
io.micronaut.r2dbc	micronaut-r2dbc-core	2.0.0-RC1		cc74c3b34199e4c4526145711afeb2792999b121
io.micronaut.r2dbc	micronaut-r2dbc-core	2.0.0-RC2		7cd20f666fafdf9af29c86c70c857fd0c0dd91f9
io.micronaut.r2dbc	micronaut-r2dbc-core	2.1.0		5d94fbf1fe456bd8f1a5313f4d4c03df019a6765
io.micronaut.r2dbc	micronaut-r2dbc-core	3.0.0		a5e1fe9f2992b3ee41549dce51f08cea5eba8c49
io.micronaut.r2dbc	micronaut-r2dbc-core	3.0.1		51730b7babef622c089e7d04563ba230f75cf1d2
io.micronaut.r2dbc	micronaut-r2dbc-core	3.1.0		f4efd20665abbc1ebe16974bc7a443d2129afcc5
io.micronaut.r2dbc	micronaut-r2dbc-core	4.0.0		b57ab993662965a95742b276e517e2f575133c61
io.micronaut.r2dbc	micronaut-r2dbc-core	5.0.0		bb54d6514502e81198770f883bbbe8dfe7ea9172
io.micronaut.r2dbc	micronaut-r2dbc-core	5.0.0-M1		08cb882bb22e263fb2ef7be80f0c5b842ffe7a30
io.micronaut.r2dbc	micronaut-r2dbc-core	5.0.0-M10		d7cf3755dfb92ff9be5e2df45c569355dfecc467
io.micronaut.r2dbc	micronaut-r2dbc-core	5.0.0-M11		03f36f5bc0ea97301a97882db64bb27e7063ab16
io.micronaut.r2dbc	micronaut-r2dbc-core	5.0.0-M12		d744594564115c8d168681b623b79e54f0323747
io.micronaut.r2dbc	micronaut-r2dbc-core	5.0.0-M2		6cd321e6bb2c12d1ff8c164c3e58bdfbb89c0e88
io.micronaut.r2dbc	micronaut-r2dbc-core	5.0.0-M3		c9b1697cb7a7cf221515956958071055418f93a5
io.micronaut.r2dbc	micronaut-r2dbc-core	5.0.0-M4		1cbb406827dd5cddd345537fd0d9efd90c459852
io.micronaut.r2dbc	micronaut-r2dbc-core	5.0.0-M5		7b117b26055e4bc2ce2ef347ce2cdf536252a2d2
io.micronaut.r2dbc	micronaut-r2dbc-core	5.0.0-M6		21fc7cb71d303625e3f85da3511fa9f947d5d346
io.micronaut.r2dbc	micronaut-r2dbc-core	5.0.0-M7		1cf3655b061ebf073b99e262e2a1ae5bcd3ce36d
io.micronaut.r2dbc	micronaut-r2dbc-core	5.0.0-M8		d8988f7ae27926d9869f99dd5c0310e8ac598206
io.micronaut.r2dbc	micronaut-r2dbc-core	5.0.0-M9		5ef35657de3a41648598948a258972de8c4299c4
io.micronaut.r2dbc	micronaut-r2dbc-core	5.0.1		f42ae2672f53007c05e7e46846f19e30322aec79
io.micronaut.r2dbc	micronaut-r2dbc-core	5.1.0		89f498457a9255cbe3e86349281d44fe4485af76
io.micronaut.r2dbc	micronaut-r2dbc-core	5.2.0		1d1a0d77b9f1f64c8c28b2fcae3a2526a398588b
io.micronaut.r2dbc	micronaut-r2dbc-core	5.3.0		6a37a18fd02a4405f416a07dc0836b8fa5728638
io.micronaut.r2dbc	micronaut-r2dbc-core	5.4.0		a2333d7f03cba574551bd669a3fab078b939f482
io.micronaut.r2dbc	micronaut-r2dbc-core	5.5.0		878a3e6c6632e5a7e231d16eb22d1d7f0b7e7f3b
io.micronaut.r2dbc	micronaut-r2dbc-core	5.6.0		15f15603a8d16679d749bc93e288c37b4e5a08e8
io.micronaut.r2dbc	micronaut-r2dbc-core	5.6.1		1e0829ee21b17062555fa55679d90711ca592fa4
io.micronaut.r2dbc	micronaut-r2dbc-core	5.7.0		13ee88e0ee9466eca22a0b608eb37dcc0215e7dc
io.micronaut.r2dbc	micronaut-r2dbc-core	6.0.0		a1612d4307bbef0b6ba4300f124d632d7926e3b9
io.miragon.miranum	schema-registry	0.1.0		f659c63bea356250a03ee4d8b99a16744712dcdb
io.miragon.miranum	schema-registry	0.10.0		a3191f08ef0b61da59343a21c33101fa2f4d9e8f
io.miragon.miranum	schema-registry	0.11.0		677d897dd71aa6d118b30c70e3a6f63542d731b3
io.miragon.miranum	schema-registry	0.2.0		709f46f7c01583b5950ae97d555132ddd7ef48b1
io.miragon.miranum	schema-registry	0.3.0		66a593982110534ee4233181844df24a4c062e95
io.miragon.miranum	schema-registry	0.4.0		5f0e32ce68cd62cf87ab093dd20e025db8110638
io.miragon.miranum	schema-registry	0.5.0		816476355aa9ef7350a6bc33978b3f1f13b5db8b
io.miragon.miranum	schema-registry	0.8.0		f6a0742bdb36d0fc02b7ac69aad714259d01a962
io.miragon.miranum	schema-registry	0.9.0		b11f3fba2e413a8bd0d2fadba8860097bf056156
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	0.0.2		207305cef505fb4e9d82a8f27c3684b5d7249989
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	0.0.3		05f1c9fc63b457c7c087c92c9d7abc169aeaba46
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	0.0.4		7cf05ab34692e398a0a6c6c778cb3f951d606883
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	0.0.5		6d8ea7785bfce3a622c1fb23d711ddfd292e8ceb
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	0.0.6		1bb457ffbee86cf418d501039d59fd04507f584c
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	0.0.7		df40250fcae74bc0315c93d6b44b274363387188
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	0.0.8		9fcdae0f131655aed8384b10cba35b10f457388f
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	0.0.9		5e0bcf9f50286a4768b9397ebc8cc7de07d8673a
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	1.0.1		d90cc4b84e2df4f68f5ff55a3e0afdd9d3273cfb
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	1.0.2		8f8516a374a71bd37fe8d7a10cc7fd22b3a84e23
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	1.0.3		7b7fb72ec34eefbf29feacbb1e899fb2cd9f8722
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	1.0.4		c9025401dccbcad9271809182ad2dd12d6327317
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	1.0.6		cc27a42083a39692c4e88b0ef8ed38e9ebc77fc8
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	1.0.7		f76a446c97128d75ee1117c071895cd140e9d7f5
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	1.0.8		d248be6f4287684fd9253b7ded34199bfff6ee91
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	1.1.0		ce6a89555fd3afc4c07f3f3ae0216421fe3d9aa6
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	2.0.0		5ba517054f1dfe42d741091c013a5dfde8eb7810
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	2.0.1		91e81360b318a4d2137b67a7a5e89831ba01a313
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	2.0.2		edbc5314b416d11a6c634c0f09af241b5c53e04f
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	2.0.3		9a42cad05a84495defbaca1d6e508445dd4dc30b
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	2.0.4		0ef1e53bda05b997329117019d3b3dd485ab5f78
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	2.1.0		6061b424b2cf5da07a6d43da48f493027bcef247
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	2.1.1		3129ce82cd444e9777f8f5862cacf073b1afee67
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	2.2.0		4c1229cdfe2443ff84aba3c4e8c65f8e46bfcc1b
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	2.2.1		d366acca84aa9835bcd30f09a982d2dd42032234
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	2.3.0		576976fcb79d87d248dfa9f7d732d2a236a3dbba
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	2.4.0		09f82be0e76e545cdf8b7f5d245e2fc3deffb3d5
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	2.5.0		1c8d94b989870c716188ad0833e53700715a23a7
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	2.6.0		a46d01da41430ae9f614f1aadddd2a2fd510adb6
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	2.6.1		da8fc2d8f041237f230a7519fee7042bee182f98
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	2.7.0		f49c9cdd5829d38d30999f9914fee4437e24a60e
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	2.7.1		5b027cb832f4a6f92f0f7f00292cfa16f43f8a8b
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	2.8.0		4c63c7d6e99a305a5c9fcf121a41c4fa3e66e947
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	2.9.0		6039cbe4a2ca9e38187950ae1bcf06543c347efa
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	3.0.0		16131199b8d855ad11b8f4943737e8202c125332
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	3.0.0.RC1		5880aa22c799890a3bd7253c008c231f76daa413
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	3.0.0.RC2		8fa035bf9680d4fc6d2aae5d859f74d34ef2350e
io.smallrye.reactive	smallrye-reactive-messaging-vertx-eventbus	3.1.0		5257f12d78711509737a46c066f6fcb1cc7985de
io.syncrasy.dynamic	dynamic-ui-container-iosarm64	0.0.7		N/A
io.syncrasy.dynamic	dynamic-ui-container-iosarm64	0.0.7	metadata	d3a41d0186d6c25235fdff7b1c707778f6bdd848
io.syncrasy.dynamic	dynamic-ui-container-iosarm64	0.1.0		N/A
io.syncrasy.dynamic	dynamic-ui-container-iosarm64	0.1.0	metadata	b05ff84ef56dd3da63d019b51b841fc65ea54088
jakarta.json.bind	jakarta.json.bind-tck	3.0.0		880e0d7868c277e6c7d4234ca14084966e377070
net.anotheria	distributeme-registrywatcher	2.0.0		43b6edddb8ce3434b1fcad588be5f5d876e3b2ba
net.anotheria	distributeme-registrywatcher	2.1.0		c01aef99ddfb9e678bb3ec33394c9fcac369285c
net.anotheria	distributeme-registrywatcher	2.2.0		c7662d3659ff4aa249474036ff2db7859d3bcd3c
net.axay	fabrikmc-persistence	1.2.0		0b6f918d15a895a10d7dbdd0468bfc044bca1cc1
net.axay	fabrikmc-persistence	1.2.0	dev	b5ff495eccf69cb01363a9bc2f86aa697d58bc58
net.axay	fabrikmc-persistence	1.2.1		85251731a8fed8063d7436b5656c7368715ce17f
net.axay	fabrikmc-persistence	1.2.1	dev	92d75a73f7243bb477bb5c85aacfdc686b97e2d8
net.axay	fabrikmc-persistence	1.2.2		9d5b237f46dea3ff2f6253ed0d632fc87b34b7f5
net.axay	fabrikmc-persistence	1.2.2	dev	925fd12e6673b54a7b3ea4845a789864f2d727f8
net.axay	fabrikmc-persistence	1.3.0		ff97c63f841f4a6a77bcaced5de39c96f9f047be
net.axay	fabrikmc-persistence	1.3.0	dev	7496f03bb6e60641da18e9f8588e993cdbc33534
net.axay	fabrikmc-persistence	1.3.1		99c4f966aa95ff89c34c58e71d3740d33031e985
net.axay	fabrikmc-persistence	1.3.1	dev	2b6e79eefbc4a1b091a884073225213ac5829296
net.axay	fabrikmc-persistence	1.4.0		c72734ac70d6ded728beef5dae45c815765fe5cd
net.axay	fabrikmc-persistence	1.4.0	dev	ae1de22d43c880fb29bacd6ef1c902508517e9b2
net.axay	fabrikmc-persistence	1.4.1		347c4590331db28cb8171da7a7782a6ffa7e324b
net.axay	fabrikmc-persistence	1.4.1	dev	16a228ee32f9afd73dcb0ed120064fad9c150548
net.axay	fabrikmc-persistence	1.4.2		77291f2c9e4ea4fc134385abd432b269499ebc44
net.axay	fabrikmc-persistence	1.4.2	dev	1e8d7ffc63ffb2918b495029be94f407317e6f74
net.axay	fabrikmc-persistence	1.4.3		e60b9e83a2eaf6db908a731bf5c179e592cf1bc3
net.axay	fabrikmc-persistence	1.4.3	dev	09f36a1379c9ed15b5e9b05c0f2a06466775060e
net.axay	fabrikmc-persistence	1.4.4		5d4e8a4d07b5a28ee0787a09bdda433b49f6dc6c
net.axay	fabrikmc-persistence	1.4.4	dev	fba4eecc8c2d53cb45bc5e69191bddbd1a948d0e
net.axay	fabrikmc-persistence	1.5.0		de2a9e2a4d3e517115cee9608717980a8bb78d02
net.axay	fabrikmc-persistence	1.5.0	dev	1a354bcddbf95351b8978ea179dcebc4cce65d90
net.axay	fabrikmc-persistence	1.5.1		554f1bac97d8d42af25c56a12c6cb8ae5493d1c2
net.axay	fabrikmc-persistence	1.5.1	dev	d20847cc667f72991268702334282cfd74fe118a
net.axay	fabrikmc-persistence	1.5.2		1e74f9e95e7ac9cf499bdfeaf9840d2a214e9f97
net.axay	fabrikmc-persistence	1.5.2	dev	bbbf041b292d3e45210fd60f9288115892fa5a92
net.axay	fabrikmc-persistence	1.5.3		407dd77b68a73813453bc8c3c53e2a2a0aab6cef
net.axay	fabrikmc-persistence	1.5.3	dev	c4299671b341e639065595a004079f4cda785749
net.axay	fabrikmc-persistence	1.6.0		287d958bde05239abe7137ab22b06b1c58410c3d
net.axay	fabrikmc-persistence	1.6.1		b9a804f2e9b8e64f0791b8c9002c1a2a5865ec19
net.axay	fabrikmc-persistence	1.6.2		691edd729927c6e8ce56adc4337e46b49a5f3541
net.axay	fabrikmc-persistence	1.7.0		d83d625534cc55c449a835ab42d03a3bc8752b02
net.axay	fabrikmc-persistence	1.7.1		475162e1f3d2c683e1e41e197b019e582300d06f
net.axay	fabrikmc-persistence	1.7.2		2da43fa7c01a6af5ef2a6b49788516e420f87003
net.axay	fabrikmc-persistence	1.7.3		df6e2d832f4e2aef114bd5b5029fd1fb57129ac1
net.axay	fabrikmc-persistence	1.7.4		4a0a290097ca52e9caaa12452bd101a2a95532eb
net.axay	fabrikmc-persistence	1.8.0		8ae31d85593d01bba71e04ea4289473fcd668211
net.axay	fabrikmc-persistence	1.8.1		40ea21d479853ae75d20b5a120334bf73e86483c
net.sf.squirrel-sql.thirdparty-non-maven	substance	5.2_01		2f67554af274388109d962bc26fa4b19dd50ffa3
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	1.0.0		cdd56bc3242389a75f3da0fac168c7330636bcbc
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	1.0.1		65505be1548506d8baf793ddf9bf29fc4e135bbe
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	1.1.0		445b3371d55f5fbf973275eaedb40085a76ffe0f
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	1.2.0		b98e0be5984512f4f33007e2484a1fcf533a7a08
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	1.3.0		6fa1ba5d552afdd7b291c5589a7f0f4df462fe9f
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	1.4.0		bb3a0a3ce8197e47be2d96c5c1dd36afe4f3767f
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	1.5.0		9054282c2e672fda912a66f90b52d0703efd05a2
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	1.6.0		07854f72b6e015907f9f229baf726178fc1aa9b0
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	1.7.0		0e64d4d3e6b99077db25155dbcebad3a0e8261bf
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	1.8.0		3000b044024778ddd9a13be661ce4ee516c1aa29
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	1.8.1		b05fb01d3dfebe774e39d8bed97e09ae7fe45e92
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	2.0.0		684f5db5cbf98edcab5de92a51c27ccf9ec04146
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	2.0.0-M1		633e0822ec39dc3d1e80e6c01702f2ad463d59eb
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	2.0.0-M2		b58131ff6b3c892c5efd5d1ecb83fdb4a4a27236
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	2.1.0		7574099b6f5eebc6669055024c6d1f0c6b2788bc
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	2.10.0		cf12bcba99e0d6f26e3f77eb77dc82b0e5db20a5
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	2.11.0		cff9585053ffdeb1e30a178556fbba17f8a8bf44
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	2.12.0		3f29f21648c15d89daa40a774ea08b41ce3876f9
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	2.13.0		504ce76ac8d8e560923da3d709295683be140040
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	2.13.1		1e7caa37d81bfa0c489095375c3db0e323043ca5
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	2.13.2		9704b5a49b117ad6628275b347cdf862cf384997
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	2.13.3		fbcd193ab4f389cb67212dc3c7d0eeea86816b06
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	2.14.0		8fe0bc677520029ce8b5e6933735e919bdde0e25
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	2.15.0		02d8d135623b9b4633bbba7ae4ce4d36de6d9da7
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	2.16.0		d1bc0788bea76383ded508cc384f66a1b05c3a21
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	2.2.0		e40a515dcc33dbeaa91f392022738f3c0e347b4e
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	2.2.1		78af0f9bb15b27f95e1490aef7f52d7cdb0ab715
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	2.3.0		3495474e0acb6ce79c7cf0c41272e8b9724ece4e
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	2.4.0		1d64a5417efa78b283d4e9b8e902e3e938a3e96f
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	2.5.0		878f32ee0685c0128752c376cf7f7b6c7a329fb4
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	2.6.0		d37ce09a7b6efa734c46cf660f15f4b987fca86b
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	2.7.0		e52d7b96b7066b41ced66f3c3bc364051116502d
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	2.7.1		10d1b3899df3b5cbf36f21d0e53733b97bbf5123
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	2.7.2		df377cebdc323fabb87143f12aa509d5605339cc
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	2.8.0		dbae06748a13665cd925400e3cc28d36937ec4a1
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	2.8.0-M1		b499d32b73be2c986c45e35283089bf248bb8b4f
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	2.9.0		d2d746f4d0f65d8e34de6aa5eca448b79ce94091
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.0.0-M1		5b4cdb8512caca166d22d2c8920ad24453e762af
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.0.0-M2		690db342a07e0b01ecd133678e08bea74bd7e2a0
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.0.0-RC1		68d1aa9ca02d72fe43bd28ce13bfa14cda3032f7
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.0.0-RC2		2124cccf8c4569badc7592b575327aebd549603f
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.10.0		3b3fa669900f839b4a107b95e65a9afaaec376ee
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.11.0		a48ac97a46640d4f8a4d9edf1b36093e7d39f94b
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.12.0		dd930bdc269087aba024ce72593ecc87622a0fdb
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.13.0		9c828f196b9b842e1b3557db29838f889012823a
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.14.0		a9e14780ed8cefb2ab9a59783e6d49fe1be904ec
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.15.0		15db6bf250e3dc5fb6389d09aa790fc0f042f262
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.15.1		0efae95606b326ac0ac88d5d47d2afda08ac7671
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.15.2		4a8b59e12534652c91cbc79684719bcff0fd730d
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.15.3		21392492d688658cd354fd206ae9b288a59082b0
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.16.0		96718efe880aa0cce6f55362f3038c2a70e4fa72
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.17.0		55721caad595c17dee0ffad87fe80f67b1547609
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.18.0		857a7f38b80fe182ce17eb52e671428c153db3a2
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.19.0		c4fe86ae90faa1408b020219af3b8b62aa7cc2b3
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.2.0		b80e2f20ec0a22b360b49483b9ea05e7dca94494
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.2.1		6e4a29751ea4b795a999fde35e91030f26ef0a54
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.2.2		94844d34724acacb18e7730e32ee7711864d0307
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.2.3		1a4d2690c2cac132c2df52f808d84254788183da
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.20.0		6b6d5df3641e29d0f47bf6fab393f2a4530f657b
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.20.1		d8ad28fc5e6569f3bdf35b298fc043c59e1b9c26
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.22.0		be43f9378ee848fc72b1c1e009a6feeaae9982e9
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.4.0		2e3c109efc6f4d255e8be65c2be295f494c53a9a
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.5.0		4cbc316e806fb5a62248c90e4beb2d07e777fa10
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.6.0		032bc98d5a0f7de49e31ad37e2cfb7ffd1011a51
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.7.0		bd2f30cd96d9c95a08bf5268fdc6f3df77d1508f
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.8.0		d286b4dc6a2f4a26fa39c618260171166e4b45ae
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.8.1		3107a780e62d41f05fd792937dfb30c0554e0c98
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.8.2		6c02f3e47c5f8b1e9bba26baa77b160639c9ed5c
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.8.3		0c3d8184a10e0b2bfcdaa6d5c56b238ccfd31526
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.8.4		92e9997b9e1a808a09d8e09457fde71e6099928a
org.apache.camel.quarkus	camel-quarkus-integration-test-jpa	3.9.0		22bd77b9a50f6334aae4a35f58ecfb8370147bd2
org.apache.ignite	ignite-rocketmq-ext	1.0.0		716eb15150b9dd0cbe61b36e283ecb054d3278c9
org.apache.olingo	olingo-odata2-annotation-processor	1.2.0		N/A
org.apache.olingo	olingo-odata2-annotation-processor	2.0.0		N/A
org.apache.olingo	olingo-odata2-annotation-processor	2.0.1		N/A
org.apache.olingo	olingo-odata2-annotation-processor	2.0.10		N/A
