apache-jaxme	jaxme-incubation	0.2		673e597271e0a5c22680efbaefdfe9c8c35ce1ff
com.liferay	com.liferay.portal.security.wedeploy.auth.service	1.0.49		b21da853efdb97f8344c0ae56edf0ad010a4389b
com.liferay	com.liferay.portal.security.wedeploy.auth.service	1.0.49	wsdd	90a8151de2a06fba069258f105dcfefaa7751f70
com.liferay	com.liferay.portal.security.wedeploy.auth.service	1.0.5		6cf7e24cc7d3f1301b0541ce970df8623a4e085f
com.liferay	com.liferay.portal.security.wedeploy.auth.service	1.0.5	wsdd	6fa6ff3d7d38c016ba5cac2033640ca1b938f140
com.liferay	com.liferay.portal.security.wedeploy.auth.service	1.0.50		3e8b261d9e5c539b8b703ffed48c4eb09c6135de
com.liferay	com.liferay.portal.security.wedeploy.auth.service	1.0.50	wsdd	fac98018aad0a058598e7ad72e482c244207c095
com.liferay	com.liferay.portal.security.wedeploy.auth.service	1.0.51		7f802e6829680f93a2f0125956904a2cefcc08bd
com.liferay	com.liferay.portal.security.wedeploy.auth.service	1.0.51	wsdd	27a6e0a38abd1c4b588670bc562c283cb9036d07
com.liferay	com.liferay.portal.security.wedeploy.auth.service	1.0.52		6e2a1c2f2b647a74a0f2963449e72a296cfc6ac3
com.liferay	com.liferay.portal.security.wedeploy.auth.service	1.0.52	wsdd	f3b07f1ab20add1d601e81f82b296fbbd5097140
com.liferay	com.liferay.portal.security.wedeploy.auth.service	1.0.53		f9887e5113da26d3c7f943f873f7aa648ca745c3
com.liferay	com.liferay.portal.security.wedeploy.auth.service	1.0.53	wsdd	7ebe1f727bfbeee33bd288cb7e9599f4d1de60ad
com.liferay	com.liferay.portal.security.wedeploy.auth.service	1.0.54		65ce5509f8f224406cc5a93f6cb6d0ca0f689e3b
com.liferay	com.liferay.portal.security.wedeploy.auth.service	1.0.54	wsdd	2e7fc8f0379ad57979fafb2bd01d5f6c6d3c2fda
com.liferay	com.liferay.portal.security.wedeploy.auth.service	1.0.6		ad418b02a5fb19540432c5bd53090f908d77a95d
com.liferay	com.liferay.portal.security.wedeploy.auth.service	1.0.6	wsdd	18f84181ae70b9cba99d938fe32408b3e5b0bb72
com.liferay	com.liferay.portal.security.wedeploy.auth.service	1.0.7		07ed76d8ff62ff4d47eb800be431eaafc413b904
com.liferay	com.liferay.portal.security.wedeploy.auth.service	1.0.7	wsdd	5903ae27049c51d0187305b5bd271c22082c02a3
com.liferay	com.liferay.portal.security.wedeploy.auth.service	1.0.8		76d010a0bfe16f0d5e188fe0d7f26f3b16a4df75
com.liferay	com.liferay.portal.security.wedeploy.auth.service	1.0.8	wsdd	e52745a486c779d87aa614505a7de52ee980cbc0
com.liferay	com.liferay.portal.security.wedeploy.auth.service	1.0.9		ca012cf6eaa6d58cf11671352d20a38d9eabc437
com.liferay	com.liferay.portal.security.wedeploy.auth.service	1.0.9	wsdd	c0710a0dbcb67577f24c9eb47331c9ce2ddd06e7
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.0		25b67a2dce9ac311c088dd9b588e21dd599c3c30
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.0	wsdd	0efc8e37c8106e7bc1f852192502709ca996b6fb
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.1		3c625db66606d21e534932c211be5933abf95633
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.1	wsdd	44e0a06ceb1ff5acb2c1e79120fae9015fee795b
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.10		38de7ed58826bff0efd836a05d351c8077ef1d23
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.10	wsdd	ae75ac42e5681b9df9cdd391495a2b6378038d9d
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.11		325c02f1f9c8c994b004886b344d437c635822db
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.11	wsdd	bfb86cb5e1f7d2f892edddb1b6501e8615f74484
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.12		64caa2109ac8a5683c95bdf4b3bb89ee470b8477
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.12	wsdd	64e0cddf090f1252e460b8b22d75a7105e7b359d
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.13		b39cfdbdb41fd0a45173e5522b543198096c3b0c
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.13	wsdd	aadca1b048a747516c92f7bff83b3a6b924f835e
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.14		429dbdfc75fd442a15346b3b0f167f7436e028fa
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.14	wsdd	eeb7e4f16210dd733ba9fc3e186427590641eade
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.15		62229f1ef2dd65c9eed16ec8c07c80fe328e13d2
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.15	wsdd	e5fee877fe5ea6f06d0e9159c6e2a96d683f0451
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.16		18410bb37cc9c6da57c719737831b6b7853bd358
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.16	wsdd	89b33dc83f90bc25cc9ea10e37c62ff6b5f1471d
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.17		f967cd80225acac0ca2d1db2f79bfb42a9172a93
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.17	wsdd	f80793b1cda879256dd6ed10636dd65d94aae9f1
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.18		26ca8d6c0e7a72fb53863b2254238ea1b0fa4b2d
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.18	wsdd	4cc9f152ffe6e220811a1db5c1dad21daa28115c
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.19		6ed46bf311b0691ebd291846d43c4efdd6110010
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.19	wsdd	bfe037cab08b7d172c2c99dde2dc217a30592014
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.2		c8661fdcd72abcc19f2b6828a8544bf4cc8a3ffa
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.2	wsdd	ba6de19ac509adfa8c003ffd677ef822bc879f4d
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.20		903b97f8457cb80948329ccc44c51217b8526fe9
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.20	wsdd	586d4916e44cc09a74036e79b426f8a8fa3fef3f
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.21		62767f2b8f13638d0530110ebc63a74b434fa28a
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.21	wsdd	1d2e9dd04acbef9ff7de4825ba960ce0264ed498
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.22		385b99d450c2e1142a175ba9e4027398f7dea714
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.22	wsdd	5bd381fc7dcf20fba5e43c13ae2a79b169d38848
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.23		4077d4a2c7406ad22f133a97832f1b3eabc65c24
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.23	wsdd	106cc15689ad0da328e3dded995de11bbf78f5f0
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.24		3dd2b8a8e84c9fe006258deee90893602aefed7f
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.24	wsdd	79f400cc4ea81e8ce4472a9d672a69b8a606f5b0
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.25		4261505f8ac5b868ca4699006f054ab9c0e3d2cc
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.25	wsdd	e86d872377a79913847a61a1ea2f03d03d1a97e1
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.26		63a0900879f62294c46d6ca8c1f03c1f94833ac2
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.26	wsdd	0aa73434f2b147434ec31d32ced3e97e1d30c650
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.27		d1a4e1c86c9191f0aa50216d32fc770bf525e5b7
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.27	wsdd	cb4ff7358bb954e720888b0faf437625c0877758
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.28		6dd165d5d915370091e4a4ded9ef7f0a02fb1552
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.28	wsdd	0cae88ec83e219482200956f24d6bc2ced803d24
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.29		13350356f59b3b8d8be1556b59b7bbe342cb6669
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.29	wsdd	9dbee817933c86ec085f5379b915b4edbfb4ed84
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.3		4ed12f4d67037d5d3f2a874e136bbb3fa7ea6c4e
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.3	wsdd	0a0778c56acdcd4aa0c344eb3f6afe2456011fa6
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.30		d6288bffee3e5f28f90f2822eed4e808a5743e42
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.30	wsdd	ff5af753fc57090cd434a2980a7e6f1cc5794b1b
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.31		0d75cafffccc31853a506c3a7997443fa0ea00ff
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.31	wsdd	96724869b83de2b40bac91cbc3fd66ba03b06207
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.32		7f46f9ec05d17bd910c1d138be4fc931fcb1cab7
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.32	wsdd	1b0faee63a16590633f561e9f81177eae72966b3
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.33		f62b44ca109ed8446473a193f59c9efdd1ee0733
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.33	wsdd	5bfdee388fb120a3fbdeb625b2cf2e7bf56ed62f
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.34		769cf8a3b77fb48b6f78377a91f9b847bfe5b3fd
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.34	wsdd	4d3e634f2806873bfddbb6964db8667eb1457da8
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.35		d398b3ad72f574cd19b300864110bd4082e31fed
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.35	wsdd	d449484f923a47e3312389a86d30d2279581c808
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.36		fc136843afd0a5b49a4871e48392b08c8c448ddb
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.36	wsdd	fe4f32ad474a6f7709a8d07d83f867240fe26744
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.37		9ba16c5a96b82e76703c9de945579d053c812a78
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.37	wsdd	0f9facc8c2e2ed121290b7dab964b125d1e79878
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.38		b82ef9584916e200fac424f6a1dc1f1e39562793
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.38	wsdd	eaf4896e5f7099a10678f755f1870bb09d2cc5c6
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.39		06fa2981b18c9965ea9b3ec36851a4040326c3a6
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.39	wsdd	0eb2f32cf0c01c3902a522e4f55954197fabc2b2
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.4		bafab6eb786239cdd23ceab6e858147c6739c9e8
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.4	wsdd	23940b1efb7de14a332105ccfd8b25e2e5ce4ca9
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.40		0432efbe14ff6f2134c4e1806ae564a7c61208aa
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.40	wsdd	85f7cb48e7edc910b1184618b05ab1ba383adb67
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.41		85a9b67ba7374fa0dbdb2276f83570148f0ed5b8
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.41	wsdd	7a73dc5a5c4af9df4282f1377356e1426ae01bfa
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.42		e02582c3fbdf5539c4da85057306829f239c19bc
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.42	wsdd	5b4ed73102ab3312e45927aad5de13bb866ab906
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.43		f392c825da7e7dbda901d79710095c0d943141aa
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.43	wsdd	8fefbf235dab0c0126f6105e6b896e4c2d0b34e1
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.5		81eb1749f2a84cd3cd65ac04fa42fa2e184260b4
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.5	wsdd	a56fb11bc0770ec9da912044124dcccf51d0eeb7
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.6		e5684f0298799f54ebad0c383d3c9f68ea12c253
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.6	wsdd	250b7c1413b01ff0251558b32ccb2535509560dd
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.7		47255d9f0fc296cc9d6ecc1a1b750a1ce1df94ab
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.7	wsdd	8ba2469dbac1d26e051b03706fc7ec8557098feb
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.8		378257671eb536f9c4cde5343c99937e2c3dfb2f
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.8	wsdd	157a43a5cceb70f1c882b08321f0e5668f733a1d
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.9		039efa9deffb3ec192368b36e3cb907ea4b514cf
com.liferay	com.liferay.portal.security.wedeploy.auth.service	2.0.9	wsdd	7060404300a14059204dbeaab568379097a48762
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.0		888c39afafefc89ee9e6aac2f31b1c1dcd4da396
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.0	wsdd	9042d1f5d3a4b3fb7f81b7aed72b9791c46da4a0
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.1		7add3cbc19c227aecde44d253f78e50241a3cfe8
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.1	wsdd	7531609d1b310cd175f499f58df8bf1e85b40e83
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.10		2ac2a9bada058cfffb94ee9d7ef7076081788d7e
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.10	wsdd	2f5494336365bc05ea9beab1d63ee2e90f6588db
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.11		df1303ed13936f9c3dc2e70ae424d3fa3e7e745e
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.11	wsdd	b8d246cb070e3900ed9394a331b26df104ea291e
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.12		22839bfa7e213de0d6070b58a4efd07071d87556
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.12	wsdd	7092fd5dffe1ec2903ae51edca807061c24e0893
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.13		0b62fd712a43514ae4a1ecb8dcf3f65800a921c2
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.13	wsdd	14502dec2e9f580d35d5bc83a07d4df5d9b15dac
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.14		cbd99e2f8f5cfef61f3a84b8c3701af94d6753d0
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.14	wsdd	725e0eb9e263d4965503c199dd20035917221d1b
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.15		596511545f9f886819c0279ade8ba0152146ddb1
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.15	wsdd	b79cd5a390ce283533af072d379b34e027617606
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.16		341636a450d4937d71f498ab0f556cf7c26c90ec
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.16	wsdd	385d5e4ce04a2edeb3bc1ecdd2446005a5f52e8d
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.17		e36225a4439e3481f749e1fe479d55f93c5d7c25
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.17	wsdd	1170a4f10a961e11e20c3c0f08645b0c6bcd8544
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.18		aab01737fc06ebbf9c5afd6099d69276a746dcb8
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.18	wsdd	6b7a4970969dc93375168d2d5c7f1681be686cf0
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.19		ebdc6e5261400e7c7dd09e314fcdd18a00cf2d14
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.19	wsdd	3c3f9dcc09c2e45551647a1a143b357bea0e6ef5
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.2		b5503b0673b30d8ba1164fe4d39c5a16bad45c2f
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.2	wsdd	3d7cfa4604e7d96021659cc4175e49c39379418f
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.20		6b740fa69d0d59160f48a780169801f57bc2b55a
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.20	wsdd	aeab30379fff55447248ae4ad5c8e54e10c755fd
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.21		289b1bcd1c5e120f94ad359d28abb400d63c32d9
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.21	wsdd	b4225b3716b42cde1de43ca7ad4258f84fd7a96a
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.22		353e443ad3d73949e907dabc217dab6e0656f737
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.22	wsdd	7773f54f6f07327c0e225148fe8c7089bf1c24f3
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.23		17f04c498dba3b1b21050620830bbf1fd40c6d78
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.23	wsdd	bdcd9c3e9e59ab8b558fcb24c4d30a991802ee31
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.24		eee39f4d2ba87a93b881252f35cf344fc5b02494
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.24	wsdd	ab2aeb5729381cfe554b6d05297515d12c9a6bc6
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.25		957528735f5329e3add2d7716048b08e7d2ec880
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.25	wsdd	e0d5d397551db894ed3bf6f9cc2ba67a3c2f4bb2
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.26		164cd2fd20d41635b81b91101b04bc3e6de1c0a3
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.26	wsdd	1d6d3de93bc01eead9569531232dd35f1ce12775
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.27		1a1c343c2abb1675f816623b272f5c0ac72009b4
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.27	wsdd	2039c827c374ed4a3b63538e1690069bd70365ef
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.28		3f56842295952b57d82616753a5c321f52768d2e
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.28	wsdd	f8937516a74528c9edffcd0bcf38f90cc4f45d67
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.29		96fafd140142cae0aeb1417080da7168587191b0
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.29	wsdd	f0fe37d4c94b39a909302038e544c555eb029e7f
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.3		de5fbd511fbad13c74e155c9ae926f95024b2eb2
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.3	wsdd	6cf665b233a25c470242b8a9a2e332607718aa61
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.30		9f302b0c7d388196b45e19e75f97d8b1035a39d4
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.30	wsdd	c455a2a385ee7619f14f99f65a5a54fc07d8c52b
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.31		568a50a3a5f0d73d8df79237dab11680f48ec966
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.31	wsdd	3b77b6ef67bd031e27ea2c572a3f9cb6b6dc18b7
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.32		a51fa2c1018b8d2e58ede237ef48198271569674
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.32	wsdd	43bf3b38f5fc7a7251e59db23ac650f127b60389
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.33		e392c7ca73d73a29bb27cb16f5990d6152ffcb96
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.33	wsdd	8ed1c80213a6cfa3fab047c83db24a8b483bab63
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.34		9cc4cf84c191a564b2270625b0f0b85ba923ee65
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.34	wsdd	9592f792f5da60118689f4648cd243c59c7dcaeb
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.35		b88cd807c2a45f04cdb49cb6482b10130e631dae
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.35	wsdd	5ee9b92655d112dbe116776c644b489592ce97c2
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.36		3231f7fa423ea36aa15be421a18b9a8ccd0127df
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.36	wsdd	9c90f0dd1ac5883646aaa1a7ee031488cf1b89af
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.37		44a956f3a4a2607e92c3cb25f75dd334d0098373
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.37	wsdd	bd60e2cd93cf29af47ae24b9bb418afc97fbe7cb
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.4		4e79e3319d47d30218923f1edb92023cfc6784ae
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.4	wsdd	e21b5a361adc1a488c93ce0074bbc9809aee0a90
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.5		678051d69d2f223c07da82634b96607fa4505637
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.5	wsdd	3cdedbba58adacd6b7637cb7582594d49661bffb
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.6		279b7fa62d8dd74f31d173e3903c7192d993a4ac
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.6	wsdd	a5c3ffb1300522cc388d34ca042a01b617fe60cc
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.7		dc6a879c137b26e78cff7a9fa18ad93c176c3303
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.7	wsdd	fcc5314b42e302710aed167f75439c11061cf7d1
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.8		75e23ac2e07f15a582b8566d1caf39cbbd321f18
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.8	wsdd	c2c69841a1a621675fbf045409704e908e86ab89
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.9		0f35f6609c196809aa9f3e6f6fc7bb3c4b5c973e
com.liferay	com.liferay.portal.security.wedeploy.auth.service	3.0.9	wsdd	b4247a7ee34974f0c60cf3392a4d89eba9c1f5f2
com.liferay	com.liferay.portal.security.wedeploy.auth.service	4.0.0		e24b907d8da32e379ef46d67a02eea99575e3497
com.liferay	com.liferay.portal.security.wedeploy.auth.service	4.0.0	wsdd	5e6dbe94d8ec318a05c94fc7aa5d99d57564a90f
com.liferay	com.liferay.portal.security.wedeploy.auth.service	4.0.1		4349d5d56c4556057b4dd6676928ec723405e5b7
com.liferay	com.liferay.portal.security.wedeploy.auth.service	4.0.1	wsdd	1d42bda7b0e20e27339e923398e1fc929cecda8c
com.liferay	com.liferay.portal.security.wedeploy.auth.service	4.0.10		fb75713babbf168c453ed64a40ef503c0581a22f
com.liferay	com.liferay.portal.security.wedeploy.auth.service	4.0.10	wsdd	af79a773ff5a690eab1a5311fee0299221721ea3
com.liferay	com.liferay.portal.security.wedeploy.auth.service	4.0.11		00157b137ded0121e53408e89bb82811eddfa5d0
com.liferay	com.liferay.portal.security.wedeploy.auth.service	4.0.11	wsdd	04489b239aa66374ac2885cdbd620425a17e09a4
com.liferay	com.liferay.portal.security.wedeploy.auth.service	4.0.12		cee9c406e84c23bcf4f80f8b17dc5f3fcec41340
com.liferay	com.liferay.portal.security.wedeploy.auth.service	4.0.12	wsdd	14bed270210a1249ea033dbaacacef604d34ddbc
com.liferay	com.liferay.portal.security.wedeploy.auth.service	4.0.13		090b6efd404acdea7bcfe766ab737f09d093d8a9
com.liferay	com.liferay.portal.security.wedeploy.auth.service	4.0.13	wsdd	729700426ce470c47157ed0bee6d886213ba82bc
com.liferay	com.liferay.portal.security.wedeploy.auth.service	4.0.14		5192b6f1b67ca3692620031b30a865e43b424262
com.liferay	com.liferay.portal.security.wedeploy.auth.service	4.0.14	wsdd	0680f4b606169eecc031948b8048aefe27e266ed
com.liferay	com.liferay.portal.security.wedeploy.auth.service	4.0.15		e10ce51471c923f0076f70f5f78faab1446fc0cc
com.liferay	com.liferay.portal.security.wedeploy.auth.service	4.0.15	wsdd	52961296a865c310d98776e957c9fd670cbd1cfe
com.liferay	com.liferay.portal.security.wedeploy.auth.service	4.0.16		bbb0745711f35496b9134ad603a3c93844f0ed35
com.liferay	com.liferay.portal.security.wedeploy.auth.service	4.0.16	wsdd	b3d80fd8c86627c6cf9c7a510ac0ef4ecb1d08b3
com.liferay	com.liferay.portal.security.wedeploy.auth.service	4.0.17		e555e4a6d1ddc9888ed25c37c6d24b39519118a3
com.liferay	com.liferay.portal.security.wedeploy.auth.service	4.0.17	wsdd	1da42ff8bac208588c40d2a4c39bf374bd6ada3a
com.liferay	com.liferay.portal.security.wedeploy.auth.service	4.0.18		0f61852fbc928debff88f11188f5a36b7fda14e2
com.liferay	com.liferay.portal.security.wedeploy.auth.service	4.0.18	wsdd	4738c68fdb88fc2d7240586f772132e80fb218af
com.liferay	com.liferay.portal.security.wedeploy.auth.service	4.0.19		562945baadb04b13fecb57e7aac5186522f3d382
com.liferay	com.liferay.portal.security.wedeploy.auth.service	4.0.19	wsdd	01b9a3e92c4b56b81d2f39d1a6123f0731fa462f
com.liferay	com.liferay.portal.security.wedeploy.auth.service	4.0.2		b6cc8c31b25d37ffefc08ec363e03ca3e0a7b56d
com.liferay	com.liferay.portal.security.wedeploy.auth.service	4.0.2	wsdd	ee0ad080f513523a0e8998a40ae6efc7e59c8007
com.liferay	com.liferay.portal.security.wedeploy.auth.service	4.0.20		797b6753ceec42e5a793e2b4bc6542af0580a18d
com.liferay	com.liferay.portal.security.wedeploy.auth.service	4.0.20	wsdd	d10cf7ae8844e42b56190d225dabd42cf5cde217
com.liferay	com.liferay.portal.security.wedeploy.auth.service	4.0.21		1ba427ff3dbc17639d3893717c987dac408b9a67
com.liferay	com.liferay.portal.security.wedeploy.auth.service	4.0.21	wsdd	0f2430950bc7793e499a6838e2793e68bfc46e7f
com.liferay	com.liferay.portal.security.wedeploy.auth.service	4.0.22		a14a654d2d0d87f64885dc1848df53c749b7a2f3
com.liferay	com.liferay.portal.security.wedeploy.auth.service	4.0.22	wsdd	5b8456894eadecfdf9c46d917531ab4bfb0223a5
