app.cash.treehouse	app.cash.treehouse.gradle.plugin	0.1.0		N/A
fr.davit	pekko-http-metrics-dropwizard-v5_3	1.0.0		f0f201957738b9fe3e800a491fa3bebb9e9cf3eb
fr.davit	pekko-http-metrics-dropwizard-v5_3	1.0.1		7bcdbd57cb98419d0b445e277e19e6ad681ff113
fr.davit	pekko-http-metrics-dropwizard-v5_3	1.1.0		b7ff1bf2f23f6a0793f4a4642d2f2a1a18e3e527
fr.davit	pekko-http-metrics-dropwizard-v5_3	2.0.0		752dac50fa868fe11a4c40cb6f5c8696c2ee0c12
io.burkard	aws-cdk-scala-applicationautoscaling_2.13	0.1.2		105c9f770d9455177d4f00509938d3bf5ee9e906
io.burkard	aws-cdk-scala-applicationautoscaling_2.13	0.1.3		5ac0dc208336957a7ae524b81b1c444eb31d5613
io.burkard	aws-cdk-scala-applicationautoscaling_2.13	0.1.4		e2aaa8d3d16ecdcae47170c6c4b05c475b1d4a58
io.burkard	aws-cdk-scala-applicationautoscaling_2.13	0.1.5		505bca255c66fe08543445f666692e78030509f1
io.burkard	aws-cdk-scala-applicationautoscaling_2.13	0.1.6		1d94473de0218f4112840a9f5191b31f9ae62235
io.burkard	aws-cdk-scala-applicationautoscaling_2.13	0.1.7		2ee7796cbadc6f2af0c23a0a7523fc63e9e69e70
io.burkard	aws-cdk-scala-applicationautoscaling_2.13	0.2.0		4515d330d33f54728a424d3a887c031270d7ae52
io.burkard	aws-cdk-scala-applicationautoscaling_2.13	0.3.0		297e53004556cebbda4eacc44bb10e221f36e96f
io.burkard	aws-cdk-scala-applicationautoscaling_2.13	0.4.0		e630556bff99a62b8e7a69ae34977ac598bad1b6
io.burkard	aws-cdk-scala-applicationautoscaling_2.13	0.4.1		0fd50d5e9b529047d21409192c17463b3c25817a
io.burkard	aws-cdk-scala-applicationautoscaling_2.13	0.5.0		8dfc7e8611056428dda81aaf746c0648909265a6
io.choerodon	choerodon-starter-mybatis-mapper	0.10.0.RELEASE		2aa9b195024e141f0a4d9926145b40e89c014ecb
io.choerodon	choerodon-starter-mybatis-mapper	0.10.1.RELEASE		f20ebb633e92152a3061d9c8192db12fd210a0f9
io.choerodon	choerodon-starter-mybatis-mapper	0.11.0.RELEASE		cb0185e596e374c30918e29b71722007d1d2c49d
io.choerodon	choerodon-starter-mybatis-mapper	0.11.1.RELEASE		49df5d1c54fc56fb8142e936cf90c21e8feac2a5
io.choerodon	choerodon-starter-mybatis-mapper	0.12.0.RELEASE		8892aed53bb2f6165f5c4332f987ee17b6420532
io.choerodon	choerodon-starter-mybatis-mapper	0.5.0.RELEASE		d8a3a310c0b8268da741e068978b5448a6a990d3
io.choerodon	choerodon-starter-mybatis-mapper	0.5.1.RELEASE		8e391e738fbfe7a6997930b3e6ffb025d35380c6
io.choerodon	choerodon-starter-mybatis-mapper	0.5.2.RELEASE		fa438fc8bb779b5cc85f19e1c2a7880d300b284c
io.choerodon	choerodon-starter-mybatis-mapper	0.5.3.RELEASE		a8381911ca365efa1c3e3d7316c9f1f10f35b1c6
io.choerodon	choerodon-starter-mybatis-mapper	0.5.4.RELEASE		3d50efb140ef5b1c0a9a905f65fa428d32b49998
io.choerodon	choerodon-starter-mybatis-mapper	0.6.0.RELEASE		bdee2c4b56a241446b17c1357a1ee6e82a229eca
io.choerodon	choerodon-starter-mybatis-mapper	0.6.1.RELEASE		0a9041b5deb07c83b299ce6f5260e84d08abd7fb
io.choerodon	choerodon-starter-mybatis-mapper	0.6.2.RELEASE		10acf82ae6c9d9460d43e677fb9cb7aaa922a898
io.choerodon	choerodon-starter-mybatis-mapper	0.6.3.RELEASE		e22e1d3c52f59521c6a03ae3b54d7b4d8a22d8df
io.choerodon	choerodon-starter-mybatis-mapper	0.6.4.RELEASE		d7578ae522ab60b334837d3fa2a44eac7395e677
io.choerodon	choerodon-starter-mybatis-mapper	0.7.0.RELEASE		1a528e68878cf7865c79d97928993b0ab9420c5e
io.choerodon	choerodon-starter-mybatis-mapper	0.8.0.RELEASE		3a3a290a13fe4ea554d901f28e7086a6145d7dda
io.choerodon	choerodon-starter-mybatis-mapper	0.8.1.RELEASE		bd0f448b5a0b6407e654514b71f8c23019e93435
io.choerodon	choerodon-starter-mybatis-mapper	0.9.0.RELEASE		e8e7febf1adb4fd306a53909bcd99d3e360adb17
io.choerodon	choerodon-starter-mybatis-mapper	0.9.1.RELEASE		4e9fd175bdcccccac7e05b10b14dcc702b973689
io.choerodon	choerodon-starter-mybatis-mapper	0.9.2.RELEASE		98101b16370681fc9b3e36086ca461b18fcccd77
io.choerodon	choerodon-starter-mybatis-mapper	0.9.3.RELEASE		38c39a9e2aec78c326334b031bbd5458db2d4793
io.contentchef	contentchef-jvm-callback-android	1.2.1		2a2aa82982f25aa4c9f4747caa342fcee3685cf2
io.contentchef	contentchef-jvm-callback-android	1.2.2		c23f2a6d32e87e7293ca571ba62819c226cc2ae4
io.contentchef	contentchef-jvm-callback-android	1.3.0		fd0284166c6080c8116071466cd030e637335ebf
io.edurt.datacap	datacap-jdbc-redis	1.10.0		c21bfa0347cd98bfd09990be90091304be508bd1
io.edurt.datacap	datacap-jdbc-redis	1.10.0	plugin	2cca27ce524d6d13f9512f5a9c48895ec7e2cdac
io.edurt.datacap	datacap-jdbc-redis	1.11.0		de52db86e4744ef721a1b67ceb372a92e3649717
io.edurt.datacap	datacap-jdbc-redis	1.12.0		ff73f558bf3d63e601dde413211582545a823fcd
io.edurt.datacap	datacap-jdbc-redis	1.13.0		a507fcdccfc801419cdb2b37e148a11b66f71547
io.edurt.datacap	datacap-jdbc-redis	1.14.0		dda97572e992aaccc34c0d8dcf6eb57a5070d36b
io.edurt.datacap	datacap-jdbc-redis	1.15.0		18b6ebda4ac23fb1ba7c2bf1cc46ccd43e44787c
io.edurt.datacap	datacap-jdbc-redis	1.16.0		ae8083772e243808f9ec16f538ca16d574103b04
io.edurt.datacap	datacap-jdbc-redis	1.17.0		972e3c6e774cf4efca912820d12b7793d6665784
io.edurt.datacap	datacap-jdbc-redis	1.18.0		73280ba5a91f5b7a136728d32621c61c462f42aa
io.edurt.datacap	datacap-jdbc-redis	1.6.0		cfbb69ab6790de9fc1e0ad997ff58e128f62649f
io.edurt.datacap	datacap-jdbc-redis	1.6.0	plugin	9d9f77eeace7681042d4c33fa615e749a5bd2ca3
io.edurt.datacap	datacap-jdbc-redis	1.7.0		3c3ee27869eaf43e8f70ca03ee2bd1c479e1782e
io.edurt.datacap	datacap-jdbc-redis	1.7.0	plugin	d460557599a8e0633498c7c5777909242d7777a4
io.edurt.datacap	datacap-jdbc-redis	1.8.0		600a851dae645255c618ada5916d061d589ee8f7
io.edurt.datacap	datacap-jdbc-redis	1.8.0	plugin	89a15cd47e86d4f86e0c60a9ef03dff163ed9514
io.edurt.datacap	datacap-jdbc-redis	1.9.0		62adb51b46936334a40be3d3159767a37df60677
io.edurt.datacap	datacap-jdbc-redis	1.9.0	plugin	ea7076c256c61f856329713679ef2ef372ff86e6
io.edurt.datacap	datacap-jdbc-redis	2024.01.1		bec93b4fb2f3e926c2e7aa0c3dae4bcd1c664ed9
io.edurt.datacap	datacap-jdbc-redis	2024.02.1		8a3647f40e7770748410a989aadcec31ed6e1d42
io.edurt.datacap	datacap-jdbc-redis	2024.03.1		b0f1ce0f7b9f76c13379193365074eb32d666017
io.edurt.datacap	datacap-jdbc-redis	2024.03.2		03bf5db5f0f287798f1ebbf5c194bf404f3201ba
io.edurt.datacap	datacap-jdbc-redis	2024.03.3		d53d0d2f1c20dd5a704aeced5a9b205288f3ed85
io.edurt.datacap	datacap-jdbc-redis	2024.03.4		d9bafba435b817eb894de294e47271e1a6ce2f3e
io.edurt.datacap	datacap-jdbc-redis	2024.03.5		d337c8414f3915c131748a68684e83c5f796071d
io.edurt.datacap	datacap-jdbc-redis	2024.03.6		7140689d6073ee9e69a42791a34f4973938d15f8
io.edurt.datacap	datacap-jdbc-redis	2024.03.7		fba4f8d607c5ef7c00bc1af012a66820096b8b5d
io.edurt.datacap	datacap-jdbc-redis	2024.03.8		bef7b6bccfcf9a093e45709cf403d1f4f572d48c
io.edurt.datacap	datacap-jdbc-redis	2024.03.9		ec226ded5e173905e6c5615b9a35f84b26ca5a37
io.edurt.datacap	datacap-jdbc-redis	2024.3.10		1e63ec89a46ef7b48a250aacf9ca6d1414b707b6
io.edurt.datacap	datacap-jdbc-redis	2024.3.11		4196368842c20a35d605a5be388829700a4b2e01
io.edurt.datacap	datacap-jdbc-redis	2024.3.9		922f940000b525d26736c7a913443955b2225a55
io.fsq	twofishes-countryinfo_2.11	2.0.2		de514e230b93e07fe92ab1fb59c9e0efbf20204f
io.fsq	twofishes-countryinfo_2.11	2.3.0		3cdc8f1cd56544ded73916316cbac71ac1c10708
io.github.adven27	exam-ui	5.0.0		9ad2f868b55924a2cd47991b01fb846e4b871d3a
io.github.adven27	exam-ui	5.0.1		9a9175b559a92ef3134d65479bea81dd98e9f17b
io.github.adven27	exam-ui	5.1.0		5808b9dcf6ea13b2d7f9fdc8c01e57e438ed0c9b
io.github.adven27	exam-ui	5.1.1		47f47a6cad2b85df7386aadb8ce888e794c54824
io.github.adven27	exam-ui	6.0.0-alpha-1		fe1aecbeeab32e2dcf6c15e2dc09cfcfc3cbd8d1
io.github.adven27	exam-ui	6.0.0-alpha-2		4a1bd7e6090293dc62ac98ec5ea6d393253ee525
io.github.adven27	exam-ui	6.0.0-alpha-3		6203f4faaa4561d68057c65607f204840d94aa99
io.github.adven27	exam-ui	6.0.0-alpha-5		a7dd8fc671f97586daf49060ad45f771999b8e7b
io.github.adven27	exam-ui	6.0.0-alpha-6		db6affafe163c8826dd1c1c5744cc7e382a70fc8
io.github.adven27	exam-ui	6.0.0-beta		995925acd3966e26bd06826e1021aad1534fa7de
io.github.adven27	exam-ui	6.0.0-beta-1		714617f464864725e1bc491304e65b2a5c77933b
io.github.adven27	exam-ui	6.0.0-beta-2		547248828b4e789ad00721e9214312dc44d16932
io.github.adven27	exam-ui	6.0.0-beta-3		e219a6b5980c3a8aff00f746a7013e74bc0ab8cc
io.github.adven27	exam-ui	6.0.0-beta-4		02cea4105a45aaaa3e5d0a61acd3239ac5c9b66f
io.github.adven27	exam-ui	6.0.0-beta-5		0d834d0c30ca24fb9f7c142334c2ae3b3f0f5bc5
io.github.adven27	exam-ui	6.0.0-beta-6		32bedba7058022fe2a99e5700e444563990354cc
io.github.adven27	exam-ui	6.0.0-beta-7		72e72563705d06b7c3affdd54df8fb8277cdc781
io.github.adven27	exam-ui	6.0.0-beta-8		640a8db17df835f048c2b1b95f21e1fabe0f971b
io.github.adven27	exam-ui	6.0.0-beta-9		570fe13ea132e2a4180b50c4abbd38a0066f5e85
io.github.clhln	GRGPayment	1.0		d2819ee9586aaed0b4c098efe3d2b4011a61ef86
io.github.clhln	GRGPayment	1.1		301c6902c02ab376e90764524ba44e26622f313e
io.github.clhln	GRGPayment	1.2		df2e1ae14566d643b9f73380fda7b3b780a50567
io.github.clhln	GRGPayment	1.3		c479af30425a543213ba8ebe58226b2ab7126e7d
io.github.clhln	GRGPayment	1.3	jar-with-dependencies	30485acfc0940cd0a09ee888b65c148549bddf91
io.github.clhln	GRGPayment	1.4		93d599fde237c9b8f35772da06a7d184d6970fc8
io.github.clhln	GRGPayment	1.4	jar-with-dependencies	44b0f3a2eda9386898671138c19961268b3a46da
io.github.lambdaprime	matcv	3.0		af8539b2602d72d679b3c083654890fdf9f509da
io.github.metarank	ltrlib_2.13	0.1.1		1b19a0f7fee7e7df9282790d88e8c6909ecbe334
io.github.metarank	ltrlib_2.13	0.1.10		f3b799657964330e240fd90c0aa2fd1cb0c67e7c
io.github.metarank	ltrlib_2.13	0.1.10.1		c5147b91fac0d623030ab4402a8e7d59ca1c16d0
io.github.metarank	ltrlib_2.13	0.1.11		f2c947126006975b1d16983f7daeb221a333bb9c
io.github.metarank	ltrlib_2.13	0.1.12		429eb060c1690eac85dbc170f03dcf5b0796192e
io.github.metarank	ltrlib_2.13	0.1.13		d28cb66ce05063733519611ce2e9e5238540155f
io.github.metarank	ltrlib_2.13	0.1.14		a4f8c33f9e699d68dc2cf96c86f5555297c46b3e
io.github.metarank	ltrlib_2.13	0.1.15		abbe8233c9eb9eac62efd0657ee2d20c63b36f2c
io.github.metarank	ltrlib_2.13	0.1.16		1a27b2abf061e04722cc3cfa4a0da274f2aaa126
io.github.metarank	ltrlib_2.13	0.1.17		1486679f0564afb2c82055c7911d8f235d0b5788
io.github.metarank	ltrlib_2.13	0.1.18		0900d1adce5a1df5e5a0d8b1f3b680c44474776a
io.github.metarank	ltrlib_2.13	0.1.19		9859ffdef8958153850e3866f473c177c29be8ee
io.github.metarank	ltrlib_2.13	0.1.2		70a1a9733f8226e32f6759e9d887fcb387d75e5c
io.github.metarank	ltrlib_2.13	0.1.20		1624392a8f81387fb1ea772fdfa49f66d211a7ae
io.github.metarank	ltrlib_2.13	0.1.21		94e18f43123affc0d8fc9fcc71d3bee8172c8b87
io.github.metarank	ltrlib_2.13	0.1.22		b6e8e7b5c57f72ec78aaba7bff191b889317be3c
io.github.metarank	ltrlib_2.13	0.1.3		f00d1c64c4c7d033150c8865404f43b1e138cf83
io.github.metarank	ltrlib_2.13	0.1.4		ef375ceed7c0a08babd6a85f44e7694a1ed0a239
io.github.metarank	ltrlib_2.13	0.1.5		0112f46ae48eed98c8b97f67f3fc777f33d90caa
io.github.metarank	ltrlib_2.13	0.1.6		668076144cae9a8bec4ade255d09bb13fbb0d64c
io.github.metarank	ltrlib_2.13	0.1.6.1		3612a02baf2fa3c7dacf6ef14dd192855e69b7ce
io.github.metarank	ltrlib_2.13	0.1.7		20cc67add5999b7ea3bc190b99224fffe42b903b
io.github.metarank	ltrlib_2.13	0.1.8		f1c6bad105ddc88079945b0785ce3a534b35dfbb
io.github.metarank	ltrlib_2.13	0.1.9		346902a8f902c492e5217a644b0bd28fc766af44
io.github.metarank	ltrlib_2.13	0.2.0		8675a913207042f6a29faac6c338fbb2b75ddfc5
io.github.metarank	ltrlib_2.13	0.2.1		36def490178e456d4262e1d8139ef8ef667e5d78
io.github.metarank	ltrlib_2.13	0.2.2		be88ddc2c7650e49f0aedcbc2897516b0ff1f695
io.github.metarank	ltrlib_2.13	0.2.3		b6023c9d6852b2e2189fcfd7ca5705cacadbc5b8
io.github.metarank	ltrlib_2.13	0.2.4		0aca53963fb7f9b1acfaf3273cb3165adc3e18a4
io.github.metarank	ltrlib_2.13	0.2.5		41d0200b199331a50ab0e35b14652570232400b2
io.github.metarank	ltrlib_2.13	0.2.5.1		5e57f08e9d2dda426d94197317c2948e3bfe96e2
io.github.metarank	ltrlib_2.13	0.2.6		71ba1a3ac60f52075207f970203a180b269c5813
io.github.panpf.tools4j	tools4j-base64	1.0.0		e263dfc0a63f38e77b4e03c5f7809b4a7e574b57
io.github.panpf.tools4j	tools4j-base64	1.0.0-rc02		b9582cd4a4fd96b272c154b5a54fdfef7291af1b
io.github.thediscprog	slogic_3	0.3.0		f4c816c9df41939bae8cdb7378118a7ae9b293e6
io.github.thediscprog	slogic_3	0.3.1		dc6766109836b4932f01e643942290f11e887aea
io.github.xiejx618	replace-bean-boot-starter	0.0.1		954321e56b78d91cb57acf73ce363091371cc356
io.github.xiejx618	replace-bean-boot-starter	0.0.2		222b48523b282fdcd163911926049f4d55dcdf28
io.github.xiejx618	replace-bean-boot-starter	0.0.3		58ad1cb68ce8e1bc73563f3c75f9d5d114e2c75f
io.github.xiejx618	replace-bean-boot-starter	0.0.4		05c7992945293d8c3276cd8d7bfd9bed833bc078
io.github.xiejx618	replace-bean-boot-starter	0.0.5		5af3e34d183fdb2a26621142145bb5495e2d5f19
io.github.xiejx618	replace-bean-boot-starter	0.0.6		7bd87354b2174614e3426441f2a5a64f164934f0
io.github.xiejx618	replace-bean-boot-starter	0.0.7		366b9b957aa18b030c9124dd7d1599544756601b
io.github.xiejx618	replace-bean-boot-starter	0.0.8		c50ddb1069b58fae7cf72f6e564697fa9f40ae78
io.runon.commons	collect	0.0.1		ee9c054f697175deeae31fc60b84ead7e08b2777
io.runon.commons	collect	0.0.2		a77b1c0d7401c7d4671599eabadd9ca6160ec4eb
io.runon.commons	collect	0.0.3		9b624458959a45f4937c6ee9cf5282656ed04b70
io.runon.commons	collect	0.0.4		86a4f41f1b0fc84482a600cc6b7576927244f3da
io.runon.commons	collect	0.0.5		e333d41d6793463b5d9aa31231bbc62dc89c19fd
io.runon.commons	collect	0.0.6		ba33ca63d11c6daf225dccc460b30f6373991963
io.runon.commons	collect	0.0.7		9268db8962887dbd1cfb4571e1f3ff73a6c06760
io.runon.commons	collect	0.0.8		8d807e9d148ab81c2bd8ff0ddaa844b98fbb40ce
io.runon.commons	collect	0.0.9		a89fc3586725b2c487f2cf1283688ca744641bda
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.0.0		8e48dd88fb0b7ecfe79ca0988a1f032338eeaa39
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.0.0.RC1		d5837afd6ecb9b58e4bbc73e64a553ad0dbde1dc
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.0.0.RC2		ea7e95dcae8b4c7296c3c27f9c290ff5f95eef1b
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.0.0.RC3		c005dbab72952be3c8debfe349d283f5e6ab4945
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.1.1		d78f2625aaa308c1bb5a8f9844f12a2834b6999a
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.10.0		63fa3c7c59d68da0ec80ab0afab46bb1397782b4
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.11.0		5cf61ec54de9b316f440681f50273f19f44c7006
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.12.0		65e17dc693a18674a3801aa9a223cf3e7c28d701
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.13.0		3a7cdb0e151049d152d789c390f53aff5e450d56
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.14.0		7d60e23e320cab7f922e81a0c271f3b065cd360c
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.14.1		4ae2fce91dc4b9b710ffa629fe8164355f86e96e
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.14.2		7923707b1a86a39ba7a5f3fbdbcbd9799c7a0d15
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.15.0		dc2cd5bc635e8edaf795f6ce019dc37531a6bb63
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.15.1		8ea58c91b5520ef8c5cf79ae7c5c2bed0896a508
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.16.0		ed4c340cdae4e6869f2b335950deee681f842455
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.16.1		3c18cadeababa5de624ef58f8eb70ca53830a061
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.16.2		2f91bd99d9e0c467de50b8df81b600b8af807f7c
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.17.0		5037604192a02fe0000eb86974bdc9e9bc7e7870
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.18.0		b0aa7a3a51f8a5c1d10e2e239b75c7aa74059663
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.18.1		6c029b45246bf77a6210ebdd45a130340650638f
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.19.0		bdaa402b4844452133d5288d570df3f46837637d
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.2.0		f58ec5f13bfd828b8fc96fecacb5b96f9c683a0b
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.20.0		5578e976d250d1fe9c901c9e060626162049bf09
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.21.0		e05c86f1379e98743425c64196d6e28a188c4402
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.22.0		f5a6f3ec9f65b2d1357a6e3af3b28916a3558119
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.23.0		05ba6ef2e191ff0b513318d51429d49e5531260b
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.24.0		2245eb003e4ad6b5d119d0f567bb56195b8e1e8c
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.24.1		2da063348efe2c1246e46a6716ed27428193ae98
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.25.0		1a5f164f6536b7ec783cedb53f1c1d060c505377
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.26.0		7d70c6ac2109d10ededb061e0138305617ec14c4
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.27.0		9f55ce5e28c920c3db6601ceedd7b8910fe0e37b
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.28.0		27ece688149ceca8fed14ac67af50dce0e585a0c
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.29.0		27699300474d0607aae256174246859f0291d602
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.3.0		2a4d083038387f688aabf3db5f29baea195c4eed
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.30.1		1c242f3f323f8f20f076057402121307a22765cd
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.4.0		49264f2fc0f9de17d8580099b293ce64b16241b3
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.5.0		f2c8a944e8dcf50c01d93050f1d3425d4698d3eb
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.5.1		203f6cd69b2fe1afc4ce350d7da077f96e959a7b
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.6.0		d547c07a46420a70abfcbb29fe1c9fa36843db5c
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.7.0		ff68bbd714a281760daa871592f1e027b976db7c
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.8.0		fdf9acc62710d775736d91213f1e8c2fcaf87929
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	2.9.0		b68e97203b0311e6bb679f02e4f269c5207adbd6
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	3.0.0		a87c836171029d1687a00bc3cf9d276614e9f66f
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	3.0.0-milestone1		c73b724c5a687c573f69abc88b452e7643e80e00
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	3.1.0		600ad0cd91bd3f9530bd66ff1c7a092b119bb62e
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	3.10.0		f32a714cfb460ef79f85fef1fe5b3d17b902053b
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	3.11.0		39ed88caea782c1fe307117c3c83e9da813b6708
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	3.12.0		414399cc199e65e1c2523100af11f4a7758babc8
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	3.13.0		527e2a2330c5830f1a99d56b781702a4bc1a907e
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	3.13.1		f66563171320d5802b10c7c5a456fa65b23ee884
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	3.13.2		f5ada9d484a4e1caa80a4cf38a6078f981a4e262
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	3.14.0		b52bad5467c9f5d494c4327a1dac73212faa8088
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	3.15.0		b9d6b9289fc6a88376803d63cb7f2ac13e20e461
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	3.15.1		d3a7a4579f7c92124f2f1e89048fc39c6df76af9
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	3.15.2-RC5		6eabcaf45b82d2550d9eb3593a76d702ae22486a
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	3.16.0		900648bc2f6eb91c1723bd106589895b733f2db3
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	3.17.1		e494022456407dbfa6dd1206bc505e5c2caacf81
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	3.18.0		0e785ed8a882112fc069f9531d424b78f07429f8
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	3.18.1		caee2d8fc144baa82142af6159963e022aa8a71e
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	3.2.0		a7ea4c6faa3cd1d2a4ed2c1474b1811032d8b0ec
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	3.3.0		9ab1cfa91ba27145a09ab8983604e3510686ba0f
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	3.4.1		b5b0ae1ac719105b132871130b00080c3e500ab0
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	3.4.2		ce5754a800038f60b0d564b96f56fa01b6c0e073
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	3.5.0		f517fbab82b2ebd8f6c610925918286c887fc116
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	3.6.0		cd0a8a41c99f9704a26e6c1b06d21b34c67dbd44
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	3.7.2		958d0a46c89b105e57db72e5d794ad243fa21f43
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	3.8.0		539cb6b2dc06abc73ff4c7a040df38945ed8d6a0
io.smallrye.reactive	smallrye-mutiny-vertx-service-discovery-bridge-zookeeper	3.9.0		3135217155019cdbf7b90b06813c68ddac0fe951
me.escoffier.certs	certificate-generator	0.2.0		df1c5b959a83b7f688e18ee8f3fbc51ba3da88d0
me.escoffier.certs	certificate-generator	0.3.0		dc929989a9469093feeb8bff0335fd5bfd8651a1
me.escoffier.certs	certificate-generator	0.3.1		6affd9fbe5b30290f5aae7c014a53a378cfe8b4b
me.escoffier.certs	certificate-generator	0.4.0		ccdf40cbad0f6cb191ffca5ffdcb23abf0e1cc9c
me.escoffier.certs	certificate-generator	0.4.1		ae11d2bc25a66cc750099ad6629e7a394127b4a7
me.escoffier.certs	certificate-generator	0.4.2		9ea09648f558bdbfaab0bb7e59f424f68a825b68
me.escoffier.certs	certificate-generator	0.4.3		d7fd139e3e6f700a3eefd14f532073060689c0a7
me.escoffier.certs	certificate-generator	0.5.0		9cdc4d571019cce9b08152cb54de07e29c990b56
