org.apereo.cas	cas-server-support-geolocation-maxmind	5.2.7		0c4f5b1d71ec7f4700236fcfe5bced6e5a91cdda
org.apereo.cas	cas-server-support-geolocation-maxmind	5.2.7	resources	ab7920965616e236916f905b7f632f28a5c65eb3
org.apereo.cas	cas-server-support-geolocation-maxmind	5.2.8		88d363a4627416caa831468cf4a4f9e1c76d95f7
org.apereo.cas	cas-server-support-geolocation-maxmind	5.2.8	resources	48732e004d2e591cd5b363f59eebca0ae4d628fe
org.apereo.cas	cas-server-support-geolocation-maxmind	5.2.9		577e7e490087e9f60077f0e75d68e7a3da7c5103
org.apereo.cas	cas-server-support-geolocation-maxmind	5.2.9	resources	4f689944d32252394ee45eaf8ad714272c724a04
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.0		b2b54cd4a6e20748d70464b8a75a3c8fa694f97a
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.0	resources	d9621f0cb9a8656f0a157ac25dee1ce2fed0fb25
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.0-RC1		4458d0069d30dad4b51613c4fffdeeab4e991e7a
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.0-RC1	resources	345c0742d02373d6e31da7baf0c8dc8d469cadf4
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.0-RC2		d0eac28e9dd021b1dbf725ed6138f141c752c6dd
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.0-RC2	resources	ef68a423c99321d33e6b703ddc1bfa14d4a558ea
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.0-RC3		7937e52b781623fbf6fc0e8ca9999d7ddeb7dc29
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.0-RC3	resources	1643c04577db8130f180e13aeb227575a80e493f
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.0-RC4		bfb5a0e64f1cc9063cd7e76f2380a212525c2955
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.0-RC4	resources	d6624ed0bffcb7bd5c53f85ad3705e50b120aea6
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.1		687018deab3537645ee5e1d51cadfda819cbb3c3
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.1	resources	0236c6c76188c761934d80b445b3824ea2b3d45e
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.10		bcfc72c8137dd03811179965f7363a76128f75c6
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.10	resources	157c2ef4501cc78c663221b0578bc0900a269c3b
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.11		4b96780a66db1794819f6534a09e67f94d3179ab
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.11	resources	644ae3c3a61d41d626c59cedc08fd720bda1d862
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.12		48f67f1e8752fd6f1364a224a378597ccf2fdc93
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.12	resources	27f34c0a5468c6f50267b7ffc65289fa5de277e7
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.12.1		e4855d88e8b29a8a521c130a81c9e4f8705c2b0b
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.12.1	resources	e998cf92e2fe24112162b53a5c8d6e63f3429f8a
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.13		44d00706caef2c02c935aa67c6cedec3d0058795
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.13	resources	6f28c66b0bca1c1aaefa876b26a4db3a64cf7dd2
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.14		32e41936cc5062f8e2434abfe63b4a245d2a05bf
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.14	resources	de063ddb2f0739bb14855992831e2ac2eee197ab
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.15		ccba7e99032b52285f3ee0695309514f25cd9d91
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.15	resources	4572e5ba0d78c19b803609116ece1d194fadd413
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.15.1		c98809c5534a8daff41c1d8080b9d625666a73fd
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.15.1	resources	c9865f09fad2dd11a679b4ab3a945af56050812a
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.16		90d87ed700260eed43101fb16995c68630df77a8
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.16	resources	72c009134916f0d55694245f3a72c06d0b6f71c5
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.2		f9b4678ed9731eb9efdd97e9bb2037eee3cae937
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.2	resources	6168b825dbf732297c771760bd5cda55a8e6bad8
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.3		36e8a560826501bf2ab67031fecde0417b55fb9c
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.3	resources	921f8839040266a3adec6e34dbef18b854503493
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.4		39f702d914bde5f59f70ef2e8beb0c36643ddf15
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.4	resources	d5fd181ad28fef46056c5fd595cce82e47e3b110
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.5		89d7da41b81b18946c02cb6ba9d705d61b95eb51
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.5	resources	6a1a4f7e9916f94804687ef670e80949f567eb08
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.6		96a5793d5d959e7c4df50292e38882b07721dc7d
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.6	resources	790b67a07a86ba3f763e64d33d00e479400ab1cd
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.7		78427f5a03073f3096e419a83390aef54efcd353
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.7	resources	d0573e3cf549d5117fd4d39f5d7a78d34ae0d9e4
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.8		17cd3b7cdcc09597742b874b06cd0f44363ff8d4
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.8	resources	04cac3b6a4103c28ef7889e5bcbb96b7f6737f23
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.9		9d0fdc384c35841f31ab4be5cf8cfd07d41c3b55
org.apereo.cas	cas-server-support-geolocation-maxmind	5.3.9	resources	7e2e5bfa74aea5628a79781c1b7b2870154938c0
org.apereo.cas	cas-server-support-geolocation-maxmind	6.0.0		aab8ab16e781171d2abb30ad2c3b970fd40690c4
org.apereo.cas	cas-server-support-geolocation-maxmind	6.0.0	resources	d4f970dc8d664a702ad132d63ff1da9e3e7ba7dc
org.apereo.cas	cas-server-support-geolocation-maxmind	6.0.0-RC1		0464d48e75d55158985f5366479ecae05f92b961
org.apereo.cas	cas-server-support-geolocation-maxmind	6.0.0-RC1	resources	7f5c9c891eaa0d749e5b96500b3567262382f3f5
org.apereo.cas	cas-server-support-geolocation-maxmind	6.0.0-RC2		0bb384d984fb109db76688949ba2f18573b01858
org.apereo.cas	cas-server-support-geolocation-maxmind	6.0.0-RC2	resources	6b38932ee15bfb2dadaea8785c4d69f8f907678c
org.apereo.cas	cas-server-support-geolocation-maxmind	6.0.0-RC3		0265c5874dace43fc626922093497d2497fdefdf
org.apereo.cas	cas-server-support-geolocation-maxmind	6.0.0-RC3	resources	536bb42ca38f16a43bba4fea8aa6e343bcfe76ad
org.apereo.cas	cas-server-support-geolocation-maxmind	6.0.0-RC4		615bb70037d7420da37aee884c002630d6807997
org.apereo.cas	cas-server-support-geolocation-maxmind	6.0.0-RC4	resources	987258b8a6e37ce8baaccc16942b1dad258f66de
org.apereo.cas	cas-server-support-geolocation-maxmind	6.0.1		f605182b8d7ac3191390827a4173297aaa351c76
org.apereo.cas	cas-server-support-geolocation-maxmind	6.0.1	resources	df184f9759d433eaa8b42bd3932bbf9364416a98
org.apereo.cas	cas-server-support-geolocation-maxmind	6.0.2		dc858387d47351576a1073ec66ba44dcf3aaa92c
org.apereo.cas	cas-server-support-geolocation-maxmind	6.0.2	resources	a06181b168db2bfb764b9dc6d9d5ec5a0e66384f
org.apereo.cas	cas-server-support-geolocation-maxmind	6.0.3		26c9f1d61750e920edccbea61af4062f7fde14fa
org.apereo.cas	cas-server-support-geolocation-maxmind	6.0.3	resources	af28fcbdbb15d8ce4387a06de1862f4440794d8a
org.apereo.cas	cas-server-support-geolocation-maxmind	6.0.4		b8554fcc3b38b1d7b56c092b20cc60b45796ac4f
org.apereo.cas	cas-server-support-geolocation-maxmind	6.0.4	resources	06d478323ed9f2977dbb7d8fb1a0bb8f17e15c61
org.apereo.cas	cas-server-support-geolocation-maxmind	6.0.5		b968cc09588fb02abdd776b48074b65e29e43167
org.apereo.cas	cas-server-support-geolocation-maxmind	6.0.5	resources	4e0965f67bac021e13773f303d588ead9adc5207
org.apereo.cas	cas-server-support-geolocation-maxmind	6.0.5.1		eb435109594601bb231032eafca77080c643b6c4
org.apereo.cas	cas-server-support-geolocation-maxmind	6.0.5.1	resources	bf5eec590bf8546a3fdc1a94b46d8fb308619af5
org.apereo.cas	cas-server-support-geolocation-maxmind	6.0.6		05c9b69d1c8d6ff5da4167574b6d6c21ce0758c2
org.apereo.cas	cas-server-support-geolocation-maxmind	6.0.6	resources	65e5edb8b534fcf13a9bda4547bb884067856baa
org.apereo.cas	cas-server-support-geolocation-maxmind	6.0.7		74d3fea155eadd48bd2ddd8c0615ac30fa679d5f
org.apereo.cas	cas-server-support-geolocation-maxmind	6.0.7	resources	d1ba0f928d4ece4ae5a3212432314782c930ca3c
org.apereo.cas	cas-server-support-geolocation-maxmind	6.0.8		5a15be2988b1fa0853f47a9420394cd5b553fc23
org.apereo.cas	cas-server-support-geolocation-maxmind	6.0.8	resources	d54f90a8a8da364b70329ad5513ed270f2e0a114
org.apereo.cas	cas-server-support-geolocation-maxmind	6.0.8.1		cec4f2d1b3fa6770b099d4e8a97e683d5c4cd4ba
org.apereo.cas	cas-server-support-geolocation-maxmind	6.0.8.1	resources	6b1b6bc142acc4e3f0f20f0d8e6aee17eab6f8e5
org.apereo.cas	cas-server-support-geolocation-maxmind	6.1.0		fda90243ccd5b60817af3a41bd39f9129037cd83
org.apereo.cas	cas-server-support-geolocation-maxmind	6.1.0	resources	ad750ccefa6881b2b6da2fde21229bdb610a9d64
org.apereo.cas	cas-server-support-geolocation-maxmind	6.1.0-RC1		270a4800e04535819bfb2fdb6041feaee92b8e52
org.apereo.cas	cas-server-support-geolocation-maxmind	6.1.0-RC1	resources	a6607a2e50e548cad873f0a63af6dbee7e61a703
org.apereo.cas	cas-server-support-geolocation-maxmind	6.1.0-RC2		a432ca8b3cffe4f4a83a9911ade2d2b4938eaeb8
org.apereo.cas	cas-server-support-geolocation-maxmind	6.1.0-RC2	resources	5c87435c75053b780a0ad39229af3f9f2fec6b5c
org.apereo.cas	cas-server-support-geolocation-maxmind	6.1.0-RC3		41c451d70382e75a82f803bfdb3099bd006db922
org.apereo.cas	cas-server-support-geolocation-maxmind	6.1.0-RC3	resources	e9a1c73c2a22cc27959357a9fe02f2d61969622c
org.apereo.cas	cas-server-support-geolocation-maxmind	6.1.0-RC4		a66b8e932046cadbf1fca0b3cf408b3281610a9a
org.apereo.cas	cas-server-support-geolocation-maxmind	6.1.0-RC4	resources	7926c1a8154d310c3b53b0ed1e9cc5f64eeff87d
org.apereo.cas	cas-server-support-geolocation-maxmind	6.1.0-RC5		cd7b99564beac89063b4f24da53245ef9533cc52
org.apereo.cas	cas-server-support-geolocation-maxmind	6.1.0-RC5	resources	5c45ce1e4c530296560df7cbb93e437886fd6ccb
org.apereo.cas	cas-server-support-geolocation-maxmind	6.1.0-RC6		27a43d177577d155528c9df2a70d07063a008498
org.apereo.cas	cas-server-support-geolocation-maxmind	6.1.0-RC6	resources	464d0196d644f2c499dd718fbe32ffdeb4d3f7b4
org.apereo.cas	cas-server-support-geolocation-maxmind	6.1.1		1b042e8d8c9d939d4b85ac09e4cae8ad4753d945
org.apereo.cas	cas-server-support-geolocation-maxmind	6.1.1	resources	00ebada1cadfef7964e9624cfa406639008983a1
org.apereo.cas	cas-server-support-geolocation-maxmind	6.1.2		7ad85873f9407f6c9f9b67ce018eae02ea7358ad
org.apereo.cas	cas-server-support-geolocation-maxmind	6.1.2	resources	ec8b5a0b93cc35fa332789bffb3c08f9c4866f1b
org.apereo.cas	cas-server-support-geolocation-maxmind	6.1.3		9244b3fa80ac3aaa90d5052c9f9caf43e6376d23
org.apereo.cas	cas-server-support-geolocation-maxmind	6.1.3	resources	b966f3723e18270cb7fbd0cf071069f243b8b652
org.apereo.cas	cas-server-support-geolocation-maxmind	6.1.4		49708a97e9baa328af9afe7e333da680b427b3f5
org.apereo.cas	cas-server-support-geolocation-maxmind	6.1.4	resources	39d8a69b5159bc5189e033246d80e7ce65251d88
org.apereo.cas	cas-server-support-geolocation-maxmind	6.1.5		dc348a73d4924b87db8e63435ee0d4cfb2b09812
org.apereo.cas	cas-server-support-geolocation-maxmind	6.1.5	resources	547ee489272688f775c03a620ebbbf73f3e4c457
org.apereo.cas	cas-server-support-geolocation-maxmind	6.1.6		528b7eb94b6e257cec63f9499ed6b6c637396b6a
org.apereo.cas	cas-server-support-geolocation-maxmind	6.1.6	resources	aea523d9a55a3b2e1462cfc565dce850836d62e5
org.apereo.cas	cas-server-support-geolocation-maxmind	6.1.7		61ef5125048889adb6477b83e460e37aa66654d2
org.apereo.cas	cas-server-support-geolocation-maxmind	6.1.7	resources	7f7a868b2c0affee4bcbb7281a0c5d64e2154a8d
org.apereo.cas	cas-server-support-geolocation-maxmind	6.1.7.1		43a6f430b62106f71f73ec80aec6daa6bd02d7b2
org.apereo.cas	cas-server-support-geolocation-maxmind	6.1.7.1	resources	33c260765ee6c2527fb629071fabd1b4d5fe9aed
org.apereo.cas	cas-server-support-geolocation-maxmind	6.1.7.2		3d87c8fee18addbff1d0354ed93503f8b8d3c287
org.apereo.cas	cas-server-support-geolocation-maxmind	6.1.7.2	resources	0ef81a1316701d91f2243d759e115c1fbb5e7850
org.apereo.cas	cas-server-support-geolocation-maxmind	6.2.0		c54eb40a1e06313fa57358078d7810e863453b94
org.apereo.cas	cas-server-support-geolocation-maxmind	6.2.0	resources	27177046aed8491d704e3df3b0df17ed6ed3bc84
org.apereo.cas	cas-server-support-geolocation-maxmind	6.2.0-RC1		53da7fdf8e1129d5fa244685bb8ef422eb09c2e9
org.apereo.cas	cas-server-support-geolocation-maxmind	6.2.0-RC1	resources	333dfab226bc6d7aadd25c1dc1d68c7f35965acd
org.apereo.cas	cas-server-support-geolocation-maxmind	6.2.0-RC2		885a87f04dc000ae5c46cb2da3e3b2f96b8ca2d2
org.apereo.cas	cas-server-support-geolocation-maxmind	6.2.0-RC2	resources	ececb83e8b416822a69c8aacef1115a38db261b9
org.apereo.cas	cas-server-support-geolocation-maxmind	6.2.0-RC3		07e8fab08252272532c4703890ea9431dd66e668
org.apereo.cas	cas-server-support-geolocation-maxmind	6.2.0-RC3	resources	abc53dde86ec2b7f1f2e4e0709ebc33422312d41
org.apereo.cas	cas-server-support-geolocation-maxmind	6.2.0-RC4		a252685bb8f4cc4a3392d4f0c321d879aaee611c
org.apereo.cas	cas-server-support-geolocation-maxmind	6.2.0-RC4	resources	a98cac951dd03667c1d2b1b2f72c1ad900a1544a
org.apereo.cas	cas-server-support-geolocation-maxmind	6.2.0-RC5		ebaaed20252fe779e432299f0e10f1a549e84904
org.apereo.cas	cas-server-support-geolocation-maxmind	6.2.0-RC5	resources	427cb5cba71d64063b0ff45112e89a48b94c1e13
org.apereo.cas	cas-server-support-geolocation-maxmind	6.2.1		9ea403fbc126c084be1a6bfdba38f92a96ee8948
org.apereo.cas	cas-server-support-geolocation-maxmind	6.2.1	resources	f598f7b22c60131eedcf6882bffbee07aca6a9ed
org.apereo.cas	cas-server-support-geolocation-maxmind	6.2.2		43e29ce5a77258856ec611a401a5c3059c4f30b7
org.apereo.cas	cas-server-support-geolocation-maxmind	6.2.2	resources	c7bd3b7358b54788a08acc300dbd54b9c56b691f
org.apereo.cas	cas-server-support-geolocation-maxmind	6.2.3		e72d609063dbec95675cb0dfe3ee4f0703d18f55
org.apereo.cas	cas-server-support-geolocation-maxmind	6.2.3	resources	419dfa0b76a24e6382bd8c80930294c3fac7a804
org.apereo.cas	cas-server-support-geolocation-maxmind	6.2.4		9a4534103c75d2a63974757c91b00ec47845c776
org.apereo.cas	cas-server-support-geolocation-maxmind	6.2.4	resources	f0dc2df0d3f8a53acfec0f1610b158d07e5e1584
org.apereo.cas	cas-server-support-geolocation-maxmind	6.2.5		3071f1cd78c12bbc05fe2dd5cfb7c7683abb1e9c
org.apereo.cas	cas-server-support-geolocation-maxmind	6.2.5	resources	51592b5d0ec97a89c4f73697e3c35deaed8132a9
org.apereo.cas	cas-server-support-geolocation-maxmind	6.2.6		3d96c3318e9e7741775d4430a6b925f91c911b58
org.apereo.cas	cas-server-support-geolocation-maxmind	6.2.6	resources	4047c122d8649dc4c4ed758713e6513e2ecfc756
org.apereo.cas	cas-server-support-geolocation-maxmind	6.2.7		0e5176fe9a5b3f686ba7542409b447482fd13549
org.apereo.cas	cas-server-support-geolocation-maxmind	6.2.7	resources	ab372af07733eaa0c125e072e3beded764052869
org.apereo.cas	cas-server-support-geolocation-maxmind	6.2.8		3ad481852866dd44ed7b27d3ab06b1ad8cd361cd
org.apereo.cas	cas-server-support-geolocation-maxmind	6.2.8	resources	cfd1716a873c50c92e2b35f459474d1d68813844
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.0		202cd87b32f2d3fba7a49cd7501a43e1cffc5ec5
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.0	resources	18c5052a20b0a59619c0f2c92355e3621e67d856
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.0-RC1		f68caa018c6bb340939f27b5e6a80cacad9c0110
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.0-RC1	resources	b83c423458dfa9210b7298c793f89e27255b3500
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.0-RC2		4cb9f9d122f16c967ace922c67aa65bf9470a50c
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.0-RC2	resources	d850442380713aae42fd3fcd2708a72160af445f
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.0-RC3		a389934f41b2d5cfeb8d061db0fed9fef842d39e
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.0-RC3	resources	11c5892d2f5a9d19fd51c4b8d257ff3a872331f5
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.0-RC4		1e8b4e77df1f27b4e555df9d98b2e17579816e20
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.0-RC4	resources	d6cac23a31c7fe4980f6696fbb9fa219657e3511
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.0-RC5		5d02032e03dd550222ae96c27b3f72e7c3e1bc24
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.0-RC5	resources	362d37bd81c3a2990cda155afd5cf6a38ba4ba9b
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.1		14c3b5fe290b25789c14fd4fd49cd9f15354a695
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.1	resources	b03d1a3ff43cec2067b4fbfd633e5c6b4ca89498
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.2		a5683d5133ade6da56cf6090eb4fb5314a5d335c
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.2	resources	0dc61e5595e55d35d4e64225fe8a04dcb451c6fa
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.3		ed3f57464a252fffad407e64d234c3cc4e5f40b3
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.3	resources	87c8f1598ebc5a9d0cd044b211bdb7c27ca768e8
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.4		78cbbe0ec5106dee11910fa2fe4c22003a9f0b65
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.4	resources	3f0b1e14ab2cef2439cd0222a9f52156486ce264
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.5		6702c452f95d0134131fbd9819094639630e8107
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.5	resources	e128185c27a70eadd2038d24172ca8523da7bf0d
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.6		42f129cd062f055f0ec54c57deef9a322aab024e
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.6	resources	9702679777d172c1ae004a533647f08e43b5eeef
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.7		6aa8704abb6c436fa55682514ce13450e550555b
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.7	resources	6d79b30ddb43d8c65f4b36a6a32b2d7d14fe1e04
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.7.1		6ca1a8559b923926bb2cd820f7c4cf081d23e75e
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.7.1	resources	b8936218acb35337ec2e3002cfae16d9ae10e790
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.7.2		8f87e67350c19457f2ddb99c4ff2808c4159078a
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.7.2	resources	c88d796c64beeebaa6bbad7407ca341e476a05f0
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.7.3		f9602ad46f02bb7f2d7bc41ddc6523f2171d62b1
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.7.3	resources	012738d3c059b5f8e610cd1827893420eaab0221
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.7.4		552b46b80a2bf93fefdf5c3681971b220085b999
org.apereo.cas	cas-server-support-geolocation-maxmind	6.3.7.4	resources	47904c7d7076b160896ae80d1f04b7a746b34f69
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.0		cba5003e757e0c4ab34336e61c851300c3766048
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.0	resources	05a09764c8d6f05bce37eef6564d0f0a314bc35d
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.0-RC1		0ccbdd8349e58b4f488dcc77afec0d9511b2cb15
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.0-RC1	resources	c7af6a6233aee00a135693f86165aa7fb2e2ecdd
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.0-RC2		01492d14ac9801523809d3d320be8598631cfc4e
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.0-RC2	resources	d6f0662dfe16880ca2467cb9a4f8dc85e29230fc
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.0-RC3		5ef1007de927a34e7ef421cc7907496d5f29271d
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.0-RC3	resources	026ddb69b909440f1fb4d5e9c7f59d171aba09aa
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.0-RC4		43b1b3428de67d901a5562560315560097838cd2
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.0-RC4	resources	03f3112a28316f865903fb1af94fb86460eb7cc8
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.0-RC5		2df07a4b680cdb76b5ac3c3e2b88a6b82d7bd07e
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.0-RC5	resources	0c2ea93902c632445d99a04f34c0501236e9b16b
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.0-RC6		f4625f68b00db83b1e8c71ab1c14301847594ed9
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.0-RC6	resources	ca710bd5f0ea2b996fb0308c40f1dfb74d78184a
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.1		3e174e718e7d4fe5a1bff7f9a16d73a65fcbf4ed
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.1	resources	2c7ad9052b9295e19f71fa2fc1d94fe7c5c1b17d
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.2		5974bcf7d7db36573e74db269081066e74304954
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.2	resources	f9ade0ca934d1ac2265cee382a5b183e62598ce6
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.3		0d1627bf628ef855da7d8b57151f9f75ed3bc144
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.3	resources	c7f5f0cfdc69459ab6d5e870d377facb527d5f26
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.4		88bfb7b899904f19b611fb7ab51c64defc753750
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.4	resources	aab73821355e67b66b07da7e088668e3d5790f39
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.4.1		dd8828e5b85cc051ccfc95ee01f17547e96ab520
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.4.1	resources	2e16f1739e96f23dd3c7610a94ab0f54a129394b
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.4.2		b8dd279f753d2777ba6e89c6d79e7a406b20c266
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.4.2	resources	7e70fb0845d946b0e1091015d8a86f1111d87c95
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.5		5c0f87a265e0e8283dc79febb394c621daeaca2c
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.5	resources	6b3a2a882a723077ad144464042a079176a0bc9a
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.6		b73633c1733e1340d6f44977b8521071565c751e
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.6	resources	99d202273d2c43b7c7b19986321e79b679b34395
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.6.1		396f383d0fedfae4aa4e94a407067dae5946537b
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.6.1	resources	0650b372573ab21e1357c900f1a11000e809c99e
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.6.2		18c44a8f0da4fdbbd9ca8fe82291c06fe42cc298
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.6.2	resources	5347d95c3fa3fb00bf0ceef23101466b31dbbfe8
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.6.3		165e8a7196a7c5467ad4284af991762352ae5e39
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.6.3	resources	7971627a4a411ce558b52131a98c2a93cb3ae3fe
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.6.4		fda844bcf16ceda301dbc6664ead8102dd6c1a42
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.6.4	resources	46f5bfa11b872d9f5292029f4f2d76a0d7361b9f
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.6.5		f2e49a14ffba150abaae8d16dbb7a91971a82360
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.6.5	resources	393f29b1265ba7e9468820370ab8901057eed2ca
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.6.6		443468e14a92e6b5e6092d2cdfcfeec61c351bf4
org.apereo.cas	cas-server-support-geolocation-maxmind	6.4.6.6	resources	36a96e16c01586a9841b85a9d53e5146d07f6f72
org.apereo.cas	cas-server-support-geolocation-maxmind	6.5.0		dea089c7aa4d952bba572d76fb10322866bd11fc
org.apereo.cas	cas-server-support-geolocation-maxmind	6.5.0	resources	5048f9fac5857508f0c74d9b14fef3a86198d8e3
org.apereo.cas	cas-server-support-geolocation-maxmind	6.5.0-RC1		19325b664dc9dbd8e360c6ae38bfc667f19857bc
org.apereo.cas	cas-server-support-geolocation-maxmind	6.5.0-RC1	resources	6b8031e0d9aa7d260ff06984083bde3156b3a3af
org.apereo.cas	cas-server-support-geolocation-maxmind	6.5.0-RC2		f9bb0bd13cebbe6bf7f5b44ec20589e0218d20f6
org.apereo.cas	cas-server-support-geolocation-maxmind	6.5.0-RC2	resources	3cac0fc1022420bbdd304a404edc28841bb8ecaa
