ch.sbs.pipeline	sbs-hyphenation-tables	1.23		6cedbc7cf71e289706d5a139c24b9b5569e784d7
io.udash	udash-rest_2.12	0.9.0-M26		8c19606b159f8eee2ad53f2c50e4754169df5389
io.udash	udash-rest_2.12	0.9.0-M3		84baaefe488b7eec36748fc728932ba7ea38ba47
io.udash	udash-rest_2.12	0.9.0-M4		4aae8e6badba51c8c3bca716a4d04c73484de862
io.udash	udash-rest_2.12	0.9.0-M5		184dd01e34ee8befea823c4e3e5d5302f4b49efc
io.udash	udash-rest_2.12	0.9.0-M6		f84b2833e4ff58bd014849d0638e4fa5e4010863
io.udash	udash-rest_2.12	0.9.0-M7		05a740133be4b952a66a953b62d28c7cce5a3ca7
io.udash	udash-rest_2.12	0.9.0-M8		d080a46ca65503a0e4ec9eba273ab12f9558854e
io.udash	udash-rest_2.12	0.9.0-M9		7f4e993943a88d11f3f5fef499ea1315d9e71d2b
kr.ikhoon.armeria	armeria-thrift0.13	0.1.0-beta2		67041b073bf37d2744737ddd46b2d05f3a90fd9f
kr.ikhoon.armeria	armeria-thrift0.13	0.1.0-rc1		4fac94f0895cac9f93c26142a7adf442916e9cb1
net.dubboclub	dubbo-generator	0.0.4		e8ee2c6b068bef6d741797e7fde9345f00daffb3
net.dubboclub	dubbo-generator	0.0.6		d2db8c2c4012bfab74adef70bff33d1653725bc9
net.exoego	aws-sdk-scalajs-facade-stepfunctions_sjs1_2.12	0.29.0-v2.624.0		a7148fccf54bcf5e00017344111d5f4078fd3db8
net.exoego	aws-sdk-scalajs-facade-stepfunctions_sjs1_2.12	0.30.0-v2.715.0		07f0fbb12d90cecf8323b38471861e584bc4697d
net.exoego	aws-sdk-scalajs-facade-stepfunctions_sjs1_2.12	0.31.0-v2.731.0		95bd9a17901a59f1e2d0df567f31ff7627a2330c
net.exoego	aws-sdk-scalajs-facade-stepfunctions_sjs1_2.12	0.32.0-v2.798.0		f2cb82e4a38bc1b5c50a118c576eaee4ddac374e
net.exoego	aws-sdk-scalajs-facade-stepfunctions_sjs1_2.12	0.33.0-v2.892.0		15f22408bda84ad871dec9070009489def321d2d
net.jahhan	common-plugin-util	1.0.0-RELEASE		2f9940083ce865ee1e593efc30acf90c0d1835cc
net.unit8.maven.plugins	job-streamer-maven-plugin	0.1.0		c34a483c7c8b8c93f71e04b734d03567fc1d0930
net.unit8.maven.plugins	job-streamer-maven-plugin	0.2.0		20bce5d91772f3628daab9677d9a5364dd38aa17
org.anyline	anyboot-weixin	2.0.1.835		fc0a49d35027c6230de25b15ca6e888f34ba69b6
org.anyline	anyboot-weixin	2.0.3.835		e0bb4a55f0a1bb1fb9a5acdb1eaf1ee0db082037
org.anyline	anyboot-weixin	2.0.5.835		ed934de77b4cee4737d196b08dcc268f1754e15c
org.anyline	anyboot-weixin	2.0.6.831		18282a335d51d71e97359a71d2715be2d198ea44
org.anyline	anyboot-weixin	2.0.6.832		a7711f71014f4489cccf7c998527fc29258217ce
org.anyline	anyboot-weixin	2.0.6.833		05d5bfcc4ea8c2ccb6ae79ba7277d3fc0b6472e2
org.anyline	anyboot-weixin	2.0.6.835		b2a5059c42c23788ab22e96f4d000bb0748540ea
org.anyline	anyboot-weixin	2.1.1.835		1db11cd194411dce542ccac79dfbd6ad43da838c
org.anyline	anyboot-weixin	2.1.1.836		2b2b3304989bd36338c3b2256867818f4e94e2af
org.anyline	anyboot-weixin	2.2.2.831		f637160462de26e796851184791c617c0b3d3c5f
org.anyline	anyboot-weixin	2.2.2.832		93c162902d526dc6652f1176e97e4b61ee1130ff
org.anyline	anyboot-weixin	2.2.2.833		9d472b0021b95101c4b64edfd4f6a2d009436a3e
org.anyline	anyboot-weixin	2.2.2.835		4e38c0c7c326d4a0ea1ee74bb5858a1bd720a591
org.anyline	anyboot-weixin	8.3.6.200		53df6f1b44c9ffa33f4b177a85ccc764ca0298a2
org.anyline	anyboot-weixin	8.3.6.210		745e7377abda310c01ee3c67dce86b802f94cb4f
org.anyline	anyboot-weixin	8.3.6.211		b634f2d5ffafc0541e5646236ba932ed014cf2e5
org.apache.distributedlog	distributedlog-proxy-client	0.5.0		227f5cc52e8e5e5468eef01d4fcb41b51260ab28
org.apache.syncope.common.keymaster.self	syncope-common-keymaster-self-rest-api	3.0.0		add21d4daef7d9674ac7023a425ce06a4e73ff6f
org.apache.syncope.common.keymaster.self	syncope-common-keymaster-self-rest-api	3.0.0-M0		881c8730c684a74e5ce50d9b6f9bf26eb261ea21
org.apache.syncope.common.keymaster.self	syncope-common-keymaster-self-rest-api	3.0.0-M1		b2c1dd231e15a0f155d94cb6b2454a61c037acbd
org.apache.syncope.common.keymaster.self	syncope-common-keymaster-self-rest-api	3.0.0-M2		da846242246e4eeaacba007d64909ae805c46af3
org.apache.syncope.common.keymaster.self	syncope-common-keymaster-self-rest-api	3.0.1		828d2c4c32436c7b85adab5316d64b383db2cf60
org.apache.syncope.common.keymaster.self	syncope-common-keymaster-self-rest-api	3.0.10		4df264da686b5945f0e112954148516eb7e2d775
org.apache.syncope.common.keymaster.self	syncope-common-keymaster-self-rest-api	3.0.11		c4633ca6a3d121165e59cbcc9f7ef0c41dd775db
org.apache.syncope.common.keymaster.self	syncope-common-keymaster-self-rest-api	3.0.2		7db9ba24780f4e010da9d07a14bcdb3332cbf534
org.apache.syncope.common.keymaster.self	syncope-common-keymaster-self-rest-api	3.0.3		e8b4d739543600abdd4c4d0844de3ab42007548e
org.apache.syncope.common.keymaster.self	syncope-common-keymaster-self-rest-api	3.0.4		17b0b447f29dfd176ae2243ce402f6c07061d901
org.apache.syncope.common.keymaster.self	syncope-common-keymaster-self-rest-api	3.0.5		b3af3580cdd397a03d27bf4d12d97f8a47d9b797
org.apache.syncope.common.keymaster.self	syncope-common-keymaster-self-rest-api	3.0.6		cc95f71b7dc4bcadb95f947163358e31cc2158e1
org.apache.syncope.common.keymaster.self	syncope-common-keymaster-self-rest-api	3.0.7		7e53306d435c9390cc3ff2d4ee7a58865f8441fc
org.apache.syncope.common.keymaster.self	syncope-common-keymaster-self-rest-api	3.0.8		71a6618983080ca47c50390676060c0f1df74202
org.apache.syncope.common.keymaster.self	syncope-common-keymaster-self-rest-api	3.0.9		3f937d88258b11ac26336d9b1207e4a8d1db16c3
org.apache.syncope.common.keymaster.self	syncope-common-keymaster-self-rest-api	4.0.0-M0		f9890c274b4587b8424e8c4ae395e5fdbc594498
org.apache.syncope.common.keymaster.self	syncope-common-keymaster-self-rest-api	4.0.0-M1		70c9304044f1e8fa438c59356d0673c91409c8d8
org.apache.tomee.patch.systests	cxf-systests-ws-rm	2.6.17-TomEE		5f596093166cb9c3a049b6b7e4addc66b362f320
org.bonitasoft.engine	bonita-bdm-access-control-model	1.0.0		a9409a51201291268994a44f8e76fbd5b25a7ce1
org.bonitasoft.engine	bonita-bdm-access-control-model	1.0.0-alpha-01		da81d7ad8c7917b1d6ba098e71bd06cf78a3258a
org.bonitasoft.engine	bonita-bdm-access-control-model	1.0.1		ea845a341692bed72af63ec726fc267bf1da4ebe
org.bonitasoft.engine	bonita-bdm-access-control-model	1.1.0		048e8fde2496fa5095ef4bdd1fa09cdd04a1d67a
org.bonitasoft.engine	bonita-bdm-access-control-model	1.1.1		53542fad16b01567bd8e0c49759522ffff170a3e
org.bonitasoft.engine	bonita-bdm-access-control-model	1.1.2		5411fdb55d5a216b4a3baa51488ca199a82a3032
org.bonitasoft.engine	bonita-bdm-access-control-model	1.2.0		9d87a0a23ff69e77a76bc4f15c6926e6876992f4
org.bonitasoft.engine	bonita-bdm-access-control-model	1.2.1		e826357b79f942c9d6240427817a1a2dca58bb16
org.bonitasoft.engine	bonita-bdm-access-control-model	1.2.2		80e535f3144a37fe5d7ce1d77fdbaa7b1d114b16
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.10		N/A
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.10	metadata	99e443e793781be492b40f6b390d7ab818ed2588
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.11		N/A
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.11	metadata	1266adb465673e2180b441c458aaf1feda559996
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.12		N/A
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.12	metadata	bdbd5f0452b7c0672344c66e21c457bcd55fe41e
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.13		N/A
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.13	metadata	7ccb1f295205f9c1754a9106d2d5ec5014436797
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.14		N/A
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.14	metadata	0d5ef82cb5062c41bf1aa394fc5cdaa6ef27cf14
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.15		N/A
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.15	metadata	3f1e70f4eb1a94cc8ffa4ab8c30c38298f2e01cf
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.16		N/A
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.16	metadata	395a150ef0cd24b4b923f67c575a5c2cd0c6027b
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.17		N/A
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.17	metadata	87c992aa2581209fbadb6a8eaf3d69dbdaca057f
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.18		N/A
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.18	metadata	5176225186642da6ff0a821ed7afe361b1b8ea19
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.19		N/A
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.19	metadata	07aa52d925db41356b5df21621d346cd86995714
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.20		N/A
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.20	metadata	56e4f53de1a2cad449c50a99735a48997e15a68f
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.21		N/A
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.21	metadata	186182438e5b2a81a91136ea84a4654f52d4d1de
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.22		N/A
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.22	metadata	22956b3264b0b0577e756bc2237e608c9f954a54
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.23		N/A
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.23	metadata	c35359dba89c6805e3f5ed401290235ae8d2bb68
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.24		N/A
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.24	metadata	b91cbca8f8a98e4239cd9cec516a777058de82ee
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.25		N/A
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.25	metadata	7606db0936d50317acf6bd400f043c618771aa39
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.26		N/A
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.26	metadata	093a1e1b46789720a7b430a9e56817808a916a73
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.5		N/A
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.5	metadata	8194f586a74557e9f6086e14b7bc6bc62c9f231c
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.6		N/A
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.6	metadata	96bdebf13471ba7c6490d88f1f873ddc45ebd909
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.7		N/A
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.7	metadata	3a202731e579b7a7538abfc5dc869c5df29a7d0b
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.8		N/A
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.8	metadata	f5e3afb5249798cdd52a9d5881cd266cbe69378f
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.8-dev15+faf98d1		N/A
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.1.8-dev15+faf98d1	metadata	0e49fa051f2cb2de36ec2041d063fe7497dbb8c9
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.2.0		N/A
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.2.0	metadata	f4c94f487289177d28161c5f6f9f9c235c4f4d5b
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.2.1		N/A
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.2.1	metadata	af47af07bd0d98df96dee765f8fcbed7a38d1c67
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.2.2		N/A
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.2.2	metadata	a482c9342537ab1888445cf3871b3271fa812934
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.2.4		N/A
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.2.4	metadata	8878a3ac8c8efa3e19457119f726e01e3ac74eb7
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.2.5		N/A
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.2.5	metadata	0f55727459927c121ca3286e16eacef5bd918a2e
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.2.6		N/A
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.2.6	metadata	a1bb65c4c418832b83efd8fc9c19755b78cd0fc1
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.2.7		N/A
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.2.7	metadata	cad420bb837d7063d23dcb574ebc13b2de8df730
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.2.8		N/A
org.danilopianini	template-for-kotlin-multiplatform-projects-iosarm64	0.2.8	metadata	891193f76bf087ef411741d0416e3ba1b0dc8f9a
org.glassfish.main.persistence	jpa-connector	3.1.2		744e46f397398da74d3f969e3cdeb8cbbcf9366f
org.glassfish.main.persistence	jpa-connector	3.1.2.2		09d530e4c61c11e86fef979845122fd9a398dcc8
org.gosu-lang.gosu	gosu-ant-compiler	1.9		b570e7db4688029552adb637bf87a4d3ea129567
org.gosu-lang.gosu	gosu-ant-compiler	1.9.1		3bb8da407fe4003e8d2e39079c9750e416b57f18
org.gosu-lang.gosu	gosu-ant-compiler	1.9.2		3dbbf7a7dcf508cca4cdac8f160b49dcd700f9e8
org.jasig.portal	uPortal-tenants	5.0.0		2cbc096c82351bd32c9b1b541f741e1f70fbcf40
org.jasig.portal	uPortal-tenants	5.0.0-M1		7749a796a5c52a0a92772b8fecefab921c468b7a
org.jasig.portal	uPortal-tenants	5.0.0-M10		08a51140e73fa86190ca7dc17e82556400e54561
org.jasig.portal	uPortal-tenants	5.0.0-M2		b7b017ac5ec45e02bff508ce68a5067ae6bebc46
org.jasig.portal	uPortal-tenants	5.0.0-M3		9e54e44100be27cc80eb1ad4cd1a40ded0a4e2ed
org.jasig.portal	uPortal-tenants	5.0.0-M4		892c82918cac835bb933f2341c27f19f3d54c4f4
org.jasig.portal	uPortal-tenants	5.0.0-M5		54e75a2a8767b87d5e74dcf47a324705a2112ae9
org.jasig.portal	uPortal-tenants	5.0.0-M6		1afe25572db739563ebc636ba37d8c5c75f67035
org.jasig.portal	uPortal-tenants	5.0.0-M7		8977de2e8598defa9c9dd3bb869c9f7fb5b6c085
org.jasig.portal	uPortal-tenants	5.0.0-M8		7ce0ba913683ef98443abf7abd113add7df2adbe
org.jasig.portal	uPortal-tenants	5.0.0-M9		45dc89d9d6d26a2caad5c4118bec5dff638425d0
org.jasig.portal	uPortal-tenants	5.0.0-RC1		f36abe7b21d4175cc68a8bdf2371b9194231cc8c
org.jasig.portal	uPortal-tenants	5.0.1		46b92122c2074604f2eb2a69ac434bc7e994a089
org.jasig.portal	uPortal-tenants	5.0.2		18ec02b71f3c846be4fe00aeac98ff7d01a6b93f
org.jasig.portal	uPortal-tenants	5.0.3		6ffc9f8a958851fa1256762d54c1742c104b1b45
org.jasig.portal	uPortal-tenants	5.0.4		81e5de0f8eb59ce60faef196448115d36e19460c
org.jasig.portal	uPortal-tenants	5.0.5		822f8b26e7c7da25b093cfc6bfe8c74680acca2a
org.jasig.portal	uPortal-tenants	5.0.6		96a6f0ba9a027d8c83882c460ac85260c998b8da
org.jasig.portal	uPortal-tenants	5.0.7		fe8130a59d5a904d2d6dffac92ff13cc32f6ee59
org.jasig.portal	uPortal-tenants	5.0.8		e8527c0b7485585f4f381157039db61fa4394e65
org.jasig.portal	uPortal-tenants	5.1.0		327a941dd5fc148e2dabb77827e6a9e33bee215d
org.jasig.portal	uPortal-tenants	5.1.0-M1		f40fe761ff2fca56fcbfa9da0c52c48a9200e15a
org.jasig.portal	uPortal-tenants	5.1.0-M2		68d7e546a3a65c980e23b685e56ad686e8bcc5fc
org.jasig.portal	uPortal-tenants	5.1.0-M3		c77eaa7428cacb67c54cf52d51a5fbef703a6a76
org.jasig.portal	uPortal-tenants	5.1.0-M4		0eae51f678c600887b29f945e46bb940ab0d6992
org.jasig.portal	uPortal-tenants	5.1.0-M5		979361d57fdb3f4e5a3cf54ad2e72073a65d8898
org.jasig.portal	uPortal-tenants	5.1.0-M6		3ba3a3abde57a52e2bb9e56183636d26250e605c
org.jasig.portal	uPortal-tenants	5.1.1		1b8480c38611c370ee6b962e2d97483418f4a593
org.jasig.portal	uPortal-tenants	5.1.2		cac79f2eb0b25f118354900fde9fea87a8007155
org.jasig.portal	uPortal-tenants	5.10.0		0f0188057f924c0869114ce9decb35b8ec1fce9d
org.jasig.portal	uPortal-tenants	5.11.0		714db529f993eeb89ad9d3874ff05a9b1f377671
org.jasig.portal	uPortal-tenants	5.11.1		2972ac49a76cbd57d9e7dd98d2cd487799be20ef
org.jasig.portal	uPortal-tenants	5.12.0		3746a39dcb517328997db2784aeb3586cf3fa832
org.jasig.portal	uPortal-tenants	5.13.0		2b871c7a6b44f1eb309427f2caa1b7e0624a5a3b
org.jasig.portal	uPortal-tenants	5.13.1		8138245f6303ede04b4a19fb60e30d50bdcd92db
org.jasig.portal	uPortal-tenants	5.14.0		76f5ac24a2bbdd650bdb3cd62bb163590a7d91d2
org.jasig.portal	uPortal-tenants	5.15.0		62064ff88c56e5bf2ef0824f3086a259f3e2812d
org.jasig.portal	uPortal-tenants	5.15.1		8619ccd2be747bf79727a8df9b8d6c2beca3fb64
org.jasig.portal	uPortal-tenants	5.16.0		8b00296fdfcfd0790ec166f445aba4b62ab72699
org.jasig.portal	uPortal-tenants	5.16.1		14531467decd631ef03576bcc0ebf73abbd2b2bb
org.jasig.portal	uPortal-tenants	5.17.0		aaffb1d311944e7278a4f70cec28c906d4528f7f
org.jasig.portal	uPortal-tenants	5.17.1		300c878faed08fea1d208cb83a25b6e0a65985c6
org.jasig.portal	uPortal-tenants	5.2.0		fab0182355ea3974881449000d7b8576c4c766db
org.jasig.portal	uPortal-tenants	5.2.1		7dd287774db181c7fe990d2f60a5fcc4907d556e
org.jasig.portal	uPortal-tenants	5.2.2		713357199c7944ea1e93d2b33fbe272150f9e533
org.jasig.portal	uPortal-tenants	5.2.3		c1ca1a98697afcb0c52d8bcb19e24d9e6b2bc7db
org.jasig.portal	uPortal-tenants	5.3.0		d93ba96bb5b14b565bebbcc3159f6d7d25ed9a73
org.jasig.portal	uPortal-tenants	5.3.1		60808f07c6eca4eb8d9b0b93fea56afa30f83f33
org.jasig.portal	uPortal-tenants	5.3.2		c69c4f6052b004a7e87c5752aca32b9a7f06a4bf
org.jasig.portal	uPortal-tenants	5.4.0		bad5e0e571fbcc6ec638a2009114fb8cde1fdd2d
org.jasig.portal	uPortal-tenants	5.4.1		bc48fca044f782f260e8ff46334b0b3920dcdc23
org.jasig.portal	uPortal-tenants	5.5.0		1cb24ab4e9a6df466d8f1bdc9b22bbc3ef20621e
org.jasig.portal	uPortal-tenants	5.5.1		314e24b0526306d764f1a5535200f00f2de6c5d6
org.jasig.portal	uPortal-tenants	5.6.0		f15f4056b745d01df5b5afcacbb20b9f58173ec2
org.jasig.portal	uPortal-tenants	5.6.1		7272b90aaedc7e293da0b9c1f38ebc1dc40c84db
org.jasig.portal	uPortal-tenants	5.7.0		d5b81807682770ae0e3ab77db224280f9e32b6b6
org.jasig.portal	uPortal-tenants	5.7.1		61d0845947ba8bf2852bb5e1ead2f21bb47cf40c
org.jasig.portal	uPortal-tenants	5.8.0		766ef40d83ebf32b68ea9ed48caa1e7a0a789a23
org.jasig.portal	uPortal-tenants	5.8.1		26ab75d0c10624d6e4ae72f53d777d2cadef15bf
org.jasig.portal	uPortal-tenants	5.8.2		6c3b537e9cfffd1710559b331d229b5dc9cff81d
org.jasig.portal	uPortal-tenants	5.9.0		91acd6b0d99ead47e0530d9cca268cbc3882642b
org.jboss.as	jboss-as-connector	7.0.0.Alpha1		4f103faef68f31a0403d92c1fce20323bd2caa27
org.jboss.as	jboss-as-connector	7.0.0.Beta1		74db9caf2429435ede68d63a3b6db194c050dd3b
org.jboss.as	jboss-as-connector	7.0.0.Beta2		c16cd85ab2a742af97ef1aa05ae393c20c0d770a
org.jboss.as	jboss-as-connector	7.0.0.Beta3		9218e5600fd9d5166fab2eaa7dba69ce0097f13b
org.jboss.as	jboss-as-connector	7.0.0.CR1		d47e665aa8f292899ccea6350246dcfad0b84e33
org.jboss.as	jboss-as-connector	7.0.0.Final		a1d7ef1387a6204fe9c4e057fb9bba4f7fa7e0e4
org.jboss.as	jboss-as-connector	7.0.1.Final		ad0f95dc80ce681528504e3aefff7dd99fd30c27
org.jboss.as	jboss-as-connector	7.0.2.Final		6e3df3c216b0e5c9524259c76812d719f1295ae1
org.jboss.as	jboss-as-connector	7.1.0.Beta1		ec484529315c0b89ed193dfbdc5d1b598f3afb85
org.jboss.as	jboss-as-connector	7.1.0.Beta1b		3dd8659ebc457154fca9674f189f6ebcafa9e5ee
org.jboss.as	jboss-as-connector	7.1.0.CR1		7455c366f21f734b28fb821807673ef6c678f8d1
org.jboss.as	jboss-as-connector	7.1.0.CR1b		5a7c43d917d9cfe60d11e0132eb4e033be5a05d0
org.jboss.as	jboss-as-connector	7.1.0.Final		5d79cfb72c6ef9608c30e3b4bfa89e89ac122554
org.jboss.as	jboss-as-connector	7.1.1.Final		4e99ab976b4763b4d2da52a431b8b92d74bfadc0
org.jboss.as	jboss-as-connector	7.1.2.Final		f0e38ed66655ec476c2075ae621891b1934eb181
org.jboss.as	jboss-as-connector	7.1.3.Final		1b606b1f3785ce0961ed0db27416525bf99d57b5
org.jboss.as	jboss-as-connector	7.2.0.Final		c5ec8ca16e389c710f6752e2f341aaa62cd35ee7
org.jboss.weld.module	weld-jsf	3.0.0.Alpha10		96075872980494b043ea12473eae3fb13c4b159f
org.jboss.weld.module	weld-jsf	3.0.0.Alpha11		ae3c9df384bb153952aba711444384eec9ba210d
org.jboss.weld.module	weld-jsf	3.0.0.Alpha12		5b8bda811315e8ac4306365ed30820011a790585
org.jboss.weld.module	weld-jsf	3.0.0.Alpha13		ee64b3a0f5763c2bc0592e96c037043f760ce466
org.jboss.weld.module	weld-jsf	3.0.0.Alpha14		d41f1ff240a5d77782fb50b909e2e01928352eda
org.jboss.weld.module	weld-jsf	3.0.0.Alpha15		2138e540279352afa55919ae3e264c597061094c
org.jboss.weld.module	weld-jsf	3.0.0.Alpha16		0eba821d90f8cb4e37ef6922d79e2072c9e7a770
org.jboss.weld.module	weld-jsf	3.0.0.Alpha17		0c31fcbc62c7c172d25a7a118e8191ebb353785e
org.jboss.weld.module	weld-jsf	3.0.0.Alpha6		6cc9a95fa68e8ac3bc488b0e412ba3254de10fd5
org.jboss.weld.module	weld-jsf	3.0.0.Alpha7		580b5121fcfd28ae17b0345d47cfe3ccbd2e766e
org.jboss.weld.module	weld-jsf	3.0.0.Alpha8		43fb23baefd8cc1d32b040baed465b03e7872b06
org.jboss.weld.module	weld-jsf	3.0.0.Alpha9		d5d5d34aec4c5007e678a6337298885be4673293
org.jboss.weld.module	weld-jsf	3.0.0.Beta1		25a28902edaa2d05aa475ca9a47987897dd32fc5
org.jboss.weld.module	weld-jsf	3.0.0.CR1		7e764aca4b98f401529c2034a9136a6c5ed62413
org.jboss.weld.module	weld-jsf	3.0.0.CR2		00ca19866b1f0e6c047ce6dd7eca7e10abf305b9
org.jboss.weld.module	weld-jsf	3.0.0.Final		36747a983a65f333c0ce1a5021ed30952f7c5f58
org.jboss.weld.module	weld-jsf	3.0.1.Final		74d45ad6f404df4b8b67e2806ba345f6d9f27df5
org.jboss.weld.module	weld-jsf	3.0.2.Final		22442f19a353df905d4140ec16320ec5836f4835
org.jboss.weld.module	weld-jsf	3.0.3.Final		94eb34fefedfcb41bd978c09f1b89d4548edc70f
org.jboss.weld.module	weld-jsf	3.0.4.Final		b44253454be1cdbb692b79e6981abfb03190c37f
org.jboss.weld.module	weld-jsf	3.0.5.Final		b9ed05d2c684abc38979b43f10c2781627fb6282
org.jboss.weld.module	weld-jsf	3.0.6.Final		d7331857a5c73bfe83a1daa92d0205be18eda59c
org.jboss.weld.module	weld-jsf	3.1.0.Beta1		60110ac55e8964da03b208347000a72f00e10d06
org.jboss.weld.module	weld-jsf	3.1.0.Final		d9644d5fa831a17d54443617d9e71e9a71a601a4
org.jboss.weld.module	weld-jsf	3.1.1.Final		d26b5af816ffe882d57894da605ff0db891fd42c
org.jboss.weld.module	weld-jsf	3.1.2.Final		9e26af3d80314883fefce90d34b74463f7ca71f3
org.jboss.weld.module	weld-jsf	3.1.3.Final		6f4fcff5b6e53ba5bce7220b36be291389e1330a
org.jboss.weld.module	weld-jsf	3.1.4.Final		dfa81c4c425ce34b7d2750063bfee528d9780b78
org.jboss.weld.module	weld-jsf	3.1.5.Final		5e3a6224a66a2d0474ee29b2eecf76c64e31040e
org.jboss.weld.module	weld-jsf	3.1.5.SP1		261b561095607940f1ddaebc0569a6ce3e7a8ee0
org.jboss.weld.module	weld-jsf	3.1.6.Final		4986323f26edd0c15b366b2961552ac08af37273
org.jboss.weld.module	weld-jsf	3.1.7.Final		27e921b78111324da6f6b82f0c2e28350df3e2d8
org.jboss.weld.module	weld-jsf	3.1.7.SP1		5945806865476c20de7dd38c38384b434046df28
org.jboss.weld.module	weld-jsf	3.1.8.Final		2408155ce5885f4491a2d26180930af649fc1a3e
org.jboss.weld.module	weld-jsf	3.1.9.Final		9f9865ac2804e8d6bc16f8a6e0dd87a85ffa8cde
org.jboss.weld.module	weld-jsf	4.0.0.Alpha1		d93cb5e637aa3ee10b65457234b2f8b10cfbdf79
org.jboss.weld.module	weld-jsf	4.0.0.Alpha2		2c744c19e18c3370c1921451ed7a4558433e202b
org.jboss.weld.module	weld-jsf	4.0.0.Alpha3		f2e36570c0bbbd1d3f2445507fbd4cedd3a89daf
org.jboss.weld.module	weld-jsf	4.0.0.Beta1		5982b38fa49d86291cde47ed8f4b0558ff2b06c6
org.jboss.weld.module	weld-jsf	4.0.0.Beta2		4ecca8f21b87e796cb30cc8bf387d39bebbb75c9
org.jboss.weld.module	weld-jsf	4.0.0.Beta3		f36bdab4ecb13af940d66f14a1784d634ccfcb9c
