br.gov.frameworkdemoiselle.component.archetypes	jbehave-assertj-archetype	1.6.0-BETA2		133292412bc5f8de775565f417c658dd7b808ba2
com.sap.cloud.sdk.services	blockchain-client-fabric	4.15.0		49cb1c2c9ae060ad5c611fb0d688cb4450525f95
com.sap.cloud.sdk.services	blockchain-client-fabric	4.16.0		2a1279b9543d4835a52272a70d39fa0660caa726
com.sap.cloud.sdk.services	blockchain-client-fabric	4.17.0		d22341f08e0ff1a81f753b2762a594c59e11f73b
com.sap.cloud.sdk.services	blockchain-client-fabric	4.18.0		2e883bf423c249219035572eaed756b7840be6ad
com.sap.cloud.sdk.services	blockchain-client-fabric	4.19.0		a3d7ab73322f841446c7b48f1e25b0bc3dbf5d81
com.sap.cloud.sdk.services	blockchain-client-fabric	4.2.0		9f1f90bec81fc45f48090caeb3b13aa97464802e
com.sap.cloud.sdk.services	blockchain-client-fabric	4.20.0		df42338bff9323a22b68e11cb7167deb0261a0cb
com.sap.cloud.sdk.services	blockchain-client-fabric	4.21.0		a929f28311d74d61fcea7a74f5942bdbce42300f
com.sap.cloud.sdk.services	blockchain-client-fabric	4.22.0		af41768af841b324c4ba90856d6bcb5f3e94f99a
com.sap.cloud.sdk.services	blockchain-client-fabric	4.23.0		75ef0f8be49511fe3e38eed796b4e7e6f9a45c24
com.sap.cloud.sdk.services	blockchain-client-fabric	4.24.0		11e190f8f879ee8bc7f8c5ffe5e620a850dbea50
com.sap.cloud.sdk.services	blockchain-client-fabric	4.25.0		0a99466203f0f2ee168274168abf76048f3121be
com.sap.cloud.sdk.services	blockchain-client-fabric	4.26.0		9d0be4b59acf6fa25ad4b1853414cc937e6f31e5
com.sap.cloud.sdk.services	blockchain-client-fabric	4.27.0		923689ebba3b50edfdfc5e5d7576c06d4b039796
com.sap.cloud.sdk.services	blockchain-client-fabric	4.28.0		7fad0529a06957afd2c3b95afc344c8da4ca9ff3
com.sap.cloud.sdk.services	blockchain-client-fabric	4.29.0		eab1fb667ad1f9221812f96f5eef98dc72f89a9e
com.sap.cloud.sdk.services	blockchain-client-fabric	4.3.0		7192862df4a62a46fc021943a24964c8ad98e376
com.sap.cloud.sdk.services	blockchain-client-fabric	4.30.0		8696327fdf47a5a340b95b76c9353b810f63b663
com.sap.cloud.sdk.services	blockchain-client-fabric	4.31.0		9dfefaecf5f3a21d85e2cd92140dc3a52b1e5e43
com.sap.cloud.sdk.services	blockchain-client-fabric	4.32.0		a8276726824d1b361ea0d6180b58d6eea6f3ac20
com.sap.cloud.sdk.services	blockchain-client-fabric	4.4.0		655eab92714bb0eddc652948252b46766c7ebae9
com.sap.cloud.sdk.services	blockchain-client-fabric	4.5.0		ec7dc653a383bfb163a4c427c1c0da0a53b88870
com.sap.cloud.sdk.services	blockchain-client-fabric	4.6.0		9e63e9693517fdce51d0d473c4f71ccd7311cf7d
com.sap.cloud.sdk.services	blockchain-client-fabric	4.7.0		2935ea11680523ffe90b9c487268a42d5fcbcca4
com.sap.cloud.sdk.services	blockchain-client-fabric	4.8.0		b191f40621b4a2257cf165387b2123923be9d71c
com.sap.cloud.sdk.services	blockchain-client-fabric	4.9.0		31f0a9228d17af5d12dc121d90de8898a700041c
com.spotify	voyager	1.2.2		aeedac594094c33f486e3736d93d42322218d5b3
com.spotify	voyager	1.2.3		b4999977d10921d9f06a7b49ce8b4c4703254c1a
com.spotify	voyager	1.2.4		857cf14f940e95ef636950c93837e2b26fe67ab8
com.spotify	voyager	1.2.5		bac761636c37be74672ecdd37d2388b56597eee6
com.spotify	voyager	1.2.6		b75006faa05a8479d3d1bbcac97921e7cba98ba2
com.spotify	voyager	2.0.0		f489c96a2d215a7b6290c1f1a87797da90dc7086
com.spotify	voyager	2.0.1		84967d563ced6290437d536ece94b669c8d88721
com.spotify	voyager	2.0.2		6782b1c0e68dcc3d2d2c509346c36ad6a0b3fd9d
com.spotify	voyager	2.0.4		a724226b7ba4e914d2df1e92069002cbde295ade
com.spotify	voyager	2.0.5		1f79e895e296a91fcc96d3444b0e96baf93c74c2
com.spotify	voyager	2.0.6		d91932cae3d3b1f947220b0a8eb770d7df8c99c2
com.spotify	voyager	2.0.7		b484c904fcb985a6f12959ece6164bb71c87072e
com.spotify	voyager	2.0.8		99d3997e69039f3b16db03aa43f0972f56837d17
com.spotify	voyager	2.0.9		90892601e65551b92d4bb3902b2592e152cf46af
com.spotify	voyager	2.1.0		617c3c2d21194253bd625baf0f4927943e993563
com.squareup.okhttp3	okhttp	3.0.0		10924c16dba25791695468206d4bd9428d7fe8ae
com.squareup.okhttp3	okhttp	3.0.0-RC1		be7e96331952019f16dc52dce09ab25df29353d7
com.squareup.okhttp3	okhttp	3.0.1		b34c1f2d993044656e87f88970b6818e99e886ba
com.squareup.okhttp3	okhttp	3.1.0		a1307481f7ab78005cd5e7b6bc0bfee5793c35ee
com.squareup.okhttp3	okhttp	3.1.1		fc4723b92bc802625a05395d98ed4245e2d489b6
com.squareup.okhttp3	okhttp	3.1.2		7052283359001bb108753cb0583a887d3bf94c82
com.squareup.okhttp3	okhttp	3.10.0		7ef0f1d95bf4c0b3ba30bbae25e0e562b05cf75e
com.squareup.okhttp3	okhttp	3.11.0		75966e05a49046ca2ae734e5626f28837a8d1e82
com.squareup.okhttp3	okhttp	3.12.0		b36f4a04584c0fb0d9af2d3401cdff8dacb1ea54
com.squareup.okhttp3	okhttp	3.12.1		dc6d02e4e68514eff5631963e28ca7742ac69efe
com.squareup.okhttp3	okhttp	3.12.10		f06c94fde7151c8f29de9aa62980e636efac8ea2
com.squareup.okhttp3	okhttp	3.12.11		301adbdad6ff9d613a2ba4772443560d25df5538
com.squareup.okhttp3	okhttp	3.12.12		d3e1ce1d2b3119adf270b2d00d947beb03fe3321
com.squareup.okhttp3	okhttp	3.12.13		00528e024f340da35cca5d679b631da85d8db9ed
com.squareup.okhttp3	okhttp	3.12.2		6ebea791309851e6cf95df2127731631fbba0a9d
com.squareup.okhttp3	okhttp	3.12.3		4a1c4c7b89298e7a00e83e4b3bc75af9cc6307f1
com.squareup.okhttp3	okhttp	3.12.4		652eca3c8cd048e7636353b55298c76faf1d5d7a
com.squareup.okhttp3	okhttp	3.12.5		3ae63bfdf70eb2db81229c611339a8f8bbb332f6
com.squareup.okhttp3	okhttp	3.12.6		73f71193bb4a13e34ead497cd692535ddee51e62
com.squareup.okhttp3	okhttp	3.12.7		788a7742ab5aa2a083556846ade8e9fb85c454ec
com.squareup.okhttp3	okhttp	3.12.8		d5a53914b7c942b749c7edce638166aed65c30a2
com.squareup.okhttp3	okhttp	3.12.9		89449d26da9b457e51604034a092b94ea69d29e8
com.squareup.okhttp3	okhttp	3.13.0		f53f6362226e4546c3987b8693f3d6976df8c797
com.squareup.okhttp3	okhttp	3.13.1		b49cf3799bd473199e96c4fb9987e9e08395a1c0
com.squareup.okhttp3	okhttp	3.14.0		c3a9efd10f26a802da2c47dbe54a8d4c44a6019f
com.squareup.okhttp3	okhttp	3.14.1		67612a22d4b8f33c55263b188bf5a72774d06d18
com.squareup.okhttp3	okhttp	3.14.2		eaed79ed6bc1e14fad462172b6a09524545b165c
com.squareup.okhttp3	okhttp	3.14.3		441ff13daf5afadd26c9b1fade3e2ce95527ccc8
com.squareup.okhttp3	okhttp	3.14.4		4f6f76315e70d9af39a1125dc6ff7145e26e3040
com.squareup.okhttp3	okhttp	3.14.5		151ce36be627fa54e232bdce97a28ab52301b525
com.squareup.okhttp3	okhttp	3.14.6		3922cd2edd3df7616aa85a170398e5010989f212
com.squareup.okhttp3	okhttp	3.14.7		a8656952ad4315057d92e7b58bfd232c823e034f
com.squareup.okhttp3	okhttp	3.14.8		3b945584769d74a5980ca224b773cffcdfccae4c
com.squareup.okhttp3	okhttp	3.14.9		3e6d101343c7ea687cd593e4990f73b25c878383
com.squareup.okhttp3	okhttp	3.2.0		f7873a2ebde246a45c2a8d6f3247108b4c88a879
com.squareup.okhttp3	okhttp	3.3.0		2b802460eea20f8f2ad9c08c74e0f14718e88aa9
com.squareup.okhttp3	okhttp	3.3.1		19047bdb6a4fc00a44124f64ca98e88fc204e7e3
com.squareup.okhttp3	okhttp	3.4.0		076d5ab52302434606c732539314290db91ebf25
com.squareup.okhttp3	okhttp	3.4.0-RC1		979305977ca3e5e6339ba77d9bbc805e700317ca
com.squareup.okhttp3	okhttp	3.4.1		c7c4f9e35c2fd5900da24f9872e3971801f08ce0
com.squareup.okhttp3	okhttp	3.4.2		ccde00f7ccc77af5a6d5752e2cb21f6d8998289f
com.squareup.okhttp3	okhttp	3.5.0		4b0bb6bfbecbdd42b97ff400af342bfe7f32bc83
com.squareup.okhttp3	okhttp	3.6.0		69edde9fc4b01c9fd51d25b83428837478c27254
com.squareup.okhttp3	okhttp	3.7.0		6edbebdd8868708db718d15c09c4b28037fd487e
com.squareup.okhttp3	okhttp	3.8.0		5a11f020cce2d11eb71ba916700600e18c4547e7
com.squareup.okhttp3	okhttp	3.8.1		4d060ca3190df0eda4dc13415532a12e15ca5f11
com.squareup.okhttp3	okhttp	3.9.0		01b6c10b5120995a7542c1a31b7828fb8593c8ba
com.squareup.okhttp3	okhttp	3.9.1		84b4b7d1c4a238e7899972b7446c250691e65f1f
com.squareup.okhttp3	okhttp	4.0.0		f09553199b012808cd45903c11e1b5dfb8fe1a74
com.squareup.okhttp3	okhttp	4.0.0-RC1		27c5f24c336dbfdb66a85d31952280d5c1c9087b
com.squareup.okhttp3	okhttp	4.0.0-RC2		4ca80420d421b160fa278e012c9fa61216389608
com.squareup.okhttp3	okhttp	4.0.0-RC3		2758bb18d72c202caedfbc45bb2c05f4031c8835
com.squareup.okhttp3	okhttp	4.0.0-alpha01		5d58cd3772c4a977ab105b07d5698091ee5e6834
com.squareup.okhttp3	okhttp	4.0.0-alpha02		33cff780026424aab43042fbf6a8db002e423939
com.squareup.okhttp3	okhttp	4.0.1		4e606430c80c69b744d19c6ca1b269b68e297040
com.squareup.okhttp3	okhttp	4.1.0		9308be2b5f9174def7d4795f415b60f5632b9fb9
com.squareup.okhttp3	okhttp	4.1.1		4c8c6d55ec16c575131f293c9b2cb7b705809a83
com.squareup.okhttp3	okhttp	4.10.0		cd63657ac15770ed1420647154c9f44645533bef
com.squareup.okhttp3	okhttp	4.10.0-RC1		5380afa5a75a340c470b194e10fdf5c2499b81ed
com.squareup.okhttp3	okhttp	4.11.0		436932d695b2c43f2c86b8111c596179cd133d56
com.squareup.okhttp3	okhttp	4.12.0		2f4525d4a200e97e1b87449c2cd9bd2e25b7e8cd
com.squareup.okhttp3	okhttp	4.2.0		446acd5a6fc0cf117c5df424af09b38f461d29e6
com.squareup.okhttp3	okhttp	4.2.1		95a4734e997bb01f20535ad58bc0a789d60626f2
com.squareup.okhttp3	okhttp	4.2.2		39b5a2a8c5fd14fbb7d64c6c606819e3ede5afd2
com.squareup.okhttp3	okhttp	4.3.0		cacafea0ad79a98bdf70f620f32eed22f2535e60
com.squareup.okhttp3	okhttp	4.3.1		0631751fe30a9fd38634cabb28c15deec7ca4aad
com.squareup.okhttp3	okhttp	4.4.0		9b435219a19a850f5463e7b3a1f2a121fa6c56b2
com.squareup.okhttp3	okhttp	4.4.1		d2e71a032b1927539c07adc3a9f36336d6fbf4b9
com.squareup.okhttp3	okhttp	4.5.0		cfd127ae6de4862daa93e15ceae9291108eaabc5
com.squareup.okhttp3	okhttp	4.5.0-RC1		9203d2fdfba9923294f8b679f52136ce13f97575
com.squareup.okhttp3	okhttp	4.6.0		1885ec944e0a74e78359756e88ce656fd5a596d5
com.squareup.okhttp3	okhttp	4.7.0		be156c979e4a2f8900029ad04d525cf02b722014
com.squareup.okhttp3	okhttp	4.7.1		9b4faa3bb5746af324d257a6fb20cf7e437d0135
com.squareup.okhttp3	okhttp	4.7.2		c9acfd63537db1d7d21d98a7405e22449bb881d6
com.squareup.okhttp3	okhttp	4.8.0		5c34a8c35bb3fd5ec39d3a67ceae691d0f3eb455
com.squareup.okhttp3	okhttp	4.8.1		dd36d61fbfa0a33c805e3d92f64e0832234c56c6
com.squareup.okhttp3	okhttp	4.9.0		08e17601d3bdc8cf57902c154de021931d2c27c1
com.squareup.okhttp3	okhttp	4.9.1		51215279c3fe472c59b6b7dd7491e6ac2e28a81b
com.squareup.okhttp3	okhttp	4.9.2		5302714ee9320b64cf65ed865e5f65981ef9ba46
com.squareup.okhttp3	okhttp	4.9.3		b0b14b3d12980912723fb8b66afb48dcda742fcb
com.squareup.okhttp3	okhttp	5.0.0-alpha.1		5ed901415ed3c3996efa36717a0eaa5f0ef6e657
com.squareup.okhttp3	okhttp	5.0.0-alpha.10		e23242be21a6110a025a72297ecc02246b189768
com.squareup.okhttp3	okhttp	5.0.0-alpha.11		c971e8f02ddb288a0311cc80b6268091e20299fc
com.squareup.okhttp3	okhttp	5.0.0-alpha.12		d6489f5dfb371b9071374fe3e2e316a10c2d3f9b
com.squareup.okhttp3	okhttp	5.0.0-alpha.13		a4d65db44a6b8d06acb3deb9fc2336ca423a0125
com.squareup.okhttp3	okhttp	5.0.0-alpha.14		c59864766ffc0d0dd4394ec0af5e3b60bf83d10f
com.squareup.okhttp3	okhttp	5.0.0-alpha.2		bf7bed2b2469e05290e258813396114ef080f574
com.squareup.okhttp3	okhttp	5.0.0-alpha.3		b1636a6c8b77837a3a34f197ebdf8e9f48bdc1d7
com.squareup.okhttp3	okhttp	5.0.0-alpha.4		bca0daab030b78fbc74e97e45dd01c6826cf4959
com.squareup.okhttp3	okhttp	5.0.0-alpha.5		bb262550c729996d20d3df9f66affc383901a123
com.squareup.okhttp3	okhttp	5.0.0-alpha.6		8da76ee609380e2a7122d36731f79857186965e2
com.squareup.okhttp3	okhttp	5.0.0-alpha.7		13e7ffc7e5cc50073da2c67461f182bdd34db407
com.squareup.okhttp3	okhttp	5.0.0-alpha.8		ae81193d99e0ccf22fe64561cb5efa1453847fcb
com.squareup.okhttp3	okhttp	5.0.0-alpha.9		8bf4e118c1246254b9aae142bfe76c2aeee13034
com.stormpath.shiro	shiro-spring-boot-starter	0.7.0		ee14d1c3f9d5b2b7bb43d54a367eaaa1184f28c5
com.stormpath.shiro	shiro-spring-boot-starter	0.7.1		6363ad3196e2fa7b3f6e17cc4d59370bbe1a6814
com.stormpath.shiro	shiro-spring-boot-starter	0.7.2		a3b6fb7ec316e25338ade02781260410656c0d9e
com.vaadin.external.atmosphere.samples	atmosphere-gwt-chat	1.0.14-2		N/A
com.vaadin.external.atmosphere.samples	atmosphere-gwt-chat	1.0.14-vaadin1		N/A
com.vaadin.external.atmosphere.samples	atmosphere-gwt-chat	1.0.14-vaadin2		N/A
com.vaadin.external.atmosphere.samples	atmosphere-gwt-chat	1.0.14.vaadin2		N/A
com.vaadin.external.atmosphere.samples	atmosphere-gwt-chat	1.0.14.vaadin3		N/A
com.vaadin.external.atmosphere.samples	atmosphere-gwt-chat	1.0.14.vaadin4		N/A
com.vaadin.external.atmosphere.samples	atmosphere-gwt-chat	1.0.18.vaadin1		N/A
com.vaadin.external.atmosphere.samples	atmosphere-gwt-chat	1.0.18.vaadin2		N/A
com.vaadin.external.atmosphere.samples	atmosphere-gwt-chat	1.0.18.vaadin3		N/A
com.vanillasource.gerec	gerec-minimal-json	3.0.0		343479ddff2c1c2537b0123be9364c5b61781f01
com.volcengine	volcengine-java-sdk-dataleap	0.1.153		af8cc83195f232dbee83555fb09e6d871e75b815
com.volcengine	volcengine-java-sdk-dataleap	0.1.154		107beb7e826e972cf5e56051803a675fe2af6009
com.volcengine	volcengine-java-sdk-dataleap	0.1.155		0c02f6f8b3ff74a1ef66679a881c456f420b97f6
com.volcengine	volcengine-java-sdk-dataleap	0.1.156		4eea3b64e330762a9af105ca9e699213868ef78e
com.volcengine	volcengine-java-sdk-dataleap	0.1.157		d2e30c2c7851fa478366df5598c9acf6fcc6b976
com.volcengine	volcengine-java-sdk-dataleap	0.2.1		8431d7d90b257108d5cf6c5be05b67e6a6fbbdf0
com.volcengine	volcengine-java-sdk-dataleap	0.2.2		f7a70dfa36948accdf66529ee46434ba1ad95182
com.volcengine	volcengine-java-sdk-dataleap	0.2.3		70a67f8f01f46bb30de0e6a4c4a7a6a09e15206c
com.volcengine	volcengine-java-sdk-dataleap	0.2.4		b1e4d21bc901218fa81d7ec0ed970e34c5f7f90a
com.volcengine	volcengine-java-sdk-dataleap	0.2.5		57aac5f82a2a60f4943a9b2647884c77c37416cb
com.volcengine	volcengine-java-sdk-dataleap	0.2.6		ed713a310b209a90cbd3752de34c518e85e274f8
com.volcengine	volcengine-java-sdk-dataleap	0.2.7		39cb8dc580bb7ac0803782a6fb368b54339df68e
com.volcengine	volcengine-java-sdk-dataleap	0.2.8		dceddac4313489a959f713e1947264f05ada5ca1
com.volcengine	volcengine-java-sdk-dataleap	0.2.9		5a9ecbd3362852ba063505459651f470b470df2b
com.xeiam.xchange	xchange-ripple	3.1.0		5a3d7e225c3df5c36ddbde0107aff79703a7215b
de.cuioss.portal.authentication	portal-authentication-oauth	1.0.0		b0ff30a3a10636aed7dee351d08ee7733893318f
de.cuioss.portal.authentication	portal-authentication-oauth	1.1.0		aa89430bb6c84c4a2b526600d71ed2a73f049fb2
de.cuioss.portal.authentication	portal-authentication-oauth	1.1.1		0ba05e4a74f71c4d7a4ad0aca47aa0348674bf94
de.cuioss.portal.authentication	portal-authentication-oauth	1.2.0		07675579c23a092fd1cea48e54dcc021bf54994a
de.cuioss.portal.authentication	portal-authentication-oauth	1.3.0		0e3acbd6a2b7bb43a359de9d36cbaa1ddf24e1b2
de.dentrassi.eclipse.neoscada.hmi	org.eclipse.scada.core.ui.connection.provider	0.1.0		4d82c0b5b9630bb10264ef146c3a1a8ee9305bce
de.jensklingenberg.ktorfit	ktorfit-lib-ktor3-3.0.0-beta-2-linuxarm64	2.0.1		N/A
de.sciss	dotterweide-scala_2.13	0.2.3		7dc555396273d91e1e010347a7c04afee7ca9732
de.sciss	dotterweide-scala_2.13	0.3.0		9e3c6069eab4b98264c49bd84407337b4f260c59
de.sciss	dotterweide-scala_2.13	0.4.0		8d44afe98350435b0102d290f0719acd28822482
de.sciss	dotterweide-scala_2.13	0.4.1		30c050256c6ad5416d6b96ec9cbecf40e1c411e8
de.sciss	dotterweide-scala_2.13	0.4.2		9d91268f143528be97942327a4a6d9fa04a2e8da
de.sciss	dotterweide-scala_2.13	0.4.3		cd3f71ac98b90bfa9ad5367ed1e27dd656f8bdd7
io.circe	circe-testing_sjs1_3.0.0-M3	0.14.0-M2		ef6ce2a73ef32bda89af5e6cc36afb7e77439468
io.circe	circe-testing_sjs1_3.0.0-M3	0.14.0-M3		6b7417694b1b641b3861f0311de8558a8179b30d
io.freshpaint.android.integrations	appsflyer	0.1.0		N/A
io.github.alexgladkov	odyssey-android-desktop	1.3.0		c0bf02ec1c1dd2899a39a918c7488be524484501
io.github.alexgladkov	odyssey-android-desktop	1.3.0-beta01		c0bf02ec1c1dd2899a39a918c7488be524484501
io.github.alexgladkov	odyssey-android-desktop	1.3.0-beta02		c0bf02ec1c1dd2899a39a918c7488be524484501
io.github.alexgladkov	odyssey-android-desktop	1.3.0-beta03		c0bf02ec1c1dd2899a39a918c7488be524484501
io.github.alexgladkov	odyssey-android-desktop	1.3.0-beta04		c0bf02ec1c1dd2899a39a918c7488be524484501
io.github.alexgladkov	odyssey-android-desktop	1.3.0-native		c3b0334cb120b12eeca359172b2e36024eff1345
io.github.alexgladkov	odyssey-android-desktop	1.3.1		c0bf02ec1c1dd2899a39a918c7488be524484501
io.github.alexgladkov	odyssey-android-desktop	1.3.2		c0bf02ec1c1dd2899a39a918c7488be524484501
io.github.alexgladkov	odyssey-android-desktop	1.3.200-native-experimental		c3b0334cb120b12eeca359172b2e36024eff1345
io.github.alexgladkov	odyssey-android-desktop	1.3.3		c0bf02ec1c1dd2899a39a918c7488be524484501
io.github.alexgladkov	odyssey-android-desktop	1.3.300-native-experimental		c3b0334cb120b12eeca359172b2e36024eff1345
io.github.alexgladkov	odyssey-android-desktop	1.3.400-native-experimental		c3b0334cb120b12eeca359172b2e36024eff1345
io.github.behzodhalil	meteor-mvi-android-debug	0.0.3		N/A
io.github.behzodhalil	meteor-mvi-android-debug	0.0.4		N/A
io.github.behzodhalil	meteor-mvi-android-debug	0.0.5		N/A
io.github.behzodhalil	meteor-mvi-android-debug	0.0.6		N/A
io.github.behzodhalil	meteor-mvi-android-debug	0.0.7		N/A
io.github.behzodhalil	meteor-mvi-android-debug	0.0.8		N/A
io.github.behzodhalil	meteor-mvi-android-debug	0.1.0		N/A
io.github.behzodhalil	meteor-mvi-android-debug	0.1.1		N/A
io.github.behzodhalil	meteor-mvi-android-debug	0.1.2		N/A
io.github.behzodhalil	meteor-mvi-android-debug	0.2.1		N/A
io.github.behzodhalil	meteor-mvi-android-debug	0.3.0		N/A
io.github.behzodhalil	meteor-mvi-android-debug	0.4.0		N/A
io.github.behzodhalil	meteor-mvi-android-debug	0.4.1		N/A
io.github.behzodhalil	meteor-mvi-android-debug	0.4.3		N/A
io.github.flynn-zhangyg	polaris-spring-web	0.0.3		69d9cf988d981b8bc47ecf92fc2b6569718f0422
io.github.flynn-zhangyg	polaris-spring-web	0.0.4		3c8557cfb052bc356007f059775a77218cd8ca5b
io.github.flynn-zhangyg	polaris-spring-web	0.0.5		daa676a26b2d845bed18f70356cf498f6cccccff
io.github.flynn-zhangyg	polaris-spring-web	0.0.6		ba66c6279f9a776038d7b8ece880c187f2c45450
io.github.flynn-zhangyg	polaris-spring-web	0.0.7		562da8ce8a1cef648be7f5fa3e6d1a92b752d654
io.github.fuookami.ospf.kotlin.framework.bpp3d	ospf-kotlin-framework-bpp3d-domain-infrastructure	1.0.0		e1f2c4c3b719c69c90d0c3d6b34d1bfeac53462d
io.github.longbridgeapp	openapi-sdk	0.2.17		b8a5e40542acceea2b297feb4f5ae010fc790fdd
io.github.longbridgeapp	openapi-sdk	0.2.18		989b9c8d9cf0fa9c96179f33cc05239f4e155735
io.github.longbridgeapp	openapi-sdk	0.2.19		3b107b328ba25f4cce9888ee2c0c964c52b3a44d
io.github.longbridgeapp	openapi-sdk	0.2.20		f0fa6b3fa3ece16975dde9a4b3479b8e453f502c
io.github.longbridgeapp	openapi-sdk	0.2.21		b3516ad76b320357c03fdac3ab65a75179853e05
io.github.longbridgeapp	openapi-sdk	0.2.22		c93893db85237f9a3422ec3f7cf5f657b2234990
io.github.longbridgeapp	openapi-sdk	0.2.23		573d9c5e8d8c51d88ae2ddf027e0114df65b91d4
io.github.longbridgeapp	openapi-sdk	0.2.24		563fe1f47891173ca76ae26d4ddd6025356f160e
io.github.longbridgeapp	openapi-sdk	0.2.25		589b6efbc24e9b0782cdca00d085b8c42f11a118
io.github.longbridgeapp	openapi-sdk	0.2.26		2660ee166d8d7c9d469d90ee8a64250eb5f09e4e
io.github.longbridgeapp	openapi-sdk	0.2.27		49e4382ff4dc1d9be7b483d5e0b4b9b1a6d4cf87
io.github.longbridgeapp	openapi-sdk	0.2.28		de5d2a33612b46bfa0a3050be075fff0482d4a90
io.github.longbridgeapp	openapi-sdk	0.2.29		315fe278f550f6918f549e08a90700f97281f355
io.github.longbridgeapp	openapi-sdk	0.2.31		effb34c695449f660bb277976b5e49d308307326
io.github.longbridgeapp	openapi-sdk	0.2.32		f1397368c7e9d817c1631a6e0183836e8dfe33e3
io.github.longbridgeapp	openapi-sdk	0.2.33		bafb998997688750245a8acb68937e4a4d974e09
io.github.longbridgeapp	openapi-sdk	0.2.34		2fcf578e02c5da16d756a456161803e859cde8df
io.github.longbridgeapp	openapi-sdk	0.2.35		a2da1a3c4e32f180997deee1d890692f2b2f4cfb
io.github.longbridgeapp	openapi-sdk	0.2.36		a7345f44cd7032e93d23fa80d0dd0b031f02bae8
io.github.longbridgeapp	openapi-sdk	0.2.37		b51a418c0cbc21bb722e4f1f72575a8797d1c476
io.github.longbridgeapp	openapi-sdk	0.2.38		2bb578188df6149cd3412e1c57014123954678f5
io.github.longbridgeapp	openapi-sdk	0.2.39		5a69a42ed63a3cdc3020f4599886636920aa5ef2
io.github.longbridgeapp	openapi-sdk	0.2.40		2a7bafb79aad0e8abd9d19b0fdf9cc3c368d89d2
io.github.longbridgeapp	openapi-sdk	0.2.41		9dedf911121d11ef50fcbc87b5cf5386a3a2d035
io.github.longbridgeapp	openapi-sdk	0.2.42		b411ca1121ea50cb7f66f7f448642991791002a9
io.github.longbridgeapp	openapi-sdk	0.2.43		26c2dfe5ff872ab6d1db2ff074e6a69b28e58ba3
io.github.longbridgeapp	openapi-sdk	0.2.44		de41192734fc0f6378a9f132c224a0d4265ce2ca
io.github.longbridgeapp	openapi-sdk	0.2.45		3123ba676860e3d39b18c6ea028e53dab6d246a9
io.github.longbridgeapp	openapi-sdk	0.2.46		60d334d723a544a7f43e5983ca57feca580fd999
io.github.longbridgeapp	openapi-sdk	0.2.47		e1f2570f05bab64c275974bfbcabe1c66161a05f
io.github.longbridgeapp	openapi-sdk	0.2.48		4a1d5ec5e4e2fc7893856cfa8b732f4d368a157c
io.github.longbridgeapp	openapi-sdk	0.2.49		0953622a98789f406a4dad003cb50864804a5cac
io.github.longbridgeapp	openapi-sdk	0.2.50		b66a129b390a24b11431fdab5f63ae0655d234b6
io.github.longbridgeapp	openapi-sdk	0.2.51		afc4c6845c3cd6e7a6af596625f7cda9174d7fb9
io.github.longbridgeapp	openapi-sdk	0.2.52		8229f70d3ee869750cb3a384b829ac930a0a24b3
io.github.longbridgeapp	openapi-sdk	0.2.53		b055e1476b2f68271906d3f5a1b8f06a1e972f5c
io.github.longbridgeapp	openapi-sdk	0.2.54		55c29d5f9e81dcf61766c7688c96082c918deb90
io.github.longbridgeapp	openapi-sdk	0.2.55		053142317c8964108d3e29d2670386c302e29786
io.github.longbridgeapp	openapi-sdk	0.2.56		fe3cde3d6c2832dc4586edb70745eee452835a4b
io.github.longbridgeapp	openapi-sdk	0.2.57		251faff42d6a3a5414fb536671df676dc363c642
io.github.longbridgeapp	openapi-sdk	0.2.58		994e0fbbbd43774cd4d809d362eb951a12626efd
io.github.longbridgeapp	openapi-sdk	0.2.59		8a01c47f5311ccb19ce05c3916ecc3c9c2a7da93
io.github.longbridgeapp	openapi-sdk	0.2.60		4fa1590156d9458f0a608c04980e45f10c64022f
io.github.longbridgeapp	openapi-sdk	0.2.61		cb11b97ca0baf7fdcde784ce61d4124eaa73abf8
io.github.longbridgeapp	openapi-sdk	0.2.63		0dad574db7efb1b1b306cdea423ce4fd8c13bb58
io.github.longbridgeapp	openapi-sdk	0.2.64		ab67868befe9e4341debfff9cfae9e31097bc2a3
io.github.longbridgeapp	openapi-sdk	0.2.65		4e1a26c1c3e14a81fdc74b6267b6f1133791b2ff
io.github.longbridgeapp	openapi-sdk	0.2.66		b1f7a53f2784b640c7bd06a0080303364a8c7372
io.github.longbridgeapp	openapi-sdk	0.2.67		c6918507aeb595a38bb911e4814e20c54416aa74
io.github.longbridgeapp	openapi-sdk	0.2.68		b310fcf4ee2147524f06804784af82619b47bb4c
io.github.longbridgeapp	openapi-sdk	0.2.69		703e69dd785328935ec226c19f5658c5d2ab7fb0
io.github.longbridgeapp	openapi-sdk	0.2.70		6aea9b4c4328f51349225ddd125cf9291caa8320
io.github.longbridgeapp	openapi-sdk	0.2.71		96a03dda097ff8de588eaa8c1d67ec69c22dac86
io.github.longbridgeapp	openapi-sdk	0.2.72		cfcc1b74fbd174b08d8793228bc03050743f6e2d
io.github.longbridgeapp	openapi-sdk	0.2.73		829bfc4790d9f53e4fb1c45a9957343bebe7a78c
io.github.longbridgeapp	openapi-sdk	0.2.74		0e166a2366f850703a7cfade386e65d50f42f40a
io.github.longbridgeapp	openapi-sdk	0.2.75		6781e7d875165895fb6a3f25e9c3f16836464db0
