app.starzero.navbuilder	navbuilder	1.0.0		N/A
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	7.17.4		0eca217ef6d28aae1e0a643473de7eb3acb6385a
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	7.2.0		53a64f8e57b190fe80e32c0a9f7f0decf825a0c5
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	7.3.0		fd80cd07f4eb6461b75e9c019d44cb4b984b6a51
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	7.3.1		7add5632d5ce0b4dc4485859896b230ee1f39448
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	7.3.4		67f23d328a42de062b3efb90c594cde6e0779b76
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	7.3.5		15a987978fa889be06e43136f504c67100feed5b
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	7.3.6		ef1e8798c31bd0b106e13f9f5f121269919541f3
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	7.4.0		8a302a734a86e570e01a4c9e190bb5782741e2be
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	7.4.1		665319875ebed0d5b0b763d1bb186d1b3d566d0b
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	7.4.2		60b5192ae98f3b69ee52d5626e16d9c9ac1de66f
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	7.5.0		5b95a77f8fb9baa1859142ffe357e11c7c8d2590
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	7.6.0		87c718d61af7068ed4df1e73d460e4c0aac404d0
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	7.6.1		cd772bfe5901bbcd037f89442e5cc35faec501d5
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	7.6.2		46224511a7428ba9cd8f00eec1af44105094b734
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	7.7.0		ad187e93b81ea3535e2f2d1e2867a4b0d34e4e1d
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	7.8.0		383e490882aa2c000557f2580e17f96c4ad37009
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	7.8.1		f3f1689969810d39722fdb3aa7333354d2d781fa
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	7.9.0		682857b5e3672b2c45009e7a4ee5fb178db615fe
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	7.9.1		a332a9e3f7a282699fed95b7b452665f0be91bef
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	7.9.2		a010e36f183cbbe24fa3fc9633f8319be52ac101
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	7.9.3		116726cfb081200077f99d40dbfdc0837c99f65f
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.0.0		4b2230b33733f899fe8b82cb99b0451640237181
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.1.0		2a3dac2945706692c815d444c14e8b378fc94216
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.1.1		c4e86da6cce4c8bbb26fb63ae99ee389514dc309
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.1.2		faa397fe41c51dc895b26682e0d9f7d0ec6b7acf
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.10.0		07f53d2492add3efff58d2fd91ca1cbb68a22ed8
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.10.1		d4d0b120b2d8bf9a414fe2bcbd1af80e19d16191
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.11.0		63cd0ebabd00d78a16bc79219bb5f5f3b4a0c447
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.11.1		f9c9baf6898aad28fe47ad15b15b4fbbfc417679
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.11.2		3a1dcdba79dc0ba9f607540243fc98879828f6e8
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.11.3		f7e36d652c956a7af809b7821e3f2351cc280c55
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.11.4		37c0f542dfaac1fa9eb3568f29f170ccfd8acd43
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.11.5		a6a381b5677d4c44c6660cfb2160668f399d70e3
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.2.0		df06cf7d040f2216ff96364da6970466d3b3dbd2
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.2.1		adf043b8f154b41dca34d9e08c5336d6e9445013
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.2.2		1d280e47e04481979b7a13611ea29f4be59aed07
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.3.0		a10d88597a4cd920f7e9c905f248e321f2aedd36
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.3.1		0cb000120cb0ea0b6f5a25068409dfae4079d040
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.3.2		0ea9bf89f4594b2dc113ee21c77dac25fd10cbf7
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.4.0		7ae69af0133084d802a7c40f40a7830648668f23
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.4.1		38c7c53637f4e898cc0e4269b7b1ecbb0b8c838e
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.4.2		ad63123f563ba03cf53aafb5d935306edda1bbc5
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.4.3		b05cc1409a5eafb2e9bc522b9b336d7ab09a22e6
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.4.4		e70e83f200909136abf1472a5109281c8cc3b54c
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.5.0		5fd9674b050438825db47405d854b7e7b254d0c1
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.5.1		7576ddf90adb705c905c39a80bc49e709076024e
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.5.2		bbd77b674696bb79c6f3cf97ae896d5a16f70745
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.5.3		3ba3b20dd9d4acb6d11dc956b4b93035e27a2b7d
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.5.4		6568c86b2b0da2976aa0b8cd2ae4b7ba6f7f61ab
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.6.0		c7a7276d853d5979e4333fcc5949ffd96db71cec
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.6.1		6cee7ea5205d512fea57a2ffb89f84db0ac76f24
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.7.0		4cb19ae63b176e2c8e1e20e2df19ddd94905aaa2
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.7.1		6190146a6c45424835c1c3371f161967fa0aa416
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.8.0		87ddfede81a3a27571b7047e51f50a002e8b039b
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.8.1		e51f680882e68481c06a45c1b7b2f282e9e769f8
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.8.2		cfe0a62be5685b6e61d6139dd1fde92f7478fbcf
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.8.3		8c2a84d8f81d4e870cbb5745b72a2c8253d58dcd
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.9.0		beddf7c5f3c8485e141a5623e5fbf9c52de9c80e
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.9.1		cacafa374337ed6f81349e15459b9cd4f5e385d3
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.9.2		835b0094545be4005c12e72b50a1498c54ea47d5
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.9.3		16f48d5a3e83f96dd05ccf935abcee32424da77c
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.9.4		639ed9808125f98f7bab0a731abd6ed6e5bd1e22
com.sksamuel.elastic4s	elastic4s-client-esjava_2.12	8.9.5		ad13e1e8802e435b313bda19e83acb31f76669b9
com.streamsend	pillar	1.0.0		d65d8c2c806c9f17f8861f9daf124ea52b44c3d3
com.streamsend	pillar	1.0.1		4bf97100f3cea07ee1eb3b49cc3c42c974fff1e1
com.streamsend	pillar	1.0.2		f6a6f3292006c44f1b64cd7df4a75cc11f6cadf4
com.xemantic.anthropic	anthropic-sdk-kotlin-macosarm64	0.11		N/A
com.xemantic.anthropic	anthropic-sdk-kotlin-macosarm64	0.11	metadata	2e5520d63f145a3dc2529a9c542373ade9a793fc
dev.chopsticks	chopsticks-openapi_2.13	3.10.0		008e356e222cd444248868710ab8439d77890c14
dev.chopsticks	chopsticks-openapi_2.13	3.11.0		f324331b1883ec4007a60a0b3f7ef8f709dbeffc
dev.chopsticks	chopsticks-openapi_2.13	3.12.0		0df3de2d559d97f7f50bc8a5a57e2bb524458101
dev.whyoleg.cryptography	cryptography-bigint-linuxx64	0.3.0		N/A
dev.whyoleg.cryptography	cryptography-bigint-linuxx64	0.3.1		N/A
dev.whyoleg.cryptography	cryptography-bigint-linuxx64	0.4.0		N/A
dev.zio	zio-interop-monix_sjs1_3	3.4.0.0-RC1		6b65042dd28fa100a272f5c507da93b1499a337d
dev.zio	zio-interop-monix_sjs1_3	3.4.2.0-RC1		55a365e53cbd98d8f9e71da23e8f7cf20dd9f523
dev.zio	zio-interop-monix_sjs1_3	3.4.2.0-RC2		c1b5522b56ef439a69816823b11e5cb74ac0a186
dev.zio	zio-interop-monix_sjs1_3	3.4.2.0.0		83a3c22ccf4ac4a8736c2e174f79ffa4dfd3317f
dev.zio	zio-interop-monix_sjs1_3	3.4.2.1.0		df1acf7e7c9bda8b0ffa7e225c9c7e2612c0736e
dev.zio	zio-interop-monix_sjs1_3	3.4.2.1.1		02447255d4120eb36c29028d790925bafbe3b0cc
dev.zio	zio-interop-monix_sjs1_3	3.4.2.1.2		f091bc26d85b6a6df95ff414dbc656312cd103ab
dev.zio	zio_0.23	1.0.0-RC19		29c6fcebbe7304ce58ec18e1afb201747e485bab
dev.zio	zio_0.23	1.0.0-RC19-1		4595fe64f75462aaea99f57b37880282208ce261
dev.zio	zio_0.23	1.0.0-RC19-2		d5591291f7e38e8b0c00c558a5123b69b30ce35f
dev.zio	zio_0.23	1.0.0-RC20		ec25b6b43e2ffad0267f0f429f553d0a5d86f616
dev.zio	zio_0.23	1.0.0-RC21		fb36e8172421c2125c33b770f86e11c0177b3b7d
dev.zio	zio_0.23	1.0.0-RC21-1		239777d2319af342d45082e2cc8b84bdca55aa8f
dev.zio	zio_0.23	1.0.0-RC21-2		63b596b18c77c79a1aee7bbc8e220eee89f61839
io.chrisdavenport	epimetheus_2.12	0.0.1		6ba10b70fc9b87dc6137b9db72d78e926311dc4a
io.chrisdavenport	epimetheus_2.12	0.0.10		b0b9e394a2bd5255bc9e933eafebe73fcc4f6d66
io.chrisdavenport	epimetheus_2.12	0.0.11		fba0a52aa0f5e6aae7f691a5f6f22e2c661de98a
io.chrisdavenport	epimetheus_2.12	0.0.2		401ecceb1870e566637aa42b3c9ce759ac34366e
io.chrisdavenport	epimetheus_2.12	0.0.3		cf78f80d9c9080e24255fd2ef61eea6905c0d0d5
io.chrisdavenport	epimetheus_2.12	0.0.4		4f8a0f04abcc80ac2774f59613fa60a2ff4c53d1
io.chrisdavenport	epimetheus_2.12	0.0.5		23b0f76ebada483c39d05158a947238b68f64ba0
io.chrisdavenport	epimetheus_2.12	0.0.6		ebcd7fcb56008acefa6a1716db92bb35c74c1a4c
io.chrisdavenport	epimetheus_2.12	0.0.7		b6f269d7ff82e09e825b8d6da83bcaafe847a1f5
io.chrisdavenport	epimetheus_2.12	0.0.8		2dfc0a1edd651494dc3167a957060ffab842e85b
io.chrisdavenport	epimetheus_2.12	0.0.9		f940b0541794bad1e1b2e7f968841a6ba9e7f872
io.chrisdavenport	epimetheus_2.12	0.1.0		72e40c4293407c9e7dc3c05628743d2d5613e153
io.chrisdavenport	epimetheus_2.12	0.1.1		e6e16ca5aa07ca2821d23697cbccfe4b299bb5d2
io.chrisdavenport	epimetheus_2.12	0.2.0		091f025a5ccba498e07f7bad8ba1ff22fdbb516d
io.chrisdavenport	epimetheus_2.12	0.2.1		c9add4f83bdf71e765c9c4104c40c14d6a706e82
io.chrisdavenport	epimetheus_2.12	0.2.2		42747121359f7baba7c222d05555459df9b34d19
io.chrisdavenport	epimetheus_2.12	0.3.0		96d60122c3f5239c88705c4d7cd7c2e39f62ed8e
io.chrisdavenport	epimetheus_2.12	0.3.0-RC1		a3e159c6fe9f34969a7796189ce686b39b42409b
io.chrisdavenport	epimetheus_2.12	0.3.0-RC2		57b70d09a1f67a94e4b323960dc329801670f41f
io.chrisdavenport	epimetheus_2.12	0.3.0-RC3		7711e5ea0d61beb730fe3fc6676bc16b6f6a4886
io.chrisdavenport	epimetheus_2.12	0.4.0		ae6553ed004f67a39a0856ada59a15ffb54bb885
io.chrisdavenport	epimetheus_2.12	0.5.0		367bfca7a94ba11f888d388b4a10fbebd62ed46e
io.chrisdavenport	epimetheus_2.12	0.5.0-M1		cd40cf13ab9210a510ae368a56d5a9c81ed7c050
io.chrisdavenport	epimetheus_2.12	0.5.0-M2		56ce85a63381734dc7256f79ac72dcf165cb34a9
io.chrisdavenport	epimetheus_2.12	0.6.0-M1		37b811262dec7909138230d17e421c026a65d46d
io.chrisdavenport	epimetheus_2.12	0.6.0-M2		bee97ea7e4a4ffcf3fa5f3929716d208942659a5
io.chrisdavenport	epimetheus_2.12	0.6.0-M3		8767ab5784d979eefa1649874e1fe25feb72e78d
io.github.cdimascio	dotenv-kotlin	6.0.0		d761047fd3e2bbd313b10b40bf4ba6720235acb6
io.github.cdimascio	dotenv-kotlin	6.1.0		1f17021ec0d06c314950f7daacf0fd266df8f445
io.github.cdimascio	dotenv-kotlin	6.1.1		40518d8d2439a4a2a644524c7dd30aff0d633f01
io.github.cdimascio	dotenv-kotlin	6.2.1		7c37f2848c5602376dd93a7645b3b40e95dbae15
io.github.cdimascio	dotenv-kotlin	6.2.2		2d7102bf990673e033e6713559f91e8b97dfbabe
io.github.cdimascio	dotenv-kotlin	6.3.0		406861a0e21a344ec003eb1c198cf028db5b07ec
io.github.cdimascio	dotenv-kotlin	6.3.1		78723e1c51185bbbe76dbcb98c9bab76636054d7
io.github.cdimascio	dotenv-kotlin	6.4.0		9a0ac5504f707f97bcf911078ca312972abe7736
io.github.cdimascio	dotenv-kotlin	6.4.1		71c222ad8e1b7e32305b2c9c996c4e631a54d9bd
io.github.cdimascio	dotenv-kotlin	6.4.2		98f0cc9a2a5eb7899b2669def0d48e8b342d6ef6
io.github.cdimascio	dotenv-kotlin	6.5.0		1a80ef8f92cbacf91b0a4c2245a559716ab9d7ff
io.github.cdimascio	dotenv-kotlin	6.5.1		47f89474eab362431e6fe49d1b6c123225a0eb97
io.github.giovanniandreuzza	nimbus-linuxx64	1.0.0		N/A
io.github.giovanniandreuzza	nimbus-linuxx64	1.0.1		N/A
io.github.giovanniandreuzza	nimbus-linuxx64	1.0.2		N/A
io.github.giovanniandreuzza	nimbus-linuxx64	1.1.0		N/A
io.github.giovanniandreuzza	nimbus-linuxx64	1.3.0		N/A
io.github.giovanniandreuzza	nimbus-linuxx64	1.3.1		N/A
io.github.giovanniandreuzza	nimbus-linuxx64	1.4.0		N/A
io.github.giovanniandreuzza	nimbus-linuxx64	1.4.1		N/A
io.github.gokulakrishnan3099	sample	0.1		N/A
io.github.gokulakrishnan3099	sample	0.2		N/A
io.github.gokulakrishnan3099	sample	0.3		N/A
io.github.gokulakrishnan3099	sample	0.4		b0bbd7fc1898baeb768aa306f8ab1ab973112b96
io.github.icodegarden	nursery-spring-boot-starter-web-api	3.0.0		21ee012ced9e569c17354c0f98eb1413f63afcb9
io.github.icodegarden	nursery-spring-boot-starter-web-api	3.0.1		1552e909abc2783e1e54b3b61ad4aae86692dc67
io.github.icodegarden	nursery-spring-boot-starter-web-api	3.1.0		ffd5b70a2c72dd335f279c7b6bd5778f35f3cf34
io.github.jcs-ci	jfpe	0.0.1		7581a10ca5e3ed355b1274b356bb209db2ab51b4
io.github.mjhaugsdal	er-m25-2013-10-08	1.0.0		81f77e28b1fde40bbe213f773c1eeca87687fc66
io.github.mjhaugsdal	er-m25-2013-10-08	1.1.0		e35be69dba65092d3fa27fc58bbfcc226867e41c
io.github.mjhaugsdal	er-m25-2013-10-08	1.2.0		4aa350c95f5cfb3e88e05ceebb1f8bccb6b48800
io.github.mjhaugsdal	er-m25-2013-10-08	2.0.0		c2e761854a02e4dc87d54eb1cb20b822e282c3d3
io.github.mjhaugsdal	er-m25-2013-10-08	2.1.0		97f88580a7e098686ab1a0c76b309e761b4a9afc
io.github.mjhaugsdal	er-m25-2013-10-08	2.1.1		6b3a26114f07cd76d5141f7936ad45b8c2ebd25d
io.github.mjhaugsdal	er-m25-2013-10-08	2.2.0		d6298791c60a42f4c199a8aba58f5b8d2d22105e
io.github.mjhaugsdal	er-m25-2013-10-08	3.0.0		bfa9e3dd2ea24e7b1e99bae018b29c3f04373ac6
io.github.mjhaugsdal	er-m25-2013-10-08	3.1.0		20b3011a332253ba071820332a95b3964c6f76a8
io.github.mjhaugsdal	er-m25-2013-10-08	4.0.0		df5bff114999fd5f430b62ac1b844580853b8725
io.github.mjhaugsdal	er-m25-2013-10-08	4.0.1		efeb5a8ab10572b2d10ae1333d46bcd31597e58a
io.github.mjhaugsdal	er-m25-2013-10-08	4.1.0		df3cafc6a427ddf8b9a325e9605ef3201eec23c0
io.github.mjhaugsdal	er-m25-2013-10-08	4.2.0		21a98f6e22fb0906eba26e3a0e1bef29a53ba44b
io.github.yuenwk	template-file-maven-plugin	1.0.0		f0be260ae1ccd5e29af8ec8bb9c953c34ce40b2d
io.github.zhul-cloud	zhul-component-protector-starter-sentinel-service	1.3.0		00b88b867185ad4dd554a580459d81db42b7abcd
io.github.zhul-cloud	zhul-component-protector-starter-sentinel-service	1.3.1		0b5822f0f9a9a7ae980b2dff50a66f2d2869cbc2
io.kotest	kotest-assertions-konform-metadata	2.4.1		f41a2fe9ae05efd239a61fe2a1a476a7dd3b72ef
io.kotest	kotest-assertions-konform-metadata	2.4.1	all	93ebf954306a614ee35003958247db7d775b8a41
io.kotest	kotest-assertions-konform-metadata	4.0.0		217191b046eb71ce4a9cdf79e8f27757e057bad0
io.kotest	kotest-assertions-konform-metadata	4.0.0-BETA1		bd41ca434700830dc6f9605537a77c75d1f9696f
io.kotest	kotest-assertions-konform-metadata	4.0.0-BETA2		f34b48653a041897defddcb18563961f338e71a0
io.kotest	kotest-assertions-konform-metadata	4.0.0-BETA3		7a51717d73cae60b76d596f866d0fb5f971d5b35
io.kotest	kotest-assertions-konform-metadata	4.0.1		792f93843e4d4c1e207395f9954fffe87b3cb7b4
io.kotest	kotest-assertions-konform-metadata	4.0.2		90786588be99b9d82412b3f8f9268f9c81534774
io.kotest	kotest-assertions-konform-metadata	4.0.3		41a1beaa49c33d16a9a03202a777d4bb797a79c0
io.kotest	kotest-assertions-konform-metadata	4.0.4		4c9eb30b9ccd06af99aca38ba0c1aa520f0d890d
io.kotest	kotest-assertions-konform-metadata	4.0.5		ea888eff1503b4b10970472b015f20e23cde2ccd
io.kotest	kotest-assertions-konform-metadata	4.0.6		2a29d329740d8447795642ee0f7f16c4c141351f
io.kotest	kotest-assertions-konform-metadata	4.0.7		1aaa5b765869562c819e745a4dc500a2c5a5f0f1
io.kotest	kotest-assertions-konform-metadata	4.1.0		85f3bd2a5a849436ce2d1aa1ca9099e99ccb1ede
io.kotest	kotest-assertions-konform-metadata	4.1.0.RC1		0e8dc0899e808c1900f869fd4cefef43e7f88b9b
io.kotest	kotest-assertions-konform-metadata	4.1.0.RC2		b8d5ec2bdacf5bb2d24da727369d4fe27466ff42
io.kotest	kotest-assertions-konform-metadata	4.1.1		45754c595e678e3cdae232691a1210269cfe8720
io.kotest	kotest-assertions-konform-metadata	4.1.2		9425da6cb46c5c61daf1bc1acbf9c32790c5d68a
io.kotest	kotest-assertions-konform-metadata	4.1.3		a4d05064413ba958732027362cea0982e7e54884
io.kotest	kotest-assertions-konform-metadata	4.2.0		54c5a2e6d0acaae2e91d0ef0f1e015f35230a7b4
io.kotest	kotest-assertions-konform-metadata	4.2.0	all	80307df51371dd6596252c6fb92903fd5a9e670a
io.kotest	kotest-assertions-konform-metadata	4.2.0.RC1		3524e4aeffa6b3d39dbb6c4abd8aea5c964dca7a
io.kotest	kotest-assertions-konform-metadata	4.2.0.RC2		69a160b327655388563dd2f3fe8d38a74eab88a0
io.kotest	kotest-assertions-konform-metadata	4.2.0.RC3		39fdb660df0ee5baa1568eb7f63da9d8b2398872
io.kotest	kotest-assertions-konform-metadata	4.2.0.RC3	all	f7abbe2d36437218cf5bf4e650bf3edd9dbec7bf
io.kotest	kotest-assertions-konform-metadata	4.2.2		a7d0b26800128a3092e8468d429ef0d65fd015af
io.kotest	kotest-assertions-konform-metadata	4.2.2	all	3fba3f3ebe77c6f1cbf46de600a5e64cf390abd3
io.kotest	kotest-assertions-konform-metadata	4.2.3		ec7b5511a3b17a53332745319e12f466e16809dd
io.kotest	kotest-assertions-konform-metadata	4.2.3	all	b46b02989539385d1e1c1f6c904d37754aefb1af
io.kotest	kotest-assertions-konform-metadata	4.2.4		a2da1d24547a19899186b54c230875c7a6368bd0
io.kotest	kotest-assertions-konform-metadata	4.2.4	all	5b95be3640edc8925872bc4c62b3aaef42651878
io.kotest	kotest-assertions-konform-metadata	4.2.5		fcf75ca57d5ceb9e5a289bd17f53014303fa0a72
io.kotest	kotest-assertions-konform-metadata	4.2.5	all	bf8522cbf2edcaf83551ca041de48c45f25a0938
io.kotest	kotest-assertions-konform-metadata	4.2.6		0066334acfa8312e2ef6e9ae90df2b6d95e84b58
io.kotest	kotest-assertions-konform-metadata	4.2.6	all	874f2e211ac644e2e677a77fa1064650eeb799c1
io.kotest	kotest-assertions-konform-metadata	4.3.0		c6a3cc829cd72fe4bd20ea21569d0884892e7a9e
io.kotest	kotest-assertions-konform-metadata	4.3.0	all	c73940ffc5326cf66a5070b1669f7db12232d4ca
io.kotest	kotest-assertions-konform-metadata	4.3.1		4570f90e16b3270baab9d128afd40343a54b5545
io.kotest	kotest-assertions-konform-metadata	4.3.1	all	13f8aa890a4148b7d162aff438f68719e9956608
io.kotest	kotest-assertions-konform-metadata	4.3.2		4196824b2a12ff9bee60634b460d53116c85dc30
io.kotest	kotest-assertions-konform-metadata	4.3.2	all	1901e2d977d2d3e1b951e3227463f3165459fd8e
io.swaydb	java_2.13	0.10.6		21738bc1910a6d9f9b6b146af011299166cd681c
io.swaydb	java_2.13	0.10.7		c2f3c51beefb1c0dc057b30123fbcfcd7d71f706
io.swaydb	java_2.13	0.10.8		0f51f27f60d54c00299a09fccadc2b9a9399591d
io.swaydb	java_2.13	0.10.9		e6e45907ebb8ca108bc67d905d5e6fe2d1540d1a
io.swaydb	java_2.13	0.11		a1893a0b2d7d425ac45066383a0c603c4e14a627
io.swaydb	java_2.13	0.12		4ad6e39a5c64c0750252d5172f650bda4a7856fa
io.swaydb	java_2.13	0.12-RC1		18c740e10b2b8f8852c416e69d8f33fa94e77dc8
io.swaydb	java_2.13	0.12-RC2		1f5ea7228b4f461f8936f9e481098c71649748b9
io.swaydb	java_2.13	0.12-RC3		fddd54aa304e5d62bbec544f028e67bc97972e81
io.swaydb	java_2.13	0.12.1		974a97ad6cac2606509a003729a48c2ff4a426db
io.swaydb	java_2.13	0.12.2		7765dd6c942c47d3e470c10a1d7cc0a283a78847
io.swaydb	java_2.13	0.12.3		fc677f268da488a49c1c7fd86fe54a5fff18be09
io.swaydb	java_2.13	0.12.4		45f0acdd02841cbede74291098c9f9af04023b5b
io.swaydb	java_2.13	0.12.5		716338daccac2c7d37fa98240b4ac0dbe542421d
io.swaydb	java_2.13	0.13		5c5be103729758b4b69f29b19f6e9fcc612009a6
io.swaydb	java_2.13	0.13.1		e1944969e530437a686f778db2a054b7e98d137e
io.swaydb	java_2.13	0.13.2		36d24b91227a0f1bb6b72d076c535dfa22dc8096
io.swaydb	java_2.13	0.13.3		e16cf6c08dc9f08bddecf5901ce8e458d8a85082
io.swaydb	java_2.13	0.13.4		7ebfadc0bf29a2d5b1b28c4478f4f86ca3fa92c3
io.swaydb	java_2.13	0.14		7ad898a025ec9904c177ab3bb953238199ac31a1
io.swaydb	java_2.13	0.14.1		330f805feb3b4877f577e1d91b16b2528f1713b3
io.swaydb	java_2.13	0.14.2		a8f1997deb97f1291dc544f96c29ed76bee673a9
io.swaydb	java_2.13	0.14.4		a18d6ebe1e1952cc1e10cf2f496fdd6c0de1adb7
io.swaydb	java_2.13	0.14.5		6f6fae436ed3d42ff030c106d23568ee0ed5aaa4
io.swaydb	java_2.13	0.14.6		e88d78fd31db9a8ad2ab1790f3586d1906067c2a
io.swaydb	java_2.13	0.14.7		a102153f2083a6afe8897b4e4da6f85f0a20d2fa
io.swaydb	java_2.13	0.15		fe1a6623e1bd2062a57ff28cf2922b1445681bad
io.swaydb	java_2.13	0.16		996468c6f3ff42a25d85fbc8f3bb58d28e99817a
io.swaydb	java_2.13	0.16.1		0e77e3dcc493a1e50bc3f9c931c06bef71d09e8f
io.swaydb	java_2.13	0.16.2		28a83023a0deb7f3ae1c686a42bd21631c8406c1
io.xuxiaowei.nacos	nacos-sys	2.3.0		7f1647b30443e33f3314f534db58864a1d14528f
io.xuxiaowei.nacos	nacos-sys	2.3.1		c3bb38050d6f21fdd0948e924f444f2ec5a33ed0
io.xuxiaowei.nacos	nacos-sys	2.3.2		3bcdc983d7cb6e7cc428fc72382d8a7af46925e8
io.xuxiaowei.nacos	nacos-sys	2.4.0		dd011151a6d113a1f706b24619e56dc7dd8dfda9
io.xuxiaowei.nacos	nacos-sys	2.4.0-BETA		86b604f61d4739ef5c83733eb8c018d70599023a
io.xuxiaowei.nacos	nacos-sys	2.4.0.1		be1006387e22d92a92b1e6a534a674fa2b278ccb
io.xuxiaowei.nacos	nacos-sys	2.4.1		0738faf96c60b0bbad61de5850263f131e8b256c
io.xuxiaowei.nacos	nacos-sys	2.4.2		68c919283e6d955feddf5bd6fabd51c5df6dea2e
io.xuxiaowei.nacos	nacos-sys	2.4.3		9b15ef21831824cd8470064251159021a2478218
io.xuxiaowei.nacos	nacos-sys	2.5.0		6824c0d1e7de7dd7d1da5430b5f46c43cb385609
io.xuxiaowei.nacos	nacos-sys	3.0.0-ALPHA.2		d6f950bc98d1185fd86e1e538748c848db56028e
ir.sotoon.ai	text-recognition-grpc	0.0.1		N/A
me.him188	kotlin-jvm-blocking-bridge-runtime-js	2.0.0-160.1		bd3aa433088df09325085929d668caff798356ab
me.him188	kotlin-jvm-blocking-bridge-runtime-js	2.0.0-160.1	samplessources	a37d4f215d600e4187255bae30355edd795ea4ab
me.him188	kotlin-jvm-blocking-bridge-runtime-js	2.0.0-160.2		f26b8e596857a4dbffc1d1f7d55375a1300948f0
me.him188	kotlin-jvm-blocking-bridge-runtime-js	2.0.0-160.2	samplessources	d096d48e5925fb7f94fed350e788ea257bf706db
me.him188	kotlin-jvm-blocking-bridge-runtime-js	2.0.0-160.3		58ec6ba8572658f7ed5fcadb555628f90aa69de6
me.him188	kotlin-jvm-blocking-bridge-runtime-js	2.0.0-160.3	samplessources	12c068e514914de981728b9228adb53ae0481bca
me.him188	kotlin-jvm-blocking-bridge-runtime-js	2.0.0-162.1		d328471d510d0ae9e9ba2151af43e7aae00cc4ff
me.him188	kotlin-jvm-blocking-bridge-runtime-js	2.0.0-162.1	samplessources	518a3c29e42a06d34a8806ae2afea4417b241da3
me.him188	kotlin-jvm-blocking-bridge-runtime-js	2.1.0-162.1		89ae391a58425c615d60f736c414490b3a92823e
