asia.redact.bracket.properties	pcompiler-maven-plugin	1.0.0		a42dcaa58393fbfd87e255b480d308eae7cb87af
io.jobial	scase-activemq_2.12	1.2.5		d79ac08bada57812672bbf58b4a2ab9d19e90a92
io.jobial	scase-activemq_2.12	1.2.6		3e12464d4b524682e10ef33074cc45f77269802b
io.jobial	scase-activemq_2.12	1.2.7		f73287b612c739e2ccbeac3c5ef695768a6f487f
io.jobial	scase-activemq_2.12	1.2.8		d7f200a38775cb7351bfdc00e4ccf3359fe730f0
io.jobial	scase-activemq_2.12	1.2.9		afcbc0287cc9654d71a692a5616a35aa0f97da19
io.jobial	scase-activemq_2.12	1.3.0		0d00559fbf80fd6422df506cc3c2417bec8dd6d9
io.jobial	scase-activemq_2.12	1.3.1		e9bd1e4a143f369ed221dafbaf04c20751d92acb
io.jobial	scase-activemq_2.12	1.3.10		addb4f570cf4149cbf678125d03938264f11001b
io.jobial	scase-activemq_2.12	1.3.11		eecd8978f0fb4e0306ecebf348b58415bc743d7e
io.jobial	scase-activemq_2.12	1.3.12		158809fcb3f051b865454e3140d779650691f6f1
io.jobial	scase-activemq_2.12	1.3.13		54ea4975eb575bf4f1f8ce429159d27e28ebeb3f
io.jobial	scase-activemq_2.12	1.3.14		a3bdf1e06f289dc43ed1601b65939ac0d6b2c2ff
io.jobial	scase-activemq_2.12	1.3.15		ce87c07dade3f2e005d814f152b3f92fb4f3089d
io.jobial	scase-activemq_2.12	1.3.16		74b19968d93f31780accfbdd5ff951293e375134
io.jobial	scase-activemq_2.12	1.3.17		96efe5c6f760c82a0bbecd0fca00a4eff6b69b15
io.jobial	scase-activemq_2.12	1.3.18		6056dd5552e2dfacb8a2b7d4a4b8743ff5b08594
io.jobial	scase-activemq_2.12	1.3.19		5ab0f2b4d8c19e03dc3079f8791cd6130aef32db
io.jobial	scase-activemq_2.12	1.3.2		1182dc1c25cfe62473afdc8aabeb35a6204ca833
io.jobial	scase-activemq_2.12	1.3.20		851aedf68102324be6225160ed702a8054bef891
io.jobial	scase-activemq_2.12	1.3.21		faf26dd54b3388a5fae38b112bfe000277d64e08
io.jobial	scase-activemq_2.12	1.3.22		9b620bd09ba1039f2c892d3c750dc60980f21b74
io.jobial	scase-activemq_2.12	1.3.23		e4f16a978891b0f8027dc66c35bedc88df59b347
io.jobial	scase-activemq_2.12	1.3.24		836401a899fd47627b1d2a58eef75d7cc48627b4
io.jobial	scase-activemq_2.12	1.3.25		8d48019fd37bee838636c641bfd281583d37f3bd
io.jobial	scase-activemq_2.12	1.3.26		1bbf037aa6432e1158108b1384caacbfde38f625
io.jobial	scase-activemq_2.12	1.3.27		ef53c5ec3760e9486fa7c597083b6243bb454ec3
io.jobial	scase-activemq_2.12	1.3.28		de97c97da8f46c6f7d4ac47d9d2e79bbc4c628a1
io.jobial	scase-activemq_2.12	1.3.29		69f80c05d5fe52213fb0b4e54e5ef68e7c73c15f
io.jobial	scase-activemq_2.12	1.3.3		ad300d57e9340747a48fbb175a5128fb98cc4f03
io.jobial	scase-activemq_2.12	1.3.30		da02ffde8625f2094b721aab5227c49c5fde001d
io.jobial	scase-activemq_2.12	1.3.31		cc305ed4a70a1e8070573e4d543258cb8b517110
io.jobial	scase-activemq_2.12	1.3.32		0a9ffbdacdb1442172866dfb2cc20d8d21769f87
io.jobial	scase-activemq_2.12	1.3.33		0e10de5f3bf096a7e874931b75e06d5390f0fa5c
io.jobial	scase-activemq_2.12	1.3.34		7b409772178f8de80d4b98bfb12d5e4c43e2948f
io.jobial	scase-activemq_2.12	1.3.35		3e14ae72d9f60232db8fe360b8f0d73ef8b0860e
io.jobial	scase-activemq_2.12	1.3.36		927066712f93e0c5e17dce2850fde5ca4d2133bc
io.jobial	scase-activemq_2.12	1.3.37		4d8dafd36cf74861c2b864548ae7d0126dbadad6
io.jobial	scase-activemq_2.12	1.3.38		1fe346f6c05fff4df6cca054a93e5879f77d032c
io.jobial	scase-activemq_2.12	1.3.39		29d49613390e79ef8d4b0b19d38cb970be32e93b
io.jobial	scase-activemq_2.12	1.3.4		17a2f7d8e2e43e3686d218390ce4ab58dc97f5d0
io.jobial	scase-activemq_2.12	1.3.40		6f4aafa2b43477768e81b06ab4266fb1957e31ee
io.jobial	scase-activemq_2.12	1.3.41		d22fb47c1606373af3c4b25da2a60571ace5f09b
io.jobial	scase-activemq_2.12	1.3.5		5b0d7e1ebb5276414dfa60a046b600992b81caf9
io.jobial	scase-activemq_2.12	1.3.6		57c2206a43beb406a12d063912ba9cfdc6d5f53c
io.jobial	scase-activemq_2.12	1.3.7		652522ec779d03fa05eb6949c71728d24ac562c0
io.jobial	scase-activemq_2.12	1.3.8		27f3ce96014897c14194c8ac14f674a1e2fefb3b
io.jobial	scase-activemq_2.12	1.3.9		c651ea344dad746041aa72a36683fad0dc0d8fdb
io.jobial	scase-activemq_2.12	1.4.0		e7f7f15b9877b85afaa8e89178b4d38693574d6e
io.jobial	scase-activemq_2.12	1.4.1		0f7ae284357a93bc676c435f9785599dadd0a58d
io.jobial	scase-activemq_2.12	1.4.10		2814e67368640ade44820e5da9b646c36d63696a
io.jobial	scase-activemq_2.12	1.4.11		409f2914811989470d7e51d7510e5580d43d1697
io.jobial	scase-activemq_2.12	1.4.2		603e2ae12c2b8057ebc1b4f3391e3382e59135f4
io.jobial	scase-activemq_2.12	1.4.3		287d7381de895808a682e81aa41dd97a94239d09
io.jobial	scase-activemq_2.12	1.4.4		0a5448be0a4ac89131861abfda09d3f9faf4f897
io.jobial	scase-activemq_2.12	1.4.5		cdcc664d5bdd41b39882fb57f2c9c2e3ceebe6c2
io.jobial	scase-activemq_2.12	1.4.6		a90455ec3773af30a5ef66ad611472eb30934ac7
io.jobial	scase-activemq_2.12	1.4.7		10a9345d4cda04592bc80c3b2171b03c826fb8f8
io.jobial	scase-activemq_2.12	1.4.8		a2bb0f3a70e3fb8c8ccde7f41774a38fb7d32387
io.jobial	scase-activemq_2.12	1.4.9		66f2241dad5e2c60cd8237d1ecda087866f0d398
io.jobial	scase-activemq_2.12	2.0.0		7f503c999bf02eba585cd533b92d565039a3ae48
io.jobial	scase-activemq_2.12	2.0.1		f6626e73614cedcbfdeef861e20178d464c6bb48
io.jobial	scase-activemq_2.12	2.0.2		7b0f79ca6f41afd069d0e3417aeaeb97929f0fe7
io.jobial	scase-activemq_2.12	2.1.0		e2a63c6b55c78f502c15b25b422c0584f66912cd
io.jobial	scase-activemq_2.12	2.2.0		0b942934c681994f3f4118ddaeb87ab167b43c2c
io.jobial	scase-activemq_2.12	2.2.1		08c2e258c7791e4baccaf2fa5e0fe894a5089964
io.jobial	scase-activemq_2.12	2.2.2		09c1452b5fc9c049b731c6e4885244e30f707197
io.lumigo	java-tracer	1.0.10		e643c43e08bfd695a08d34f1c883ea3b34085c61
io.lumigo	java-tracer	1.0.11		0ffe7f84104cc67305752832b484acd274a9c277
io.lumigo	java-tracer	1.0.12		351e2a9aafa1d19c48da3c9eaacf7ed4e5ae4fe3
io.lumigo	java-tracer	1.0.13		6ab3be22fdb520db9efc7dc6129237ed140516af
io.lumigo	java-tracer	1.0.14		bb78c9e1d10df644e7534bf1567503edae28b451
io.lumigo	java-tracer	1.0.15		6c9a607b87d4ad4cc5f82e6e8b107cb8f0e6b4e0
io.lumigo	java-tracer	1.0.16		0cfa18cf05cace23dfd550c4c027d28191bf5f66
io.lumigo	java-tracer	1.0.17		a5b29739c060aa5a3e7bcbc225dddde110a717b2
io.lumigo	java-tracer	1.0.18		c272b6b58d306bac8cf5b3650d26678458d1b5bf
io.lumigo	java-tracer	1.0.19		5aca19bfe923c12e67d7d20e0f1c1a121a10f42d
io.lumigo	java-tracer	1.0.20		10c0df36bb82c5e84c805305a5055ec8b814c393
io.lumigo	java-tracer	1.0.21		7544e43e548afadf4971035d96d5fb75f7d040e6
io.lumigo	java-tracer	1.0.22		8f56e3953b2cf6184756440587d1395a9789fb5c
io.lumigo	java-tracer	1.0.23		75687fa542269ff3c5421cd5004ed388861e7b71
io.lumigo	java-tracer	1.0.24		b68685b704b42d4ed1afcdecc9ab71a8e0961ea7
io.lumigo	java-tracer	1.0.25		c284824f02822478cef872ad20c7fb8ac3d3e0b8
io.lumigo	java-tracer	1.0.26		58027372ef34cb5c070cd847b750e25e29b6b39e
io.lumigo	java-tracer	1.0.27		bfda7ee62c71ca14e1bf9855142ecdbe7257b5a1
io.lumigo	java-tracer	1.0.28		277f1ff9ca4634391245bc29fd00567bc2c6ee83
io.lumigo	java-tracer	1.0.29		3024ce72d52fa847c63db7115082ce65fc88fd6f
io.lumigo	java-tracer	1.0.3		49d2c01a4bdc85c31a733ab037621b1caf1ed132
io.lumigo	java-tracer	1.0.30		1aae17320a213afcf6d967de6ba48e187f2c0b78
io.lumigo	java-tracer	1.0.31		964f0e519e79d0619d5601d89c7b43a2c3c055c6
io.lumigo	java-tracer	1.0.32		3e36caa1f1770c976e1e6fb79a53223ea3dcacf5
io.lumigo	java-tracer	1.0.33		1d0b7192d2eb995eff3513269fac177d0ab5280a
io.lumigo	java-tracer	1.0.34		c57de02f4d323967cf4bf769840a01984618d2e5
io.lumigo	java-tracer	1.0.35		b7bc7b08e0017bedbbcee4956fd4198028908340
io.lumigo	java-tracer	1.0.36		6d5b1fc5043ce5024ff63cff8492d482442b6b91
io.lumigo	java-tracer	1.0.37		a0543fa6a8f675ac7f75d65494529383f4594774
io.lumigo	java-tracer	1.0.38		a85b1120f7a12b6d13da954f86a59c7ad1144247
io.lumigo	java-tracer	1.0.39		10ca192e5e570e6984d4433bb933e8f8f5b5053e
io.lumigo	java-tracer	1.0.4		53428203ec69bbe9ef49b6ef1aab145210a0e8f9
io.lumigo	java-tracer	1.0.40		2758a4029da97be757b1eb169fcd81d1c0206e55
io.lumigo	java-tracer	1.0.41		a7ede3f451ccc9f357356854e62fa4c8eafed7ac
io.lumigo	java-tracer	1.0.42		71d7704fa4d4af1ef3a9becd2cad0128ca6f0d4e
io.lumigo	java-tracer	1.0.43		f4049b7bb26da2407cffa69b54d5f3d5b3754bf8
io.lumigo	java-tracer	1.0.44		30c772e91b5eee460db20d40be56e242a5e6dafe
io.lumigo	java-tracer	1.0.45		7fa8cb116af1ec72902d87ce4231fba913bab831
io.lumigo	java-tracer	1.0.46		e4eb6488e6333505ae652cabfa6e58ff1dad5326
io.lumigo	java-tracer	1.0.47		9f5e5081bd0e94c4f85fa9e13e425d520cc5b32c
io.lumigo	java-tracer	1.0.48		94aa3a6bcdb1d8df08a4a4153f868216021006d5
io.lumigo	java-tracer	1.0.49		096142e2999c51266c80e1ae6cf00b1dca8bff84
io.lumigo	java-tracer	1.0.5		c3330fd08a460b299180f113bfd553e785bfc120
io.lumigo	java-tracer	1.0.7		dcb07566f211b70c6e8dfa50981203d49930668d
io.lumigo	java-tracer	1.0.8		47992624a9087d46dce253c6a66e820df78d7eab
io.lumigo	java-tracer	1.0.9		ebe56d8d1e7fa928ef6fea6209d41a196030e973
io.openharmony.tpc.thirdlib	DownloadProgressBar	1.0.0		N/A
io.quarkiverse.langchain4j	quarkus-langchain4j-memory-stores-parent	0.21.0		N/A
io.quarkiverse.langchain4j	quarkus-langchain4j-memory-stores-parent	0.21.0.CR1		N/A
io.quarkiverse.langchain4j	quarkus-langchain4j-memory-stores-parent	0.21.0.CR3		N/A
io.quarkiverse.langchain4j	quarkus-langchain4j-memory-stores-parent	0.21.0.CR4		N/A
io.quarkiverse.langchain4j	quarkus-langchain4j-memory-stores-parent	0.22.0		N/A
io.quarkiverse.langchain4j	quarkus-langchain4j-memory-stores-parent	0.22.0.CR1		N/A
io.quarkiverse.langchain4j	quarkus-langchain4j-memory-stores-parent	0.22.0.CR2		N/A
io.quarkiverse.langchain4j	quarkus-langchain4j-memory-stores-parent	0.23.0		N/A
io.quarkiverse.langchain4j	quarkus-langchain4j-memory-stores-parent	0.23.0.CR1		N/A
io.quarkiverse.langchain4j	quarkus-langchain4j-memory-stores-parent	0.23.0.CR2		N/A
io.quarkiverse.langchain4j	quarkus-langchain4j-memory-stores-parent	0.23.3		N/A
io.quarkiverse.langchain4j	quarkus-langchain4j-memory-stores-parent	0.24.0		N/A
io.quarkiverse.langchain4j	quarkus-langchain4j-memory-stores-parent	0.24.0.CR1		N/A
io.quarkiverse.langchain4j	quarkus-langchain4j-memory-stores-parent	0.24.0.CR2		N/A
io.quarkiverse.langchain4j	quarkus-langchain4j-memory-stores-parent	0.24.0.CR3		N/A
io.quarkiverse.langchain4j	quarkus-langchain4j-memory-stores-parent	0.25.0		N/A
io.quarkiverse.langchain4j	quarkus-langchain4j-memory-stores-parent	0.25.0.CR1		N/A
io.quarkiverse.langchain4j	quarkus-langchain4j-memory-stores-parent	0.25.0.CR2		N/A
io.quarkiverse.langchain4j	quarkus-langchain4j-memory-stores-parent	0.25.0.CR3		N/A
io.quarkiverse.langchain4j	quarkus-langchain4j-memory-stores-parent	0.26.0		N/A
io.quarkiverse.langchain4j	quarkus-langchain4j-memory-stores-parent	0.26.0.CR1		N/A
io.quarkiverse.langchain4j	quarkus-langchain4j-memory-stores-parent	0.26.0.CR2		N/A
io.quarkiverse.langchain4j	quarkus-langchain4j-memory-stores-parent	0.26.1		N/A
io.quarkiverse.langchain4j	quarkus-langchain4j-memory-stores-parent	0.26.2		N/A
io.quarkiverse.langchain4j	quarkus-langchain4j-memory-stores-parent	0.27.0.CR1		N/A
it.unibo.collektive	stdlib-mingwx64	10.0.0		N/A
it.unibo.collektive	stdlib-mingwx64	10.1.0		N/A
it.unibo.collektive	stdlib-mingwx64	10.1.1		N/A
it.unibo.collektive	stdlib-mingwx64	10.1.2		N/A
it.unibo.collektive	stdlib-mingwx64	10.1.3		N/A
it.unibo.collektive	stdlib-mingwx64	10.10.0		N/A
it.unibo.collektive	stdlib-mingwx64	10.11.0		N/A
it.unibo.collektive	stdlib-mingwx64	10.11.1		N/A
it.unibo.collektive	stdlib-mingwx64	10.2.0		N/A
it.unibo.collektive	stdlib-mingwx64	10.3.0		N/A
it.unibo.collektive	stdlib-mingwx64	10.3.1		N/A
it.unibo.collektive	stdlib-mingwx64	10.3.2		N/A
it.unibo.collektive	stdlib-mingwx64	10.4.0		N/A
it.unibo.collektive	stdlib-mingwx64	10.5.0		N/A
it.unibo.collektive	stdlib-mingwx64	10.5.1		N/A
it.unibo.collektive	stdlib-mingwx64	10.5.2		N/A
it.unibo.collektive	stdlib-mingwx64	10.5.3		N/A
it.unibo.collektive	stdlib-mingwx64	10.6.0		N/A
it.unibo.collektive	stdlib-mingwx64	10.7.0		N/A
it.unibo.collektive	stdlib-mingwx64	10.8.0		N/A
it.unibo.collektive	stdlib-mingwx64	10.9.0		N/A
it.unibo.collektive	stdlib-mingwx64	11.0.0		N/A
it.unibo.collektive	stdlib-mingwx64	11.0.1		N/A
it.unibo.collektive	stdlib-mingwx64	11.0.2		N/A
it.unibo.collektive	stdlib-mingwx64	11.1.0		N/A
it.unibo.collektive	stdlib-mingwx64	11.1.1		N/A
it.unibo.collektive	stdlib-mingwx64	11.1.2		N/A
it.unibo.collektive	stdlib-mingwx64	11.1.3		N/A
it.unibo.collektive	stdlib-mingwx64	11.2.0		N/A
it.unibo.collektive	stdlib-mingwx64	12.0.0		N/A
it.unibo.collektive	stdlib-mingwx64	12.0.1		N/A
it.unibo.collektive	stdlib-mingwx64	12.0.2		N/A
it.unibo.collektive	stdlib-mingwx64	12.0.3		N/A
it.unibo.collektive	stdlib-mingwx64	12.1.1		N/A
it.unibo.collektive	stdlib-mingwx64	12.2.0		N/A
it.unibo.collektive	stdlib-mingwx64	12.2.1		N/A
it.unibo.collektive	stdlib-mingwx64	12.2.2		N/A
it.unibo.collektive	stdlib-mingwx64	12.3.0		N/A
it.unibo.collektive	stdlib-mingwx64	12.3.1		N/A
it.unibo.collektive	stdlib-mingwx64	12.3.3		N/A
it.unibo.collektive	stdlib-mingwx64	13.0.0		N/A
it.unibo.collektive	stdlib-mingwx64	13.1.0		N/A
it.unibo.collektive	stdlib-mingwx64	13.1.1		N/A
it.unibo.collektive	stdlib-mingwx64	14.0.0		N/A
it.unibo.collektive	stdlib-mingwx64	15.0.0		N/A
it.unibo.collektive	stdlib-mingwx64	16.0.0		N/A
it.unibo.collektive	stdlib-mingwx64	16.0.1		N/A
it.unibo.collektive	stdlib-mingwx64	16.1.0		N/A
it.unibo.collektive	stdlib-mingwx64	16.1.1		N/A
it.unibo.collektive	stdlib-mingwx64	17.0.0		N/A
it.unibo.collektive	stdlib-mingwx64	17.0.1		N/A
it.unibo.collektive	stdlib-mingwx64	17.0.2		N/A
it.unibo.collektive	stdlib-mingwx64	17.1.0		N/A
it.unibo.collektive	stdlib-mingwx64	17.1.1		N/A
it.unibo.collektive	stdlib-mingwx64	17.1.2		N/A
it.unibo.collektive	stdlib-mingwx64	17.1.3		N/A
it.unibo.collektive	stdlib-mingwx64	17.2.0		N/A
it.unibo.collektive	stdlib-mingwx64	17.2.1		N/A
it.unibo.collektive	stdlib-mingwx64	17.2.2		N/A
it.unibo.collektive	stdlib-mingwx64	18.0.0		N/A
it.unibo.collektive	stdlib-mingwx64	19.0.0		N/A
it.unibo.collektive	stdlib-mingwx64	19.1.0		N/A
it.unibo.collektive	stdlib-mingwx64	20.0.0		N/A
it.unibo.collektive	stdlib-mingwx64	20.1.0		N/A
it.unibo.collektive	stdlib-mingwx64	20.2.0		N/A
it.unibo.collektive	stdlib-mingwx64	20.2.1		N/A
it.unibo.collektive	stdlib-mingwx64	20.2.2		N/A
it.unibo.collektive	stdlib-mingwx64	20.2.3		N/A
it.unibo.collektive	stdlib-mingwx64	21.0.0		N/A
me.rahimklaber	stellar_kt-native	0.0.1		N/A
me.rahimklaber	stellar_kt-native	0.0.2		N/A
me.rahimklaber	stellar_kt-native	0.0.3		N/A
net.sf.ingenias	jadeTools	3.7		5859109cfa6d9365dd608f29247b8b6f7cfb5408
org.alluxio	alluxio-integration-mesos	1.3.0		e0b810c55b4af438e2f80762cb1107e304857dcb
org.alluxio	alluxio-integration-mesos	1.4.0		0aa3a70399953840c5f832a87db1a736db0ca514
org.alluxio	alluxio-integration-mesos	1.5.0		87912608e4182004112821b97b9149d77d0fd676
org.alluxio	alluxio-integration-mesos	1.6.0		8325a949f231d1f977c548fff04f6b1507523877
org.alluxio	alluxio-integration-mesos	2.0.0		9b2c6fbfa3966a3ae408baafd2cc32d86490094b
org.alluxio	alluxio-integration-mesos	2.0.0-preview		21498c03b762eba0d0513a81f808f7ffbbcec307
org.alluxio	alluxio-integration-mesos	2.1.0		1a1a867e6fa5095af31e1ceebda7edb64c3f87f5
org.andromda.timetracker	timetracker-ejb3-core	3.4		f22d200a877557bfe727612275772ac15c1e9231
org.andromda.timetracker	timetracker-ejb3-core	3.4	client	2eea7bed6c51193cd793f27fc1a3c676f778797b
org.anyboot	anyboot-start-jdbc	8.5.7.2512-20220815		N/A
org.anyboot	anyboot-start-jdbc	8.5.7.2512-20220816		N/A
org.anyboot	anyboot-start-jdbc	8.5.7.2512-20220818		N/A
org.anyboot	anyboot-start-jdbc	8.5.7.2512-20220819		N/A
org.anyboot	anyboot-start-jdbc	8.5.7.2512-20220820		N/A
org.anyboot	anyboot-start-jdbc	8.5.7.2512-20220822		N/A
org.anyboot	anyboot-start-jdbc	8.5.7.2512-20220825		N/A
org.anyboot	anyboot-start-jdbc	8.5.7.2512-20220906		N/A
org.anyboot	anyboot-start-jdbc	8.5.7.2512-20220907		N/A
org.anyboot	anyboot-start-jdbc	8.5.7.2512-20220908		N/A
org.anyboot	anyboot-start-jdbc	8.5.7.2512-20220920		N/A
org.anyboot	anyboot-start-jdbc	8.5.7.2512-20220922		N/A
org.anyboot	anyboot-start-jdbc	8.6.1.2612-20221008		N/A
org.anyboot	anyboot-start-jdbc	8.6.1.2612-20221009		N/A
org.anyboot	anyboot-start-jdbc	8.6.1.2612-20221010		N/A
org.anyboot	anyboot-start-jdbc	8.6.1.2612-20221026		N/A
org.anyboot	anyboot-start-jdbc	8.6.1.2612-20221027		N/A
org.anyboot	anyboot-start-jdbc	8.6.1.2612-20221028		N/A
org.anyboot	anyboot-start-jdbc	8.6.1.2612-20221105		N/A
org.anyboot	anyboot-start-jdbc	8.6.1.2612-20221110		N/A
org.anyboot	anyboot-start-jdbc	8.6.1.2612-20221111		N/A
org.anyboot	anyboot-start-jdbc	8.6.1.2612-20221116		N/A
org.anyboot	anyboot-start-jdbc	8.6.1.2612-20221122		N/A
org.anyboot	anyboot-start-jdbc	8.6.1.2612-20221123		N/A
org.anyboot	anyboot-start-jdbc	8.6.1.2612-20221129		N/A
org.anyboot	anyboot-start-jdbc	8.6.1.2612-20221130		N/A
org.anyboot	anyboot-start-jdbc	8.6.1.2612-20221201		N/A
org.anyboot	anyboot-start-jdbc	8.6.1.2612-20221202		N/A
org.anyboot	anyboot-start-jdbc	8.6.1.2612-20221207		N/A
org.anyboot	anyboot-start-jdbc	8.6.1.2612-20221209		N/A
org.anyboot	anyboot-start-jdbc	8.6.1.2612-20221212		N/A
org.anyboot	anyboot-start-jdbc	8.6.1.2612-20221216		N/A
org.anyboot	anyboot-start-jdbc	8.6.1.2612-20221223		N/A
org.anyboot	anyboot-start-jdbc	8.6.1.2612-20221226		N/A
org.anyboot	anyboot-start-jdbc	8.6.1.2612-20221229		N/A
org.anyboot	anyboot-start-jdbc	8.6.1.2612-20221230		N/A
org.anyboot	anyboot-start-jdbc	8.6.1.2612-20230103		N/A
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	2.0.0		cbf34721da24dc754650562239561a8a34492758
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	2.0.0-alpha		758df28257c33fbf47bd05d07b4348b6a1ab7041
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	2.0.1		b9ee232e714010f76366adac802dcaa224aa21db
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	2.0.2		2a03b6c293f3cbe788775ae57e39cbd4e07a6d86
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	2.0.3		f6f2a1a0bd6d099969bde63c2f85745972de953a
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	2.0.4		2cb19d2cd8c06eff34c5fdb446d09d041f9d4cbb
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	2.0.5		5b0aeb490058e536f81dd206b98ea51e8399519e
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	2.0.6		352571b2fbefbaf7f10cc2cefe0a70593d8d0c78
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	2.0.7		e7e71f0f71008b533ca3c6e85768ae3619ae2b11
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	2.0.8		b831f595f98bc80745132d6a21b88614dcdef8ac
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	2.0.9		f87ca16d47b8b2cfbdaa50a03c3f6f4f061f2a3b
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	3.0.0		bfbe31e4f94bb82ce91328a7a6e77fe6d8efcab2
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	3.0.0-alpha		eb5dffb064b1c91d3c5424fa5706b278acb79dc2
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	3.0.0-beta-1		29ffceb518e0a47101502cd341a5eabcfd7ec5b7
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	3.0.0-beta-2		2c857032203a4b6ca80f22e3f686498e5fd59fa2
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	3.0.1		e9c37e5f79e884886588532ea7a9c615ce5794e3
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	3.0.2		dfbabe5e2eb4f17a6a80dbce980808686024b541
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	3.0.3		150de7907524c31a579330c314d3413b0fc468be
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	3.0.4		f336eb1fb40ba9d8798a8a4841ccb53361ef0142
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	3.0.5		a9806df53aead38bb9ff14c683b6fc6d8cee1295
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	3.0.6		8e0459df009a1417bf79c88f1ca7a0eb3ed0a42c
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	3.1.0		eb920c10c4efdc1721823ad76c861379e2795da4
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	3.1.1		231f44535ebca37f9e21f9bd1cc596ab1a79f436
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	3.1.2		3a490130b2f301ddda693ee8c138529a8fd328d4
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	3.1.3		8764612d6d61dccf907b45dedfd634377f2c72b7
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	3.1.4		35f54721ab6e45ba1449e89d367699348cc1a94c
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	3.1.5		453cfc6fbfb7a1575b3c7259fd0879183011f993
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	3.1.6		098b28c8b058c4af805bbf23ac0cf837c7121263
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	3.1.7		ca8ba12394a2940e147a35c16dd1f7249f7c5d4a
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	3.1.8		6b49e788c6231d6437f2483f979cbfeb04c28008
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	3.1.9		743e1cff658b28397dca42d11295c924a1976baf
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	3.2.0		dd6c453df7790bb10f98d07b2557773430484ee9
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	3.2.1		d75d55add83ef8cd5220fc80e16f5e23580f43c6
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	3.3.0-alpha		1b6d09da5efa402ff52aa9db1e55e4dacf0d5a07
org.apache.dolphinscheduler	dolphinscheduler-task-sqoop	3.3.0-alpha	shade	e2514cd4e045733f3f288278926adf63d2561335
org.apache.geronimo.configs	activemq-broker-blueprint	3.0-M1		N/A
org.apache.geronimo.configs	activemq-broker-blueprint	3.0-beta-1		N/A
org.apache.geronimo.configs	activemq-broker-blueprint	3.0.0		N/A
org.apache.geronimo.configs	activemq-broker-blueprint	3.0.1		N/A
org.apache.isis.testing	isis-testing-hsqldbmgr-ui	2.0.0-M3		b21b7e4bde13c9f41b0fb90429f3c17f770a0a51
org.apache.isis.testing	isis-testing-hsqldbmgr-ui	2.0.0-M4		7ad5a0794250b76766b3984f38ed5b1c2994b31e
org.apache.isis.testing	isis-testing-hsqldbmgr-ui	2.0.0-M5		2024497b34c794f4cdc5b57b6f633d2db2c2612c
org.apache.isis.testing	isis-testing-hsqldbmgr-ui	2.0.0-M6		5c5581dea5448b6da39548c1b5e51ebaa4e0ebf1
org.apache.isis.testing	isis-testing-hsqldbmgr-ui	2.0.0-M7		863f87ef9ac0fdf31265dd7c84a0869b3d786a0a
org.apache.isis.testing	isis-testing-hsqldbmgr-ui	2.0.0-M8		4211139da4934438691b42e6ad87e0648b1679ec
org.apache.isis.testing	isis-testing-hsqldbmgr-ui	2.0.0-M9		49bba3a9c238a88b71fc7425cadf022246015d43
org.apache.nifi	nifi-database-dialect-service-nar	2.2.0		N/A
org.apache.nifi	nifi-database-dialect-service-nar	2.3.0		N/A
org.apache.nifi	nifi-database-dialect-service-nar	2.4.0		N/A
org.apache.shenyu	shenyu-plugin-ai	2.7.0.1		N/A
org.blocks4j.reconf	reconf-parent	3.0.0		N/A
org.blocks4j.reconf	reconf-parent	3.0.10		N/A
org.blocks4j.reconf	reconf-parent	3.0.11		N/A
org.blocks4j.reconf	reconf-parent	3.0.3		N/A
org.blocks4j.reconf	reconf-parent	3.0.4		N/A
org.blocks4j.reconf	reconf-parent	3.0.5		N/A
