biz.cgta	serland-jvm_2.10	0.1.0		e85e91841900e24d8dbe1148a96c9818a9847786
com.lihaoyi	ammonite_2.11.6	COMMIT-49775a8		073d9b0d9a8adb36d6e02781783f72c35726738d
com.lihaoyi	ammonite_2.11.6	COMMIT-49d9e0c		d1bd5e02d71db14f6afb4cbaa4678e1a9ce787d6
com.lihaoyi	ammonite_2.11.6	COMMIT-49e007d		05428af06f8c9ca4c1c65c724c2ddd6bd5044912
com.lihaoyi	ammonite_2.11.6	COMMIT-4caf560		8bd1f6af7f081b680749c5c49961a3fe57d0e3a4
com.lihaoyi	ammonite_2.11.6	COMMIT-4d2a824		f2975cbf8611e75e08efd23aa1ee9df67264a330
com.lihaoyi	ammonite_2.11.6	COMMIT-4e858ab		bd528befba1bc54a91166ba3f8b40388ba88bd49
com.lihaoyi	ammonite_2.11.6	COMMIT-54cfca3		d561343c5450e5b504c72264eeec239ab0e68589
com.lihaoyi	ammonite_2.11.6	COMMIT-55bdace		cdf57a939cac5a24e402c506c30f367f67014c5d
com.lihaoyi	ammonite_2.11.6	COMMIT-57db3a8		d4dd37598d435ce07e90621e6cbfc24890990cce
com.lihaoyi	ammonite_2.11.6	COMMIT-586ebfa		e5ebeb68749149cbfdb9a0fe6f9f25f94b4cf5f9
com.lihaoyi	ammonite_2.11.6	COMMIT-5a44e34		453481d4dcf00d3e69204cde8733c39b8f402965
com.lihaoyi	ammonite_2.11.6	COMMIT-5abc379		51da5cf5c6067c58e6ea09b3e34f3f3cce9d9b23
com.lihaoyi	ammonite_2.11.6	COMMIT-5ad48f3		47435667a107f41c80b129588fd8c942af0b660a
com.lihaoyi	ammonite_2.11.6	COMMIT-5d0aa4f		b5a7cc948ac6ca17d5244dee8576ef01a32db841
com.lihaoyi	ammonite_2.11.6	COMMIT-5d5467d		08748c512f2b6483d3051e439a61e9d2c552462d
com.lihaoyi	ammonite_2.11.6	COMMIT-6079a1b		60bbbbaa6ea3fab06f625e324ce9e9c289733bfb
com.lihaoyi	ammonite_2.11.6	COMMIT-625d760		bd2845d4b7b18b849cdb150940c283bdc5ba9673
com.lihaoyi	ammonite_2.11.6	COMMIT-641b527		0c61dd6e42bba00557487d0c9b4c52adb46186cb
com.lihaoyi	ammonite_2.11.6	COMMIT-6556555		312d8560d55e783cdb25faae8e30d47499fd6188
com.lihaoyi	ammonite_2.11.6	COMMIT-65f4908		ff66902aca432e39432b1ace0ac09b90efd01ac0
com.lihaoyi	ammonite_2.11.6	COMMIT-666f496		f1695979ba964917d6ddcfdfb117beb7ab37ec7b
com.lihaoyi	ammonite_2.11.6	COMMIT-66e3ced		d6a99871c4cc6a21f6af51f89182c63a000c33b2
com.lihaoyi	ammonite_2.11.6	COMMIT-67a4081		f9b53c942fb397ebfa34f3efc7f2a1567451618d
com.lihaoyi	ammonite_2.11.6	COMMIT-6883f48		69774eb7095472a4e8509944a10cb59ea1489089
com.lihaoyi	ammonite_2.11.6	COMMIT-690b09f		63e68537e3937b11fc362ce0612dddbf340c3e49
com.lihaoyi	ammonite_2.11.6	COMMIT-6993be5		2b6d631ad1637db9e442663b89257fb1c3d2b8c7
com.lihaoyi	ammonite_2.11.6	COMMIT-6999ec7		1c3f7cc18b51f521ef15578d935922d902e0745d
com.lihaoyi	ammonite_2.11.6	COMMIT-6b4d463		a9b50bf8237e7cd5fb88948e0d116fce3ccbf006
com.lihaoyi	ammonite_2.11.6	COMMIT-6bc4ddd		372988b11d0265e36972a69ed6e6a7e60092d9b7
com.lihaoyi	ammonite_2.11.6	COMMIT-6d5abe9		1396deba3c705e2eb82a752fa29db57bc99cb8d1
com.lihaoyi	ammonite_2.11.6	COMMIT-6f0e5a9		717802f6c4f1daba2f7cad5bc4303791d4f0be10
com.lihaoyi	ammonite_2.11.6	COMMIT-6f558e9		597f8a54cf97167014eac1de384030ef0504cb60
com.lihaoyi	ammonite_2.11.6	COMMIT-717eac5		942d339645122d545a8023c6797b749b476038e5
com.lihaoyi	ammonite_2.11.6	COMMIT-722391e		6cf2ce247ad111cf2b04d5004f07d85e27c1bfbc
com.lihaoyi	ammonite_2.11.6	COMMIT-7265b89		93ac00ca5a1fcc4b356eda01d9bd7de6b3177751
com.lihaoyi	ammonite_2.11.6	COMMIT-729f6e0		661c344bdf2787e8c6374609b89b21e05a322fd0
com.lihaoyi	ammonite_2.11.6	COMMIT-7608d6f		b18a49879d4f2b189ee33ae5334a118ab86c215b
com.lihaoyi	ammonite_2.11.6	COMMIT-7784517		6f371a3a91b6fcefc264f154d2be2179d94398f1
com.lihaoyi	ammonite_2.11.6	COMMIT-7837dbd		f3dcdbf21b4be76a148e17d52081ab11156d139a
com.lihaoyi	ammonite_2.11.6	COMMIT-796ec73		1cb4a8ad27d5048e087a186ef3e0c16764a741aa
com.lihaoyi	ammonite_2.11.6	COMMIT-7af9273		771521b7cb8b79530c0ffed95aff18c9ea942c39
com.lihaoyi	ammonite_2.11.6	COMMIT-7b06800		85edb538837c22ba735a12154c8b884f2d830b2d
com.lihaoyi	ammonite_2.11.6	COMMIT-7d2a7bb		ebc6758e8f8c08b5823e03f10bce2e1173a1e17c
com.lihaoyi	ammonite_2.11.6	COMMIT-7d7b824		cbb0397886f59ea0668dea6276c2d0038fc5ad70
com.lihaoyi	ammonite_2.11.6	COMMIT-7e9b82d		b3883f0d73f7d93e3af44d55a6d9e2db5f1b2fe3
com.lihaoyi	ammonite_2.11.6	COMMIT-7f74ca2		f19f80c1841f57e33a06504b4bd698518e1a8fb7
com.lihaoyi	ammonite_2.11.6	COMMIT-7fb934a		6d6a48b38f59dd7129cf08cb9119162095c79341
com.lihaoyi	ammonite_2.11.6	COMMIT-81da8b4		d7cdd844ea320028d9c33bcec2da5b0a4d753799
com.lihaoyi	ammonite_2.11.6	COMMIT-82ef524		f01d31b9f9f15162ef3ba8690f2eb1716ad06d42
com.lihaoyi	ammonite_2.11.6	COMMIT-832376b		96f120531b33528d4b00121bc91a675208f15c6d
com.lihaoyi	ammonite_2.11.6	COMMIT-849e5e7		e355ead9d55f431332b9fa9d8a2704a978539957
com.lihaoyi	ammonite_2.11.6	COMMIT-85bb3cc		6a59bebe86321f047ee7c206e60176a7899d42bc
com.lihaoyi	ammonite_2.11.6	COMMIT-88e8322		26bfd65b0c1c35ad3c410eeef29f3156dc9e6592
com.lihaoyi	ammonite_2.11.6	COMMIT-8a85582		27abbb2820ec9b694f1a27f9a0eadf62a9a1ea53
com.lihaoyi	ammonite_2.11.6	COMMIT-8af3ceb		b0f09f8fd925025c5fcf6a2dabbfd6ba884cf14b
com.lihaoyi	ammonite_2.11.6	COMMIT-8b103a7		55fe38d4a4eaa5c5548d878540fe1beea321ee8a
com.lihaoyi	ammonite_2.11.6	COMMIT-8bb102b		ef8b176fdb30e47282f22962f63415d133bce9f5
com.lihaoyi	ammonite_2.11.6	COMMIT-8c3248e		52a7eda63d0e232fff876f0f63147c68e7d01d91
com.lihaoyi	ammonite_2.11.6	COMMIT-90107d1		681d9506a281ddb98766f8f2a7abeb226068c02c
com.lihaoyi	ammonite_2.11.6	COMMIT-90afc77		ffd473a08b384ae576668e55dbb984009a41fed8
com.lihaoyi	ammonite_2.11.6	COMMIT-911db21		6d036fce523a873494034f22dc55dba23310bdf5
com.lihaoyi	ammonite_2.11.6	COMMIT-954ba33		617f9340729b4b89e86139f8fd0855e71a9e00ba
com.lihaoyi	ammonite_2.11.6	COMMIT-963de4e		c79b7d89b292500fd70e74614f303fa06f7904a2
com.lihaoyi	ammonite_2.11.6	COMMIT-965ac46		f9b85e753df522406da2884e21926a7b17032c1b
com.lihaoyi	ammonite_2.11.6	COMMIT-980241f		2bd23d3ae68b4f290273e2da48251ffa0e027c8a
com.lihaoyi	ammonite_2.11.6	COMMIT-9a0c949		7cd71c20ee17ea9af5b65e6776e5efa0179d4c35
com.lihaoyi	ammonite_2.11.6	COMMIT-9cb3804		b634bf93e0178d6e5a50a1e2f9bc24b5b20c091b
com.lihaoyi	ammonite_2.11.6	COMMIT-9d0d16f		0adb68b3d53327dcc4195e74acd8292c642d4474
com.lihaoyi	ammonite_2.11.6	COMMIT-9ef47e5		945862c5c909bcad35e69c3aa4e6ed1205d6de7f
com.lihaoyi	ammonite_2.11.6	COMMIT-9f8f9df		ade8f6fcbccf49e030ef5a4746ba078c9a9ee369
com.lihaoyi	ammonite_2.11.6	COMMIT-a0d5f97		6dcc310db6777fc4c701e6572a53fc89184be4d5
com.lihaoyi	ammonite_2.11.6	COMMIT-a6bc113		1c8c8a5f0409f47e2297134aca2eab77f081000a
com.lihaoyi	ammonite_2.11.6	COMMIT-a72a9a0		f9ffe8ad5662ed371a142c097d710e7ea673998c
com.lihaoyi	ammonite_2.11.6	COMMIT-a8021a4		7671bbbf170b45cddd92dbe7ff3d244deae57fa2
com.lihaoyi	ammonite_2.11.6	COMMIT-a8602d5		665f7bf4b5a7131a9757229d751265b4c97cbed2
com.lihaoyi	ammonite_2.11.6	COMMIT-a9b7887		bcf8393c5640bc5b3713da7c071fda02adfca30c
com.lihaoyi	ammonite_2.11.6	COMMIT-aaaaccd		177dc74a29d8d6788abc6181303d7f1a9f83c982
com.lihaoyi	ammonite_2.11.6	COMMIT-abf8df7		38d1032701a7a3bc4a138088604168f81ccb75ee
com.lihaoyi	ammonite_2.11.6	COMMIT-ac93d7c		741dbbca1ab353508bb9eb2799f2377367cf92d5
com.lihaoyi	ammonite_2.11.6	COMMIT-ad2d7bc		486a03e7e31178b2527bf31cf5f4a6d00f83fca1
com.lihaoyi	ammonite_2.11.6	COMMIT-b114a80		14611ca1d2f2932ffc3b443651c8a637df715fb8
com.lihaoyi	ammonite_2.11.6	COMMIT-b456824		af8c7b6bac60a5c6c35f6d3270f2f032d49db42a
com.lihaoyi	ammonite_2.11.6	COMMIT-b640854		2a0c23273839eff6a8db934eed7f11972ffac6af
com.lihaoyi	ammonite_2.11.6	COMMIT-b742940		1f07ced96ba0f7631d2c41abbf9e27314a544aff
com.lihaoyi	ammonite_2.11.6	COMMIT-b77b18b		e8cfee59ba1c16d010ef336010c4bdbffdaa51f4
com.lihaoyi	ammonite_2.11.6	COMMIT-b8325cb		166768ae0b0246e78d079f0778f177aeb2061b69
com.lihaoyi	ammonite_2.11.6	COMMIT-babf816		954bca89fbcedc54015de17025ed1a25e0a4e5f3
com.lihaoyi	ammonite_2.11.6	COMMIT-bb6e12f		fc2a15948d623047c37b96e50cc2eaabf1b386e5
com.lihaoyi	ammonite_2.11.6	COMMIT-bc30c11		983d64a5988dbe52fcb5bb8cbd0d8887a10399a1
com.lihaoyi	ammonite_2.11.6	COMMIT-bc9b16d		a532e7d628ae9715c107a61e3703d251bd6190de
com.lihaoyi	ammonite_2.11.6	COMMIT-bf04f83		6688582984457986018970711ac772ff00aa8569
com.lihaoyi	ammonite_2.11.6	COMMIT-bfa54a5		ce71ecbeec8429ca09ef77406edf1aef32237a47
com.lihaoyi	ammonite_2.11.6	COMMIT-c2f90da		43fb1459a32c7c0c3cde0d8048901e26f4978912
com.lihaoyi	ammonite_2.11.6	COMMIT-c4dd64f		b2aff3bbdf8964f85dd818b6db704c59aaa8abba
com.lihaoyi	ammonite_2.11.6	COMMIT-c810260		65609079da3f9e3e3701365d615cb6af315b81cd
com.lihaoyi	ammonite_2.11.6	COMMIT-c85c7d7		0219094dbb23b5345a76932ef2b3a9191998b747
com.lihaoyi	ammonite_2.11.6	COMMIT-c8c1ded		dbfe8d046b52efbc2e491a79e93061159e64d4d2
com.lihaoyi	ammonite_2.11.6	COMMIT-cbf3b24		bdaa52a5c06321d3eb10a0c405f35d695226f0a1
com.lihaoyi	ammonite_2.11.6	COMMIT-cc9941d		a5ab29ea2f7696e9dd4eb69eda25dc7d7086bb00
com.lihaoyi	ammonite_2.11.6	COMMIT-cd50520		8fa28bc1539b4e115d276e4c1ae6c115cb1aa4cf
com.lihaoyi	ammonite_2.11.6	COMMIT-cf4dd5a		4be040cdbed2b2798948b44cf50738338e15b15c
com.lihaoyi	ammonite_2.11.6	COMMIT-d2e00a9		1cf3a418473dc11dbf3c476cbe703d62b8db4a70
com.lihaoyi	ammonite_2.11.6	COMMIT-d32e120		e0e2a8362efd026878b0adeab319ec8ec7ef7c7f
com.lihaoyi	ammonite_2.11.6	COMMIT-d5fa784		6a04ab6d47a6d52eff64bf22d98b4d54e066ab59
com.lihaoyi	ammonite_2.11.6	COMMIT-d6b3604		b6eee0150c1659d9c3ddb8f927559332059b7e14
com.lihaoyi	ammonite_2.11.6	COMMIT-d6fdf82		9a8eb4f4cbf3a5de4d6140e4a80ffed4936f3edf
com.lihaoyi	ammonite_2.11.6	COMMIT-d7b5165		ff0a6e3d64601a8ef7156352cbc897f825249358
com.lihaoyi	ammonite_2.11.6	COMMIT-d7e3a86		4d2342f96c9bf287f036ae76069b3f1ee89d6693
com.lihaoyi	ammonite_2.11.6	COMMIT-d81fb74		40849f11f877327e81ee2f15cf23469255ae4ac0
com.lihaoyi	ammonite_2.11.6	COMMIT-d83cfae		a09732a4f6f8ea35659c29f282d4dab1f637cdc0
com.lihaoyi	ammonite_2.11.6	COMMIT-d8b32a3		0a58b3ed5d1383378697c5730231c50c25c9ee17
com.lihaoyi	ammonite_2.11.6	COMMIT-da1e941		02d3a79b176c392ba0b6c20c13170af380019c50
com.lihaoyi	ammonite_2.11.6	COMMIT-db07f18		fe9cb170b2176990b5affeb78fafde2a0fa079a4
com.lihaoyi	ammonite_2.11.6	COMMIT-dc37a7f		f62bee01c89f4614aeddf5791f49c566ea8d3445
com.lihaoyi	ammonite_2.11.6	COMMIT-de2b9f2		4ea84bf9ca96a58a0654dd5695521639a999c0ca
com.lihaoyi	ammonite_2.11.6	COMMIT-dfe5927		a3f073bff3be35a2adc78a02bf4f11d2e581f463
com.lihaoyi	ammonite_2.11.6	COMMIT-e00c88b		aaa5da1db0e315332ae7b44c5ac6b4c21a2fe1d8
com.lihaoyi	ammonite_2.11.6	COMMIT-e020311		fa76f7fdbd0da973ff665cf3fe3e69cd86fcd8cb
com.lihaoyi	ammonite_2.11.6	COMMIT-e0fb186		eac520a772a3b952840539d7218fc8e853075680
com.lihaoyi	ammonite_2.11.6	COMMIT-e15a426		50b012c2b281b58d7087f042d5c182f1d49cba60
com.lihaoyi	ammonite_2.11.6	COMMIT-e34b984		68f39ff37743b03d947ccdb36e5a7321b819ba2e
com.lihaoyi	ammonite_2.11.6	COMMIT-e37c568		d77d972110d23053f650f1770d827b71b7f4252e
com.lihaoyi	ammonite_2.11.6	COMMIT-e45eae5		5474602fa74f6c244667ff7b1916f4ea1bf75f46
com.lihaoyi	ammonite_2.11.6	COMMIT-e4e73e7		aa9fbbb57c209efc7baa8fdaa37d598888b2bc0f
com.lihaoyi	ammonite_2.11.6	COMMIT-e93df57		2d6d3aedaa1887126ee46bb0716aee23eed5f459
com.lihaoyi	ammonite_2.11.6	COMMIT-e9fda7d		8a997751169746b2c711367352e9eed53ef80e64
com.lihaoyi	ammonite_2.11.6	COMMIT-efd305b		f3958b84b5a26dc3ba256a0ec3c4e69554d7b9cd
com.lihaoyi	ammonite_2.11.6	COMMIT-f08ca71		c573e55f67452ed0744b339a386c5bcd28440746
com.lihaoyi	ammonite_2.11.6	COMMIT-f0e9b0a		10006c6f78fd4d90f28b1afba4b56d93ba3090a9
com.lihaoyi	ammonite_2.11.6	COMMIT-f3fb8cd		0264dba46c1be5f60b352d2cfe4c935fa9b2b1db
com.lihaoyi	ammonite_2.11.6	COMMIT-f6a1903		fbb658cdcebed996347dd28f308d974bdbda7773
com.lihaoyi	ammonite_2.11.6	COMMIT-f6e34a8		a53aa6e2b750cfade59346dce8ba8932ffe9caab
com.lihaoyi	ammonite_2.11.6	COMMIT-f77f1c2		773f2429656bcb55afef23ec2224c4bf460c5d92
com.lihaoyi	ammonite_2.11.6	COMMIT-f91419e		ad917693aea1a0ac43be828e971420aca9219bb6
com.lihaoyi	ammonite_2.11.6	COMMIT-f952eb7		3ec143029feb13104b16e99c261c75d89af0e270
com.lihaoyi	ammonite_2.11.6	COMMIT-fabce69		8a9493a36e4b13cbf73ddd63cde4558ecc6e329c
com.lihaoyi	ammonite_2.11.6	COMMIT-fbd9e49		acb05c9c62bba6c4a29d29b55be7cc0d82e4fefc
com.lihaoyi	ammonite_2.11.6	COMMIT-ff563f2		96e72edefec052bbfd1ab919080e6ba4e6578326
com.lihaoyi	ammonite_2.11.6	COMMIT-ffdaa96		dfdb1e0c822d9f6899b3232d5ebac1fd77e98f28
com.malliina	primitives_2.11	1.3.2		dcd957272964dc225bd61eb00b10506811671fe8
com.malliina	primitives_2.11	1.3.3		03cd1be019416b3560c613fbe725b4607432924a
com.malliina	primitives_2.11	1.3.5		5fcd4f0e00e7e0e4e0f81352e229ad6b512959aa
com.malliina	primitives_2.11	1.6.2		40173f22d641055cea3e6ea629981742c9790dbf
com.malliina	primitives_2.11	1.6.3		b5f5c8918c75bcad3510a3ac0942f9a2f3df808e
com.malliina	primitives_2.11	1.7.0		bc727ca8fba6f528c1ac2be17896d1714997e17e
com.malliina	primitives_2.11	1.7.1		4619381ae73133038904baa261eab75947d99c0e
com.malliina	primitives_2.11	1.8.1		09cb1278c7f7ccc96c7b34872688f6ae1109987f
com.malliina	primitives_2.11	1.9.0		63eb5b5922ff613acb9654bdeb1508bb0b841e45
com.noleme	noleme-flow-connect-bitey-dataframe	0.5		eea39727697f5aa6e117a9d23c7ca73b1884b7fc
com.noleme	noleme-flow-connect-bitey-dataframe	0.6		ebe7779043cd2aea3cd29959564a423d9a99f3e3
com.noleme	noleme-flow-connect-bitey-dataframe	0.7		c0b0288523298947bd2015b88a594a1077fe607a
com.noleme	noleme-flow-connect-bitey-dataframe	0.7.1		6ab5b9f4d156051d2cc6de2d3f1e653466d01217
com.noleme	noleme-flow-connect-bitey-dataframe	0.8		d4080e2838164769dcce0b4b9cf30edd39ef1d79
com.noleme	noleme-flow-connect-bitey-dataframe	0.8.1		50476bcd70d6b52b238b72365239b5910aa5cf34
com.noleme	noleme-flow-connect-bitey-dataframe	0.8.2		9a4e6b7636aad212e6577c26303baea38fbc931f
com.noleme	noleme-flow-connect-bitey-dataframe	0.8.3		2166b310b262716cca4ff5b97ebe804b61bcce31
com.smartling.api	smartling-job-batches-api	0.11.0		4c53116ef02944569597971e39319f5b0c4889ce
com.smartling.api	smartling-job-batches-api	0.11.2		1e368333a497dd328e689f3066ea6cd6c75fdd64
com.smartling.api	smartling-job-batches-api	0.12.0		1b6b6a71bd17b578271054c9b56ca6b29eedf564
com.smartling.api	smartling-job-batches-api	0.12.2		2abd9da76b4c7bf2cd20983bae19d4f35d8ce432
com.smartling.api	smartling-job-batches-api	0.12.4		667f8202f8b39ce9016f85cfe33106bb74e6c020
com.smartling.api	smartling-job-batches-api	0.13.0		7effda9482f416e23c02d3b4b6e256f530ff782f
com.smartling.api	smartling-job-batches-api	0.13.2		98407b0ed27137c1956b86e8dd0512f0f9b1e72f
com.smartling.api	smartling-job-batches-api	0.13.4		2b22a851cfe4131a81eadd4914449513eea8ab20
com.smartling.api	smartling-job-batches-api	0.14.0		b94e375aace920a869ba64443ff27ca27d4f65c1
com.smartling.api	smartling-job-batches-api	0.14.2		afae71e32d54333bc9658034dba51158f810c27c
com.smartling.api	smartling-job-batches-api	0.15.0		8de281c4706b106c187f9ff1b69f1b601f129489
com.smartling.api	smartling-job-batches-api	0.15.2		9afbf0694c881b56acb99ab2ec8b69d287e2fc6b
com.smartling.api	smartling-job-batches-api	0.16.0		8a935f3255c8f772ef328e06e4b509ac84f2e950
com.smartling.api	smartling-job-batches-api	0.17.0		ef6eafb43fbc0ce509690f9b308a2b17d7834bbc
com.smartling.api	smartling-job-batches-api	0.18.0		30d11ab7fbbed39252e60d33d1ab4444394bb4bb
com.smartling.api	smartling-job-batches-api	0.19.0		e363062dc03ae1a94cf4020cfc5e53121968eada
com.smartling.api	smartling-job-batches-api	0.20.2		fbcf11118095871c1900870c8e58eef8f2018a13
com.smartling.api	smartling-job-batches-api	0.21.0		eafb186f973eb34117303bd67c3ba9a1feab2382
com.smartling.api	smartling-job-batches-api	0.22.0		6921d55928916b60d78f5e61a9a80be21859bf4f
com.smartling.api	smartling-job-batches-api	0.22.2		803e4f6cc88bef4183e6906fe4222761dc10f589
com.smartling.api	smartling-job-batches-api	0.22.4		63284f1a522d84c60dea2484122c1cdb90e9a48b
com.smartling.api	smartling-job-batches-api	0.23.0		9b9d7e310cd671479daa93ad37f5d5cb08c18282
com.smartling.api	smartling-job-batches-api	0.23.2		157f28cf818df34db68a6c7e48ffdf74be6d4852
com.smartling.api	smartling-job-batches-api	0.23.4		d81bd9543d6ca1955303afdcb8017ab7059a8b33
com.smartling.api	smartling-job-batches-api	0.24.0		699bc834d9fd8272a0db1d02ca9df7f581158901
com.smartling.api	smartling-job-batches-api	0.26.0		860ea852ef84e6604e6230397fec629fb2aed42b
com.smartling.api	smartling-job-batches-api	0.27.0		1e8a94b5aa46e00edaaf71af46ec9f4706b3720c
com.smartling.api	smartling-job-batches-api	0.27.2		3eecdb24edda34e00bfa0218e0d18b147beb78e2
com.smartling.api	smartling-job-batches-api	0.28.0		98f17dcb1b1b4f5925016ec5e6dc2be0e164b3e1
com.smartling.api	smartling-job-batches-api	0.29.0		c80ab51fad33163224e8d73d25822e1d406b5793
com.smartling.api	smartling-job-batches-api	0.30.0		101d124e247e6e5c0b983c2c4e9f900d2af4fadd
com.smartling.api	smartling-job-batches-api	0.31.2		df6818c923ab90fadfbf9b13537b049443d1fd00
com.smartling.api	smartling-job-batches-api	0.32.0		4f661c143460259c5b4aebe32f70020ce41c3b88
com.smartling.api	smartling-job-batches-api	0.5.0		a1eb35a8e64fb2d89cb78b865990d5be3587bad0
com.smartling.api	smartling-job-batches-api	0.8.0		88ee95055297132b165626cc653cfeeb4ca9688e
com.smartling.api	smartling-job-batches-api	0.8.2		eccfdb61339875e0f6a73b598379920ff0ef1cf5
com.smartling.api	smartling-job-batches-api	0.9.0		0a337dcb69ccf9b6a8777005508768ea74dbfb08
com.smartling.api	smartling-job-batches-api	1.0.0		ba351d4f3cdd5dd749743479608a17025e214618
com.smartling.api	smartling-job-batches-api	1.1.0		2ecbd66d837c593c19c38b5fddca4d2bb5305bfe
com.smartling.api	smartling-job-batches-api	1.10.0		74686ab65d7833f9303d0c31a5e8db533bb875a1
com.smartling.api	smartling-job-batches-api	1.12.2		08813ce96a639550846e18738a3003241f88236c
com.smartling.api	smartling-job-batches-api	1.13.0		a199ea79b3caed96da6228a626800618afa6641b
com.smartling.api	smartling-job-batches-api	1.14.0		b46a47b92ae744112f4153642b9fc8bddccfde2d
com.smartling.api	smartling-job-batches-api	1.15.0		01833aa1e8d39bdbbd39ecd389e899589de636ca
com.smartling.api	smartling-job-batches-api	1.16.0		b6a6149849154bfd5e865ca412b48586b25dc0d3
com.smartling.api	smartling-job-batches-api	1.17.0		9ea00af6fe6a6e77a268ec4759701f16ec926ca6
com.smartling.api	smartling-job-batches-api	1.2.0		c565b04011df37b46400e21e2db675eb220095c0
com.smartling.api	smartling-job-batches-api	1.4.0		0b5d5e62d7043313f1dc1945fda79388a3ead14d
com.smartling.api	smartling-job-batches-api	1.5.0		8cfd34929c0c2cac91d08d8cba8c41edbb176069
com.smartling.api	smartling-job-batches-api	1.6.0		eba4a3b5584d4a1e9ce96446d2891a769ce7a503
com.smartling.api	smartling-job-batches-api	1.7.0		16aea389fc09870470cdf0c7698785772041b821
com.smartling.api	smartling-job-batches-api	1.8.0		a2765baddf9ae8770e0a5b8c9add7c4e1c4bf9a1
com.smartling.api	smartling-job-batches-api	1.8.2		e6843f76e473c14d506e251e6f9cefe21126927a
com.smartling.api	smartling-job-batches-api	1.8.4		e6d8f073441daf0c2ddd903cb3bda49c608c90b8
com.smartling.api	smartling-job-batches-api	1.9.0		f4b132c814483ffa3c1152a1e5e447aa21b91099
com.softwaremill.sttp.tapir	tapir-testing_native0.4_2.13	1.0.0		b5fa52cd4efbbe974512b5900ded866548fd4bea
com.softwaremill.sttp.tapir	tapir-testing_native0.4_2.13	1.0.0-M9		07c297b4475c6361499abd2191198e84869b54b8
com.softwaremill.sttp.tapir	tapir-testing_native0.4_2.13	1.0.0-RC1		b11801c5da10c0fa230761a19aadc2715e3f3f20
com.softwaremill.sttp.tapir	tapir-testing_native0.4_2.13	1.0.0-RC2		73d5b7af6dc4c330499ffafbf3b67aa637254016
com.softwaremill.sttp.tapir	tapir-testing_native0.4_2.13	1.0.0-RC3		22611589dae88a2e186fad5d799f2627205c5358
com.softwaremill.sttp.tapir	tapir-testing_native0.4_2.13	1.0.1		f831e38926e4c65267d1412d88bf31b8d2e1e3e4
com.softwaremill.sttp.tapir	tapir-testing_native0.4_2.13	1.0.2		0c7b54d3742b67f203529f0bc8ee0fa272c821a1
com.softwaremill.sttp.tapir	tapir-testing_native0.4_2.13	1.0.3		b93b8f392dc0d7e8f2bfa8a3829abfad2ab9e96e
com.softwaremill.sttp.tapir	tapir-testing_native0.4_2.13	1.0.4		369d956f85f7b5ca971ce515fcc39b0fa2943033
com.softwaremill.sttp.tapir	tapir-testing_native0.4_2.13	1.0.5		bc8a2b2ac1341383a629ec9c79586ed59b56a708
com.softwaremill.sttp.tapir	tapir-testing_native0.4_2.13	1.0.6		a3d17e167323c6105f6edf4d6a5807e02e3acd08
com.softwaremill.sttp.tapir	tapir-testing_native0.4_2.13	1.1.0		7f51f93fa8d72ac3b5c09a1a13b79bab62fd9a75
com.softwaremill.sttp.tapir	tapir-testing_native0.4_2.13	1.1.1		ba85e3068c651e7feb75778d22c6a1b8d4b33d59
com.softwaremill.sttp.tapir	tapir-testing_native0.4_2.13	1.1.2		2daa1619725a6e45d1d6688e13d9efb13f6901d1
com.softwaremill.sttp.tapir	tapir-testing_native0.4_2.13	1.1.3		fb5e66ff514cf5766ce4995d590e0e4e7f8efc8d
com.softwaremill.sttp.tapir	tapir-testing_native0.4_2.13	1.1.4		5eb6c0d8c193d2191d1b47cf2bd8049453447db2
com.softwaremill.sttp.tapir	tapir-testing_native0.4_2.13	1.2.0		6aaafff6262b806eb3f3012aed7929e8374bb9f2
com.softwaremill.sttp.tapir	tapir-testing_native0.4_2.13	1.2.1		db1c6c6826bc9eb8132a8f1db5b18d04aea339a0
com.softwaremill.sttp.tapir	tapir-testing_native0.4_2.13	1.2.10		2a7ed35f649756dd025e231840029b642d6ed2b2
com.softwaremill.sttp.tapir	tapir-testing_native0.4_2.13	1.2.11		d2c5451e08e1a9d821485ae0636a9e8fad11ed81
com.softwaremill.sttp.tapir	tapir-testing_native0.4_2.13	1.2.12		dfc42cb6e207471b8c5a13d4995c19198a1fc541
com.softwaremill.sttp.tapir	tapir-testing_native0.4_2.13	1.2.13		b029e80cabf8ec9dd59d464d62104259472b78b0
com.softwaremill.sttp.tapir	tapir-testing_native0.4_2.13	1.2.2		4e81bf0e2f352e44370947fe8dce9c4bae6a5685
com.softwaremill.sttp.tapir	tapir-testing_native0.4_2.13	1.2.3		0f62278fbfcdab60afc432e8644205defdfdb7a2
com.softwaremill.sttp.tapir	tapir-testing_native0.4_2.13	1.2.4		7bfbeee770df46dffabaa37deaf214fd18f7e8a8
com.softwaremill.sttp.tapir	tapir-testing_native0.4_2.13	1.2.5		bc9477271a136d8427d2c286867246c299111bb2
com.softwaremill.sttp.tapir	tapir-testing_native0.4_2.13	1.2.6		47c81e02c79adb4f46a82baf8cf7eeb4062334be
com.softwaremill.sttp.tapir	tapir-testing_native0.4_2.13	1.2.7		dfda0642568d355f7975cf6868c912d1398595ef
com.softwaremill.sttp.tapir	tapir-testing_native0.4_2.13	1.2.8		16cf3e53fe6cc4aef6f0857575de8f38621d7d63
