ai.djl.dlr	dlr-native-auto	1.6.0	-	74af89a315a802290f292a1f72d0691ad063492e
software.amazon.awssdk	codegen-lite	2.17.74	-	55e17837796dd635e7ad03da277397087fb6d3c3
software.amazon.awssdk	codegen-lite	2.17.75	-	0eff7c99822d75c3e9d959061c87edbbfe324349
software.amazon.awssdk	codegen-lite	2.17.76	-	9fdd8735c8735f491de0d45ef0a81ae5ab5fbb61
software.amazon.awssdk	codegen-lite	2.17.77	-	a7ff5986ff3e0d3c75ed717f9f92172517ab65e6
software.amazon.awssdk	codegen-lite	2.17.78	-	cdeaf10caf8d2349b74dad184c82898767c377aa
software.amazon.awssdk	codegen-lite	2.17.79	-	effc46b0b9d097ef3a64fd3997212096173179c6
software.amazon.awssdk	codegen-lite	2.17.8	-	b026c0a4091f079474e7607d87274f6ba273ad58
software.amazon.awssdk	codegen-lite	2.17.80	-	970a997e0562a84881175fea73d93bb752a50b41
software.amazon.awssdk	codegen-lite	2.17.81	-	09d74661b4b0ab581c7eafef2e0380f602897810
software.amazon.awssdk	codegen-lite	2.17.82	-	5680e32787581226cae09e4a64051a50913ddddb
software.amazon.awssdk	codegen-lite	2.17.83	-	0f7ed981f89f3cfc528a303f576d6f04a5cb8393
software.amazon.awssdk	codegen-lite	2.17.84	-	b76884c2ad2a7e26614c9f687aba6eddd2ab257d
software.amazon.awssdk	codegen-lite	2.17.85	-	2052f39cc44065fb834a5061abdfe73bcca32bd3
software.amazon.awssdk	codegen-lite	2.17.86	-	40636fed625cedadd1fc8f0d50102e37229c9ffa
software.amazon.awssdk	codegen-lite	2.17.87	-	883e93761ee630f9885581799774d26f58210c6b
software.amazon.awssdk	codegen-lite	2.17.88	-	b66b3fe98934bfcdf661098a6c6f9fdbd65ac5f8
software.amazon.awssdk	codegen-lite	2.17.89	-	182101fe963498b5b5b17c038e125f2da3f56222
software.amazon.awssdk	codegen-lite	2.17.9	-	9df2c7a78e95225c37793b37fe703f7b083796e3
software.amazon.awssdk	codegen-lite	2.17.90	-	6b2e8156cf91122290302c63b58b430eb8680784
software.amazon.awssdk	codegen-lite	2.17.91	-	e4bf85a636876060b9d6048bc836da7eed238b60
software.amazon.awssdk	codegen-lite	2.17.92	-	0cf8c6b0485b184c896d7dc3cdcfec576c0548da
software.amazon.awssdk	codegen-lite	2.17.93	-	c4d23afb3ed3f44df50ea86bd4bea883e789b75d
software.amazon.awssdk	codegen-lite	2.17.94	-	6ac2de0e4485e4b2f7f6df4e2edc36c42e056fbb
software.amazon.awssdk	codegen-lite	2.17.95	-	e022a789570c7120b421cab1fb5e728e4dbbe0c2
software.amazon.awssdk	codegen-lite	2.17.96	-	dfef0348b435202f56e4ce7b13466c17fb791faf
software.amazon.awssdk	codegen-lite	2.17.97	-	28b4854af7e2f0ca79c9d91b4b5ad5cd1b027e0b
software.amazon.awssdk	codegen-lite	2.17.98	-	56f73ec47308258c50711d2c7ee06a2eef18f748
software.amazon.awssdk	codegen-lite	2.17.99	-	b0532420714b3b0e4417703cfa8d51bae6a4aff0
software.amazon.awssdk	codegen-lite	2.18.0	-	bd0b35f68963eea1164e6cb3cdd48b4b23572dad
software.amazon.awssdk	codegen-lite	2.18.1	-	bd9be86df4736dd7ee2d637302c327f5ea8dea29
software.amazon.awssdk	codegen-lite	2.18.10	-	e58b2f818b20ed9a38c129afe0aad28382b37955
software.amazon.awssdk	codegen-lite	2.18.11	-	614f0d220d1a498ac8d997dfde47b679d917a837
software.amazon.awssdk	codegen-lite	2.18.12	-	1bfbff484aa5234bb34af31b41c23b3dc30c8784
software.amazon.awssdk	codegen-lite	2.18.13	-	1b27f1ccfa61918c3f1c5b2da8abb7df27a39fc8
software.amazon.awssdk	codegen-lite	2.18.14	-	74c3928af2535d4c1df76c4beb24cb9d295b2b99
software.amazon.awssdk	codegen-lite	2.18.15	-	ff05201923ba64f6810e55b25bfd5d643405dd4d
software.amazon.awssdk	codegen-lite	2.18.16	-	dba0fa85cc50791f20cea67635afe8b99af17212
software.amazon.awssdk	codegen-lite	2.18.17	-	7c603a423bf74166604d8896d52f4743741654ff
software.amazon.awssdk	codegen-lite	2.18.18	-	1c49fcd0eab858f9a27873a35da9117f92b102d5
software.amazon.awssdk	codegen-lite	2.18.19	-	97541611490aa9d62ad1627db9e16c05e3f23ab5
software.amazon.awssdk	codegen-lite	2.18.2	-	b03d063fce67fb254d402d6c3a4ff972ea9b9659
software.amazon.awssdk	codegen-lite	2.18.20	-	00096ce03a5859f67ad45ca9f7a3343934fd22f1
software.amazon.awssdk	codegen-lite	2.18.21	-	fee60596831f97879b3d31f472a80e85ab5371c2
software.amazon.awssdk	codegen-lite	2.18.22	-	34adc471ec40f25167715bbce66c6b5e5645cfb2
software.amazon.awssdk	codegen-lite	2.18.23	-	d5399b1d67bfa51e79cf94a91e854ccad844cbdf
software.amazon.awssdk	codegen-lite	2.18.24	-	c58af8a37316270c9bf3c095a30cfc4e58db4c51
software.amazon.awssdk	codegen-lite	2.18.25	-	14fa9800ad1e546cf27e170f296479740c91bfca
software.amazon.awssdk	codegen-lite	2.18.26	-	655fc5448507f1930db28f5a7f7d66ab143a5f6e
software.amazon.awssdk	codegen-lite	2.18.27	-	6c34d3356e0d3cf350005006129814629ac2aa1a
software.amazon.awssdk	codegen-lite	2.18.28	-	18c1b24d8d76f6cc55b72c5b641f0417e5d40855
software.amazon.awssdk	codegen-lite	2.18.29	-	2fb884f34a35662464767ab31db757ea6acda2a5
software.amazon.awssdk	codegen-lite	2.18.3	-	c452b26d336dc890011a50f0b48bd281575d7bee
software.amazon.awssdk	codegen-lite	2.18.30	-	791e028a932d004cbcb4c1aa29771a3626b03240
software.amazon.awssdk	codegen-lite	2.18.31	-	c7be9bb4b7f51e34085f5b72e2d0d55fb9cd089c
software.amazon.awssdk	codegen-lite	2.18.32	-	c7fb30026a768f252f39764ebf305944bc958ac1
software.amazon.awssdk	codegen-lite	2.18.33	-	06dec1b498315fcc9b8aedb8818a05098f56d00e
software.amazon.awssdk	codegen-lite	2.18.34	-	0fb7cfa8ac4f1a680f4ff43809d7114b5c81fe01
software.amazon.awssdk	codegen-lite	2.18.35	-	2cd9e1bf7684fca97eae407075b93cbbd6e018ae
software.amazon.awssdk	codegen-lite	2.18.36	-	f332f3af078d6f779b269f35a47bc05083384cdb
software.amazon.awssdk	codegen-lite	2.18.37	-	e4172c24b1a12f84454d144046c0680ddee106c7
software.amazon.awssdk	codegen-lite	2.18.38	-	615dd17396f2c9f2f61edf044a46868506f32f88
software.amazon.awssdk	codegen-lite	2.18.39	-	27fc6a69349d8d0e02091ed1e670bc75f479ee55
software.amazon.awssdk	codegen-lite	2.18.4	-	c58f9b82aaa13ae4f47d709b4597fbd9d0702313
software.amazon.awssdk	codegen-lite	2.18.40	-	a3dc02c503af0cddc44bb1b9890fd75fef0ca139
software.amazon.awssdk	codegen-lite	2.18.41	-	20e1af9ff57554a3d952e0cd6f7c30c4d7bc08b9
software.amazon.awssdk	codegen-lite	2.18.5	-	939b41595345917c9bfff65ae686a34fa659c802
software.amazon.awssdk	codegen-lite	2.18.6	-	deaaf3dba159344ccf629f5a38e48c8f1ca8fe15
software.amazon.awssdk	codegen-lite	2.18.7	-	6a29ddd894b25816c78fa734fc6471764a6d97a6
software.amazon.awssdk	codegen-lite	2.18.8	-	df61746b2a2a28e92a408d887bd7d0a5f1bf7de7
software.amazon.awssdk	codegen-lite	2.18.9	-	c862c2c08f65ab9a92a93c14b64c78ae45d5d963
software.amazon.awssdk	codegen-lite	2.19.0	-	997467c9a340af2d387b016ade926c4d115bc74f
software.amazon.awssdk	codegen-lite	2.19.1	-	70821eb3be6908e098de1e392d1adf6186c5a6da
software.amazon.awssdk	codegen-lite	2.19.10	-	93ec57a09bfb062d8d997c1f845347a1d81efde9
software.amazon.awssdk	codegen-lite	2.19.11	-	ec0e726c894a628fb899fd3b3e89f8bc9b8dc580
software.amazon.awssdk	codegen-lite	2.19.12	-	099596f503d13b5a783d19885956deca2dd12aec
software.amazon.awssdk	codegen-lite	2.19.13	-	740bc5a6f4123e46b6777a1ec468027baaa4f2fe
software.amazon.awssdk	codegen-lite	2.19.14	-	aecac59af5b0ce0c54bdfcf3167edca6e864a326
software.amazon.awssdk	codegen-lite	2.19.15	-	ffa99d7b0fd04fbfd7cf2a330a22377fb6d34d66
software.amazon.awssdk	codegen-lite	2.19.16	-	9a052f9cd7f84ab69415addae4cfc5d75caec9e8
software.amazon.awssdk	codegen-lite	2.19.17	-	6fc6471cc2dd47055710e679cba28977002b4005
software.amazon.awssdk	codegen-lite	2.19.18	-	c660324ed19f297470d7deb85b3e91002d0af1c9
software.amazon.awssdk	codegen-lite	2.19.19	-	04601be204340e2b7a72dcce31fbe6d02e9971cf
software.amazon.awssdk	codegen-lite	2.19.2	-	563f17dd105da46b6ad9c21af7d40220f67f8fed
software.amazon.awssdk	codegen-lite	2.19.20	-	b858d36e1528a86f17ce7550e48204b5e05d92aa
software.amazon.awssdk	codegen-lite	2.19.21	-	d79baa54d19b22f5c49a1f75cfddd90096fdfea2
software.amazon.awssdk	codegen-lite	2.19.22	-	a5162a270c6c162de0b4b3e4411e690be552341d
software.amazon.awssdk	codegen-lite	2.19.23	-	fd35883067668466c88e10f394dc05b1145d4444
software.amazon.awssdk	codegen-lite	2.19.24	-	81070f2594c98eb36d921b294cf777e0d74d37a4
software.amazon.awssdk	codegen-lite	2.19.25	-	7dc9378d3b8ebc771ed01735727f22cc3a7ca8da
software.amazon.awssdk	codegen-lite	2.19.26	-	cc7e71d9dc730bdd0e4653d7cb6fb498fd07aba4
software.amazon.awssdk	codegen-lite	2.19.27	-	4ef82da095ff66106e0e0015b20a2057dd8ddc73
software.amazon.awssdk	codegen-lite	2.19.28	-	3452a15b22d17c229d7333f1b6e86eadd9c56698
software.amazon.awssdk	codegen-lite	2.19.29	-	67b5f8bd184c85b053a1da5c7363bae92ab42996
software.amazon.awssdk	codegen-lite	2.19.3	-	7279ce29f35dac8205a4f1dc7925a824facf5ecb
software.amazon.awssdk	codegen-lite	2.19.30	-	99ac7f3778d08e9efc395957863d74d07008471a
software.amazon.awssdk	codegen-lite	2.19.31	-	5a67d3ff992b32c5b22eba67a780de95172b3835
software.amazon.awssdk	codegen-lite	2.19.32	-	c779be8da287325e5cc25f1b90bfb00424535c2d
software.amazon.awssdk	codegen-lite	2.19.33	-	b0edc38759aaa6e246ac30a651bc8d009cf14efd
software.amazon.awssdk	codegen-lite	2.19.4	-	e0b13d69311ecf25d881cb097fc85e17ae5521e6
software.amazon.awssdk	codegen-lite	2.19.5	-	ce172c4840238ee7a1061040ab9a01bf9c140a18
software.amazon.awssdk	codegen-lite	2.19.6	-	8c3d91ebd3c143f5b1f6275425f5dc63c006f64e
software.amazon.awssdk	codegen-lite	2.19.7	-	9cdb219d82a5166ae2ec8cf88c4adab221b40acd
software.amazon.awssdk	codegen-lite	2.19.8	-	d07030de6bd37a88d09b1baa0ae8abff4f044092
software.amazon.awssdk	codegen-lite	2.19.9	-	40f83b84214144960337d1403c6a636d1f17153f
software.amazon.awssdk	codegen-lite	2.2.0	-	f0f0a589a9cbe19431bf7013e59ea5428849034e
software.amazon.awssdk	codegen-lite	2.20.0	-	53e5e20211e1efb3383ae649604d3c0c966898ab
software.amazon.awssdk	codegen-lite	2.20.1	-	4db853fc9a2d40cc4c4e0d735e70be2cd713e744
software.amazon.awssdk	codegen-lite	2.20.10	-	afae3c7fddb594ddd4f30461c2ee8928ccb656fa
software.amazon.awssdk	codegen-lite	2.20.100	-	53d29d1b4d22df7878b320cb08bbc719576c048b
software.amazon.awssdk	codegen-lite	2.20.101	-	d8636fcf8311bd33e298acc9ba39be635ec29e78
software.amazon.awssdk	codegen-lite	2.20.102	-	c182cb2b335f057b625122b6ab5261d8352222e8
software.amazon.awssdk	codegen-lite	2.20.103	-	235367f0c500bb0aa6d53fbf42816c16378e1861
software.amazon.awssdk	codegen-lite	2.20.104	-	e10bb3bc2a97b474f53b03cdea6373694ed8dfcb
software.amazon.awssdk	codegen-lite	2.20.105	-	43df87277f1a6a03f605860d28c667126daf7b55
software.amazon.awssdk	codegen-lite	2.20.106	-	ea141acadb4ca0d076948fb068f973dae4ed83b2
software.amazon.awssdk	codegen-lite	2.20.107	-	577b9668c399d28c90b188b200000b03726d1298
software.amazon.awssdk	codegen-lite	2.20.108	-	1db09c62ea92970a02d395e0d3b2db1e92e27353
software.amazon.awssdk	codegen-lite	2.20.109	-	6b2eac546f6afe4482ef5fe4e771a42ef4a087e9
software.amazon.awssdk	codegen-lite	2.20.11	-	e93a9132172bb8df2dfd6dd106b5fc3861347076
software.amazon.awssdk	codegen-lite	2.20.110	-	1f9c52bad58578436e0c8532f5d9625438b8c99b
software.amazon.awssdk	codegen-lite	2.20.111	-	7e4999b65a05bddcef752a27adb840d25280a944
software.amazon.awssdk	codegen-lite	2.20.112	-	d8b6032c8b044b5a64b5804668a8cfb9ca142b96
software.amazon.awssdk	codegen-lite	2.20.113	-	cce5ea908e9a97fc8964ac8e6daf41a2a2e49662
software.amazon.awssdk	codegen-lite	2.20.114	-	5f87f021ac2751273ae395c476d5eab0dafe3a05
software.amazon.awssdk	codegen-lite	2.20.115	-	f0bd04f4920a9e83a09ab0dbe4e6581b87b51f91
software.amazon.awssdk	codegen-lite	2.20.116	-	7cf2e815bcfbbda567df6406f421886eebbedd12
software.amazon.awssdk	codegen-lite	2.20.117	-	ce270186c96ef2e23bacf407d583c5551418f3a2
software.amazon.awssdk	codegen-lite	2.20.118	-	c756fd67e5234b0f2b7bbe9dbac38d61080d210a
software.amazon.awssdk	codegen-lite	2.20.119	-	775209b610bcde860a37b87b1a0d136b3f1d9ece
software.amazon.awssdk	codegen-lite	2.20.12	-	7e3677a542e84ae3cc5a3c43ad4a175124e0a988
software.amazon.awssdk	codegen-lite	2.20.120	-	a7318cd976c918ea5bbb0ca543707915b2f912a7
software.amazon.awssdk	codegen-lite	2.20.121	-	50731ac4d7175e24792a264a60066265a94cab89
software.amazon.awssdk	codegen-lite	2.20.122	-	fdeb1f08f29023d442061303e042b2085ad4d445
software.amazon.awssdk	codegen-lite	2.20.123	-	31b37b9fd79b6c66e7e39ee28499cb649b01052a
software.amazon.awssdk	codegen-lite	2.20.124	-	c77efd2cb1a497baf44573d90dc6b4d2fa8d8314
software.amazon.awssdk	codegen-lite	2.20.125	-	648fdf9ce60b38d943c4271630f4362645df127c
software.amazon.awssdk	codegen-lite	2.20.126	-	d418cf6d077467db367429b6f91b457080f1fb7f
software.amazon.awssdk	codegen-lite	2.20.127	-	73e703b0bf90408bfe01adff778c2e68b164f241
software.amazon.awssdk	codegen-lite	2.20.128	-	c4daa1ac9e0cc07dd881b982fa02275f3c2bcf11
software.amazon.awssdk	codegen-lite	2.20.129	-	0221f3bb3a35f59aa2766190220e52c288721ea1
software.amazon.awssdk	codegen-lite	2.20.13	-	639e69b4756c86d6042472131178363e7baa2446
software.amazon.awssdk	codegen-lite	2.20.130	-	f8ba38675852f96baa44816cdb5c5bcd37a80d75
software.amazon.awssdk	codegen-lite	2.20.131	-	e96f40888f6ce612331d086e436c780c83ebbd3e
software.amazon.awssdk	codegen-lite	2.20.132	-	87f69716e983c9e01527d58d705ac4cf4959f9cf
software.amazon.awssdk	codegen-lite	2.20.133	-	b394cbc9fcef254b766802522df4541b1914a4b1
software.amazon.awssdk	codegen-lite	2.20.134	-	81face1d9afdc3e9fe6c2e54bbadc15d3c61b7be
software.amazon.awssdk	codegen-lite	2.20.135	-	d7c52b6af7ea48bf94685a6117edbf2f6d061ce1
software.amazon.awssdk	codegen-lite	2.20.136	-	781561584624c3eb79190e7eb9fe9d45bc4b861a
software.amazon.awssdk	codegen-lite	2.20.137	-	425f839c6b41a1c18e1120b670623e5e7c81eda3
software.amazon.awssdk	codegen-lite	2.20.138	-	bd6924b81f3170287453dc2c02a3e58286d64e20
software.amazon.awssdk	codegen-lite	2.20.139	-	453ec287c4eb444f2f796e575f1806e24e17449a
software.amazon.awssdk	codegen-lite	2.20.14	-	8465821210af71b359caf9aa91b529245a00cc17
software.amazon.awssdk	codegen-lite	2.20.140	-	35ae0e0bd156ca56e0f0a69887fb092f3cdfd205
software.amazon.awssdk	codegen-lite	2.20.141	-	37a04c17b161a9e2c0f062f4873f25e9666bafb5
software.amazon.awssdk	codegen-lite	2.20.142	-	70b8b17f2695fb701075dba10b7f6e0650f37294
software.amazon.awssdk	codegen-lite	2.20.143	-	0750074f63dfbce4bae982228e4c22db91a4eaca
software.amazon.awssdk	codegen-lite	2.20.144	-	926cad1c0d2e4c5cddf77c895385b47cac98122b
software.amazon.awssdk	codegen-lite	2.20.145	-	f1d3fd22d0cc28a6ec9cd0e14742e03f8a4d6c59
software.amazon.awssdk	codegen-lite	2.20.146	-	2133ff24c8ac91ebc41f5e4f9590fa8b45b15408
software.amazon.awssdk	codegen-lite	2.20.147	-	6a59be7eb72048b9bf2ef954646658f9a8c25672
software.amazon.awssdk	codegen-lite	2.20.148	-	59ba14b5b484d90747b16173b56e8c789c0d7c17
software.amazon.awssdk	codegen-lite	2.20.149	-	a4efe7e95890faef19944866ba1acf18b9ecc937
software.amazon.awssdk	codegen-lite	2.20.15	-	69dbc3215b57f17a55d415171d1518676c3da10c
software.amazon.awssdk	codegen-lite	2.20.150	-	cb791afc6f2123d45acc5bc159d1c02abb1cef83
software.amazon.awssdk	codegen-lite	2.20.151	-	7a9eac87603c68d7037bd761fc531ff125017170
software.amazon.awssdk	codegen-lite	2.20.152	-	8eee176952aa083b91e3b8e951abec05da758776
software.amazon.awssdk	codegen-lite	2.20.153	-	3b6d70e50bff24dd11c3d793b358bc58bbcf8eaa
software.amazon.awssdk	codegen-lite	2.20.154	-	2adab9e362ac30412cf29048d03b91c83683b503
software.amazon.awssdk	codegen-lite	2.20.155	-	7ceb901f0a102d293b7f7b9e78b50972a6876ef4
software.amazon.awssdk	codegen-lite	2.20.156	-	9f85d7fed1038cd7f59e6b564b2746544e261468
software.amazon.awssdk	codegen-lite	2.20.157	-	24bacf8596855db6e8ca1f44782990d84b84f9ad
software.amazon.awssdk	codegen-lite	2.20.158	-	b8a5998fc6eb7978e06d338c162ab04f4ff337df
software.amazon.awssdk	codegen-lite	2.20.159	-	f0ef1328d7865259e4ea3d93ef277cc4e31dde96
software.amazon.awssdk	codegen-lite	2.20.16	-	1b880f7380ce09c8481c72e8b8de73c419670fd4
software.amazon.awssdk	codegen-lite	2.20.160	-	4d332c0a55a66d2494a3b94239abacf9a178b070
software.amazon.awssdk	codegen-lite	2.20.161	-	e05f962525265e5aeb8ed6ffb3852bc27221313b
software.amazon.awssdk	codegen-lite	2.20.162	-	0e8ad4396b4e770e764d322ee9929f1efff5b975
software.amazon.awssdk	codegen-lite	2.20.17	-	695bf44804c643823606d7eb46ca0bebbe208138
software.amazon.awssdk	codegen-lite	2.20.18	-	70fc3cf5a59285a957ff8a5ab01cef3e26ed1d56
software.amazon.awssdk	codegen-lite	2.20.19	-	4cde7e2b4575d651949a611dc240cd684511f785
software.amazon.awssdk	codegen-lite	2.20.2	-	45ace5de6c85861577abb4ee338dbc12b49d8e0b
software.amazon.awssdk	codegen-lite	2.20.20	-	6029b4f60d43833cb977e206d3ebb07d306d6fa4
software.amazon.awssdk	codegen-lite	2.20.21	-	cebc4a2f17d56fffbed4dce30b626ecf518f70fb
software.amazon.awssdk	codegen-lite	2.20.22	-	6956155c8a43ad374967306002d5ff34646a16f3
software.amazon.awssdk	codegen-lite	2.20.23	-	647ad51e8557382d005b9ea1d35dcf9095c3b536
software.amazon.awssdk	codegen-lite	2.20.24	-	576c46a877c3813e428b3944649f4fe3a05a878e
software.amazon.awssdk	codegen-lite	2.20.25	-	5476f2b9bb53786724bba7767311600162fab156
software.amazon.awssdk	codegen-lite	2.20.26	-	efac0acb4af2367d80d2fc8da1ad3ca8cbc3bbbc
software.amazon.awssdk	codegen-lite	2.20.27	-	de274971342ea2361c0c388a11a36601bb6fd744
software.amazon.awssdk	codegen-lite	2.20.28	-	efd41aad0243dbf842b71bcf95a82168379ef0f6
software.amazon.awssdk	codegen-lite	2.20.29	-	d4b76334fa6d7f3cf7a1fdda5e69cfaf18fa2055
software.amazon.awssdk	codegen-lite	2.20.3	-	6dbb048a0d9e3fea84c9be57cd625d692f6bce80
software.amazon.awssdk	codegen-lite	2.20.30	-	e2a6705a5904dfc1d7b57bd10e1bc81bd1e613e9
software.amazon.awssdk	codegen-lite	2.20.31	-	849dcb2d0631c8e510ec3afaa22bc077bceddcad
software.amazon.awssdk	codegen-lite	2.20.32	-	8d9fe7121874d8d41b18cc0c82b9c13813213321
software.amazon.awssdk	codegen-lite	2.20.33	-	ae87e17a663a737286855bb158d9f5165b9dc4c9
software.amazon.awssdk	codegen-lite	2.20.34	-	b8eb015acd41af9f3361779830a9844f43fea9e6
software.amazon.awssdk	codegen-lite	2.20.35	-	13ea6954d3a301d17cd51373f4e394ec3410e397
software.amazon.awssdk	codegen-lite	2.20.36	-	c0a0c8a98337c8bc52fc569832b92b4e56ec8415
software.amazon.awssdk	codegen-lite	2.20.37	-	cf771a48cab3a48efefa2bbb056c3dfdd5c06561
software.amazon.awssdk	codegen-lite	2.20.38	-	c61aa8a35967641e085580cfdc90a2338075d140
software.amazon.awssdk	codegen-lite	2.20.39	-	c6f076be720b59cbf9cb697779eb388b75e43d8f
software.amazon.awssdk	codegen-lite	2.20.4	-	864945c5466980dab4c606b6cb245c939dc4faec
software.amazon.awssdk	codegen-lite	2.20.40	-	9ef3bd297f76ea026a7b4f6cb700450f9daa4cea
software.amazon.awssdk	codegen-lite	2.20.41	-	794d4bbb9606bc7e80c89627ce42111eaf3eac69
software.amazon.awssdk	codegen-lite	2.20.42	-	7316019095e605a45f4a0ed60e653a45551a5e99
software.amazon.awssdk	codegen-lite	2.20.43	-	7794353010c37efde23457c2c51c6ec8ea74c2b3
software.amazon.awssdk	codegen-lite	2.20.44	-	ddcf7f2f199bea231e4826a9cf08cf26db1b12c2
software.amazon.awssdk	codegen-lite	2.20.45	-	53df8eaf98092334d8e0e5bb0c36112657a8bcdf
software.amazon.awssdk	codegen-lite	2.20.46	-	b1a7c0e576fef70cf62325c35781bdec9299d08a
software.amazon.awssdk	codegen-lite	2.20.47	-	270c26dc01b83e2f82147c078eea12375064c459
software.amazon.awssdk	codegen-lite	2.20.48	-	4cbbf70c754aeb12ac7c548ecc745be61634c767
software.amazon.awssdk	codegen-lite	2.20.49	-	da41c235fcdf8603816b1c37ddf63e76b9d51670
software.amazon.awssdk	codegen-lite	2.20.5	-	f179bc071cbb6efc9085090682f0eba4b8e44517
software.amazon.awssdk	codegen-lite	2.20.50	-	3a7b03f902d027676a266895f8e5f596eeb6ae3c
software.amazon.awssdk	codegen-lite	2.20.51	-	ed24a781b522d6878ee67aed7e02bdb4b61cb635
software.amazon.awssdk	codegen-lite	2.20.52	-	8b93d08c1c5013322410f700e56f0ed1696fa1bf
software.amazon.awssdk	codegen-lite	2.20.53	-	6a783e0ff23331fb740657bb45925a3feb6d7a3e
software.amazon.awssdk	codegen-lite	2.20.54	-	5c8b442c82b4a60bfc2ebe2b047bebedd8253279
software.amazon.awssdk	codegen-lite	2.20.55	-	210258ecf532ca5de2a4e6fbb39b78675d39bbd2
software.amazon.awssdk	codegen-lite	2.20.56	-	a6ebfb11ae04594a25f2cf64af7844c205a54300
software.amazon.awssdk	codegen-lite	2.20.57	-	f38cf516ee088b69b5e6ea2193d8520315d40c36
software.amazon.awssdk	codegen-lite	2.20.58	-	f51b1127ba77a173c65575f1dbc8b37a77877234
software.amazon.awssdk	codegen-lite	2.20.59	-	b2ecace8e8689b212fa9235d6450a7579f0f3870
software.amazon.awssdk	codegen-lite	2.20.6	-	4134b145635a87c5eebd7427812fa564019e19d4
software.amazon.awssdk	codegen-lite	2.20.60	-	1d54ad9eae50ebe250570325a0f5415b16ad9327
software.amazon.awssdk	codegen-lite	2.20.61	-	758e8b951e267c545bc7a221f8038a379c9af310
software.amazon.awssdk	codegen-lite	2.20.62	-	aec248348db2a9eb6a1354d0d8222c067856e1e2
software.amazon.awssdk	codegen-lite	2.20.63	-	d9355fc76d0dee65a0f8911adad96c4cf12f65e5
software.amazon.awssdk	codegen-lite	2.20.64	-	b02b02d1ea7e5e9bc1de6fa32bb8838a9f47d5ec
software.amazon.awssdk	codegen-lite	2.20.65	-	0eb5ac8090d1f967df11fe7805a670a1960d8a0e
software.amazon.awssdk	codegen-lite	2.20.66	-	6558261fe37f403fbf761453d7f8ab96a11642fa
software.amazon.awssdk	codegen-lite	2.20.67	-	ec1eb62b51406ffab9a4a75f08c784d1bde27c34
software.amazon.awssdk	codegen-lite	2.20.68	-	f29b1a50aabb3d5412e6e47376e0c6cae9b46e2d
software.amazon.awssdk	codegen-lite	2.20.69	-	e22fac47857d734f784a7d1975e1f6c799eb81b0
software.amazon.awssdk	codegen-lite	2.20.7	-	64ce9e709aee5ad96edae708a5d0ad45d90f1c86
software.amazon.awssdk	codegen-lite	2.20.70	-	07895dd58637221544d08545d5bc8ef4bcf22f44
software.amazon.awssdk	codegen-lite	2.20.71	-	4994bbe18d3df91dcedbba60b960653dc508fc89
software.amazon.awssdk	codegen-lite	2.20.72	-	ddd8a3143051e4e0316d6b3ba2b40f6bea383112
software.amazon.awssdk	codegen-lite	2.20.73	-	017dee5e4efde01098d4eb8e2b83289d1bae2970
software.amazon.awssdk	codegen-lite	2.20.74	-	1ef425d56d417bc818d662b058b2a127f29582dd
software.amazon.awssdk	codegen-lite	2.20.75	-	0297b85341dc2052db63ba114ce0f5f2348361ee
software.amazon.awssdk	codegen-lite	2.20.76	-	6eb308cec468929a2448cf9e4ffe31f55f3d6c90
software.amazon.awssdk	codegen-lite	2.20.77	-	8fe7869084aaca07b3cf6371945367f76876c12b
software.amazon.awssdk	codegen-lite	2.20.78	-	19e98d679ed274e25ca947e3253e1a679187f3c1
software.amazon.awssdk	codegen-lite	2.20.79	-	def3c69232f90827590a21453759fc2502ac5f68
software.amazon.awssdk	codegen-lite	2.20.8	-	4c84d3864d3deccacd21507b5047325f3aa9cc78
software.amazon.awssdk	codegen-lite	2.20.80	-	38b0e3ae7e277d16dff73eee6ae3071a233eb380
software.amazon.awssdk	codegen-lite	2.20.81	-	5b48fcad7a5fe721093e20215b249165cc4606a5
software.amazon.awssdk	codegen-lite	2.20.82	-	fb76435fc6547ec9372e4e2bbb07180b401417f9
software.amazon.awssdk	codegen-lite	2.20.83	-	7d2da88e9b7a9c988ca6b0db4486c6063170fa13
software.amazon.awssdk	codegen-lite	2.20.84	-	0ee35c545c9cbdd9f7348e1d5dbc789d4489ac17
software.amazon.awssdk	codegen-lite	2.20.85	-	27396a6f78b84108bb87adde5422ca03330c17f7
software.amazon.awssdk	codegen-lite	2.20.86	-	3f289e59912a1bab52025b5db314ccf570718532
software.amazon.awssdk	codegen-lite	2.20.87	-	61d4b47dcea816d653bf8e83bfbe3a6622223ebe
software.amazon.awssdk	codegen-lite	2.20.88	-	c761e7d2e3b5c405a2cc35c6cacc67a90c8615f5
software.amazon.awssdk	codegen-lite	2.20.89	-	5735193dfa35478933940bed21055ad66830c9bf
software.amazon.awssdk	codegen-lite	2.20.9	-	598e77b5b8e86656645ca92f047f31d2759d3283
software.amazon.awssdk	codegen-lite	2.20.90	-	c8510d8bbabc0bb6ecd7f3686d1bd0c120046133
software.amazon.awssdk	codegen-lite	2.20.91	-	77b72fb20c8ce59e339a55bd40e99d72dd655bd7
software.amazon.awssdk	codegen-lite	2.20.92	-	0d3eb3e15fed39a57300a42ba8b185156e315b07
software.amazon.awssdk	codegen-lite	2.20.93	-	e203b73db38591da4839f2ec62ecb79a188aac48
