by.shostko	mock-data-source	0.2.1		N/A
com.daml	ledger-api-test-tool-1.15	2.9.0-snapshot.20240618.12849.0.v80521fa1		2196088a239d3638f3a336ae625049ccaf394797
com.daml	ledger-api-test-tool-1.15	2.9.0-snapshot.20240619.12850.0.v0cfddd39		ae2095f7c100939c9381b1568ac4b126ee214310
com.daml	ledger-api-test-tool-1.15	2.9.0-snapshot.20240619.12852.0.vfd0f2b57		3aa390c36b02a05432d9ee95ac2a15274df3bbc8
com.daml	ledger-api-test-tool-1.15	2.9.0-snapshot.20240621.12855.0.ve17980f5		b2140efbcfc059a549630019dedf3eb281c2f4a9
com.daml	ledger-api-test-tool-1.15	2.9.0-snapshot.20240625.12857.0.v2aea6caf		c300ba0325e35465f84eeb524838c43f15864b1c
com.daml	ledger-api-test-tool-1.15	2.9.0-snapshot.20240627.12859.1.v8721b34e		c361990c8dd5c9020c624aa0042c692811de99c2
com.daml	ledger-api-test-tool-1.15	2.9.1		53ac659cf61f8f2b979d6012e9ddd281f8a3bb38
com.daml	ledger-api-test-tool-1.15	2.9.1-snapshot.20240711.12867.0.vbde55381		240b655b1987e27f17459d696b8ac3ceed59ab01
com.daml	ledger-api-test-tool-1.15	2.9.1-snapshot.20240711.12868.0.v71f67ec0		aa405226fce8f20f143d99eaf876b8df8b064818
com.daml	ledger-api-test-tool-1.15	2.9.2		eea9c79ae3074086ba0ba05601729fea030db4e9
com.daml	ledger-api-test-tool-1.15	2.9.3		a363ad4d85cf26cfa5f313b1f7c1fcf446457d9e
com.daml	ledger-api-test-tool-1.15	2.9.4		291a40c09eb1a8f5ba4997408ebac5e64233327c
com.daml	ledger-api-test-tool-1.15	2.9.4-adhoc.20240729.12882.0.v4ee22923		f3705d05fdc9f8b660159ffe6ff33f82250b63c6
com.daml	ledger-api-test-tool-1.15	2.9.4-snapshot.20240814.12888.0.vb3283a3f		ae4d39f50a070a1ea00e028c3ee9e0e94b369ff3
com.daml	ledger-api-test-tool-1.15	2.9.5		f6b313dcdbba6d77e77cabe9f21447c37a37f280
com.daml	ledger-api-test-tool-1.15	2.9.5-snapshot.20240823.12891.0.vee04b471		76d8dc52304e73148c5d3a29104d7c52d1233e39
com.daml	ledger-api-test-tool-1.15	2.9.5-snapshot.20240923.12896.0.va7af1e18		2539bc4c1408d190b49ac59c5cb19f65b243fe94
com.daml	ledger-api-test-tool-1.15	2.9.6		995e676a3d7d215096a199263acc990a0ba419f7
com.daml	ledger-api-test-tool-1.15	2.9.6-snapshot.20241030.12898.0.v1e848e2c		4259a874e8131f0e16eea2109866d56a69699439
com.daml	ledger-api-test-tool-1.15	2.9.7		879fe7e36f8fcdf8fc72c3874a84c4ca2b07eced
com.daml	ledger-api-test-tool-1.15	3.0.0-snapshot.20240109.12547.0.v54009a41		2dfa7d5847876a2fd9fd331694babc99e3935078
com.github.jingshouyan	j-rpc-starter-dql	0.3.0		28e69623c6a017437da6574253fe99054c9cf450
com.github.jingshouyan	j-rpc-starter-dql	0.3.1		ef8dfc340d4b1c37ff0910aec61368cbf7487967
com.github.jingshouyan	j-rpc-starter-dql	0.3.2		4c14b10fdded47c8816fefcb586c3ea20ed2ae94
com.github.jingshouyan	j-rpc-starter-dql	0.4.0		4a18bc4bc6e456909c12bfe36e5186c8c093d81e
com.github.jingshouyan	j-rpc-starter-dql	0.5.1		3ee3e73b57287d422696787e7b12fe08a9468390
com.github.jingshouyan	j-rpc-starter-dql	0.5.2		8230da5ac7dac09f802fa6ed6af26261ad194bf1
com.github.jingshouyan	j-rpc-starter-dql	0.5.4		ca4566e4b588bfc2a99073ea03ba40b13a8e24cc
com.github.jingshouyan	j-rpc-starter-dql	0.6.0		6385843e7e8af3f8e1710f58da7de4ab70144740
com.github.jingshouyan	j-rpc-starter-dql	0.6.1		61832b9d2cfb2e5d9012716db017b84ae4b978f7
com.github.jingshouyan	j-rpc-starter-dql	0.6.2		0963171a09a1e283923a7daa2511b892828e5ad3
com.github.jingshouyan	j-rpc-starter-dql	0.6.3		943b487ee47aed7b16fc39fc45a66d5948c91251
com.github.jingshouyan	j-rpc-starter-dql	0.6.4		e99c637f661c5a8524e88275cb4af73cfedb8175
com.github.jingshouyan	j-rpc-starter-dql	0.6.5		f9f9a720ca605b2d54ba3a6254123d07fffcf35a
com.github.jingshouyan	j-rpc-starter-dql	0.6.6		4de592daa176b4dc2d41393756bc3e7d0ccf0e22
com.github.jingshouyan	j-rpc-starter-dql	0.6.7		53e87a65ba88dfba7b02af9fba2ccd5e4ec4461e
com.github.jingshouyan	j-rpc-starter-dql	0.6.8		db112a7d8047b43fb3525b5453305d0334a822be
com.github.jingshouyan	j-rpc-starter-dql	0.6.9		d9f7f0b83ffbfd17e3fb6e33e084b76d78240424
com.github.jingshouyan	j-rpc-starter-dql	0.7.0		0843ec697815d08707ec4e381e2cb251c905ae92
com.github.jingshouyan	j-rpc-starter-dql	0.7.1		658a0af2cdd97acd0d16a1158551a956757511f6
com.github.jingshouyan	j-rpc-starter-dql	0.7.2		309b76c90626ae9d587d0f1371285e9cc1470b78
com.github.jingshouyan	j-rpc-starter-dql	0.8.0		bb59ded1f7c7a1b578889ed9ed1e8a428b179ef1
com.github.jingshouyan	j-rpc-starter-dql	0.8.1		49fb9a89ac89840a2f3cce9446a9fc826665f9ba
com.github.jingshouyan	j-rpc-starter-dql	0.8.2		06fb227e70879706f8a3fc1e35766db2aa0ac17a
com.github.jingshouyan	j-rpc-starter-dql	0.8.3		313871287d296a0725da6532f9c1c9e8e746e6ac
com.github.kameshchauhan.openfaas	model	1.0.0		1d3408be479141d8853358977b0a0ad752da51c4
com.github.machaval	cli_2.12	0.2.0		2ac4f388a903fb5e7e1f23a431ec007643481cba
com.github.machaval	cli_2.12	0.2.0	assembly	e9d6dec0e8c1c61e28f6f30d2be966833dad0550
com.github.smythasen	buffalo	1.0.0		76a6c5cda26c6dab77cddaddc92df8e5bc0e4ae4
com.github.smythasen	buffalo	1.0.1		3029e9c344987c12cff26fdd8813b39dc70c5299
com.github.smythasen	buffalo	1.0.2		10f996e9e4b466961d908c703df949db35a8f964
com.github.smythasen	buffalo	1.0.3		3b1048d6e6e12102c142462a479888303ed12a17
com.github.smythasen	buffalo	1.0.4		74aa09a357ce2a0d585f9bcf7e800b5f79a3709d
com.github.smythasen	buffalo	1.0.5		0210af5b20c40a34b3dfe6c30ef6cec4a64b2660
com.github.smythasen	buffalo	1.1.0		c7bf3f75c83c9e2805768cbc3d7c31daa7212897
com.github.smythasen	buffalo	1.1.1		b7a944f1334a824346be6380304fbd3f858ca130
com.github.smythasen	buffalo	1.1.2		666f0644dec929bc6e1a5da3defd42e432eb68af
com.github.smythasen	buffalo	1.1.3		77526bf6aa16791efab0a58f25b17092d37e2b85
com.github.smythasen	buffalo	1.1.4		94164acba7fc1d3c0f61e8cf6444618b001495bd
com.ineat-group	quick-adapter	1.0.0		N/A
com.ineat-group	quick-adapter	1.0.1		N/A
com.ineat-group	quick-adapter	1.0.2		N/A
com.inrupt.client	inrupt-client-api	1.0.0		cecade5c5e3e3defdf61503cdbaad67d8794a90b
com.inrupt.client	inrupt-client-api	1.0.0.Beta2		aefc6aea07e542f49454fae9a8b8fa473cce4d71
com.inrupt.client	inrupt-client-api	1.0.0.Beta3		8bfd916a029b0800b11fd1399b8b1e502c701db4
com.inrupt.client	inrupt-client-api	1.0.0.Beta4		a319db95dab0bbd3cf4bd269dd4312d358de852e
com.inrupt.client	inrupt-client-api	1.0.1		26f75f82e7baa2cbef7a9fd9b9752d2a1723d242
com.inrupt.client	inrupt-client-api	1.1.0		cf303665055147b7acd332c7271195b623117d3c
com.inrupt.client	inrupt-client-api	1.1.1		95cb927a99ece4818b35d47f5b44caff74146e7e
com.inrupt.client	inrupt-client-api	1.2.0		1c9eb42e690d7f6602de814d2448f788bc3f6112
com.inrupt.client	inrupt-client-api	1.3.0		4cfe47e678476bba35a3e10f4ec0bc35cfc51bf2
com.inrupt.client	inrupt-client-api	1.3.1		ffefbc21e1f54c478779c70108688b9e0b3f28d0
com.jpmorgan.quorum	tessera	0.10		N/A
com.jpmorgan.quorum	tessera	0.10.0		N/A
com.jpmorgan.quorum	tessera	0.10.1		N/A
com.jpmorgan.quorum	tessera	0.10.2		N/A
com.jpmorgan.quorum	tessera	0.10.3		N/A
com.jpmorgan.quorum	tessera	0.10.4		N/A
com.jpmorgan.quorum	tessera	0.10.5		N/A
com.jpmorgan.quorum	tessera	0.10.6		N/A
com.jpmorgan.quorum	tessera	0.11		N/A
com.jpmorgan.quorum	tessera	0.11.0		N/A
com.jpmorgan.quorum	tessera	0.11.0.01102019090814		N/A
com.jpmorgan.quorum	tessera	0.11.0.01102019093502		N/A
com.jpmorgan.quorum	tessera	0.11.0.01102019110105		N/A
com.jpmorgan.quorum	tessera	0.11.0.01102019114519		N/A
com.jpmorgan.quorum	tessera	0.11.0.05102019083459		N/A
com.jpmorgan.quorum	tessera	0.11.0.07102019092224		N/A
com.jpmorgan.quorum	tessera	0.11.0.07102019101257		N/A
com.jpmorgan.quorum	tessera	0.11.0.11102019204238		N/A
com.jpmorgan.quorum	tessera	0.11.0.15102019124301		N/A
com.jpmorgan.quorum	tessera	0.11.0.20191016130153		N/A
com.jpmorgan.quorum	tessera	0.11.0.30092019115716		N/A
com.jpmorgan.quorum	tessera	0.11.0.30092019145247		N/A
com.jpmorgan.quorum	tessera	0.11.0.30092019161842		N/A
com.jpmorgan.quorum	tessera	0.8		N/A
com.jpmorgan.quorum	tessera	0.9		N/A
com.jpmorgan.quorum	tessera	0.9.1		N/A
com.jpmorgan.quorum	tessera	0.9.2		N/A
com.jpmorgan.quorum	tessera	0.9.3		N/A
com.jpmorgan.quorum	tessera	0.9.4		N/A
com.midcu	auth-security-session	0.0.2		0839584acbe1b657b17f12c62886f850a9208e60
com.midcu	auth-security-session	0.0.3		0d0199e7c86600082c968f0a4e4eaa62c51d5505
com.mobgen.halo.android	halo-presenter	1.0		N/A
com.mobgen.halo.android	halo-presenter	1.3.0		N/A
com.mobgen.halo.android	halo-presenter	2.0.0		N/A
com.mobgen.halo.android	halo-presenter	2.4.0		N/A
com.mobgen.halo.android	halo-presenter	2.5.0		N/A
com.mobgen.halo.android	halo-presenter	2.5.1		N/A
com.mobgen.halo.android	halo-presenter	2.5.2		N/A
com.mobgen.halo.android	halo-presenter	2.5.4		N/A
com.mobgen.halo.android	halo-presenter	2.7.0		N/A
com.mobgen.halo.android	halo-presenter	2.9.3		N/A
com.nettleweb	http	0.1.0		390c93b96d7276b9a3a70118b580cc6105b8c2f0
com.oath.microservices	micro-cors	1.0.0		e9225d48fd8c64287b8000c2b7399a428e5f6e12
com.oath.microservices	micro-cors	1.0.1		947b210093b58ac0f2f075417b74053b6ed78f50
com.oath.microservices	micro-cors	1.1.0		a514098ffbb2c1d5f0401aba4386b5b7e5ff4790
com.oath.microservices	micro-cors	1.1.1		254bac69648b6d4a2e7d2ff66e7cde0a3ab0914a
com.oath.microservices	micro-cors	1.1.2		8c1d961cd61266bba4d0f6035f24a28812899ec7
com.oath.microservices	micro-cors	1.1.3		f7528b132777af1725e3b291e1f2579a1fe77ae2
com.oath.microservices	micro-cors	1.1.4		ae6f93205aa6a5a4660f52cfbf840b4cfbe8d7ec
com.oath.microservices	micro-cors	1.2.0		af1857611ca5eff174f40d2d61059a0fd3e7c97d
com.oath.microservices	micro-cors	1.2.1		0e3260f11ef589bff08e9892749bfac32edae236
com.oath.microservices	micro-cors	1.2.2		8242db60ed85ae0f9ddb13d268c2dc95cfccad0d
com.oath.microservices	micro-cors	1.2.3		6bc2c0324fe8ff3f7161a4239dc3a558f4f6723f
com.oath.microservices	micro-cors	1.2.4		ca42d00c221bbe48ee36b1791d712e9e01c2fb58
com.oath.microservices	micro-cors	1.2.5		5b745134b70974204053a9f15f902aa369a5a836
com.oath.microservices	micro-cors	1.2.6		b8c8855ffbcf1385253b83bb021d19525faf3a82
com.optimetriks.unio.compose	shimmers	12		N/A
com.optimetriks.unio.compose	shimmers	17		N/A
com.optimetriks.unio.compose	shimmers	18		N/A
com.optimetriks.unio.compose	shimmers	22		N/A
com.optimetriks.unio.compose	shimmers	24		N/A
com.optimetriks.unio.compose	shimmers	34		N/A
com.optimetriks.unio.compose	shimmers	36		N/A
com.optimetriks.unio.compose	shimmers	40		N/A
com.optimetriks.unio.compose	shimmers	46		N/A
com.optimetriks.unio.compose	shimmers	6		N/A
com.optimetriks.unio.compose	shimmers	68		N/A
com.optimetriks.unio.compose	shimmers	7		N/A
com.optimetriks.unio.compose	shimmers	8		N/A
com.sap.cloud.mkt	mkt-bi-parent	1.0.0		N/A
com.sap.cloud.mkt	mkt-bi-parent	1.1.0		N/A
com.sap.cloud.mkt	mkt-bi-parent	1.2.0		N/A
com.suzukiplan	msx2	0.1		N/A
com.truthbean	ffmpeg	0.0.1-RELEASE		5fe2e36afe2cbb704f9bf676b987c7d8e01c1af8
com.webank.wedatasphere.linkis	linkis-jdbc-entrance	0.9.1		1510ff449977a8b0a2f84f4d02c0707946278e03
com.webank.wedatasphere.linkis	linkis-jdbc-entrance	0.9.2		6414d14075399592502627c3c70181ef185a4a32
com.weicoder.fork	guava-jdk11	28.2-jre		799982ae5cc316d94d731b0c900e37488edaae73
com.yandex.android	mobmetricapushlib	0.3.0		N/A
com.yandex.android	mobmetricapushlib	0.4.0		N/A
com.yandex.android	mobmetricapushlib	0.5.0		N/A
com.yandex.android	mobmetricapushlib	0.6.0		N/A
com.yandex.android	mobmetricapushlib	0.6.1		N/A
com.yandex.android	mobmetricapushlib	1.0.0		N/A
com.yandex.android	mobmetricapushlib	1.1.0		N/A
com.yandex.android	mobmetricapushlib	1.10.0		N/A
com.yandex.android	mobmetricapushlib	1.11.0		N/A
com.yandex.android	mobmetricapushlib	1.11.1		N/A
com.yandex.android	mobmetricapushlib	1.12.0		N/A
com.yandex.android	mobmetricapushlib	1.13.0		N/A
com.yandex.android	mobmetricapushlib	1.14.0		N/A
com.yandex.android	mobmetricapushlib	1.2.0		N/A
com.yandex.android	mobmetricapushlib	1.3.0		N/A
com.yandex.android	mobmetricapushlib	1.4.0		N/A
com.yandex.android	mobmetricapushlib	1.4.1		N/A
com.yandex.android	mobmetricapushlib	1.5.0		N/A
com.yandex.android	mobmetricapushlib	1.5.1		N/A
com.yandex.android	mobmetricapushlib	2.0.0		N/A
com.yandex.android	mobmetricapushlib	2.1.0		N/A
com.yandex.android	mobmetricapushlib	2.1.1		N/A
com.yandex.android	mobmetricapushlib	2.2.0		N/A
com.yandex.android	mobmetricapushlib	2.3.1		N/A
com.yandex.android	mobmetricapushlib	2.3.2		N/A
com.yandex.android	mobmetricapushlib	2.3.3		N/A
de.mhus.osgi	karaf-dev	7.0.0		d14743b9d5f698eadf3976ae9df70657d9f73b00
de.mhus.osgi	karaf-dev	7.1.0		74d19924abd2b9257ee889a12657fb2f5be3fe43
de.mhus.osgi	karaf-dev	7.2.0		6858d6e03047067afa4d135c2f1ff81c9c318640
de.mhus.osgi	karaf-dev	7.8.0		501de2b365b4fcd2f011ccdcb0444c765dc77dd8
dev.mattramotar.storex	pager-jvm	0.0.1		fe09a3b6d2ee0196b786a84de61783ae8ccef045
dev.zio	zio-delegate_sjs0.6_2.11	0.0.3		1f090f39c94067c6db5d10a66b3d9d7ec99b466d
dev.zio	zio-delegate_sjs0.6_2.11	0.0.4		4f0e5fc602c3bcc599f106e975cb313fc11411d6
dev.zio	zio-delegate_sjs0.6_2.11	0.0.5		60be3cd095232d6d2406f45cca7713a05a02b1bd
dev.zio	zio-json-macros_2.13	0.1.5		2dbc2101c8065ff44a93c766ba002be15ce722f1
dev.zio	zio-json-macros_2.13	0.2.0		553cac9abde73c37d2165f07f09d51e99966de46
dev.zio	zio-json-macros_2.13	0.2.0-M1		ff90c0dfb09cbc93bda2c423a3513627310b5486
dev.zio	zio-json-macros_2.13	0.2.0-M2		24f89f7e39d87121fa75ab8ce0dfc7b52e21844d
dev.zio	zio-json-macros_2.13	0.2.0-M3		ee07c9abac9f2751f0abecc11290deec37f54bb6
dev.zio	zio-json-macros_2.13	0.2.0-M4		6f64b557f761eed74d9af9a7274f83d3ecd92f7d
dev.zio	zio-json-macros_2.13	0.3.0		4a741033c935fdc4dfe0721a20449fbb032b29d5
dev.zio	zio-json-macros_2.13	0.3.0-RC1-1		910adffa1364bb2e4005cf42c1e8d89ee3c53b62
dev.zio	zio-json-macros_2.13	0.3.0-RC10		82f8c582122f1b1ad841d54596a520c807f65aa1
dev.zio	zio-json-macros_2.13	0.3.0-RC11		54fa599c1468ed8c2ed2b25a3ec63bb6f3f9c271
dev.zio	zio-json-macros_2.13	0.3.0-RC2		4a18f29f3dd748c31b415cbff5215b380ca54a6c
dev.zio	zio-json-macros_2.13	0.3.0-RC3		0c9e3f30507ca32aabea8225d1616d2cc38899cd
dev.zio	zio-json-macros_2.13	0.3.0-RC4		77bc0cb47f4449ca7e3d4ad303c811acd37a7dea
dev.zio	zio-json-macros_2.13	0.3.0-RC5		72a002b0a269ccd711840acf9069083108fb7ef7
dev.zio	zio-json-macros_2.13	0.3.0-RC6		9e045a8cc31d1121c0015f62afaf0f9206ed43b8
dev.zio	zio-json-macros_2.13	0.3.0-RC7		96d9b883665d3ec2ebe78ef6aa739a7ca56b20ce
dev.zio	zio-json-macros_2.13	0.3.0-RC8		d1ac93795e42b4645d24be989e7d2246fe1eafeb
dev.zio	zio-json-macros_2.13	0.3.0-RC9		897ea7c92bfeca5a639acc05024b571e7a35a59a
dev.zio	zio-json-macros_2.13	0.4.0		295e82ae18ebdb963e42c7496c30fb4f6f7284a5
dev.zio	zio-json-macros_2.13	0.4.1		3b9041911fecdc43f8fc731754b8138f729c6b3b
dev.zio	zio-json-macros_2.13	0.4.2		9212d83657f3fab675028a80e916ab5fa87b97e2
dev.zio	zio-json-macros_2.13	0.5.0		2158581e976554f5ddaffae3a33a8a655b15d41d
dev.zio	zio-json-macros_2.13	0.6.0		78e6c48bfd30994c32b524fbbb05493b08ada939
dev.zio	zio-json-macros_2.13	0.6.1		520865b28d4d63e0918d55b20b68246a00b33f8d
dev.zio	zio-json-macros_2.13	0.6.2		af5238ba915ca211e36c5d009b450133d5b6d44b
dev.zio	zio-json-macros_2.13	0.7.0		4c07896ab9696763f5dc8a11e84ee52555cf87fe
dev.zio	zio-json-macros_2.13	0.7.1		a034898544ccf1955da362b695c8b557483b92b4
dev.zio	zio-json-macros_2.13	0.7.10		f637f88ce0f2b412a024c652a5b3ff41e462a2d5
dev.zio	zio-json-macros_2.13	0.7.11		4f5bb23f78ca9276e4a2ae224349c4a769ddb125
dev.zio	zio-json-macros_2.13	0.7.12		3e25ea6410c7c17e94d79a8c79bfbbeb780efacb
dev.zio	zio-json-macros_2.13	0.7.13		e09136604c67ddff15afa7131de09eeec19bf32b
dev.zio	zio-json-macros_2.13	0.7.14		f5cbe24c4259dfaf222adfcf2577f948b266bf85
dev.zio	zio-json-macros_2.13	0.7.15		20b3228772bc299c0600445d0aa05e96b54f2b67
dev.zio	zio-json-macros_2.13	0.7.16		b43b6b78f43df9464f357866a33559e8a51bc50d
dev.zio	zio-json-macros_2.13	0.7.17		ccfbb7705e4139d3ee2375696450a99b90288914
dev.zio	zio-json-macros_2.13	0.7.18		67db81b8a76aceb01d9e5a4b19673bbc5b3ec4ad
dev.zio	zio-json-macros_2.13	0.7.19		35c7e414093be9b32154f86dff3aa12880a6cd71
dev.zio	zio-json-macros_2.13	0.7.2		34b25feeb0d19df759b15e8908a1044a0899e139
dev.zio	zio-json-macros_2.13	0.7.20		26b7ebee59cad38df1d42119f58951ddbd9b5e12
dev.zio	zio-json-macros_2.13	0.7.21		44ab354619fa4ae537b41c597e044e6adf447fb9
dev.zio	zio-json-macros_2.13	0.7.22		5f17c1d010a985de442e7cb6e3ab7a8c9472fe13
dev.zio	zio-json-macros_2.13	0.7.23		67de026626116b1f50fabbaae644073ae72ff91d
dev.zio	zio-json-macros_2.13	0.7.24		9ee9b156962dca5958920ace88419e679da7681c
dev.zio	zio-json-macros_2.13	0.7.25		763e2839404e5dd95978f4b3aa4ab733377cd361
dev.zio	zio-json-macros_2.13	0.7.26		0dff4f68484564d61ae5d707633087d13069e652
dev.zio	zio-json-macros_2.13	0.7.27		ce604bb46e878aa53ccea132a466a908a69307e6
dev.zio	zio-json-macros_2.13	0.7.28		c06ea130fdf4e32843e8d5c4e367dbccefdff7b3
dev.zio	zio-json-macros_2.13	0.7.29		5686654a6f998e151de28d61ecf1536fa1acf77a
dev.zio	zio-json-macros_2.13	0.7.3		40ae89edde28266a0eb69560845198b6fc23db3c
dev.zio	zio-json-macros_2.13	0.7.30		e7e5de09159ece8cb2600d7a21cd8c26c838ad3d
dev.zio	zio-json-macros_2.13	0.7.31		460c15cd416e15bf2783e00051a8b803713ac06c
dev.zio	zio-json-macros_2.13	0.7.32		5e272e88a883e1ffdd8f7fb90822e13a7ca98594
dev.zio	zio-json-macros_2.13	0.7.33		34ef420b611bf44353a56806d6c91016406a74b7
dev.zio	zio-json-macros_2.13	0.7.34		9758857ac543b2c9b114de2b0730bd604bb142c2
dev.zio	zio-json-macros_2.13	0.7.35		4da1f7dc927a6d56c515dce6b24243c3ac846db8
dev.zio	zio-json-macros_2.13	0.7.36		d4ccafbcf566980acbf3a744892fb2bdcce475dc
dev.zio	zio-json-macros_2.13	0.7.37		ec13d1ac6d9c29b9938bde9712a470cc4b985d1f
dev.zio	zio-json-macros_2.13	0.7.38		8f8dcfc268bd7a7bb3a534c50dd9fb6694893ff4
dev.zio	zio-json-macros_2.13	0.7.39		fc1736133eaacd66f6e4044d506b7b2a0c34696e
dev.zio	zio-json-macros_2.13	0.7.4		112c74ade265e8d8fcbe43a0114c64194e89d253
dev.zio	zio-json-macros_2.13	0.7.40		4565a7f8c1fd8b34d55c15b8322f97070cb8e527
dev.zio	zio-json-macros_2.13	0.7.41		d28bddfb02f49a1dc904fa64014afa0d09e6cbd5
dev.zio	zio-json-macros_2.13	0.7.42		cfef2d07d7c7507b21c521e72ab7dd55a5f75ed1
dev.zio	zio-json-macros_2.13	0.7.5		abef10cdf20fca4a5708657d76046b3c2f00795e
dev.zio	zio-json-macros_2.13	0.7.6		774df200703332bc636717fbaf53a9fde51bb823
dev.zio	zio-json-macros_2.13	0.7.7		43f155229c55659d5ae452e5b0502e4a78b332d9
dev.zio	zio-json-macros_2.13	0.7.8		98eb962c3467a67b4a437d390a4b51b22e1e8142
dev.zio	zio-json-macros_2.13	0.7.9		570a1f6796086be2c68cd6b3be9dfbd65de5de27
eu.toop	tc-web-api	2.0.0		e6f92fe4be469ed3ca3cf13dc2bf5f1e62154d68
eu.toop	tc-web-api	2.0.0-beta3		4e044be10381782936735cc434dba5e902891bf7
eu.toop	tc-web-api	2.0.0-beta4		5cd42ee199bd666c10fd7f7b6792d62689005d6d
eu.toop	tc-web-api	2.0.0-beta5		39194d795873e6080922c7d032010f379ced73cf
eu.toop	tc-web-api	2.0.0-rc1		969aa83d1140712010531f60104d88fb13a64034
eu.toop	tc-web-api	2.0.0-rc2		b0c972a7d7e3223ac72203b15a3a0d5297867e7c
eu.toop	tc-web-api	2.0.0-rc3		a3bc6913aab5b26fa20b474fd7c0c958dc31a158
eu.toop	tc-web-api	2.0.1		fb3ffb30e9bcd1e9d5fd68a670a8646eac6acf01
eu.toop	tc-web-api	2.1.0		3a694d9fad10980cd89f055f05dd390ed9e1d6f9
eu.toop	tc-web-api	2.1.0-1		e9704b174f518782d59a980ec06f7ba4213415e5
eu.toop	tc-web-api	2.1.1		1590ce65c63cb9b9690ac2ca85aa00a7e1975221
eu.vendeli	spring-ktgram-starter-jvm	5.3.0		ef1043560833acde081a79876cf9389fef18ed4c
eu.vendeli	spring-ktgram-starter-jvm	5.3.0-RC1		ef1043560833acde081a79876cf9389fef18ed4c
eu.vendeli	spring-ktgram-starter-jvm	5.3.1		15ead75779922563f13a5cf39f69aec1280e19f8
eu.vendeli	spring-ktgram-starter-jvm	5.3.2		15ead75779922563f13a5cf39f69aec1280e19f8
eu.vendeli	spring-ktgram-starter-jvm	5.4.0		11a503f63767e7028a73fc62f02d73498ad982db
eu.vendeli	spring-ktgram-starter-jvm	5.5.0		55e1b3dba30893cffccec850db0911c36eb57df9
eu.vendeli	spring-ktgram-starter-jvm	6.0.0		55e1b3dba30893cffccec850db0911c36eb57df9
eu.vendeli	spring-ktgram-starter-jvm	6.0.0-alpha~1		55e1b3dba30893cffccec850db0911c36eb57df9
eu.vendeli	spring-ktgram-starter-jvm	6.0.1		55e1b3dba30893cffccec850db0911c36eb57df9
eu.vendeli	spring-ktgram-starter-jvm	6.1.0		55e1b3dba30893cffccec850db0911c36eb57df9
eu.vendeli	spring-ktgram-starter-jvm	6.1.1		55e1b3dba30893cffccec850db0911c36eb57df9
eu.vendeli	spring-ktgram-starter-jvm	6.2.0		242ff6c353f3773cd22d2e6f0a241ff4e66a123d
eu.vendeli	spring-ktgram-starter-jvm	6.3.0		242ff6c353f3773cd22d2e6f0a241ff4e66a123d
eu.vendeli	spring-ktgram-starter-jvm	6.3.1		242ff6c353f3773cd22d2e6f0a241ff4e66a123d
eu.vendeli	spring-ktgram-starter-jvm	6.4.0		242ff6c353f3773cd22d2e6f0a241ff4e66a123d
eu.vendeli	spring-ktgram-starter-jvm	6.4.1		242ff6c353f3773cd22d2e6f0a241ff4e66a123d
eu.vendeli	spring-ktgram-starter-jvm	6.5.0		f50f7b3a197d9cd70001e20f866ae6f2643a28c6
eu.vendeli	spring-ktgram-starter-jvm	6.5.1		d4c055687ff9442d19a42a8ba5fef810836f55f0
eu.vendeli	spring-ktgram-starter-jvm	6.6.0		d4c055687ff9442d19a42a8ba5fef810836f55f0
eu.vendeli	spring-ktgram-starter-jvm	7.0.0		381d2367844bccf2768bb32ea3008c1cc7732c54
eu.vendeli	spring-ktgram-starter-jvm	7.0.1		381d2367844bccf2768bb32ea3008c1cc7732c54
eu.vendeli	spring-ktgram-starter-jvm	7.1.0		381d2367844bccf2768bb32ea3008c1cc7732c54
eu.vendeli	spring-ktgram-starter-jvm	7.2.0		381d2367844bccf2768bb32ea3008c1cc7732c54
eu.vendeli	spring-ktgram-starter-jvm	7.2.1		381d2367844bccf2768bb32ea3008c1cc7732c54
eu.vendeli	spring-ktgram-starter-jvm	7.2.2		381d2367844bccf2768bb32ea3008c1cc7732c54
eu.vendeli	spring-ktgram-starter-jvm	7.3.0		4eee1b6b3552530c1e7be76d50d0b09acecb3ead
eu.vendeli	spring-ktgram-starter-jvm	7.3.1		4eee1b6b3552530c1e7be76d50d0b09acecb3ead
eu.vendeli	spring-ktgram-starter-jvm	7.4.0		4eee1b6b3552530c1e7be76d50d0b09acecb3ead
eu.vendeli	spring-ktgram-starter-jvm	7.4.1		4eee1b6b3552530c1e7be76d50d0b09acecb3ead
eu.vendeli	spring-ktgram-starter-jvm	7.5.0		4eee1b6b3552530c1e7be76d50d0b09acecb3ead
eu.vendeli	spring-ktgram-starter-jvm	7.6.0		fda35a8a9420416e0d24a170a3fa202966d2cd31
eu.vendeli	spring-ktgram-starter-jvm	7.6.1		fda35a8a9420416e0d24a170a3fa202966d2cd31
eu.vendeli	spring-ktgram-starter-jvm	7.6.2		dfee7a4e3ba5fda86a4e45937eca8d3b54fab15c
eu.vendeli	spring-ktgram-starter-jvm	7.7.0		9279f023c5d4403d695542ed1d008ad56e9322f4
eu.vendeli	spring-ktgram-starter-jvm	7.7.1		732b613194ce60cf58ab0de2b677156cd3cacde0
eu.vendeli	spring-ktgram-starter-jvm	7.8.0		732b613194ce60cf58ab0de2b677156cd3cacde0
eu.vendeli	spring-ktgram-starter-jvm	7.9.0		732b613194ce60cf58ab0de2b677156cd3cacde0
