cc.kebei	webapp-boot	1.1		N/A
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+120-1b0f5226		301f182c991761d7cb2a98401e2c22f0f367adcc
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+122-8f5d7f9e		79e150417ef350f8332b86761283cccc53983562
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+126-402a61f6		5a42e1dbe1c11aa42a09e2bd9d1c64b649028f34
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+128-40c44240		42bffc0fa9de0d3d5d9c7dd77e0e2471617395d5
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+130-95f27b0d		f253ad189bd0e2fe4962cdb2c750c95db71870a7
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+138-f5ea5961		b54754a777dc81357086753a45ce56fe04097db0
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+14-c8a04328		bd581075eda5fb92da7d6f51d47cf387192bbcf1
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+140-82b09f14		83a0dfffa66e12157b12f311dc35ddb71f0f3f8a
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+142-0f686baf		547072c2172285e4715c0d3f5ffddfaa3f658895
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+149-9c0aa740		1910e2f05cd7a532cc8c155ad88ad15dd7d666d0
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+151-a9c8a5aa		d9cff30c9934905ff807d1e7ba8a9be1d2ef75ac
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+153-ce1ba507		da0947ac8c3fcc31dbe2d86b470899ef34655540
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+155-b0af7f41		3abda1cd9b0cd7b3e72fcb1ed3f371695f60a93f
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+157-6e955bb6		e4aa81c56a83096e29af515123bb8d8c9e3db4cd
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+159-04af9962		943d37ce931fb794dd83884e1c6809cd72e1bf17
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+16-24ac186d		14110f4efaf11e65b56558ac158d377d5be9bc4d
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+164-c44e04d4		ac36983316c72c61112201ec58ae8498ed5fa38f
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+166-1f72f225		bc5364283ca80cf5f842e8ed9368eea6cf9c5ffe
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+168-2ce97ef2		4efee1a5e5e1fdc9a5aecd38820700582ad4d802
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+170-0754ddab		0ad8565e5aec94b466d9dd10a8fbc799e8fe149b
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+172-be87c1e1		b2b6a1ec91b4d175f4102a58f78132e8131d28f6
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+174-c7d97691		67930ae6e03e3f27528701aed75a6c45ed38fcec
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+176-7126003d		3858e0c75ef01c535848d861a53f12790984b6ab
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+178-5bb006fe		6cd116a2179917849c7c45a4831aaaa2c8486f8c
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+18-61d7b699		2ec9f92662e39ca495969cfaa5e1762235f410af
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+180-838ae5fd		cc2b2d5e9fc9a7f520ffbb10f45e00a7d39f5d03
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+185-5069854e		07183134fb6cbc3122e5019b99749d796de3b423
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+196-4786e06f		9a431f3d07b40126171f637f91a9fc7fabfdbd42
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+199-56e1748d		5063365a5fc60abcfebd33775cdcb5475a6c0d2b
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+2-8c722c3a		6fee5fe34a3e7bbec42622bcb87e70f845c88a43
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+20-2202f9cd		ac59bf075a066584e931fb6a51fb83cb957c35ed
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+201-0dc4aa4d		b4c15a94d6f32ec0d1bd93f9cbb65c3f78cd1564
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+204-83a471b2		b75fbfff5169e7d5a76406c95a33e1a39a355c3c
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+206-0972c281		6127272cc8fdfd2ce40299892e069e31196f7b50
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+208-b9afe532		07aa15c0d092eeb16439550b09e76df986c19943
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+210-4619f265		d5c7e9750fde0f2b2a79881a4985024122b49cd0
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+214-9cff53d8		f65efbc385400d90e22dffba5ae80dfca5e5f028
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+216-c9f6ceeb		419c78a349acabb53926c7554e2f4443dab2120a
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+219-d64bc71d		8553431c4350f6d4401a44f2d9bf11e74c14b96a
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+22-a8919d61		7e9439d8da1bbc27dfc55431c75f8c1944f42b96
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+223-f499c6f2		ccdf878d093832d93af907ed28341af8d5e802b7
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+227-ea54ea9d		0565cb6a2be4e275b5aaa8451e76e0d6b5c3b75f
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+229-543bea37		02ee2ff56463d8f18eeb6e4069693e1ea41e925f
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+231-40240baf		8a214d8c2ea8f4740d7f20145da2482cefcb1a36
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+249-6a142bd1		fb457f868489b687596ec739fea399b7b939decf
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+251-76627301		cd0f19988c9c646c5d46f70743db72f0d12ac7ec
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+255-2aee0e76		b94baedc5fcc0200850818791a00142bdc8183c3
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+257-7bc24ca9		f714f92308e9bbf6d2549720a3832ff3d6b9972e
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+261-0e1e1007		057905033ca3be184cac7f44aef0880579c2db8e
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+265-3b881076		1fbf0f04dc61e522574936b94b4e43c2802ab35a
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+30-ddd7378e		cfc2bbaa02ad6bb2a19954e59f072d233a031ad2
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+31-fbcb839e		1145050246151517498310bd1522c20244d0c389
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+37-12adeba0		5568363f15a4c7ca269b96e7c2498858d8cea701
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+39-64f162de		b59c4ef79d8421a0ab2d1bc661c6bff6fa565160
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+4-a691d67f		bb3bc644f90d94cddc23b0dc2a16512a0c0c3a24
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+42-82baa78b		77b2343bbf19346a38ecb37b8304ae14beaff7c9
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+46-20e012a6		21aa9d967f45a1691e571285d85734808fd505a1
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+48-544026ee		ff29a3d8d25092977cdf121197b4d4f075dbde70
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+50-7951bff0		5c7a9f27323a4fb633920df261f9d9ec03ad6277
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+52-06ce14d4		cfc08553022b683da4cb88e836e523affccd45e7
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+54-77570754		e1a5629b8f8d639e48de5cd9c686bcb1b981a328
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+56-8425ccfa		16ac3a0458634940cbe3a809df722ca38e2db40a
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+58-24330f60		9f80f0f946e958fbe0eb7611671096ea80b9ea52
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+6-3a70736d		272c7fcfb35dfd318d1ef6c45e1d1eefe757a1a6
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+60-7fe63ef3		d3765bc828210be85132387f764c93bf3fe45258
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+62-1596cfc7		0f65c0ae48775bc13d14a1951bc73a7b5d1617fd
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+66-dfadcc1e		64c55672575a1942713ea99067a619f6fb6977e3
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+68-46595423		1b0ec23fdc7ff33f410a67ab7756687880af9595
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+70-384af402		e164731a703e1b264ef827e4d6858801810b839a
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+74-4443c198		88da3fb56bead6f7dd38768221307c5584bbcaf6
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+76-704bdc3e		db1adcb29df86f2618699d7857f4fa481409b698
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+78-926817c7		e6ae48bbcd6822f0c348bb91853fd9311cc48ec8
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+8-a9aaedd5		ac701b21f0d437cbe75573950a5b4986c770711a
io.janstenpickle	trace4cats-http4s-client_2.13	0.7.0+80-2df6017c		6528efed09f524d60b18994cedde46220c258342
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0		d053e4ac7af185516a38c7aa8b5bd66abe8d2192
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0+10-5f6152c2		12e90afaf2038b9bd74e759d85a82ce54cc26ecb
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0+14-b64dd2b7		ad161eccd0f47a85ae9aac1b26f52087e50ee58b
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0+16-1d05275a		cce3337f5cd25cac0aff0f9be1dbe222a819dbff
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0+18-4055777b		03145545658dd03adc2043260c53e40625f811c2
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0+2-96f6831f		9afdbb88de525b1588f0204e2aa8a3d84e4906ba
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0+21-b72f4d01		23e79df4062d4044a90bc9de39b547fad05eec38
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0+23-7138d6f8		e43d72ef24f9335fcda6d0a1bd62fa714e79c2da
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0+25-f361423c		cd9c0825e544c4e42e6b27589f93a250e7d9192b
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0+27-baa19d06		f537f710215a9e40c941b9da0ea42692e37fc691
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0+29-cb5aa79d		fadc37fe807bda89a82c6b5a8e21d364bdaa7274
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0+31-58c1914f		c544872a8828d9bd2c3c1b5b50cd4bb6a14fe320
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0+33-c7204f7a		95c5c331aed691aaead2d37ec472dd5281bbde9a
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0+35-ab3bf63f		9bcc7af8a7f6481243c79dab8c5d2f70fc05a08a
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0+37-9dc46d49		a5e79b6d8b1d72dfeadd684b0a2bffff0052df46
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0+4-75f7f4d1		03d689c961129e098618f446b66f46d0bf05e98e
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0+41-0787fe69		5d87f71382eeb26ae020ca32d264e389a6dfcfe2
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0+47-b959aaa7		02ca4c659ef9a5f303da821874a3129a6dad0c4d
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0+49-549877cf		90636a136dfc06a7c6f8ca83de566aaa128e697f
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0+57-5c4d46bf		e9b3318b0cffcb6b62177185fc7a25e4699179b3
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0+6-22060fab		abe006f32f95aa0cf8e3b21873c95c979a83a8f6
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0+60-383dfa93		993fac2ef9d81207e4d41a3085aa10121e012e38
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0+63-1ac9331b		e628e27a639cd0bc881d94f26edf57e93db5d159
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0+66-8d6a732e		195d8f1d824f2be3fcbad042d129209dfd58a8b7
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0+8-c22f1939		071e3f6a3cf0a97179b2ea31ac008a7078269af2
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0+81-bad69502		d45582287eb81da62ba9ce23c2f4366f64c88db8
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0+83-6f8cc7a1		7a66aeb9638940f19c00418e5bf2a5223f97da3d
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0+87-1c0579a2		b3e112888f4508b977bb22d20e644a1b7a787d70
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0+89-265c24aa		e803d99bd14f79b51d9bccbf6ac5cedb10ea0cec
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0+91-e9863eb1		f7efbce292b2c69133e1e320f91a7a49b8a619b6
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0+93-4978d76e		860d83b433cec276210a7ef2c4c14fa15b6b8f26
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0+96-805b0a07		8c972cf60df9981b36b9edb1a021a61e63cb9279
io.janstenpickle	trace4cats-http4s-client_2.13	0.8.0+99-2a8ffd6b		cad021c89d15b09ff23d559bf357c2235f9254b1
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0		f7666a0c9b7aaf907431eac3d5540f31990cf5ff
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+100-bc9501bb		59657a8dce531a611554026d8a15e03ce3a73e5a
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+102-eee43c73		44a4ebcbe73dd57418d6b9cb947739240467cfeb
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+104-0c3d5ea6		972ffde88856282c84e25bd8976375cb688be629
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+106-ea87f558		3bf4205deef21384ae23bea0f581cc3e0c57e662
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+108-db344acb		abc99a654527ceab1f6dd6162bc89d68583ebd98
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+11-e4b1d65b		3832a9c70614e7633559500cac3f7a2457b9eaa5
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+110-e41637cd		a3e3ebb19c1bdf53e1bf239c7ce66d81b60832a0
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+112-0aaeecdf		61e1c8593aefe3b4d599b61bbe98cc5b785b2d40
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+116-d5d065e2		6aaf72d7212013ad6fa4afde99544c15cea54dd8
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+119-4f53b9d3		ed916981fcfd9930d331b27399b472291f49f27b
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+121-bcc5decc		7c64d9eb5f43663efd95018fc81541de61b48fe7
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+123-5cb5e4a5		76cd4d0f24ed241daebaf3ed13dbe3a338d92318
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+127-1a3eebbd		843726a4dcd426a8f44cae26bd51d7cc5fa4acb7
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+129-bce12b93		c9e847262181d12a56dc4f2926309554ea6790ed
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+13-f6725ebe		b44524d2026f5bd177a7cdf94217b9aa757b0424
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+131-b1c5c59e		0080660b230fbbe169c83699f76908973cd08082
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+133-745ff907		42af04a5875f6e853dbc8cd1b19b494e086efa5d
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+134-0183004b		7a5a8acca6ea33b0c6db71afdaf6de2f0a85dce6
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+136-ca732322		8e98ccd6168bdddea049cfd71693b57f0f5e0981
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+138-b9c58a94		7366f1074f01deffa84d997b30d9c3e9dad50b5c
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+140-bebc14cd		689dc42fb16f00f675e2f39d2a5ca7d88ba8567e
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+142-1ff00749		3c00e7cb467657cd4856058a74f371ace00fb4ab
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+146-2d5c0093		d4626f90df8dcf9cb471170a471b08bbf9d41bfd
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+15-e25cfe91		349f286ea33929e3fe38631e9fe6f80a540d8ad8
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+150-45d1ef42		17e2da67fc6e88afb6bf8291cb16a7e15db0f58c
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+152-289d4872		d6b6550ca20cadd3ed10ef1e0fd15b6cfb8537c2
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+157-faa745d7		2fe0fae9993f8131a053e46138ed8cad3ad80797
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+159-ed2796f1		462bc0cf4c0b6962866ac7d3b09da6c84bb692bb
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+163-92058c13		e7afef1f69b770d95dd182f01b851efb5ec69085
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+165-d76d5ea6		d008c0585271f323e09ba28fd0272b84711897b1
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+17-26ee9900		70abe3e212cda447257a411b6cd656f985b914f3
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+173-fe01f90b		5a94b37744cbf285e60ad0933627ce2dcb528041
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+175-e3326058		38ee2295cf3c6539d01c22a570665d95c79e9932
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+177-028d8906		8fd7998bda6102135133f082df03b733c09f9033
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+180-2fa9dc24		26718dd5c740c59ce16ad884f7c7f2f664533fc3
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+181-f33a381f		5bacd4eb89dc1c7f312780749f824fa56d085813
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+183-2d72d889		c826442f9903a03034eed1037958cc2d36241695
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+185-b5128e3b		17b905689aa6caceda1e1b60737946efaffb4b20
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+187-262fdf38		c5cd55c3db11810201590ccf4724564f1a8155cf
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+189-b626327a		7bbddb5215c7297584b12b4bfa79b9c696185c41
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+19-ddd86683		6a69eb1a79ec92afeeda18b9c1b94a86ca435052
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+191-b044d3d6		ae6bc74e745510cbdc890a7d3cbad3b86241da7c
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+195-3e730e41		b98b57b5e21b33a24e0c4a0b9e796f5c4a88cdc5
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+197-2d729f90		60fdfc366f4ac8134f161d45248bd5e1dc3deb0f
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+2-1e595df5		c0066920ef23cc2ec2b6560a00fb2f74ae9a54ae
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+204-3a10fe30		e3f66aaf5a74cf9933afcfed47219b0d891504ea
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+207-4298769d		11a8f096328b22cf03cd176041a6f97e6a519049
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+209-03054a74		b221224d24f57e14a1e3dad533d04e6f3a99b815
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+22-7ba16a2f		d1be247a57f52397510ce85ccfab5d204daeb56e
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+24-d363e1ae		46e4ea1c696eeb176e5a396f35ae5779580267b1
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+26-9dd94806		be0b76fec5ceed79f495a25b20b3b2268fc1059e
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+32-a05cacff		87e55779ecc1425216ca1eedb8d33c045ca7919b
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+34-48c91611		f7d00dac5cce1c52f5ccec2e132d4f906cb0fb4a
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+36-af28d312		8dfe8e0a9d2f13a8b8c00d8e3d536747f36cb947
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+38-318d7726		3d6b4f230e126b6b1c3abe52265dc72aa4c5921f
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+4-fc9cb3f2		f3ec14297983b7e392e54904fa81d25d2d8a70ea
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+41-84837075		498a0ea7f0f211e1185cd147d70dc948e74a4a8a
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+43-daf2d53d		cba3d77201095dbce81f2d76f170531c9b0e8b13
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+45-45e12330		51a47c595de96a3f72f80ca307661b94d5929beb
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+47-8b2cdc42		a90280e9b25b23526984481f2cdc26abf327a57d
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+49-263e2eb2		a94eea507623e382f2bbfc6074ccbaf81b1577b6
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+5-96c06e5e		88bf64e3611f5399feb818e4127f9653d505883e
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+53-987d88e9		89290a7eb154e5a4ff96bedf294e746ab8c16e3f
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+55-f10dc2b9		faaaaf9a06ebbf930ae7921b1a95fedc9ea73c7a
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+57-bb9e8098		23fc0f079cc797e4ab77848e9f396fd7e941e534
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+59-789cd78e		870cc335e9de358aadaadfecab2f89f6ff11dbe3
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+61-5fac4692		9305b9d2c62b2cf6e1630710a55f80a684429852
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+63-1edcb390		8b6b56f61b2f0ac1436ea8e5ab0bc41a854c8e05
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+67-6898996b		dbd974fa7ff970594b04f9f977e57b48785ed629
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+69-311dd1b1		f7cc1a69858ce4450a39aae98b729c44e050a872
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+7-88f5a917		440a5b545b2c92c250f5945f7a68cdf4b7d95f2c
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+71-29803537		dbd8afa51919976b44448d482740038877a22b33
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+73-34fbdd14		077fac5b205c26baa1bf83fadc05b5a10b4e62e5
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+75-6da31eb6		45e304af1f56de7aefb1291e6921ecfc3e1eae56
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+77-b4d7c596		ebcd72e2cce7f556041f26352734f7d4841817a8
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+81-4762440d		88cb9d6864537aade8108c3abffc1a418f9f5265
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+83-ce01752c		81dd8a45418c95ccf3a516bc3f08ae2b15887092
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+85-6f7d09fd		c52f47bbe6c0ad703f6785976cafc53e23c0e378
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+87-6d061df8		c1f0e20969858bc0332d68c8551cf149148bf43d
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+89-f8a44aaa		2288718dc0f7647a4fe383080821a62ce8afe4cd
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+9-ee886102		37b9a2344978b94c6f6ff5c777b88b75266dda41
io.janstenpickle	trace4cats-http4s-client_2.13	0.9.0+98-062f2c8a		c4585ddeca49ed2d2a7c5694377537595334f961
io.quarkiverse.langchain4j	quarkus-langchain4j-openai	0.1.0		33f1ed40a5856112ba915dfe7dc4ae01eabd274b
io.quarkiverse.langchain4j	quarkus-langchain4j-openai	0.1.0	codestarts	ea3899bc15cb82b1ce89033efb48cb1d3cf120b9
io.quarkiverse.langchain4j	quarkus-langchain4j-openai	0.10.0		6480abb855f7154ff0e2fde00a1e97afb54dc7a0
io.quarkiverse.langchain4j	quarkus-langchain4j-openai	0.10.0	codestarts	6485ad903d2fa225e8dc664213884ff08c3b59ff
io.quarkiverse.langchain4j	quarkus-langchain4j-openai	0.10.1		e6b058a0e9ca569e50d15702abc0ff0c03fe8c76
io.quarkiverse.langchain4j	quarkus-langchain4j-openai	0.10.1	codestarts	dcc3c6891bd3baa67bcbd0ec311db025419fe294
io.quarkiverse.langchain4j	quarkus-langchain4j-openai	0.10.2		3ddf7ee1113f67eb0d0e9d0bc16066762161373a
io.quarkiverse.langchain4j	quarkus-langchain4j-openai	0.10.2	codestarts	29f734240080cd0bd52e803d8f5d7adddff18e89
io.quarkiverse.langchain4j	quarkus-langchain4j-openai	0.10.3		e0776ee0e98705d7b93bbd9cf130d219aad296a5
io.quarkiverse.langchain4j	quarkus-langchain4j-openai	0.10.3	codestarts	4d77d3e3d5b4d4643b1c3520e9564d6f13803755
io.quarkiverse.langchain4j	quarkus-langchain4j-openai	0.10.4		41f01cdce5094446c4eee28fb6eb0a5e718b1404
io.quarkiverse.langchain4j	quarkus-langchain4j-openai	0.10.4	codestarts	601e9dee295bfafc6cf303380467643caf652935
io.quarkiverse.langchain4j	quarkus-langchain4j-openai	0.11.0		b03a1444c3dead185762d2b9f26a0930523074b6
io.quarkiverse.langchain4j	quarkus-langchain4j-openai	0.11.0	codestarts	64fbd2c053850cff0531d386a3f2156dcbcb6c23
io.quarkiverse.langchain4j	quarkus-langchain4j-openai	0.11.1		7a2c4ed0c4987ead325e302121932b7dec8b4900
io.quarkiverse.langchain4j	quarkus-langchain4j-openai	0.11.1	codestarts	402b618d3f7cc6dacc4753f4c27f15d7d051b890
io.quarkiverse.langchain4j	quarkus-langchain4j-openai	0.12.0		b26edeccc813abae86671eee47985bb6fcf4286d
io.quarkiverse.langchain4j	quarkus-langchain4j-openai	0.12.0	codestarts	eba85f830a83fd17bc90f55f5cf0bcf52ce00330
io.quarkiverse.langchain4j	quarkus-langchain4j-openai	0.12.1		fc96d411bef746df3301c0c033536d034a2a5a90
