at.released.cassettes	cassettes-base-androidnativearm32	0.1-alpha01		N/A
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.41.2		677840f2689c3e4c12205338816341d2e9633192
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.41.3		b45e9fcc4096483d0bc4cd85b359a44b25bce14d
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.42.0		731bc01c61037a7879b8de447528c6c8affbc086
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.43.0		3c2bd42270ec393a4b1aa3652594c73ea059b327
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.43.1		8b7f5feb98174e8db9b75df6051a8816e4bbcd9f
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.43.2		1017d67bec5f3dbafc94d93c746a4c9d790983d8
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.44.0		900740509903d6fd114766c891043a2371f06bd4
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.44.1		825c5ed42e664af5a3a4156e871e56c79458c916
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.44.2		342dbe61d178828777370e34b35c00d92474afc4
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.44.3		d47043a7181797c8642546edcc6dfc9367fe627f
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.44.4		a56b9e08af5d3fbdc2b083a1232c45a8b0fa973e
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.45.0		be3aa6dac698faa783ecf2025ae60e8d85b4d323
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.46.0		a4c6af102aa4eb31b84d075e0244d159dd4f1ef6
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.46.1		d0b9d764ba262511d49801f8cbd31ab5c01ffbeb
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.47.0		2b532fd5a67aecea2fe1896fe043f7947e899ed4
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.48.0		3110960e23f4cd22f153241365961cecf54c9fd7
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.49.0		5cf77a3b7fb8fcf6b29e0841c3e13acb06725f08
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.5.0		6c4fa928463647f9ab407d11e53bb75e31721168
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.50.0		068f15bfff03e343014de21abd55f4db226b0b1a
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.50.1		e8bf2a33962277d5abe0b22e37d9b886543d1a5e
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.50.2		9ecde515a9e35e38c996087fe71593de3856f1cb
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.51.0		bef11a19dccb93590135e449a2cdc916cdd98b8e
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.52.0		b83d06f5d1c85239f634278d4dd5ae09d2ae8d71
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.52.1		d2efdbaf010f6cced5ed7f81354d1457bbafc66a
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.53.0		fa6f0443d56f6a83728c6693e812cf7d4f8c6cce
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.53.1		a32f80d9aa55e95e6219598faaf314bb8f5f6102
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.54.0		475d13728b663cd43ea17e84de98c7e663348922
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.55.0		657649a85f9a4dc027606aed79f5cef81d9093bd
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.55.1		b3a93f3735ba471b075cb1b390004dc2160fae6e
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.55.2		75af3bf2b57a7906eda40fdc562967a6da1de7cc
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.55.3		47803f91cadf3bb0ac0d5e4136858c9b6ac36942
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.56.0		f7fe3ad82b64bcc314b41e7b42b686ef5f1d25f2
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.57.0		6cd9b3e47d88b8f99e51abe8ab78fa6feb6a3c97
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.57.1		2241eb739a30332e31bf035dc8b5e312f88257e7
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.57.2		04a34e82d116d0c49afd18fd39dce0178a409336
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.58.0		cb30556b43039bf2785d948839a45bee3d880ec1
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.59.0		d53ba5a055d3732bda4cd7d9a97c0af797056f3a
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.6.0		ab01d0f432a548527a18ba659ae2a32ba1ca7602
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.60.0		a5ba9a65791faafa2bb08fe092bccf6414aaf3bd
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.61.0		eae1cf894500e09a300650907a69e039732221e1
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.62.0		0b83feaad4de2aded6a8bf7fdf0b5d12432f7ce4
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.62.1		2fb497fbc8ac96a5b82b826a34ecce07c39ee751
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.63.0		18c27b7f61788341ea604a4c67da06f6f67e0b4c
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.63.1		8d70ef6dfdc9f7a6f5961cb03c284ed19ca4c39d
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.63.2		5954314b3b06e117d7fa0b07733eb5564b88284a
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.63.3		fac458c9e1ceff80a7224979e0b35fa668b4bc99
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.64.0		446278a49ecd7c2273e4870981931273362c1567
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.65.0		fdb2d63d90a5665df8566e5c717bbe258f18b50a
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.7.0		e8cd57b201ee2c08c45049fc421442640ad33d0a
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.8.0		47b1fede3056015978fa7120a688273b0100fc52
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.9.0		36d561b9d610462bfee90fbcb6855b0bcb39feed
com.oracle.oci.sdk	oci-java-sdk-loadbalancer	3.9.1		fe1389830e120b453941016de9536667108be6ad
com.seanshubin.devon	devon-domain	1.1		5120afc7fac7bfd7f190e40792410fb5322aeaf2
com.seanshubin.devon	devon-domain	1.1.1		e7738390cb2486cee5f206bfc0d87eb09809d5d0
com.seanshubin.devon	devon-domain	1.1.2		ef744b21d11e526b1e6d28cd201cd7815c21543c
com.siashan	toolkit-sms-provider	1.1.8		a94931acdfa355d2f8a53a45b61cdae717a86a63
com.siashan	toolkit-sms-provider	1.1.9		2380115ed265103ad8cce7ac57f22d56adc9efcc
com.siashan	toolkit-sms-provider	1.2.0		d632501ced3a68c657c5104b567943cf76c2fe58
com.siashan	toolkit-sms-provider	1.2.1		02398d72d47528fcca5c3359a621420cd97e3193
com.siashan	toolkit-sms-provider	1.2.2		c46d8f4ba205ef8310b7979b3fc42834a0fc4bd0
com.siashan	toolkit-sms-provider	1.2.3		725c7f1be175343eb1a25fa7d8513dee1d6d88a4
com.siashan	toolkit-sms-provider	1.2.4		c74c418a209aac282e537eb9476c0e15825ecd08
com.siashan	toolkit-sms-provider	1.2.5		3fa09f72283be397315159bf7bbce49cb5443117
com.simiacryptus	mindseye-text	1.7.1		077b4f3b6093276a0896247ccdee95a835faf983
com.simiacryptus	mindseye-text	1.7.2		fa4af37bd69bfeedbcd8945a0341407164cb296c
com.simiacryptus	mindseye-text	1.8.0		a602342a65c48569a057ac6a2254c9b31d84edf9
com.simiacryptus	mindseye-text	2.0.0		15f4b57aea9b0352f743cedb93c1e7ff96a574ee
com.simiacryptus	mindseye-text	2.1.0		770de1ec217aa71ac1204c31a61b03404f11d613
com.tencent.mediacloud	LiteAVSDK_Player_Premium	11.8.0.29003		N/A
com.tencent.mediacloud	LiteAVSDK_Player_Premium	11.9.0.14464		N/A
com.tencent.mediacloud	LiteAVSDK_Player_Premium	11.9.0.29004		N/A
com.tencent.mediacloud	LiteAVSDK_Player_Premium	12.0.0.14686		N/A
com.tencent.mediacloud	LiteAVSDK_Player_Premium	12.0.0.24680		N/A
com.tencent.mediacloud	LiteAVSDK_Player_Premium	12.0.0.24683		N/A
com.tencent.mediacloud	LiteAVSDK_Player_Premium	12.0.0.24685		N/A
com.tencent.mediacloud	LiteAVSDK_Player_Premium	12.0.0.24686		N/A
com.tencent.mediacloud	LiteAVSDK_Player_Premium	12.2.0.29002		N/A
com.tencent.mediacloud	LiteAVSDK_Player_Premium	12.2.0.29005		N/A
com.tencent.mediacloud	LiteAVSDK_Player_Premium	12.2.0.29008		N/A
com.tencent.mediacloud	LiteAVSDK_Player_Premium	12.2.0.29011		N/A
com.tencent.mediacloud	LiteAVSDK_Player_Premium	12.2.0.29016		N/A
com.tencent.mediacloud	LiteAVSDK_Player_Premium	12.2.0.29017		N/A
com.tencent.mediacloud	LiteAVSDK_Player_Premium	12.2.0.29019		N/A
com.tencent.mediacloud	LiteAVSDK_Player_Premium	12.2.0.29021		N/A
com.tencent.mediacloud	LiteAVSDK_Player_Premium	12.2.0.29023		N/A
com.tencent.mediacloud	LiteAVSDK_Player_Premium	12.3.0.17090		N/A
com.thoughtworks.deeplearning	plugins-cumulativefloatlayers_2.12	2.0.0		a67c4e2d588102db9ae7018984e47c0f4e011ea0
com.thoughtworks.deeplearning	plugins-cumulativefloatlayers_2.12	2.0.0-RC2		138e31cadf064fbfc0ddcf9bc74087d6ca6b8edb
com.thoughtworks.deeplearning	plugins-cumulativefloatlayers_2.12	2.0.0-RC3		a8cd26c2333b5f6131908a98bdd593a2d8d968d2
com.thoughtworks.deeplearning	plugins-cumulativefloatlayers_2.12	2.0.0-RC4		afdd97ff0d9edb289cb242ce523e693d4ace1780
com.thoughtworks.deeplearning	plugins-cumulativefloatlayers_2.12	2.0.0-RC5		b8a88cd98634f026723c36d69fd0f4da9f0d8425
com.thoughtworks.deeplearning	plugins-cumulativefloatlayers_2.12	2.0.0-RC6		5e27636139ab98de0b1a0f6d28128acfe11b4f7d
com.thoughtworks.deeplearning	plugins-cumulativefloatlayers_2.12	2.0.0-RC7		6793fce918caa6c24e1574b07436bb86145d2c32
com.thoughtworks.deeplearning	plugins-cumulativefloatlayers_2.12	2.0.1		6f8f4187c867739fdeaddb8732a9343eeb22cb60
com.thoughtworks.deeplearning	plugins-cumulativefloatlayers_2.12	2.0.2		dd0f762d47db15174bfca265051cc7634898835a
com.thoughtworks.deeplearning	plugins-cumulativefloatlayers_2.12	2.0.3		35fb0033a97d85b805c1d733627900f3f242fa41
com.thoughtworks.deeplearning	plugins-cumulativefloatlayers_2.12	2.2.0-M0		d4835079d5a010f9c2d7d9203eb81fbf05e72ec8
com.thoughtworks.deeplearning	plugins-cumulativefloatlayers_2.12	2.2.0-M1		8ac4cffaea0304fc185dd5b1829ed0d686fab2ed
com.vanniktech	emoji-google	0.10.0		N/A
com.vanniktech	emoji-google	0.11.0		N/A
com.vanniktech	emoji-google	0.12.0		N/A
com.vanniktech	emoji-google	0.13.0		N/A
com.vanniktech	emoji-google	0.14.0		9f615a718bbd560dafb9ab0ee3e68138e12cbbcf
com.vanniktech	emoji-google	0.15.0		c2187f1617f68f0b2611223870a659b95a970b62
com.vanniktech	emoji-google	0.16.0		550894dab629eec3764600001ebd282ca445fa89
com.vanniktech	emoji-google	0.17.0		550894dab629eec3764600001ebd282ca445fa89
com.vanniktech	emoji-google	0.18.0		cb1e044ab5ca93e70f626f90441d9eae8f5f0053
com.vanniktech	emoji-google	0.19.0		cb1e044ab5ca93e70f626f90441d9eae8f5f0053
com.vanniktech	emoji-google	0.20.0		cb1e044ab5ca93e70f626f90441d9eae8f5f0053
com.vanniktech	emoji-google	0.21.0		ecd180fbfdefa2357b1952722b0792cc4b322a44
com.vanniktech	emoji-google	0.5.1		N/A
com.vanniktech	emoji-google	0.6.0		N/A
com.vanniktech	emoji-google	0.7.0		N/A
com.vanniktech	emoji-google	0.8.0		N/A
com.vanniktech	emoji-google	0.9.0		N/A
com.vanniktech	emoji-google	0.9.0	release-sources	3f98f8912232bbdd86a806246b9a77ebb59a0930
com.wordnik	mongo-admin-utils-distribution	1.1		f6d35b7ce401d83c238cff470b7c788d3d2ed636
com.wordnik	mongo-admin-utils-distribution	1.1.1		160ad2b14d411b401566fa328a6bd8586009ac4b
com.wordnik	mongo-admin-utils-distribution	1.1.2		25508af432a773ef41bfadbb82250f31a79919db
com.wordnik	mongo-admin-utils-distribution	1.1.3		251d5edb5e3a97cfaa7dba8b32ec33b162011d7c
com.wordnik	mongo-admin-utils-distribution	1.1.4		4844b78caacef6dede0adb2d29035810a7279a4a
com.wordnik	mongo-admin-utils-distribution	1.1.5		6d37916d7aec1f4f309ac1108c22eb0919367e19
com.wordnik	mongo-admin-utils-distribution	1.2.0		5b6bb26ff5b802a3f1d27d79d1a346e1d831917f
de.voize	maui-kmp-wasm-js	0.1.0		N/A
de.voize	maui-kmp-wasm-js	0.1.1		N/A
de.voize	maui-kmp-wasm-js	0.1.2		N/A
de.voize	maui-kmp-wasm-js	0.1.3		N/A
de.voize	maui-kmp-wasm-js	0.1.4		N/A
de.voize	maui-kmp-wasm-js	0.1.7		N/A
de.voize	maui-kmp-wasm-js	0.1.8		N/A
dev.supasintatiyanupanwong.libraries.android.kits.location	location-core	1.0.0		N/A
io.appulse.encon	encon-databind	1.1.0		69e37c5da16bc68fdc3c40490d2172c3ca92e815
io.appulse.encon	encon-databind	1.2.0		15fdd5ce0da20a2b71ce6cec2b326f95dc3dca9c
io.appulse.encon	encon-databind	1.3.0		dc91d1240975186b8ef8765fc4c0b9944586d480
io.appulse.encon	encon-databind	1.3.1		d570cdb80f677f0ef2a9aaa8f3e12879989e9f56
io.appulse.encon	encon-databind	1.4.0		dbb909ece91a48aca00b8ab7a0d5574b2b243b89
io.appulse.encon	encon-databind	1.5.0		8752432ba1fd53369efe00beb2343d715c762819
io.appulse.encon	encon-databind	1.6.0		0796a424772314e98f90d5747e56d95d7c959352
io.appulse.encon	encon-databind	1.6.1		5865067074eb7cb3e102f4bfab5eeee0ed031ba7
io.appulse.encon	encon-databind	1.6.10		ef8748b0cec572eaaaa2a843f7cfbb1794637674
io.appulse.encon	encon-databind	1.6.2		f0fd5d662a694c48a3e3a09ad120060b7e9a4fbc
io.appulse.encon	encon-databind	1.6.3		9fecce251099642492b210499a3b3d311d4dc3c2
io.appulse.encon	encon-databind	1.6.4		f4e0fd09a6000f4e6c7997f810aaa005c2fc9c73
io.appulse.encon	encon-databind	1.6.5		0ffd7afcebf2d31edd034550ba3061e151319dbe
io.appulse.encon	encon-databind	1.6.6		d9dd9baf7fe340114f16678b1deae55ef831c243
io.appulse.encon	encon-databind	1.6.7		f90b582a4baeff08fc6ac793df3f83c05c181815
io.appulse.encon	encon-databind	1.6.8		c83dc8d01ad7bcd00ad34561c65d3975757c1491
io.appulse.encon	encon-databind	1.6.9		cfe0d3603329bc4040111d1eda16bc9916f01af4
io.fabric8	fabric-hadoop	1.0.0.redhat-394		1d9f93eeafe454602e8c31af86ee89a44b9aab75
io.fabric8	fabric-hadoop	1.0.0.redhat-412		9f08e9e483af0c6fd2034ddcce4d96dc6d6b26e2
io.fabric8	fabric-hadoop	1.0.0.redhat-423		81e54783324ea5670bbe5af3a35227b484c9064a
io.fabric8	fabric-hadoop	1.1.0.Beta1		88567f08d755132d03accf2a344bb3f221fdd17e
io.fabric8	fabric-hadoop	1.1.0.Beta2		2c9bf7dcda680f7a60b126844c88e67817187405
io.fabric8	fabric-hadoop	1.1.0.Beta3		9b25d526a949d8ead8bc0bd530ee8e370189a74d
io.fabric8	fabric-hadoop	1.1.0.Beta4		a655d84db21572ac008ebe0792df953dc3038c1e
io.fabric8	fabric-hadoop	1.1.0.Beta5		f8d9cd9d6735ae45778d473c2171ff602bac1d93
io.fabric8	fabric-hadoop	1.1.0.Beta6		18d6edb30a22e36089c1d1d477b52c7bc426272e
io.fabric8	fabric-hadoop	1.1.0.CR1		a99f28b41f590b0427887742f5e67995cc15c772
io.fabric8	fabric-hadoop	1.1.0.CR2		0381805091c02d27f06ac0301f1d2fe08fac6841
io.fabric8	fabric-hadoop	1.1.0.CR3		1221be52f3d7e140b12d905c153cc8dff28c49a3
io.fabric8	fabric-hadoop	1.1.0.CR4		3847433a8bf3ec59d8ab99ae7d443b46963ea5cd
io.fabric8	fabric-hadoop	1.1.0.CR5		11a9b88c2f0a060bd3c3262a3b2e5e8f09902b30
io.fabric8	fabric-hadoop	1.2.0.Beta2		a4847935e170059b03b83c151a59cb020d5d514a
io.fabric8	fabric-hadoop	1.2.0.Beta3		69c3481c0eb388de97e44ed73031713de3b600c5
io.fabric8	fabric-hadoop	1.2.0.Beta4		4b4b1b60571d1dc90ed6ff3fdb3e53c18ad47c33
io.github.cquiroz	scalajs-react-semantic-ui_sjs0.6_2.12	0.0.1		6abda26948d699ce7f3525fe135bf28097466379
io.github.cquiroz	scalajs-react-semantic-ui_sjs0.6_2.12	0.0.2		a01ba711e11e7f8bcf6f4cf44a83b146fe61faf6
io.github.cquiroz	scalajs-react-semantic-ui_sjs0.6_2.12	0.0.3		e7acb7f24f120b243a5b0d932599a3f5299339bb
io.github.cquiroz	scalajs-react-semantic-ui_sjs0.6_2.12	0.0.4		3c69d2d12bee27533b86fe6955bb25a4d351bbf4
io.github.cquiroz	scalajs-react-semantic-ui_sjs0.6_2.12	0.0.4+19-9bbe0e5e		8504ff8f5f42013bf327b7e964c85c82abeeb68f
io.github.cquiroz	scalajs-react-semantic-ui_sjs0.6_2.12	0.0.5		2ff9dd071e17538cd3a00e10bfb85cefea712c23
io.github.cquiroz	scalajs-react-semantic-ui_sjs0.6_2.12	0.0.6		eee2e529e68dc74ceb7c0c7ee23fda9902f2f393
io.github.cquiroz	scalajs-react-semantic-ui_sjs0.6_2.12	0.0.6+2-150b0c33		8a4bc822304e4f87847177db9bd8e3c26c02bba5
io.github.cquiroz	scalajs-react-semantic-ui_sjs0.6_2.12	0.0.6+3-c577b321		e75db3c3de78dca1e311ac14efdb0a0dae7145c0
io.github.cquiroz	scalajs-react-semantic-ui_sjs0.6_2.12	0.0.6+4-20fddd56		8aa2f6897e6e69d5f3c7a40a77ab1b5eb657019e
io.github.cquiroz	scalajs-react-semantic-ui_sjs0.6_2.12	0.0.6+5-eab0de6f		0d90de339eb5a22f23932286b8f539be053d221d
io.github.cquiroz	scalajs-react-semantic-ui_sjs0.6_2.12	0.0.6+6-a7dee6a2		d0db70c2ea99931690a3b339f97cf4ffbc5fe988
io.github.cquiroz	scalajs-react-semantic-ui_sjs0.6_2.12	0.0.6+7-c9b7cd29		466e495f3dd6e3ef986798b404fe2b16404ace16
io.github.dominaezzz.matrixkt	client-server-api-js	0.2.0		N/A
io.github.dominaezzz.matrixkt	client-server-api-js	0.2.1		N/A
io.github.elbryan	fluentd4log4j	1.0		b9cdfda783f7ea8e387e50495e77af5552de5a4b
io.github.google-ai-edge	litert-api	0.1.0		N/A
io.github.iodevblue	bannerx	1.0.0		fe532e8b08e5ea6604409c714d43e16445fc8ec3
io.github.khshourov	dictionaryscraper	1.0.0		da3ad85763e399a1f65279808ea6765e0d2b3849
io.github.massimosiani	refined_2.13	0.3.2		db158cb6a800ede7c2099582789f0acf806bab6d
io.github.open-accelerators	contact-center-management	1.0.2		N/A
io.github.pityka	stringsplit_2.10	1.1.0		90d265eb549739e3e87f88d1e033677f0f27f288
io.github.vigoo	zio-aws-grafana_3	3.17.102.4		246f9e855d004de2c784e2e385efa40cc021e3c7
io.github.vigoo	zio-aws-grafana_3	3.17.102.5		5314f64088e5f1d81fc414ccb35387ce653b069f
io.github.vigoo	zio-aws-grafana_3	3.17.102.6		306da3f11008f082a5a99aa33127207890c7a2d5
io.github.vigoo	zio-aws-grafana_3	3.17.103.1		660044d8219ec9ae1bfdcfacf8bcc821be9b9b01
io.github.vigoo	zio-aws-grafana_3	3.17.104.1		3bca8fc735e9a433697750370bc44a8f5bbb7bce
io.github.vigoo	zio-aws-grafana_3	3.17.104.2		b9b8e7957b04aa205430593f681facaa5ca8119f
io.github.vigoo	zio-aws-grafana_3	3.17.104.3		aa356fd388ba0fa5e0193a37d4465e9bc4636427
io.github.vigoo	zio-aws-grafana_3	3.17.104.4		76e3ea364b8af62caac6c4fecc3e5e37030f8060
io.github.vigoo	zio-aws-grafana_3	3.17.104.5		c6fe7f8ccbf3b2980bd2003e0c77c7cfdaec6cc8
io.github.vigoo	zio-aws-grafana_3	3.17.104.7		d096bb9b79034289e1f00b518bbc3ee6c4d5b65e
io.github.vigoo	zio-aws-grafana_3	4.17.104.1		2d8d0bd1489f100e3b3b220f7c0dac1f32ba5882
io.github.vigoo	zio-aws-grafana_3	4.17.104.2		b1edc9463796a385652cc0eef6e476691ab09f57
io.github.vigoo	zio-aws-grafana_3	4.17.280.4		426127bf7596e7cdb486e80e71ca71bd6d08c5ce
io.github.webbabyking	wang-pay-youdian	6.0.1		N/A
io.github.webbabyking	wang-pay-youdian	6.0.1	plain	6a0f0daab13e3f40a2f574a45cfd25fba8674928
io.github.zhangzih4n	compose-font-lxgw-wenkai-mono-bundled-macosarm64	1.511		N/A
io.github.zhangzih4n	compose-font-lxgw-wenkai-mono-bundled-macosarm64	1.511	metadata	8d7d73f0d8c1ac321e554bceafc7d8a47a319591
io.hyte.runtime	bom	4.1.5.hyte-4005		N/A
io.hyte.runtime	bom	4.1.5.hyte-4006		N/A
io.hyte.runtime	bom	4.1.5.hyte-4007		N/A
io.hyte.runtime	bom	4.1.6.hyte-4006		N/A
io.knotx	knotx-knot-fragment-splitter	1.0.0		9522c6ff14d86c2373832fcfb38ba287129b1bcd
io.knotx	knotx-knot-fragment-splitter	1.0.1		9acd510de57754b5e6711456f93b2f6514ad9ca1
io.knotx	knotx-knot-fragment-splitter	1.1.0		0f16975646aad76d026dbcb134a7a9f202ab4172
io.knotx	knotx-knot-fragment-splitter	1.1.1		6891c3a99c714cb9e43db43b29bfe3717176d6cc
io.knotx	knotx-knot-fragment-splitter	1.1.2		cc464ce66ad6bab8609165294fb58e4f6836dc24
io.knotx	knotx-knot-fragment-splitter	1.2.0		5307645e01fcf2f08257bcc6c246dd3af472e187
io.knotx	knotx-knot-fragment-splitter	1.2.1		c6d19acaf084b89bb05c8da2ace7729058940877
io.knotx	knotx-knot-fragment-splitter	1.2.2		473daf8b99a35e8e605cef75adbd28f133c0746f
io.kotest.extensions	kotest-assertions-kotlinx-datetime-iosarm64	1.0.0		N/A
io.kotest.extensions	kotest-assertions-kotlinx-datetime-iosarm64	1.0.1		N/A
io.kotest.extensions	kotest-assertions-kotlinx-datetime-iosarm64	1.1.0		N/A
io.kotest.extensions	kotest-assertions-kotlinx-datetime-iosarm64	1.1.0	metadata	de617283118123b1707bfd734ba22c8fe64cb68b
io.memoria.jutils	jackson-adapter	0.157.0		ee18479ca6ec2a4fc8f4be70894fb2306fb9ccbc
io.memoria.jutils	jackson-adapter	0.158.0		70593f1ac0d90b76ff657d5bf32472dca6590642
io.memoria.jutils	jackson-adapter	0.160.0		95ecc3406948cceaadf67e8c9148d21daf32fc11
io.memoria.jutils	jackson-adapter	0.162.0		e49e25198728d5c5df278080bc11015bd58faddc
io.memoria.jutils	jackson-adapter	0.163.0		13cf90e588f9e4f057e1b6fcda3fe06d950a7a94
io.memoria.jutils	jackson-adapter	0.164.0		a5bba3b5c7f76594b16870fc65a461ade6aaaa10
io.memoria.jutils	jackson-adapter	0.165.0		bdf5f97432679e3cd7824b4c0e8063021e408157
io.memoria.jutils	jackson-adapter	0.166.0		600625bb338543cd0c607f402c1eb199882814c7
io.memoria.jutils	jackson-adapter	0.167.0		47511e55e63fb60f92178267ca63428871d2e72c
io.memoria.jutils	jackson-adapter	0.168.0		fc5ab3fd546c33917c46d050ba7554ee0345e6e0
io.memoria.jutils	jackson-adapter	0.172.0		c8602bf259151872ffccf8f2aacd8fb6621fcba3
io.memoria.jutils	jackson-adapter	0.173.0		3f93b7620362eaa71f34474af7dc0bbcf7eeeda8
io.memoria.jutils	jackson-adapter	0.174.0		283e2b894093dd9c38210f4d411fbd1719e2d396
io.memoria.jutils	jackson-adapter	0.175.0		d037f52bb2f02c3b0e5b6ac0acf8e3ecf6833cff
io.memoria.jutils	jackson-adapter	0.177.0		783c8f7eb498a64313754140bcae5010056396aa
io.memoria.jutils	jackson-adapter	0.178.0		cb9ec2474c23241a2f4710324fb53873ddbb3bbf
io.memoria.jutils	jackson-adapter	0.179.0		bae653913e4730dda6c9183452ca0a8e1752cda9
io.memoria.jutils	jackson-adapter	0.200.0		aa612d7e178a1a3ea37b16d221c051db5179d0ff
io.memoria.jutils	jackson-adapter	0.201.0		f5b531bd4d9cd9f5355fc2b9268c104962c6d86f
io.memoria.jutils	jackson-adapter	0.203.0		5b028a323c300e27409b043696db01200e266f26
io.memoria.jutils	jackson-adapter	0.204.0		a39fdee78d0f767c000c4c477b1976ba2ed71f37
io.memoria.jutils	jackson-adapter	0.206.0		f35557d7a3851b1bac4800855164ca383b300294
io.memoria.jutils	jackson-adapter	0.207.0		76c08bd57e084ae45d620904d9fe27f127de8b62
io.memoria.jutils	jackson-adapter	0.208.0		ccf67091b110d63cf54e4eba378b109bb4fd10da
io.memoria.jutils	jackson-adapter	0.209.0		b91c83fa352bfe15b88c7db9d73766a43d6fa04e
io.memoria.jutils	jackson-adapter	0.210.0		04872e6f0f3f75a8177a066a7797d3c9d432f94b
io.memoria.jutils	jackson-adapter	0.211.0		b11172becd4a12fe46b416d2f8c9b6ddf179869f
io.memoria.jutils	jackson-adapter	0.212.0		0126a6fa1c43383ca83e4a5f994ecea8bd5edfe3
io.memoria.jutils	jackson-adapter	0.213.0		13b835b97ebe2f6f315fdb137f9b69946a69f368
io.memoria.jutils	jackson-adapter	0.214.0		8f1580b21cbb0eb9510ee8cd7f0683be9179cedb
io.memoria.jutils	jackson-adapter	0.215.0		e2a51d280e4ab6427f5c7e3759d779007c02e786
io.memoria.jutils	jackson-adapter	0.216.0		17e2fc29b4964d90b23314ac229123740e0816a1
io.memoria.jutils	jackson-adapter	0.217.0		6f05cee2dea09dcc455c4a3d1aecab49a361c125
io.memoria.jutils	jackson-adapter	0.218.0		3f16c9f8e6b5a89c582264116fc7f52b1be490e4
io.memoria.jutils	jackson-adapter	0.220.0		51ad468d9295d9322bf060902e903251294b2d04
io.memoria.jutils	jackson-adapter	0.221.0		97edcff267394b0a988a3ccfd878944120734644
io.memoria.jutils	jackson-adapter	0.223.0		24d583fd8220be90671101a3094868c4e3b2dc62
io.memoria.jutils	jackson-adapter	0.224.0		5cb41abd5172b2806010678a2cccada7d1a70d46
io.memoria.jutils	jackson-adapter	0.225.0		651c5425d635675e4a10bd1a848b166dd07a4a84
io.memoria.jutils	jackson-adapter	0.227.0		e1cd64a5a85b4853a716ba972b97636c36218d33
io.memoria.jutils	jackson-adapter	0.229.0		0b18b6db1e29051caf11b134e180de961fd48590
io.memoria.jutils	jackson-adapter	0.231.0		c957a901aca65cca95c0af030221c25a9062341e
io.sgr.social	google-web-signin	1.0.0		527e7e5d50ed620c3df6df22834a563af737f11d
io.sgr.social	google-web-signin	1.0.1		bf603deb81c321dfd2237aa2c24646a8ccf08d85
io.sgr.social	google-web-signin	1.0.2		413ae90cd3219ca6a2f923873d7e54f55f58bde5
io.sgr.social	google-web-signin	1.0.3		aba0f92688db160bd6a0ba0eed0b74851b282405
