ca.gosyer	voyager-routing-android	1.0.0-rc08		N/A
media.kamel	kamel-decoder-animated-image-iossimulatorarm64	1.0.2	metadata	47cab6ad6326cfc98e0703846031ce4a617e0ccb
media.kamel	kamel-decoder-animated-image-iossimulatorarm64	1.0.3		N/A
media.kamel	kamel-decoder-animated-image-iossimulatorarm64	1.0.3	metadata	dc3dbba59760fe2ce327e17d1d757ec52c373e9f
org.adada	ada-dream-pd-challenge_2.11	0.1.2		3e5361b529dcc0bf3fda53467a276555415d905f
org.alloytools	pardinus.core	1.3.0		90f54e574234261a1ae0b9cb3457a38965cf1b50
org.apache.nifi	nifi-jms-processors	0.6.0		018e4d567076e920bb9387a1d18852fed480bd89
org.apache.nifi	nifi-jms-processors	0.6.1		793872d3697d17bb49fd07a718892b7e1712b7a9
org.apache.nifi	nifi-jms-processors	0.7.0		1f1411df3e5b5fd072d72ec9c70e8fea74967292
org.apache.nifi	nifi-jms-processors	0.7.1		fe5c4b25e3899ee74379943b782151c6ca00894d
org.apache.nifi	nifi-jms-processors	0.7.2		4819037e9874bf1684cc5dda373810ed9374da10
org.apache.nifi	nifi-jms-processors	0.7.3		bfec53e2b5afe16b7587b4bad1d74019f4099fcb
org.apache.nifi	nifi-jms-processors	0.7.4		18f618feca075615bdd1d7c3ba21725d6b5d3496
org.apache.nifi	nifi-jms-processors	1.0.0		39a8ba24c2d48fb011a9a15c9a29ef48a4227c0e
org.apache.nifi	nifi-jms-processors	1.0.0-BETA		c4da4e130ae936c36b108d4db6099cfb2a171338
org.apache.nifi	nifi-jms-processors	1.0.1		d9d8175c1ed57ed966a1985084f840223753bc98
org.apache.nifi	nifi-jms-processors	1.1.0		5575bad1f250a188c495e9e11ab6a412c860e464
org.apache.nifi	nifi-jms-processors	1.1.1		769cea7dab03655be3bb2308a5c57bb9bdeea001
org.apache.nifi	nifi-jms-processors	1.1.2		de7ec08f07d1502dc477a43125eb6fdc9f51c5c4
org.apache.nifi	nifi-jms-processors	1.10.0		c1194f6d810ffe10d0d72645e6efa4ac80186951
org.apache.nifi	nifi-jms-processors	1.11.0		92f97b8477a5317e66c432f2400480cea40626c7
org.apache.nifi	nifi-jms-processors	1.11.1		1b38ae6d9767fbcd10169d38a4d73fcdfb91cb38
org.apache.nifi	nifi-jms-processors	1.11.2		ed1d685fc889c4751bffa907614e081840b78b5f
org.apache.nifi	nifi-jms-processors	1.11.3		c382c89a9743ef513486ce10341923e0c7a94375
org.apache.nifi	nifi-jms-processors	1.11.4		d0f678983c1169a98e94f092adf240055db773bb
org.apache.nifi	nifi-jms-processors	1.12.0		1720175e05acb7bac48abd670038be78b5c5ea30
org.apache.nifi	nifi-jms-processors	1.12.1		fae7c00690355514bb65a5ec48fa4a33e66f4685
org.apache.nifi	nifi-jms-processors	1.13.0		96b80700d3d7dad62ff120cb88e9111182877f72
org.apache.nifi	nifi-jms-processors	1.13.1		54add2b7bb159e5166d6107912ef564e272df9a8
org.apache.nifi	nifi-jms-processors	1.13.2		3a5c466d554c024fded1f827c0264e933df2ecda
org.apache.nifi	nifi-jms-processors	1.14.0		b95417ea4f054ef3e7a6bbdd6621ae278e945a0d
org.apache.nifi	nifi-jms-processors	1.15.0		6a95cc8b30ab5dc23e9a81420f1f912534ad322a
org.apache.nifi	nifi-jms-processors	1.15.1		7b10fbed576ba12d1d4e1f7909866d550dcd4c0b
org.apache.nifi	nifi-jms-processors	1.15.2		67f3a137a68c00c8c936a294d5488b850b4a8c54
org.apache.nifi	nifi-jms-processors	1.15.3		275033235cbfa26693991c2ff5359b2885efe273
org.apache.nifi	nifi-jms-processors	1.16.0		32419b723d641dc96a1d6b5ff88d82ed3826651f
org.apache.nifi	nifi-jms-processors	1.16.1		8575d4da8a0148feabe8dc0c133b4e57a0531c9a
org.apache.nifi	nifi-jms-processors	1.16.2		b1987deb1882d1297dca66e7cdd5f5d86120e72b
org.apache.nifi	nifi-jms-processors	1.16.3		50b0d095d11312ccd969c5b15e7216aa71d5aafe
org.apache.nifi	nifi-jms-processors	1.17.0		952defea5f51b4c87cb4088328dcf36055efa7c1
org.apache.nifi	nifi-jms-processors	1.18.0		5573e3d9a4d8cd6fcc0c2b284622325a991a42dc
org.apache.nifi	nifi-jms-processors	1.19.0		e9de525ece6b84fc86ad42a03ed1856d877a62e5
org.apache.nifi	nifi-jms-processors	1.19.1		3fb30b8f2b5b78560169307644b434fc577a2c3b
org.apache.nifi	nifi-jms-processors	1.2.0		015303682e93b65bd8ed1c5d96c91584edfddb93
org.apache.nifi	nifi-jms-processors	1.20.0		309b9475aeaabe28436ac9a54e468cfc05a4a2f9
org.apache.nifi	nifi-jms-processors	1.21.0		24109b91126ff9e5ef56c08f1b9356711ca218ee
org.apache.nifi	nifi-jms-processors	1.22.0		c443e007354379c739870484462ea322908bd450
org.apache.nifi	nifi-jms-processors	1.23.0		48e5641213b0cd3828ad0d06749d9c2e62a11a86
org.apache.nifi	nifi-jms-processors	1.23.1		3bd52b1b80f770aa3e6250a7f484fc02f7589c14
org.apache.nifi	nifi-jms-processors	1.23.2		1045813ad9fe61219a34800d4da6a8cf3a23295d
org.apache.nifi	nifi-jms-processors	1.24.0		b05a7e869f7dd94b9b4afa6261298d8e4c11c761
org.apache.nifi	nifi-jms-processors	1.25.0		5f053e0501198e65ffd6b80f6ff4056e3921f7be
org.apache.nifi	nifi-jms-processors	1.26.0		a40738c1fe37f4dce98c60fa6088678cdb9cb96e
org.apache.nifi	nifi-jms-processors	1.27.0		96850cb6de195b8c5a830610c38fb07d8eae66ad
org.apache.nifi	nifi-jms-processors	1.28.0		7f333dad7a6bf06767a3fa9bada36beeb31eb3c6
org.apache.nifi	nifi-jms-processors	1.28.1		2029df5e7033e43d252412a800e2f504fd663bc3
org.apache.nifi	nifi-jms-processors	1.3.0		412980e728f3e24c0d1bd1e25d1785b5e74753e8
org.apache.nifi	nifi-jms-processors	1.4.0		82c8a6f07ca8a0dabd20d0639bd56fb87c763b23
org.apache.nifi	nifi-jms-processors	1.5.0		573bfb8e9cd27bb8c5c48290ecf9d0ef857b151f
org.apache.nifi	nifi-jms-processors	1.6.0		d77f278f35845135fda78d651ac8ce3ea09e9880
org.apache.nifi	nifi-jms-processors	1.7.0		21cc64e13b3ecd6326d55f44b3a8e738d7d8dea3
org.apache.nifi	nifi-jms-processors	1.7.1		8c366147487ad688c894a4f2fccd81001985fafb
org.apache.nifi	nifi-jms-processors	1.8.0		32d4a34b998d8de29cd2554caa3ea33f1b83330e
org.apache.nifi	nifi-jms-processors	1.9.0		260820952255b84011a06949288a1aad41c91f05
org.apache.nifi	nifi-jms-processors	1.9.1		84453c4fec57b329f26f83c44b9c725caa1dcc3f
org.apache.nifi	nifi-jms-processors	1.9.2		52bf76434af663a606aa128cb6ca057632fb4a80
org.apache.nifi	nifi-jms-processors	2.0.0		e31c00d0710632f96308c0fd948c36237a5cd685
org.apache.nifi	nifi-jms-processors	2.0.0-M1		ad14cbe8f529c236b2bfd5f5d8414321407990b7
org.apache.nifi	nifi-jms-processors	2.0.0-M2		bad26991cba12d44582ab19dfc744118a4ebcec9
org.apache.nifi	nifi-jms-processors	2.0.0-M3		7dddf0bcd6063cdc558b124f11bbdb05ed44a7c7
org.apache.nifi	nifi-jms-processors	2.0.0-M4		6c40ca6a649aedcd0f508b33c17b97b8667d4150
org.apache.nifi	nifi-jms-processors	2.1.0		ad36aad88a0f0c64996d3117e6f778e5babc5b42
org.apache.nifi	nifi-jms-processors	2.2.0		ed6b009dbc8f2dc1d5b167d6ffc800101d0e1b65
org.apache.nifi	nifi-jms-processors	2.3.0		3df540ddc1e4e9f85bb09a3d13fa9f439dcd0883
org.apache.nifi	nifi-jms-processors	2.4.0		a853760e99e3cc53ca9f800752d3e968e4ec713e
org.codeartisans.qipki	qipki-mainsupport	1.0		0af38d628c870f1881bd298a75b420eb57a81705
org.eclipse.jnosql.communication	jnosql-cassandra-driver	1.0.0-b5		855194496e27b5d82a682cc7a0561af93ab2afbf
org.eclipse.jnosql.communication	jnosql-cassandra-driver	1.0.0-b6		87e55fb503fba41884fa8f73df3eefc1b0cb557c
org.eclipse.store	storage	1.0.0		6086e7d6474f143890f755d834578f5bd9b031ee
org.eclipse.store	storage	1.1.0		79a0c316689017a3ca8c5ef3f44a7331c3a92030
org.eclipse.store	storage	1.2.0		ffed93d1debd9996158f1c94070b8437ecad5a2a
org.eclipse.store	storage	1.3.0		367778d295ee1ad64dbfad312e833898cd34a572
org.eclipse.store	storage	1.3.1		a3d0b17cddca6219cf53305206b9274f7f9d4558
org.eclipse.store	storage	1.3.2		9d78dbb57597d6b62ef7b1f70e3e3f20c9a76e2b
org.eclipse.store	storage	1.4.0		e0955c2f97dbfcfedf6e50c141b276eb3ef479e9
org.eclipse.store	storage	2.0.0		ca1a2d7f3624f2db1273cff20487f8f87a48012d
org.eclipse.store	storage	2.1.0		22fa941d6ff05206b4fdaf40dd1fe8e9a3af8dd5
org.eclipse.store	storage	2.1.1		c2276dc01714c7bdc07d4c2274bce830004c3ab6
org.eclipse.store	storage	2.1.2		e6feb1ae3c56a14d8dcdf301ed242a57cbd64386
org.eclipse.store	storage	2.1.3		0a629a5b548366fd53e212bf771eda0cb43adc4b
org.hswebframework.web	hsweb-system-dictionary-local	3.0.0		3c0aba864c4c1be0e4076bdf5a722de62cd42623
org.hswebframework.web	hsweb-system-dictionary-local	3.0.1		6efab593294f2e7f23d84ce5ce5935e6efa519d4
org.hswebframework.web	hsweb-system-dictionary-local	3.0.10		710ed845ce83857c7ae63eb8bd4bbec677872a6b
org.hswebframework.web	hsweb-system-dictionary-local	3.0.11		184c5eaa3bedc33c21202de2535687f9993fa215
org.hswebframework.web	hsweb-system-dictionary-local	3.0.2		e7d5efa050af2915f91114dc00a37b1ec189a916
org.hswebframework.web	hsweb-system-dictionary-local	3.0.3		d6b042accbb1fbe116913d713a72801a282e1874
org.hswebframework.web	hsweb-system-dictionary-local	3.0.4		e7d1f95c5f0c022855921ad6bef5a5932ad7f04e
org.hswebframework.web	hsweb-system-dictionary-local	3.0.5		2d68e9daa12abe5f34516ae595db0ebbba81e965
org.hswebframework.web	hsweb-system-dictionary-local	3.0.6		a46c2ad0833f857e2f3e19764550f53e5dea587c
org.hswebframework.web	hsweb-system-dictionary-local	3.0.7		9f0d3f948026cf380051c77f84ddb7ccbdceb3c7
org.hswebframework.web	hsweb-system-dictionary-local	3.0.8		f5c210a888b4b1bf38d6f659352f8b3d940ba0d0
org.hswebframework.web	hsweb-system-dictionary-local	3.0.9		c0ac5f891e12479132951b33ef4c3522fd236057
org.json4s	json4s-ast_2.13.0-M5	3.6.1		734aa3fddc666b5e17bfa4e90a945e26695af1d8
org.json4s	json4s-ast_2.13.0-M5	3.6.2		5e976e583280490fba9ba5680e878ff2e61ee687
org.json4s	json4s-ast_2.13.0-M5	3.6.3		048c368ef9a510a9b17b86bf83d02c2a210bc30c
org.json4s	json4s-ast_2.13.0-M5	3.6.4		8cdc972e5cfb794fd3681eba3a846b27c2c040ea
org.json4s	json4s-ast_2.13.0-M5	3.6.5		05dcb2fe77bed0636aadac5422c5d6ce09f16f58
org.locationtech.geomesa	geomesa-accumulo-iterators_2.12	5.0.0		9e27a9f4cb1d4e9bb4b5bd26363c848ae05880d3
org.locationtech.geomesa	geomesa-accumulo-iterators_2.12	5.0.1		c0f8dbfb23c3757c904758969d6381a0542c418f
org.locationtech.geomesa	geomesa-accumulo-iterators_2.12	5.1.0		429f4e3bc4358f07991679e2ab6674e13f500a10
org.locationtech.geomesa	geomesa-accumulo-iterators_2.12	5.2.0		0094ac4093af2a4649989ca54e54ceed43e2409a
org.locationtech.geomesa	geomesa-accumulo-iterators_2.12	5.2.1		03b3629d475e40e7bc3155bf268832bf90d3cb96
org.locationtech.geomesa	geomesa-accumulo-iterators_2.12	5.2.2		72b8fe87dd3e3d882cec262a34ebbfd3e50e9edc
org.qubership	qip-variables-management	0.1.0		8113abba8066f89f1e89a5dc697d65db65e32c99
org.qubership	qip-variables-management	0.1.0	exec	1c013a840aef33d5eea23fc6797e041ef9e538fe
org.qubership	qip-variables-management	0.1.1		0cfdbbc5c479c1d94e60ac7c97fa0e800a38317e
org.qubership	qip-variables-management	0.1.1	exec	7cc4b2bbd0a163baba013e0cae7f622ce8acf393
org.qubership	qip-variables-management	0.1.2		fcc838e4baef9d1275a16a8d40c8ae4641003473
org.qubership	qip-variables-management	0.1.2	exec	a2ebc7fc39dceca164f14d2f804c5b22335ce7f8
org.qubership	qip-variables-management	0.1.3		0c3e6dddfd4a39cb101f51d15e5dc2017668e986
org.qubership	qip-variables-management	0.1.3	exec	95dc23faff77ca5635130018c7d7d16d13c890d6
org.treblereel.gwt	gwt-bigmath	2.3.0		6ad8bc6a0b550f7fcaf01dc72fb34bb69d569b0d
org.typelevel	grackle-circe_native0.4_2.13	0.15.0		5623e2517908a9b6e8f8399afb3102e5335e521f
org.typelevel	grackle-circe_native0.4_2.13	0.16.0		63d2c96d789faa61b439ff26afae697a52f0c517
org.typelevel	grackle-circe_native0.4_2.13	0.16.1		acf57d4fd2b58583e7bcb3c8353de3551ea5cfa1
org.typelevel	grackle-circe_native0.4_2.13	0.17.0		1f0dc581460ca3d98ac36d636660b7ef7b2c62ae
org.typelevel	grackle-circe_native0.4_2.13	0.17.1		7d2313a55a85cb3dc175b96a6656fdc804443611
org.typelevel	grackle-circe_native0.4_2.13	0.17.2		67bb1cce28eda469645cc13f9623c2eccc8c7ba3
org.typelevel	grackle-circe_native0.4_2.13	0.18.0		a22e9c49b98391d94ad6b25fbba0d8996598e913
org.typelevel	grackle-circe_native0.4_2.13	0.18.1		5380df28f82a9d61bef9928cc01ba0fccced7fbc
org.typelevel	grackle-circe_native0.4_2.13	0.19.0		92a8ec44cd8900f79fc329c9784b89943b58ac7c
org.typelevel	grackle-circe_native0.4_2.13	0.19.1		b43809f86e18dfbda18d6ce123cd11fd2beab360
org.typelevel	grackle-circe_native0.4_2.13	0.20.0		942e98ffbc873f66e164a8c7c7134dd69459bcbd
org.typelevel	grackle-circe_native0.4_2.13	0.21.0		ac617293e1f990f9b7417ca550d05c4db246be46
org.typelevel	grackle-circe_native0.4_2.13	0.22.0		dec3f74db1999233e2ee1a964e2ce5c609d6a6bd
org.typelevel	grackle-circe_native0.4_2.13	0.23.0		156c8fe634018a38f37c25d142c56e00b62fa7c7
org.typelevel	grackle-circe_native0.4_2.13	0.24.0		0b18918fa7dcf5db0c5c46b31d9a30a131df621e
org.webjars.npm	smithy__util-base64	2.0.1		519ebcba2e1098a01b72b008d9f53dd9e651d549
ru.t-technologies.invest.piapi.kotlin	kotlin-sdk-grpc-example	1.27.0		c2f37d57daf467d3a08bd15dac1bcb436e2e2b9e
ru.t-technologies.invest.piapi.kotlin	kotlin-sdk-grpc-example	1.30.0		b5a7a7e031d7751daa3791c16a21dbe322053465
ru.t-technologies.invest.piapi.kotlin	kotlin-sdk-grpc-example	1.33.0		c0d63fdec4981fea7cea7ff7f18cfab83d507a1c
tz.co.asoft	kotlinx-interoperable-exports-watchossimulatorarm64	3.0.1		N/A
tz.co.asoft	kotlinx-interoperable-exports-watchossimulatorarm64	3.0.1	metadata	bd625876fcd34553864b977f01af3c4b9fd61cf8
tz.co.asoft	kotlinx-interoperable-exports-watchossimulatorarm64	3.0.11		N/A
tz.co.asoft	kotlinx-interoperable-exports-watchossimulatorarm64	3.0.11	metadata	8ec23846a273c56a5de93380d6e4e59fe598dd30
tz.co.asoft	kotlinx-interoperable-exports-watchossimulatorarm64	3.0.12		N/A
tz.co.asoft	kotlinx-interoperable-exports-watchossimulatorarm64	3.0.12	metadata	e1b04fecb5e644dcae4a1857c45558fba0352149
tz.co.asoft	kotlinx-interoperable-exports-watchossimulatorarm64	3.0.13		N/A
tz.co.asoft	kotlinx-interoperable-exports-watchossimulatorarm64	3.0.13	metadata	bab48c55ac156963bf076e3cf61963366b462a08
tz.co.asoft	kotlinx-interoperable-exports-watchossimulatorarm64	3.0.14		N/A
tz.co.asoft	kotlinx-interoperable-exports-watchossimulatorarm64	3.0.14	metadata	a920dc6bc5f353d6df18317dee4eae79e245f465
tz.co.asoft	kotlinx-interoperable-exports-watchossimulatorarm64	3.0.15		N/A
tz.co.asoft	kotlinx-interoperable-exports-watchossimulatorarm64	3.0.15	metadata	b20c8c23c94435678fa1085d895a0a8aabae54b9
tz.co.asoft	kotlinx-interoperable-exports-watchossimulatorarm64	3.0.2		N/A
tz.co.asoft	kotlinx-interoperable-exports-watchossimulatorarm64	3.0.2	metadata	f5154269225a1b39e470a4ba216885b5a2c8813a
tz.co.asoft	kotlinx-interoperable-exports-watchossimulatorarm64	3.0.3		N/A
tz.co.asoft	kotlinx-interoperable-exports-watchossimulatorarm64	3.0.3	metadata	78316a8d92f025709e9bd1534e4144f105f9be22
tz.co.asoft	kotlinx-interoperable-exports-watchossimulatorarm64	3.0.4		N/A
tz.co.asoft	kotlinx-interoperable-exports-watchossimulatorarm64	3.0.4	metadata	155363be6aab097ecd352b74ccb83b217eabf908
tz.co.asoft	kotlinx-interoperable-exports-watchossimulatorarm64	3.0.5		N/A
tz.co.asoft	kotlinx-interoperable-exports-watchossimulatorarm64	3.0.5	metadata	64e243f6e77cc41c2701bf2b34080e71a4728845
tz.co.asoft	kotlinx-interoperable-exports-watchossimulatorarm64	3.0.6		N/A
tz.co.asoft	kotlinx-interoperable-exports-watchossimulatorarm64	3.0.6	metadata	6e9f30220e741481cfac8180b6f1863d90777552
tz.co.asoft	kotlinx-interoperable-exports-watchossimulatorarm64	3.0.7		N/A
tz.co.asoft	kotlinx-interoperable-exports-watchossimulatorarm64	3.0.7	metadata	9817f896c0d02e762b1cb446a3c183e75cbb258c
tz.co.asoft	kotlinx-interoperable-exports-watchossimulatorarm64	3.0.8		N/A
tz.co.asoft	kotlinx-interoperable-exports-watchossimulatorarm64	3.0.8	metadata	faa270626aca86bc9cecce5975969e00a3703418
tz.co.asoft	kotlinx-interoperable-exports-watchossimulatorarm64	3.0.9		N/A
tz.co.asoft	kotlinx-interoperable-exports-watchossimulatorarm64	3.0.9	metadata	f8cb063f31520b6ab052f86882f9055ba1ad5872
