au.csiro	elk-util-parent	0.5.0		N/A
io.dropwizard.metrics	metrics-jmx	4.2.3		4d43dfaf47df1fa14f4b29b58fa22a6b7c93e6bc
io.dropwizard.metrics	metrics-jmx	4.2.30		71068f43e2aaca144a04ace266fbf62160ee253b
io.dropwizard.metrics	metrics-jmx	4.2.4		d17bf172898817881d4cbdc4ceb9b673e893d140
io.dropwizard.metrics	metrics-jmx	4.2.5		d0d5c46eaac5579e33b5094acf2f88f29bd7f602
io.dropwizard.metrics	metrics-jmx	4.2.6		897e3bc2d671883f55c13066bd058564654d7e6a
io.dropwizard.metrics	metrics-jmx	4.2.7		c84a5dcea36575a3e8112761ebba16063bede087
io.dropwizard.metrics	metrics-jmx	4.2.8		9f36004353975b5e7f0746b388d2090ebcf0b731
io.dropwizard.metrics	metrics-jmx	4.2.9		86d4a714d0b521b41afc428f4aeb3bf516235817
io.enabl3.android.enabl3androidsdk	Enabl3AndroidSDK	1.0.19		N/A
io.enabl3.android.enabl3androidsdk	Enabl3AndroidSDK	1.0.20		N/A
io.enabl3.android.enabl3androidsdk	Enabl3AndroidSDK	1.0.22		N/A
io.enabl3.android.enabl3androidsdk	Enabl3AndroidSDK	1.0.23		N/A
io.enabl3.android.enabl3androidsdk	Enabl3AndroidSDK	1.0.24		N/A
io.enabl3.android.enabl3androidsdk	Enabl3AndroidSDK	1.0.25		N/A
io.enabl3.android.enabl3androidsdk	Enabl3AndroidSDK	1.0.26		N/A
io.enabl3.android.enabl3androidsdk	Enabl3AndroidSDK	1.0.27		N/A
io.enabl3.android.enabl3androidsdk	Enabl3AndroidSDK	1.0.28		N/A
io.github.awhalefall	logger	1.0.0		N/A
io.github.awhalefall	logger	1.0.1		N/A
io.github.bbasinsk	http-ktor-3-linuxx64	0.0.20		N/A
io.github.bbasinsk	http-ktor-3-linuxx64	0.0.21		N/A
io.github.bbasinsk	http-ktor-3-linuxx64	0.0.23		N/A
io.github.bbasinsk	http-ktor-3-linuxx64	0.0.24		N/A
io.github.bbasinsk	http-ktor-3-linuxx64	0.0.25		N/A
io.github.evgeniycheban	spring-data-reindexer	1.0		6c6a8b268a5d83e2fea1c70fc2b3f4b237d2a131
io.github.evgeniycheban	spring-data-reindexer	1.1		ead7dd431322354531e01522e25750813994a719
io.github.evgeniycheban	spring-data-reindexer	1.2		fe2e6d898735bad04f35352620c795409d8e08b9
io.github.evgeniycheban	spring-data-reindexer	1.3		012671a79f0adb69a755c2f6574c52a9e105606f
io.github.evgeniycheban	spring-data-reindexer	1.4		a4d5a403461a1c062d818e899f8e7e04793bde06
io.github.gordonmu	gordonmu-coio	0.8.0		295afe259352d7e1671f6b843d0b369b77ca9616
io.github.iltotore	iron-zio_3	2.0.0		3e0393bc4b4777875d6daa0afb6bf7be13ecbb8f
io.github.iltotore	iron-zio_3	2.0.0-RC3-DIRTY12775d8a		fad4c7487ff43a2bcffb71b30ec027f866c24310
io.github.iltotore	iron-zio_3	2.0.0-RC4		a42f72fe17d1dbf6656e0117187a926cf7116005
io.github.iltotore	iron-zio_3	2.1.0		5ff5c106c27ff0f176505fa4ef314eef130fdb07
io.github.iltotore	iron-zio_3	2.1.0-RC1		1c40e87557c2a45a64f7a371013556c4b834538b
io.github.iltotore	iron-zio_3	2.1.0-RC2		2a772704533a307301dece30f9fea2c728994189
io.github.iltotore	iron-zio_3	2.2.0		44477db7188189b984757486d29f1d2a1fccc795
io.github.iltotore	iron-zio_3	2.2.0-RC1		394bba3df15ec8a3801b9c8fb452e4db5546e9c6
io.github.iltotore	iron-zio_3	2.2.0-RC2		1faa6ff86245c09bc9dae498cf88934cbc029085
io.github.iltotore	iron-zio_3	2.2.0-RC3		f68709712fea85350ec99f0987dda425252579c6
io.github.iltotore	iron-zio_3	2.2.1		3ca10680a1afe5bc6e9b401239ecbb04d23fb746
io.github.iltotore	iron-zio_3	2.2.1-RC1		e02b7ee8f8320fd6cbc77835ecef81d0dc1339e6
io.github.iltotore	iron-zio_3	2.3.0		01d90333fc66e2f01946fe537819818764c35bef
io.github.iltotore	iron-zio_3	2.3.0-RC1		6776255ff1ab79a56a56ebf2c17fe872b43dfe68
io.github.iltotore	iron-zio_3	2.3.0-RC2		ca5264ded53434160cc9e8427035209278cba6ff
io.github.iltotore	iron-zio_3	2.4.0		2608fcc403bd943ff75e8d43e024cfa5db9da763
io.github.iltotore	iron-zio_3	2.5.0		5fd8aff4979a9162cfcac5d843c995bf1eb75eea
io.github.iltotore	iron-zio_3	2.6.0		de4d15b443626cfb085e78f59a1f8051ecf163a4
io.github.iltotore	iron-zio_3	2.6.0-RC1		8c60c672599d505789432de3c731968befdb60cb
io.github.iltotore	iron-zio_3	3.0.0		64cc51839bcac01a3d5b22c6ff198ad25a054272
io.github.iltotore	iron-zio_3	3.0.0-RC1		845c3fb3ecf78cf9facbcc8f95cf8c3b9b25c572
io.github.iltotore	iron-zio_3	3.0.1		9f18da2f188a9bac645f2ba9c6b342d8f04f2369
io.github.lhug	spring-webflow-testing	1.3		45aa146849438282216dca21de98e243ce8dbb49
io.github.methrat0n	restruct-all_2.12	0.1.0		fdd0212c8098477db894755447ca00dc20b7c99b
io.github.methrat0n	restruct-all_2.12	1.0.0		f29000acb5c154c364d49c0b21862df786474dc0
io.github.openfacade	http-facade-tests	0.1.0		f80598ab0c0b54bc2de05f911cf9d44ca3123fad
io.github.openfacade	http-facade-tests	0.2.0		77c01f6c1497628d8c0e5401e0573d53c5e70659
io.github.openfacade	http-facade-tests	0.2.1		ca058b2afee29678b9ac1186e1ccb360373884f4
io.github.openfacade	http-facade-tests	0.3.0		eb0f7bf4691d9ce7765b9a133f53a99607df077b
io.github.openfacade	http-facade-tests	0.4.0		4fe9e5cf856eb9509b37d5962e04acc150b6988e
io.github.ppdzm	office-utils	1.0		0e4d6242d4bef683db6e866c6f96d7a58389ae1d
io.github.ppdzm	office-utils	1.1		de4323d14bf05ed0d740a178d7ece2ea0c7f421f
io.github.ppdzm	office-utils	1.2		5ac777cd0da30c51614f8103f254622b18306a40
io.github.ppdzm	office-utils	1.3		78e3a1625c4b8f6f8e70db200c3de416b6934b22
io.github.sungiant	zenith-netty_2.11	0.0.1		f7cc3265bcf836c55ee586e49baddf884ba92f0b
io.github.sungiant	zenith-netty_2.11	0.0.2		8fb402f312d1fa0d92a1a50fdd376dc7f9e8abf2
io.github.sungiant	zenith-netty_2.11	0.0.3		6aad35c27d75fd239ee868121100cab47c1999bf
io.github.sungiant	zenith-netty_2.11	0.0.4		e05f4a2a8b264450dcbf0c4c33273fffbb3f2494
io.github.sungiant	zenith-netty_2.11	0.0.5		8d6fde6ac648e80a5312e1d9f1414c78c7dc0567
io.github.sungiant	zenith-netty_2.11	0.1.0		be94ad6836548517a4f13fd423835962a79da3cc
io.github.sungiant	zenith-netty_2.11	0.1.1		a196d7e4da9ca9e89984dbe2407366934ab15ca1
io.github.sungiant	zenith-netty_2.11	0.1.2		e6ab563c1245da8536342a0c9adb49d885145d2e
io.github.sungiant	zenith-netty_2.11	0.2.0		77845732039a7024f66e17c5efcf29aa084b57c0
io.github.sungiant	zenith-netty_2.11	0.3.0		683776aa9d9cc09a23136eaad8b2c726f062588a
io.github.sungiant	zenith-netty_2.11	0.4.0		5537e1ac8dfaf6cd25bace5272f3ecf77ad62e86
io.github.sungiant	zenith-netty_2.11	0.4.1		2da962f845fb5c5e93442807dd8fec77776816b3
io.github.sungiant	zenith-netty_2.11	0.4.2		4f096f133bb2ec99e2e25411e20ff2bbbe09676f
io.github.sungiant	zenith-netty_2.11	0.4.3		4d333de5095885c9d8f569da5695ed06d182a514
io.github.sungiant	zenith-netty_2.11	0.4.5		770b736210db463dfe5ce317c27c7626ac193c63
io.github.weimin96	file-viewer-all	1.0.1		cb99eede12695da668362f4372461c3661a41bde
io.github.weimin96	file-viewer-all	1.0.1	all-modules	8dbaf9639bbc69bf0254f0281b62896a9df0c94a
io.github.weimin96	file-viewer-all	1.1.0		5012f49b9238b52e8f1f31a548f8fa7bfc3da46e
io.github.weimin96	file-viewer-all	1.1.0	all-modules	d7a53d8a6b9e45a7613c9627d90dbb6cd1312dbe
io.github.weimin96	file-viewer-all	1.2.0		c42add198db2392221c40655a36a45384174c4c6
io.github.weimin96	file-viewer-all	1.2.0	all-modules	058d5d44539e6a9fd9512f1de689622d02060101
io.github.weimin96	file-viewer-all	1.2.1		ec94922597abd95ac2e0b013bea708cf44b6eda2
io.github.weimin96	file-viewer-all	1.2.1	all-modules	ae6d830ae281680d52ae833b28484a8d6f5f325a
io.github.weimin96	file-viewer-all	1.2.2		ce999c011dd62e0518bd35ebf3c00798dbace2b8
io.github.weimin96	file-viewer-all	1.2.2	all-modules	77b81d07c3bd4c3f72b01f33f31578c37f83154c
io.github.weimin96	file-viewer-all	1.2.3		a43aea9dd6f2fe92507ae3e23bca42689f92ee68
io.github.weimin96	file-viewer-all	1.2.3	all-modules	b24ac14b9364ed978e90ab3134064f14e219c6ee
io.github.weimin96	file-viewer-all	1.2.4		43936ecdb0d6dde5ecddf4f29eacec1c946b3e10
io.github.weimin96	file-viewer-all	1.2.4	all-modules	b5a684f32aa48770b95561d94e0722159dd26437
io.github.weimin96	file-viewer-all	1.2.5		2d4535aeaa188ce7b267dca1d7b78bfc9f169684
io.github.weimin96	file-viewer-all	1.2.5	all-modules	d3fff82fb60719c3e2d6425165a5eb623980c215
io.github.xlopec	tea-core-iosx64	1.0.0-alpha2		N/A
io.github.xlopec	tea-core-iosx64	1.0.0-alpha2-rc2		N/A
io.github.xlopec	tea-core-iosx64	1.0.0-alpha2-rc2	metadata	86c1af55e17f63236b6f21d188c796774e059fd0
io.github.xlopec	tea-core-iosx64	1.0.0-alpha2-rc3		N/A
io.github.xlopec	tea-core-iosx64	1.0.0-alpha2-rc3	metadata	318a266c322bf64473a34cdaee9841b3f8852e9b
io.github.xlopec	tea-core-iosx64	1.0.0-alpha2-rc4		N/A
io.github.xlopec	tea-core-iosx64	1.0.0-alpha2-rc4	metadata	dcf173d8e4d4cd6df3d9d0ea970f33d3d458ccde
io.github.xlopec	tea-core-iosx64	1.0.0-alpha2-rc5		N/A
io.github.xlopec	tea-core-iosx64	1.0.0-alpha2-rc5	metadata	14fadb6ad36096ea9364d3285d5cee1186f8738c
io.github.xlopec	tea-core-iosx64	1.0.0-alpha2-rc6		N/A
io.github.xlopec	tea-core-iosx64	1.0.0-alpha2-rc6	metadata	82dc6e49285fb4c6951c60c4a3fd60ef110f8167
io.github.xlopec	tea-core-iosx64	1.0.0-alpha3		N/A
io.github.xlopec	tea-core-iosx64	1.0.0-alpha3-rc1		N/A
io.github.xlopec	tea-core-iosx64	1.0.0-alpha4		N/A
io.github.xlopec	tea-core-iosx64	1.0.0-alpha4	metadata	50ae68ca418f928c165dca6a83d9ae24d4a32f93
io.github.xlopec	tea-core-iosx64	1.0.0-alpha5		N/A
io.github.xlopec	tea-core-iosx64	1.0.0-alpha5	metadata	eb30b7680f8fa69123553330ef10221f59804d1e
io.github.xlopec	tea-core-iosx64	1.0.0-alpha6		N/A
io.github.xlopec	tea-core-iosx64	1.0.0-alpha6	metadata	472261fd82a93908f508759a744ebf78cabd5f7e
io.github.xlopec	tea-core-iosx64	1.0.0-alpha6-rc1		N/A
io.github.xlopec	tea-core-iosx64	1.0.0-alpha6-rc1	metadata	e3622124b6d3788762f0ad50932697d2d731e04c
io.github.xlopec	tea-core-iosx64	1.0.0-alpha7		N/A
io.github.xlopec	tea-core-iosx64	1.0.0-alpha7	metadata	83c7c9aa766ac69d919030e6293bc92dd3956514
io.github.xlopec	tea-core-iosx64	1.0.0-alpha7-rc1		N/A
io.github.xlopec	tea-core-iosx64	1.0.0-alpha7-rc1	metadata	cb1bc6c3ee606836fdd4804e0e5c313484ab7ae9
io.github.xlopec	tea-core-iosx64	1.0.0-alpha8		N/A
io.github.xlopec	tea-core-iosx64	1.0.0-alpha8	metadata	3d6bedfbe5ba6d3329bcff04eb6dbf43b33d41fe
io.github.xlopec	tea-core-iosx64	1.0.0-alpha8-rc1		N/A
io.github.xlopec	tea-core-iosx64	1.0.0-alpha8-rc1	metadata	ccdae84b15f84882b3d287f88bee082f0dafffae
io.github.yibird	wuhu-starter-data-core	0.0.2		3acbbe53395e4f7e026d70d624c5507f72552019
io.github.yibird	wuhu-starter-data-core	0.0.3		b4776aa782097aa5590e80a804df4a30d4de9546
io.hyte.platform	hyte-runtime	4.1.6.hyte-4008		N/A
io.hyte.platform	hyte-runtime	4.2.10.hyte-42101		N/A
io.hyte.platform	hyte-runtime	4.2.10.hyte-42102		N/A
io.hyte.platform	hyte-runtime	4.2.11.hyte-42110		N/A
io.hyte.platform	hyte-runtime	4.2.11.hyte-42111		N/A
io.hyte.platform	hyte-runtime	4.2.11.hyte-42112		N/A
io.hyte.platform	hyte-runtime	4.2.11.hyte-42113		N/A
io.hyte.platform	hyte-runtime	4.2.11.hyte-42114		N/A
io.hyte.platform	hyte-runtime	4.2.11.hyte-42115		N/A
io.hyte.platform	hyte-runtime	4.2.11.hyte-42116		N/A
io.hyte.platform	hyte-runtime	4.2.11.hyte-42117		N/A
io.hyte.platform	hyte-runtime	4.2.11.hyte-42118		N/A
io.hyte.platform	hyte-runtime	4.2.11.hyte-42119		N/A
io.hyte.platform	hyte-runtime	4.2.5.hyte-4200		N/A
io.hyte.platform	hyte-runtime	4.2.6.hyte-4262		N/A
io.hyte.platform	hyte-runtime	4.2.7.hyte-4270		N/A
io.hyte.platform	hyte-runtime	4.2.7.hyte-4271		N/A
io.hyte.platform	hyte-runtime	4.2.7.hyte-4272		N/A
io.hyte.platform	hyte-runtime	4.2.7.hyte-4273		N/A
io.hyte.platform	hyte-runtime	4.2.8.hyte-4280		N/A
io.hyte.platform	hyte-runtime	4.2.9.hyte-4290		N/A
io.hyte.platform	hyte-runtime	4.2.9.hyte-4291		N/A
io.hyte.platform	hyte-runtime	4.2.9.hyte-4292		N/A
io.hyte.platform	hyte-runtime	4.2.9.hyte-4293		N/A
io.hyte.platform	hyte-runtime	4.2.9.hyte-4294		N/A
io.hyte.platform	hyte-runtime	4.2.9.hyte-4295		N/A
io.hyte.platform	hyte-runtime	4.2.9.hyte-4296		N/A
io.hyte.platform	hyte-runtime	4.3.7.hyte-43070		N/A
io.hyte.platform	hyte-runtime	4.3.7.hyte-43073		N/A
io.hyte.platform	hyte-runtime	4.3.7.hyte-43075		N/A
io.hyte.platform	hyte-runtime	4.3.7.hyte-43076		N/A
io.hyte.platform	hyte-runtime	4.3.7.hyte-43077		N/A
io.hyte.platform	hyte-runtime	4.3.7.hyte-43078		N/A
io.hyte.platform	hyte-runtime	4.3.7.hyte-43079		N/A
io.hyte.platform	hyte-runtime	4.3.7.hyte-4307a		N/A
io.hyte.platform	hyte-runtime	4.3.7.hyte-4307b		N/A
io.hyte.platform	hyte-runtime	4.3.7.hyte-4307d		N/A
io.hyte.platform	hyte-runtime	4.3.7.hyte-4307e		N/A
io.hyte.platform	hyte-runtime	4.3.7.hyte-4307f		N/A
io.hyte.platform	hyte-runtime	4.3.7.hyte-4307g		N/A
io.hyte.platform	hyte-runtime	4.3.7.hyte-4307h		N/A
io.hyte.platform	hyte-runtime	4.4.6.hyte-24270		N/A
io.hyte.platform	hyte-runtime	4.4.6.hyte-24420		N/A
io.hyte.platform	hyte-runtime	4.4.6.hyte-24470		N/A
io.hyte.platform	hyte-runtime	4.4.6.hyte-24520		N/A
io.hyte.platform	hyte-runtime	4.4.6.hyte-25140		N/A
io.hyte.platform	hyte-runtime	hyte-mq-4.3.7.hyte-43072		N/A
io.kevinlee	hedgehog-sbt_2.12	0.11.0-RC1		e372d41cab9022275752738a1143c50353e2c935
io.mcarle	konvert-plugin-api	1.4.0		5fbf01ab80e07d187dc4f36d8733ef1ddb5bf5a8
io.mcarle	konvert-plugin-api	1.5.0		23cb4413b9228f057f2c39bbc3240ec9cb351743
io.mcarle	konvert-plugin-api	1.5.1		68e3ab18f41a036213e2509700a06fcb2aa18a86
io.mcarle	konvert-plugin-api	2.0.0		f5547f518b3093ae31b38c6ed5f87a18a0f20169
io.mcarle	konvert-plugin-api	2.1.0		9afb991e1636a900a05b2f295d7c951a748b1c26
io.mcarle	konvert-plugin-api	2.2.0		58b4af819f7d898573993a53a100226074440ea4
io.mcarle	konvert-plugin-api	2.3.0		942680485e43b0eb62570ce76e9f042e3b245ae1
io.mcarle	konvert-plugin-api	2.3.1		6c04af193be8933d2f1c5d437281a1361b07390a
io.mcarle	konvert-plugin-api	2.4.0		4945e906810b6ff164183c11303d5af0b5d8c1a2
io.mcarle	konvert-plugin-api	3.0.0		a5d88e2b68abe31f19dac0d482f8da38b96fcd08
io.mcarle	konvert-plugin-api	3.0.1		c0c10742f27fa4e832349db7cb8482d59eea8c31
io.mcarle	konvert-plugin-api	3.1.0		bdccc84361afa76ee723653089b41541cd277c2e
io.mcarle	konvert-plugin-api	3.2.0		9a31667dba8cb67380f1990211b6fcadaa288827
io.mcarle	konvert-plugin-api	3.2.1		4bd4b84631d1cf77e8e3222f1feb123219d744b9
io.mcarle	konvert-plugin-api	3.2.2		4e6d35d0ee7bc2d57b98c197396b49a694177ddb
io.mcarle	konvert-plugin-api	3.2.3		0c49d02b9d459cd0fb9960997b8e7dbe9df3a022
io.mcarle	konvert-plugin-api	4.0.0		43f682a24fdcf2edfe48b5408a60528017b4bd28
io.mcarle	konvert-plugin-api	4.0.1		1c0e72d230ac91747baeae95e80a7462fe07c281
io.mcarle	konvert-plugin-api	4.1.0		8fbf6b97baf2cd461aebf6618710e4fb317c2f61
io.mybatis	mybatis-provider	1.0.0		7af1bfbdd108c35e85cee0bbdfc80b175ff9195f
io.mybatis	mybatis-provider	1.0.0-Preview		87cc886691bac42f830a3b0f5c1576145918caff
io.mybatis	mybatis-provider	1.0.0-RC3		15b7c4007deb53d5a70f7084d0b4349739331f8a
io.mybatis	mybatis-provider	1.0.1		73d907a143abcc40f07b6c7e84eb057c428bfacf
io.mybatis	mybatis-provider	1.0.2		14d7c4a630bae9cd37c5252bd06bfd50acab9e48
io.mybatis	mybatis-provider	1.1.0		6e2814ef87c8c6c34aef2274583827485e520f50
io.mybatis	mybatis-provider	1.1.1		68e03b50280c03b710f5d1e00b96766dd7eaa4c9
io.mybatis	mybatis-provider	2.0.0		e30631526c836b8e3284a248f9567fd7875e8179
io.mybatis	mybatis-provider	2.1.0		d1fe54d80f064f3a997d4f4eda3391c4b3f8bd71
io.mybatis	mybatis-provider	2.1.1		b3146c9eafdd0b82f24da92471786fbf4de02492
io.mybatis	mybatis-provider	2.2.0		a5c4bc79ad38e295002c2c5a37229ecc399620fb
io.mybatis	mybatis-provider	2.2.1		dd5a988f034fb04ab5bb7956c3cdf1308b3a006e
io.mybatis	mybatis-provider	2.2.2		3613820a5214f144ae8ba9e4ff60c4125dfe3560
io.mybatis	mybatis-provider	2.2.3		a97f47764dcccf5b2ac788a4331c48c742c39d92
io.mybatis	mybatis-provider	2.2.4		deb9a7433b25a9b10803652b52511c914b427ca9
io.mybatis	mybatis-provider	2.2.5		ba59ce7913fa84cc34a7d84aa1a925c7fbac47bc
io.mybatis	mybatis-provider	2.2.6		8125894cf6643d7f169f08911da19dbacaec3636
io.oss84.geotools.jdbc	gt-jdbc-hana	24.2		04ddc25a1675d0b7a7f96966d342c9c4a55c6829
io.oss84.geotools.jdbc	gt-jdbc-hana	24.2-oss84-1		8d8d83322e42a4de630ff9ba417b991a091e4c73
io.qtjambi	qtjambi-serialport-native-macos	5.15		cd70e37bf87218c218e1853921368347eacfab32
io.qtjambi	qtjambi-serialport-native-macos	5.15.10		a267bc0febf08b1b8caa2285e3fab36bafeb59db
io.qtjambi	qtjambi-serialport-native-macos	5.15.11		6fb2f233aef58648f5c69114c0fef656e9043d97
io.qtjambi	qtjambi-serialport-native-macos	5.15.12		e9f06f80089132b64ee71541cdc3f57718d531bf
io.qtjambi	qtjambi-serialport-native-macos	5.15.13		6a3d636bff965e8d8d2e7ea3f97fbc2c067786ed
io.qtjambi	qtjambi-serialport-native-macos	5.15.14		3c544ddfa33ada04a415f7ec59ef552724cbfb78
io.qtjambi	qtjambi-serialport-native-macos	5.15.15		b87faaa7ca5fcc39c6f442610801d242efb59c91
io.qtjambi	qtjambi-serialport-native-macos	5.15.16		8ab2f67be8f80c6bc1aba689b410c9740f8af881
io.qtjambi	qtjambi-serialport-native-macos	5.15.17		53fe266388e0ac7b3e76ad2d4681d83eb0fb3ae1
io.qtjambi	qtjambi-serialport-native-macos	5.15.18		a5b372c65ba625001547b03892031660ebb42602
io.qtjambi	qtjambi-serialport-native-macos	5.15.20		78dcc739e7e8a9e52c5eb942f9405bb4da70875e
io.qtjambi	qtjambi-serialport-native-macos	5.15.23		83e8c932974d303d556afe8cdd564a800d257b12
io.qtjambi	qtjambi-serialport-native-macos	5.15.3		297d1c64e1a32094ea72216d44e90595bc88f102
io.qtjambi	qtjambi-serialport-native-macos	5.15.4		3eadf8ba0c4120f3481ac7922f3fb0f2b9cc5653
io.qtjambi	qtjambi-serialport-native-macos	5.15.5		3a0e42cd6c4494d9bdc97cd60cc38a11040e3bd2
io.qtjambi	qtjambi-serialport-native-macos	5.15.6		4b88a7d532822ec47917f336c18e9f969b915799
io.qtjambi	qtjambi-serialport-native-macos	5.15.7		a9e51b6eda15b8980e4a3b9e34da2fbda4b76d50
io.qtjambi	qtjambi-serialport-native-macos	5.15.8		268c5cabc6959bdfe8374fbe115fedbdf218f6d7
io.qtjambi	qtjambi-serialport-native-macos	5.15.9		be89aea1e88a62e610f38c7a57e63500fa29ebe3
io.qtjambi	qtjambi-serialport-native-macos	6.2		3341c908e764e5e4d0b51212b3652f99977aabaa
io.qtjambi	qtjambi-serialport-native-macos	6.2.1		b641e6775f8817aa9ef246e0160689a98e16cccb
io.qtjambi	qtjambi-serialport-native-macos	6.2.10		87ebc194f169468d138df4b0cc7cc4d886ca8705
io.qtjambi	qtjambi-serialport-native-macos	6.2.11		5f131f823da1cc36ae867100fa39353e06e4dbcf
io.qtjambi	qtjambi-serialport-native-macos	6.2.12		649946d842a5af9e01da9267d22cfac3b045707b
io.qtjambi	qtjambi-serialport-native-macos	6.2.2		0a841d9a38d5ab2a3cf7668694e504195987f5a5
io.qtjambi	qtjambi-serialport-native-macos	6.2.3		2a211066a6cc28383730f5c8f51897727518847a
io.qtjambi	qtjambi-serialport-native-macos	6.2.4		5e3f7c49c4e0228e73e0e29ea838b818f8da1cc9
io.qtjambi	qtjambi-serialport-native-macos	6.2.5		2bf35cfcb87c7bdce0ba8996d712087659838a80
io.qtjambi	qtjambi-serialport-native-macos	6.2.6		e00d4a217b1c7698565c74e6943dae00b30622fb
io.qtjambi	qtjambi-serialport-native-macos	6.2.7		56f030168764c18c3bb3fd4f9c79ff5392262b4c
io.qtjambi	qtjambi-serialport-native-macos	6.2.8		b38d74e37d45d754750e9d94c8b329b58fe5b950
io.qtjambi	qtjambi-serialport-native-macos	6.2.9		8bcc8ff7ad563a478ca6bcf6b78871a54f5f4a48
io.qtjambi	qtjambi-serialport-native-macos	6.3.0		4946851da448f0749a0d41ad1f8cf6f50faf6624
io.qtjambi	qtjambi-serialport-native-macos	6.3.1		b04d742a3d1a999d25954bf8e2e67df313adc7e6
io.qtjambi	qtjambi-serialport-native-macos	6.3.2		e704b824db1c23a6edaa00326ec82abfcc2967a8
io.qtjambi	qtjambi-serialport-native-macos	6.3.3		0e2d5f614e70c9f8dc7c39b0bb3e51fe482f4fa6
io.qtjambi	qtjambi-serialport-native-macos	6.3.4		3886bdfe3572380078aaf5e26f59a978d46a5854
io.qtjambi	qtjambi-serialport-native-macos	6.3.5		539784c8742ee942164a603a73e2f43f6f28f710
io.qtjambi	qtjambi-serialport-native-macos	6.4.0		93f1e37b8e75bd2a4680eb769ef0ecd1df847259
io.qtjambi	qtjambi-serialport-native-macos	6.4.1		98165c1dc7262c758d7310d298becb038c0b121e
io.qtjambi	qtjambi-serialport-native-macos	6.4.2		707a8a84440bfee26b22e215346e25bbcb9b9f78
io.qtjambi	qtjambi-serialport-native-macos	6.4.3		0cdd3fe21035b68e08d0be19a2bb49b3c2ca9a17
io.qtjambi	qtjambi-serialport-native-macos	6.4.4		70d95e060794cecb2883b66c7e8193d0e793d590
io.qtjambi	qtjambi-serialport-native-macos	6.5.0		cde383db58de0d48b4077b906e2746d9bc4315e4
io.qtjambi	qtjambi-serialport-native-macos	6.5.1		7ad7ba521d161b679567de642f6b911b6e746831
io.qtjambi	qtjambi-serialport-native-macos	6.5.2		a398b9b893cac4ee75ac8967ee45b945c26a7870
io.qtjambi	qtjambi-serialport-native-macos	6.5.3		bd0d586e97d331135feb4dd4b135b2df55d1a815
io.qtjambi	qtjambi-serialport-native-macos	6.5.4		3c4dc2ed499fddfde6ad18eb738f2075312d6aec
io.qtjambi	qtjambi-serialport-native-macos	6.5.5		557c567eca067430397b791503234ab9bf1d24a7
io.qtjambi	qtjambi-serialport-native-macos	6.6.0		89efd4d224117aaafcbe29bce240127f643f9619
io.qtjambi	qtjambi-serialport-native-macos	6.6.1		a2778fa628367d61278d0943721c8c0d7bdc8ae3
io.qtjambi	qtjambi-serialport-native-macos	6.6.2		a466bda4441eb2c5cb2e6babb1055fedd270166b
io.qtjambi	qtjambi-serialport-native-macos	6.6.3		b47d72a491c89b279524cd1eec7594a1f5b84864
io.qtjambi	qtjambi-serialport-native-macos	6.7.3		be2dfa71336b4483672a684129224b3876f8960e
io.xlate	yaml-json	0.0.4		3a8b8de9b16c253bf96b9edf807f4b67a3b9e6f7
io.xlate	yaml-json	0.0.5		5ebcab496cd1445a8e3adf442332879df8405082
io.xlate	yaml-json	0.0.6		75a2605ab1fc077fc0793e797dd45c8353c45a24
io.xlate	yaml-json	0.0.6	legacy	5bc7b5e225d559bb2c969bb32197ceea32e2ab1e
io.xlate	yaml-json	0.0.6	legacy-sources	69c033dc8d00ee3e6ce46e4a5e73aeafa6bcc2b9
io.xlate	yaml-json	0.1.0		24cea187e8d46abe04d3b284473a13a39520b7dd
io.xlate	yaml-json	0.1.0	legacy	6998b6ecf0a40359df480874e9253fc9eb8b5661
io.xlate	yaml-json	0.1.0	legacy-sources	da437d07e181c7c2e12c44379d75214bb3f203d0
io.xlate	yaml-json	0.1.1		6d1c55ba31dae437b6054ce02707517ea9b2f60a
io.xlate	yaml-json	0.1.1	legacy	0a6daf63924ac89e25527222ead462934cc1f6e9
io.xlate	yaml-json	0.1.1	legacy-sources	a545db6a5dbef60d79fa2efe6257c879db893649
io.xlate	yaml-json	0.2.0		61fbf65b87eee96751f76a329a9e65495f89628f
io.xlate	yaml-json	0.2.0	legacy	17fc87311b5664de9e4764f7079b8851395055e5
io.xlate	yaml-json	0.2.0	legacy-sources	82490c48eecc12bf946679ac6507bc40d8b5641d
io.zeebe	atomix-rest	3.2.0-alpha1		2ed5b894833b171f5f374cfd1dcacd21ea8526e6
io.zeebe	atomix-rest	3.2.0-alpha10		4be6abafa4b77b986aac96ed7a598a5b10465805
io.zeebe	atomix-rest	3.2.0-alpha11		cb22779abc55fb11e28eb1117fe23c0060666de6
io.zeebe	atomix-rest	3.2.0-alpha12		de414a4efd09771109b9cf5a70aedf02400ee171
io.zeebe	atomix-rest	3.2.0-alpha2		9225343057386769ea5f1edd72d23ca2e8017748
io.zeebe	atomix-rest	3.2.0-alpha3		7a12f73227a7e6f6fafe85493f2227dc62dbae66
io.zeebe	atomix-rest	3.2.0-alpha4		4b3296c8fbfcb53e475722e1791b181b41048d9d
io.zeebe	atomix-rest	3.2.0-alpha5		b78a7260f909b43b71c9913a498536341c9e2123
io.zeebe	atomix-rest	3.2.0-alpha6		614af7e59700e7083dfd05ef682d847af6aa668f
