au.id.tmm.github-pr-language-detection	github-pr-language-detection-lib_2.13	0.0.2		0c3365543e3d65dcbe8d75be665ac038f6a7a08a
io.ktor	ktor-server-caching-headers-tvosx64	2.0.0	metadata	4ae248942f4cd89629e3c951b50c4258e4d0eb4b
io.ktor	ktor-server-caching-headers-tvosx64	2.0.0-rc-1		5b9575b74df241cd03fcbddd5d973d9df0ce146a
io.ktor	ktor-server-caching-headers-tvosx64	2.0.0-rc-1	metadata	31c69327d8a5c17bcdfb7d7aebe3cc97275b2c08
io.ktor	ktor-server-caching-headers-tvosx64	2.0.1		e78ccfb264ebec1dc9c25f1ca8c1e1e3eaa438eb
io.ktor	ktor-server-caching-headers-tvosx64	2.0.1	metadata	ca6ecf7cb3a4006b910e5fc2f0c4df205c7e49ca
io.ktor	ktor-server-caching-headers-tvosx64	2.0.2		3e35c9dfa6ab1d84455074cc442b981bf417277a
io.ktor	ktor-server-caching-headers-tvosx64	2.0.2	metadata	f6212b606f4bfd49c049f44d368effd1b21fbb85
io.ktor	ktor-server-caching-headers-tvosx64	2.0.3		2cf5070036eb4503e28403575653afbd6debca40
io.ktor	ktor-server-caching-headers-tvosx64	2.0.3	metadata	8c0eb4c14972337d7d031d035f86566a247a56ed
io.ktor	ktor-server-caching-headers-tvosx64	2.1.0		e4280ade4c8a6813954728ac77cc349ad1883336
io.ktor	ktor-server-caching-headers-tvosx64	2.1.0	metadata	788289551c7d86d3449a05dba42213471aa777e9
io.ktor	ktor-server-caching-headers-tvosx64	2.1.1		cc30791a046d5b748b53b3b2e9edc5dce084ae0b
io.ktor	ktor-server-caching-headers-tvosx64	2.1.1	metadata	1a32897a880c5b2e12cf71b1a77653b21ba8dbab
io.ktor	ktor-server-caching-headers-tvosx64	2.1.2		4447cc72bdf08e21edd0c14967237dbc141ce3b1
io.ktor	ktor-server-caching-headers-tvosx64	2.1.2	metadata	502acef1bea5e089466e8cc236ebc7613ceb01a5
io.ktor	ktor-server-caching-headers-tvosx64	2.1.3		8918baf0e54afef8c8b1fbf5951921e36a31079d
io.ktor	ktor-server-caching-headers-tvosx64	2.1.3	metadata	899e1bf03b83f3b3b0895e9383fb8a329c505f7f
io.ktor	ktor-server-caching-headers-tvosx64	2.2.0		97a4cadf01b869ac54a835d7fca69c93d6f01871
io.ktor	ktor-server-caching-headers-tvosx64	2.2.0	metadata	51b04fc1ed425382ba3cbf6b44bb0ac25accd9ad
io.ktor	ktor-server-caching-headers-tvosx64	2.2.1		0498010af7c9ac9751e0c7b31c6ad256ce38be27
io.ktor	ktor-server-caching-headers-tvosx64	2.2.1	metadata	b67c41df5d6f270a3fab713874c836dcfe2283f3
io.ktor	ktor-server-caching-headers-tvosx64	2.2.2		c82ca70f9e20ca804254c5be0a3abee074f5f674
io.ktor	ktor-server-caching-headers-tvosx64	2.2.2	metadata	87e56d33129bd963188bbd697ab995db612dadcf
io.ktor	ktor-server-caching-headers-tvosx64	2.2.3		a8259f42e361b7ecc4a74e432c4feafca4315926
io.ktor	ktor-server-caching-headers-tvosx64	2.2.3	metadata	2057fb8e7e6613a054afcc79d68d7ee3c334470f
io.ktor	ktor-server-caching-headers-tvosx64	2.2.4		829c53ad229c5bfa7090f4a4c232a1685e95b99c
io.ktor	ktor-server-caching-headers-tvosx64	2.2.4	metadata	940e03257784597730b4ac93ff834fb75eedd8d3
io.ktor	ktor-server-caching-headers-tvosx64	2.3.0		60831e5236c0b186a57645bba266b94cbcd8b2e7
io.ktor	ktor-server-caching-headers-tvosx64	2.3.0	metadata	228882dca978954ba8609fce728ed11c00d908f8
io.ktor	ktor-server-caching-headers-tvosx64	2.3.1		35d0cf50d7ba9c0d70d41c362c962bfc1f0711e3
io.ktor	ktor-server-caching-headers-tvosx64	2.3.1	metadata	dad7cc1e90f5fd312bc6aebc4f8a1508308ff8cd
io.ktor	ktor-server-caching-headers-tvosx64	2.3.10		7f4f1840526c4a265bcd71ec247b971e5c396663
io.ktor	ktor-server-caching-headers-tvosx64	2.3.10	metadata	69d02c424f57fd34514f7fa8b7582ba5ab01fd9a
io.ktor	ktor-server-caching-headers-tvosx64	2.3.11		0a89acbaad570eb8594757935ac3f438a6b7b72b
io.ktor	ktor-server-caching-headers-tvosx64	2.3.11	metadata	baa18abe07f5f2724937521b75db1a8d67aae49f
io.ktor	ktor-server-caching-headers-tvosx64	2.3.12		a68f4756e37df863a37976ad2c46bad049517ab2
io.ktor	ktor-server-caching-headers-tvosx64	2.3.12	metadata	ff9f77cd670710419099a5a93d46eabf539e006b
io.ktor	ktor-server-caching-headers-tvosx64	2.3.13		a152f2c9e41971e5ad64bff36100681d3a2fb0f3
io.ktor	ktor-server-caching-headers-tvosx64	2.3.13	metadata	638fd862c138e781172ab721b765fe48e3da08f2
io.ktor	ktor-server-caching-headers-tvosx64	2.3.2		c2e26e49a05b8aaa05d19d00fadcba94a8446f4f
io.ktor	ktor-server-caching-headers-tvosx64	2.3.2	metadata	73da4a1413672fcea11bd9bdefa88f245bffef4f
io.ktor	ktor-server-caching-headers-tvosx64	2.3.3		c1699da3589b0266a8938c43e4dc275ef78ace26
io.ktor	ktor-server-caching-headers-tvosx64	2.3.3	metadata	4c958b103be9f5e7d9802855789871ec2976c33f
io.ktor	ktor-server-caching-headers-tvosx64	2.3.4		8d0f25dccef8b0c768a490392c3622e24ed8f455
io.ktor	ktor-server-caching-headers-tvosx64	2.3.4	metadata	2460d967c0f72d57467b1b31ecdb69a01dc69b60
io.ktor	ktor-server-caching-headers-tvosx64	2.3.5		e18d05ad1ee2dffb74a9ba89f567c453e4d10086
io.ktor	ktor-server-caching-headers-tvosx64	2.3.5	metadata	2f7383c936583bc2512c4ffa55a5dad958b2d56a
io.ktor	ktor-server-caching-headers-tvosx64	2.3.6		c108cf8b5317400637868e4fc1ab361e4738382d
io.ktor	ktor-server-caching-headers-tvosx64	2.3.6	metadata	7e1e7f13e4f7906e09501be5bb1608c8e2787ff0
io.ktor	ktor-server-caching-headers-tvosx64	2.3.7		8034d53e4a76142eee57f217dcd5ded4788aa8d6
io.ktor	ktor-server-caching-headers-tvosx64	2.3.7	metadata	91b65cccd9308f8939938aa98cc241aa0435807f
io.ktor	ktor-server-caching-headers-tvosx64	2.3.8		2ce930a262d570c8c75dbdd3880761e5c834ddaa
io.ktor	ktor-server-caching-headers-tvosx64	2.3.8	metadata	58dc01f890ebd07cd17ebf7dd3091753bffd344e
io.ktor	ktor-server-caching-headers-tvosx64	2.3.9		2c28106b94d061ed01ccf485685497583066ae1c
io.ktor	ktor-server-caching-headers-tvosx64	2.3.9	metadata	89d08fb3d4c8a8c2ee16d8f6b03fe21e5da8a018
io.ktor	ktor-server-caching-headers-tvosx64	3.0.0		e38e5dd594a48ec1ae818e0443d876d0998e560b
io.ktor	ktor-server-caching-headers-tvosx64	3.0.0	metadata	a648663bff9cae49f97655b778c3f78efa018cfb
io.ktor	ktor-server-caching-headers-tvosx64	3.0.0-beta-1		433765948a59f8e65b2a999b42fedc22e09660af
io.ktor	ktor-server-caching-headers-tvosx64	3.0.0-beta-1	metadata	19d27769f750f70560205ead4dbed22387970536
io.ktor	ktor-server-caching-headers-tvosx64	3.0.0-beta-2		d94482973c7bf2823b57919158c2cf859e9d20c3
io.ktor	ktor-server-caching-headers-tvosx64	3.0.0-beta-2	metadata	eaab4dbf049edd2c9256b0cfca2fd260081996cb
io.ktor	ktor-server-caching-headers-tvosx64	3.0.0-rc-1		bda0404cd3c3335dead6fa135ad220d151016d86
io.ktor	ktor-server-caching-headers-tvosx64	3.0.0-rc-1	metadata	8df3361b13e0f4e6ad407946ec22f8ea9a5b6634
io.ktor	ktor-server-caching-headers-tvosx64	3.0.0-rc-2		b7a800ade4eae4dcf389896d759e5733c0df8649
io.ktor	ktor-server-caching-headers-tvosx64	3.0.0-rc-2	metadata	08b1f24336f08d800d407b40cb9809f6d4c5ebb7
io.ktor	ktor-server-caching-headers-tvosx64	3.0.1		9f2d9b97b3a1bafb6f0d9ad7c21924d0537bdaed
io.ktor	ktor-server-caching-headers-tvosx64	3.0.1	metadata	2a39418776a4cb2dcc8afe6f29b74e8262289508
io.ktor	ktor-server-caching-headers-tvosx64	3.0.2		03ff320036aa5708d791973ad14f8a334966e535
io.ktor	ktor-server-caching-headers-tvosx64	3.0.2	metadata	874957c91581d5cc94d20f97d7451a83beb52e2d
io.ktor	ktor-server-caching-headers-tvosx64	3.0.3		515b1bb62b48803dfbefa49d151a4ca0a7594855
io.ktor	ktor-server-caching-headers-tvosx64	3.0.3	metadata	6669bbf79691cd200277939fa5e24e2952e40f10
io.ktor	ktor-server-caching-headers-tvosx64	3.1.0		27feba2410ffecd3303c9c2db44cbcc1eeecdaf4
io.ktor	ktor-server-caching-headers-tvosx64	3.1.0	metadata	23d19fa5f4c954fff3cdc2822e37038a25aa3a73
io.ktor	ktor-server-caching-headers-tvosx64	3.1.1		f30f6b4f9963c39fad3e5a5147b3a282e6605803
io.ktor	ktor-server-caching-headers-tvosx64	3.1.1	metadata	179f61a5c0cfea9f418cecfe9a671966904ff8f3
io.ktor	ktor-server-caching-headers-tvosx64	3.1.2		f43c03fac60114ca57308613f60c47dfdd463134
io.ktor	ktor-server-caching-headers-tvosx64	3.1.2	metadata	ac3406f8fe120917309c57c8cdc242db37739097
io.ktor	ktor-server-caching-headers-tvosx64	3.1.3		1b1e82b771181786faf6965d9eccd1af2a3deb2f
io.ktor	ktor-server-caching-headers-tvosx64	3.1.3	metadata	2a5fea5e782691d1711cd6ebeae574a83e54928f
io.lakefs	lakefs-spark-client-312-hadoop3_2.12	0.1.7		6fd623f4fab565788479c164a96676e79e1f3b3d
io.lakefs	lakefs-spark-client-312-hadoop3_2.12	0.1.8		9f00f4c2c72f3dd4bfb7ec2d3ab30a6af9e0d6e8
io.lakefs	lakefs-spark-client-312-hadoop3_2.12	0.10.0		49669f7613c25b3d5ad420a123acf9ecfa30fea2
io.lakefs	lakefs-spark-client-312-hadoop3_2.12	0.2.0		b328b4431240a30a3d078bd51db8d8542a4f0afd
io.lakefs	lakefs-spark-client-312-hadoop3_2.12	0.2.1		42d7557fd143a6a46a17be8dfb029fca41a931e5
io.lakefs	lakefs-spark-client-312-hadoop3_2.12	0.2.2		b190f7bf3a513650464bac2867072f66b83f8ad7
io.lakefs	lakefs-spark-client-312-hadoop3_2.12	0.2.3		e9e863af8be285f09bcf1f88c8b9e7a0b1aeeea3
io.lakefs	lakefs-spark-client-312-hadoop3_2.12	0.3.0		47609f0ddd1e1ad8c10991e9fe322d3b1331bc46
io.lakefs	lakefs-spark-client-312-hadoop3_2.12	0.4.0		31e7ca33f004837f43bd0500cbd9e55eb06f1fb0
io.lakefs	lakefs-spark-client-312-hadoop3_2.12	0.5.0		95cbff8e87e2e6f3f702658b2c54d13d05cc85cf
io.lakefs	lakefs-spark-client-312-hadoop3_2.12	0.5.1		8ca62893ee81538c0e36754bffe70d2e466799d8
io.lakefs	lakefs-spark-client-312-hadoop3_2.12	0.5.2		1335017db7a1ee8f6465ee2eda49a773b50a4254
io.lakefs	lakefs-spark-client-312-hadoop3_2.12	0.6.0		f17bd65fd4883ddc908aac5d9451a5dc26d3a00e
io.lakefs	lakefs-spark-client-312-hadoop3_2.12	0.6.1		da574266bb758450e328b5f8691d519525b5efa7
io.lakefs	lakefs-spark-client-312-hadoop3_2.12	0.6.2		c8eabe2257fc330a04ce24e2e0c069ccf99e4f91
io.lakefs	lakefs-spark-client-312-hadoop3_2.12	0.6.3		cc032b097717b850746bdc15f08676f2ebfdeda3
io.lakefs	lakefs-spark-client-312-hadoop3_2.12	0.6.4		d47110003084467a4b74bb47d0155d1e5c053630
io.lakefs	lakefs-spark-client-312-hadoop3_2.12	0.6.5		7fc1affc00025b0936941345aa091f9a19e0d3c6
io.lakefs	lakefs-spark-client-312-hadoop3_2.12	0.7.1		b46f47805ed53de04ef262f3592341db9a13d661
io.lakefs	lakefs-spark-client-312-hadoop3_2.12	0.7.2		352b349f9d4c4906a6bb61f3b2266253c6d488d1
io.lakefs	lakefs-spark-client-312-hadoop3_2.12	0.7.3		6dc42a489e4db9dd77697516e27ea976002a4bfe
io.lakefs	lakefs-spark-client-312-hadoop3_2.12	0.8.0		838e33f9aadf793d75a3f583f6b73c7674aebc28
io.lakefs	lakefs-spark-client-312-hadoop3_2.12	0.8.1		25ae51cb01472c048e5c39cb440d8978a88b1d42
io.lakefs	lakefs-spark-client-312-hadoop3_2.12	0.9.0		5a0a10ad6db7eb96c2b41a7c7e63d546f5d8078a
io.lakefs	lakefs-spark-client-312-hadoop3_2.12	0.9.1		1b293582ff0a2b58f52aef962f852f712450b574
io.lemonlabs	scala-uri_2.12	0.0.0		3938cd5b140d877f5f3f6856f37d03c498f3b670
io.lemonlabs	scala-uri_2.12	0.4.16		ee3e6947faf2892afd7b07f46858e1eea2ba5f52
io.lemonlabs	scala-uri_2.12	0.4.17		06bb6f3b791b2441004e1bfb503199f40f5c31cf
io.lemonlabs	scala-uri_2.12	0.5.0		8837c22267d03edaaa267887bc1ab257e2b77b1f
io.lemonlabs	scala-uri_2.12	0.5.1		3dd85517c1cd8f4d631ce68553ae310665440d58
io.lemonlabs	scala-uri_2.12	0.5.2		f07894f1fba2211516ca56457d08b16e12256c7a
io.lemonlabs	scala-uri_2.12	0.5.3		1e8af7302ca4112ab8efc5885a185b646475fb2b
io.lemonlabs	scala-uri_2.12	0.5.4		f2c6da62b14b29aa896918458e36aba42b4cb799
io.lemonlabs	scala-uri_2.12	0.5.5		a3a9c7f298569a4f1a1c6bc32cedfee2a8442d45
io.lemonlabs	scala-uri_2.12	0.5.6		e4bbbdb4563bf86da685ab6da133a44a861d3e48
io.lemonlabs	scala-uri_2.12	0.5.7		28dca9af113de311b02e942044646fae72de4ee6
io.lemonlabs	scala-uri_2.12	1.0.0		624da017e45a93424cdc6d0c294e256412a485c0
io.lemonlabs	scala-uri_2.12	1.0.0-rc1		879b346dbd247a837b9c46aabfa4b7fd1d9cff83
io.lemonlabs	scala-uri_2.12	1.1.0		dfe16f636cf0b18ea5b6a3bd036c1fada9ecaf42
io.lemonlabs	scala-uri_2.12	1.1.1		c84e1649f3d399bfe1855d7cadb6fec107963764
io.lemonlabs	scala-uri_2.12	1.1.2		d192684d23f03a1a6e0c5c291ceadcdf6592bd6a
io.lemonlabs	scala-uri_2.12	1.1.3		e9957df3f823dd195fa0107ba91f925f022a4138
io.lemonlabs	scala-uri_2.12	1.1.4		1950d7251413651141fa6ecea20e03dd9677862b
io.lemonlabs	scala-uri_2.12	1.1.5		48fd3103431b1d6ab9545eda2815a88c0cd573d8
io.lemonlabs	scala-uri_2.12	1.2.0		34da0895206c8a638198c23c32cc6259316c775f
io.lemonlabs	scala-uri_2.12	1.3.0		a1f4eaa23e3a3ad9692a22398d91abdd0692dacb
io.lemonlabs	scala-uri_2.12	1.3.1		6a5d14333fe62b6a8e6aa5c56f58ae903e957c20
io.lemonlabs	scala-uri_2.12	1.4.0		4b1f9e235ffe9a29fc1c5096896f07504bd9ad4a
io.lemonlabs	scala-uri_2.12	1.4.1		48d62b2b25a791905a3db19b5da774b322e058b9
io.lemonlabs	scala-uri_2.12	1.4.10		64d36ca7234b238d3fe158169d3c1edccaca744c
io.lemonlabs	scala-uri_2.12	1.4.2		fb20750b172786edfbb42b8e27668fe213b7e9f7
io.lemonlabs	scala-uri_2.12	1.4.3		a8c2d08dc008c88bef6a53be9dc874d52a4400d8
io.lemonlabs	scala-uri_2.12	1.4.4		f9e0e62dd196941256a24a1e6625dd8fbb2f4761
io.lemonlabs	scala-uri_2.12	1.4.5		24a29144d3bfcac680a775ae207907977a63f272
io.lemonlabs	scala-uri_2.12	1.4.7		c8aa29116ebdbb67d1100b874b536af33f4d4a2b
io.lemonlabs	scala-uri_2.12	1.4.8		f361ad73f2348d1ca5bfab6082d73b128248de04
io.lemonlabs	scala-uri_2.12	1.4.9		223e71582b2b4ea304fe52e56b9b0f4c469e186b
io.lemonlabs	scala-uri_2.12	1.5.0		b32dcecb53bea77f9881a664c3dafabaaf34876b
io.lemonlabs	scala-uri_2.12	1.5.1		5806785dac5b448955c95d447f99375832b431d2
io.lemonlabs	scala-uri_2.12	2.0.0		c56b25ce76a9c9a14cc514ba1a3b211d3c99bfc6
io.lemonlabs	scala-uri_2.12	2.0.0-M1		19f442f8679bad25e1ef79cc554a72fc4340fdb3
io.lemonlabs	scala-uri_2.12	2.0.0-M2		e29ec4007eee731fbe8f910bca54574e01c55b6d
io.lemonlabs	scala-uri_2.12	2.0.0-M3		275a8d65b352f3a5015c727a6b500908476ab8bf
io.lemonlabs	scala-uri_2.12	2.0.0-M4		13adaf6963d97dff7e226a024aeb83ef2bf2b1bc
io.lemonlabs	scala-uri_2.12	2.0.0-M5		25a0488376955bde3b0132d345f503118dc0fad1
io.lemonlabs	scala-uri_2.12	2.1.0		064a2eff2d80daec5f437db1501d48eea2528606
io.lemonlabs	scala-uri_2.12	2.2.0		4f41b9da65768359b20d4bc77136ad5e7482627e
io.lemonlabs	scala-uri_2.12	2.2.1		1c6751bdbda0bb2bb86141dfa22deb9729b58749
io.lemonlabs	scala-uri_2.12	2.2.2		cf1e20ed83ed1a79a1cfa2b7d871a9b7e3985f15
io.lemonlabs	scala-uri_2.12	2.2.3		66aa1ba20473ba1030b76c7a319021b0f4d1dbec
io.lemonlabs	scala-uri_2.12	2.2.4		001a35dd10ae83b54c9e211286d20e6f02219007
io.lemonlabs	scala-uri_2.12	2.2.5		820044a7a830803635a141bdb1b1ed1f6835a9e3
io.lemonlabs	scala-uri_2.12	2.2.6		789d74d7586dd3bbf2f517a8c1bbd85220b42b73
io.lemonlabs	scala-uri_2.12	2.3.0		177bcb0b7ef45c4c8ee986001cb959e4be5289b7
io.lemonlabs	scala-uri_2.12	2.3.1		f07938479b1c8705d454f7ef582f397c82ae6397
io.lemonlabs	scala-uri_2.12	3.0.0		dc7b253f54e21955caa54cbc64c7ee436037a962
io.lemonlabs	scala-uri_2.12	3.1.0		3c673f157be352b97d9f89eb800efb204234672f
io.lemonlabs	scala-uri_2.12	3.2.0		6eeb52fdff26a9550f14111d663c1c230c29e5b4
io.lemonlabs	scala-uri_2.12	3.3.0		943dfda74becf141bbcda4b16e2e6876abe0a14e
io.lemonlabs	scala-uri_2.12	3.4.0		b8d1f496e23e9b0f1f8909eedd2b487670b8e8b6
io.lemonlabs	scala-uri_2.12	3.4.1		878f538c06cd5f8f22bee170cb9970dbd1a812e0
io.lemonlabs	scala-uri_2.12	3.5.0		80b686c4f5429c82da27997c992bb8ec2d15b671
io.lemonlabs	scala-uri_2.12	3.6.0		9f08efe6cd2f25fcfe017007cb3ca492a980fe0f
io.lemonlabs	scala-uri_2.12	4.0.0		e37e00c2bd6281dd41752fda9978b381d5857254
io.lemonlabs	scala-uri_2.12	4.0.0-M2		ddd4e90da5691a542afd6d7fd913d106f291b289
io.lemonlabs	scala-uri_2.12	4.0.0-M3		28a0d591452246067e2230074f28b9703f5cd1a0
io.lemonlabs	scala-uri_2.12	4.0.0-M4		9129d62456706fa10bfe29ee258109e34c636b17
io.lemonlabs	scala-uri_2.12	4.0.0-M5		dbbb3d1c17fdbdcd7bd4175bf19f00885cebb68e
io.lemonlabs	scala-uri_2.12	4.0.1		f4a7e1c6a593260c88b1c707478defa31a6a5722
io.lemonlabs	scala-uri_2.12	4.0.2		9d0611fd6592a60a43f65eb47e25cdc606a071b5
io.lemonlabs	scala-uri_2.12	4.0.3		84b827195d4cfc11ba2d09dd13970cffded61be8
io.miragon.miranum.connect	connect-c8	0.6.0		N/A
io.miragon.miranum.connect	connect-c8	0.7.0		N/A
io.miragon.miranum.connect	connect-c8	0.7.1		N/A
io.miragon.miranum.connect	connect-c8	0.7.2		N/A
io.miragon.miranum.connect	connect-c8	0.7.3		N/A
io.qtjambi	qtjambi-qt3drender-native-windows-arm64	6.6.3		eed5441edd1246fd880d9955a0be7bab2f25ac04
io.qtjambi	qtjambi-qt3drender-native-windows-arm64	6.7.3		52df1111487b923a705ed9cb63ae102b0849af85
io.smallrye	smallrye-graphql-gradle-plugin	1.0.10		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.0.11		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.0.12		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.0.13		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.0.14		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.0.15		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.0.16		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.0.17		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.0.18		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.0.19		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.0.2		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.0.20		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.0.21		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.0.22		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.0.23		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.0.24		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.0.25		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.0.26		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.0.3		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.0.4		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.0.5		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.0.6		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.0.7		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.0.8		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.0.9		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.1.0		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.1.0-RC1		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.1.1		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.1.2		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.2.0		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.2.0.Alpha1		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.2.0.Alpha2		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.2.0.Beta1		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.2.1		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.2.2		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.2.3		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.2.4		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.2.5		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.2.6		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.2.7		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.2.8		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.3.0		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.3.1		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.3.2		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.3.3		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.3.4		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.3.5		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.4.0		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.4.1		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.4.2		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.4.3		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.4.3.1		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.4.4		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.4.5		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.5.0		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.6.0		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.6.1		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.6.2		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.7.0		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.7.1		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.7.2		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.7.3		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.8.0		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.8.1		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.8.2		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.8.3		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.9.0		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.9.1		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.9.2		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.9.3		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.9.4		N/A
io.smallrye	smallrye-graphql-gradle-plugin	1.9.5		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.0.0		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.0.0.RC1		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.0.0.RC10		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.0.0.RC11		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.0.0.RC12		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.0.0.RC13		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.0.0.RC2		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.0.0.RC3		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.0.0.RC4		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.0.0.RC5		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.0.0.RC6		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.0.0.RC7		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.0.0.RC8		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.0.0.RC9		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.0.1		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.1.0		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.1.0.Beta1		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.1.1		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.1.2		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.1.3		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.10.0		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.11.0		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.2.0		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.2.1		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.2.2		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.2.3		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.3.0		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.4.0		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.5.0		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.5.1		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.5.2		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.6.0		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.6.1		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.7.0		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.7.1		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.8.0		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.8.1		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.8.2		N/A
io.smallrye	smallrye-graphql-gradle-plugin	2.8.3		N/A
