app.habitap	swipereveallayout	0.0.1		N/A
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.11.2		ce970ff8b83ea166924e272787e293648542aaf5
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.11.20		d4b75a014a9fceb69b2e88b14e577d6d00a9aff9
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.11.21		9afee310c22dac269142665f6faf92af2429d8c0
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.11.22		727394616bd59a9e460398184b07f74f2f1d0214
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.11.23		fda49c16423bb3ae9b3011e5ae448186cccf90dd
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.11.24		8fc398aca2a36c9a7f0bdca206c9beb80e2f2fb0
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.11.25		3a361a712c083e222d846eda7646cfefa5d7ee73
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.11.3		cea12dd6337be9949b83d36f5a0b4ebdd10236b5
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.11.4		4ab4c94061cd1b91264e3428cee2192476141045
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.11.5		8f0166d1389c0c8c07dec3d6b9bc0a0a36559e18
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.11.6		ed98957b1e3ceaaf16e7ae3cc10f15834e1ead0b
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.11.7		4b3232e08e3bf46fb37b36ed7972323775a399b7
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.11.8		2a475b2b5f3708d19ce05831d1451bad29761d50
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.11.9		ccb6442b10336de4fbe22c608ee8ba4ec3c6103f
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.2.0		4862dccff6bdfb95ef4ed7ba319af5d393c4d3a8
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.2.1		7c91bfc443c485f6eaa31e39685ace16f17b6ed4
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.2.10		7a067e34da4ddf894f769b4f9951371734c36b4e
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.2.11		7e28906b43cc679fe234e7bb46c8d2dab3832762
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.2.12		a7c0b1ef15363db1b6737e6d5072ddfddc8f4425
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.2.13		a712716b5ed8da80dbe5a2222bc95edbbf3db2f1
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.2.2		088fccaa16c821c0b501f3611bc32e1a40d7832f
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.2.3		ae3257036362b373097a39cae450faee871f74e1
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.2.4		67c56f51dd655e17b95304f96cfca33619f161a8
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.2.5		42d62948b69a5371fe707b359c66f06888e76b06
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.2.6		6bd25dc280b212734a28afd92738233c10b5d6bc
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.2.7		25d233479b3eaaf2b169fa85b155dd4892efb791
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.2.8		bacdecd94417c88381dab65b157ee0490d60b849
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.2.9		9b3b28bbec4c36c6ae49daa3c12461be9c0eda65
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.3.0		40bd4e3d48a741d92053d360d6edf03268e89082
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.4.0		ef16bcccc5c380a68f94c142315662fecc475627
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.5.0		5be2e626cb90319d51be67875defa926edd2c498
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.5.1		b5891d3fb9ac025524a9e233ebcd6174fce14ef7
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.5.4		3850387bd8d17f78a7538a1ff00dc3875d5b3d08
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.5.5		9174fe821804ce4b26bf84b7eae5d2911338f121
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.6.0		b379c283ec7a62e18bef6d2247fc113bb6267705
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.6.1		23f3969e7486a1e2e5a49b487e14887abc88587a
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.6.2		7c63371b65167147d6d1dae224033ea3694cc346
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.6.3		b268a3a5a89199784f4ac1964e6db8a45d081111
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.6.4		6a61c7157384ec6bbaa3c43e1956244a24e0ce6a
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.7.0		f7fa0961bf549b93eae83063637d24d54bc9a4e5
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.7.1		75de7af9282bd14fe45d4af5d220c2c22682793e
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.7.2		2f4b00349d662cc103b50020410b4d61a6b50c9a
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.7.3		5c431919409ae902f98da303fcb5324b7794fd71
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.7.4		cd2ace36fb8ce237b275beceade4561e1fc41f9d
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.7.5		b7a5f082d8c4609e6fe8305a47cd4da137d37a34
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.7.6		c54d8b74205a16a6cbb5b2a38dde596a2f7e7b8f
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.8.0		d711fcf300a3f76ce9c9867deef572f34d0648cd
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.8.1		5078aaee443f344d99629fa574bb44d3670936c1
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.8.2		cc2ce298261d6d2a2f06af541e67fe00cbf90c66
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.8.3		e45c3044005adb971119802c8b99ed1e4882e66b
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.8.4		114651fddcf4023b204b0bd1a0780416498071d7
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.8.5		f6ac9f3b2605bf94b41c1499af09c06b1cb707e3
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.9.0		6eec1aff060e5c616aa621adac3d48672cd9bbc3
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.9.1		b7881a41a22635cfef6ac2fbe2d541ec5c4f1578
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.9.10		9ed07b6a2f510273e0bfea97eb8fe7843fe19e1a
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.9.11		3fcf8a69fbb835ee07adf205f9d73eaa39ba3df8
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.9.2		0cdd904c3e43d9a289add80f90b5205a0bda701c
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.9.3		13dc99008a929d4bcca7b63d982a026a2230c289
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.9.4		d8e92cd6f131abe13b12db4afd52ff3aa56a6bd5
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.9.5		724c78b1f51d2cf2b133423728f3155c9650335f
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.9.6		e2dcdaae43c0e5f26d3697a2bbb2e2817f38efb9
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.9.7		28ad975ddb714c7cb4aec9988c769dccee90319e
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.9.8		73659abf2c20b64fbfc4e8f38223f0a23a8abbe2
com.softwaremill.sttp.tapir	tapir-redoc_sjs1_2.12	1.9.9		9746d76b4c61be59b9f7d8342003d20ebf845690
com.soywiz.korge	korlibs-template-js	5.2.0		N/A
com.soywiz.korge	korlibs-template-js	5.3.0		N/A
com.soywiz.korge	korlibs-template-js	5.3.1		N/A
com.soywiz.korge	korlibs-template-js	5.3.2		N/A
com.soywiz.korge	korlibs-template-js	5.4.0		N/A
com.spinoco	fs2-cassandra-test_2.12	0.2.1		f246545f74d7e316c84b211370ad7b8e2a91e309
com.spinoco	fs2-cassandra-test_2.12	0.4.0-M2		c83b23f428f5d85d54fb2c749ef2cf72d4efdf58
com.tecsisa	constructr-coordination-demo_2.11	0.4.0		fdc7b8c001ae7a48833c2e4ff4803b0965b61d01
com.thoughtworks.enableIf	enableif_2.13.0-M4	1.1.6		64e85e3da3c2831ac6398c3f5653241b7344a8f5
com.uber.rib	rib-router-navigator	0.10.0		a0075370d882751514658994981fc01dc5e473e4
com.uber.rib	rib-router-navigator	0.10.1		488da5631521e3392674043a3b08591d5c326ffe
com.uber.rib	rib-router-navigator	0.11.0		ab76a17525b847c258dc9538ee87b3ff4742f9eb
com.uber.rib	rib-router-navigator	0.11.1		37a68ca64ae6fc8c5952f915db8c8efcb9e9be51
com.uber.rib	rib-router-navigator	0.11.2		8abf4dc036731219661218089ceec4d913885f1c
com.uber.rib	rib-router-navigator	0.11.3		ae0da76652d2bcbe33e4acbc4e95797bcd0a10dc
com.uber.rib	rib-router-navigator	0.12.0		06b06d83c83b93cec9e50e2743a4e2ebeb514922
com.uber.rib	rib-router-navigator	0.12.1		f5a36382098dfc07409fd90eb620a2b40a804eb8
com.uber.rib	rib-router-navigator	0.12.2		349de6e36e2d0fe0a86cc4c06024edce173fdf71
com.uber.rib	rib-router-navigator	0.13.0		dbbe4b5998f3d3d35bbc3f3ac4ac20e89ee5334f
com.uber.rib	rib-router-navigator	0.13.1		0b6fbfa6e967acc0611be73606abdcdb95aef4e6
com.uber.rib	rib-router-navigator	0.13.2		43604752280aa1752d0481c240c23dcbc01d5aad
com.uber.rib	rib-router-navigator	0.13.3		14b744f57d520fa0457e11bf1b23575f195b9fa5
com.uber.rib	rib-router-navigator	0.14.0		32a2781bcb83a27646c47ec012563a7e14c7d5e6
com.uber.rib	rib-router-navigator	0.14.1		3f2eabdb9d7776af061e98f6e1e6fac576f66abf
com.uber.rib	rib-router-navigator	0.14.2		0fb908fbe723dcb8bbe70fcb2b49bb0d47ccf253
com.uber.rib	rib-router-navigator	0.15.0		5f4cd93d6187444bd74e7b876425ad4c2c1f59c7
com.uber.rib	rib-router-navigator	0.15.1		055f63cc466c367e79fe4e54475c5eef609fd02d
com.uber.rib	rib-router-navigator	0.15.2		2a05a0b99b4bd596b68df2eb7025ea7d27e56f2d
com.uber.rib	rib-router-navigator	0.15.3		e15120cb50d274f959f7f733b624a555df56ea60
com.uber.rib	rib-router-navigator	0.15.4		c6130ba588634f5a5e25802ebe8d5d25384905d4
com.uber.rib	rib-router-navigator	0.16.0		b5b602d40b005db9ff841ab2cba4888586be6eac
com.uber.rib	rib-router-navigator	0.16.1		e15b47b8f096969f91e7537037d0ad4cdc19ca48
com.uber.rib	rib-router-navigator	0.16.2		aa4f8d79d793b6c5d22cc6c03494d0083ec53fa8
com.uber.rib	rib-router-navigator	0.16.3		dd34573442be4e0ee56853006bb30c6ffba4f652
com.uber.rib	rib-router-navigator	0.9.0		3dcc4c6db65bc979a0de53543356623def4e430f
com.uber.rib	rib-router-navigator	0.9.1		2380793f820f1c2ad91f73e212a0862ee208d18f
com.uber.rib	rib-router-navigator	0.9.2		85849cbfebbf25fdf0ed5ff411ed1950a4ab6299
com.yzycoc	cs-common-util	1.0.1		b82cedcb87336ca79346089806899f960e6e5e35
com.yzycoc	cs-common-util	1.0.2		2d7daff4c7c8b2491b3f7496cd2941d5971153c6
com.yzycoc	cs-common-util	1.0.2.1		b18f6afce0c2768ac1f018cb29ee51508dadb823
com.yzycoc	cs-common-util	1.0.3		f30edf7f26eeac3ee14b50cfa4c7d287479a6c92
com.yzycoc	cs-common-util	1.0.4		1a083011db5ecdd1d70a05f113dd152135e6e061
com.yzycoc	cs-common-util	1.0.5		c619ab00a374d743fd386a48adbc82e2de7b4719
de.cau.cs.kieler.swt.mock	org.eclipse.swt	0.1.0		e5a3f49f7dfa140c0bd68bf2769666056ba61411
de.sciss	equal_2.13.0-RC2	0.1.4		a583127c8571b7ab375bf72f1547c3f254c66ebd
de.sciss	lucrestm-bdb6_2.11	2.1.1		10160eb19be5ce69d5e476f0d9680787e6ad0f13
de.sciss	lucrestm-bdb6_2.11	2.1.2		746cb1d946a546c6e4fb0a3ac735e16d14c4c5ef
dev.datlag.tooling	tooling-compose-android	1.0.0		N/A
dev.datlag.tooling	tooling-compose-android	1.1.0		N/A
dev.datlag.tooling	tooling-compose-android	1.1.1		N/A
dev.datlag.tooling	tooling-compose-android	1.2.0		N/A
dev.datlag.tooling	tooling-compose-android	1.2.1		N/A
dev.datlag.tooling	tooling-compose-android	1.3.0		N/A
dev.datlag.tooling	tooling-compose-android	1.3.1		N/A
dev.datlag.tooling	tooling-compose-android	1.3.2		N/A
dev.datlag.tooling	tooling-compose-android	1.4.0		N/A
dev.datlag.tooling	tooling-compose-android	1.5.0		N/A
dev.datlag.tooling	tooling-compose-android	1.5.1		N/A
dev.datlag.tooling	tooling-compose-android	1.5.2		N/A
dev.datlag.tooling	tooling-compose-android	1.6.0		N/A
dev.datlag.tooling	tooling-compose-android	1.6.1		N/A
dev.datlag.tooling	tooling-compose-android	1.6.2		N/A
dev.datlag.tooling	tooling-compose-android	1.6.3		N/A
dev.datlag.tooling	tooling-compose-android	1.6.4		N/A
dev.datlag.tooling	tooling-compose-android	1.6.5		N/A
dev.datlag.tooling	tooling-compose-android	1.7.0		N/A
dev.i10416	slackapis-core_sjs1_2.12	0.0.1		8a195720ea70a7a3f3709223f09cdd687866172a
dev.i10416	slackapis-core_sjs1_2.12	0.0.2		4e717afd87f8bc8ada2e0803075727b9591ad394
dev.kaccelero	routers-mingwx64	0.1.0		N/A
dev.kaccelero	routers-mingwx64	0.1.1		N/A
dev.kaccelero	routers-mingwx64	0.2.0		N/A
dev.kaccelero	routers-mingwx64	0.2.1		N/A
dev.kaccelero	routers-mingwx64	0.3.0		N/A
dev.kaccelero	routers-mingwx64	0.4.0		N/A
dev.kaccelero	routers-mingwx64	0.4.1		N/A
dev.kaccelero	routers-mingwx64	0.4.10		N/A
dev.kaccelero	routers-mingwx64	0.4.11		N/A
dev.kaccelero	routers-mingwx64	0.4.2		N/A
dev.kaccelero	routers-mingwx64	0.4.3		N/A
dev.kaccelero	routers-mingwx64	0.4.4		N/A
dev.kaccelero	routers-mingwx64	0.4.5		N/A
dev.kaccelero	routers-mingwx64	0.4.6		N/A
dev.kaccelero	routers-mingwx64	0.4.7		N/A
dev.kaccelero	routers-mingwx64	0.4.8		N/A
dev.kaccelero	routers-mingwx64	0.4.9		N/A
dev.petuska	klip-core-linuxx64	0.2.1		N/A
dev.petuska	klip-core-linuxx64	0.2.2		N/A
dev.petuska	klip-core-linuxx64	0.3.0		N/A
dev.petuska	klip-core-linuxx64	0.4.0		N/A
dev.petuska	klip-core-linuxx64	0.4.1		N/A
io.druid.extensions	druid-datasketches	0.10.0		c7937fdcf9dd0346fc30e75a6316ac8e1adc613a
io.druid.extensions	druid-datasketches	0.10.1		db2478ad88ea5ebaa08f686ccc50d93a7fcd225b
io.druid.extensions	druid-datasketches	0.11.0		396f39c01738728b1cb978ca21953860f4334ddd
io.druid.extensions	druid-datasketches	0.12.0		32e40627e4b923a99853f03128cf698601f75919
io.druid.extensions	druid-datasketches	0.12.1		dcd22660996e4b84fd9cc26555e9be6afb63f0a8
io.druid.extensions	druid-datasketches	0.12.2		ebe91f85afe31ff9a13fb744bea53fad31952875
io.druid.extensions	druid-datasketches	0.12.3		2bcff6445259fd64247081f9adf71afde3ed3752
io.druid.extensions	druid-datasketches	0.8.3		a0012d015cc57f88cb3ec5e5aeefc18f9aae371f
io.druid.extensions	druid-datasketches	0.9.0		5fcb6c6199deec2309df54d75acebb0ca229bb1b
io.druid.extensions	druid-datasketches	0.9.1		cc6563991f298cf1ea5e39ef5cd3da93f834b0b7
io.druid.extensions	druid-datasketches	0.9.1.1		f7c8da06852326746b8fb379f6a560713855a74d
io.druid.extensions	druid-datasketches	0.9.2		905051da7515a9650ec44178036b5257912f24c2
io.engineblock	at-csv	1.0.63		bdb98b5121df997b0db1b8d726d858bcc06b240c
io.engineblock	at-csv	1.0.64		feea54a6830fc4b95a84f664f859719e00d0b96e
io.engineblock	at-csv	1.0.65		ffb2ee5f312cbfc95333c2d34c319ccf7342c7c0
io.engineblock	at-csv	1.0.66		13e28b3c1d32dade353abbf88ab2a7dd5e1e2278
io.engineblock	at-csv	1.0.67		384b715d3eb0ee93d52b0b99cdb197cc863905de
io.github.cepr0	generic-crud-base	0.1.0		62bcf3bd0776ba869a21f0eb48ea49baba9b185c
io.github.cepr0	generic-crud-base	0.1.1		c70e380233fdc5e49a5342a3d6917e5d0ac2bb71
io.github.cepr0	generic-crud-base	0.2.0		5636a5138eaebc7fd32f7d4121bdb175dbd4f642
io.github.cepr0	generic-crud-base	0.2.1		a8bc45e13a4eebb8a2a7bed1ef3fc5e623626129
io.github.cepr0	generic-crud-base	0.3.0		ef1381cb4991f856b022a010c9ead956a94d2f08
io.github.cepr0	generic-crud-base	0.3.1		4ebabe7f202d25421e7aea64d00408a80be6b494
io.github.cquiroz	scala-java-locales_sjs0.6_2.13.0-M4	0.3.11-cldr33		9addbfe2b6773d3fb44cdb5093310de01daa6daa
io.github.eaopen	eap-spring-cloud-starter-rpc-all	2.7.3		bdd10ff4e61e1c219dd350c4a548e216d50ff374
io.github.mejdi14	cmp-bottombar-aztopia-iossimulatorarm64	0.3.6		N/A
io.github.mejdi14	cmp-bottombar-aztopia-iossimulatorarm64	0.3.6	metadata	e423b167b7732b9d8e50222c5581912c77610600
io.github.mejdi14	cmp-bottombar-aztopia-iossimulatorarm64	0.3.7		N/A
io.github.mejdi14	cmp-bottombar-aztopia-iossimulatorarm64	0.3.7	metadata	f4d8d9a7e6f5e31d4df7848061adf256153c594d
io.github.mejdi14	cmp-bottombar-aztopia-iossimulatorarm64	0.3.8		N/A
io.github.mejdi14	cmp-bottombar-aztopia-iossimulatorarm64	0.3.8	metadata	16b546fd96a4731c581b26006de4b0abef858e2a
io.github.mejdi14	cmp-bottombar-aztopia-iossimulatorarm64	0.3.9		N/A
io.github.mejdi14	cmp-bottombar-aztopia-iossimulatorarm64	0.3.9	metadata	e823cb3d6c824007f78046a30db244fb23df00cc
io.github.mejdi14	cmp-bottombar-aztopia-iossimulatorarm64	0.4.0		N/A
io.github.mejdi14	cmp-bottombar-aztopia-iossimulatorarm64	0.4.0	metadata	0e70d3ee187b3b91773545f96d743b9b540c8a91
io.github.mejdi14	cmp-bottombar-aztopia-iossimulatorarm64	0.4.3		N/A
io.github.mejdi14	cmp-bottombar-aztopia-iossimulatorarm64	0.4.3	metadata	af3c6651fc12fa1a6c6d2fec20afd668c4287897
io.github.nb-sb	ddd-archetype	1.0		223a796b0b98eaceac976ac3589d353fae92f961
io.github.nb-sb	ddd-archetype	1.1		126cd85f5ea9adab72619c4731521aa2d82a04a2
io.ktor	ktor-server-resources-tvosarm64	2.0.0		6a1b704a818895f5a3d7e88a89762ddaa4228916
io.ktor	ktor-server-resources-tvosarm64	2.0.0	metadata	54f940c0a9774ea94eb4c39017e395e021d25eb7
io.ktor	ktor-server-resources-tvosarm64	2.0.0-beta-1		3bf7a46eda69518e826b3951a0df2042c1c70cfd
io.ktor	ktor-server-resources-tvosarm64	2.0.0-beta-1	metadata	fe23b378c6612536d8e691a8ae20bea92afb284a
io.ktor	ktor-server-resources-tvosarm64	2.0.0-rc-1		41a42895b699531739178d16b76860bc170dcf33
io.ktor	ktor-server-resources-tvosarm64	2.0.0-rc-1	metadata	2ed5beda8c9eae636fdde897f1fd76b32d96016a
io.ktor	ktor-server-resources-tvosarm64	2.0.1		e78ccfb264ebec1dc9c25f1ca8c1e1e3eaa438eb
io.ktor	ktor-server-resources-tvosarm64	2.0.1	metadata	4bcd1f956bd38020c9c5e6201efdd506f52512a5
io.ktor	ktor-server-resources-tvosarm64	2.0.2		3e35c9dfa6ab1d84455074cc442b981bf417277a
io.ktor	ktor-server-resources-tvosarm64	2.0.2	metadata	d0ae050cbebf0f2008d1ab078180d3512eb57254
io.ktor	ktor-server-resources-tvosarm64	2.0.3		2cf5070036eb4503e28403575653afbd6debca40
io.ktor	ktor-server-resources-tvosarm64	2.0.3	metadata	49da6ac33bf532dc49798f38a519c983f3166428
io.ktor	ktor-server-resources-tvosarm64	2.1.0		26c49685163fc87f688c0f2bdf2d80776f6c06b7
io.ktor	ktor-server-resources-tvosarm64	2.1.0	metadata	96b059c220b890b52f7df4a3646e74093c9125d4
io.ktor	ktor-server-resources-tvosarm64	2.1.1		cc30791a046d5b748b53b3b2e9edc5dce084ae0b
io.ktor	ktor-server-resources-tvosarm64	2.1.1	metadata	b939307e5123e9293545b89eed1408bf520a9203
io.ktor	ktor-server-resources-tvosarm64	2.1.2		4447cc72bdf08e21edd0c14967237dbc141ce3b1
io.ktor	ktor-server-resources-tvosarm64	2.1.2	metadata	7b640cfbab2abd57f6522854ed3d8d408e769568
io.ktor	ktor-server-resources-tvosarm64	2.1.3		d2339b14399ce67b33bb806895f6d6bdd6296147
io.ktor	ktor-server-resources-tvosarm64	2.1.3	metadata	1cba86bd464a09089263a9d88394abce9c6314c6
io.ktor	ktor-server-resources-tvosarm64	2.2.0		97a4cadf01b869ac54a835d7fca69c93d6f01871
io.ktor	ktor-server-resources-tvosarm64	2.2.0	metadata	a2219005aaab52a0c5bb819d73bc12887d4ed768
io.ktor	ktor-server-resources-tvosarm64	2.2.1		0498010af7c9ac9751e0c7b31c6ad256ce38be27
io.ktor	ktor-server-resources-tvosarm64	2.2.1	metadata	ec5d27aadd89abda88f90b9ffdf6efa074021874
io.ktor	ktor-server-resources-tvosarm64	2.2.2		c82ca70f9e20ca804254c5be0a3abee074f5f674
io.ktor	ktor-server-resources-tvosarm64	2.2.2	metadata	e0698319b8537cd9f3d7aaed578cfe3046b2b1ce
io.ktor	ktor-server-resources-tvosarm64	2.2.3		a8259f42e361b7ecc4a74e432c4feafca4315926
io.ktor	ktor-server-resources-tvosarm64	2.2.3	metadata	58885beb3320f795e54fc3944f7485907668c4b2
io.ktor	ktor-server-resources-tvosarm64	2.2.4		13f4ec1de76bc49ec397e4edfcc7c35ea1e7ab58
io.ktor	ktor-server-resources-tvosarm64	2.2.4	metadata	52c27954d7e0e69a5f365de0f0b89e4066af542a
io.ktor	ktor-server-resources-tvosarm64	2.3.0		613b4ab177ceaebcbb0a61603407240191dd52b7
io.ktor	ktor-server-resources-tvosarm64	2.3.0	metadata	05350b75d9745418aea17e0e2b8d3d82ab95362c
io.ktor	ktor-server-resources-tvosarm64	2.3.1		35d0cf50d7ba9c0d70d41c362c962bfc1f0711e3
io.ktor	ktor-server-resources-tvosarm64	2.3.1	metadata	0ebb04f6a567683f347b035b0d77913cf3b7bdd4
io.ktor	ktor-server-resources-tvosarm64	2.3.10		7f4f1840526c4a265bcd71ec247b971e5c396663
io.ktor	ktor-server-resources-tvosarm64	2.3.10	metadata	fa1c86887b28d4b1166298fceba974d45911664a
io.ktor	ktor-server-resources-tvosarm64	2.3.11		816dcf1f04f6211e643e9d330b9638a1e69498fb
io.ktor	ktor-server-resources-tvosarm64	2.3.11	metadata	5bb5d02aa5b98762532fdb584a596b8d275466ce
io.ktor	ktor-server-resources-tvosarm64	2.3.12		dfcecd03b08e74e7f19dc44f830c7f9a73cd90f8
io.ktor	ktor-server-resources-tvosarm64	2.3.12	metadata	e2566c3fb827e8f8c4c0c4575798e8303322b6b7
io.ktor	ktor-server-resources-tvosarm64	2.3.13		9153786708795357ef5075c39c06cdd0f21bf352
io.ktor	ktor-server-resources-tvosarm64	2.3.13	metadata	096861a95ee410a31f305d53ec24a72ff7f7f80a
io.ktor	ktor-server-resources-tvosarm64	2.3.2		c2e26e49a05b8aaa05d19d00fadcba94a8446f4f
io.ktor	ktor-server-resources-tvosarm64	2.3.2	metadata	c0d054b95c5180de23ab4d88435eb36dca785601
io.ktor	ktor-server-resources-tvosarm64	2.3.3		c1699da3589b0266a8938c43e4dc275ef78ace26
io.ktor	ktor-server-resources-tvosarm64	2.3.3	metadata	4e295a8e01e1343043652523de7e8753f7841cf3
io.ktor	ktor-server-resources-tvosarm64	2.3.4		8d0f25dccef8b0c768a490392c3622e24ed8f455
io.ktor	ktor-server-resources-tvosarm64	2.3.4	metadata	bf114f643aef8d1e4853edfe16d3175c2ddef3cc
io.ktor	ktor-server-resources-tvosarm64	2.3.5		e18d05ad1ee2dffb74a9ba89f567c453e4d10086
io.ktor	ktor-server-resources-tvosarm64	2.3.5	metadata	10542065f4263fa7c3170a51d5165c87d36a9be7
io.ktor	ktor-server-resources-tvosarm64	2.3.6		c108cf8b5317400637868e4fc1ab361e4738382d
io.ktor	ktor-server-resources-tvosarm64	2.3.6	metadata	2778f4f02f8d89dcb4c679c24c003c72b65a4b46
io.ktor	ktor-server-resources-tvosarm64	2.3.7		8034d53e4a76142eee57f217dcd5ded4788aa8d6
io.ktor	ktor-server-resources-tvosarm64	2.3.7	metadata	ec994a4b5da6aff6cb380ac3957edb237c390762
io.ktor	ktor-server-resources-tvosarm64	2.3.8		d1214d690656b64b4a3e6d86c91ad25c6779d1a0
io.ktor	ktor-server-resources-tvosarm64	2.3.8	metadata	197a9b721f7a74fdd473553dcab22d7c886c3dbf
io.ktor	ktor-server-resources-tvosarm64	2.3.9		2c28106b94d061ed01ccf485685497583066ae1c
io.ktor	ktor-server-resources-tvosarm64	2.3.9	metadata	92e4feda78facec493cc5d99787b104d80f5e556
io.ktor	ktor-server-resources-tvosarm64	3.0.0		ad9bbdac587eba193244ef6d6ca8dee51d22db3d
io.ktor	ktor-server-resources-tvosarm64	3.0.0	metadata	0f144c1d5c41d1fbb44deecfe1a5f8353a4b50d1
io.ktor	ktor-server-resources-tvosarm64	3.0.0-beta-1		88d25ce441ea4dddb800931e2aa6be8a8b0cf6c4
io.ktor	ktor-server-resources-tvosarm64	3.0.0-beta-1	metadata	1d53d7e3c29bcde4d146bd13b5236c9480c26f90
io.ktor	ktor-server-resources-tvosarm64	3.0.0-beta-2		54df8802027563742cb3805e707dd26263e220fd
io.ktor	ktor-server-resources-tvosarm64	3.0.0-beta-2	metadata	a3e94e442bcd0e4249a31c896bcdec86ab39e797
io.ktor	ktor-server-resources-tvosarm64	3.0.0-rc-1		2f87ec17eea4980c989b53a27af8bd049f439177
io.ktor	ktor-server-resources-tvosarm64	3.0.0-rc-1	metadata	8f94f2131ff0f497737b944945cf2635a3d1a31c
io.ktor	ktor-server-resources-tvosarm64	3.0.0-rc-2		e70723e4525099b884ada57cf99ef7a7a16cbd22
io.ktor	ktor-server-resources-tvosarm64	3.0.0-rc-2	metadata	d6711fb79985b6f0bd8c1fb130275b0f388503b3
io.ktor	ktor-server-resources-tvosarm64	3.0.1		1b11f30343ef431a1ccf1e97055fd1b42e3e8e30
io.ktor	ktor-server-resources-tvosarm64	3.0.1	metadata	e98a6dd1825965586592dccbdf46bed763e793d2
