app.habitap	swipereveallayout	0.0.1		N/A
at.released.tempfolder	tempfolder-sync-linuxx64	0.1		N/A
ch.epfl.lamp	dotty-language-server_0.14	0.14.0		db80415666f1247ac2546686e3fb8ee99af6b911
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-RC1		4ebcc1961b238bb18d7ac9eca911b148d6d34002
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190219-38189b5-NIGHTLY		0a66f3ac3fab907543a5b179d5d1456e4c3d73ed
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190220-60c4bf8-NIGHTLY		4f1db2fc153eb8f6710e13e17f13547f3ecb3b7c
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190221-daf4ce9-NIGHTLY		c0ba4cef322126114b4d7db37d59e6c4c18c53d2
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190222-789269d-NIGHTLY		0baf67cfc799e771c8fbd207cf300fd1a08d6088
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190223-40a7d10-NIGHTLY		34bb4c58dbfac516ce33f3df9ab032421ffde2b7
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190224-b885862-NIGHTLY		ce286d7c6371f5abf277ceff613dddee78f894b5
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190225-7343e23-NIGHTLY		b5c85f39cbfa506d3ddb9892b8678826cd8e1f92
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190226-afc03c9-NIGHTLY		6f31f3578fb334e0e5683e2988a8e29ede9f45cf
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190227-c1c1db7-NIGHTLY		90c234b68f89c812d3faff36d1f96270abc0b48b
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190228-df8f79f-NIGHTLY		424f28aa85e0e705d83f85e3bb1aad3e0959740f
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190301-21a2cd8-NIGHTLY		0517f465d0cbd09341a1cf963329d8deaec0cb59
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190302-45af82c-NIGHTLY		ff9918da79309de65d9f26be49d9604010fc2ae4
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190303-ad64529-NIGHTLY		9c94fbef3df04a9c2f5e6158e486fa2cf58feba5
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190304-f563411-NIGHTLY		ecb371397e9ba4678eb96b1985bea7cefb421b20
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190305-5b1f277-NIGHTLY		fe1266199f5ecc7ed78ccae36defed078797deeb
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190306-9f5b3c3-NIGHTLY		13f6700c11c57201451081705cb6e2b17f9a76ad
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190308-8d09c11-NIGHTLY		79de294b481aa55c69220b3bd300455cde6b51f5
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190309-51d8cab-NIGHTLY		233f3d89f0b9bb5fad82b2060d2d2cf4c07d7701
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190310-cb3134a-NIGHTLY		626a63076f98e909c91b887d22b0693af4bbe1d2
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190311-4e62ca9-NIGHTLY		caeb883aa77158a6117d808a58e00c654717bcca
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190312-3c9935f-NIGHTLY		c398fca1774c2f5a454210e5986bbb93bccecebb
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190314-09a56e5-NIGHTLY		597de9fb80c927dc9f370d6a0d362c523149a8cc
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190315-a6bab2c-NIGHTLY		08644645773c425e0f2eb197bf84d8651abdc1b3
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190317-b537220-NIGHTLY		ccb5895ec370058ffa7c53fdde35c0c1526b9853
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190319-4e1d3d4-NIGHTLY		2eab4c304a2352deccb1a153a5b62df0978da154
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190320-87a6ce4-NIGHTLY		bebaf0a8bf71df37ddc12103a07c70e355dab96b
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190320-b213f24-NIGHTLY		19a61fd265c059e14c85cd6a500136f5637c9e3f
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190321-bb0a1ed-NIGHTLY		27318587ef1a0e60463359b32f3506fbe790b891
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190322-acb2ceb-NIGHTLY		5442ec8040f9876b0550e2985301f67d133afcc9
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190325-e0b3c81-NIGHTLY		6bf40533ccb4aa6014515534df1cef49cc84052f
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190326-eecd672-NIGHTLY		50fd47aa0bd00359355a455ec95897a483e640cb
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190327-1636a25-NIGHTLY		2f449a74f1d95deddfe6d231a95629ea930f639e
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190328-1818972-NIGHTLY		dcd30299037966087e169e644ae6446a418eb251
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190329-1762f23-NIGHTLY		18d439fd99eff23735195d319949bf55e79bc0e7
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190330-e4c4e0a-NIGHTLY		3ef7c3c57a6cb22429766f1c87b0ab9c92a1f6db
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190331-c059b64-NIGHTLY		f87a0c71860a49f8c75fec8c8943b8a3ca714841
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190401-f62e286-NIGHTLY		a589a976f52819b80f72d55767b31b2c703eb84d
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190402-cdb6250-NIGHTLY		e7ae77de84b8c17ac01181c774f63dd44a1c9112
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190403-d00a7ba-NIGHTLY		801d830fb105f606125469ece1a200073ef8f31e
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190404-a0c1d5a-NIGHTLY		e10e88f8e6426ffcd4b9dbd92fb0d53651ba48f8
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190405-ae0df96-NIGHTLY		e58a9632e4381a1b6bb0a706ac367206373e62fe
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190406-449008e-NIGHTLY		b92ac68277723f2d273a4fb91e796b6af5a3c8a7
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190407-574fd0c-NIGHTLY		ae6eca64d15f1eb3cac3e1d7e0763f9518cf2e18
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190408-0d0274b-NIGHTLY		959dc53d46b12ecf3dfd534cd80958a36b4c5fd0
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190409-2f557b5-NIGHTLY		c3108bb1b48fc0faf1499c9324a81b62af4b69c6
ch.epfl.lamp	dotty-language-server_0.14	0.14.0-bin-20190410-d4a47aa-NIGHTLY		36855d694d76a6e040f3bb302236964d9ca720d6
cn.com.pism	ezasse-spring-boot-starter	0.0.10		9fa7936511681e9c9816ff634610950982f6292f
cn.com.pism	ezasse-spring-boot-starter	0.0.11		a7da26f5770aeb9f65ee43a21a400e60a415352a
cn.com.pism	ezasse-spring-boot-starter	0.0.12		4bcac5b99da3a5585f480cf8d1ebe79ef7c476b0
cn.com.pism	ezasse-spring-boot-starter	0.0.9		f435152e4985b8a29133b5831517b948278a0b85
cn.com.pism	ezasse-spring-boot-starter	1.0.0-re		b5ba817e3f6ca575b15e8a8b71573f6236e31e39
cn.com.pism.gfd	gofastdfs-autoconfig	0.0.1		N/A
cn.com.pism.gfd	gofastdfs-autoconfig	0.0.2		N/A
cn.com.pism.gfd	gofastdfs-autoconfig	0.0.4		N/A
cn.com.pism.gfd	gofastdfs-autoconfig	0.0.5		N/A
com.alibaba	dashscope-sdk-java	1.0.0		e0eecf2eadca40be8dce2a83e64eb18ec65f92e9
com.alibaba	dashscope-sdk-java	1.0.1		15011a409e041561184ef8a3654599f00ed3a6df
com.alibaba	dashscope-sdk-java	1.0.2		22358b26d42cd2ea9a889aa390b210174149a429
com.alibaba	dashscope-sdk-java	1.0.3		e45c9115a4878dfaf8d3da16f65b70413ccc0f82
com.alibaba	dashscope-sdk-java	1.0.4		e61b3dfb06a92ab752ffbf502a39c42ac3b13cf0
com.alibaba	dashscope-sdk-java	1.0.5		7148cfde15312032f0958066eee9d30a1ceace2e
com.alibaba	dashscope-sdk-java	1.1		998887614fae16db767976cd79c69869aa7b0281
com.alibaba	dashscope-sdk-java	2.0.0		7aec54e2f46773b5271b2080ec7681bad8c31649
com.alibaba	dashscope-sdk-java	2.0.1		d10f1fdfd19e5f4d0defc038a8d55c746d4441a6
com.alibaba	dashscope-sdk-java	2.0.2		7beff86ad37d0fee67f4565bf8023d8c32b63b95
com.alibaba	dashscope-sdk-java	2.1.0		8b8a5af9ddb26c1a6cda576b02b609ac7db36c4e
com.alibaba	dashscope-sdk-java	2.1.1		4c60a80e1f3d900dbfd50d333ac57800714b6128
com.alibaba	dashscope-sdk-java	2.10.0		defb56c1be56d6b237b714bf800800fb8b93d271
com.alibaba	dashscope-sdk-java	2.10.1		75d77efd792179d5ef1e4355bd1540ff6ef580d5
com.alibaba	dashscope-sdk-java	2.11.0		27344acde8108727d755f67cebf638231f30a121
com.alibaba	dashscope-sdk-java	2.12.0		77a0e101b512e795274ef94c59c40896599dea03
com.alibaba	dashscope-sdk-java	2.13.0		ccf6282a7fecf6e137a6ec70ff40e54b548a17d9
com.alibaba	dashscope-sdk-java	2.14.0		c20f7ff8b75858394d5397028788bea2b695ccc8
com.alibaba	dashscope-sdk-java	2.14.1		27d9ae61b86518539a2ff255e28c69559305df52
com.alibaba	dashscope-sdk-java	2.14.2		c1045680bf2f52a52140eb022c77071697a60cd9
com.alibaba	dashscope-sdk-java	2.14.3		9cc2276031740c3ea0df0b249c69a4bd40b07177
com.alibaba	dashscope-sdk-java	2.14.4		4f2e4c1f853352997ca3cc6d49c5b7052b22464c
com.alibaba	dashscope-sdk-java	2.14.5		eea9468ae5b5a11e29de8aa965a088b41ca3944c
com.alibaba	dashscope-sdk-java	2.14.6		9772317c46830a7a5490cbea286b2dcd507b0ecb
com.alibaba	dashscope-sdk-java	2.14.7		8ec31ffe89f83d7a9a44a783c5369cd54512454f
com.alibaba	dashscope-sdk-java	2.14.8		ef40cd005d955661925f676fbb40083d6a815e7d
com.alibaba	dashscope-sdk-java	2.15.0		e0c9883f976eb347fd457191b97921b47e5adde3
com.alibaba	dashscope-sdk-java	2.15.1		2c56876428174974962aae5261adbb074052c683
com.alibaba	dashscope-sdk-java	2.15.2		d2156c8a2bc70c8c2c19cd762997364b74a53a11
com.alibaba	dashscope-sdk-java	2.15.3		7ea6a1b3d12e155795b21b772a48f4c648ab29fa
com.alibaba	dashscope-sdk-java	2.15.4		d0b7a7bbdd90bd422e6323fccd28123d7ba34346
com.alibaba	dashscope-sdk-java	2.16.0		d7e4ba2ac8f0329510887fe184dfe5950ac2cdad
com.alibaba	dashscope-sdk-java	2.16.1		720de3307964a2fd017c4bed79d2889f1de8af49
com.alibaba	dashscope-sdk-java	2.16.10		373f31e9b3be8696c711489ba5120eff9f00b3e4
com.alibaba	dashscope-sdk-java	2.16.2		0449819019865af046f3b96e785e419aefa468fc
com.alibaba	dashscope-sdk-java	2.16.3		1718577071c2c038fabe179f72c018c30f134a14
com.alibaba	dashscope-sdk-java	2.16.4		e7421a74a1eb9127ca3b2adf9e75dfb2499af665
com.alibaba	dashscope-sdk-java	2.16.5		3e966619acf44f25002f72eb9bd27ad44a97921d
com.alibaba	dashscope-sdk-java	2.16.6		099858abc4ce4ec74e1ff3c3cdf7e119222bf671
com.alibaba	dashscope-sdk-java	2.16.7		3539ecfb0b0a8d16e39e41236e0a61c5c3742de6
com.alibaba	dashscope-sdk-java	2.16.8		d092eec2cbd472ecf4c55b705b8e5983ee79aba6
com.alibaba	dashscope-sdk-java	2.16.9		504aaf291318312afaf1f3c72b24cbba84e26bf2
com.alibaba	dashscope-sdk-java	2.17.0		230dbbdb0d69f8900de68b6731cc47cc5e3691df
com.alibaba	dashscope-sdk-java	2.17.1		ebbb5d72a9d9be6db83f385c88be1ac466046c4a
com.alibaba	dashscope-sdk-java	2.18.0		1dcc705b903e9db5b2d37b597c4373ca7077f174
com.alibaba	dashscope-sdk-java	2.18.1		fa0a5e73dd2d0155a1e88b3bf7dc89367b774e00
com.alibaba	dashscope-sdk-java	2.18.2		cddbfd082bf060f5080aa7be83048b9a08b179ed
com.alibaba	dashscope-sdk-java	2.18.3		bd5a6621d497dac68303b4e38d87dc65099bb94c
com.alibaba	dashscope-sdk-java	2.18.4		a9fbb688da99dfdbc0c1afd7a598703e1dd55483
com.alibaba	dashscope-sdk-java	2.18.5		13fb6eee9431c942e47a2100ed6d599eeb7e158b
com.alibaba	dashscope-sdk-java	2.19.0		ca69e7ccd6372220315e996b56cbeb0d814ad982
com.alibaba	dashscope-sdk-java	2.19.1		080e73e1f113986a176faafa9b1e0e5e277d8a6b
com.alibaba	dashscope-sdk-java	2.19.2		23e8b4a679c11bbc00b7fa62fbc8e7933dd56817
com.alibaba	dashscope-sdk-java	2.19.3		acd40be8511945119affbe212738fbe854c8436c
com.alibaba	dashscope-sdk-java	2.19.4		a7d5e9a35d75c431f5e701f95c75ee33f459ee39
com.alibaba	dashscope-sdk-java	2.19.5		1b757abdfd7a5d182e13b444b68354238742409c
com.alibaba	dashscope-sdk-java	2.2.0		0ea7a14d0f63841e129afc7eebce2877b89d23bb
com.alibaba	dashscope-sdk-java	2.20.0		80e3d754213db655c50c632c054955c47bf30db8
com.alibaba	dashscope-sdk-java	2.20.1		38c8aa1d57b67b0856091366b0d68d26bef91ab1
com.alibaba	dashscope-sdk-java	2.3.0		a0f13ca465a344512d8f65abc68c06faa8e72589
com.alibaba	dashscope-sdk-java	2.3.1		7977c246ff86153607213040dd318a27aeb76cc2
com.alibaba	dashscope-sdk-java	2.4.0		b44cf9dd7e86c8e848906665f8102ba6d95bbc5d
com.alibaba	dashscope-sdk-java	2.5.0		7d4ca4a6743feb29f59d3b9a555290c5273cc745
com.alibaba	dashscope-sdk-java	2.5.1		e446cd478ff27b97a3e11161e53a103a22056eaa
com.alibaba	dashscope-sdk-java	2.6.0		34a7b4408a66b64bff9eed3f5d536e92d6c66cdb
com.alibaba	dashscope-sdk-java	2.6.1		1f83932e51c7895e2b0c304dfd55cfce04287739
com.alibaba	dashscope-sdk-java	2.6.10		3784cd1850f0eaca1e932a5b1ecc4b5d03236f85
com.alibaba	dashscope-sdk-java	2.6.2		f8e1f667b7dfef142b2fc96843014029c6742096
com.alibaba	dashscope-sdk-java	2.6.3		7f0ae62f0f937934bdb1e000422e34dad1082b2f
com.alibaba	dashscope-sdk-java	2.7.0		1c4bea05395141bc726e763bd2bcdd4f80f4308c
com.alibaba	dashscope-sdk-java	2.8.0		7be7eed517f08f00b9e83b9820c4e2f098c04550
com.alibaba	dashscope-sdk-java	2.8.1		bc485494e2df799ff2dc498f4b284d09ecf0bcd1
com.alibaba	dashscope-sdk-java	2.8.2		9d8697ab2c31d26fc5fbf3bf8864c9e5ec30cd80
com.alibaba	dashscope-sdk-java	2.8.3		f62054b8ba1cda5d844f641404db23ffd08046ca
com.alibaba	dashscope-sdk-java	2.9.0		58d38c94b8db4e5867a58335608fac1d18223bb3
com.alibaba	dashscope-sdk-java	2.9.1		36f1ea494f39db1f3d4094a9a05cdf4d4ffcf737
com.alibaba	dashscope-sdk-java	2.9.2		93f9cadbf1ae2f524bb7ac10fd43039c61a97529
com.bloxbean.cardano	yaci-store-remote	0.0.10		a5912ad10a81e6889103fcc4d95989643839fec1
com.bloxbean.cardano	yaci-store-remote	0.0.11		2449cc75b6681df6d2272a9342580f47b8cda2e2
com.bloxbean.cardano	yaci-store-remote	0.0.11-beta		05815fc56774d47fa63af061aa3565b6e9242060
com.bloxbean.cardano	yaci-store-remote	0.0.11-beta2		04472ecd27a8404e10c7e25f1f9c28727eab7053
com.bloxbean.cardano	yaci-store-remote	0.0.11-beta3		28e85864d705a0b9eb0c222b9aa424092d5f41bc
com.bloxbean.cardano	yaci-store-remote	0.0.11-beta4		2b7914c1ad8d572e596387d9a18a5f0acdae15ce
com.bloxbean.cardano	yaci-store-remote	0.0.12		02dd5ff5d5a3040b1b30445540a9b6be4319118e
com.bloxbean.cardano	yaci-store-remote	0.0.12-beta2		fe886aa6a24ef6b16ba046224d67b76dd957d3d3
com.bloxbean.cardano	yaci-store-remote	0.0.12-beta3		6504b2fdb4f6c0bda726ad261ef5fca2ad1224d3
com.bloxbean.cardano	yaci-store-remote	0.0.12.1		61c1728dc9b6af8dd92374faf5dee103eff6761c
com.bloxbean.cardano	yaci-store-remote	0.0.13-beta1		3486526631c1089a8ec37b70384f668b2105efc3
com.bloxbean.cardano	yaci-store-remote	0.0.7		5538c648bb9a60c008aac7b860f3eecbba53dceb
com.bloxbean.cardano	yaci-store-remote	0.0.8		177964a85a2f66e489b7944cfd2025c2bc36ed71
com.bloxbean.cardano	yaci-store-remote	0.0.9		8f7761af4a8ad6253e3f8eb51258c816b71a6ce3
com.bloxbean.cardano	yaci-store-remote	0.1.0		6cffd2cf2bafabeb58d3a6b366902b9cc64a89af
com.bloxbean.cardano	yaci-store-remote	0.1.0-rc1		abbd9631da58da64f9fd371f1831163e6d9650e2
com.bloxbean.cardano	yaci-store-remote	0.1.0-rc2		0ce86e9af2e242cdeccbb9f9aaf0afd50af5030d
com.bloxbean.cardano	yaci-store-remote	0.1.0-rc3		d387bff4285d5bab61274a4f4f7c0ca0f1d89a93
com.bloxbean.cardano	yaci-store-remote	0.1.0-rc4		e8ff98450a73ac9390612986d6bac39c95f2ed3c
com.bloxbean.cardano	yaci-store-remote	0.1.0-rc5		69e596b8373f15376b53e9fa53b863954a002607
com.bloxbean.cardano	yaci-store-remote	0.1.0-rc6		e438ad169e01e312087c4462ada9a0ca4f082883
com.bloxbean.cardano	yaci-store-remote	0.1.0-rc7		bafb71555f35ea02e35903c03bb09adb7959248d
com.bloxbean.cardano	yaci-store-remote	0.1.1		42a501b0d127eb20be7267febcbd852d431062ad
com.bloxbean.cardano	yaci-store-remote	0.1.2		e0a044e9b37900d9b8265fe6f26138754523b37b
com.bloxbean.cardano	yaci-store-remote	0.1.2-beta		49dfae83bb2a07d48392d5e14765210c1a406e07
com.bloxbean.cardano	yaci-store-remote	0.1.2-beta2		e02ba912581225c8e0bf9b20247346c2b8661eb6
com.bloxbean.cardano	yaci-store-remote	0.2.0-preview2		bac4c0fde69da101a42ba3c990098dee7db537b5
com.bloxbean.cardano	yaci-store-remote	2.0.0-beta1		b17c781b91622063c8b7f745352af3867671ebbf
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.0.0		15c189afaaaae3e77e2705460095fcedb49bf4e1
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.0.0-RC1		ead8b95f112690684f99f2d073969f5488f34f2d
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.0.0-RC2		5b8ee6866a1fe3a630116fb695437f8f43ed3d4f
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.0.0-RC3		6901ad49d8cdbc2a66cbafdbb807961bfdec755e
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.0.1		abec914467068a509ca7fb405e538fc101e90b25
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.0.2		ea3da31b2bf7b852fa8d96e88b9091cfbdcc9928
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.0.4		ea4535041e999071bcf209267bd8094f9f135bf4
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.0.5		3b3a04c9259d02c24fc21989f8b51cb95f90764e
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.0.6		5037ca26dd229fa340d65e0c123e0a19f0bf217c
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.1.0		c9afb6e69994bdd771d33eb8e74f36e1f7143166
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.1.1		5cd8bff361f5646d8acbf4248b353dd9e5d9f766
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.1.2		7f209f68aeebccd2305e20a28338af9ef0d169a8
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.1.3		0efff5f0cb3c311334e87d824de7b8b7fab9ca16
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.1.4		d8085d5a4e2d12d401a4db5a0529fcc288154a44
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.1.5		d1fef0fc4bac5cbf926ef9f8ad389a573f49ee3b
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.10.0		e761e9b93d2da05e5ea1bc4deff1d75cb13b106b
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.10.0.pr1		d31b6d7e26cc6c398017a34fce4f15d3eea66b0b
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.10.0.pr2		978bfb39c612963b0487b3f185199fb1ed5a7c47
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.10.0.pr3		48b3405a12ea0a9b09e280b9304178cb9ff09417
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.10.1		25e686e7821de741d7ac80921be1eb0224b935ed
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.10.2		6073006a7786f7cf5d08c55345418fbac71477d1
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.10.3		ff397547ff168e77279a1cd549e2ca4923c991aa
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.10.4		c872c2e224cfdcc5481037d477f5890f05c001b4
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.10.5		1b56a4febe8a3d2a2c20f4074ba9385a28d49fb6
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.11.0		a232adc9dc1dfa5ba97aa6b065e556c2872614b0
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.11.0.rc1		97b9d2bc5586864209f11278d075c60af7006c2d
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.11.1		efe013d178d096ef58ad8a7bcc1ead62b1542efc
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.11.2		87a45d33b61fe1dd1743f35c7f0d2acd19b3fa69
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.11.3		bb737d79b64c472866bf7d67d7a4069a4d4c174b
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.11.4		10c1faac0b0bd8545eff02599b48a149202de066
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.12.0		27438ac4adac8f26a9c29dc18e057b5c1d03033a
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.12.0-rc1		e6aae3360dcc54678b2e8e443e1f1d5520c4a0de
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.12.0-rc2		b97cc31391057df520f3efdfcbce64e8068dda05
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.12.1		8ddae5d5de64b828efbf20c7498a560d7c399df9
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.12.2		110be3a2ac0acf51e68967669db47ca9a507e057
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.12.3		f9be9f3ee1a04aafc501f1cf6850b18852f2178a
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.12.4		8f664dc237efb7f85555f413bab88ea6d4d21b78
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.12.5		4233326c74c6601fbbeea11c103c011859cc687d
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.12.6		bc9b6bcf12a14382424324ee067456ee354a0dfb
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.12.7		241aa26c61f638b7e76787558bb1be49984f2a0d
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.13.0		a8c8f05272b8f9d7220e7b3fef4ab0a89fa20808
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.13.0-rc1		e4b86bd5a753dfa02c99b7f6d66fa2e492070978
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.13.0-rc2		23da71bb99d6fb39883e1d534a79f5b85e07e769
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.13.1		439357c78116a9c4e5dfff10e2eb4dea2b776c2f
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.13.2		984bb22f310ebbedc967d206e672f8acf766a98e
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.13.3		b4e03e361e2388e3a8a0b68e3b9988d3a07ee3f3
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.13.4		4161a7c3914a12e7b7940ea53eb3c53e17aea91b
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.13.5		29be07ba1a09f910839ccb8fbbf6389860a1c29c
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.14.0		7646180c97a3a2f6a4e63c0725dfb96d3d15353b
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.14.0-rc1		bfdd2471783fb7c3b6ea4a107ab9edef4b88d315
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.14.0-rc2		026d534199f47afac28e77289ca5a9f68ac40c32
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.14.0-rc3		4057f42c2961dccd5478479f372b5020faa6e30c
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.14.1		656ccecc1fc85b95d13e5b8080289fc1a5e5e21e
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.14.2		d03e3b991a1cb96357b98d07fcbe42d3d5c0b496
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.14.3		e32a8629ab1890611b4c2613022e76bf2aeccb2b
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.15.0		6f383da770d7fe56b5b0a5f6ff35b5d7ef2ef1f8
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.15.0-rc1		f40b1f0c3142b756139a0bc6082443cca1461c90
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.15.0-rc2		8215129c9ffb59b7a3255ab0d01d565058914031
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.15.0-rc3		c8790ab02dcfb82d392f4bdc9231e7a6175ed1cc
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.15.1		46d5f70e4ebb2e4c329701c45226a78978601e04
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.15.2		16d1dd22f7d641459ed056399d4f7df0220f1176
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.15.3		0b7688240ac7943b981cdf6592ee38101332bf5c
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.15.4		d54b84047a6c318a05d2f4be97df0f66525fd63a
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.16.0		3c422d7f3901c9a1becf9df3cf41efc68a5ab95c
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.16.0-rc1		374d71b81ecfd46f1b2ea80d4906769e0b0dcd21
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.16.1		c4ddbc5277670f2e56b1f5e44e83afa748bcb125
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.16.2		209fd9ae0e6c6b233b0c14baa8f17acea71e5766
com.fasterxml.jackson.dataformat	jackson-dataformat-smile	2.17.0		f10183857607fde789490d33ea46372a2d2b0c72
