at.released.cassettes	cassettes-common-xdg-linuxx64	0.1-alpha01		N/A
org.andromda.repositories	andromda-repository-mdr	3.3		f058f14bd9185c3fe2415c8a578c105e44f2e1c4
org.andromda.repositories	andromda-repository-mdr	3.4		76c15198779cec4b904d76f31a24c7cd3eaccaa2
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.packages	2.2.10		14222bb28843817b1233df420c0051f0a3fb211e
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.packages	2.2.11		4a7499b796262ce6ea8beb90d7a67414e955cafa
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.packages	2.2.4		a79dc264d1da400691fdcb2f27947d2f6a9472cf
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.packages	2.2.5		e8f0e950002094c9a95ae7c586a358239d3e6597
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.packages	2.2.6		d4e55bb91026b2148feacbd1c6691e4d0f9e748e
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.packages	2.2.7		5b2cb6560000b0302b28e380b31b99bd84cd040e
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.packages	2.2.8		2483f0f7d7ba794cf1efc152ca12ad823e765f8f
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.packages	2.2.9		5893725992854f02197ac5277a5211ef36cc3b36
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.packages	2.3.0		306fe3c30d6309f6d461eeb45a78f80ada30ce94
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.packages	2.3.1		12f8ac84c67a5a48deb938e988afef100f68828a
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.packages	2.3.10		0113549e9fd0eca83757725dd6834b7dbfcfdc18
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.packages	2.3.11		2367b6e91c247fbe4b203097d35c7fdc42079ffd
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.packages	2.3.12		f91cc95ed07005ea8996707d08e599ca21ccc73d
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.packages	2.3.2		fe99a6f09d60c805f119a5d990f9226ead0375b3
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.packages	2.3.3		04c7313a43da7114d490fc3ec24d643b4db34c20
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.packages	2.3.4		e1540df7a4c4252ffe87ac2945dbe98a3170e751
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.packages	2.3.5		772a577b790a8d3bdd0d929200b431f80da57c9a
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.packages	2.3.6		f2359c50146c6a7f8b0b8568301eee87e02dc0d1
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.packages	2.3.7		f09c8269b1295e521a5e9958979b29fc868a51e4
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.packages	2.3.8		6007c40d238735f6fe4f86da1ae42bc94d348443
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.packages	2.3.9		487fbcf53d06ff81d9157e038fc5b4013f604643
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.packages	2.4.0		529eb7f62a4522aac6d26f25566937b742be4f26
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.packages	2.4.1		6225c7df148fd5ca2ac48fd31ea1066e7bce4379
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.packages	2.4.2		f3fff8aa88e5277dd989b08eff0d8d4027f76a0b
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.packages	2.4.3		e46f8f15599ea6dac4d1e5f512a8a893705ba959
org.apache.karaf.management.mbeans	org.apache.karaf.management.mbeans.packages	2.4.4		0caefcb8e2c0a07e2b2294655a5a8ca3a44fbe88
org.igniterealtime.smack	smack-android	4.1.0		3da1ad907fe8eb0db80471b8837d3e51690fe13c
org.igniterealtime.smack	smack-android	4.1.0-alpha1		cc9d2363aa90b66b8cd2f882da58ac4e5062fe17
org.igniterealtime.smack	smack-android	4.1.0-alpha2		948c2c926babc4d4c521607850ab68a8d42cb9e3
org.igniterealtime.smack	smack-android	4.1.0-alpha3		5a72151b6dd7504abf72bccf5f9e86efe1045567
org.igniterealtime.smack	smack-android	4.1.0-alpha4		2c37ccfb4bba958118110c798094bae03ae356b5
org.igniterealtime.smack	smack-android	4.1.0-alpha5		37b3aed717a0848252b3a654b24e39dfc0932fd1
org.igniterealtime.smack	smack-android	4.1.0-alpha6		203c760e4b7dadc9c353e59033870ff1267d8948
org.igniterealtime.smack	smack-android	4.1.0-beta1		e27a75650273bb3e7f7c1b4fe79f4d265c7eafec
org.igniterealtime.smack	smack-android	4.1.0-beta2		8dbccc8b8765b8920b90710c7f4bc07e138e59c6
org.igniterealtime.smack	smack-android	4.1.0-rc1		74e80e0ab71015a7034068b045169a564a4797ee
org.igniterealtime.smack	smack-android	4.1.0-rc2		9db05d3a1ba7a4ada7abaf3d55fab60af6e43ca5
org.igniterealtime.smack	smack-android	4.1.0-rc3		862fee64b37dd190199ab3899212ef38d7d9a685
org.igniterealtime.smack	smack-android	4.1.0-rc4		9eb2c8b3369a7aa06160b5470c0992f5793be67d
org.igniterealtime.smack	smack-android	4.1.0-rc5		47289b8b4cad734d4dac452ccfddb515286482c3
org.igniterealtime.smack	smack-android	4.1.1		5e8bd73f6c05d0acb81bb8f29424e8b89a3d3753
org.igniterealtime.smack	smack-android	4.1.2		164d2e5515ce2d5d2a3c29528867225f44505d26
org.igniterealtime.smack	smack-android	4.1.3		736dcaa69d0781a36bdbdc32539a99e5fe121f02
org.igniterealtime.smack	smack-android	4.1.4		839677d4ffef71b3a83cd3b9f18586cddf1c0b69
org.igniterealtime.smack	smack-android	4.1.5		780e9a850108b15f53b70271f9d7e4513cd9e57b
org.igniterealtime.smack	smack-android	4.1.6		1a48376450692ce34d5d2c4c5bb0fa16caa4663a
org.igniterealtime.smack	smack-android	4.1.7		89993c1815cf37691124b7af056b713cbb13e4ac
org.igniterealtime.smack	smack-android	4.1.8		83172a3fa7be927c87d28e21271e07e149b4a028
org.igniterealtime.smack	smack-android	4.1.9		20bde3e6cccc5a7dc2cb30e8b4c788cc3ce9f9c9
org.igniterealtime.smack	smack-android	4.2.0		1fba3d428a9118497469dd723ae60ab9f44e19ab
org.igniterealtime.smack	smack-android	4.2.0-alpha1		b58963da99d82fa8294c95c660d0d6c9565c56cd
org.igniterealtime.smack	smack-android	4.2.0-alpha2		723def47cf46b263d3d71099788ca8af4f588b27
org.igniterealtime.smack	smack-android	4.2.0-alpha3		6db5272e649d15790d537836ec2c855917047fa2
org.igniterealtime.smack	smack-android	4.2.0-beta1		82ecf9684ab1c4115476e4db48d0c4eb78af9528
org.igniterealtime.smack	smack-android	4.2.0-beta2		5bce761bcb922dc0a1ede4d6e290df7f4ae1519b
org.igniterealtime.smack	smack-android	4.2.0-beta3		819a28f8f2084e6c3c86d510275dec9b3d7317f4
org.igniterealtime.smack	smack-android	4.2.0-rc1		5f2638106a4ef237393cdb3d5c71d5e8f63f6d67
org.igniterealtime.smack	smack-android	4.2.0-rc2		5fc33c6949db1bdd70de0252480ecdb8edd23788
org.igniterealtime.smack	smack-android	4.2.0-rc3		fbdd36c1e3ed3dca722128d4d87b44dfd4636118
org.igniterealtime.smack	smack-android	4.2.1		15b12dc4dcc86f091bf1b15200ae45613eaa0f33
org.igniterealtime.smack	smack-android	4.2.1-beta1		30097f463b9315dc1c05b313cc775082e5915822
org.igniterealtime.smack	smack-android	4.2.2		bb6eb687d697de4fb1fe475965acfbba664e315a
org.igniterealtime.smack	smack-android	4.2.3		861dbb2b26b2503f7ebc3ccbfe16054746423565
org.igniterealtime.smack	smack-android	4.2.4		a2f3b30c7482b36c9178ce475f8a61e857690e12
org.igniterealtime.smack	smack-android	4.3.0		0781eedd2430134d4987b6997cddf4202134fd42
org.igniterealtime.smack	smack-android	4.3.0-beta1		074a7b6f67eac74044da6f628488fbdc40e73058
org.igniterealtime.smack	smack-android	4.3.0-beta2		fc2bda41d5000956957a9d941e394a54375b9c28
org.igniterealtime.smack	smack-android	4.3.0-rc1		da5d4e182539e2429c9737b4fc70b0d1f22daf28
org.igniterealtime.smack	smack-android	4.3.1		488c5e1a6dc8edfcd64fabb8cece011c1b766414
org.igniterealtime.smack	smack-android	4.3.2		47a1433bea6aa517d685d8416d0f40b371e12277
org.igniterealtime.smack	smack-android	4.3.3		d88075264a086cc960b5fcf0211fc890f9662db7
org.igniterealtime.smack	smack-android	4.3.4		a4136eb80a7806c1a0b4120bb81f06d6110c4044
org.igniterealtime.smack	smack-android	4.3.5		22c2186694a9f9e218f77eb0c115ac22079ed427
org.igniterealtime.smack	smack-android	4.4.0		804f90dcecc80f236eceac7e11577ae6b3b7e32b
org.igniterealtime.smack	smack-android	4.4.0-alpha1		2c9a7f57874728c3cc4a742e0bc46a708d944828
org.igniterealtime.smack	smack-android	4.4.0-alpha2		21a8aac46044b1c95f0fb5ed6bb5ca286e145f9d
org.igniterealtime.smack	smack-android	4.4.0-alpha3		c4cef131e6daaddf5dd002013d349dcdb397653c
org.igniterealtime.smack	smack-android	4.4.0-alpha4		f57a60c7b7add220078fde4f0b1765096d576ffa
org.igniterealtime.smack	smack-android	4.4.0-alpha5		bf9cfbfb4c17c31573e932131acd3605c46932fd
org.igniterealtime.smack	smack-android	4.4.0-beta1		67281e7391786a6de3461cc332871e4d15018eaa
org.igniterealtime.smack	smack-android	4.4.0-beta2		a4d432cc53166f30474669d923be25aea38d294e
org.igniterealtime.smack	smack-android	4.4.0-rc1		f3a1dbe064ad02a88889f649c9b4ecbccbe2c9a2
org.igniterealtime.smack	smack-android	4.4.0-rc2		57802e24bf48db84872ae02356063b79c9e34b2d
org.igniterealtime.smack	smack-android	4.4.1		bf91ee7e22ea72aa5046df265234efb969904d10
org.igniterealtime.smack	smack-android	4.4.2		d974f4d5e8b72835bd0ad8bdf01701bdd2db217e
org.igniterealtime.smack	smack-android	4.4.3		3c569177d5fb1d5eacc11d3e0d372fe50f4a2650
org.igniterealtime.smack	smack-android	4.4.4		96f5d8008dd39f78c2c2575474e6d0950ff1f541
org.igniterealtime.smack	smack-android	4.4.5		9dbdb8121af0331f0fd01ca7d97e7dc152589e5f
org.igniterealtime.smack	smack-android	4.4.6		328ba8afa8c400fb212834d1b449496dacd67741
org.igniterealtime.smack	smack-android	4.4.7		ebebd6631cd8de0c08dc18203aff9e9d0b10eacd
org.igniterealtime.smack	smack-android	4.4.8		28949ce9eb1ddce77a65e32a304a321e1204e558
org.igniterealtime.smack	smack-android	4.5.0-alpha1		158ed5149dd3b94ef7c36a3254e986c49cc3588e
org.igniterealtime.smack	smack-android	4.5.0-alpha2		63a1f22725d193c89ff164bd1cb02d7b57415b8f
org.igniterealtime.smack	smack-android	4.5.0-alpha3		85c43b4d9c8ea908bb5874e8837c351ab9ec71d8
org.igniterealtime.smack	smack-android	4.5.0-beta1		767a333d4098b4327104a27b09dea2316d461f77
org.igniterealtime.smack	smack-android	4.5.0-beta2		19837de58fe28952c2b18d32366dfe2baf221e90
org.igniterealtime.smack	smack-android	4.5.0-beta3		2181e875aff98bb28ac8394b7c51bb7e8847c583
org.igniterealtime.smack	smack-android	4.5.0-beta4		0755ca03894e8c1d18c6d4b94d9402c0b415ccd1
org.igniterealtime.smack	smack-android	4.5.0-beta5		8bb5c268940290ef84842042e07d7ba7ed122b3b
org.jboss.ironjacamar	jdbc-local	1.0.0.Beta2		N/A
org.jboss.ironjacamar	jdbc-local	1.0.0.Beta2.1		N/A
org.jboss.ironjacamar	jdbc-local	1.0.0.Beta3		N/A
org.jboss.ironjacamar	jdbc-local	1.0.0.Beta4		N/A
org.jboss.ironjacamar	jdbc-local	1.0.0.Beta5		N/A
org.jboss.ironjacamar	jdbc-local	1.0.0.Beta6		N/A
org.jboss.ironjacamar	jdbc-local	1.0.0.Beta6.1		N/A
org.jboss.ironjacamar	jdbc-local	1.0.0.CR1		N/A
org.jboss.ironjacamar	jdbc-local	1.0.0.CR2		N/A
org.jboss.ironjacamar	jdbc-local	1.0.0.CR3		N/A
org.jboss.ironjacamar	jdbc-local	1.0.0.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.0.1.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.0.10.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.0.11.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.0.12.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.0.13.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.0.14.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.0.15.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.0.16.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.0.17.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.0.18.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.0.19.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.0.2.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.0.20.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.0.21.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.0.22.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.0.23.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.0.24.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.0.25.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.0.26.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.0.27.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.0.28.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.0.29.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.0.3.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.0.30.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.0.31.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.0.4.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.0.5.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.0.6.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.0.7.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.0.8.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.0.9.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.1.0.Alpha1		N/A
org.jboss.ironjacamar	jdbc-local	1.1.0.Alpha2		N/A
org.jboss.ironjacamar	jdbc-local	1.1.0.Alpha3		N/A
org.jboss.ironjacamar	jdbc-local	1.1.0.Alpha4		N/A
org.jboss.ironjacamar	jdbc-local	1.1.0.Alpha5		N/A
org.jboss.ironjacamar	jdbc-local	1.1.0.Alpha6		N/A
org.jboss.ironjacamar	jdbc-local	1.1.0.Alpha7		N/A
org.jboss.ironjacamar	jdbc-local	1.1.0.Beta1		N/A
org.jboss.ironjacamar	jdbc-local	1.1.0.Beta2		N/A
org.jboss.ironjacamar	jdbc-local	1.1.0.Beta3		N/A
org.jboss.ironjacamar	jdbc-local	1.1.0.Beta4		N/A
org.jboss.ironjacamar	jdbc-local	1.1.0.Beta5		N/A
org.jboss.ironjacamar	jdbc-local	1.1.0.CR1		N/A
org.jboss.ironjacamar	jdbc-local	1.1.0.CR2		N/A
org.jboss.ironjacamar	jdbc-local	1.1.0.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.1.1.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.1.10.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.1.2.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.1.3.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.1.4.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.1.5.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.1.6.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.1.7.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.1.8.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.1.9.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.2.0.Beta1		N/A
org.jboss.ironjacamar	jdbc-local	1.2.0.Beta2		N/A
org.jboss.ironjacamar	jdbc-local	1.2.0.Beta3		N/A
org.jboss.ironjacamar	jdbc-local	1.2.0.Beta4		N/A
org.jboss.ironjacamar	jdbc-local	1.2.0.CR1		N/A
org.jboss.ironjacamar	jdbc-local	1.2.0.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.2.1.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.2.2.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.2.3.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.2.4.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.2.5.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.2.6.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.2.7.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.3.0.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.3.1.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.3.2.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.3.3.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.3.4.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.3.5.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.0.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.1.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.10.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.11.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.12.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.13.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.14.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.15.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.16.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.17.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.18.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.19.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.2.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.20.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.21.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.22.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.23.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.24.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.26.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.27.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.28.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.29.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.3.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.30.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.31.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.32.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.33.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.34.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.35.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.4.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.5.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.7.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.8.Final		N/A
org.jboss.ironjacamar	jdbc-local	1.4.9.Final		N/A
org.jogamp.gluegen	gluegen-rt	2.0-rc11		2ea2e63266d109833e475bf8874da71190d22a27
org.jogamp.gluegen	gluegen-rt	2.0-rc11	natives-android-armv6	5224095d16e71d8b1e219074e159015e2cdaa988
org.jogamp.gluegen	gluegen-rt	2.0-rc11	natives-linux-amd64	1d01e706509925d086927fedd3deb82ca64301f6
org.jogamp.gluegen	gluegen-rt	2.0-rc11	natives-linux-armv6	6d9c9f4467924faf6e523665238ac277e5c0fd61
org.jogamp.gluegen	gluegen-rt	2.0-rc11	natives-linux-armv6hf	56f99cbe36060f4321716b81e13cef60a0532260
org.jogamp.gluegen	gluegen-rt	2.0-rc11	natives-linux-i586	3b8b9f38cca3c2ed2df248ec5b5af68b54c55f75
org.jogamp.gluegen	gluegen-rt	2.0-rc11	natives-macosx-universal	847fc40057db22150608ef8190c165a2d1f493f6
org.jogamp.gluegen	gluegen-rt	2.0-rc11	natives-solaris-amd64	740032cb79c0ff629feabb4261ba13aa88354810
org.jogamp.gluegen	gluegen-rt	2.0-rc11	natives-solaris-i586	e68464e800f1154ea516f719f1d170e5560dbacc
org.jogamp.gluegen	gluegen-rt	2.0-rc11	natives-windows-amd64	8baeb498e363af408fb917566114e950d004d481
org.jogamp.gluegen	gluegen-rt	2.0-rc11	natives-windows-i586	e483a30983ac2c9872d12a8604e68bf2ade7b073
org.jogamp.gluegen	gluegen-rt	2.0.2		33a869ad60f109f6743be86513c6d150e9f732a7
org.jogamp.gluegen	gluegen-rt	2.0.2	natives-android-armv6	caf1608f82985a66c9610318796c47882ea2d421
org.jogamp.gluegen	gluegen-rt	2.0.2	natives-linux-amd64	a87ab9cb195f70a6d0bbe724ed4d8bc72e3af280
org.jogamp.gluegen	gluegen-rt	2.0.2	natives-linux-armv6	3ef77533ca506dfc058c39dd59dec5e9f17c5d29
org.jogamp.gluegen	gluegen-rt	2.0.2	natives-linux-armv6hf	b7e85ad53bc0fb7e312123316d11a793223a80d6
org.jogamp.gluegen	gluegen-rt	2.0.2	natives-linux-i586	a956422ce931cc6bdb4707a9aa271710c9017339
org.jogamp.gluegen	gluegen-rt	2.0.2	natives-macosx-universal	4c2d58635e7a4172f2ece7e538318f19d3622077
org.jogamp.gluegen	gluegen-rt	2.0.2	natives-solaris-amd64	fb4910aeacff849370403dad5ccf0596adcc053d
org.jogamp.gluegen	gluegen-rt	2.0.2	natives-solaris-i586	c9af721bde62eb361c2726bfc8889f280a37d155
org.jogamp.gluegen	gluegen-rt	2.0.2	natives-windows-amd64	aa6d81581e76125f8475e065de7caad7111c97cc
org.jogamp.gluegen	gluegen-rt	2.0.2	natives-windows-i586	6093a37421d26c22c66c246774987c7fd10e59ee
org.jogamp.gluegen	gluegen-rt	2.0.2-rc12		1c45dc315d9c36648957f41c875df214d2989a29
org.jogamp.gluegen	gluegen-rt	2.0.2-rc12	natives-android-armv6	53b216dac7e54ea686d4676e77ec7976e6118bad
org.jogamp.gluegen	gluegen-rt	2.0.2-rc12	natives-linux-amd64	0bc441f6b977339eeafd9108feae2b99c63f2914
org.jogamp.gluegen	gluegen-rt	2.0.2-rc12	natives-linux-armv6	f37acafa81135d0d053912a1d5fbdbf5168d8de7
org.jogamp.gluegen	gluegen-rt	2.0.2-rc12	natives-linux-armv6hf	6a59dbea0fb5c2fc53634367d62060bed81d33db
org.jogamp.gluegen	gluegen-rt	2.0.2-rc12	natives-linux-i586	46fdce4a7126f1403b61d406f86284353bb872d4
org.jogamp.gluegen	gluegen-rt	2.0.2-rc12	natives-macosx-universal	5e20b2e6b2a28a9721005b9ce78dd825937aeeb2
org.jogamp.gluegen	gluegen-rt	2.0.2-rc12	natives-solaris-amd64	95299eb8f9d07b19d94a1614d207ca18fd92afe0
org.jogamp.gluegen	gluegen-rt	2.0.2-rc12	natives-solaris-i586	0caefee03f08ca598f4b491164ad43f4be5a9d93
org.jogamp.gluegen	gluegen-rt	2.0.2-rc12	natives-windows-amd64	0c013d5e9f359504f5acaec4d7eb87fe2f214fd7
org.jogamp.gluegen	gluegen-rt	2.0.2-rc12	natives-windows-i586	d3cd926a5f6befa9479fe80f5f51b63a38d50918
org.jogamp.gluegen	gluegen-rt	2.1.0		50b8b37404194d6657924f2b0986fc511d9e540e
org.jogamp.gluegen	gluegen-rt	2.1.0	natives-android-armv6	c501ee47112e3119c1a0557eca474240f7f9a702
org.jogamp.gluegen	gluegen-rt	2.1.0	natives-linux-amd64	633c6ab409ee2a8585111251e893b536ca1552bf
org.jogamp.gluegen	gluegen-rt	2.1.0	natives-linux-armv6	bf72b335afb93d6938631172a579f31727edad10
org.jogamp.gluegen	gluegen-rt	2.1.0	natives-linux-armv6hf	998db2c47e6a00a60ce661de84ab0786ffe51764
org.jogamp.gluegen	gluegen-rt	2.1.0	natives-linux-i586	2ba26f1a5c63affb541bf8048b086e28d56d390c
org.jogamp.gluegen	gluegen-rt	2.1.0	natives-macosx-universal	9ce914fbe8c81b9c8ba82944c5b50541895539e7
org.jogamp.gluegen	gluegen-rt	2.1.0	natives-solaris-amd64	f7101a8064f29dbdae713a386f7330b7bb1a2bb7
org.jogamp.gluegen	gluegen-rt	2.1.0	natives-solaris-i586	c2380633bd9ea21ba2227662d1eb13ae888acc2c
org.jogamp.gluegen	gluegen-rt	2.1.0	natives-windows-amd64	629aba9b8d24541ac72d7f251bfefb36e18e20a9
org.jogamp.gluegen	gluegen-rt	2.1.0	natives-windows-i586	8102518ec001d7743bed24cd8dee88ac70175e1a
org.jogamp.gluegen	gluegen-rt	2.1.1		3545857606832e5396146493cd7dab1bfa12d6c0
org.jogamp.gluegen	gluegen-rt	2.1.1	natives-android-armv6	0d0da988e718c6e256fb78b7822419663d2a75a1
org.jogamp.gluegen	gluegen-rt	2.1.1	natives-linux-amd64	0b2d90e432a48eb6843bfd4665cf6fac1cf55960
org.jogamp.gluegen	gluegen-rt	2.1.1	natives-linux-armv6	7bd7c4fb8b91210e4740ca0c1842035f67bf865a
org.jogamp.gluegen	gluegen-rt	2.1.1	natives-linux-armv6hf	5094d225c81eb9aefc1ff288b9fcbc2544a1cb56
org.jogamp.gluegen	gluegen-rt	2.1.1	natives-linux-i586	fe57714714ec1fe82ea03a233c6e785d93a5e18c
org.jogamp.gluegen	gluegen-rt	2.1.1	natives-macosx-universal	37f53eb9359a811826984b4c153dadefdf29705d
org.jogamp.gluegen	gluegen-rt	2.1.1	natives-solaris-amd64	7fc8f4107d1d2b61d5a0e610aecf32f4d385a9d6
org.jogamp.gluegen	gluegen-rt	2.1.1	natives-solaris-i586	43ac241332e6a4b63fdca07daebaf76a74d073ce
org.jogamp.gluegen	gluegen-rt	2.1.1	natives-windows-amd64	c9608b407d250fba562f990fbe7d4c84ae8d6ca4
org.jogamp.gluegen	gluegen-rt	2.1.1	natives-windows-i586	a1af31ff3a2e18f7e411bc4204abf2eb9d3080ee
org.jogamp.gluegen	gluegen-rt	2.1.2		2294cc6edacc661bb932fb496f10f61535de4332
org.jogamp.gluegen	gluegen-rt	2.1.2	natives-android-armv6	4096690ce05f88627bf96031911e756ce2b74a08
org.jogamp.gluegen	gluegen-rt	2.1.2	natives-linux-amd64	84a0eb2feeb4c6507762711c7d3591a14df283b7
org.jogamp.gluegen	gluegen-rt	2.1.2	natives-linux-armv6	125b96e5d89d7784ac001173a0e78b078a22f7cd
org.jogamp.gluegen	gluegen-rt	2.1.2	natives-linux-armv6hf	5585f97b9b3abe95d801f405f02cfbd4d05f1ce8
org.jogamp.gluegen	gluegen-rt	2.1.2	natives-linux-i586	3b7aca573b5b1ceda3fb075be57b6f51374588bf
org.jogamp.gluegen	gluegen-rt	2.1.2	natives-macosx-universal	e291e5a447cc304bd4049d53c33b73a1597e4d37
org.jogamp.gluegen	gluegen-rt	2.1.2	natives-solaris-amd64	9ef3f4574158ca3e0f44d7768787d640cf41c255
org.jogamp.gluegen	gluegen-rt	2.1.2	natives-solaris-i586	e8859fddb1fdb04d395d78911f560fc0858c7669
org.jogamp.gluegen	gluegen-rt	2.1.2	natives-windows-amd64	45d5bd4e02cb741662bda69cbe57e7084abb92be
org.jogamp.gluegen	gluegen-rt	2.1.2	natives-windows-i586	2e25836edc0e21f21453772a69e3e58e0e571411
org.jogamp.gluegen	gluegen-rt	2.1.3		5c74d211c93d1507d842a15d67cb46192a48db8c
