am.gaut.android.toolbarbutton	toolbarbutton	0.1.0		N/A
org.opendaylight.bgpcep	bgp-evpn	0.17.7		23c68cec56f05cc85acb1663f66acf2f3ce58ec5
org.opendaylight.bgpcep	bgp-evpn	0.17.8		1b018696d0c63926ed70920918ae445ebea23820
org.opendaylight.bgpcep	bgp-evpn	0.17.9		3d32d47237adeededbd72e76cb0e3233a4bdc117
org.opendaylight.bgpcep	bgp-evpn	0.18.0		46a7c3b36aa1ffe151dd5358c3f5aedf61d67ae8
org.opendaylight.bgpcep	bgp-evpn	0.18.1		665f4584f93f7b1cddbd74c5c55936aee3b09f45
org.opendaylight.bgpcep	bgp-evpn	0.18.2		f4b6fe1a2e95cbc978601bc0665867fe61375efa
org.opendaylight.bgpcep	bgp-evpn	0.18.3		214ff430772c68e51f8f0513e2049755a94116f2
org.opendaylight.bgpcep	bgp-evpn	0.18.4		25f2871cc0f2ac58276c211a1e0299e1f63bc9ad
org.opendaylight.bgpcep	bgp-evpn	0.18.5		2d7e0a49ce4af47b54bcc54b06f14a30fb03f65b
org.opendaylight.bgpcep	bgp-evpn	0.18.6		fed683acf732dbbcce750cdbdb27b7e9d280ee8b
org.opendaylight.bgpcep	bgp-evpn	0.18.7		987f0795eb29aea2c7bcd55374f396e3e6503705
org.opendaylight.bgpcep	bgp-evpn	0.18.8		f1621d901650e585a9000da4d163dc09e8350b28
org.opendaylight.bgpcep	bgp-evpn	0.18.9		b6b203b121b27057da9c16021f4175c0ca1b50cf
org.opendaylight.bgpcep	bgp-evpn	0.19.0		2025ece16090948ba48100e3fb4c8d1f510c71f2
org.opendaylight.bgpcep	bgp-evpn	0.19.1		73c9056d58f9c60ccbb2a41686dbe3e720ca3978
org.opendaylight.bgpcep	bgp-evpn	0.19.2		ffca0b730a07ac353af1db680d4e68f1e9592fec
org.opendaylight.bgpcep	bgp-evpn	0.19.3		0dc28090afb5d9aa9034ad1875ef59f4724bf87e
org.opendaylight.bgpcep	bgp-evpn	0.19.4		b46caddf6037b425438c84fc10109211a54c573c
org.opendaylight.bgpcep	bgp-evpn	0.19.5		fae15ffbda38b2dfaac246ca04f600079a9dcbb6
org.opendaylight.bgpcep	bgp-evpn	0.19.6		17d0fe7dae55df833d4df2eef410530cfbde0df0
org.opendaylight.bgpcep	bgp-evpn	0.19.7		5919ce16f9d3b96a264d2c8541a78048704b7618
org.opendaylight.bgpcep	bgp-evpn	0.19.8		38decf301ae43483cfe5e9c81d8d9953f08756e5
org.opendaylight.bgpcep	bgp-evpn	0.19.9		2d4e8fdc39f7d9d4567182d390bc0a0d23b2fde4
org.opendaylight.bgpcep	bgp-evpn	0.20.0		673905f3540670e7809497b5fdcc3df7f44fa344
org.opendaylight.bgpcep	bgp-evpn	0.20.1		ff8145ccf714e0b676fc803b9548df40b80a4f67
org.opendaylight.bgpcep	bgp-evpn	0.20.2		e1c4e0a2ffd070f52fcedab7ddde5d0c78ef0839
org.opendaylight.bgpcep	bgp-evpn	0.20.3		191491c046a18e262ae4ddf4c899ec4bb6817e08
org.opendaylight.bgpcep	bgp-evpn	0.20.4		030b6979e2ddc3faadbfad7d9d0ebb0f8e28d777
org.opendaylight.bgpcep	bgp-evpn	0.20.5		b5a374f2a4806856866a054a1a5374e12f827d76
org.opendaylight.bgpcep	bgp-evpn	0.20.6		fc99dafead63d9601c9c248e032e167bdb107c98
org.opendaylight.bgpcep	bgp-evpn	0.20.7		b7f5021ab3be3092c11464483056105c0a2a2303
org.opendaylight.bgpcep	bgp-evpn	0.20.8		ff6fe8edd8c6d89176bd9ffbb7dd34a23f8f4c1e
org.opendaylight.bgpcep	bgp-evpn	0.20.9		361994880c37f46550937a7923d2f883480fdc0b
org.opendaylight.bgpcep	bgp-evpn	0.21.0		48a945544cb2bd5acdbb594ddbb1c76921246dae
org.opendaylight.bgpcep	bgp-evpn	0.21.1		41d01ffc6fb02f76258f4700e7198a2051d306f6
org.opendaylight.bgpcep	bgp-evpn	0.21.10		b7e7d7d9103b3fb85ba81cc59bdf5258b941f565
org.opendaylight.bgpcep	bgp-evpn	0.21.11		6b544c6e17dfb25d82d64d9c38c550dcf9fcac86
org.opendaylight.bgpcep	bgp-evpn	0.21.2		8849205081baf60e7a0e8060f2c025e487db3885
org.opendaylight.bgpcep	bgp-evpn	0.21.3		62d515098c0383962df13c6bf9e07672c92d8191
org.opendaylight.bgpcep	bgp-evpn	0.21.4		36d3ea2d095ab0b24443c2e9978363b71aceb79c
org.opendaylight.bgpcep	bgp-evpn	0.21.5		670820dbec0f08f03b04957cc11c33d93ca7e1bb
org.opendaylight.bgpcep	bgp-evpn	0.21.6		eaaa207d91ebf0498fb1849b3f966fb282996e77
org.opendaylight.bgpcep	bgp-evpn	0.21.7		b7f97aef0b006cb2972fc14013bac8f9c74d5916
org.opendaylight.bgpcep	bgp-evpn	0.21.8		13436a76e5bd475272769d30c177143d5aff85a2
org.opendaylight.bgpcep	bgp-evpn	0.21.9		85fadd6ccf4edfd1de51e06d11c6310b9cbf7151
org.opendaylight.bgpcep	bgp-evpn	0.22.0		66c151414a86056157cd33786f13aec317006dc1
org.opendaylight.bgpcep	bgp-evpn	0.22.1		19c5804b3c934715a93fca6f98a7ad2ca75b0c89
org.opendaylight.bgpcep	bgp-evpn	0.22.10		37d9c3f46b6f7b7052230a4b440174743afb6017
org.opendaylight.bgpcep	bgp-evpn	0.22.2		d6727271e2723e0c9e27689ca641004d287f8a30
org.opendaylight.bgpcep	bgp-evpn	0.22.3		14f29a6b92c019947427a38a86e2ab40b0abdd0d
org.opendaylight.bgpcep	bgp-evpn	0.22.4		3debd1ed41d965dd29bae5baa4461db5170bef6f
org.opendaylight.bgpcep	bgp-evpn	0.22.5		4e9fb9286ab2940bb81f60619d4a77f38bf89deb
org.opendaylight.bgpcep	bgp-evpn	0.22.6		9d7bc3e1942665187c86feae1ed77a7908b21b4d
org.opendaylight.bgpcep	bgp-evpn	0.22.7		25bdbb97f01095638b94a60773fc1454b2ef44b0
org.opendaylight.bgpcep	bgp-evpn	0.22.8		c15cfbfb8469ebd6a52bb68c63fcffacb106c6ba
org.opendaylight.bgpcep	bgp-evpn	0.22.9		7db7ba25c4842785bce80f9f63807af3b94cf193
org.opendaylight.bgpcep	bgp-evpn	0.6.0-Boron		985f673d6687607bcb15c07494b397a124651930
org.opendaylight.bgpcep	bgp-evpn	0.6.1-Boron-SR1		5612a1b31e363604b346a7d8c238a025bdba42a6
org.opendaylight.bgpcep	bgp-evpn	0.6.2-Boron-SR2		6fc702d7cf2c85bff067124d927259c7d14bca37
org.opendaylight.bgpcep	bgp-evpn	0.6.3-Boron-SR3		6e80bab1f08fd876b4cd8154d9bd2594ffa9aea3
org.opendaylight.bgpcep	bgp-evpn	0.6.4-Boron-SR4		b4c68b0f0a649922b1ee62af9887bfc2ba42a007
org.opendaylight.bgpcep	bgp-evpn	0.7.0-Carbon		38e48b66a9b7a35d2f2820be7a8fba2f4beff8b8
org.opendaylight.bgpcep	bgp-evpn	0.7.1-Carbon		25f55d0bb643a3b44ba46057db1f73406aa2c43c
org.opendaylight.bgpcep	bgp-evpn	0.7.2-Carbon		a2f41117a6954c0b6779ae022272d872e9b7f5b4
org.opendaylight.bgpcep	bgp-evpn	0.7.3-Carbon		19b6d92f481560817a4ec3ae2299d713c22e8940
org.opendaylight.bgpcep	bgp-evpn	0.7.4-Carbon		5518038184eb5dc47e3fa2fe699490f7ab873093
org.opendaylight.bgpcep	bgp-evpn	0.8.0		c584439ccdf78c4338527b2b449192b69f59f642
org.opendaylight.bgpcep	bgp-evpn	0.8.1		41d64a8949e026f6e4c40de710c5aec179c8c702
org.opendaylight.bgpcep	bgp-evpn	0.8.2		22b3167d6541b4a83a9c474ddbaeff91391a8be0
org.opendaylight.bgpcep	bgp-evpn	0.8.3		be393becd88d91cbd7f2bee1fe4aa221139ca5ee
org.opendaylight.bgpcep	bgp-evpn	0.9.0		73860bbb3e808c38318d53930f6d10ff9b9de357
org.opendaylight.bgpcep	bgp-evpn	0.9.1		68f7cb3046788309164f607c7b0e97b7e15fb1fc
org.opendaylight.bgpcep	bgp-evpn	0.9.2		9fb49a64b282cee224fb8d7c98251b77983f9cc2
org.opendaylight.bgpcep	bgp-evpn	0.9.3		2b0094ae8564efe8b8a5b3fa95b6c1566beade51
org.opendaylight.bgpcep	bgp-evpn	0.9.4		9abbd5def6361be34050ce3ba257152092067487
org.patrodyne.jvnet	hisrc-hyperjaxb-maven-plugin	0.6.3		5254cb381be9798b3c4ae541885a3e0e64633019
org.patrodyne.jvnet	hisrc-hyperjaxb-maven-plugin	0.6.4		3578ec74a11c54732242b6926d3cae808571496c
org.patrodyne.jvnet	hisrc-hyperjaxb-maven-plugin	2.0.0		6876237834b52ed3f2cdb77f413f7cd962ff8a9e
org.patrodyne.jvnet	hisrc-hyperjaxb-maven-plugin	2.1.0		2419f36cd1ecdf3e4e8a8d6c1ad5b6a4ca18e1d5
org.patrodyne.jvnet	hisrc-hyperjaxb-maven-plugin	2.1.1		e5683597e73df907e4c48e3b6f8e28b507efeb0b
org.patrodyne.jvnet	hisrc-hyperjaxb-maven-plugin	2.2.0		ef8a89366ec3d67f3a42b4d1e5b6544083039b36
org.patrodyne.jvnet	hisrc-hyperjaxb-maven-plugin	2.2.1		53f5e8202c41f142322adce066d736fcd7d40267
org.processing	net	2.2.1		7f2d790f3769777f1c1f56e806cb00c763f89eed
org.processing	net	3.0		0e1e0d4cdbc48e267efecf6f47c40f9f62cc901f
org.processing	net	3.0.1		ee464a09a5ab43706911382e2c5879931cafcc94
org.processing	net	3.0.2		adec1f123dad9ae1b43b9151ce11375dc62ede7c
org.processing	net	3.0a10		c3863cb181151926fb8cc4f8aca2d16e764b9b09
org.processing	net	3.0a11		d2ee9b74ca94066ebd4102ebece1fbe549018f97
org.processing	net	3.0b3		52173d2618a3dd9bd2feb614a37e6d4515f4b0aa
org.processing	net	3.0b4		f6cc4d1cabde7c26b1060d63d8161552be9a683b
org.processing	net	3.0b5		6e5032b104ce3cbd6f47c856c39a871302ce878b
org.processing	net	3.0b6		3651d3e1db5db981ee6026b311b8d978f4db6827
org.processing	net	3.0b7		38fbdc76543a7775ba3243bea0d5f0449bd0c805
org.processing	net	3.1		ce1d2a3d2d634258d4451156a5b135ccf29a71d5
org.processing	net	3.1.1		b7e18b0029d1056ceaf95a5ffcef14074d8eba43
org.processing	net	3.1.2		b6932ff35fdeb700266b9c79652e191290000892
org.processing	net	3.2.1		2e9f52464ce09e6991099d4a2e012f435740e23e
org.processing	net	3.2.3		4a013ee5f77b89984e11af1f74229d6025b19abc
org.processing	net	3.3.4		e2ea86d7250491f07f5217cd10aecaa1094763a6
org.processing	net	3.3.5		d32772d46b162cc3fd0520e9b0970484d360392e
org.processing	net	3.3.6		b4c0ed1d688302107e8c6c920f0a13cecc5669cf
org.processing	net	3.3.7		94bc4900e44f85707a2d55d8106565f234221399
org.refcodes	refcodes-decoupling-ext-application	3.1.1		57401d988542c173dd0616bf9f3841f3ebdeb2e0
org.refcodes	refcodes-decoupling-ext-application	3.1.2		d532ce122e2f81b1a1e98577db89be55a9143b10
org.refcodes	refcodes-decoupling-ext-application	3.1.3		72d61c5946c615faab96599ad6e349918a9754c7
org.refcodes	refcodes-decoupling-ext-application	3.2.2		2ca2611388109905877cb8983c7ff0b6a415f20d
org.refcodes	refcodes-decoupling-ext-application	3.2.3		bb7e12f18eda4f9d188765845d8e9384785ed3be
org.refcodes	refcodes-decoupling-ext-application	3.2.4		475f55419d01e5ed81d0dac42b439bbb0e94ecaa
org.refcodes	refcodes-decoupling-ext-application	3.2.5		f5422313792fdea1f92ee8fed9c26249cfc81e67
org.refcodes	refcodes-decoupling-ext-application	3.2.6		776e7f7418febcc59bc44794571d1230c53d838e
org.refcodes	refcodes-decoupling-ext-application	3.2.7		097e619f8c1966317fc6fdae73a5b72fcbea1d9e
org.refcodes	refcodes-decoupling-ext-application	3.2.8		7b738250c36a70dece3ae4fe382c03a30ffc493c
org.refcodes	refcodes-decoupling-ext-application	3.2.9		d24f192f7f13a4fa01645acf3611584fc6ae56d9
org.refcodes	refcodes-decoupling-ext-application	3.3.0		cbd0b3ef6c531004fc90c52baf836b01bc88e859
org.refcodes	refcodes-decoupling-ext-application	3.3.1		3440977ef77076d07c69417ea291a7bf1acead24
org.refcodes	refcodes-decoupling-ext-application	3.3.2		4cb04d67c841062179903329f0b3ec5e9444e664
org.refcodes	refcodes-decoupling-ext-application	3.3.3		2aeb44cc8b2f744eeec774312f9a48d8c9c3dcbf
org.refcodes	refcodes-decoupling-ext-application	3.3.4		c990afa25175f098ab9bad23832d5ab5c15109bd
org.refcodes	refcodes-decoupling-ext-application	3.3.5		61d88b52f1c52d507010e774ce61a26a698df3a0
org.refcodes	refcodes-decoupling-ext-application	3.3.6		c93581f72557b2f36a419ee302ee5965fee07fe6
org.refcodes	refcodes-decoupling-ext-application	3.3.7		da9b0c419fa3e00a5f125224acaa20a6177894d9
org.refcodes	refcodes-decoupling-ext-application	3.3.8		dfcdb49a9a3f561ce1cd0895e662e8a04c5443d5
org.refcodes	refcodes-decoupling-ext-application	3.3.9		6976b96ce6ce3d8bfeddf304786ccc2e1574d238
org.scalaz	scalaz-full_2.8.1	6.0.2		2c5988234a59deae5d62cdedc39f855dd4046156
org.scalaz	scalaz-full_2.8.1	6.0.3		ec1b17566b24a32a3d0a7271f3733e8438c5ddbe
org.scalaz	scalaz-full_2.8.1	6.0.4		3ade3eb1c6e14f99b7ba339dd7433fbe4449f29e
org.tpolecat	skunk-core_native0.4_3	0.4.0		c7fedf0574d0b50f25bda6a107dcddfebba515a6
org.tpolecat	skunk-core_native0.4_3	0.4.0-M1		c25b28c14779ff313122b601ac427e9f26c1c821
org.tpolecat	skunk-core_native0.4_3	0.4.0-M2		07144e45a762f8ef37dbb89d8b763aca23f5077f
org.tpolecat	skunk-core_native0.4_3	0.4.0-M3		547ec7a8c33ce6004f8fa3a5a578ee3514ef0d2e
org.tpolecat	skunk-core_native0.4_3	0.5.0		5b4857d314a5c6d56712035fb1bc1fe57ff9714a
org.tpolecat	skunk-core_native0.4_3	0.5.1		2b5183438971a4960b2a5e0521cdb32a46109165
org.tpolecat	skunk-core_native0.4_3	0.6.0		bb03766d9f23a38b27c0f02cdcbf2a528e57297f
org.tpolecat	skunk-core_native0.4_3	0.6.0-RC1		d2897f22e2f28b9f3f0e2eae39dd3ebcd029f150
org.tpolecat	skunk-core_native0.4_3	0.6.0-RC2		fd74bed9da10092448a0b5dfa4c04f9085481776
org.tpolecat	skunk-core_native0.4_3	0.6.1		1c7517cf84143d7e68ab96f61b9f5d9eeb757ca9
org.tpolecat	skunk-core_native0.4_3	0.6.2		0b40bc3bd936215d65c31c20eb488c5979e22ab2
org.tpolecat	skunk-core_native0.4_3	0.6.3		f353cdefae019e51e484ea7c78caf6d6f45ab414
org.tpolecat	skunk-core_native0.4_3	0.6.4		24fc9927729d1c8062a0cb01120b8229eb22e521
org.tpolecat	skunk-core_native0.4_3	1.0.0-M1		e3f4ed3ff698d0f26770eb0ee67c3cc837717e3f
org.tpolecat	skunk-core_native0.4_3	1.0.0-M10		6e4331f7fdcdce37275853c99ed1f09b9a696b80
org.tpolecat	skunk-core_native0.4_3	1.0.0-M4		a8f67536549d870e55a032890d67d989b132e52c
org.tpolecat	skunk-core_native0.4_3	1.0.0-M5		23f3a90be9a6637ffdc56262ce5f35719d0d6e6f
org.tpolecat	skunk-core_native0.4_3	1.0.0-M6		4cb7aea4e5fa6427e4a2d1e645039ac60636c319
org.tpolecat	skunk-core_native0.4_3	1.0.0-M7		5d19cd3232f04dbbdef8a843790a9712d38daf27
org.tpolecat	skunk-core_native0.4_3	1.0.0-M8		09fc09a773b2bae9f787c09d02aa77e3acdeaac7
org.tpolecat	skunk-core_native0.4_3	1.0.0-M9		bf8a8e33eb0e879d76f5c72e6c580c09002409e4
org.tpolecat	skunk-core_native0.4_3	1.1.0-M2		78b566abf9cdc9d8eecf557e117c40d547c31fa7
org.tpolecat	skunk-core_native0.4_3	1.1.0-M3		ab1d0f914da1a03d5b2309efa933e24d1e2638e3
org.typeframed	typeframed-codegen-generator	1.0.0		2a84f3706e8f251019ed17b5b2d9a743c6fc5660
org.typeframed	typeframed-codegen-generator	1.1.0		26e10e60c2eee5d8b8740b4d0accf147ac6a3142
org.typeframed	typeframed-codegen-generator	1.2.0		2120f0f6fd58ebe693b9665e33c014919eea2e5e
org.typeframed	typeframed-codegen-generator	1.2.1		eb55e56bb980c6b7b214a7617a8bd7a0f27e8280
org.webjars.npm	typed-array-buffer	1.0.0		ac8515c4de62cc1007ee76b55e4c3fcc2f551a1f
org.webjars.npm	typed-array-buffer	1.0.2		7c099a192771d4a29818fa9914a9c3faf0cac61d
org.webjars.npm	typed-array-buffer	1.0.3		dc96f709a8f4c66c87db3eefd747020744db40b1
org.wildfly.core	wildfly-launcher	1.0.0.Alpha10		73d0eb25c53d5e070fbb11b7a5ac690916333c22
org.wildfly.core	wildfly-launcher	1.0.0.Alpha11		ceee843d179719899b6776bc657201a75e4cec03
org.wildfly.core	wildfly-launcher	1.0.0.Alpha12		7b8d170807ef72320614b4d7a8bab78279bc057e
org.wildfly.core	wildfly-launcher	1.0.0.Alpha13		949bb41acd311b3bd878342b30989def8ea3a58f
org.wildfly.core	wildfly-launcher	1.0.0.Alpha14		bc381c688c6804459c734dee65ea19c76c74bfc6
org.wildfly.core	wildfly-launcher	1.0.0.Alpha15		f32afaf16ffca11e3e06348e13b1630f0040cb26
org.wildfly.core	wildfly-launcher	1.0.0.Alpha16		b48c10cbaf62573bb215749342dba1053914fc0d
org.wildfly.core	wildfly-launcher	1.0.0.Alpha17		88b2de18908b9a462c2690ec1cd6410e7d58eded
org.wildfly.core	wildfly-launcher	1.0.0.Alpha18		2c6349db2cbf97619814f7ea8cb09e9bf61edfa9
org.wildfly.core	wildfly-launcher	1.0.0.Alpha19		579b78781bc5efb115bd1e4852eec4c3cd8e006f
org.wildfly.core	wildfly-launcher	1.0.0.Alpha5		42f541b806d0105870e588dbb32319f92777d7bb
org.wildfly.core	wildfly-launcher	1.0.0.Alpha6		d23c0277075254847478373c9010051aea45b42b
org.wildfly.core	wildfly-launcher	1.0.0.Alpha7		d4790bba1847a21aa9578a4a50acc0193906378d
org.wildfly.core	wildfly-launcher	1.0.0.Alpha8		763d23b9b62788961fda501381c0ce9c93801807
org.wildfly.core	wildfly-launcher	1.0.0.Alpha9		aabdb563120ca8ca19a084292c799e8eda7c24b8
org.wildfly.core	wildfly-launcher	1.0.0.Beta1		44dbdb4f2745801627a4e5144fce2a6875a18f2f
org.wildfly.core	wildfly-launcher	1.0.0.Beta2		c77b3a64396b17b29be167b771eb80d793b48cc6
org.wildfly.core	wildfly-launcher	1.0.0.Beta3		722c49aed2ca06ddb21e2eb1237d8ec335ba1be9
org.wildfly.core	wildfly-launcher	1.0.0.Beta4		85672586a064c563cccbd752997e9e133398493d
org.wildfly.core	wildfly-launcher	1.0.0.Beta5		bf26ec505629976d1dd04006fe9e82393f05b4f0
org.wildfly.core	wildfly-launcher	1.0.0.Beta6		08c4b3ac138bb82b4f198f273bd24e08ecdb4b5d
org.wildfly.core	wildfly-launcher	1.0.0.CR1		c9ee281dc01329bb4dbedc7c36856d21aa4681c7
org.wildfly.core	wildfly-launcher	1.0.0.CR2		9c19d6cb3ec782266dbdff719101dda68cd6fced
org.wildfly.core	wildfly-launcher	1.0.0.CR3		2990b7955b8659b76128e4d3ab96e471e9b9ccf6
org.wildfly.core	wildfly-launcher	1.0.0.CR4		67a33a4ff734a031d8b8bade6284568f5b282f1e
org.wildfly.core	wildfly-launcher	1.0.0.CR5		4b32f49c68b650670b811635edead27492433b83
org.wildfly.core	wildfly-launcher	1.0.0.CR6		0c517242e35ba96d1351631829873bd9761fbb9b
org.wildfly.core	wildfly-launcher	1.0.0.CR7		641eff277aa78e611f1469d624fb7ec829b7a62a
org.wildfly.core	wildfly-launcher	1.0.0.Final		8c0b3cbd1b0a39dfe609e8f3fccf56e4d97f85e8
org.wildfly.core	wildfly-launcher	1.0.1.Final		bf402bc15cf62d99a34eefdaea6ce4ea7396c15a
org.wildfly.core	wildfly-launcher	1.0.2.Final		61bba6554c5fea9c488839078d71f389ed57b769
org.wildfly.core	wildfly-launcher	10.0.0.Beta1		1dc2cd4c8fe619dc3d7ffac1386166a6607e1057
org.wildfly.core	wildfly-launcher	10.0.0.Beta2		5a813b99bbfac65559bb55496e372fc2cfd92b79
org.wildfly.core	wildfly-launcher	10.0.0.Beta3		a0a0f7d367ec5fde9dfcbd6ad06e91a8dbe45a52
org.wildfly.core	wildfly-launcher	10.0.0.Beta4		631e2e6a90cc2e89d47a52c8b49056272cf79632
org.wildfly.core	wildfly-launcher	10.0.0.Beta5		201bc5610dfcaa2b6d22c4c80d8a1e211a9c9483
org.wildfly.core	wildfly-launcher	10.0.0.Beta6		58ba608c4b23e057b2af90553502df9d350be663
org.wildfly.core	wildfly-launcher	10.0.0.Beta7		51c3500fd2f7ebb45e3a9caea3bd0b44bce08b61
org.wildfly.core	wildfly-launcher	10.0.0.Beta8		6e03ce50fd2b54d0cea08a1bf8a9a5fdb088eafd
org.wildfly.core	wildfly-launcher	10.0.0.Beta9		65a2118279cccb926b84088b97de1076787e390b
org.wildfly.core	wildfly-launcher	10.0.0.CR1		7927a6286b5575d0bf18bbe5a1b8fe70dc026318
org.wildfly.core	wildfly-launcher	10.0.0.Final		2db7ba0aece3a3b892394be4689a8a25c44fe59e
org.wildfly.core	wildfly-launcher	10.0.2.Final		cd1d625012bf6ddf9e5d87207501060dbf9d17a9
org.wildfly.core	wildfly-launcher	10.0.3.Final		e6757d2a7a6b2a0ede1c493a71a570dc68428949
org.wildfly.core	wildfly-launcher	11.0.0.Beta1		120bd20809fdb8c22bd91c1ca01b16d62272eba9
org.wildfly.core	wildfly-launcher	11.0.0.Beta10		a61c1d4b33bf170cb51fb39ae5b425a3e1c3911b
org.wildfly.core	wildfly-launcher	11.0.0.Beta2		540927034c587b5be431a0198a36f5ce9f009bd2
org.wildfly.core	wildfly-launcher	11.0.0.Beta3		6afa03388aa768dfdd513d503dd8cc11ba782ac1
org.wildfly.core	wildfly-launcher	11.0.0.Beta4		6ac11fe196c021c6f27cee195da4f271078523e0
org.wildfly.core	wildfly-launcher	11.0.0.Beta5		c7e1e9fa0240e63ae0be4fac2630a9591226700e
org.wildfly.core	wildfly-launcher	11.0.0.Beta6		1fbf5d920feaaec3b2f530621c09051632899fb0
org.wildfly.core	wildfly-launcher	11.0.0.Beta7		29e86667467ec9ec26cf28bd73d2ab1910e78aab
org.wildfly.core	wildfly-launcher	11.0.0.Beta8		b0b887b71eea6e2f8109ca2ef23b136cc56b2f18
org.wildfly.core	wildfly-launcher	11.0.0.Beta9		94b3882e66f05ef827a8f7a7d44b4604402baf23
org.wildfly.core	wildfly-launcher	11.0.0.Final		804230a80580636833132304aa0bbdae7d2bf3fd
org.wildfly.core	wildfly-launcher	11.1.0.Final		975284d4f1ef282e5585f56bb8754b14ea76e54d
org.wildfly.core	wildfly-launcher	11.1.1.Final		2e52d279d5c79201114fdb39a9a9980ec0e7e582
org.wildfly.core	wildfly-launcher	12.0.0.Beta1		6abdf51d12036413c2dc056e33ad344be18ecfc1
org.wildfly.core	wildfly-launcher	12.0.0.Beta2		792b3c8f28fbd309031f9823003568b8b20cdcab
org.wildfly.core	wildfly-launcher	12.0.0.Beta3		dbe92b25c65634544271ffbf685aa2120a097c97
org.wildfly.core	wildfly-launcher	12.0.0.Beta4		85718c9f725930d7189e9413cba65ba38855a6c5
org.wildfly.core	wildfly-launcher	12.0.0.Final		eedfa886afb2e5edc40e0bd195dbda32353a7fc0
org.wildfly.core	wildfly-launcher	12.0.1.Final		77dc03d3dd6214bfb84643ce7c2ac625d7a93777
org.wildfly.core	wildfly-launcher	12.0.3.Final		2445c7120792bd2a3bec1cc1e1fa551ba9b39748
org.wildfly.core	wildfly-launcher	13.0.0.Beta1		c027f25734f5620a9a7e0becf05164c9103edc01
org.wildfly.core	wildfly-launcher	13.0.0.Beta2		86dd881a6d8c4bf7fb9ada141918374c90bc5cae
org.wildfly.core	wildfly-launcher	13.0.0.Beta3		3b299b519caa96d1c2ca3e1550bf46b6a729adee
org.wildfly.core	wildfly-launcher	13.0.0.Beta4		1af615145a880351413b24e5045e0c2bc718f573
org.wildfly.core	wildfly-launcher	13.0.0.Beta5		57071e7ff4263e560fc5e0731469bab202c8279c
org.wildfly.core	wildfly-launcher	13.0.0.Beta6		946a34304cab90f5fa67f20f1662fe1584bd6573
org.wildfly.core	wildfly-launcher	13.0.0.Final		443bc7c98043ad8a1514bf8f9fe589fd13a021e2
org.wildfly.core	wildfly-launcher	13.0.1.Final		92394a6be012838abed15b1b6e371d4e6fd95b5d
org.wildfly.core	wildfly-launcher	13.0.2.Final		0c8e7fcb7ebbd0a6c40d4d7a0786c48bee1523ae
org.wildfly.core	wildfly-launcher	13.0.3.Final		74e3f34b055c61e4fb9751748810f2e1c0496f47
org.wildfly.core	wildfly-launcher	14.0.0.Beta1		7836ba99721a22edb61987ded33fb31a3953d8ab
org.wildfly.core	wildfly-launcher	14.0.0.Beta2		c61b20db6878a90d0ed612e6b292e23ca5f57fe8
org.wildfly.core	wildfly-launcher	14.0.0.Beta3		0a7cd56b965931c7104099acb5c716b381179910
org.wildfly.core	wildfly-launcher	14.0.0.Beta4		49b4245a70c106da999d367e84685f89c695a34a
org.wildfly.core	wildfly-launcher	14.0.0.Beta5		66dbef8827d8ed9404614af3b7f4c29b5cb88c65
org.wildfly.core	wildfly-launcher	14.0.0.Final		dbd36d234f733f17c637e11156ef69231897da82
org.wildfly.core	wildfly-launcher	14.0.1.Final		225332f697b11d48949291eaaea248ee15f8ec8c
org.wildfly.core	wildfly-launcher	15.0.0.Beta1		b534778bbb0a8c10149931151eca9d052e751a4e
org.wildfly.core	wildfly-launcher	15.0.0.Final		8f9c6b57dbb1cf276af4b34376a6a51f9f5fd73b
org.wildfly.core	wildfly-launcher	15.0.1.Final		cd7eb5c2fbd906830301738a64e36aa97ca40d5d
org.wildfly.core	wildfly-launcher	16.0.0.Beta1		62d29ca1dae7a0421e65759db3efcf5874150c29
org.wildfly.core	wildfly-launcher	16.0.0.Beta2		0debdaa9fc7f1e4f4c77c131df31609137434adc
org.wildfly.core	wildfly-launcher	16.0.0.Beta3		2c362c1a27e34d361cd3a4b36d76955f88a00b3d
org.wildfly.core	wildfly-launcher	16.0.0.Beta4		cbaa03cd5d30da4fe708508e03be39e41198d45c
org.wildfly.core	wildfly-launcher	16.0.0.Beta5		f548e3b9a18f4d39157d58f2b57627b479141f65
org.wildfly.core	wildfly-launcher	16.0.0.Final		e6b82998b9cd697e78fc1e608251fd6200dc72a0
org.wildfly.core	wildfly-launcher	16.0.1.Final		17d01c9641f188b7da0fa68ea6bf43739f1e0752
org.wildfly.core	wildfly-launcher	17.0.0.Beta1		60f3d1873d5f10339efeda2554dbc8637362b045
org.wildfly.core	wildfly-launcher	17.0.0.Beta2		6d097b5b44d75ee80abe6a720d3889ce1f31f1ac
org.wildfly.core	wildfly-launcher	17.0.0.Beta3		c9d7a5de24882cd16ba24a997c124eca85b8cda7
org.wildfly.core	wildfly-launcher	17.0.0.Beta4		c168b55abb4ab5b3261e6d7cdf2d1b368a0f905e
org.wildfly.core	wildfly-launcher	17.0.0.Beta5		45dec2a0fd473871d62db08927d8d61abf8bc292
org.wildfly.core	wildfly-launcher	17.0.0.Beta6		45a54df4cfef0eee8c016208b7261ba808b04c02
org.wildfly.core	wildfly-launcher	17.0.0.Beta7		b72629b01d1eb854bf6e27fa86229e3590b6e9b3
