com.adyen.checkout	dotpay-base	3.8.3		N/A
com.zerodeplibs	zerodep-web-push-java-ext-jwt-auth0	1.6.1		4d0086973c4a4ceaf182b82c18b9c6ece7d66c4a
com.zerodeplibs	zerodep-web-push-java-ext-jwt-auth0	1.6.2		b52a2867875bcbdf2d03f88d4c8946295fa0178f
com.zerodeplibs	zerodep-web-push-java-ext-jwt-auth0	2.0.0		838f5422474e1dda9905aa3b6146b9bdad7f12f3
com.zerodeplibs	zerodep-web-push-java-ext-jwt-auth0	2.0.1		2012eb75e21df9b6227a1aa07944227e61491b48
com.zerodeplibs	zerodep-web-push-java-ext-jwt-auth0	2.0.2		fa95fb2c6c7bbffa579615e554afa182a307e53d
com.zerodeplibs	zerodep-web-push-java-ext-jwt-auth0	2.1.0		9872818817f45ae44cc7261316516810d69bb2b9
com.zerodeplibs	zerodep-web-push-java-ext-jwt-auth0	2.1.1		7b1320f67e1b228218d0aa9c15e28cf5e0e9e10d
com.zerodeplibs	zerodep-web-push-java-ext-jwt-auth0	2.1.2		02a58985060082a48e19719c35d47abd93f6b738
de.dentrassi.eclipse.neoscada.core	org.eclipse.scada.da.server.osgi.testing	0.1.0		5584e68e7fec371da802fe487b4bbd05557c18f2
de.julielab	jcore-opennlp-sentence-ae-biomedical-english	2.1.0		75dd10ae44ec9fd4ff7953dce38a492b553d3d7c
de.julielab	jcore-opennlp-sentence-ae-biomedical-english	2.2.0		e5da58f36068e01490a67ca9368c3325574f69af
de.julielab	jcore-opennlp-sentence-ae-biomedical-english	2.3.0		aa879f0495aac3e316c039249348a01c89afd302
de.julielab	jcore-opennlp-sentence-ae-biomedical-english	2.3.10		2c78d4939b254acb27f77ce823008d1672284611
de.julielab	jcore-opennlp-sentence-ae-biomedical-english	2.3.8		8540126180b2a8e421bccb33cf4b2d88d7aecd50
de.julielab	jcore-opennlp-sentence-ae-biomedical-english	2.4.0		8b2e342b3707592889349d5707f51d988bd6e83f
de.julielab	jcore-opennlp-sentence-ae-biomedical-english	2.5.0		a2d0c42f350661ec669950e24694aff145f430d9
de.julielab	jcore-opennlp-sentence-ae-biomedical-english	2.5.1		dafb8aba7b25c985f5a64106ff5dd1195a35833a
de.julielab	jcore-opennlp-sentence-ae-biomedical-english	2.6.0		ef8ba43cca211bf497827d7e236da5fd2f3f25bf
de.peilicke.sascha	log4k-iosx64	1.0.1		N/A
de.peilicke.sascha	log4k-iosx64	1.0.2		N/A
de.peilicke.sascha	log4k-iosx64	1.0.3		N/A
de.peilicke.sascha	log4k-iosx64	1.0.3	metadata	d849e58c3fa4d297449e3f2090ca24b9cec0539f
de.peilicke.sascha	log4k-iosx64	1.1.0		N/A
de.peilicke.sascha	log4k-iosx64	1.1.0	metadata	d04211b15757c48b00d276d000d112105165743c
de.peilicke.sascha	log4k-iosx64	1.1.1		N/A
de.peilicke.sascha	log4k-iosx64	1.1.1	metadata	ace1967ae685575b2f78cf70f6f10c7f703dab73
de.peilicke.sascha	log4k-iosx64	1.1.2		N/A
de.peilicke.sascha	log4k-iosx64	1.1.2	metadata	3f8119dc123b86dc2565d15cdb81e91a245a25b6
de.peilicke.sascha	log4k-iosx64	1.1.3		N/A
de.peilicke.sascha	log4k-iosx64	1.1.3	metadata	88f2f0adf71910bac93188cc4205efac2198503e
de.peilicke.sascha	log4k-iosx64	1.2.0		N/A
de.peilicke.sascha	log4k-iosx64	1.2.0	metadata	051c6d2cec1ee89e9d140cc3748a9c15f2368e7f
de.peilicke.sascha	log4k-iosx64	1.2.1		N/A
de.peilicke.sascha	log4k-iosx64	1.2.1	metadata	1c32cc2bec36a61eafc1c7812f9cb395e3ae29b6
de.peilicke.sascha	log4k-iosx64	1.2.2		N/A
de.peilicke.sascha	log4k-iosx64	1.2.2	metadata	9a8594096c550a1e716efff894a0c506308c6bee
de.peilicke.sascha	log4k-iosx64	1.2.3		N/A
de.peilicke.sascha	log4k-iosx64	1.2.3	metadata	db994dfbf6ea4695b421982e7c0d37257751647b
de.peilicke.sascha	log4k-iosx64	1.3.2		N/A
de.peilicke.sascha	log4k-iosx64	1.3.2	metadata	2b7c2bbc027e334531b61871ceebdf114145660a
de.peilicke.sascha	log4k-iosx64	1.3.3		N/A
de.peilicke.sascha	log4k-iosx64	1.3.3	metadata	0bf4d3997999fb51e5a6cf7ca5cd3c26596e0e51
de.peilicke.sascha	log4k-iosx64	1.3.4		N/A
de.peilicke.sascha	log4k-iosx64	1.3.4	metadata	711f902215164c2095f6510a8d07bfbe20058b91
de.peilicke.sascha	log4k-iosx64	1.3.5		N/A
de.peilicke.sascha	log4k-iosx64	1.3.5	metadata	1fad4b8fe027cce0866a06203b026185397a1b22
de.peilicke.sascha	log4k-iosx64	1.4.0		N/A
de.peilicke.sascha	log4k-iosx64	1.4.0	metadata	9519a6a8d8a186d3016eef1b032dadcb515e5cb9
de.peilicke.sascha	log4k-iosx64	1.4.1		N/A
de.peilicke.sascha	log4k-iosx64	1.4.1	metadata	b837848c7aa44f621f62e20d82fbd0793b49f42a
es.weso	typing_3	0.1.100		9bcf3b02ae123e6ad037f4b9a9b3a8056a0379d6
es.weso	typing_3	0.1.98		f31b000940584b6f28ce61dc5e6b192fbb790ea0
es.weso	typing_3	0.1.99		4ea77cd5dcf49283c195d5c21495306ec67c44ee
es.weso	typing_3	0.2.1		d9c8f840c0babb7b3cdc39f744bdc7d92cb508c0
es.weso	typing_3	0.2.10		5c62480f188a7280def896b8f8dbf8c4595b61bd
es.weso	typing_3	0.2.11		98463a5472688d4eeca37214ce3ef3ff28f8b8cb
es.weso	typing_3	0.2.14		0ae3df673bcfac7146aab7970e0d61095fbfe459
es.weso	typing_3	0.2.19		a40e17221a6c4ad57d87873c8f549edc347a9edd
es.weso	typing_3	0.2.2		aa02bf51e277eadf3fdd9ca96cfbf50825001bf5
es.weso	typing_3	0.2.20		e1743ca9f0d91184c888a9870521609702f6f8dd
es.weso	typing_3	0.2.23		6a3cd2ff487d39e036fb1fc8fb5e57cfba2e2698
es.weso	typing_3	0.2.24		7781d88c83440939be999fd14165c144716125d0
es.weso	typing_3	0.2.25		63c98f1670e7d0afdf133555ce7cdd174cf4323e
es.weso	typing_3	0.2.3		1ef2c5fe9fe70a557f835001f0efbcf6f609f88a
es.weso	typing_3	0.2.4		5a9ee7e9ab8b261ac4f1019ac45c13c94706a9d6
fun.pplm.framework.poplar	poplar-starter-session-jwt	1.10.19		65e525d553692972609eddf0c9ccec3d5a95f9b6
fun.pplm.framework.poplar	poplar-starter-session-jwt	1.10.20		9dcd0ef2106b5cad760677fbac0f7baf3569f4b2
fun.pplm.framework.poplar	poplar-starter-session-jwt	1.11.21		N/A
fun.pplm.framework.poplar	poplar-starter-session-jwt	1.2.1		3c7005d7da42c9b1937fbd00a1c49044fd8fae5a
fun.pplm.framework.poplar	poplar-starter-session-jwt	1.3.1		47c9256176542f47ec66972d76f822ad81beaa3a
fun.pplm.framework.poplar	poplar-starter-session-jwt	1.3.2		4e2956717342ade92e5a38c66ce58a21d64d24db
fun.pplm.framework.poplar	poplar-starter-session-jwt	1.3.3		2254eb4c8a339f1f2fd611bcc8c21675654c78b8
fun.pplm.framework.poplar	poplar-starter-session-jwt	1.3.4		3d78eeac57444bc56a59e6ba7de2ca600a57e5d2
fun.pplm.framework.poplar	poplar-starter-session-jwt	1.3.5		550efe2820a19f9156af359d14f12521882cf2ef
fun.pplm.framework.poplar	poplar-starter-session-jwt	1.4.6		73c034cba03f5371558400803dbf74ce8cb91614
fun.pplm.framework.poplar	poplar-starter-session-jwt	1.5.7		03e5de966d6a8d8e5dda93824dfa0be9b936fe4a
fun.pplm.framework.poplar	poplar-starter-session-jwt	1.5.8		d919fd254c9308b3255c0c2f855e3fc803fceef6
fun.pplm.framework.poplar	poplar-starter-session-jwt	1.5.9		e63abd01b1797f975bd933f15f26e70d41fa32fb
fun.pplm.framework.poplar	poplar-starter-session-jwt	1.6.10		93d9fa3ad85e128c81965c6ca15b0738a86150ce
fun.pplm.framework.poplar	poplar-starter-session-jwt	1.6.11		acee2be2def7fbb946195736c6ffc74be4227ff8
fun.pplm.framework.poplar	poplar-starter-session-jwt	1.6.12		2c9fe62d1add03a148c9b83d207b526077aaa079
fun.pplm.framework.poplar	poplar-starter-session-jwt	1.6.13		918d1faddb3c953b6451a5ccb074f0489db8428f
fun.pplm.framework.poplar	poplar-starter-session-jwt	1.7.14		15b6a313c6ce5b4627ae5d128f9a0a3c1ac72950
fun.pplm.framework.poplar	poplar-starter-session-jwt	1.8.15		f3e0fca490d3f089e058566a25e6e78ec0a0e566
fun.pplm.framework.poplar	poplar-starter-session-jwt	1.8.16		e8d0a393ae358f37a2cd0e8bf4986d741691f477
fun.pplm.framework.poplar	poplar-starter-session-jwt	1.8.17		3dba18999b6657ecdff8c6f00f4a5d0ca90b8459
fun.pplm.framework.poplar	poplar-starter-session-jwt	1.9.18		3d4b0e12791b8c40a0475fea64be6c12e452507b
io.gitee.litong	jwt-api	1.0.4		e30603ac9adcb769b16b705fc0f746f4d76b3388
io.gitee.litong	jwt-api	1.0.5		f77b7631dbff37211a00af6503192eed056077fd
io.gitee.litong	jwt-api	1.0.7		900a7efca87e575204c8fb441e8dfba367e095b1
io.github.gmerinojimenez	tweaks-no-op	0.0.1		N/A
io.github.gmerinojimenez	tweaks-no-op	0.0.10		N/A
io.github.gmerinojimenez	tweaks-no-op	0.0.11		N/A
io.github.gmerinojimenez	tweaks-no-op	0.0.12		N/A
io.github.gmerinojimenez	tweaks-no-op	0.0.13		N/A
io.github.gmerinojimenez	tweaks-no-op	0.0.14		N/A
io.github.gmerinojimenez	tweaks-no-op	0.0.15		N/A
io.github.gmerinojimenez	tweaks-no-op	0.0.16		N/A
io.github.gmerinojimenez	tweaks-no-op	0.0.17		N/A
io.github.gmerinojimenez	tweaks-no-op	0.0.18		N/A
io.github.gmerinojimenez	tweaks-no-op	0.0.2		N/A
io.github.gmerinojimenez	tweaks-no-op	0.0.3		N/A
io.github.gmerinojimenez	tweaks-no-op	0.0.4		N/A
io.github.gmerinojimenez	tweaks-no-op	0.0.5		N/A
io.github.gmerinojimenez	tweaks-no-op	0.0.6		N/A
io.github.gmerinojimenez	tweaks-no-op	0.0.7		N/A
io.github.gmerinojimenez	tweaks-no-op	0.0.8		N/A
io.github.gmerinojimenez	tweaks-no-op	0.0.9		N/A
io.github.kdroidfilter	platformtools.darkmodedetector	0.2.6		673ce39ffef1885b44384c8be1cd4faeeafab3f9
io.github.kdroidfilter	platformtools.darkmodedetector	0.2.7		673ce39ffef1885b44384c8be1cd4faeeafab3f9
io.github.kdroidfilter	platformtools.darkmodedetector	0.2.8		ac8dbc88429961ade8b0bdf9a9ac355ede500150
io.github.kdroidfilter	platformtools.darkmodedetector	0.2.9		ac8dbc88429961ade8b0bdf9a9ac355ede500150
io.github.martinffx	finagle-prometheus_2.12	1.0.0		d166eda473c79a6df5062aa4ef20a9019baa1531
io.github.mflisar.composedebugdrawer	plugin-kotpreferences	0.6.0		N/A
io.github.mflisar.composedebugdrawer	plugin-kotpreferences	0.7.0		N/A
io.github.mflisar.composedebugdrawer	plugin-kotpreferences	0.7.1		N/A
io.github.reactivecircus.cache4k	cache4k-watchossimulatorarm64	0.10.0		N/A
io.github.reactivecircus.cache4k	cache4k-watchossimulatorarm64	0.10.0	metadata	01d12213f33c6cf754c577efefb7feaa9d136a61
io.github.reactivecircus.cache4k	cache4k-watchossimulatorarm64	0.11.0		N/A
io.github.reactivecircus.cache4k	cache4k-watchossimulatorarm64	0.11.0	metadata	46f909d10ab14332f99e8b19cf28e330576f4651
io.github.reactivecircus.cache4k	cache4k-watchossimulatorarm64	0.12.0		N/A
io.github.reactivecircus.cache4k	cache4k-watchossimulatorarm64	0.12.0	metadata	21f44b8d813b3bd792f5d87525998f46e2d21611
io.github.reactivecircus.cache4k	cache4k-watchossimulatorarm64	0.13.0		N/A
io.github.reactivecircus.cache4k	cache4k-watchossimulatorarm64	0.13.0	metadata	f4e2e8970dce7e5ae40603f0d36783398d4f2dbd
io.github.reactivecircus.cache4k	cache4k-watchossimulatorarm64	0.14.0		N/A
io.github.reactivecircus.cache4k	cache4k-watchossimulatorarm64	0.14.0	metadata	27ca4605b040cc34e0930cb604e8166fbfb88666
io.hypertrack	consumer	1.5.0		N/A
io.mraa.at.upm	upm_lp8860	1.2.0		N/A
io.mraa.at.upm	upm_lp8860	1.3.0		N/A
io.mraa.at.upm	upm_lp8860	1.5.0		N/A
io.mraa.at.upm	upm_lp8860	1.6.0		N/A
it.twenfir	prtfparser	0.0.1		ef9ad522b8831d5557da8e8ee7230fb2d4c6ae75
it.twenfir	prtfparser	0.1.0		749bb5a2e37267efff466927df40dc5929af05b9
me.zhanghai.android.libarchive	library	1.0.0		N/A
me.zhanghai.android.libarchive	library	1.0.1		N/A
me.zhanghai.android.libarchive	library	1.0.2		N/A
me.zhanghai.android.libarchive	library	1.0.3		N/A
me.zhanghai.android.libarchive	library	1.1.0		N/A
me.zhanghai.android.libarchive	library	1.1.1		N/A
me.zhanghai.android.libarchive	library	1.1.2		N/A
me.zhanghai.android.libarchive	library	1.1.3		N/A
me.zhanghai.android.libarchive	library	1.1.4		N/A
net.databinder	dispatch-json_2.8.0.RC1	0.7.3		cafd54336233f1b27a1b6f1c39e03c8756ce4699
net.databinder	dispatch-json_2.8.0.RC1	0.7.4		addb96548fcb245fca7a80054ed875765d690966
net.databinder	dispatch-json_2.8.0.RC1	0.8.0.Beta1		60f37a49e608f934a96c3cc424d297704ee79a1c
net.databinder	unfiltered-filter-uploads_2.9.0-1	0.6.2		38008a4f4c42f08c32aef42192c0a552ba47d1f3
net.databinder	unfiltered-filter-uploads_2.9.0-1	0.6.3		105c66dbcb36784bc1383cd15213b84db0915179
net.databinder	unfiltered-filter-uploads_2.9.0-1	0.6.4		3918e3f6d209664598fae5df8829d11ada2d863b
net.databinder	unfiltered-filter-uploads_2.9.0-1	0.6.5		1f4f4ceda00f5e1fa5052c0a0c303a93dc49e0d5
net.nan21.dnet	nan21.dnet.module.hr.presenter	1.0.2		b556ffb1548db3352a078c3ac89ddb6390d22a70
net.nan21.dnet	nan21.dnet.module.hr.presenter	1.0.3		89fb3a852321c9bd944c7e585a1ca1a64a68d2e2
net.nan21.dnet	nan21.dnet.module.hr.presenter	1.0.4		9b10ff9e2e81e7f4a1592066aea2a06c9d9a5044
net.nan21.dnet	nan21.dnet.module.hr.presenter	1.0.5		d34c1cd2aa32a7cba69ccd17ca14c7d140ea9cdf
net.nan21.dnet	nan21.dnet.module.hr.presenter	1.0.6		6e62ea386b999b6b0c70c5abdb285821af1f7472
net.sf.wsag4j.types	wsag4j-extension-types	1.0.3		9983a3fb95c795d274661e1b51397c80fb45d755
org.apache.camel.springboot	camel-bean-validator-starter	3.0.0		5d652d6527620f35921e8c05ee2edf1915ee6238
org.apache.camel.springboot	camel-bean-validator-starter	3.0.1		b222cde4556f0ff09862e06eaf0a7b331dc9639b
org.apache.camel.springboot	camel-bean-validator-starter	3.1.0		3d77c3847682179ecd7b1a085f82239d330a7929
org.apache.camel.springboot	camel-bean-validator-starter	3.10.0		5f131e27b6aca96fe6ac7a85a6caf3a664f0738c
org.apache.camel.springboot	camel-bean-validator-starter	3.11.0		e79bd5583581759cf422c0c07499f05b1d6220e4
org.apache.camel.springboot	camel-bean-validator-starter	3.11.1		1a541ba00750225c52dcad9c74ad6f475e38de71
org.apache.camel.springboot	camel-bean-validator-starter	3.11.2		ac0752d59634036832e4f06c60482644210b90f2
org.apache.camel.springboot	camel-bean-validator-starter	3.11.3		8c3a8f3101fb7d42f3d33c06730e700ae6e331e7
org.apache.camel.springboot	camel-bean-validator-starter	3.11.4		7baa3fac0df754e0343da1f51ec8165b2c68b68d
org.apache.camel.springboot	camel-bean-validator-starter	3.11.5		a9c7ef58147108baaf4bc55084c6e882a4c71c62
org.apache.camel.springboot	camel-bean-validator-starter	3.11.6		f03e23c0009cbd6cbb7cc4268c0e5c766e826add
org.apache.camel.springboot	camel-bean-validator-starter	3.11.7		9fa1ea1f6c32a9385e69e25d876140d8285adec7
org.apache.camel.springboot	camel-bean-validator-starter	3.12.0		3cb02338bd6d314c3265b6a032387549283dbe1d
org.apache.camel.springboot	camel-bean-validator-starter	3.13.0		9cbf6104cfff75a7d482698d5e42eaa8a3370a5f
org.apache.camel.springboot	camel-bean-validator-starter	3.14.0		f8cd840ffbc8888e3c02362a5b89884377e6f111
org.apache.camel.springboot	camel-bean-validator-starter	3.14.1		c1ef4931d7425b0612d46f5dc18dafee88d4a736
org.apache.camel.springboot	camel-bean-validator-starter	3.14.10		f389ff2446fa8a7371ee8b1c73a52742c6175dee
org.apache.camel.springboot	camel-bean-validator-starter	3.14.2		47cf3ec85b6b37b1841b247edcb376605d8d7f1d
org.apache.camel.springboot	camel-bean-validator-starter	3.14.3		7359454417986caf60eab341da30510a48899934
org.apache.camel.springboot	camel-bean-validator-starter	3.14.4		5bd8393f2e5300966d069c5fcdedf34445e47840
org.apache.camel.springboot	camel-bean-validator-starter	3.14.5		03db6dc6ffb94917db3c8e00db4b79548c408adf
org.apache.camel.springboot	camel-bean-validator-starter	3.14.6		72035027979ad9e720ed57551671b4879166699c
org.apache.camel.springboot	camel-bean-validator-starter	3.14.7		603e716b4c80ac59e4d86b0c3d1f3703f9aa5798
org.apache.camel.springboot	camel-bean-validator-starter	3.14.8		64747809b7a729313bf211abf2204534fab6aebe
org.apache.camel.springboot	camel-bean-validator-starter	3.14.9		65805d9ea6c904fd012e3ee81ff8841ba1ac68a4
org.apache.camel.springboot	camel-bean-validator-starter	3.15.0		10b4b8f18a8502de58ab735e3a98a2496dfb0d35
org.apache.camel.springboot	camel-bean-validator-starter	3.16.0		14ee51d4a4429a03a30f5b6ecdb5830e792dbcc7
org.apache.camel.springboot	camel-bean-validator-starter	3.17.0		3cfbec552d937509e61781d2bcd2e0773983ef74
org.apache.camel.springboot	camel-bean-validator-starter	3.18.0		f4fc92e4f3a505b739a60fbaa7d34636e7c27d74
org.apache.camel.springboot	camel-bean-validator-starter	3.18.1		197b486e44a6df37a6038ec8eeb7be50f81b0d19
org.apache.camel.springboot	camel-bean-validator-starter	3.18.2		a1a86e97d5b5dc1b3f2a7aae5c70576dc9ef4f6b
org.apache.camel.springboot	camel-bean-validator-starter	3.18.3		48a2905860c30e3bb65876dae31d188d625fcad4
org.apache.camel.springboot	camel-bean-validator-starter	3.18.4		b8b0fdd14b06d149a065dfbbb2f23a21933b7309
org.apache.camel.springboot	camel-bean-validator-starter	3.18.5		a44f9be97dfd40c1248cb1ca019668ab1cb7e29d
org.apache.camel.springboot	camel-bean-validator-starter	3.18.6		de7fff337f8ea999237d5e03c513a09dc7dcb2c5
org.apache.camel.springboot	camel-bean-validator-starter	3.18.7		781cfae754f8cdfdc82f71c9870fceced36c2f69
org.apache.camel.springboot	camel-bean-validator-starter	3.18.8		44846b7d07c687f524ca2b45708a1181cd7cdb8d
org.apache.camel.springboot	camel-bean-validator-starter	3.19.0		106360697ab4165887b2218b225aeed2471f60da
org.apache.camel.springboot	camel-bean-validator-starter	3.2.0		c0bfa917ba2dffdd3bce78d4e12334e835808a60
org.apache.camel.springboot	camel-bean-validator-starter	3.20.0		92d88b324cc249e30a9abc40bb734a7ca1bf7f72
org.apache.camel.springboot	camel-bean-validator-starter	3.20.1		7aaa3aca3adca0fd84fdb64737ff4b3b89a62c02
org.apache.camel.springboot	camel-bean-validator-starter	3.20.2		ba54e61261c3ed861c5d39af6340ebcaddfde20d
org.apache.camel.springboot	camel-bean-validator-starter	3.20.3		096e29f58069ecdc9371ff106f13592ddadbce0c
org.apache.camel.springboot	camel-bean-validator-starter	3.20.4		b1698651a3f5ef295dd511f570bb04debc3975d3
org.apache.camel.springboot	camel-bean-validator-starter	3.20.5		14c36ac7e30db71b1e354dc426dcc5774aa8a040
org.apache.camel.springboot	camel-bean-validator-starter	3.20.6		db5ac1e4990da89bbc0e1ca947057a1cfb6d05e2
org.apache.camel.springboot	camel-bean-validator-starter	3.20.7		c9bf0b0771c2453cb309d682f0bdf2e1e0f550d3
org.apache.camel.springboot	camel-bean-validator-starter	3.20.8		320c289954b961abdc08b6e385c2a95cc4db03d8
org.apache.camel.springboot	camel-bean-validator-starter	3.20.9		93a217f6159956941238c72e385b8ab56f14942c
org.apache.camel.springboot	camel-bean-validator-starter	3.21.0		cb05d16e56525006b1c73c33241b05c04f9f43a6
org.apache.camel.springboot	camel-bean-validator-starter	3.21.1		9105dd84405204fef735cb74da803cab0a60dc2c
org.apache.camel.springboot	camel-bean-validator-starter	3.21.2		26c699dc078a22349dcda7eb745083afc84643d6
org.apache.camel.springboot	camel-bean-validator-starter	3.21.3		2b06ce548e89d566fe6f90312135968e15ac2417
org.apache.camel.springboot	camel-bean-validator-starter	3.21.4		a328803d2105ac68c4f3a35831869ca62d047759
org.apache.camel.springboot	camel-bean-validator-starter	3.21.5		a3ba7cfa3746cb678ac1b7dca3e4ee1d050e545f
org.apache.camel.springboot	camel-bean-validator-starter	3.22.0		2efd9bdb8c39f699dc46d9bc3294d62d051d6241
org.apache.camel.springboot	camel-bean-validator-starter	3.22.1		6bf0cf7329d9fcec8959cb1493d42fafc63c8736
org.apache.camel.springboot	camel-bean-validator-starter	3.22.2		1b48ed3744fa16e5fb9d3418c3a1c58d706106c8
org.apache.camel.springboot	camel-bean-validator-starter	3.22.3		81f3941287daf9dcce70b1d2877492bba4d29de6
org.apache.camel.springboot	camel-bean-validator-starter	3.22.4		8b8fbffe1e9bd50222ea34277ad0974b3afb6f4d
org.apache.camel.springboot	camel-bean-validator-starter	3.3.0		adc3277084691aac67ad764dd37fe7fa8404cba6
org.apache.camel.springboot	camel-bean-validator-starter	3.4.0		6bc1ec1a7633376974728de49fdc130e518e9158
org.apache.camel.springboot	camel-bean-validator-starter	3.4.1		d5ea05262f84627bcbaf04ee27ee21457008eb73
org.apache.camel.springboot	camel-bean-validator-starter	3.4.2		23063849c77c4463d1bf36c1912e669902b6d11b
org.apache.camel.springboot	camel-bean-validator-starter	3.4.3		55ee5c54c49b0529ab52ec24c39109778c9b6186
org.apache.camel.springboot	camel-bean-validator-starter	3.4.4		c23028798a2429e5f9405bfa0b8fd4cb6a149f8e
org.apache.camel.springboot	camel-bean-validator-starter	3.4.5		e33170733bef1af8f85f04d5473b32b203c17eec
org.apache.camel.springboot	camel-bean-validator-starter	3.4.6		72a75107b819dd6535cddea334f0d60820d5ef61
org.apache.camel.springboot	camel-bean-validator-starter	3.5.0		13e54d5e4bdb8767cba12be19869a55a06561c18
org.apache.camel.springboot	camel-bean-validator-starter	3.6.0		0d65969243534b1109a8ffce0797bc3b93771175
org.apache.camel.springboot	camel-bean-validator-starter	3.7.0		2ecba16560e7848bbd9d92abbc59352d5d04074a
org.apache.camel.springboot	camel-bean-validator-starter	3.7.1		fefa73f1238e2ef08e60cca8461018b394ec572d
org.apache.camel.springboot	camel-bean-validator-starter	3.7.2		42608be9d15e00c51eb8aa66a3b2ce0dd6d3861e
org.apache.camel.springboot	camel-bean-validator-starter	3.7.3		aa62ff09e78c715328bff7fc1478b580b2da8057
org.apache.camel.springboot	camel-bean-validator-starter	3.7.4		58cfd982cf4c1f908535078ef705f80093ce66da
org.apache.camel.springboot	camel-bean-validator-starter	3.7.5		dec4d1e4c3d436e92a8f978e7091b21a5c7d0d85
org.apache.camel.springboot	camel-bean-validator-starter	3.7.6		2571dcc727fe032182c5e83493e4b4a84a2dcd35
org.apache.camel.springboot	camel-bean-validator-starter	3.7.7		c56bb85c0a445379ce8cf372b07c9c7ef01b94f2
org.apache.camel.springboot	camel-bean-validator-starter	3.8.0		3f292b7f9d93ff465b4847cd8e8b278c8f3272cc
org.apache.camel.springboot	camel-bean-validator-starter	3.9.0		dee51a55f0774536d08620e1b588539e6c9d1047
org.apache.camel.springboot	camel-bean-validator-starter	4.0.0		da71ee0c1426fa8c44c7959c6b2421b5670bb0bf
org.apache.camel.springboot	camel-bean-validator-starter	4.0.0-M1		98f5e78c310029a2c7cc0a2ccb3d17fe9c23fc48
org.apache.camel.springboot	camel-bean-validator-starter	4.0.0-M2		8ba38eba28469298309ad6f146b05b0914c21a41
org.apache.camel.springboot	camel-bean-validator-starter	4.0.0-M3		0ba65dd4171b66d7e206ea2baa29f90c35ece478
org.apache.camel.springboot	camel-bean-validator-starter	4.0.0-RC1		f7aaa96ebd865d6b62fe2e579577942f7728a4cb
org.apache.camel.springboot	camel-bean-validator-starter	4.0.0-RC2		555f592600a5df3913d7b358c5d268bc7758c481
org.apache.camel.springboot	camel-bean-validator-starter	4.0.1		e59fd3bbf7e02cc1fcc2a5a6eed1f79709fff082
org.apache.camel.springboot	camel-bean-validator-starter	4.0.2		f1211a881fcce117b14aa7977206d3d6e60db315
org.apache.camel.springboot	camel-bean-validator-starter	4.0.3		20df9e991e89013e4f9fc159854c9bb843f77295
org.apache.camel.springboot	camel-bean-validator-starter	4.0.4		9077ec48cdd8d827cd57f2b7026231537679325b
org.apache.camel.springboot	camel-bean-validator-starter	4.0.5		0dd01606cfdc7b646eb620aadc6bfb042a48e13a
org.apache.camel.springboot	camel-bean-validator-starter	4.0.6		bcd23515ba4f6b881e41c18c60729d2a6672b4c9
org.apache.camel.springboot	camel-bean-validator-starter	4.1.0		76959f81fbbf4b573969dfb168c17ff0e78351a9
org.apache.camel.springboot	camel-bean-validator-starter	4.10.0		b18bd2cd9f00eea8c50f20130dd35197a63b54de
org.apache.camel.springboot	camel-bean-validator-starter	4.10.1		845153b530e3a2f878038960a7290f4bd3166f3e
org.apache.camel.springboot	camel-bean-validator-starter	4.10.2		5bd7708ba6e6591d5eb2d318a512f79e8ed05551
org.apache.camel.springboot	camel-bean-validator-starter	4.10.3		d29599bd35d712df2a81000343abcf1c0ee138ef
org.apache.camel.springboot	camel-bean-validator-starter	4.10.4		97ed0e6e9bca8f1b6561d46b937a9c0974b417f8
org.apache.camel.springboot	camel-bean-validator-starter	4.11.0		b5c90bf2ad11fa0c945bc31d58bd6b007036b230
org.apache.camel.springboot	camel-bean-validator-starter	4.2.0		814c46a62abc2f16af5a6b5d5d9dfb5ad1bc94ad
org.apache.camel.springboot	camel-bean-validator-starter	4.3.0		a4c78d2e0f32eb6f3481552e2a5fd6ad013b9996
org.apache.camel.springboot	camel-bean-validator-starter	4.4.0		08f71f847b9537072fc008038bff031071c75b79
org.apache.camel.springboot	camel-bean-validator-starter	4.4.1		a92ac5e38fcb6bb084feb508d2a7324981db32aa
org.apache.camel.springboot	camel-bean-validator-starter	4.4.2		95654395ad26440244e7afd8527ad1b1949f75f7
org.apache.camel.springboot	camel-bean-validator-starter	4.4.3		281c3302740c791706c8fb12e43120436d8eb2fa
org.apache.camel.springboot	camel-bean-validator-starter	4.4.4		a055ecac3419c1f92dca110868555552a23b6959
org.apache.camel.springboot	camel-bean-validator-starter	4.4.5		f9ac992c9bf20e5e73cb2aa2c32cb8cbcb8a32f6
org.apache.camel.springboot	camel-bean-validator-starter	4.5.0		b30b5e26d2c2345df641a5f5bc612c5c9aec6123
org.apache.camel.springboot	camel-bean-validator-starter	4.6.0		556e379189c5b42579dd6e4bc53f330ba3df012b
org.apache.camel.springboot	camel-bean-validator-starter	4.7.0		c004f0b541155c3fd1a419b4bea7f2f1eb5091d0
org.apache.camel.springboot	camel-bean-validator-starter	4.8.0		0405c39456c6168387633f1cd3e77e89c501b48b
org.apache.camel.springboot	camel-bean-validator-starter	4.8.1		c4679ebd489df6719669c8b2853561e812be72c1
org.apache.camel.springboot	camel-bean-validator-starter	4.8.2		8fd8f2e588c9734d7f024662320402b6efb96f8d
org.apache.camel.springboot	camel-bean-validator-starter	4.8.3		949d704e916ad54c70127a652e3b22f9e29b8c84
