com.adyen.checkout	dotpay-base	3.8.3		N/A
com.linkedin.pegasus	restli-int-test-server	23.0.19		15869e63b7f7eab4f28e213008201d4c9c9529c0
com.linkedin.pegasus	restli-int-test-server	24.0.2		dc2e9f5308171103295822ef42a33f2c532dd95f
com.linkedin.pegasus	restli-int-test-server	27.7.18		7f122b9604be0b19a7d16edd214039c3232fa89c
com.linkedin.pegasus	restli-int-test-server	3.1.1		c9897819ec69d598509e06b54b309e3e5ed20b48
com.linkedin.pegasus	restli-int-test-server	3.1.2		82332548bb08d25f948a67bfd9eae92d59a04542
com.linkedin.pegasus	restli-int-test-server	5.0.19		69c643c0a98b8661a249aaa8b1b07cd3d7c06e96
com.linkedin.pegasus	restli-int-test-server	6.0.12		08bcff19b78f0906c74e075a3f2f667ba8a6dab5
com.opentable.components	otj-lifecycle	1.2.0		15f5d8a4bb8af0d0756013647235432eb0cf3dfb
com.opentable.components	otj-lifecycle	1.2.1		921ef613b4f90ee4098a9b770a880154828389ec
com.opentable.components	otj-lifecycle	1.3.0		c6dff736109f43996feeb1a10cb1ca89faa1c2aa
com.opentable.components	otj-lifecycle	1.3.1		bfe0a98c510016aca9afe9115e2c2c0c3bdd571b
com.payclip	sdk	1.3.0		N/A
com.sschr15.annotations	jb-annotations-kmp-androidnativex86	24.0.1		N/A
com.sschr15.annotations	jb-annotations-kmp-androidnativex86	24.1.0		N/A
com.sschr15.annotations	jb-annotations-kmp-androidnativex86	24.1.0+apple		N/A
com.trueaccord.scalapb	protoc-bridge_2.12.0-M5	0.2.0		d972a4993f34ab24297283a5686eee25fef74134
com.trueaccord.scalapb	protoc-bridge_2.12.0-M5	0.2.1		a860c3afb4a39d56b63c425eaf8923cd11c815d9
com.trueaccord.scalapb	protoc-bridge_2.12.0-M5	0.2.2		c9581b64f242f724ea0c4ad85b87b5a6d9364c47
com.victorivri	adjective_sjs1_2.12	0.5.0		423e052d1c467d34be16bcdcfedd828a2c81831d
com.victorivri	adjective_sjs1_2.12	0.5.1		a466a6d2cfcdfeca2d0a3d0a7397237b22ae22c6
com.yunpian.sdk	yunpian-java-sdk	1.0		292a66dbc4bbade293f1e87e0ed1df9b7aa3a86b
com.yunpian.sdk	yunpian-java-sdk	1.0.1		02420cab5494038bb1dc6192e51d35eb97aeb6d7
com.yunpian.sdk	yunpian-java-sdk	1.1		24918b17698d50d161b71d5fdbe74cbbb01fd0b1
com.yunpian.sdk	yunpian-java-sdk	1.1.1		e3e779c26b59abb8b7e7c03d6b6968d6a0a55d61
com.yunpian.sdk	yunpian-java-sdk	1.1.3		35d5d7039cb84ec12ae08178acff72e4c21d1a19
com.yunpian.sdk	yunpian-java-sdk	1.2.0		2a746d436fdcd806b44cbf2324a3b7575525fd62
com.yunpian.sdk	yunpian-java-sdk	1.2.1		35e4dc2a9e30ceb30deebb8e21969154d0bbbfad
com.yunpian.sdk	yunpian-java-sdk	1.2.2		64c1acc3666eed0d0f9d549fc900fae4e46663aa
com.yunpian.sdk	yunpian-java-sdk	1.2.2	jar-with-dependencies	73a4161eaf5dd1288bb2b1994525126b53a14eb2
com.yunpian.sdk	yunpian-java-sdk	1.2.3		9bd740e4760b6279b72e0b620e09793a263b34e7
com.yunpian.sdk	yunpian-java-sdk	1.2.3	jar-with-dependencies	a2c1bee099d4305ea1dcd94540acc03ca4ae035f
com.yunpian.sdk	yunpian-java-sdk	1.2.4		f666da0de63eb7103e84d29c9bd87a374cc1af85
com.yunpian.sdk	yunpian-java-sdk	1.2.4	jar-with-dependencies	9accb256c33015c850d47a329a73c6fed7230a01
com.yunpian.sdk	yunpian-java-sdk	1.2.5		9b176c40e38203976010f45031bdd62672321f71
com.yunpian.sdk	yunpian-java-sdk	1.2.5	jar-with-dependencies	1ae4039d947d76426f34fdd963aa42edc3dd384b
com.yunpian.sdk	yunpian-java-sdk	1.2.6		1ae404dc24c8a088a88166d9d9d6f0f208d022af
com.yunpian.sdk	yunpian-java-sdk	1.2.6	jar-with-dependencies	b98693fcb3f25b73c67095e9f6e67aeeb1c6de98
com.yunpian.sdk	yunpian-java-sdk	1.2.7		c64325c18b5ff3088e264dd35176eebd9854006a
com.yunpian.sdk	yunpian-java-sdk	1.2.7	jar-with-dependencies	88f3de2510ba247bfd4a727a60bb44454ee0bca8
com.zerodeplibs	zerodep-web-push-java-ext-jwt-auth0	1.1.0		2899679d20f91862c228f656f162853c509f7253
com.zerodeplibs	zerodep-web-push-java-ext-jwt-auth0	1.2.0		d303c54a01a18711ba291bce788708109e7679b2
com.zerodeplibs	zerodep-web-push-java-ext-jwt-auth0	1.3.0		1c665837bb88ca34e7440acd0d7194c05014935f
com.zerodeplibs	zerodep-web-push-java-ext-jwt-auth0	1.3.1		1095ea0312378a967d71af7c1aa2d320ffa50f2d
com.zerodeplibs	zerodep-web-push-java-ext-jwt-auth0	1.3.2		0226cbd6074bd5931c66c1bf633a55a9b1115c4a
com.zerodeplibs	zerodep-web-push-java-ext-jwt-auth0	1.4.0		6567cfa813ef692b3cec46f4781c8f363eeaa16b
com.zerodeplibs	zerodep-web-push-java-ext-jwt-auth0	1.5.0		85bc856384ceabe95a1f20d2aad3cf91191ece2d
com.zerodeplibs	zerodep-web-push-java-ext-jwt-auth0	1.6.0		4a24b8b13f6aa6c4cde7971d45d84301e95151c4
