cn.alvince.zanpakuto	lifecycle-stdlib1.3	1.0.0		N/A
no.nav.tjenestespesifikasjoner	henvendelse-meldinger-tjenestespesifikasjon	1.2019.04.04-09.14-c6cea90b8e95		c4098840b108e21dae1030b722629f5240860208
no.nav.tjenestespesifikasjoner	henvendelse-meldinger-tjenestespesifikasjon	1.2019.04.05-09.36-fbdf6a084578		0c3a4212c586ae7b575dfcb630c7b6dc82b338c0
no.nav.tjenestespesifikasjoner	henvendelse-meldinger-tjenestespesifikasjon	1.2019.05.23-08.28-c9a2c8477f7d		5ac327885cf54685ccf879c80a414b9283881779
no.nav.tjenestespesifikasjoner	henvendelse-meldinger-tjenestespesifikasjon	1.2019.05.31-14.28-6627afa127a2		3894aef76228439c806242c68134988530c561d9
no.nav.tjenestespesifikasjoner	henvendelse-meldinger-tjenestespesifikasjon	1.2019.06.04-10.12-7ca179183512		b24299fb8ed9ef2cd36e121327de21953540d3af
no.nav.tjenestespesifikasjoner	henvendelse-meldinger-tjenestespesifikasjon	1.2019.06.04-12.36-7ca179183512		1f35839d32b7c35b37e8220923c783bbf0ae928b
no.nav.tjenestespesifikasjoner	henvendelse-meldinger-tjenestespesifikasjon	1.2019.06.11-13.36-786a4cec3151		f8898a64a95931f4624bda69cda54d86cc9bee09
no.nav.tjenestespesifikasjoner	henvendelse-meldinger-tjenestespesifikasjon	1.2019.07.10-10.57-b55f47790a9d		3f62f6ed6f9e53b4920aab434f1d2f39ee61ec01
no.nav.tjenestespesifikasjoner	henvendelse-meldinger-tjenestespesifikasjon	1.2019.07.10-12.21-b55f47790a9d		618645eff37439f42686ac6cc15c5d21275e51e3
no.nav.tjenestespesifikasjoner	henvendelse-meldinger-tjenestespesifikasjon	1.2019.07.11-06.47-b55f47790a9d		487533403a0f23c38e9dea69bcd69bf879736682
no.nav.tjenestespesifikasjoner	henvendelse-meldinger-tjenestespesifikasjon	1.2019.08.12-12.12-4258f3dded02		f2382d67c4748ec749e106425184406d65882eb1
no.nav.tjenestespesifikasjoner	henvendelse-meldinger-tjenestespesifikasjon	1.2019.08.16-13.46-35cbdfd492d4		48925a010b9d2cc7e264910014d94aecd880e75a
no.nav.tjenestespesifikasjoner	henvendelse-meldinger-tjenestespesifikasjon	1.2019.09.25-00.21-49b69f0625e0		b5c463d1a488091be51d8f8450075c5e1a495b65
org.activecomponents.jadex	jadex-platform-extension-webservice-desktop-grizzly	3.0-DEVELOPMENT		b4e00b885c4871298fff23b999cf9a3bdc1db076
org.activecomponents.jadex	jadex-platform-extension-webservice-desktop-grizzly	3.0.0		169e3fd93e723edd189cae7b02569af0b0dab72b
org.activecomponents.jadex	jadex-platform-extension-webservice-desktop-grizzly	3.0.0-RC16		a86ebbf74b12e0bf19953ae4cf49f3064b9c2671
org.activecomponents.jadex	jadex-platform-extension-webservice-desktop-grizzly	3.0.0-RC32		c1f37743fadc87fe556a6e1b8897004f4f491eb5
org.activecomponents.jadex	jadex-platform-extension-webservice-desktop-grizzly	3.0.0-RC51		6f278e84566d25a497f3d9d80e925575c147eea2
org.activecomponents.jadex	jadex-platform-extension-webservice-desktop-grizzly	3.0.0-RC63		0d88ea0aeb66e2c72c52ab4d511b8d7b854d01e5
org.activecomponents.jadex	jadex-platform-extension-webservice-desktop-grizzly	3.0.0-RC68		fc4f8a3cbaf96570cb02024451b23e68f8324c1e
org.activecomponents.jadex	jadex-platform-extension-webservice-desktop-grizzly	3.0.0-RC80		8877dc302637e587172a0376cae75b6502cfe6c1
org.activecomponents.jadex	jadex-platform-extension-webservice-desktop-grizzly	3.0.1		914abc4b912aa3eaa853c37fa294a6deb1946e0c
org.activecomponents.jadex	jadex-platform-extension-webservice-desktop-grizzly	3.0.102		611d5e302fd14230c9cd2920f2198d6d939d1b59
org.activecomponents.jadex	jadex-platform-extension-webservice-desktop-grizzly	3.0.106		ad74f86f045f21d03064fc91638c171565fd0194
org.activecomponents.jadex	jadex-platform-extension-webservice-desktop-grizzly	3.0.112		17c781f2185eb82ac2d75a198409af43a857d95b
org.activecomponents.jadex	jadex-platform-extension-webservice-desktop-grizzly	3.0.113		e2bfe37c0ed207a27b6bd81df5600380b5cf380b
org.activecomponents.jadex	jadex-platform-extension-webservice-desktop-grizzly	3.0.115		5bb6777b93903867f10a4e7fc9e476cb1034d2f9
org.activecomponents.jadex	jadex-platform-extension-webservice-desktop-grizzly	3.0.117		b728e3f48be4c528cc0cc7920b2572ce8972f59a
org.activecomponents.jadex	jadex-platform-extension-webservice-desktop-grizzly	3.0.43		59184743c95d46bd7f9f38c2e759b776c4c3b554
org.activecomponents.jadex	jadex-platform-extension-webservice-desktop-grizzly	3.0.69		d4f185cf380893d1ef567657e4f5840a3109c4b6
org.activecomponents.jadex	jadex-platform-extension-webservice-desktop-grizzly	3.0.7		e5d47084cd3e4dd3f9de1c209da66a57fb719d31
org.activecomponents.jadex	jadex-platform-extension-webservice-desktop-grizzly	3.0.70		acbd7d1bfb8333550635e005e072564d516f8bd8
org.activecomponents.jadex	jadex-platform-extension-webservice-desktop-grizzly	3.0.71		59bd627f78837b73556c6154f06346f9775cc0cb
org.activecomponents.jadex	jadex-platform-extension-webservice-desktop-grizzly	3.0.72		3926070bb426712b00bbe013977fd4b22d6801f2
org.activecomponents.jadex	jadex-platform-extension-webservice-desktop-grizzly	3.0.76		f98e324ed63443e7e6beae57d0a84854ab68d01f
org.activecomponents.jadex	jadex-platform-extension-webservice-desktop-grizzly	3.0.77		4656f696559e7db27962217f6140fcf0a1e24f4b
org.activecomponents.jadex	jadex-platform-extension-webservice-desktop-grizzly	3.0.78		baae75669969b3682214b7897d78df4b5b7a1328
org.activecomponents.jadex	jadex-platform-extension-webservice-desktop-grizzly	3.0.79		5500b2079054ae55533621183f7db453a3762b67
org.activecomponents.jadex	jadex-platform-extension-webservice-desktop-grizzly	3.0.81		0450394200318da435fa6d9916508d51666a7116
org.activecomponents.jadex	jadex-platform-extension-webservice-desktop-grizzly	3.0.85		c6f513279a5bdb3fe8b9caa5a0ecd9c9bc8e6362
org.activecomponents.jadex	jadex-platform-extension-webservice-desktop-grizzly	3.0.86		85303b1783cfa8321dddf736bcea8472e6b7935b
org.activecomponents.jadex	jadex-platform-extension-webservice-desktop-grizzly	3.0.91		b6a64bb80a353fa3b9c4147ae3e335f2b8483c8e
org.activecomponents.jadex	jadex-platform-extension-webservice-desktop-grizzly	3.0.95		5c63d1c69d8e4f143a6dd463df32757a1a10973f
org.apache.geronimo.ext.openejb	openejb-spring	3.1.3.0		1c4b6662351a45999690add3f6c4c1df9bd17ca4
org.apache.ibatis	ibator	1.2.1.681		bd010932ad5ba6ea25f20101d20671660ba3b2d0
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.0.0		1a0e07f632ce23e051939e1c9d8301087a9bbbb7
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.1.0		97edb9a496068cbe23b0e060ea506de2494d869f
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.1.1		2a23fc63ea1f5f1ac51e88945f1a2155585db5b5
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.1.2		dbe00743b08e576888e384aef65ef8b11e54ef78
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.1.3		2296e45ca46973c1b23ee0bf2a41f2413482997d
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.1.4		0513e0977e875733df4e405fc92b60ec6b4503d2
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.1.5		ed99a8ebbe8e9a00809747180a3e55f7714f0ff3
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.1.6		8131d4b8fbdd416f9d6463302ed56e29246c788d
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.2.0		72e27a5221d917fd9ef2d5563cc9c62afb801150
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.2.1		899e9197edc785270349ade8faeb0f958ebc47af
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.2.10		233e90a20b12091182c6f5c6cf2792f421648702
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.2.11		d9fa8f34ffbd5a6a93bbb36801edfbc94980ba8d
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.2.2		c8a6ccc44c542235f76b73b64f80bd64f6d728de
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.2.3		2f5b7738ed5e9c5a083b5a6207ec4d7e06056ec9
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.2.4		889bc8afe28e7ff6b0f41f3f27099db56f1cb35a
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.2.5		1065a325b3382306ab85a2fda7d00b449374e839
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.2.6		f320a032c52b8474eebcec426d3247b1d13a99c6
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.2.7		2161403b9339df994ba16444b8075b7b5d421d80
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.2.8		b2dbfa4376d0a6cbe0e2ccce228e7061c04b1bf7
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.2.9		783a8ca53ba5f0f36175d859133715a5aabca6a7
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.3.0		62f831f814ad333ce89e493b011014aade05c5c8
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.3.1		3b06524d92583493c52535be2c63bd5259cc5985
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.3.10		b0693a51dc74d64b22a2355451e871cbc2611fff
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.3.11		b78ffb3e3cecc23fef8d7ae82ff5edc4b756e896
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.3.12		983ab877b06a4515fe924dbfe5216e6546626cac
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.3.2		edb1ae8c2aa9bb0cc0635c6275f6ea9753275498
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.3.3		a51a5c7dc66f50089d9ed5fbea2afe71276c7b26
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.3.4		c6386d9b1a8ddec598d116555488d8af20010305
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.3.5		89548b432b5c683f8d5e97b5624b2f28774210ae
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.3.6		01c38e1ed30869035ee1ae16f78febfab0eb543e
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.3.7		149b6c3ed10ae14603a8ab4f0f3d54e210611ac5
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.3.8		65748fb8e64eecb0a4973b98c57f560b665dadfd
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.3.9		18093147dba480d2390699efcf60ad74528a47dc
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.4.0		1ebd5bf01119f8a8b2a10189a8d317ea6e6dd12f
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.4.1		da7502edfb68fd43d0722b5620b3ad686aba8926
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.4.2		b06ea35afcf5974fdd8dff16d21686ff237158fd
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.4.3		ff5a2281c7ec7c59cf0971b9c4bbed9af706fe2b
org.apache.karaf.shell	org.apache.karaf.shell.packages	2.4.4		ab69520e860004d8b4e6d7c0e4d8a8c70ee9a4b0
org.commonjava.indy	indy-koji-common	0.99.1.5		f3d95432d19e9bbd0c32fd498a1f7c596ef4ce32
org.commonjava.indy	indy-koji-common	0.99.1.6		013b62f34e20f1fd8ca06c6c02cdc53c7453266c
org.commonjava.indy	indy-koji-common	0.99.1.7		d2754e792f0700b2937cb18dd4965c524b466c69
org.commonjava.indy	indy-koji-common	1.0.0		32055b8c17032080b4e382d61b04f6d8bc7f3de8
org.commonjava.indy	indy-koji-common	1.0.0	dataset	b0e935d9249e38c97fe3c12ca69eaf92da46edb7
org.commonjava.indy	indy-koji-common	1.0.1		84e17e12277aa7e7d7c413a60d4005253c6c8713
org.commonjava.indy	indy-koji-common	1.0.1	dataset	45de88170768ce5abb6552dd7f5603e50f430137
org.commonjava.indy	indy-koji-common	1.0.2		6617a3f16db8efa91743e6c1dd434abe54f4aa4d
org.commonjava.indy	indy-koji-common	1.0.2	dataset	a2f93cbffbc0f98ab360f16385fa717f806d1d92
org.commonjava.indy	indy-koji-common	1.1.0		c5f74cb3429d2a3dce6b79ff6e41df9af5740caa
org.commonjava.indy	indy-koji-common	1.1.0	dataset	2693b63a8b3934bdc17fa983680d2d2241f7a4f8
org.commonjava.indy	indy-koji-common	1.1.1		d252a7af6426dee9dc1bdcbae436d0f295dd8884
org.commonjava.indy	indy-koji-common	1.1.1	dataset	5bb8ff535a0402d557abe20cbf489ed7347c03fc
org.commonjava.indy	indy-koji-common	1.1.10		437f1593965c1033f40f7b647e80c61152e88262
org.commonjava.indy	indy-koji-common	1.1.10	dataset	3628c7d706805ccd3041454a573fcf95a6315f71
org.commonjava.indy	indy-koji-common	1.1.11		05d0a2eaa317816cc5824e57d7e9d48d9745f3f6
org.commonjava.indy	indy-koji-common	1.1.11	dataset	3f6ba81d244a185cf6cd5ce2814a8470f0f31e11
org.commonjava.indy	indy-koji-common	1.1.12		481037d3f77a05f9e346ea1d9334acc152015750
org.commonjava.indy	indy-koji-common	1.1.12	dataset	0036f9d1213e75ae2a0c6a82ad4c3a8d2ffa3370
org.commonjava.indy	indy-koji-common	1.1.13		6fbd15177e0103fe438f479b28d344333b02db37
org.commonjava.indy	indy-koji-common	1.1.13	dataset	da41263e1e945d1b9f86b62bf75f0c3da87ae4e6
org.commonjava.indy	indy-koji-common	1.1.14		199eecd584aeb06723b657096650a576477a1a3d
org.commonjava.indy	indy-koji-common	1.1.14	dataset	326456cfd88f05f7a54a1b685573644fad07571b
org.commonjava.indy	indy-koji-common	1.1.15		b4e29bccab01c715e7cad9aeb4ec4c9186e4069e
org.commonjava.indy	indy-koji-common	1.1.15	dataset	9835638c57b63467ed69e0d4090ed90bfe5fde4c
org.commonjava.indy	indy-koji-common	1.1.16		aeb38d58b6bed8812010f4da9022cb3e492270b3
org.commonjava.indy	indy-koji-common	1.1.16	dataset	a42168db4f60572f444de3cb96c2336b1a98a3fb
org.commonjava.indy	indy-koji-common	1.1.2		81ae49516becf42c14f358b1746fffeeb111ddab
org.commonjava.indy	indy-koji-common	1.1.2	dataset	5c467ee8e07b7f2ae6aa7c94a7160744c21f19d7
org.commonjava.indy	indy-koji-common	1.1.3		1d1b361c78df2076cc2e0cb8ec22666a53bc925b
org.commonjava.indy	indy-koji-common	1.1.3	dataset	b533e9aa92b87482a8baf8ddb38b1c8cf64e62ec
org.commonjava.indy	indy-koji-common	1.1.4		7333ab5f4bda66f49b1847bf21ca4d6683e620bb
org.commonjava.indy	indy-koji-common	1.1.4	dataset	41032978db123a26ab8de8a970b5db3186410a20
org.commonjava.indy	indy-koji-common	1.1.5		93f733961623359ec8fff3942e1cfba4313e201c
org.commonjava.indy	indy-koji-common	1.1.5	dataset	7b575248ad5430284e5e2a5aec6a48b1a91f3d76
org.commonjava.indy	indy-koji-common	1.1.6		76a641d3f1a62c380021b4b59a9c016d616942f8
org.commonjava.indy	indy-koji-common	1.1.6	dataset	783d75c417f91be6a5443606f43e91917e3e469f
org.commonjava.indy	indy-koji-common	1.1.7		3a40cb33a9c3d4dd1dd171bfc33cc0ed199fea29
org.commonjava.indy	indy-koji-common	1.1.7	dataset	3f3c39df5ac6e50f53348170ea9ba17de980591d
org.commonjava.indy	indy-koji-common	1.1.8		5a9eacc63c83e15154fd2d207bd94365459ab5d5
org.commonjava.indy	indy-koji-common	1.1.8	dataset	cee9367e6fb0ca3b69505019436889673a5fbce5
org.commonjava.indy	indy-koji-common	1.1.9		b3d3ae0bfe0b17df4c95bbf63146bb052d6959fe
org.commonjava.indy	indy-koji-common	1.1.9	dataset	9c8bb563c51437c4e11bd83b0b2e2420d58b2de8
org.commonjava.indy	indy-koji-common	1.2.0		4228c2315d8d0d461253ab52856c3ea1e0901a58
org.commonjava.indy	indy-koji-common	1.2.0	dataset	ac57ade7b5587994fbbaab3ac0d785f9395852eb
org.commonjava.indy	indy-koji-common	1.2.1		f6adfd12d2ef289911e6fc9527d8c0a02a6fd6d6
org.commonjava.indy	indy-koji-common	1.2.1	dataset	1526fc38ed8e78cbf8aa16679ee99a24cb071aa2
org.commonjava.indy	indy-koji-common	1.2.2		f630c0ee2c319df46cce7996ce7c41cc770241aa
org.commonjava.indy	indy-koji-common	1.2.2	dataset	dd294363bec560e752be1dbd96471687bb585785
org.commonjava.indy	indy-koji-common	1.2.3		f16f9aac00e0e17549d062eb7f435c81a5a836be
org.commonjava.indy	indy-koji-common	1.2.3	dataset	90cea659a63d3910ab4637103f9f6dabf84ff67b
org.commonjava.indy	indy-koji-common	1.2.4		fe39ef72394c84b9df63d0615f1f97a82977b636
org.commonjava.indy	indy-koji-common	1.2.4	dataset	a171045a4237b0573d660fea9ac8990d7ee7bd68
org.commonjava.indy	indy-koji-common	1.2.5		d7eccb716e8fd4d7ed9ae36a3d211c8f0e239621
org.commonjava.indy	indy-koji-common	1.2.5	dataset	d8e1dc55dfd831ee78b5d388f77c28018ea646d6
org.commonjava.indy	indy-koji-common	1.2.6		ee60d5b908a0a4db071b86e013f58b39788aec64
org.commonjava.indy	indy-koji-common	1.2.6	dataset	84ce38da75e4f049081da075134c65e5b1546314
org.commonjava.indy	indy-koji-common	1.2.7		f7df5e3b116029c583e6122f243f3e09a3b1520f
org.commonjava.indy	indy-koji-common	1.2.7	dataset	b87913ed19ccb4f88f12833fbf93cc76a62c9d9a
org.commonjava.indy	indy-koji-common	1.2.7.1		0d83de0691f82d1c86cd6dfabe5e0d300e428eac
org.commonjava.indy	indy-koji-common	1.2.7.1	dataset	d91ea4dece3f4ef7950f69b1f3ecfc63948fd211
org.commonjava.indy	indy-koji-common	1.2.7.2		5bb499325acfbd586ae869c505ff2a69223126d4
org.commonjava.indy	indy-koji-common	1.2.7.2	dataset	fb64771f489973972014f0feb9cf117111d7af7c
org.commonjava.indy	indy-koji-common	1.3.0		b39ce6b65d2dfdfbcba39155400309386c04d718
org.commonjava.indy	indy-koji-common	1.3.0	dataset	8046dc132f611a6e78d08f21620df3fc22b6622d
org.commonjava.indy	indy-koji-common	1.3.0.1		e138d406af292f0550c14e55730e4508591723d2
org.commonjava.indy	indy-koji-common	1.3.0.1	dataset	1a1acbe9b8ab0faf23abe310582b823ac6648c03
org.commonjava.indy	indy-koji-common	1.3.0.2		ae1297a9d89ef4dae31366083478b708bb963e75
org.commonjava.indy	indy-koji-common	1.3.0.2	dataset	9df42aef5598306d7fdbdca52995b761a167e853
org.commonjava.indy	indy-koji-common	1.3.1		2b1fede5c23527cd4019ded74f1723d3de9ea8a7
org.commonjava.indy	indy-koji-common	1.3.1	dataset	aa6e7fde4d559de4afda335fe3f23a196737736e
org.commonjava.indy	indy-koji-common	1.4.0		329719f9a3912d86ed75631087bee77fae3224cc
org.commonjava.indy	indy-koji-common	1.4.0	dataset	8738e3b5e0013210ebb958f6cf005c8376e43240
org.commonjava.indy	indy-koji-common	1.5.0		22a9431de648222dc2732fe6205fea12eb48b411
org.commonjava.indy	indy-koji-common	1.5.0	dataset	8d73e725b76dc0d84598974785428a8a0760682a
org.commonjava.indy	indy-koji-common	1.5.0.1		b543e3e9820bfc3fc7269dab03f2e7bbb474b2b7
org.commonjava.indy	indy-koji-common	1.5.0.1	dataset	326fe5442828c0c28c23e2e4ec64ea3d6275e55b
org.commonjava.indy	indy-koji-common	1.5.0.2		e69c8fde69927dd13f7dacc03f18f48bd09700fb
org.commonjava.indy	indy-koji-common	1.5.0.2	dataset	7fe65e3549b611d1940ee2c73c565a199c27928f
org.commonjava.indy	indy-koji-common	1.5.0.3		781572e60977ee04f73681954a88646875c01fe3
org.commonjava.indy	indy-koji-common	1.5.0.3	dataset	3b63e0367306f77c6698c82e877770c9274e5ed4
org.commonjava.indy	indy-koji-common	1.6.0		e852a5748ef10fd6b42b57cd3aabf48906354368
org.commonjava.indy	indy-koji-common	1.6.0	dataset	8220b5e33f54379c29f8e01e019ea0c6b577acfc
org.commonjava.indy	indy-koji-common	1.6.1		c65d4b5834d1c835358441e41d4e28808feab2fb
org.commonjava.indy	indy-koji-common	1.6.1	dataset	6f062eb9893dd5b5c6240f4f85cc5659ef92c71c
org.commonjava.indy	indy-koji-common	1.6.2		9d361f5838654a5408fc6813e5b860e3000ca338
org.commonjava.indy	indy-koji-common	1.6.2	dataset	33f8c7c6a9d6ac033b286f9f87a719f6f32a8115
org.commonjava.indy	indy-koji-common	1.7.0		8bf24f1eac06e351989588d7dc66d77eb475d9f9
org.commonjava.indy	indy-koji-common	1.7.0	dataset	97c5d12fc7752339055b8df0b4b58260fc350e50
org.commonjava.indy	indy-koji-common	1.7.1		6d0f8bc5ac565ad0725fb291e3ef209d670f7991
org.commonjava.indy	indy-koji-common	1.7.1	dataset	5fa9a278cc445f0756cc39c38ee3c59f4521b0a0
org.commonjava.indy	indy-koji-common	1.7.2		f295e440b5bfdebc0bd5fc74859aab7d445349c8
org.commonjava.indy	indy-koji-common	1.7.2	dataset	ae1af1caad573b83d8e92d06cd726299533fa34e
org.commonjava.indy	indy-koji-common	1.7.3		f8202d20d29649980c9bcaa01318205e99b54ec5
org.commonjava.indy	indy-koji-common	1.7.3	dataset	0e8d0deb6c78c3caa060ede4e0a236a3e42ddc02
org.commonjava.indy	indy-koji-common	1.7.4		0eef2a4d9a60e67905d1bf5059ec39eb2b53bc16
org.commonjava.indy	indy-koji-common	1.7.4	dataset	eeb6601990fe6da94669ca51898f056674764923
org.commonjava.indy	indy-koji-common	1.7.5		bfbeff46496d7a9017c1dc212445b0c4f5125cd7
org.commonjava.indy	indy-koji-common	1.7.5	dataset	a2e9c987706920355228f9a56bdc2cb44ad466c2
org.commonjava.indy	indy-koji-common	1.7.6		c7c666317964c5085c2060c597d3d27eb5750cdb
org.commonjava.indy	indy-koji-common	1.7.6	dataset	4e98275017505cfa85d5fb8a218dc72f135cc74d
org.commonjava.indy	indy-koji-common	1.7.7		6984b59aa6ffd477a7c4d06ee77c16a61a02d308
org.commonjava.indy	indy-koji-common	1.7.7	dataset	ad4c2369fe76777fe68b891156e6336093bfdd9b
org.commonjava.indy	indy-koji-common	1.8.0		743b9e24f80faf5858d4c10ddd65655f3d4087c7
org.commonjava.indy	indy-koji-common	1.8.0	dataset	60e5b4c4c50e23eda729a2193405f9c9656a5c2c
org.commonjava.indy	indy-koji-common	1.8.0.1		fd5d69b377e9ec95fd539b750ccde3854466958e
org.commonjava.indy	indy-koji-common	1.8.0.1	dataset	18fa64cc5ba9a5c4165e0043952bfaa512d9b993
org.commonjava.indy	indy-koji-common	1.8.0.2		cadae6ab3bfa9f2a4e47e057fa579cb255702a69
org.commonjava.indy	indy-koji-common	1.8.0.2	dataset	13856db2a0aa9805f2e19438ffb7602011442bb3
org.commonjava.indy	indy-koji-common	1.8.1		d012f84a788266b27ff0bb4290e4f080b68ac693
org.commonjava.indy	indy-koji-common	1.8.1	dataset	71680ad17844e74a64f54cc90b02e088a03732e1
org.commonjava.indy	indy-koji-common	1.8.2		6db5753db9260815f7db46f3be7bd8403687d466
org.commonjava.indy	indy-koji-common	1.8.2	dataset	a2240ec8b30aad88493eda239474bb42ec2455a2
org.commonjava.indy	indy-koji-common	1.9.0		15791565e3c4764175e9cda416679c8803b616bd
org.commonjava.indy	indy-koji-common	1.9.0	dataset	4e9919e1061b5a4caecf98bba76eccb6271c054a
org.commonjava.indy	indy-koji-common	1.9.1		166e0609974c17ed7679f6ac934be05f2c8f6919
org.commonjava.indy	indy-koji-common	1.9.1	dataset	d35e007747757c34c42518fb448fd6402b9ac09d
org.commonjava.indy	indy-koji-common	1.9.2		a61d87d7ade451f4b7d09e00dc3ebe95f01b754e
org.commonjava.indy	indy-koji-common	1.9.2	dataset	075d40f78df3838af3de7afa60cc1c02bd253c15
org.commonjava.indy	indy-koji-common	1.9.3		d07299654490345aa3987edaf2366552fe1d5219
org.commonjava.indy	indy-koji-common	1.9.3	dataset	0ee617db39fa21ded245ab2b9bb6f09aad1cc6a9
org.commonjava.indy	indy-koji-common	1.9.4		100ad0679a1683db62fb6f20e4e8b955563957a6
org.commonjava.indy	indy-koji-common	1.9.4	dataset	3f9922827ef8ab368e8e781762a189f21c8743e5
org.commonjava.indy	indy-koji-common	1.9.6		6dc461346b39a9bd4b978a95c542c929785a053a
org.commonjava.indy	indy-koji-common	1.9.6	dataset	ae1eef1c96aae7beda2b0927012c921bd5682c7d
org.commonjava.indy	indy-koji-common	1.9.7		64fb40c7e3e1c4193d389a25bd66dfd753c4e133
org.commonjava.indy	indy-koji-common	1.9.7	dataset	3289fc0b19806848c5edf52c8b1bda40311e22bc
org.commonjava.indy	indy-koji-common	1.9.7.1		7c0fde9b7336498d9854db851f65d5240fafe705
org.commonjava.indy	indy-koji-common	1.9.7.1	dataset	903298b9deb819ec170a6fb8f77fa5e2336a5d83
org.commonjava.indy	indy-koji-common	1.9.7.2		ee5859036a5dce0b7b93a9d8006fac5c45f20ae4
org.commonjava.indy	indy-koji-common	1.9.7.2	dataset	f8793d39efdb80f201961992e69a38bff33e3afd
org.commonjava.indy	indy-koji-common	1.9.8		cd7c395b0743eba8a14f5b8a5c7cfa045a78c328
org.commonjava.indy	indy-koji-common	1.9.8	dataset	060194098f91406764dd07dd14ed89749300a9de
org.commonjava.indy	indy-koji-common	1.9.9		f703806d7d4889f810c63d74af0066d50554ccd7
org.commonjava.indy	indy-koji-common	1.9.9	dataset	241de2218d85e4bfd38599937f8cfab791e8070f
org.commonjava.indy	indy-koji-common	2.0.0		6f56028f59438f0d2fa72ea1894f11738df2fe41
org.commonjava.indy	indy-koji-common	2.0.0	dataset	35747bae7692fea06b5a6d60f975dae175415b47
org.commonjava.indy	indy-koji-common	2.2.0		9c72711af79d8f9c6486d28c2f1925fd2f8f9c25
org.commonjava.indy	indy-koji-common	2.2.0	dataset	15f63166eeabf5bfd980bee993af56af1defd8c2
org.commonjava.indy	indy-koji-common	2.3.0		5402753690c90f598ab9dba825db5525e388b73e
org.commonjava.indy	indy-koji-common	2.3.0	dataset	29eef7f9d15044944ee88cd246c64fa27a0577aa
org.commonjava.indy	indy-koji-common	2.4.0		48c1799a182924d2b796955d810f6c95e5fd31d9
org.commonjava.indy	indy-koji-common	2.4.0	dataset	3cda43dc34cd1752a651b6106f19c342ba2e6a2d
org.commonjava.indy	indy-koji-common	2.4.1		fb30c000b2da3ddbc135ec54bdad0f72a368cd23
org.commonjava.indy	indy-koji-common	2.4.1	dataset	0c72ab9a64ca863014bb04ab52d09673bb8be45d
org.commonjava.indy	indy-koji-common	2.5.0		8f88433aa813bc577d8de2e013b5537484136d8c
org.commonjava.indy	indy-koji-common	2.5.0	dataset	2df200404ac160afed6a3421f2a278e0caf1f7b9
org.commonjava.indy	indy-koji-common	2.5.1		433fe0a7dabe6727c5a1a6c03a6d24b1c5281c59
org.commonjava.indy	indy-koji-common	2.5.1	dataset	a3e09d2dbbfcbc29d55e47a151691db670baed75
org.commonjava.indy	indy-koji-common	2.5.2		36323ce0abe7b17e41c29736b56baccccc5bc0a5
org.commonjava.indy	indy-koji-common	2.5.2	dataset	c0455891185d84a064d7047b5193cdcf9c844fef
org.commonjava.indy	indy-koji-common	2.5.3		469dce71a6060f291ef628ee6840c8bf0fe44c09
org.commonjava.indy	indy-koji-common	2.5.3	dataset	a44bb9908ed84eb6f6371649341820ed5964b547
org.commonjava.indy	indy-koji-common	2.5.4		af4304d979b9bb31d38e9206208552ac77e2a9e7
org.commonjava.indy	indy-koji-common	2.5.4	dataset	6ec385a64c7544248f279a3c1b7815e0f9f61ed5
org.commonjava.indy	indy-koji-common	2.5.4.1		cfbdebb96cf0d9e4715f493c6507d0e13372b4b4
