app.softwork.serviceloader	runtime-wasm-js	0.0.15		N/A
dev.openfeature.contrib.providers	statsig	0.0.3		4d398d4160ce8de33ae364e348b94cda94092832
dev.openfeature.contrib.providers	statsig	0.0.4		fa3b70beaee9b817a9b51ea335330bc449dfba3d
dev.openfeature.contrib.providers	statsig	0.1.0		4b0776ffc0abe5fed0296b12e3781e794d814972
dev.zio	zio-aws-simspaceweaver_3	5.19.12.1		a235c186b67e0e303110cf9c2c8d44b295fdf443
dev.zio	zio-aws-simspaceweaver_3	5.19.17.1		5630dda09f4919615b7fb21640eedba6fe7baac4
dev.zio	zio-aws-simspaceweaver_3	5.19.17.2		5924d7c2df0f3e17d7ee6cee4ad212ee0d6f83e3
dev.zio	zio-aws-simspaceweaver_3	5.19.26.1		df4304b4a729d3de78bf87a99293db0fdd7f8be1
dev.zio	zio-aws-simspaceweaver_3	5.19.31.1		5e7008a80551144524dbc68a62b801019b6c7f68
dev.zio	zio-aws-simspaceweaver_3	5.19.31.2		d043271d4a167ffd2f422c1445381e074e9a3c38
dev.zio	zio-aws-simspaceweaver_3	5.19.31.3		2b92e27134eb5e128f2ed6b89ea6d110f0250835
dev.zio	zio-aws-simspaceweaver_3	5.19.31.4		baee24493b7782a955447c459d456c14fedf7a78
dev.zio	zio-aws-simspaceweaver_3	5.19.31.5		3fe68184bc683309482529e2b15e27b049db63ca
dev.zio	zio-aws-simspaceweaver_3	5.19.33.1		0ebcfb53559dab73cda7e3d1b28bc74250fb6342
dev.zio	zio-aws-simspaceweaver_3	5.19.33.2		ae2a43c90c4ff38c6b9d3d8e8fbde049010f786e
dev.zio	zio-aws-simspaceweaver_3	5.19.7.3		ad41f3a5f2f5bf6e4ede01ce9865b9239aa85aa8
dev.zio	zio-aws-simspaceweaver_3	5.19.7.4		a6c9847a3f511ad4149d0f3f5adfd478784f1da1
dev.zio	zio-aws-simspaceweaver_3	5.19.7.5		c0ef2c250d17f38b256c392e1d5cbf4df48a3f26
dev.zio	zio-aws-simspaceweaver_3	5.19.7.6		1bf34b8963586a788369555645c63e3a0f8caf82
dev.zio	zio-aws-simspaceweaver_3	5.19.8.1		7b3449ef3f80bff401d5156ed929ab019d3956e0
dev.zio	zio-aws-simspaceweaver_3	5.19.8.2		60170c0ca65571cd88b32f35f874f0d1b8359de7
dev.zio	zio-aws-simspaceweaver_3	5.19.8.3		94f05d566ad95e0a44e713ffc169b1662ea9db7b
dev.zio	zio-aws-simspaceweaver_3	5.19.8.4		715d1ec09336625ec5bbdf5434e6cab3b1a781b0
dev.zio	zio-aws-simspaceweaver_3	5.20.17.1		aeca4219a68d09d263a1bb6313f76513d2d3db2e
dev.zio	zio-aws-simspaceweaver_3	5.20.17.2		2bbf1e5186ff746a58ccd8a45a74f6fb4fb0e76e
dev.zio	zio-aws-simspaceweaver_3	5.20.22.1		b2a0f3ec740b99b18504cafc33580dfbbc6537ed
dev.zio	zio-aws-simspaceweaver_3	5.20.22.2		b442fac197e2e1de644a44ef7be616221e8c63d1
dev.zio	zio-aws-simspaceweaver_3	5.20.22.3		03ed73c53f0937ee0a92fdc48d386f770d5f06c6
dev.zio	zio-aws-simspaceweaver_3	5.20.32.1		2b651f6f78056ae2d7dd33b0533713bb707679db
dev.zio	zio-aws-simspaceweaver_3	5.20.32.2		c3b793f2f831bf658c4d7c068d57e9dbb3703cbb
dev.zio	zio-aws-simspaceweaver_3	5.20.37.1		a075c423d393fda8df8f12743d35b1878c00c568
dev.zio	zio-aws-simspaceweaver_3	5.20.42.1		cbfd0a12602926748924c16f076d5015f1687ae8
dev.zio	zio-aws-simspaceweaver_3	5.20.7.1		d6ae0449bc9bf4c5f7a9c755f962855879c4f78f
dev.zio	zio-aws-simspaceweaver_3	5.20.7.2		7778298e25c4254da6096a2cf3cef4b730eb16c2
dev.zio	zio-aws-simspaceweaver_3	5.20.7.3		a6dc74ad1ea3fe132853be0283f97eace8dd5c42
dev.zio	zio-aws-simspaceweaver_3	6.20.103.1		61a5de8d792a9e6a87f42e083014daf9903cc47a
dev.zio	zio-aws-simspaceweaver_3	6.20.103.2		7eafa005f7be38c52fcf4aaed9422b0f0013ecd7
dev.zio	zio-aws-simspaceweaver_3	6.20.115.1		12a380c6fd4faf631eca27c0776c0c83a75d6148
dev.zio	zio-aws-simspaceweaver_3	6.20.115.2		dc3d728915f3b192f57aa7c19d3f4019c5b4c0e3
dev.zio	zio-aws-simspaceweaver_3	6.20.120.1		8218bad94f71dffcb1087649124c6fa3d14253cf
dev.zio	zio-aws-simspaceweaver_3	6.20.149.1		d917bc826c7478a45d0d7a82b3fc582827b1dd99
dev.zio	zio-aws-simspaceweaver_3	6.20.149.2		3d9365712b14d4197ee7fa1c638ce3f228d27c39
dev.zio	zio-aws-simspaceweaver_3	6.20.162.1		d3d65c590cba0088c2b9f3f785bf82bc89530dba
dev.zio	zio-aws-simspaceweaver_3	6.20.162.2		547ee5b60718a44eecd3822629ccd312afe9312b
dev.zio	zio-aws-simspaceweaver_3	6.20.42.1		2bcb81f02f07990286c2438827ad70631a1d03d8
dev.zio	zio-aws-simspaceweaver_3	6.20.42.2		62a0ec1e0552237c97c096263a79ff7e3d3013fe
dev.zio	zio-aws-simspaceweaver_3	6.20.47.1		76f078b100a32739010171b7c7dcd94ed4149433
dev.zio	zio-aws-simspaceweaver_3	6.20.56.2		f9b0d25eae5868ba1ea6abf76d87f2e5093107eb
dev.zio	zio-aws-simspaceweaver_3	6.20.58.1		87c59a3f0a3f48551b99597a39909988add1f87a
dev.zio	zio-aws-simspaceweaver_3	6.20.58.2		7f26073bc707be315f14de0ae66bae363235f583
dev.zio	zio-aws-simspaceweaver_3	6.20.58.3		1e3a37ffd8d7f83cfea8a740b547880da18a4704
dev.zio	zio-aws-simspaceweaver_3	6.20.61.1		e455763c088ad7aa317826456e7c39d153748fb0
dev.zio	zio-aws-simspaceweaver_3	6.20.69.1		3d64d825a559b2989eafa5e144aa1950adc2bb67
dev.zio	zio-aws-simspaceweaver_3	6.20.69.2		44bebfcfd8ee4948e6c6613492689d96b5f276bb
dev.zio	zio-aws-simspaceweaver_3	6.20.74.1		262c5fbb8de90bb219f62015902bbfa784903564
dev.zio	zio-aws-simspaceweaver_3	6.20.74.2		5d655c8f5bfa8b177244a3d401773481af5ffdcb
dev.zio	zio-aws-simspaceweaver_3	6.20.78.1		71aae085f6539885ba253e965b9a4ec452420a51
dev.zio	zio-aws-simspaceweaver_3	6.20.78.2		73a9e739ade28ff63a5354a509199337d2ed7e5f
dev.zio	zio-aws-simspaceweaver_3	6.20.78.3		34d547f0b7410f2244e0fe756182af12a268afbe
dev.zio	zio-aws-simspaceweaver_3	6.20.83.1		fe09fc2b7c96b51fcd0b958fa5925f11bb95ca44
dev.zio	zio-aws-simspaceweaver_3	6.20.83.2		987c20ae6654cf3cc7d3fe8eb56e72a160ac7e57
dev.zio	zio-aws-simspaceweaver_3	6.20.97.2		a1a5efaa3dd5ca82b17b6aede14228c815e5be28
dev.zio	zio-aws-simspaceweaver_3	7.21.15.1		b3801f7fb472a2c6ad173a2968955297f29e1f8b
dev.zio	zio-aws-simspaceweaver_3	7.21.15.10		9b7c7e5218be87ab5cd8d440a500e317427e373e
dev.zio	zio-aws-simspaceweaver_3	7.21.15.11		d83f51c76386c557c71909c1f28b539833e9be59
dev.zio	zio-aws-simspaceweaver_3	7.21.15.12		322132affd8e338c4e8b683fe3e27d7f596b14d4
dev.zio	zio-aws-simspaceweaver_3	7.21.15.13		b9198093505f1bc4f72c443a42c357d9e2580648
dev.zio	zio-aws-simspaceweaver_3	7.21.15.15		85056655e907cdc2edabee1d7974b05df7ab0339
dev.zio	zio-aws-simspaceweaver_3	7.21.15.2		562687b370d63506b6194cb24c091454f74443dd
dev.zio	zio-aws-simspaceweaver_3	7.21.15.3		b2a3fc071337e5b4dfc6c6a8ef5b90d0269fadda
dev.zio	zio-aws-simspaceweaver_3	7.21.15.4		3ac23ea108cf6f4861c3fda4e252e177eba8c8ba
dev.zio	zio-aws-simspaceweaver_3	7.21.15.5		01e27207ff7fc9790af9a49db9e6c0e0b8a9cbd9
dev.zio	zio-aws-simspaceweaver_3	7.21.15.7		a6b2eb0a99711d6e4fcdfc09fc55d5ccfaf89230
dev.zio	zio-aws-simspaceweaver_3	7.21.15.8		d8b0686616cad5d0a1055b08c12bacc177893f5d
dev.zio	zio-aws-simspaceweaver_3	7.21.15.9		304326fab266b7634022175fc2f2b4aad526a7fd
dev.zio	zio-aws-simspaceweaver_3	7.28.24.2		0efd7088bb3c6c0b688710c4e5108d4584b801a3
dev.zio	zio-aws-simspaceweaver_3	7.28.26.1		5869b34be709adae66e355585954652d4967492b
dev.zio	zio-aws-simspaceweaver_3	7.28.29.1		695f2f7411f4f3c5f18b61a7a86cd77a94a8646f
dev.zio	zio-aws-simspaceweaver_3	7.28.29.10		1129ebe68c5fc6de37af71a3d8891aaf7332e9ae
dev.zio	zio-aws-simspaceweaver_3	7.28.29.11		ede7cedd10a14724bb1f55ae5b6f1e0fb3a6574c
dev.zio	zio-aws-simspaceweaver_3	7.28.29.12		32062a65e7c6100c172caea950e09175477f4bbe
dev.zio	zio-aws-simspaceweaver_3	7.28.29.13		aa144d06a7915ff3eb55ab90767b91f9bce2dd41
dev.zio	zio-aws-simspaceweaver_3	7.28.29.14		88c6e627a6612fa254c1b7608079986fc74316c6
dev.zio	zio-aws-simspaceweaver_3	7.28.29.15		42f8e6138062d9e79e830a88de57ac4b29662193
dev.zio	zio-aws-simspaceweaver_3	7.28.29.16		e3794b151add855c88b25e7ec6ef4a0bb2fa2cfd
dev.zio	zio-aws-simspaceweaver_3	7.28.29.17		c28f5efd627a5fe8153c6b11783c519935ed6f9e
dev.zio	zio-aws-simspaceweaver_3	7.28.29.18		8babe0428111b3f9ed85176db074039cd508d773
dev.zio	zio-aws-simspaceweaver_3	7.28.29.19		3edf6e3ce0670811e5bb73ebf67108c6f23d187d
dev.zio	zio-aws-simspaceweaver_3	7.28.29.2		13ba6d390ed323da6457630858990ad6d058630f
dev.zio	zio-aws-simspaceweaver_3	7.28.29.3		5c8110f82b01cca318f6fee41904ddb9db5057e8
dev.zio	zio-aws-simspaceweaver_3	7.28.29.4		1e774d05918caca8aca786fe10af6b55a840825c
dev.zio	zio-aws-simspaceweaver_3	7.28.29.5		8d07187666e3aaabffd813ef90365b842273f84a
dev.zio	zio-aws-simspaceweaver_3	7.28.29.6		8bb63109c7110f2b37760b0a44f389f8d9c70c79
dev.zio	zio-aws-simspaceweaver_3	7.28.29.7		c562158c5c56989b7f6c35cca27cd78d0caea5f0
dev.zio	zio-aws-simspaceweaver_3	7.28.29.8		83bc54112b479b175f96b3ea509535e177cc6bc4
dev.zio	zio-aws-simspaceweaver_3	7.28.29.9		2f560659cb3ceb632e816f20ea8bd91667f95f06
dev.zio	zio-aws-simspaceweaver_3	7.30.15.1		1596162174fe24c81cce37d827de52aae0a032c7
dev.zio	zio-aws-simspaceweaver_3	7.30.15.2		6e5bde75c08adfa33b3284dbf11f06cd1c8a7bf4
dev.zio	zio-aws-simspaceweaver_3	7.30.16.1		39c9e342eae5f62321bb6f9e080c7312abc36199
dev.zio	zio-aws-simspaceweaver_3	7.30.16.2		3af51501546d18694bd9735f4407b6e4aa77d594
dev.zio	zio-aws-simspaceweaver_3	7.30.16.3		88f86f1739ab439d23044da5d83603a999c4bbc7
dev.zio	zio-aws-simspaceweaver_3	7.30.16.4		3f76a6198baf04feada3053919c1476a9ffe3309
dev.zio	zio-aws-simspaceweaver_3	7.30.20.1		a4feeed6a081743da95110fafd3f5de9f2ccb9a7
dev.zio	zio-aws-simspaceweaver_3	7.30.22.1		d993b3b09cef8bbbf07e8531c36e92b123c4f2e9
dev.zio	zio-aws-simspaceweaver_3	7.30.22.2		2b41a2765f12fae4a07584b2f61aaa504934b254
dev.zio	zio-aws-simspaceweaver_3	7.30.23.1		678187e47f3dd15ec99411ea25b935096941d38e
dev.zio	zio-aws-simspaceweaver_3	7.30.24.1		d1a5f3ce178a05f189df349a65fd8986262e4b4a
dev.zio	zio-aws-simspaceweaver_3	7.30.24.2		8d604ccf15cb33653e7128f6fc8ffebba95337a9
dev.zio	zio-aws-simspaceweaver_3	7.30.25.1		921a339edb1202772d1669b5be29bfdc5ae6d5e6
dev.zio	zio-aws-simspaceweaver_3	7.30.26.1		b0cf2d63e064c154e339eeafce4fb4b61f3941fe
dev.zio	zio-aws-simspaceweaver_3	7.30.27.1		02b6021e84e8ae76211dcd330fea04cd21b6fbe1
dev.zio	zio-aws-simspaceweaver_3	7.30.27.2		4d0961e12f3660e4b745489ca43b7b726bb15441
dev.zio	zio-aws-simspaceweaver_3	7.30.29.1		df397590686b16743ce2484d239cd502f52074d1
dev.zio	zio-aws-simspaceweaver_3	7.30.30.1		34281334250b0f3ba96e938a9378f2afd48c629c
dev.zio	zio-aws-simspaceweaver_3	7.30.31.1		e9ede3f035bc62f6c83d04e256f20e7f540d836b
dev.zio	zio-aws-simspaceweaver_3	7.30.31.2		f33625959fa01bbdefc7ec644ffe6cfe53e97981
dev.zio	zio-aws-simspaceweaver_3	7.30.32.1		3dd6489f6a352061ff67a5421b4d131c11d08011
dev.zio	zio-aws-simspaceweaver_3	7.30.33.1		8ec7476b506c86c40f8d612ead61f04b99c8574c
dev.zio	zio-aws-simspaceweaver_3	7.30.34.1		998550b42a5b55b0d3fd32fe6550b7d549bd9a81
dev.zio	zio-aws-simspaceweaver_3	7.30.34.2		5f723e848e82bde631291cb74762dea281ba80e1
dev.zio	zio-aws-simspaceweaver_3	7.30.35.1		7debb0d04a5ac14d54944c164e5d9aa5d96fc062
dev.zio	zio-aws-simspaceweaver_3	7.30.36.1		985a5adfb410824c148f66b2da898cc62a66e774
dev.zio	zio-aws-simspaceweaver_3	7.30.37.1		8a919bd12ce7acd3b5452e19c2e59b13ee822b78
dev.zio	zio-aws-simspaceweaver_3	7.30.38.1		9150f0bf5b2d53a6b816177476e23e80624a9d12
dev.zio	zio-aws-simspaceweaver_3	7.30.38.2		0c54b96e5cccac95c8d4d9d2d98f6889ad44e416
dev.zio	zio-aws-simspaceweaver_3	7.31.0.1		1045d95f15064e9ece5c7d8d921ebe04db4fb9cf
dev.zio	zio-aws-simspaceweaver_3	7.31.1.1		ce038cc60afc089c46add711da91afdac2d099cc
dev.zio	zio-aws-simspaceweaver_3	7.31.1.3		aae6b06a31f30d465c772b2c47365f87e2f12ca9
dev.zio	zio-aws-simspaceweaver_3	7.31.1.4		d14ff5cd2dd82d590d562b833c60a4de46a5d739
dev.zio	zio-aws-simspaceweaver_3	7.31.1.5		be6e2ecf91e022de8c335e5b51854a7405003683
dev.zio	zio-aws-simspaceweaver_3	7.31.10.1		6e109d16390371bfd966d6bca3c48407ad181bab
dev.zio	zio-aws-simspaceweaver_3	7.31.11.1		c929c325a36466662e2ace8088e9cd9422e2dd09
dev.zio	zio-aws-simspaceweaver_3	7.31.13.1		a71014ca6a799c59dfdad71d1daf2f3628546618
dev.zio	zio-aws-simspaceweaver_3	7.31.14.1		b28c8c92ac787df34998f3500948bd3f556d444b
dev.zio	zio-aws-simspaceweaver_3	7.31.15.1		fda003e350453f92ecced39a12a16ec6af7285e4
dev.zio	zio-aws-simspaceweaver_3	7.31.16.1		ffd7479c46c5834864850dd2b6ef722d7d0d6f54
dev.zio	zio-aws-simspaceweaver_3	7.31.16.2		b26912751632c97c8c4162947fc44045734736b8
dev.zio	zio-aws-simspaceweaver_3	7.31.17.1		b400208b821298335ed4e75956cdbe6ace5cad79
dev.zio	zio-aws-simspaceweaver_3	7.31.18.1		37a3b973d6cae3ff661ff36569247fd34663a77e
dev.zio	zio-aws-simspaceweaver_3	7.31.19.1		55d99ea366a1cc37d64a97b7de6a7dbafa646a56
dev.zio	zio-aws-simspaceweaver_3	7.31.2.1		50e53b0b1d0344581bfc48e251b175725bbaec44
dev.zio	zio-aws-simspaceweaver_3	7.31.20.1		9b8fc32eb68c543b12d6ec643988f7a22cabf3f8
dev.zio	zio-aws-simspaceweaver_3	7.31.21.1		51b67d1308b77fb1c14f4ac2e8821e1a33c01ad9
dev.zio	zio-aws-simspaceweaver_3	7.31.22.1		7c9a55b801b3f6c86f570fd7e751574473f26bc4
dev.zio	zio-aws-simspaceweaver_3	7.31.22.2		220f732acad845a1234be19ce6a32b4cfc327510
dev.zio	zio-aws-simspaceweaver_3	7.31.24.1		7618df3ffb765d30fb89696590ea830a46bd2ec9
dev.zio	zio-aws-simspaceweaver_3	7.31.25.1		a08ded0fe37acb4067322b34541dcec06b011810
dev.zio	zio-aws-simspaceweaver_3	7.31.26.1		a282e210e84b4c9f81176ffc49355b20ca289d29
dev.zio	zio-aws-simspaceweaver_3	7.31.26.2		9e43797c03b5e7de155851eb2271a298976742fd
dev.zio	zio-aws-simspaceweaver_3	7.31.27.1		eec1424f38dfcc25302b9df87f71f887907d28ba
dev.zio	zio-aws-simspaceweaver_3	7.31.28.1		a5c8c54861a108e55d8fbbf69dff88bcbbe64e2a
dev.zio	zio-aws-simspaceweaver_3	7.31.3.1		1e1cb1cf14299d1209a5731e2223b83120931f1e
dev.zio	zio-aws-simspaceweaver_3	7.31.30.1		fc5646fb5cf2ecdf54aab1707a17c24844befea8
dev.zio	zio-aws-simspaceweaver_3	7.31.4.1		528324c12ab01ec75511a37cb82dcf9bcfb867f5
dev.zio	zio-aws-simspaceweaver_3	7.31.6.1		e2ad0439823265ef3dc7e8f95286817df57eed23
dev.zio	zio-aws-simspaceweaver_3	7.31.6.2		7958c7fbdc9827bb94b772c244a91fb645724961
dev.zio	zio-aws-simspaceweaver_3	7.31.6.3		0275e3c5a20fc708af8112ab127f7263127373a2
dev.zio	zio-aws-simspaceweaver_3	7.31.7.1		93b0ce5cbbf10d9565160edddcec4add26347c44
dev.zio	zio-aws-simspaceweaver_3	7.31.8.1		66a4200d9539ae5c5037b25092589de58f74e55a
dev.zio	zio-aws-simspaceweaver_3	7.31.9.1		06e30072ed57746d1d21c348f4784bfddd58e4cb
io.cellery.observability	io.cellery.observability.tracing.receiver	0.1.0		d0a8100754538c40242a114ac1590c28ed980e7e
io.cellery.observability	io.cellery.observability.tracing.receiver	0.2.2		d48160bfacf6a438fa4b4ae5aa06ade4fdd16e54
io.cellery.observability	io.cellery.observability.tracing.receiver	0.4.0		d71a1b97f1113f4391455f33fa6cace96e801979
io.cellery.observability	io.cellery.observability.tracing.receiver	0.4.1		7f99d03eb32a05e2db9a68956df306a9b0fa31ff
io.contek.viper	viper-proto	1.1.2		c7e4eab75203cafd2b633b258702ba3d2fb74b99
io.contek.viper	viper-proto	1.2.0		10def49e24ffad1487ab353ee10fb844b2f3c9ca
io.gatling	gatling-core-java	3.10.0		c94a61d8e9cbc46eeb9f46c314e3906a1d65f17c
io.gatling	gatling-core-java	3.10.1		7987485924beba1834927c74004e109b6311c32f
io.gatling	gatling-core-java	3.10.2		6e494c9818aac0fcee5a1986eba256227ceba894
io.gatling	gatling-core-java	3.10.3		56c9242232f9077ed30c7837301e1c24ff1e587b
io.gatling	gatling-core-java	3.10.4		a394ecad2ad21ed1e4999edc7b1f3d3b0aeaa382
io.gatling	gatling-core-java	3.10.5		1c6327be28ff69689b183c79406da833f3042aed
io.gatling	gatling-core-java	3.11.0		61bd2ae41191e1fd6591e273e11defc9326069e3
io.gatling	gatling-core-java	3.11.1		0f7376d5545277bf937d34d5e9947c6329dfa22c
io.gatling	gatling-core-java	3.11.2		1ad0ca8779ffbefc42c4769cc4dd24a67f7d7c69
io.gatling	gatling-core-java	3.11.3		f385a392ec544228506cfba5f3058a76a8592b5a
io.gatling	gatling-core-java	3.11.4		ceaa353d7e97e5f5d37f65dda10b12b7a8ac0589
io.gatling	gatling-core-java	3.11.5		7d5baa3561e778c255b3cd90e9436071b6fa5390
io.gatling	gatling-core-java	3.12.0		03eec378acc8228c71e1c4f65ef4b8b148d727df
io.gatling	gatling-core-java	3.13.0		c82e613fe962e27811df1ed713710a40f05c8da0
io.gatling	gatling-core-java	3.13.1		b024bd40efc50da1aeb909abe2c2fffe2f87e415
io.gatling	gatling-core-java	3.13.2		f2a7477df461427668c2c4457e7f59a045224803
io.gatling	gatling-core-java	3.13.3		4b2f30ac73b19b36d0b69a65fd21b7099df0e289
io.gatling	gatling-core-java	3.13.4		d3e66e85b26f400d5b69be272158e725584d6947
io.gatling	gatling-core-java	3.13.5		a9e05cbabff0b958372645c0373bb3105f08b9c2
io.gatling	gatling-core-java	3.7.0		2132d237b6c478f4da362f012e4c94f7cce9d826
io.gatling	gatling-core-java	3.7.0-M1		d4dbe3c3295f97e9114efdc1c16087807f325a9b
io.gatling	gatling-core-java	3.7.0-M2		61d60407cce0c4bda75bb46683055d2a29834a69
io.gatling	gatling-core-java	3.7.0-M3		2d8a41d8f9ac74d8336210b0f9cb79d789690d2b
io.gatling	gatling-core-java	3.7.0-M4		5bca4f1f01a8fe202184c3b920e7ef322bda0c90
io.gatling	gatling-core-java	3.7.1		7955d1e0f1b59d24b7b57830b29011b96e489c4e
io.gatling	gatling-core-java	3.7.2		b14f6ea5dd25148cee73ac7c13c8d20c174262fc
io.gatling	gatling-core-java	3.7.3		6c82f54436544010dc53ad0e404ad38e18ead196
io.gatling	gatling-core-java	3.7.4		e56ef292f384efc0ea59a295299f0d2ef9728993
io.gatling	gatling-core-java	3.7.5		c572da4f467824075fdb6cee876e5d098f688e01
io.gatling	gatling-core-java	3.7.6		85e315347efac5bde68d4e84e57ac77ed7d98dca
io.gatling	gatling-core-java	3.8.0		55e6a0f45a0ebe86caf3a5de405020ff5acda9de
io.gatling	gatling-core-java	3.8.1		c6c93ace2f5aa55a29cbb611109e42e50dfc56bd
io.gatling	gatling-core-java	3.8.2		731b90b2f2820e3f0cca91cbe2d3694cc0452b85
io.gatling	gatling-core-java	3.8.3		3492166e8185aeb208b4c519240904cbc192fd93
io.gatling	gatling-core-java	3.8.4		6bd6fa0a6dec6800d56460c86fa6d16968d18e2f
io.gatling	gatling-core-java	3.9.0		f299055f47420bece2af74a178ff3dbd85a580f3
io.gatling	gatling-core-java	3.9.1		6f736bc7b759b0a7e7495b4c4ccfcc081dd8e448
io.gatling	gatling-core-java	3.9.2		dfad639746d16e855c5d82dffae3bd3828e0e2ba
io.gatling	gatling-core-java	3.9.3		9f478558c95c0cd9bcc24ec85a4491f352d95702
io.gatling	gatling-core-java	3.9.4		6c65b95465844768c9596326c4389ebf703c559a
io.gatling	gatling-core-java	3.9.5		5fa872e88d08f750c44afd8882be337909c676b9
io.github.CyberAgent	scalapbc_2.13	0.9.1		ae27173eed5b4fe8e17cf9dc73d319a416d625bb
io.github.CyberAgent	scalapbc_2.13	0.9.2		896708d15bcda8967af362ec22f997a94ee9f9b4
io.github.CyberAgent	scalapbc_2.13	0.9.3		e75b7caae2bda0f42eaf01bcae4b6f561d1a048c
io.github.guoshiqiufeng.dify	dify-spring-boot2-starter-dataset	0.10.0		10e01789e2e39c363d2344fc6974a271d63d252d
io.github.guoshiqiufeng.dify	dify-spring-boot2-starter-dataset	0.11.0		15f6342533f9a691e3abd0566f8c073eda9fa5c4
io.github.guoshiqiufeng.dify	dify-spring-boot2-starter-dataset	0.9.0		e0a2ce0d61f0f85d1c5a91c777aa17d990eabd9b
io.github.namung08	spring-security-social-login-lib	0.1.0		N/A
io.github.namung08	spring-security-social-login-lib	0.1.0	plain	c6582b5c786dc070662d77b7b3d57152f88003bf
io.github.pme123	camundala-simulation_3	0.10.0		7ab5f1a4d2e752cd819832c8c046d29b1b1d723e
io.github.pme123	camundala-simulation_3	0.10.3		4dec1fcec6a51c649f2f57162f3cb30a23d91db2
io.github.pme123	camundala-simulation_3	0.10.4		ea1663df444ea55323d570ad81965a180c9ba046
io.github.pme123	camundala-simulation_3	0.11.0		46847ec7e455cc4dee65658b121909f10f85ed43
io.github.pme123	camundala-simulation_3	0.12.0		bfee7005692b51885fa6a3bff2fb80ecf127bd57
io.github.pme123	camundala-simulation_3	0.13.0		88899ecbe226dea707c6c5841f8366eed6a7b10b
io.github.pme123	camundala-simulation_3	0.14.0		22f79b23d39a0619e9c93d8be3512de3bd9d20e3
io.github.pme123	camundala-simulation_3	0.14.10		5761e07a414474a96018488212bcda2a107a5323
io.github.pme123	camundala-simulation_3	0.14.3		a15a7c66e8223b379532c121f739772e3bb206b8
io.github.pme123	camundala-simulation_3	0.14.4		a2f790e58a25f44502e40fd5c7056910ba191bc6
io.github.pme123	camundala-simulation_3	0.14.5		00abfdf265e9e056fc6881f539ae1ea2e9dfa66d
io.github.pme123	camundala-simulation_3	0.14.6		a46f0a5dd5e882982987c0427a53c2d91efca089
io.github.pme123	camundala-simulation_3	0.14.7		2394c2d35a0b57667b8f37e367fe0378af6e3522
io.github.pme123	camundala-simulation_3	0.14.8		bbd7a99815808365c0516d720e97d5ab14601235
io.github.pme123	camundala-simulation_3	0.14.9		5289476f58ca02c060a2ea8849c0aa56105b755d
io.github.pme123	camundala-simulation_3	0.15.0		86b11b0e8ff4b6e7abd9ee0bedd38ada3517382a
io.github.pme123	camundala-simulation_3	0.15.1		2dc5f17ba73c8088224bcfbc7892d8ec399d1b7b
io.github.pme123	camundala-simulation_3	0.15.10		1644033229b99f55e22928b742a3ac942dd49f36
io.github.pme123	camundala-simulation_3	0.15.2		e774b521c40d03ad754e9b1ee2d5b7566d91c229
io.github.pme123	camundala-simulation_3	0.15.3		f18a4bd1065496ee5d46ab05b60d080491f208ad
io.github.pme123	camundala-simulation_3	0.15.4		acbde44caf6ec722a9a7b869054432746a1052dd
io.github.pme123	camundala-simulation_3	0.15.5		7e3d3016412ffdadb77b698cce433d59fc83cc5a
io.github.pme123	camundala-simulation_3	0.15.6		ccac66b73b9b89f6f91cc1fc51d0fa5053dd15f0
io.github.pme123	camundala-simulation_3	0.15.7		a16da167b0e3cb8b4ee17f61b3632b2c93b4d925
io.github.pme123	camundala-simulation_3	0.15.8		2a1a596e3ebca2bdde396dc706402816b24636b1
io.github.pme123	camundala-simulation_3	0.15.9		5f1e417a80db31502ca7571ccda034949bcf598a
io.github.pme123	camundala-simulation_3	0.17.0		0a32860af1230bb29cf3cc15fa0fa81cb7b5713f
io.github.pme123	camundala-simulation_3	0.20.0		1b45c6433765601128b7d51f701aed150caa9534
io.github.pme123	camundala-simulation_3	0.5.0		a22e9a0414ec0f285969102e917f9b8c74e6ec09
io.github.pme123	camundala-simulation_3	0.6.2		5bf858dd6791cf8fc3b17febc5d2a17e92194b90
io.github.pme123	camundala-simulation_3	0.6.3		e525002a8b45d6c06a3eaf80444ba6b1a063e124
io.github.pme123	camundala-simulation_3	0.7.0		c1c9c4bd463447cf1dfae2c44783048ebf689b04
io.github.pme123	camundala-simulation_3	0.8.0		757029c9e1a237323a41bd56bdca13c6351792a6
io.github.pme123	camundala-simulation_3	0.8.1		d4a3d989429c255a1f3a1dfeeaa573fb9ac41262
io.github.pme123	camundala-simulation_3	0.9.0		e05ddbb09a7ff1c11ed057ed3b170a79c6816e5f
io.github.pme123	camundala-simulation_3	1.15.11		e6abafa5d1f30675989dfd8f6c37ec5071c5bf3f
io.github.pme123	camundala-simulation_3	1.15.12		4f534eed6eeb9bffd2b53bd0895b05c5d8e46e30
io.github.pme123	camundala-simulation_3	1.15.13		592887cc5690a8fd6ced4395adc4938371feec87
io.github.pme123	camundala-simulation_3	1.15.14		71380349cc62fe7f3aae9154e5a0bba36b095179
io.github.pme123	camundala-simulation_3	1.15.15		b13df0bcee0aa86ae49ba659f0e4e3db0a67f84c
io.github.pme123	camundala-simulation_3	1.15.16		1a5d13b0264b2259e07fcd6e28b885e751a7f22c
io.github.pme123	camundala-simulation_3	1.15.17		a85b74fd3cc6210a9d78a2a0ea8736e130d08a27
