cc.vileda.kalfor	kalfor-verticle	1.2.1		ef84bf21026b4a2ae06584e334ee3912e82d9cd9
ch.mobi.mobitor.plugins	mobitor-plugin-zaproxy	3.1.285		61163275383c4d6239a4dd4ff64db46773bc3dd9
ch.mobi.mobitor.plugins	mobitor-plugin-zaproxy	3.1.295		ed451d9b0ab8e2bb8c96960d03be02c72630c46e
ch.mobi.mobitor.plugins	mobitor-plugin-zaproxy	3.1.305		30005a3394fd50b5dc1ff84d9b603d78a5906f4f
ch.mobi.mobitor.plugins	mobitor-plugin-zaproxy	3.1.308		10d76a1748343aee7810d5cac2e88a82a2a9042c
ch.mobi.mobitor.plugins	mobitor-plugin-zaproxy	3.1.311		39ecb93c62432ba3bb65ff51786d1d16f36daf0a
ch.mobi.mobitor.plugins	mobitor-plugin-zaproxy	3.1.313		99f9b15fa67795107cae66af7032e333b5518285
ch.mobi.mobitor.plugins	mobitor-plugin-zaproxy	3.1.316		0690fbe044f62d9a474e3a77af5d8ab1daa7646a
ch.mobi.mobitor.plugins	mobitor-plugin-zaproxy	3.1.322		3321d4599c97b594a992ca10ed147a4117b02c8e
ch.mobi.mobitor.plugins	mobitor-plugin-zaproxy	3.1.325		1578b4f4b4a48bec6617eec8ee7cf6449a2aa17f
ch.mobi.mobitor.plugins	mobitor-plugin-zaproxy	3.1.330		5586657e7f1acfbac7b6c28babdc6455c8de4140
ch.mobi.mobitor.plugins	mobitor-plugin-zaproxy	3.1.334		d3a04dee38bc0aa2d76bccedb1ab8092dd2f5f34
ch.mobi.mobitor.plugins	mobitor-plugin-zaproxy	3.1.37		5f69ee460fff4223d4e41aea4b775c49be0a27e1
ch.mobi.mobitor.plugins	mobitor-plugin-zaproxy	3.1.370		f9cdb08707578155115db9145a62a9315cc8a85f
ch.mobi.mobitor.plugins	mobitor-plugin-zaproxy	3.1.374		11290face0730948d60e94c802e20b7058af8260
ch.mobi.mobitor.plugins	mobitor-plugin-zaproxy	3.1.377		16f4b549cd2da5115768c00bf8c5e4593f509fc6
ch.mobi.mobitor.plugins	mobitor-plugin-zaproxy	3.1.402		5ae869a8b8996b9fa7544faef5b77db89381a7a5
ch.mobi.mobitor.plugins	mobitor-plugin-zaproxy	3.1.406		f5fa3f598f9035f9ced11be5ddc7cc18cdbffb67
ch.mobi.mobitor.plugins	mobitor-plugin-zaproxy	3.1.409		3563a23d7b5b651ab1716b202c2dbc7847d03e38
ch.mobi.mobitor.plugins	mobitor-plugin-zaproxy	3.1.413		c81716412371e0e1091031bc84d53fa447f57666
ch.mobi.mobitor.plugins	mobitor-plugin-zaproxy	3.1.416		486c7de60151b54427df491292af211a9788451e
ch.mobi.mobitor.plugins	mobitor-plugin-zaproxy	3.1.417		6519f825531ffe37ca0540d4156028824beeddb1
ch.mobi.mobitor.plugins	mobitor-plugin-zaproxy	3.1.420		b5c39b73c7a2099a9452620dd4ef148111c1e598
ch.mobi.mobitor.plugins	mobitor-plugin-zaproxy	3.1.424		6a267ccd3288690b44eed7aa7d6129ca4d93bd9a
ch.mobi.mobitor.plugins	mobitor-plugin-zaproxy	3.1.64		bd9f4c7d28115e953de0361c2730dfb945675f71
ch.mobi.mobitor.plugins	mobitor-plugin-zaproxy	3.1.71		4cda8f30eb8fcba3ca44a5ff8b4a689fb2a11aab
ch.mobi.mobitor.plugins	mobitor-plugin-zaproxy	3.1.85		faa0c3616537bfc9fe1be5cc809905b6a3d27e8a
ch.mobi.mobitor.plugins	mobitor-plugin-zaproxy	3.1.87		30111f28f492558bcde787e774d79307506d2837
ch.mobi.mobitor.plugins	mobitor-plugin-zaproxy	3.1.97		efadb016dcaef2cdc0377ac46dddc702a83951ec
club.pizzalord	shire	0.0.11		N/A
club.pizzalord	shire	0.0.12		N/A
club.pizzalord	shire	0.0.13		N/A
club.pizzalord	shire	0.0.14		N/A
club.pizzalord	shire	0.0.2		N/A
club.pizzalord	shire	0.0.3		N/A
club.pizzalord	shire	0.0.4		N/A
club.pizzalord	shire	0.0.5		N/A
club.pizzalord	shire	0.0.6		N/A
club.pizzalord	shire	0.0.7		N/A
club.pizzalord	shire	0.0.8		N/A
club.pizzalord	shire	0.0.9		N/A
cn.gateside	gatesideLib	2.0.1		cb577a1fe2c861d76ad528f751d69b06f357bba1
cn.gateside	gatesideLib	2.0.2		b8775a00d2bcaecce2c54ed0d34af7a9d7eb9db1
cn.gateside	gatesideLib	2.0.3		3ece9ae3c1904055e69d8457d740ad2d5c3825c7
cn.gateside	gatesideLib	2.0.4		15eae0709b471770ae7df976939ae10938804ff8
cn.gateside	gatesideLib	2.0.5		d146be0dc3dd3c8764d6c66befdf282f335762a1
cn.gateside	gatesideLib	2.0.6		dae22b0aeebb3c51ec2fabf36a5cc1ef9a0fd3fe
cn.gateside	gatesideLib	2.0.7		4f52f91f66496936a26aab644af5694662e3e856
cn.gateside	gatesideLib	2.0.8		97c8fc18b037dd2ff56595a6577333e73074f48e
com.alienff	sms24x7	1.0.1		df3c1f0c2b035a96770f40ff184d7215760bb26e
com.alienff	sms24x7	1.0.1	jar-with-dependencies	86f1df3dabea9e0adc7f20af079ab3a90fe463fa
com.aoapps	ao-sql	2.0.0		74ed4885a03a7dd27d1d3f792ef8d4617b30b570
com.aoapps	ao-sql	2.0.1		0fe1f55070235ae636b451306f0eb28b8ec309b8
com.backtype	dfs-datastores	1.3.0		d244832dd2b7136bf33c15922e05511f16ba5805
com.backtype	dfs-datastores	1.3.1		c5a6e3a155bdbba1ebdda234060808eb52fe995e
com.backtype	dfs-datastores	1.3.2		ff4cdc9cb8b4ac9cf9d43a3adcb8538fc40c5e52
com.backtype	dfs-datastores	1.3.3		df5881e6e3445144c1e2bfad0faf9a5c680536c6
com.backtype	dfs-datastores	1.3.4		ae32f30d5b2f283e818f7d08a08f0660a3643c9e
com.backtype	dfs-datastores	1.3.5		dfa6a17ca034ac2daa209e4c7d8781d54939ed65
com.backtype	dfs-datastores	1.3.6		6a246cc00cc91612d1b5e5e6d7739da1b5df8c21
com.baulsupp	oksocial-output	0.1		366927840e961981d782f839a43d0e76a33e0a21
com.baulsupp	oksocial-output	0.10.0		36753fb0354e80c11b9c30ecc1db090eca27b573
com.baulsupp	oksocial-output	0.11.0		db693323d62fc5e0d4397fd55c0cb98f330eb7a1
com.baulsupp	oksocial-output	0.12.0		f03a13d1ce73642fe2ce05114f2793bc82136229
com.baulsupp	oksocial-output	0.2		50a0b62aea7be7c8fa2cd786f18f2b79cba75058
com.baulsupp	oksocial-output	0.3		b6cbe208aaf44195e131e9a8c0ab326a508d943c
com.baulsupp	oksocial-output	0.4		5dce2fa9959c09cf988d3870196e97d62fad0856
com.baulsupp	oksocial-output	0.5		23a018930068e260d85f87a50be11c3facb24759
com.baulsupp	oksocial-output	0.6		115a1c43e2efcd82b9f882dc8bcc4f2c9bbd0763
com.baulsupp	oksocial-output	1.0.0		a226cfe1b75a29b6081c69fb5b00e7dcf30b5834
com.baulsupp	oksocial-output	1.1.0		ae534d979fd56fbc8fda4ae903129869385fd7f1
com.baulsupp	oksocial-output	1.2.0		5d5c5d9b882763334f7133b6e68ee4bb6d63b8e9
com.baulsupp	oksocial-output	1.3.0		4d5bf42a58814405a1030b07724703ed8997fc2d
com.baulsupp	oksocial-output	1.4.0		d2d3f87eb043f3811a503862375190559b36c477
com.baulsupp	oksocial-output	1.5.0		e85b0213265edbab7e8ba606e159266710846f8f
com.baulsupp	oksocial-output	1.6.0		ddd2f452b8ed61d271a671be1ead301927fac8fb
com.baulsupp	oksocial-output	1.7.0		6f510e9e4dda912234161a708cee75cf9cab99c4
com.baulsupp	oksocial-output	1.8.0		30a14a8ca25b8a3192a92638668fbe3bc3264d3e
com.baulsupp	oksocial-output	4.10.0		1ce60bd170f0a299391673cad635100840a73474
com.baulsupp	oksocial-output	4.11.0		40bc962322da24e13209b0d03ed3db5d833574c9
com.baulsupp	oksocial-output	4.13.0		901f0ada3b6a3f8a11349b10b33bae685ecc4633
com.baulsupp	oksocial-output	4.15.0		56ee7997d33234924b1f1b20d4e9d759a6bcee51
com.baulsupp	oksocial-output	4.16.0-dirty		3b33a3e4a46b3a3c4760a93c6a447c2e589f3dc5
com.baulsupp	oksocial-output	4.17.0		ad2c71b90ed94119872293d971d20b9f36fc5071
com.baulsupp	oksocial-output	4.18.0-dirty		244fad8a787db37ed4170752e66d3ccf35809186
com.baulsupp	oksocial-output	4.19.0		e9f57315a369c6fbdd1cdf12061c67d1d7d1f315
com.baulsupp	oksocial-output	4.9.0		f9a44e80bd131d3a2125cde1ae96030529081220
com.baulsupp	oksocial-output	HEAD-da2bae8		4e00cb7d21466c8c34c128929d11a7350ecc0f41
com.busymachines	pureharm-db-core-flyway_2.12	0.0.2		3e442fe3ef924f3bccf59044d02cd1b32d750927
com.busymachines	pureharm-db-core-flyway_2.12	0.0.2-M16		0118acac51e53988a3a449fa606ff0236c774c75
com.busymachines	pureharm-db-core-flyway_2.12	0.0.2-M17		a82fed02caccdbc86786730af31602784278cfd5
com.busymachines	pureharm-db-core-flyway_2.12	0.0.2-M18		f7cbe25fa3bb474508daf159a0dc7f24e2d51ac7
com.busymachines	pureharm-db-core-flyway_2.12	0.0.2-M19		28b7b8c06244db74e7e580eae6a150425e91f95b
com.busymachines	pureharm-db-core-flyway_2.12	0.0.2-RC1		730543d48c3a987b4a867138694ffe6944d7ee04
com.busymachines	pureharm-db-core-flyway_2.12	0.0.3		7ffccfa48db5c470f620fc078b53db54ddb105d9
com.busymachines	pureharm-db-core-flyway_2.12	0.0.4		92c7e4168bc6b600d717cd107ec1999ec2baa6e9
com.busymachines	pureharm-db-core-flyway_2.12	0.0.5		d8e74f75b626479d4558d73c88fac01bec856371
com.busymachines	pureharm-db-core-flyway_2.12	0.0.5-RC1		d734981970910e131ef72f3372e4951679556544
com.busymachines	pureharm-db-core-flyway_2.12	0.0.5-RC2		1849bf2d6135699009af301f6ba831058df1db44
com.busymachines	pureharm-db-core-flyway_2.12	0.0.6		5a948e474253434c4292fe1093ae006deeee2b3a
com.busymachines	pureharm-db-core-flyway_2.12	0.0.6-M1		afc7fbdc746c1b72bc3ee8c05a6964ee238e2b0d
com.busymachines	pureharm-db-core-flyway_2.12	0.0.6-M2		23c51f5413d17660313a07651ad6b4d101e66303
com.busymachines	pureharm-db-core-flyway_2.12	0.0.6-M3		a956fd6f11957cfec9eb3b88338ad8c418396f45
com.busymachines	pureharm-db-core-flyway_2.12	0.0.6-M4		71bbee07282c4533282b45c6d4adc54b0a56984a
com.busymachines	pureharm-db-core-flyway_2.12	0.0.6-M5		d31d55981ace7f2d7e908e7e325b2e5c75102c13
com.busymachines	pureharm-db-core-flyway_2.12	0.0.6-M6		3ce6754d05faf44feaf55d14381802b871aabd5c
com.busymachines	pureharm-db-core-flyway_2.12	0.0.6-M7		f3600fd8f0d619b93f265810257a983be71f1324
com.busymachines	pureharm-db-core-flyway_2.12	0.0.6-RC1		f39f3b52413c5264a9307f55884f0d4a5ff53f2a
com.carepay	java-template-engine	1.6.0		04affc70916c0f25054c91d11e4e1299572070c0
com.carepay	java-template-engine	1.6.1		e70992cd72c9ea3bc3786808b4c9bd4c1260713a
com.carepay	java-template-engine	1.6.2		69b606c92b10f55c48bc792651043d952c6f0dc1
com.carepay	java-template-engine	1.6.3		f79971bf71d9c066768c7fff555d3f0156a96aa2
com.carepay	java-template-engine	1.7.0		b95eb92972e94fef969f578adf62ed0e6b797f55
com.day.cq	cq-licensebranding	5.5.4		73d1abedbce69543a43d09b2c9702e4dafda96aa
com.day.cq	cq-licensebranding	5.6.10		6e327dc4e10edbfd8050e1d3cbd3963833a2e309
com.day.cq	cq-licensebranding	5.6.8		68a21a7e33f3504e71bc2917f94c4a4166d1ecc8
com.github.acsgh.mad.scala.server.converter.template	twirl_2.13	0.7.0		65dd6299f80348b64c4ad90ca21ba3a341b36da1
com.github.acsgh.mad.scala.server.converter.template	twirl_2.13	0.8.0		3e05362d211666d141ea277734af5063cda6a5cc
com.github.acsgh.mad.scala.server.converter.template	twirl_2.13	0.8.1		fcd06b9ddaa59055f092d29ea9277e7ede9d93bf
com.github.acsgh.mad.scala.server.converter.template	twirl_2.13	0.8.2		1635f08e17778c286db3fca8521c3f08aff7f255
com.github.acsgh.mad.scala.server.converter.template	twirl_2.13	0.8.3		5c017e1b5869e2856d10e95e73910005f6b126f4
com.github.acsgh.mad.scala.server.converter.template	twirl_2.13	0.8.4		e0a283c4d884d7daefd27cb113f8b8f778075a37
com.github.acsgh.mad.scala.server.converter.template	twirl_2.13	1.0.0		7ab61bc794c7fc246e882c457f8a8d6ed0b4c5af
com.github.acsgh.mad.scala.server.converter.template	twirl_2.13	1.0.1		4e433e6b98e691310e2743e5b148dc48aee50ccf
com.github.acsgh.mad.scala.server.converter.template	twirl_2.13	1.0.2		ac4fe7d80f78dc95218e00c395eb5f7bb5ca0b28
com.github.acsgh.mad.scala.server.converter.template	twirl_2.13	1.0.3		ccc9ac50f58031f331bc37bc4bdeed917a8719a4
com.github.acsgh.mad.scala.server.converter.template	twirl_2.13	1.0.4		41cd78b2bec729073b72e44941405f874a43aae9
com.github.acsgh.mad.scala.server.converter.template	twirl_2.13	1.0.5		3b99d169c5811ce6529828364356d37ed73302e6
com.github.acsgh.mad.scala.server.converter.template	twirl_2.13	1.0.6		7b4c4197968e829e105d779478467760ff489cdf
com.github.acsgh.mad.scala.server.converter.template	twirl_2.13	1.0.7		3fa0631b11c94057c5e26f2cb5126f1f2bc5acdc
com.github.acsgh.mad.scala.server.converter.template	twirl_2.13	1.0.8		a84cc919eaefe295b9fe415269266cf7e8e44dee
com.github.hfhn	hntool	1.0.0		f0e03c57f56cee9f97e24137a5056bcb8ff1a525
com.github.hfhn	hntool	1.0.1		3394cdba4d7b7609977212519cdb966da3d739b2
com.github.hfhn	hntool	1.0.10		c4c4a80789abc026a07427e51838708eea65fd22
com.github.hfhn	hntool	1.0.11		f67c9400a08c6fed06608033812b0283c96b1992
com.github.hfhn	hntool	1.0.12		fc7e1d0d6ea8236507d7bb2796d8b30a2f4afb3a
com.github.hfhn	hntool	1.0.13		159aa2ad228dc1ca0c45f1a222e045bbe29d5b34
com.github.hfhn	hntool	1.0.14		8c2945a3508a4a9b7c17169ff35a427bc36f5741
com.github.hfhn	hntool	1.0.15		d5abacfc3b208d580c5d65a6060e91aa9b7e372a
com.github.hfhn	hntool	1.0.16		d1e09476bef92fd3564d90e4341d88394c1039ad
com.github.hfhn	hntool	1.0.17		582d73164bc916f38312ef432d665a34fbe2417f
com.github.hfhn	hntool	1.0.18		622abeae2162d06f39c8c2fb3324dbf04935657a
com.github.hfhn	hntool	1.0.2		548ecf510f52e96060c83203c8c07f0e24b9d4ca
com.github.hfhn	hntool	1.0.3		b6ef2c3a3cdecfca3203decff487a99032cd545b
com.github.hfhn	hntool	1.0.4		7892124bf4e7171ca20ecc0047ae8f6b1b053d80
com.github.hfhn	hntool	1.0.5		788a0fddcd06f283857929157b12836113ba61da
com.github.hfhn	hntool	1.0.6		1d3a50561e377801c9eac5a8dd25e29244781cd6
com.github.hfhn	hntool	1.0.7		60cbc045e5fe67879b1ff4e3a93b3af8b3ffa57d
com.github.hfhn	hntool	1.0.8		64ff4e62586d5efa4744bd9e90f93cb241840195
com.github.hfhn	hntool	1.0.9		37b34f39d8ad75d71d6b248f320a745474729d7b
com.github.j5ik2o	reactive-aws-rekognition-akka_2.12	1.1.3		a3559c11feabad0f1e2705b881471ee7b85b8221
com.github.j5ik2o	reactive-aws-rekognition-akka_2.12	1.1.4		b0d8f022f2f777c5dbad8157275933fc153bcff8
com.github.j5ik2o	reactive-aws-rekognition-akka_2.12	1.1.5		b995f070e2d127b25f1f2bb749c9b110cf515c69
com.github.j5ik2o	reactive-aws-rekognition-akka_2.12	1.1.6		a76745ed5348d73605fd1b7baead6f5477dd50ad
com.github.j5ik2o	reactive-aws-rekognition-akka_2.12	1.1.7		9de2a7898e72e545735866f8cd3e3fedfe1c8f4e
com.github.j5ik2o	reactive-aws-rekognition-akka_2.12	1.1.8		266e781f678c20335795c7c95d37739a95ee3dfa
com.github.j5ik2o	reactive-aws-rekognition-akka_2.12	1.2.0		8c0b951eba4ca2a21199f90ae886ae2c68278d56
com.github.j5ik2o	reactive-aws-rekognition-akka_2.12	1.2.1		ea049d8a0d66b661f9b263d3e5b1638df784f127
com.github.j5ik2o	reactive-aws-rekognition-akka_2.12	1.2.3		aa97711ef16467590c244897a5a47143a63c4a1e
com.github.j5ik2o	reactive-aws-rekognition-akka_2.12	1.2.6		29444bb9b86231ccff0c73582d4b0011849c1135
com.github.minigdx	kotlin-math-jvm	1.0.0		b097b835ebbde9bfdb8827191e1b1328639a9f51
com.github.minigdx	kotlin-math-jvm	1.1.0		994472df190cd370050ebc63f215524d99e100ff
com.github.stampery	stampery-client	1.0		57dcc6b6b7470f317ef2d9d02735c2cb832dd731
com.googlecode.redbox-mint	plugin-transformer-handle	0.9.0		2495793557716fafa7c9fca415efbfd00947ac5b
com.googlecode.redbox-mint	plugin-transformer-handle	1.0.0		602cf36ec30507a103c8dcc446c5c7a9a79226fa
com.googlecode.redbox-mint	plugin-transformer-handle	1.0.1		c40431ed94dcb877afef61d138ff8fad46f7ae52
com.googlecode.redbox-mint	plugin-transformer-handle	1.1		23a45be647a4e033de72faa3d653e20008574cb6
com.googlecode.redbox-mint	plugin-transformer-handle	1.10		d4a55701ffa46af95b6d077131a1c821ebc6688f
com.googlecode.redbox-mint	plugin-transformer-handle	1.2		d591924bc2494ffef1a53df143e8a7128470559b
com.googlecode.redbox-mint	plugin-transformer-handle	1.3		7b38539c03f407f57e2e4f37257348662d469998
com.googlecode.redbox-mint	plugin-transformer-handle	1.3.1		67d36b2ac718abd3ca10a05f40d8f671f9816f20
com.googlecode.redbox-mint	plugin-transformer-handle	1.4		36fa74259f71845a467fe2e9f49003018fc81041
com.googlecode.redbox-mint	plugin-transformer-handle	1.5		7104204876ef9cbcd987d4e15953156949b42d66
com.googlecode.redbox-mint	plugin-transformer-handle	1.5.1		b90e5dba15d1698a16f9a3042f5ce15aef25e242
com.googlecode.redbox-mint	plugin-transformer-handle	1.5.2		47272bf057042b77474ccd79d3b2d865674e13d8
com.googlecode.redbox-mint	plugin-transformer-handle	1.5.2.1		c9c3743480c4f3d6465d54d77e1d34942e0224ab
com.googlecode.redbox-mint	plugin-transformer-handle	1.5.2.2		ecf6eddcbeb553df96b6fcd5fabba823dd1aef79
com.googlecode.redbox-mint	plugin-transformer-handle	1.5RC1		41a222aeb3ddb640fade0fae94ecc04c1ba5acc1
com.googlecode.redbox-mint	plugin-transformer-handle	1.5RC2		ad4a6c95d1d57cd467df9c3c477bed420b37bb51
com.googlecode.redbox-mint	plugin-transformer-handle	1.6		cd774683797fa00b145bb491177f989df31e2079
com.googlecode.redbox-mint	plugin-transformer-handle	1.6-RC01		63276273268493f4f1e55f4f042aa216ffe27a6c
com.googlecode.redbox-mint	plugin-transformer-handle	1.6.1		c9569f5316a743a68d87211fb5f842a1d61fd76e
com.googlecode.redbox-mint	plugin-transformer-handle	1.6.2		9d374c72a8ce0fdf4e324fc1feeab59d66062a59
com.googlecode.redbox-mint	plugin-transformer-handle	1.7		d857ff1af75dc7602df192c1073166b774ad3ca5
com.googlecode.redbox-mint	plugin-transformer-handle	1.8		5985f43a540e22f56ff8e09fd4524e21f2236092
com.googlecode.redbox-mint	plugin-transformer-handle	1.9		6495cc0aff1ddf9b943f3d0cce48e781d21ce82b
com.hds.hcpaw	anywhere-fss-sdk	2.1.1.17		216050035aec266b53239a307631451dd0ab5cec
com.hds.hcpaw	anywhere-fss-sdk	3.0.0.20		d6d96d705f17b93b233c70c899b2457a050bd392
com.hds.hcpaw	anywhere-fss-sdk	3.0.3.58		83932d4e437025b3fc26b01be0fadae94569d738
com.hds.hcpaw	anywhere-fss-sdk	4.0.0.12		351708c69ab1d52016186e096a01f29f4f756b2e
com.hds.hcpaw	anywhere-fss-sdk	4.3.2.32		74f30fa45331fe98f4e45d8f11ccd955d9c47ba9
com.hds.hcpaw	anywhere-fss-sdk	4.3.2.33		7127fc36e885d007a799180bad7df575d189b28e
com.hds.hcpaw	anywhere-fss-sdk	4.4.0.41		46a2361e5dc5f1083e90dadbd520b6d009b93cfa
com.hds.hcpaw	anywhere-fss-sdk	4.4.1.65		0349afcfeebfbca6bf3dad0920ca2eed6f1f8e93
com.hds.hcpaw	anywhere-fss-sdk	4.5.0.43		64ce83699a2dee2af2a8661abfc4609a8d738bc1
com.hds.hcpaw	anywhere-fss-sdk	4.6.0.38		930af86afaef3809d8ffaceaf8a23c5ea2ef3f52
com.iwuyc.tools	tpg4j	0.1.0		5065b9a69c1b524bcc4647b003643678c0f036bf
com.iwuyc.tools	tpg4j	0.1.1		cf0400ec360180aea59e7ae6277bb980a98624e8
com.jakewharton.hugo	hugo-annotations	1.0.0		4c56d5f6e9ad4696b006d2d67f750f8decd3f393
com.jakewharton.hugo	hugo-annotations	1.0.1		9dbf76815a222f2229318f71bbe7c5e29b6c8679
com.jakewharton.hugo	hugo-annotations	1.1.0		e67a622a9034c9e995750528180b8e19434f6e02
com.jakewharton.hugo	hugo-annotations	1.2.0		b45a90a20ce6b2dcd70a60098bbdbd809c44bf1a
com.jakewharton.hugo	hugo-annotations	1.2.1		b01150795c5cdca1eb7e501bf00f105ff0e31501
com.javiersc.semver	semver-core-macosx64	0.1.0-beta.10		N/A
com.javiersc.semver	semver-core-macosx64	0.1.0-beta.10	metadata	b1252d5d27b91bcccfb0c107fa81824830ffeb1e
com.javiersc.semver	semver-core-macosx64	0.1.0-beta.11		N/A
com.javiersc.semver	semver-core-macosx64	0.1.0-beta.11	metadata	1fe562d093ef71d13cf00b30b8a0e6a3c38770f2
com.javiersc.semver	semver-core-macosx64	0.1.0-beta.12		N/A
com.javiersc.semver	semver-core-macosx64	0.1.0-beta.12	metadata	0af6bcc761875b6072205868a80d7a20910421d8
com.javiersc.semver	semver-core-macosx64	0.1.0-beta.13		N/A
com.javiersc.semver	semver-core-macosx64	0.1.0-beta.13	metadata	8dd9df4cb6ceb999a845f552b5c17c14a7b9ff3c
com.javiersc.semver	semver-core-macosx64	0.1.0-beta.7		N/A
com.javiersc.semver	semver-core-macosx64	0.1.0-beta.7	metadata	86bd4ee78dc5facc0d12fa3bd9a630ec490b5027
com.javiersc.semver	semver-core-macosx64	0.1.0-beta.8		N/A
com.javiersc.semver	semver-core-macosx64	0.1.0-beta.8	metadata	ee995dc7dc68e5389d0939396866fd9775eb5892
com.javiersc.semver	semver-core-macosx64	0.1.0-beta.9		N/A
com.javiersc.semver	semver-core-macosx64	0.1.0-beta.9	metadata	f4e5f5c72c9f9f243826d135de170314117e1340
