be.atbash.ee.security.octopus.opinionated	jsf	0.6		N/A
io.virtdata	virtdata-lib-basics	2.12.15		13aac74b5aede9197248ea0beedad8004fb44b27
io.virtdata	virtdata-lib-basics	2.12.2		80195110b42c00c93fbb75ae50610022946f259f
io.virtdata	virtdata-lib-basics	2.12.3		1756345c115453f0287b63791ad16b057d147e59
io.virtdata	virtdata-lib-basics	2.12.4		e61efb43326bbd93b111dab0113493d0f2594e56
io.virtdata	virtdata-lib-basics	2.12.5		98bec5157e6f77e524e888545f025213538631b5
io.virtdata	virtdata-lib-basics	2.12.7		9873098f6f6563023103295c6ef69284ded84c19
io.virtdata	virtdata-lib-basics	2.12.8		77c94a8ff35559bad762b08751a2a81b2e6a115e
io.virtdata	virtdata-lib-basics	2.12.9		2132b9456a50103fc0a4118c0e96bf7a128e87d4
ir.msob.jima.core	core-api-restful-beans	1.1.15		0d438170573e6d3fa220d57d23978da8132b618d
ir.msob.jima.core	core-api-restful-beans	1.1.17		5370d36b75feac56233195574d1b75cb867fb073
ir.msob.jima.core	core-api-restful-beans	1.1.18		82bdf3243b117851e03a87091f615341083d779d
ir.msob.jima.core	core-api-restful-beans	1.1.19		4aa098d2aa00c30816745f243508a8c28d90ce9a
ir.msob.jima.core	core-api-restful-beans	1.1.20		4c8f44cc773ec9c4d8318e08390c0b7d2a374fa8
ir.msob.jima.core	core-api-restful-beans	1.2.0		3f47a0487e08d716cfe48fa8e621788e25020f27
ir.msob.jima.core	core-api-restful-beans	1.3.0		d04530e502f92bc92df7c1f71be7652aedbd21bd
it.unibo.scafi	scafi-simulator-gui_2.13	0.3.3		2e43bb8eee17fe880d2fca6635bb6ad4ede90910
it.unibo.scafi	scafi-simulator-gui_2.13	1.1.0		a58b84b970a69c199d3fa328f4c739499a1385ea
it.unibo.scafi	scafi-simulator-gui_2.13	1.1.1		26e05d9bdede99f23a166f493f12d2fe551abf5c
it.unibo.scafi	scafi-simulator-gui_2.13	1.1.2		bd3c694eadd5101c3a08080b3bdb175dbf03a0fd
it.unibo.scafi	scafi-simulator-gui_2.13	1.1.3		e7c3a24c23856622722cb077b3e989f20091848f
it.unibo.scafi	scafi-simulator-gui_2.13	1.1.4		ebd8477018d0776b3804adb94e1cad61c5d5007b
it.unibo.scafi	scafi-simulator-gui_2.13	1.1.5		9636cab897dbf62a79dae7c2193372b92babfcf6
it.unibo.scafi	scafi-simulator-gui_2.13	1.1.6		a34e38fb6154707aa67b84e27316bf4449c6fd3c
it.unibo.scafi	scafi-simulator-gui_2.13	1.1.7		a5d5f79ef603cd6f77b55cb6c9f356c65cb1d7b9
it.unibo.scafi	scafi-simulator-gui_2.13	1.2.0		d0670a2f5271e933b78f46d2ad3d574c31fb05ff
it.unibo.scafi	scafi-simulator-gui_2.13	1.3.0		4424443342d2a1d329af4edee6b8cbb42b70bb23
it.unibo.scafi	scafi-simulator-gui_2.13	1.4.0		cc433e0873fdbf702e17830b0c1aede21caddcd6
it.unibo.scafi	scafi-simulator-gui_2.13	1.5.0		d9d42ddb083453a75e01766c528a4d34ebf7c274
it.unibo.scafi	scafi-simulator-gui_2.13	1.6.0		2cf8b7bee162af65c074253b17b4127316d5dffb
me.devnatan	inventory-framework-platform	3.0.0		d0cd9651a836da9ec9b19b5ed9bcbcedacaecb11
me.devnatan	inventory-framework-platform	3.0.0-alpha		N/A
me.devnatan	inventory-framework-platform	3.0.0-beta		d773ad8c8351b74c41629ab58c842b6001bde69d
me.devnatan	inventory-framework-platform	3.0.0-rc.1		a81875d775e89be109384c126496bea8afe36d7a
me.devnatan	inventory-framework-platform	3.0.0-rc.2		da1fe3262c8baacf0003b0675d9ab5465f4c5813
me.devnatan	inventory-framework-platform	3.0.0-rc.3		2585052e4248271886416804ab42d2c2a8ef0a36
me.devnatan	inventory-framework-platform	3.0.1		79c7e525d1450c8d7e4b61230a3b0157a335f84b
me.devnatan	inventory-framework-platform	3.0.10		0167dc8c127d2ccbf2543f5c73d3f20e6e9e2f01
me.devnatan	inventory-framework-platform	3.0.11		bcba6cc9e12268a69f58c472b4d151715cf2dca2
me.devnatan	inventory-framework-platform	3.0.12		9c400de6a19a403a8a287c9bbb49d7dd168feaa0
me.devnatan	inventory-framework-platform	3.0.2		72f817898fc2b8160f381233ef3954fa4e9bb91b
me.devnatan	inventory-framework-platform	3.0.3		4d6ae9499fedd747645a372366ffe151e2416dbd
me.devnatan	inventory-framework-platform	3.0.4		6d9bc3994ab55e27be01d715ca746f5a4724e271
me.devnatan	inventory-framework-platform	3.0.5		c62a94f0be550d5d3837cba4de392ddb0cc93d0b
me.devnatan	inventory-framework-platform	3.0.6		815d38078cfb757d2ee2b5a0a92471d9e482bd52
me.devnatan	inventory-framework-platform	3.0.7		e14510cf983ab8fbd0a7415bca6e61684e0703fb
me.devnatan	inventory-framework-platform	3.0.8		94dee78e57d5be4099e9769d9653a3b67bbba3eb
me.devnatan	inventory-framework-platform	3.1.0-beta		b126ac37ad61012db367df02a72cc4640f53c62e
me.devnatan	inventory-framework-platform	3.1.0-rc		ccb52450ec1dd20906b43639dafd523138f48352
me.devnatan	inventory-framework-platform	3.2.0		a9638dd234db6fb16ed9419b1a2707c61ce81263
me.devnatan	inventory-framework-platform	3.3.1		4ba6451a67183cae940c46481c048840be90adc2
me.devnatan	inventory-framework-platform	3.3.2		fa1fcdcf705cdfae18d92aed941451c464f5c133
me.devnatan	inventory-framework-platform	3.3.3		b42dda45ba638f2711bdb33a261088ce144b4972
me.devnatan	inventory-framework-platform	3.3.4		f3dc0849b214ee0b4c60fc0c8bb24a1cd93ba3e8
me.devnatan	inventory-framework-platform	3.3.5		6e35aef5676444410ffed9cdf1d5823bd923ea6f
me.devnatan	inventory-framework-platform	3.3.6		babb59c23cb083e9a081bea31e037edf1c8e1876
me.devnatan	inventory-framework-platform	3.3.8		f66f05f4d64008f3cb9498d7d0207a08f4dc1eb3
me.javaroad	mcloud-eureka	1.0.0.RELEASE		402324fbd4b56c4221566ed5d09b5cb1612bcec2
net.unmz.java	unmz-desensitization-spring-boot-starter	1.0.0		d7960f18ecdede1933d87c7cb1f62862bcf40399
net.unmz.java	unmz-desensitization-spring-boot-starter	1.0.1		f8fe555decbf72ebdf84bf19d737ba065e1e1a0e
org.apache.ace	org.apache.ace.identification.api	0.8.0-incubator		68ac89d09a35b65a377edd85d00d0751463c3565
org.apache.ace	org.apache.ace.identification.api	0.8.1-incubator		22cd9ab6b83b055b7281bf632c096829e91dcf55
org.apache.camel	camel-aws2-iam	3.1.0		00369284fe67b5adbc984bcfae441f4aae52f7a8
org.apache.camel	camel-aws2-iam	3.10.0		1159513d289f2e273c04f92d871cae4e68d4f67b
org.apache.camel	camel-aws2-iam	3.11.0		c6a12a00162ea7dde77c4b752758c7f29ecb56f0
org.apache.camel	camel-aws2-iam	3.11.1		247ac6ec833daae2a25fc49eed339979e8d3d61c
org.apache.camel	camel-aws2-iam	3.11.2		acd4d6ff0bc31ce14e7a53011124701b51b907d8
org.apache.camel	camel-aws2-iam	3.11.3		45802e20107189675ead138d014bd8b938c9ca40
org.apache.camel	camel-aws2-iam	3.11.4		26b45927af587f7a020f4a11ab116ff055ece694
org.apache.camel	camel-aws2-iam	3.11.5		2d19dc41d54095d6b81c659f4180637ebde00c41
org.apache.camel	camel-aws2-iam	3.11.6		9a7c133031a945619c365c6adc0a6f0c55c8eaed
org.apache.camel	camel-aws2-iam	3.11.7		22059b7db8ad392a43ab376f71c199b385b70210
org.apache.camel	camel-aws2-iam	3.12.0		6ba9319cf4db746b138c411649c64596d1ac031a
org.apache.camel	camel-aws2-iam	3.13.0		fd2eecdcba22456a473778e49e7989a4f4bd9f32
org.apache.camel	camel-aws2-iam	3.14.0		398f513554e0c26a2ce2e6e352c637d60a5b98ee
org.apache.camel	camel-aws2-iam	3.14.1		03f818e8a9d87a461a8f2349c8563ef7a79e4b0d
org.apache.camel	camel-aws2-iam	3.14.10		5b528037ec74e4b669cd5d98b9ae96d11c6372e0
org.apache.camel	camel-aws2-iam	3.14.2		7139ab0caaed95f9f644017a147c3c3fdc9df31c
org.apache.camel	camel-aws2-iam	3.14.3		1903603b1d27f4612aec5f5c2594a793cf772914
org.apache.camel	camel-aws2-iam	3.14.4		d3a1c839cbc4c3f48c46c5ffbe1a45057c92d5fb
org.apache.camel	camel-aws2-iam	3.14.5		502a13762e4165e96a34f2a1a84149b91ac52a97
org.apache.camel	camel-aws2-iam	3.14.6		92718a551035bc2d9345fe47e5a97e8798381fdb
org.apache.camel	camel-aws2-iam	3.14.7		69b9f5b61f1dc593d5995dcbe63a99d9d27b276a
org.apache.camel	camel-aws2-iam	3.14.8		3c546ca56db77e35162992a0d5a05ae60b553532
org.apache.camel	camel-aws2-iam	3.14.9		2f167368dd21cc90da9459fb4c1f913b8f38f76c
org.apache.camel	camel-aws2-iam	3.15.0		6d2e1ca7c1e88f1b0922cb1ec65fd1cc46d2cdf0
org.apache.camel	camel-aws2-iam	3.16.0		edffe3865d4c1ca978a676d733b3b70029650e92
org.apache.camel	camel-aws2-iam	3.17.0		2df842f7d926524d9bed170dd46091aa2458b744
org.apache.camel	camel-aws2-iam	3.18.0		dd2f58994b0c2b66bae4b8f465a65c01e6e01d73
org.apache.camel	camel-aws2-iam	3.18.1		094cdf02d4358b772a35c2e4c13fc0fa6370b885
org.apache.camel	camel-aws2-iam	3.18.2		6dc39ea33cdd969b360454407c44f95c46188a8c
org.apache.camel	camel-aws2-iam	3.18.3		0008a401a6aafc3b77c3108b0f915443301321a7
org.apache.camel	camel-aws2-iam	3.18.4		f93b4a361fe95fc31eccb062a6545ecb2d61f56d
org.apache.camel	camel-aws2-iam	3.18.5		2068da4673d1aaeb28d0811aff42abe2211d928a
org.apache.camel	camel-aws2-iam	3.18.6		2cbf6164b9f3b4b8ccc57c4c3c46c876f68b1b99
org.apache.camel	camel-aws2-iam	3.18.7		d292e931f225757e2f45d5dda256ac138cd3723f
org.apache.camel	camel-aws2-iam	3.18.8		d865e7a0de3649b9ee80688fe2fd71a8ffeb328c
org.apache.camel	camel-aws2-iam	3.19.0		8e62d8dfab34c7a5c489db1c5ebc105d6a44d45e
org.apache.camel	camel-aws2-iam	3.2.0		aa1336cea25f8fc1f4fd21cc8abc296f88b3cec7
org.apache.camel	camel-aws2-iam	3.20.0		665329e15ef6d30f914e1806544e106e8d5ab466
org.apache.camel	camel-aws2-iam	3.20.1		32ea4977579a4b34d6190c04a082273081f0f89f
org.apache.camel	camel-aws2-iam	3.20.2		74f702f8b8f1de84497fe51546c360a6eb58087c
org.apache.camel	camel-aws2-iam	3.20.3		5d11b1cea6b1eb2136130ea56b5dc73aecb0bc4f
org.apache.camel	camel-aws2-iam	3.20.4		c2b8d83d2009e037f77078dd5e71f41b17070f0e
org.apache.camel	camel-aws2-iam	3.20.5		d9f0957418fd6d45950ba4d86a2beadd0f0c5be9
org.apache.camel	camel-aws2-iam	3.20.6		12e4b5996dee7484458980bf3dfd2512b2809ddc
org.apache.camel	camel-aws2-iam	3.20.7		59f0285b88a2e9d457b919cc73675ea533a70693
org.apache.camel	camel-aws2-iam	3.20.8		77a85841b213e5f039f9a982a039035e59d60802
org.apache.camel	camel-aws2-iam	3.20.9		937ae61934d5fd215f997da4a6b32100a61bf625
org.apache.camel	camel-aws2-iam	3.21.0		b38a03907866b96642f0279df6846fb7de2f00e4
org.apache.camel	camel-aws2-iam	3.21.1		edf23756aebe3ee115f7407a9dbfaf2c6a05af89
org.apache.camel	camel-aws2-iam	3.21.2		477ac02472b8b249a09a237f5bc3f99f0b55b36b
org.apache.camel	camel-aws2-iam	3.21.3		e69ca715b1771c2da301a9a36b87cce0bfb1e143
org.apache.camel	camel-aws2-iam	3.21.4		2e7c12a562bfa9132e519b08b038b590bf69f725
org.apache.camel	camel-aws2-iam	3.21.5		5d89e89afb12f7fba2b54b8e62413ba7a9e34a0f
org.apache.camel	camel-aws2-iam	3.22.0		58743c6e80bd07fe21e2d662115d6bb0628a3b97
org.apache.camel	camel-aws2-iam	3.22.1		a7652c437c26e5b1b740ffd4ae79ee0c8b3bab01
org.apache.camel	camel-aws2-iam	3.22.2		f3549681a39960ce68d660d4a147c0aded8adabe
org.apache.camel	camel-aws2-iam	3.22.3		6ee2124ec9d71796ed617a78fa5995626d2edfc9
org.apache.camel	camel-aws2-iam	3.22.4		940da659719aaadfac491740b0907ac40ef8b092
org.apache.camel	camel-aws2-iam	3.3.0		7438abcf2259cd5b2b1e733b89dc80f2ecc4760a
org.apache.camel	camel-aws2-iam	3.4.0		52c10ca6c6ccc297678233626b28e031c77c0877
org.apache.camel	camel-aws2-iam	3.4.1		36cf248a0edf81b3e463df883e40eaf9fe903f74
org.apache.camel	camel-aws2-iam	3.4.2		116bdec1e42776d966eb4e2b4c81e7160f7a2f36
org.apache.camel	camel-aws2-iam	3.4.3		a2dd169cd48177c40f8806eab6cf58bb7211f2f8
org.apache.camel	camel-aws2-iam	3.4.4		8f73df23c763e3e14f4f2aab839f235785fd147a
org.apache.camel	camel-aws2-iam	3.4.5		45f76c7c9fe33f7ff4bc36e540b69f23bed3c0ff
org.apache.camel	camel-aws2-iam	3.4.6		94ff28d05c6b1117e77749835bd05a0b56a36f08
org.apache.camel	camel-aws2-iam	3.5.0		5ea73c73af9473c3fa861acff671fd00a8bef0b6
org.apache.camel	camel-aws2-iam	3.6.0		562e4a08344174e1739813b03557a624681136df
org.apache.camel	camel-aws2-iam	3.7.0		c0f0fa584752adec4e7be72e32d3ec78a977ca31
org.apache.camel	camel-aws2-iam	3.7.1		fd19b1d3d2afa5cb5ecfbc9af533641fc3236637
org.apache.camel	camel-aws2-iam	3.7.2		f2e4f81f9c2c1d303e3f301d9f662934145ee900
org.apache.camel	camel-aws2-iam	3.7.3		7fde6e3f09cb3e0f7557bcd53e6b71f4129ec6a4
org.apache.camel	camel-aws2-iam	3.7.4		1ba9288ce3731b4b5431ccb95de27f3aa424bedf
org.apache.camel	camel-aws2-iam	3.7.5		e64149818e9809bb19c42d3eadacec855e161de4
org.apache.camel	camel-aws2-iam	3.7.6		4cdd7702d5444f3616ca2f6c3e098e834db2ff1a
org.apache.camel	camel-aws2-iam	3.7.7		f53d5f01083dda3bd5977bec7b17b26f62bc1ac1
org.apache.camel	camel-aws2-iam	3.8.0		392043afdf3d5fc2ff59187b3d1c8ad1b60fedfe
org.apache.camel	camel-aws2-iam	3.9.0		b3bb994dd53bf26329821715e77d14fb510d2e75
org.apache.camel	camel-aws2-iam	4.0.0		f00e566f7f3d63742816bfae8a56c1e65368e10d
org.apache.camel	camel-aws2-iam	4.0.0-M1		360c4293a05cb674fea852862a7b2863d09bbdc3
org.apache.camel	camel-aws2-iam	4.0.0-M2		ac736abac961da56b0a879312dc0914b801c7ead
org.apache.camel	camel-aws2-iam	4.0.0-M3		97371d7cb730f716761a82c218f449ea715810fe
org.apache.camel	camel-aws2-iam	4.0.0-RC1		691abe08a911c8abc6b6b0c06bf22be3e457e741
org.apache.camel	camel-aws2-iam	4.0.0-RC2		3dbb8270f3fb9d28ea92e49f35b626e9144d112d
org.apache.camel	camel-aws2-iam	4.0.1		dbd663280ef17911188e50994ac2d8319fd470f1
org.apache.camel	camel-aws2-iam	4.0.2		c60207311c2ad13925cc25b13bc8ef1599705d4f
org.apache.camel	camel-aws2-iam	4.0.3		2a37487772f5808dfb9fc9001dd0a6556d7d4d76
org.apache.camel	camel-aws2-iam	4.0.4		685bb32ad94b3b2d20b5e8f6699e392d6b09294e
org.apache.camel	camel-aws2-iam	4.0.5		6de1625f6e10c1fe630ed47d4c6ddcc9a350231a
org.apache.camel	camel-aws2-iam	4.0.6		28fd1b7fc9e694a417d32ea38b5a9ed3119f0435
org.apache.camel	camel-aws2-iam	4.1.0		f411dafa461a1f29269b9090e6bf209104f14cc0
org.apache.camel	camel-aws2-iam	4.10.0		4011c72b90a0aae818027c5da834acf3cb1c1b31
org.apache.camel	camel-aws2-iam	4.10.1		b14c9661d9f9791c38e91d0d8445d8a904954707
org.apache.camel	camel-aws2-iam	4.10.2		832627f22bc8403e91bc0c8a28d7d9a2cd24ac57
org.apache.camel	camel-aws2-iam	4.10.3		5c71a2d80b83fb64bdb444c436181f644c4989c5
org.apache.camel	camel-aws2-iam	4.10.4		b8f6206aa6d06660424139611eb72cc90429e936
org.apache.camel	camel-aws2-iam	4.11.0		73f16d3aa4af8cdd823bdfcc528cb4d57b0b2aca
org.apache.camel	camel-aws2-iam	4.2.0		29b9b28adc916491eb5cd9c88f26bf427c15dbe6
org.apache.camel	camel-aws2-iam	4.3.0		96471c70a2f9bfbf0dd2ee1d632de1e15310b904
org.apache.camel	camel-aws2-iam	4.4.0		b4f757ec79a17886ce79488096cc204dcbc8cadd
org.apache.camel	camel-aws2-iam	4.4.1		d036ac3f8037d35593de35dfce64b516f2e81843
org.apache.camel	camel-aws2-iam	4.4.2		54260de309068884a529db6ef4638159da000173
org.apache.camel	camel-aws2-iam	4.4.3		0421bb233addab2476da08a2817f1bc064d4dbd8
org.apache.camel	camel-aws2-iam	4.4.4		9a57eb76a4f2361a3fb3c7bc08d53059f6069ac8
org.apache.camel	camel-aws2-iam	4.4.5		49c6078869a061b23ba4adefb80a97366d6b51ee
org.apache.camel	camel-aws2-iam	4.5.0		9ee07f3978016787dbdbbfce64afc5f70f772413
org.apache.camel	camel-aws2-iam	4.6.0		0a939c291de5ae746268f5f6792ab1b460925e66
org.apache.camel	camel-aws2-iam	4.7.0		cb1375c8fc622fdb97b6881abe00def1db7e8d2d
org.apache.camel	camel-aws2-iam	4.8.0		167e182ba66b9a188fe4b0f6812e4f21d0b0ae34
org.apache.camel	camel-aws2-iam	4.8.1		6f2ab1c8f1a829f4f28908526e936be4b61609b1
org.apache.camel	camel-aws2-iam	4.8.2		9b124fc95f6aa26b71691948f8e2c171a7de1419
org.apache.camel	camel-aws2-iam	4.8.3		3c1f2e3e27d9c9e6a7c0cf2445b67fb5efc777da
org.apache.camel	camel-aws2-iam	4.8.4		b4c506137e466665fe80101c0d5a82380ed0769d
org.apache.camel	camel-aws2-iam	4.8.5		39b24e32c7ecbe28e3032215cdba7146c3d008b7
org.apache.camel	camel-aws2-iam	4.8.6		d9fae01e26fd277cb79927280315e697871b9de4
org.apache.camel	camel-aws2-iam	4.8.7		3a4f27b03faf280be6386569df09d1e4ca5e49ea
org.apache.camel	camel-aws2-iam	4.9.0		c6409aae4e11eee1b93979d4af8d75a797296b3c
org.apache.camel.quarkus	camel-quarkus-browse-deployment	1.1.0		e588a55fba853fb8bd2b1c6d7b03bcd23fc48f79
org.apache.camel.quarkus	camel-quarkus-browse-deployment	1.2.0		61edbf8449393e150be80822a48d071bd63d0e67
org.apache.camel.quarkus	camel-quarkus-browse-deployment	1.3.0		bfd9a0032a9d0dad4388fbca09b17a825ed34790
org.apache.camel.quarkus	camel-quarkus-browse-deployment	1.4.0		326b7519277ce079345b159a5bc95ee01b93c09e
org.apache.camel.quarkus	camel-quarkus-browse-deployment	1.5.0		2ddd478055bafecefb27b598b854051e804bc14c
org.apache.camel.quarkus	camel-quarkus-browse-deployment	1.6.0		9dc50abd52c48aae230c643a3f831b03117d7c8f
org.apache.camel.quarkus	camel-quarkus-browse-deployment	1.7.0		15d36f23f6c277c036fb5f139b7d012c58943849
org.apache.camel.quarkus	camel-quarkus-browse-deployment	1.8.0		c47fdb062795289d682c2f87a1610a11b191106f
org.apache.camel.quarkus	camel-quarkus-browse-deployment	1.8.1		80eed8a5c3493f8bcf5f9828597626d1ba1f90be
org.apache.camel.quarkus	camel-quarkus-browse-deployment	2.0.0		74232faee1a9756b07654d82790eb686642c4b26
org.apache.camel.quarkus	camel-quarkus-browse-deployment	2.0.0-M1		9456c3fe41c214d516782db67a3722bfa0945df3
org.apache.camel.quarkus	camel-quarkus-browse-deployment	2.0.0-M2		05874375d2725db06ff4683f8472aa49783d98e1
org.apache.camel.quarkus	camel-quarkus-browse-deployment	2.1.0		38f4e673073ec9eec9ff3d538a3b028b2acf3873
org.apache.camel.quarkus	camel-quarkus-browse-deployment	2.10.0		e27715cbb63998565da939f47406ebb951275f68
org.apache.camel.quarkus	camel-quarkus-browse-deployment	2.11.0		570b0ec04292252f830b0503d762ac53a8980832
org.apache.camel.quarkus	camel-quarkus-browse-deployment	2.12.0		e413cc77523aa67d12ff954dfccf356e50cbd706
org.apache.camel.quarkus	camel-quarkus-browse-deployment	2.13.0		9909ad2bd59c1f729ab21e3e2541e230d746e6d4
org.apache.camel.quarkus	camel-quarkus-browse-deployment	2.13.1		ec2dfba0259b3771f1c6a0b8a61dcf98ef01a345
org.apache.camel.quarkus	camel-quarkus-browse-deployment	2.13.2		55ef603bb7179b2e2f2624d49f1d8e8e004f1220
org.apache.camel.quarkus	camel-quarkus-browse-deployment	2.13.3		15f90e4ae56b2492541f941141f7e84e0c698c6b
org.apache.camel.quarkus	camel-quarkus-browse-deployment	2.14.0		dfa3fd1b443fb76d5a7d80c6fcc28393c61c98c7
org.apache.camel.quarkus	camel-quarkus-browse-deployment	2.15.0		2648c0be834d1d71858d6a85d1abfa80c56a2152
org.apache.camel.quarkus	camel-quarkus-browse-deployment	2.16.0		aa44903d2a4ae2829bc974d1334218a363c45433
org.apache.camel.quarkus	camel-quarkus-browse-deployment	2.2.0		917e25bce1e00faefb60f610c838281aa362cf80
org.apache.camel.quarkus	camel-quarkus-browse-deployment	2.2.1		4dddf9c7f987e13ef1ff34e8e164eea1beb524cc
org.apache.camel.quarkus	camel-quarkus-browse-deployment	2.3.0		ec5dd0e5bcef7971a5399fcf142c5cd2162dd397
org.apache.camel.quarkus	camel-quarkus-browse-deployment	2.4.0		4c3c81ce921c95e3e6cefb52611673c52b86c852
org.apache.camel.quarkus	camel-quarkus-browse-deployment	2.5.0		9272d80d8043751063829d9f5e892101d133a24f
org.apache.camel.quarkus	camel-quarkus-browse-deployment	2.6.0		01a1b37b965c719d7d5c4f85aeb0d5d04a2b2403
org.apache.camel.quarkus	camel-quarkus-browse-deployment	2.7.0		a65638f8fdfe7763997c1f1028597bf553c25fbe
org.apache.camel.quarkus	camel-quarkus-browse-deployment	2.7.1		ac83083e9810187d24f8a006705ca106a7230ccf
org.apache.camel.quarkus	camel-quarkus-browse-deployment	2.7.2		268d40dcf91ca5795d2bc28d15d69dfa7e9ae63f
org.apache.camel.quarkus	camel-quarkus-browse-deployment	2.8.0		da0d98849a0071e6980753e6719ee2a9078ff694
org.apache.camel.quarkus	camel-quarkus-browse-deployment	2.8.0-M1		6de2f9634fb24b35d52478aab7f69d2e1af8b8eb
org.apache.camel.quarkus	camel-quarkus-browse-deployment	2.9.0		af4e5da17845083691f8e56fe6054a973e3c0eb7
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.0.0-M1		35e2f37e24fcff6f20d21301d1f048825c7c5229
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.0.0-M2		58a97d05a8a8732b7cb9f5f58ec10b307e7f766d
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.0.0-RC1		03023f71adbdcac05d84be11ece8a4e4f2e7e2a1
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.0.0-RC2		dc5bdb92af7ce1cd56f655a266a1db2375de1be0
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.10.0		a4e8a149aeabce65b9f70af427ec2105a9f8827f
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.11.0		fa5524670bc74aef49e8f65484a305ba13ba3c47
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.12.0		727338733c05216674b19b2637a34d9898cb4546
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.13.0		f4b8ab36ad7811ea99df7d2005e9281fdec5a65f
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.14.0		6afddb9b7a1124fd9139aed992186e8f2886b1d6
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.15.0		3bfac482e36da144097f6908a4839b80a368c690
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.15.1		814424bca0ff70d3ed2cd98fb96072df9b59084d
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.15.2		2a6379311d29fd8bc37093cc2c28cfe30f40451d
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.15.3		bac1ad48139034437c672a200380bbc568b40917
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.16.0		9297d13192e7e377a4c5dd9af7e2b0ae8ca07ea3
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.17.0		f2192117474c8e57a2e9ec29cb2db08bca1d0f33
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.18.0		20041b88b71dd4d6c3049a35040676826143ff66
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.19.0		93e051cde993697510ae271f9ce97da3fda597c7
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.2.0		1e7d8720db5aec2385aa370f3e1251213579301a
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.2.1		d89dc10a20b5061698b16408bf4f6252cb98b849
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.2.2		5c490b73d5953319e582c04c0e260b8ffae360df
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.2.3		054f89a31d540c2077e9eeed6738de18c9fb5f58
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.20.0		5905d41623150d27c6e87ef79e4f8fd7de6ab775
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.20.1		84172f37da717cf200d6dba8a728ab27b7713874
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.22.0		d207b31646436280e7c72315e56fa01b97b56c2d
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.4.0		51f95e687ee1c727a51bf1bcbd5a754e2c6deb10
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.5.0		e4656fce89cfc76d2c5287f30a6d5009a8f47657
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.6.0		7141b4f9221a276159cef464253983609ce129ea
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.7.0		108f858b9ea28f61492b26d391a828e6f87691c1
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.8.0		732be05501287161334dee0b6d14eb35c8ce408d
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.8.1		a4c627d317ffdbf0ff404f046ae707b3aac47c14
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.8.2		55db60035d6fa9e65160321a07e078c2692cba69
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.8.3		5de115ee76aa5887270123fed760d9e6b9a2c6f3
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.8.4		06868ddc139593346f519bfc386dd3d225df11d4
org.apache.camel.quarkus	camel-quarkus-browse-deployment	3.9.0		a31a1e628dc3f9c3e3e238d3b3688206a0ff82cb
org.apache.linkis	linkis-io_file-client	1.0.3		597d09b2a9350d1eedb36755ebc631e33797a2e5
org.apache.linkis	linkis-io_file-client	1.1.0		17af1048c9a702615714455120c4d1cf5b1c3e66
org.apache.linkis	linkis-io_file-client	1.1.1		3aeb5b6e67aa568f0ad80d399d818f3377d2b1fe
org.apache.linkis	linkis-io_file-client	1.1.2		074f5e6262c724081d2467c99c0e559b16499685
org.apache.linkis	linkis-io_file-client	1.1.3		61a3bc685324095efb63276f1a94f0127087b04e
org.apache.linkis	linkis-io_file-client	1.2.0		8caa0e2834055768792a904796a109a8a76315ac
org.apache.linkis	linkis-io_file-client	1.3.0		2d0db3885fcb27977b14271543a4741ccea6f9e6
org.apache.linkis	linkis-io_file-client	1.3.1		ebb09719bc8b0e3c44ac1d47813d356b6e3b96ce
