be.vlaanderen.informatievlaanderen.ldes.ldi.nifi	rdf4j-repository-sink-processor	2.12.0		N/A
io.burkard	aws-cdk-scala-athena_3	0.1.5		f241b1370d304e9233d1059c3842567adbd39839
io.burkard	aws-cdk-scala-athena_3	0.1.6		cfeb19553de2a3905633c9f1efa692f86d0fa80b
io.burkard	aws-cdk-scala-athena_3	0.1.7		b70bbd48bc066f603a1ecbb78023f2d070ac337d
io.burkard	aws-cdk-scala-athena_3	0.2.0		53cded078d48e74bfc238163f664ae9f58bfa7ad
io.burkard	aws-cdk-scala-athena_3	0.3.0		707e3d2ff74060300760f4002b424d5785e0f852
io.burkard	aws-cdk-scala-athena_3	0.4.0		e89060cf75ca251585c82576846af57640c87ecc
io.burkard	aws-cdk-scala-athena_3	0.4.1		bdd2961b07b2c0739912a1f7973c334757b97125
io.burkard	aws-cdk-scala-athena_3	0.5.0		301e0fbb30875c36a186adcfc7ccc0d99e0e442c
io.chrisdavenport	cormorant-http4s_2.13	0.3.0		b0edc690c899ff62afa1448a622163deb16545ac
io.chrisdavenport	cormorant-http4s_2.13	0.3.0-M1		d3a8693a91433e8a834008826923f01404a09f02
io.chrisdavenport	cormorant-http4s_2.13	0.3.0-M2		ebd03aa1c0cd3eb6173d5c28859cb0c63ceb6215
io.chrisdavenport	cormorant-http4s_2.13	0.3.0-M3		eb1d7ac7b8ce6901fbd94d8c2a9e56dc46e156c9
io.chrisdavenport	cormorant-http4s_2.13	0.3.0-M4		2990d8af442fb7f4c271e155406df5d0dbc8d35c
io.chrisdavenport	cormorant-http4s_2.13	0.3.0-M5		5515d2633c6a0142b47e85e436075e6604ddc701
io.chrisdavenport	cormorant-http4s_2.13	0.3.0-M6		6a57ed7c8a5eb63ecc6b12871f052862dcf8a19a
io.chrisdavenport	cormorant-http4s_2.13	0.5.0-M1		b071c6eb5422d2879bae787a45c3a2b754a2cec7
io.github.bonede	tree-sitter-rego	master		e1d4596ebeee82cf793821ea908dfb391606997f
io.github.bonede	tree-sitter-rego	master-a		d077c0eddfee4457c8f057d30df4408663fa4cfc
io.github.eaopen	eap-visualdev-form-biz	2.5.0		46710a2475962eeb5317e27ce4ffd4633dde0775
io.github.eaopen	eap-visualdev-form-biz	2.5.1		947064c7ccb6f0146c7859025198e1be35224f35
io.github.eaopen	eap-visualdev-form-biz	2.6.1		f88efe9571e5f1b0aff1f6a099911833ea7fcebb
io.github.eaopen	eap-visualdev-form-biz	2.6.2		01f5a9c3c95e355502087a73760565fc8e1302c6
io.github.hakky54	sslcontext-kickstart-for-apache5	6.0.0		3f6f3131fedcb4fc0770b5248b8a8fec00de0833
io.github.hakky54	sslcontext-kickstart-for-apache5	6.1.0		9bd59a203f58d2246ba4246c3071f964d06849ec
io.github.hakky54	sslcontext-kickstart-for-apache5	6.1.1		403fbacc4869a6b10aae77e22ac802f87dc8987c
io.github.hakky54	sslcontext-kickstart-for-apache5	6.2.0		618cd2af6b37aa7eaf556d2a44d71c65a1164b1d
io.github.hakky54	sslcontext-kickstart-for-apache5	6.3.0		522e7c9dac99cd29599c3f1ed43b70ba60c794cf
io.github.hakky54	sslcontext-kickstart-for-apache5	6.4.0		310c90df7f926ff6ec831be0ad56c4e7d590e6d0
io.github.hakky54	sslcontext-kickstart-for-apache5	6.5.0		b092c857462150312c11c6ccd780a6cbe2c0f8f4
io.github.hakky54	sslcontext-kickstart-for-apache5	6.6.0		55f151498580a9f59060b9778662a7c5bedcf9ad
io.github.hakky54	sslcontext-kickstart-for-apache5	6.6.1		5a42dbdc5864a1c198b87cf2189b23c89751fabe
io.github.hakky54	sslcontext-kickstart-for-apache5	6.6.2		8e12043e1c901c7d183d14f03d970c0e56c93627
io.github.hakky54	sslcontext-kickstart-for-apache5	6.6.3		99dcc11f998ebf16a2b922a6170fa4694c069e0f
io.github.hakky54	sslcontext-kickstart-for-apache5	6.7.0		544cf716f259e2e6f562322d3dc8db0ffc26fa58
io.github.hakky54	sslcontext-kickstart-for-apache5	6.8.0		5b2b7c97525c311b388f49383c5b057002ba91cc
io.github.hakky54	sslcontext-kickstart-for-apache5	7.0.0		ea6afbb258c4e61d6f5f4d81896e2b70f2fb35bb
io.github.hakky54	sslcontext-kickstart-for-apache5	7.0.1		058e628ed5c380a7e080a8d361133b5860cb80f0
io.github.hakky54	sslcontext-kickstart-for-apache5	7.0.2		cf0ea53aaf9a290876da7188020f4382dbff9b26
io.github.hakky54	sslcontext-kickstart-for-apache5	7.0.3		a1bda925370ac7fc1ed2b79ba6ad3811c5a5da58
io.github.hakky54	sslcontext-kickstart-for-apache5	7.1.0		ebdd6cfec8f4b7e27df4b0545b28a47794581601
io.github.hakky54	sslcontext-kickstart-for-apache5	7.2.0		19afa83f788d5bc21a7667abe7dfa38b02cace00
io.github.hakky54	sslcontext-kickstart-for-apache5	7.2.1		a1e0b8c5dcdf6fafd0b17c46e596d7c6d170ae8d
io.github.hakky54	sslcontext-kickstart-for-apache5	7.3.0		6a9419cbf093938394f15891fbad511ee47d27c4
io.github.hakky54	sslcontext-kickstart-for-apache5	7.4.0		548e070b79c62f60acdc9329a93beae81ed000c1
io.github.hakky54	sslcontext-kickstart-for-apache5	7.4.1		19fac44ec3fcbf023e5ff027b798867dd68b6386
io.github.hakky54	sslcontext-kickstart-for-apache5	7.4.10		5cfb76700d2c5372a192b64491f50b972d3aa5a2
io.github.hakky54	sslcontext-kickstart-for-apache5	7.4.11		406d5e3971829dfcf8dc61837ee195954735f1b2
io.github.hakky54	sslcontext-kickstart-for-apache5	7.4.2		cfe9343a3029d7871d23cd88b95b1643ace59063
io.github.hakky54	sslcontext-kickstart-for-apache5	7.4.3		b770d9601e2c02ff2602946d9fed5824d55c02b6
io.github.hakky54	sslcontext-kickstart-for-apache5	7.4.4		f3ad0fd36017f696b57a394f4eba376ec8633212
io.github.hakky54	sslcontext-kickstart-for-apache5	7.4.5		9bf63c5361dbe1b0b8add91cfb6a5b81a73f1ba3
io.github.hakky54	sslcontext-kickstart-for-apache5	7.4.6		3d0f75c845484ea2683b8fef73ab6a07651bc5b0
io.github.hakky54	sslcontext-kickstart-for-apache5	7.4.7		043437c77bcedb4226a098dc01a3683c5bd884db
io.github.hakky54	sslcontext-kickstart-for-apache5	7.4.8		f91784df59bdd6a5d04bf8774f7d3b830db760ae
io.github.hakky54	sslcontext-kickstart-for-apache5	7.4.9		9d790e1d8adaf44744b46f2a7e6bc070bcfb79a8
io.github.hakky54	sslcontext-kickstart-for-apache5	7.5.0		b92d4c1db7cafbdf1f61b8b4015b598558369bd9
io.github.hakky54	sslcontext-kickstart-for-apache5	8.0.0		cee810c97f8afd4482b99491d9edde9731edd9a2
io.github.hakky54	sslcontext-kickstart-for-apache5	8.1.0		b7e97ebba47536d7f71fc5e40792288de87b01e9
io.github.hakky54	sslcontext-kickstart-for-apache5	8.1.1		d1563df5659696ed0c7d2218531374e3fe710fb4
io.github.hakky54	sslcontext-kickstart-for-apache5	8.1.2		71dca73ea03052f2db4cb5361eebc6c9c9cfa003
io.github.hakky54	sslcontext-kickstart-for-apache5	8.1.3		cb164133fe59f5d8b5280613baf5c83b97d6d996
io.github.hakky54	sslcontext-kickstart-for-apache5	8.1.4		a3c3f827597632b1dec8adbefad08797ecdee207
io.github.hakky54	sslcontext-kickstart-for-apache5	8.1.5		4dabb63ffba80becb167562fab089b69188be05b
io.github.hakky54	sslcontext-kickstart-for-apache5	8.1.6		e67c5b9ea517ef8a56163d78d1eec704c77c7fc6
io.github.hakky54	sslcontext-kickstart-for-apache5	8.1.7		da91c22efb7765376da72ddee651e9d3e38b82ee
io.github.hakky54	sslcontext-kickstart-for-apache5	8.2.0		d2eda7993d60cbe720fdec8472252e871c20922e
io.github.hakky54	sslcontext-kickstart-for-apache5	8.3.0		8d4ba4808866d2b1ae264c48da4f8e6e6d71db3b
io.github.hakky54	sslcontext-kickstart-for-apache5	8.3.1		9c4ebf328742c8ff9e54d12fe10f5db151b57a8c
io.github.hakky54	sslcontext-kickstart-for-apache5	8.3.2		3fd882274b5529055196161aea238dc929f7083c
io.github.hakky54	sslcontext-kickstart-for-apache5	8.3.3		eedfaa907ac053cdda464ec1ac5f965fd0ef8821
io.github.hakky54	sslcontext-kickstart-for-apache5	8.3.4		ce958c46ae08942b74a44397f8c3af7bd50f289c
io.github.hakky54	sslcontext-kickstart-for-apache5	8.3.5		ac10cfcd3a28b0720aca2fd628b1f1e6d615cc2f
io.github.hakky54	sslcontext-kickstart-for-apache5	8.3.6		e75c032b4facde3b9f13c7b46bbf501e7127a844
io.github.hakky54	sslcontext-kickstart-for-apache5	8.3.7		94c2be95d335e07a89e027139618576585d82a10
io.github.hakky54	sslcontext-kickstart-for-apache5	9.0.0		365753fd3e506fc1c34620ec879445b5f8951930
io.github.hakky54	sslcontext-kickstart-for-apache5	9.1.0		7b89b50eb98dcd6d054ec1105dde4410f0738028
io.github.lyxnx.compose.pine	pine-statusboxes-iossimulatorarm64	1.0.2		N/A
io.github.lyxnx.compose.pine	pine-statusboxes-iossimulatorarm64	1.0.2	metadata	329dfc72dc51a4a1a72ae511a77755346792ae9a
io.github.lyxnx.compose.pine	pine-statusboxes-iossimulatorarm64	1.0.3		N/A
io.github.lyxnx.compose.pine	pine-statusboxes-iossimulatorarm64	1.0.3	metadata	eeb03bca82023558f753fc3d6abff586650fb470
io.github.oshai	kotlin-logging-js	4.0.0		8d528ea94a2ee05ee9f04c6c918b2314e239e1b2
io.github.oshai	kotlin-logging-js	4.0.0-beta-10		1d6122f9d5b418c90207d0716ea239c5754020a7
io.github.oshai	kotlin-logging-js	4.0.0-beta-11		1d6122f9d5b418c90207d0716ea239c5754020a7
io.github.oshai	kotlin-logging-js	4.0.0-beta-12		d509776b4da5989f7caf19592beee477cd1bf827
io.github.oshai	kotlin-logging-js	4.0.0-beta-13		6da48baf95e24e9a8c625219bee67350d3c3096c
io.github.oshai	kotlin-logging-js	4.0.0-beta-14		6da48baf95e24e9a8c625219bee67350d3c3096c
io.github.oshai	kotlin-logging-js	4.0.0-beta-15		6da48baf95e24e9a8c625219bee67350d3c3096c
io.github.oshai	kotlin-logging-js	4.0.0-beta-16		b9386efbae91f79a806e59bc7b316763c9c66353
io.github.oshai	kotlin-logging-js	4.0.0-beta-17		b9386efbae91f79a806e59bc7b316763c9c66353
io.github.oshai	kotlin-logging-js	4.0.0-beta-18		b9386efbae91f79a806e59bc7b316763c9c66353
io.github.oshai	kotlin-logging-js	4.0.0-beta-19		b9386efbae91f79a806e59bc7b316763c9c66353
io.github.oshai	kotlin-logging-js	4.0.0-beta-20		719ec4911e406f222be85b33e87e660cf16bcace
io.github.oshai	kotlin-logging-js	4.0.0-beta-21		N/A
io.github.oshai	kotlin-logging-js	4.0.0-beta-22		N/A
io.github.oshai	kotlin-logging-js	4.0.0-beta-23		1ae7f7ac4f063a684a15c4e865da3f7e47097951
io.github.oshai	kotlin-logging-js	4.0.0-beta-24		1ae7f7ac4f063a684a15c4e865da3f7e47097951
io.github.oshai	kotlin-logging-js	4.0.0-beta-25		1ae7f7ac4f063a684a15c4e865da3f7e47097951
io.github.oshai	kotlin-logging-js	4.0.0-beta-27		1ae7f7ac4f063a684a15c4e865da3f7e47097951
io.github.oshai	kotlin-logging-js	4.0.0-beta-28		9cbae5270ea9b95ccb0682937760d943cf56ca7a
io.github.oshai	kotlin-logging-js	4.0.0-beta-29		8d528ea94a2ee05ee9f04c6c918b2314e239e1b2
io.github.oshai	kotlin-logging-js	4.0.0-beta-30		8d528ea94a2ee05ee9f04c6c918b2314e239e1b2
io.github.oshai	kotlin-logging-js	4.0.0-beta-9		1d6122f9d5b418c90207d0716ea239c5754020a7
io.github.oshai	kotlin-logging-js	4.0.1		8d528ea94a2ee05ee9f04c6c918b2314e239e1b2
io.github.oshai	kotlin-logging-js	4.0.2		5a2d411d549094be9fcadc0822f7b73ef3a2ac84
io.github.oshai	kotlin-logging-js	5.0.0		2d0aca39dc18d592b4b61eb196516cc516849f4e
io.github.oshai	kotlin-logging-js	5.0.0-beta-02		5a2d411d549094be9fcadc0822f7b73ef3a2ac84
io.github.oshai	kotlin-logging-js	5.0.0-beta-03		5a2d411d549094be9fcadc0822f7b73ef3a2ac84
io.github.oshai	kotlin-logging-js	5.0.0-beta-04		2d0aca39dc18d592b4b61eb196516cc516849f4e
io.github.oshai	kotlin-logging-js	5.0.1		77c9b0ff76f41bc8aed31d04a5b1158dc146b7b1
io.github.oshai	kotlin-logging-js	5.0.2		be3e62bfa4f91c17746107be5a0186432c583575
io.github.oshai	kotlin-logging-js	5.1.0		70c1b28b1bd4ce93184470e2c97f84c43a7d2ac1
io.github.oshai	kotlin-logging-js	5.1.1		d80431e2967f990a5bbe47bab2652b53627c2eae
io.github.oshai	kotlin-logging-js	5.1.4		d80431e2967f990a5bbe47bab2652b53627c2eae
io.github.oshai	kotlin-logging-js	6.0.0		N/A
io.github.oshai	kotlin-logging-js	6.0.1		N/A
io.github.oshai	kotlin-logging-js	6.0.2		N/A
io.github.oshai	kotlin-logging-js	6.0.3		N/A
io.github.oshai	kotlin-logging-js	6.0.4		N/A
io.github.oshai	kotlin-logging-js	6.0.7		N/A
io.github.oshai	kotlin-logging-js	6.0.8		N/A
io.github.oshai	kotlin-logging-js	6.0.9		N/A
io.github.oshai	kotlin-logging-js	7.0.0		N/A
io.github.oshai	kotlin-logging-js	7.0.3		N/A
io.github.oshai	kotlin-logging-js	7.0.4		N/A
io.github.oshai	kotlin-logging-js	7.0.5		N/A
io.github.oshai	kotlin-logging-js	7.0.6		N/A
io.github.oshai	kotlin-logging-js	7.0.7		N/A
io.github.pdvrieze.xmlutil	core-compat-linuxx64	0.91.0		N/A
io.github.pdvrieze.xmlutil	core-compat-linuxx64	0.91.0-RC1		N/A
io.github.vigoo	zio-aws-evidently_2.12	3.17.102.4		256632ece3eb74f3ea386eb6d66424af501254d8
io.github.vigoo	zio-aws-evidently_2.12	3.17.102.5		7d39cb02c46f86c55d0859288bd4f43aca340cc3
io.github.vigoo	zio-aws-evidently_2.12	3.17.102.6		c83404fa7857294d884fffa702e56f4a66643e4c
io.github.vigoo	zio-aws-evidently_2.12	3.17.103.1		cce5c816d0c88cbfded35ebf4eb61ad2f39ba440
io.github.vigoo	zio-aws-evidently_2.12	3.17.104.1		5d519a6f54833477aa9d2dd40127db9f016aad93
io.github.vigoo	zio-aws-evidently_2.12	3.17.104.2		3751c139c862fa17543b3942084148bd0682131b
io.github.vigoo	zio-aws-evidently_2.12	3.17.104.3		fa654d03dc454ac5aae3d51783a4d4b028fd1a52
io.github.vigoo	zio-aws-evidently_2.12	3.17.104.4		20da3b229b8ea9fa215e5abb6f4019178831b4bb
io.github.vigoo	zio-aws-evidently_2.12	3.17.104.5		2913bb3a69e89ee2bc29950479c4e05e378cdb37
io.github.vigoo	zio-aws-evidently_2.12	3.17.104.7		dc8e81b7e98ab5c65ca4c40603fb79633dd42b5e
io.github.vigoo	zio-aws-evidently_2.12	4.17.104.1		253e659d766f695f420f5f03ba6f0267ef1994a8
io.github.vigoo	zio-aws-evidently_2.12	4.17.104.2		4425cdc8b958893d8f651f3dfee346527b528cad
io.github.vigoo	zio-aws-evidently_2.12	4.17.280.4		161f5a4bf6dd7859616eb267f8886a2000ad076e
io.github.yahyatinani.y	y-core-watchosx64	0.4.0		N/A
io.github.yahyatinani.y	y-core-watchosx64	0.4.0	metadata	63d10e9d28d8c7ee9d0b2666a32abd36b7a06159
io.github.yahyatinani.y	y-core-watchosx64	0.5.0		N/A
io.github.yahyatinani.y	y-core-watchosx64	0.5.0	metadata	b4d993dec51a010091a8548e5291ebc6678a4357
io.javalin	javalin	0.0.1		754fbcc87039f239b85cb4fd454b33ead03d1fb1
io.javalin	javalin	0.0.2		1355345d54098225507f5c576883d9784df3b2ec
io.javalin	javalin	0.1.1		cfa17cebfeff02dd6bb848579e9ef13b7480dbf8
io.javalin	javalin	0.2.0		8ffb20e3974fbfae7dd9ad2d9a27e04dc14d1e9d
io.javalin	javalin	0.3.0		75a01d926f1d41c9aab367cf090c3ea11c8ba6ce
io.javalin	javalin	0.3.1		8c87ebeba32ac5c3e06f1cbc55f4134142177250
io.javalin	javalin	0.3.2		64bac16311034b0ca8555b34a6f3710d33aa1240
io.javalin	javalin	0.3.3		3d1f168092fa1b5da4be0b56ee3083ff2c04c854
io.javalin	javalin	0.3.4		a0a151f0e87dc9c2aa1c20d161faab474ff2ea9c
io.javalin	javalin	0.3.5		770ca0b505d09378969ae348bbfa8046cedcb6d6
io.javalin	javalin	0.3.6		1fa56af04332064956a528c6e8beb47c9fe54621
io.javalin	javalin	0.3.7		40efed959a11770910e7d1a2d6e2d49a9a52ef1c
io.javalin	javalin	0.4.0		338eb4c63b71963d51b5718beb12ea50a6a166d9
io.javalin	javalin	0.4.1		76c74459cccf2cd85639180870fb9667e8844fc9
io.javalin	javalin	0.4.2		96c21dcc324fd85fd62854408cf970f37edfbca5
io.javalin	javalin	0.5.0		d7104846ac490294e7d87aee80fe72d9d96f6bf9
io.javalin	javalin	0.5.1		bdd82dbd116c085bbca86599b12cf538a81d7c67
io.javalin	javalin	0.5.2		253a6630393c28f684eb1ab5ddb8da74f4e2127c
io.javalin	javalin	0.5.3		9add38557ecef3269b272963dc34d59a1ee1369c
io.javalin	javalin	0.5.4		395825da512b8a15830178f243f2a4f99f80f779
io.javalin	javalin	1.0.0		aea13595d9e2c6cf0d987f23d52dfd74ae65df34
io.javalin	javalin	1.0.1		dd32c9570ba141b9cfc3f7f19ad5969a9aedecba
io.javalin	javalin	1.1.0		758a40c77ca25db5a49b59ecd9b4ce7cf040308e
io.javalin	javalin	1.1.1		9830570d99711d4cf4aef500eb22e9442fdc1f8f
io.javalin	javalin	1.2.0		b6f79183ff41e52f7e743a843ef1a8c80e0d5cbc
io.javalin	javalin	1.2.1		840824cf0979b9947589044193abdecada2c5dee
io.javalin	javalin	1.3.0		055c391dfaaeb119b247ca4872c48104d244205b
io.javalin	javalin	1.4.0		5bb3a71b403796a5ad39e4f0bed81a9ad4bbed00
io.javalin	javalin	1.4.1		170575e811da0b762c512f4269069e0d05a99e24
io.javalin	javalin	1.5.0		a7daf39abb16c2ce14d930e0b2b85616837ad544
io.javalin	javalin	1.6.0		7575c22b511ddc3c8620c826a723ffff5c573ab1
io.javalin	javalin	1.6.1		1696113646fb7fd3c2df242ca51fc638904902d4
io.javalin	javalin	1.7.0		efe65d0ba9a25346c85fdbcf2560184bb698fdf3
io.javalin	javalin	2.0.0		b07091f9875d30088a1a88beb548f32bdcc77aaa
io.javalin	javalin	2.0.0.RC0		e42629484a89131e5366ea6e8d74e3e0483908c6
io.javalin	javalin	2.0.0.RC1		42b799b4426be0ec92f29dd3aaed07edfde62134
io.javalin	javalin	2.0.0.RC2		d901ff21bcac75612fe61c459d43f1f34cdc5663
io.javalin	javalin	2.0.0.RC3		0c7369de2698495cc9485cd98e4044db9d6ca65b
io.javalin	javalin	2.1.0		27e6c469d753e112e88992733130f1cb5ca70b00
io.javalin	javalin	2.1.1		b3cc0ddfcf169b95fd5dfbf49dba7543d28f34dc
io.javalin	javalin	2.2.0		00a24d159cc54689c24640256f3e2a4d17f23b9e
io.javalin	javalin	2.3.0		73836e9cf29f978e47817584f9cee86b5e1f4c09
io.javalin	javalin	2.4.0		dbc5274c4e6abbfc6e40ede76e1349e18f6dc4b0
io.javalin	javalin	2.5.0		20e7bc434b534937e1f0d75b011da08a7a26e0ee
io.javalin	javalin	2.6.0		21634a00eb5d66d9432570ed5004a08d138ba397
io.javalin	javalin	2.7.0		d3696e9dc3b7fd26531a73d94cc3d867e3d49c40
io.javalin	javalin	2.8.0		b9a85530ce55f174b6cc8cabaad073c6549ed5b3
io.javalin	javalin	3.0.0		f411f34258450934a7d02dc4cab249eda8c0e2ab
io.javalin	javalin	3.0.0.ALPHA0		55cb00fedb0866c16ea8f907b30b619d6e0f875b
io.javalin	javalin	3.0.0.RC0		990b97daf617964b8dbf8d415495807242683829
io.javalin	javalin	3.0.0.RC1		ccf2c7fd87a88ba9061ea3054a65d2f0cb195a39
io.javalin	javalin	3.0.0.RC3		a697f301aa7bd56dd824789dd9beaa19cfe5cc20
io.javalin	javalin	3.1.0		3e3a62f2acf8174113fcd572d02ad3438d1973ac
io.javalin	javalin	3.10.0		58f900af074ad3963a6aaab197630d2c11b5efa4
io.javalin	javalin	3.10.1		6d4967ea3d42bc4e0c06c33fa78b63368a75528c
io.javalin	javalin	3.11.0		4050dac2186c9d1a2d3b3f2cabe81f1d7a39c8fe
io.javalin	javalin	3.11.1		1a74ae45c6f710bda5050e9870d32d23bd6ee6d8
io.javalin	javalin	3.11.2		40362dc3c6fe61b90cb17668e7cf62de14427573
io.javalin	javalin	3.12.0		6d31bd4203a070affcb39343ff81a43d1d0f2439
io.javalin	javalin	3.13.0		c60c7176a3d1f0df55c0c5cee2813b788205315f
io.javalin	javalin	3.13.1		f8c88aae9215c4f0abeb3301017577871f40cc7e
io.javalin	javalin	3.13.10		a1ba8f3ad94da8321da3f4e08d82a4e8fd28fe36
io.javalin	javalin	3.13.11		ec6445dd6f2ed2c3593c5f941a3da5e5dc772e89
io.javalin	javalin	3.13.12		e1591f94adfdc8f8327d76fed9a43098461cd8f7
io.javalin	javalin	3.13.13		c5db7d8ce60c6c478393e00b5f6e7ec5e3ab2f89
io.javalin	javalin	3.13.2		0c198fbfadd641e9811c93a686a61c0920681c1e
io.javalin	javalin	3.13.3		835b785cded58f185aa814d360ff2db09d750010
io.javalin	javalin	3.13.4		12ac9195e2d2c669e8e0ee102ca4e66c93c56bb2
io.javalin	javalin	3.13.5		19498d36684b3c3a460e6fbe75ae236e88ed8506
io.javalin	javalin	3.13.6		dd524642d7f80ef661a5f4f05b9cfb923e896a32
io.javalin	javalin	3.13.7		45598518bf37dfbec9ff7a05ce75cba90318f415
io.javalin	javalin	3.13.8		227cb4017b43d9b632ce9f2642b3e6350130c6f4
io.javalin	javalin	3.13.9		4420e6bb4091761aeffe24cb9f9ec74011d6e8d8
io.javalin	javalin	3.2.0		7d6c2c87733a8f67dd61cd90423949acae588e7b
io.javalin	javalin	3.3.0		4c880c72ee4fdefaa120e0b03cdef72200a88dba
io.javalin	javalin	3.4.0		1b774fd36fb056a2f3c1033c6837df79eac4eec4
io.javalin	javalin	3.4.1		6b4d7c06b41dc9e203c3f9f866ef5ed24091ffe7
io.javalin	javalin	3.5.0		16f32bac2fb953f3fc1f352c78f1d8823c8bb331
io.javalin	javalin	3.6.0		0c7459b2ad1db37628567a6e04517c4776c81f55
io.javalin	javalin	3.7.0		a357d0953f52691f2a7d1b6037174ed6592c6de1
io.javalin	javalin	3.8.0		0dbacf51c2ce324a3aafeb77c064dac5baf6b759
io.javalin	javalin	3.9.0		707062459fb0f57fe64323f0917669eec549edc3
io.javalin	javalin	3.9.1		afa4017d7eb1ac551a08f04d487e0d2ac845d2c8
io.javalin	javalin	4.0.0		56630f6767e53191e4002ca6be96f31be4d1a213
io.javalin	javalin	4.0.0.ALPHA0		88ef69df93f6ecf7d12afb3b3b798547984e0c2a
io.javalin	javalin	4.0.0.ALPHA1		82267f58063c014033e0a9cb1fd8b9fdcd979f99
io.javalin	javalin	4.0.0.ALPHA2		3239b67080916adbd50a2af6da4c5ac1b0495988
io.javalin	javalin	4.0.0.ALPHA3		318951351dd5aa3284784a40174601213bb365af
io.javalin	javalin	4.0.0.ALPHA4		f8f35903a8d26ab553a9b00c26a009a5ee0e890b
io.javalin	javalin	4.0.0.RC0		e829965aa1aafe16edf3853025c09244327faab9
io.javalin	javalin	4.0.0.RC1		7d5d558ce97b213425b87381a60285fc0c63e4a1
io.javalin	javalin	4.0.0.RC2		0e382a586d1690a7bd440301430b258579cef3f4
io.javalin	javalin	4.0.0.RC3		68843c295863277c4fe2dc76847f6ca07ea31b8b
io.javalin	javalin	4.0.1		d82f9dca6c1932bee13bbf2f8eeb2eca29c33bec
io.javalin	javalin	4.1.0		e2dc7ec50c66ad84b7510dd0ca4b01d5e0717eaf
io.javalin	javalin	4.1.1		4e4c41fe5bbbbed77cbe9b79c20bc65ff1a5afa6
io.javalin	javalin	4.2.0		4c704ba19f5929aff9b59e8f5816c6d35897445f
io.javalin	javalin	4.3.0		c9f232298eba5a182481e0363c0733df8fcdec0b
io.javalin	javalin	4.4.0		1832a79582254b7705b804a601ddcfb54f0d4a4d
io.javalin	javalin	4.5.0		9e37093d36e7eb4902d71ea7ebc89c70c7cd431b
io.javalin	javalin	4.5.0.RC0		ccd03f3e3708b901778582021b91d0c523cf0b75
io.javalin	javalin	4.6.0		b0b0dc46e722f1b40559642df0a87c6ee5829b04
io.javalin	javalin	4.6.1		61c556e6921b66930fec806099090bf408a67fbf
io.javalin	javalin	4.6.2		3ee3f4e26ab88bff6a182a986c00869fdf73332e
io.javalin	javalin	4.6.3		898b8bededa99ff5337bce1a84963b94c4dd21c3
io.javalin	javalin	4.6.4		b49de0674f39ec5c09530e9e2e48c418b79c5846
io.javalin	javalin	4.6.5		e35c825a18052121e7c793fc0f858c0c07f8a93e
io.javalin	javalin	4.6.6		c1d000e294972f3a2be03fc999e80e0d1db09ca1
io.javalin	javalin	4.6.7		337f847679a8d58c46f440ec964ff6664cec154c
io.javalin	javalin	4.6.8		289917d9d66dccfefe37d89775a62b66ac3c5d43
io.javalin	javalin	5.0.0		9b6d332cd316e6f581cc218f9b498d2ec677eca7
io.javalin	javalin	5.0.0.RC0		beb183ae458de74cd8b6113e69393861c732f2df
io.javalin	javalin	5.0.0.RC1		c9bccfe0330a6b870ec41875e1c3e111d0775e77
io.javalin	javalin	5.0.0.RC2		28fa97dedc1d3bf4ac1e8d41aff29aca9d6560dc
io.javalin	javalin	5.0.1		0720c17a9cfee9d23944a90ebfb3449d702aada3
io.javalin	javalin	5.1.0		bc78cfcbbad3c0ca31f21b5e9b956f67b9a46e75
io.javalin	javalin	5.1.1		2a92ca2cf022806f967e45d8e237dce88ba2501f
io.javalin	javalin	5.1.2		81678b8dae2ebb32964ee01f69692d1e0fefc254
io.javalin	javalin	5.1.3		9e6b93fc98d8bd1befd14843a0b3ab2c07eec1d1
io.javalin	javalin	5.1.4		c62f43293ec865a9c73cc6313a83176b1da5effa
io.javalin	javalin	5.2.0		c239acada4f5d562a3e8e9e2a2e62a91298a0066
io.javalin	javalin	5.3.0		e5dc68363a2a13e4d1a2f336a7f0fd79edcfd58a
io.javalin	javalin	5.3.1		ef84e62e9a6af4fd11b99679a9a1762f4c7b6611
io.javalin	javalin	5.3.2		0c488b942b94a1b8b2805b8bf7344332237bbe93
io.javalin	javalin	5.4.0		e6d6534b168113605cbc018d0b0b4b5fa1aebdee
io.javalin	javalin	5.4.1		3e8ca852fa0d721fdce13dea271dbe1507402fa7
io.javalin	javalin	5.4.2		e162a7bb3a597ff47934373c849c0eef8f8b41eb
io.javalin	javalin	5.5.0		fb795618350801b866fce814a2d2786b0ee674db
io.javalin	javalin	5.6.0		be3bb3aa06b0f8d6e2b16acf12060da0f2194860
io.javalin	javalin	5.6.1		8ba687740a87baf2b786de22c331b86e3b63da35
io.javalin	javalin	5.6.2		0802cdbf991b9eebe7b078b27cf906a5e88f0abe
io.javalin	javalin	5.6.3		60eeda343627044e5105fc895e19c987f2f9b810
io.javalin	javalin	5.6.4		89f4876039a091598abe60783f22b58db30943a5
io.javalin	javalin	5.6.5		4a92b0b50c37ec4ae8834b01b77290143bdc035c
io.javalin	javalin	6.0.0		679984e010399974df2fceb35213121512944c88
io.javalin	javalin	6.0.0-beta.1		5f3a070ac3ffc37a29166b4d978c090bcb59dd66
io.javalin	javalin	6.0.0-beta.2		425d3b7487a60bc38372ed23119e3ec2283395cd
