ch.ethz.inf.vs	cf-proxy	0.18.7-final		ce623addefd4ba4d3f4825bf06421c5fa9dac875
com.google.api.grpc	grpc-google-iam-v1	1.24.0		2f6e2a961b6fa0559a60258880c98ef1cc3f85f0
com.google.api.grpc	grpc-google-iam-v1	1.25.0		fedb5b243878b9b16842ad65a7ff6f6418b430f9
com.google.api.grpc	grpc-google-iam-v1	1.26.0		25129fc2848fb3551ebe51ff73302cf4907def50
com.google.api.grpc	grpc-google-iam-v1	1.27.0		f086765ddd7bfb9f0ce8e0808d4dd3ec2116c6fe
com.google.api.grpc	grpc-google-iam-v1	1.28.0		5293942e039981dcccf1294b1254925eb39f5ef8
com.google.api.grpc	grpc-google-iam-v1	1.29.0		8bd8335b1df688d7bc970915d73d71bcf48ed9bf
com.google.api.grpc	grpc-google-iam-v1	1.3.0		e9e7f8f8d1f8cc98600276e4cbc8fbbd60c962a0
com.google.api.grpc	grpc-google-iam-v1	1.3.1		368a41905a4b6d8e71025280034c066478afd39b
com.google.api.grpc	grpc-google-iam-v1	1.3.2		ca304c5bf7b79910aaa7708aff9e4b2e2bc12d23
com.google.api.grpc	grpc-google-iam-v1	1.3.3		5f817b869cdfd1a8333717ab84a059e889f3f5de
com.google.api.grpc	grpc-google-iam-v1	1.3.4		2a83d5460b5b74942c4d152b8f4a6f333bc5bc53
com.google.api.grpc	grpc-google-iam-v1	1.31.0		f7a17a08fa6bb131ecffc55dedc68615f69ac441
com.google.api.grpc	grpc-google-iam-v1	1.32.0		536b285042a91159a3d0ca5863247844a1382bf8
com.google.api.grpc	grpc-google-iam-v1	1.32.1		157425f580306bf279573853be9846e2ea0d5a53
com.google.api.grpc	grpc-google-iam-v1	1.33.0		dfa0392eca0f51fe07543f06bc2bccb471851407
com.google.api.grpc	grpc-google-iam-v1	1.34.0		fc91aa10aea4cfadaa8b5e6f99ddb000b07dcc21
com.google.api.grpc	grpc-google-iam-v1	1.34.1		805b1705455e33a110d0888207022e893807dcea
com.google.api.grpc	grpc-google-iam-v1	1.35.0		d148325f6e55f7f8fdadfd3218ffaf2c236052e8
com.google.api.grpc	grpc-google-iam-v1	1.36.0		a4017d11f45908043bde3f308d3432faef93b06c
com.google.api.grpc	grpc-google-iam-v1	1.37.0		dc1c76cd8ece2064d0f392ccbb580e100300a746
com.google.api.grpc	grpc-google-iam-v1	1.38.0		90eda5e03aeb5363ab34b7bcd9dd65e67e293490
com.google.api.grpc	grpc-google-iam-v1	1.39.0		cf267b9858a58301dcbb24857c39ba87bd2b6b2d
com.google.api.grpc	grpc-google-iam-v1	1.4.0		fba5711ce08f730b693043e074e04eccf46a0f7d
com.google.api.grpc	grpc-google-iam-v1	1.4.1		22215034def54c4cfbd66c034e0cbd55c3925c56
com.google.api.grpc	grpc-google-iam-v1	1.40.0		ce2baa4ad1e67b81ca8150e54d184c9bca3adb49
com.google.api.grpc	grpc-google-iam-v1	1.40.1		c34b312d1fcab8bd92262b4bd9c5cb002cbcc759
com.google.api.grpc	grpc-google-iam-v1	1.41.0		e8d69f6ffe294ee90b3a41cf3f42008891e52afb
com.google.api.grpc	grpc-google-iam-v1	1.42.0		dec7419d4d893f263e43317d37a05d1a86ff2c73
com.google.api.grpc	grpc-google-iam-v1	1.43.0		d76dc8724708eb41f3b888b9a1097e4ae0a15386
com.google.api.grpc	grpc-google-iam-v1	1.44.0		47cf7610c5f4f03af27952b6c6e852aa2fee11a0
com.google.api.grpc	grpc-google-iam-v1	1.45.0		9c0b1f1faf779a3298e498d160b912c1364e8ad3
com.google.api.grpc	grpc-google-iam-v1	1.45.1		cd56e7f078e095dbb7e3b32a2b00dd548287c28d
com.google.api.grpc	grpc-google-iam-v1	1.46.0		7af69a3494d426f1ba589798d7c2f3178e015e4a
com.google.api.grpc	grpc-google-iam-v1	1.47.0		6811dc60497c05570aaafdbdeb370517dfd9cec8
com.google.api.grpc	grpc-google-iam-v1	1.48.0		e820c559b03e589cb1ee70b47e148ba23766babb
com.google.api.grpc	grpc-google-iam-v1	1.49.0		8033f094d7652336b51ea991c963b20524c1c935
com.google.api.grpc	grpc-google-iam-v1	1.49.1		7e0ef74a5f5f80087c0b8fd3028c0949c4d8a713
com.google.api.grpc	grpc-google-iam-v1	1.5.0		b2c2c8a0892114f8a61d20a26f362378a73fba7a
com.google.api.grpc	grpc-google-iam-v1	1.5.1		d2b3b5d7d290612d3627120fac25ab1255e87448
com.google.api.grpc	grpc-google-iam-v1	1.5.2		fd43b8db1a273f9cd0af0637b8e8621363812e48
com.google.api.grpc	grpc-google-iam-v1	1.50.0		4de58dffc2454fbf3cb086121dec1b7fb691b2ff
com.google.api.grpc	grpc-google-iam-v1	1.50.1		2e6d57b15567c6a5aa6c1b5ef941748465a41adc
com.google.api.grpc	grpc-google-iam-v1	1.50.2		480380ea0459a8d4185630c89a9b301ab0e2d93f
com.google.api.grpc	grpc-google-iam-v1	1.50.3		f2d53073d112657fb9d50e3c06a3a1bf231bddb9
com.google.api.grpc	grpc-google-iam-v1	1.6.0		3d41b0a0f581e269728bb7c421361a872cd4e3f2
com.google.api.grpc	grpc-google-iam-v1	1.6.1		249d2b2d8af3bba59936ef6e3d744a08626d3063
com.google.api.grpc	grpc-google-iam-v1	1.6.10		45d7de823fc2ed180fb68c16f5b3667afb273cd9
com.google.api.grpc	grpc-google-iam-v1	1.6.11		c565574bba8955ccf3fa30a5d619649ceb4d702b
com.google.api.grpc	grpc-google-iam-v1	1.6.12		f27325810911cb68b7d3b97df5353a3f6299cc52
com.google.api.grpc	grpc-google-iam-v1	1.6.13		135dde5dd4c1264d0d64eabae5843ea9234cda74
com.google.api.grpc	grpc-google-iam-v1	1.6.14		acc10d8ece8663e6ef1be3a77f4e50039f336ca4
com.google.api.grpc	grpc-google-iam-v1	1.6.15		8b2c5cedbf4870f12ac340f16f16a65bf868f463
com.google.api.grpc	grpc-google-iam-v1	1.6.16		2faf1bd60a6999d2eb218541ae81b132198519a2
com.google.api.grpc	grpc-google-iam-v1	1.6.17		7c81f8983b9d91bb4dd577d45b82b45651edce6b
com.google.api.grpc	grpc-google-iam-v1	1.6.18		0aa9594bd267e43061f4ca42a2c8fac1d9d45e04
com.google.api.grpc	grpc-google-iam-v1	1.6.19		d88898ae6983548a9309ddb0a338008cd7cb233e
com.google.api.grpc	grpc-google-iam-v1	1.6.2		df5544a9d30a6f33be1fecf9151e1c7a1feb8506
com.google.api.grpc	grpc-google-iam-v1	1.6.20		9e58290fe9767f3ab84321029bf06bcf7d460b73
com.google.api.grpc	grpc-google-iam-v1	1.6.21		55200838c04d8b1b39be11186991063c0a99e0e6
com.google.api.grpc	grpc-google-iam-v1	1.6.22		625fe75c8b04b36fbdb9361ce5e9b523c9097688
com.google.api.grpc	grpc-google-iam-v1	1.6.23		209b7cfb8eb0925fc96e3cc41ae616dbd7cf6118
com.google.api.grpc	grpc-google-iam-v1	1.6.3		31df602f7cb41d69f5935599fcb1d3723a800f55
com.google.api.grpc	grpc-google-iam-v1	1.6.4		6eea75d33a9614f4b989255b94b48b931eae9355
com.google.api.grpc	grpc-google-iam-v1	1.6.5		30e5ee551c08450593b6c6a6018e7fa127b03ce7
com.google.api.grpc	grpc-google-iam-v1	1.6.6		710c576c82220af46f560913b95184853a7946ce
com.google.api.grpc	grpc-google-iam-v1	1.6.7		275d0066d0a77bbb9790e97ecaf962130e9de404
com.google.api.grpc	grpc-google-iam-v1	1.6.8		9aabfcc1a865ac24fe4f252fa3f8ef5baef01890
com.google.api.grpc	grpc-google-iam-v1	1.6.9		e10528dfebbf88bfe3672f4a66772c3a90bb9cac
com.google.api.grpc	grpc-google-iam-v1	1.7.0		7407a1c3a5fd7451993f10262447eda3ba7b236c
com.google.api.grpc	grpc-google-iam-v1	1.8.0		0e9c805e4733cf04a23e786eacf735c974882d7d
com.google.api.grpc	grpc-google-iam-v1	1.9.0		5622eeb138662c0c9abd24a547748abb9d48428f
com.google.api.grpc	grpc-google-iam-v1	1.9.1		049fe0a5082fcc4ca05847ec3fff101ce04f792e
com.google.api.grpc	grpc-google-iam-v1	1.9.2		4f6318f2eefcd56747e978584d144f730506c142
com.google.api.grpc	grpc-google-iam-v1	1.9.3		9e7abf85711b919150233e12ee9703d286581f83
com.innoventsolutions.birt.runtime	org.eclipse.equinox.frameworkadmin_2.1.0.v20180131-0638	4.8.0		f4a775fbb0987173b2892342136575608509f17e
com.intenthq.pucket	pucket-test_2.11	1.0.0		c2eea605693473640a3aa6db35827ddb17a1b8ab
com.intenthq.pucket	pucket-test_2.11	1.0.1		1baba2a8687b399cb8cbde3cf0480c7338521ae8
com.intenthq.pucket	pucket-test_2.11	1.0.2		0131f4381fb6c2d3c3b0c50f452bd33dfda70b2b
com.intenthq.pucket	pucket-test_2.11	1.0.3		4287b76935d34310f6a79b87517117261cc5cb38
com.intenthq.pucket	pucket-test_2.11	1.0.4		cd32643328eb687734346e59dd9e3ab3f330b25b
com.intenthq.pucket	pucket-test_2.11	1.0.5		50e126efeb12abf8f29f00a01b4ac7fa8d4ef457
com.intenthq.pucket	pucket-test_2.11	1.0.6		2dc6456531c60d295efc339c8698e279a57749ef
com.intenthq.pucket	pucket-test_2.11	1.1.0		2b32707a2c8f18428ba2cefa3097cc645fe0df7f
com.intenthq.pucket	pucket-test_2.11	1.2.0		f9594b06ee2b1142262dc16ec0c8568e118ce106
com.intenthq.pucket	pucket-test_2.11	1.2.1		f174cd34239138c93b5b0ea96bf1f8fb8bed7cac
com.intenthq.pucket	pucket-test_2.11	1.3.0		989b463394e502e71b1b645408bc8f3aed92d008
com.javiersc.kotlinx	coroutines-run-blocking-all-macosarm64	0.1.0-rc.1		N/A
com.javiersc.kotlinx	coroutines-run-blocking-all-macosarm64	0.1.0-rc.1	metadata	dd8ff788491c3e90e5344ea4880f2e111056681a
com.lightstep.tracer	tracer-grpc	0.14.0		edbbab3be2676dacd13d440603413ef46a982672
com.lightstep.tracer	tracer-grpc	0.14.1		14c062c8ef0967cc96fa438b048702aace58683f
com.lightstep.tracer	tracer-grpc	0.14.2		52819771fd68fe87f6e18df3a0de6ea4d257071b
com.lightstep.tracer	tracer-grpc	0.14.3		4e750dd630b62a299139605bb0e90ebccd449c7f
com.lightstep.tracer	tracer-grpc	0.15.0		9309fe8e8b7d17bb679b88b6344cfc13b5a0890d
com.lightstep.tracer	tracer-grpc	0.15.1		dd4a61b6eee57e4d57f11aac1b66d3960acd1fe4
com.lightstep.tracer	tracer-grpc	0.15.10		130dd9392085b82d86d68c56ad96c7417c77de9d
com.lightstep.tracer	tracer-grpc	0.15.2		65846864ed9f25e11d25031ff150ffd045f3a1cc
com.lightstep.tracer	tracer-grpc	0.15.3		568b629c55cf66831e0fbdb04e8c304c056259f1
com.lightstep.tracer	tracer-grpc	0.15.4		9c6a52d12da16bc0999b0b3d9b9a00654846fd56
com.lightstep.tracer	tracer-grpc	0.15.5		beadea5ec1251f4aeb0749370c9db421e7518c33
com.lightstep.tracer	tracer-grpc	0.15.6		064edf7b793f29c0fc30a24173891450185293d6
com.lightstep.tracer	tracer-grpc	0.15.7		372df3a240f2325b544c55ca83691a40124f1b18
com.lightstep.tracer	tracer-grpc	0.15.8		0c75b3efb6e871cc7c6a0b0ddb9849a947acbadf
com.lightstep.tracer	tracer-grpc	0.15.9		abfe61eeb99a7bd5e411496d4907ef08626224dc
com.lightstep.tracer	tracer-grpc	0.16.0		ed1a8a0f54156fd8ea14b0535aba7453435134ac
com.lightstep.tracer	tracer-grpc	0.16.1		00bcce0b0bd779cac57e309146a3ab65d1477daa
com.lightstep.tracer	tracer-grpc	0.16.2		409562e5e30d1089c8ec8a0ca5d8e774fd77611e
com.lightstep.tracer	tracer-grpc	0.17.0		197ae264e1053d6445ea9a554d20fe6083d996bb
com.lightstep.tracer	tracer-grpc	0.17.1		c665510bd6fa72d4a429abc46de9f0e693f6373c
com.lightstep.tracer	tracer-grpc	0.17.2		a45d7534c097d30024a8ccb43ea890fc5f529fb5
com.lightstep.tracer	tracer-grpc	0.18.0		facf8492b3cbe052b26f6bf7883cf71a6c46c11e
com.lightstep.tracer	tracer-grpc	0.19.0		b25302c55c88fc5f8d5434388623766bb9fee630
com.lightstep.tracer	tracer-grpc	0.19.1		663a62326f89b58a6aa6b64268151f29ff265034
com.lightstep.tracer	tracer-grpc	0.19.2		2c4b23e68eaabcf70a04359fe7a256d52524d6d6
com.lightstep.tracer	tracer-grpc	0.19.3		7961a50904c4413f3853317437ae5874b72b91a6
com.lightstep.tracer	tracer-grpc	0.20.0		df8c0e3d1b66ec06b60ccd0e6dce36e1ffd7f277
com.lightstep.tracer	tracer-grpc	0.21.0		53b24d91aab84d1cb936210e6e1bc2657a880e93
com.lightstep.tracer	tracer-grpc	0.21.1		8f21f35c2d9c3cff4e7a7af65eeef199beb81388
com.lightstep.tracer	tracer-grpc	0.25.0		2e230d420b6373df481862f026431fa9d05a70a5
com.lightstep.tracer	tracer-grpc	0.25.1		81d79dfa1ee61286b9276a90a6e3c7a06c8318bd
com.lightstep.tracer	tracer-grpc	0.26.0		f640ec68d78b2c24735a8346450bfb8c4c4a0e92
com.lightstep.tracer	tracer-grpc	0.26.1		bcc1c484dd7e66c2aa17050f4216de42d579769e
com.lightstep.tracer	tracer-grpc	0.30.0		d4d0b380eba6558d776f5226ca11fadef5a3c3b0
com.lightstep.tracer	tracer-grpc	0.30.1		25908f2440bc82e9464492397be3f6f92f242b8f
com.lightstep.tracer	tracer-grpc	0.30.2		c73c1c6dd933b52029642501b55e87621482e4f6
com.lightstep.tracer	tracer-grpc	0.30.3		c54c0f9af7db9348285a69e4685f0126f2bf7123
com.lightstep.tracer	tracer-grpc	0.31.0		96e3ccaafe94d0aa610efaa5c99be5a3c36d38dc
com.lightstep.tracer	tracer-grpc	0.32.0		33f09f683ec71ed9f0ad46d27ccbc16f2f37fe0f
com.mydataharbor	elasticsearch-plugin	1.1.0		3652eb21b7a148611ef24bdf24d41fb4ba35dcb2
com.mydataharbor	elasticsearch-plugin	2.0.0		52c431ecb3b218983582a07f3aeb2f19247f4d56
com.mydataharbor	elasticsearch-plugin	2.0.1		19002438c368d22ec8c9c0a9943b1e4e16083a4a
com.sigpwned	httpmodel-jakarta-servlet	0.0.1		6e0c0b5a81088282bfa4fb5687de1857c70306e3
com.sigpwned	httpmodel-jakarta-servlet	1.0.0		aff7707e46a0c980f5b126810e5b305f652ff738
com.sigpwned	httpmodel-jakarta-servlet	1.0.1		9caffbf524f6f9c04763af3a74a246aa2cf69e7b
com.sigpwned	httpmodel-jakarta-servlet	2.0.0		c0283d5bc144f1b0c5f953f16df86842d0e90e51
com.socratica.mobile	image-map	1.0.0		88ee601721021da1f14768d02da12a81859f6441
com.socratica.mobile	image-map	1.0.1		N/A
com.socratica.mobile	image-map	1.0.2		N/A
com.socratica.mobile	image-map	1.0.3		N/A
com.socratica.mobile	image-map	1.0.4		N/A
com.taobao.middleware	logger.core	0.2.6		4b671181060fe286e01c0b74b0c980839ad797d9
com.taobao.middleware	logger.core	0.2.7		217e07192488f78e473b497ce9c1ccb52bcdb3e2
com.taobao.middleware	logger.core	0.2.8		66cdddca1c6d7a1a91f386dceae727465d88d5f0
com.teketik	cip	1.0		41f0769ba0a6636f2d44f4a9c6ab40eebabc3836
com.yamilovs.insomnia	exporter	0.1.0		4df6ae5d4bdf33ee9da64c6f7bb018fee91b67ea
de.deltatree.pub.apis	easyfin	1.0.1		0659c7ad01c0697536dba8fb0d3c92879e65961c
de.deltatree.pub.apis	easyfin	1.0.10		efdcb84c1d5fab8f9dacea17e124da64b5f7c604
de.deltatree.pub.apis	easyfin	1.0.12		99b0567a7a8c87f61f98d99cc5198981bbcd060f
de.deltatree.pub.apis	easyfin	1.0.13		38e83bc703c6fdcf7b65c03f2061dd7320030c13
de.deltatree.pub.apis	easyfin	1.0.2		50fb0069b8cedfa9009044059bc8c12189172bcb
de.deltatree.pub.apis	easyfin	1.0.3		2f7ac245287ad02c3e046c7fc0e1638187bbf1c4
de.deltatree.pub.apis	easyfin	1.0.4		2cc2a4f177a477b9d46ba9a0f198c32bf9bc931e
de.deltatree.pub.apis	easyfin	1.0.5		fb15d956dbdeb389e1804c563b318dc1f7974d4f
de.deltatree.pub.apis	easyfin	1.0.6		2b21299adc292f15c9c06caa222c93350b1cdd44
de.deltatree.pub.apis	easyfin	1.0.7		e2205a4daf0cc7c9f190821bfb77d0dbb45a8e0f
de.deltatree.pub.apis	easyfin	1.0.9		008aaf86dc200674d6cf69fa8f36fcb319e962ff
de.iip-ecosphere.platform	kiServices.rapidminer.rtsa	0.3.0		2efd6e6fcdf04786a572054e667413a7b49122c7
de.iip-ecosphere.platform	kiServices.rapidminer.rtsa	0.4.0		7a610396c36cb746e7a2ab1fd7e51d19ba93ade6
de.iip-ecosphere.platform	kiServices.rapidminer.rtsa	0.5.0		c97b1ee4719d26a6d606790ca92ed230d2021b0d
de.iip-ecosphere.platform	kiServices.rapidminer.rtsa	0.6.0		44ac0c9afd397999ccd19770cba4b344230786ff
de.sciss	log_3.0.0-RC2	0.1.1		5ff99504bbb4c6c0d420a028d34a497c34cf7d4d
dev.icerock.moko	maps-iosarm64	0.5.2		N/A
dev.icerock.moko	maps-iosarm64	0.5.2	metadata	afb7b69c6f7eb37e785366a1617ded1c3ed62ef9
dev.icerock.moko	maps-iosarm64	0.6.0		N/A
dev.icerock.moko	maps-iosarm64	0.6.0	metadata	5fed2dae35dbbe643a86f21deb8bcfd04e38b0f1
dev.syncended	kube-ktor	0.2.0		7d7d6e38ff9d4bf855f2923b813f2a4ed27581fa
dev.syncended	kube-ktor	0.3.0		ea6179b1cde612b2a8b648462a55bc217e5cbadc
dev.syncended	kube-ktor	0.3.1		e7762fc58499f73fe203e1d22e657a638bcf23ab
dev.syncended	kube-ktor	0.3.2		1ae9f5a61cf5f6afa9008ca92dcc56127edc33d8
dev.syncended	kube-ktor	0.3.3		e29f490a132f32384a2097917754b5fbe348e32b
dev.syncended	kube-ktor	0.3.4		9762b16927a18984014570f7fa7f7df247472854
edu.gemini	lucuma-ags_sjs1_3	0.120.0		e5e86a358af77b152274c4c2824f418b00cd8d5b
edu.gemini	lucuma-ags_sjs1_3	0.121.0		a0be900c830d1b5037cc86d96f0d42a68659ff26
edu.gemini	lucuma-ags_sjs1_3	0.121.1		215c6314b7abab3f0ef06f2485cbf55bed8df1f7
edu.gemini	lucuma-ags_sjs1_3	0.121.2		de7b8eaf991335e6a6d59b832ec66a809b399475
edu.gemini	lucuma-ags_sjs1_3	0.123.0		392c6120969132416e849f70786564e9e0553b7b
edu.gemini	lucuma-ags_sjs1_3	0.124.0		5053c0dd3bf110a10b91b9a23b927e755c6b3b0d
edu.gemini	lucuma-ags_sjs1_3	0.125.0		7b0fb760f18174ec160f262dfbd8da49ec5741b3
edu.gemini	lucuma-ags_sjs1_3	0.126.0		020b448fae5e1bbcf9f8d9de3c3d66b00ee4936b
edu.gemini	lucuma-ags_sjs1_3	0.26.0		7d393245d009f2897396409049142a1e18500f97
edu.gemini	lucuma-ags_sjs1_3	0.27.0		c6bb9fe687c4fdd2c05c6cc75ccde719636d1c59
edu.gemini	lucuma-ags_sjs1_3	0.27.1		37344445ae1e43e4f91b033b27d49fa6b7c7b856
edu.gemini	lucuma-ags_sjs1_3	0.28.0		93a2d152d2fe5a04c958da25d8798720ccebd49c
edu.gemini	lucuma-ags_sjs1_3	0.29.0		feba75aeec02d35e4b135a46cbb476149786c9e4
edu.gemini	lucuma-ags_sjs1_3	0.29.1		7fd1585b33e769d53cb043f2900edf1689cd0183
edu.gemini	lucuma-ags_sjs1_3	0.29.2		03bd58bd9956304ec6e174da4ce1faf740fffa78
edu.gemini	lucuma-ags_sjs1_3	0.29.3		c64cd76f2798eec5e061e6d032aa3d50e48f3ad0
edu.gemini	lucuma-ags_sjs1_3	0.29.4		d2e37dbfa29da5c9021d963e24e605c0e50f7b4a
edu.gemini	lucuma-ags_sjs1_3	0.29.5		e0cfbc566ff15dd2ed316fbac24dd82443923d4b
edu.gemini	lucuma-ags_sjs1_3	0.29.6		b11e328e940993fe819f615aee1f2846433f1093
edu.gemini	lucuma-ags_sjs1_3	0.30.0		e39d880b74876a5a0c9745d7192d4436a135d607
edu.gemini	lucuma-ags_sjs1_3	0.31.0		e3031d90fc824e015a0cb2ef66f7c37356c8419f
edu.gemini	lucuma-ags_sjs1_3	0.32.0		d5e95551ee6433d0a7ba07ff93859acc3bb7d747
edu.gemini	lucuma-ags_sjs1_3	0.33.0		50383bdbb21434c97b82b1300834d8b4aca308b7
edu.gemini	lucuma-ags_sjs1_3	0.34.0		d09379cb22254138048e8b5b697f55873ec4a665
edu.gemini	lucuma-ags_sjs1_3	0.35.0		575c1ab33cbfa22a7a15455df61a9a20f78b4169
edu.gemini	lucuma-ags_sjs1_3	0.36.0		21b33f967ed718a7a8c6d1a998df2a4bc1d1e37f
edu.gemini	lucuma-ags_sjs1_3	0.37.0		742b070df230789c8a8e30bf5495bbafdd84c718
edu.gemini	lucuma-ags_sjs1_3	0.37.1		26e05f1c8a0103c6e78d7aa3f5778e295f14d117
edu.gemini	lucuma-ags_sjs1_3	0.37.2		e9bebf4904fc0e263895aa72ce77508660877581
edu.gemini	lucuma-ags_sjs1_3	0.37.3		980a366d6cee53e9b9c353a96880d51c974168e3
edu.gemini	lucuma-ags_sjs1_3	0.37.4		58f409dc3f0f8182049faf99ac89b5a8e145b882
edu.gemini	lucuma-ags_sjs1_3	0.38.0		af529ff7d8a5d25338ef5324d45da3593535922a
edu.gemini	lucuma-ags_sjs1_3	0.38.1		da974993d6c707369bf32cdbd66bbed5a15c5ce7
edu.gemini	lucuma-ags_sjs1_3	0.39.0		8c9bc4d9bc3f21f1dfcc80e940b14c0b426ec362
edu.gemini	lucuma-ags_sjs1_3	0.40.0		b07ddc15f24f177c10f6b7ddf4e9c72e754dc84b
edu.gemini	lucuma-ags_sjs1_3	0.40.1		33ced954c556b4f20176590da37348c7b842cfff
edu.gemini	lucuma-ags_sjs1_3	0.40.2		26542363dffb7826bba8cd7238e8255082557da3
edu.gemini	lucuma-ags_sjs1_3	0.40.3		628a9201d39c54e0e881d335bb869a61b67fa39d
edu.gemini	lucuma-ags_sjs1_3	0.40.4		3671d3642d2a92dac1f755185993665881ffbbb5
edu.gemini	lucuma-ags_sjs1_3	0.40.5		c875caf58f7bffbcce060942357cff5b081aaf5e
edu.gemini	lucuma-ags_sjs1_3	0.40.6		16eb30ff24d16c469698c5a6f646e0ecc5aeb1b0
edu.gemini	lucuma-ags_sjs1_3	0.40.7		83a379c674ccd2d19b583740274305e9b5eaac0d
edu.gemini	lucuma-ags_sjs1_3	0.41.0		c0af747d0cf8b3a728262b2d5b47ddf769c6444a
edu.gemini	lucuma-ags_sjs1_3	0.42.0		9217987b89514e5e8757cb3019f0b030d345dc21
edu.gemini	lucuma-ags_sjs1_3	0.43.0		4e6758e4e644f2064f76877ce73362d09ad49661
edu.gemini	lucuma-ags_sjs1_3	0.43.1		946e0b56f4312de233ee0ecad64d5b25e8d9d948
edu.gemini	lucuma-ags_sjs1_3	0.43.2		5c87c7745f095d98b7056d27f59714556175c4b2
edu.gemini	lucuma-ags_sjs1_3	0.43.3		2c1bd6023c4f10f2257890a21ff29ba1a1b9b2d5
edu.gemini	lucuma-ags_sjs1_3	0.43.4		1c312e7ef03c10af0f7d02959b774d175c1bb521
edu.gemini	lucuma-ags_sjs1_3	0.44.0		2cfc6d3649e046f0838ed45aed350585a1952eb0
edu.gemini	lucuma-ags_sjs1_3	0.44.1		ed0c4c8a00abd14c3b2fbbc7c6c1ef22823f35d1
edu.gemini	lucuma-ags_sjs1_3	0.44.2		93b7a2c69cfb6cdfcda7dbe50c9ca2e944b914e2
edu.gemini	lucuma-ags_sjs1_3	0.44.3		96b368fb4c8767a9f7444e504ad2adedcdd2d45c
edu.gemini	lucuma-ags_sjs1_3	0.44.4		460a6ddc38ad1648fb50c4777e9dfc8b9632c097
edu.gemini	lucuma-ags_sjs1_3	0.44.5		811baca1dca6ebbbca041337037625aa5e737a7a
edu.gemini	lucuma-ags_sjs1_3	0.44.6		49afebabf12ae98769adb0b7177f4f4259d49ce7
edu.gemini	lucuma-ags_sjs1_3	0.44.7		29b5606f428343bddb1bb7b96307be885b5afcd8
edu.gemini	lucuma-ags_sjs1_3	0.45.0		291da5817d2f21669d5533304ef8fea4d9e77340
edu.gemini	lucuma-ags_sjs1_3	0.45.1		5b282ad017bcc5f6cc06a6ad8cb9578b65f7149c
edu.gemini	lucuma-ags_sjs1_3	0.45.2		15a4af20de03bce3fdb054f78cb13bd0de0b9c79
edu.gemini	lucuma-ags_sjs1_3	0.45.3		022cd2fb5b0312f7dd62bc5ad19ed01dda1b2c17
edu.gemini	lucuma-ags_sjs1_3	0.46.0		6b9a8a3d84804f65355e3ed78a2674cd4a8f3d04
edu.gemini	lucuma-ags_sjs1_3	0.46.1		52e8f8c3127f1a543760e988bd5923b39946bd3f
edu.gemini	lucuma-ags_sjs1_3	0.46.2		10cc7b8a1c0c86da9b89203cb75b54f333dcf921
edu.gemini	lucuma-ags_sjs1_3	0.46.4		8f204c6a06733000e723068dd012c8f6c67558d7
edu.gemini	lucuma-ags_sjs1_3	0.47.0		2465997f7e5831c37d2832654df3b900e6d0b8ee
edu.gemini	lucuma-ags_sjs1_3	0.47.1		db5b08dc932e9e4a2d8b7362be7c63e1ea608f60
edu.gemini	lucuma-ags_sjs1_3	0.47.2		a2e4a2b8788a54fd1644e15b4b18d80e1ead951b
edu.gemini	lucuma-ags_sjs1_3	0.47.3		56b2fcc2734815d267693f7577cf0175148a9cb8
edu.gemini	lucuma-ags_sjs1_3	0.47.4		7fd1fe657fdc45b2c2d8745c4b513136bb4f2cb8
edu.gemini	lucuma-ags_sjs1_3	0.47.5		5387e35875a07fcf95270ba2874deffa8ca4c946
edu.gemini	lucuma-ags_sjs1_3	0.48.0		8b628e7878dc4174170423d32a8b5e7591636a1d
edu.gemini	lucuma-ags_sjs1_3	0.48.1		863e2c7d8868315963ac6154746752f5efa066bb
edu.gemini	lucuma-ags_sjs1_3	0.48.10		180735255a139d435054a7be344010422e481bab
edu.gemini	lucuma-ags_sjs1_3	0.48.11		35771da0c41bcb74ad37c42f057971dd42760093
edu.gemini	lucuma-ags_sjs1_3	0.48.12		719f481b4a7bf82570e1c543c32f0a914eb043d5
edu.gemini	lucuma-ags_sjs1_3	0.48.13		f55a9db99ab13134025cba0a75f0a32d8dbedae9
edu.gemini	lucuma-ags_sjs1_3	0.48.2		9f30c2136e95329870ed4223ec7834cbe26edd62
edu.gemini	lucuma-ags_sjs1_3	0.48.3		56c8f9c5cb38ea0d854920b5beae6cacc820400f
edu.gemini	lucuma-ags_sjs1_3	0.48.4		8186c9b726d15cd7fc267e74f44091bc1eed3043
edu.gemini	lucuma-ags_sjs1_3	0.48.5		9ac81163af656c6781f874245ea96c363cda8524
edu.gemini	lucuma-ags_sjs1_3	0.48.6		aa48d1ce923c9ba60e06631deb2b7ade4e974b4e
edu.gemini	lucuma-ags_sjs1_3	0.48.7		288ccb22ec673da0858f0f0ac5fda80ac8063a28
edu.gemini	lucuma-ags_sjs1_3	0.48.8		20dfa21078c1d2e39ba1b0b532c89d2156a92641
edu.gemini	lucuma-ags_sjs1_3	0.48.9		b2dbec138108557d2732496be3cd9db0eb4dd244
edu.gemini	lucuma-ags_sjs1_3	0.49.0		2e07b5445259d153765a844a974385a89e5ea3ed
edu.gemini	lucuma-ags_sjs1_3	0.49.1		48aba0b1d1c2032e5368102e80a9bd1d3c6193cb
edu.gemini	lucuma-ags_sjs1_3	0.49.2		6874a7d128168fbccdbffbfd8b2d75b524de48ef
