au.id.tmm.tmm-utils	tmm-utils-circe_3	0.10.0		fad908dbb577778b21ed9efbf7202a8a5e228f11
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.18.1		c90d746d88769777b8b0a43794fe6cf68a0457a5
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.18.2		e224e5ab083f0c35dc41ce03866b5f94d601a2f5
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.18.3		31a13efe6bdc5afc8be9b311373212cc8a3dde08
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.18.4		93d3356a12ea341d1bf5ffa250c9c64c2801d825
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.18.5		c6e8a6a6d7d8474333073c6e34b506cd32b81303
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.18.6		0b5aa46d2ba764c77128adadd5914bb09014a784
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.19		2e1601115f7dbf67f548156ac937d693de3a89a8
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.19.1		37d3d2e8dd6f3219d97c5ed2be8b31c573f70873
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.19.2		271272601bcd7056a05f7628c3d97f67c9491c0b
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.19.3		179fff3ff9d445a6ee43c6f881006f58512a031e
com.sun.jersey.glassfish.v3.osgi	jersey-gf-servlet	1.19.4		53a320279f5b98547838db40a51689e1fa832a80
com.thimbleware.jmemcached	jmemcached-cli	0.9		6c931d76889cd690b64d35d53c4642408589d7bf
com.thimbleware.jmemcached	jmemcached-cli	0.9	main	6a112e791a2528d0aff91239f4568384e8cedb87
com.thimbleware.jmemcached	jmemcached-cli	1.0.0		113ae39cc5cf8d68551bf337072a854bc565a9e7
com.thimbleware.jmemcached	jmemcached-cli	1.0.0	main	e131f821ce6b70684560c1bca3100c2857a68a80
com.toast.android	toast-iap-galaxy	0.24.0		N/A
com.toast.android	toast-iap-galaxy	0.24.1		N/A
com.toast.android	toast-iap-galaxy	0.24.2		N/A
com.toast.android	toast-iap-galaxy	0.24.2.1		N/A
com.toast.android	toast-iap-galaxy	0.24.3		N/A
com.toast.android	toast-iap-galaxy	0.24.4		N/A
com.toast.android	toast-iap-galaxy	0.25.0		N/A
com.toast.android	toast-iap-galaxy	0.26.0		N/A
com.toast.android	toast-iap-galaxy	0.27.0		N/A
com.toast.android	toast-iap-galaxy	0.27.1		N/A
com.toast.android	toast-iap-galaxy	0.27.2		N/A
com.toast.android	toast-iap-galaxy	0.27.3		N/A
com.toast.android	toast-iap-galaxy	0.27.4		N/A
com.toast.android	toast-iap-galaxy	0.28.0		N/A
com.toast.android	toast-iap-galaxy	0.29.0		N/A
com.toast.android	toast-iap-galaxy	0.29.1		N/A
com.toast.android	toast-iap-galaxy	0.29.1-alpha01		N/A
com.toast.android	toast-iap-galaxy	0.29.2		N/A
com.toast.android	toast-iap-galaxy	0.30.0		N/A
com.toast.android	toast-iap-galaxy	0.30.1		N/A
com.toast.android	toast-iap-galaxy	0.31.0		N/A
com.toast.android	toast-iap-galaxy	0.31.1		N/A
com.toast.android	toast-iap-galaxy	1.0.0		N/A
com.toast.android	toast-iap-galaxy	1.1.0		N/A
com.toast.android	toast-iap-galaxy	1.2.0		N/A
com.toast.android	toast-iap-galaxy	1.3.0		N/A
com.toast.android	toast-iap-galaxy	1.4.0		N/A
com.toast.android	toast-iap-galaxy	1.4.1		N/A
com.toast.android	toast-iap-galaxy	1.4.1-alpha01		N/A
com.toast.android	toast-iap-galaxy	1.4.2		N/A
com.toast.android	toast-iap-galaxy	1.4.3		N/A
com.toast.android	toast-iap-galaxy	1.5.0		N/A
com.toast.android	toast-iap-galaxy	1.5.1		N/A
com.toast.android	toast-iap-galaxy	1.6.0		N/A
com.toast.android	toast-iap-galaxy	1.7.0		N/A
com.toast.android	toast-iap-galaxy	1.7.1		N/A
com.toast.android	toast-iap-galaxy	1.8.0		N/A
com.toast.android	toast-iap-galaxy	1.8.1		N/A
com.toast.android	toast-iap-galaxy	1.8.2		N/A
com.totalcross.knowcode	KnowCodeXML	1.0		417a54965e99baa318179168f375de2a03261bc8
com.totalcross.knowcode	KnowCodeXML	1.1		33c5e4a206dded628aba37470b97842417cd7e8c
com.totalcross.knowcode	KnowCodeXML	1.11		c5c0b42658f30570af602a7524f6172505b90f7a
com.totalcross.knowcode	KnowCodeXML	1.12		1071501dfb9dc5d42b399036536a94879c2a1cf1
com.totalcross.knowcode	KnowCodeXML	1.13		928a9e9324da80201e82c585b090956536d2f26e
com.totalcross.knowcode	KnowCodeXML	1.14		4db7f3e93dff253ec65c9d22680a2c5da5a260b5
com.tradplusad	tradplus-beizi	58.10.0.0.1		N/A
com.tradplusad	tradplus-beizi	58.10.0.1		N/A
com.tradplusad	tradplus-beizi	58.10.0.1.1		N/A
com.tradplusad	tradplus-beizi	58.10.1.0		N/A
com.tradplusad	tradplus-beizi	58.10.1.0.1		N/A
com.tradplusad	tradplus-beizi	58.10.2.0		N/A
com.tradplusad	tradplus-beizi	58.10.2.0.1		N/A
com.tradplusad	tradplus-beizi	58.10.3.0		N/A
com.tradplusad	tradplus-beizi	58.10.3.0.1		N/A
com.tradplusad	tradplus-beizi	58.10.3.11.1		N/A
com.tradplusad	tradplus-beizi	58.10.4.0		N/A
com.tradplusad	tradplus-beizi	58.10.4.0.1		N/A
com.tradplusad	tradplus-beizi	58.10.5.0		N/A
com.tradplusad	tradplus-beizi	58.10.5.0.1		N/A
com.tradplusad	tradplus-beizi	58.10.6.0		N/A
com.tradplusad	tradplus-beizi	58.10.6.0.1		N/A
com.tradplusad	tradplus-beizi	58.10.6.20		N/A
com.tradplusad	tradplus-beizi	58.10.6.20.1		N/A
com.tradplusad	tradplus-beizi	58.10.6.30		N/A
com.tradplusad	tradplus-beizi	58.10.6.30.1		N/A
com.tradplusad	tradplus-beizi	58.10.7.0		N/A
com.tradplusad	tradplus-beizi	58.10.7.0.1		N/A
com.tradplusad	tradplus-beizi	58.10.7.10		N/A
com.tradplusad	tradplus-beizi	58.10.7.10.1		N/A
com.tradplusad	tradplus-beizi	58.10.8.0		N/A
com.tradplusad	tradplus-beizi	58.10.8.0.1		N/A
com.tradplusad	tradplus-beizi	58.10.8.10		N/A
com.tradplusad	tradplus-beizi	58.10.8.10.1		N/A
com.tradplusad	tradplus-beizi	58.10.9.0		N/A
com.tradplusad	tradplus-beizi	58.10.9.0.1		N/A
com.tradplusad	tradplus-beizi	58.11.0.0		N/A
com.tradplusad	tradplus-beizi	58.11.0.0.1		N/A
com.tradplusad	tradplus-beizi	58.11.1.0		N/A
com.tradplusad	tradplus-beizi	58.11.1.0.1		N/A
com.tradplusad	tradplus-beizi	58.11.1.10.1		N/A
com.tradplusad	tradplus-beizi	58.11.2.0		N/A
com.tradplusad	tradplus-beizi	58.11.2.0.1		N/A
com.tradplusad	tradplus-beizi	58.11.3.0		N/A
com.tradplusad	tradplus-beizi	58.11.3.0.1		N/A
com.tradplusad	tradplus-beizi	58.11.3.10.1		N/A
com.tradplusad	tradplus-beizi	58.11.4.0		N/A
com.tradplusad	tradplus-beizi	58.11.4.0.1		N/A
com.tradplusad	tradplus-beizi	58.11.4.10.1		N/A
com.tradplusad	tradplus-beizi	58.11.4.20.1		N/A
com.tradplusad	tradplus-beizi	58.11.4.21.1		N/A
com.tradplusad	tradplus-beizi	58.11.4.30.1		N/A
com.tradplusad	tradplus-beizi	58.11.4.40.1		N/A
com.tradplusad	tradplus-beizi	58.11.5.0		N/A
com.tradplusad	tradplus-beizi	58.11.5.0.1		N/A
com.tradplusad	tradplus-beizi	58.11.5.10.1		N/A
com.tradplusad	tradplus-beizi	58.11.5.30.1		N/A
com.tradplusad	tradplus-beizi	58.11.6.0		N/A
com.tradplusad	tradplus-beizi	58.11.6.0.1		N/A
com.tradplusad	tradplus-beizi	58.11.6.10.1		N/A
com.tradplusad	tradplus-beizi	58.11.6.20		N/A
com.tradplusad	tradplus-beizi	58.11.6.20.1		N/A
com.tradplusad	tradplus-beizi	58.11.6.30		N/A
com.tradplusad	tradplus-beizi	58.11.6.30.1		N/A
com.tradplusad	tradplus-beizi	58.11.7.0		N/A
com.tradplusad	tradplus-beizi	58.11.7.0.1		N/A
com.tradplusad	tradplus-beizi	58.11.8.0		N/A
com.tradplusad	tradplus-beizi	58.11.8.0.1		N/A
com.tradplusad	tradplus-beizi	58.11.9.0		N/A
com.tradplusad	tradplus-beizi	58.11.9.0.1		N/A
com.tradplusad	tradplus-beizi	58.12.0.0		N/A
com.tradplusad	tradplus-beizi	58.12.0.0.1		N/A
com.tradplusad	tradplus-beizi	58.12.0.10		N/A
com.tradplusad	tradplus-beizi	58.12.0.10.1		N/A
com.tradplusad	tradplus-beizi	58.12.0.20		N/A
com.tradplusad	tradplus-beizi	58.12.0.20.1		N/A
com.tradplusad	tradplus-beizi	58.12.1.0		N/A
com.tradplusad	tradplus-beizi	58.12.1.0.1		N/A
com.tradplusad	tradplus-beizi	58.12.1.10		N/A
com.tradplusad	tradplus-beizi	58.12.1.10.1		N/A
com.tradplusad	tradplus-beizi	58.12.2.0		N/A
com.tradplusad	tradplus-beizi	58.12.2.0.1		N/A
com.tradplusad	tradplus-beizi	58.12.2.10.1		N/A
com.tradplusad	tradplus-beizi	58.12.3.0		N/A
com.tradplusad	tradplus-beizi	58.12.3.0.1		N/A
com.tradplusad	tradplus-beizi	58.12.4.0		N/A
com.tradplusad	tradplus-beizi	58.12.4.0.1		N/A
com.tradplusad	tradplus-beizi	58.12.4.10		N/A
com.tradplusad	tradplus-beizi	58.12.4.10.1		N/A
com.tradplusad	tradplus-beizi	58.12.4.20		N/A
com.tradplusad	tradplus-beizi	58.12.4.20.1		N/A
com.tradplusad	tradplus-beizi	58.12.5.0		N/A
com.tradplusad	tradplus-beizi	58.12.5.0.1		N/A
com.tradplusad	tradplus-beizi	58.12.5.10		N/A
com.tradplusad	tradplus-beizi	58.12.5.10.1		N/A
com.tradplusad	tradplus-beizi	58.12.6.0		N/A
com.tradplusad	tradplus-beizi	58.12.6.0.1		N/A
com.tradplusad	tradplus-beizi	58.12.6.10		N/A
com.tradplusad	tradplus-beizi	58.12.6.10.1		N/A
com.tradplusad	tradplus-beizi	58.12.7.0		N/A
com.tradplusad	tradplus-beizi	58.12.7.0.1		N/A
com.tradplusad	tradplus-beizi	58.12.7.10		N/A
com.tradplusad	tradplus-beizi	58.12.7.10.1		N/A
com.tradplusad	tradplus-beizi	58.12.7.20.1		N/A
com.tradplusad	tradplus-beizi	58.12.8.0		N/A
com.tradplusad	tradplus-beizi	58.12.8.0.1		N/A
com.tradplusad	tradplus-beizi	58.12.8.10.1		N/A
com.tradplusad	tradplus-beizi	58.12.9.0		N/A
com.tradplusad	tradplus-beizi	58.12.9.0.1		N/A
com.tradplusad	tradplus-beizi	58.13.0.0		N/A
com.tradplusad	tradplus-beizi	58.13.0.0.1		N/A
com.tradplusad	tradplus-beizi	58.13.0.10.1		N/A
com.tradplusad	tradplus-beizi	58.13.0.20.1		N/A
com.tradplusad	tradplus-beizi	58.13.1.0		N/A
com.tradplusad	tradplus-beizi	58.13.1.0.1		N/A
com.tradplusad	tradplus-beizi	58.13.2.0		N/A
com.tradplusad	tradplus-beizi	58.13.2.0.1		N/A
com.tradplusad	tradplus-beizi	58.13.3.0		N/A
com.tradplusad	tradplus-beizi	58.13.3.0.1		N/A
com.tradplusad	tradplus-beizi	58.13.4.0.1		N/A
com.tradplusad	tradplus-beizi	58.13.4.10		N/A
com.tradplusad	tradplus-beizi	58.13.4.10.1		N/A
com.tradplusad	tradplus-beizi	58.13.4.20.1		N/A
com.tradplusad	tradplus-beizi	58.13.5.0		N/A
com.tradplusad	tradplus-beizi	58.13.5.0.1		N/A
com.tradplusad	tradplus-beizi	58.13.6.0		N/A
com.tradplusad	tradplus-beizi	58.13.6.0.1		N/A
com.tradplusad	tradplus-beizi	58.13.6.20.1		N/A
com.tradplusad	tradplus-beizi	58.13.7.0		N/A
com.tradplusad	tradplus-beizi	58.13.7.0.1		N/A
com.tradplusad	tradplus-beizi	58.13.8.0		N/A
com.tradplusad	tradplus-beizi	58.13.8.0.1		N/A
com.tradplusad	tradplus-beizi	58.13.9.0.1		N/A
com.tradplusad	tradplus-beizi	58.13.9.10		N/A
com.tradplusad	tradplus-beizi	58.13.9.10.1		N/A
com.tradplusad	tradplus-beizi	58.13.9.20.1		N/A
com.tradplusad	tradplus-beizi	58.13.9.30.1		N/A
com.tradplusad	tradplus-beizi	58.14.0.0.1		N/A
com.tradplusad	tradplus-beizi	58.9.0.0		N/A
com.tradplusad	tradplus-beizi	58.9.0.0.1		N/A
com.tradplusad	tradplus-beizi	58.9.0.10		N/A
com.tradplusad	tradplus-beizi	58.9.1.0		N/A
com.tradplusad	tradplus-beizi	58.9.1.0.1		N/A
com.tradplusad	tradplus-beizi	58.9.1.10.1		N/A
com.tradplusad	tradplus-beizi	58.9.1.20.1		N/A
com.tradplusad	tradplus-beizi	58.9.1.30		N/A
com.tradplusad	tradplus-beizi	58.9.1.30.1		N/A
com.tradplusad	tradplus-beizi	58.9.1.40.1		N/A
com.tradplusad	tradplus-beizi	58.9.2.0		N/A
com.tradplusad	tradplus-beizi	58.9.2.0.1		N/A
com.tradplusad	tradplus-beizi	58.9.2.10		N/A
com.tradplusad	tradplus-beizi	58.9.2.10.1		N/A
com.tradplusad	tradplus-beizi	58.9.3.0		N/A
com.tradplusad	tradplus-beizi	58.9.3.0.1		N/A
com.tradplusad	tradplus-beizi	58.9.3.10		N/A
com.tradplusad	tradplus-beizi	58.9.3.10.1		N/A
com.tradplusad	tradplus-beizi	58.9.3.20.1		N/A
com.tradplusad	tradplus-beizi	58.9.3.30.1		N/A
com.tradplusad	tradplus-beizi	58.9.4.0		N/A
com.tradplusad	tradplus-beizi	58.9.4.0.1		N/A
com.tradplusad	tradplus-beizi	58.9.4.10.1		N/A
com.tradplusad	tradplus-beizi	58.9.4.20.1		N/A
com.tradplusad	tradplus-beizi	58.9.4.30.1		N/A
com.tradplusad	tradplus-beizi	58.9.4.40.1		N/A
com.tradplusad	tradplus-beizi	58.9.4.41.1		N/A
com.tradplusad	tradplus-beizi	58.9.4.50.1		N/A
com.tradplusad	tradplus-beizi	58.9.5.0		N/A
com.tradplusad	tradplus-beizi	58.9.5.0.1		N/A
com.tradplusad	tradplus-beizi	58.9.6.0		N/A
com.tradplusad	tradplus-beizi	58.9.6.0.1		N/A
com.tradplusad	tradplus-beizi	58.9.6.10		N/A
com.tradplusad	tradplus-beizi	58.9.6.10.1		N/A
com.tradplusad	tradplus-beizi	58.9.6.20		N/A
com.tradplusad	tradplus-beizi	58.9.6.20.1		N/A
com.tradplusad	tradplus-beizi	58.9.7.0.1		N/A
com.tradplusad	tradplus-beizi	58.9.7.10		N/A
com.tradplusad	tradplus-beizi	58.9.7.10.1		N/A
com.tradplusad	tradplus-beizi	58.9.7.30.1		N/A
com.tradplusad	tradplus-beizi	58.9.8.0		N/A
com.tradplusad	tradplus-beizi	58.9.8.0.1		N/A
com.tradplusad	tradplus-beizi	58.9.9.0		N/A
com.tradplusad	tradplus-beizi	58.9.9.0.1		N/A
com.tradplusad	tradplus-beizi	58.9.9.10		N/A
com.tradplusad	tradplus-beizi	58.9.9.10.1		N/A
com.urbanairship.android	urbanairship-message-center	13.1.0		N/A
com.urbanairship.android	urbanairship-message-center	13.1.1		N/A
com.urbanairship.android	urbanairship-message-center	13.1.2		N/A
com.urbanairship.android	urbanairship-message-center	13.2.0		N/A
com.urbanairship.android	urbanairship-message-center	13.2.1		N/A
com.urbanairship.android	urbanairship-message-center	13.2.2		N/A
com.urbanairship.android	urbanairship-message-center	13.3.0		N/A
com.urbanairship.android	urbanairship-message-center	13.3.1		N/A
com.urbanairship.android	urbanairship-message-center	13.3.2		N/A
com.urbanairship.android	urbanairship-message-center	13.3.3		N/A
com.urbanairship.android	urbanairship-message-center	13.3.4		N/A
com.urbanairship.android	urbanairship-message-center	13.3.5		N/A
com.urbanairship.android	urbanairship-message-center	14.0.2		N/A
com.urbanairship.android	urbanairship-message-center	14.0.3		N/A
com.urbanairship.android	urbanairship-message-center	14.1.1		N/A
com.urbanairship.android	urbanairship-message-center	14.1.3		N/A
com.urbanairship.android	urbanairship-message-center	14.2.0		N/A
com.urbanairship.android	urbanairship-message-center	14.3.0		N/A
com.urbanairship.android	urbanairship-message-center	14.4.0		N/A
com.urbanairship.android	urbanairship-message-center	14.4.1		N/A
com.urbanairship.android	urbanairship-message-center	14.4.2		N/A
com.urbanairship.android	urbanairship-message-center	14.4.3		N/A
com.urbanairship.android	urbanairship-message-center	14.4.4		N/A
com.urbanairship.android	urbanairship-message-center	14.5.0		N/A
com.urbanairship.android	urbanairship-message-center	14.5.1		N/A
com.urbanairship.android	urbanairship-message-center	14.6.0		N/A
com.urbanairship.android	urbanairship-message-center	15.0.0		N/A
com.urbanairship.android	urbanairship-message-center	15.1.0		N/A
com.urbanairship.android	urbanairship-message-center	16.0.0		N/A
com.urbanairship.android	urbanairship-message-center	16.1.0		N/A
com.urbanairship.android	urbanairship-message-center	16.1.1		N/A
com.urbanairship.android	urbanairship-message-center	16.10.0		N/A
com.urbanairship.android	urbanairship-message-center	16.11.0		N/A
com.urbanairship.android	urbanairship-message-center	16.11.1		N/A
com.urbanairship.android	urbanairship-message-center	16.11.2		N/A
com.urbanairship.android	urbanairship-message-center	16.2.0		N/A
com.urbanairship.android	urbanairship-message-center	16.3.0		N/A
com.urbanairship.android	urbanairship-message-center	16.3.1		N/A
com.urbanairship.android	urbanairship-message-center	16.3.2		N/A
com.urbanairship.android	urbanairship-message-center	16.3.3		N/A
com.urbanairship.android	urbanairship-message-center	16.4.0		N/A
com.urbanairship.android	urbanairship-message-center	16.5.0		N/A
com.urbanairship.android	urbanairship-message-center	16.5.1		N/A
com.urbanairship.android	urbanairship-message-center	16.6.0		N/A
com.urbanairship.android	urbanairship-message-center	16.6.1		N/A
com.urbanairship.android	urbanairship-message-center	16.7.0		N/A
com.urbanairship.android	urbanairship-message-center	16.7.1		N/A
com.urbanairship.android	urbanairship-message-center	16.7.2		N/A
com.urbanairship.android	urbanairship-message-center	16.7.3		N/A
com.urbanairship.android	urbanairship-message-center	16.7.4		N/A
com.urbanairship.android	urbanairship-message-center	16.7.5		N/A
com.urbanairship.android	urbanairship-message-center	16.8.0		N/A
com.urbanairship.android	urbanairship-message-center	16.8.1		N/A
com.urbanairship.android	urbanairship-message-center	16.9.0		N/A
com.urbanairship.android	urbanairship-message-center	16.9.1		N/A
com.urbanairship.android	urbanairship-message-center	16.9.2		N/A
com.urbanairship.android	urbanairship-message-center	16.9.3		N/A
com.urbanairship.android	urbanairship-message-center	17.0.0		N/A
com.urbanairship.android	urbanairship-message-center	17.0.0-beta		N/A
com.urbanairship.android	urbanairship-message-center	17.0.1		N/A
com.urbanairship.android	urbanairship-message-center	17.0.2		N/A
com.urbanairship.android	urbanairship-message-center	17.0.3		N/A
com.urbanairship.android	urbanairship-message-center	17.1.0		N/A
com.urbanairship.android	urbanairship-message-center	17.2.0		N/A
com.urbanairship.android	urbanairship-message-center	17.2.1		N/A
com.urbanairship.android	urbanairship-message-center	17.3.0		N/A
com.urbanairship.android	urbanairship-message-center	17.4.0		N/A
com.urbanairship.android	urbanairship-message-center	17.4.1		N/A
com.urbanairship.android	urbanairship-message-center	17.5.0		N/A
com.urbanairship.android	urbanairship-message-center	17.6.0		N/A
com.urbanairship.android	urbanairship-message-center	17.7.0		N/A
com.urbanairship.android	urbanairship-message-center	17.7.1		N/A
com.urbanairship.android	urbanairship-message-center	17.7.2		N/A
com.urbanairship.android	urbanairship-message-center	17.7.3		N/A
com.urbanairship.android	urbanairship-message-center	17.7.4		N/A
com.urbanairship.android	urbanairship-message-center	17.8.0		N/A
com.urbanairship.android	urbanairship-message-center	17.8.1		N/A
com.urbanairship.android	urbanairship-message-center	18.0.0		N/A
com.urbanairship.android	urbanairship-message-center	18.0.0-alpha		N/A
com.urbanairship.android	urbanairship-message-center	18.1.0		N/A
com.urbanairship.android	urbanairship-message-center	18.1.1		N/A
com.urbanairship.android	urbanairship-message-center	18.1.2		N/A
com.urbanairship.android	urbanairship-message-center	18.1.3		N/A
com.urbanairship.android	urbanairship-message-center	18.1.4		N/A
com.urbanairship.android	urbanairship-message-center	18.1.5		N/A
com.urbanairship.android	urbanairship-message-center	18.1.6		N/A
com.urbanairship.android	urbanairship-message-center	18.2.0		N/A
com.urbanairship.android	urbanairship-message-center	18.3.0		N/A
com.urbanairship.android	urbanairship-message-center	18.3.1		N/A
com.urbanairship.android	urbanairship-message-center	18.3.2		N/A
com.urbanairship.android	urbanairship-message-center	18.3.3		N/A
com.urbanairship.android	urbanairship-message-center	18.4.0		N/A
com.urbanairship.android	urbanairship-message-center	18.4.1		N/A
com.urbanairship.android	urbanairship-message-center	18.4.2		N/A
com.urbanairship.android	urbanairship-message-center	18.5.0		N/A
com.urbanairship.android	urbanairship-message-center	18.6.0		N/A
com.urbanairship.android	urbanairship-message-center	18.6.1		N/A
com.urbanairship.android	urbanairship-message-center	18.7.0		N/A
com.urbanairship.android	urbanairship-message-center	18.7.1		N/A
com.urbanairship.android	urbanairship-message-center	19.0.0		N/A
com.urbanairship.android	urbanairship-message-center	19.1.0		N/A
com.urbanairship.android	urbanairship-message-center	19.2.0		N/A
com.urbanairship.android	urbanairship-message-center	19.3.0		N/A
com.urbanairship.android	urbanairship-message-center	19.4.0		N/A
com.urbanairship.android	urbanairship-message-center	19.5.0		N/A
com.urbanairship.android	urbanairship-message-center	19.5.1		N/A
com.urbanairship.android	urbanairship-message-center	19.6.0		N/A
com.urbanairship.android	urbanairship-message-center	19.6.1		N/A
com.urbanairship.android	urbanairship-message-center	19.6.2		N/A
com.wadpam.openserver	test	20		5c0d5043ad6bb7645fcc55b11b21f47988219106
com.wadpam.openserver	test	21		636d3461d3bc4e16b22f3baaa0a57c31403196c7
com.wadpam.openserver	test	22		90597453e08b7b429181f799dd20b3886e70533b
com.wadpam.openserver	test	25		95bf56ad8473c18d5e9e236a7a48baa624fd97e7
com.wadpam.openserver	test	26		41009b859244fa0dc6bdd6131c0370dd29d4e9ac
com.wadpam.openserver	test	27		dbe7c90b8caae468b15d4a23d63238785db4c454
com.wadpam.openserver	test	28		891b1ce81629007e9f5b967d4d99884af950d785
com.wadpam.openserver	test	29		1ea57dacec2b724f319ce2757b68714b0fb28886
de.dentrassi.eclipse.neoscada.hmi	org.eclipse.scada.da.ui.connection.creator.ngp	0.2.0		26f293c4ca426e46af113a38de00a1effb39a611
de.psdev	async-otto	1.0.0		69f4729633a34c112383a844b79010c4bb4320ff
de.psdev	async-otto	1.0.1		81a6dc54f08764c215729667c9a4b837434e7659
de.psdev	async-otto	1.0.2		ec97459aa576c91969234add6e351d2a8a5dfc9e
de.psdev	async-otto	1.0.3		569c0ad097a275c2e99a9845d0591a7f5478a599
de.psdev	async-otto	1.0.4		ba227f00d8e89e599318eb1cd9ea7af71447a1fa
dev.inmo	micro_utils.ksp.sealed.generator.test-linuxx64	0.21.1		N/A
dev.inmo	micro_utils.ksp.sealed.generator.test-linuxx64	0.21.2		N/A
dev.inmo	micro_utils.ksp.sealed.generator.test-linuxx64	0.21.3		N/A
dev.inmo	micro_utils.ksp.sealed.generator.test-linuxx64	0.21.4		N/A
dev.inmo	micro_utils.ksp.sealed.generator.test-linuxx64	0.21.5		N/A
dev.inmo	micro_utils.ksp.sealed.generator.test-linuxx64	0.22.0		N/A
dev.inmo	micro_utils.ksp.sealed.generator.test-linuxx64	0.22.1		N/A
dev.inmo	micro_utils.ksp.sealed.generator.test-linuxx64	0.22.2		N/A
dev.inmo	micro_utils.ksp.sealed.generator.test-linuxx64	0.22.3		N/A
dev.inmo	micro_utils.ksp.sealed.generator.test-linuxx64	0.22.4		N/A
dev.inmo	micro_utils.ksp.sealed.generator.test-linuxx64	0.22.5		N/A
dev.inmo	micro_utils.ksp.sealed.generator.test-linuxx64	0.22.6		N/A
dev.inmo	micro_utils.ksp.sealed.generator.test-linuxx64	0.22.7		N/A
dev.inmo	micro_utils.ksp.sealed.generator.test-linuxx64	0.22.8		N/A
dev.inmo	micro_utils.ksp.sealed.generator.test-linuxx64	0.22.9		N/A
dev.inmo	micro_utils.ksp.sealed.generator.test-linuxx64	0.23.0		N/A
dev.inmo	micro_utils.ksp.sealed.generator.test-linuxx64	0.23.1		N/A
dev.inmo	micro_utils.ksp.sealed.generator.test-linuxx64	0.23.2		N/A
dev.inmo	micro_utils.ksp.sealed.generator.test-linuxx64	0.24.0		N/A
dev.inmo	micro_utils.ksp.sealed.generator.test-linuxx64	0.24.1		N/A
dev.inmo	micro_utils.ksp.sealed.generator.test-linuxx64	0.24.2		N/A
dev.inmo	micro_utils.ksp.sealed.generator.test-linuxx64	0.24.3		N/A
dev.inmo	micro_utils.ksp.sealed.generator.test-linuxx64	0.24.4		N/A
dev.inmo	micro_utils.ksp.sealed.generator.test-linuxx64	0.24.5		N/A
dk.cwconsult	tempgres-client	1.0		2b2f7d4eeb9a151d402943d8afa5d845fbf49297
dk.cwconsult	tempgres-client	1.1.0		e2ba493ab3bf3dcfd2b443760c52fb55b39dd88e
es.weso	rbe_2.13	0.1.100		0a8e9351ca8874fbefa669886b5a2e50a64e0619
es.weso	rbe_2.13	0.1.101		2394f46ea90abaab1b7cfe298056452593261d87
es.weso	rbe_2.13	0.1.104		574146104f426b289765f5e96d89b08e57d1f6f4
es.weso	rbe_2.13	0.1.105		4d444e2d4ffbc4d96d515d2f3adb8974b48002a1
es.weso	rbe_2.13	0.1.106		142fc235a562097850a9d22f0c067a2397d70e81
es.weso	rbe_2.13	0.1.107		d7a0935ad8352e06d47d2b9ad668f1b791eaa2a9
es.weso	rbe_2.13	0.1.108		004a0565618af861420c115b96c1b2914c9e5839
es.weso	rbe_2.13	0.1.108-ult		ab2da510a51cf8b135b7e14682ed0d032cca026c
es.weso	rbe_2.13	0.1.108-ult_0		93699d9e6b22bb59af8b26804e6797dd71fd3b75
es.weso	rbe_2.13	0.1.109		7e0d36c3cb05828ce322a0d78d7eecf67341089d
es.weso	rbe_2.13	0.1.91		f73ad8bbc77c999d1d2dd50cf5aae0f072447cee
es.weso	rbe_2.13	0.1.93		4aae27d5641e32c595c65a649b5f5f9b6697c330
es.weso	rbe_2.13	0.1.94		7b8bb3d906a6e261e7048ee93d5bd9d476fe9159
es.weso	rbe_2.13	0.1.95		1fda22a6bf3aec197f38d5e88f2b6a5df5b25343
es.weso	rbe_2.13	0.1.96		3ccf835c7d0c145f895a5497f60b821254c9d409
es.weso	rbe_2.13	0.1.97		34b160502e6cb6244a78c7b7209919bc3d29840f
es.weso	rbe_2.13	0.1.98		7865470e072485e800d4c4350c93db5f31afd705
es.weso	rbe_2.13	0.2.0		08370ecf162bd68303f7bf45cb4483697b2237fa
es.weso	rbe_2.13	0.2.1		53323d76c24713d4251d55d076581e39d4570d7e
es.weso	rbe_2.13	0.2.10		0e8f0919dca8ff350c24dc81f2a38c5fe5461db2
es.weso	rbe_2.13	0.2.14		4bd7996dc7759e26b15589bde1293b9dd61a8c85
es.weso	rbe_2.13	0.2.15		575af1071b70df2c8114f0de0a7806a79ac062d3
es.weso	rbe_2.13	0.2.16		b97e0fa244d4ea907ac2e603eb596179d18e260e
es.weso	rbe_2.13	0.2.18		c2bf8e5f32056d56381ebb15e15fbb3356d89c6b
es.weso	rbe_2.13	0.2.2		aa2069689cb16b6e6e71c921b8f379f7b4d52b0c
es.weso	rbe_2.13	0.2.20		5d65c1ad0d76e887f3874d9c77384dc7fb8c998a
