ch.nexsol-tech.spring	spring-build	1.0.0		N/A
org.apache.camel.kafkaconnector	camel-exec-sink-kafka-connector	1.0.0		44a2b553fb7e132e898a458558be63446eb04162
org.apache.camel.kafkaconnector	camel-exec-sink-kafka-connector	3.18.1		aedcfdc686dc7025d96ea85e22b78797972f8908
org.apache.camel.kafkaconnector	camel-exec-sink-kafka-connector	3.18.2		486855512c7e0a6a16dd04693c122ef1ca5cb9c8
org.apache.camel.kafkaconnector	camel-exec-sink-kafka-connector	3.19.0		3dfbc3cb8ab2b6557ac8c8d31f70b9275b205fc3
org.apache.camel.kafkaconnector	camel-exec-sink-kafka-connector	3.20.0		3f451364150ee311c2063a325fc17d36c8d96a59
org.apache.camel.kafkaconnector	camel-exec-sink-kafka-connector	3.20.3		a80df7f64c692039bbf383035bde0c58876d89b1
org.apache.camel.kafkaconnector	camel-exec-sink-kafka-connector	3.20.6		59edef70cbc86335db391eead2d4d399f531c220
org.apache.camel.kafkaconnector	camel-exec-sink-kafka-connector	3.21.0		097dfa1883a3c4cfce2aa551c568f758b0be31f8
org.apache.camel.kafkaconnector	camel-exec-sink-kafka-connector	4.0.0		efed979ce11c9ce5683b20bb164f14b75cf8c859
org.apache.camel.kafkaconnector	camel-exec-sink-kafka-connector	4.0.3		8bc99bf6d27be7cbdbcf246d85e3e1212158a3ba
org.apache.camel.kafkaconnector	camel-exec-sink-kafka-connector	4.10.2		94dc3250ffb4fe825af144bd322e35d8953371b8
org.apache.camel.kafkaconnector	camel-exec-sink-kafka-connector	4.10.3		41f70031b538acdacd22942127b246bebbd5ef2d
org.apache.camel.kafkaconnector	camel-exec-sink-kafka-connector	4.11.0		e9e0cc5a96596ae5708f14d4aa04029aef78a8e3
org.apache.camel.kafkaconnector	camel-exec-sink-kafka-connector	4.4.2		16d8a71af8facda073fe328254089a66e9fbca9f
org.apache.camel.kafkaconnector	camel-exec-sink-kafka-connector	4.4.3		1a836e388e962fec48868b084e807bbf03ec7cb7
org.apache.camel.kafkaconnector	camel-exec-sink-kafka-connector	4.8.0		750b2d7e35a97f937b7e33c01a1676d30ef31a9f
org.apache.camel.kafkaconnector	camel-exec-sink-kafka-connector	4.8.3		25c203527a72fbe8a69c6db9ea26b2db9e5c1f2d
org.apache.camel.kafkaconnector	camel-exec-sink-kafka-connector	4.8.5		b43cd8bc852421ef666336527bd3494a43759aa5
org.apache.isis.core	isis-core-codegen-bytebuddy	2.0.0-M3		5848b9ee4a69f4b2510c06896daff976f31180a0
org.apache.isis.core	isis-core-codegen-bytebuddy	2.0.0-M4		1e2b5ddcfaa09fa23ffc813fe42e877b57adce8c
org.apache.isis.core	isis-core-codegen-bytebuddy	2.0.0-M5		75297a0a12fca4b5b7a6566e60453edc40f3e92f
org.apache.isis.core	isis-core-codegen-bytebuddy	2.0.0-M6		c214c5d37e8e2230b0f40db9e24f78c863034ecf
org.apache.isis.core	isis-core-codegen-bytebuddy	2.0.0-M7		3a66fcdd0f6361619aa2ee92e0d6f400f56af588
org.apache.isis.core	isis-core-codegen-bytebuddy	2.0.0-M8		6ae28cab8e4cda1a80848441ee29c2f11b0bc0ef
org.apache.isis.core	isis-core-codegen-bytebuddy	2.0.0-M9		91cc0abe73c73c2464437c8dbbc39d381318b697
org.apache.james	james-server-user-library	3.0-M1		6e475b6ba3d1739b45bed333f3af9ff540bbaa3b
org.apache.james	james-server-user-library	3.0-M2		cd948511018b77adffb7f34c6b68b7cb24012390
org.apache.manifoldcf	mcf-csv-connector	2.26		030a875bf42542ae08b247a216aa1f01fe8ddd72
org.apache.manifoldcf	mcf-csv-connector	2.27		83a06f74cdaa928fd752078c6fed93fde5ae7466
org.apache.manifoldcf	mcf-csv-connector	2.28		db832976807403cd48d01f94e8ed398b120fe6f9
org.apache.samoa	samoa-s4	0.3.0-incubating		6c03facd85c3bbf39ff09fe17bce01b4eae2c220
org.apache.submarine	interpreter	0.3.0		N/A
org.apache.tomcat	servlet-api	6.0.13		d868f438f27da38b3ccd253bcb859f06c1a1fe2c
org.apache.tomcat	servlet-api	6.0.14		59a52caf6536abb8e0d12954965518cdf82b4c14
org.apache.tomcat	servlet-api	6.0.16		747f2eba4efaea47e9ba82723db47e7600eb4088
org.apache.tomcat	servlet-api	6.0.18		413720782508cfb3441c4b8d625c172a2364a994
org.apache.tomcat	servlet-api	6.0.20		230937c21f1e2da527bf5ebb13f28bab6b2f3849
org.apache.tomcat	servlet-api	6.0.24		50a8d52bcb2329bfd0e25b2edf76e28e8a2e9722
org.apache.tomcat	servlet-api	6.0.26		55438a740b4a8209ca172cbf528e7283c809579a
org.apache.tomcat	servlet-api	6.0.28		79444ec14428337bd9a8c12925a4a888d637e80d
org.apache.tomcat	servlet-api	6.0.29		3e4427754a426a2d3b6f51c9b1131c31cab99ef6
org.apache.tomcat	servlet-api	6.0.30		6514bb71e691cf7b1a44a0b8b331e2720074f4b3
org.apache.tomcat	servlet-api	6.0.32		e72fc3f4d7c1b268b70784f240dc180f1221569e
org.apache.tomcat	servlet-api	6.0.33		c35671a6e87a16825e5276f67227cc967667f60c
org.apache.tomcat	servlet-api	6.0.35		0b7eead97b23817855077cf4ddbd04fd7ff3bfa6
org.apache.tomcat	servlet-api	6.0.36		d52df1c140619ab68ec2e3162b7e2e0fdb248d2b
org.apache.tomcat	servlet-api	6.0.37		49eb4cc1bee18f4168bd9da8941b36d1d7b1827e
org.apache.tomcat	servlet-api	6.0.39		430bc6d8d6ab99c51aedaac186cf2bf65041b60b
org.apache.tomcat	servlet-api	6.0.41		3abc24ee20d391ab5fc27d548c7b7149237b744d
org.apache.tomcat	servlet-api	6.0.43		6f48b5ab5db38717bcb050a5bcfdb1ab99ce8674
org.apache.tomcat	servlet-api	6.0.44		e329722e738ea0380cdcad5c818d0aaaf0fb5f80
org.apache.tomcat	servlet-api	6.0.45		ffcc8209754499940a65a6d450afcb2670a7f7a8
org.apache.tomcat	servlet-api	6.0.47		10397882f11b62de47e6e4fc86c70b2b1c041862
org.apache.tomcat	servlet-api	6.0.48		9d6882eaa87474c6d020aff361ac2daefff0e601
org.apache.tomcat	servlet-api	6.0.51		5a1efdd2158361a494e8e194980c21a51c668156
org.apache.tomcat	servlet-api	6.0.53		90654f3e78eea2876014468ed777caf51f1f3b81
org.apereo.cas	cas-management-webapp	5.0.0		N/A
org.apereo.cas	cas-management-webapp	5.0.0	resources	046671aca244539ebbd99810e1e9a0cbbcc12fbf
org.apereo.cas	cas-management-webapp	5.0.0.M1		N/A
org.apereo.cas	cas-management-webapp	5.0.0.M1	resources	f684e42e9b1de86871a869957b699e02a22d6355
org.apereo.cas	cas-management-webapp	5.0.0.M2		N/A
org.apereo.cas	cas-management-webapp	5.0.0.M2	resources	4a3c8b05b7a3448ec97494d3eaf94fee63549bed
org.apereo.cas	cas-management-webapp	5.0.0.M3		N/A
org.apereo.cas	cas-management-webapp	5.0.0.M3	resources	4876f91f21a01866c00b73826da16fbe309df4dc
org.apereo.cas	cas-management-webapp	5.0.0.RC1		N/A
org.apereo.cas	cas-management-webapp	5.0.0.RC1	resources	68fe73eaee6abc7ac86852450cdb1df163405f9f
org.apereo.cas	cas-management-webapp	5.0.0.RC2		N/A
org.apereo.cas	cas-management-webapp	5.0.0.RC2	resources	1d4837f174835f4cc708f620c94b9a99e0b8d2ac
org.apereo.cas	cas-management-webapp	5.0.0.RC3		N/A
org.apereo.cas	cas-management-webapp	5.0.0.RC3	resources	36a135d0a92d6339d8ddef7d7cdceb455642c03e
org.apereo.cas	cas-management-webapp	5.0.0.RC4		N/A
org.apereo.cas	cas-management-webapp	5.0.0.RC4	resources	c6e15273f07827aeb4d30cb8520cacca28f4a2cc
org.apereo.cas	cas-management-webapp	5.0.1		N/A
org.apereo.cas	cas-management-webapp	5.0.1	resources	5b68d079f9b016f9e4c7863ff747503ed5ecfac8
org.apereo.cas	cas-management-webapp	5.0.10		N/A
org.apereo.cas	cas-management-webapp	5.0.10	resources	e5f655681ab38d85261f7e8c325f319bf0c82a7a
org.apereo.cas	cas-management-webapp	5.0.2		N/A
org.apereo.cas	cas-management-webapp	5.0.2	resources	a821baac80de4f525d736eb040d0df42b69c2041
org.apereo.cas	cas-management-webapp	5.0.3		N/A
org.apereo.cas	cas-management-webapp	5.0.3	resources	2571ec88a85044402c38fbe55375e3cb449d0af7
org.apereo.cas	cas-management-webapp	5.0.3.1		N/A
org.apereo.cas	cas-management-webapp	5.0.3.1	resources	ee02ea742fe6e50b392272074d1a81e4810c357c
org.apereo.cas	cas-management-webapp	5.0.4		N/A
org.apereo.cas	cas-management-webapp	5.0.4	resources	c34adfacb05842717a4e4cd440091aa847c4299c
org.apereo.cas	cas-management-webapp	5.0.5		N/A
org.apereo.cas	cas-management-webapp	5.0.5	resources	f93dc4356b32bc5d1426e79fa39fca35b6d644f1
org.apereo.cas	cas-management-webapp	5.0.6		N/A
org.apereo.cas	cas-management-webapp	5.0.6	resources	12fecb3c436264a702e3cd683a38dc8ee4ff9bb7
org.apereo.cas	cas-management-webapp	5.0.7		N/A
org.apereo.cas	cas-management-webapp	5.0.7	resources	100f1d953d93feded86544965ba0a2aecb2c3ef0
org.apereo.cas	cas-management-webapp	5.0.8		N/A
org.apereo.cas	cas-management-webapp	5.0.8	resources	f9d60303e3b4159f3edb6d69c38bd006314101b7
org.apereo.cas	cas-management-webapp	5.0.9		N/A
org.apereo.cas	cas-management-webapp	5.0.9	resources	9cee7efe9f21b9abddbc08b41d69190bea72bdd3
org.apereo.cas	cas-management-webapp	5.1.0		N/A
org.apereo.cas	cas-management-webapp	5.1.0	resources	e852dfafc20f3ed7aba4bfd6b0d225398fd99878
org.apereo.cas	cas-management-webapp	5.1.0-RC1		N/A
org.apereo.cas	cas-management-webapp	5.1.0-RC1	resources	e964580a12909c9c743974b82c2938267a7e59e1
org.apereo.cas	cas-management-webapp	5.1.0-RC2		N/A
org.apereo.cas	cas-management-webapp	5.1.0-RC2	resources	7dddf62a4c89658f63bbbd5a5036be5b1fd82067
org.apereo.cas	cas-management-webapp	5.1.0-RC3		N/A
org.apereo.cas	cas-management-webapp	5.1.0-RC3	resources	fb235f208c7e119c1e756f9af9f3e5827674c7df
org.apereo.cas	cas-management-webapp	5.1.0-RC4		N/A
org.apereo.cas	cas-management-webapp	5.1.0-RC4	resources	deb915e325154a506ca53b6dfb78270c27e3ab64
org.apereo.cas	cas-management-webapp	5.1.1		N/A
org.apereo.cas	cas-management-webapp	5.1.1	resources	3e95627911beda667fb2876ad0bb7b349b633c0c
org.apereo.cas	cas-management-webapp	5.1.2		N/A
org.apereo.cas	cas-management-webapp	5.1.2	resources	eab49430e98f199a830c25bb2d9d5827966d5b47
org.apereo.cas	cas-management-webapp	5.1.3		N/A
org.apereo.cas	cas-management-webapp	5.1.3	resources	5f61c85ed17a1193b055d0b3bf66c03cfd06de9a
org.apereo.cas	cas-management-webapp	5.1.4		N/A
org.apereo.cas	cas-management-webapp	5.1.4	resources	ad0c5d930e7690348d8794c5e1e889c5b349c85a
org.apereo.cas	cas-management-webapp	5.1.5		N/A
org.apereo.cas	cas-management-webapp	5.1.5	resources	de88592ebd209860850663ecc044ac3835879917
org.apereo.cas	cas-management-webapp	5.1.6		N/A
org.apereo.cas	cas-management-webapp	5.1.6	resources	67a168b45884d1279b21e60b4d247053f698ae0e
org.apereo.cas	cas-management-webapp	5.1.7		N/A
org.apereo.cas	cas-management-webapp	5.1.7	resources	42f6cd74a70c580cdb7361e63ba92f3b775f8e38
org.apereo.cas	cas-management-webapp	5.1.8		N/A
org.apereo.cas	cas-management-webapp	5.1.8	resources	7e85644c0ac0e802d7333f4e8a2f34de52e50f6d
org.apereo.cas	cas-management-webapp	5.1.9		N/A
org.apereo.cas	cas-management-webapp	5.1.9	resources	939136f2f014f0e0ac267f72c625ea30e958cf17
org.apereo.cas	cas-management-webapp	5.2.0		N/A
org.apereo.cas	cas-management-webapp	5.2.0	resources	e9289d457aa0b3ead6a4e1579c3f5e0039777554
org.apereo.cas	cas-management-webapp	5.2.0-RC1		N/A
org.apereo.cas	cas-management-webapp	5.2.0-RC1	resources	8b0fcc69ae606748c07feeac6dff01d29ae97ab9
org.apereo.cas	cas-management-webapp	5.2.0-RC2		N/A
org.apereo.cas	cas-management-webapp	5.2.0-RC2	resources	b5d5bf4ac21050c4b8ddd582c1af167d09f051a6
org.apereo.cas	cas-management-webapp	5.2.0-RC3		N/A
org.apereo.cas	cas-management-webapp	5.2.0-RC3	resources	becddfd7389584b3719b513fcd4f6efe6a6efca7
org.apereo.cas	cas-management-webapp	5.2.0-RC4		N/A
org.apereo.cas	cas-management-webapp	5.2.0-RC4	resources	fc391debd47b2940b96497a54a0b818490292255
org.apereo.cas	cas-management-webapp	5.2.1		N/A
org.apereo.cas	cas-management-webapp	5.2.1	resources	40aa1478a5860ebb4c1cacc4288f156936b4386d
org.apereo.cas	cas-management-webapp	5.2.2		N/A
org.apereo.cas	cas-management-webapp	5.2.2	resources	ad19a4e99faa1f83b844dd704ff2acac0c33fbd9
org.apereo.cas	cas-management-webapp	5.2.3		N/A
org.apereo.cas	cas-management-webapp	5.2.3	resources	a94e786008b6e328fa321e32a6bba1ded1423583
org.apereo.cas	cas-management-webapp	5.2.4		N/A
org.apereo.cas	cas-management-webapp	5.2.4	resources	15015f731378d07ab7f21d12bf28e8a7ccc8bf27
org.apereo.cas	cas-management-webapp	5.2.5		N/A
org.apereo.cas	cas-management-webapp	5.2.5	resources	6a0242299612951cf0cb66bd7ede2c55b62cb451
org.apereo.cas	cas-management-webapp	5.2.6		N/A
org.apereo.cas	cas-management-webapp	5.2.6	resources	d020dc806fd9fb6f441d94ab5a3954724045182c
org.apereo.cas	cas-management-webapp	5.2.7		N/A
org.apereo.cas	cas-management-webapp	5.2.7	resources	85f92129f81cc5b13989249a59bfca19d5b7ac51
org.apereo.cas	cas-management-webapp	5.2.8		N/A
org.apereo.cas	cas-management-webapp	5.2.8	resources	53dcce9509e652008062e3f1171821f1aa32c127
org.apereo.cas	cas-management-webapp	5.2.9		N/A
org.apereo.cas	cas-management-webapp	5.2.9	resources	469b7fe15dbb56ba82c33c5bb43250dd06adc379
org.apereo.cas	cas-management-webapp	5.3.0-RC1		N/A
org.apereo.cas	cas-management-webapp	5.3.0-RC1	resources	bbda3be0f14d70e58bc8604e14dfbb93e117dc8b
org.apereo.cas	cas-management-webapp	5.3.0-RC2		N/A
org.apereo.cas	cas-management-webapp	5.3.0-RC2	resources	5a3e338d69f4f01a21cbc2b1641778651b5c8994
org.apereo.cas	cas-management-webapp	5.3.0-RC3		N/A
org.apereo.cas	cas-management-webapp	5.3.0-RC3	resources	9644a56a5e10b12508c153bfdf24350e0310811a
org.apereo.cas	cas-management-webapp	5.3.0-RC4		N/A
org.apereo.cas	cas-management-webapp	5.3.0-RC4	resources	818f40a899a051c0d486acac9daef21375397318
org.apereo.cas	cas-management-webapp	5.3.1		N/A
org.apereo.cas	cas-management-webapp	5.3.1	resources	ba8bbeb893c440417ec7206307dfdfd4ac70f85f
org.apereo.cas	cas-management-webapp	5.3.3		N/A
org.apereo.cas	cas-management-webapp	5.3.3	resources	f4f761ae88bde48dc2a246ff0da3672019a33fda
org.apereo.cas	cas-management-webapp	5.3.4		N/A
org.apereo.cas	cas-management-webapp	5.3.4	resources	4bbbce052b3700f86e851e3a3ea10c3e6a932de2
org.apereo.cas	cas-management-webapp	5.3.5		N/A
org.apereo.cas	cas-management-webapp	5.3.5	resources	ba52d88afe63074fb5a47d9cf3f51bd908e9f46d
org.apereo.cas	cas-management-webapp	5.3.6		N/A
org.apereo.cas	cas-management-webapp	5.3.6	resources	11a180aeea617e4c99d50e321ade7bf16f887ce8
org.danbrough.touchlab	stately-iso-collections-linuxarm32hfp	1.2.4		N/A
org.danbrough.touchlab	stately-iso-collections-linuxarm32hfp	1.2.4_01		N/A
org.eclipse.birt.runtime	org.eclipse.datatools.enablement.ibm.db2.luw.dbdefinition	1.0.4.v201107221502		7ba2ad3443244862426b20f2da73bb78c7223287
org.eclipse.birt.runtime	org.eclipse.datatools.enablement.ibm.db2.luw.dbdefinition	1.0.7.v201405302027		e08dcf15e6e581c59e296bfd2ba9d0758a10ff09
org.eclipse.birt.runtime	org.eclipse.datatools.enablement.ibm.db2.luw.dbdefinition	1.1.0.201603142002		96f440dab8d5a043d076f84d32ba3e7ff436adb6
org.eclipse.edc	participant-context-validators	0.12.0		fa63b7391933f36faa6fa3be9b3ef57169124616
org.eclipse.transformer	org.eclipse.transformer.bnd.analyzer	0.5.0		addc472d87ac3d56ba0820d978c5c0bdf4f0ba13
org.eclipse.transformer	org.eclipse.transformer.bnd.analyzer	1.0.0		cc4fc6bc7c10da865c87120a01d9cbc8402145bf
org.faktorips	faktorips-model	22.6.0		ae4a221bef0e1c5c91bd8c47d26fb585defac83b
org.faktorips	faktorips-model	22.6.0-m02		133138b39a21cacae4b5790e20792def9333a63c
org.faktorips	faktorips-model	22.6.0-rc01		5197521d2e02637e3b07b5eb79d028cbbbf60f8a
org.faktorips	faktorips-model	22.6.0-rc02		9ecdcc140e12237e166fb512a7832a1ddafa75cd
org.faktorips	faktorips-model	22.6.0-rc03		0d1c2ffa7921cc2101a55be64dbabc06731bb65b
org.faktorips	faktorips-model	22.6.1		da0509568f8e67f241fd7ec7df7f72797d67cbe8
org.faktorips	faktorips-model	22.6.10		b1c3c22b2422fb62f6717e303d0c35d441f2b357
org.faktorips	faktorips-model	22.6.2		aee6fd6348f8aa7b7f68f111f63af7117ae5511a
org.faktorips	faktorips-model	22.6.3		e9ceeee490e335ba1eeccb35e74793db4e41779d
org.faktorips	faktorips-model	22.6.4		8c2e5bc6ac5d7d868659ca166336cb4a6debab46
org.faktorips	faktorips-model	22.6.5		050f76b982e9109c8cfd42562a10df9b64132486
org.faktorips	faktorips-model	22.6.6		926652101466a60918784fd6079af15f5c053920
org.faktorips	faktorips-model	22.6.8		012e0774d4f9797329d0d9c8f269379c411e7da5
org.flowable	flowable-ui-admin-conf	6.2.1		1d2e81a1fe1baf9bfe7bda9e3ace185889beef0d
org.flowable	flowable-ui-admin-conf	6.3.0		c3c5a71bd49433d363f6a6119512f0d12b972b6e
org.flowable	flowable-ui-admin-conf	6.3.1		ee128cff736ce5cfe95324f720b78b9736344fb3
org.flowable	flowable-ui-admin-conf	6.4.0		4844de78f6149d23278e22e050a5594f2ccda91d
org.flowable	flowable-ui-admin-conf	6.4.1		d7cbe93f6a8891514fee8e203d7edeaeedd35640
org.flowable	flowable-ui-admin-conf	6.4.2		cf7374026f5395d8f039ea88aa9da6112e98db91
org.flowable	flowable-ui-admin-conf	6.5.0		d837e523d222e640b8f7147b875a58a1c0f36a0a
org.flowable	flowable-ui-admin-conf	6.6.0		d30888a21cd7cbe0b7e42f7039a500510ba99c40
org.flowable	flowable-ui-admin-conf	6.7.0		8469c773dca6d6cbaeba08611e55fd2a7cfa76c7
org.flowable	flowable-ui-admin-conf	6.7.1		310e89ed73c5cba1f4c53fa29c33fd435756657a
org.flowable	flowable-ui-admin-conf	6.7.2		f8dbb30b78d3180ab55994bd8918f8177f6730c0
org.flowable	flowable-ui-admin-conf	6.8.0		5df3c2075e16e9fb6e79c644a8626be818e98910
org.flowable	flowable-ui-admin-conf	6.8.1		68a4b881f04a8898568b582490fc76eaab77ac89
org.http4k	http4k-connect-ai-langchain	5.17.0.0		c3a7fb9b5aae7255d454feb9a06e585ebe835455
org.http4k	http4k-connect-ai-langchain	5.17.0.1		2399a108dc39f12fc0d30250ca8675e7fe7be9bc
org.http4k	http4k-connect-ai-langchain	5.17.0.2		4c1a38640b65c59827d07235fda3c4524233e40b
org.http4k	http4k-connect-ai-langchain	5.17.1.0		46aa2f49fe36285d98b00bb64ea5c4006e79952d
org.http4k	http4k-connect-ai-langchain	5.17.1.1		921f19ac91e396fb10ad46847516ec4109c5f33d
org.http4k	http4k-connect-ai-langchain	5.18.0.0		2bce6ac29b069180cee236a44774ed55be99ab69
org.http4k	http4k-connect-ai-langchain	5.19.0.0		9c50ee82cb8c1f4690cac020e36e28cfa91d43a9
org.http4k	http4k-connect-ai-langchain	5.19.0.1		73307c64eb8a6ba0c2ca1d4ca61ad372d3945aba
org.http4k	http4k-connect-ai-langchain	5.19.0.2		7c38ca9ce1c9cb5979a32e4d4aeae486b468c7e9
org.http4k	http4k-connect-ai-langchain	5.20.0.0		a7e78989a29618fac13b0fb70c79eb428f735fac
org.http4k	http4k-connect-ai-langchain	5.21.0.0		31831a4978623d4b14f2f69efd935cf6369e953e
org.http4k	http4k-connect-ai-langchain	5.22.0.00		302570033a8a336de5d088b3824c5fac3d199406
org.http4k	http4k-connect-ai-langchain	5.22.1.0		9206ab5b4ab501d692518c5c789ebdf427307f29
org.http4k	http4k-connect-ai-langchain	5.23.0.0		1837f97676e4bfc990d8f1daaa4bf524ea2b03fe
org.http4k	http4k-connect-ai-langchain	5.24.0.0		b6d76655f28fcd7efc0e67cf477f5bcd969f815b
org.http4k	http4k-connect-ai-langchain	5.24.1.0		ccea4f07dd724cab2743a4a2e1eef6579bac8ec2
org.http4k	http4k-connect-ai-langchain	5.25.0.0		f3ddca9fe68517e068c4dadb76e6dd408a749c3b
org.http4k	http4k-connect-ai-langchain	5.25.1.0		56da575f1ae5e27457f684f5bc36c224e9ee24a3
org.http4k	http4k-connect-ai-langchain	5.26.0.0		a05b22baa7725c3cdecf40e7edb7361882cbeb6f
org.http4k	http4k-connect-ai-langchain	5.26.0.1		8da6ffbac28152ddfe0581ed5c4f5d608b89f930
org.http4k	http4k-connect-ai-langchain	5.26.0.2		06e9aba69a212b5dc82c715e7c509d2f3882bc35
org.http4k	http4k-connect-ai-langchain	5.35.0.0		9fc4985b7bb29772995a1aa6ea8ff68cbf6f54da
org.http4k	http4k-connect-ai-langchain	5.35.1.0		90e686c0512bb6f9acd18a79fb6b555c50e43788
org.http4k	http4k-connect-ai-langchain	5.35.2.0		9e2ea16b2240b32a1ca6cb78bec770d5ebd5a50b
org.http4k	http4k-connect-ai-langchain	5.35.3.0		3eb096bd62493040543fc004d991555805ba6280
org.http4k	http4k-connect-ai-langchain	5.35.4.0		88dc7176a29434800cd7b1f587371e1e170cd94b
org.http4k	http4k-connect-ai-langchain	5.35.5.0		1300408ff0f69087ac60caa4389ef383ac4c048f
org.http4k	http4k-connect-ai-langchain	5.36.0.0		adf848de60023cff0c4e56aea0afad026bcec253
org.http4k	http4k-connect-ai-langchain	5.37.0.0		9a47116d94efe946a122613dda5f3034cce2bdf7
org.http4k	http4k-connect-ai-langchain	5.37.1.0		f009dd7427cf1e28de8b8a64c5fe19488a0c2ae3
org.http4k	http4k-connect-ai-langchain	5.37.1.1		7a78a8c577bd2c80aee61ddc2a82e702cc2e4872
org.http4k	http4k-connect-ai-langchain	5.38.0.0		6d45603786ce1f178f962cccd55ffb1f2ba8995d
org.http4k	http4k-connect-ai-langchain	5.39.0.0		9958040f7bd92f05505b8784741bc1cf319e6264
org.http4k	http4k-connect-ai-langchain	5.40.0.0		8067161f033bdb94a8760d3436a3832ca10abf1a
org.http4k	http4k-connect-ai-langchain	5.41.0.0		35b834241af068dafce5fdada41aa4cb92636a7e
org.http4k	http4k-connect-ai-langchain	5.42.0.0		8c09f5961b75bbc97515acb0aa4d8190d85fda6f
org.http4k	http4k-connect-ai-langchain	5.43.0.0		72e3fc7cb98658df4ff636f5ad1a409ed728b1c3
org.http4k	http4k-connect-ai-langchain	5.44.0.0		5d06be912b8a173f443026c9243ec2db11bfd977
org.http4k	http4k-connect-ai-langchain	5.44.1.0		b5ef92f1b8799b77e792dc4ec1058e1b9bc0ca43
org.http4k	http4k-connect-ai-langchain	5.44.2.0		1b17458a487a1c6dfd7366bb8bdb5e1ae5d9fd26
org.http4k	http4k-connect-ai-langchain	5.44.3.0		210041185eddafce01116d40b0415008a48f2222
org.http4k	http4k-connect-ai-langchain	5.45.0.0		241cdb6aa04d008765f7848d573dfa1329037eb8
org.http4k	http4k-connect-ai-langchain	5.45.1.0		0a6d510441cfb477b4a84bc9361f951adac5c3ee
org.http4k	http4k-connect-ai-langchain	5.45.2.0		5b82c656a756d425b6eba9a97816db611136cb7a
org.http4k	http4k-connect-ai-langchain	5.46.0.0		ea38cf0b08560923e2d9884a54e7297eccf4dcbf
org.http4k	http4k-connect-ai-langchain	5.47.0.0		61ee0be7a346b1be54ea6a733150c8419cd20cd1
org.http4k	http4k-connect-ai-langchain	6.0.0.0		5e5671c4a8b9a2d41d2e62df26f02509166842fc
org.http4k	http4k-connect-ai-langchain	6.0.1.0		8c864a877877357823a0ee0acf3653f7dceb75b6
org.http4k	http4k-connect-ai-langchain	6.1.0.0		c1e04aec5cbfe90dab211f8cb3a0fe057ef35abe
org.http4k	http4k-connect-ai-langchain	6.1.0.1		5fc8a02ede896602399e0cb3c64bf6836d58814a
org.http4k	http4k-connect-ai-langchain	6.2.0.0		90b2880b2490010c5f8b827dd95bada2c3a4527a
org.http4k	http4k-connect-ai-langchain	6.4.0.0		116c9bcc362242cf21766976a54a27cfd1340e28
org.http4k	http4k-connect-ai-langchain	6.4.1.0		f101df111ad6e6c3c6f9b2139102b7a1b150fc39
org.http4k	http4k-connect-ai-langchain	6.5.0.0		a081dde551b862d1d2dd629247bc19337fcd9b2e
org.http4k	http4k-connect-ai-langchain	6.5.1.0		a79235a1d12df2492d294001a47af4dcd8b18637
org.http4k	http4k-connect-ai-langchain	6.5.2.0		20359b6befec2c58bb7d1da38125504c82c67b2c
org.http4k	http4k-connect-ai-langchain	6.5.3.0		68475c8a697758cee5c0fadfc3a9f4f91eb73bc0
org.http4k	http4k-connect-ai-langchain	6.5.4.0		40b1cdbaab3c4740cf590450e444ba45658507ca
org.http4k	http4k-connect-ai-langchain	6.5.5.0		99da6ca1e8a3ccc662323b1b63a1831e4c5deaef
org.http4k	http4k-connect-ai-langchain	6.5.5.1		fb8692b3f427bc2666d40e1b4eb7982c4a1850bc
org.http4k	http4k-connect-ai-langchain	6.5.6.0		04e5bbbf535fbbebdfa59bd017018410d57ba2d2
org.http4k	http4k-connect-ai-langchain	6.5.6.1		4c3461833e877109a1ca41c5e51497c072a55345
org.http4k	http4k-connect-ai-langchain	6.6.0.0		6239e4d99c35d005b68ee1094710d6073f6010a9
org.http4k	http4k-connect-ai-langchain	6.6.0.1		b0081c3c31a6b3ebf080415c1a7f010d50a6b2eb
org.http4k	http4k-connect-ai-langchain	6.6.1.0		acea6b5cc6d2a9b59c0302d20bb1df0a03b40258
org.http4k	http4k-connect-ai-langchain	6.7.0.0		ec41a18fc865f4345cb015841976e6460a1875ee
org.http4k	http4k-connect-ai-langchain	v6.3.0.0		b350b88ed2a2a472a7775c2bcfd98dfba7a01d4d
org.http4k	http4k-connect-ai-langchain	v6.4.1.0		424f1f8ece304ff95a3ba6d44e993684a700ef14
org.jboss.arquillian.container	arquillian-jbossas-remote-5.1	1.0.0.Alpha3		5a0544334e1573c568873afcaabf25e45c053e53
org.jboss.arquillian.container	arquillian-jbossas-remote-5.1	1.0.0.Alpha4		4472d98ac07fcb2d2e30ad3c52622da8daeca6f9
org.jboss.arquillian.container	arquillian-jbossas-remote-5.1	1.0.0.Alpha4.SP1		8a84dc7c6cac3807fa9865301b8942522823169c
org.jboss.arquillian.container	arquillian-jbossas-remote-5.1	1.0.0.Alpha5		cc2a17e100930f2233b86d0d912b8b5bfc7ed2c1
org.jboss.arquillian.container	arquillian-jbossas-remote-5.1	1.0.0.CR1		969231b22b64b767c7e6c9639e1203d1a22fa089
org.jboss.arquillian.container	arquillian-jbossas-remote-5.1	1.0.0.CR2		f9c83e4aa106c0e95b296a5dcb165118197d41ed
