ai.faculty	dynamic-configuration_2.13	0.4.0	-	bbdfccb3e9c915d1c8ebaed38ddb3b94bc559464
io.nity.grpc	grpc-client-spring-boot-starter	0.9.2	-	7e315565a334fa912ee85d93de4d3655fc1ca448
io.nity.grpc	grpc-client-spring-boot-starter	1.0.0	-	2cb0e2687aa7923f63d32d63c8bc9b5c2577b864
io.odpf	stencil	0.1.2	-	f8232067dfe0f624a1e9bea917612f93f988d873
io.odpf	stencil	0.1.3	-	41200240f29703a0f5722b902f6660c277c9051c
io.odpf	stencil	0.1.3-alpha	-	35f30dee3351aaee784c11e1461bed3c71099002
io.odpf	stencil	0.1.3.dirty	-	4be4f7e6158c0b02adfec81265e88e1db95b75bb
io.odpf	stencil	0.1.4	-	2af9febc35cc6333b2e49217b5c0dfa70430e3f3
io.odpf	stencil	0.1.5	-	7e28f58bc13ed99e0e19ff8c7912b13e915c3472
io.odpf	stencil	0.1.6	-	658150eb11df5c28c3456a84ceeb5fe398fcf160
io.odpf	stencil	0.2.0	-	6a6660151a3aea2f70d5fe9a36670e9b6cd3cdd8
io.odpf	stencil	0.2.1	-	9588b3835482818f2d1197c55a896b7578849970
io.odpf	stencil	0.2.2	-	bf1d97b20002cbe2d3eecf0d92bc976d1750c6a4
io.odpf	stencil	0.3.0	-	7abd09c4b9cc36608b5509cf9c4559d11b18e590
io.odpf	stencil	0.3.1	-	ae37196e792618bf523659bceec11d1533082f6c
io.odpf	stencil	0.3.2	-	9ede39574985fb6695fdb600a6c70e64d8b0da9d
io.odpf	stencil	4518ef	-	5c80cc5cc8e7fa1bfb185ebb80120a22b69ad8c7
io.openlineage	transports-gcplineage	1.24.0	-	b3f9484a337a555d528c97612b5802e73a8dea07
io.openlineage	transports-gcplineage	1.24.1	-	1ead5fe91d0a1fe168866ffcc095867607909e76
io.openlineage	transports-gcplineage	1.24.2	-	78e7797a07bc853a345d69a8132428ad14f3a47c
io.openlineage	transports-gcplineage	1.25.0	-	279c214ebb0c325fc01abd68e27486fe8dd93bf0
io.openlineage	transports-gcplineage	1.26.0	-	f9959f91e0bc95fa7ad550ea28ad43a894b5d084
io.openlineage	transports-gcplineage	1.27.0	-	e82df30b27cea408c5ecba72df23db9cde4b4f54
io.openlineage	transports-gcplineage	1.28.0	-	ddc42b412746c96accb5e18183d2f28606887608
io.openlineage	transports-gcplineage	1.29.0	-	912d849dfee88978fb331eac98c31e0d09ddfd43
io.openlineage	transports-gcplineage	1.30.0	-	b49ebee47cd911420ce5d13097dad0e9ca336ba3
io.openlineage	transports-gcplineage	1.30.1	-	93c85922830052a2881084c9d6fcfc2d29e2cdd0
io.openlineage	transports-gcplineage	1.31.0	-	f3d96c57c7b12796ca198a5184c908e9eaaa32a4
io.opensw.scheduler	snap-scheduler-core	0.10.0	-	2775006a9fb08f7c08d2de1647bf67f1aed20761
io.opensw.scheduler	snap-scheduler-core	0.11.0	-	726aa23734922658786cac65b4e4f0abd3e79188
io.opensw.scheduler	snap-scheduler-core	0.12.0	-	884a1b12183e311fc07204a6ac0ae3ccf68adcd6
io.opensw.scheduler	snap-scheduler-core	0.13.0	-	c39771c1f553f0950b6c19e61f2c95bfd9206c5d
io.opensw.scheduler	snap-scheduler-core	0.14.0	-	39710359aeafc48beb0faa581c9794037fe8c31f
io.opensw.scheduler	snap-scheduler-core	0.15.0	-	91bcd7cbef21d20a00fb3c41694370002a950445
io.opensw.scheduler	snap-scheduler-core	0.16.0	-	85fcb41bab377a236b3f46a54e1dbbbff6b7d590
io.opensw.scheduler	snap-scheduler-core	0.17.0	-	ecf96430abefb3ec76a87c4aeb0fa0c82fcf1aa8
io.opensw.scheduler	snap-scheduler-core	0.18.0	-	d6d571619881a11a880730061e83786020a88b8f
io.opensw.scheduler	snap-scheduler-core	0.19.0	-	8b8c9eb6b7eb3e5ff3bd7cd58139822b35d67d3a
io.opensw.scheduler	snap-scheduler-core	0.20.0	-	fcf6b49d768a164b1b7d63fa4c2cd36aa839afb2
io.opensw.scheduler	snap-scheduler-core	0.21.0	-	5ff84f4acdfb46bc67ba582a7955821fcc8cebc4
io.opensw.scheduler	snap-scheduler-core	0.22.0	-	48ad50f57107bca1d04a48cee35ff307f8e63932
io.opensw.scheduler	snap-scheduler-core	0.3.0	-	16535b30db6234e93026bbb27635266eaee98968
io.opensw.scheduler	snap-scheduler-core	0.4.0	-	54b6ddd9bd867335d892148306ed781d7ae365ed
io.opensw.scheduler	snap-scheduler-core	0.5.0	-	0a1b920e3ee24a61942465295b254b2e7cd614ad
io.opensw.scheduler	snap-scheduler-core	0.6.0	-	cc089303c16f339f1a9ab2c57bd47f1f57523c45
io.opensw.scheduler	snap-scheduler-core	0.7.0	-	727bc66ce45d58accf364350727b570f9f007272
io.opensw.scheduler	snap-scheduler-core	0.8.0	-	4c60fab6ab5e5d4a15860afdbaa3ade5201e9d8f
io.opensw.scheduler	snap-scheduler-core	0.9.0	-	98af9ffeb363ab377709923ec461e248cdd0aad3
io.qtjambi	qtjambi-designer-native-android-arm	6.2.10	-	6f365b21c511cca3c098fe638d81016e04e55a27
io.qtjambi	qtjambi-designer-native-android-arm	6.2.11	-	330394ec10e6732531e6ebbdf58eac9d99226094
io.qtjambi	qtjambi-designer-native-android-arm	6.2.12	-	7b85b5521077228901f0233de768a613e156163b
io.qtjambi	qtjambi-designer-native-android-arm	6.2.5	-	38d12226faf35386f45f11795bee60ca50372bfc
io.qtjambi	qtjambi-designer-native-android-arm	6.2.6	-	9f90d8ebcc1a0ebef59960d22fdff7affc724677
io.qtjambi	qtjambi-designer-native-android-arm	6.2.7	-	aa6a45828e4662e511c062cbe3859fd928765980
io.qtjambi	qtjambi-designer-native-android-arm	6.2.8	-	c4c7fdbe8c978e08e8572327ed909a672ea1384a
io.qtjambi	qtjambi-designer-native-android-arm	6.2.9	-	a4a91692e430a3a1ac42aa4f3f797b7c66568b79
io.qtjambi	qtjambi-designer-native-android-arm	6.3.2	-	2d92989452f2b0c3e6f9dcc556f80ee3b1817554
io.qtjambi	qtjambi-designer-native-android-arm	6.3.3	-	6491b28b40e5ba1fac5736e571ebb577a1595ac6
io.qtjambi	qtjambi-designer-native-android-arm	6.3.4	-	3010463c985053837b71a3913cc37d367d46efa2
io.qtjambi	qtjambi-designer-native-android-arm	6.3.5	-	75d244baeb29b1bd9f17faf2c37ef4291419abcc
io.qtjambi	qtjambi-designer-native-android-arm	6.4.0	-	e539d8c3c2a430f17b73366219d412be15acf6db
io.qtjambi	qtjambi-designer-native-android-arm	6.4.1	-	fd2bd137dbedee34ce760619ec867c5d0fd7e557
io.qtjambi	qtjambi-designer-native-android-arm	6.4.2	-	0eefdd60f0b7a96b9dd952f194454ea38593c779
io.qtjambi	qtjambi-designer-native-android-arm	6.4.3	-	153f21a4152e77c7ec31974798245aa465e2ba1f
io.qtjambi	qtjambi-designer-native-android-arm	6.4.4	-	a7275e0e5b63e15b45ff77720f9248bfec7c1af6
io.qtjambi	qtjambi-designer-native-android-arm	6.5.0	-	6ef8dac4c1eb17274cec21801aa47e7a1c248a05
io.qtjambi	qtjambi-designer-native-android-arm	6.5.1	-	2b69970cecd5e3ed7a3795f372ad1c1dba514d4f
io.qtjambi	qtjambi-designer-native-android-arm	6.5.2	-	0112666e2a3e79b78879d844c7b30b07fa58823b
io.qtjambi	qtjambi-designer-native-android-arm	6.5.3	-	0681c0cf7f1b2ad5872b30939e18ab118d678c38
io.qtjambi	qtjambi-designer-native-android-arm	6.5.4	-	6048fdfa6462ea699bae3821d6020f5ac261aba7
io.qtjambi	qtjambi-designer-native-android-arm	6.6.0	-	b4cc3c36f765b5b72b42495963a593b89c90ea93
io.qtjambi	qtjambi-designer-native-android-arm	6.6.1	-	bd955e9c4133051d89c8c46f9ff5e47fae9c9c8d
io.qtjambi	qtjambi-designer-native-android-arm	6.6.3	-	77d6a036c21d2205b43203502a6e735b090721e4
io.qtjambi	qtjambi-positioning-debuginfo-windows-arm64	6.6.3	-	7034187728140c01dd1cf5ff05ff53ff3c04188a
io.qtjambi	qtjambi-positioning-debuginfo-windows-arm64	6.7.3	-	cda4640509ebce42dead62b18b10a1d34d8860fa
io.quarkiverse.file-vault	quarkus-file-vault-deployment	0.1.0	-	cb059bef719573aa00d85c7815c55c42f456ab35
io.quarkiverse.file-vault	quarkus-file-vault-deployment	0.2.0	-	d03748d90915f2337b2582e9dae8344a821d4bb2
io.quarkiverse.file-vault	quarkus-file-vault-deployment	0.3.0	-	f6d43b4e03b80eb222bac7cb8326234fa04de80e
io.quarkiverse.file-vault	quarkus-file-vault-deployment	0.4.0	-	d6bb4bb2cb860a2479b63c80541f6b91b0f6e8c8
io.quarkiverse.file-vault	quarkus-file-vault-deployment	0.5.0	-	3f0e6049937d2a64f455b6b69f26ee59b47aceec
io.quarkiverse.file-vault	quarkus-file-vault-deployment	0.6.0	-	cf53f1f5682b9c204e175e48571f98deaadbc1ef
io.quarkiverse.file-vault	quarkus-file-vault-deployment	0.7.0	-	3a3101f3e88abc3decb491ff0332529cb2cb7826
io.quarkiverse.file-vault	quarkus-file-vault-deployment	0.7.1	-	f14de1556218f30ee4fe41c71075cb3bc12a041e
io.quarkiverse.file-vault	quarkus-file-vault-deployment	0.8.0	-	5722774025b9b1eebdb6b8eed7d310c49ae4c67e
io.quarkiverse.file-vault	quarkus-file-vault-deployment	1.0.0	-	d053e1802544fdfad3a363ad4a1b9f2257a7c857
io.quarkiverse.file-vault	quarkus-file-vault-deployment	2.0.0	-	338ced44431fbb79fdfcf3dcfb1a31a0c2cc00c8
io.quarkiverse.renarde	quarkus-renarde-docs	1.0.0	-	a531f8d09d00de2801631d6fa45dce9711fc1b1e
io.quarkiverse.renarde	quarkus-renarde-docs	1.0.1	-	47f0a984879ea528e7a0cc4b23f9411312045807
io.quarkiverse.renarde	quarkus-renarde-docs	1.0.2	-	13444338d97fd3600ec6bf9b8361b66611df6c4d
io.quarkiverse.renarde	quarkus-renarde-docs	1.0.3	-	0938d8f23625568a11111110cfd112f05f23ec39
io.quarkiverse.renarde	quarkus-renarde-docs	1.0.4	-	389403a2340dec932de81a5fcff5b140b3bda01c
io.quarkiverse.renarde	quarkus-renarde-docs	1.0.5	-	903d53ec2817c840e2fad5cc6ba231038c00cf67
io.quarkiverse.renarde	quarkus-renarde-docs	3.0.0	-	4fe106b8ebe169f40030999a06318051b52b70bb
io.quarkiverse.renarde	quarkus-renarde-docs	3.0.1	-	5be3b090a87e2115b99fab29bd1001b1c811486a
io.quarkiverse.renarde	quarkus-renarde-docs	3.0.10	-	413a4d06cb5989465a9f039b3f3ade426d4a54bd
io.quarkiverse.renarde	quarkus-renarde-docs	3.0.11	-	3a86b488e92478ffc7c22552f48898c7b4516d15
io.quarkiverse.renarde	quarkus-renarde-docs	3.0.12	-	cead50cb8b060a4b09cb9fe30ff07c8e074dcd66
io.quarkiverse.renarde	quarkus-renarde-docs	3.0.13	-	1b5cccd6bbcb125b99ace70636eac2c83e216b29
io.quarkiverse.renarde	quarkus-renarde-docs	3.0.14	-	7123b9f5d9afd6100c49175ca9c1224b2043a2bb
io.quarkiverse.renarde	quarkus-renarde-docs	3.0.15	-	cf27d5813e32955c4705abfef8996eb03421b5b4
io.quarkiverse.renarde	quarkus-renarde-docs	3.0.16	-	47793748b098319ab8d42612e7090660ac127e44
io.quarkiverse.renarde	quarkus-renarde-docs	3.0.17	-	fe0ce3f49baf27d2db71c8d00f30438249c0fd62
io.quarkiverse.renarde	quarkus-renarde-docs	3.0.18	-	cf7c16df191eb2535e7584b68b0d0f56423934be
io.quarkiverse.renarde	quarkus-renarde-docs	3.0.2	-	880811786dfbaa1287f6adbaa23475404cdf00a7
io.quarkiverse.renarde	quarkus-renarde-docs	3.0.3	-	da3958f61da6464a4926aebd93f2008f9c6536a2
io.quarkiverse.renarde	quarkus-renarde-docs	3.0.4	-	1ef7b50803af09ee630195f03926cd3794e877ce
io.quarkiverse.renarde	quarkus-renarde-docs	3.0.5	-	f10b176a7e7dc4d141222a94572f734b3a453215
io.quarkiverse.renarde	quarkus-renarde-docs	3.0.6	-	8d5ce207de7d7a147fedcbc4a9fef723ff735d9b
io.quarkiverse.renarde	quarkus-renarde-docs	3.0.7	-	d5b3ce9921231ca05896881e373b76c7e417a329
io.quarkiverse.renarde	quarkus-renarde-docs	3.0.8	-	fa36f78934cf1227ccb135b3e609b760c88f0d16
io.quarkiverse.renarde	quarkus-renarde-docs	3.0.9	-	9721187096b40c9b611bbb4aa3c09d964a96bd63
io.quarkus	quarkus-rest-jackson-deployment	3.10.0	-	31308ccacc784c6039102d27f76aa7fcb372b63c
io.quarkus	quarkus-rest-jackson-deployment	3.10.0.CR1	-	07b90a98105c4372d1805b2a44054c4f432ebc73
io.quarkus	quarkus-rest-jackson-deployment	3.10.1	-	e065cffe4bdfe99297d91d3b6de89b9b0d0ec8ad
io.quarkus	quarkus-rest-jackson-deployment	3.10.2	-	ee90729a4deee2ef97422573ce1f85a81df1b08c
io.quarkus	quarkus-rest-jackson-deployment	3.11.0	-	30ca8d1a2055008d28d588c7e6069c7951209994
io.quarkus	quarkus-rest-jackson-deployment	3.11.0.CR1	-	be1f386c18b14694e50b8e6248196d30f994bf65
io.quarkus	quarkus-rest-jackson-deployment	3.11.1	-	9c88966e1eff3725938d14185d3a2abd6f85d013
io.quarkus	quarkus-rest-jackson-deployment	3.11.2	-	97c3609c2f024cdf65a989cb3f4f9f5425a493a2
io.quarkus	quarkus-rest-jackson-deployment	3.11.3	-	32eac019acc3997dc9c9b65d9e32313c8a24d8b8
io.quarkus	quarkus-rest-jackson-deployment	3.12.0	-	d08e4eaa7da7512c5490c962f47d0622b399fa77
io.quarkus	quarkus-rest-jackson-deployment	3.12.0.CR1	-	754a910b6f9cd497fc6560aeed84e2482f7289bc
io.quarkus	quarkus-rest-jackson-deployment	3.12.1	-	0570a4ce1f5bd3ae43bc60d8aa911a1b7e8de249
io.quarkus	quarkus-rest-jackson-deployment	3.12.2	-	fd49da3bb399c44f1f613a06521e497cf053219f
io.quarkus	quarkus-rest-jackson-deployment	3.12.3	-	a57c77e1e439fe3f627b2e6fae72da716e84f5b2
io.quarkus	quarkus-rest-jackson-deployment	3.13.0	-	72db81b0cebfe4b27fb33cbeb80594476ad0a31d
io.quarkus	quarkus-rest-jackson-deployment	3.13.0.CR1	-	bbb80a1b38629e9f5b14aac07805f1c846480b2f
io.quarkus	quarkus-rest-jackson-deployment	3.13.1	-	e2de3e7d78db5b1a14a714b14b0db69b8b2809c8
io.quarkus	quarkus-rest-jackson-deployment	3.13.2	-	c287ee1b7e336956befd78b2d357dcd99d555fc9
io.quarkus	quarkus-rest-jackson-deployment	3.13.3	-	cd4d591beaac28cdc1bb1b2832ae1c42652cba55
io.quarkus	quarkus-rest-jackson-deployment	3.14.0	-	ac4a761ec2a9d1518f725db33ebf46b141b13b61
io.quarkus	quarkus-rest-jackson-deployment	3.14.0.CR1	-	52b699d02529f9a120e97a8ef8aebfff5848c072
io.quarkus	quarkus-rest-jackson-deployment	3.14.1	-	6c1e7616e58439e2c54e720c39b34e4a91938448
io.quarkus	quarkus-rest-jackson-deployment	3.14.2	-	c7dd0b7214f3eb843ee0775ef18c7691f0ce996a
io.quarkus	quarkus-rest-jackson-deployment	3.14.3	-	a5af7ecb01df126e0f0a01c35ac84120f5c94b59
io.quarkus	quarkus-rest-jackson-deployment	3.14.4	-	b58addbe14ddcf82cda6143d8609b3f4e783ddf1
io.quarkus	quarkus-rest-jackson-deployment	3.15.0	-	900ef08a3fa4ddf2f594453e949757bce31aa626
io.quarkus	quarkus-rest-jackson-deployment	3.15.0.CR1	-	c03df06a21ee9e455878c191c2115b276b182373
io.quarkus	quarkus-rest-jackson-deployment	3.15.1	-	c4244360203588de3a331d12ca7fa3fb5718cfac
io.quarkus	quarkus-rest-jackson-deployment	3.15.2	-	65491dc833aa4973d8626b7f2552f661dc3ea8b2
io.quarkus	quarkus-rest-jackson-deployment	3.15.3	-	891d91482bd54953ba73c02ee264bdea31a604d9
io.quarkus	quarkus-rest-jackson-deployment	3.15.3.1	-	6323653d6a044db3700ca6bfbfc5406a85be92cb
io.quarkus	quarkus-rest-jackson-deployment	3.15.4	-	1743e549d89ad127ba8a24fdee6fe7257773cc39
io.quarkus	quarkus-rest-jackson-deployment	3.16.0	-	2af47a3174844371bc830d30a31d118f05a5e3bb
io.quarkus	quarkus-rest-jackson-deployment	3.16.0.CR1	-	52fe4d3ddd52338ee475fb0683ee92c0170a69d9
io.quarkus	quarkus-rest-jackson-deployment	3.16.1	-	e79b9ba0396db309923877855d9a890405b1c18e
io.quarkus	quarkus-rest-jackson-deployment	3.16.2	-	a12173c984584edb632e6d348dc913f7bcd1952e
io.quarkus	quarkus-rest-jackson-deployment	3.16.3	-	746a8eb10d696955260f5f12def134308945b1e0
io.quarkus	quarkus-rest-jackson-deployment	3.16.4	-	e88fcb77822492a23b88ade3e6f1674aea55c5e6
io.quarkus	quarkus-rest-jackson-deployment	3.17.0	-	84359d1ecb480273ecc63634d8ef20ee76023eed
io.quarkus	quarkus-rest-jackson-deployment	3.17.0.CR1	-	afc333297f2344c0e3e52b3bd626a3fcb409f81d
io.quarkus	quarkus-rest-jackson-deployment	3.17.1	-	6e3a71fbfc69a6b3c60edd33bd8e48359e00f5c0
io.quarkus	quarkus-rest-jackson-deployment	3.17.2	-	d1571f2a2b76a428e41cd745478fd400b26bd252
io.quarkus	quarkus-rest-jackson-deployment	3.17.3	-	39d18da69abfc5ca29d1ca8b9828c00af4c1c545
io.quarkus	quarkus-rest-jackson-deployment	3.17.4	-	45d5873778251e4224658e36fa8c8592e8979522
io.quarkus	quarkus-rest-jackson-deployment	3.17.6	-	505857752d8b12272af5fd5916a9e8ec8ca81aca
io.quarkus	quarkus-rest-jackson-deployment	3.17.7	-	b61a677ec8e7366ad06cd31b372f3e3da76c3ca7
io.quarkus	quarkus-rest-jackson-deployment	3.17.8	-	22831d5f1e616fecdaf04b59c7bec9b815aa3e6f
io.quarkus	quarkus-rest-jackson-deployment	3.18.0	-	f31e827f44694dc0eddab01f7ad8eb1a645f9904
io.quarkus	quarkus-rest-jackson-deployment	3.18.0.CR1	-	7dd5bdf24f0d2eac59dbdb6c8c1797e4382fbb34
io.quarkus	quarkus-rest-jackson-deployment	3.18.1	-	b8ca57351f3ef3517bcd068ca611636139195f68
io.quarkus	quarkus-rest-jackson-deployment	3.18.2	-	14bd15f30f4e07e8f169534eb9b6caedc94b48c3
io.quarkus	quarkus-rest-jackson-deployment	3.18.3	-	5a6f2397aa75e2c187175b13fbba359f6c0d307f
io.quarkus	quarkus-rest-jackson-deployment	3.18.4	-	6e646d4ccd5dc99ab2f22e33fbf7b13f9e02d03d
io.quarkus	quarkus-rest-jackson-deployment	3.19.0	-	7dad0bf5ae7384fa57d3d68249960dffaf0ec210
io.quarkus	quarkus-rest-jackson-deployment	3.19.0.CR1	-	ca77a32b40ffa32d90cc33ff1dfecd0c896908cd
io.quarkus	quarkus-rest-jackson-deployment	3.19.1	-	372de4828681836f3dbb1d261bf2c391ecf1d01b
io.quarkus	quarkus-rest-jackson-deployment	3.19.2	-	f53957905dee140096226b2b52c40fb467c6db01
io.quarkus	quarkus-rest-jackson-deployment	3.19.3	-	a149a8bf5e050455b8ec46c0e0a40f47a5578967
io.quarkus	quarkus-rest-jackson-deployment	3.19.4	-	bd0c852c96227cf20ab5075dac707c419856c61b
io.quarkus	quarkus-rest-jackson-deployment	3.20.0	-	dcad6069c6ebcbd4fca58b514c0ef30f82571fe5
io.quarkus	quarkus-rest-jackson-deployment	3.20.0.CR1	-	3ee7f0817cd2a2337129903567fe58a17fefd3dd
io.quarkus	quarkus-rest-jackson-deployment	3.21.0	-	a8d280969a5f7a8b93b9569f7c876a9f47fb18fa
io.quarkus	quarkus-rest-jackson-deployment	3.21.0.CR1	-	21e11cd55e7b18780656be5b3518030678dd4545
io.quarkus	quarkus-rest-jackson-deployment	3.21.1	-	3eb433b069a08a2a37ae1faaf497157231e088db
io.quarkus	quarkus-rest-jackson-deployment	3.21.2	-	f02270a143bd13ff2145d6263baf665402a4040c
io.quarkus	quarkus-rest-jackson-deployment	3.21.3	-	ceee57998c45ddff1b9e3f4d80d04836fc856e38
io.quarkus	quarkus-rest-jackson-deployment	3.22.0.CR1	-	b412e061b698a29cdebb65605b2d524c98d0e013
io.quarkus	quarkus-rest-jackson-deployment	3.9.0	-	70523a1c54b083d9f8d8881f9108169adb8583ec
io.quarkus	quarkus-rest-jackson-deployment	3.9.0.CR1	-	d7cb9577e2042ef88b793a62594cfdff7cc6d02d
io.quarkus	quarkus-rest-jackson-deployment	3.9.0.CR2	-	a352178829931f43c18894cd0debf33a01350dce
io.quarkus	quarkus-rest-jackson-deployment	3.9.1	-	9fc7c596a50f009b40f2b4c3d463ba87e2b65ab2
io.quarkus	quarkus-rest-jackson-deployment	3.9.2	-	d388e86f2ae20307a15c8d1317c8a2d2baa223d4
io.quarkus	quarkus-rest-jackson-deployment	3.9.3	-	74c53237dce499ba4ec31b1cadb04c9cd6b49e8e
io.quarkus	quarkus-rest-jackson-deployment	3.9.4	-	5a588d8a5e0c4116b07f331dd6033f072e121209
io.quarkus	quarkus-rest-jackson-deployment	3.9.5	-	62ef5cdcf99c2cdcb116000b638bf33f67e839b5
io.realm	realm-annotations	10.10.0	-	78261a8c478d4e646e527176315605e3180dca16
io.realm	realm-annotations	10.10.1	-	30abb327da23de2e75591437150149dfb6fd966c
io.realm	realm-annotations	10.11.0	-	9f0d63e6107a9efae3cd08f389c696db5ddb765d
io.realm	realm-annotations	10.11.1	-	d6711ce916969729e939c93ea4799b69ee6373a9
io.realm	realm-annotations	10.12.0	-	afa692437d39cc6c3fbed5eb65a84585ba20bbf2
io.realm	realm-annotations	10.12.0-transformer-api	-	bad04b9f221cfedd3b27541a803b48dde00e3107
io.realm	realm-annotations	10.13.0	-	c490e38e55905768c9f23c0cf9c38e7df37e25dc
io.realm	realm-annotations	10.13.0-transformer-api	-	5ca02202f707b75bab1042a0878765febe2416ea
io.realm	realm-annotations	10.13.1	-	547f31b5c200603206d6d61426a790c1e37822f4
io.realm	realm-annotations	10.13.1-transformer-api	-	73ecc0de2af513007c831c8cbaaec463d6b39634
io.realm	realm-annotations	10.13.2-transformer-api	-	f4a4eaac0e1043bfeadf22563e764bb154dd125c
io.realm	realm-annotations	10.13.3-transformer-api	-	498ba468ca56a205288983fb0831cd9b3a5623da
io.realm	realm-annotations	10.14.0	-	6732f6053a067aeee5a8dab842a8a42e5d29cd27
io.realm	realm-annotations	10.14.0-transformer-api	-	2534387ed87baa0646571381931251e4edb85331
io.realm	realm-annotations	10.15.0	-	254687a8466ff36363208621da0aeeece80672ea
io.realm	realm-annotations	10.15.1	-	0f7d9cd9aa6ab2b0769adac02f3799fb8e5272ea
io.realm	realm-annotations	10.16.0	-	186c42d44cb4110b8690f43f009cb4f5483b099f
io.realm	realm-annotations	10.16.1	-	32ea673a74066891f52b815fbeb997e42397cd87
io.realm	realm-annotations	10.16.2	-	cc788fc8a1c37dae21d717b18785e522f50811c3
io.realm	realm-annotations	10.17.0	-	24d853cd122e3e9387334666ff44c219b8023f41
io.realm	realm-annotations	10.18.0	-	d971f597cbb9b7f840b272d43ecfb973dd1ed32c
io.realm	realm-annotations	10.19.0	-	4376fe78c94dee12446a95ef02cc1dd4b1a37f86
io.realm	realm-annotations	10.4.0	-	4414ca4e4165819226c9128ceb0d03abd3bfe051
io.realm	realm-annotations	10.4.0-RC.1	-	3b7799e19395a04494c0bab8f4c275c64f2c1f14
io.realm	realm-annotations	10.5.0	-	664a85f46bc7a5994ff24795ebde71015c0d6a93
io.realm	realm-annotations	10.5.1	-	d48a0e0776d8a62bebcf120a9f1ffe6af15fca76
io.realm	realm-annotations	10.6.0	-	9280ec74b71a432474df6b2dc773d79723831e0f
io.realm	realm-annotations	10.6.0-BETA.1	-	5a218a7123c13da24c604aafecda9a3b57c6d3d8
io.realm	realm-annotations	10.6.0-BETA.2	-	d3519ba0eb00295fcefa2d6b21a4e0315046ce66
io.realm	realm-annotations	10.6.1	-	4d44320fd87acb6a0526dc447d8752e17de919f1
io.realm	realm-annotations	10.7.0	-	35980b53d142892e817f641f9d9cd7717dc3f0cd
io.realm	realm-annotations	10.7.1	-	7af81f7a154d874894f7b43b380e4e67a08d0ccb
io.realm	realm-annotations	10.8.0	-	687bb4e4fd843915210e2d43096d8a9c0f209a73
io.realm	realm-annotations	10.8.1	-	ced6112a9ab20afaa845dd7a6aaea1e5cf2d18f8
io.realm	realm-annotations	10.9.0	-	d90e2aea076803d2fac8f72205fb1c55f1e6e3ee
io.rouz	flo-freezer	0.0.10	-	8a7a037435d540c03dc7638feac34693bff60cc3
io.rouz	flo-freezer	0.0.11	-	3396556587abf5537e54f59ba48c87edd8433d5d
io.rouz	flo-freezer	0.0.12	-	0e902fc42d91218c88cbf93fe6aa703f1513360c
io.rouz	flo-freezer	0.0.13	-	1279c425c135995408bf496e5afd407fa746fbed
io.sitoolkit.wt	sit-wt-app	3.0.0	-	246f5df8d24b5c8cafcbd94c2242061e7aeadb24
io.sitoolkit.wt	sit-wt-app	3.0.0	3.0.0-mobile	ba0f66a03cc34a734e9a91fe3518cc1290bc6829
io.sitoolkit.wt	sit-wt-app	3.0.0-alpha.1	-	2785f096c3ff4b8ac98f08e37061fcd2e8b380c5
io.sitoolkit.wt	sit-wt-app	3.0.0-alpha.1	3.0.0-alpha.1-mobile	ecd35fb917a16f1c9e7c03136564060e98c646e5
io.sitoolkit.wt	sit-wt-app	3.0.0-alpha.2	-	d30bf708c1abc57bd7bded79f9e2bd5079496c35
io.sitoolkit.wt	sit-wt-app	3.0.0-alpha.2	3.0.0-alpha.2-mobile	5d0c1f10698bfc264693c2594b065675180f1530
io.sitoolkit.wt	sit-wt-app	3.0.0-beta.1	-	0b04e0ce27bbc176960e8469d12122fc2a6c8e14
io.sitoolkit.wt	sit-wt-app	3.0.0-beta.1	3.0.0-beta.1-mobile	6d36c776d19180fc6336d6c919876dc6a103c98c
io.sitoolkit.wt	sit-wt-app	3.0.0-beta.2	-	3276bf0bb0483baf807396bb664a89edf4bb5105
io.sitoolkit.wt	sit-wt-app	3.0.0-beta.2	3.0.0-beta.2-mobile	c96ac300eafe2828ca1d15d4969bdc1a3be81a07
io.sitoolkit.wt	sit-wt-app	3.0.0-beta.3	-	f925f509157253ddf3688f41007a4974c06fabf1
io.sitoolkit.wt	sit-wt-app	3.0.0-beta.3	3.0.0-beta.3-mobile	7771c3750f4f7bef50ccf8a6c926c71e881af3d7
io.sourceforge.gitee.components	dnsjava	1.1.1	-	f794842f172f963320c0de30b4ebac475cf16a82
io.spring.platform	platform	1.0.0.RELEASE	-	b9ae8ec47c2e67f9aeea9168630e6804e9808857
io.spring.platform	platform	1.0.1.RELEASE	-	0196e3b7e935aef5e34fa1394ce9931a43cdc384
io.spring.platform	platform	1.0.2.RELEASE	-	fcca51dbb670dc237396ff9de8ef016128ef15e1
io.spring.platform	platform	1.0.3.RELEASE	-	5a8c33fd6a196ca3ecbb5f3109c98119db120fd8
io.spring.platform	platform	1.0.4.RELEASE	-	79e534ced83f32cbbcae7906f323a3fd179adcbb
io.spring.platform	platform	1.0.5.RELEASE	-	fbe424f64e6023c33dcb2b7c67fd2e05418564bb
io.spring.platform	platform	1.1.0.RELEASE	-	4a732b71be23b520ed1778477dbdb23bf29f3863
io.spring.platform	platform	1.1.1.RELEASE	-	3bb8312e8365d63f1241df1b5458bbc953c68d92
io.spring.platform	platform	1.1.2.RELEASE	-	6ba57a9932e36e965d1910bf67c26acd42d01993
io.spring.platform	platform	1.1.3.RELEASE	-	71c782980bc6677406c7db3d17ac50edffd24c2e
