at.asitplus.crypto	provider-versionCatalog	0.1.0-PRE		N/A
com.kyleu	projectile-parser-typescript_2.12	1.31.1		1bfb268d2d3b2c7fe19302c2acd527922dbf2f80
com.kyleu	projectile-parser-typescript_2.12	1.31.2		256ded5d059b84fa97a2e57c1905b331b2c1852e
com.kyleu	projectile-parser-typescript_2.12	1.31.3		7c47640028195dcd1239624deea02698990fd3df
com.kyleu	projectile-parser-typescript_2.12	1.31.4		9456d9844d8dde68f69eb95995f6d29103cf548a
com.kyleu	projectile-parser-typescript_2.12	1.31.5		c7629bc637db4463dde59bb45cd7ced378993fa0
com.kyleu	projectile-parser-typescript_2.12	1.31.6		2981abce83b56922747245ff98da2af14a201a14
com.kyleu	projectile-parser-typescript_2.12	1.32.0		c82cf038f77dd93be74a4242f4041e02ef5b8be2
com.kyleu	projectile-parser-typescript_2.12	1.32.1		5bd3acbfdc81a3bd9390f62a4100f4869ada0546
com.kyleu	projectile-parser-typescript_2.12	1.32.3		2147a8439cc9335bd10867c8aa7d350a33fe2d55
com.kyleu	projectile-parser-typescript_2.12	1.32.4		3686291badc5183ba459a555b254bedf7885ad6d
com.kyleu	projectile-parser-typescript_2.12	1.32.5		8b41706e1f68ef49afc19872d1f907961f3f2f55
com.kyleu	projectile-parser-typescript_2.12	1.4.0		97bb8aef9110707729db459d3dbc2c38e3f28a03
com.kyleu	projectile-parser-typescript_2.12	1.4.1		4afd1f29923a0850ea0ba8fe02ad98ea4e87f1d0
com.kyleu	projectile-parser-typescript_2.12	1.5.0		9ac4231f05e862c350353f0d9623323c6f528f49
com.kyleu	projectile-parser-typescript_2.12	1.5.2		33a4491df1e09954e8f403ae5173bd4b977dbc04
com.kyleu	projectile-parser-typescript_2.12	1.5.3		ecfc9ee76db3d180dd562c1c9d58ec444b2cb392
com.kyleu	projectile-parser-typescript_2.12	1.5.4		8fb6290a4780c6598af85a2da5e185951a8c3657
com.kyleu	projectile-parser-typescript_2.12	1.5.5		d6db75f989b7543ea855f90392acdb8ec6144d11
com.kyleu	projectile-parser-typescript_2.12	1.5.6		9e09d48aca6e0e6cf8869f9315c80bfc24f1c71e
com.kyleu	projectile-parser-typescript_2.12	1.6.0		026aa2b6f589930ded052451951f4d5f85836ffc
com.kyleu	projectile-parser-typescript_2.12	1.6.1		d43fe8c19d12a94191f4b7cdabb8b9adbfc88378
com.kyleu	projectile-parser-typescript_2.12	1.6.2		b2ab006d3725f8e053d9d3e4bccf4edf0db1e87c
com.kyleu	projectile-parser-typescript_2.12	1.6.3		654429f8267c6c2d096bacb99ff244dab245856b
com.kyleu	projectile-parser-typescript_2.12	1.6.4		5b2682c20f2a9b57c0a465ec31495c7a8086216e
com.kyleu	projectile-parser-typescript_2.12	1.6.5		12a85446cf4e476940fa17bac8d0ff895b344ef5
com.kyleu	projectile-parser-typescript_2.12	1.6.6		9de3cc8588f3e41baf21fc5aa845c2386f71116c
com.kyleu	projectile-parser-typescript_2.12	1.7.10		bdb8b8487fd752c7f0b939f7c1b89b7ce83b4376
com.kyleu	projectile-parser-typescript_2.12	1.7.12		b0d5f15d9066ea8bb36e16260477194cae0a7aa2
com.kyleu	projectile-parser-typescript_2.12	1.7.14		70b25a269745a02194e85590e3ebfdb9f55d1d15
com.kyleu	projectile-parser-typescript_2.12	1.7.15		704ffd8511cf601576ec9c288dd171a3a20d92fb
com.kyleu	projectile-parser-typescript_2.12	1.7.17		3c686a3fad1ca25f685999a39b9fa5c540b787c4
com.kyleu	projectile-parser-typescript_2.12	1.7.2		1e11bbeb9a85330f5607acf360cdd1fc3a787e86
com.kyleu	projectile-parser-typescript_2.12	1.7.3		aa977a62ac47bfb322ebaddc68ad39502fb7c5f7
com.kyleu	projectile-parser-typescript_2.12	1.7.5		3761918924875f8fec45d064e1b38d9b048c0840
com.kyleu	projectile-parser-typescript_2.12	1.7.6		e3d426fb204adc7360e4e9ab6bb5686bec179ff1
com.kyleu	projectile-parser-typescript_2.12	1.7.7		c6046f80df5c1cac4294e44350d37d397c59a2f8
com.kyleu	projectile-parser-typescript_2.12	1.7.8		764e9aec182d3d43c900e97cb138c3cb1b0c406c
com.kyleu	projectile-parser-typescript_2.12	1.7.9		b48ca1fdbf30cd11f80fc2310bbfb1a24cf2653f
com.kyleu	projectile-parser-typescript_2.12	1.8.0		846bbc2e6ddf72615c7d8c57cedb965d73c9629b
com.kyleu	projectile-parser-typescript_2.12	1.8.1		b0b0dc46c39db8d6b443b51f06a073aa40de267f
com.kyleu	projectile-parser-typescript_2.12	1.8.2		747ac1679882a886e308648a3b52fdb124d48498
com.kyleu	projectile-parser-typescript_2.12	1.8.3		2e0bdd3961eafa67328af8c1eb0cd5c7677c5af0
com.kyleu	projectile-parser-typescript_2.12	1.8.4		20bc38982be7f189b5eac3a44ce52d974939a6f6
com.kyleu	projectile-parser-typescript_2.12	1.8.5		d7789fd8d32709efe278cf39f637bc3e33314948
com.kyleu	projectile-parser-typescript_2.12	1.8.6		c49241fc46e8733b107337a9e333f9a90ddc1ded
com.kyleu	projectile-parser-typescript_2.12	1.8.9		95b55ac5e7f1a0cd1022d61908b3c61dca34b0ec
com.kyleu	projectile-parser-typescript_2.12	1.9.0		4b75c92b5eb1865c0f25fe2048e6e5e84531e907
com.kyleu	projectile-parser-typescript_2.12	1.9.1		cd4e2f2304b4eb6718916fa47898e04d5843ba94
com.kyleu	projectile-parser-typescript_2.12	1.9.10		5e0db8a3145b9d54b200ecdb6b795d249db6a95b
com.kyleu	projectile-parser-typescript_2.12	1.9.11		a5116a31592e9c8a24583da037d884a52e721dd5
com.kyleu	projectile-parser-typescript_2.12	1.9.3		8f37c30db7c254d20314f5921e5af09cf6de5307
com.kyleu	projectile-parser-typescript_2.12	1.9.4		fcda47dc5b8f78928d35750014977275c2f4803f
com.kyleu	projectile-parser-typescript_2.12	1.9.5		b95627d02c6d1beacf7bd1812617d390cba05c37
com.kyleu	projectile-parser-typescript_2.12	1.9.6		45af45f2f4412230e534cac89f976c049ce1ca4b
com.kyleu	projectile-parser-typescript_2.12	1.9.9		180ade6c9340eb2fad8e4b0ebd309b4a9ab8bd61
com.latenighthack.ktbuf	ktbuf-rpc-jvm	1.0.2		a9605856dc26e300df0dda277a3dbc8acf8c4253
com.latenighthack.ktbuf	ktbuf-rpc-jvm	1.0.3		a9605856dc26e300df0dda277a3dbc8acf8c4253
com.latenighthack.ktbuf	ktbuf-rpc-jvm	1.0.5		edcbd09480389f9dd5569d382f2c9b610c4b31cc
com.netflix.rxnetty	rx-netty-examples	0.3.10		f2cb817bdf693e66184c07bd1b2c8a0fa8df1b46
com.netflix.rxnetty	rx-netty-examples	0.3.11		fffd5e762bdfd3b17d3acafad5608448a5f84051
com.netflix.rxnetty	rx-netty-examples	0.3.12		bcaae6a3c18fef518195fe724e9825a5a5639af8
com.netflix.rxnetty	rx-netty-examples	0.3.13		e972b37cccce9da746cd2baaead27e561a107b19
com.netflix.rxnetty	rx-netty-examples	0.3.14		b2a9897c0e6a5556cb628174b2fc7b55effb869b
com.netflix.rxnetty	rx-netty-examples	0.3.15		a1834819869e203520ff51d65ffe7af0696d206f
com.netflix.rxnetty	rx-netty-examples	0.3.16		a3393793d5478b3e907303a9f0c905735c3e94cb
com.netflix.rxnetty	rx-netty-examples	0.3.17		1c97d5874a56d7143eda295704184c62fc32d70e
com.netflix.rxnetty	rx-netty-examples	0.3.18		950b90ee7e9aad0f5fd0b10a8c1b0121ec229c49
com.netflix.rxnetty	rx-netty-examples	0.3.6		7f89b4ce75abb19d25de97c67f0e92d18bef681a
com.netflix.rxnetty	rx-netty-examples	0.3.7		4cff09e4f5c75c6e01f85c285c448c226dadb23a
com.netflix.rxnetty	rx-netty-examples	0.3.8		80e4e3d2370b56eed90210c4d7d3f2535176ebda
com.netflix.rxnetty	rx-netty-examples	0.3.9		4fd6bc70e8fea7f028fa7721fd81bcebd186dbab
com.oath.microservices	micro-ip-tracker	1.0.0		0f910acc65111252936af6d2a927c90731db0bac
com.oath.microservices	micro-ip-tracker	1.0.1		b51938f231aef7bdbd6009f1342255735135d155
com.oath.microservices	micro-ip-tracker	1.1.0		6295613ab0e95599f835424c4ff159adbe3196a0
com.oath.microservices	micro-ip-tracker	1.1.1		2d5d81614280171d5a5cb79d304e8f72aa5bd147
com.oath.microservices	micro-ip-tracker	1.1.2		dd7f4b162a6c571bc9b99333375b4f7fa3bc9dca
com.oath.microservices	micro-ip-tracker	1.1.3		f32683e6fd642b25e2919c905394781c9f500db6
com.oath.microservices	micro-ip-tracker	1.1.4		4087fb873daf0a6b9e02da561054a9a02f4e2c3f
com.oath.microservices	micro-ip-tracker	1.2.0		e004380ba84fb5f7efd105241797f6b982dc31fd
com.oath.microservices	micro-ip-tracker	1.2.1		e3e837548313107308ca50cd251d76fea3533b6b
com.oath.microservices	micro-ip-tracker	1.2.2		c651a9294496bd5cf219f1763d83848dbf3939ca
com.oath.microservices	micro-ip-tracker	1.2.3		ad1e0452767a03cec48e26802148646c18d6eab8
com.oath.microservices	micro-ip-tracker	1.2.4		75e9791d7db76295a9aa61af2c6f76660ad0e489
com.oath.microservices	micro-ip-tracker	1.2.5		728ee4bdd232ae12ad26604054037e853772a4c2
com.oath.microservices	micro-ip-tracker	1.2.6		70660453b765d80eeb0af00eb604a1c66909ab23
com.rasterfoundry	batch_2.11	1.15.0		d7b18ddfaf2980ea70216f10ccb7392edc0361bd
com.rasterfoundry	batch_2.11	1.18.0		b916fd73c36c682c59596934d41eb939fe373dc2
com.rasterfoundry	batch_2.11	1.19.0		d955ad5a612857d0e535585c6bbd77bc3741acb9
com.rasterfoundry	batch_2.11	1.20.0		ce1c4baf1e0458a34cbdb415a2bfd54cac62ab5a
com.reactific	riddl-hugo-translator_2.13	0.10.0		6c147f9f313a7ed404824ae7ef35b052b85fd89d
com.reactific	riddl-hugo-translator_2.13	0.6.0		eeb284e1c4ebd60a1cd94cb0dd127dc764581c68
com.reactific	riddl-hugo-translator_2.13	0.7.1		2d7ad965a11c3d566ddef17862c283ac9fd5f5a6
com.reactific	riddl-hugo-translator_2.13	0.8.0		a5a44f0b4fe80cf93ad62ef2e6e1181c4feb9d00
com.ryuta46	nem-kotlin	0.1.0		a22c37d46f5bca59202edf859ed04ffdf53243c0
com.ryuta46	nem-kotlin	0.2.0		bb0b75f6aa0e2da27b50ce663e6001073731afd6
com.ryuta46	nem-kotlin	0.2.1		0ce17354b91b836b6d1bfddf2b2e4caa24d64f36
com.ryuta46	nem-kotlin	0.2.2		f1fc6999a4265fcddaf522a500fdce7c50efcdbb
com.ryuta46	nem-kotlin	0.3.0		fba479e0770999b1b662a24dbf66d08f77924305
com.ryuta46	nem-kotlin	0.3.1		2405f98cd41c21fed8f47892cfb03a9f659a8fd4
com.ryuta46	nem-kotlin	0.4.0		03456498ae0753a8a1ba65fc6b301ea1882f5c52
com.ryuta46	nem-kotlin	0.4.1		53fa92ae7a29ffb2585941b29f2827043e1f76c7
com.ryuta46	nem-kotlin	0.4.2		e156035f05a2e78619d6fb0ee4cecc9deb4c22dc
com.ryuta46	nem-kotlin	0.5.0		a7baf34131488610c3a4684f78554fa5a6798fcb
com.ryuta46	nem-kotlin	0.6.0		2023b18de7bf714f8c41745ff3d755b0643c3928
com.semanticcms	semanticcms-openfile-servlet	1.0		bfd56107a8dcb6f8a4d143698b1236a47c03fa93
com.semanticcms	semanticcms-openfile-servlet	1.1		f81f2d51448425d09e43975147040073ace9911c
com.semanticcms	semanticcms-openfile-servlet	1.10.0		768015c8ba1e4f43610bc03d83329cd0525ad8a2
com.semanticcms	semanticcms-openfile-servlet	1.10.1		8962e4c2a6c4dd27512512f6af544758d985de7a
com.semanticcms	semanticcms-openfile-servlet	1.2		c92df5a48c75ab99f0ba2757e73d07d67bca8c60
com.semanticcms	semanticcms-openfile-servlet	1.3		fb7757c7ca072948471f00b3d08c60d1e9a7f3ad
com.semanticcms	semanticcms-openfile-servlet	1.4		38b68975feebd4eecc3a48fe315e1ab9f2c72b29
com.semanticcms	semanticcms-openfile-servlet	1.5.0		934f5115cc167064bf470c35cca72607d4e3fc55
com.semanticcms	semanticcms-openfile-servlet	1.5.1		3ebf550fecc871b505c256a718d3d3bb69d16c63
com.semanticcms	semanticcms-openfile-servlet	1.5.2		6f17518a242aa586c1679b0289cb35eb548b8f46
com.semanticcms	semanticcms-openfile-servlet	1.5.3		3cf4e6218469dc3e0c100d026081cc28f2aecedc
com.semanticcms	semanticcms-openfile-servlet	1.6.0		c5966260e47729899873c96961e50f8d5dc57136
com.semanticcms	semanticcms-openfile-servlet	1.6.1		f26be78fd0f0aafdb1a51335dcc773357e0d24ae
com.semanticcms	semanticcms-openfile-servlet	1.7.0		7253bb75841aa16903e3fdb977d0a243b143b2ea
com.semanticcms	semanticcms-openfile-servlet	1.8.0		ea6f98fbd6d7488028e2683d51b21d5ed22eae9c
com.semanticcms	semanticcms-openfile-servlet	1.9.0		dc41fcd980482b24943d83ee50f4fdbbeddef99a
com.semanticcms	semanticcms-openfile-servlet	1.9.1		251b0af5b8edc610d1c6dcb39f9f367205d18bee
com.sematext.spring	spring-social-facebook-web	3.0.0.M1		6d78b6974499cf4be74f6e6edfccdac78f62d44c
com.sematext.spring	spring-social-facebook-web	3.0.0.M1-20191002		ed604446a854f87b4c2efae21a69b44bb8dd4fdb
com.sksamuel.elastic4s	elastic4s-streams-pkko_2.12	8.8.3		e74f6d51e67c8bb0b53a3b31ad0532944324857a
com.sksamuel.elastic4s	elastic4s-streams-pkko_2.12	8.9.0		4b9dc427d65ba30136f788654f4395728c4ff7e3
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.14.1		N/A
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.14.1	metadata	60b55b8e9514c18384ae60c9e8791ca1deabe053
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.15.0		N/A
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.15.0	metadata	7867f0bdd4aef57b0875e2c1e1c9fa161a41753b
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.16.0		N/A
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.16.0	metadata	c12a64e3b2066de1ca7fb27d9152ca61e1b078f4
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.16.1		N/A
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.16.1	metadata	84931a683ac6ccec426ed55133fbce521432ce22
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.17.0		N/A
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.17.0	metadata	3818da1ccb2eb1bb654187471930c19a54609a72
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.17.1		N/A
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.17.1	metadata	b67b095735ddde50849d601668c629d6c662bb38
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.18.0		N/A
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.18.0	metadata	7120e341763335420da9a3fe6bfb3c10841262d6
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.18.1		N/A
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.18.1	metadata	af68687c441ba9af2aebf42c56ec0bd2b227f886
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.18.2		N/A
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.18.2	metadata	d2c1cc440e5cb60c5f23a013dca310c443507e33
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.19.0		N/A
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.19.0	metadata	291306ebf316a737f45ffb8761811b175550124e
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.19.1		N/A
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.19.1	metadata	df6e2de1711d7faa756bb8c8403a1a3d68eefc0a
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.20.0		N/A
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.20.0	metadata	91326a6688e0a1d03dd60a5f87fcc8f98cf55a4d
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.21.0		N/A
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.21.0	metadata	597227a0b552ff81139ca764d115123ad95977a3
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.21.1		N/A
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.21.1	metadata	7494cae66839aa9abb6628048e0b564e29354127
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.21.2		N/A
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.21.2	metadata	8462485998bbf521041f7b73de7ba5b17a1efd39
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.22.0		N/A
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.22.0	metadata	6079cd2332aabf949e039e6b6a8468906dc12090
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.22.1		N/A
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.22.1	metadata	8d22686e46ab63f723f65a65b13a796f7f3bc449
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.22.2		N/A
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.22.2	metadata	59fec74a1838bfc9e44284093928f31c62634b8b
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.23.0		N/A
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.23.0	metadata	adca634a17dc7a1bc63bff63a9c888af3037efc3
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.23.1		N/A
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.23.1	metadata	0652ea6235f62c06ec0b8efb1d398f22dfa17454
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.24.0		N/A
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.24.0	metadata	1a34c9a8d5fcc6fc972e8a795a179daef3635e1c
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.24.0-alpha01-compose17		N/A
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.24.0-alpha01-compose17	metadata	c1e01dc1725262333acf8700194b81190060de2b
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.25.0		N/A
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.25.0	metadata	60c70fa7298cb26a034b18cb3a300cc879314c27
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.26.0		N/A
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.26.0	metadata	2da064100af2863fab1fba66bce0f91f807d8948
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.26.1		N/A
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.26.1	metadata	28b11c35a7b8b0244cb272dcf9f87a4800637cdf
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.27.0		N/A
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.27.0	metadata	da5a95163d73bc1464a66a9f6f6a5dd92f362166
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.27.1		N/A
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.27.1	metadata	da5a95163d73bc1464a66a9f6f6a5dd92f362166
com.slack.circuit	circuitx-gesture-navigation-iosx64	0.28.0	metadata	d6448ed9df4870680eb0e220dabb34b034d20add
com.squareup.okhttp	logging-interceptor	2.6.0		77dc6e1eedd47953b41ef936f20b9b693fe73f6f
com.squareup.okhttp	logging-interceptor	2.7.0		12d11f3344154b80b77733c6245da48e2dc10ef7
com.squareup.okhttp	logging-interceptor	2.7.1		f7c97cb34e5e7de7c1951a2126f4cb3daa69c246
com.squareup.okhttp	logging-interceptor	2.7.2		804898e6cb95d18321139ffe4c0ec14f3ae9c26d
com.squareup.okhttp	logging-interceptor	2.7.3		03efb31a2b8afb1dec786ccb53acf774185964c7
com.squareup.okhttp	logging-interceptor	2.7.4		2d273536e265bcba01168f0beacd8c1a50870166
com.squareup.okhttp	logging-interceptor	2.7.5		229decd4f18b3133eeabb0005e1d3f6e66074528
com.uber.motif	motif-xprocessing-testing	0.4.0-alpha01		2a68f966016fb31c36bb438db6c898b972d9099a
com.uber.motif	motif-xprocessing-testing	0.4.0-alpha02		21633dc0d74b0bba6f90493c2f027b83626828cb
com.uber.motif	motif-xprocessing-testing	0.4.0-alpha03		beee0fc4a971a9bd4cea44292df6a13d23c52555
com.uber.motif	motif-xprocessing-testing	0.4.0-alpha03	unshaded	8a4fba765bc0a037bea4da1618537d21f98217c9
com.uber.motif	motif-xprocessing-testing	0.4.0-alpha04		411a0fc8909eebe3b16fc64957df9c1110e79ce7
com.uber.motif	motif-xprocessing-testing	0.4.0-alpha05		38a29acb49d8fa068fe0bb24574ee0682384ef73
com.uber.motif	motif-xprocessing-testing	0.4.0-alpha06		5e59d5bc46bad90d66ad3e6f8d8afb2a7dbbb552
com.willowtreeapps.assertk	assertk-wasm-js	0.28.0		N/A
com.willowtreeapps.assertk	assertk-wasm-js	0.28.1		N/A
com.yugabyte	ysql	42.2.7-yb-1		8bc25112073e5b0afa2b1b1ff385fc83717b8927
com.yugabyte	ysql	42.2.7-yb-2		382dccc4be18fe030eadde75cadf6285303e23bf
de.dentrassi.eclipse.neoscada.ide	org.eclipse.scada.configuration.world	0.3.0		3616c6af653e82b47f7226f7de3e54d50aa7f1c0
eu.vendeli	re.this	0.1.3		dd78e04a48a67a253018eb84231e98154530d9e5
eu.vendeli	re.this	0.1.4		fc72c604604a9485b16c9f34110ef454d6db84bf
eu.vendeli	re.this	0.1.5		59354c3a4562b2569cb2216b4dc9c5fced81690d
eu.vendeli	re.this	0.1.6		a5d20acf8c7e6fb4c204f6c2907510c9dbe2c12e
eu.vendeli	re.this	0.1.7		ce863ae75344d4b3acf3fc35ab349b3649c7405f
eu.vendeli	re.this	0.1.8		f1ad72b6ad2fd34e4edc0fc987e013111e84c742
eu.vendeli	re.this	0.1.9		abd28b5ae17ebdb83dd2f89e2e7f0bfbcfb0dfd4
eu.vendeli	re.this	0.2.0		d67c15e03035accb40b97cef0cd912b4d0c43159
eu.vendeli	re.this	0.2.1		c019cd48bbe7af216a195b585b3325be262608ab
eu.vendeli	re.this	0.2.2		95b5caf4839a63a7d6b4957ddcc0b36063297908
eu.vendeli	re.this	0.2.3		d6f85e9825f8989d3cbf744a8c6d2fe5fb2f124d
eu.vendeli	re.this	0.2.4		079e7e38c2747063e02fdcb2ae1a698e8b3c0112
fr.juanwolf	mysql-binlog-replicator	1.0.5		39af30df3169b3cbb98d2b6e71dde1e56df8dd58
fr.juanwolf	mysql-binlog-replicator	1.0.5	jar-with-dependencies	5c49c2c073b804d71664395f7cd0c83854b74661
fr.juanwolf	mysql-binlog-replicator	1.0.6		c6bd9b1c68baa4d0181aa9d26e3458ac1acec5e1
fr.juanwolf	mysql-binlog-replicator	1.0.6	jar-with-dependencies	61dc9b10c4981e17226d8611709c8146f56a410e
fr.juanwolf	mysql-binlog-replicator	1.0.7		de29d057a1fa58517cc5fdefdd7543626a1ea564
fr.juanwolf	mysql-binlog-replicator	1.0.7	jar-with-dependencies	7c5072bd720340679b85df4c1f25dfb7efbd413b
fr.juanwolf	mysql-binlog-replicator	1.0.8		ffc5c1fc7691b8931c18d818a3125df60d8facb2
fr.juanwolf	mysql-binlog-replicator	1.0.8	jar-with-dependencies	af022d9eb6e56dc66c75853555f1a346d60d3442
io.burkard	aws-cdk-scala-waf_2.13	0.1.2		e55cc14590d8ba2b71a285b4581a689375c3054b
io.burkard	aws-cdk-scala-waf_2.13	0.1.3		e2a895cdfb26cf15933e836f04b26be88b85cd93
io.burkard	aws-cdk-scala-waf_2.13	0.1.4		b2235b456439f197f24eadf6dab6f28390b8af33
io.burkard	aws-cdk-scala-waf_2.13	0.1.5		76083a900ae9271721fc64a48887269bbb4dc988
io.burkard	aws-cdk-scala-waf_2.13	0.1.6		ce5203f239c05c61be48bc10802ccf2925f3502c
io.burkard	aws-cdk-scala-waf_2.13	0.1.7		f0b7b6e29f88ac57f54acc050dd132d4e6953220
io.burkard	aws-cdk-scala-waf_2.13	0.2.0		2cf9d798c00e2a35d98fe87bd031f2b69261bbd9
io.burkard	aws-cdk-scala-waf_2.13	0.3.0		e70d21cc5b0886b1a21141303b0f17244ddce1d5
io.burkard	aws-cdk-scala-waf_2.13	0.4.0		5fb6324222956dec3616e416a481ecb5eb162366
io.burkard	aws-cdk-scala-waf_2.13	0.4.1		bdabf5f8a75199752ac8d4f6a5827df20766cdf1
io.burkard	aws-cdk-scala-waf_2.13	0.5.0		8c784cb626f9e8dd767c9bd31d5c0447c4e1b627
io.dropwizard	dropwizard-validation	0.7.0		f86c5f915217f346856c44d40e469b9c468c6ecd
io.dropwizard	dropwizard-validation	0.7.0-rc1		11f69ab4de87981cc0d242e72c5d36bb853b0c6a
io.dropwizard	dropwizard-validation	0.7.0-rc2		e603d658fa2c40a700d7ed0945f883a5f0855975
io.dropwizard	dropwizard-validation	0.7.0-rc3		c30bd0719a6919e16cc7b646258a509fa5011c76
io.dropwizard	dropwizard-validation	0.7.1		59a73cdcab2489b6dd342926bb4250e9c62e6938
io.dropwizard	dropwizard-validation	0.8.0		e3ce34aa92f1a0091ca757cddc215f9da747e742
io.dropwizard	dropwizard-validation	0.8.0-rc1		64c61443b4c021e43ffe086eb026a6686b6c4599
io.dropwizard	dropwizard-validation	0.8.0-rc2		f8495e2c0ed422d493d73d46ac3cdded6d433dc3
io.dropwizard	dropwizard-validation	0.8.0-rc3		791b96e490ea33b105d4f7414d3237cac0889170
io.dropwizard	dropwizard-validation	0.8.0-rc4		82b0ee3c8b49d0cdb88236b36122650be6255618
io.dropwizard	dropwizard-validation	0.8.0-rc5		76c695af64bdaef1d21a30a1cb6e828fdc385ee7
io.dropwizard	dropwizard-validation	0.8.1		a1d9d2fc2fd6d90ec299aa76dc2b70333da3adfa
io.dropwizard	dropwizard-validation	0.8.1-rc2		7fbaaf39e1f892fde6345f0c35a7c3cf03408c15
io.dropwizard	dropwizard-validation	0.8.2		022ad75db70a88ec1082be68f8f870d87d48d5fe
io.dropwizard	dropwizard-validation	0.8.3		61e4f3a54e084996539d05094a6729b1a8f473d8
io.dropwizard	dropwizard-validation	0.8.4		dc045dbe18c351112fe798bda8e173d6965d94ab
io.dropwizard	dropwizard-validation	0.8.5		221739c246953f42670b012b4b06b86159fb4b1c
io.dropwizard	dropwizard-validation	0.9.0		877d332975691374b59b87ac00fe6e094ed6c0a3
io.dropwizard	dropwizard-validation	0.9.0-rc1		41e4c00343fa6b8212ab7360f7a82bebc545a068
