app.peac	core	0.0.1		725e61c037609f030587205a669ecf3c6b95a72b
com.attafitamim.mtproto	internals-js	3.0.3-alpha07		N/A
com.attafitamim.mtproto	internals-js	3.0.3-alpha08		N/A
com.attafitamim.mtproto	internals-js	3.0.3-alpha09		N/A
com.attafitamim.mtproto	internals-js	3.0.3-alpha10		N/A
com.attafitamim.mtproto	internals-js	3.0.3-alpha11		N/A
com.attafitamim.mtproto	internals-js	3.0.3-alpha12		N/A
com.attafitamim.mtproto	internals-js	3.0.3-alpha13		N/A
com.attafitamim.mtproto	internals-js	3.0.3-alpha14		N/A
com.attafitamim.mtproto	internals-js	3.0.3-alpha15		N/A
com.attafitamim.mtproto	internals-js	3.0.3-alpha16		N/A
com.attafitamim.mtproto	internals-js	3.0.3-alpha17		N/A
com.attafitamim.mtproto	internals-js	3.0.3-alpha18		N/A
com.attafitamim.mtproto	internals-js	3.0.3-alpha19		N/A
com.attafitamim.mtproto	internals-js	3.0.3-kotlin19-alpha10		N/A
com.attafitamim.mtproto	internals-js	3.0.3-kotlin19-alpha11		N/A
com.bryghts.ftypes	ftypes_sjs0.6_2.10	0.0.3		ab9dbbbd11b45f795d6ccc825cc1025f42370152
com.dataliquid.maven	distribution-verifier-maven-plugin	1.0.0		30e4323a1a2dd5613bc245eb9cc5211d53f3e19d
com.dataliquid.maven	distribution-verifier-maven-plugin	1.0.1		41fa54ab86777b9d64b19e75454d23f571062ea9
com.dataliquid.maven	distribution-verifier-maven-plugin	1.0.2		88d8e3fb25d1a9e630535560a418a13dcedb72bb
com.dataliquid.maven	distribution-verifier-maven-plugin	1.0.3		b00801f281da3f9dbdea55b6ae3930af9a92d341
com.dogiz	ZoozPaymentsOS	1.2		e0456271df4d863a11aa2eb47006de5ff671a603
com.ealva	ealvalog-android	0.0.1		N/A
com.ealva	ealvalog-android	0.0.18		N/A
com.ealva	ealvalog-android	0.0.20		N/A
com.ealva	ealvalog-android	0.0.9		N/A
com.ealva	ealvalog-android	0.3.0		N/A
com.ealva	ealvalog-android	0.5.0		N/A
com.ealva	ealvalog-android	0.5.1		N/A
com.ealva	ealvalog-android	0.5.2		N/A
com.ealva	ealvalog-android	0.5.3		N/A
com.ealva	ealvalog-android	0.5.4		N/A
com.fraktalio.fmodel	application-vanilla-macosx64	3.0.0		N/A
com.fraktalio.fmodel	application-vanilla-macosx64	3.0.0	metadata	1d45b4def9266264ed2120dd623bde98ff783907
com.fraktalio.fmodel	application-vanilla-macosx64	3.1.0		N/A
com.fraktalio.fmodel	application-vanilla-macosx64	3.1.0	metadata	c47decbd5d93c2a14fafcd4f289da080a241e9e9
com.fraktalio.fmodel	application-vanilla-macosx64	3.2.0		N/A
com.fraktalio.fmodel	application-vanilla-macosx64	3.2.0	metadata	0bb46004c7882040b6c0c760690f9cf9e9d817b0
com.fraktalio.fmodel	application-vanilla-macosx64	3.3.0		N/A
com.fraktalio.fmodel	application-vanilla-macosx64	3.3.0	metadata	6cbe48806585226c76099728e0f9d18fd71fc09e
com.fraktalio.fmodel	application-vanilla-macosx64	3.4.0		N/A
com.fraktalio.fmodel	application-vanilla-macosx64	3.4.0	metadata	d692af9fbe487e8bd218c6fbdee2d62514f67934
com.fraktalio.fmodel	application-vanilla-macosx64	3.5.0		N/A
com.fraktalio.fmodel	application-vanilla-macosx64	3.5.0	metadata	f5ffb7ca05fd591cd8187148952bde3473ba7322
com.fraktalio.fmodel	application-vanilla-macosx64	3.5.1		N/A
com.fraktalio.fmodel	application-vanilla-macosx64	3.5.1	metadata	3c9452dd7f0d37f9fd53f50fdebdda67c9d2066f
com.fraktalio.fmodel	application-vanilla-macosx64	3.6.0		N/A
com.fraktalio.fmodel	application-vanilla-macosx64	3.6.0	metadata	063f1c0a0c809bbf3f8a7feeb20884cd21aae8e8
com.github.biopet	snptesttovcf_2.11	0.1		34c930e312fcd99a1d7d45dcfd230cc9a4445a92
com.github.bjoernjacobs	csup_2.12	0.0.6		a88c6f5264a4f1521ff113942d8dd152378a2acc
com.github.combinedmq	combinedmq-spring-boot-starter	1.0.1		c51d9a977f2d10e865e39f11035a5e1493dab6b3
com.github.combinedmq	combinedmq-spring-boot-starter	1.0.2		f575eff3fff01d4d74bd6a8e66277b6fd5146a8a
com.github.jingting-zhang	jsonTemplateEngine	1.0.0		5526fd7e23de792c5254e6784c9b709903ac51b0
com.github.ngoanh2n	commons-junit5	1.1.0		0e51bbc69bd44f6a7137b7d4c09a8d80336a8cd1
com.github.ngoanh2n	commons-junit5	1.1.1		1ee5cbb0a80c38f29e220a1b20795804d91097d9
com.github.ngoanh2n	commons-junit5	1.1.2		fef3d01e805fbd4edde11303ab725819d134ec4d
com.github.ngoanh2n	commons-junit5	1.1.3		97e349e576a46da9af743b41ceec6cbb68d11c12
com.github.ngoanh2n	commons-junit5	1.2.0		14b2fdb74fa15412a914d7e750aac2eafe68591e
com.github.ngoanh2n	commons-junit5	1.2.1		4a970946c3b809733b342a3a2cd83bc1dc7570b5
com.github.ngoanh2n	commons-junit5	1.2.2		5c7cf7672e93bbedc97933103da9e713d1ff5847
com.github.ngoanh2n	commons-junit5	1.2.3		df209fc4323a90c5819558a06eefb6550d0d7f7b
com.github.ngoanh2n	commons-junit5	1.3.0		45c6bdd605c2fd5b1f16541b2e2e3416d9a11833
com.github.ngoanh2n	commons-junit5	1.4.0		f4a0544fb24d74933987aae8a80d4df2976cad3a
com.github.ngoanh2n	commons-junit5	1.5.0		7d80d7cd1bc83dd6e5b7d4bd3f9550838ec4f3eb
com.github.ngoanh2n	commons-junit5	1.5.1		94c22b2c9ce6bdd48d9720e2d441dc1d61f8102c
com.github.ngoanh2n	commons-junit5	1.6.0		4a208e0641a3e0841a15616b812932e746dc5969
com.github.ngoanh2n	commons-junit5	1.7.0		e04e7f7691d2c32bb34548b9e7d05a632f9ccf23
com.helloanwar.mvvmate	core-iossimulatorarm64	0.0.2		N/A
com.helloanwar.mvvmate	core-iossimulatorarm64	0.0.2	metadata	22fa6a141874d9f9d9baf7ec7d4fd4aaba2ce580
com.helloanwar.mvvmate	core-iossimulatorarm64	0.0.3		N/A
com.helloanwar.mvvmate	core-iossimulatorarm64	0.0.3	metadata	81c7e648c2849a3d1f771e19f5511769bde8355a
com.imperva.ddc	ddc-service	7.2.0.0.0.0		09fa3c38149e30b7d1079ab05785597af3c3b916
com.imperva.ddc	ddc-service	7.3.0.0.0.0		ecac8e3073684e334aa912277feb2906e298278c
com.imperva.ddc	ddc-service	7.3.2.0.0.0		ddb2f5001803634cb8305f7dfbd1d8606984d285
com.imperva.ddc	ddc-service	7.3.3.0.0.0		37d46ddceb3ed7c8544aa73d8d80dc332f3913b4
com.imperva.ddc	ddc-service	7.3.4.0.0.0		af063cb7a631cabec41bf60a2a640ca236ec50ce
com.imperva.ddc	ddc-service	7.3.5.0.0.0		615cf003ea298c9b6b04a16a43f801d085b19cc1
com.imperva.ddc	ddc-service	7.3.6.0.0.0		c0afc0676d5f46416d62ecb817064603603c419d
com.imperva.ddc	ddc-service	7.4.0.0.0.0		5163fa08bb1c94fdc6ba02626a3b6b0094c3aaa3
com.lifeonwalden	app-jms	1.0.5		6a6761b4ac528aaa8ee229d5707cabc6508bc0e4
com.lifeonwalden	app-jms	1.0.6		b347a4d804561124851a9824e1ad779c27d9fb51
com.lifeonwalden	app-jms	1.0.8		4e8ca734b26f53947eac39e85a425d6b3a089180
com.lifeonwalden	app-jms	1.0.9		87bfa306c01856fdeb39b12008c2e2f62c8adad7
com.lihaoyi	mill-libs-idea_3	0.13.0-M2		7abf24727ee1b03b9a33be4ab6d59dff9048b887
com.lihaoyi	mill-libs-idea_3	0.13.0-M2-19-7fbdc2		fd35d44ffc4ecbffcd57ba036e1746bf6ddfa5ea
com.linkedin.azkaban	azkaban	2.5.0		e73c5850c98b333f9b4b4d6bebf1823b7e6f404c
com.manorrock.eagle	eagle-azure-blob	23.1.0		bd808d9c6fe2ecad61be85c84c4fbebaf9acd6bf
com.manorrock.eagle	eagle-azure-blob	23.4.0		ab06eb44262819eb15826d443c2b09a5a7144e30
com.manorrock.eagle	eagle-azure-blob	23.5.0		0406b3018df0f7c0d5d05fa46a166d22857a5e9c
com.manorrock.eagle	eagle-azure-blob	23.8.0		77e31bda53cb9513d2fbb3e363dd4813107cc6b4
com.mfizz	mfz-observer-common	1.1.0		d20b4e5df58a8950cf20b2a256dc555eaae34c9b
com.mfizz	mfz-observer-common	1.1.1		ad368369b1131156e337ef00965717d2cfad246e
com.orhanobut	logger	1.10		N/A
com.orhanobut	logger	1.11		N/A
com.orhanobut	logger	1.13		N/A
com.orhanobut	logger	1.14		N/A
com.orhanobut	logger	1.15		N/A
com.orhanobut	logger	1.2		N/A
com.orhanobut	logger	1.3		N/A
com.orhanobut	logger	1.4		N/A
com.orhanobut	logger	1.5		N/A
com.orhanobut	logger	1.6		N/A
com.orhanobut	logger	1.7		N/A
com.orhanobut	logger	1.8		N/A
com.orhanobut	logger	1.9		N/A
com.orhanobut	logger	2.0.0		N/A
com.orhanobut	logger	2.1.0		N/A
com.orhanobut	logger	2.1.1		N/A
com.orhanobut	logger	2.2.0		N/A
com.sap.cds	cds-integration-cloud-sdk	1.10.0		d168fb2ac6abd97be3959149fa4a0b28fdda866f
com.sap.cds	cds-integration-cloud-sdk	1.11.0		35a0ecff6d70b6ad5cef1d450b354d23bad28c2e
com.sap.cds	cds-integration-cloud-sdk	1.11.1		0cb8d14125322588bf4faf458169d57b02937619
com.sap.cds	cds-integration-cloud-sdk	1.11.2		7af2ff761a286b03523dd93d5a461ab8367d4a00
com.sap.cds	cds-integration-cloud-sdk	1.12.0		70b138978c7174aec297a1b5c78f633b60a80e46
com.sap.cds	cds-integration-cloud-sdk	1.12.1		093b7764c78dc5b80bcb0f9c5b8e975d97937fa1
com.sap.cds	cds-integration-cloud-sdk	1.13.0		01f0be118e233130e4eaba706167219892f6590f
com.sap.cds	cds-integration-cloud-sdk	1.13.1		85e72568a5bda4a7d3f79928b7682f41a6507fc3
com.sap.cds	cds-integration-cloud-sdk	1.14.0		d124ff3dec450fd94553ff0e75a405e771637e49
com.sap.cds	cds-integration-cloud-sdk	1.14.1		9fdeabdaeb86888a63a136708a94c5c3671f80fd
com.sap.cds	cds-integration-cloud-sdk	1.14.2		666ac88d807d7bca009c95225eacb60dcb670115
com.sap.cds	cds-integration-cloud-sdk	1.14.3		2457ab6b340e7f8c311adb6820bd4c6bb9d038d3
com.sap.cds	cds-integration-cloud-sdk	1.15.0		75c66015dc0668837054a9d8bf2e0327179811dc
com.sap.cds	cds-integration-cloud-sdk	1.15.1		a514f6893ab2193d41106de1d7b828d24fe8e36b
com.sap.cds	cds-integration-cloud-sdk	1.15.2		f89a6f513f0686a9f9f45302b53f975dd5957d1b
com.sap.cds	cds-integration-cloud-sdk	1.15.3		80a10b03b2357b48ffe681187be20e4b7ec96d0f
com.sap.cds	cds-integration-cloud-sdk	1.16.0		15702296fcaf1c89c5c7186b6900e152ad5d4c18
com.sap.cds	cds-integration-cloud-sdk	1.16.1		cac2d4c16a98693979c23f0a9c0706c4632274c5
com.sap.cds	cds-integration-cloud-sdk	1.16.2		81923da3c064c33f6f75e7a48f8e244a10d350de
com.sap.cds	cds-integration-cloud-sdk	1.16.3		ccbf7688cc589a34329faf3406f062d58a624c58
com.sap.cds	cds-integration-cloud-sdk	1.17.0		c63f652e43c5c6416a5be5081306a843b2ecef83
com.sap.cds	cds-integration-cloud-sdk	1.18.0		732fb7ea125105c677f70519f6bd2aab02763c73
com.sap.cds	cds-integration-cloud-sdk	1.18.1		71940af45baf603c0be0f75db5f01381a9a00f84
com.sap.cds	cds-integration-cloud-sdk	1.18.2		990d7d373a77ab0477c2220f9379bb4d691ed99d
com.sap.cds	cds-integration-cloud-sdk	1.18.3		0bf83824b3f92dd9f9af55033bd3dc37205578d2
com.sap.cds	cds-integration-cloud-sdk	1.19.0		e6518800d3c9792cc3c38d5d2115ea8c728f398b
com.sap.cds	cds-integration-cloud-sdk	1.20.0		e646ca63a7380422f9b93b3bea674f829021e69e
com.sap.cds	cds-integration-cloud-sdk	1.20.1		1ff8f302ab8f7b85fd824a98128014818cc0af78
com.sap.cds	cds-integration-cloud-sdk	1.20.3		1e2ca57477e9962fde0581069a553a85334842a4
com.sap.cds	cds-integration-cloud-sdk	1.21.0		e2d4b2925afc0d8d8702ffeacfc79fe2b645c058
com.sap.cds	cds-integration-cloud-sdk	1.21.1		64275155c41b0786d06a66b551b09122c9c25595
com.sap.cds	cds-integration-cloud-sdk	1.22.0		bc7efe6fb15841166be5d2d84bbd3593df11f058
com.sap.cds	cds-integration-cloud-sdk	1.22.1		89d95c2942506d3abe6907f1b62fa159f4b5ac78
com.sap.cds	cds-integration-cloud-sdk	1.22.2		6e7491f9ed82d0ba12a46a5eba07a7a21f80f4e6
com.sap.cds	cds-integration-cloud-sdk	1.23.0		a0b1dcff92b20419bbdc9d1d193902d18694e0e3
com.sap.cds	cds-integration-cloud-sdk	1.23.1		d9afd7e9dd5196a8549d93e4900ddce9ab8e38dc
com.sap.cds	cds-integration-cloud-sdk	1.24.0		ab028051ae10076526c9b1447541ebf7d8b1deea
com.sap.cds	cds-integration-cloud-sdk	1.25.0		db5085d949ea90f113754649348af696aa67b3a7
com.sap.cds	cds-integration-cloud-sdk	1.26.0		4aa0cd70e6402f873cc9b759b4956e1b3b20e23e
com.sap.cds	cds-integration-cloud-sdk	1.26.1		6e361b884027de6a2da3e774de62433d8937d7d5
com.sap.cds	cds-integration-cloud-sdk	1.27.0		f81b0243898a59e7ee5003cafc6dff27c8529fbc
com.sap.cds	cds-integration-cloud-sdk	1.27.1		8c8e9b0303993663dce41adf8ff04b526ddbdf1e
com.sap.cds	cds-integration-cloud-sdk	1.27.2		4202e0e847394898ef056437400c26c0d132d70f
com.sap.cds	cds-integration-cloud-sdk	1.27.3		f4e8cf80c71d4b34feac110d251d89acc13e3cd7
com.sap.cds	cds-integration-cloud-sdk	1.28.0		ccafee6546af7139c0da38c3732f2103601b1073
com.sap.cds	cds-integration-cloud-sdk	1.28.1		16a9e732b6d9859eedf27d2418d4ebaf35c0348e
com.sap.cds	cds-integration-cloud-sdk	1.29.0		d447112c3ee7c498ebd33dd1af05deb6c9544aab
com.sap.cds	cds-integration-cloud-sdk	1.29.1		a1df7ab3ea10883ccc13df534007e1360a227fa5
com.sap.cds	cds-integration-cloud-sdk	1.30.0		f6e1ac19e445f5ec9ea5a4875b74662ad6bb3230
com.sap.cds	cds-integration-cloud-sdk	1.30.1		3e5a7ce205be054a6b8d09507b463d7c5023aabe
com.sap.cds	cds-integration-cloud-sdk	1.30.2		39f0f69a5ac905e9711e34b5453bd9b9c94b5c1e
com.sap.cds	cds-integration-cloud-sdk	1.31.0		e78a274710f47a89a1ad33a7d7d44a4ddf537563
com.sap.cds	cds-integration-cloud-sdk	1.31.1		fd9ed5957a71e042c8af1c1df978dec8750a1802
com.sap.cds	cds-integration-cloud-sdk	1.32.0		84c0dfa27b4981387d43a35b6fa17b2d781c72f1
com.sap.cds	cds-integration-cloud-sdk	1.32.1		b7fa7740d57da30b4cf25edc2e8dc8a605ec3d96
com.sap.cds	cds-integration-cloud-sdk	1.33.0		49ab75ac25eba1f0541e28ce673d44235588a64f
com.sap.cds	cds-integration-cloud-sdk	1.33.1		0f7123b9c3f7b64db1f47b5ac4f969adadb41b55
com.sap.cds	cds-integration-cloud-sdk	1.34.0		3df5714456b38d1b814ea0b94beff89eb73bfbfd
com.sap.cds	cds-integration-cloud-sdk	1.34.1		ac191303606c1e0ec2f4e03b38a0f8e6cc6b0e5c
com.sap.cds	cds-integration-cloud-sdk	1.34.2		07a2c4612ad88d6d3f68ff75caa4b582bcd032f2
com.sap.cds	cds-integration-cloud-sdk	1.34.3		1cb0a15333d2c0f3c2ded470e3b3ac10f38fe2ca
com.sap.cds	cds-integration-cloud-sdk	1.34.4		1fb97a82924ad811046439127a2584989e5b9468
com.sap.cds	cds-integration-cloud-sdk	1.34.5		6a12399748a5de688e3848ed02b091d05c7a2ea5
com.sap.cds	cds-integration-cloud-sdk	1.34.6		079147aebb268f275e1e0040a2d5bf14130ec3b6
com.sap.cds	cds-integration-cloud-sdk	1.34.7		6ccc6d0758e3dc9214e6410b60be115a0c6f56d8
com.sap.cds	cds-integration-cloud-sdk	1.34.8		30bd637550a66ebd147fa9b51bbd7bacbb1a6d71
com.sap.cds	cds-integration-cloud-sdk	1.8.1		724a1dbbe987daf76c0bdcfa4216028f3dfad7b4
com.sap.cds	cds-integration-cloud-sdk	1.8.3		66f94f58ec1e0f0d50eb244f3aba9b0cfd18e36b
com.sap.cds	cds-integration-cloud-sdk	1.9.0		e052261d9bc35c07d21816ddd18b57ecf13c8082
com.sap.cds	cds-integration-cloud-sdk	2.0.1		8367036f62cdf8b910b43cf70c8ce3897b18d5f1
com.sap.cds	cds-integration-cloud-sdk	2.0.2		357b14abe49071f1c10cda5c60d62392cf314b13
com.sap.cds	cds-integration-cloud-sdk	2.1.0		b57d0eb7972b4af696489ba00c0b3fcf882df00b
com.sap.cds	cds-integration-cloud-sdk	2.1.1		37cfe2b5ecf4e8de719e04f54510b4230e88c233
com.sap.cds	cds-integration-cloud-sdk	2.10.0		f109070e58075f31d6860ee296ab73b79f0cac45
com.sap.cds	cds-integration-cloud-sdk	2.10.1		8e5c11c5ede1846eb5354b7929e94e94688bd06d
com.sap.cds	cds-integration-cloud-sdk	2.10.2		fe7ebc514c8f9eb7458f7728b255e60a4b9bd5be
com.sap.cds	cds-integration-cloud-sdk	2.10.3		54eabdcea12b5b4590cdfa67a0322322e98522b7
com.sap.cds	cds-integration-cloud-sdk	2.10.4		5db98c797e1466727858a6cb7133e521315776eb
com.sap.cds	cds-integration-cloud-sdk	2.10.5		6cd03ed0d80e2f9414265fbec08493d2b04f6649
com.sap.cds	cds-integration-cloud-sdk	2.10.6		d0aafb2145e93d30c69c58bcede8f5891768f9e0
com.sap.cds	cds-integration-cloud-sdk	2.10.7		ddf4b5f76ed1134c47fe8ec2ba285810d4ea9d0f
com.sap.cds	cds-integration-cloud-sdk	2.2.0		28c317bad6bb18891f465cb919efb968f087fd29
com.sap.cds	cds-integration-cloud-sdk	2.3.0		723cf99f3cae7acf7ee4ef49725a1700b31bb2b7
com.sap.cds	cds-integration-cloud-sdk	2.3.1		f32aa53ba08e9c6850ea4e1ea0c5f531100757d2
com.sap.cds	cds-integration-cloud-sdk	2.4.0		4bf390ba38cd4eb88d35fd5b6fc3363d265ab20f
com.sap.cds	cds-integration-cloud-sdk	2.4.1		9bf30c49d60e6c06d52a7c86b6ade9b606e08fba
com.sap.cds	cds-integration-cloud-sdk	2.5.0		a8be422c0efed2e259d58184a7b3cf3e9e79001c
com.sap.cds	cds-integration-cloud-sdk	2.6.0		8bee12df326b9476ef9b775ffc0ac56d676ef329
com.sap.cds	cds-integration-cloud-sdk	2.6.1		d752e9491b270d8156f8df6f7ec9371fa472c49d
com.sap.cds	cds-integration-cloud-sdk	2.7.0		8ab51091e574ab9f7353d55deaeafe4f75e61ad6
com.sap.cds	cds-integration-cloud-sdk	2.7.1		3714b1eb27294538e936f15d010c37ca1b241b4e
com.sap.cds	cds-integration-cloud-sdk	2.8.1		e46f28f033207efa0a8cd55e334c3b6c7ff9170a
com.sap.cds	cds-integration-cloud-sdk	2.8.2		53d3543c85a22dd7af9f223d5e74bcd35128f2c9
com.sap.cds	cds-integration-cloud-sdk	2.9.0		6ace359462f46c720a417e69ce778b68e9ce347b
com.sap.cds	cds-integration-cloud-sdk	2.9.1		7f5e04427cee9182e4e623fae8e11471a7260e20
com.sap.cds	cds-integration-cloud-sdk	2.9.2		4baac914437e2087c01feae1780174ca8b05e10d
com.sap.cds	cds-integration-cloud-sdk	3.0.0		9a4d8443f0f1584818804ed0ab8148d6a3d4af96
com.sap.cds	cds-integration-cloud-sdk	3.0.1		6afa7d753c4b94b84c590bfc0269bebed23115cc
com.sap.cds	cds-integration-cloud-sdk	3.0.2		7bc74b2745b0729015b7de123d35182ac9b5be2e
com.sap.cds	cds-integration-cloud-sdk	3.1.0		2a0ac6ae8748872a7e5ef7fb9437ec8ffea3f17a
com.sap.cds	cds-integration-cloud-sdk	3.1.1		833b1eff18b5ec96df55411835a7f7248dde31a2
com.sap.cds	cds-integration-cloud-sdk	3.2.0		56d8848cc5d8344c07baa43c62425694bc1842b1
com.sap.cds	cds-integration-cloud-sdk	3.3.0		0bb4115d96ae4fbb7ef50d10238df2f57726c175
com.sap.cds	cds-integration-cloud-sdk	3.3.1		60445f0daa9d1ca3e435e9e03a0e34e58ba217ca
com.sap.cds	cds-integration-cloud-sdk	3.4.0		137cf0da090f487265ed7eb7ff68b4144780a76a
com.sap.cds	cds-integration-cloud-sdk	3.4.1		7a4fdcd407343d74ceaa9e873820f810203cda24
com.sap.cds	cds-integration-cloud-sdk	3.5.0		c4cdcaf553389cd9804799a518960d1db44acc44
com.sap.cds	cds-integration-cloud-sdk	3.6.0		972682c281b4b9e7fba00bb2ab7abeaa0bb77158
com.sap.cds	cds-integration-cloud-sdk	3.7.0		a547707eacf8ac5483d567a54e56882e34298128
com.sap.cds	cds-integration-cloud-sdk	3.7.1		d07cdec79367dd98c58f0a38bbe79870d6b8e7bd
com.sap.cds	cds-integration-cloud-sdk	3.7.2		54d4c71de74cfa15b73a7e40ca819299c6f456d9
com.sap.cds	cds-integration-cloud-sdk	3.8.0		382de33dc7c97c8a0d50f7959a11f6d3d96b1435
com.sap.cds	cds-integration-cloud-sdk	3.8.1		656d440b18ba080e5d9a1ae168176c7ed02f67ab
com.sap.cds	cds-integration-cloud-sdk	3.9.0		eed7b13c9017038035b1008c9647062772b7eb8b
com.sap.cds	cds-integration-cloud-sdk	3.9.1		5afbfbc146294f3245d59b713a2fe5350a6e1aa8
com.scalachan	meta-logger_2.12	0.1		16b60d04d0f9309d89d40b2177895e51b6d8d0a3
com.solanamobile	web3-solana	0.2.0		18210fcc9c3ba05530bfb5bfe2b511dfbdd8051e
com.solanamobile	web3-solana	0.2.1		5f74c511a4ec435678159eb667fbabc71e406d3b
com.solanamobile	web3-solana	0.2.2		5f74c511a4ec435678159eb667fbabc71e406d3b
com.solanamobile	web3-solana	0.2.3		5d186f984dffefd295adb4237f3aba86ad086492
com.solanamobile	web3-solana	0.2.4		85aa254bf40de65f58e4c595202ef80ba2beb0f7
com.solanamobile	web3-solana	0.2.5		7db19c33b6db52a3c59c5be2cac551830634ebe0
com.solanamobile	web3-solana	0.3.0-beta1		201bcb9987d53280a634cbb1f273aff4edc5bd5b
com.solanamobile	web3-solana	0.3.0-beta2		201bcb9987d53280a634cbb1f273aff4edc5bd5b
com.solanamobile	web3-solana	0.3.0-beta3		06d3c4475cc45adfdaf2cf611563bc3ee49a2cc2
com.solanamobile	web3-solana	0.3.0-beta4		0ba88ec7f08d5d7a17068fb991dc49a3c7a0bcc4
com.tristanhunt	knockoff_2.9.1	0.8.0-16		b8b2d03cff46557d8a30b0e1d078e221dcae91a2
com.tristanhunt	knockoff_2.9.1	0.8.1		1d12f30fe1d7d3e9326a658715f6691930a0aff9
com.velocidi	apso-json_2.13	0.15.0		c94f4737e606cf4893f6199b475e7f1f639aa5e8
com.velocidi	apso-json_2.13	0.15.1		8234a966d6340e78473e6682071838723b54fb49
com.velocidi	apso-json_2.13	0.15.2		df762aadc5a5d61cdecf66631761275c82b5d05e
com.velocidi	apso-json_2.13	0.15.3		27c96975d8f575e6f7faba642fae741a0b30fe2c
com.velocidi	apso-json_2.13	0.16.0		9f4daf88a07d82e4d3b2b4bc520450d916c9ce1f
com.velocidi	apso-json_2.13	0.16.1		eb45501b832f8a661e7a58e29e3856a03114321c
com.velocidi	apso-json_2.13	0.16.10		825fb59ad14a9236d17f535cc04c0a958f6aedc5
com.velocidi	apso-json_2.13	0.16.11		d280f888bdbd244c686b0786a3f6c1106e2311d0
com.velocidi	apso-json_2.13	0.16.2		45248f3d65f4043f5d93019857b7fc5881e90981
com.velocidi	apso-json_2.13	0.16.3		493ea2dc26d8883919777079f642d8359d3da69b
com.velocidi	apso-json_2.13	0.16.4		5221c39e6c6b8ca77d3a568c61f11f5a8c70e390
com.velocidi	apso-json_2.13	0.16.5		ef6efcaaab3530eba2caa1e9d9a39e1ca1bfaf3b
com.velocidi	apso-json_2.13	0.16.6		b867d2aa28c73a99500f5d103e6f18dd332d6d18
com.velocidi	apso-json_2.13	0.16.7		920bf2ad04238a5bbfe4af3d52f918d6c24d58fd
com.velocidi	apso-json_2.13	0.16.8		f441cf10aa1b6787ae86ce3128a4be4b8f43a0db
com.velocidi	apso-json_2.13	0.16.9		2491dc0607aaaaf36de8773eeb4879b72a858f8a
com.velocidi	apso-json_2.13	0.17.0		7f8d32039c7efc5349da70b6e7f009ec84072e20
de.otto.edison	edison-aws-core	0.2.1		abfbab93a2cd388572de0fee7421d6282e8f2dd0
de.otto.edison	edison-aws-core	0.2.3		f849bc85ae3079eb8a2a5d209fe0bf5be0a0a8a5
de.otto.edison	edison-aws-core	0.2.4		744fadedad09ce71dd6c3f7348ffbe79ab33f246
de.otto.edison	edison-aws-core	0.2.5		c8b87ae8abab45dd6e46793e446e500fde781dd5
de.otto.edison	edison-aws-core	0.2.6		4d9193c4063eab998fd3430376a660d7aac1cb2b
de.otto.edison	edison-aws-core	0.2.7		06d7332adaaa746bcf187b4fd8f73222fdc466d2
de.otto.edison	edison-aws-core	0.2.8		4b22748abde6b75ee7ac22472df652b44c424197
de.otto.edison	edison-aws-core	0.3.0		f9d69c9b97c307c153389c6afdb8d556bc77853a
de.otto.edison	edison-aws-core	0.3.1		38019fcb6f119ef0a7a90df9a1c8b7dca6a5354b
de.otto.edison	edison-aws-core	0.3.2		070337ef1a9894a754386fe8e6d83aad5619c040
de.otto.edison	edison-aws-core	0.3.3		5e7743aed146b1b9c42d4a7b719d42a421e12f53
de.otto.edison	edison-aws-core	0.3.4		4eb7832364c6106bd450e613dc1a3882c5bc45fe
de.otto.edison	edison-aws-core	0.3.5		31496d1841af2b777e1aa99db3d3799395b99e20
de.otto.edison	edison-aws-core	0.3.6		f5a3df2b515b04f898a95c270f03d47d3dcc0b60
de.otto.edison	edison-aws-core	0.3.7		bf504f383c27d4a71b92a4ee9fce579edc46314b
de.otto.edison	edison-aws-core	0.4.0		f398136a384c6c8f07ef5f257ca690814902fba2
de.otto.edison	edison-aws-core	0.4.1		99281d36dc7b0d9bc40c1dfdbc0afbde753319d2
de.otto.edison	edison-aws-core	0.4.2		53a76071fb007c3764f1c6a03d5e196e738aa50b
de.otto.edison	edison-aws-core	0.5.0		ba824151d3d47d68ca1bc2d70281be5632b344b8
de.otto.edison	edison-aws-core	2.0.2		d3377f1a29d72e658dd5b2f2ea1c65caeb3cf926
de.otto.edison	edison-aws-core	2.0.3		5db1adc88e3b0e88f899d1b6864232ce2a68d1e1
de.otto.edison	edison-aws-core	2.0.4		5bd3e037491535e420794bfbd5464d8e6a49b4f0
de.otto.edison	edison-aws-core	2.4.0		109bab32dfa36a05cad41eb58cc4f6e79f2e07be
de.otto.edison	edison-aws-core	2.4.1		3a7b154d621970e725102f4ea3cc05a1e6f8792f
de.otto.edison	edison-aws-core	2.4.2		e7b21b0d310433ca79da6de62e78ab7abb15ee90
de.otto.edison	edison-aws-core	2.7.0		8061119956b4d9c12694b99ed3c00a63aa440205
de.otto.edison	edison-aws-core	2.7.1		0c46f35558f779afd655d34fd7eaad08c2b4fe88
de.otto.edison	edison-aws-core	2.7.2		73e5ffe829d65ed42337c55c3fade56289627496
de.otto.edison	edison-aws-core	3.0.0		b2d1413e42846863bc734e85f00f78ae48459748
de.otto.edison	edison-aws-core	3.1.6		76af8628eaf0c863aaf03e1f39281884c256c666
