ai.floom	java-sdk	1.0.0		5a34a162e968506fedd0c5a04bd20465a8aea51b
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.21	metadata	9734f788bec00acd7cc5a5589514545378aee287
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.22		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.22	metadata	f47aece854eedb567b9c927c55d6da092bcaef40
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.23		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.23	metadata	ac56f12150389d23300fe89591a01b200f07c935
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.24		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.24	metadata	64bdafdf3e5055c7ada54eb04fe2287be6b5a6ed
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.25		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.25	metadata	5fc47aff62ba743731cc7b0b2c5ab25d498c6043
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.26		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.26	metadata	bff54d0132486d5ffd54bff22235be1d3a5edcbe
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.30		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.30	metadata	cef346d14018e37104520d10ae38c597e1ad30ad
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.31		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.31	metadata	527ae997ea1342c33f1d107515213bf908420f87
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.32		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.32	metadata	cc8862f8286bf64ed444178f1e8825c67bf780e7
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.33		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.33	metadata	072233d51c92e2cec05a1cc660628add02f4575f
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.34		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.34	metadata	73404538b9da446153768ce15d81a89bb1de9fe9
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.4		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.4	metadata	4c1718561f29e6b4577bd21147302c9d3cd0033f
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.5		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.5	metadata	31d38374a0e96254ac026ec1f9c7d817bdc06e87
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.6		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.6	metadata	9ee008608558e56acc38f34df1399dd70eb9866c
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.7		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.7	metadata	9359188c208f4853377d553d0619896251329a7b
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.8		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.8	metadata	d0533161439c1796fa0f05cef9ee1b88f2c5c99c
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.9		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-alpha.9	metadata	d6040137af5c2ab50a9b2bfae5a4e7bb5425940c
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-rc.1		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.0-rc.1	metadata	61af9a6089c8ecf499e6ef02e9eeb58499ff0fd9
io.github.nomisrev	Saga-iossimulatorarm64	1.0.1		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.1	metadata	e726ce7ab327bb2733bf29043878cb099a86062a
io.github.nomisrev	Saga-iossimulatorarm64	1.0.1-alpha.1		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.1-alpha.1	metadata	fecf7ef6496b6d359bb34e08a941973517d655c3
io.github.nomisrev	Saga-iossimulatorarm64	1.0.1-alpha.2		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.1-alpha.2	metadata	55fc1e681ed8b0f2dd970e6784142bbd82ec1c27
io.github.nomisrev	Saga-iossimulatorarm64	1.0.1-alpha.3		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.1-alpha.3	metadata	410e4a5dac7514ceb2166b993eb76ed7a253d578
io.github.nomisrev	Saga-iossimulatorarm64	1.0.1-alpha.4		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.1-alpha.4	metadata	2c93e89d46ca2ae99c7e7f06a7b7426931101b1c
io.github.nomisrev	Saga-iossimulatorarm64	1.0.1-alpha.5		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.1-alpha.5	metadata	ed4c9a2ef0cd868a2a14353b4786f11774dfc1e7
io.github.nomisrev	Saga-iossimulatorarm64	1.0.1-alpha.6		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.1-alpha.6	metadata	1058c288dbb32905e349a5793aa2cd0636b6afd9
io.github.nomisrev	Saga-iossimulatorarm64	1.0.1-alpha.7		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.1-alpha.7	metadata	22ab539bc46084b9b73c672e6a90b8b4c4422014
io.github.nomisrev	Saga-iossimulatorarm64	1.0.2-alpha.1		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.2-alpha.1	metadata	feeb37e6d29d219c0c50d3fa4ea206856ae29f7b
io.github.nomisrev	Saga-iossimulatorarm64	1.0.2-alpha.10		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.2-alpha.10	metadata	76828615dad901af37ae74220a3db7f22972bdd6
io.github.nomisrev	Saga-iossimulatorarm64	1.0.2-alpha.2		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.2-alpha.2	metadata	c214d66a4c19eeead828dcdc24a3174a3d3146b9
io.github.nomisrev	Saga-iossimulatorarm64	1.0.2-alpha.3		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.2-alpha.3	metadata	09874593e26ee988051b509c787a5b74b6753b9f
io.github.nomisrev	Saga-iossimulatorarm64	1.0.2-alpha.6		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.2-alpha.6	metadata	3d78f6a8977bd22f97fdac70190f1a410626ceb7
io.github.nomisrev	Saga-iossimulatorarm64	1.0.2-alpha.7		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.2-alpha.7	metadata	3e7fce13e2415ee62e93efe2b41fde161229dd35
io.github.nomisrev	Saga-iossimulatorarm64	1.0.2-alpha.8		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.2-alpha.8	metadata	22d77413843094daa1eb7d047670bc3f5822f21f
io.github.nomisrev	Saga-iossimulatorarm64	1.0.2-alpha.9		N/A
io.github.nomisrev	Saga-iossimulatorarm64	1.0.2-alpha.9	metadata	b346c880348f910c9f35f162774d82936233c6f7
io.github.thanhdt-vietmap	vietmap-compose-android	1.0.0		N/A
io.github.thanhdt-vietmap	vietmap-compose-android	1.0.1		N/A
io.helidon.security.providers	helidon-security-providers-http-auth	0.11.0		8dc1bdaadeff13a5f8d0cf3538711c0fb64e73cd
io.helidon.security.providers	helidon-security-providers-http-auth	0.11.1		663b7c655556c9670d047163d1dad7eb10306a01
io.helidon.security.providers	helidon-security-providers-http-auth	1.0.0		0340c7bba40f718815ccdebb08af7c4d89d4c0a5
io.helidon.security.providers	helidon-security-providers-http-auth	1.0.1		0c2bc1c3e1d80832c2a631722045382d575945cb
io.helidon.security.providers	helidon-security-providers-http-auth	1.0.2		0981b0c2b551b87332883dff219bedce9241f6ed
io.helidon.security.providers	helidon-security-providers-http-auth	1.0.3		9569c1e03b7abd5b3d6908576d43f75269231091
io.helidon.security.providers	helidon-security-providers-http-auth	1.1.0		a774d49dcee86e7aac517ab2d67d2ea472515769
io.helidon.security.providers	helidon-security-providers-http-auth	1.1.1		8b44a2b3a42997a72d9614635c32baa1784a42f9
io.helidon.security.providers	helidon-security-providers-http-auth	1.1.2		7f02c932245f7870d1ee2b564c42500a29561d70
io.helidon.security.providers	helidon-security-providers-http-auth	1.2.0		52762db447e86514f5c1f510abbdadaee93b9868
io.helidon.security.providers	helidon-security-providers-http-auth	1.2.1		bcb603e613ebaa4ce7284414cc70102f1d22b7b2
io.helidon.security.providers	helidon-security-providers-http-auth	1.3.0		d2a9b0311764dc0c85608a73d1b6dc1dd2e3fc5a
io.helidon.security.providers	helidon-security-providers-http-auth	1.3.1		8ee3878ba7927d520fa238f7278c33771b22de63
io.helidon.security.providers	helidon-security-providers-http-auth	1.4.0		6d4c958bde9d28a0cc34402c8e00705847fdbf95
io.helidon.security.providers	helidon-security-providers-http-auth	1.4.1		b4401388a59b7b3d6f198e306b39eb5e13b1dffe
io.helidon.security.providers	helidon-security-providers-http-auth	1.4.10		8211af980f98a9dea8accef58d3909cec72d93db
io.helidon.security.providers	helidon-security-providers-http-auth	1.4.11		055260cd6d30dee414a3736715d4a56cc8e1b805
io.helidon.security.providers	helidon-security-providers-http-auth	1.4.12		59e154d1ff09dab88c2358eb40e1bb1d3e37d97c
io.helidon.security.providers	helidon-security-providers-http-auth	1.4.13		0e0cbf3380413e6b21cf55315bf06a22c25ea57a
io.helidon.security.providers	helidon-security-providers-http-auth	1.4.14		115ad42df2a5ba52bb70d778331b636eaa6a50ad
io.helidon.security.providers	helidon-security-providers-http-auth	1.4.15		52ab026c3fefec782129add63d71adc991b7007e
io.helidon.security.providers	helidon-security-providers-http-auth	1.4.2		21d6cccc70d6d34f5ad0bbacf35cb673095a15c5
io.helidon.security.providers	helidon-security-providers-http-auth	1.4.3		87ce0607497bd551b8a920d068acfdae08dabc9b
io.helidon.security.providers	helidon-security-providers-http-auth	1.4.4		f85f8c4b2f2451d160ecc2ba619e027cc9a5bb17
io.helidon.security.providers	helidon-security-providers-http-auth	1.4.5		66a4e2c9195d93f82fb80f5851a9d8586e7c7f02
io.helidon.security.providers	helidon-security-providers-http-auth	1.4.6		659ad0a51edfa20332ae4c6b4234edf8995cf54b
io.helidon.security.providers	helidon-security-providers-http-auth	1.4.7		d9aaf7b6a6a45f19d4f05751e29b9bfaf5b37a93
io.helidon.security.providers	helidon-security-providers-http-auth	1.4.8		998a17f2e346d9f8962f1d7503f8a20e5c8644b5
io.helidon.security.providers	helidon-security-providers-http-auth	1.4.9		20352b71c8f1bbaac7f5f3a8c2527a10d469d98f
io.helidon.security.providers	helidon-security-providers-http-auth	2.0.0		7f23929784830f0d483303a92bf0d28f181c83bc
io.helidon.security.providers	helidon-security-providers-http-auth	2.0.0-M1		cd3479616e95a2ad962e3d195dba6ee4cd9c6762
io.helidon.security.providers	helidon-security-providers-http-auth	2.0.0-M2		c35fd5b91738fc34ce972788570aca81e3c186e4
io.helidon.security.providers	helidon-security-providers-http-auth	2.0.0-M3		70c15eba27c290bb71f6d57aae3aee2c1518ab84
io.helidon.security.providers	helidon-security-providers-http-auth	2.0.0-M4		35b79a776ee89d683803c61e22475091cfb1252c
io.helidon.security.providers	helidon-security-providers-http-auth	2.0.0-RC1		2ced7486d96fce25d6f61344f178f20da313519f
io.helidon.security.providers	helidon-security-providers-http-auth	2.0.0-RC2		e26392311bd5610d543cb93087a42ebd337224f9
io.helidon.security.providers	helidon-security-providers-http-auth	2.0.1		a929e05c1b58e17f7447e83213f43f277e951f77
io.helidon.security.providers	helidon-security-providers-http-auth	2.0.2		b7335f4919b57e9ddb5e1eaaba3caea4d94440fc
io.helidon.security.providers	helidon-security-providers-http-auth	2.1.0		cc8be59649281497e00986e3b7071fb08faff1ad
io.helidon.security.providers	helidon-security-providers-http-auth	2.2.0		a4dff580b9ec6bceb2eb7ed5ecb27ac01141984b
io.helidon.security.providers	helidon-security-providers-http-auth	2.2.1		f998279676bdaf1afab7e7fbb5b07bbac82fad40
io.helidon.security.providers	helidon-security-providers-http-auth	2.2.2		53b16d0c8b177f32c34fd51db1c1caaec8fb6aa3
io.helidon.security.providers	helidon-security-providers-http-auth	2.3.0		baefc88d6056de1ef8228acb21936b49df3a17b8
io.helidon.security.providers	helidon-security-providers-http-auth	2.3.1		fd4b2f5ff439ea65b299c8e70a5976a5147d8297
io.helidon.security.providers	helidon-security-providers-http-auth	2.3.2		fd8f99df9b2de2da536e4a60499f67acab52d7e2
io.helidon.security.providers	helidon-security-providers-http-auth	2.3.3		02c877082901979e317d1cbee93a701f55e577cf
io.helidon.security.providers	helidon-security-providers-http-auth	2.3.4		d05b4b0b5514ad8d7a22fb3bdbcc55174da5974c
io.helidon.security.providers	helidon-security-providers-http-auth	2.4.0		cca88690d0053f5cdc9d9727fe150ffbaeccd4ef
io.helidon.security.providers	helidon-security-providers-http-auth	2.4.1		cfae071ae33d8fe3691c7d85b5f42313d3ab5654
io.helidon.security.providers	helidon-security-providers-http-auth	2.4.2		70b22ae72c27c823473cb670b6b34f94c9caa906
io.helidon.security.providers	helidon-security-providers-http-auth	2.5.0		2f1b35ea3b4c17a6046059e0df5189ee8a3d25af
io.helidon.security.providers	helidon-security-providers-http-auth	2.5.1		37682d51c59669063caa98d07af77246d2f2892d
io.helidon.security.providers	helidon-security-providers-http-auth	2.5.2		08a3cf746c6c94e00cbc2c0eff5ec8ad410c19a2
io.helidon.security.providers	helidon-security-providers-http-auth	2.5.3		fec90dd38f78dca53268afa843d4e356ac582b0c
io.helidon.security.providers	helidon-security-providers-http-auth	2.5.4		d219b580131bf01c6cebf946765c2c1f64688fb8
io.helidon.security.providers	helidon-security-providers-http-auth	2.5.5		f0a78e2d1da9189dc8a582e1874fb3f47b554949
io.helidon.security.providers	helidon-security-providers-http-auth	2.5.6		07b0258749667d0b483175aac7da3757a80299f4
io.helidon.security.providers	helidon-security-providers-http-auth	2.6.0		a4d6258d7632c2d66e8fd7988139013fb94f3511
io.helidon.security.providers	helidon-security-providers-http-auth	2.6.1		582a03bf14b3118dba6a2244c0ca7bc5d778b937
io.helidon.security.providers	helidon-security-providers-http-auth	2.6.10		12b9c5da910ca8f1ef703d964c0fbbc11ae247ce
io.helidon.security.providers	helidon-security-providers-http-auth	2.6.11		ef02542e2cf54db4c54f1dedd5585575ae4ae9c2
io.helidon.security.providers	helidon-security-providers-http-auth	2.6.2		d9dc6ada29c55b0612069b72b361567d61dc4ec0
io.helidon.security.providers	helidon-security-providers-http-auth	2.6.3		69d07b1257cfa2ec7a943a72bd2b116d0a60d587
io.helidon.security.providers	helidon-security-providers-http-auth	2.6.4		008e9981d20142cbb01f9526b40ffd493dd2ca2d
io.helidon.security.providers	helidon-security-providers-http-auth	2.6.5		4727867b55014559081284b82c113dc0fd428024
io.helidon.security.providers	helidon-security-providers-http-auth	2.6.6		665b3555366775f4b1dd664183f983c7bf45a371
io.helidon.security.providers	helidon-security-providers-http-auth	2.6.7		64e33e0a30b4d1bb7fc487821ba43880ef720b44
io.helidon.security.providers	helidon-security-providers-http-auth	2.6.8		e192a4daf725784151550c03940ab814305dbc65
io.helidon.security.providers	helidon-security-providers-http-auth	2.6.9		b5eb828fbcd98821790a64e4fd8908db07e84411
io.helidon.security.providers	helidon-security-providers-http-auth	3.0.0		7e1493b79d2d230099617dbb6570296ab0bb18e1
io.helidon.security.providers	helidon-security-providers-http-auth	3.0.0-M1		5c2d0b7dc1be149fac05296bb0e3ad9d3f58bcfc
io.helidon.security.providers	helidon-security-providers-http-auth	3.0.0-M2		6da88b84282704c0d9e971c372c8182374f17690
io.helidon.security.providers	helidon-security-providers-http-auth	3.0.0-RC1		387c70ddb2c036832ebd7572124f689ce66882c0
io.helidon.security.providers	helidon-security-providers-http-auth	3.0.0-RC2		7017fb69c74f02468a508ca08525535f935cd194
io.helidon.security.providers	helidon-security-providers-http-auth	3.0.1		fe92b5c4dd458bffbb2c950226048041812a404f
io.helidon.security.providers	helidon-security-providers-http-auth	3.0.2		c5e1d92b3e35d8bf6671cdb989a2f1c6039f0857
io.helidon.security.providers	helidon-security-providers-http-auth	3.1.0		c5f41d6c01ed05e9ed89ed3620a132be1fd14b19
io.helidon.security.providers	helidon-security-providers-http-auth	3.1.1		14059bf51bdd80a3fc10e389718abe0c2926fe1e
io.helidon.security.providers	helidon-security-providers-http-auth	3.1.2		c7a8ee9f90433cfd499a246a25e8de36d3b2547f
io.helidon.security.providers	helidon-security-providers-http-auth	3.2.0		d57ea6242576fa967d3c68ed93c34364ffce7bda
io.helidon.security.providers	helidon-security-providers-http-auth	3.2.1		9b9db94bc686e1c2cead1b8fc84bf55cbb2f5a3f
io.helidon.security.providers	helidon-security-providers-http-auth	3.2.10		01cd19c1ce95d8e340bab56e438b6f6f5f1f6ead
io.helidon.security.providers	helidon-security-providers-http-auth	3.2.11		0ba7f6755fbe5d9b2bb3b58b4ee02dd75fc20bf4
io.helidon.security.providers	helidon-security-providers-http-auth	3.2.12		5f59c9eb6662de1373514a857cc97b62ee0060d6
io.helidon.security.providers	helidon-security-providers-http-auth	3.2.2		419f5c17c668d84deb802107322cba2f10d5b92f
io.helidon.security.providers	helidon-security-providers-http-auth	3.2.3		471c0c50445f2e4f373cdd370dde8f696b96e6d3
io.helidon.security.providers	helidon-security-providers-http-auth	3.2.4		f95c518953c1d1b4912107e95868afdb81a407e6
io.helidon.security.providers	helidon-security-providers-http-auth	3.2.5		487f3e67766229bd80fc61e503925387e531eea9
io.helidon.security.providers	helidon-security-providers-http-auth	3.2.6		9a65eba6a1d0a01d7b25d9b1839c36959c0e0829
io.helidon.security.providers	helidon-security-providers-http-auth	3.2.7		0052069685014441f3b38429e6f7657ecd90e7f2
io.helidon.security.providers	helidon-security-providers-http-auth	3.2.8		18e028177a500d32988cb127bf8ffd62fb005cb3
io.helidon.security.providers	helidon-security-providers-http-auth	3.2.9		561c82508b8963384937e1403e3893fa902866d7
io.helidon.security.providers	helidon-security-providers-http-auth	4.0.0		5cc0facea5b15cd0312070c06bb9519bc842d692
io.helidon.security.providers	helidon-security-providers-http-auth	4.0.0-ALPHA1		cc9d83dadb95403e9fce950b77eb3f9f670896fa
io.helidon.security.providers	helidon-security-providers-http-auth	4.0.0-ALPHA2		a510152de633d472848f3861784bb3e490bad99c
io.helidon.security.providers	helidon-security-providers-http-auth	4.0.0-ALPHA3		e990d7818c5ec3f32ce739f026a23dba725bd583
io.helidon.security.providers	helidon-security-providers-http-auth	4.0.0-ALPHA4		67fc91c08e3b4e84fe03fb549d10c49344c52efa
io.helidon.security.providers	helidon-security-providers-http-auth	4.0.0-ALPHA5		d081ff41b3d374ad5cfa388791646b90ecd45830
io.helidon.security.providers	helidon-security-providers-http-auth	4.0.0-ALPHA6		09298912769b8b7eed8252e0f488d81b25d39c02
io.helidon.security.providers	helidon-security-providers-http-auth	4.0.0-M1		61b4add8016da6343b9fc27151030da2e675dc93
io.helidon.security.providers	helidon-security-providers-http-auth	4.0.0-M2		a20c2f4a6d4ea3ac8116ab29d4e92f3b18930c2b
io.helidon.security.providers	helidon-security-providers-http-auth	4.0.0-RC1		978a60124d0842cdf37a1f83b56f3b5e26c8f392
io.helidon.security.providers	helidon-security-providers-http-auth	4.0.0-RC2		8fa2a2c9e1c58136270eb41b6e08febc1c5f506e
io.helidon.security.providers	helidon-security-providers-http-auth	4.0.1		d59776d78420c71e51af90e607ee3f17ed7ea276
io.helidon.security.providers	helidon-security-providers-http-auth	4.0.10		574c374a6e23e4c54a2d41440dd76dd46018a246
io.helidon.security.providers	helidon-security-providers-http-auth	4.0.11		a0a8cd7bac374e43c31db491e85deb1ce243f3ac
io.helidon.security.providers	helidon-security-providers-http-auth	4.0.12		b39866cb7b6ccac5a61210e30f9ba16c0b43b1cd
io.helidon.security.providers	helidon-security-providers-http-auth	4.0.2		9f5d3f9cb479f549e4aaa20af8b20dc09f00c9d3
io.helidon.security.providers	helidon-security-providers-http-auth	4.0.3		495ef602e88394bf8ff8faa03bb2f297f9115074
io.helidon.security.providers	helidon-security-providers-http-auth	4.0.4		d3df80139ea347286c286970c4973eab7b0855f1
io.helidon.security.providers	helidon-security-providers-http-auth	4.0.5		be4c449931d5e9d94bdb105a316fc362a72655e1
io.helidon.security.providers	helidon-security-providers-http-auth	4.0.6		c0c0919aec3c4cba3cd07c49e13dba26f6f00ed9
io.helidon.security.providers	helidon-security-providers-http-auth	4.0.7		e1292cad5eb9d7710a6b245ef3cdf7770fb8f44d
io.helidon.security.providers	helidon-security-providers-http-auth	4.0.8		8c0e42864d4f83d4f626781704a6a7078b284836
io.helidon.security.providers	helidon-security-providers-http-auth	4.0.9		3f6f5a25146ad812349e61d72ae58beacbffa015
io.helidon.security.providers	helidon-security-providers-http-auth	4.1.0		519bf9df8b04c4d6423a68af49320887e635e873
io.helidon.security.providers	helidon-security-providers-http-auth	4.1.1		24fc76f215d6f8c71544ee3bf2f8de618ad6b735
io.helidon.security.providers	helidon-security-providers-http-auth	4.1.2		d812399d82f5ad4d0e9cfeed8493e912198ddbc9
io.helidon.security.providers	helidon-security-providers-http-auth	4.1.3		cc6c76061102a6cc7e73227eedb4a6b6bf864026
io.helidon.security.providers	helidon-security-providers-http-auth	4.1.4		9daddf001837a35c056d3d35954afd50bc299c66
io.helidon.security.providers	helidon-security-providers-http-auth	4.1.5		df58f2360927d73bcca85de1446c76ba8563ba10
io.helidon.security.providers	helidon-security-providers-http-auth	4.1.6		c58131129e057091ab54a3ab8f08fd97195cdc08
io.helidon.security.providers	helidon-security-providers-http-auth	4.1.7		e0d3177446cf90677a50ba6311c5dcc8b83e372b
io.helidon.security.providers	helidon-security-providers-http-auth	4.2.0		e2026bae5e0c2b40b79cb5c5f393fd7b58c39eb3
io.helidon.security.providers	helidon-security-providers-http-auth	4.2.1		63ba0490cdb5cad3993960dae8d77c41ffef22fc
io.helidon.security.providers	helidon-security-providers-http-auth	4.2.2		8fe7fafc0bebd90b6a7fd287ebbbf42d34d895e4
io.ktor	ktor-server-cio-js	3.1.0		N/A
io.ktor	ktor-server-cio-js	3.1.1		N/A
io.ktor	ktor-server-cio-js	3.1.2		N/A
io.opentelemetry	opentelemetry-extension-kotlin	0.11.0		a891b83448801e53d7eaf9e9714c230481748ffe
io.opentelemetry	opentelemetry-extension-kotlin	0.12.0		f3b54428e9d99ae8694dae0419f75b46eefdd661
io.opentelemetry	opentelemetry-extension-kotlin	0.13.0		bcae8c0eda2ee1067fb35f80b09bd7a70bbeb845
io.opentelemetry	opentelemetry-extension-kotlin	0.13.1		f15ee6a742f0999c2cbff2523195f83d9d343b8d
io.opentelemetry	opentelemetry-extension-kotlin	0.14.0		635ddd36bd0a3aa64cfaa36716a7ac81b8af66b3
io.opentelemetry	opentelemetry-extension-kotlin	0.14.1		1ad8a8a73cd9341167894f9642d8013fdfef04f7
io.opentelemetry	opentelemetry-extension-kotlin	0.15.0		49407475cef509bdf0e36cb2312e77945f708ed4
io.opentelemetry	opentelemetry-extension-kotlin	0.16.0		3f887cd2f1f002b18dcd2aa1bf53ddb7740131e0
io.opentelemetry	opentelemetry-extension-kotlin	0.17.0		96e8686e83bfbde2b3ebeac9e7e36b51c6c34ebb
io.opentelemetry	opentelemetry-extension-kotlin	0.17.1		2bc6e644bcda430393e01db6e49e680b167e5d39
io.opentelemetry	opentelemetry-extension-kotlin	1.0.0		c25acfd969c8a004b04e8ac962bec9847758d0f5
io.opentelemetry	opentelemetry-extension-kotlin	1.0.1		671afc45d2bd23463485c22a3903efa589370673
io.opentelemetry	opentelemetry-extension-kotlin	1.1.0		b46f02086437f7568054e8d7acd862efcaf294e6
io.opentelemetry	opentelemetry-extension-kotlin	1.10.0		60a2b9ea2b5520cfaa228ecc9a5fdf8af12dab17
io.opentelemetry	opentelemetry-extension-kotlin	1.10.0-rc.1		3adda3449e3449d64f4d0e9fb475b7b144c2fb01
io.opentelemetry	opentelemetry-extension-kotlin	1.10.0-rc.2		3159247d8c5519a293f7ace65167d5257d29f39b
io.opentelemetry	opentelemetry-extension-kotlin	1.10.1		8eb4a89c1233811a2fc5dafb87c76ac34250ff27
io.opentelemetry	opentelemetry-extension-kotlin	1.11.0		89cbcbea1de87f89ffe906419bed4a5495ebd661
io.opentelemetry	opentelemetry-extension-kotlin	1.12.0		c7e70ab7da593313bdcea374647167d0457bca34
io.opentelemetry	opentelemetry-extension-kotlin	1.13.0		4d554568106952f3960f447b472fc8e6aa300a1a
io.opentelemetry	opentelemetry-extension-kotlin	1.14.0		3d3465f566f3f44fb9ec1910a8bdc4f0f190f614
io.opentelemetry	opentelemetry-extension-kotlin	1.15.0		62334319537006e685ca9251140819d99a32037c
io.opentelemetry	opentelemetry-extension-kotlin	1.16.0		c229746c4e287c8e8f3ea9b20071ee2a59e34cc8
io.opentelemetry	opentelemetry-extension-kotlin	1.17.0		ae45e057e74a275069ff428981089e53411bd736
io.opentelemetry	opentelemetry-extension-kotlin	1.18.0		3981ffa48389fb2d9479a898c5c009bbaab6663e
io.opentelemetry	opentelemetry-extension-kotlin	1.19.0		39d6deb542940e4c2e05cb0aedd8718cadf29ab8
io.opentelemetry	opentelemetry-extension-kotlin	1.2.0		083ea97b94a98e295751ae6e058163cc7495ad58
io.opentelemetry	opentelemetry-extension-kotlin	1.20.0		111f9e9f45280c46e6f397ca4a751ef945ab22f9
io.opentelemetry	opentelemetry-extension-kotlin	1.20.1		37ea684e67988b3f2b6faff28d94b4ae1acafb3e
io.opentelemetry	opentelemetry-extension-kotlin	1.21.0		86809f2708d9def1e1d9e467133bf0e89c0327d7
io.opentelemetry	opentelemetry-extension-kotlin	1.22.0		e6be62575c29be8bc44524cd8a3703649b1730fe
io.opentelemetry	opentelemetry-extension-kotlin	1.23.0		067a23633e6f194700c6974cf77c8c48e5b693c5
io.opentelemetry	opentelemetry-extension-kotlin	1.23.1		d44907839d1d57cf329d00d8743a620c34f6a18b
io.opentelemetry	opentelemetry-extension-kotlin	1.24.0		d36f1fd846c33090a9c5c2e733b96fba84a9cacf
io.opentelemetry	opentelemetry-extension-kotlin	1.25.0		be6fff69e954f1085023ec3f708420c2be1563f1
io.opentelemetry	opentelemetry-extension-kotlin	1.26.0		92b369786255294080f420d315430a60e824750f
io.opentelemetry	opentelemetry-extension-kotlin	1.27.0		270782ab5d8cf8d2afdce58da4f091606569c768
io.opentelemetry	opentelemetry-extension-kotlin	1.28.0		d296e21a8ba5a8a63b925e5bf00037510d98f8ce
io.opentelemetry	opentelemetry-extension-kotlin	1.29.0		be5a0dd15296122a77ba3a066d7a9ac1627aa71b
io.opentelemetry	opentelemetry-extension-kotlin	1.3.0		8568054fa9a460c86e3bf27140cc9f9f5ae87c72
io.opentelemetry	opentelemetry-extension-kotlin	1.30.0		efd4e603aa459dbc25b4265278f147113cad28f4
io.opentelemetry	opentelemetry-extension-kotlin	1.30.1		1da70efa97fcecce3960583d30eb0303ced08105
io.opentelemetry	opentelemetry-extension-kotlin	1.31.0		df32df223d3815c72ea56704c217227b531a3ebb
io.opentelemetry	opentelemetry-extension-kotlin	1.32.0		25ba708c5105614eb6691fbdfb5cb00376bc466a
io.opentelemetry	opentelemetry-extension-kotlin	1.33.0		90840eebe44cf816cf115fbc6502de0afca4e3c8
io.opentelemetry	opentelemetry-extension-kotlin	1.34.0		02c770e6ae8934a91665edc879b8f460281612e8
io.opentelemetry	opentelemetry-extension-kotlin	1.34.1		bdcd23dc357c4d3e53ccb7e2bfdc082618d755f5
io.opentelemetry	opentelemetry-extension-kotlin	1.35.0		e65456df87badb984f872e5c7bc8f7a59a57a6b6
