ai.yda-framework	website-retriever-starter	0.1.0		053be3cb6925fc4de470a09b1a154495640b5d23
com.apihug	it-common-spring-data	0.2.3-RELEASE		7e40d5b7bac11355335d06e0bd68c624d93b289c
com.apihug	it-common-spring-data	0.2.4-RELEASE		6b6c3c57630f28115f0a700268d20363e80f784f
com.apihug	it-common-spring-data	0.2.5-RELEASE		dd9c3f4e3cbe54acddb83759d161f12bf4c51970
com.apihug	it-common-spring-data	0.2.6-RELEASE		1a07a75889d29fb7157c56035d48b301a1a53474
com.apihug	it-common-spring-data	0.2.7-RELEASE		d175b663b4c8d01840e5aaf57ca9f8667a8e6009
com.apihug	it-common-spring-data	0.2.8-RELEASE		1784e030ce8a4288051f70fedb46172af30062c0
com.apihug	it-common-spring-data	0.2.9-RELEASE		b9de6993e2f1318f01334b10527b987b424bbecf
com.apihug	it-common-spring-data	0.3.0-RELEASE		36a8e1be0815f24ec7db55b4b391e691a8e2c683
com.apihug	it-common-spring-data	0.3.1-RELEASE		de3996daacfea086d5db45c54f73d51eda06fdcf
com.apihug	it-common-spring-data	0.3.2-RELEASE		225d7ff7c6d8bbb60e02bb7fb90cbdadf536f121
com.apihug	it-common-spring-data	0.3.3-RELEASE		01a008466c3f1335200ba8bc4d7d819332a2ff90
com.apihug	it-common-spring-data	0.3.4-RELEASE		16efffbb0b94e0a765f8973289fed13c2265103c
com.apihug	it-common-spring-data	0.3.5-RELEASE		b6af0420bca2bef41efcf2283039203cf67856bd
com.apihug	it-common-spring-data	0.3.6-RELEASE		a6394b80acdecf1519b9fd27c6abebca38a2f673
com.apihug	it-common-spring-data	0.3.7-RELEASE		42305f43e8f86f0d155aafaad2bf98757bd69fa2
com.apihug	it-common-spring-data	0.3.8-RELEASE		2ed09909454b94f6232a65ba0af23a35a727e19f
com.apihug	it-common-spring-data	0.3.9-RELEASE		101c2560bde03e3554a6739384467e4423da3f40
com.apihug	it-common-spring-data	0.4.0-RELEASE		1441a503e7a56e0a02766f80766274f9722a6296
com.apihug	it-common-spring-data	0.4.1-RELEASE		2f7e6d31a1bca3a93924955e3294bad35c3b6900
com.apihug	it-common-spring-data	0.4.2-RELEASE		74ed31f5cf41e349dede0c8259c37701b40714ee
com.apihug	it-common-spring-data	0.4.3-RELEASE		7807303dbcbf3615ace46bc25a781f7fc5d660bd
com.apihug	it-common-spring-data	0.4.4-RELEASE		5f6d7141ea55d7a58f80590a2c501d94cafd9018
com.apihug	it-common-spring-data	0.4.5-RELEASE		23f3175ce35cc22eaf94df18ce00f5cbe090b304
com.apihug	it-common-spring-data	0.4.6-RELEASE		485d6065083a3da011d4e803e71dc343c6da1498
com.apihug	it-common-spring-data	0.4.7-RELEASE		e56885260405588bad16b4cd6c7fb17fee9ac978
com.apihug	it-common-spring-data	0.4.8-RELEASE		b28befff3759b2d4fe550050d8a2e8590e5c9157
com.apihug	it-common-spring-data	0.4.9-RELEASE		58a23909803bfd57fe792ef816bfd9107266cf3a
com.apihug	it-common-spring-data	0.5.0-RELEASE		5fdd3df4a9f280072728950da3c4a5c331bc098d
com.apihug	it-common-spring-data	0.5.1-RELEASE		877795decfec0497c3f11d2b1215e0534880ae24
com.apihug	it-common-spring-data	0.5.2-RELEASE		7de45a92d4cc4e28fc5935fcb958592965d57205
com.apihug	it-common-spring-data	0.5.3-RELEASE		ab28c8431e31c29bc334519d66fc1f293ca56f67
com.apihug	it-common-spring-data	0.5.4-RELEASE		1c00af33a2fe8daf1ac95708b65fd14ef056b0d7
com.apihug	it-common-spring-data	0.5.5-RELEASE		728ad253662f67153055e3bd606a236c733d16ce
com.apihug	it-common-spring-data	0.5.6-RELEASE		d283e73d8ebcd09f5ad0cfa927f1a673e8ac1cc4
com.apihug	it-common-spring-data	0.5.7-RELEASE		4263cfdc01d0e1923af49a98c5b17f7f80ffdc1f
com.apihug	it-common-spring-data	0.5.8-RELEASE		562aaf34c7538d4cebdb99e2e4658d4a22bd4505
com.apihug	it-common-spring-data	0.6.0-RELEASE		a359b2b2f2dc9c7f9d96cb826247f0497644f609
com.apihug	it-common-spring-data	0.6.1-RELEASE		76620db9412574f05d0efbe126e3b7173fc3f701
com.apihug	it-common-spring-data	0.6.2-RELEASE		c61ca1882a6b82120de5b8366aca8c94945007ca
com.apihug	it-common-spring-data	0.6.3-RELEASE		42f5e2eb044e30a9fc687ba2af479631a2a5bcb2
com.apihug	it-common-spring-data	0.6.4-RELEASE		7cf954b6b156ef291f943c7043837645303f64c2
com.apihug	it-common-spring-data	0.6.5-RELEASE		ada14a27e4db65d4606a7ba87d62dd32700fb72e
com.apihug	it-common-spring-data	0.6.6-RELEASE		ac50902659ef7f450cc46a94df1f15be11d79d22
com.apihug	it-common-spring-data	0.6.8-RELEASE		ac16579bfa7d2c937caa9dc9042cdd637d774f92
com.apihug	it-common-spring-data	0.6.9-RELEASE		6aa5ff2899f0d8294dd8c27166715554fd69e0d9
com.apihug	it-common-spring-data	0.7.0-RELEASE		b5bc6ddc82a49142d0f94ba067ce330b575f0748
com.apihug	it-common-spring-data	0.7.1-RELEASE		ebc2c5265d91b6d14ccd377b93813ad8f12235ad
com.apihug	it-common-spring-data	0.7.2-RELEASE		f517993754afabbc1de8dab8b9703d28fd731ec8
com.apihug	it-common-spring-data	0.7.3-RELEASE		9c73f3b30186ec6efa4e77c2a320308365b92447
com.apihug	it-common-spring-data	0.7.4-RELEASE		846aa48407afe4e1fdeb9e1c859db2f177d889a5
com.apihug	it-common-spring-data	0.7.5-RELEASE		0b8b343b9415d8832ffa50a3c7f2285591bab62e
com.apihug	it-common-spring-data	0.7.6-RELEASE		2c1bae5041fc821bce58c9519c19b7b5f5a995b4
com.apihug	it-common-spring-data	0.7.7-RELEASE		d8c4d38e0b980fb18e5e8430815230e3bed5e479
com.apihug	it-common-spring-data	0.7.8-RELEASE		54998b41080b8120550da880e755a4e9a648e426
com.apihug	it-common-spring-data	0.7.9-RELEASE		fdb14ba3f1a7abfac98ec5a9ada332052f3cb822
com.apihug	it-common-spring-data	0.8.0-RELEASE		a4e06fdaf451288ea8f578fc6bba4e18726bf4f9
com.apihug	it-common-spring-data	0.8.1-RELEASE		06f754d2b90665b23c661390629359fe46622f48
com.apihug	it-common-spring-data	0.8.2-RELEASE		15ffce2556fce13e5244335cfd7a02b7b9eb8034
com.apihug	it-common-spring-data	0.8.3-RELEASE		ff15b7522777dde0127f706c9635db88b9787598
com.apihug	it-common-spring-data	0.8.4-RELEASE		1a958d89d5575fd53d9f923b42758a3a436c76e2
com.apihug	it-common-spring-data	0.8.5-RELEASE		f86e61c533d1c835cee0c3c5d6edd60ff7c2785c
com.apihug	it-common-spring-data	0.8.6-RELEASE		2bc2fca146a09f0f279ff4dc90aa69f7b278e731
com.apihug	it-common-spring-data	0.8.7-RELEASE		0db393a1a2465ecfa529b5dc3372501bf2f11fb9
com.apihug	it-common-spring-data	0.8.8-RELEASE		3cf181234b4973b12e030855124653aa2cb66203
com.apihug	it-common-spring-data	0.8.9-RELEASE		2e401c8377ba1734ddccb5230f9cababebc00bbe
com.apihug	it-common-spring-data	0.9.0-RELEASE		633c33dad0e2e5fb5174b8601b568c0bc082ea26
com.apihug	it-common-spring-data	0.9.1-RELEASE		493f998c486c653ec61748f41a2f3f824187c803
com.apihug	it-common-spring-data	0.9.2-RELEASE		e00a7b4cb6c1143c0fd45d1b01a25abf24052c9c
com.apihug	it-common-spring-data	0.9.3-RELEASE		3c4f4ccdbcc773e6106507fe0785b977a38fcf7d
com.apihug	it-common-spring-data	0.9.4-RELEASE		5b3b389b897a36c4f89bb71139b4d1ca3953f199
com.apihug	it-common-spring-data	0.9.5-RELEASE		f7ca1af7d012bfb58ba203abd0eee31bd23f55e9
com.apihug	it-common-spring-data	0.9.6-RELEASE		03935b90b56ea82bc43389805c29b236e8895431
com.apihug	it-common-spring-data	0.9.7-RELEASE		6add70f09420d3a1f9bc55f2446f21318cb68179
com.apihug	it-common-spring-data	0.9.7-r1		ff226ae62711582f30a801030ae3e6b160198b9e
com.apihug	it-common-spring-data	0.9.8-RELEASE		214bb84ffe00ae1ff04c5380a3c78ddcbe2d2696
com.apihug	it-common-spring-data	0.9.9-RELEASE		e00b49a4fa1483aece1bf01415da37e4a243031c
com.apihug	it-common-spring-data	0.9.9-r1		373052d0392f6167dc2a6812e2a93853c200b383
com.apihug	it-common-spring-data	0.9.9-r2		32fc716ff68d5122751ce83fafe890d712db6a45
com.apihug	it-common-spring-data	0.9.9-r3		5d681c93e2637e23a7ec52aad2225e50b9f8cd5a
com.apihug	it-common-spring-data	0.9.9-r4		d80564057b9ae92f3bb60768648691e341464685
com.apihug	it-common-spring-data	0.9.9-r5		5da12afc60f7a24fb611991ca0d148df950732f1
com.apihug	it-common-spring-data	0.9.9-r6		17b01d3e489840645999a4dd7d65370bdc9ae680
com.apihug	it-common-spring-data	1.0.0-RELEASE		33bfad93c6e9b9ac0875cff991be0ccc34ec3d78
com.apihug	it-common-spring-data	1.0.1-RELEASE		5790027b3702667a6278c66e584b14d11f9b4b87
com.apihug	it-common-spring-data	1.0.2-RELEASE		5f438c5a7caa2a9ed79556c2e96bac41ea93ce7a
com.apihug	it-common-spring-data	1.0.3-RELEASE		bf7b942d07b5779c2699874f038703afdd040752
com.apihug	it-common-spring-data	1.0.4-RELEASE		c0e5ae608b0a7587c6c2ed91f86ca76a0e2d50ed
com.apihug	it-common-spring-data	1.0.5-RELEASE		24cf0e2b0cb7398035dfbd1b9cb22a4e1725c28e
com.apihug	it-common-spring-data	1.0.6-RELEASE		31a26512229762ef7b56310e03536ebd8bf4e2b0
com.apihug	it-common-spring-data	1.0.7-RELEASE		5c532ef855b80482cec74054d693e21ac9093f42
com.apihug	it-common-spring-data	1.0.8-RELEASE		cc42b785c6dede641f7b4ada562f85074b1aae2e
com.apihug	it-common-spring-data	1.0.9-RELEASE		73841d594dc5bdf8b03af91dc724075ce934f351
com.apihug	it-common-spring-data	1.1.0-RELEASE		cf7616a0db2a0e4bcb312a784e6c312bb4223713
com.apihug	it-common-spring-data	1.1.1-RELEASE		c7fc4e6a4ad3bd7a1c31f4e632139e53219d2bd7
com.apihug	it-common-spring-data	1.1.2-RELEASE		28b69c556bb54e21a96bc2add8edfcc793abc822
com.apihug	it-common-spring-data	1.1.3-RELEASE		ae7ebeb6125b9a65162a9d2b40898c613def4ab1
com.apihug	it-common-spring-data	1.1.4-R1		8a50fa557b3ca76aa4be38379e2505e14d4ec7f1
com.apihug	it-common-spring-data	1.1.4-RELEASE		8737d1b3a9214033289b661cc7da33708d92a7bf
com.apihug	it-common-spring-data	1.1.6-RELEASE		c82a28d861bb3b1ab0d1d834bf224517fc740ffc
com.apihug	it-common-spring-data	1.1.7-RELEASE		3d79557e34736293b9e47d25796514a7d775d5ac
com.apihug	it-common-spring-data	1.1.8-RELEASE		6dbf1ab8d4ec9838a3d92534811090dc116b39d1
com.apihug	it-common-spring-data	1.1.9-RELEASE		3a60ec5ee2fa3d81528953b35475c94021550c81
com.apihug	it-common-spring-data	1.2.0-RELEASE		b73f1a7c40bd9c9a7b925706d23c2ccc7d6ee0c8
com.apihug	it-common-spring-data	1.2.1-RELEASE		2490770991e0d715861a796a8f3dd6212ac7cf3d
com.apihug	it-common-spring-data	1.2.2-M6		746e6e86696b8dab01bcb4e50ad66b9825ef26e1
com.apihug	it-common-spring-data	1.2.2-R1		25a6b756208992c86835931c6776769068eeb7ae
com.apihug	it-common-spring-data	1.2.2-R2		b9af9cc7eb6c8e161884ecca02e404bc7fd4f7e6
com.apihug	it-common-spring-data	1.2.2-R3		ed0e00f9600f329eaab7692032e03626ed78ec76
com.apihug	it-common-spring-data	1.2.2-R4		85c3aea2d1a7dfff1fcd2881b6d5b7bed7a1f812
com.apihug	it-common-spring-data	1.2.2-R5		479f29bec6d1c747dca3dc65580c11e379fe673f
com.apihug	it-common-spring-data	1.2.2-RELEASE		b9715f22d03c4065734d1c00149b67a926505524
com.apihug	it-common-spring-data	1.2.3-M1		8389322b7d026dcea2579662f06a462dece01247
com.apihug	it-common-spring-data	1.2.3-RELEASE		40044ff18eb748d67dde97d4d47fb097514ba102
com.apihug	it-common-spring-data	1.2.4-RELEASE		01c4712133078d4a1a6c2b44fa30638bca1e9bbf
com.apihug	it-common-spring-data	1.2.5-RELEASE		7c8bca113b6200fdcac55656b550628ca497795a
com.apihug	it-common-spring-data	1.2.6-RELEASE		0b45a1321ed41711cbdff46e402a3235af8497f8
com.apihug	it-common-spring-data	1.2.7-RELEASE		7abf63db97f4b2dbb51a3b6251bcd4a967105234
com.apihug	it-common-spring-data	1.2.8-RELEASE		7ccd6f6ab1e9927876f0c86da118752b768e3129
com.apihug	it-common-spring-data	1.2.9-RELEASE		19cfc29e8df9338df793936f6ccd3187426f4578
com.apihug	it-common-spring-data	1.3.0-RELEASE		fb4f0f1cc06b153f7a3209ce4cc88253ef44e838
com.apihug	it-common-spring-data	1.3.1-RELEASE		c49111d160a212b52fbca443bd310a668ee1b21e
com.apihug	it-common-spring-data	1.3.2-RELEASE		144f18fadec2f9ac23658d16a0f1ceaea57eefd4
com.apihug	it-common-spring-data	1.3.3-RELEASE		2b7535d34c9757bd153b07732b5f257d9fa64a36
com.apihug	it-common-spring-data	1.3.4-RELEASE		f10925f5e9297647e991293658cfc76b128462a7
com.apihug	it-common-spring-data	1.3.5-M1		a17908386c9b279a0083196cf628272b9d6b334a
com.apihug	it-common-spring-data	1.3.5-M2		48f20d178023b363b060382859dc96ba711781bc
com.apihug	it-common-spring-data	1.3.5-RELEASE		d856ff12655a2be23b962a33db983727ac4f9e32
com.apihug	it-common-spring-data	1.3.6-M1		b613c90a4131f8a4be85653b6c191c59eae1adcb
com.apihug	it-common-spring-data	1.3.6-RELEASE		2314a515db82997be970b5226aadece09b35ff5e
com.apihug	it-common-spring-data	1.3.7-RELEASE		45bc0963a78922ffd1f41a8bedece3b5c0bb1f8a
com.apihug	it-common-spring-data	1.3.8-M1		e6beda37f3c0abdcf7c12c396fcb4278442d3387
com.apihug	it-common-spring-data	1.3.8-RELEASE		8a23e0540ae824f3d6567c7e8941bd2f53a6bbe4
com.day.commons	day-commons-json	2.0.2		090d5d33186d3dccc8010fd1f6cbf70391030322
com.github.aloiscochard.sindi	sindi_2.9.1	0.5		7199d7ba26bcf4d41621b0bfc09070ad545c8d11
com.github.aloiscochard.sindi	sindi_2.9.1	1.0-RC1		e5a7a6a6e84ca22624d933a578dcef3b1bbd7569
com.github.fashionbrot	mars-config-springboot-starter	2.0.0		9f7eec326c9b7cdd8174eb515086fc9993db6c20
com.github.haifengl	smile-scala_2.10	1.2.1		c1178e85af73561522e51faa80375f97810ec859
com.github.haifengl	smile-scala_2.10	1.2.2		098afa16121954bb3db79060202b0e9f77db2724
com.github.haifengl	smile-scala_2.10	1.2.3		d5c06bbb1a2b963c4d1cdadaa12c841f07f37d98
com.github.haifengl	smile-scala_2.10	1.3.0		dd7db4433bca135a86d7cfc0efbbc1145f84e73e
com.github.haifengl	smile-scala_2.10	1.3.1		4cc92d085f0ae9fb9353d00c734e9a40c2578988
com.github.haifengl	smile-scala_2.10	1.4.0		49e3e0bcacc60b4c65f94dbb4cbe61964f25a18e
com.github.haifengl	smile-scala_2.10	1.5.0		1ea4de93635be35d7de142c67e954bb717209faa
com.github.haifengl	smile-scala_2.10	1.5.1		54851bd07b209a0cf3815156ef17d28f37ad8f0c
com.github.haifengl	smile-scala_2.10	1.5.2		6d0999735b055f4217ea0b285cbd93cd3efbde73
com.github.haifengl	smile-scala_2.10	1.5.3		963357dc463956d6bec284133dc6b89907573a29
com.github.jelmerk	hnswlib-spark_3_1_2.12	1.1.1		a7fd3fa9ada0c34ccc866a308644d7e4e8da0510
com.github.jelmerk	hnswlib-spark_3_1_2.12	1.1.2		3982bb26317014372e0322d01bb21b181400cb16
com.github.jelmerk	hnswlib-spark_3_1_2.12	1.1.3		3a32b19db2ce0afffc9a10a785adb1b21b34dc24
com.github.jmkgreen.morphia	morphia	1.0		460f98897c381a90d6acca75945827bddd37d24b
com.github.jmkgreen.morphia	morphia	1.2.2		4a6fd1bc743307a0d6af89b601ca9c19c11b4332
com.github.jmkgreen.morphia	morphia	1.2.3		19ea525a925c167d9512b595a3573e4630eb9b97
com.github.joschi	dropwizard-java8-jdbi	0.2.0		d6013bdff85afbff50fced8e129ea4a5368ba804
com.github.rebue.scx	config-server	1.0.6		c9206ccf87f0547299a7847411fb47918b3198f3
com.github.rebue.scx	config-server	1.0.7		de4c0f030f26e51b37041d7892b4af0dd2253405
com.github.rebue.scx	config-server	1.1.0		ee4a19c1cc0c478d906f0682c65be898566c01cd
com.hazelcast	hazelcast-3-connector-interface	5.0		dadf13cdada0d29ee1bb7e56e5a81dad3a666de1
com.hazelcast	hazelcast-3-connector-interface	5.0-BETA-1		279ac4a72945ca654d89c9114c255e06dbce9acc
com.hazelcast	hazelcast-3-connector-interface	5.0-BETA-2		863c3addca38dfe3f46b7c3c137f0b5d51994747
com.hazelcast	hazelcast-3-connector-interface	5.0.1		9966a9f1cb79a28cc91cf5e030fc1e4eab541532
com.hazelcast	hazelcast-3-connector-interface	5.0.2		476c6fdce04d94b686961feefd1527bdae08c58d
com.hazelcast	hazelcast-3-connector-interface	5.0.3		b33703fdad295e49b3c763b9886684f9a7a22555
com.hazelcast	hazelcast-3-connector-interface	5.0.4		75b843ca5cf4d056585985811c56ff8c573f1dca
com.hazelcast	hazelcast-3-connector-interface	5.0.5		751c92653fac8effe3844732c49fce72cc05929d
com.hazelcast	hazelcast-3-connector-interface	5.1		d0527b0b3d5c0dd53e12a929e02ffa49b07b92e0
com.hazelcast	hazelcast-3-connector-interface	5.1-BETA-1		95eeb77b1230444e3773dbca6a9690011824fe0d
com.hazelcast	hazelcast-3-connector-interface	5.1.1		081a75f75cd1baa934f7e5349d4f8f2b2b51a57b
com.hazelcast	hazelcast-3-connector-interface	5.1.2		ab93ad94b5e9ac0e97077591f25ed4468c97619b
com.hazelcast	hazelcast-3-connector-interface	5.1.3		3bb54bfa1a6cab675f83111e01aeafca87b52350
com.hazelcast	hazelcast-3-connector-interface	5.1.4		4ccdec2d5f1e37ad4ed30006337bfabafbe4a0bf
com.hazelcast	hazelcast-3-connector-interface	5.1.5		78500234f7bf1e17199468fba005373a41ee5b74
com.hazelcast	hazelcast-3-connector-interface	5.1.6		bf4d4883551c1e6011178d231b4f551d7bbb6ff5
com.hazelcast	hazelcast-3-connector-interface	5.1.7		46464abfaf5a8c713b90d026afe467df269a1630
com.hazelcast	hazelcast-3-connector-interface	5.2-BETA-1		cc4beb68a73696404a4002da81a69a23d1268341
com.hazelcast	hazelcast-3-connector-interface	5.2.0		5d1b7c9fb81cf38aae55d05ae89fd2c8f0f3a49d
com.hazelcast	hazelcast-3-connector-interface	5.2.1		ffc382b354adab4e8a472a1f399cbd8fd5da2271
com.hazelcast	hazelcast-3-connector-interface	5.2.2		199dad279c86d13458815425d6e67656144ef511
com.hazelcast	hazelcast-3-connector-interface	5.2.3		c60d850b4dda388bade28b573a779626466f0978
com.hazelcast	hazelcast-3-connector-interface	5.2.4		9ae04e93eea842ae30d8eece39b90f92ff128ea6
com.hazelcast	hazelcast-3-connector-interface	5.2.5		02af1268a5533519ef93dca10018f6bdce281ad3
com.hazelcast	hazelcast-3-connector-interface	5.3.0		07980d080516f7f6cc9ce078a7cc087f32eb3e30
com.hazelcast	hazelcast-3-connector-interface	5.3.0-BETA-1		69f0c3ef2ce16bbe76235efc3afc743c99fa77ca
com.hazelcast	hazelcast-3-connector-interface	5.3.0-BETA-2		88c0ccc8838cb4a21afb16b251b994a948047fcb
com.hazelcast	hazelcast-3-connector-interface	5.3.1		931d44b12e722b3d0b04d4ad1b46b63e0394db2a
com.hazelcast	hazelcast-3-connector-interface	5.3.2		3665255ac9a46712b188942f1e35d65cb3b05811
com.hazelcast	hazelcast-3-connector-interface	5.3.4		63b78b2873f1c23b5d9dadbd0560abdd8f5eb33f
com.hazelcast	hazelcast-3-connector-interface	5.3.5		3bc60906cabb1fbde5ed1a24a4b5f5cca8bfd3c1
com.hazelcast	hazelcast-3-connector-interface	5.3.6		ff469de9d87b710ea7e3f556869614d057a07357
com.hazelcast	hazelcast-3-connector-interface	5.3.7		39548511ed7a4a319520f14398954c44c75ed97f
com.hazelcast	hazelcast-3-connector-interface	5.3.8		fd3e2bff3c2ac8fc16465ba925c8c06a4c7f7c88
com.indoles.clj	jobs-state-chan	0.1.0		e49c0876aa8416c08d7120240103b54bc151b054
com.indoles.clj	jobs-state-chan	0.1.1		eba0337e5dead8d8c19109737273b886c67d99ba
com.indoles.clj	jobs-state-chan	0.1.2		d362f93656fd834e139c07439d817c395f3acf3e
com.jslsolucoes	ftp-client	1.0.0		080ad00b6dc4eed140acfa8a9fad508f2a381b4f
com.lihaoyi	mill-scalanativelib_3	0.13.0-M0		5caffa33fcbeddad1b17671f3d2d6a03c50aa8bf
com.lihaoyi	mill-scalanativelib_3	0.13.0-M0-104-076678		1519e4dc94e237b6007e6d005b4bfa54263bf2a5
com.lihaoyi	mill-scalanativelib_3	0.13.0-M0-174-bdd60a		79c4777f994d68f2800060d9e8783984779a4ceb
com.lihaoyi	mill-scalanativelib_3	0.13.0-M0-178-c36697		2cc7cc3d004c08d1639164710a124d96e4e7e81c
com.lihaoyi	mill-scalanativelib_3	0.13.0-M0-222-c61593		1c8a507afc45f8facc6fd490e06468e761802e0c
com.lihaoyi	mill-scalanativelib_3	0.13.0-M0-228-2dc2a6		6a618c2f6e7d1c30dc40447d57d1a11ae7771eb7
com.lihaoyi	mill-scalanativelib_3	0.13.0-M0-93-a6992e		ee39ea8d1c2b141080b1d29faa9cf4c500c0f32d
com.lihaoyi	mill-scalanativelib_3	0.13.0-M0-95-606de3		9857226546c202744eab945d2cb74d2d72299f1d
com.lihaoyi	mill-scalanativelib_3	0.13.0-M1		5bc5edae7dfe73e1f2dd089959f2c5449f62434f
com.lihaoyi	mill-scalanativelib_3	0.13.0-M1-17-0d25d2		a3f12bae805ef0d33045c6d6bb51636052e21ee2
com.lihaoyi	mill-scalanativelib_3	0.13.0-M1-2-c0b707		df25693071965a5da72bc98622e0c97404eb4e07
com.lihaoyi	mill-scalanativelib_3	0.13.0-M1-42-12ae00-DIRTYb430af9		eba5188c917133fcb3b91e1b27ed7bdc6c7102a0
com.lihaoyi	mill-scalanativelib_3	0.13.0-M1-43-b217bc		694fc68ca38b7b74441d83109ed5809f6469a5af
com.meltmedia.jgroups	jgroups-aws	1.0.0		02229099a4e42d407f1cc05a8c8a0cfa25795990
com.meltmedia.jgroups	jgroups-aws	1.1.0		0638ae432da6dbdfa8bd9c0519bc1af6001833c7
com.meltmedia.jgroups	jgroups-aws	1.2.0		f459b688216b63841045c55c96c00e7d4158252b
com.meltmedia.jgroups	jgroups-aws	1.3.0		0bf8dc6394682f24cd31dc96d277995636e12e26
com.meltmedia.jgroups	jgroups-aws	1.3.1		844e130cae99df1680e0f8b1852c80c51d759208
com.meltmedia.jgroups	jgroups-aws	1.4.0		f739744c771085a4b77f0ab93b8faa91a9e3c8d8
com.meltmedia.jgroups	jgroups-aws	1.4.1		a26c2605f2d45671b273a6dfc691fbf677b430a6
com.meltmedia.jgroups	jgroups-aws	1.4.2		1cb7846010a8c653a3aaf9c14d35a8f901df8bca
com.meltmedia.jgroups	jgroups-aws	1.5.0		3aea0e753f23e44030d5432b38820b8aae38c113
com.meltmedia.jgroups	jgroups-aws	1.6.0		588f3c1350bed0bd443d2d476bb10788bf4c4c54
com.meltmedia.jgroups	jgroups-aws	1.6.1		be85fa161698c5dc674959dabb083cc0ebffea18
com.powersync	compose-android	0.0.1-ALPHA17		N/A
com.powersync	compose-android	1.0.0		N/A
com.powersync	compose-android	1.0.0-BETA1		N/A
com.powersync	compose-android	1.0.0-BETA10		N/A
com.powersync	compose-android	1.0.0-BETA11		N/A
com.powersync	compose-android	1.0.0-BETA12		N/A
com.powersync	compose-android	1.0.0-BETA13		N/A
com.powersync	compose-android	1.0.0-BETA14		N/A
com.powersync	compose-android	1.0.0-BETA15		N/A
com.powersync	compose-android	1.0.0-BETA16		N/A
com.powersync	compose-android	1.0.0-BETA17		N/A
com.powersync	compose-android	1.0.0-BETA18		N/A
com.powersync	compose-android	1.0.0-BETA19		N/A
com.powersync	compose-android	1.0.0-BETA2		N/A
com.powersync	compose-android	1.0.0-BETA20		N/A
com.powersync	compose-android	1.0.0-BETA21		N/A
com.powersync	compose-android	1.0.0-BETA22		N/A
com.powersync	compose-android	1.0.0-BETA23		N/A
com.powersync	compose-android	1.0.0-BETA24		N/A
com.powersync	compose-android	1.0.0-BETA25		N/A
