avalon-http	avalon-http-impl	1.3		4c94db682c1118a3385348f8b4cb378ffd89d1f2
com.decathlon.tzatziki	tzatziki-mapper	1.0.48		573535ea9b85b75f7c695fab081722cade40bf57
com.decathlon.tzatziki	tzatziki-mapper	1.0.49		1f04aacf46253b38cad063cb9d0be969fafd30f8
com.decathlon.tzatziki	tzatziki-mapper	1.0.50		98d90a008171639f1c4ff251b859d36e4b97499e
com.decathlon.tzatziki	tzatziki-mapper	1.1.0		f52bd89e091fcc6a3bb567c14bde73df3643f8bd
com.decathlon.tzatziki	tzatziki-mapper	1.1.1		c85492229df9b1c3854d0c935bee46f36e6bec1e
com.decathlon.tzatziki	tzatziki-mapper	1.1.2		784a76233d4a691969391afece824b470687c924
com.decathlon.tzatziki	tzatziki-mapper	1.1.3		bf2007d18a1dea16c5b5527f2ef4808ad48c8ed6
com.decathlon.tzatziki	tzatziki-mapper	1.2.0		24022f73cb49f94b2d1bb391a93909ef2de76528
com.decathlon.tzatziki	tzatziki-mapper	1.2.1		8a827a76d667bd685efda3b0c4e89bdfd84bcc40
com.decathlon.tzatziki	tzatziki-mapper	1.2.10		7597994e44f70ff630164c49963c30ee78a0044b
com.decathlon.tzatziki	tzatziki-mapper	1.2.11		eb528b847fdae8b3611797c34ffbc2d06eaa4337
com.decathlon.tzatziki	tzatziki-mapper	1.2.12		264d34a521845f56a60281b976f78f1da8032e61
com.decathlon.tzatziki	tzatziki-mapper	1.2.13		a22924046297d465df548a55490fa36bdbd79f18
com.decathlon.tzatziki	tzatziki-mapper	1.2.14		fc6c303aeae7911b4c058e71f3589c3f6553cb4b
com.decathlon.tzatziki	tzatziki-mapper	1.2.15		d99c439004b9a3935f7a4e7b87a5b42928616701
com.decathlon.tzatziki	tzatziki-mapper	1.2.16		bba04397492295cc7c763b671cbe625e4f2d5dc1
com.decathlon.tzatziki	tzatziki-mapper	1.2.17		b2f7a06a1049c93866515da5673e1dc53f867e1f
com.decathlon.tzatziki	tzatziki-mapper	1.2.18		f63efe696b4d2a6cbb0631ff91d122912bb40d71
com.decathlon.tzatziki	tzatziki-mapper	1.2.19		73e6ca05c6ad1f8e445aeecc54d5c2f01bf46803
com.decathlon.tzatziki	tzatziki-mapper	1.2.2		629f15234fd74d2a172fa37229c2baa8f2c220d8
com.decathlon.tzatziki	tzatziki-mapper	1.2.20		ceda4c45862c520b9246cd29da5c86be1c83810c
com.decathlon.tzatziki	tzatziki-mapper	1.2.21		afeb2695564f0dc88aab6441d5794b31f78d5c63
com.decathlon.tzatziki	tzatziki-mapper	1.2.22		d24e02ae72d2ed81625451907d62335b1999f4a4
com.decathlon.tzatziki	tzatziki-mapper	1.2.23		cdf21500c64ed86865dbe2bc1cc4b6db6c1708a8
com.decathlon.tzatziki	tzatziki-mapper	1.2.25		763d5e0273a526120f9d7b3a0745b34e21a925cf
com.decathlon.tzatziki	tzatziki-mapper	1.2.26		2607fef49fbce4be5953134bf9da0d7c92faf2c5
com.decathlon.tzatziki	tzatziki-mapper	1.2.3		5cc7b9a1860c3b1fd700f33aca1ee1f35b916108
com.decathlon.tzatziki	tzatziki-mapper	1.2.5		3fbe2426fe2ae973d95648c09b0ea20b4f43311f
com.decathlon.tzatziki	tzatziki-mapper	1.2.6		26eab7c68099aa2a33ddfcfc0908f2817e61965b
com.decathlon.tzatziki	tzatziki-mapper	1.2.7		1daf9af4a18bae9e69bce7931d2a5cd6abe88ad4
com.decathlon.tzatziki	tzatziki-mapper	1.2.8		16c393557d5b81e4707bdbae1e0e10a8a1b97c1c
com.decathlon.tzatziki	tzatziki-mapper	1.2.9		18a762b765b8d7819f57715ed37afcd2e5ace964
com.decathlon.tzatziki	tzatziki-mapper	1.3.0		04b1a787396682859e8239e565ce56eef2fc0762
com.decathlon.tzatziki	tzatziki-mapper	1.3.1		ae9c74cba4ce435a2203e96fd8591a874d4372f3
com.decathlon.tzatziki	tzatziki-mapper	1.3.10		8f0c4569556b8648947c8769e42c8654a0cd4249
com.decathlon.tzatziki	tzatziki-mapper	1.3.11		fdf8b87bc1329e28826859672b1caabc27688662
com.decathlon.tzatziki	tzatziki-mapper	1.3.12		50dd7528e5af3a0087723bd64ab48c83fdd820c0
com.decathlon.tzatziki	tzatziki-mapper	1.3.13		e3fb5285433b20045f8904f41e2ff7f27cbf7f97
com.decathlon.tzatziki	tzatziki-mapper	1.3.14		d313d92d31e7342562328140d0ea407c869f2d99
com.decathlon.tzatziki	tzatziki-mapper	1.3.15		c50037a02629b1f11c7e5535a88227f2fe1f6e28
com.decathlon.tzatziki	tzatziki-mapper	1.3.16		08ed432bd3e96e6cfce60d4ce2ef0c5449398826
com.decathlon.tzatziki	tzatziki-mapper	1.3.2		c504f6682d32dab531e44436dfb1a559716013f2
com.decathlon.tzatziki	tzatziki-mapper	1.3.3		ce8d0134832424315b3fc3f14cf5d2c9318cb54c
com.decathlon.tzatziki	tzatziki-mapper	1.3.4		65996cb1b0e30808b95a83c54a5de28dd173b371
com.decathlon.tzatziki	tzatziki-mapper	1.3.5		14f8a63a040470749488c7c8ddbb34dc97fd395c
com.decathlon.tzatziki	tzatziki-mapper	1.3.6		c0b733c4688866be526dcbebf9898495e8c26be5
com.decathlon.tzatziki	tzatziki-mapper	1.3.7		3a590ba3e2cb2df8ab0429388759f4cbb3126af7
com.decathlon.tzatziki	tzatziki-mapper	1.3.8		f241d4fdfb1d677c1e6b92054996677dc9dffa13
com.decathlon.tzatziki	tzatziki-mapper	1.3.9		5cd05ee143be5a1f6d7593087b834e37585ea962
com.decathlon.tzatziki	tzatziki-mapper	1.4.0		bd631642d338e306fae21c1eea20f7c3874e5386
com.decathlon.tzatziki	tzatziki-mapper	1.5.0		cd59dcf1e009a56391b7f73bfa1fb002c62f3505
com.decathlon.tzatziki	tzatziki-mapper	1.5.1		99efd771e16983a0240db3db42c7253397a06faf
com.decathlon.tzatziki	tzatziki-mapper	1.5.2		cc83b719488202cd119d289106e0835935128ba6
com.decathlon.tzatziki	tzatziki-mapper	1.5.3		14ee060b319497ccefd8758e4d678376e2713603
com.decathlon.tzatziki	tzatziki-mapper	1.6.0		97016e75e6622107f9f1aa41c58f06780814215c
com.decathlon.tzatziki	tzatziki-mapper	1.6.1		5c031d47ed3d6aa062ebd5d0958592052d139570
com.decathlon.tzatziki	tzatziki-mapper	1.6.2		b2b59481de695f9c14405cb9ea5131955492bc45
com.decathlon.tzatziki	tzatziki-mapper	1.7.0		2dbb3871502060bc632ffbc2d59d81c7aa7e5c54
com.decathlon.tzatziki	tzatziki-mapper	1.8.0		ffc2dcab92631dda1daabcf2e76597bc569efb06
com.decathlon.tzatziki	tzatziki-mapper	1.8.1		85276c0848d083388f098070b9f4db9d979e842b
com.decathlon.tzatziki	tzatziki-mapper	1.8.2		f8da5b006f797d59fd4cdbb518034ad8989880f4
com.decathlon.tzatziki	tzatziki-mapper	1.8.3		9422258df2b4433f1bee1a9c89f21d4f9c28c994
com.decathlon.tzatziki	tzatziki-mapper	1.8.4		7307a7b554b1388420b6e250c32ad1d5f4b4c969
com.extole.consumer	consumer-api-feign	1.0.26		ce1455bc34d50bf481308861ad7eacc26bbdb0a4
com.fleeksoft.ksoup	ksoup-engine-common-ktor2-tvossimulatorarm64	0.1.6-alpha1		N/A
com.fleeksoft.ksoup	ksoup-engine-common-ktor2-tvossimulatorarm64	0.1.6-alpha1	metadata	02d8786352a2b5334de9bacbb73b071f207ad9e9
com.force.api	force-partner-api	22.0.0		5a0cca3c4fb80145d64c16878b2f07dd82c9964b
com.force.api	force-partner-api	23.0.0		575db0d4e08ee6eda002f0b869aab83e870f8870
com.force.api	force-partner-api	24.0.0		ce3cd3e2ccd51735f27a83e90018123e8bd10314
com.force.api	force-partner-api	25.0.0		7011a4a960bf50ca54458a2facf5e944f87a90e2
com.force.api	force-partner-api	25.0.1		28a1f477c2ffc1c1db8ce9e4f3232ae1fa113f19
com.force.api	force-partner-api	26.0.0		766d7f2becaf2b3f84cb98f25e0e460189ed1acd
com.force.api	force-partner-api	27.0.0		08dd95a0a48de37ab1132df6ee2daf6e332bb235
com.force.api	force-partner-api	28.0.0		89c3d1c25473eef1324b7a91df47bf163d405f09
com.force.api	force-partner-api	29.0.0		c2cc6581b767c1e7152fa97457d78703eb85767d
com.force.api	force-partner-api	31.0.0		6070f5d506870e3130e83d56ee178b8a754c4498
com.force.api	force-partner-api	32.0.0		5ad9578eb8732c2a162e32259727051fb807abd4
com.force.api	force-partner-api	33.0.0		405f16f45faf9f118eefb53d8e4c326fa79ca79a
com.force.api	force-partner-api	33.0.1		8e0916c0eb04e67d42496711284581006f00cb0b
com.force.api	force-partner-api	33.0.3		3cde9f314b19c2b0cc3ab4b14270baa2f1d3071c
com.force.api	force-partner-api	34.0		00022bd2976359cf8ec7c40866e48277ecdb6fdf
com.force.api	force-partner-api	34.0.0		debe2fdadde7fca29e536f1676829e374de6e913
com.force.api	force-partner-api	35.0.0		f61d010d09af90cff56b9446e88630425695067d
com.force.api	force-partner-api	35.0.1		ec16c8f71de5f06c1a4079d50a46957cbff5227b
com.force.api	force-partner-api	36.0.0		6477a0e1195ddeebfe0f10a4b84807665c46709f
com.force.api	force-partner-api	37.0.3		8323637c545920fe0a329fc74ef26441d694ba26
com.force.api	force-partner-api	38.0.0		940732a4c6db1909f98dd8da4ffcd68b213d351b
com.force.api	force-partner-api	39.0.0		0bf8750503feb5e9f9f2b9bb92adcda557adace8
com.force.api	force-partner-api	40.0.0		9380327e272286a13b30bf626298bd97222e06db
com.force.api	force-partner-api	41.0.0		42df79c7b3291996d0544ffbb0461fa4888a482b
com.force.api	force-partner-api	42.0.0		b7aa7533ec12819311d72cac319a16d29c73abb1
com.force.api	force-partner-api	43.0.0		0f351a959d5bc55bc40ec4cce0f8e7910239a59f
com.force.api	force-partner-api	44.0.0		805a4b9eed63125c7c7f9416a547460e3f2111f6
com.force.api	force-partner-api	45.0.0		836f444bf223448c879d2e0fe8297fa889b852a2
com.force.api	force-partner-api	45.0.1		5fc146bff0367c557165b86890785724b90a9e1e
com.force.api	force-partner-api	45.1.0		f3f933e3b5c9f0f430c90b161789dd004ca1f329
com.force.api	force-partner-api	46.0.0		f900969f72881f83c03842e2e5b427c597b5aedf
com.force.api	force-partner-api	46.1.0		87345f433134fe8f57c5661a21ae8bb8cce70272
com.force.api	force-partner-api	47.0.0		6912e383f3dfd4241eae9f84cdacc53a4e694e30
com.force.api	force-partner-api	48.0.0		c0e0bbe9448c8dec34caad9182e61e778ab13ae6
com.force.api	force-partner-api	48.1.0		2e90f037920c9b7d8aa64a74e7e1afc697af5b6e
com.force.api	force-partner-api	49.0.0		9033c80748446cb9c7d0d65af861f3e8b3bcd439
com.force.api	force-partner-api	49.1.0		105f28ea486929bec83c85c3e4e7e0634f78771b
com.force.api	force-partner-api	49.2.0		6001e871f588d1060e5c1d8aa87501dfd5313c77
com.force.api	force-partner-api	49.3.0		d08869096d31cd47f8e8ff66e5d845855dc892c7
com.force.api	force-partner-api	50.0.0		55d13df97bcad8729bcb6fe5956f735b4cf8b1c3
com.force.api	force-partner-api	51.0.0		b57f2f25686837287c655ba0e1d6ec412c9ee9b6
com.force.api	force-partner-api	51.1.0		fc03f7f6b3d7432a22e2d09f49f57129f8d42103
com.force.api	force-partner-api	51.2.0		ffa40237793c13d6b2523a439d301976f95deef1
com.force.api	force-partner-api	52.0.0		783e6beee1e5762fce993f67e28ca71752a7facc
com.force.api	force-partner-api	52.1.0		967fed6eb4e2cc77eb80aa919748fe18400de187
com.force.api	force-partner-api	52.2.0		9abef638ea2cf345c5112e24929f4864cba38c06
com.force.api	force-partner-api	53.0.0		bcc9ec518b51f79fdc47218074c6b7d82d7b3992
com.force.api	force-partner-api	53.1.0		48d9cd74e8a065980fdbbfe3c6b9b016a83a805f
com.force.api	force-partner-api	54.0.0		f138ffd8d8a2b2ec52b7ac612d72d20b9647f32f
com.force.api	force-partner-api	55.1.0		733d233708a28870d3020cb414812eb460e89c46
com.force.api	force-partner-api	55.2.0		415a7d35985ad0711fcf1aa4a0ec3310f774918e
com.force.api	force-partner-api	56.0.0		be0f22ddf95c6536fdb7f725abb9cd63fb3ee7bc
com.force.api	force-partner-api	56.1.0		50f9d12aef8e8f291ba308f302e4c9ecc52bb01f
com.force.api	force-partner-api	56.2.0		9a749b551e866c1416547611ed9760ab80b2dd71
com.force.api	force-partner-api	57.0.0		3981194da4d437a2c19e5b742651cdd8c1f31323
com.force.api	force-partner-api	58.0.0		53612e227faa18e77b60f44948255fa875579cf3
com.force.api	force-partner-api	59.0.0		5eba68e51eb96ac71115e2e799f092ce87c9e448
com.force.api	force-partner-api	60.0.0		c5c5ad13962e13b6ee3cda99fa5f8e51fb61f8ca
com.force.api	force-partner-api	60.1.0		55f55f41e0b0562dbedb935b846f0be85d3a99d2
com.force.api	force-partner-api	60.1.1		bde04a9d0756ded393d71871cfcb5519b331fd75
com.force.api	force-partner-api	61.0.0		820a5dff3323d65680eba3331936e74e959954e6
com.force.api	force-partner-api	61.1.0		04657e378121cb4d59e2e155eab7e049615d8c4e
com.force.api	force-partner-api	62.0.0		f11cfe26441b825323664cfdc5493753fcfa3156
com.force.api	force-partner-api	63.0.0		5ae62be2ca0567c40481be045fbbe6a96ec8a5da
com.force.api	force-partner-api	64.0.0		7f28196775607d5b7225b8254d2400cb33f5bdd4
com.force.api	force-partner-api	64.0.1		51673754bab9613f567dedc86997053255de48ed
com.force.api	force-partner-api	64.0.2		19adb036e80694b079e78a39919da9afea2f2b98
com.force.api	force-partner-api	64.0.3		805aec6a621a5900051166a4b33968ac8fb188ae
com.github.adedayo.intellij.sdk	junit_rt	142.1		fdb96ecdee25d3773c50e00d082716e365ab7900
com.github.adedayo.intellij.sdk	maven30-server-impl	142.1		0983c3effbd803b6b5056aff1bdfe8b0c586c2d0
com.github.frtu.libs	lib-action-tools	2.0.10		f9e12770217086aa4fc7ce654c7d8369fbe8e830
com.github.frtu.libs	lib-action-tools	2.0.11		065cfc4fc092e77940c83ba7a989e9ec97fe5fde
com.github.frtu.libs	lib-action-tools	2.0.12		db2fdfb9bc31e58177d0a0885ce076550e68e181
com.github.frtu.libs	lib-action-tools	2.0.13		362bd10bb41f71f601682e7df9382f4bf4505087
com.github.frtu.libs	lib-action-tools	2.0.14		43fd49d705e2eca2e09c14d9636bd212c44654a5
com.github.frtu.libs	lib-action-tools	2.0.15		5c2e0057a7d5ba20e331b4e4f1526dd442a30489
com.github.frtu.libs	lib-action-tools	2.0.16		5a8ff1e324d31787f6a8f71a2cff1e2215ee1899
com.github.frtu.libs	lib-action-tools	2.0.17		6ecd668867a0244f5e44e04265b206d2d2847283
com.github.frtu.libs	lib-action-tools	2.0.8		fac6e3debf24ddd22a662269b2189f64ccee637e
com.github.frtu.libs	lib-action-tools	2.0.9		3ec4bb16ce48c9caa42b4394493278fb138b911e
com.github.henoc	regex-refined_2.11	0.1.0		bd5544a3d0514c72408766fe269a854a30006692
com.github.hoverruan	weiboclient4j	0.2.1		bf3b88a19874173ed35479a7880c1fc9b0d36c1a
com.github.hoverruan	weiboclient4j	0.2.10		0b2b4d82a85f286739a9f11f24587cc222201e3e
com.github.hoverruan	weiboclient4j	0.2.11		421949c0e90fe3ef09fc4da3b405fbc4f12239c9
com.github.hoverruan	weiboclient4j	0.2.2		f3aab687981680350eb538fcad4d92692acfae92
com.github.hoverruan	weiboclient4j	0.2.3		37d9333d172345b80a82ed09c73596f8e4216a30
com.github.hoverruan	weiboclient4j	0.2.4		1b7c1fb86d218e421074a354b66b90ba7ee7afe0
com.github.hoverruan	weiboclient4j	0.2.5		30f21e3c6f307ab455a6f1bb5929f118c1b63c04
com.github.hoverruan	weiboclient4j	0.2.6		556e501cedfd249160ee59a8e3293ead10b9dce6
com.github.hoverruan	weiboclient4j	0.2.7		43dd5d3af3e2e9268f5176d4d39f566b9ef36dc8
com.github.hoverruan	weiboclient4j	0.2.8		b0f1dfa2c4d9ce4f1e7963b7d5a47bb74dfa84de
com.github.hoverruan	weiboclient4j	0.2.9		4cf91f4198fa308bfb35b3d497440c21e5f3304b
com.github.hoverruan	weiboclient4j	0.3.0		e16a88f7f1bdad52e84bb44d71bbb98fc6cf28ee
com.github.hoverruan	weiboclient4j	0.3.1		37cf3ed9cae038078e2c843dd96a81c3519a76dc
com.github.hoverruan	weiboclient4j	0.3.2		c5647f8949d71d7e0d95044bbc23e72d90e07d93
com.github.hoverruan	weiboclient4j	0.3.3		6f28e5dd1ca4196c9edf631c648d5138484e8148
com.github.hoverruan	weiboclient4j	0.4.0		9890647dbe716a46f38cf88ac86da5c0bbbb747b
com.github.hoverruan	weiboclient4j	0.4.1		9b7dacaffed0ead62432f0a2e61433a7652c31b9
com.github.hoverruan	weiboclient4j	0.4.10		8791af6586087ece579a74060fc0050a0a4c8b2d
com.github.hoverruan	weiboclient4j	0.4.11		81c28f83c6fe88dbcd4da934f25f122e11add321
com.github.hoverruan	weiboclient4j	0.4.12		fd44b738147d4b12298fe523bfa19b16948e58a4
com.github.hoverruan	weiboclient4j	0.4.13		dcb97d56c448c4481010a925cb787b473c5ee98d
com.github.hoverruan	weiboclient4j	0.4.14		fe561a19d1e3c4aee9a67729cb3fcf4f807d1aca
com.github.hoverruan	weiboclient4j	0.4.15		028e2e14f5f64d94445ad9a5c18c613e45931206
com.github.hoverruan	weiboclient4j	0.4.15.1		cca0f1186bca7a221ec2d63043b8b217da4e4e6c
com.github.hoverruan	weiboclient4j	0.4.16		03f5cb94605fbd0e1bc1b6ab43e94e47baae50da
com.github.hoverruan	weiboclient4j	0.4.2		a54e3b8b013b7ea2e7e8142153e3d7e63a2d2f23
com.github.hoverruan	weiboclient4j	0.4.3		37d4c9c3e8449c2d2e66b8dc48d712f23543ab97
com.github.hoverruan	weiboclient4j	0.4.4		b76eb637c161ccb4b51300162037cfaf93d97b3b
com.github.hoverruan	weiboclient4j	0.4.5		d1b00bdc7c0535801baf01d0f3f7f914eee2a3f3
com.github.hoverruan	weiboclient4j	0.4.6		d147dc741a74032067a9fe03717d3ea1a878a3ad
com.github.hoverruan	weiboclient4j	0.4.7		cfb15305537a338c4a9b372504f6894e403f66b9
com.github.hoverruan	weiboclient4j	0.4.8		2093fdb5b84bda718113c661ac57b872aecc8591
com.github.hoverruan	weiboclient4j	0.4.9		641ed30d8541dc54b1d6d97d39e95e7744cfc8ef
com.github.java-json-tools	json-schema-core	1.2.10		12f7cbebacca86d6358dabcdcf63f2bc750387b8
com.github.java-json-tools	json-schema-core	1.2.11		df75c0df9c794c0bb6a7b5deebb28094083a72f7
com.github.java-json-tools	json-schema-core	1.2.12		c86976a365a6dc098756f3c11615d3984823a717
com.github.java-json-tools	json-schema-core	1.2.13		b0b989de9179d65a9818f4daac45bd4a61a6b531
com.github.java-json-tools	json-schema-core	1.2.14		39d4efcf7e538684200fea15e08d47d0198c19fb
com.github.java-json-tools	json-schema-core	1.2.8		5164416f08168ced34e02d870cb958db42b61b5f
com.github.java-json-tools	json-schema-core	1.2.9		875ce8fd020bafdd3765ad05be7e1e64443128a4
com.github.leigh-perry	conduction-hocon_2.11	0.4.2		b2f4737f1048afdd86d9c9fa09c02e6d8b38c51e
com.github.morgen-peschke	commons-munit_2.13	0.3.0		fc46c58144021f0c3f9acc39204d023acac9083f
com.github.nalukit.archetype	clean-modular-springboot-webapp	2023.12.27		fd82312d043d17f07b5fef2838741e9812294153
com.github.nalukit.archetype	clean-modular-springboot-webapp	2023.12.28		e72dc4fb2f9deb49de2d2af922e0d9c6ff966be2
com.github.nalukit.archetype	clean-modular-springboot-webapp	2024.1.22		9548bf3b6382f59cbdfc886287c2e54b45f8bc88
com.github.nalukit.archetype	clean-modular-springboot-webapp	2024.11.1		7c040b45dd01adda0bae16276ca7139cc3d88d79
com.github.nalukit.archetype	clean-modular-springboot-webapp	2024.3.4		2b7fe1779b93034f2fbd6c94de2ad1d993564aa5
com.github.nalukit.archetype	clean-modular-springboot-webapp	2024.5.15		10d9e6e7bccd6c1dac1f7da653cef0775df40fb9
com.github.nalukit.archetype	clean-modular-springboot-webapp	2024.5.25		149fdbd771ed2c54e7201abdadd46e3185ac2b8b
com.github.nalukit.archetype	clean-modular-springboot-webapp	2025.5.2		24158ded3818abc3244569d6c8848b5751335d16
com.github.nisrulz	easydeviceinfo	1.1.7		N/A
com.github.nisrulz	easydeviceinfo	1.1.8		N/A
com.github.nisrulz	easydeviceinfo	1.1.9		N/A
com.github.nisrulz	easydeviceinfo	1.2.0		N/A
com.github.nisrulz	easydeviceinfo	1.2.1		N/A
com.github.nisrulz	easydeviceinfo	2.0.0		N/A
com.github.nisrulz	easydeviceinfo	2.0.1		N/A
com.github.nisrulz	easydeviceinfo	2.0.2		N/A
com.github.nisrulz	easydeviceinfo	2.1.0		N/A
com.github.nisrulz	easydeviceinfo	2.1.1		N/A
com.github.nisrulz	easydeviceinfo	2.2.0		N/A
com.github.nisrulz	easydeviceinfo	2.3.0		N/A
com.github.nisrulz	easydeviceinfo	2.3.2		N/A
com.github.nisrulz	easydeviceinfo	2.4.1		N/A
com.github.xuwei-k	nobox_2.13.0-RC2	0.3.0		b77cb09743d7a6ec1eb45fd2b200a067756eac79
com.github.yujiaao	c-r2dbc	1.10.0		55ab623f54ac553d95cddfd4eaf335ad774e24f4
com.github.yujiaao	c-r2dbc	1.10.0.10		e456f2bebe3752d8c40c8e368d83812852cf14f2
com.github.yujiaao	c-r2dbc	1.10.0.5		93e61a0c3673abd6ed43b257f39f76bf27a08d1e
com.github.yujiaao	c-r2dbc	1.10.0.7		8aa6499b0c42e48c7477a398040b89acc3777136
com.github.yujiaao	c-r2dbc	1.10.0.8		0f5ab11fb264851b44e546f9b8d4d6e0d17fd32d
com.github.yujiaao	c-r2dbc	1.10.0.9		650335070d63d43e49c1fff9b1bb7538337ae18f
com.github.yujiaao	c-r2dbc	1.11.2		7e67c508a09e9eee45be855a5433844dee94b5d6
com.github.yujiaao	c-r2dbc	1.11.2.3		964bd476dba202f06fd8ac82f723135ca1d07917
com.github.yujiaao	c-r2dbc	1.11.3		f218108db089c5246a9540b1e8d830bb102dc122
com.github.yujiaao	c-r2dbc	1.11.3.1		dce316ed0b234f06b1f60132693f80e13ad58eea
com.github.yujiaao	c-r2dbc	1.11.3.2		dbaefbc25f362bf56ab8d2823116457d8d664370
com.github.yujiaao	c-r2dbc	1.11.3.3		0194c9c2f8c15b499484bf079d67e418d91bdcfe
com.github.yujiaao	c-r2dbc	1.11.3.4		867247f069688bc14ff574b2fa7dbe3f57c9c8b7
com.github.yujiaao	c-r2dbc	1.11.3.5		7e6da9e1528c2587a924a86a8387a45c33bbd0f8
com.github.yujiaao	c-r2dbc	1.11.3.6		55777e0f13ef160a5f70629b7b78cfe3cab1a6ec
com.github.yujiaao	c-r2dbc	1.11.3.7		b67b50193198e43fee48a553dfe8e0b1c32b17ab
com.github.yujiaao	c-r2dbc	1.12.0		d7ca9664fd36a1ee8bdf12a8977b68a9d70aacfc
com.github.yujiaao	c-r2dbc	1.12.1.7		f88a87115057be04a7a62ee5f99a20f0fb70dd61
com.github.yujiaao	c-r2dbc	1.12.2.0		1f754f5a72bd3171d0f6ceacacfb214d51dea712
com.github.yujiaao	c-r2dbc	1.13.2.4		2901e5cfdc1e9f21451af73ed9b2d4441eecde15
com.github.yujiaao	c-r2dbc	1.13.2.9		f53f1acf3438a871c79f6427b950c5130e9dd7bd
