br.com.objectos.sql	parent	0.12.0		N/A
org.jboss.forge.addon	resources-impl	3.7.1.Final		7dbdb20a763478521f9fb95795421213bcf63c20
org.jboss.forge.addon	resources-impl	3.7.2.Final		0c4c7eab42ec392fd0e5a223488c1b6eef207f9c
org.jboss.forge.addon	resources-impl	3.8.0.Final		7d30360bf740fd24879500aad98f589ab042dcfd
org.jboss.forge.addon	resources-impl	3.8.1.Final		b6513b74610bee3845a2c20c31ad20776beb0689
org.jboss.forge.addon	resources-impl	3.9.0.Final		625af956caadf25a10656571af7fd628c5aa4119
org.jboss.forge.addon	resources-impl	3.9.1.Final		fd19f0c029ab80e1507e3bb88dd54febe92f5007
org.jboss.forge.addon	resources-impl	3.9.2.Final		77aa31fad27cf5c5e6215e1baea22069bbaf3c4a
org.jboss.forge.addon	resources-impl	3.9.3.Final		8b5820b5a599c66bdffb85d7eb0c26c236105ba4
org.jboss.forge.addon	resources-impl	3.9.4.Final		8c56b38ca3254beeeef1d97f9e704a0f3be8e370
org.jboss.forge.addon	resources-impl	3.9.5.Final		0b42a3c7e24089232d1e95bac1f058033e05f2df
org.jboss.forge.addon	resources-impl	3.9.6.Final		8d3151be48b19314187673ae1b8b11faa5a86c37
org.jboss.forge.addon	resources-impl	3.9.7.Final		7adef080d251cf2ef6ce47bd25a9b1d8e18d7baf
org.jboss.forge.addon	resources-impl	3.9.8.Final		60c4cb548f8f22b4f19ae06507674639f12d90d1
org.jboss.ws.cxf	jbossws-cxf-transports-httpserver	4.1.0.Final		172843d9447a8b5ccaeaec8bb223863a80a87542
org.jboss.ws.cxf	jbossws-cxf-transports-httpserver	4.1.1.Final		abd772b8ed3d1c4fca2b220686ecddb7e459bca5
org.jboss.ws.cxf	jbossws-cxf-transports-httpserver	4.1.2.Final		d07ac9616bbd2506aa32f593858f4afc8fe7bbd4
org.jboss.ws.cxf	jbossws-cxf-transports-httpserver	4.1.3.Final		d7440f07ca2eb2411edb43243c7dbcf162599d56
org.jboss.ws.cxf	jbossws-cxf-transports-httpserver	4.1.4.Final		f6aea16c09c538edb417b68b2ba9f52770739da8
org.jboss.ws.cxf	jbossws-cxf-transports-httpserver	4.2.0.Alpha1		84200c42ca56bca14fa7537fab77814a9548db51
org.jboss.ws.cxf	jbossws-cxf-transports-httpserver	4.2.0.Beta1		0495a7bf65a8ca2f5b71753f2cb25eaf6be51b0a
org.jboss.ws.cxf	jbossws-cxf-transports-httpserver	4.2.0.CR1		d65ca8f9bfd8f4fe61ee4b1158effdc8f90dcc3f
org.jboss.ws.cxf	jbossws-cxf-transports-httpserver	4.2.0.Final		e946e0ec790a63549685081097c0a536b0455c4f
org.jboss.ws.cxf	jbossws-cxf-transports-httpserver	4.2.1.Final		77e4172338d8095d7dfd10a0582a888df811d716
org.jboss.ws.cxf	jbossws-cxf-transports-httpserver	4.2.2.Final		f42fbf818848752dada725fc725d1184908edbe0
org.jboss.ws.cxf	jbossws-cxf-transports-httpserver	4.2.3.Final		5e6059dc866c7f30a6b30a78b2c414e028a37efd
org.jboss.ws.cxf	jbossws-cxf-transports-httpserver	4.2.4.Final		091f94b6b20e7861d3dc0049ccb7df8cb0ce9525
org.jboss.ws.cxf	jbossws-cxf-transports-httpserver	4.3.0.Beta1		7773e900932c318fde9f390c52c87ed80e25db29
org.jboss.ws.cxf	jbossws-cxf-transports-httpserver	4.3.0.Beta2		c719b28b29b849842df626d15c72aa8d9f3261c7
org.jboss.ws.cxf	jbossws-cxf-transports-httpserver	4.3.0.CR1		747be64f5df6e5a538a46c08bc531edd957bac33
org.jboss.ws.cxf	jbossws-cxf-transports-httpserver	4.3.0.CR2		2c4c347f184dec37f6c8d7ecd4858e7eeaa5b208
org.jboss.ws.cxf	jbossws-cxf-transports-httpserver	4.3.0.Final		41b69437bf2005a5629dc7ed3199af05594d3716
org.jboss.ws.cxf	jbossws-cxf-transports-httpserver	4.3.1.Final		a2795f0de643aefaa977d36ccd3cb15067fe1b38
org.jboss.ws.cxf	jbossws-cxf-transports-httpserver	4.3.2.Final		8229f6fd3d608c046d6409a9686508472e702c60
org.jboss.ws.cxf	jbossws-cxf-transports-httpserver	4.3.3.Final		975f4b3e0cb26a1e4b453b9a1562e528a1971e47
org.jboss.ws.cxf	jbossws-cxf-transports-httpserver	4.3.4.Final		2f793697e1f36dccb91ccd96afbf5929b9e4603d
org.jboss.ws.cxf	jbossws-cxf-transports-httpserver	4.3.5.Final		bd89b198e6ee8edcbd1b047220effbcda99fb5a4
org.jboss.ws.cxf	jbossws-cxf-transports-httpserver	4.3.6.Final		46d44a2abca9a419e4f5a65b68230eb9aa9b28c9
org.jboss.ws.cxf	jbossws-cxf-transports-httpserver	4.3.7.Final		67b6778b2c43be3e7172f5b43fdcb671ac776b6e
org.kotlincrypto.core	core-watchosx64	0.5.4		N/A
org.kotlincrypto.core	core-watchosx64	0.5.4	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.core	core-watchosx64	0.5.5		N/A
org.kotlincrypto.core	core-watchosx64	0.5.5	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.core	core-watchosx64	0.6.0		N/A
org.kotlincrypto.core	core-watchosx64	0.6.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.core	core-watchosx64	0.6.1		N/A
org.kotlincrypto.core	core-watchosx64	0.6.1	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.core	core-watchosx64	0.7.0		N/A
org.kotlincrypto.core	core-watchosx64	0.7.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.mvnpm	hermes-parser	0.25.1		5495e980b24081daea011d15f251a7f7252edd9e
org.mvnpm	stdin-discarder	0.2.2		c284f286102e088c4d17474f55ec932f204dba31
org.netbeans.modules	org-netbeans-modules-java-freeform	RELEASE100		eab5219ff1f21c86bc9e5c8daa39d4789a968eb0
org.netbeans.modules	org-netbeans-modules-java-freeform	RELEASE110		6e3853d80cda0206805a4de18783ecd42faf8f9e
org.netbeans.modules	org-netbeans-modules-java-freeform	RELEASE111		d2b606b9bfe491ca0cf517ed0ed2303be7d35c04
org.netbeans.modules	org-netbeans-modules-java-freeform	RELEASE112		c50f94c1e91a3320dcdee5960fbfde3a3f35eaed
org.netbeans.modules	org-netbeans-modules-java-freeform	RELEASE113		f388aa31d9632d9a431172bd9cc240009c5f0838
org.netbeans.modules	org-netbeans-modules-java-freeform	RELEASE120		17e78c29ac57ff8d01f04949a196c0d0b571432e
org.netbeans.modules	org-netbeans-modules-java-freeform	RELEASE120-1		952b25d0c7ebe1dbf442d1ae813f0815eed062a6
org.netbeans.modules	org-netbeans-modules-java-freeform	RELEASE120-u1		7cc0e839815805ceff47ab8f8591d2cb8f0eb30f
org.netbeans.modules	org-netbeans-modules-java-freeform	RELEASE121		5283234f9b3170fa484e51ab24f6b4b74d15456d
org.netbeans.modules	org-netbeans-modules-java-freeform	RELEASE122		e366fbcdb38bccddbbde4b3b730fe4225289b47e
org.netbeans.modules	org-netbeans-modules-java-freeform	RELEASE123		04ea5c9a51981410db4f4e38d6e2f0a8418f1276
org.netbeans.modules	org-netbeans-modules-java-freeform	RELEASE124		d75c0fd3a55ad53e52bebf449f89a7e47fca349d
org.netbeans.modules	org-netbeans-modules-java-freeform	RELEASE125		d5e95a095a2d5a6e5168b6331cd15d4b5f5cfb8f
org.netbeans.modules	org-netbeans-modules-java-freeform	RELEASE126		a9b80ed88e6fc910496b07967fc1267c492d00d1
org.netbeans.modules	org-netbeans-modules-java-freeform	RELEASE130		9bf8bb1a3438b3be0106f69ed2e5eaeceae89eab
org.netbeans.modules	org-netbeans-modules-java-freeform	RELEASE140		7b42d0593271abe6df361d84a6299d529bfd0bf4
org.netbeans.modules	org-netbeans-modules-java-freeform	RELEASE150		4a601a0e0517dda46d52fb16ee00527513694984
org.netbeans.modules	org-netbeans-modules-java-freeform	RELEASE160		9d1ba72d429f130e336c2ef03620a1f0cbc8769f
org.netbeans.modules	org-netbeans-modules-java-freeform	RELEASE170		ab068d19f13b6c46b5626e91bb840b3597ac8031
org.netbeans.modules	org-netbeans-modules-java-freeform	RELEASE180		879b3d8e4eef63c4b67cd3da4ef4d3214d5d03a6
org.netbeans.modules	org-netbeans-modules-java-freeform	RELEASE190		3b891019d356afe50e36dadb01f559213ce00c98
org.netbeans.modules	org-netbeans-modules-java-freeform	RELEASE200		8e921b5b696efb9f5a0f8693506416c359e2a708
org.netbeans.modules	org-netbeans-modules-java-freeform	RELEASE210		649124ba4b1382b3f9656749527ce63cdc5e6a02
org.netbeans.modules	org-netbeans-modules-java-freeform	RELEASE220		b821f6216e60905892f9ad394bea632f6db145a5
org.netbeans.modules	org-netbeans-modules-java-freeform	RELEASE230		4fcd5558d83889a9cbe404bd25341488bdca9102
org.netbeans.modules	org-netbeans-modules-java-freeform	RELEASE240		a0a9ba5d4f300b6b2e3c27fb90903065b5142e55
org.netbeans.modules	org-netbeans-modules-java-freeform	RELEASE250		3138f212c014a309fcf6582997b4365a828bfbae
org.netbeans.modules	org-netbeans-modules-java-freeform	RELEASE90		12f5deb96c899f86ba772ffe86ecc167ac1f7153
org.opendaylight.alto.spce.network	network-tracker-artifacts	0.2.1-Beryllium-SR1		N/A
org.opendaylight.alto.spce.network	network-tracker-artifacts	0.2.2-Beryllium-SR2		N/A
org.opendaylight.alto.spce.network	network-tracker-artifacts	0.2.3-Beryllium-SR3		N/A
org.opendaylight.alto.spce.network	network-tracker-artifacts	0.2.4-Beryllium-SR4		N/A
org.opendaylight.alto.spce.network	network-tracker-artifacts	0.3.0-Boron		N/A
org.opendaylight.alto.spce.network	network-tracker-artifacts	0.3.1-Boron-SR1		N/A
org.opendaylight.alto.spce.network	network-tracker-artifacts	0.3.2-Boron-SR2		N/A
org.opendaylight.alto.spce.network	network-tracker-artifacts	0.3.3-Boron-SR3		N/A
org.opendaylight.alto.spce.network	network-tracker-artifacts	0.3.4-Boron-SR4		N/A
org.opendaylight.alto.spce.network	network-tracker-artifacts	0.4.0-Carbon		N/A
org.opendaylight.alto.spce.network	network-tracker-artifacts	0.4.1-Carbon		N/A
org.opendaylight.alto.spce.network	network-tracker-artifacts	0.4.2-Carbon		N/A
org.opendaylight.alto.spce.network	network-tracker-artifacts	0.4.3-Carbon		N/A
org.opendaylight.alto.spce.network	network-tracker-artifacts	0.4.4-Carbon		N/A
org.opendaylight.alto.spce.network	network-tracker-artifacts	0.5.0		N/A
org.opendaylight.alto.spce.network	network-tracker-artifacts	0.5.1		N/A
org.opendaylight.alto.spce.network	network-tracker-artifacts	0.5.2		N/A
org.opendaylight.alto.spce.network	network-tracker-artifacts	0.5.3		N/A
org.opendaylight.alto.spce.network	network-tracker-artifacts	0.6.0		N/A
org.opendaylight.alto.spce.network	network-tracker-artifacts	0.6.1		N/A
org.opendaylight.alto.spce.network	network-tracker-artifacts	0.6.2		N/A
org.opendaylight.alto.spce.network	network-tracker-artifacts	0.6.3		N/A
org.opendaylight.alto.spce.network	network-tracker-artifacts	0.6.4		N/A
org.opendaylight.honeycomb.vbd	vbd-features4	1.1.0-Carbon		N/A
org.opendaylight.honeycomb.vbd	vbd-features4	1.1.1-Carbon		N/A
org.opendaylight.honeycomb.vbd	vbd-features4	1.1.2-Carbon		N/A
org.opendaylight.honeycomb.vbd	vbd-features4	1.1.3-Carbon		N/A
org.opendaylight.honeycomb.vbd	vbd-features4	1.1.4-Carbon		N/A
org.scalatest	scalatest-app_2.13.0-RC3	3.0.8-RC5		d1d10e5b40c21cc8ce112269b3b0c30a63944c95
org.scalatest	scalatest-app_2.13.0-RC3	3.1.0-SNAP12		94549182c1042fa1888d6b10efc7c846aabf7753
org.sosy-lab	javasmt-solver-z3	4.10.1		N/A
org.sosy-lab	javasmt-solver-z3	4.10.1	com.microsoft.z3	67234230525e333a98a9fde714b182af692949ba
org.sosy-lab	javasmt-solver-z3	4.11.2		N/A
org.sosy-lab	javasmt-solver-z3	4.11.2	com.microsoft.z3	9a61097cef7c5c6f83cc8ec04a5a8122f9c8f4a7
org.sosy-lab	javasmt-solver-z3	4.12.1		N/A
org.sosy-lab	javasmt-solver-z3	4.12.1	com.microsoft.z3	b02f09a1dc5f37e9835c16644a0776f8cad20e01
org.sosy-lab	javasmt-solver-z3	4.12.1-glibc_2.27		N/A
org.sosy-lab	javasmt-solver-z3	4.12.1-glibc_2.27	com.microsoft.z3	29fcadf92eee32bbb4ff3b893b55a6a6d2bb0c92
org.sosy-lab	javasmt-solver-z3	4.12.2		N/A
org.sosy-lab	javasmt-solver-z3	4.12.2	com.microsoft.z3	c4772df321ac74b6567bebe517fb44b49c78d45c
org.sosy-lab	javasmt-solver-z3	4.12.2-glibc_2.27		N/A
org.sosy-lab	javasmt-solver-z3	4.12.2-glibc_2.27	com.microsoft.z3	669fbea7467b521f1581f11602ba71b6d24e1854
org.sosy-lab	javasmt-solver-z3	4.12.4		N/A
org.sosy-lab	javasmt-solver-z3	4.12.4	com.microsoft.z3	60cc545217c44a4c6d8ef20314767abc8d462584
org.sosy-lab	javasmt-solver-z3	4.12.5		N/A
org.sosy-lab	javasmt-solver-z3	4.12.5	com.microsoft.z3	9f90e6a3e13c088aa57b2fc9c8cfd4f15c4c2ca8
org.sosy-lab	javasmt-solver-z3	4.13.0		ff9c37200d0b32819398659a24c2f6807cb4962c
org.sosy-lab	javasmt-solver-z3	4.13.2		6312c15bf312a56f52f4be33952baa3f29205151
org.sosy-lab	javasmt-solver-z3	4.13.3		329355fb857c860249d943b0660dca8f215dd859
org.sosy-lab	javasmt-solver-z3	4.13.4		db4aabf5a8abce707d5845b8b43d4ef92387ae9e
org.sosy-lab	javasmt-solver-z3	4.14.0		be99b8a19e189e9fdb5923fa1e243e7affb0fe44
org.sosy-lab	javasmt-solver-z3	4.8.10		N/A
org.sosy-lab	javasmt-solver-z3	4.8.10	com.microsoft.z3	dc7ebfa774c7329f86c2e35089ddac2e73527553
org.sosy-lab	javasmt-solver-z3	4.8.11		N/A
org.sosy-lab	javasmt-solver-z3	4.8.11	com.microsoft.z3	727f4fa7e4f5d050bcab17b2aba8b4dbb5c5fc44
org.sosy-lab	javasmt-solver-z3	4.8.12		N/A
org.sosy-lab	javasmt-solver-z3	4.8.12	com.microsoft.z3	486d82d2c18a53fe9c91a20aed3d8ae287ce6116
org.sosy-lab	javasmt-solver-z3	4.8.13		N/A
org.sosy-lab	javasmt-solver-z3	4.8.13	com.microsoft.z3	26322b2d42801d7b9a23d92bb2d7e023e44a095c
org.sosy-lab	javasmt-solver-z3	4.8.14		N/A
org.sosy-lab	javasmt-solver-z3	4.8.14	com.microsoft.z3	f243d0d764e3a6a1bbf9b99701701536e0bec617
org.sosy-lab	javasmt-solver-z3	4.8.15		N/A
org.sosy-lab	javasmt-solver-z3	4.8.15	com.microsoft.z3	4f8659d829c36cd91d3e38afad8fcf1a1b8e5990
org.sosy-lab	javasmt-solver-z3	4.8.16		N/A
org.sosy-lab	javasmt-solver-z3	4.8.16	com.microsoft.z3	e259906411124db36aee3d5e1d74c19a144c470c
org.sosy-lab	javasmt-solver-z3	4.8.17		N/A
org.sosy-lab	javasmt-solver-z3	4.8.17	com.microsoft.z3	c51f9dfbace2941984b3233fe6f9d0cdcabbfd6a
org.sosy-lab	javasmt-solver-z3	4.8.9-sosy1		434cf21d7f631c7ea730b9d826c3593ddba50723
org.sosy-lab	javasmt-solver-z3	4.9.1		N/A
org.sosy-lab	javasmt-solver-z3	4.9.1	com.microsoft.z3	3a484b55c7f6cbd6147fbe54c6c8e90c98a32631
org.sosy-lab	javasmt-solver-z3	z3-4.4.1-1558-gf96cfea		6b79404fc59c9fcdf6f1820690795bad2fb789b4
org.sosy-lab	javasmt-solver-z3	z3-4.4.1-788-g8df145d		N/A
org.sosy-lab	javasmt-solver-z3	z3-4.4.1-863-g96f6bf7-2		N/A
org.testifyproject.junit4	integration-test	1.0.0		4c5586618ca41506abf61b3d1a7891ee34a147ff
org.testifyproject.junit4	integration-test	1.0.1		7aa698972f9a22ba90a957f146ecd11750a438e6
org.testifyproject.junit4	integration-test	1.0.2		7ddded29c93ce25e62b08634c93480e7da6d0cda
org.testifyproject.junit4	integration-test	1.0.3		e3888293dd920c6e1767aea8e70922d66d856bef
org.testifyproject.junit4	integration-test	1.0.4		ac64963b140a1ca4739b187776b7f423e6934d96
org.testifyproject.junit4	integration-test	1.0.5		20834791c0bafd48d5ac35adaaf983121ddd8341
org.testifyproject.junit4	integration-test	1.0.6		0852acea2146038c8ad166af1538eae7d6aff4a9
org.webjars.bower	github-com-polymer-polymer	1.2.0		404faacc88ee2b70e5a109d24b134fcf26dbc5c2
org.webjars.bower	github-com-polymer-polymer	1.2.3		20571f579b68aae19c0e6dc7a32a53b6e65175a1
org.webjars.bower	github-com-polymer-polymer	1.6.0		e9c8d5715f70669b3d3b5382bdab2fc8cd29d7ae
org.webjars.bower	github-com-polymer-polymer	1.9.3		b1ecb2dae16b84ef5e76339d1db4318994055357
org.webjars.bower	github-com-polymer-polymer	2.0.0-rc.9		7b7f6ae2a870ebd042a23048594a571b228f762c
org.webjars.bower	github-com-polymer-polymer	2.4.0		25a72eb649044cb84560d055ad7acd083442b4dd
org.webjars.bower	github-com-polymer-polymer	2.5.0		5eafa26b884906b21ceadbdf6ed028949c591969
org.webjars.bower	github-com-polymer-polymer	v2.0.0		90839349a94bb3a5a2ca7c3822875acb7a0a2ae6
org.webjars.bower	github-com-polymer-polymer	v2.0.1		2afc1be5be118f3b630da7af90563635549a31fc
org.webjars.bower	github-com-polymer-polymer	v2.0.2		34e1553f4d8769ccc20ae1b61842f9a613e5cceb
org.webjars.bower	github-com-polymer-polymer	v2.1.1		102eff1f384a777af19542ffe7d935abfbdb6ee8
org.webjars.bower	github-com-polymer-polymer	v2.3.1		2021dac52250cb89feb29a467012aa807a7f8432
org.webjars.bower	highcharts-ng	0.0.11		2876bf438a73405b5e6501a20abb645ffb0d77a2
org.webjars.bower	highcharts-ng	0.0.12		031593123f33b3d27ac716e3fc4138f09e0a8b49
org.webjars.bower	highcharts-ng	0.0.13		54da11dd9405c8b289e98d723d855066af5bd47d
org.webjars.bower	highcharts-ng	0.0.7		bf8f2fe00c9e6821eb9d9a791001c7fcc4e4f7c6
org.webjars.bower	highcharts-ng	0.0.8		45dd4a7dc3cece4d1f624fe132dceaadf6d42332
org.webjars.bower	highcharts-ng	0.0.9		abfeaf0e27c7318dda41133793254717855478e6
org.webjars.bower	highcharts-ng	1.0.0		1ae4895e2c80e737fd2f4c0aef9a125cc52be923
org.webjars.bower	highcharts-ng	1.0.1		5c59149a68cb153ceaeac3f09a424b3f36b1c827
org.webjars.bower	highcharts-ng	1.1.0		d1b2b0608a4f9263291d3a709e6a7b764f14a29f
org.webjars.bower	highcharts-ng	1.2.0		557f430b1d09f708229acb9192fd198e0b88e97d
org.webjars.bowergithub.timvdlippe	iron-lazy-pages	2.1.0		bdf86e720555c2322c16fe508dde5c459f520649
org.webjars.bowergithub.timvdlippe	iron-lazy-pages	2.1.1		dbec81c1fd4bd330117c8a7024b020e7c18ae86f
org.webjars.npm	bpmn-io__form-js-viewer	1.10.1		80a188d5efe0373e42a6f78ff975e375d6f241bd
org.webjars.npm	bpmn-io__form-js-viewer	1.9.1		fba0f9e93f2c5bda729fbe2ce762d3757b6f7c17
org.webjars.npm	github-com-dlemaignent-event-calendar-webjar1	3.9.0		e75425a323f5a1dc594e5745e6e0e12b1d2c7cee
org.webjars.npm	lodash	0.10.0		3495200456d96ae1d5cc87f491c4403818bb7291
org.webjars.npm	lodash	0.9.2		45f898d7a2a6c63ec302f3eaad3f3eec8e41fdc7
org.webjars.npm	lodash	1.0.0-rc.2		62945c8eb6f8249319e25fa9fa7ab8beecc816e7
org.webjars.npm	lodash	1.0.1		72f0e7621342852070f8acde0b2c51911d5a409e
org.webjars.npm	lodash	1.0.2		765b112cd8d609d1a97f4ba7eaa710ba3d7ec7ff
org.webjars.npm	lodash	2.2.1		11e64b144cacbd9c47861b2fcfe1412da47b95bd
org.webjars.npm	lodash	2.3.0		ddaab2dc17c094bef0bebd8cbda171ff9fb1c352
org.webjars.npm	lodash	2.4.1		7478a8e19e0d97d2b78ed2eb5bc671235cc71953
org.webjars.npm	lodash	2.4.2		9410cb50a97981762fca73beea709749df555d87
org.webjars.npm	lodash	3.0.0		96c71e386a05d8479cecc43595c43f38e562dd51
org.webjars.npm	lodash	3.10.0		f2fc559871947a4fdbf1e723f5749c1b1eccaa44
org.webjars.npm	lodash	3.10.1		0bb055487ecf2293ab4718e65739c30d4e601074
org.webjars.npm	lodash	3.2.0		fd801784db6007ca1328e9089eeee71f44776b9f
org.webjars.npm	lodash	3.3.1		87873a3978085b342f6b12d031651fda72c052d2
org.webjars.npm	lodash	3.5.0		bfc369727c0104aebba33d2717728f4c654ba13e
org.webjars.npm	lodash	3.6.0		2c470a90e12f46e6eaeec929b8f69025debdb09e
org.webjars.npm	lodash	3.7.0		0e08c2935b4f23ed285c2d44331ba07a0445cfdb
org.webjars.npm	lodash	3.8.0		60563f7b094018b1ccd0e7782e31d6c0cdae8137
org.webjars.npm	lodash	3.9.1		c02eb5fcd8c496cf35a05fa5a04fc2e4083b8f4b
org.webjars.npm	lodash	3.9.3		902ffcfbe5c9225a9612a2512d87c74c3847cd14
org.webjars.npm	lodash	4.0.0		6c57b3a4eff17e319b7fb7a91da8163ca72c8742
org.webjars.npm	lodash	4.11.1		92539b035f8b6e1b4578a32b7ea3b741be19384d
org.webjars.npm	lodash	4.11.2		c4a84173b1dfd1df391ad143ed446448753e70cb
org.webjars.npm	lodash	4.12.0		151166f4e96b76f5adbc208f80389c64008fe8ad
org.webjars.npm	lodash	4.13.1		b9f072c51684419d58ab0b97a523415ae530f72e
org.webjars.npm	lodash	4.14.1		65892e4c7be58ef0343b568e0ee052e0e96927fa
org.webjars.npm	lodash	4.14.2		a6f68ac4c806d599c2ff5d401ea3e0012bfeab12
org.webjars.npm	lodash	4.15.0		83025645998d23c5e70b582d6e3463c46edac2f9
org.webjars.npm	lodash	4.16.6		238ed4a8464c7777ee8a927afeae878d2a0f753b
org.webjars.npm	lodash	4.17.10		6f8cc8a223ae565a4cea341c6e951fc021f6a372
org.webjars.npm	lodash	4.17.11		141e21228ef37c9cb7ed3bc6881b322d8450eff5
org.webjars.npm	lodash	4.17.13		15995599e008477c5f95060495b22edbc3c893b2
org.webjars.npm	lodash	4.17.14		e9f0ae6c7bf50f447a8ffa76364e9db143ff4496
org.webjars.npm	lodash	4.17.15		e97ed0825a5eb0c355aac3804bae27883bfee91f
org.webjars.npm	lodash	4.17.17		c9d9e19db5e56a51c7bd0e5efcc0503dc6455587
org.webjars.npm	lodash	4.17.19		57b7b4f410fb34a650c754af97c7f7897a892f12
org.webjars.npm	lodash	4.17.2		e920ee36b37a60476524cf75723bc5b66f1de884
org.webjars.npm	lodash	4.17.20		4392960148675d365da096c72c56b11ad6ba60df
org.webjars.npm	lodash	4.17.21		1ba809355bc711c3610636dd38430dbae077faec
org.webjars.npm	lodash	4.17.3		393cdee92f7a7f8439ee4f2183dbe02a37402075
org.webjars.npm	lodash	4.17.4		898c6a8257a47d306716263653be332a171c9630
org.webjars.npm	lodash	4.17.5		feacc941bf8a42749b2348a009ef0b2487905238
org.webjars.npm	lodash	4.17.9		d5b352b9e4fd4319b70d8a492c444848589d68e2
org.webjars.npm	lodash	4.4.0		0f0731aebe9e89616aecbfba638b7f35c5758bfb
org.webjars.npm	lodash	4.6.1		cd9665be17702b9f6b5ef7e4dff05ce0bc7725ce
org.webjars.npm	lodash	4.8.1		222db76f7816b51b8ffe4f20dcf8c29d3a6e6aaa
org.webjars.npm	lodash	4.9.0		9b9647f90ce10615f0ff9ceac5a6990dbd664a62
org.webjars.npm	ng-twitter	0.0.4		8cddac4010bbb6f0ad8f48cb84f18fbb6e6e4382
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.0		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.1		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.10		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.11		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.12		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.13		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.14		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.15		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.16		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.17		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.18		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.19		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.2		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.20		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.21		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.23		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.24		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.25		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.26		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.27		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.28		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.3		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.30		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.31		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.32		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.33		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.34		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.35		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.36		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.37		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.38		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.4		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.5		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.6		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.7		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.8		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	0.1.9		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	1.0.0		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	1.0.1		N/A
org.wso2.carbon.identity.governance	org.wso2.carbon.identity.password.history.server.feature	1.0.10		N/A
