be.siteware	excelprocessor	1.0.4		2a3c7a0e14237cf2b6bc72709766b1eca60c5052
org.boofcv	applications	0.34		713d277d9ec9d77278bf88d65e2206abcc30d1e8
org.boofcv	applications	0.35		b06725e5b9d33490896dcd63425e6a25f507df8a
org.boofcv	applications	0.36		c7e42e921ed561e7c342c246fc842ebd2ac22e02
org.boofcv	applications	0.36.1		3d46b5cbd6d2c6ec83e63376fb9ecf9ede6fc21a
org.boofcv	applications	0.37		64f6f9067cc03d70043cfc0857cf58228fea062e
org.boofcv	applications	0.38		3a91eaa7c5e38cfbdc04a06886227d3d83b7a0d8
org.boofcv	applications	0.39		775ddc558d450418e09e9ab27dc302a21eb3508b
org.boofcv	applications	0.39.1		6e339f2efa2a6ba0b7385bcf360ac89f1761f696
org.boofcv	applications	0.40		73c18a7f2b0e909768489a4d85bb3e8c1a4c7ad9
org.boofcv	applications	0.40.1		d37b272fbd25b00e46e07ece8023e5b99f540288
org.boofcv	applications	0.41		8cecd8a568c9f37aca600f8d41f0e0215a3e7e87
org.boofcv	applications	0.42		a5a14aa6b7e6175be208c4689443d723cc0beb8d
org.boofcv	applications	0.43		fa426777332e6f5b31c719d3aae490ed557bab04
org.boofcv	applications	0.43.1		a795c48ea6f3fab2525bd6bb5083a8137b7a83f5
org.boofcv	applications	0.44		e03470088633c95f40327985037fa3bd11a11cdb
org.boofcv	applications	1.0.0		62e683bb5f272c4b5cadb05d19cd587b3b687b7b
org.boofcv	applications	1.1.0		a1ee0bbae73d04d9448aae86364c8a025739d4e1
org.boofcv	applications	1.1.1		595dd16a8d094f424a2e0406c1d7ad193939066b
org.boofcv	applications	1.1.2		9a93331657dfca046d743cce4fb27f6bd37f8aa1
org.boofcv	applications	1.1.3		e89f2fa965b221d8048220075f2210ef66760018
org.boofcv	applications	1.1.4		c81f05dabd6db60ed7079aba18fce4519abc3531
org.boofcv	applications	1.1.5		e4ace73fd2e0c3b7715f203eee5d00e95eea8e4f
org.boofcv	applications	1.1.6		4704519f0469fde8eee291e70e7cfe572e66613f
org.boofcv	applications	1.1.7		9287841dd2dd63501c546227737d0e5384a8532e
org.boofcv	applications	1.1.8		19cd671de04fb53b0a65f309386f34ec8433c76e
org.boofcv	applications	1.2.0		6ff18218dbd6c60337774a2f0796b715032329a9
org.boofcv	applications	1.2.1		b2f3ae47848db87ef8e5987acc8d3711211ac7a9
org.boofcv	applications	1.2.2		cffa34885ff54c1f6fe0e6f803e54f3ce995385e
org.chepiov	curve25519-java	0.6.10		07f43e9484b3714540dc698621aa4fe6c1cd25d0
org.chepiov	curve25519-java	0.6.4		cec2a48d060afa808772818c5bcd8eeb6f5a2c71
org.chepiov	curve25519-java	0.6.5		b3a907d831c518c30682bfa1c9411e6f9bd7dcc3
org.chepiov	curve25519-java	0.6.6		ece6b8f62afe023dcb2df8bb1b498ed04776e6aa
org.chepiov	curve25519-java	0.6.7		bca576b7bf65826b144d1083e4b3b7c1ba6cc3a6
org.chepiov	curve25519-java	0.6.8		514dafb1183182d1e4d3082f95abe5f59ad5dd9e
org.geckoprojects.emf.utils	org.gecko.emf.exporter.ods.api	1.0.0		30107839DEC66E0AD3370CDF7520115D818FD8A2
org.geckoprojects.emf.utils	org.gecko.emf.exporter.ods.api	1.1.0		DFF277EB44454C402A7FA22F267D02F10D1EFD4C
org.geckoprojects.emf.utils	org.gecko.emf.exporter.ods.api	1.1.1		C6CAFE9CB3BBFBA8B90CE8AC4314AE13CD9D0AA8
org.hildan.har	socketio-kotlin-iosx64	0.1.0		N/A
org.hildan.har	socketio-kotlin-iosx64	0.1.0	metadata	21a73330538a3bf9c1859e40b1495990b9828c2d
org.ifinalframework	final-poi	1.2.4		d0850869296f7b9f68f7ac790ef65fef5fe5c5da
org.ifinalframework	final-poi	1.3.0		e1df0258d09214df18ac929623a86c63c1c97e65
org.ifinalframework	final-poi	1.3.1		e854a66b3fa6b9aebba4fffb3842d1d0fddf0590
org.ifinalframework	final-poi	1.3.2		80a5858f9e3d0ee7c241fa99a7233b4bb32cfa64
org.ifinalframework	final-poi	1.3.3		1b15b751d0daf37be71a361f74c5afbcbd799428
org.ifinalframework	final-poi	1.3.4		ed58d6db68906c8218dca5310cb266654a4f51f1
org.ifinalframework	final-poi	1.3.5		f7c8ee41a95fb30aa1a8e6924f1fa4688cbcd761
org.ifinalframework	final-poi	1.4.0		b8614ce90da3b78ab2607d45b86561128599424c
org.ifinalframework	final-poi	1.4.1		f31aded3030b344efcb20652bc9a330b89a8c910
org.ifinalframework	final-poi	1.4.2		64581cef920dfbd86db6dd2ed4912fd3bd405ec0
org.ifinalframework	final-poi	1.5.0		c84fd7a3d056869eec8fb27be33d58972ab35c8c
org.ifinalframework	final-poi	1.5.1		f206a031145e4eef5ac99c895fefe6934b59f0f6
org.ifinalframework	final-poi	1.5.2		e34ba52634414c7eaf95b5d6397d8aa5dc026985
org.ifinalframework	final-poi	1.5.3		8fa984df377081128fdf6b4be81765f134c69139
org.ifinalframework	final-poi	1.5.4		f23d9446f1642d312f67adcd7dc942a353f682f4
org.ifinalframework	final-poi	1.5.5		2352138be7e5dca79b3bb5b77187e7173f6680d1
org.ifinalframework	final-poi	1.5.5-alpha		f2e7fe2cfaa25b1950366edea86496ee4c52632a
org.jaudiolibs	jnajack	1.2.0		612e929a743616fc86445736e2b83099537092b4
org.jaudiolibs	jnajack	1.3.0		b029ff5bbbb9ab115dc653c85c06e4f58bd19c72
org.jaudiolibs	jnajack	1.4.0		b7a21342efe2e50cb752b6255be8861f954319dc
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.0.1		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.0.10		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.0.11		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.0.12		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.0.13		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.0.14		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.0.2		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.0.3		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.0.4		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.0.5		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.0.6		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.0.7		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.0.8		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.0.9		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.1.0		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.1.1		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.1.2		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.1.3		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.1.4		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.1.5		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.10		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.11		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.13		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.14		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.15		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.16		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.17		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.18		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.19		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.2		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.20		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.21		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.22		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.23		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.24		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.25		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.26		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.26.1		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.26.2		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.27		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.28		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.29		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.3		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.30		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.31		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.32		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.33		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.34		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.34.1		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.35		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.36		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.36.1		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.36.10		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.36.11		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.36.12		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.36.13		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.36.14		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.36.15		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.36.2		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.36.3		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.36.4		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.36.5		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.36.6		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.36.7		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.36.8		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.36.9		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.37		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.37.1		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.37.10		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.37.11		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.37.12		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.37.13		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.37.14		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.37.15		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.37.16		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.37.17		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.37.18		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.37.19		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.37.2		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.37.3		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.37.4		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.37.5		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.37.6		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.37.7		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.37.8		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.37.9		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.38.0		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.38.1		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.38.2		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.38.3		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.38.4		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.38.5		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.39.0		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.39.1		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.39.10		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.39.11		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.39.12		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.39.13		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.39.14		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.39.15		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.39.16		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.39.17		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.39.2		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.39.3		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.39.4		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.39.5		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.39.6		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.39.7		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.39.8		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.39.9		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.4		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.40.0		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.40.1		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.40.10		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.40.11		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.40.12		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.40.13		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.40.2		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.40.3		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.40.4		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.40.5		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.40.6		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.40.7		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.40.8		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.40.9		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.41.0		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.41.1		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.41.10		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.41.11		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.41.12		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.41.13		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.41.14		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.41.15		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.41.2		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.41.3		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.41.4		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.41.5		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.41.6		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.41.7		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.41.8		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.41.9		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.5		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.6		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.7		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.8		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-defaultbundles	0.9		N/A
org.lynxsdk.lynx	v8so	0.0.1		N/A
org.lynxsdk.lynx	v8so	0.0.1-alpha.1		N/A
org.lynxsdk.lynx	v8so	11.1.277.2		N/A
org.lynxsdk.lynx	v8so	11.1.277.3		N/A
org.netbeans.modules	org-netbeans-modules-spring-beans	RELEASE100		0c0553d080f725396433a4cb10f4f556cf034887
org.netbeans.modules	org-netbeans-modules-spring-beans	RELEASE110		8ae09db231bd3890d0742b8437cd9660616e7244
org.netbeans.modules	org-netbeans-modules-spring-beans	RELEASE111		f78391dd652c57a756ee79d76b01c45ed22dfd22
org.netbeans.modules	org-netbeans-modules-spring-beans	RELEASE112		b61f85c95fda7018cbcc3fb5e5e4f237dceef193
org.netbeans.modules	org-netbeans-modules-spring-beans	RELEASE113		e16d164753de673ffe57eaa27abf8329bb165732
org.netbeans.modules	org-netbeans-modules-spring-beans	RELEASE120		d28967f6990699705a2b6c4ebfb8f38182e3c3c6
org.netbeans.modules	org-netbeans-modules-spring-beans	RELEASE120-1		e335c7d54f312a6b306a871339a16468c690148e
org.netbeans.modules	org-netbeans-modules-spring-beans	RELEASE120-u1		5a77259c730e803386def7d221c5cc028e82a956
org.netbeans.modules	org-netbeans-modules-spring-beans	RELEASE121		e4af9d6142b2c47b227c76313ca3ba46d859be2f
org.netbeans.modules	org-netbeans-modules-spring-beans	RELEASE122		97276d193ec69139339a502a89a4dd41029ced3d
org.netbeans.modules	org-netbeans-modules-spring-beans	RELEASE123		89b8bf0d7c9f891f861426e02b73de7e3ee8cfdb
org.netbeans.modules	org-netbeans-modules-spring-beans	RELEASE124		768c65f072f1fae04369ee4d5a65a0828031ef26
org.netbeans.modules	org-netbeans-modules-spring-beans	RELEASE125		38cfde81dc3d09f6b01d84cb3a2ac8d753571a65
org.netbeans.modules	org-netbeans-modules-spring-beans	RELEASE126		0cead285a1f2ca110cae5421a83202479bb427bd
org.netbeans.modules	org-netbeans-modules-spring-beans	RELEASE130		5677daa0b0855a421363d5f1e6f1f8267dcca29e
org.netbeans.modules	org-netbeans-modules-spring-beans	RELEASE140		64dc86025ddb583b933f4a3fab39a4193beb1e30
org.netbeans.modules	org-netbeans-modules-spring-beans	RELEASE150		0ca9efbca6517ef66e337d0cc5a6af1b53aba4cb
org.netbeans.modules	org-netbeans-modules-spring-beans	RELEASE160		963b3ad1096ba087d0b4dacb5514ec6271ba609d
org.netbeans.modules	org-netbeans-modules-spring-beans	RELEASE170		3b4cae6133c74b186a61c7058f5bd513fc6d14b1
org.netbeans.modules	org-netbeans-modules-spring-beans	RELEASE180		8851d097d9774bf8fb59df039ff29af19deb15a2
org.netbeans.modules	org-netbeans-modules-spring-beans	RELEASE190		6ddec621e8d1b4a3ade4019d87d256527a3e3859
org.netbeans.modules	org-netbeans-modules-spring-beans	RELEASE200		919d34983629e6c544bdb60774d0cd64bda0fb8d
org.netbeans.modules	org-netbeans-modules-spring-beans	RELEASE210		baf77bbeaf9c81df1e442097871acbef6c73260d
org.netbeans.modules	org-netbeans-modules-spring-beans	RELEASE220		929747b49280f15dbebddb70dace31c2e962a23b
org.netbeans.modules	org-netbeans-modules-spring-beans	RELEASE230		c96d114b6b28a3473bbdd6010eb616938c49c9da
org.netbeans.modules	org-netbeans-modules-spring-beans	RELEASE240		1a4c6a4651baf9565f6cb9c47237607aa3a3103a
org.netbeans.modules	org-netbeans-modules-spring-beans	RELEASE250		bd6455868ad1e960e83c071aa5ba5c86b66d8298
org.netbeans.modules	org-netbeans-modules-spring-beans	RELEASE90		ab1eca7994bb44e35ad2eddbbcd69cd45b0979a2
org.ooverkommelig	ooverkommelig-jvm	1beta3		2536c1e2493502345a577abbf8194f516c8e4894
org.ooverkommelig	ooverkommelig-jvm	1beta4		c12d6dd80f5fe9045f62150d27e0ba622a376d20
org.opencms.modules	com.alkacon.opencms.v8.infobox	8.0.1		2c2a4719e64a7e39545c1a557a758391f7385271
org.opencms.modules	com.alkacon.opencms.v8.infobox	8.0.2		2c2a4719e64a7e39545c1a557a758391f7385271
org.opencms.modules	com.alkacon.opencms.v8.infobox	8.0.3		2c2a4719e64a7e39545c1a557a758391f7385271
org.opencms.modules	com.alkacon.opencms.v8.infobox	8.5.0		2c2a4719e64a7e39545c1a557a758391f7385271
org.opencms.modules	com.alkacon.opencms.v8.infobox	8.5.1		2c2a4719e64a7e39545c1a557a758391f7385271
org.ow2.orchestra.console	console-swf	4.8.0		N/A
org.ow2.orchestra.console	console-swf	4.9.0		N/A
org.ow2.orchestra.console	console-swf	4.9.0-M1		N/A
org.ow2.orchestra.console	console-swf	4.9.0-M2		N/A
org.ow2.orchestra.console	console-swf	4.9.0-M3		N/A
org.ow2.orchestra.console	console-swf	4.9.0-M4		N/A
org.ow2.orchestra.console	console-swf	4.9.0-M5		N/A
org.ow2.orchestra.console	console-swf	4.9.1		N/A
org.ton.kotlin	ton-kotlin-tonapi-tl-macosx64	0.4.0		N/A
org.ton.kotlin	ton-kotlin-tonapi-tl-macosx64	0.4.0	metadata	c06799d3f08563e7fdd4e2ed92c123ccabda1b7d
org.webjars.npm	eggjs__ip	2.0.2		5ccd59a5f0112ae36c80a721d80812e87dbfb3b8
org.webjars.npm	esm-bundle__markdown-it	12.0.6		9e5adc95e883d499ac5eaa3001a2e208eb002da6
org.webjars.npm	esm-bundle__markdown-it	12.1.0		975ea62caf3349de2464db98bb9e1ab7408a86af
org.webjars.npm	esm-bundle__markdown-it	12.2.0		e9197935b5cde0e0e1245c923ae12c0b5ae5c07a
org.webjars.npm	pg-types	1.11.0		c3e4cf08a3e4b2ad3ef4e2f6a0a2bc821ff0ea40
org.webjars.npm	react-docgen-annotation-resolver	1.1.0		9091bae85241d24ea23fd4664424ae3fba6bfbf6
org.webjars.npm	twemoji	11.0.0		65e20b88d3a15e71314ce1ee917e6157d63d40b1
org.webjars.npm	twemoji	11.2.0		2202c43a05fd812ea46ddbf72bed005c91879b43
org.webjars.npm	twemoji	11.3.0		899a74b1c7f25f57ac8a00878f3bc1d7c2367615
org.webjars.npm	twemoji	12.0.0		9a8d4b488b291575a2257bb7dbcbce65475171cd
org.webjars.npm	twemoji	12.1.4		6f837e4cefcebfbcbc56855a43edc0a441aa15b3
org.webjars.npm	twemoji	12.1.5		dcd99b1f086c9d7bc8beb0e3ab0d879e8992d528
org.webjars.npm	twemoji	13.0.0		9829fb1d4fe921dca47d7d7174c3bd46a2f59af8
org.webjars.npm	twemoji	13.0.1		28e6c8a1b419e734d2ee90e2d97eba5ffa40d900
org.webjars.npm	twemoji	13.1.0		c4e1114158d5617141f4e0ef92a5b2f3c89a08b8
org.webjars.npm	twemoji	14.0.0		322a9101871fb9d11b23a525ca0eb94c4b7ba12e
org.webjars.npm	twemoji	14.0.2		574cf9dc1eb36a3785f89dd4f2cddb7270addc84
org.webjars.npm	twemoji	2.1.0		b62e4b0518381407b260a285427b0df3cb875319
org.webjars.npm	twemoji	2.2.0		34a30b86306269d462a44d96a14737a04fad2e11
org.webjars.npm	twemoji	2.5.1		aa44d8bf9114bae063370388ff0aec1d08ec0381
org.wicketstuff	wicketstuff-nashorn	10.0.0		fa9e4ef3f9fb27cb4c85a335f1cfd37df3550757
org.wicketstuff	wicketstuff-nashorn	10.0.0-M1		821755d2a34460f1b0f1473176f4f2a1629cfded
org.wicketstuff	wicketstuff-nashorn	10.0.0-M2		98c7e253e4b30062776781e6deb4d0d77c5d607f
org.wicketstuff	wicketstuff-nashorn	10.1.0		62c2f75a4dd935f6517aceee63adf8a98d21e53a
org.wicketstuff	wicketstuff-nashorn	10.1.1		35e13b78fe048f33070f778716c9859e0811c5d2
org.wicketstuff	wicketstuff-nashorn	10.2.0		8e72cdfa1d159c2692ebbcc0f742164f1f4c4e01
org.wicketstuff	wicketstuff-nashorn	10.3.0		ddcb9a8b07c103e2926f383e7803cbe310c47839
org.wicketstuff	wicketstuff-nashorn	10.4.0		8ce46f4988b1f9bda323756269b4afdba6edf241
org.wicketstuff	wicketstuff-nashorn	10.5.0		62448245d007e0025bd96e6b292a32e100de1199
org.wicketstuff	wicketstuff-nashorn	7.10.0		5eabf65fbc1781dc12e2834038453bfc20d42f1d
org.wicketstuff	wicketstuff-nashorn	7.11.0		abe544d0c5e860903e8cd8fc5e90c4b92ce8c106
org.wicketstuff	wicketstuff-nashorn	7.12.0		686e060e51820353d45f636f14db8968069003ee
org.wicketstuff	wicketstuff-nashorn	7.13.0		64660df5592c2b44f9eaa674b199a0f5b64067c8
org.wicketstuff	wicketstuff-nashorn	7.14.0		c45c533f589b8d52861d431eac5fb93785e5ad5c
org.wicketstuff	wicketstuff-nashorn	7.15.0		ef55f132856dd104c63ed39d14dc3d3817479ea6
org.wicketstuff	wicketstuff-nashorn	7.16.0		f09a7593a301ad180355b649b2563f2f90f7f0bc
org.wicketstuff	wicketstuff-nashorn	7.17.0		4a49b541e7e0d51bbe5dd4c6a65a4ca03f60b67f
org.wicketstuff	wicketstuff-nashorn	7.18.0		385e6a52c21ab3a0af79bf9afe4f9e25b36dd3db
org.wicketstuff	wicketstuff-nashorn	7.3.0		06f41cc8d4fc4c471b16c0a83c129934eb415ea8
org.wicketstuff	wicketstuff-nashorn	7.4.0		1ac8fb3b7474c9c5c4bbeb3c20739396e5c269eb
org.wicketstuff	wicketstuff-nashorn	7.5.0		fee8f88e9afae0a2791809dea0f045469584c12b
org.wicketstuff	wicketstuff-nashorn	7.6.0		80d2f9aebba8f362f67be2288e55bda830854e43
org.wicketstuff	wicketstuff-nashorn	7.7.0		f4ccc8cd17b23250e882930e45a548d7ccd45c83
org.wicketstuff	wicketstuff-nashorn	7.8.0		26df755e33a9594ca8572e9cb8ab92d722a29432
org.wicketstuff	wicketstuff-nashorn	7.8.1		6d5bbaa541a12b3469059a217b565f46fffcc0a8
org.wicketstuff	wicketstuff-nashorn	7.9.0		25153654e1832141c2250bb27dd37de1c3253af3
