br.com.thiagomoreira.liferay.plugins	social-buttons-portlet	1.3.0.0		N/A
com.opengamma.strata	strata-basics	2.10.8		49ab72c2bd90761e9c480431a178be39a617f14c
com.opengamma.strata	strata-basics	2.10.9		19754e263628b9d018095439bf949a2d43667daf
com.opengamma.strata	strata-basics	2.11.0		382121eb1344dc32d0317840e8c78664621ed04a
com.opengamma.strata	strata-basics	2.11.1		c8fc8a0f1543c599aafa332f8eca33df6d534d3a
com.opengamma.strata	strata-basics	2.11.2		c28c519a0361d36517b3e18523346c7742913737
com.opengamma.strata	strata-basics	2.11.3		59244aac0629d805348714b7a4ed8aa7b7019b4f
com.opengamma.strata	strata-basics	2.11.4		a73f16d6656c6ae402b08bdbc0cd76c47481ca5b
com.opengamma.strata	strata-basics	2.11.5		e141233d5fb39b131ccf76f7762a8ef02e757589
com.opengamma.strata	strata-basics	2.11.6		8044579878f9bcc9eb5a682ce4fe3dc13c5aaa93
com.opengamma.strata	strata-basics	2.11.7		70f57deec74c2d94790517c221d7f2edcc38927b
com.opengamma.strata	strata-basics	2.11.8		6d40a818d42ab73445fc07288ec05f5f5c6035ac
com.opengamma.strata	strata-basics	2.12.0		a31f22956677a3d8a6c8bd699b24136f6220abac
com.opengamma.strata	strata-basics	2.12.1		98c0cdd4781d674b0db0ad969ecd37b08461e26e
com.opengamma.strata	strata-basics	2.12.10		59617e00a13f7fe10adb00585ac90c9a4a171c41
com.opengamma.strata	strata-basics	2.12.11		dffb11f16dc65cac46949275a5cbb2bf3fc5004e
com.opengamma.strata	strata-basics	2.12.13		abcf79736357ecbebb7ed4689f2c6b4c3de8ede7
com.opengamma.strata	strata-basics	2.12.14		9fdb73e83267fb574f5d2e14888a228be45cdd85
com.opengamma.strata	strata-basics	2.12.15		df14efe743905ca8dea74204033c981bda9ca263
com.opengamma.strata	strata-basics	2.12.16		f1e3adfdd0b92bf57d220da2e4ab8f6a2511c51c
com.opengamma.strata	strata-basics	2.12.17		2a2de677815eed9e8568f7f8df6b063d5f720f39
com.opengamma.strata	strata-basics	2.12.18		76082612596135b74345e02ef8481ca8d4aef07e
com.opengamma.strata	strata-basics	2.12.19		8565a2331e3421423f6155612a93a0fc44e5db47
com.opengamma.strata	strata-basics	2.12.2		b681e3d5de8bb9916ef1596623f23e3dd32fae11
com.opengamma.strata	strata-basics	2.12.20		93675a093e914c4f18e8abbf0dd3d10bea9d506c
com.opengamma.strata	strata-basics	2.12.21		201a687b73465582b223d2c295f6365d6278f1f4
com.opengamma.strata	strata-basics	2.12.22		8cf753c57e1048e2b13db6e7e86ebc20f5d72679
com.opengamma.strata	strata-basics	2.12.23		c34d74220565d218544e551b6ba11583fab8d476
com.opengamma.strata	strata-basics	2.12.24		0a1cfb3db7cbeebd16f18fae8be8f30f8a619b3e
com.opengamma.strata	strata-basics	2.12.25		1cab826251f01ed6ebb5a82cc1216cad86f59cdc
com.opengamma.strata	strata-basics	2.12.26		5e38811a096cdeb603d8a25d61102b8ae72a4d8f
com.opengamma.strata	strata-basics	2.12.27		f07d2f0efc51b93bfd098565fc838059fa81250e
com.opengamma.strata	strata-basics	2.12.28		2d4886b73ff61f58ff33f16d15a658b298b6c591
com.opengamma.strata	strata-basics	2.12.29		6177cf2fcc0b10c4af050a9db3d32c37301d1f9c
com.opengamma.strata	strata-basics	2.12.3		2644bb6a61c726a19c91efb02642454b289352e7
com.opengamma.strata	strata-basics	2.12.31		2f80ddba92cc1a474363ea200d80b35225e65c06
com.opengamma.strata	strata-basics	2.12.32		256a4af12bfe49f4d3accf84ba8a8b63f1183272
com.opengamma.strata	strata-basics	2.12.33		ca9620bfefc3886f5824f1062087f55e8395a1d6
com.opengamma.strata	strata-basics	2.12.34		247423d8d13eea91d7c1635f9db97acd053cb19a
com.opengamma.strata	strata-basics	2.12.35		52d1804740a9cf83afeca5305029a84dec782ea3
com.opengamma.strata	strata-basics	2.12.36		01294d44cd0b963d4f57ea88c091651ce4c40d34
com.opengamma.strata	strata-basics	2.12.37		974b30807a59b17df47e262fa1cd1ca9fee7a61e
com.opengamma.strata	strata-basics	2.12.38		5fd20a6072e1639cfac7ffc56b160f12db7dbec7
com.opengamma.strata	strata-basics	2.12.39		67a9fbcd6c27c5a7458b6db75a4e9961cd7bfac0
com.opengamma.strata	strata-basics	2.12.4		656b31eccc0dc2d124521f47395063dd3302134a
com.opengamma.strata	strata-basics	2.12.40		b4e13d79d602cf8e99c13bf775cc9d078dcc9b2e
com.opengamma.strata	strata-basics	2.12.41		6e93d3480fee7dac57beb2ab6da742d1d4df75e5
com.opengamma.strata	strata-basics	2.12.42		591e4dd63bdbebf1cd0546f7a0378445168c3a8c
com.opengamma.strata	strata-basics	2.12.43		656cabcd4dd4bf9079e2cd1c63c92ab0f1d2b7f4
com.opengamma.strata	strata-basics	2.12.44		d150e66cc066422a30898dc23df332de30d35064
com.opengamma.strata	strata-basics	2.12.45		a95e51242457c94a2ecfa7917997fc7f3c05365b
com.opengamma.strata	strata-basics	2.12.46		bd6f1f7d29a9798c8eefdbc9fe81789be94b88b8
com.opengamma.strata	strata-basics	2.12.47		33962c04416a5808bedd4598a760e30cb6f8fdab
com.opengamma.strata	strata-basics	2.12.48		94d555b309c6202c439b111a93ec4af4dd35b0f2
com.opengamma.strata	strata-basics	2.12.49		2f18f07dd3877a180c1a132f9fceb1da8972da1a
com.opengamma.strata	strata-basics	2.12.5		9becdcee7af200ff6f4f8850ddcb1d6b653c963b
com.opengamma.strata	strata-basics	2.12.50		a5981fcc27a421e666b3ded8ef815acc9fb0db12
com.opengamma.strata	strata-basics	2.12.51		2c2405885428c3f76f5800bff4b150f8c1020bb1
com.opengamma.strata	strata-basics	2.12.52		0f58d189e52f646598cc9d4700043a8a3fe32025
com.opengamma.strata	strata-basics	2.12.53		7d4fc84cae08929f02fe63a4d3c47a2b371131c9
com.opengamma.strata	strata-basics	2.12.54		981159172d523641f72c9ca215f6f66a0fd8741c
com.opengamma.strata	strata-basics	2.12.55		6c4ececedcbf9b2739eb12bd996ff875bee6b811
com.opengamma.strata	strata-basics	2.12.6		aad9ba694ddab44602e778810897ee5525578ebe
com.opengamma.strata	strata-basics	2.12.7		99c857cb87377cd3160bebc559739efd2260a3f0
com.opengamma.strata	strata-basics	2.12.8		6afd381660a9de3555a349e8074493cdf133f477
com.opengamma.strata	strata-basics	2.12.9		bece7f8c27b94c0118b41f208569f68085f46af0
com.opengamma.strata	strata-basics	2.2.0		33a75eb5347bcbff9b1554b164cf036ada5d559f
com.opengamma.strata	strata-basics	2.2.1		8e2321d6728ce4e444c271665a136ae00f031bb0
com.opengamma.strata	strata-basics	2.3.0		fdd4de7eebbeaa0dc3289e34c490a29a04f5b2eb
com.opengamma.strata	strata-basics	2.3.1		c8ad3b1916a34a0ac4788b8a74a85f03834109f8
com.opengamma.strata	strata-basics	2.3.2		3fd028cd5e1f43f143f84c0f8a8fcc2a40bbd122
com.opengamma.strata	strata-basics	2.4.0		db93242224a822e49743f726c0d4d771545aab7d
com.opengamma.strata	strata-basics	2.5.0		1c07a2974ce94f6b608d9d1be7ae971c639a9c95
com.opengamma.strata	strata-basics	2.6.0		a4a3d9b55a8c8c0f2eeae29378cb6c9ad6a38dde
com.opengamma.strata	strata-basics	2.6.1		46aff32fe423059f2f1f4d368aad240f2d42dc7a
com.opengamma.strata	strata-basics	2.6.2		39ceacc947cede205e0143850275890f76e048a7
com.opengamma.strata	strata-basics	2.6.3		77ae2e9a1e8d518b512ac28e037d3879aabab58e
com.opengamma.strata	strata-basics	2.6.4		3a95fe2d0d0b903dd0babb4b08bc1e46d488a305
com.opengamma.strata	strata-basics	2.6.5		104870a1e4aa60eb542bd4a69e56411f8cf57a06
com.opengamma.strata	strata-basics	2.6.6		26e32493b5d07816f1850ca2082308ee7f8321d7
com.opengamma.strata	strata-basics	2.6.7		212abfa9f89c19ad8457b9da46e04c1d11390cd3
com.opengamma.strata	strata-basics	2.6.8		46604b1ffa195f6f5e688ed5ed3a82d3466bac70
com.opengamma.strata	strata-basics	2.6.9		62c1184827a4f4e549d94dfca855c48433f8161e
com.opengamma.strata	strata-basics	2.7.0		1493cc4fe7d91374f4ba891a5241fb58cbf0c842
com.opengamma.strata	strata-basics	2.7.1		9894784b562730aa9ea1c3f212db8c5d30fb07b1
com.opengamma.strata	strata-basics	2.7.2		a79c5c9b4ed64047964fb2bfda850d5ab76ef061
com.opengamma.strata	strata-basics	2.7.3		06bf4b4e0808f5c6a443cc84b867ffe4175e29f4
com.opengamma.strata	strata-basics	2.7.4		ee09ecdfaaf5c8e169f6039f85ed47c3da2674e4
com.opengamma.strata	strata-basics	2.7.5		e20dca14347378bd0fc920ac6466b66a4d284b82
com.opengamma.strata	strata-basics	2.7.6		5f53ff8ebdcf9d27c1299c1e838424716fd09b3e
com.opengamma.strata	strata-basics	2.7.7		b0f1a5b1976e7322086bf38f04f988541b80150a
com.opengamma.strata	strata-basics	2.8.0		89c5a0deebd92918c7000fb7a0f66dd3504c37c3
com.opengamma.strata	strata-basics	2.8.1		4bdf59c18d1c49fd01e433107e3d00e87800acb3
com.opengamma.strata	strata-basics	2.8.10		bd94d20aece29f05d8c9f579576e084e9f711352
com.opengamma.strata	strata-basics	2.8.2		0df9f2a9e52f865ddf60aefe05d850848b54d6a1
com.opengamma.strata	strata-basics	2.8.3		63507529ca8b79ac8188d75c219256e4402b4d23
com.opengamma.strata	strata-basics	2.8.4		ba04eaf1d70b20dfe55caf5c3a73f05594d72c7a
com.opengamma.strata	strata-basics	2.8.5		a98707945ca34fecf74e17e351085c66f9e7bacd
com.opengamma.strata	strata-basics	2.8.6		a82699c6227e21eb32582e9b803e6b72465b5ec1
com.opengamma.strata	strata-basics	2.8.7		345e8b7595630e834947cf6f1088fe9fb5a97c76
com.opengamma.strata	strata-basics	2.8.8		d1e0c70822fb61e64e1ec6d80b084d96ae0a7726
com.opengamma.strata	strata-basics	2.8.9		7b63378c7666102282ac05b11c1af912db745b03
com.opengamma.strata	strata-basics	2.9.0		47776f8298fb93b6324ef449901851b287cb5768
com.opengamma.strata	strata-basics	2.9.1		b224783ef098c247cd2c4209f8bd113de48ef0b6
com.opengamma.strata	strata-basics	2.9.2		b53e5d57b6e9f3628ed83cb845e3d7465c6f543b
com.opengamma.strata	strata-basics	2.9.3		da90c4d1fc4de3225d5e017b1d5d3f232681bd76
com.opengamma.strata	strata-basics	2.9.4		f553c21870c1d091a24702ede6f217767d8b528a
com.plumelog	spring-boot-schedule-admin-autoconfigure	1.0		b286b53de7c2f64259bf3b87958f7e1a426257f2
com.plumelog	spring-boot-schedule-admin-autoconfigure	1.1		99c44e44271a16f4764caa16256a1282b7d75df8
com.prezi.spaghetti	gradle-spaghetti-haxe-plugin	1.4.1		7954a16ae42aff425a43a392f8742369610ba53f
com.prezi.spaghetti	gradle-spaghetti-haxe-plugin	1.4.2		b6b0e4af69b4368785fe23bf2bf4e99b65cdde1c
com.prezi.spaghetti	gradle-spaghetti-haxe-plugin	1.4.3		00041a33871cc5a23b503c92a3733b07477355c4
com.prezi.spaghetti	gradle-spaghetti-haxe-plugin	1.4.4		4a646c03a3b3124df8ccf0e3845da68c8047bf0a
com.prezi.spaghetti	gradle-spaghetti-haxe-plugin	1.4.5		fe3c80d0303c8527644a6b8a2cd2e9e5c5909bfc
com.prezi.spaghetti	gradle-spaghetti-haxe-plugin	1.4.6		c603cfd883c292bf61da25b437c5f70dd3a907da
com.prezi.spaghetti	gradle-spaghetti-haxe-plugin	1.4.7		57023b89a7e2c243bd4d7a1c20d437a7e43f083c
com.prezi.spaghetti	gradle-spaghetti-haxe-plugin	1.4.8		4f94beaae65016c6eca7bb18fbef002d02a9ef9e
com.prezi.spaghetti	gradle-spaghetti-haxe-plugin	1.4.9		39559693619676bde6766eb4881badaed7a890bc
com.prezi.spaghetti	gradle-spaghetti-haxe-plugin	2.0		bc815aae453e385913df6da3fd4fd6dbe383354c
com.prezi.spaghetti	gradle-spaghetti-haxe-plugin	2.0-rc4		1796488092eba6f8a2f92581ea4dfa8f64986641
com.prezi.spaghetti	gradle-spaghetti-haxe-plugin	2.0-rc7		e84e5bf26e31dcbe8f80f7c8876e82dea1c79b49
com.prezi.spaghetti	gradle-spaghetti-haxe-plugin	2.0-rc8		1af7a644c906a0baf567df40aaffe205445177f3
com.prezi.spaghetti	gradle-spaghetti-haxe-plugin	2.1		d651fd701c3d20a766bf2ee218e14df42da35db4
com.prezi.spaghetti	gradle-spaghetti-haxe-plugin	2.1-alpha-1		0fff6ebf3ce19c3138797bdea41c53d284e4907f
com.prezi.spaghetti	gradle-spaghetti-haxe-plugin	2.1-alpha-2		95addab005b8ac06ea05e507b31a7da90abecb93
com.prezi.spaghetti	gradle-spaghetti-haxe-plugin	2.1-rc-1		8c3744cb976c68d2dce4d3980df74ec448c776f8
com.semanticcms	semanticcms-dia-view	1.0		e852f61a2735892ca79dbffb921cd2f6a6e1adb9
com.semanticcms	semanticcms-dia-view	1.1		677cc3993db09826f30346a8b500dbb51d480cb7
com.semanticcms	semanticcms-dia-view	1.2		66bc33379955fe36691860908f64666452e0e6c3
com.semanticcms	semanticcms-dia-view	1.3		fc3871e2737172a5bae75968e503bcc04ee2a84c
com.semanticcms	semanticcms-dia-view	1.4.0		cd81f49dac09b2842088b8667c8dc2d73abc6111
com.semanticcms	semanticcms-dia-view	1.4.1		b57ecc9a03751f0d0c8fcf162d6280efa1e0f505
com.semanticcms	semanticcms-dia-view	1.4.2		e3fecd62dcd44bd77ae1bc829bef3d0c5300c909
com.semanticcms	semanticcms-dia-view	1.4.3		a18aebedccfc3fd059f29291e54be28836e544c7
com.semanticcms	semanticcms-dia-view	1.4.4		719f34b69b4bea0984d985612f2e34d0e84ee201
com.semanticcms	semanticcms-dia-view	1.5.0		f894db0d3f171a30b2db2b1b22576f0d9456374a
com.semanticcms	semanticcms-dia-view	1.5.1		89b7a1735e9b1fed5005a581b5262040e5a291a5
com.semanticcms	semanticcms-dia-view	1.6.0		8953f052030b0a672172f913ad91d1b02397b7ff
com.semanticcms	semanticcms-dia-view	1.6.1		53c37ad4a15f1bc2f1fbbc56269163b25fc1dd23
com.solace.connector.core.transform	pubsubplus-connector-message-transform-autoconfigure	2.10.0		f48ec587ce321689e020999b53b3bc901535b95c
com.solace.connector.core.transform	pubsubplus-connector-message-transform-autoconfigure	2.10.1		6c02a9496af39ad624db164fd3bbcc13da094163
com.solace.connector.core.transform	pubsubplus-connector-message-transform-autoconfigure	2.10.2		6307f4b5922eb472cc659acae95357758fdc9937
com.solace.connector.core.transform	pubsubplus-connector-message-transform-autoconfigure	2.10.3		311444409245db44cd04fa92075c96a87fce4e16
com.solace.connector.core.transform	pubsubplus-connector-message-transform-autoconfigure	2.10.7		497f0a44d4c34291ab8e4980964c214ef68a9bd7
com.solace.connector.core.transform	pubsubplus-connector-message-transform-autoconfigure	2.10.8		ef7fd30f775182f723cce9a942992d60019c4e1d
com.solace.connector.core.transform	pubsubplus-connector-message-transform-autoconfigure	2.11.0		ac837c583df5189ea7164170fdcea1f8775fe268
com.solace.connector.core.transform	pubsubplus-connector-message-transform-autoconfigure	2.11.1		ef545f427f9c9effad05a80e11d13fd352595d5e
com.solace.connector.core.transform	pubsubplus-connector-message-transform-autoconfigure	2.11.2		41aa7edd1ff1607f507352d2296876b889f75fe3
com.solace.connector.core.transform	pubsubplus-connector-message-transform-autoconfigure	2.11.3		bdae3c56d52e1995c2241215fae545aeb52a6c12
com.solace.connector.core.transform	pubsubplus-connector-message-transform-autoconfigure	2.11.4		067158686d4c5360685cd92265bd98699785bf24
com.solace.connector.core.transform	pubsubplus-connector-message-transform-autoconfigure	2.12.0		0d29289c06a38621909b1e067b4823adebf16c2d
com.solace.connector.core.transform	pubsubplus-connector-message-transform-autoconfigure	2.12.1		01abb1d59c8c51458743f2a901f8f4ec9e099346
com.solace.connector.core.transform	pubsubplus-connector-message-transform-autoconfigure	2.9.0		66d25afd4408c55e90361f13898d9bfb9f29546f
com.sshtools	maverick-synergy-common	3.0.0-FINAL		d9ca681e7726ee121cba7ada5a51e2e4a797b6fc
com.sshtools	maverick-synergy-common	3.0.0-RC1		73b62d0e63c360f1301cebfa124fa5c118bb4beb
com.sshtools	maverick-synergy-common	3.0.0-RC2		a11d64d951d5f2211c21b2046adae954239146b0
com.sshtools	maverick-synergy-common	3.0.0-RC3		4cda9654185ec267fc7207d127c159872486922c
com.sshtools	maverick-synergy-common	3.0.0-RC4		0e5b9563a55e6997ab23f1524d23a341ca682a40
com.sshtools	maverick-synergy-common	3.0.0-RC5		1378405f8a6c2c89c7896debb9d7e94e047df16f
com.sshtools	maverick-synergy-common	3.0.0-RC6		8a4f66a2f35e6d27844b6f17c55d76563840b3c1
com.sshtools	maverick-synergy-common	3.0.0-RC7		05f7280777cf883bf3b4fb8ee33747440d64b5d7
com.sshtools	maverick-synergy-common	3.0.0-RC8		a0ee45adf39a3f699fa6e68ee4277f6f6b86a070
com.sshtools	maverick-synergy-common	3.0.1-FINAL		5a1cb41a74b4366353f9257d07dcd935ad286e93
com.sshtools	maverick-synergy-common	3.0.10		d3c057f27a4b99d74557f0042894e916ebb14b12
com.sshtools	maverick-synergy-common	3.0.11		41e20b1afcbb7791efd574ab9e36dab8e9b121a7
com.sshtools	maverick-synergy-common	3.0.2-FINAL		e68259f82e7b5dd3d9bce58cc4f6ee3f6d9da68a
com.sshtools	maverick-synergy-common	3.0.3-FINAL		0514f8246c01c3d9539dbfccd05b994ea87bffef
com.sshtools	maverick-synergy-common	3.0.4-FINAL		017792ec6239697233958ef4c5656a71fbaaf27b
com.sshtools	maverick-synergy-common	3.0.5		8cc29ae012fcde963f986818a5caa566cb55627b
com.sshtools	maverick-synergy-common	3.0.5-FINAL		882a9529dd4890890f33442fd55c9a289957c353
com.sshtools	maverick-synergy-common	3.0.6		c5d7afb271b448f789c1e321def164a5cc8fa81c
com.sshtools	maverick-synergy-common	3.0.7		d9ffe828b171d4419ad8bd528ccb3ea426bef02f
com.sshtools	maverick-synergy-common	3.0.8		063ec2a8fbd55a2e4b8620cd7de98f843e7d031c
com.sshtools	maverick-synergy-common	3.0.9		c3d92103727b13eed0bd48257679b0fbc0e14c56
com.sshtools	maverick-synergy-common	3.1.0		8bd512855016905f8071dab110c9eca41376f30a
com.sshtools	maverick-synergy-common	3.1.1		4c756d72c75a1cd29ec7ef44a48187f8e39fbbf6
com.sshtools	maverick-synergy-common	3.1.2		180898be28bf1e8a0476ca6b72007d5d3502ea9d
com.trello	rxlifecycle-components	0.1.0		N/A
com.trello	rxlifecycle-components	0.2.0		N/A
com.trello	rxlifecycle-components	0.3.0		N/A
com.trello	rxlifecycle-components	0.3.1		N/A
com.trello	rxlifecycle-components	0.4.0		N/A
com.trello	rxlifecycle-components	0.5.0		N/A
com.trello	rxlifecycle-components	0.6.0		N/A
com.trello	rxlifecycle-components	0.6.1		N/A
com.trello	rxlifecycle-components	0.7.0		N/A
com.trello	rxlifecycle-components	0.8.0		N/A
com.trello	rxlifecycle-components	1.0		N/A
de.averbis.textanalysis	search-typesystem	4.10.0		476b911c2b191d4a67543ffe10b605b74f9ce9d7
de.averbis.textanalysis	search-typesystem	4.10.1		763744e6a85051ef50734cf07f2c6bee391a07a5
de.averbis.textanalysis	search-typesystem	4.11.0		28a454aaea1640ef5f6af4155c42874083099c4d
de.averbis.textanalysis	search-typesystem	4.5.0		4ad9abcd235f9a5f895326237d4f0cc697049490
de.averbis.textanalysis	search-typesystem	4.6.0		fa4cfe3e08931dff09f8805fcdc161217f445d81
de.averbis.textanalysis	search-typesystem	4.7.0		258d6d0d6a9d46eb03667ca8855ff642281fbf89
de.averbis.textanalysis	search-typesystem	4.8.0		491083f3d5b1e8314e9923de1f4bd8601237a35e
de.averbis.textanalysis	search-typesystem	4.9.0		a6e7e9e387774a383df9b7885c8a6981b28835c5
dev.inmo	tgbotapi.core-linuxarm64	10.0.0		N/A
dev.inmo	tgbotapi.core-linuxarm64	10.0.1		N/A
dev.inmo	tgbotapi.core-linuxarm64	10.1.0		N/A
dev.inmo	tgbotapi.core-linuxarm64	10.1.1		N/A
dev.inmo	tgbotapi.core-linuxarm64	11.0.0		N/A
dev.inmo	tgbotapi.core-linuxarm64	12.0.0		N/A
dev.inmo	tgbotapi.core-linuxarm64	12.0.1		N/A
dev.inmo	tgbotapi.core-linuxarm64	13.0.0		N/A
dev.inmo	tgbotapi.core-linuxarm64	14.0.0		N/A
dev.inmo	tgbotapi.core-linuxarm64	14.0.1		N/A
dev.inmo	tgbotapi.core-linuxarm64	14.1.0		N/A
dev.inmo	tgbotapi.core-linuxarm64	15.0.0		N/A
dev.inmo	tgbotapi.core-linuxarm64	15.1.0		N/A
dev.inmo	tgbotapi.core-linuxarm64	15.2.0		N/A
dev.inmo	tgbotapi.core-linuxarm64	15.3.0		N/A
dev.inmo	tgbotapi.core-linuxarm64	16.0.0		N/A
dev.inmo	tgbotapi.core-linuxarm64	17.0.0		N/A
dev.inmo	tgbotapi.core-linuxarm64	18.0.0		N/A
dev.inmo	tgbotapi.core-linuxarm64	18.1.0		N/A
dev.inmo	tgbotapi.core-linuxarm64	18.2.0		N/A
dev.inmo	tgbotapi.core-linuxarm64	18.2.1		N/A
dev.inmo	tgbotapi.core-linuxarm64	18.2.2		N/A
dev.inmo	tgbotapi.core-linuxarm64	18.2.3		N/A
dev.inmo	tgbotapi.core-linuxarm64	19.0.0		N/A
dev.inmo	tgbotapi.core-linuxarm64	20.0.0		N/A
dev.inmo	tgbotapi.core-linuxarm64	20.0.1		N/A
dev.inmo	tgbotapi.core-linuxarm64	21.0.0		N/A
dev.inmo	tgbotapi.core-linuxarm64	21.0.1		N/A
dev.inmo	tgbotapi.core-linuxarm64	22.0.0		N/A
dev.inmo	tgbotapi.core-linuxarm64	23.0.0		N/A
dev.inmo	tgbotapi.core-linuxarm64	23.1.0		N/A
dev.inmo	tgbotapi.core-linuxarm64	23.1.1		N/A
dev.inmo	tgbotapi.core-linuxarm64	23.1.2		N/A
dev.inmo	tgbotapi.core-linuxarm64	23.2.0		N/A
dev.inmo	tgbotapi.core-linuxarm64	24.0.0		N/A
dev.inmo	tgbotapi.core-linuxarm64	24.0.1		N/A
dev.inmo	tgbotapi.core-linuxarm64	24.0.2		N/A
dev.inmo	tgbotapi.core-linuxarm64	9.3.0		N/A
dev.inmo	tgbotapi.core-linuxarm64	9.4.0		N/A
dev.inmo	tgbotapi.core-linuxarm64	9.4.1		N/A
dev.inmo	tgbotapi.core-linuxarm64	9.4.2		N/A
dev.inmo	tgbotapi.core-linuxarm64	9.4.3		N/A
dev.romainguy	kotlin-math-watchossimulatorarm64	1.1.0		N/A
dev.romainguy	kotlin-math-watchossimulatorarm64	1.2.0		N/A
dev.romainguy	kotlin-math-watchossimulatorarm64	1.3.0		N/A
dev.romainguy	kotlin-math-watchossimulatorarm64	1.4.0		N/A
dev.romainguy	kotlin-math-watchossimulatorarm64	1.4.0	metadata	8f44d3001f75220bb9630dff155d327298a9fb12
dev.romainguy	kotlin-math-watchossimulatorarm64	1.6.0		N/A
dev.romainguy	kotlin-math-watchossimulatorarm64	1.6.0	metadata	5427adcfc9492fcc756d4455ca8582d59e6687ca
fit.chis.cloud	chis4cloud-common-ie	3.6.0.4		ee16090631c311812a19b05b735a6c1c85885a51
fit.chis.cloud	chis4cloud-common-ie	3.6.0.4.RC3		a042f19e712a94af6e44897d18937860b9c3c259
fit.chis.cloud	chis4cloud-common-ie	3.6.0.4.RC6		679f85d5d502dfbc24b646edd7fa517c4b5c32c7
fit.chis.cloud	chis4cloud-common-ie	3.6.0.5		d49c2ceb9ae35571c774b3c66791b9315c1a96dc
fit.chis.cloud	chis4cloud-common-ie	3.6.0.5.RC2		a23e41228c3d3b3107e029f4d4f731bd827565e0
fit.chis.cloud	chis4cloud-common-ie	3.6.0.5.RC5		fc1a8594e9ab39646b56d264847cfedde3ea0404
fit.chis.cloud	chis4cloud-common-ie	3.6.0.6		cdaebaa04f648a18cb2bb1c6add3f5c74241b905
fit.chis.cloud	chis4cloud-common-ie	3.6.0.7		9661a6d8bad773a4c875e16f9b0714010e390a24
fit.chis.cloud	chis4cloud-common-ie	3.6.0.8		d077526af4b9d83862ea306e2745668c964cb993
fit.chis.cloud	chis4cloud-common-ie	3.6.0.8.RC6		2a8243a87e0644d232f37022caa31a38b70bec83
fit.chis.cloud	chis4cloud-common-ie	3.6.0.9		9f5e0ad2f81d3e1ba64aa4c927ba46693a4f4d1a
fit.chis.cloud	chis4cloud-common-ie	3.6.0.9.RC5		0a6e73a9738ba1490e7ceb1e19be83e1f330d1e0
fit.chis.cloud	chis4cloud-common-ie	3.6.0.9.RC6		4b96ceec82ee938e5575df3fcda39f2c208fa232
fit.chis.cloud	chis4cloud-common-ie	3.6.0.9.RC7		f43d276476b5ece87c1066e0583332c473cb59fa
fit.chis.cloud	chis4cloud-common-ie	3.6.0.9.RC9		1c04d0214d2a1b8b588419b9b5b6a5bfe84b9852
fit.chis.cloud	chis4cloud-common-ie	3.6.1.9		d033a03a4203bc537c617e1fe0b2f94190980875
hu.blackbelt.bundles.eclipse-emf-codegen-ecore-xtext	org.eclipse.emf.codegen.ecore.xtext	1.4.0_1		a9be9a7cc9994651973ee2fb2a4e403e2738b167
hu.blackbelt.bundles.eclipse-emf-codegen-ecore-xtext	org.eclipse.emf.codegen.ecore.xtext	1.4.0_2		2b4cab3301cf0939750951714a56f2a82b44eeaf
hu.blackbelt.bundles.eclipse-emf-codegen-ecore-xtext	org.eclipse.emf.codegen.ecore.xtext	1.4.0_3		17ac93bdce8819aaae2d40032bd2c47c9b76424c
hu.blackbelt.bundles.restlet	org.restlet.reactor	2.3.12_1		N/A
io.github.BinduMCX	maven_central_demo	1.0.1		N/A
io.github.BinduMCX	maven_central_demo	1.0.2		N/A
io.github.BinduMCX	maven_central_demo	1.0.3		N/A
io.github.datadog4s	datadog4s-http4s_2.13	0.33.0		d23d67fddfb8e0ba800842aeccc3db72d1a9a0b9
io.github.datadog4s	datadog4s-http4s_2.13	0.33.2		4eda1d8a20bdf6f9e4a3ded7a0269f91f1d3ca65
io.github.datadog4s	datadog4s-http4s_2.13	0.33.3		2a6c4eb2d0bc97aadc8c224a48704eef75f8e134
io.github.datadog4s	datadog4s-http4s_2.13	0.33.4		1aed12a8139f3cb36f75300d49e6d72ec5504c33
io.github.datadog4s	datadog4s-http4s_2.13	0.33.8		2e9fcf0d250faf390d42e1ebf06e2702c4628bf8
io.github.datadog4s	datadog4s-http4s_2.13	0.33.9		1c5ce8124ac37a9201b26c6c6dac150eb0b11f50
io.github.greycode	shardingsphere-agent-logging-base	5.3.1.1		a66279a0b7d510734f9ebbb28da46200aa07bc81
io.github.greycode	shardingsphere-agent-logging-base	5.3.1.2		1d17e77f2c75a770d0cfe614ceaa9bb29295dfc9
io.github.pandulapeter.kubriko	tool-logger-android	0.0.1		N/A
io.github.pandulapeter.kubriko	tool-logger-android	0.0.2		N/A
io.github.pandulapeter.kubriko	tool-logger-android	unspecified		N/A
io.github.skeptick.snowfall	snowfall-compose-js	1.0.0		N/A
io.github.skeptick.snowfall	snowfall-compose-js	1.0.2		N/A
io.github.zeeeeej	zhongguohong-compose-android	1.0.2		N/A
io.github.zegjoker	mill-core-macosx64	0.0.4		N/A
io.github.zegjoker	mill-core-macosx64	0.0.4	metadata	5eea1794483b3b62e904b60be8331b2590cbc225
io.github.zegjoker	mill-core-macosx64	0.0.5		N/A
io.github.zegjoker	mill-core-macosx64	0.0.5	metadata	e49437613de9e68bcb5dac77282ea05191fd367b
io.github.zegjoker	mill-core-macosx64	0.1.0		N/A
