app.cash.treehouse.schema.display	app.cash.treehouse.schema.display.gradle.plugin	0.1.0		N/A
com.softwaremill.sttp.tapir	tapir-opentelemetry-tracing_3	1.11.20		ae7c5fb37045aaf1516a1bb6a4ce47cbf0d43edd
com.softwaremill.sttp.tapir	tapir-opentelemetry-tracing_3	1.11.21		d043dfcdc5fa063d96dc2c48b41935e09a87f517
com.softwaremill.sttp.tapir	tapir-opentelemetry-tracing_3	1.11.22		b00d22d92fd11b5d9e634d85356f7e388f4d7c5d
com.softwaremill.sttp.tapir	tapir-opentelemetry-tracing_3	1.11.23		75e6627d3d09a0826b44abe03faceefa49c461d8
com.softwaremill.sttp.tapir	tapir-opentelemetry-tracing_3	1.11.24		77155a4c83196805423cb3c9e11576f48f5421f8
com.softwaremill.sttp.tapir	tapir-opentelemetry-tracing_3	1.11.25		3695cafffea82c8ec4eb3948557dd8092e6accf4
com.stormpath.spring	spring-boot-starter-stormpath-webmvc	1.0.RC4		3aba8a91b89599d512fa4ff868c26242d4cb7457
com.stormpath.spring	spring-boot-starter-stormpath-webmvc	1.0.RC4.1		ba09efaaacf50f4ea865fc850f45ea2735fc09b3
com.stormpath.spring	spring-boot-starter-stormpath-webmvc	1.0.RC4.2		ef4c43b622265f09794a2a1e42c9ecfe1a434264
com.stormpath.spring	spring-boot-starter-stormpath-webmvc	1.0.RC4.3		c5e6037a75ad5cc2cd12182ad78987ce41154afe
com.stormpath.spring	spring-boot-starter-stormpath-webmvc	1.0.RC4.4		07346d516c56b949259424c84805faf943f3ed65
com.stormpath.spring	spring-boot-starter-stormpath-webmvc	1.0.RC4.5		1c4ca8a59e1508e115bda8987c72a36a62fe12b5
com.trafi.maas	core-iosarm64	0.1.0-dev03		N/A
com.trafi.maas	core-iosarm64	0.1.0-dev03	metadata	66890adc8dac10635e8a0d3c8ba9b723011da397
com.trafi.maas	core-iosarm64	0.1.0-dev05		N/A
com.trafi.maas	core-iosarm64	0.1.0-dev05	metadata	3cb767a167d2ebb6b9cac39176e8283edfc09253
dev.galex.yamvil	runtime-android	0.0.1		N/A
dev.galex.yamvil	runtime-android	0.0.2		N/A
dev.programadorthi.routing	call-logging-js	0.0.10		N/A
dev.programadorthi.routing	call-logging-js	0.0.11		N/A
dev.programadorthi.routing	call-logging-js	0.0.12		N/A
dev.programadorthi.routing	call-logging-js	0.0.13		N/A
dev.programadorthi.routing	call-logging-js	0.0.14		N/A
dev.programadorthi.routing	call-logging-js	0.0.15		N/A
dev.programadorthi.routing	call-logging-js	0.0.16		N/A
dev.programadorthi.routing	call-logging-js	0.0.17		N/A
dev.programadorthi.routing	call-logging-js	0.0.18		N/A
dev.programadorthi.routing	call-logging-js	0.0.19		N/A
dev.programadorthi.routing	call-logging-js	0.0.20		N/A
dev.programadorthi.routing	call-logging-js	0.0.21		N/A
dev.programadorthi.routing	call-logging-js	0.0.8		N/A
dev.programadorthi.routing	call-logging-js	2.0.0-alpha01		N/A
dev.programadorthi.routing	call-logging-js	2.0.0-alpha02		N/A
dev.programadorthi.routing	call-logging-js	2.0.0-alpha03		N/A
fr.figarocms.flume	flume-parent	1.0		N/A
fr.figarocms.flume	flume-parent	1.1		N/A
garden.ephemeral.math	komplex-jvm	1.0.0		2bf10750f6d19793e51b26fd5aba65b63254bc5e
im.mange	sews-bridge_2.12	0.0.14		aecc87e6c1a8200748de8d49f2e38961f24dc4fb
im.mange	sews-bridge_2.12	0.0.15		f573494583d080eafd891e142a5f05e6d2ff7e6f
im.mange	sews-bridge_2.12	0.0.16		8629810d401dbdacb60002266f2133dbf1a7f106
im.mange	sews-bridge_2.12	0.0.19		996b0315ab575941bf2e5c45943c2b4368c6949c
im.mange	sews-bridge_2.12	0.0.20		3226eaed96fe95c4c3709afe6b11230953d1160a
im.mange	sews-bridge_2.12	0.0.21		e5ba2aaef6b3e2930be1ebb69c630eb8c499fcbc
im.mange	sews-bridge_2.12	0.0.22		27918b8912cab60c7fb157e855707d75199602e3
im.mange	sews-bridge_2.12	0.0.23		922c90e823662756a1d302c6b0b25bb8505a69c3
im.mange	sews-bridge_2.12	0.0.24		26d74acd7fba748a426b4d1f26b09fd360bc3e9c
im.mange	sews-bridge_2.12	0.0.25		da20675225ccfffde68fa01e285c6c40ce2a9130
im.mange	sews-bridge_2.12	0.0.26		9be656dd626ac1794bb8f4eba1b68a30edeefad1
im.mange	sews-bridge_2.12	0.0.27		70ac639ed3278335adc943ba1c009b8010bd83e0
im.mange	sews-bridge_2.12	0.0.28		5f03662189d83aa98097a8f489de9257c1371615
im.mange	sews-bridge_2.12	0.0.29		3b1ccfaef2cccb8be4292de8a8bc656fab1a0804
im.mange	sews-bridge_2.12	0.0.30		246b169f5cccd7d395c752f99e76598032cbf872
im.mange	sews-bridge_2.12	0.0.31		0e243b5cb841db0b6f73ac525480690033547e29
im.mange	sews-bridge_2.12	0.0.32		bee350bda7cd3f45ed1333b3c3015a288456c3ed
im.mange	sews-bridge_2.12	0.0.33		18366c46817b0322bf9ecc7ff44835a0e397557d
im.mange	sews-bridge_2.12	0.0.34		dc3f3033e45a62b7a29235d83aa9f5a501d96e56
im.mange	sews-bridge_2.12	0.0.35		baa853faedb0faa0ca5ecb00af47c8cb968524e7
im.mange	sews-bridge_2.12	0.0.36		e9d62363a52fab10c70b9581b51c3570f05f0efa
im.mange	sews-bridge_2.12	0.0.37		6db50ff0ae87b5c453b14beec522b2ce00d24705
io.github.andreypfau	kotlinx-crypto-crc32-tvosarm64	0.0.1		N/A
io.github.andreypfau	kotlinx-crypto-crc32-tvosarm64	0.0.1	metadata	10398d304b89703fff791a5c882ee007293878f9
io.github.andreypfau	kotlinx-crypto-crc32-tvosarm64	0.0.2		N/A
io.github.andreypfau	kotlinx-crypto-crc32-tvosarm64	0.0.2	metadata	55c36a971c70058f1a64e54dbd2a34304aef9e9b
io.github.andreypfau	kotlinx-crypto-crc32-tvosarm64	0.0.3		N/A
io.github.andreypfau	kotlinx-crypto-crc32-tvosarm64	0.0.3	metadata	d85b0f8f933e817644901821a3ec36651055520e
io.github.andreypfau	kotlinx-crypto-crc32-tvosarm64	0.0.4		N/A
io.github.andreypfau	kotlinx-crypto-crc32-tvosarm64	0.0.4	metadata	259f031980821cbc80ce7f683558db28dd3c1dd5
io.github.burstoverflow	xposedcompat	5.0.0		N/A
io.github.burstoverflow	xposedcompat	5.0.1		N/A
io.github.guoshiqiufeng	loki-dependencies	1.0.0-M1		N/A
io.github.guoshiqiufeng	loki-dependencies	1.0.0-M2		N/A
io.github.pheerathach	thai-baht-utils	1.0.0		afc41b2c6e7580b7588d778dc164c22c8bb3cf20
io.github.track-asia	navigation-ui-android	2.0.1		N/A
io.github.track-asia	navigation-ui-android	2.0.2		N/A
io.github.vinceglb	filekit-dialogs-compose-android	0.10.0-beta01		N/A
io.github.vinceglb	filekit-dialogs-compose-android	0.10.0-beta02		N/A
io.github.xlopec	tea-core-jvm	1.0.0-alpha2		74f918f2fe5d1bccac3a406fdac94b4ce805a265
io.github.xlopec	tea-core-jvm	1.0.0-alpha2-rc2		2dd6cb469c35dc658b9b86ad243ad312277bd974
io.github.xlopec	tea-core-jvm	1.0.0-alpha2-rc3		6bf109669a68272212186d8c9a07b69389f60d02
io.github.xlopec	tea-core-jvm	1.0.0-alpha2-rc4		4124e72ecf448ab165f02bc0f63e9b4b31d9b89b
io.github.xlopec	tea-core-jvm	1.0.0-alpha2-rc5		2dcacbc5df35e84e5a52c10797ba650f01ce27c7
io.github.xlopec	tea-core-jvm	1.0.0-alpha2-rc6		54d4cf99f4711773ad92bf323539b47ff373dd05
io.github.xlopec	tea-core-jvm	1.0.0-alpha3		99eef872ebe119f209dd295bbc81626e067d8d33
io.github.xlopec	tea-core-jvm	1.0.0-alpha3-rc1		1e74d3bfcf456f4dcb90e4e9f3a5ed4f72134adc
io.github.xlopec	tea-core-jvm	1.0.0-alpha4		91aba4d1533955edce2a04904611a9d3f7c2b3ef
io.github.xlopec	tea-core-jvm	1.0.0-alpha5		7f8f8100696c32fa28548e4aec1b32c31a03c1e5
io.github.xlopec	tea-core-jvm	1.0.0-alpha6		64337f67b24a1ec31fd73aa660eeaee158c35dc2
io.github.xlopec	tea-core-jvm	1.0.0-alpha6-rc1		64337f67b24a1ec31fd73aa660eeaee158c35dc2
io.github.xlopec	tea-core-jvm	1.0.0-alpha7		75ba13a9f49565d88b4999fbfa9191ac017b1df4
io.github.xlopec	tea-core-jvm	1.0.0-alpha7-rc1		75ba13a9f49565d88b4999fbfa9191ac017b1df4
io.github.xlopec	tea-core-jvm	1.0.0-alpha8		a54c049fa9395b5be0419e7e5faf3f79df07711a
io.github.xlopec	tea-core-jvm	1.0.0-alpha8-rc1		853ad9c9082bb2c3056998f9e937226d63762052
io.github.zhangzih4n	io-okio-linuxx64	0.1.0		N/A
io.github.zhangzih4n	io-okio-linuxx64	0.1.1		N/A
io.github.zhangzih4n	io-okio-linuxx64	0.10.0		N/A
io.github.zhangzih4n	io-okio-linuxx64	0.3.0		N/A
io.github.zhangzih4n	io-okio-linuxx64	0.4.0		N/A
io.github.zhangzih4n	io-okio-linuxx64	0.5.0		N/A
io.github.zhangzih4n	io-okio-linuxx64	0.6.0		N/A
io.github.zhangzih4n	io-okio-linuxx64	0.7.0		N/A
io.github.zhangzih4n	io-okio-linuxx64	0.7.1		N/A
io.github.zhangzih4n	io-okio-linuxx64	0.7.2		N/A
io.github.zhangzih4n	io-okio-linuxx64	0.7.3		N/A
io.github.zhangzih4n	io-okio-linuxx64	0.8.0		N/A
io.github.zhangzih4n	io-okio-linuxx64	0.9.0		N/A
io.ionic.libs	iongeolocation-android	0.0.1		N/A
io.ionic.libs	iongeolocation-android	1.0.0		N/A
io.primer	klarna-android	0.0.0		N/A
io.primer	klarna-android	1.0.3		N/A
io.primer	klarna-android	1.0.4		N/A
io.primer	klarna-android	1.1.0		N/A
io.projectglow	glow-spark3_2.12	0.6.0		929c81c72ba453f8ce4f4e796c6fbb61e6dd179c
io.projectglow	glow-spark3_2.12	1.0.0		a75ef332277740d9cdf3197a41792f427611f4d9
io.projectglow	glow-spark3_2.12	1.0.1		2f9c5c7bf766ba0e17ff6307268a2529734bb895
io.projectglow	glow-spark3_2.12	1.1.0		9a5d4e7ef81c2995847b3fac816195d5f60ee8f2
io.projectglow	glow-spark3_2.12	1.1.1		fe04e1cd45093cb4a683262def21016c3ddf1226
io.projectglow	glow-spark3_2.12	1.1.2		5498136936cdbe41886af292df03afe02a859898
io.projectglow	glow-spark3_2.12	1.2.1		4145cb45c30301eb254cacfcba0b950f0cf20d5e
io.projectglow	glow-spark3_2.12	2.0.0		bcf86494ada805188bd4af0c8c1be78db281d758
io.rhiot	rhiot-cloudlet-binary-parent	0.1.3		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.0.0		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.0.0-RC1		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.0.0-RC2		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.0.0-RC3		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.0.0-beta1		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.0.0-beta2		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.0.0-beta3		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.0.0-dev1		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.0.0-dev10		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.0.0-dev11		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.0.0-dev12		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.0.0-dev13		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.0.0-dev14		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.0.0-dev15		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.0.0-dev16		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.0.0-dev17		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.0.0-dev18		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.0.0-dev2		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.0.0-dev3		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.0.0-dev4		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.0.0-dev5		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.0.0-dev6		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.0.0-dev7		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.0.0-dev8		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.0.0-dev9		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.0.1		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.1.0		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.10.0		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.11.0		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.11.1		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.12.0		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.2.0		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.3.0		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.3.1		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.4.0		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.5.0		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.6.0		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.6.1		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.7.0		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.7.0-beta1		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.8.0		N/A
love.forte.simbot.common	simbot-common-suspend-runner-androidnativearm64	4.9.0		N/A
net.liftmodules	fobo-twitter-bootstrap-api_3.3_2.12	2.0		d7d8f1482694ac858872e12108ac79eb5262bdd7
net.liftmodules	fobo-twitter-bootstrap-api_3.3_2.12	2.1.0		9c4a6b045fae3208274243fb571da845cea6e2be
net.liftmodules	fobo-twitter-bootstrap-api_3.3_2.12	2.1.1		842cda6290c1caaed405efe1e45a413d51c82dd5
org.activecomponents.jadex	jadex-kernel-base	3.0-DEVELOPMENT		fd53b150f33920ea7be0edf650c0d665385b4278
org.activecomponents.jadex	jadex-kernel-base	3.0.0		faadfdb7ad8455ee24365e85e3bff99f36500d49
org.activecomponents.jadex	jadex-kernel-base	3.0.0-RC16		81385a676f3fed20340c14b77be624781a3d3820
org.activecomponents.jadex	jadex-kernel-base	3.0.0-RC32		9935b4faeff54621c9216812ddd9e25e3ea76376
org.activecomponents.jadex	jadex-kernel-base	3.0.0-RC51		18648553fea6e19900aa1bbfd2dc1aca9e278c67
org.activecomponents.jadex	jadex-kernel-base	3.0.0-RC63		427e4cd89421be8461ba1fb49c36aa2c2b15f9a9
org.activecomponents.jadex	jadex-kernel-base	3.0.0-RC68		b0b35d2524d401964645910749f50d10dfa52e05
org.activecomponents.jadex	jadex-kernel-base	3.0.0-RC80		e7b1ed3e8cb0867e76561b2029cd8bd350e601df
org.activecomponents.jadex	jadex-kernel-base	3.0.1		1976a7eefbcb9db4690e3b2551356e9b68d9c7c3
org.activecomponents.jadex	jadex-kernel-base	3.0.102		24e6dd6b2a8f60468baf90d5de806415fe6c3cc1
org.activecomponents.jadex	jadex-kernel-base	3.0.106		6cee1ee6eca4bace95cf50208724ca8730918799
org.activecomponents.jadex	jadex-kernel-base	3.0.112		bb12b51b7642c8dd2ac081fdc66f6a2d10678930
org.activecomponents.jadex	jadex-kernel-base	3.0.113		eaefa8d85993eefa52adb250484ee19cd7ec2590
org.activecomponents.jadex	jadex-kernel-base	3.0.115		965fe20f3e9d45a7c29f2edd01885951be5b7df3
org.activecomponents.jadex	jadex-kernel-base	3.0.117		b663fa24908ef59344069c465c1d207ad718b617
org.activecomponents.jadex	jadex-kernel-base	3.0.43		bfb16d642fec14481b3e59abc9d8c483ed3e087a
org.activecomponents.jadex	jadex-kernel-base	3.0.69		6fea0ec35d17c138934da1653b3df0d08f59a1b1
org.activecomponents.jadex	jadex-kernel-base	3.0.7		12448625601098a6566c5c82b3dd335fb92ec2ff
org.activecomponents.jadex	jadex-kernel-base	3.0.70		a38c594a452802b1c1bc4fe472285874acafacde
org.activecomponents.jadex	jadex-kernel-base	3.0.71		ad936647d46fc4f4f86e1d73f71924b90a5f882c
org.activecomponents.jadex	jadex-kernel-base	3.0.72		eb714f6d0126779291423f9cc4045082d0f0be11
org.activecomponents.jadex	jadex-kernel-base	3.0.76		d64f122cc4be9ec31a19b3de71b4a58ecbdac181
org.activecomponents.jadex	jadex-kernel-base	3.0.77		3b3589f1a85b7c8a729508620991383bc02b9935
org.activecomponents.jadex	jadex-kernel-base	3.0.78		6816bbbad92fb7c93c1a24277ddfbe3543baf631
org.activecomponents.jadex	jadex-kernel-base	3.0.79		6bf05240f79a8b949784a92de5eacb52b1ec92dc
org.activecomponents.jadex	jadex-kernel-base	3.0.81		07956164b923afc5e533908c5a9c2805f1f798c3
org.activecomponents.jadex	jadex-kernel-base	3.0.85		8b5ce07f72025a6a07787ae4f349ea660d5eff7e
org.activecomponents.jadex	jadex-kernel-base	3.0.86		9486dbef036553ded674d87bc1820f2b22ee060b
org.activecomponents.jadex	jadex-kernel-base	3.0.91		495eb6eb38b721bdd233b83162e69166b4746cf6
org.activecomponents.jadex	jadex-kernel-base	3.0.95		76726664fa597ef23ae19d28b9afdf5f6db3e5e7
org.activecomponents.jadex	jadex-kernel-base	4.0.241		46e1f93f08af86cf5037c33c9355030ca99db0b3
org.activecomponents.jadex	jadex-kernel-base	4.0.244		46e1f93f08af86cf5037c33c9355030ca99db0b3
org.activecomponents.jadex	jadex-kernel-base	4.0.249		46e1f93f08af86cf5037c33c9355030ca99db0b3
org.activecomponents.jadex	jadex-kernel-base	4.0.250		4173c2a30685fcf80de2c2f45e8baa774fef45c4
org.activecomponents.jadex	jadex-kernel-base	4.0.252		4173c2a30685fcf80de2c2f45e8baa774fef45c4
org.activecomponents.jadex	jadex-kernel-base	4.0.254		4173c2a30685fcf80de2c2f45e8baa774fef45c4
org.activecomponents.jadex	jadex-kernel-base	4.0.255		4173c2a30685fcf80de2c2f45e8baa774fef45c4
org.activecomponents.jadex	jadex-kernel-base	4.0.256		4173c2a30685fcf80de2c2f45e8baa774fef45c4
org.activecomponents.jadex	jadex-kernel-base	4.0.257		4173c2a30685fcf80de2c2f45e8baa774fef45c4
org.activecomponents.jadex	jadex-kernel-base	4.0.258		4173c2a30685fcf80de2c2f45e8baa774fef45c4
org.activecomponents.jadex	jadex-kernel-base	4.0.260		4173c2a30685fcf80de2c2f45e8baa774fef45c4
org.activecomponents.jadex	jadex-kernel-base	4.0.261		4173c2a30685fcf80de2c2f45e8baa774fef45c4
org.activecomponents.jadex	jadex-kernel-base	4.0.262		4173c2a30685fcf80de2c2f45e8baa774fef45c4
org.activecomponents.jadex	jadex-kernel-base	4.0.263		4173c2a30685fcf80de2c2f45e8baa774fef45c4
org.activecomponents.jadex	jadex-kernel-base	4.0.264		4173c2a30685fcf80de2c2f45e8baa774fef45c4
org.activecomponents.jadex	jadex-kernel-base	4.0.265		4173c2a30685fcf80de2c2f45e8baa774fef45c4
org.activecomponents.jadex	jadex-kernel-base	4.0.266		4173c2a30685fcf80de2c2f45e8baa774fef45c4
org.activecomponents.jadex	jadex-kernel-base	4.0.267		4173c2a30685fcf80de2c2f45e8baa774fef45c4
org.apache.james	james-server-rate-limiter	3.7.0		77af5b6bd8d50f3cca79e49a8eeb3461129b58a5
org.apache.james	james-server-rate-limiter	3.7.0	jar-with-dependencies	f897c4c52ec17ea72a1b24504788619ad180a9c6
org.apache.james	james-server-rate-limiter	3.7.1		63ead5e70aa7d1a5b15e85e508064684805b60ed
org.apache.james	james-server-rate-limiter	3.7.1	jar-with-dependencies	771dfb223fc65784e8869eec6134dfd0f2fcbfdf
org.apache.james	james-server-rate-limiter	3.7.2		4342469c0d3ae3a20727d0ec8b619217069d4be4
org.apache.james	james-server-rate-limiter	3.7.2	jar-with-dependencies	f203f45c95a1cb529d17159092463333e5560741
org.apache.james	james-server-rate-limiter	3.7.3		50aca5483eb791e305c9f34e98c2da3cd517dfaf
org.apache.james	james-server-rate-limiter	3.7.3	jar-with-dependencies	85ceb0ee8b7c45599c959fcb074daabd3ed519bb
org.apache.james	james-server-rate-limiter	3.7.4		8bbe54f9f3a34155de63c5da49cd8bcf1dc0f8a4
org.apache.james	james-server-rate-limiter	3.7.4	jar-with-dependencies	b873a96f2b9e22f70026276500b9a5e211207ba4
org.apache.james	james-server-rate-limiter	3.7.5		11483217abaedbc44b288b3229be1c9010c01e2b
org.apache.james	james-server-rate-limiter	3.7.5	jar-with-dependencies	1171291e8227f35334fe1b0383356a09a3611b51
org.apache.james	james-server-rate-limiter	3.7.6		78d805c0c39c24076206605e2d3250ff5f34d718
org.apache.james	james-server-rate-limiter	3.7.6	jar-with-dependencies	90fa865614eef9dba451b1d723423135706b2c96
org.apache.james	james-server-rate-limiter	3.8.0		6416c09cd72a998af1506a830f2325714895620e
org.apache.james	james-server-rate-limiter	3.8.0	jar-with-dependencies	6bcabd1b1bae1c5830034f9e6ed6cb7d5ac466c8
org.apache.james	james-server-rate-limiter	3.8.1		c77d41d7cb9834baf7de437cb6b57fd7af981fe1
org.apache.james	james-server-rate-limiter	3.8.1	jar-with-dependencies	6d80e43e1cb433e60e0c1494302a238a7e3f27e1
org.apache.james	james-server-rate-limiter	3.8.2		1237355d7f09564a2d4ef40e91229c47579bb8fd
org.apache.james	james-server-rate-limiter	3.8.2	jar-with-dependencies	e8a0c857a885678537ec59803acd3f510205c8af
org.apache.kerby	zookeeper-backend	1.0.0		cc9c99ca16a2a67eb8e8b82396d0eaff38ed75ea
org.apache.kerby	zookeeper-backend	1.0.0-RC1		41be9bfd3b7cff14e894e90375cf8be2ef5de14b
org.apache.kerby	zookeeper-backend	1.0.0-RC2		63151a2f5d08c8104a223b6fdf73c76d53b50f7b
org.apache.kerby	zookeeper-backend	1.0.1		08d261d2e1b5f9228449c8a83b5f9e522d4a71aa
org.apache.kerby	zookeeper-backend	1.1.0		feaab918af394cab7badff1b1f153e388cdea932
org.apache.kerby	zookeeper-backend	1.1.1		f3c74be9d4df5eb0ee2c9e7cbfe84500cad4d2cd
org.apache.kerby	zookeeper-backend	2.0.0		092fe94075e28ae7c2cdfa4796002f947996ba66
org.apache.kerby	zookeeper-backend	2.0.1		2f359e3b71dcfaad5d170e6266ee6a4e07b85718
org.apache.kerby	zookeeper-backend	2.0.2		f07de3047141232dd7d17a87d5e1978d04fc3f5c
org.apache.kerby	zookeeper-backend	2.0.3		6773c92ea8df2953eefb8300f1d63440ac15a28a
org.apache.kerby	zookeeper-backend	2.1.0		ca7518a0e728ddcfb0f7aa437fc2033f99c3a63f
org.apache.servicemix.bundles	org.apache.servicemix.bundles.xsdlib	2013.6.1_1		61755c77269729130bc0e29aaeae6f522daa1f6d
org.apache.servicemix.bundles	org.apache.servicemix.bundles.xsdlib	2022.7_1		3f7a3a35cf9537684197c5af51f91249921e6107
org.apache.tuweni	tuweni-metrics	2.1.0		b3249d5667621dba904c778fa15b271fa1f3fec9
org.apache.tuweni	tuweni-metrics	2.2.0		0de4fb8273a0df1b1ddae5357d1e1dbc7353f789
org.apache.tuweni	tuweni-metrics	2.3.0		f8217d0f11c08ba701e9b0a1b32c49a631fa5874
org.apache.tuweni	tuweni-metrics	2.3.1		c4264ddfebf31293688202a07ad974c3dbfc269f
org.cogchar	org.cogchar.lib.core.impl	1.0.7.0		7de2ec5673c14345623cbafcaa05b2889fff26d6
org.cogchar	org.cogchar.lib.core.impl	1.0.7.1		a957b97db9e152c724b18163e809a4e7fdcf88dc
org.cogchar	org.cogchar.lib.core.impl	1.0.8.0		99b47311247223bc3ab2ac50f7285548d349516c
org.cogchar	org.cogchar.lib.core.impl	1.0.9.0		4731b644ac93dcf92c8e74facaa9cbbb417edfc3
org.cogchar	org.cogchar.lib.core.impl	1.0.9.1		64707bc1343dfce06c5250bfa1a59f74f9491e89
org.cogchar	org.cogchar.lib.core.impl	1.0.9.2		d90ee0f5112880799c38ea81b6f88cb1da9bfa93
org.cogchar	org.cogchar.lib.core.impl	1.1.0		09c548b1ec8c9689de83d25c17e05b6b63ebc94f
org.cogchar	org.cogchar.lib.core.impl	1.1.1		83eeea0ed15f38fe5a9f1a2b556b81e016b620dd
org.cogchar	org.cogchar.lib.core.impl	1.1.2		e8c1a5b0a62c1ef0671034946432caac8c491c28
org.cogchar	org.cogchar.lib.core.impl	1.1.3		1eec4aa73da84c0cbb1c13ff062d29982f90906b
org.cogchar	org.cogchar.lib.core.impl	1.1.4		c2dd67804788e1fef5e7670563f3c2a06c32970f
org.eclipse.jst	j2ee	1.1.105-v200709122200		3088d78c499acf98542c50523cca15b1f6c8375d
org.lenskit	lenskit-all	3.0-M1		79b24b0cf333ed566b5beff05693c92a083aeb3d
org.lenskit	lenskit-all	3.0-M2		fb26b6cd4c34f8025ffaa87796df6257a5563f58
org.lenskit	lenskit-all	3.0-M3		dc3cab76700352f1a65ca5617318e523fdc207e6
org.libj	mail	0.4.1		357bf74c65889b6a5063d3d8487eca95a1f1aac0
org.libj	mail	0.4.2		30506be5c52a399e321c63f1c39ee3f01a6443da
org.libj	mail	0.4.3		1e8584fa09c0053535a57d34411189cd44e8d053
org.libj	mail	0.4.4		783084d0e13ad091cf9c9f7098ca138f3917782a
org.libj	mail	0.4.5		c54c43bd43f653464c41fa294cb20209ad321804
org.lightadmin	lightadmin	1.0.0.RC1		4fa45bafd124f79aef7dfcdcc72a53d566eaad3e
org.lightadmin	lightadmin	1.0.0.RELEASE		7a36ec4e3c0b0e1564197628b1d2bd45d8234204
org.lightadmin	lightadmin	1.0.1.RELEASE		7343e0b253a3da44f5781fe7f79c8d2d5ae33def
org.lightadmin	lightadmin	1.2.0.RC1		b34fb6b675e1b273fa4d1c125ceec7e64e2b21ec
org.mikeneck.graffiti	mike-graffiti-core	1.0		0b9c2725afa33b26d703612657e05c94d9e9e3ae
org.mvnpm	htmx-ext-response-targets	2.0.0		633095b7589bead0fd5de288196426e196190de3
org.mvnpm	htmx-ext-response-targets	2.0.2		43d1fec44ef18bb7ea0eb53182b314ff9d04e5c2
org.mvnpm.at.fontsource	red-hat-mono	4.5.12		6c5cd9050ee7a2dab6032cdf1b9a9bcd7f5e93cf
org.ndviet	test-cucumber-framework	23.11.11		fb603ab9d2f34284b475474e5b36b72529f9a3b4
org.ndviet	test-cucumber-framework	23.2.28		99394e7f9da63aa25ec3768b8b364fc5448040d2
org.ndviet	test-cucumber-framework	23.3.14		5d54de4eab7f774c14bd0405aee4641f3ff66db0
org.ndviet	test-cucumber-framework	23.3.25		1c776ec46a8dced6cf685cad3d6009490b81e475
org.ndviet	test-cucumber-framework	23.3.29		0309cc8d642e0a81c1ef1806b5b6e3ef6c837171
org.ndviet	test-cucumber-framework	23.3.8		b4060db4c291553dd9158cfe029fe8240d1ab32e
